 4396 ; Бона иностранная ;  ;  ;  ;  ; 51 ; хъ0 ; 53 
 3121 ; 10 долларов. Острова Кука. XXV Олимпиада ; 1990 ;  ; Ag ; Proof ; 50 ; woland ; 1530 
 3122 ; 500 марок. Веймар ; 1923А ;  ; Al ; XF+ ; 69 ; andreyM ; 204 
 3123 ; 200 марок. Веймар ; 1923А ;  ; Al ; VF+ ; 21 ; raise ; 51 
 3124 ; 1 франк. Бельгия ; 1910 ;  ; Ag ; F+ ; 26 ; av ; 62 
 3125 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; VF- ; 17 ; фёкла ; 98 
 3126 ; 6 пенсов. Великобритания ; 1949 ;  ; Cu/Ni ; VF+ ; 26 ; Сакович ; 96 
 3127 ; 1 шиллинг. Великобритания ; 1916 ;  ; Ag ; F-VF ; 20 ; фёкла ; 175 
 3128 ; 1 шиллинг. Великобритания ; 1950 ;  ; Cu/Ni ; VF- ; 22 ; фёкла ; 38 
 3129 ; 10 эре. Швеция ; 1954 ;  ; Ag ; F-VF ; 25 ; taigist ; 71 
 3130 ; 10 эре. Швеция ; 1962 ;  ; Ag ; XF ; 8 ; Vibel ; 40 
 3131 ; 5 риалов. Иран ; 1351 (1972) ;  ; Cu/Ni ; VF- ; 23 ; lelka ; 22 
 3132 ; 25 сентаво. Мексика ; 1952 ;  ; Ag ; XF- ; 10 ; Микки 5 ; 120 
 3133 ; 5 лева. Болгария ; 1885 ;  ; Ag ; VF- ; 52 ; Searcher ; 793 
 3134 ; 25 крон. Норвегия.  25 лет освобождения ; 1970 ;  ; Ag ; XF+ ; 112 ; pref ; 521 
 3135 ; 5 песет. Испания ; 1890 ;  ; Ag ; F-VF ; 95 ; Searcher ; 837 
 3136 ; 30 драхм. Греция. Свадьба Константина и Анны Марии ; 1964 ;  ; Ag ; AU ; 56 ; Searcher ; 495 
 3137 ; 5 франков. Швейцария ; 1951 ;  ; Ag ; XF ; 26 ; Serg78 ; 777 
 3138 ; 2 динара. Сербия ; 1904 ;  ; Ag ; XF ; 51 ; кве ; 571 
 3139 ; 50 сантимов. Испания ; 1904 ;  ; Ag ; VF+ ; 49 ; кве ; 396 
 3140 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF-XF ; 47 ; aleX13 ; 663 
 3141 ; 1 шиллинг. Великобритания ; 1935 ;  ; Ag ; XF ; 63 ; Буратино ; 216 
 3142 ; 1/4 гульдена. Нидерландская Индия ; 1945 ;  ; Ag ; XF ; 43 ; cotangens ; 218 
 3143 ; 1/10 гульдена. Нидерландская Индия ; 1942 ;  ; Ag ; XF+ ; 24 ; cotangens ; 126 
 3144 ; 50 чентезими. Ватикан ; 1937 ;  ; Ni ; XF ; 67 ; aleX13 ; 366 
 3145 ; 20 сантимов. Италия ; 1894 ;  ; Cu/Ni ; F-VF ; 9 ; Vibel ; 84 
 3146 ; 5 эре. Швеция ; 1899 ;  ; Cu ; VF- ; 23 ; Dbrnjh ; 101 
 3147 ; 1 цент. Малайя ; 1943 ;  ; Br ; VF+ ; 83 ; cotangens ; 172 
 3148 ; 2 пфеннига. Германия ; 1940А ;  ; Br ; VF+ ; 52 ; 384020 ; 153 
 3149 ; 2 сантима. Латвия ; 1939 ;  ; Br ; VF ; 53 ; andreyM ; 73 
 3150 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; VF- ; 23 ; kergudu ; 35 
 3151 ; Монета иностранная. Восток ;  ;  ; Cu ; VF ; 48 ; кве ; 172 
 3152 ; 1 грош. Польша ; 1770 ;  ; Cu ; F+ ; 21 ; taigist ; 100 
 3153 ; 1 шо. Тибет. Деформация ; 1922-1928 ;  ; Cu ; F+ ; 26 ; Sterh ; 101 
 3154 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; F-VF ; 39 ; Vibel ; 41 
 3155 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; F-VF ; 39 ; raise ; 46 
 3156 ; 20 франков. Марокко ; 1371лх ;  ; Al/Br ; VF ; 7 ; Болгарин ; 34 
 3157 ; 10 франков. Марокко ; 1366лх ;  ; Cu-Ni ; VF+ ; 44 ; ИЮМов1 ; 93 
 3158 ; 25 эскудо. Португалия ; 1980 ;  ; Cu-Ni ; XF ; 26 ; 2372 ; 26 
 3059 ; Фартинг. 2 тип. Великобритания. Виктория. Портрет юбилейный ; 1888 ;  ; Cu ; VF+ ; 57 ; Сакович ; 510 
 3060 ; 1 доллар. США. Сакагавеа. "Великий закон мира" ; 2010D ;  ; Cu-Ni-Zn ; AU ; 49 ; 384020 ; 168 
 3061 ; 1/4 доллара. США. Коннектикут ; 1999D ;  ; Cu-Ni ; XF- ; 9 ; asparagus ; 25 
 3062 ; 1/4 доллара. США. Теннеси ; 2002D ;  ; Cu-Ni ; XF+ ; 7 ; asparagus ; 44 
 3063 ; 1/4 доллара. США. Аляска ; 2008P ;  ; Cu-Ni ; XF+ ; 35 ; asparagus ; 49 
 3064 ; 1 цент. Токен. Частные деньги. C.A.DANIEL & Co ; ND (1888-1891) ;  ; Cu-Ni ; VF+ ; 8 ; чусер ; 742 
 3065 ; 50 сантимов. Франция ; 1941 ;  ; Al/Br ; VF+ ; 16 ; В1951 ; 83 
 3066 ; 1 пенни. Токен. Британская Канада ; 1812 ;  ; Cu ; F-VF ; 85 ; sorochin11 ; 821 
 3067 ; 1/2 пенни. Токен. Британская Канада. Серия Маршал Веллингтон ; ND ;  ; Cu ; VF ; 32 ; чусер ; 663 
 3068 ; Фартинг. Великобритания. Ньюкастл. Виктория ; ND ;  ; Br ; VF ; 73 ; чусер ; 881 
 3069 ; Фартинг. 3 тип. Великобритания. Виктория старая ; 1896 ;  ; Cu ; VF ; 52 ; Сакович ; 383 
 3070 ; 20 геллеров. Немецкая Восточная Африка. Табора. Вариант В-В ; 1916Т ;  ; Cu ; VF- ; 26 ; DM2713 ; 1235 
 3071 ; 1 доллар. США. Сакагавеа ; 2001Р ;  ; Cu-Ni-Zn ; AU ; 29 ; 384020 ; 130 
 3072 ; 1/4 доллара. США. Нью-Йорк ; 2001Р ;  ; Cu-Ni ; XF ; 11 ; Моряк-собиратель ; 57 
 3073 ; 1/4 доллара. США. Вермонт ; 2001Р ;  ; Cu-Ni ; XF ; 9 ; Моряк-собиратель ; 45 
 3074 ; 1/4 доллара. США. Вашингтон ; 2007Р ;  ; Cu-Ni ; XF- ; 20 ; Моряк-собиратель ; 61 
 3075 ; 1/2 кроны. Великобритания ; 1835 ;  ; Ag ; F-VF ; 36 ; 542 ; 510 
 3076 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; XF ; 57 ; Буратино ; 813 
 3077 ; 1/2 кроны. Великобритания ; 1946 ;  ; Ag ; XF+ ; 30 ; Dbrnjh ; 561 
 3078 ; 1 шиллинг. Великобритания ; 1820 ;  ; Ag ; VF ; 90 ; lesnik1 ; 809 
 3079 ; 3 пенса. Великобритания ; 1943 ;  ; Ag ; XF ; 47 ; asparagus ; 126 
 3080 ; 1/3 фартинга. Великобритания ; 1885 ;  ; Br ; VF ; 31 ; чусер ; 387 
 3081 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; XF ; 16 ; дед морос ; 74 
 3082 ; 1 песо. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF+ ; 62 ; Searcher ; 816 
 3083 ; 40 сентаво. Куба. 50 лет Республике ; 1952 ;  ; Ag ; VF ; 29 ; vc57 ; 357 
 3084 ; 25 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF ; 28 ; Searcher ; 210 
 3085 ; 20 сентаво. Куба ; 1949 ;  ; Ag ; VF ; 19 ; Serg78 ; 169 
 3086 ; 10 сентаво. Куба ; 1948 ;  ; Ag ; VF+ ; 33 ; Serg78 ; 150 
 3087 ; 10 сентаво. Куба. 50 лет Республике ; 1952 ;  ; Ag ; VF-XF ; 26 ; Vibel ; 91 
 3088 ; 1/2 доллара. США ; 1936 ;  ; Ag ; F-VF ; 57 ; Searcher ; 357 
 3089 ; 1/4 доллара. США ; 1904 ;  ; Ag ; F ; 34 ; Dahan ; 74 
 3090 ; 1 дайм. США. Меркури ; 1930 ;  ; Ag ; VF ; 39 ; asparagus ; 91 
 3091 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF ; 30 ; vitapool ; 751 
 3092 ; 25 песет. Испания ; 1957 ;  ; Cu-Ni ; VF+ ; 11 ; andreyM ; 12 
 3093 ; 1/2 бальбоа. Панама ; 1982 ;  ; Cu-Ni ; XF- ; 19 ; дед морос ; 44 
 3094 ; 5 песо. Мексика ; 1980 ;  ; Cu-Ni ; VF ; 12 ; Vibel ; 46 
 3095 ; 10 чентезимо. Италия ; 1894 ;  ; Cu ; F-VF ; 27 ; Kurkul ; 83 
 3096 ; 1/4 доллара. США. Алабама ; 2003Р ;  ; Cu-Ni ; AU ; 9 ; Brabus ; 28 
 3097 ; 5 эскудо. Португальский Мозамбик ; 1973 ;  ; Cu-Ni ; VF- ; 37 ; ADD ; 41 
 3098 ; 1 риель. Камбоджа ; 1970 ;  ; Cu-Ni ; XF ; 34 ; ИЮМов1 ; 170 
 3099 ; 5 пфеннигов. ГДР ; 1950А ;  ; Al ; F-VF ; 14 ; w.wolf ; 34 
 3100 ; 1 лептон. Ионические острова ; 1862 ;  ; Cu ; VF+ ; 75 ; чусер ; 1734 
 3101 ; 10 марок. Финляндия. 75 лет со дня рождения президента Кекконена ; 1975 ;  ; Ag ; AU ; 33 ; Арарат ; 352 
 3102 ; 10 марок. Финляндия. 100 лет со дня рождения президента Паасикиви ; 1970 ;  ; Ag ; AU ; 48 ; Арарат ; 379 
 3103 ; 1/2 доллара. США ; 1945 ;  ; Ag ; VF- ; 78 ; alex66 ; 459 
 3104 ; 1000 рейс. Бразилия ; 1853 ;  ; Ag ; VF ; 52 ; 384020 ; 559 
 3105 ; 1 шиллинг. Великобритания ; 1910 ;  ; Ag ; F+ ; 40 ; Vibel ; 229 
 3106 ; 10 марок. ГДР. Альберт Швейтзер ; 1975 ;  ; Ag ; AU ; 32 ; Searcher ; 1631 
 3107 ; 5 кори. Индия. Штат Катч ; 1992 ;  ; Ag ; XF ; 65 ; бормоглот ; 681 
 3108 ; 10 франков. Франция. Свобода, равенство, братство ; 1970 ;  ; Ag ; XF+ ; 60 ; Searcher ; 839 
 3009 ; 50 пфеннигов. ГДР ; 1982A ;  ; Al ; XF+ ; 6 ; kergudu ; 7 
 3010 ; 20 пфеннигов. ГДР ; 1989A ;  ; Al/Br ; AU ; 17 ; Болгарин ; 30 
 3011 ; 10 пфеннигов. ГДР ; 1988A ;  ; Al ; VF-XF ; 6 ; Болгарин ; 6 
 3012 ; 10 пфеннигов. ГДР ; 1989A ;  ; Al ; AU ; 14 ; Leon17 ; 20 
 3013 ; 5 пфеннигов. ГДР ; 1988A ;  ; Al ; XF ; 11 ; alex995 ; 12 
 3014 ; 1 пфенниг. ГДР ; 1989A ;  ; Al ; XF ; 2 ; Болгарин ; 3 
 3015 ; 1 пфенниг. ГДР ; 1987A ;  ; Al ; AU ; 1 ; suhua ; 20 
 3016 ; 100 франков. Саарленд ; 1955 ;  ; Cu-Ni ; VF-XF ; 36 ; evgen564 ; 363 
 3017 ; 50 франков. Саарленд ; 1954 ;  ; Al/Br ; VF+ ; 45 ; evgen564 ; 411 
 3018 ; 20 франков. Саарленд ; 1954 ;  ; Al/Br ; VF-XF ; 20 ; Vibel ; 105 
 3019 ; 10 франков. Саарленд ; 1954 ;  ; Al/Br ; XF ; 25 ; badiba-coin ; 107 
 3020 ; 1 песа. Немецкая Восточная Африка ; 1892 ;  ; Cu ; F+ ; 11 ; cat1 ; 122 
 3021 ; 20 хеллеров. Немецкая Восточная Африка ; 1916T ;  ; латунь ; VF- ; 16 ; evgen564 ; 257 
 3022 ; 1 хеллер. Немецкая Восточная Африка ; 1913A ;  ; Br ; VF- ; 7 ; ВМШ ; 257 
 3023 ; 1 хеллер. Немецкая Восточная Африка ; 1913J ;  ; Br ; VF- ; 5 ; ratiandr ; 203 
 3024 ; 1 хеллер. Немецкая Восточная Африка ; 1907J ;  ; Br ; VF- ; 5 ; ratiandr ; 201 
 3025 ; 1 хеллер. Немецкая Восточная Африка ; 1912J ;  ; Br ; VF- ; 7 ; ВМШ ; 257 
 3026 ; 1 рупия. Португальская Индия. Провинция Гоа. Мария I. Барочный герб ; 1799 ;  ; Ag ; F-VF ; 35 ; capraz ; 2002 
 3027 ; 20 эскудо. Португальская Гвинея ; 1952 ;  ; Ag ; XF ; 32 ; capraz ; 976 
 3028 ; Двойной фанам. Британская Индия. Штат Мадрас. Series Pagoda ; ND ;  ; Ag ; F-VF ; 48 ; capraz ; 986 
 3029 ; 10 эскудо. Португальская колония Сан-Томе и Принсипе ; 1951 ;  ; Ag ; XF+/AU ; 26 ; capraz ; 708 
 3030 ; 80 рейс. Португальская колония. Мозамбик. Жоао VI. Чекан Бразилии ; 1820 ;  ; Cu ; F-VF ; 39 ; shest ; 1672 
 3031 ; 5 геллеров. Немецкая Восточная Африка ; 1941J ;  ; Cu-Ni ; VF- ; 62 ; ВМШ ; 1474 
 3032 ; Фартинг. Токен военного времени. США. Нью-Йорк ; 1863 ;  ; Сu ; VF- ; 33 ; чусер ; 637 
 3033 ; 1 пиастр с другим гуртом (гурт security). Французский Индо-Китай. 1 год чекана ; 1947 ;  ; Cu-Ni ; XF ; 62 ; чусер ; 755 
 3034 ; 1 пиастр (Проба - essai) с другим гуртом (гурт security). Французский Индо-Китай. 1 год чекана ; 1946 ;  ; Cu-Ni ; AU ; 115 ; М662 ; 2986 
 3035 ; 1 кэш. Французская Индия. Провинция Пондишери. Г Карикал ; ND ;  ; Cu ; F ; 11 ; capraz ; 165 
 3036 ; 1 кэш. Нидерландская Индия. Объединенная EI COMPANI NEGAPATNAM MINT N/VOC ; ND ;  ; Cu ; F ; 11 ; capraz ; 212 
 3037 ; 1 стивер. Нидерландская Индия. О Ява. Объединенная EI COMPANI. Батавская Республика ; 1800 ;  ; Lead-bronze ; F-VF ; 40 ; чусер ; 1734 
 3038 ; 1/2 пенни. Токен. Великобритания. Эдинбург. Святой Андрей. Гуртовая надпись ; 1790 ;  ; Cu ; VF- ; 21 ; чусер ; 993 
 3039 ; 1 пенни. Токен. Рыбный пенни. Великобритания. Корниш ; 1811 ;  ; Cu ; VF- ; 18 ; чусер ; 966 
 3040 ; 1/2 пенни. Токен. Ирландия. Святой Патрик ; 1806 ;  ; Cu ; F-VF ; 8 ; capraz ; 879 
 3041 ; 1/2 пенни. Токен. Великобритания. Bangay. Bigods castle. Для обмена без мошенничества ; 1794 ;  ; Cu ; VF+ ; 19 ; чусер ; 999 
 3042 ; 1/2 пенни. Токен. Канада ; 1812 ;  ; Cu ; VF- ; 36 ; чусер ; 592 
 3043 ; 1 пенни. Токен. Австралия. Тасмания. Hobart Town Корабельные принадлежности ; ND ;  ; Cu ; F-VF ; 73 ; ead ; 2228 
 3044 ; 1 пенни. Токен. Австралия. Профессор Holloway ; 1857 ;  ; Cu ; VF- ; 62 ; ead ; 2000 
 3045 ; 1 кварта. Токен. Английская колония. Гибралтар. R.Keelings ; 18023 ;  ; Cu ; VF- ; 43 ; чусер ; 1506 
 3046 ; 1 соверен - 20 шиллингов. Весовая гирька для взвешивания золотых монет. Великобритания. Карл I ; ND ;  ; Al/Br ; F+ ; 34 ; capraz ; 993 
 3047 ; 1/2 гинеи. Весовая гирька для взвешивания золотых монет. Великобритания. Георг II ; ND ;  ; Al/Br ; F-VF ; 38 ; capraz ; 1404 
 3048 ; 36 шиллингов. Весовая гирька для взвешивания золотых монет. Великобритания ; ND ;  ; Al/Br ; F+ ; 14 ; capraz ; 299 
 3049 ; 1/2 фанона. Французская Индия провинция Пондишери. D-8,5мм. М-0,65г ; 1720-1837 ;  ; Ag ; VF ; 30 ; capraz ; 1859 
 3050 ; 1/2 пенни. Британская территория. О Мэн. Георг III ; 1786 ;  ; Cu ; XF- ; 69 ; чусер ; 2564 
 3051 ; 1 стивер со слоном. Британская колония. О. Цейлон. Георг II ; 1815 ;  ; Cu ; VF+ ; 51 ; SergeyAnatoljevich ; 1950 
 3052 ; Монета медная. Закавказье. М-1,09г ;  ;  ; Cu ; F ; 20 ; Galancer ; 149 
 3053 ; Фартинг. Токен. Ирландия. Защита торговли. Пусть установится мир. Вильям III. Герб Ирландии ; ND ;  ; Cu ; F-VF ; 97 ; caterpi ; 747 
 3054 ; Фартинг (2-ой тип-большой портрет). Англия, Георг V ; 1923 ;  ; Br ; VF-XF ; 40 ; asparagus ; 112 
 3055 ; 25 центов. Сейшельские острова. Елизавета II ; 1969 ;  ; Cu-Ni ; AU ; 27 ; Сакович ; 210 
 3056 ; 1 пенни. Винный токен. Новая Зеландия. Г Крайсчерч. H.J.Hall ; ND ;  ; Cu ; VF ; 82 ; igaist ; 2483 
 3057 ; 1/2 пенни. Токен. Британская Канада. Галифакс ; 1815 ;  ; Cu ; VF- ; 52 ; чусер ; 1008 
 3058 ; 1 кипинг. Нидерландская Индия. Суматра ; 1247лх ;  ; Cu ; VF- ; 19 ; Leon17 ; 456 
 2959 ; 10 марок. ГДР. Людвиг ван Бетховен ; 1970 ;  ; Ag ; AU ; 20 ; patron86 ; 1377 
 2960 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu-Ni ; AU ; 18 ; Vibel ; 119 
 2961 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu-Ni ; AU ; 14 ; asparagus ; 122 
 2962 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; AU ; 14 ; Vibel ; 119 
 2963 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; XF+ ; 12 ; asparagus ; 122 
 2964 ; 20 марок. ГДР. Вильгельм Пик ; 1972A ;  ; Cu-Ni ; XF ; 12 ; asparagus ; 132 
 2965 ; 20 марок. ГДР. Вильгельм Пик ; 1972A ;  ; Cu-Ni ; AU ; 14 ; Vibel ; 119 
 2966 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu-Ni ; AU ; 12 ; Vibel ; 119 
 2967 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu-Ni ; AU ; 9 ; asparagus ; 122 
 2968 ; 20 марок. ГДР. Отто Гротеволь ; 1973A ;  ; Cu-Ni ; XF ; 12 ; asparagus ; 122 
 2969 ; 20 марок. ГДР. Отто Гротеволь ; 1973A ;  ; Cu-Ni ; AU ; 15 ; Vibel ; 119 
 2970 ; 20 марок. ГДР. Бранденбургские ворота ; 1990A ;  ; Cu-Ni ; AU ; 13 ; Brabus ; 125 
 2971 ; 20 марок. ГДР. Бранденбургские ворота ; 1990A ;  ; Cu-Ni ; AU ; 14 ; дед морос ; 125 
 2972 ; 10 марок. ГДР. Бухенвальд ; 1972A ;  ; Cu-Ni ; XF ; 5 ; Vibel ; 114 
 2973 ; 10 марок. ГДР. Бухенвальд ; 1972A ;  ; Cu-Ni ; AU ; 7 ; asparagus ; 131 
 2974 ; 10 марок. ГДР. Фестиваль молодежи и студентов Берлине ; 1973A ;  ; Cu-Ni ; AU ; 4 ; Vibel ; 114 
 2975 ; 10 марок. ГДР. Фестиваль молодежи и студентов Берлине ; 1973A ;  ; Cu-Ni ; AU ; 4 ; asparagus ; 115 
 2976 ; 10 марок. ГДР. 25 лет ГДР ; 1974A ;  ; Cu-Ni ; AU ; 11 ; asparagus ; 135 
 2977 ; 10 марок. ГДР. 25 лет ГДР ; 1974A ;  ; Cu-Ni ; AU ; 5 ; Vibel ; 114 
 2978 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; AU ; 10 ; asparagus ; 132 
 2979 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; XF ; 13 ; Vibel ; 113 
 2980 ; 10 марок. ГДР. Совместный полет СССР  - ГДР ; 1978A ;  ; Cu-Ni ; AU ; 43 ; mamont ; 278 
 2981 ; 10 марок. ГДР. 20 лет национальной народной армии ; 1978A ;  ; Cu-Ni ; AU ; 17 ; Опятор ; 142 
 2982 ; 10 марок. ГДР. 30 лет бревой дружине рабочего класса ; 1983A ;  ; Cu-Ni ; AU ; 41 ; Опятор ; 235 
 2983 ; 10 марок. ГДР. 40 лет освобождения от фашизма ; 1985A ;  ; Cu-Ni ; AU ; 42 ; patron86 ; 250 
 2984 ; 10 марок. ГДР. Эрнст Тельманн ; 1986A ;  ; Cu-Ni ; AU ; 24 ; Опятор ; 136 
 2985 ; 10 марок. ГДР. 40 лет спорту ГДР ; 1988A ;  ; Cu-Ni ; AU ; 14 ; patron86 ; 126 
 2986 ; 10 марок. ГДР. 40 лет ГДР ; 1989A ;  ; Cu-Ni ; AU ; 23 ; Скрудж ; 144 
 2987 ; 10 марок. ГДР. Совет экономической взаимопомощи ; 1989A ;  ; Cu-Ni ; AU ; 21 ; vol ; 426 
 2988 ; 10 марок. ГДР. 100 лет 1 мая ; 1990A ;  ; Cu-Ni ; AU ; 22 ; Vibel ; 137 
 2989 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni-Br ; AU ; 18 ; Vibel ; 88 
 2990 ; 5 марок. ГДР. Вильгельм Конрад Рентген ; 1970 ;  ; Cu-Ni ; AU ; 39 ; salim ; 568 
 2991 ; 5 марок. ГДР. Иоган Кеплер ; 1971 ;  ; Cu-Ni ; AU ; 50 ; A_coin ; 362 
 2992 ; 5 марок. ГДР. Бранденбургские ворота ; 1971A ;  ; Cu-Ni ; AU ; 14 ; vol ; 77 
 2993 ; 5 марок. ГДР. Город Мейсен ; 1972A ;  ; Cu-Ni ; AU ; 18 ; asparagus ; 92 
 2994 ; 5 марок. ГДР. Иоганн Брамс ; 1972 ;  ; Cu-Ni ; AU ; 41 ; vol ; 514 
 2995 ; 5 марок. ГДР. Отто Лилиленталь ; 1973 ;  ; Cu-Ni ; AU ; 18 ; vicnic ; 713 
 2996 ; 5 марок. ГДР. Филипп Рейс ; 1974 ;  ; Cu-Ni ; AU ; 37 ; Опятор ; 483 
 2997 ; 5 марок. ГДР. Фердинанд фон Шилль ; 1976 ;  ; Cu-Ni ; AU ; 35 ; DennisG ; 579 
 2998 ; 5 марок. ГДР. Замок в Вартбурге ; 1982A ;  ; Cu-Ni ; XF+ ; 31 ; дед морос ; 325 
