 5942 ; Лот бон (2 шт). Коста-Рика ;  ;  ;  ;  ; 11 ; alkona ; 90 
 3555 ; 1 крона. Швеция ; 1958 ;  ; Ag ; VF+ ; 15 ; Searcher ; 95 
 3556 ; 1 крона. Швеция ; 1964 ;  ; Ag ; VF+ ; 23 ; Tritiy2 ; 97 
 3557 ; 1 крона. Швеция ; 1961 ;  ; Ag ; VF+ ; 21 ; aziya11 ; 87 
 3558 ; 1 крона. Швеция ; 1967 ;  ; Ag ; XF ; 16 ; banks ; 98 
 3559 ; 1 крона. Швеция ; 1955 ;  ; Ag ; VF ; 30 ; Александр974 ; 98 
 3560 ; 1 крона. Швеция ; 1960 ;  ; Ag ; VF+ ; 26 ; aziya11 ; 92 
 3561 ; 1 крона. Швеция ; 1963 ;  ; Ag ; VF+ ; 31 ; aziya11 ; 86 
 3562 ; 1 крона. Швеция ; 1956 ;  ; Ag ; VF+ ; 22 ; Randy027 ; 98 
 3563 ; 1 крона. Швеция ; 1965 ;  ; Ag ; VF ; 22 ; Randy027 ; 98 
 3564 ; 1 крона. Швеция ; 1968 ;  ; Ag ; XF ; 25 ; aziya11 ; 96 
 3565 ; 1 крона. Швеция ; 1954 ;  ; Ag ; VF+ ; 35 ; molodes ; 121 
 3566 ; 1 крона. Швеция ; 1942 ;  ; Ag ; XF ; 12 ; banks ; 115 
 3567 ; 1 крона. Швеция ; 1943 ;  ; Ag ; VF ; 14 ; aziya11 ; 97 
 3568 ; 1 крона. Швеция ; 1944 ;  ; Ag ; VF ; 16 ; aziya11 ; 77 
 3569 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 16 ; aziya11 ; 77 
 3570 ; 1 крона. Швеция ; 1949 ;  ; Ag ; VF ; 22 ; aziya11 ; 88 
 3571 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF ; 16 ; aziya11 ; 79 
 3572 ; 1 крона. Швеция ; 1950 ;  ; Ag ; XF+ ; 10 ; banks ; 108 
 3573 ; 1 крона. Швеция ; 1947 ;  ; Ag ; AU ; 54 ; hugo ; 142 
 3574 ; 1 крона. Швеция ; 1945 ;  ; Ag ; XF ; 18 ; aziya11 ; 98 
 3575 ; 1 крона. Швеция ; 1933 ;  ; Ag ; VF ; 16 ; Searcher ; 148 
 3576 ; 1 крона. Швеция ; 1941 ;  ; Ag ; VF ; 16 ; Searcher ; 148 
 3577 ; 1 крона. Швеция ; 1929 ;  ; Ag ; VF ; 9 ; Searcher ; 159 
 3578 ; 1 крона. Швеция ; 1938 ;  ; Ag ; VF ; 17 ; Searcher ; 164 
 3579 ; 1 крона. Швеция ; 1915 ;  ; Ag ; VF-XF ; 19 ; karl ; 312 
 3580 ; 1 крона. Швеция ; 1936 ;  ; Ag ; VF-XF ; 9 ; Searcher ; 159 
 3581 ; 1 крона. Швеция ; 1934 ;  ; Ag ; VF ; 34 ; Searcher ; 149 
 3582 ; 1 крона. Швеция ; 1912 ;  ; Ag ; VF ; 17 ; Searcher ; 199 
 3583 ; 1 крона. Швеция ; 1940 ;  ; Ag ; VF ; 24 ; Searcher ; 184 
 3584 ; 1 крона. Швеция ; 1924 ;  ; Ag ; VF ; 18 ; Searcher ; 164 
 3585 ; 1 крона. Швеция ; 1927 ;  ; Ag ; VF ; 14 ; Searcher ; 172 
 3586 ; 1 крона. Швеция ; 1935 ;  ; Ag ; VF ; 18 ; Searcher ; 153 
 3587 ; 1 крона. Швеция ; 1926 ;  ; Ag ; VF ; 12 ; Searcher ; 158 
 3588 ; 1 крона. Швеция ; 1937 ;  ; Ag ; VF ; 19 ; Searcher ; 184 
 3589 ; 1 крона. Швеция ; 1923 ;  ; Ag ; VF ; 17 ; Searcher ; 186 
 3590 ; 1 крона. Швеция ; 1931 ;  ; Ag ; VF ; 16 ; Searcher ; 148 
 3491 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu-Ni ; XF ; 7 ; ZYZ ; 102 
 3492 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 6 ; ZYZ ; 104 
 3493 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu-Ni ; XF ; 7 ; ZYZ ; 102 
 3494 ; 1 франк. Бельгия ; 1922 ;  ; Cu-Ni ; VF ; 20 ; SKeeper ; 22 
 3495 ; 25 сантимов. Бельгия ; 1939 ;  ; Cu-Ni ; VF+ ; 11 ; YAV71 ; 27 
 3496 ; 50 сантимов. Бельгия ; 1922 ;  ; Cu-Ni ; VF+ ; 35 ; kornum ; 46 
 3497 ; 1 франк. Бельгия ; 1939 ;  ; Cu-Ni ; VF ; 28 ; molodes ; 40 
 3498 ; 50 сантимов. Бельгия ; 1918 ;  ; Zn ; VF- ; 24 ; av ; 376 
 3499 ; 25 сантимов. Бельгия ; 1946 ;  ; Zn ; F+ ; 9 ; Smaficus ; 15 
 3500 ; 25 сантимов. Бельгия ; 1916 ;  ; Zn ; F+ ; 12 ; Sterh ; 12 
 3501 ; 10 сантимов. Бельгия ; 1915 ;  ; Zn ; F-VF ; 7 ; kornum ; 100 
 3502 ; 1 франк. Бельгия ; 1941 ;  ; Zn ; F-VF ; 23 ; molodes ; 31 
 3503 ; 5 сантимов. Бельгия ; 1916 ;  ; Zn ; VF- ; 38 ; DVZ ; 67 
 3504 ; 5 сантимов. Бельгия ; 1915 ;  ; Zn ; VF- ; 7 ; kornum ; 126 
 3505 ; 1 крона. Великобритания ; 1818 ;  ; Ag ; VF- ; 49 ; sg ; 6100 
 3506 ; 1 крона. Великобритания ; 1821 ;  ; Ag ; VF ; 30 ; WikiLeaks ; 4521 
 3507 ; 1/2 кроны. Великобритания. Деформация ; 1823 ;  ; Ag ; F ; 24 ; jj ; 1243 
 3508 ; 2 кроны. Швеция ; 1955 ;  ; Ag ; XF ; 10 ; хуч ; 281 
 3509 ; 2 кроны. Швеция ; 1961 ;  ; Ag ; XF+ ; 13 ; Searcher ; 270 
 3510 ; 2 кроны. Швеция ; 1958 ;  ; Ag ; XF+ ; 17 ; Searcher ; 270 
 3511 ; 2 кроны. Швеция ; 1957 ;  ; Ag ; XF+ ; 21 ; Searcher ; 303 
 3512 ; 2 кроны. Швеция ; 1953 ;  ; Ag ; AU ; 17 ; хуч ; 312 
 3513 ; 2 кроны. Швеция ; 1965 ;  ; Ag ; AU ; 15 ; хуч ; 312 
 3514 ; 2 кроны. Швеция ; 1956 ;  ; Ag ; XF+ ; 19 ; krugerrand ; 270 
 3515 ; 2 кроны. Швеция ; 1954 ;  ; Ag ; XF+ ; 15 ; krugerrand ; 270 
 3516 ; 2 кроны. Швеция ; 1963 ;  ; Ag ; AU ; 14 ; krugerrand ; 271 
 3517 ; 2 кроны. Швеция ; 1952 ;  ; Ag ; AU ; 13 ; hugo ; 352 
 3518 ; 2 кроны. Швеция ; 1966 ;  ; Ag ; AU ; 12 ; krugerrand ; 281 
 3519 ; 2 кроны. Швеция ; 1959 ;  ; Ag ; AU ; 15 ; hugo ; 322 
 3520 ; 2 кроны. Швеция ; 1964 ;  ; Ag ; AU ; 11 ; krugerrand ; 250 
 3521 ; 2 кроны. Швеция ; 1968 ;  ; Cu-Ni ; XF ; 11 ; krugerrand ; 179 
 3522 ; 2 кроны. Швеция ; 1910 ;  ; Ag ; VF ; 21 ; krugerrand ; 434 
 3523 ; 2 кроны. Швеция ; 1935 ;  ; Ag ; VF-XF ; 25 ; Searcher ; 408 
 3524 ; 2 кроны. Швеция ; 1939 ;  ; Ag ; VF-XF ; 11 ; Searcher ; 408 
 3525 ; 2 кроны. Швеция ; 1938 ;  ; Ag ; VF-XF ; 9 ; Searcher ; 400 
 3526 ; 2 кроны. Швеция ; 1937 ;  ; Ag ; VF-XF ; 19 ; Searcher ; 400 
 3527 ; 2 кроны. Швеция ; 1948 ;  ; Ag ; XF+ ; 25 ; Searcher ; 305 
 3528 ; 2 кроны. Швеция ; 1942 ;  ; Ag ; AU ; 27 ; Searcher ; 305 
 3529 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; XF+ ; 15 ; krugerrand ; 281 
 3530 ; 2 кроны. Швеция ; 1947 ;  ; Ag ; AU ; 13 ; krugerrand ; 281 
 3531 ; 2 кроны. Швеция ; 1946 ;  ; Ag ; AU ; 14 ; Searcher ; 292 
 3532 ; 2 кроны. Швеция ; 1949 ;  ; Ag ; AU ; 9 ; Searcher ; 250 
 3533 ; 2 кроны. Швеция ; 1945 ;  ; Ag ; AU ; 23 ; Searcher ; 263 
 3534 ; 2 кроны. Швеция ; 1943 ;  ; Ag ; XF ; 12 ; Searcher ; 312 
 3535 ; 2 кроны. Швеция ; 1944 ;  ; Ag ; AU ; 10 ; krugerrand ; 291 
 3536 ; 1 крона. Швеция ; 1889 ;  ; Ag ; F+ ; 20 ; Searcher ; 172 
 3537 ; 1 крона. Швеция ; 1884 ;  ; Ag ; F+ ; 20 ; von_Schwarz ; 294 
 3538 ; 1 крона. Швеция ; 1877 ;  ; Ag ; F+ ; 15 ; buben ; 125 
 3539 ; 1 крона. Швеция ; 1903 ;  ; Ag ; F-VF ; 25 ; Searcher ; 203 
 3540 ; 1 крона. Швеция ; 1907 ;  ; Ag ; F-VF ; 17 ; zelya ; 179 
 3441 ; 1/2 доллара. США. Джордж Карвер и Букер Т.Вашингтон ; 1952 ;  ; Ag ; XF- ; 25 ; derfalke ; 725 
 3442 ; 1 дайм. США ; 1941 ;  ; Ag ; XF ; 17 ; dim66 ; 133 
 3443 ; 1 гривна (1 унция серебра). Украина. Архистратиг Михаил ; 2013 ;  ; Ag ; AU ; 19 ; Мюнхель ; 1194 
 3444 ; 5 долларов (1 унция серебра). Канада. Кленовый лист ; 2012 ;  ; Ag ; AU ; 19 ; Elephant ; 1011 
 3445 ; 1,5 евро (1 унция серебра). Австрия. Венская филармония ; 2012 ;  ; Ag ; AU ; 31 ; Elephant ; 1157 
 3446 ; 1 крона. Великобритания. Виктория ; 1889 ;  ; Ag ; VF- ; 60 ; ZYZ ; 1980 
 3447 ; 50 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 11 ; BillBerri ; 399 
 3448 ; 50 марок. Финляндия. Кекконен ; 1981 ;  ; Ag ; AU ; 3 ; Kamp ; 357 
 3449 ; 2 шиллинга. Британская Западная Африка ; 1919 ;  ; Ag ; VF ; 36 ; banks ; 808 
 3450 ; 10 марок. ФРГ. 30 лет Римскому договору ; 1987G ;  ; Ag ; Proof ; 27 ; sileng ; 567 
 3451 ; 20 центов. Китай ;  ;  ; Ag ; AU ; 41 ; razum0610 ; 579 
 3452 ; 1 ранд. Южная африка ; 1966 ;  ; Ag ; AU ; 17 ; Снежков ; 635 
 3453 ; 1 песета. Испания ; 1876 ;  ; Ag ; F ; 9 ; banks ; 136 
 3454 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 11 ; sova159 ; 304 
 3455 ; 10 центов. Канада ; 1953 ;  ; Ag ; VF ; 15 ; Папа с рацией ; 61 
 3456 ; 5 боливаров. Венесуэла ; 1935 ;  ; Ag ; F+ ; 11 ; fillin ; 663 
 3457 ; 100 марок. Финляндия. Хоккей ; 1991 ;  ; Ag ; AU ; 10 ; LEXAI ; 867 
 3458 ; 25 центов. Канада ; 1939 ;  ; Ag ; F-VF ; 11 ; Searcher ; 141 
 3459 ; 10 центов. Канада ; 1938 ;  ; Ag ; F-VF ; 17 ; Шипк ; 57 
 3460 ; 1 дайм. США ; 1944 ;  ; Ag ; VF ; 12 ; Папа с рацией ; 71 
 3461 ; 1 дайм. США ; 1956 ;  ; Ag ; XF ; 12 ; omsk77 ; 61 
 3462 ; 1 дайм. США ; 1899 ;  ; Ag ; F ; 9 ; Kamp ; 57 
 3463 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; XF ; 17 ; Шипк ; 187 
 3464 ; 20 франков. Бельгия ; 1949 ;  ; Ag ; F ; 15 ; Sterh ; 126 
 3465 ; 10 центов. Канада ; 1952 ;  ; Ag ; VF+ ; 14 ; bibik ; 61 
 3466 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972F ;  ; Ag ; AU ; 10 ; SKeeper ; 434 
 3467 ; 1 дайм. США ; 1892 ;  ; Ag ; F ; 8 ; жора ; 50 
 3468 ; 25 центов. Канада ; 1968 ;  ; Ag ; VF+ ; 9 ; Searcher ; 125 
 3469 ; 500 лир. Италия ; 1958 ;  ; Ag ; AU ; 13 ; дитрих11 ; 369 
 3470 ; 500 лир. Италия ; 1961 ;  ; Ag ; XF ; 9 ; andy2012 ; 325 
 3471 ; 50 сантимов. Франция ; 1898 ;  ; Ag ; VF- ; 8 ; pref ; 66 
 3472 ; 1/2 кроны.Великобритания ; 1922 ;  ; Ag ; F-VF ; 16 ; ZYZ ; 216 
 3473 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; F-VF ; 14 ; aziya11 ; 81 
 3474 ; 10 центов. Канада ; 1909 ;  ; Ag ; F+ ; 24 ; Randy027 ; 59 
 3475 ; 50 сантимов. Бельгия ; 1911 ;  ; Ag ; VF ; 36 ; В1951 ; 252 
 3476 ; 1 франк. Бельгия ; 1912 ;  ; Ag ; VF ; 7 ; kehha ; 137 
 3477 ; 2 франка. Бельгия ; 1912 ;  ; Ag ; XF ; 25 ; kornum ; 558 
 3478 ; 20 франков. Бельгия ; 1934 ;  ; Ag ; VF- ; 21 ; В1951 ; 339 
 3479 ; 20 франков. Бельгия ; 1935 ;  ; Ag ; VF+ ; 22 ; Rober ; 309 
 3480 ; 50 франков. Бельгия ; 1940 ;  ; Ag ; VF-XF ; 24 ; av ; 716 
 3481 ; 5 франков. Бельгия ; 1941 ;  ; Zn ; VF ; 14 ; YAV71 ; 21 
 3482 ; 2 франка. Бельгия ; 1923 ;  ; Cu-Ni ; VF ; 33 ; YAV71 ; 57 
 3483 ; 5 франков. Бельгия ; 1939 ;  ; Cu-Ni ; XF- ; 17 ; YAV71 ; 57 
 3484 ; 5 франков. Бельгия ; 1937 ;  ; Cu-Ni ; VF+ ; 31 ; av ; 644 
 3485 ; 10 франков. Бельгия ; 1930 ;  ; Cu-Ni ; VF ; 45 ; av ; 1383 
 3486 ; 5 франков. Бельгия ; 1931 ;  ; Cu-Ni ; F ; 10 ; YAV71 ; 45 
 3487 ; 5 франков. Бельгия ; 1936 ;  ; Cu-Ni ; VF ; 26 ; сама71 ; 581 
 3488 ; 25 сантимов Франция ; 1903 ;  ; Cu-Ni ; VF ; 18 ; SergeyDzen ; 82 
 3489 ; 25 сантимов Франция ; 1904 ;  ; Cu-Ni ; VF ; 13 ; SergeyDzen ; 183 
 3490 ; 20 марок. ГДР. Фридрих Шиллер ; 1972A ;  ; Cu-Ni ; XF ; 11 ; ZYZ ; 102 
 3391 ; 5 евро. Австрия. ЕС ; 2004 ;  ; Ag ; AU ; 28 ; andrei71 ; 496 
 3392 ; 1/4 рупии. Немецкая Ост-Африка ; 1901 ;  ; Ag ; VF ; 37 ; ВМШ ; 2200 
 3393 ; 5 евро. Австрия. Моцарт ; 2006 ;  ; Ag ; AU ; 29 ; Mike! ; 498 
 3394 ; 5 евро. Португалия. ЮНЕСКО ; 2004 ;  ; Ag ; AU ; 36 ; Mike! ; 481 
 3395 ; 10 центов. Канада ; 1967 ;  ; Ag ; VF+ ; 3 ; Mike! ; 111 
 3396 ; 5 евро. Португалия. Беатрис ; 2004 ;  ; Ag ; AU ; 17 ; Mike! ; 488 
 3397 ; 2 кроны. Швеция ; 1963 ;  ; Ag ; AU ; 14 ; хуч ; 400 
 3398 ; 3 пенса. Австралия ; 1963 ;  ; Ag ; VF-XF ; 4 ; Папа с рацией ; 105 
 3399 ; 25 центов. Канада ; 1967 ;  ; Ag ; XF ; 19 ; Mike! ; 157 
 3400 ; 25 центов. Канада ; 1942 ;  ; Ag ; VF ; 18 ; Mike! ; 214 
 3401 ; 10 центов. Канада ; 1965 ;  ; Ag ; VF+ ; 4 ; Mike! ; 111 
 3402 ; 1 дайм. США ; 1944 ;  ; Ag ; VF ; 3 ; Mike! ; 111 
 3403 ; 2000 песет. Испания ; 1994 ;  ; Ag ; AU ; 26 ; Mike! ; 658 
 3404 ; 50 сантимо. Испания ; 1904 ;  ; Ag ; F-VF ; 9 ; Mike! ; 136 
 3405 ; 5 марок. ФРГ. Вильгельм и Александр Гумбольдт ; 1967F ;  ; Ag ; AU ; 23 ; Mike! ; 377 
 3406 ; 5 евро. Австрия. 250 лет зоопарку ; 2002 ;  ; Ag ; AU ; 16 ; Mike! ; 509 
 3407 ; 1 доллар. США. Корейская война ; 1991 ;  ; Ag ; AU ; 12 ; Mike! ; 1019 
 3408 ; 50 эре. Швеция ; 1961 ;  ; Ag ; AU ; 24 ; хуч ; 114 
 3409 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; XF ; 5 ; Mike! ; 139 
 3410 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; XF ; 10 ; banks ; 136 
 3411 ; 20 крейцеров. Венгрия. Ремонт гурта 12, 6 часов ; 1779 ;  ; Ag ; F-VF ; 20 ; Mike! ; 411 
 3412 ; 50 сентимо. Испания ; 1869 ;  ; Ag ; VF- ; 18 ; von_Schwarz ; 295 
 3413 ; 1/4 доллара. США ; 1908 ;  ; Ag ; F ; 23 ; Mike! ; 353 
 3414 ; 1 песета. Испания ; 1883 ;  ; Ag ; VF- ; 8 ; Mike! ; 149 
 3415 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; XF ; 1 ; Mike! ; 111 
 3416 ; 1 шиллинг. Гамбург ; 172? ;  ; Ag ; F ; 1 ; Mike! ; 111 
 3417 ; 1 дайм. США ; 1943 ;  ; Ag ; VF+ ; 1 ; Mike! ; 111 
 3418 ; 6 пенсов. Великобритания ; 1933 ;  ; Ag ; VF ; 4 ; Mike! ; 123 
 3419 ; 1 шиллинг. Гамбург ; 1726 ;  ; Ag ; F ; 1 ; Mike! ; 111 
 3420 ; 1/4 доллара. США ; 1945 ;  ; Ag ; VF+ ; 26 ; Mike! ; 201 
 3421 ; 1 марка. Финляндия ; 1964 ;  ; Ag ; VF+ ; 1 ; Mike! ; 111 
 3422 ; 10 евро. Германия. Чемпионат по футболу ; 2004 ;  ; Ag ; XF/AU ; 26 ; Mike! ; 818 
 3423 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; VF-XF ; 1 ; Mike! ; 111 
 3424 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF- ; 1 ; Mike! ; 111 
 3425 ; 1 дайм. США ; 1942D ;  ; Ag ; VF+ ; 1 ; Mike! ; 111 
 3426 ; 50 эре. Швеция ; 1954 ;  ; Ag ; XF ; 10 ; хуч ; 102 
 3427 ; 2 риала. Испания ; 1781 ;  ; Ag ; F-VF ; 25 ; von_Schwarz ; 810 
 3428 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; VF+ ; 7 ; Mike! ; 90 
 3429 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; VF+ ; 1 ; Mike! ; 111 
 3430 ; 50 долларов. Ниуэ. Олимпиада в Сеуле ; 1987 ;  ; Ag ; Proof ; 29 ; SS007 ; 1158 
 3431 ; 2 доллара. Острова Кука. Приключения кота Леопольда ; 2008 ;  ; Ag, краска ; AU ; 41 ; Reverse ; 2506 
 3432 ; 2 доллара. Острова Кука. Стойкий оловянный солдатик ; 2008 ;  ; Ag, краска ; AU ; 15 ; Reverse ; 1913 
 3433 ; 2 доллара. Острова Кука. Щелкунчик ; 2008 ;  ; Ag, краска ; AU ; 13 ; Reverse ; 1890 
 3434 ; 2 доллара. Острова Кука. Дюймовочка ; 2008 ;  ; Ag, краска ; AU ; 11 ; Reverse ; 1875 
 3435 ; 5 корон. Венгрия ; 1907 ;  ; Ag ; VF- ; 45 ; Ю42 ; 1777 
 3436 ; 5 крон. Швеция ; 1954 ;  ; Ag ; XF ; 18 ; Gyron ; 469 
 3437 ; 1 соль. Перу ; 1921 ;  ; Ag ; VF- ; 30 ; fillin ; 680 
 3438 ; 25 центов. Канада ; 1919 ;  ; Ag ; VF- ; 33 ; сама71 ; 272 
 3439 ; 25 эре. Швеция ; 1950 ;  ; Ag ; VF-XF ; 6 ; хуч ; 51 
 3440 ; 3 пенса. Южная Африка ; 1959 ;  ; Ag ; AU ; 24 ; v_bond ; 105 
 3341 ; 25 сантимов. Люксембург ; 1927 ;  ; Cu-Ni ; VF ; 32 ; DVZ ; 41 
 3342 ; 1 франк. Бельгийское Конго ; 1927 ;  ; Cu-Ni ; F ; 14 ; buben ; 41 
 3343 ; 1 рупия. Британская индия ; 1885 ;  ; Ag ; VF- ; 25 ; Mike! ; 461 
 3344 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 8 ; Mike! ; 663 
 3345 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF-XF ; 43 ; Mike! ; 793 
 3346 ; 50 центов. Канада ; 1966 ;  ; Ag ; XF ; 21 ; Gyron ; 453 
 3347 ; 2-1/2 гульдена. Нидерланды ; 1962 ;  ; Ag ; VF ; 14 ; Mike! ; 305 
 3348 ; 2 франка. Франция ; 1887 ;  ; Ag ; F-VF ; 32 ; Mike! ; 486 
 3349 ; 1 песо. Мексика ; 1965 ;  ; Ag ; XF ; 27 ; Mike! ; 300 
 3350 ; 2 кроны. Лихтенштейн ; 1912 ;  ; Ag ; XF ; 33 ; razum0610 ; 3538 
 3351 ; 500 лир. Италия ; 1960 ;  ; Ag ; XF ; 31 ; mesv ; 400 
 3352 ; 50 центов. Канада ; 1964 ;  ; Ag ; XF ; 21 ; Mike! ; 444 
 3353 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 11 ; Mike! ; 453 
 3354 ; 10 лит. Литва ; 1936 ;  ; Ag ; XF ; 47 ; razum0610 ; 1389 
 3355 ; 6 пенсов. Австралия ; 1962 ;  ; Ag ; XF ; 13 ; irino4ka ; 142 
 3356 ; 25 центов. Ниделанды ; 1944 ;  ; Ag ; VF-XF ; 17 ; razum0610 ; 99 
 3357 ; 1 ранд. ЮАР ; 1967 ;  ; Ag ; XF ; 23 ; братья Гавс ; 611 
 3358 ; 20 сентаво. Филиппины ; 1944 ;  ; Ag ; XF ; 23 ; razum0610 ; 299 
 3359 ; 5 центов. Канада ; 1918 ;  ; Ag ; VF ; 33 ; Mike! ; 204 
 3360 ; 2 динара. Сербия ; 1912 ;  ; Ag ; VF ; 23 ; Mike! ; 600 
 3361 ; 10 центов. Нидерланды ; 1925 ;  ; Ag ; VF+ ; 20 ; DVZ ; 136 
 3362 ; 25 песо. Мексика. Олимпиада ; 1968 ;  ; Ag ; XF ; 41 ; razum0610 ; 899 
 3363 ; 2 динара. Сербия ; 1879 ;  ; Ag ; VF ; 24 ; tss ; 732 
 3364 ; 1 песо. Мексика ; 1870 ;  ; Ag ; VF ; 40 ; PPS ; 2300 
 3365 ; 2 лева. Болгария ; 1882 ;  ; Ag ; VF ; 29 ; Mike! ; 466 
 3366 ; 5 песо. Мексика ; 1957 ;  ; Ag ; XF ; 30 ; westof ; 1019 
 3367 ; 100 крон. Чехословакия. 600 лет Карловскому институту ; 1948 ;  ; Ag ; XF+ ; 29 ; Диман13 ; 509 
 3368 ; 1/4 рупии. Индия ; 1941 ;  ; Ag ; XF+ ; 16 ; dim66 ; 340 
 3369 ; 6 пенсов. Новая Зеландия ; 1933 ;  ; Ag ; VF ; 26 ; папашаГарпагон ; 270 
 3370 ; 10 центов. Канада ; 1917 ;  ; Ag ; VF ; 28 ; Mike! ; 225 
 3371 ; 25000 лей. Румыния ; 1946 ;  ; Ag ; XF+ ; 23 ; ASTRAL ; 723 
 3372 ; 5 евро. Австрия. ЕС ; 2004 ;  ; Ag ; AU ; 34 ; kaa65 ; 618 
 3373 ; 50 марок. Финляндия. Кекконен ; 1981 ;  ; Ag ; AU ; 12 ; Mike! ; 425 
 3374 ; 1 гульден. Нидерланды ; 1931 ;  ; Ag ; VF+ ; 3 ; Mike! ; 328 
 3375 ; 20 пфеннигов. Германия ; 1873 ;  ; Ag ; F-VF ; 2 ; Mike! ; 123 
 3376 ; 2 кроны. Швеция ; 1956 ;  ; Ag ; XF- ; 6 ; хуч ; 350 
 3377 ; 1/2 кроны. Великобритания ; 1946 ;  ; Ag ; XF ; 35 ; ZYZ ; 408 
 3378 ; 10 евро. Германия. ФИФА ; 2004 ;  ; Ag ; AU ; 19 ; Mike! ; 803 
 3379 ; 20 франков. Швейцария. 700 лет Конфедерации ; 1991 ;  ; Ag ; Proof ; 29 ; Mike! ; 1111 
 3380 ; 1 франк. Швейцария ; 1944 ;  ; Ag ; VF-XF ; 5 ; Mike! ; 117 
 3381 ; 2 кроны. Швеция ; 1971 ;  ; Cu-Ni ; XF ; 9 ; хуч ; 131 
 3382 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF ; 24 ; Mike! ; 203 
 3383 ; 50 сантимо. Испания ; 1885 ;  ; Ag ; F+ ; 11 ; Mike! ; 138 
 3384 ; 50 сантимо. Испания ; 1880 ;  ; Ag ; VF ; 7 ; Mike! ; 226 
 3385 ; 5 евро. Австрия. Бетховен ; 2005 ;  ; Ag ; AU ; 28 ; Mike! ; 519 
 3386 ; 1 гульден. Нидерланды. Оверэйссел ; 1735 ;  ; Ag ; F-VF ; 31 ; razum0610 ; 2594 
 3387 ; 1 гульден. Нидерланды. Западная Фрисландия ; 1734 ;  ; Ag ; F-VF ; 42 ; razum0610 ; 2558 
 3388 ; 1 гульден. Нидерланды. Гельдерландия ; 1720 ;  ; Ag ; F-VF ; 25 ; razum0610 ; 2499 
 3389 ; 1 гульден. Нидерланды. Гельдерландия ; 1763 ;  ; Ag ; F-VF ; 43 ; razum0610 ; 2986 
 3390 ; 1 гульден. Нидерланды. Оверэйссел ; 1723 ;  ; Ag ; F-VF ; 48 ; razum0610 ; 2856 
 3291 ; Дайм. США ; 1954 ;  ; Ag ; VF+ ; 22 ; Randy027 ; 57 
 3292 ; Дайм. США ; 1956D ;  ; Ag ; VF-XF ; 24 ; Randy027 ; 57 
 3293 ; Дайм. США ; 1956D ;  ; Ag ; VF-XF ; 22 ; Randy027 ; 57 
 3294 ; Дайм. США ; 1957D ;  ; Ag ; VF+ ; 28 ; Randy027 ; 57 
 3295 ; Дайм. США ; 1946 ;  ; Ag ; VF ; 20 ; Randy027 ; 59 
 3296 ; Дайм. США ; 1957 ;  ; Ag ; VF+ ; 20 ; Randy027 ; 59 
 3297 ; Дайм. США ; 1958D ;  ; Ag ; VF-XF ; 20 ; Randy027 ; 57 
 3298 ; Дайм. США ; 1958D ;  ; Ag ; VF-XF ; 23 ; Randy027 ; 59 
 3299 ; Дайм. США ; 1959D ;  ; Ag ; VF-XF ; 21 ; Randy027 ; 59 
 3300 ; Дайм. США ; 1959D ;  ; Ag ; XF ; 27 ; Randy027 ; 57 
 3301 ; Дайм. США ; 1960D ;  ; Ag ; XF ; 21 ; Randy027 ; 59 
 3302 ; Дайм. США ; 1960D ;  ; Ag ; XF ; 23 ; Randy027 ; 57 
 3303 ; Дайм. США ; 1961D ;  ; Ag ; XF ; 20 ; Randy027 ; 57 
 3304 ; Дайм. США ; 1961D ;  ; Ag ; XF ; 23 ; Randy027 ; 57 
 3305 ; Дайм. США ; 1962D ;  ; Ag ; XF ; 23 ; Randy027 ; 59 
 3306 ; Дайм. США ; 1962D ;  ; Ag ; XF ; 22 ; Randy027 ; 57 
 3307 ; Дайм. США ; 1963D ;  ; Ag ; XF ; 30 ; dim66 ; 59 
 3308 ; Дайм. США ; 1963D ;  ; Ag ; XF ; 22 ; Randy027 ; 57 
 3309 ; Дайм. США ; 1964 ;  ; Ag ; AU ; 22 ; Randy027 ; 59 
