 5958 ; Бона иностранная Болгария 25 лева ;  ;  ;  ; AU ; 7 ; psion22 ; 77 
 2936 ; 1000 динаров. Югославия. Иосиф Броз Тито ; 1980 ;  ; Ag ; Proof ; 34 ; lui78 ; 1192 
 2937 ; 20 динаров. Югославия ; 1938 ;  ; Ag ; AU ; 34 ; coolpeppers ; 508 
 2938 ; 20 динаров. Югославия ; 1938 ;  ; Ag ; XF ; 27 ; В1951 ; 340 
 2939 ; 10 динаров. Югославия ; 1931 ;  ; Ag ; VF-XF ; 32 ; Rober ; 306 
 2940 ; 50 динаров. Югославия ; 1938 ;  ; Ag ; VF+ ; 54 ; В1951 ; 603 
 2941 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF-XF ; 41 ; Для души ; 410 
 2942 ; 10 рублей. Беларусь. Аладава. Сертификат ; 2007 ;  ; Ag ; Proof ; 15 ; елец ; 1125 
 2943 ; 20 рублей. Беларусь. Брест. Сертификат ; 2005 ;  ; Ag ; Proof ; 23 ; AB ; 3063 
 2944 ; 20 рублей. Беларусь. Зубр. Сертификат ; 2012 ;  ; Ag ; Proof ; 49 ; AB ; 2645 
 2945 ; 20 рублей. Беларусь. Зубры. Сертификат ; 2012 ;  ; Ag ; Proof ; 46 ; AB ; 2600 
 2946 ; 20 рублей. Беларусь. Вячеслав Полоцкий. Сертификат ; 2005 ;  ; Ag ; Proof ; 30 ; ShAV_Real ; 2210 
 2947 ; 10 рублей. Беларусь. Дунин-Марцинкевич. Сертификат ; 2008 ;  ; Ag ; Proof ; 15 ; AB ; 1135 
 2948 ; 20 рублей. Беларусь. Танго. Сертификат ; 2012 ;  ; Ag ; AU ; 33 ; aurin1 ; 2693 
 2949 ; 300000 злотых. Польша. 70 лет Банку ; 1994 ;  ; Ag ; Proof ; 35 ; kwacha_dm ; 2502 
 2950 ; 1 доллар. США ; 1921 ;  ; Ag ; XF- ; 14 ; sveta6369 ; 1564 
 2951 ; 1 доллар. США ; 1924 ;  ; Ag ; XF+ ; 30 ; Leon17 ; 1835 
 2952 ; 2 гроша. Саксония. На смерть Иоганна IV ; 1694 ;  ; Ag ; F-VF ; 30 ; kont ; 838 
 2953 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF+ ; 26 ; Папа с рацией ; 1124 
 2954 ; 5 песет. Испания ; 1883 ;  ; Ag ; VF+ ; 18 ; vitapool ; 944 
 2955 ; 5 песет. Испания ; 1884 ;  ; Ag ; VF ; 17 ; manson ; 930 
 2956 ; 5 песет. Испания ; 1890 ;  ; Ag ; VF+ ; 9 ; жора ; 1134 
 2957 ; 5 лат. Латвия ; 1929 ;  ; Ag ; VF-XF ; 28 ; vitapool ; 983 
 2958 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF ; 49 ; Ю42 ; 1530 
 2959 ; 5 лат. Латвия ; 1932 ;  ; Ag ; XF- ; 33 ; почему ; 1530 
 2960 ; 2 лата. Латвия ; 1925 ;  ; Ag ; XF- ; 32 ; ДмитрийЩ ; 386 
 2961 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 28 ; razum0610 ; 328 
 2962 ; 2 лата. Латвия ; 1926 ;  ; Ag ; VF-XF ; 38 ; AstoR ; 336 
 2963 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 30 ; massivejob ; 193 
 2964 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 27 ; митяй ; 163 
 2965 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 16 ; Rober ; 163 
 2966 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 20 ; razum0610 ; 169 
 2967 ; 10 крон. Швеция. 90 лет со дня рождения Густава VI Адольфа ; 1972 ;  ; Ag ; XF ; 15 ; дилитант ; 405 
 2868 ; 3 марки. Саксония ; 1909E ;  ; Ag ; V-FXF ; 33 ; sever55 ; 1237 
 2869 ; 3 марки. Германия ; 1914D ;  ; Ag ; XF ; 42 ; Harder ; 2002 
 2870 ; 3 марки. Пруссия. Воссоединение Вальдека с Пруссией ; 1929 ;  ; Ag ; AU ; 81 ; ЛБС ; 8288 
 2871 ; 2 марки. Пруссия ; 1876 ;  ; Ag ; VF- ; 19 ; Mike! ; 623 
 2872 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF ; 19 ; massivejob ; 350 
 2873 ; 2 марки. Веймар ; 1925 ;  ; Ag ; VF ; 49 ; krass ; 1259 
 2874 ; 1 марка Германия ; 1875A ;  ; Ag ; VF+ ; 19 ; lui78 ; 310 
 2875 ; 1 марка Германия ; 1876H ;  ; Ag ; VF+ ; 24 ; massivejob ; 359 
 2876 ; 1 марка Германия ; 1886D ;  ; Ag ; VF+ ; 27 ; DaMon15 ; 368 
 2877 ; 1 марка Германия ; 1903G ;  ; Ag ; XF ; 34 ; Jauho ; 420 
 2878 ; 1 марка Германия ; 1914J ;  ; Ag ; AU ; 23 ; Schwer ; 365 
 2879 ; 1 марка. Германия ; 1914A ;  ; Ag ; AU ; 19 ; Uri ; 308 
 2880 ; 1/2 марка Германия ; 1915G ;  ; Ag ; AU ; 23 ; SKeeper ; 204 
 2881 ; 1/2 марки. Германия ; 1915J ;  ; Ag ; AU ; 35 ; 06031983 ; 320 
 2882 ; 1/2 марка Германия ; 1919J ;  ; Ag ; XF ; 28 ; Harder ; 363 
 2883 ; 250 динар. Югославия. XIV Зимнии Олимпийские игры в Сараево ; 1983 ;  ; Ag ; Proof ; 42 ; Vol4en0k ; 1234 
 2884 ; 5000 форинтов. Венгрия. Виноградники Токай ; 2008 ;  ; Ag ; Proof ; 29 ; елец ; 1610 
 2885 ; 5 евро. Австрия. 100 лет со дня рождения Герберта фон Караяна ; 2008 ;  ; Ag ; AU ; 42 ; кс ; 510 
 2886 ; 10 евро. Финляндия. 100 лет со дня рождения Ээро Сааринена и финская архитектура ; 2010 ;  ; Ag ; Proof ; 29 ; bliznetz ; 1849 
 2887 ; 10 евро. Италия. Европейские исследователи: Америго Веспуччи ; 2011 ;  ; Ag ; Proof ; 70 ; Димон777 ; 3490 
 2888 ; 10 евро. Бельгия. Бельгийское глубоководное исследование ; 2011 ;  ; Ag ; Proof ; 35 ; елец ; 1610 
 2889 ; 10 евро. Ирландия. Святой Брендан "Мореплаватель" ; 2011 ;  ; Ag ; Proof ; 55 ; vv2805 ; 3705 
 2890 ; 10 евро. Сан Марино. Художник и скульптор Алиджи Сассу ; 2012 ;  ; Ag ; Proof ; 24 ; zoom30 ; 1752 
 2891 ; 10 евро. Финляндия. Фредрик Пациус ; 2009 ;  ; Ag ; Proof ; 32 ; bliznetz ; 1873 
 2892 ; 5 долларов. Канада. Олимпийские игры ; 1976 ;  ; Ag ; Proof ; 67 ; bob375 ; 912 
 2893 ; 50 шиллингов. Австрия.IX Зимние Олимпийские игры в Инсбруке ; 1964 ;  ; Ag ; AU ; 22 ; ВЯЗЪ ; 622 
 2894 ; 50 крон. Норвегия. Олимпийские игры в Лиллехаммере ; 1992 ;  ; Ag ; Proof ; 48 ; нумис ; 1471 
 2895 ; 10 марок. ФРГ. Олимпийские игры ; 1972J ;  ; Ag ; Proof ; 32 ; старом ; 617 
 2896 ; 1 доллар. США. Олимпиада 1984 года в Лос-Анжелесе ; 1984 ;  ; Ag ; Proof ; 21 ; Blixa37 ; 1318 
 2897 ; 8 шиллингов. Любек ; 1730 ;  ; Ag ; F ; 73 ; AstoR ; 822 
 2898 ; 20 крейцеров. Австрия ; 1807 ;  ; Ag ; XF ; 28 ; снегулочка ; 1277 
 2899 ; 1 шиллинг. Мекленбург-Шверин ;  ;  ; Ag ; F-VF ; 34 ; Папа с рацией ; 542 
 2900 ; 5/10 сольдо. Ломбардия-Венеция ; 1861 ;  ; Cu ; F+ ; 23 ; Папа с рацией ; 283 
 2901 ; 3 пфенниг. Мекленбург ; 1692 ;  ; Cu ; F-VF ; 22 ; mkm1968 ; 601 
 2902 ; 1 крейцер. Австрия ; 1762 ;  ; Cu ; F+ ; 13 ; dva12 ; 159 
 2903 ; Монета. Венгрия ; 1768? ;  ; Cu ; F ; 28 ; mkm1968 ; 419 
 2904 ; Полтура. Венгрия ; 1763 ;  ; Cu ; F+ ; 19 ; santan93 ; 370 
 2905 ; 1 сольдо. Ломбардия-Венеция ; 1862 ;  ; Cu ; XF- ; 29 ; kornum ; 453 
 2906 ; 1/2 миллиона марок. Гамбург. Нотгельд ; 1923 ;  ; Al ; AU ; 52 ; nfandeev ; 466 
 2907 ; 5/100 марок. Гамбург. Нотгельд ; 1923 ;  ; Al ; XF ; 31 ; SKeeper ; 253 
 2908 ; 10 франков. Саарланд ; 1954 ;  ; Al/Br ; XF+ ; 33 ; AKrav ; 204 
 2909 ; 50 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 29 ; Jauho ; 385 
 2910 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 24 ; brigadir ; 255 
 2911 ; 5 франков. Франция ; 1873 ;  ; Ag ; VF+ ; 53 ; Grey 13 ; 925 
 2912 ; 5 франков. Франция ; 1874 ;  ; Ag ; VF+ ; 51 ; кар ; 1119 
 2913 ; 5 франков. Франция ; 1875 ;  ; Ag ; VF-XF ; 37 ; vitapool ; 923 
 2914 ; 5 франков. Франция ; 1876 ;  ; Ag ; XF ; 17 ; bob375 ; 1275 
 2915 ; 5 евро Нидерланды, в буклете ; 2007 ;  ; Ag ; Unc ; 66 ; Scorpionchic-sun ; 604 
 2916 ; 5 евро. Финляндия. X Мировые легкоатлетические игры ; 2005 ;  ; Би/м ; AU ; 15 ; perevozchik ; 466 
 2917 ; 10 евро. Нидерланды. Свадьба наследного принца Виллема-Александра ;  ;  ; Ag ; AU ; 27 ; aziya11 ; 813 
 2054 ; Лот монет СССР (юбилейные): 1 руб,50,20,15,10 коп (10шт) ; 1967 ;  ; Cu-Ni ; VF/F-VF ; 61 ; себер ; 212 
 2055 ; Лот монет СССР (юбилейные): 1 руб (10шт) ;  ;  ; Cu-Ni ; VF ; 24 ; неоныч ; 131 
 2056 ; Лот монет СССР: 42шт ;  ;  ; Ni,Br ; F-VF ; 36 ; кент ; 933 
 2057 ; Лот монет Банка России (70 лет победы): 10 руб (3шт) ; 2015 ;  ; Би/м ; AU ; 79 ; Grinch ; 135 
 2058 ; Лот монет СССР: 50,5 коп (3шт) ; 1928-1965 ;  ; Cu-Ni,Br ; F/VF ; 112 ; XF ; 510 
 2059 ; Лот монет СССР (юбилейные): 1 руб (10шт) ; 1965 ;  ; Cu-Ni ; VF/F-VF ; 26 ; неоныч ; 155 
 2060 ; Лот монет Германии и Австрии: 2шт ;  ;  ; Cu-Ni ; VF- ; 10 ; никсер ; 114 
 2061 ; Лот монет СССР: 20 коп (8шт) ; 1946-1957 ;  ; Ni ; F/XF ; 22 ; fuzzyfly ; 232 
 2062 ; Лот монет Банка России (ГВС): 10 руб (8шт) ; 2012-2014 ;  ; Лат/St ; XF ; 39 ; Horta ; 124 
 2063 ; Лот монет СССР (7шт) ;  ;  ;  ; VF/XF ; 33 ; Vanomah ; 278 
 2064 ; Лот монет СССР: 1 руб, 50 коп (7шт) ; 1961-1986 ;  ; Cu-Ni ; VF ; 22 ; сега ; 2273 
 2065 ; Лот монет СССР: 1 коп (20шт) ;  ;  ; cu-Zn ; VF ; 16 ; кент ; 101 
 2066 ; Лот монет СССР:15 коп (8шт) ; 1961-1990 ;  ; Cu-Ni ; VF ; 1 ; borisovich ; 2 
 2067 ; Лот монет Банка (Графическое изображение рубля): 1 руб (2шт) ; 2014 ;  ; Ni/St ; AU ; 11 ; Монетный ; 13 
 2068 ; Лот монет СССР: 20,15,5,3 копейки (4шт) ; 1946-1954 ;  ; Br,Ni ; F ; 17 ; fuzzyfly ; 55 
 2069 ; Лот монет Банка России: 1, 5 копеек (2шт) ; 2014 М ;  ; St/Ni ; AU ; 14 ; ooooo1961 ; 90 
 2070 ; Лот монет Банка России (юбилейные): 10 руб (4шт) ; 2014 ;  ; Би/м ; AU ; 43 ; smn51 ; 169 
 2071 ; Лот монет Банка России: 10 рублей (20шт) Нерехта ; 2014 ;  ; Би/м ; AU ; 38 ; vlk_ ; 429 
 2072 ; Лот монет Банка России (ДГР): 10 руб (7шт) ; 2002-2004 ;  ; Би/м ; XF/VF-XF ; 43 ; AVK1974 ; 925 
 2073 ; Лот монет СССР и Банка России: 50 коп, 10,100 руб + жетон (4шт) ;  ;  ; Би/м,Cu-Ni ; VF/AU ; 25 ; AlexMartSpb ; 157 
 2074 ; Лот монет СССР: 10 коп (20шт) ; 1948-1957 ;  ; Ni ; VF/F-VF ; 39 ; кент ; 380 
 2075 ; Лот монет СССР: 15 коп (5шт) ; 1922-1930 ;  ; Ag ; F-VF/F ; 31 ; fylht ; 612 
 2076 ; Лот монет СССР: полтинник (2шт) ; 1924 ;  ; Ag ; F-VF ; 39 ; Rober ; 772 
 2077 ; Лот монет Банка России (ДГР): 10 руб (6шт) ; 204-2005 ;  ; Би/м ; XF/VF-XF ; 84 ; lbah1 ; 729 
 2078 ; Лот монет СССР: 20,15,10,6,3,2,1 коп (20шт) ; 1931-1957 ;  ; Ni,Br ; VG/F ; 33 ; miha5855 ; 261 
 2079 ; Лот монет Банка России (Министерства): 10 руб (6шт) ; 2002 ;  ; Би/м ; XF/AU ; 59 ; AVK1974 ; 1405 
 2080 ; Лот монет Банка России (юбилейные): 10 руб (9шт) ; 2000-2005 ;  ; Би/м ; XF/VF-XF ; 42 ; AlexMartSpb ; 417 
 2081 ; Лот монет СССР: 5,3,2,1 коп (15шт) ; 1924 ;  ; Cu ; VG/F- ; 102 ; xxxl ; 491 
 2082 ; Лот монет Банка России: 10 рублей (20шт) Нерехта ; 2014 ;  ; Би/м ; AU ; 33 ; неоныч ; 438 
 2083 ; Лот монет Банка России: 10 рублей (19шт) Республика Ингушетия ; 2014 ;  ; Би/м ; AU ; 22 ; 2334 ; 267 
 2848 ; 100 евро. Германия. Чемпионат мира по футболу - 2006. М-15,5г ; 2005 ;  ; Au999 ; AU ; 49 ; mountblade ; 40858 
 2849 ; 20 крон. Дания. М-8,99гр ; 1911 ;  ; Au900 ; AU ; 24 ; ds2000 ; 19486 
 2850 ; 25 фунтов. Альдерней. 50 лет свадьбы. М-8,4гр ; 1997 ;  ; Au916 ; Proof ; 29 ; cfif24 ; 16794 
 2851 ; 20 марок. Вюртемберг. М - 7,95г ; 1905F ;  ; Au ; AU ; 22 ; 4758 ; 20000 
 2852 ; 5000 рейс. Португалия. М-8,8г ; 1867 ;  ; Au ; XF- ; 25 ; razum0610 ; 20999 
 2853 ; 100 курушей. Турция. Кемал Ататурк. М-7,22гр ; 1923/38 ;  ; Au ; AU ; 39 ; vv2805 ; 18870 
 2854 ; 8 флоринов - 20 франков. Австрия. М - 6,445г ; 1892 ;  ; Au ; AU ; 57 ; lui78 ; 14168 
 2855 ; 20 франков. Франция. М-6,44г ; 1908 ;  ; Au ; AU ; 40 ; alexvy ; 16830 
 2856 ; Талер. Германия. Регентсбург ; 1756 ;  ; Ag ; XF- ; 97 ; ДмитрийЩ ; 22975 
 2857 ; Талер. Венгрия. Чекан Будапешта. Иосиф II ; 1783 ;  ; Ag ; VF+ ; 33 ; Moryak ; 7933 
 2858 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 2859 ; 2/3 талера. Вестфалия. Наполеон. ; 1812С ;  ; Ag ; XF- ; 54 ; antrazid ; 10931 
 2860 ; 1/3 талера. Пруссия ; 17?? ;  ; Ag ; F- ; 8 ; jj ; 343 
 2861 ; 1/6 талера. Пруссия ; 1812 ;  ; Ag ; F+ ; 11 ; Mike! ; 329 
 2862 ; 1/6 талера. Пруссия ; 1765 ;  ; Ag ; F ; 21 ; Mike! ; 444 
 2863 ; 1/48 талера. Мекленбург-Шверин ; 1848 ;  ; Ag ; VF+ ; 60 ; krass ; 1009 
 2864 ; 5 марок. Германия. Саксония ; 1875Е ;  ; Ag ; VF+ ; 37 ; krass ; 2709 
 2865 ; 5 марок. Пруссия. 200 лет Пруссии ; 1901 ;  ; Ag ; XF ; 21 ; почему ; 5000 
 2866 ; 5 марок (медальные). Германия. Гинденбург ; 1927D ;  ; Ag ; XF/AU ; 41 ; Aleksandr32 ; 2780 
 2867 ; 5 марок. Германия. Подписная Кирха ; 1934A ;  ; Ag ; VF ; 27 ; иржик86 ; 701 
 2004 ; 100 рублей. Упаковка ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 32 ; daymand ; 603 
 2005 ; 1 рубль ММД ; 2014 ;  ; Ni/St ; AU ; 23 ; sbsb777 ; 555 
 2006 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 28 ; AVK1974 ; 894 
 2007 ; 25 рублей. Сочи-2014. Буклет ; 2013 ;  ; Cu-Ni ; Unc ; 34 ; AVK1974 ; 900 
 2008 ; 25 рублей. Олимпиада в Сочи. Горы. В буклете ; 2011 ;  ; Cu-Ni ; Unc ; 65 ; AVK1974 ; 906 
 2009 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ; Cu-Ni,Лат ; AU ; 75 ; ooooo1961 ; 7779 
 2010 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ; Cu-Ni,Лат ; AU ; 47 ; nafuk ; 7935 
 2011 ; Набор монет Шпицбергена: 100,50,25,10 рублей (4шт). Буклет ; 1993ММД ;  ; Cu-Ni,Лат ; VF-XF ; 15 ; rubakov2007 ; 2550 
 2012 ; Набор монет СССР (Олимпиада 80): 1 руб (6шт) ; 1977-1980 ;  ; Cu-Ni ; Unc/AU ; 71 ; AVK1974 ; 2085 
 2013 ; Альбом монет Банка России: 5,1 коп (52шт) ; 1997-2014 ;  ; Cu-Ni,Ni/St ; AU/VF-XF ; 85 ; lbah1 ; 614 
 2014 ; Набор монет Банка России (300 лет РФ): 100,50,20,10,5,1 руб (6шт) + жетон. Буклет ; 1996 ;  ; Cu-Zn,cu-Ni ; AU ; 78 ; max5252 ; 28560 
 2015 ; Альбом монет Банка России (200 лет Отечественной войне 1812г): 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St,лат/St ; AU ; 20 ; keeper_111 ; 918 
 2016 ; Набор монет Банка России (города-герои): 10,2 руб (8шт). Пластиковая упаковка ; 2000 ;  ; Би/м,Cu-Ni ; AU ; 43 ; AVK1974 ; 5916 
 2017 ; Набор монет Красная Книга (5шт): 50 рублей. В коробке ; 1993 ;  ; би/м ; AU ; 30 ; vadim.l ; 5622 
 2018 ; Набор монет Банка России (200 лет Отечественной войне 1812г): 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St,Лат/St ; AU ; 32 ; diskus72 ; 542 
 2019 ; Набор монет СССР (50 лет Великой Октябрьской Социалистической Революции): 1 руб, 50,20,15,10 коп (5шт) + жетон. Упаковка нарушена ; 1967 ;  ; Cu-Zn,Cu-Ni ; XF/AU ; 44 ; vadim.l ; 1326 
 2020 ; Набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1977ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 49 ; вDFG ; 2237 
 2021 ; Набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1986ЛМД ;  ; Cu-Zn,cu-Ni ; AU ; 42 ; torbey ; 3776 
 2022 ; Набор монет СССР: 1 руб, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка нарушена ; 1989ЛМД ;  ; Cu-Zn,cu-Ni ; AU ; 32 ; vadim.l ; 800 
 2023 ; Набор монет Банка России: 100,50,20,10,5,1 руб (6шт) + жетон. Упаковка ; 1992 ;  ; Би/м,Лат,Cu-Ni ; AU ; 22 ; rubakov2007 ; 2200 
 2024 ; Набор монет Банка России (7шт): 5,2,1руб, 50,10,5,1коп ; 2008СПМД ;  ;  ; AU ; 46 ; spartak9583 ; 1302 
 2025 ; Набор монет Банка России (7шт): 5,2,1руб, 50,10,5,1коп ; 2008ММД ;  ;  ; AU ; 21 ; spartak9583 ; 1301 
 2026 ; Набор монет Банка России: 5,2,1 руб, 50,10,5,1 коп (7шт) ; 2008ММД ;  ; Cu-Ni,Лат/St ; AU ; 22 ; spartak9583 ; 1301 
 2027 ; Набор монет Банка России: 5,2,1 руб, 50,10,5,1 коп (7шт) ; 2008СПМД ;  ; Cu-Ni,Лат/St ; AU ; 21 ; spartak9583 ; 1301 
 2028 ; Лот монет СССР: 15,10,5,3,2 коп (5шт) + 2 жетона ; 1976 ;  ; Cu-Zn,cu-Ni ; AU ; 37 ; borzota ; 422 
 2029 ; Лист монет СССР. 1 рубль (8шт). А.П.Чехов. Упаковка ; 1990 ;  ; Cu-Ni ; Unc ; 24 ; AVK1974 ; 1927 
 2030 ; Лот монет СССР: 100шт ;  ;  ; cu-Ni,Cu-Zn ; VF/VF-XF ; 14 ; iizikul ; 149 
 2031 ; Лот монет Банка России: 10 рублей (20шт) республика Ингушетия ; 2014 ;  ; Би/м ; AU ; 29 ; 2334 ; 303 
 2032 ; Лот монет Банка России (Грозный): 10 руб (2шт) ; 2015 ;  ; Лат/St ; AU ; 48 ; Vol4en0k ; 152 
 2033 ; Лот монет Банка России (70 лет победы): 10 руб (3шт) ; 2015 ;  ; Би/м ; AU ; 19 ; lbah1 ; 113 
 2034 ; Лот монет Банка России: 10 рублей (20шт) Нерехта ; 2014 ;  ; Би/м ; AU ; 29 ; vlk_ ; 403 
 2035 ; Лот монет Банка России: 1, 5 копеек (2шт) ; 2014 М ;  ; St/Ni ; AU ; 24 ; grim1981 ; 101 
 2036 ; Лот монет Банка России: 1, 5 копеек (2шт) ; 2014 М ;  ; St/Ni ; AU ; 34 ; акопа ; 106 
 2037 ; Лот монет СССР: 50,15 коп (2шт) ; 1961,1991 ;  ; Cu-Ni ; XF ; 16 ; НЗ ; 110 
