 3652 ; 100 рублей ; 1991 ; билет ;  ;  ; 54 ; andreykag ; 169 
 2070 ; 1 рубль. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 85 ; kvm ; 402 
 2071 ; 3 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 51 ; sergey8 ; 204 
 2072 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 12 ; wadim.lbt ; 19 
 2073 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 45 ; asdtyu ; 59 
 2074 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF ; 26 ; sergey8 ; 99 
 2075 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 68 ; sergey8 ; 176 
 2076 ; 20 копеек ; 1955 ;  ; Ni ; VF+ ; 10 ; asdtyu ; 10 
 2077 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF-XF ; 8 ; asdtyu ; 10 
 2078 ; 3 копейки ; 1971 ;  ; Cu-Zn ; XF ; 11 ; whitechapel ; 11 
 2079 ; 3 копейки ; 1973 ;  ; Cu-Zn ; XF+ ; 24 ; inferno1985 ; 57 
 2080 ; 3 копейки ; 1986 ;  ; Cu-Zn ; AU ; 14 ; tehnadzor ; 22 
 2081 ; 1 копейка ; 1961 ;  ; Cu-Zn ; XF ; 29 ; кошак ; 51 
 2082 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 46 ; fadge ; 95 
 2083 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 39 ; KA-19 ; 48 
 2084 ; 1 копейка ; 1965 ;  ; Cu-Zn ; XF+ ; 14 ; кошак ; 16 
 2085 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 21 ; KA-19 ; 25 
 2086 ; 1 копейка ; 1969 ;  ; Cu-Zn ; AU ; 16 ; acidorov ; 16 
 2087 ; 1 копейка ; 1970 ;  ; Cu-Zn ; AU ; 27 ; solder13 ; 31 
 2088 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 51 ; andreykag ; 102 
 2089 ; 1 копейка ; 1972 ;  ; Cu-Zn ; AU ; 23 ; solder13 ; 51 
 2090 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 26 ; Danila-56 ; 38 
 2091 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 19 ; andreykag ; 22 
 2092 ; 1 копейка ; 1975 ;  ; Cu-Zn ; AU ; 15 ; TECHNO ; 25 
 2093 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 5 ; Danila-56 ; 16 
 2094 ; 1 копейка ; 1977 ;  ; Cu-Zn ; AU ; 12 ; TECHNO ; 21 
 2095 ; 1 копейка ; 1979 ;  ; Cu-Zn ; AU ; 3 ; Danila-56 ; 12 
 2096 ; 20 копеек ; 1939 ;  ; Ni ; VF-XF ; 38 ; alex2209 ; 204 
 2097 ; 10 копеек ; 1934 ;  ; Ni ; VF-XF ; 88 ; sergey8 ; 2042 
 2098 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 21 ; qaz21qaz ; 276 
 2099 ; 50 копеек "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; XF- ; 30 ; Gold_42 ; 100 
 2100 ; 2 копейки ; 1991 ; ММД ; Cu-Zn ; AU ; 24 ; TECHNO ; 90 
 2101 ; 20 копеек ; 1933 ;  ; Ni ; XF ; 24 ; QSCl ; 114 
 2102 ; 15 копеек ; 1949 ;  ; Ni ; VF-XF ; 23 ; Levin1978 ; 521 
 2103 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 33 ; kvm ; 311 
 2104 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 6 ; Опятор ; 204 
 2105 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 27 ; alex995 ; 252 
 2106 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 32 ; Egorka ; 407 
 2107 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 13 ; kvm64 ; 263 
 2108 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF- ; 37 ; asdtyu ; 77 
 2109 ; 50 копеек ; 1988 ;  ; Cu-Ni ; AU ; 29 ; acidorov ; 63 
 2110 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 16 ; 439 ; 17 
 2111 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 11 ; TECHNO ; 108 
 2112 ; 15 копеек ; 1949 ;  ; Ni ; VF ; 27 ; TECHNO ; 273 
 2113 ; 3 копейки ; 1933 ;  ; Br ; XF ; 102 ; zenit-spb ; 3264 
 2114 ; 1 копейка ; 1940 ;  ; Br ; AU ; 77 ; Krys ; 104 
 2015 ; 5 копеек ; 1954 ;  ; Br ; XF ; 17 ; asdtyu ; 72 
 2016 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 41 ; kvm64 ; 51 
 2017 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 19 ; logotype ; 79 
 2018 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 83 ; sergey8 ; 532 
 2019 ; 2 копейки ; 1941 ;  ; Br ; VF-XF ; 19 ; sergey8 ; 200 
 2020 ; 2 копейки ; 1950 ;  ; Br ; F-VF ; 13 ; акча ; 22 
 2021 ; 1 копейка ; 1940 ;  ; Br ; XF ; 47 ; dimass70 ; 102 
 2022 ; 1 копейка ; 1953 ;  ; Br ; AU ; 57 ; qaz21qaz ; 74 
 2023 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 22 ; ant70 ; 105 
 2024 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 39 ; asdtyu ; 72 
 2025 ; 50 копеек ; 1964 ;  ; Cu-Ni ; XF ; 16 ; sergey8 ; 50 
 2026 ; 50 копеек ; 1966 ;  ; Cu-Ni ; XF ; 20 ; sergey8 ; 53 
 2027 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 16 ; dagoff ; 117 
 2028 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 20 ; sergey8 ; 67 
 2029 ; 50 копеек ; 1979 ;  ; Cu-Ni ; AU ; 21 ; asdtyu ; 51 
 2030 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 17 ; sergey8 ; 65 
 2031 ; 50 копеек ; 1981 ;  ; Cu-Ni ; XF ; 21 ; asdtyu ; 36 
 2032 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 17 ; asdtyu ; 36 
 2033 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 6 ; страус ; 7 
 2034 ; 15 копеек ; 1946 ;  ; Ni ; VF ; 22 ; alex2209 ; 46 
 2035 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF-XF ; 9 ; daff007 ; 20 
 2036 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 16 ; yadu ; 17 
 2037 ; 10 копеек ; 1955 ;  ; Ni ; VF-XF ; 4 ; KEJ ; 5 
 2038 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF-XF ; 1 ; was9 ; 2 
 2039 ; 5 копеек ; 1946 ;  ; Br ; F-VF ; 17 ; AIK60 ; 32 
 2040 ; 3 копейки ; 1928 ;  ; Br ; VF- ; 36 ; MDV ; 73 
 2041 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 48 ; kvm ; 189 
 2042 ; 3 копейки ; 1932 ;  ; Br ; VF- ; 38 ; Danila-56 ; 71 
 2043 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 28 ; imi ; 51 
 2044 ; 3 копейки ; 1971 ;  ; Cu-Zn ; AU ; 20 ; logotype ; 70 
 2045 ; 3 копейки ; 1973 ;  ; Cu-Zn ; AU ; 14 ; kvm64 ; 22 
 2046 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 8 ; sasha14 ; 18 
 2047 ; 2 копейки ; 1938 ;  ; Br ; F-VF ; 6 ; sasha14 ; 14 
 2048 ; 2 копейки ; 1941 ;  ; Br ; VF ; 33 ; г.а.в ; 95 
 2049 ; 2 копейки ; 1961 ;  ; Cu-Zn ; VF+ ; 6 ; asdtyu ; 22 
 2050 ; 1 копейка ; 1940 ;  ; Br ; XF- ; 28 ; chainsaw88 ; 60 
 2051 ; 1 копейка ; 1941 ;  ; Br ; VF- ; 33 ; sergey8 ; 185 
 2052 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 11 ; lsp25 ; 10 
 2053 ; 1 копейка ; 1949 ;  ; Br ; VF ; 6 ; KA-19 ; 7 
 2054 ; 1 копейка ; 1961 ;  ; Cu-Zn ; AU ; 27 ; es@ul ; 90 
 2055 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 38 ; кошак ; 78 
 2056 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 32 ; fadge ; 90 
 2057 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 34 ; tpls ; 102 
 2058 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 44 ; es@ul ; 51 
 2059 ; 1 копейка ; 1968 ;  ; Cu-Zn ; AU ; 33 ; piterline ; 49 
 2060 ; 1 копейка ; 1969 ;  ; Cu-Zn ; AU ; 34 ; piterline ; 36 
 2061 ; 1 копейка ; 1970 ;  ; Cu-Zn ; AU ; 44 ; piterline ; 44 
 2062 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 19 ; solder13 ; 55 
 2063 ; 1 копейка ; 1972 ;  ; Cu-Zn ; AU ; 32 ; solder13 ; 57 
 2064 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 62 ; andreykag ; 83 
 1965 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 5 ; onilov ; 51 
 1966 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 16 ; onilov ; 44 
 1967 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 17 ; onilov ; 78 
 1968 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 38 ; onilov ; 79 
 1969 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 6 ; onilov ; 51 
 1970 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 16 ; jimmysu ; 43 
 1971 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 21 ; zelya ; 50 
 1972 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 11 ; onilov ; 80 
 1973 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 26 ; ZOLTAN333 ; 209 
 1974 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 54 ; alnov ; 168 
 1975 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 45 ; alnov ; 161 
 1976 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 7 ; OMT ; 572 
 1977 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 31 ; mda7 ; 193 
 1978 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 41 ; mr.kola ; 508 
 1979 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 36 ; yadu ; 129 
 1980 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 53 ; onilov ; 135 
 1981 ; 1 рубль. Упаковка ; 1988 ;  ; Cu-Ni ; Unc/AU ; 10 ; kvm ; 104 
 1982 ; 50 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc/AU ; 64 ; zenit-spb ; 94 
 1983 ; 20 копеек. Л/с шт. 3 коп. Упаковка ; 1988 ; Л/с шт. 3 коп. ; Cu-Ni ; Unc/AU ; 60 ; qaz21qaz ; 1281 
 1984 ; 15 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc/AU ; 34 ; dimass70 ; 57 
 1985 ; 10 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc/AU ; 33 ; andreykag ; 33 
 1986 ; 5 копеек. Упаковка ; 1988 ;  ; Cu-Zn ; Unc/AU ; 24 ; solder13 ; 64 
 1987 ; 3 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc/AU ; 23 ; zenit-spb ; 113 
 1988 ; 2 копейки. Упаковка ; 1988 ;  ; Cu-Zn ; Unc/AU ; 35 ; andreykag ; 43 
 1989 ; 1 копейка. Упаковка ; 1988 ;  ; Cu-Zn ; Unc/AU ; 20 ; andreykag ; 24 
 1990 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 45 ; г.а.в ; 150 
 1991 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF+ ; 53 ; Антон ; 55 
 1992 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF ; 45 ; Антон ; 111 
 1993 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF- ; 15 ; Антон ; 148 
 1994 ; 1 рубль ; 1967 ; (1966) ; Cu-Ni ; AU ; 109 ; ryber ; 49940 
 1995 ; 1 рубль ; 1968 ;  ; Cu-Ni ; XF ; 79 ; Опятор ; 174 
 1996 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 48 ; Майкл ; 276 
 1997 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF- ; 52 ; Антон ; 174 
 1998 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 44 ; Tonyxxx82 ; 299 
 1999 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 35 ; Tonyxxx82 ; 263 
 2000 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 26 ; Майкл ; 257 
 2001 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 21 ; Tonyxxx82 ; 281 
 2002 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 35 ; Tonyxxx82 ; 312 
 2003 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 29 ; Egorka ; 400 
 2004 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 44 ; Антон ; 137 
 2005 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 55 ; Tonyxxx82 ; 167 
 2006 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 37 ; Tonyxxx82 ; 169 
 2007 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 52 ; TECHNO ; 169 
 2008 ; 20 копеек ; 1948 ;  ; Ni ; XF ; 84 ; Levin1978 ; 200 
 2009 ; 20 копеек ; 1949 ;  ; Ni ; AU ; 94 ; акча ; 326 
 2010 ; 15 копеек ; 1940 ;  ; Ni ; VF+ ; 28 ; sergey8 ; 149 
 2011 ; 15 копеек ; 1948 ;  ; Ni ; VF ; 40 ; sergey8 ; 150 
 2012 ; 15 копеек ; 1950 ;  ; Ni ; VF-XF ; 37 ; alex2209 ; 63 
 2013 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 54 ; asdtyu ; 216 
 2014 ; 5 копеек ; 1946 ;  ; Br ; VF-XF ; 22 ; ови ; 61 
 1915 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 20 ; mr.kola ; 1369 
 1916 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 45 ; mr.kola ; 393 
 1917 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF- ; 45 ; Dander ; 45 
 1918 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF- ; 10 ; KA-19 ; 13 
 1919 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 24 ; vborisevich1 ; 82 
 1920 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 4 ; onilov ; 31 
 1921 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 48 ; onilov ; 67 
 1922 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 6 ; onilov ; 33 
 1923 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 10 ; onilov ; 51 
 1924 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 40 ; ganza ; 110 
 1925 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 9 ; mr.kola ; 66 
 1926 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 36 ; BVN-2 ; 94 
 1927 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 16 ; BVN-2 ; 110 
 1928 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 20 ; Manager ; 79 
 1929 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 6 ; bigfd ; 34 
 1930 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 4 ; onilov ; 36 
 1931 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 20 ; Batya.Manowar ; 82 
 1932 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 9 ; Batya.Manowar ; 57 
 1933 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 38 ; onilov ; 79 
 1934 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 35 ; zelya ; 34 
 1935 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 34 ; Germanfox ; 53 
 1936 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 37 ; Dobson ; 42 
 1937 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 7 ; onilov ; 51 
 1938 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 9 ; zelya ; 49 
 1939 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 15 ; wadim.lbt ; 94 
 1940 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 6 ; jimmysu ; 33 
 1941 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 10 ; BVN-2 ; 105 
 1942 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 25 ; Dander ; 51 
 1943 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 25 ; Dander ; 51 
 1944 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 31 ; onilov ; 65 
 1945 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 53 ; ganza ; 120 
 1946 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc/AU ; 102 ; olga42 ; 156 
 1947 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 62 ; Batya.Manowar ; 408 
 1948 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 27 ; onilov ; 79 
 1949 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; Dander ; 81 
 1950 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 12 ; Dobson ; 43 
 1951 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 14 ; wadim.lbt ; 72 
 1952 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 47 ; vborisevich1 ; 82 
 1953 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 9 ; onilov ; 32 
 1954 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 14 ; onilov ; 46 
 1955 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 16 ; onilov ; 38 
 1956 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 70 ; ganza ; 171 
 1957 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 12 ; Следопыт ; 84 
 1958 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 9 ; росвет ; 82 
 1959 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 8 ; onilov ; 35 
 1960 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 19 ; росвет ; 82 
 1961 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 15 ; daff007 ; 91 
 1962 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 39 ; Dander ; 81 
 1963 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 24 ; daff007 ; 82 
 1964 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 31 ; piron ; 206 
 1865 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; AU ; 23 ; jimmysu ; 111 
 1866 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 81 ; Roman_B ; 189 
 1867 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 12 ; alnov ; 164 
 1868 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 75 ; onilov ; 100 
 1869 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 32 ; mr.kola ; 203 
 1870 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 46 ; satyrn1 ; 175 
 1871 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 90 ; romario2 ; 225 
 1872 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 20 ; sergey8 ; 300 
 1873 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 12 ; борисыч ; 184 
 1874 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 40 ; Мих@ ; 230 
 1875 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 43 ; Germanfox ; 104 
 1876 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 24 ; wadim.lbt ; 105 
 1877 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 20 ; onilov ; 80 
 1878 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 20 ; onilov ; 80 
 1879 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 8 ; satyrn1 ; 82 
 1880 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 12 ; onilov ; 150 
 1881 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 31 ; борисыч ; 195 
 1882 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 8 ; onilov ; 100 
 1883 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 52 ; alnov ; 157 
 1884 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 37 ; piron ; 1020 
 1885 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 22 ; alex830i ; 168 
 1886 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 40 ; Roman_B ; 180 
 1887 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 13 ; romario2 ; 180 
 1888 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 23 ; Alekss_27 ; 273 
 1889 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 21 ; alnov ; 117 
 1890 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 28 ; Roman_B ; 187 
 1891 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 14 ; yadu ; 192 
