 5920 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 31 ; йцукен ; 784 
 3812 ; 2 кроны. Швеция ; 1958 ;  ; Ag ; XF+ ; 16 ; Rabot5 ; 207 
 3813 ; 1 крона. Швеция ; 1956 ;  ; Ag ; AU ; 3 ; krugerrand ; 102 
 3814 ; 1 крона. Швеция ; 1949 ;  ; Ag ; AU ; 9 ; cfif24 ; 118 
 3815 ; 500 лир. Италия ; 1958 ;  ; Ag ; XF ; 16 ; калинов мост ; 350 
 3816 ; 500 лей. Румыния ; 1944 ;  ; Ag ; VF-XF ; 22 ; Ronald ; 453 
 3817 ; 100 йен. Япония. Олимпиада ; 1964 ;  ; Ag ; XF ; 19 ; л842 ; 203 
 3818 ; 100 йен. Япония. Олимпиада ; 1964 ;  ; Ag ; XF ; 17 ; 8822 ; 223 
 3819 ; 100 йен. Япония ; 1960 ;  ; Ag ; XF- ; 24 ; Прокурор ; 221 
 3820 ; 100 йен. Япония ; 1958 ;  ; Ag ; XF ; 40 ; Прокурор ; 282 
 3821 ; 100 йен. Япония ; 1958 ;  ; Ag ; XF ; 23 ; Прокурор ; 222 
 3822 ; 100 йен. Япония ; 1960 ;  ; Ag ; XF- ; 13 ; л842 ; 270 
 3823 ; 50 сен. Япония ; 1937 ;  ; Ag ; XF ; 21 ; Zarik ; 362 
 3824 ; 50 сен. Япония ; 1931 ;  ; Ag ; XF ; 36 ; Прокурор ; 355 
 3825 ; 20 сен. Япония ; 1897 ;  ; Ag ; VF ; 36 ; cfif24 ; 434 
 3826 ; 20 сен. Япония ; 1898 ;  ; Ag ; VF ; 23 ; cfif24 ; 421 
 3827 ; 20 сен. Япония ; 1897 ;  ; Ag ; VF ; 26 ; cfif24 ; 446 
 3828 ; 20 сен. Япония ; 1898 ;  ; Ag ; VF+ ; 27 ; Прокурор ; 466 
 3829 ; 10 сен. Япония ; 1909 ;  ; Ag ; VF ; 21 ; vladmarkin ; 203 
 3830 ; 10 сен. Япония ; 1917 ;  ; Ag ; XF- ; 25 ; qver ; 207 
 3831 ; 10 сен. Япония ; 1913 ;  ; Ag ; VF ; 15 ; evdiral ; 185 
 3832 ; 10 сен. Япония ; 1915 ;  ; Ag ; XF ; 21 ; папашаГарпагон ; 215 
 3833 ; 10 сен. Япония ; 1911 ;  ; Ag ; VF-XF ; 14 ; banks ; 181 
 3834 ; 10 сен. Япония ; 1917 ;  ; Ag ; VF-XF ; 16 ; banks ; 181 
 3835 ; 10 сен. Япония ; 1909 ;  ; Ag ; VF-XF ; 17 ; banks ; 182 
 3836 ; 10 сен. Япония ; 1911 ;  ; Ag ; VF-XF ; 23 ; banks ; 189 
 3837 ; 10 марок. Германия. 100 лет дизельному мотору ; 1997 ;  ; Ag ; XF ; 14 ; vihufa ; 660 
 3838 ; 10 марок. Германия.Немецкий орден ; 1990J ;  ; Ag ; Proof ; 7 ; water spirit ; 447 
 3839 ; 5 шиллингов. ЮАР. 300 лет ; 1952 ;  ; Ag ; XF ; 18 ; Elephant ; 1144 
 3840 ; 5 шиллингов. ЮАР. 300 лет ; 1952 ;  ; Ag ; XF- ; 61 ; Elephant ; 1122 
 3741 ; 100 эскудо. Португалия. Афонсо Энрикеш ; 1985 ;  ; Cu-Ni ; AU ; 13 ; ГраF ; 185 
 3742 ; 100 эскудо. Португалия. Небесная навигация ; 1990 ;  ; Cu-Ni ; XF ; 1 ; Mike! ; 111 
 3743 ; 100 эскудо. Португалия. Камимло Кастело Бранко ; 1990 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 111 
 3744 ; 100 эскудо. Португалия. Амадео Соза ; 1987 ;  ; Cu-Ni ; AU ; 19 ; Mike! ; 172 
 3745 ; 100 эскудо. Португалия. Азорские острова ; 1989 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 167 
 3746 ; 100 эскудо. Португалия. Бартоломео Диас ; 1988 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 111 
 3747 ; 100 эскудо. Португалия. ; 1987 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 126 
 3748 ; 100 эскудо. Португалия. Независимость ; 1990 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 130 
 3749 ; 50 эскудо. Португалия. ; 1989 ;  ; Cu-Ni ; AU ; 15 ; t_v_v ; 99 
 3750 ; 25 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 16 ; триА ; 176 
 3751 ; 25 эскудо. Португалия. Хоккей ; 1982 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 165 
 3752 ; 5 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 22 ; триА ; 177 
 3753 ; 5 эскудо. Португалия. Хоккей ; 1982 ;  ; Cu-Ni ; XF+ ; 16 ; Mike! ; 102 
 3754 ; 2,5 эскудо. Португалия. Хоккей ; 1982 ;  ; Cu-Ni ; AU ; 7 ; триА ; 125 
 3755 ; 2,5 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 141 
 3756 ; 100 эскудо. Португалия. Азорские острова ; 1991 ;  ; Cu-Ni ; XF+ ; 12 ; teso ; 186 
 3757 ; 5 марок. ФРГ. Лессинг ; 1981J ;  ; Cu-Ni ; XF+ ; 1 ; Mike! ; 222 
 3758 ; 1 эскудо. Португалия. Хоккей ; 1982 ;  ; Al/Br ; AU ; 1 ; Mike! ; 77 
 3759 ; 1 грош. Польша ; 1811 ;  ; Cu ; F-VF ; 41 ; Mike! ; 805 
 3760 ; 5 франков. Бельгия ; 1873 ;  ; Ag ; XF ; 19 ; 6719 ; 1319 
 3761 ; 2 кроны. Швеция. 25 лет правления ; 1897 ;  ; Ag ; XF ; 34 ; Yurival ; 1235 
 3762 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF ; 20 ; cfif24 ; 357 
 3763 ; 5 франков. Франция ; 1960 ;  ; Ag ; XF+ ; 10 ; SSS200 ; 363 
 3764 ; Куруш. Турция ; 1293 ;  ; Ag ; VF ; 41 ; Ok203 ; 206 
 3765 ; 1 цент. США ; 1901 ;  ; Br ; VF ; 27 ; evdiral ; 133 
 3766 ; 1 крейцер. Австрия ; 1790 ;  ; Cu ; F ; 20 ; t_v_v ; 83 
 3767 ; 10 злотых. Польша ; 1967 ;  ; Cu-Ni ; XF ; 39 ; sibirian ; 153 
 3768 ; 50 матонас. Эфиопия ;  ;  ; Cu-Ni ; XF- ; 32 ; Rosomaha ; 244 
 3769 ; 1 цент. Белиз ; 1974 ;  ; Ag ; Proof ; 21 ; maymuse ; 276 
 3770 ; 5 центов. Белиз ; 1974 ;  ; Ag ; Proof ; 17 ; maymuse ; 322 
 3771 ; 10 центов. Белиз ; 1974 ;  ; Ag ; Proof ; 38 ; maymuse ; 357 
 3772 ; 25 центов. Белиз ; 1974 ;  ; Ag ; Proof ; 23 ; maymuse ; 375 
 3773 ; 50 центов. Белиз ; 1974 ;  ; Ag ; Proof ; 23 ; maymuse ; 459 
 3774 ; 1 доллар. Белиз. В упаковке ; 1974 ;  ; Ag ; Proof ; 40 ; mr.812 ; 911 
 3775 ; 5 долларов. Белиз. В упаковке ; 1974 ;  ; Ag ; Proof ; 33 ; mr.812 ; 1269 
 3776 ; 10 долларов. Белиз. В упаковке ; 1974 ;  ; Ag ; Proof ; 33 ; maymuse ; 1446 
 3777 ; 1 шиллинг. Англия ; 1745 ;  ; Ag ; VF- ; 26 ; vitapool ; 1135 
 3778 ; 1 шиллинг. Великобритания ; 1938 ;  ; Ag ; VF ; 6 ; alapabula ; 254 
 3779 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; VF+ ; 40 ; evdiral ; 208 
 3780 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF+ ; 18 ; 8822 ; 281 
 3781 ; 1 флорин. Австралия. Парламент ; 1927 ;  ; Ag ; XF- ; 23 ; vovaT25 ; 516 
 3782 ; 100 йен. Япония. Олимпиада ; 1964 ;  ; Ag ; XF ; 35 ; evdiral ; 317 
 3783 ; 50 сен Япония ;  ;  ; Ag ; VF-XF ; 18 ; cfif24 ; 489 
 3784 ; Рупия. Афганистан ; 1310 ;  ; Ag ; VF ; 43 ; vitapool ; 716 
 3785 ; 50 марок. Финляндия. Хоккей ; 1982 ;  ; Ag ; XF ; 25 ; adus ; 561 
 3786 ; 5 шиллингов. ЮАР. 300 лет ; 1952 ;  ; Ag ; XF- ; 10 ; 19efim63 ; 752 
 3787 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 3788 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 24 ; cfif24 ; 607 
 3789 ; 10 марок. Финляндия. Кекконен ; 1975 ;  ; Ag ; AU ; 23 ; Rosomaha ; 388 
 3790 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 44 ; val211 ; 388 
 3691 ; 1 флорин. Великобритания ; 1921 ;  ; Ag ; VF ; 1 ; Mike! ; 222 
 3692 ; 5 марок. ФРГ. Бетховен ; 1970F ;  ; Ag ; AU ; 10 ; Mike! ; 347 
 3693 ; 1 крона. Швеция ; 1963 ;  ; Ag ; XF ; 17 ; Mike! ; 98 
 3694 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF+ ; 24 ; Mike! ; 347 
 3695 ; 1/2 шиллинга. Австрия ; 1925 ;  ; Ag ; XF ; 3 ; Mike! ; 209 
 3696 ; 1 дайм. США ; 1944 ;  ; Ag ; XF ; 1 ; Mike! ; 200 
 3697 ; 10 центов. Канада ; 1943 ;  ; Ag ; XF- ; 1 ; Mike! ; 200 
 3698 ; 1/2 франка. Швейцария ; 1948 ;  ; Ag ; XF- ; 20 ; Прокурор ; 200 
 3699 ; 1 крона. Швеция ; 1941 ;  ; Ag ; VF ; 1 ; Mike! ; 222 
 3700 ; 25 эре. Швеция ; 1936 ;  ; Ag ; VF+ ; 18 ; Mike! ; 75 
 3701 ; 10 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF- ; 9 ; Вованыч ; 152 
 3702 ; 25 эре. Швеция ; 1957 ;  ; Ag ; XF+ ; 5 ; aziya11 ; 48 
 3703 ; 50 пара. Сербия ; 1915 ;  ; Ag ; XF ; 25 ; sveta6369 ; 333 
 3704 ; 25 эре. Швеция ; 1940 ;  ; Ag ; VF+ ; 4 ; 4444 ; 81 
 3705 ; 1 песета. Испания ; 1905 ;  ; Ag ; VF ; 23 ; Mike! ; 448 
 3706 ; 1 песета. Испания ; 1870 ;  ; Ag ; F ; 7 ; Mike! ; 273 
 3707 ; 10 центов. Нидерланды ; 1936 ;  ; Ag ; XF- ; 8 ; Mike! ; 55 
 3708 ; 50 пара. Сербия ; 1912 ;  ; Ag ; VF+ ; 9 ; Mike! ; 288 
 3709 ; 1/4 доллара. США ; 1976 ;  ; Ag ; AU ; 7 ; Mike! ; 227 
 3710 ; 50 эре. Швеция ; 1944 ;  ; Ag ; VF+ ; 1 ; Mike! ; 111 
 3711 ; 1 песета. Испания ; 1883 ;  ; Ag ; F ; 8 ; vladmarkin ; 277 
 3712 ; 25 эре. Швеция ; 1914 ;  ; Ag ; VF ; 10 ; 4444 ; 79 
 3713 ; 25 эре. Швеция ; 1939 ;  ; Ag ; XF ; 15 ; папашаГарпагон ; 102 
 3714 ; 10 эре. Швеция ; 1941 ;  ; Ag ; XF ; 30 ; 4444 ; 79 
 3715 ; 10 эре. Швеция ; 1928 ;  ; Ag ; XF- ; 14 ; папашаГарпагон ; 93 
 3716 ; 10 эре. Швеция ; 1950 ;  ; Ag ; XF ; 17 ; orex ; 91 
 3717 ; 25 эре. Швеция ; 1948 ;  ; Ag ; XF- ; 8 ; 4444 ; 58 
 3718 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF+ ; 9 ; Mike! ; 138 
 3719 ; 50 эре. Швеция ; 1929 ;  ; Ag ; VF ; 6 ; жора ; 126 
 3720 ; 50 пара. Сербия ; 1904 ;  ; Ag ; F ; 10 ; Mike! ; 165 
 3721 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF-XF ; 24 ; Вованыч ; 351 
 3722 ; 25 эре. Швеция ; 1950 ;  ; Ag ; VF ; 9 ; orex ; 101 
 3723 ; 50 эре. Швеция ; 1954 ;  ; Ag ; XF- ; 20 ; жора ; 150 
 3724 ; 1/4 флорина. Австрия ; 1859 ;  ; Ag ; VG ; 7 ; Mike! ; 320 
 3725 ; 10 эре. Швеция ; 1958 ;  ; Ag ; AU ; 7 ; 4444 ; 57 
 3726 ; 25 эре. Швеция ; 1955 ;  ; Ag ; XF ; 1 ; Mike! ; 55 
 3727 ; 10 эре. Швеция ; 1944 ;  ; Ag ; XF ; 1 ; Mike! ; 44 
 3728 ; 5 центов. США ; 1942 ;  ; Ag-Mg-Ni ; VF ; 17 ; нв1975 ; 333 
 3729 ; 1 доллар. США. Олимпиада ; 1988S ;  ; Ag ; Proof ; 28 ; Mike! ; 1247 
 3730 ; 1 доллар. США. Чемпионат по футболу ; 1994S ;  ; Ag ; Proof ; 27 ; seva777 ; 2560 
 3731 ; 1 доллар. США 200 лет конституции ; 1987P ;  ; Ag ; AU ; 51 ; логопед ; 1609 
 3732 ; 10 евро. Германия ; 2003J ;  ; Ag ; AU ; 15 ; Mike! ; 975 
 3733 ; 10 евро. Германия ; 2003D ;  ; Ag ; AU ; 14 ; Mike! ; 936 
 3734 ; 10 евро. Германия ; 2004J ;  ; Ag ; AU ; 18 ; Mike! ; 975 
 3735 ; 10 евро. Германия ; 2009A ;  ; Ag ; XF+ ; 27 ; Mike! ; 976 
 3736 ; 10 евро. Германия ; 2003G ;  ; Ag ; AU ; 15 ; Mike! ; 1000 
 3737 ; 10 евро. Германия ; 2009J ;  ; Ag ; AU ; 13 ; Mike! ; 956 
 3738 ; 10 евро. Германия ; 2008F ;  ; Ag ; AU ; 27 ; Mike! ; 1041 
 3739 ; 200 эскудо. Португалия. Олимпиада ; 1992 ;  ; Cu-Ni ; XF+ ; 8 ; кот баюн ; 153 
 3740 ; 200 эскудо. Португалия. Танегасима ; 1993 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 126 
 3641 ; 50 крон. Чехословакия. 50 лет независимости ; 1968 ;  ; Ag ; AU ; 46 ; Valedgio_74 ; 2252 
 3642 ; 50 крон. Чехословакия. 50 лет компартии ; 1971 ;  ; Ag ; AU ; 47 ; ВМШ ; 1020 
 3643 ; 50 крон. Чехословакия. Павел Орзач ; 1971 ;  ; Ag ; XF ; 23 ; Valedgio_74 ; 583 
 3644 ; 25 крон. Чехословакия. 25 лет независимости ; 1970 ;  ; Ag ; XF+ ; 25 ; Valedgio_74 ; 894 
 3645 ; 50 крон. Чехословакия. Ленин ; 1979 ;  ; Ag ; AU ; 33 ; Schwer ; 2274 
 3646 ; 25 крон. Чехословакия. Ян Евангелиста Пуркин ; 1969 ;  ; Ag ; AU ; 24 ; Valedgio_74 ; 1000 
 3647 ; 1000 драм. Армения. Джаз ; 2010 ;  ; Ag ; AU ; 32 ; grot ; 2553 
 3648 ; 20 рублей. Беларусь. Всеслав Полоцкий ; 2005 ;  ; Ag ; Proof ; 25 ; antongor ; 1989 
 3649 ; 1 флорин. Австрия ; 1877 ;  ; Ag ; XF ; 18 ; shaxter2015 ; 826 
 3650 ; 1 бат. Тайланд ; 20 в ;  ; Ag ; VF+ ; 35 ; vihufa ; 2000 
 3651 ; 10 марок. ФРГ. Олимпиада ; 1972D ;  ; Ag ; XF+ ; 11 ; Mike! ; 428 
 3652 ; 10 марок. ФРГ. Олимпиада ; 1972J ;  ; Ag ; AU ; 5 ; Mike! ; 440 
 3653 ; 10 марок. ФРГ. Олимпиада ; 1972F ;  ; Ag ; AU ; 6 ; Mike! ; 408 
 3654 ; 10 марок. ФРГ. 40 лет ФРГ ; 1989G ;  ; Ag ; AU ; 9 ; Mike! ; 488 
 3655 ; 10 марок. ФРГ. Олимпиада ; 1972J ;  ; Ag ; AU ; 11 ; Mike! ; 412 
 3656 ; 10 марок. ФРГ. Олимпиада ; 1972J ;  ; Ag ; XF+ ; 17 ; Mike! ; 466 
 3657 ; 10 марок. ФРГ. Цейсс ; 1988F ;  ; Ag ; XF+ ; 5 ; Mike! ; 555 
 3658 ; 10 марок. ФРГ. Хердер ; 1994G ;  ; Ag ; AU ; 11 ; Mike! ; 555 
 3659 ; 10 марок. ФРГ. Олимпиада ; 1972D ;  ; Ag ; AU ; 9 ; Mike! ; 394 
 3660 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; AU ; 4 ; Mike! ; 459 
 3661 ; 10 марок. ФРГ. Рентген ; 1995D ;  ; Ag ; XF+ ; 26 ; Rusik ; 653 
 3662 ; 10 марок. ФРГ. Бранденбургские ворота ; 1991A ;  ; Ag ; XF+ ; 3 ; Mike! ; 459 
 3663 ; 5 марок. ФРГ. Ньюманн ; 1978 ;  ; Ag ; XF ; 9 ; Mike! ; 264 
 3664 ; 5 марок. ФРГ. Меркатор ; 1969F ;  ; Ag ; AU ; 16 ; кот баюн ; 393 
 3665 ; 5 марок. ФРГ. ; 1974J ;  ; Ag ; VF-XF ; 7 ; Mike! ; 252 
 3666 ; 5 марок. ФРГ. ; 1951J ;  ; Ag ; VF+ ; 7 ; Mike! ; 255 
 3667 ; 5 марок. ФРГ. Франкфуртский парламент ; 1973G ;  ; Ag ; AU ; 19 ; дилитант ; 340 
 3668 ; 5 марок. ФРГ. 25 лет ; 1974F ;  ; Ag ; XF+ ; 11 ; Mike! ; 276 
 3669 ; 5 марок. ФРГ. ; 1951D ;  ; Ag ; VF-XF ; 1 ; Mike! ; 300 
 3670 ; 5 марок. ФРГ. Коперник ; 1973J ;  ; Ag ; AU ; 31 ; Rusik ; 514 
 3671 ; 5 марок. ФРГ. ; 1971G ;  ; Ag ; XF ; 4 ; Mike! ; 305 
 3672 ; 5 марок. ФРГ. Гаусс ; 1977J ;  ; Ag ; AU ; 7 ; Mike! ; 306 
 3673 ; 5 марок. ФРГ. ; 1974G ;  ; Ag ; XF ; 3 ; Mike! ; 306 
 3674 ; 5 марок. ФРГ. Год памятников ; 1975F ;  ; Ag ; AU ; 21 ; Rusik ; 503 
 3675 ; 5 марок. ФРГ. Эрберт ; 1975J ;  ; Ag ; AU ; 13 ; 4444 ; 347 
 3676 ; 5 марок. ФРГ. Кант ; 1974G ;  ; Ag ; XF ; 10 ; дилитант ; 340 
 3677 ; 5 марок. ФРГ. Дюрер ; 1971D ;  ; Ag ; XF ; 9 ; Mike! ; 267 
 3678 ; 5 марок. ФРГ. Швейтцер ; 1975G ;  ; Ag ; XF+ ; 9 ; Mike! ; 265 
 3679 ; 1 доллар. США ; 1924 ;  ; Ag ; XF- ; 13 ; Mike! ; 1221 
 3680 ; 1 доллар. США ; 1925 ;  ; Ag ; VF-XF ; 7 ; Mike! ; 1221 
 3681 ; 1 доллар. США ; 1934 ;  ; Ag ; VF-XF ; 28 ; Mike! ; 1766 
 3682 ; 1/2 доллара. США ; 1957 ;  ; Ag ; VF-XF ; 9 ; Mike! ; 415 
 3683 ; 1/2 доллара. США. Джордж Карвер и Букер Т Вашингтон ; 1952 ;  ; Ag ; XF ; 18 ; Mike! ; 907 
 3684 ; 10 гульденов. Нидерланды ; 1970 ;  ; Ag ; XF- ; 1 ; Mike! ; 666 
 3685 ; 10 лир. Израиль ; 1975 ;  ; Ag ; AU ; 19 ; елец ; 791 
 3686 ; 5 песо. Мексика ; 1957 ;  ; Ag ; VF+ ; 11 ; Mike! ; 701 
 3687 ; 1 песо. Мексика ; 1957 ;  ; Ag ; VF- ; 17 ; shaxter2015 ; 200 
 3688 ; 5 пенго. Венгрия ; 1938 ;  ; Ag ; XF+ ; 27 ; Mike! ; 2392 
 3689 ; 25 лир. Мальтийский орден ; 2005 ;  ; Ag ; Proof ; 27 ; starkov_n ; 1134 
 3690 ; 1 флорин. Великобритания ; 1921 ;  ; Ag ; VF ; 42 ; didisister ; 775 
 3591 ; 25 крон.. Чехословакия. 10 лет Победы ; 1955 ;  ; Ag ; XF ; 65 ; MDV ; 1418 
 3592 ; 25 крон. Чехословакия. 10 лет словацкому воостанию ; 1954 ;  ; Ag ; XF+ ; 24 ; prince1959 ; 509 
 3593 ; 10 крон. Чехословакия. 250 лет инженерной школе в Праге ; 1957 ;  ; Ag ; AU ; 25 ; Schwer ; 522 
 3594 ; 50 крон. Чехословакия. 10 лет Победы ; 1955 ;  ; Ag ; XF+ ; 40 ; MDV ; 2036 
 3595 ; 10 крон. Чехословакия. Коменский ; 1957 ;  ; Ag ; XF ; 17 ; rem ; 498 
 3596 ; 10 крон. Чехословакия. 10 лет Победы ; 1955 ;  ; Ag ; XF ; 49 ; evdiral ; 721 
 3597 ; 10 крон. Чехословакия. Томас Масарик ; 1928 ;  ; Ag ; XF+ ; 45 ; razum0610 ; 363 
 3598 ; 10 крон. Чехословакия. 10 лет словацкому восстанию ; 1954 ;  ; Ag ; XF ; 38 ; страус ; 425 
 3599 ; 100 крон. Чехословакия. Клемент Готтвальд ; 1951 ;  ; Ag ; XF ; 13 ; rem ; 365 
 3600 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF ; 31 ; gama ; 1291 
 3601 ; 100 крон. Чехословакия. 700 лет шахтерам ; 1949 ;  ; Ag ; XF+ ; 20 ; lsp25 ; 354 
 3602 ; 100 крон. Чехословакия. 30 лет независимости ; 1948 ;  ; Ag ; XF+ ; 20 ; Вованыч ; 429 
 3603 ; 100 крон. Чехословакия. 600-летие университета ; 1948 ;  ; Ag ; XF+ ; 22 ; andrej888 ; 425 
 3604 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 54 ; Schwer ; 1414 
 3605 ; 50 крон. Чехословакия. Словацкое восстание ; 1947 ;  ; Ag ; AU ; 26 ; Schwer ; 363 
 3606 ; 50 крон. Чехословакия. 3 года Пражскому восстанию ; 1948 ;  ; Ag ; XF ; 18 ; страус ; 383 
 3607 ; 20 крон. Чехословакия. Масарик ; 1937 ;  ; Ag ; XF ; 22 ; Вованыч ; 453 
 3608 ; 10 долларов. Ямайка. 10 лет независимости ; 1972 ;  ; Ag ; XF+ ; 22 ; стадник ; 2198 
 3609 ; 25 крон. Теркс и Кайсос ; 1977 ;  ; Ag ; Proof ; 17 ; стадник ; 1652 
 3610 ; 1 крона. Тристан-да-Кунья. Киты ; 2008 ;  ; Cu-Ni ; AU ; 12 ; banks ; 224 
 3611 ; 1 крона. Тристан-да-Кунья. Киты ; 2008 ;  ; Cu-Ni ; AU ; 7 ; banks ; 226 
 3612 ; 1 доллар. Либерия. Протоцераптос ; 1993 ;  ; Cu-Ni ; AU ; 51 ; lestes ; 387 
 3613 ; 1 доллар. Либерия. Протоцераптос ; 1993 ;  ; Cu-Ni ; AU ; 15 ; Zarik ; 370 
 3614 ; 1 крона. Остров Мэн. 25я годовщина коронации ; 1978 ;  ; Cu-Ni ; AU ; 55 ; heavy_fly ; 327 
 3615 ; 1 крона. Тристан-да-Кунья ; 2009 ;  ; Cu-Ni ; AU ; 14 ; banks ; 224 
 3616 ; 1 крона. Тристан-да-Кунья ; 2009 ;  ;  ; AU ; 9 ; canario ; 226 
 3617 ; 100 крон. Чехословакия. Отакар Шпаниель ; 1981 ;  ; Ag ; AU ; 29 ; vasek ; 506 
 3618 ; 100 крон. Чехословакия. Богомир Смераль ; 1980 ;  ; Ag ; AU ; 17 ; Valedgio_74 ; 700 
 3619 ; 100 крон. Чехословакия. Чехословацкая спартакиада ; 1980 ;  ; Ag ; AU ; 32 ; Valedgio_74 ; 700 
 3620 ; 50 крон. Чехословакия. 650 лет монетному двору Кремница ; 1978 ;  ; Ag ; AU ; 57 ; ВМШ ; 1675 
 3621 ; 50 крон. Чехословакия. Зденек Неедлы ; 1978 ;  ; Ag ; AU ; 26 ; MDV ; 714 
 3622 ; 50 крон. Чехословакия. Ян Коллар ; 1977 ;  ; Ag ; XF+/AU ; 17 ; MDV ; 520 
 3623 ; 50 крон. Чехословакия. Станислав Костка Нейманн ; 1975 ;  ; Ag ; AU ; 26 ; Schwer ; 655 
 3624 ; 100 крон. Чехословакия. Виктор Каплан ; 1976 ;  ; Ag ; AU ; 20 ; Valedgio_74 ; 805 
 3625 ; 100 крон. Чехословакия. Янко Краль ; 1976 ;  ; Ag ; AU ; 27 ; MDV ; 616 
 3626 ; 100 крон. Чехословакия. Бедрич Сметана ; 1974 ;  ; Ag ; AU ; 20 ; dim66 ; 543 
 3627 ; 50 крон. Чехословакия. 150 лет железной дороге из Бржецлава в Брно ; 1989 ;  ; Ag ; XF ; 34 ; Schwer ; 714 
 3628 ; 50 крон. Чехословакия. Чески-Крумлов ; 1986 ;  ; Ag ; XF+/AU ; 39 ; Valedgio_74 ; 536 
 3629 ; 50 крон. Чехословакия. Юрай Яношик ; 1988 ;  ; Ag ; AU ; 23 ; нионила ; 543 
 3630 ; 50 крон. Чехословакия. Левода ; 1986 ;  ; Ag ; AU ; 24 ; ВМШ ; 544 
