 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 3408 ; 25 новых пенсов. Великобритания. На свадьбу ; 1981 ;  ; Cu-Ni ; XF+ ; 14 ; SKeeper ; 72 
 3409 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 17 ; sibirian ; 74 
 3410 ; 25 новых пенсов. Великобритания. Серебряная свадьба ; 1972 ;  ; Cu-Ni ; AU ; 26 ; gdrg2 ; 105 
 3411 ; 5 шиллингов. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; XF ; 13 ; derfalke ; 136 
 3412 ; 4 доллара. Санта-Лучия. Всемирная продовольственная программа ; 1970 ;  ; Cu-Ni ; AU ; 50 ; lestes ; 1781 
 3413 ; 4 доллара. Сент-Винцент. Всемирная продовольственная программа ; 1970 ;  ; Cu-Ni ; AU ; 54 ; lestes ; 1901 
 3414 ; 1 доллар. Канада ; 1969 ;  ; Cu-Ni ; XF ; 18 ; arsenich-s ; 59 
 3415 ; 1 шиллинг. Фиджи ; 1965 ;  ; Cu-Ni ; XF+ ; 29 ; SKeeper ; 129 
 3416 ; 1 марка. Эстония ; 1922 ;  ; Cu-Ni ; F+ ; 7 ; derfalke ; 8 
 3417 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF+ ; 13 ; DVZ ; 57 
 3418 ; 5 эре. Швеция ; 1915 ;  ; Br ; VF ; 14 ; северянин ; 28 
 3419 ; 5 сентаво. Мексика ; 1933 ;  ; Br ; F-VF ; 16 ; derfalke ; 34 
 3420 ; 5 эре. Норвегия ; 1941 ;  ; Br ; VF- ; 7 ; северянин ; 17 
 3421 ; 1 цент. США ; 1860 ;  ; Br ; F+ ; 31 ; miranda ; 567 
 3422 ; 1 цент. США ; 1890 ;  ; Br ; VF- ; 11 ; oleghh7 ; 56 
 3423 ; 1 цент. США ; 1906 ;  ; Br ; VF ; 21 ; buben ; 51 
 3424 ; 1 цент. США ; 1857 ;  ; Br ; F ; 79 ; aureo2 ; 2517 
 3425 ; Spiel marke ;  ;  ; Br ; VF+ ; 18 ; buhar1956 ; 43 
 3326 ; 20 эскудо. Португальский Мозамбик ; 1966 ;  ; Ag ; XF ; 38 ; NL.minkki ; 296 
 3327 ; 10 эскудо. Португальский Мозамбик ; 1966 ;  ; Ag ; VF ; 9 ; S1952 ; 182 
 3328 ; 1 рупия. Афганистан ; 1912 ;  ; Ag ; VF ; 27 ; Ю42 ; 648 
 3329 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; VF-XF ; 24 ; DVZ ; 79 
 3330 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; XF ; 25 ; gdrg2 ; 76 
 3331 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; XF ; 25 ; boroda ; 89 
 3332 ; 1000 лир. Сан-Марино ; 1986 ;  ; Ag ; AU ; 15 ; dsp ; 714 
 3333 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Ag ; Proof ; 49 ; musik ; 1375 
 3334 ; 10 марок. ФРГ. Олимпиада в Мюнхене. Атлеты ; 1972D ;  ; Ag ; AU ; 12 ; magpie ; 346 
 3335 ; 10 марок. ФРГ. Олимпиада в Мюнхене. Стадион ; 1972J ;  ; Ag ; AU ; 10 ; magpie ; 346 
 3336 ; 5 марок. ФРГ. Альбрехт Дюрер ; 1971D ;  ; Ag ; AU ; 14 ; paranoy ; 249 
 3337 ; 5 марок. ФРГ. Рейхстаг ; 1971G ;  ; Ag ; AU ; 9 ; An12 ; 306 
 3338 ; 5 марок. ФРГ. 125 лет парламенту Франкфурта ; 1973G ;  ; Ag ; AU ; 13 ; alik434 ; 258 
 3339 ; 5 марок. ФРГ. Николай Коперник ; 1973J ;  ; Ag ; AU ; 9 ; An12 ; 318 
 3340 ; 25 эре. Швеция ; 1952 ;  ; Ag ; AU ; 22 ; gdrg2 ; 62 
 3341 ; 25 эре. Швеция ; 1959 ;  ; Ag ; AU ; 20 ; aziya11 ; 44 
 3342 ; 25 эре. Швеция ; 1957 ;  ; Ag ; XF+ ; 18 ; aziya11 ; 42 
 3343 ; 25 эре. Швеция ; 1961 ;  ; Ag ; AU ; 15 ; aziya11 ; 45 
 3344 ; 25 эре. Швеция ; 1953 ;  ; Ag ; AU ; 17 ; aziya11 ; 46 
 3345 ; 10 эре. Швеция ; 1957 ;  ; Ag ; AU ; 19 ; gdrg2 ; 43 
 3346 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 16 ; gdrg2 ; 43 
 3347 ; 10 эре. Швеция ; 1955 ;  ; Ag ; AU ; 15 ; aziya11 ; 42 
 3348 ; 10 эре. Швеция ; 1954 ;  ; Ag ; AU ; 12 ; aziya11 ; 42 
 3349 ; 5 марок. ФРГ. Макс Петтенкофер ; 1968D ;  ; Ag ; AU ; 4 ; kroman ; 255 
 3350 ; 1/2 доллара. США ; 1967 ;  ; Ag ; AU ; 11 ; Bonyf ; 227 
 3351 ; 1/4 доллара. США. 200 лет ; 1976S ;  ; Ag ; Proof ; 35 ; matehev ; 228 
 3352 ; 3 пенса. Великобритания ; 1899 ;  ; Ag ; VF+ ; 18 ; mefody73 ; 147 
 3353 ; 4 пенса. Великобритания ; 1836 ;  ; Ag ; VF+ ; 20 ; iglion09 ; 1020 
 3354 ; 4 пенса. Великобритания ; 1836 ;  ; Ag ; VF+ ; 47 ; Bonyf ; 1000 
 3355 ; 3 пенса. Великобритания ; 1823 ;  ; Ag ; AU ; 92 ; Для души ; 4322 
 3356 ; 2 анны. Британская Индия ; 1862 ;  ; Ag ; XF- ; 36 ; Bonyf ; 681 
 3357 ; 1 зильбергрош. Пруссия ; 1869A ;  ; Ag ; XF+ ; 35 ; tamsimun ; 714 
 3358 ; 1 крейцер. Бавария ; 1864 ;  ; Ag ; AU ; 19 ; paranoy ; 591 
 3359 ; Монета. Франция. М-1,33г ; 1693 ;  ; Ag ; VF ; 42 ; TTT84 ; 2610 
 3360 ; 25 сентаво. Мексика ; 1950 ;  ; Ag ; XF+ ; 11 ; dim66 ; 113 
 3361 ; 25 сентаво. Мексика ; 1951 ;  ; Ag ; XF+ ; 14 ; dim66 ; 117 
 3362 ; 25 сентаво. Мексика ; 1953 ;  ; Ag ; XF+ ; 32 ; Волк33 ; 273 
 3363 ; 100 йен. Япония. Олимпиада. Токио ; 1964 ;  ; Ag ; XF ; 10 ; SKeeper ; 142 
 3364 ; 1/4 доллара. США ; 1945 ;  ; Ag ; XF ; 17 ; сама71 ; 171 
 3365 ; 1/4 доллара. США ; 1958 ;  ; Ag ; XF+ ; 7 ; manson ; 164 
 3366 ; 1/4 доллара. США ; 1964 ;  ; Ag ; AU ; 9 ; Bonyf ; 171 
 3367 ; 1000 драм. Армения. 1700 лет христианству ; 1998 ;  ; Ag ; Proof ; 40 ; ASTRAL ; 2604 
 3368 ; 1 дайм. США. ; 1943 ;  ; Ag ; XF- ; 5 ; manson ; 62 
 3369 ; 1 дайм. США. ; 1942 ;  ; Ag ; XF ; 3 ; всыня ; 57 
 3370 ; Весовая гирька 36 шиллингов. Великобритания ;  ;  ; Br ; F-VF ; 15 ; INRI ; 375 
 3371 ; 5 марок. ФРГ. Альбрехт Дюрер ; 1971D ;  ; Ag ; XF ; 5 ; cr2952 ; 258 
 3372 ; 2 фунта. Мальта ; 1975 ;  ; Ag ; Unc/AU ; 13 ; SKeeper ; 615 
 3373 ; Дайм. США ; 1920 ;  ; Ag ; XF- ; 3 ; всыня ; 60 
 3374 ; 1 гульден. Австро-Венгрия. Свадьба Франца-Иосифа и Елизаветы Баварской ; 1854 ;  ; Ag ; XF/AU ; 53 ; asr5000 ; 6120 
 3375 ; 25 центов. Нидерланды ; 1918 ;  ; Ag ; XF ; 13 ; sveta6369 ; 170 
 3276 ; 25 новых пенсов. Остров Мен. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu/Ni ; AU ; 23 ; SKeeper ; 212 
 3277 ; 25 новых пенсов. Остров Мен. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu/Ni ; AU ; 12 ; melmel ; 700 
 3278 ; 25 новых пенсов.Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu/Ni ; AU ; 14 ; witchhunter ; 83 
 3279 ; 2000 песо. Аргентина. Чемпионат мира по футболу в Аргентине 1978г ; 1978 ;  ; Ag ; XF+ ; 16 ; care12 ; 504 
 3280 ; 25 песо. Мексика. Чемпионат мира по футболу 1986г ; 1985 ;  ; Ag ; Proof ; 15 ; care12 ; 554 
 3281 ; 50 марок. Финляндия. Калевала ; 1985 ;  ; Ag ; AU ; 24 ; LEXAI ; 665 
 3282 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 9 ; LEXAI ; 335 
 3283 ; 100 марок. Финляндия. Лыжи ; 1989 ;  ; Ag ; AU ; 15 ; Denis88 ; 729 
 3284 ; 25 марок. Финляндия. Лахти ; 1978 ;  ; Ag ; AU ; 23 ; LEXAI ; 475 
 3285 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF+ ; 9 ; Kamp ; 59 
 3286 ; 10 центов. Канада ; 1950 ;  ; Ag ; VF+ ; 14 ; Mukoved ; 102 
 3287 ; 1 дайм. США ; 1919 ;  ; Ag ; F ; 11 ; buben ; 41 
 3288 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; VF-XF ; 18 ; DVZ ; 567 
 3289 ; 100 марок. Финляндия. 50 лет организации ветеранов войны ; 1990 ;  ; Ag ; AU ; 15 ; нионила ; 916 
 3290 ; 100 марок. Финляндия. 75 лет независимости ; 1992 ;  ; Ag ; AU ; 17 ; нионила ; 920 
 3291 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 16 ; care12 ; 359 
 3292 ; 100 марок. Финляндия. Пааво Нурми ; 1997 ;  ; Ag ; AU ; 25 ; asr5000 ; 1041 
 3293 ; 100 марок. Финляндия. Хоккей ; 1991 ;  ; Ag ; Proof ; 16 ; кс ; 819 
 3294 ; 50 марок. Финляндия. Хоккей ; 1982 ;  ; Ag ; AU ; 14 ; Sascha ; 459 
 3295 ; 50 марок. Финляндия. Чемпионат по атлетике ; 1983 ;  ; Ag ; AU ; 10 ; care12 ; 407 
 3296 ; 5 марок. ФРГ. Карл Фридрих Гаусс ; 1977J ;  ; Ag ; AU ; 9 ; ОМОН10 ; 255 
 3297 ; 10 марок. ФРГ. 800 лет Тевтонскому ордену ; 1990J ;  ; Ag ; AU ; 14 ; bob375 ; 410 
 3298 ; 1/4 доллара. США ;  ;  ; Ag ; F ; 10 ; zemlyk2014 ; 127 
 3299 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF- ; 3 ; Kamp ; 90 
 3300 ; 1/4 доллара. США ; 1951S ;  ; Ag ; VF+ ; 7 ; Searcher ; 160 
 3301 ; 1/2 франка. Швейцария ; 1959 ;  ; Ag ; XF+ ; 12 ; bob375 ; 81 
 3302 ; 1/2 франка. Швейцария ; 1952 ;  ; Ag ; XF- ; 5 ; Kamp ; 68 
 3303 ; 1 дайм. США ; 1910 ;  ; Ag ; F ; 3 ; zemlyk2014 ; 111 
 3304 ; 1 дайм. США ; 1964D ;  ; Ag ; XF+ ; 7 ; Kamp ; 64 
 3305 ; 1 дайм. США ; 1900 ;  ; Ag ; VF ; 26 ; archy ; 200 
 3306 ; 1 дайм. США ; 1948 ;  ; Ag ; VF-XF ; 7 ; Kamp ; 50 
 3307 ; 1 дайм. США ; 1943 ;  ; Ag ; XF ; 9 ; iglion09 ; 112 
 3308 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972J ;  ; Ag ; AU ; 12 ; care12 ; 331 
 3309 ; 5 марок. ФРГ. Парламент ; 1973G ;  ; Ag ; AU ; 5 ; paranoy ; 247 
 3310 ; 3 пенса. Великобритания ; 1890 ;  ; Ag ; F+ ; 13 ; zemlyk2014 ; 113 
 3311 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF+ ; 15 ; gdrg2 ; 89 
 3312 ; 1 рупия. Индия., Мухаммад шах ; 1728 ;  ; Ag ; VF ; 26 ; Monata ; 797 
 3313 ; 5 пиастров. Египет ; 1957 ;  ; Ag ; VF ; 9 ; MDV ; 227 
 3314 ; 20 центов. ЮАР ; 1964 ;  ; Ag ; AU ; 30 ; Волк33 ; 435 
 3315 ; 10 франков. Франция ; 1931 ;  ; Ag ; VF ; 9 ; Al777 ; 185 
 3316 ; 10 сантимов. Франция. тНотгельд союза торговли и промышленности округа Перонн ; 1922 ;  ; Al ; XF ; 21 ; vb96 ; 278 
 3317 ; 5 сантимов. Франция. Нотгельд торговой палаты округа Эврё ; 1921 ;  ; Al ; XF ; 16 ; vb96 ; 227 
 3318 ; 2 1/2 гульдена. Нидерланды ; 1963 ;  ; Ag ; XF- ; 30 ; CASABLANCA ; 461 
 3319 ; 1 гульден. Нидерланды ; 1930 ;  ; Ag ; XF- ; 11 ; Кoчeвниk ; 235 
 3320 ; 5 песет. Испания ; 1885 ;  ; Ag ; XF- ; 19 ; dvg ; 1326 
 3321 ; 5 сентаво. Испания ; 1870 ;  ; Cu ; VF ; 52 ; dsp ; 600 
 3322 ; 1 доллар. Канада. 100 лет конфедерации в Шарлоттауне и Квебеке ; 1964 ;  ; Ag ; XF ; 11 ; Vanka ; 554 
 3323 ; 1 франк. Французское Марокко ; 1921 ;  ; Cu/Ni ; VF ; 19 ; cboker ; 301 
 3324 ; 10 динар. Алжир ; 1981 ;  ; Al/Br ; XF ; 28 ; Slava O ; 90 
 3325 ; 20 бат. Тайланд. 36 лет со дня рождения Рамы IX ; 1963 ;  ; Ag ; XF ; 7 ; S1952 ; 633 
 3226 ; Дайм. США ; 1917 ;  ; Ag ; VF+ ; 13 ; Метро62 ; 128 
 3227 ; Дайм. США ; 1919S ;  ; Ag ; VF- ; 16 ; Searcher ; 51 
 3228 ; Дайм. США ; 1923 ;  ; Ag ; VF ; 25 ; salim ; 101 
 3229 ; Дайм. США ; 1936 ;  ; Ag ; XF+ ; 22 ; Rober ; 87 
 3230 ; Дайм. США ; 1941 ;  ; Ag ; VF-XF ; 14 ; Rober ; 86 
 3231 ; Дайм. США ; 1942 ;  ; Ag ; XF ; 10 ; manson ; 67 
 3232 ; Дайм. США ; 1942D ;  ; Ag ; XF ; 16 ; Searcher ; 92 
 3233 ; Дайм. США ; 1943 ;  ; Ag ; VF+ ; 9 ; buben ; 61 
 3234 ; Дайм. США ; 1943S ;  ; Ag ; XF- ; 10 ; Метро62 ; 108 
 3235 ; Дайм. США ; 1945 ;  ; Ag ; XF+ ; 16 ; salim ; 128 
 3236 ; Дайм. США ; 1946D ;  ; Ag ; XF ; 8 ; Метро62 ; 101 
 3237 ; Дайм. США ; 1946 ;  ; Ag ; XF ; 10 ; Rober ; 53 
 3238 ; Дайм. США ; 1947 ;  ; Ag ; XF- ; 14 ; l1 ; 53 
 3239 ; Дайм. США ; 1948S ;  ; Ag ; XF ; 19 ; Метро62 ; 101 
 3240 ; Дайм. США ; 1951D ;  ; Ag ; XF ; 7 ; Метро62 ; 101 
 3241 ; Дайм. США ; 1952D ;  ; Ag ; XF ; 20 ; Rober ; 62 
 3242 ; Дайм. США ; 1952 ;  ; Ag ; XF ; 8 ; pref ; 50 
 3243 ; Дайм. США ; 1953 ;  ; Ag ; XF ; 12 ; l1 ; 50 
 3244 ; Дайм. США ; 1953D ;  ; Ag ; XF+ ; 11 ; artyom-k ; 62 
 3245 ; Дайм. США ; 1954D ;  ; Ag ; XF ; 14 ; l1 ; 63 
 3246 ; Дайм. США ; 1956 ;  ; Ag ; XF ; 10 ; manson ; 61 
 3247 ; Дайм. США ; 1957D ;  ; Ag ; XF ; 10 ; manson ; 61 
 3248 ; Дайм. США ; 1958D ;  ; Ag ; XF+ ; 14 ; manson ; 61 
 3249 ; Дайм. США ; 1959D ;  ; Ag ; XF+ ; 11 ; l1 ; 60 
 3250 ; Дайм. США ; 1960D ;  ; Ag ; XF+ ; 13 ; manson ; 62 
 3251 ; Дайм. США ; 1960 ;  ; Ag ; XF+ ; 8 ; Метро62 ; 101 
 3252 ; Дайм. США ; 1961 ;  ; Ag ; XF+ ; 15 ; oleghh7 ; 77 
 3253 ; Дайм. США ; 1961D ;  ; Ag ; XF+ ; 11 ; l1 ; 79 
 3254 ; Дайм. США ; 1962D ;  ; Ag ; XF+ ; 17 ; oleghh7 ; 88 
 3255 ; Дайм. США ; 1963D ;  ; Ag ; XF+ ; 21 ; oleghh7 ; 88 
 3256 ; Дайм. США ; 1964D ;  ; Ag ; AU ; 12 ; sks11801 ; 62 
 3257 ; Дайм. США ; 1964D ;  ; Ag ; AU ; 7 ; l1 ; 60 
 3258 ; 10 крон. Швеция. 90 лет со дня рождения Густава VI Адольфа ; 1972 ;  ; Ag ; AU ; 16 ; krugerrand ; 330 
 3259 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; XF+ ; 15 ; gdrg2 ; 204 
 3260 ; 2 шиллинга. Великобритания ; 1943 ;  ; Ag ; XF+ ; 19 ; gdrg2 ; 264 
 3261 ; 1 шиллинг. Великобритания. Шотландский герб ; 1943 ;  ; Ag ; XF- ; 13 ; witchhunter ; 237 
 3262 ; 1 шиллинг. Великобритания. Английский герб ; 1943 ;  ; Ag ; AU ; 43 ; gusar ; 363 
 3263 ; 1/2 кроны. Великобритания ; 1943 ;  ; Ag ; VF-XF ; 11 ; paranoy ; 255 
 3264 ; 1 крона. Остров Мен. 300-летие монетного обращения ; 1979 ;  ; Cu/Ni ; AU ; 11 ; chebeer ; 691 
 3265 ; 50 пенсов. Австралия ; 1966 ;  ; Ag ; AU ; 27 ; локатор ; 513 
 3266 ; 1 флорин. Австралия. Королевский визит ; 1954 ;  ; Ag ; XF ; 63 ; aureo2 ; 875 
 3267 ; 1 флорин. Австралия. 50-летие Австралийского союза ; 1951 ;  ; Ag ; AU ; 50 ; 1023oxana ; 840 
 3268 ; 1 флорин. Австралия. Открытие дома парламента ; 1927 ;  ; Ag ; XF ; 54 ; aureo2 ; 1558 
 3269 ; 1/2 кроны. Великобритания ; 1919 ;  ; Ag ; VF-XF ; 16 ; sveta6369 ; 378 
 3270 ; 1 рупия. Британская Индия ; 1907 ;  ; Ag ; XF ; 52 ; ASTRAL ; 1000 
 3271 ; 1 шиллинг. Великобритания ; 1906 ;  ; Ag ; VF-XF ; 39 ; 1023oxana ; 516 
 3272 ; 2 пенса. Великобритания ; 1838 ;  ; Ag ; XF+ ; 57 ; 1023oxana ; 1173 
 3273 ; 4 пенса. Великобритания, Георг III ; 1800 ;  ; Ag ; XF ; 77 ; Alex22D ; 4079 
 3274 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 42 ; scipion ; 167 
 3275 ; 5 шиллингов. Великобритания. Корнация Елизаветы II ; 1953 ;  ; Cu/Ni ; AU ; 16 ; SKeeper ; 177 
 3176 ; 1/2 долларa. США. Шагающая свобода ; 1936S ;  ; Ag ; VF- ; 27 ; archy ; 421 
 3177 ; 1/2 долларa. США. Шагающая свобода ; 1937S ;  ; Ag ; VF+ ; 37 ; vicnic ; 441 
 3178 ; 1/2 долларa. США. Шагающая свобода ; 1939S ;  ; Ag ; VF ; 14 ; сама71 ; 495 
 3179 ; 1/2 долларa. США. Шагающая свобода ; 1941S ;  ; Ag ; VF ; 17 ; юрий73 ; 454 
 3180 ; 1/2 долларa. США. Шагающая свобода ; 1942S ;  ; Ag ; VF+ ; 12 ; Searcher ; 429 
 3181 ; 1/2 долларa. США. Шагающая свобода ; 1943S ;  ; Ag ; VF-XF ; 24 ; archy ; 516 
 3182 ; 1/2 долларa. США. Шагающая свобода ; 1944 ;  ; Ag ; VF-XF ; 9 ; paranoy ; 412 
 3183 ; 1/2 долларa. США. Шагающая свобода ; 1945S ;  ; Ag ; XF ; 8 ; paranoy ; 466 
 3184 ; 1/2 долларa. США. Шагающая свобода ; 1946 ;  ; Ag ; VF-XF ; 15 ; Searcher ; 432 
 3185 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1949D ;  ; Ag ; XF ; 19 ; archy ; 577 
 3186 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1950D ;  ; Ag ; XF ; 12 ; сама71 ; 526 
 3187 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1951S ;  ; Ag ; XF ; 13 ; archy ; 556 
 3188 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1952D ;  ; Ag ; XF ; 11 ; pref ; 454 
 3189 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1953D ;  ; Ag ; XF ; 10 ; Searcher ; 445 
 3190 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1954D ;  ; Ag ; XF ; 8 ; Searcher ; 445 
 3191 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1957D ;  ; Ag ; XF ; 10 ; Searcher ; 445 
 3192 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1958D ;  ; Ag ; XF+ ; 12 ; bob375 ; 454 
 3193 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1959D ;  ; Ag ; XF+ ; 18 ; bob375 ; 526 
 3194 ; 1/2 долларa. США. Колокол свободы. Бенджамин Франклин ; 1963D ;  ; Ag ; XF+ ; 17 ; bob375 ; 466 
 3195 ; 1/2 долларa. США. Кеннади ; 1964 ;  ; Ag ; AU/Unc ; 15 ; oleghh7 ; 352 
 3196 ; 1/2 долларa. США. Кеннади ; 1964D ;  ; Ag ; AU/Unc ; 12 ; tamsimun ; 368 
 3197 ; 1/2 долларa. США. Кеннади ; 1966 ;  ; Ag ; Unc ; 19 ; oleghh7 ; 281 
 3198 ; 1/2 долларa. США. Кеннади ; 1968 ;  ; Ag ; Unc/AU ; 12 ; l1 ; 206 
 3199 ; 1/2 долларa. США. Кеннади ; 1969D ;  ; Ag ; Unc ; 19 ; oleghh7 ; 281 
 3200 ; 1/4 долларa. США ; 1936 ;  ; Ag ; VF- ; 15 ; l1 ; 124 
 3201 ; 1/4 долларa. США ; 1941 ;  ; Ag ; VF ; 12 ; l1 ; 124 
 3202 ; 1/4 долларa. США ; 1942S ;  ; Ag ; VF+ ; 19 ; сама71 ; 210 
 3203 ; 1/4 долларa. США ; 1942 ;  ; Ag ; VF-XF ; 12 ; pref ; 127 
 3204 ; 1/4 долларa. США ; 1943D ;  ; Ag ; VF-XF ; 14 ; Searcher ; 149 
 3205 ; 1/4 долларa. США ; 1943 ;  ; Ag ; XF ; 9 ; Searcher ; 160 
 3206 ; 1/4 долларa. США ; 1945 ;  ; Ag ; VF+ ; 12 ; l1 ; 124 
 3207 ; 1/4 долларa. США ; 1945S ;  ; Ag ; VF+ ; 12 ; l1 ; 124 
 3208 ; 1/4 долларa. США ; 1946 ;  ; Ag ; VF-XF ; 17 ; pref ; 127 
 3209 ; 1/4 долларa. США ; 1948S ;  ; Ag ; XF ; 9 ; Searcher ; 153 
 3210 ; 1/4 долларa. США ; 1948 ;  ; Ag ; AU ; 8 ; Searcher ; 193 
 3211 ; 1/4 долларa. США ; 1950 ;  ; Ag ; XF ; 15 ; salim ; 153 
 3212 ; 1/4 долларa. США ; 1952 ;  ; Ag ; XF ; 9 ; manson ; 156 
 3213 ; 1/4 долларa. США ; 1952S ;  ; Ag ; XF ; 5 ; Searcher ; 160 
 3214 ; 1/4 долларa. США ; 1953D ;  ; Ag ; XF ; 3 ; manson ; 156 
 3215 ; 1/4 долларa. США ; 1954D ;  ; Ag ; XF ; 3 ; manson ; 156 
 3216 ; 1/4 долларa. США ; 1956D ;  ; Ag ; XF ; 17 ; pref ; 126 
 3217 ; 1/4 долларa. США ; 1957D ;  ; Ag ; XF ; 4 ; Searcher ; 160 
 3218 ; 1/4 долларa. США ; 1958D ;  ; Ag ; XF+ ; 4 ; Searcher ; 160 
 3219 ; 1/4 долларa. США ; 1959D ;  ; Ag ; XF+ ; 4 ; Searcher ; 160 
 3220 ; 1/4 долларa. США ; 1960D ;  ; Ag ; XF+ ; 4 ; Searcher ; 160 
 3221 ; 1/4 долларa. США ; 1961D ;  ; Ag ; XF+ ; 4 ; Searcher ; 160 
 3222 ; 1/4 долларa. США ; 1962D ;  ; Ag ; XF+ ; 4 ; matehev ; 160 
 3223 ; 1/4 долларa. США ; 1963D ;  ; Ag ; XF+ ; 5 ; manson ; 167 
 3224 ; 1/4 долларa. США ; 1964D ;  ; Ag ; AU/Unc ; 5 ; manson ; 167 
 3225 ; 1/4 долларa. США ; 1964D ;  ; Ag ; AU/Unc ; 6 ; 439 ; 171 
 3126 ; 1 крона. Великобритания ; 1889 ;  ; Ag ; F-VF ; 17 ; paranoy ; 1224 
 3127 ; 1 крона. Великобритания ; 1897 ;  ; Ag ; VF ; 17 ; S1952 ; 1479 
 3128 ; 8 реалов. Мексика, Кульякан ; 1888 ;  ; Ag ; VF-XF ; 16 ; SergeyDzen ; 1119 
 3129 ; 20 крон. Чехословакия. Масарик ; 1937 ;  ; Ag ; XF+ ; 12 ; VelesDS ; 363 
 3130 ; 10 крон. Чехословакия. Масарик ; 1928 ;  ; Ag ; XF+ ; 9 ; manson ; 276 
 3131 ; 5 шиллингов. Австрия ; 1961 ;  ; Ag ; VF-XF ; 7 ; полк ; 113 
 3132 ; 2 лата. Латвия ; 1926 ;  ; Ag ; XF ; 7 ; zemlyk2014 ; 255 
 3133 ; 1 крона. Австрия ; 1913 ;  ; Ag ; XF ; 16 ; MDV ; 175 
