 3292 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 17 ; Poiuyt ; 21 
 2234 ; 10 злотых. Польша. Легионерский орел ; 1934 ;  ; Ag ; VF-XF ; 195 ; ICEK ; 2266 
 2235 ; 10 злотых. Польша ; 1935 ;  ; Ag ; XF ; 7 ; ICEK ; 334 
 2236 ; 1 доллар. США. Морган ; 1889 ;  ; Ag ; AU ; 58 ; бандит ; 3845 
 2237 ; 1 доллар. США. Морган ; 1898 ;  ; Ag ; AU ; 26 ; DrAlex1701 ; 1041 
 2238 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1936 ; A ; Ag ; XF+ ; 45 ; Kolya-kms ; 546 
 2239 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1939 ; J ; Ag ; VF+ ; 52 ; o.k. ; 524 
 2240 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга ; 1935 ; A ; Ag ; VF+ ; 42 ; SKV ; 413 
 2241 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1938 ; E ; Ag ; VF+ ; 35 ; o.k. ; 425 
 2242 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1937 ; A ; Ag ; XF- ; 30 ; o.k. ; 524 
 2243 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1939 ; D ; Ag ; XF ; 63 ; o.k. ; 524 
 2244 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1939 ; F ; Ag ; VF+ ; 24 ; ВМШ ; 532 
 2245 ; 5 марок. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1939 ; A ; Ag ; VF-XF ; 33 ; o.k. ; 515 
 2246 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1938 ; G ; Ag ; VF-XF ; 26 ; SKV ; 251 
 2247 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1938 ; A ; Ag ; VF-XF ; 45 ; SKV ; 251 
 2248 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1937 ; E ; Ag ; XF ; 16 ; SKV ; 310 
 2249 ; 2 марки. Германия. На смерть Пауля фон Гинденбурга. Свастика ; 1939 ; J ; Ag ; XF- ; 15 ; ЕВС ; 352 
 2250 ; 500 марок. Германия. Веймар ; 1923 ;  ; Al ; AU ; 38 ; Михалыч ; 132 
 2251 ; 1 крона. Эстония ; 1934 ;  ; Al/Br ; VF+ ; 55 ; hvvr ; 295 
 2252 ; 1 крейцер. Австрия ; 1851 ;  ; Cu ; VF- ; 73 ; kostian1284 ; 566 
 2253 ; 3 пенса. Австралия ; 1948 ;  ; Ag ; VF ; 35 ; von_Schwarz ; 77 
 2254 ; 6 пенсов. Австралия ; 1955 ;  ; Ag ; VF ; 26 ; димитрий ; 102 
 2255 ; 6 пенсов. Австралия ; 1946 ;  ; Ag ; VF+ ; 6 ; dmi ; 126 
 2256 ; 3 пенса. Великобритания ; 1878 ;  ; Ag ; VF ; 65 ; kro ; 231 
 2257 ; 1 цент. Гонконг ; 1863 ;  ; Br ; XF+ ; 72 ; lawyer ; 512 
 2258 ; 1 цент. Канада ; 1887 ;  ; Br ; F-VF ; 41 ; smel ; 125 
 2259 ; 1 доллар. Канада ; 1989 ;  ; Br в Ni ; XF+ ; 3 ; Alexsey2000 ; 22 
 2260 ; 1 доллар. Канада ; 1990 ;  ; Br в Ni ; XF+ ; 18 ; VR62 ; 35 
 2261 ; 1/4 доллара. США ; 1976 ;  ; Cu/Ni  ; AU ; 22 ; DrAlex1701 ; 30 
 2262 ; 10 сантимов. Франция ; 1901 ;  ; Br ; VF ; 37 ; VR62 ; 104 
 2263 ; 5 сантимов. Франция ; 1920 ;  ; Br ; VF ; 37 ; В1951 ; 79 
 2264 ; 1 фунт. Ирландия ; 1990 ;  ; Cu/Ni ; VF ; 15 ; bethowen ; 70 
 2265 ; 1 пенни. Ирландия ; 1942 ;  ; Br  ; VF- ; 21 ; VR62 ; 22 
 2266 ; 1 тугрик. Монголия. 50 лет революции ; 1971 ;  ; Al/Br  ; VF+ ; 8 ; fillin ; 23 
 2267 ; 1 тугрик. Монголия. 50 лет революции ; 1971 ;  ; Al/Br ; AU ; 9 ; BVM ; 46 
 2268 ; 5 сантимов. Латвия ; 1922 ;  ; Br  ; VF+ ; 46 ; olegnw ; 80 
 2269 ; 5 сантимов. Латвия ; 1922 ;  ; Br  ; VF+ ; 45 ; Скрудж ; 51 
 2270 ; 1 цент. Литва ; 1936 ;  ; Br  ; VF ; 30 ; olegnw ; 63 
 2271 ; 1 крона. Австрия ; 1902 ;  ; Ag ; VF- ; 57 ; VR62 ; 94 
 2272 ; 1 крона. Австрия ; 1895 ;  ; Ag ; VF- ; 69 ; moneta ; 99 
 1698 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 23 ; Vico ; 110 
 1699 ; 1 рубль ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; XF- ; 26 ; Shurlamp ; 53 
 1700 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; AU ; 2 ; rbcrf ; 102 
 1701 ; 20 копеек ; 1989 ;  ; Cu-Ni ; XF ; 1 ; alk ; 2 
 1702 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; AU ; 5 ; tati1545 ; 6 
 1703 ; 15 копеек ; 1991 ; ЛМД  ; Cu-Ni ; VF-XF ; 1 ; kro ; 2 
 1704 ; 15 копеек ; 1991 ; ММД  ; Cu-Ni ; VF+ ; 1 ; kro ; 2 
 1705 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 28 ; shaxter ; 28 
 1706 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; XF+ ; 5 ; lm5665 ; 16 
 1707 ; 10 копеек ; 1991 ; без буквы  ; Cu-Ni ; AU ; 66 ; erdnaj ; 1928 
 1708 ; 10 копеек ; 1961 ;  ; Cu-Ni ; VF ; 1 ; джокер ; 2 
 1709 ; 5 копеек ; 1934 ;  ; Br ; VF ; 91 ; ashipko ; 3122 
 1710 ; 1 копейка ; 1935 ;  ; Br ; VF+ ; 41 ; alexandervolkov ; 329 
 1711 ; 1 копейка ; 1954 ;  ; Br ; AU ; 49 ; kro ; 93 
 1712 ; 1 копейка ; 1962 ;  ; Cu-Zn ; XF ; 25 ; hjk1974 ; 108 
 1713 ; 1 копейка ; 1990 ;  ; Cu-Zn ; AU ; 33 ; kro ; 32 
 1714 ; 1 копейка ; 1986 ;  ; Cu-Zn ; AU ; 56 ; Алек ; 57 
 1715 ; "Набор монет ""70 лет Великой Социалистической революции"": 5 рублей, 3 рубля, 1 рубль (3шт). Упаковка" ; 1987 ;  ; Ag ; proof ; 98 ; holyLazar ; 2156 
 2191 ; Двойной луидор. Франция. Людовик XV ; 1750 ; К ; Au ; F-VF ; 80 ; joker ; 30464 
 2192 ; Двойной луидор. Франция. Людовик XVI ; 1786 ;  I ; Au ; VF+/XF- ; 81 ; pd ; 30409 
 2193 ; Цехин. Италия, Венеция. Людовик Монин 1789-1797 ;  ;  ; Au ; VF+ ; 71 ; Михалыч ; 4246 
 2194 ; 1 соверен. Австралия. Королева Виктория ; 1864 ;  ; Au ; VF+ ; 27 ; Михалыч ; 7139 
 2195 ; 20 марок. Гамбург ; 1900 ; J ; Au ; XF+ ; 4 ; pd ; 10000 
 2196 ; 20 марок. Вюртемберг. Вильгельм II ; 1900 ; F ; Au ; XF+ ; 18 ; region23 ; 8438 
 2197 ; 10 франков. Франция. Наполеон III ; 1857 ;  ; Au ; VF- ; 90 ; SKV ; 2540 
 2198 ; 1/2 соверена. Великобритания ; 1884 ;  ; Au ; VF-XF ; 73 ; kolobokoff ; 4549 
 2199 ; 100 долларов. Британские Виргинские о-ва. Елизаветта II. Упаковка ; 1975 ;  ; Au ; Unc ; 31 ; lucy ; 5343 
 2200 ; 25000 добра - 50 экю. Сан Томе и Принсипе. 15 годовщина Международной комиссии по разработке технических норм и стандартов на электрооборудование ; 1993 ;  ; Au ; proof ; 54 ; ЕВС ; 5614 
 2201 ; 50 долларов. Острова Кука. 500 лет Америке ; 1991 ;  ; Au ; proof ; 90 ; hugo ; 5336 
 2202 ; 25 динер. Андорра. Экю. Таможенный союз ; 1993 ;  ; Au ; Unc ; 61 ; ЕВС ; 3798 
 2203 ; 100 долларов. Либерия. Год Овцы. С сертификатом подлинности ; 2003 ;  ; Au ; proof ; 24 ; ЕВС ; 4665 
 2204 ; 100 долларов. Канада. XXI Олимпийские игры в Монтреале. С сертификатом подлинности, в подарочной коробке ; 1976 ;  ; Au ; proof ; 22 ; boroda ; 15000 
 2205 ; 100 курушей. Турция. Правитель Абдул Хамид II. Подвеска 12 часов ; 1293 л.х ;  ; Au ; VF ; 38 ; radist1969 ; 4590 
 2206 ; 2 песо. Мексика ; 1945 ;  ; Au ; AU ; 52 ; АЛЕКСАНДРЪ ; 2494 
 2207 ; 100 долларов. Тринидад и Тобаго. С сертификатом подлинности. Упаковка ; 1976 ;  ; Au ; proof ; 19 ; hugo ; 4045 
 2208 ; 30 долларов. Австралия. Год петуха. Капсула ; 2005 ;  ; Ag ; proof ; 39 ; ЕВС ; 15300 
 2209 ; 2 талера. Пруссия ; 1841 ;  ; Ag ; VF/VF+ ; 59 ; anselm2001 ; 4209 
 2210 ; Талер. Саксония ; 1829 ; S ; Ag ; VF+/VF-XF ; 64 ; os ; 2572 
 2211 ; Талер. Франкфурт на Майне. Немецкий охотничий фестиваль ; 1862 ;  ; Ag ; XF+ ; 24 ; pd ; 4291 
 2212 ; Талер. Вюртемберг. Победа в Франко-Прусской войне ; 1871 ;  ; Ag ; XF ; 29 ; pd ; 5209 
 2213 ; Талер. Бавария. Победа Германии в Франко-Прусской войне ; 1871 ;  ; Ag ; XF+ ; 62 ; pd ; 3870 
 2214 ; Талер. Вальдек-Пирмонт ; 1867 ; А ; Ag ; XF ; 10 ; bier ; 5463 
 2215 ; Талер. Ганновер ; 1855 ; В ; Ag ; XF- ; 4 ; pd ; 5100 
 2216 ; Талер. Франкфурт на Майне. Памятный ; 1859 ;  ; Ag ; XF/VF-XF ; 49 ; pd ; 3429 
 2217 ; Талер Пруссия ; 1861 ; А ; Ag ; AU ; 51 ; ЕВС ; 2032 
 2218 ; 1/2 талера. Италия, Венеция ; 1797 ;  ; Ag ; VF ; 194 ; Alexdav ; 3955 
 2219 ; 1/4 талера. Австрийские Нидерланды ; 1793 ;  ; Ag ; F-VF ; 77 ; slav_1962 ; 341 
 2220 ; 2,5 гульдена. Нидерланды. Вильгельм II ; 1872 ;  ; Ag ; VF ; 59 ; sherif-69 ; 2064 
 2221 ; 5 франков. Бельгия. Леопольд II ; 1872 ;  ; Ag ; VF-XF ; 42 ; kolobokoff ; 1030 
 2222 ; 5 марок. Пруссия. Вильгельм II ; 1914 ; A ; Ag ; XF+/AU ; 54 ; foma71 ; 1639 
 1648 ; 5 рублей СПМД ; 2002 ;  ; Cu в Cu/Ni ; AU ; 66 ; SVE ; 316 
 1649 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 35 ; DrAlex ; 35 
 1650 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 10 ; DrAlex ; 21 
 1651 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; proof ; 60 ; hjk1974 ; 4590 
 1652 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; proof ; 16 ; solder13 ; 104 
 1653 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; proof ; 16 ; kro ; 107 
 1654 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; proof ; 15 ; Nalivaichenko ; 82 
 1655 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении  ; Cu-Ni ; proof ; 62 ; Vico ; 218 
 1656 ; 20 копеек ; 1935 ; л/с звезда плоская  ; Ni ; VF ; 7 ; vanamo ; 57 
 1657 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; VF-XF ; 8 ; BVM ; 36 
 1658 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; VF+ ; 59 ; PVA13 ; 270 
 1659 ; 20 копеек ; 1942 ; л/с звезда плоская  ; Ni ; XF ; 57 ; elac ; 178 
 1660 ; 20 копеек ; 1949 ;  ; Ni ; VF+ ; 2 ; Eugen ; 30 
 1661 ; 20 копеек ; 1953 ;  ; Ni ; VF+ ; 22 ; Lotus 99 ; 41 
 1662 ; 20 копеек ; 1954 ;  ; Ni ; XF- ; 2 ; Eugen ; 30 
 1663 ; 15 копеек ; 1931 ;  ; Ni ; XF ; 55 ; rbcrf ; 120 
 1664 ; 15 копеек ; 1933 ;  ; Ni ; VF- ; 20 ; vanamo ; 82 
 1665 ; 15 копеек ; 1941 ;  ; Ni ; VF- ; 28 ; Lotus 99 ; 57 
 1666 ; 15 копеек ; 1944 ;  ; Ni ; VF+ ; 45 ; dobro ; 397 
 1667 ; 15 копеек ; 1954 ;  ; Ni ; VF-XF ; 49 ; kro ; 65 
 1668 ; 10 копеек ; 1933 ;  ; Ni ; VF-XF ; 6 ; Eugen ; 53 
 1669 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 6 ; Vico ; 111 
 1670 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 25 ; focus-nik2006 ; 159 
 1671 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 33 ; kolobok ; 153 
 1672 ; 15 копеек ; 1931 ;  ; Ni ; AU ; 19 ; IrinaM ; 187 
 1673 ; 10 копеек ; 1924 ;  ; Ag ; VF-XF ; 28 ; 0.0. ; 261 
 1674 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 10 ; focus-nik2006 ; 28 
 1675 ; 10 копеек ; 1928 ;  ; Ag ; XF ; 20 ; surf2k5 ; 43 
 1676 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 35 ; IrinaM ; 153 
 1677 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 67 ; IrinaM ; 204 
 1678 ; 10 копеек ; 1928 ;  ; Ag ; XF+ ; 15 ; lm5665 ; 43 
 1679 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 35 ; surf2k5 ; 90 
 1680 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 22 ; BVM ; 41 
 1681 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 28 ; DrAlex ; 34 
 1682 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 24 ; DrAlex ; 35 
 1683 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 35 ; surf2k5 ; 36 
 1684 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 32 ; alexandervolkov ; 33 
 1685 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 30 ; kro ; 51 
 1686 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 27 ; kro ; 83 
 1687 ; 20 копеек ; 1925 ;  ; Ag ; F-VF ; 2 ; kro ; 51 
 1688 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 41 ; surf2k5 ; 42 
 1689 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 17 ; jef688 ; 17 
 1690 ; 10 копеек ; 1927 ;  ; Ag ; F+ ; 11 ; jef688 ; 11 
 1691 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 42 ; DrAlex ; 289 
 1692 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; F+ ; 28 ; RVK ; 101 
 1693 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F-VF ; 33 ; alexey_s ; 129 
 1694 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; F-VF ; 33 ; Coins911 ; 138 
 1695 ; Полкопейки ; 1925 ;  ; Cu ; VF- ; 22 ; rustam ; 231 
 1696 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; proof ; 71 ; vladimir232 ; 3741 
 1697 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Тереш ; Cu-Ni ; proof ; 25 ; elac ; 705 
 1598 ; Лот монет СССР (3 шт): 15 коп ; 1923-1925 ;  ; Ag ; VF+ ; 15 ; bay79 ; 71 
 1599 ; Лот монет СССР (3 шт): 20, 15, 10 коп ; 1923 ;  ; Ag ; VF+/XF- ; 13 ; САРВОДА ; 155 
 1600 ; Лот монет СССР (25 шт): 15 коп ; 1956-1986 ;  ; Cu/Ni,Ni ; VF/AU ; 15 ; RVK ; 251 
 1601 ; Лот монет СССР (30 шт): 10 коп ; 1953-1991 ;  ; Cu/Ni, Ni ; VF/AU ; 35 ; RVK ; 284 
 1602 ; Лот монет СССР (24 шт): 3 коп ; 1940-1983 ;  ; Cu/Zn,Br ; VF/AU ; 19 ; rustam ; 114 
 1603 ; Лот монет СССР (22 шт): 2 коп ; 1950-1985 ;  ; Cu/Zn, Br ; VF-/AU ; 27 ; kro ; 164 
 1604 ; Лот монет СССР (24 шт): 1 коп ; 1967-1987 ;  ; Cu/Zn ; VF+/AU ; 2 ; pixel ; 50 
 1605 ; Лот монет СССР (3 шт): 20 коп ; 1923-1927 ;  ; Ag ; VF-XF ; 47 ; САРВОДА ; 155 
 1606 ; Лот монет СССР (3шт): 15 коп ; 1927-1930 ;  ; Ag ; XF-/XF+ ; 63 ; ZAA_44 ; 116 
 1607 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 1 ; pixel ; 25 
 1608 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 39 ; solder13 ; 101 
 1609 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 12 ; flash ; 41 
 1610 ; 5 копеек ; 1946 ;  ; Br ; VF+ ; 3 ; джокер ; 31 
 1611 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 2 ; удод ; 31 
 1612 ; 5 копеек ; 1952 ;  ; Br ; VF+ ; 4 ; джокер ; 33 
 1613 ; 1 копейка ; 1963 ;  ; Cu-Zn ; AU ; 39 ; IrinaM ; 306 
 1614 ; 1 рубль ; 1982 ; 60 лет образования СССР  ; Cu-Ni ; proof ; 18 ; elac ; 441 
 1615 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; proof ; 4 ; rbcrf ; 203 
 1616 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; proof ; 32 ; fontanka ; 401 
 1617 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Ло ; Cu-Ni ; proof ; 40 ; Zeratul ; 410 
 1618 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 10 ; lm5665 ; 123 
 1619 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 11 ; Алек ; 220 
 1620 ; 50 копеек ; 1961 ;  ; Cu-Ni ; AU ; 46 ; Алек ; 900 
 1621 ; 20 копеек ; 1935 ; л/с звезда плоская  ; Ni ; VF ; 11 ; jenic ; 37 
 1622 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 38 ; Алек ; 955 
 1623 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 98 ; Михалыч ; 2652 
 1624 ; 15 копеек ; 1934 ;  ; Ni ; VF ; 13 ; swr ; 475 
 1625 ; 15 копеек ; 1931 ;  ; Ni ; XF ; 7 ; MICMAC ; 153 
 1626 ; 15 копеек ; 1957 ; в венке герба 15 лент  ; Ni ; XF+ ; 2 ; tyresmsk ; 102 
 1627 ; 10 копеек ; 1922 ;  ; Ag ; F-VF ; 42 ; SKV ; 82 
 1628 ; 10 копеек ; 1938 ;  ; Ni ; XF+ ; 16 ; topotun ; 803 
 1629 ; 10 копеек ; 1956 ; в венке герба 16 лент  ; Ni ; VF+ ; 5 ; kro ; 12 
 1630 ; 10 копеек ; 1972 ;  ; Cu-Ni ; XF ; 4 ; elac ; 11 
 1631 ; 5 копеек ; 1956 ;  ; Br ; AU ; 9 ; hjk1974 ; 202 
 1632 ; 5 копеек ; 1961 ;  ; Cu-Zn ; VF-XF ; 3 ; sg1945 ; 100 
 1633 ; 3 копейки ; 1940 ;  ; Br ; XF+ ; 9 ; IrinaM ; 51 
 1634 ; 3 копейки ; 1968 ;  ; Cu-Zn ; AU ; 32 ; kro ; 46 
 1635 ; 3 копейки ; 1980 ;  ; Cu-Zn ; AU ; 12 ; kro ; 51 
 1636 ; 2 копейки ; 1961 ;  ; Cu-Zn ; AU ; 14 ; IrinaM ; 306 
 1637 ; 2 копейки ; 1955 ;  ; Br ; VF-XF ; 1 ; sg1945 ; 99 
 1638 ; 1 копейка ; 1933 ;  ; Br ; VF+ ; 38 ; Lotus 99 ; 135 
 1639 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 5 ; Алек ; 41 
 1640 ; 1 копейка ; 1953 ;  ; Br ; AU ; 14 ; hjk1974 ; 73 
 1641 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 34 ; DrAlex ; 34 
 1642 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 16 ; focus-nik2006 ; 41 
 1643 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 45 ; SKV ; 101 
 1644 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 32 ; kro ; 33 
 1645 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 12 ; jef688 ; 27 
 1646 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 32 ; jenic ; 32 
 1647 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; AU ; 23 ; shmatko24 ; 31 
 1548 ; 5 копеек ; 1941 ;  ; Br ; VF+ ; 46 ; den_ff ; 797 
 1549 ; 5 копеек ; 1945 ;  ; Br ; VF ; 39 ; SVE ; 1020 
 1550 ; 5 копеек ; 1950 ;  ; Br ; XF- ; 31 ; skrudg ; 580 
 1551 ; 5 копеек ; 1951 ;  ; Br ; VF+ ; 51 ; vladimir232 ; 1032 
 1552 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 2 ; BVM ; 20 
 1553 ; 5 копеек ; 1970 ;  ; Cu-Zn ; AU ; 41 ; Михалыч ; 6122 
 1554 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 51 ; kuril ; 919 
 1555 ; 5 копеек ; 1972 ;  ; Cu-Zn ; AU ; 57 ; Алек ; 1669 
 1556 ; 5 копеек ; 1973 ;  ; Cu-Zn ; AU ; 42 ; Алек ; 518 
 1557 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 34 ; Aleks1 ; 264 
 1558 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 7 ; PVA13 ; 258 
 1559 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 22 ; Алек ; 303 
 1560 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF+ ; 2 ; and000 ; 11 
 1561 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF- ; 4 ; and000 ; 11 
 1562 ; 5 копеек ; 1975 ;  ; Cu-Zn ; XF- ; 20 ; nisni ; 57 
 1563 ; 5 копеек ; 1975 ;  ; Cu-Zn ; AU ; 35 ; Алек ; 261 
 1564 ; 5 копеек ; 1975 ;  ; Cu-Zn ; VF-XF ; 23 ; vanamo ; 22 
 1565 ; 5 копеек ; 1976 ;  ; Cu-Zn ; VF+ ; 1 ; kro ; 2 
 1566 ; 5 копеек ; 1980 ;  ; Cu-Zn ; VF+ ; 23 ; джокер ; 22 
