 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 2204 ; 5 лей. Румыния ; 1883 ;  ; Ag ; VF- ; 21 ; taran1 ; 1358 
 2205 ; 5 франков. Бельгия ; 1872 ;  ; Ag ; VF ; 9 ; QSL ; 860 
 2206 ; 5 франков. Франция ; 1839В ;  ; Ag ; VF- ; 6 ; Mike! ; 725 
 2207 ; 5 пенго. Венгрия. 10 лет регентству адмирала Хорти ; 1930 ;  ; Ag ; VF ; 10 ; taran1 ; 600 
 2208 ; 50 крон. Швеция. На бракосочетание ; 1976 ;  ; Ag ; AU ; 18 ; Алек ; 878 
 2209 ; 5 крон. Швеция. 100 лет конституционной реформе ; 1966 ;  ; Ag ; XF+ ; 3 ; alno51 ; 463 
 2210 ; 25 песо. Мексика.  XIX Олимпиада ; 1968 ;  ; Ag ; AU ; 17 ; lsp25 ; 594 
 2211 ; 2-1/2 гульдена. Нидерланды ; 1964 ;  ; Ag ; AU ; 14 ; Mike! ; 285 
 2212 ; 2-1/2 гульдена. Нидерланды ; 1961 ;  ; Ag ; AU ; 16 ; nikolay ; 304 
 2213 ; 5 франков. Монако ; 1966 ;  ; Ag ; XF- ; 4 ; Mike! ; 463 
 2214 ; 100 песет. Испания ; 1966 ;  ; Ag ; AU ; 6 ; aviator ; 370 
 2215 ; 5 шиллингов. Южная Африка ; 1958 ;  ; Ag ; AU ; 14 ; 23011976 ; 602 
 2116 ; 1 пфенниг. Германия ; 1897A ;  ; Cu ; VF- ; 10 ; evg65 ; 24 
 2117 ; 1 пфенниг. Германия ; 1898A ;  ; Cu ; VF ; 9 ; capitan.71 ; 70 
 2118 ; 1 пфенниг. Германия ; 1898E ;  ; Cu ; VF- ; 9 ; evg65 ; 24 
 2119 ; 1 пфенниг. Германия ; 1899A ;  ; Cu ; VF ; 19 ; capitan.71 ; 70 
 2120 ; 1 пфенниг. Германия ; 1899D ;  ; Cu ; VF- ; 18 ; alno51 ; 41 
 2121 ; 1 пфенниг. Германия ; 1900A ;  ; Cu ; VF- ; 21 ; Luka ; 26 
 2122 ; 1 пфенниг. Германия ; 1900E ;  ; Cu ; VF ; 19 ; capitan.71 ; 70 
 2123 ; 1 пфенниг. Германия ; 1905E ;  ; Cu ; VF ; 21 ; capitan.71 ; 70 
 2124 ; 1 пфенниг. Германия ; 1906E ;  ; Cu ; VF ; 22 ; AI ; 28 
 2125 ; 1 пфенниг. Германия ; 1906G ;  ; Cu ; VF ; 22 ; Luka ; 32 
 2126 ; 1 пфенниг. Германия ; 1907A ;  ; Cu ; VF+ ; 13 ; capitan.71 ; 70 
 2127 ; 1 пфенниг. Германия ; 1907D ;  ; Cu ; VF+ ; 15 ; capitan.71 ; 70 
 2128 ; 1 пфенниг. Германия ; 1907E ;  ; Cu ; VF ; 21 ; alno51 ; 43 
 2129 ; 1 пфенниг. Германия ; 1908D ;  ; Cu ; VF ; 36 ; Luka ; 35 
 2130 ; 1 пфенниг. Германия ; 1908E ;  ; Cu ; VF-XF ; 24 ; capitan.71 ; 70 
 2131 ; 1 пфенниг. Германия ; 1911E ;  ; Cu ; VF-XF ; 20 ; capitan.71 ; 70 
 2132 ; 1 пфенниг. Германия ; 1913A ;  ; Cu ; VF-XF ; 9 ; Полянка ; 72 
 2133 ; 1 пфенниг. Германия ; 1913E ;  ; Cu ; XF- ; 28 ; alno51 ; 45 
 2134 ; 1 пфенниг. Германия ; 1915E ;  ; Cu ; VF-XF ; 18 ; capitan.71 ; 70 
 2135 ; 1 пфенниг. Германия ; 1915J ;  ; Cu ; VF- ; 26 ; Luka ; 26 
 2136 ; 1 пфенниг. Германия ; 1916E ;  ; Cu ; VF ; 24 ; zelya ; 57 
 2137 ; 10 марок. ФРГ. 900 лет со дня рождения Хильдегард фон Бинген ; 1998J ;  ; Ag ; Proof ; 7 ; Mike! ; 443 
 2138 ; 10 марок. ФРГ. 10 лет воссоединению ; 2000G ;  ; Ag ; Proof ; 8 ; В1951 ; 466 
 2139 ; 10 марок. ФРГ. 250 лет со дня рождения Гете ; 1999G ;  ; Ag ; Proof ; 3 ; S1952 ; 407 
 2140 ; 10 марок. ФРГ. Конституционный Федеральный суд ; 2001G ;  ; Ag ; Proof ; 3 ; 1tomas ; 407 
 2141 ; 10 марок. ФРГ. 250 лет со дня смерти Баха ; 2000J ;  ; Ag ; Proof ; 6 ; S1952 ; 434 
 2142 ; 10 марок. ФРГ. Природа, техника,человек ; 2000G ;  ; Ag ; Proof ; 6 ; В1951 ; 466 
 2143 ; 10 марок. ФРГ. 1200 лет со дня основания церкви в Аахене ; 2000G ;  ; Ag ; Proof ; 3 ; aviator ; 407 
 2144 ; 10 марок. ФРГ. Попытка устранить Гитлера 20 июля 1944 года ; 1998G ;  ; Ag ; Proof ; 2 ; Mike! ; 399 
 2145 ; 10 марок. ФРГ. 50 лет конституции ФРГ ; 1999G ;  ; Ag ; Proof ; 4 ; S1952 ; 416 
 2146 ; 10 марок. ФРГ. Благотворительная организация для детей оставшихся без родителей во всем мире ; 1999J ;  ; Ag ; Proof ; 2 ; Mike! ; 399 
 2147 ; 10 марок. ФРГ. 50 лет немецкой марке ; 1998G ;  ; Ag ; Proof ; 4 ; QSL ; 416 
 2148 ; 10 марок. ФРГ. 300 лет Франковскому Благотворительному пожертвованию ; 1998G ;  ; Ag ; Proof ; 3 ; QSL ; 407 
 2149 ; 10 марок. ФРГ. Олимпида в Мюнхене ; 1972F ;  ; Ag ; AU ; 5 ; QSL ; 354 
 2150 ; 10 марок. ФРГ. 40 лет ФРГ ; 1989G ;  ; Ag ; AU ; 7 ; Drakon ; 417 
 2151 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Стресеманна ; 1978D ;  ; Ag ; AU ; 1 ; Mike! ; 222 
 2152 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 3 ; 1tomas ; 228 
 2153 ; 5 марок. ФРГ. 150 лет Немецкому Археологическому институту ; 1979J ;  ; Ag ; AU ; 6 ; vol ; 243 
 2154 ; 5 марок. ФРГ. Основание Немецкого государства ; 1971G ;  ; Ag ; AU ; 5 ; vol ; 238 
 2155 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974D ;  ; Ag ; AU ; 2 ; Mike! ; 223 
 2156 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; AU ; 1 ; Mike! ; 222 
 2157 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюманна ; 1978F ;  ; Ag ; AU ; 3 ; vol ; 228 
 2158 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 3 ; vol ; 228 
 2159 ; 5 марок. ФРГ. 500 лет со дян рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 6 ; avp ; 247 
 2160 ; 5 марок. ФРГ. Год защиты Европейских памятников ; 1975F ;  ; Ag ; AU ; 2 ; aviator ; 227 
 2161 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гаусса ; 1977J ;  ; Ag ; AU ; 1 ; Mike! ; 222 
 2162 ; 5 марок. ФРГ. 25 лет конституционному закону ; 1974F ;  ; Ag ; AU ; 5 ; vol ; 238 
 2163 ; 5 марок. ФРГ. 200 лет со дня рождения Бетховена ; 1970F ;  ; Ag ; AU ; 3 ; aviator ; 228 
 2164 ; 5 марок. ФРГ. 375 лет со дня смерти Герхарда Меркатора ; 1969F ;  ; Ag ; AU ; 3 ; димитрий ; 259 
 2165 ; 5 марок. ФРГ. 300 лет со дня смерти фон Гриммельсгаузена ; 1976D ;  ; Ag ; AU ; 2 ; Mike! ; 223 
 2066 ; 1 марка. Германия ; 1875A ;  ; Ag ; F-VF ; 1 ; Mike! ; 82 
 2067 ; 1 марка. Германия ; 1875E ;  ; Ag ; F-VF ; 18 ; radist1969 ; 139 
 2068 ; 1 марка. Германия ; 1875G ;  ; Ag ; F-VF ; 8 ; Luka ; 114 
 2069 ; 1 марка. Германия ; 1876C ;  ; Ag ; F-VF ; 11 ; Mike! ; 113 
 2070 ; 1 марка. Германия ; 1876F ;  ; Ag ; F-VF ; 6 ; radist1969 ; 121 
 2071 ; 1 марка. Германия ; 1904J ;  ; Ag ; VF-XF ; 45 ; 542 ; 251 
 2072 ; 1 марка. Германия ; 1907J ;  ; Ag ; XF- ; 44 ; partanen ; 259 
 2073 ; 1 марка. Германия ; 1911J ;  ; Ag ; VF-XF ; 33 ; alno51 ; 273 
 2074 ; 1 марка. Германия ; 1914D ;  ; Ag ; AU ; 28 ; 525 ; 420 
 2075 ; 1 марка. Германия ; 1914F ;  ; Ag ; XF+ ; 12 ; alno51 ; 255 
 2076 ; 1 марка. Германия ; 1915F ;  ; Ag ; AU ; 29 ; 525 ; 459 
 2077 ; 1/2 марки. Германия ; 1906E ;  ; Ag ; AU ; 20 ; 525 ; 255 
 2078 ; 1/2 марки. Германия ; 1911E ;  ; Ag ; AU ; 38 ; zelya ; 227 
 2079 ; 1/2 марки. Германия ; 1915E ;  ; Ag ; AU ; 18 ; Бендер ; 261 
 2080 ; 1/2 марки. Германия ; 1916E ;  ; Ag ; AU ; 8 ; capitan.71 ; 237 
 2081 ; 1/2 марки. Германия ; 1919E ;  ; Ag ; AU ; 17 ; zelya ; 227 
 2082 ; 1/2 силбергроша. Пруссия. Отверстие 12 часов ; 1871B ;  ; Ag ; F-VF ; 1 ; nato2008 ; 100 
 2083 ; 1 шиллинг. Германия (Мекленбург-Шверин), Фридрих II (1756-1785) ; 1764 ;  ; Ag ; VF- ; 26 ; sinisha ; 357 
 2084 ; 3 крейцера. Бавария, Максимилиан III Иосиф (1745-1777). Деформация ; 1766A ;  ; Ag ; F-VF ; 26 ; aviator ; 306 
 2085 ; 1 марка. Германия ; 1933G ;  ; Ni ; VF-XF ; 15 ; VladVK ; 523 
 2086 ; 1 марка. Германия ; 1937 F ;  ; Ni ; AU ; 37 ; Dimm ; 669 
 2087 ; 2 пфеннига. Германия ; 1874A ;  ; Cu ; VF+ ; 30 ; alno51 ; 110 
 2088 ; 2 пфеннига. Германия ; 1875A ;  ; Cu ; VF- ; 35 ; alno51 ; 49 
 2089 ; 2 пфеннига. Германия ; 1875E ;  ; Cu ; VF-XF ; 26 ; Alexdav ; 153 
 2090 ; 2 пфеннига. Германия ; 1876A ;  ; Cu ; VF- ; 22 ; marych2006 ; 50 
 2091 ; 2 пфеннига. Германия ; 1876D ;  ; Cu ; VF- ; 15 ; alno51 ; 29 
 2092 ; 2 пфеннига. Германия ; 1912E ;  ; Cu ; VF+ ; 18 ; Полянка ; 101 
 2093 ; 2 пфеннига. Германия ; 1912G ;  ; Cu ; VF ; 47 ; E68 ; 80 
 2094 ; 2 пфеннига. Германия ; 1912J ;  ; Cu ; VF+ ; 18 ; Полянка ; 101 
 2095 ; 2 пфеннига. Германия ; 1913F ;  ; Cu ; VF- ; 22 ; Luka ; 34 
 2096 ; 2 пфеннига. Веймар ; 1923D ;  ; Br ; VF+ ; 30 ; Alexdav ; 36 
 2097 ; 2 пфеннига. Германия ; 1937A ;  ; Br ; VF+ ; 34 ; capitan.71 ; 100 
 2098 ; 2 пфеннига. Германия ; 1937D ;  ; Br ; VF ; 36 ; E68 ; 87 
 2099 ; 2 пфеннига. Германия ; 1937F ;  ; Br ; VF ; 18 ; Dimm ; 56 
 2100 ; 2 пфеннига. Германия ; 1937J ;  ; Br ; VF+ ; 30 ; capitan.71 ; 100 
 2101 ; 2 пфеннига. Германия ; 1938A ;  ; Br ; VF ; 36 ; Luka ; 51 
 2102 ; 2 пфеннига. Германия ; 1938B ;  ; Br ; XF- ; 39 ; capitan.71 ; 100 
 2103 ; 2 пфеннига. Германия ; 1938D ;  ; Br ; XF- ; 16 ; capitan.71 ; 100 
 2104 ; 2 пфеннига. Германия ; 1938E ;  ; Br ; F+ ; 30 ; Luka ; 56 
 2105 ; 2 пфеннига. Германия ; 1938F ;  ; Br ; VF+ ; 29 ; capitan.71 ; 100 
 2106 ; 2 пфеннига. Германия ; 1938G ;  ; Br ; VF- ; 31 ; E68 ; 72 
 2107 ; 2 пфеннига. Германия ; 1938J ;  ; Br ; VF+ ; 24 ; E68 ; 102 
 2108 ; 2 пфеннига. Германия ; 1939A ;  ; Br ; VF- ; 41 ; PaulMS ; 54 
 2109 ; 2 пфеннига. Германия ; 1939B ;  ; Br ; VF ; 26 ; PaulMS ; 54 
 2110 ; 2 пфеннига. Германия ; 1939D ;  ; Br ; VF+ ; 22 ; capitan.71 ; 100 
 2111 ; 2 пфеннига. Германия ; 1939E ;  ; Br ; VF+ ; 29 ; capitan.71 ; 100 
 2112 ; 2 пфеннига. Германия ; 1939F ;  ; Br ; VF+ ; 19 ; Luka ; 61 
 2113 ; 2 пфеннига. Германия ; 1939G ;  ; Br ; VF ; 24 ; PaulMS ; 54 
 2114 ; 2 пфеннига. Германия ; 1939J ;  ; Br ; VF ; 30 ; Luka ; 56 
 2115 ; 2 пфеннига. Германия ; 1940A ;  ; Br ; XF- ; 17 ; capitan.71 ; 100 
 2016 ; 3 марки. Веймар. 1000 лет городу Майсену ; 1929E ;  ; Ag ; AU ; 8 ; QSL ; 1625 
 2017 ; 3 марки. Веймар. 200 лет со дня рождения Готхольда Лессинга ; 1929F ;  ; Ag ; AU ; 38 ; Майкл ; 2295 
 2018 ; 3 марки. Веймар. Дерижабль Граф Цеппелин ; 1930 А ;  ; Ag ; AU ; 55 ; zhabon 06 ; 2883 
 2019 ; 3 марки. Веймар. Освобождение Рейнланда ; 1930 А ;  ; Ag ; AU ; 23 ; k212 ; 1487 
 2020 ; 3 марки. Веймар. 100 лет со дня смерти фон Стейна ; 1931 А ;  ; Ag ; AU ; 55 ; АБВ ; 2934 
 2021 ; 2 марки. Пруссия. 200 лет Пруссии ; 1901 ;  ; Ag ; AU ; 79 ; andrew24 ; 724 
 2022 ; 2 марки. Пруссия. 200 лет королевству Пруссии ; 1901 ;  ; Ag ; VF- ; 5 ; QSL ; 692 
 2023 ; 2 марки. Бавария ; 1901D ;  ; Ag ; F-VF ; 15 ; QSL ; 714 
 2024 ; 2 марки. Баден. 50 лет правления ; 1902 ;  ; Ag ; XF/AU ; 42 ; Tarkus ; 1496 
 2025 ; 2 марки. Бавария ; 1906 D ;  ; Ag ; AU ; 41 ; МЮВ ; 1106 
 2026 ; 2 марки. Вюртемберг ; 1907F ;  ; Ag ; VF+ ; 21 ; lsp25 ; 1266 
 2027 ; 2 марки. Бавария. 90 лет со дня рождения принца регента Люитпольда ; 1911D ;  ; Ag ; XF/AU ; 48 ; benzin ; 1013 
 2028 ; 2 марки. Бавария. 90 лет принцу-регенту Луитпольду ; 1911 D ;  ; Ag ; AU ; 101 ; lsp25 ; 1027 
 2029 ; 2 марки. Пруссия. 25 лет правления ; 1913A ;  ; Ag ; XF/AU ; 29 ; denni ; 788 
 2030 ; 2 марки. Пруссия. 25 лет правления ; 1913A ;  ; Ag ; XF/AU ; 9 ; Mike! ; 809 
 2031 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; XF ; 24 ; димитрий ; 714 
 2032 ; 2 марки. Вюртемберг ; 1914 F ;  ; Ag ; AU ; 47 ; 525 ; 1761 
 2033 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933 F ;  ; Ag ; VF-XF ; 75 ; cinderel ; 1194 
 2034 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933 А ;  ; Ag ; VF+ ; 62 ; димитрий ; 1224 
 2035 ; 2 марки. Германия. 175 лет со дня рождения Шиллера ; 1934 F ;  ; Ag ; VF-XF ; 28 ; AnvlaSar6216 ; 2550 
 2036 ; 2 марки. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF+ ; 36 ; ВМШ ; 453 
 2037 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 3 ; Mike! ; 168 
 2038 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 25 ; WINNER ; 250 
 2039 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 21 ; E68 ; 204 
 2040 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; XF- ; 26 ; capitan.71 ; 189 
 2041 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; XF+ ; 9 ; WINNER ; 220 
 2042 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF+ ; 16 ; habenti ; 169 
 2043 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF+ ; 15 ; habenti ; 153 
 2044 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 24 ; habenti ; 169 
 2045 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 36 ; alno51 ; 266 
 2046 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 28 ; Luka ; 181 
 2047 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF+ ; 34 ; habenti ; 167 
 2048 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 20 ; capitan.71 ; 181 
 2049 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 29 ; WINNER ; 240 
 2050 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; XF- ; 5 ; Luka ; 176 
 2051 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938D ;  ; Ag ; VF+ ; 26 ; brent ; 183 
 2052 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; XF ; 4 ; Синоптик ; 204 
 2053 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; VF+ ; 34 ; habenti ; 141 
 2054 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF- ; 9 ; habenti ; 169 
 2055 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF ; 25 ; partanen ; 222 
 2056 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 24 ; denni ; 177 
 2057 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 34 ; capitan.71 ; 181 
 2058 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939B ;  ; Ag ; VF-XF ; 2 ; alno51 ; 184 
 2059 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; XF ; 30 ; capitan.71 ; 181 
 2060 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; XF ; 24 ; MS ; 226 
 2061 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; XF+ ; 26 ; Синоптик ; 202 
 2062 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; VF-XF ; 9 ; cinderel ; 221 
 2063 ; 1 марка. Германия ; 1874A ;  ; Ag ; F-VF ; 8 ; pref ; 110 
 2064 ; 1 марка. Германия ; 1874D ;  ; Ag ; F-VF ; 18 ; radist1969 ; 140 
 2065 ; 1 марка. Германия ; 1874F ;  ; Ag ; F-VF ; 7 ; Luka ; 104 
 1966 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935A ;  ; Ag ; VF ; 7 ; Павлов111 ; 263 
 1967 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935A ;  ; Ag ; VF ; 14 ; QSL ; 283 
 1968 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935D ;  ; Ag ; VF- ; 8 ; Dom Perignon ; 277 
 1969 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935F ;  ; Ag ; VF+ ; 25 ; cinderel ; 331 
 1970 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935G ;  ; Ag ; VF ; 18 ; cinderel ; 331 
 1971 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935G ;  ; Ag ; VF+ ; 17 ; cinderel ; 331 
 1972 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935J ;  ; Ag ; VF+ ; 11 ; E68 ; 275 
 1973 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF+ ; 6 ; WINNER ; 280 
 1974 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF+ ; 11 ; WINNER ; 285 
 1975 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF- ; 18 ; cinderel ; 331 
 1976 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936F ;  ; Ag ; VF ; 7 ; QSL ; 263 
 1977 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936F ;  ; Ag ; VF-XF ; 15 ; alno51 ; 295 
 1978 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936J ;  ; Ag ; VF-XF ; 24 ; alno51 ; 306 
 1979 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF-XF ; 21 ; aviator ; 332 
 1980 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF-XF ; 43 ; alno51 ; 426 
 1981 ; 5 марок. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; XF ; 16 ; QSL ; 338 
 1982 ; 5 марок. Германия. Пауль фон Гинденбург ; 1938F ;  ; Ag ; VF+ ; 30 ; alno51 ; 408 
 1983 ; 5 марок. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF ; 24 ; alno51 ; 410 
