 5499 ; Почтовая карточка Китай ;  ;  ;  ;  ; 12 ; Краснодар ; 99 
 3834 ; 50 сантимов. Франция ; 1913 ;  ; Ag ; XF ; 13 ; Mike! ; 165 
 3735 ; 1/2 пенни. Великобритания ; 1920 ;  ; Br ; VF-XF ; 23 ; Kortes55 ; 92 
 3736 ; 20 геллеров. Австрия ; 1894 ;  ; Ni ; VF- ; 10 ; Ronald ; 57 
 3737 ; 5 афгани. Афганистан. Мухаммед Захир-Шах ; 1961 ;  ; Fe/Ni ; XF- ; 8 ; SKeeper ; 79 
 3738 ; 3 пенса. Ирландия ; 1961 ;  ; Cu-Ni ; XF ; 11 ; Yuraha76 ; 40 
 3739 ; 1 шиллинг. Великобритания ; 1948 ;  ; Cu-Ni ; XF ; 18 ; Kortes55 ; 153 
 3740 ; 10 пфенниг. Германия ; 1903D ;  ; Cu-Ni ; VF- ; 13 ; uhfvv7 ; 25 
 3741 ; 1 марка. ФРГ ; 1957J ;  ; Cu-Ni ; VF ; 23 ; птичка16 ; 174 
 3742 ; 1 марка. ФРГ ; 1958J ;  ; Cu-Ni ; VF+ ; 20 ; птичка16 ; 174 
 3743 ; 1 марка. ФРГ ; 1981F ;  ; Cu-Ni ; VF-XF ; 17 ; Метро62 ; 170 
 3744 ; 1 марка. ФРГ ; 1990A ;  ; Cu-Ni ; XF- ; 17 ; Метро62 ; 170 
 3745 ; 10 риалов. Иран ;  ;  ; Cu-Ni ; VF+ ; 11 ; ZOLTAN333 ; 45 
 3746 ; 6 пенсов. Великобритания ; 1962 ;  ; Cu-Ni ; XF+ ; 17 ; cr1344 ; 20 
 3747 ; 10 пфенниг. Веймар ; 1924F ;  ; Al/Br ; VF ; 11 ; SKeeper ; 27 
 3748 ; 5 пфенниг. Веймар ; 1924A ;  ; Al/Br ; VF- ; 12 ; cr1344 ; 27 
 3749 ; 2 пфенниг. Веймар ; 1924D ;  ; Br ; XF- ; 13 ; птичка16 ; 212 
 3750 ; 5 миллимес. Египет ; 1973 ;  ; Al ; VF+ ; 45 ; uhfvv7 ; 102 
 3751 ; Чиао. Тайвань ; 20в ;  ; Al ; XF ; 27 ; Rodan Lewarx ; 150 
 3752 ; 2 пайс. Пакистан ; 1972 ;  ; Al ; AU ; 14 ; v_bond ; 37 
 3753 ; 1 пайс. Пакистан ; 1971 ;  ; Al ; AU ; 15 ; t_v_v ; 32 
 3754 ; 1 пайс. Пакистан ; 1972 ;  ; Al ; AU ; 15 ; tar ; 57 
 3755 ; 1 сантим. Алжир ; 1964 ;  ; Al ; XF ; 25 ; Slava O ; 87 
 3756 ; 2 сантима. Алжир ; 1964 ;  ; Al ; XF ; 17 ; Slava O ; 104 
 3757 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; VF+ ; 7 ; cr1344 ; 37 
 3758 ; 5 марок. Финляндия ; 1993 ;  ; Al/Br ; XF ; 10 ; buben ; 32 
 3759 ; 1 марка. Финляндия ; 1998 ;  ; Al/Br ; XF ; 5 ; cr1344 ; 16 
 3760 ; 2 евро. Монако ; 2012 ;  ; Би/м ; AU ; 21 ; дед морос ; 207 
 3761 ; 2 евро. Монако ; 2012 ;  ; Би/м ; AU ; 21 ; konst ; 208 
 3762 ; 5 франков. Франция ; 1875 ;  ; Ag ; VF ; 33 ; фрегат ; 880 
 3763 ; 6 пенсов. Ирландия ; 1956 ;  ; Cu-Ni ; VF+ ; 7 ; SKeeper ; 34 
 3764 ; 1/4 доллара. США. 200 лет независимости ; 1976D ;  ; Cu-Ni ; XF ; 28 ; 55tcvetkov55 ; 36 
 3765 ; 5 франков. Швейцария. Стрелковый фестиваль в Люцерне ; 1939 ;  ; Ag ; XF- ; 89 ; iglion09 ; 2520 
 3766 ; 1 цент. США ; 1942 ;  ; Cu ; VF+ ; 42 ; corsar ; 42 
 3767 ; 6 пенсов. Великобритания ; 1949 ;  ; Cu/Ni ; XF ; 20 ; dmivanych ; 58 
 3768 ; 1 дайм. США ; 1942 ;  ; Ag ; AU ; 54 ; unicorn ; 450 
 3769 ; 1/2 доллара. США. В капсуле NGC ; 2000S ;  ; PF69 ultra came ;  ; 36 ; vonrussel ; 309 
 3770 ; 2 евро. Люксембург. 25-летие принца Гийома. Буклет ; 2006 ;  ; Би/м ; AU ; 16 ; Фома ; 618 
 3771 ; 2 евро. Монако ; 2012 ;  ; Би/м ; AU ; 21 ; sia.beauty ; 209 
 3772 ; 1 доллар. США. 200 лет независимости ; 1976 ;  ; Cu-Ni ; XF ; 15 ; guronidze ; 161 
 3773 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF+ ; 28 ; guronidze ; 145 
 3774 ; 1 доллар. США ; 1978D ;  ; Cu-Ni ; XF ; 19 ; Матроскин ; 131 
 3775 ; 1 доллар. США ; 1971 ;  ; Cu-Ni ; XF- ; 18 ; guronidze ; 131 
 3776 ; 1/2 доллара. США ; 1989P ;  ; Cu-Ni ; VF+ ; 11 ; chief com ; 51 
 3777 ; 1/2 доллара. США ; 1972 ;  ; Cu-Ni ; XF ; 3 ; Vanka ; 44 
 3778 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; VF-XF ; 3 ; Vanka ; 53 
 3779 ; 5 долларов. Гон-Конг ; 1993 ;  ; Cu-Ni ; VF+ ; 10 ; Kortes55 ; 44 
 3780 ; 1/2 пенни.  токен. Англия, Брауншвейг. PAYABLE AT J. KILVINGTONS ; 1795 ;  ; Br ; VG ; 27 ; smel ; 448 
 3781 ; 10 курушей. Турция ; 2015 ;  ; Ж/м ; VF+ ; 3 ; Kortes55 ; 10 
 3782 ; 2 сенти. Эстония ; 1934 ;  ; Cu ; F-VF ; 13 ; SKeeper ; 63 
 3783 ; 10 сантимов. Испания ; 1870 ;  ; Br ; F- ; 13 ; franklin ; 62 
 3784 ; 1 франк. Швейцария ; 1894 ;  ; Ag ; F- ; 11 ; @ @ @ ; 345 
 3685 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF+ ; 25 ; visitor ; 255 
 3686 ; 1 доллар. США. Упаковка ; 2002D ;  ; Cu-Zn-Ni ; Unc ; 15 ; птичка16 ; 204 
 3687 ; 1 доллар. США. Упаковка нарушена ; 2001D ;  ; Cu-Zn-Ni ; Unc ; 8 ; aleksh ; 128 
 3688 ; 1 доллар. США. Упаковка ; 2003D ;  ; Cu-Zn-Ni ; Unc ; 32 ; aleksh ; 215 
 3689 ; 1 доллар. США. Упаковка ; 2006D ;  ; Cu-Zn-Ni ; Unc ; 25 ; птичка16 ; 227 
 3690 ; 1 доллар. США. Упаковка ; 2000D ;  ; Cu-Zn-Ni ; Unc ; 15 ; ialaiola ; 116 
 3691 ; 1 доллар. США. Упаковка ; 2005D ;  ; Cu-Zn-Ni ; Unc ; 24 ; птичка16 ; 227 
 3692 ; 1 доллар. США. Упаковка ; 2004D ;  ; Cu-Zn-Ni ; Unc ; 22 ; птичка16 ; 220 
 3693 ; 1 доллар. США ; 2016D ;  ; Cu-Zn-Ni ; AU ; 15 ; кот баюн ; 153 
 3694 ; 1 доллар. США ; 2017D ;  ; Cu-Zn-Ni ; AU ; 13 ; кот баюн ; 153 
 3695 ; 1 доллар. США ; 2012D ;  ; Cu-Zn-Ni ; AU ; 25 ; Jon Snow ; 187 
 3696 ; 1 доллар. США ; 2013D ;  ; Cu-Zn-Ni ; AU ; 14 ; Матроскин ; 159 
 3697 ; 1 доллар. США ; 2015D ;  ; Cu-Zn-Ni ; AU ; 13 ; кот баюн ; 153 
 3698 ; 1 доллар. США ; 2010D ;  ; Cu-Zn-Ni ; XF+ ; 13 ; сама71 ; 155 
 3699 ; 1 доллар. США ; 2001D ;  ; Cu-Zn-Ni ; XF+ ; 11 ; SKeeper ; 101 
 3700 ; 1 доллар. США ; 2009D ;  ; Cu-Zn-Ni ; XF ; 12 ; сама71 ; 175 
 3701 ; 1 доллар. США ; 2012D ;  ; Cu-Zn-Ni ; AU ; 23 ; Матроскин ; 157 
 3702 ; 1 доллар. США ; 1979P ;  ; Cu-Ni ; XF+ ; 16 ; alex2016 ; 67 
 3703 ; 1 доллар. США ; 1980S ;  ; Cu-Ni ; XF+ ; 21 ; sibirian ; 98 
 3704 ; 1/4 доллара. США. 200 лет независимости ; 1976D ;  ; Cu-Ni ; XF- ; 25 ; Gudik ; 37 
 3705 ; 1/4 доллара. США ; 2009P ;  ; Cu-Ni ; XF ; 12 ; smapd ; 40 
 3706 ; Дайм. США ; 2017P ;  ; Cu-Ni ; AU ; 12 ; птичка16 ; 400 
 3707 ; 1 цент. США ; 2017P ;  ; Br ; AU ; 10 ; heavy_fly ; 41 
 3708 ; 1 цент. США ; 2009 ;  ; Br ; XF+ ; 11 ; unicorn ; 31 
 3709 ; 1 цент. США ; 2009 ;  ; Br ; XF+ ; 11 ; loguten ; 21 
 3710 ; 1 цент.США ; 1959 ;  ; Br ; VF+ ; 8 ; bubel ; 14 
 3711 ; 1 цент.США ; 1942D ;  ; Br ; VF ; 16 ; bubel ; 18 
 3712 ; 1 цент.США ; 1939 ;  ; Br ; VF+ ; 23 ; bubel ; 28 
 3713 ; 1 цент.США ; 1893 ;  ; Br ; F ; 43 ; alex2016 ; 132 
 3714 ; 1 пфенниг. Германия ; 1925G ;  ; Br ; VF ; 24 ; КроликовРазвожу ; 75 
 3715 ; 10 кэш. Китай ;  ;  ; Br ; F- ; 31 ; geracon2009 ; 159 
 3716 ; 1 доллар. Фиджи ; 2000 ;  ; Ж/м ; VF ; 18 ; t_v_v ; 76 
 3717 ; 1/2 франка. Швейцария ; 1921 ;  ; Ag ; VF- ; 17 ; megavasilius ; 90 
 3718 ; 1/4 доллара. США ; 1903 ;  ; Ag ; F ; 13 ; Моряк-собиратель ; 255 
 3719 ; 10 сент. Французский Индокитай ; 1937 ;  ; Ag ; VF ; 16 ; Rodan Lewarx ; 383 
 3720 ; Дайм.США ; 1945 ;  ; Ag ; XF ; 21 ; tar ; 207 
 3721 ; 1 доллар. США. Сакагавеа. Упаковка ; 2001 ;  ; Cu-Ni-Zn ; AU ; 8 ; dsp ; 128 
 3722 ; 5 центов. США ; 1937 ;  ; Cu-Ni ; F+ ; 9 ; fadeev.dima ; 114 
 3723 ; 5 центов. США. ; 1969 ;  ; Cu-Ni ; Proof-Like ; 5 ; Gudik ; 36 
 3724 ; 1 цент. США. Упаковка ; 1985 ;  ; Cu ; Unc ; 11 ; heavy_fly ; 24 
 3725 ; 1 цент. США ; 1902 ;  ; Cu ; F-VF ; 66 ; bubel ; 131 
 3726 ; 1/2 кроны. Ирландия ; 1962 ;  ; Cu-Ni ; VF+ ; 21 ; Suxov ; 134 
 3727 ; 1 шиллинг. Ирландия ; 1962 ;  ; Cu-Ni ; VF+ ; 20 ; Suxov ; 120 
 3728 ; 6 пенсов. Ирландия ; 1961 ;  ; Cu-Ni ; XF ; 12 ; Suxov ; 101 
 3729 ; 3 пенса. Ирландия ; 1942 ;  ; Cu-Ni ; VF ; 9 ; Suxov ; 101 
 3730 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF-XF ; 14 ; Suxov ; 91 
 3731 ; 1 пенни. Ирландия ; 1935 ;  ; Br ; XF ; 30 ; птичка16 ; 212 
 3732 ; 1 пенни. Ирландия ; 1942 ;  ; Br ; VF+ ; 15 ; Yuraha76 ; 57 
 3733 ; 20 рейс. Португалия ; 1884 ;  ; Br ; VF- ; 14 ; rem ; 57 
 3734 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF-XF ; 20 ; КроликовРазвожу ; 57 
 3635 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 5 ; Mike! ; 53 
 3636 ; 50 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF+ ; 13 ; Mike! ; 284 
 3637 ; 50 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF- ; 30 ; visitor ; 433 
 3638 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 5 ; Mike! ; 34 
 3639 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 5 ; Mike! ; 34 
 3640 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 5 ; Mike! ; 34 
 3641 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 5 ; @ @ @ ; 51 
 3642 ; Монетовидный жетон. Платежный ;  ;  ; Br ; XF- ; 11 ; Mike! ; 59 
 3643 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF+ ; 15 ; @ @ @ ; 90 
 3644 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 23 ; avg1974 ; 251 
 3645 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF ; 5 ; @ @ @ ; 34 
 3646 ; Монетовидный жетон. Платежный ;  ;  ; Br ; VF+ ; 7 ; banks ; 90 
 3647 ; Монетовидный жетон. Платежный ;  ;  ; Br ; XF ; 11 ; @ @ @ ; 92 
 3648 ; Монетовидный жетон. Платежный. Русский бильярд ;  ;  ; Br ; VF+ ; 11 ; Kubus ; 227 
 3649 ; Монетовидный жетон. Платежный ;  ;  ; Б/м ; VF+ ; 7 ; @ @ @ ; 89 
 3650 ; Монетовидный жетон. Платежный ; 1918 ;  ; Zn ; VF ; 23 ; visitor ; 255 
 3651 ; Монетовидный жетон. Платежный ; 1918 ;  ; Zn ; VF ; 14 ; Mike! ; 192 
 3652 ; Монетовидный жетон. Платежный ;  ;  ; Zn ; F+ ; 5 ; Mike! ; 34 
 3653 ; 2-1/2 пфеннига. Германия. Нотгельд ;  ;  ; Zn ; VF+ ; 14 ; Kubus ; 227 
 3654 ; 1 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 18 ; smel ; 230 
 3655 ; 25 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Zn ; VF ; 27 ; sfet ; 247 
 3656 ; 25 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Zn ; F-VF ; 20 ; taa ; 214 
 3657 ; 50 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Zn ; VF ; 21 ; Mike! ; 294 
 3658 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF-XF ; 35 ; Kubus ; 552 
 3659 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; F-VF ; 9 ; Mike! ; 94 
 3660 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; VF ; 11 ; Mike! ; 102 
 3661 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 11 ; Mike! ; 135 
 3662 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 15 ; Mike! ; 194 
 3663 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF ; 11 ; @ @ @ ; 91 
 3664 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF+ ; 9 ; @ @ @ ; 59 
 3665 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF ; 9 ; visitor ; 212 
 3666 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF ; 7 ; @ @ @ ; 59 
 3667 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF- ; 9 ; @ @ @ ; 36 
 3668 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF+ ; 5 ; @ @ @ ; 34 
 3669 ; Монетовидный жетон. Платежный ;  ;  ; Al ; VF+ ; 7 ; @ @ @ ; 34 
 3670 ; 50 пфеннигов. Германия. Нотгельд. Отверстие ;  ;  ; Zn ; F ; 13 ; visitor ; 615 
 3671 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Al ; VF ; 12 ; Mike! ; 171 
 3672 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Al ; XF ; 16 ; etwar55 ; 531 
 3673 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 5 ; Mike! ; 75 
 3674 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F+ ; 31 ; sfet ; 169 
 3675 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 7 ; Mike! ; 114 
 3676 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 5 ; Mike! ; 68 
 3677 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 25 ; taa ; 203 
 3678 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF+ ; 7 ; Mike! ; 177 
 3679 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 9 ; smel ; 230 
 3680 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 13 ; smel ; 270 
 3681 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 7 ; Mike! ; 148 
 3682 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; VF- ; 9 ; Mike! ; 114 
 3683 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F-VF ; 7 ; Mike! ; 80 
 3684 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 5 ; Mike! ; 45 
 3585 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 18 ; taa ; 276 
 3586 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 11 ; Mike! ; 98 
 3587 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF ; 17 ; Kubus ; 431 
 3588 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF-XF ; 5 ; Mike! ; 68 
 3589 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 7 ; Mike! ; 90 
 3590 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 5 ; Mike! ; 90 
 3591 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 5 ; Mike! ; 45 
 3592 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 11 ; banks ; 159 
 3593 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 5 ; Mike! ; 137 
 3594 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF- ; 19 ; Mike! ; 157 
 3595 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 9 ; Mike! ; 92 
 3596 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 5 ; Mike! ; 135 
 3597 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF- ; 21 ; Mike! ; 386 
 3598 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; F+ ; 11 ; Mike! ; 68 
 3599 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF- ; 17 ; etwar55 ; 227 
 3600 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 24 ; visitor ; 242 
 3601 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 56 ; Kubus ; 599 
 3602 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF+ ; 8 ; Mike! ; 66 
 3603 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF- ; 18 ; taa ; 223 
 3604 ; 25 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 7 ; Mike! ; 92 
 3605 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 52 ; sfet ; 197 
 3606 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; VF ; 10 ; Mike! ; 192 
 3607 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 9 ; Mike! ; 108 
 3608 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 7 ; Mike! ; 125 
 3609 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; VF- ; 6 ; Mike! ; 92 
 3610 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; VF- ; 7 ; Mike! ; 135 
 3611 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 11 ; Mike! ; 92 
 3612 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 7 ; Mike! ; 135 
 3613 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F ; 25 ; Mike! ; 394 
 3614 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 5 ; Mike! ; 46 
 3615 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F-VF ; 6 ; Mike! ; 239 
 3616 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 7 ; Mike! ; 135 
 3617 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 9 ; Mike! ; 114 
 3618 ; 5 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F ; 14 ; ulysse ; 510 
 3619 ; 5 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF ; 11 ; etwar55 ; 250 
 3620 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 7 ; Mike! ; 90 
 3621 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 7 ; sfet ; 147 
 3622 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F ; 12 ; etwar55 ; 355 
 3623 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 18 ; banks ; 267 
 3624 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 9 ; Mike! ; 144 
 3625 ; 5 пфеннигов. Германия. Нотгельд. Отверстие ; 1917 ;  ; Zn ; F+ ; 23 ; Mike! ; 132 
 3626 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 14 ; smel ; 230 
 3627 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 59 ; Mike! ; 486 
 3628 ; 25 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF- ; 15 ; Mike! ; 101 
 3629 ; 25 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; XF ; 11 ; Mike! ; 136 
 3630 ; 20 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF ; 12 ; птичка16 ; 200 
 3631 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 17 ; Mike! ; 143 
 3632 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; XF ; 9 ; Mike! ; 114 
 3633 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; XF ; 33 ; sfet ; 396 
 3634 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 10 ; Mike! ; 63 
 3535 ; 1 лат. Латвия ; 2011 ;  ; Cu-Ni ; AU ; 25 ; Dinar02 ; 214 
 3536 ; 1 лат. Латвия ; 2010 ;  ; Cu-Ni ; AU ; 29 ; El dinero ; 215 
 3537 ; 1 лат. Латвия ; 2010 ;  ; Cu-Ni ; AU ; 20 ; Oleg73 ; 192 
 3538 ; 1 лат. Латвия ; 2009 ;  ; Cu-Ni ; AU ; 31 ; u10257 ; 185 
 3539 ; 1 гульден. Нидерланды ; 2001 ;  ; Ni ; XF ; 22 ; кот баюн ; 133 
 3540 ; 25 сент. Нидерланды ; 1941 ;  ; Zn ; VF ; 27 ; Shundr ; 95 
 3541 ; 1 сент. Нидерланды ; 1944 ;  ; Zn ; VF- ; 16 ; ZOLTAN333 ; 35 
 3542 ; 10 сент. Нидерланды ; 1942 ;  ; Zn ; F-VF ; 14 ; ZOLTAN333 ; 34 
 3543 ; 2 1/2 сент. Нидерланды ; 1877 ;  ; Br ; VF- ; 17 ; Alex1 ; 125 
 3544 ; 1 сент. Нидерланды ; 1870 ;  ; Br ; VF ; 30 ; banks ; 152 
 3545 ; Дуит. Голландия ; 1702 ;  ; Cu ; F- ; 21 ; photosnowmaker ; 225 
 3546 ; 10 сент. Нидерланды ; 189? ;  ; Ag ; F+ ; 7 ; Аврора ; 53 
 3547 ; 10 эре. Швеция ;  ;  ; Ag ; F ; 69 ; Стокгольм ; 1700 
 3548 ; 1 эре. Швеция ; 1724 ;  ; Ag ; F- ; 56 ; cr3041 ; 457 
 3549 ; 1/24 ригсдалера. Швеция ; 1779 ;  ; Ag ; F ; 61 ; tss ; 465 
 3550 ; 1/2 скиллинга. Швеция ; 1819 ;  ; Cu ; F ; 30 ; photosnowmaker ; 340 
 3551 ; 10 бани. Румыния ; 1867 ;  ; Br ; VF ; 35 ; Ronald ; 281 
 3552 ; 5 бани. Румыния ; 1867 ;  ; Br ; VF+ ; 37 ; kornum ; 394 
 3553 ; 20 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF+ ; 51 ; ВЕПРЬ ; 179 
 3554 ; 10 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF+ ; 21 ; chief com ; 36 
 3555 ; 5 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF+ ; 25 ; chief com ; 160 
 3556 ; 5 бани. Румыния ; 1953 ;  ; Al/Br ; XF ; 8 ; ag58 ; 22 
 3557 ; 1 лей. Румыния ; 1941 ;  ; Al/Br ; VF+ ; 17 ; Kubus ; 62 
 3558 ; 10 лей. Румыния ; 1930 ;  ; Al/Br ; VF ; 33 ; Oleg73 ; 117 
 3559 ; 5 центов. Канада ; 1947 ;  ; Fe/Хром ; VF+ ; 32 ; Kubus ; 42 
 3560 ; 1 цент. Канада ; 1906 ;  ; Br ; VF ; 35 ; unicorn ; 159 
 3561 ; 1 цент. Канада ; 1901 ;  ; Br ; VF+ ; 62 ; kornum ; 255 
 3562 ; 100 тенге. Казахстан ; 2005 ;  ; Би/м ; VF+ ; 5 ; Ultim ; 21 
 3563 ; 2 пенса Гибралтар ; 2011 ;  ; Br ; AU ; 21 ; fadeev.dima ; 101 
 3564 ; 20 рублей. Беларусь. Рысь. Сертификат ; 2008 ;  ; Ag ; Proof ; 21 ; Ok203 ; 1852 
 3565 ; 2 злотых. Польша ; 2012 ;  ; Латунь ; XF+ ; 12 ; кот баюн ; 67 
 3566 ; 2 злотых. Польша ; 2011 ;  ; Латунь ; AU ; 5 ; тарнум ; 65 
 3567 ; 2 злотых. Польша ; 2010 ;  ; Латунь ; XF+ ; 11 ; flutter ; 63 
 3568 ; 2 злотых. Польша ; 2013 ;  ; Латунь ; AU ; 23 ; lestes ; 102 
 3569 ; 2 злотых. Польша ; 2013 ;  ; Латунь ; AU ; 16 ; aleksh ; 135 
 3570 ; 2 евро. Франция. Елисейский договор ; 2013 ;  ; Би/м ; XF ; 11 ; Матроскин ; 144 
 3571 ; 2 евро. Италия. Турин ; 2006 ;  ; Би/м ; XF- ; 16 ; grisha 37 ; 145 
 3572 ; 2 евро. Нидерланды ; 2013 ;  ; Би/м ; XF- ; 12 ; Матроскин ; 138 
 3573 ; 10 евроцентов. Мальта ; 2008 ;  ; Лат ; XF ; 33 ; aleksh ; 51 
 3574 ; 2 гривны. Украина. Перевязка ; 2017 ;  ; Cu-Ni ; AU ; 24 ; Vitaliy Gridasov ; 423 
