 4804 ; Бона иностранная. Сербская Краина ; 1993 ;  ;  ;  ; 63 ; liderssen ; 206 
 3301 ; 10 динаров. Югославия. Сутиеская битва ; 1983 ;  ; Cu-Ni ; XF+ ; 19 ; t_v_v ; 47 
 3302 ; 10 хеллеров. Австрия ; 1916 ;  ; Cu-Ni-Zn ; VF+ ; 42 ; Argnist3000 ; 73 
 3303 ; 50 сентаво. Боливия ; 1939 ;  ; Cu-Ni ; AU ; 25 ; lubopitnaja ; 82 
 3304 ; 500 толари. Словения. Футбол ; 2002 ;  ; Би/м ; XF ; 30 ; potapov0 ; 169 
 3305 ; 1 суверена. Босния и Герцоговина ; 1995 ;  ; Cu-Ni ; AU ; 38 ; Alex75 ; 227 
 3306 ; 1 доллар. Острова Кука. Елизавета и Филипп ; 2007 ;  ; Cu-Ni ; AU ; 33 ; kazak1975 ; 211 
 3307 ; 1 крона. Остров Мэн. Миллениум Тинуолд ; 1979 ;  ; Cu-Ni ; AU ; 94 ; bosc ; 294 
 3308 ; 1 песо. Куба. Роза ветров ; 2000 ;  ; Cu-Ni ; AU ; 43 ; DVZ ; 211 
 3309 ; 1 доллар. Новая Зеландия ; 1980 ;  ; Cu-Ni ; AU ; 22 ; педро ; 138 
 3310 ; 1 крона. Остров Мэн. Игры содружества ; 1980 ;  ; Cu-Ni ; AU ; 13 ; sveta6369 ; 167 
 3311 ; 1 доллар. Новая Зеландия. Парламент ; 1978 ;  ; Cu-Ni ; AU ; 39 ; v_bond ; 181 
 3312 ; 5 гривен. Украина. Тарас Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 23 ; sinitsinik ; 201 
 3313 ; 2 гривны. Украина. Национальный Технический университет ; 2010 ;  ; Cu-Ni ; AU ; 22 ; sinitsinik ; 104 
 3314 ; 2 гривны. Украина. Ковыль ; 2010 ;  ; Cu-Ni ; AU ; 22 ; jj ; 95 
 3315 ; 1000 лева. Болгария. 100 лет Телеграфу ; 1998 ;  ; Cu-Ni ; Proof ; 57 ; dmitry990 ; 134 
 3316 ; 500 лева. Болгария. Атлантическая Солидарность ; 1997 ;  ; Cu-Ni ; Proof ; 60 ; Пупс ; 218 
 3317 ; 50 лева. Болгария. Гимнастика ; 1994 ;  ; Cu-Ni ; Proof ; 125 ; potapov0 ; 324 
 3318 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu-Ni ; Proof ; 48 ; Пупс ; 137 
 3319 ; 5 лева. Болгария. 25 лет Кремиковскому металлу ; 1988 ;  ; Cu-Ni ; Proof ; 22 ; Пупс ; 92 
 3320 ; 5 лева. Болгария. XIII генеральная конференция ; 1985 ;  ; Cu-Ni ; Proof ; 10 ; Пупс ; 138 
 3321 ; 5 лева. Болгария. Софроний Врачанский ; 1989 ;  ; Cu-Ni ; Proof ; 44 ; dmitry990 ; 113 
 3322 ; 5 лева. Болгария. Вторая международная детская ассамблея ; 1982 ;  ; Cu-Ni ; Proof ; 34 ; and1972 ; 93 
 3323 ; 5 лева. Болгария. Международная детская ассамблея ; 1988 ;  ; Cu-Ni ; Proof ; 17 ; Sky2 ; 136 
 3224 ; 25 пенсов. Великобритания. 80 лет со дня рождения королевы-матери ; 1980 ;  ; Cu-Ni ; AU ; 21 ; Юджин ; 172 
 3225 ; 25 пенсов. Великобритания. На серебряную свадьбу ; 1972 ;  ; Cu-Ni ; AU ; 12 ; фёкла ; 102 
 3226 ; 25 пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF+ ; 11 ; CaesarAugustus ; 98 
 3227 ; 1 марка. Германия ; 1939A ;  ; Ni ; VF-XF ; 27 ; lsp25 ; 503 
 3228 ; 10 пфеннигов. Германия. Нотгельд. Дюрен ; 1918 ;  ; Fe ; F-VF ; 61 ; s8888888888 ; 179 
 3229 ; 5 франков. Тунис. Французский протекторат ; 1946 ;  ; Al/Br ; VF-XF ; 25 ; vesta78 ; 201 
 3230 ; 1/2 афгани. Афганистан ; 1313 ;  ; Ag ; F-VF ; 24 ; Raver ; 472 
 3231 ; 20 рублей. Беларусь. Международный полярный год ; 2007 ;  ; Ag, краска ; Proof ; 67 ; Sky2 ; 1661 
 3232 ; 100 драм. Армения. Международный полярный год ; 2006 ;  ; Ag ; Proof ; 49 ; Ивпага ; 1230 
 3233 ; 20 злотых. Польша. 90 лет восстановления независимости ; 2008 ;  ; Ag ; Proof ; 55 ; Sky2 ; 1009 
 3234 ; 20 лева. Болгария. Климент Охридский ; 1988 ;  ; Ag ; Proof ; 35 ; Пупс ; 409 
 3235 ; 1 пиастр. Турция ; 1187 ;  ; Ag ; VF- ; 25 ; kont ; 746 
 3236 ; 40 пара. Труция ; 1277 ;  ; Cu ; VF ; 12 ; cotangens ; 182 
 3237 ; 1/40 риала. Йемен ; 1373 ;  ; Cu ; VF ; 64 ; ejik ; 234 
 3238 ; 1 миллим. Египет ; 1950 ;  ; Br ; XF+ ; 19 ; kont ; 180 
 3239 ; 5 бани. Румыния ; 1867 ;  ; Cu ; F-VF ; 10 ; DVZ ; 45 
 3240 ; 1/2 пенни. Новоя Зеландия ; 1963 ;  ; Br ; XF- ; 19 ; грешник ; 37 
 3241 ; 1 марка. Финляндия ; 1942 ;  ; Cu ; VF+ ; 6 ; cotangens ; 113 
 3242 ; 2 сантима. Латвия ; 1932 ;  ; Br ; VF+ ; 16 ; vasek ; 67 
 3243 ; 1/2 крейцеров. Австрия ; 1851B ;  ; Cu ; F-VF ; 10 ; and1972 ; 132 
 3244 ; 1 цент. США. Линкольн ; 1946 ;  ; Br ; VF- ; 6 ; demonspb ; 24 
 3245 ; 1 пфенниг. Веймар ; 1933A ;  ; Br ; XF ; 14 ; лесной ; 55 
 3246 ; 1 кипинг. Малакка ; 1247 ;  ; Cu ; F+ ; 21 ; Raver ; 261 
 3247 ; 5 центов. Уганда ; 1966 ;  ; Br ; XF ; 26 ; грешник ; 73 
 3248 ; 20 кэш. Китай ;  ;  ; Cu ; F-VF ; 28 ; vb96 ; 147 
 3249 ; 1/4 стувера. Нидерландская Индия ; 1825S ;  ; Cu ; F+ ; 8 ; Al0851 ; 102 
 3250 ; 50 сентаво. Боливия ; 1942 ;  ; Br ; XF+ ; 15 ; mirumir ; 71 
 3251 ; 1 макута. Португальская Ангола ; 1814 ;  ; Cu ; F-VF ; 43 ; cotangens ; 515 
 3252 ; 1/2 песевы. Гана ; 1967 ;  ; Br ; XF+ ; 8 ; mirumir ; 37 
 3253 ; 2 филлера. Венгрия ; 1909 ;  ; Cu ; XF- ; 13 ; kont ; 102 
 3254 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 33 ; olga42 ; 50 
 3255 ; 1 цент. США. Индеец ; 1892 ;  ; Cu ; F-VF ; 28 ; gabbels ; 238 
 3256 ; 1 крейцер. Австрия ; 1800B ;  ; Cu ; F ; 9 ; WikiLeaks ; 79 
 3257 ; 1 денар. Македония ; 2000 ;  ; Al/Br ; AU ; 33 ; dsp ; 41 
 3258 ; 20 крон. Дания ; 2002 ;  ; Лат ; XF ; 22 ; DVZ ; 161 
 3259 ; 1 доллар. Австралия ; 2007 ;  ; Лат ; XF+ ; 28 ; v_bond ; 65 
 3260 ; 10 крон. Чехословакия. Томас Масарик ; 1990 ;  ; Лат ; XF+ ; 31 ; Недорого ; 51 
 3261 ; 10 крон. Чехословакия. Стефаник ; 1991 ;  ; Лат ; AU ; 23 ; Недорого ; 78 
 3262 ; 10 крон. Чехословакия ; 1992 ;  ; Лат ; AU ; 19 ; v_bond ; 74 
 3263 ; 10 сатанг. Тайланд ;  ;  ; Лат ; XF- ; 14 ; Lena6975 ; 25 
 3264 ; 5 сатанг. Тайланд ;  ;  ; Ni ; VF ; 11 ; DVZ ; 56 
 3265 ; 20 сатанг. Тайланд ;  ;  ; Zn ; VF- ; 11 ; ВМШ ; 102 
 3266 ; 1 шиллинг. Биафра ; 1969 ;  ; Al ; VF ; 43 ; kont ; 745 
 3267 ; 50 сантимов. Франция ; 1942 ;  ; Al ; VF ; 18 ; DM2713 ; 46 
 3268 ; 25 центов. Нидерланды ; 1941 ;  ; Zn ; VF- ; 7 ; vesta78 ; 25 
 3269 ; 10 сантимов. Франция ; 1943 ;  ; Zn ; VF+ ; 29 ; грешник ; 91 
 3270 ; 20 сантимов. Франция ; 1942 ;  ; Zn ; VF- ; 47 ; voldemar56 ; 91 
 3271 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; VF ; 40 ; s8888888888 ; 251 
 3272 ; 20 стотинок. Болгария ; 1917 ;  ; Zn ; VF ; 25 ; kergudu ; 68 
 3273 ; 10 пфеннигов. Германия. Нотгельд. Висбаден ;  ;  ; Zn ; F ; 9 ; Опятор ; 102 
 3174 ; 200 марок. Веймар ; 1923E ;  ; Al ; XF+ ; 30 ; serg98 ; 80 
 3175 ; 200 марок. Веймар ; 1923F ;  ; Al ; XF ; 7 ; Юбер ; 80 
 3176 ; 200 марок. Веймар ; 1923F ;  ; Al ; XF ; 7 ; murew ; 46 
 3177 ; 200 марок. Веймар ; 1923F ;  ; Al ; XF- ; 32 ; asus ; 79 
 3178 ; 200 марок. Веймар ; 1923G ;  ; Al ; F-VF ; 7 ; t_v_v ; 30 
 3179 ; 200 марок. Веймар ; 1923G ;  ; Al ; XF ; 22 ; MC17 ; 42 
 3180 ; 200 марок. Веймар ; 1923G ;  ; Al ; VF- ; 10 ; pref ; 28 
 3181 ; 200 марок. Веймар ; 1923G ;  ; Al ; XF ; 13 ; AlexAlex ; 83 
 3182 ; 200 марок. Веймар ; 1923G ;  ; Al ; AU ; 12 ; Юджин ; 140 
 3183 ; 200 марок. Веймар ; 1923J ;  ; Al ; AU ; 9 ; Майкл ; 127 
 3184 ; 200 марок. Веймар ; 1923J ;  ; Al ; VF+ ; 10 ; t_v_v ; 37 
 3185 ; 10000 марок. Германия. Вестфалия. Веймар ; 1923 ;  ; Ж/м ; VF- ; 32 ; Dave ; 567 
 3186 ; 1/2 доллара. США. Кеннеди ; 1964 ;  ; Ag ; XF/AU ; 11 ; lexx66 ; 369 
 3187 ; 50 центов. Австралия. Игры содружества ; 1982 ;  ; Cu-Ni ; XF ; 13 ; AlexAlex ; 107 
 3188 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF+ ; 15 ; kotok ; 200 
 3189 ; 1000 рейс. Португалия ; 1910 ;  ; Ag ; VF-XF ; 19 ; suhua ; 818 
 3190 ; 1 лев. Болгария ; 1913 ;  ; Ag ; XF ; 52 ; Алек ; 276 
 3191 ; 100 йен. Япония ; 1959 ;  ; Ag ; XF- ; 37 ; cherry ; 176 
 3192 ; 50 лева. Болгария ; 1930 ;  ; Ag ; VF-XF ; 42 ; vitapool ; 193 
 3193 ; 5 лева. Болгария ; 1892 ;  ; Ag ; VF-XF ; 29 ; cotangens ; 835 
 3194 ; 1/2 доллара. США. Франклин ; 1954D ;  ; Ag ; VF+ ; 20 ; suhua ; 481 
 3195 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF+ ; 41 ; Сармат ; 889 
 3196 ; 30 драхм. Греция. Пять греческих королей ; 1963 ;  ; Ag ; XF- ; 38 ; ddv1981 ; 982 
 3197 ; 2,5 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 55 ; bosc ; 340 
 3198 ; 2 лева. Болгария ; 1912 ;  ; Ag ; XF ; 15 ; Алек ; 418 
 3199 ; 1 дайм. США. Меркури ; 1928 ;  ; Ag ; VF-XF ; 76 ; gabbels ; 257 
 3200 ; 5 крон. Дания. На бракосочетание принцессы Анны Марии ; 1964 ;  ; Ag ; XF+ ; 39 ; ddv1981 ; 456 
 3201 ; 10 пиастров. Египет ; 1937 ;  ; Ag ; VF-XF ; 51 ; dsp ; 473 
 3202 ; 20 крон. Чехословакия ; 1937 ;  ; Ag ; XF ; 34 ; lsp25 ; 408 
 3203 ; 1 доллар. США. Морган ; 1921D ;  ; Ag ; VF-XF ; 35 ; mitisson ; 1632 
 3204 ; 5 пенго. Венгрия. 900 лет со дня смерти Святого Стефана ; 1938 ;  ; Ag ; XF ; 50 ; Недорого ; 1275 
 3205 ; 5 лат. Латвия ; 1929 ;  ; Ag ; XF+ ; 39 ; elinsckij123 ; 1328 
 3206 ; 5 лат. Латвия ; 1932 ;  ; Ag ; VF+ ; 22 ; vitapool ; 858 
 3207 ; 10 пиастров. Египет ; 1937 ;  ; Ag ; XF ; 48 ; vitapool ; 419 
 3208 ; 50 бани. Румыния ; 1900 ;  ; Ag ; F-VF ; 31 ; DVZ ; 137 
 3209 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 26 ; Юбер ; 197 
 3210 ; 30 драхм. Греция. На бракосочетание ; 1964 ;  ; Ag ; AU ; 25 ; Rober ; 536 
 3211 ; 2 пиастра. Египет ; 1942 ;  ; Ag ; VF-XF ; 40 ; voldemar56 ; 488 
 3212 ; 2 перпера. Черногория ; 1914 ;  ; Ag ; VF-XF ; 38 ; Алек ; 2051 
 3213 ; 2 пиастра. Египет ; 1944 ;  ; Ag ; XF ; 53 ; maremark ; 374 
 3214 ; 1 франк. Франция ; 1888A ;  ; Ag ; XF- ; 64 ; Sky2 ; 906 
 3215 ; 1 франк. Франция ; 1919 ;  ; Ag ; VF+ ; 39 ; vitapool ; 147 
 3216 ; 1 франк. Франция ; 1812 ;  ; Ag ; F+ ; 56 ; Unknown ; 1232 
 3217 ; 2 лиры. Италия. Возможно ремонт гурта 12 часов ; 1807M ;  ; Ag ; F+ ; 77 ; atos51 ; 1009 
 3218 ; 5 франков. Люксембург ; 1929 ;  ; Ag ; VF- ; 65 ; vitapool ; 312 
 3219 ; 5 франков. Франция ; 1811A ;  ; Ag ; F+ ; 34 ; lsp25 ; 1578 
 3220 ; 5 песет. Испания ; 1891 ;  ; Ag ; F-VF ; 13 ; vitapool ; 1037 
 3221 ; 5 шиллингов. Джерси. 900 лет нормандскому завоеванию ; 1966 ;  ; Cu-Ni ; XF+ ; 7 ; ANNT4 ; 128 
 3222 ; 1 крона. Остров Мэн. Мэнская кошка ; 1970 ;  ; Cu-Ni ; AU ; 31 ; alexpakh ; 214 
 3223 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 13 ; ova ; 108 
 3124 ; 1 доллар. США. Эйзенхауэр ; 1976 ;  ; Cu-Ni ; VF+ ; 30 ; Jordan ; 110 
 3125 ; 1 драм. Нагорный Карабах ; 2004 ;  ; Лат ; XF ; 32 ; Jordan ; 200 
 3126 ; Дуит. Зеландия ; 1752 ;  ; Cu ; F ; 38 ; Jordan ; 161 
 3127 ; 1 доллар. США ; 1974 ;  ; Cu-Ni ; XF+ ; 66 ; cherry ; 111 
 3128 ; 2 кроны. Норвегия. 100 лет конституции ; 1914 ;  ; Ag ; VF-XF ; 58 ; Алек ; 2856 
 3129 ; 20 центов. Китай. Провинция Квантунг ; ND ;  ; Ag ; VF+ ; 26 ; Sky2 ; 422 
 3130 ; 1 корона. Венгрия ; 1892 ;  ; Ag ; VF ; 34 ; Sterh ; 206 
 3131 ; 500 марок. Веймар ; 1923А ;  ; Al ; XF ; 20 ; Jordan ; 100 
 3132 ; 3 марки. Веймар ; 1922А ;  ; Al ; XF ; 35 ; alex995 ; 131 
 3133 ; 3 марки. Веймар ; 1922J ;  ; Al ; XF ; 30 ; sellary ; 138 
 3134 ; 50 пфеннигов. Веймар ; 1920G ;  ; Al ; XF+ ; 11 ; alexnn ; 101 
 3135 ; 50 пфеннигов. Веймар ; 1921D ;  ; Al ; XF ; 11 ; AlexAlex ; 65 
 3136 ; 50 пфеннигов. Веймар ; 1921F ;  ; Al ; XF- ; 38 ; AlexAlex ; 62 
 3137 ; 50 пфеннигов. Веймар ; 1922D ;  ; Al ; XF+ ; 7 ; AlexAlex ; 61 
 3138 ; 50 пфеннигов. Веймар ; 1922J ;  ; Al ; XF+ ; 15 ; AlexAlex ; 67 
 3139 ; Монета. Закавказье ;  ;  ; Ag ; F+ ; 37 ; нумизмат ; 833 
 3140 ; Монета. Закавказье ;  ;  ; Ag ; F-VF ; 20 ; aziya11 ; 324 
 3141 ; 1 грош. Польша ; 1818 ;  ; Cu ; F+ ; 69 ; asus ; 453 
 3142 ; 5 франков. Бельгия ; 1873 ;  ; Ag ; VF+ ; 28 ; ddv1981 ; 1726 
 3143 ; 100 франков. Бельгия ; 1951 ;  ; Ag ; VF+ ; 36 ; ddv1981 ; 512 
 3144 ; 2 1/2 гульдена. Нидерланды ; 1960 ;  ; Ag ; XF- ; 131 ; ddv1981 ; 352 
 3145 ; 10 злотых. Польша ; 1933 ;  ; Ag ; VF-XF ; 27 ; asus ; 552 
 3146 ; 1/2 доллара. США. 250 лет со дня рождения Д. Вашингтона ; 1982S ;  ; Ag ; Proof ; 48 ; olga555 ; 850 
 3147 ; 1 грошен. Ганновер ; 1858В ;  ; Ag ; F ; 13 ; ratiandr ; 73 
 3148 ; 20 рублей. Беларусь. Cutty Sark. С сертификатом ; 2011 ;  ; Ag ; Proof ; 33 ; Алек ; 1587 
 3149 ; 10 рублей. Беларусь. Воложинская иешива. С сертификатом ; 2010 ;  ; Ag ; Proof ; 26 ; Иа-Иа ; 680 
 3150 ; 1 рубль. Беларусь. Славянский базар ; 2011 ;  ; Cu-Ni ; Proof ; 27 ; Andrak ; 208 
 3151 ; 1 рубль. Беларусь. Теннис ; 2005 ;  ; Cu-Ni ; Proof ; 51 ; August31 ; 289 
 3152 ; 1 рубль. Беларусь. Горнолыжный центр "Силичи" ; 2006 ;  ; Cu-Ni ; Proof ; 40 ; AB ; 203 
 3153 ; 1 рубль. Беларусь. Крестины ; 2009 ;  ; Cu-Ni ; Proof ; 31 ; Sky2 ; 206 
 3154 ; 1 рубль. Беларусь. Овен ; 2009 ;  ; Cu-Ni ; Proof ; 20 ; AB ; 223 
 3155 ; 1 рубль. Беларусь. Болотная черепаха ; 2010 ;  ; Cu-Ni ; Proof ; 48 ; August31 ; 408 
 3156 ; 1 рубль. Беларусь. Воложинская иешива ; 2010 ;  ; Cu-Ni ; Proof ; 38 ; v_bond ; 199 
 3157 ; 1 рубль. Беларусь. Лев Сапега ; 2010 ;  ; Cu-Ni ; Proof ; 36 ; v_bond ; 195 
 3158 ; 1 рубль. Беларусь. Сретение ; 2010 ;  ; Cu-Ni ; Proof ; 42 ; v_bond ; 184 
 3159 ; 1 рубль. Беларусь. Буйницкий ; 2011 ;  ; Cu-Ni ; Proof ; 19 ; Andrak ; 227 
 3160 ; 10 марок. ФРГ. Кетти Кольфитц ; 1992G ;  ; Ag ; XF- ; 29 ; vitapool ; 379 
 3161 ; 1 дайм. США. Меркури ; 1937 ;  ; Ag ; VF+ ; 90 ; маманя ; 165 
 3162 ; 3 пфеннига. Пруссия ; 1858А ;  ; Cu ; VF ; 31 ; Юджин ; 208 
 3163 ; 3 гроша. Восточная Пруссия ; 1786E ;  ; Ag ; F+ ; 51 ; Sky2 ; 357 
 3164 ; 500 марок. Веймар ; 1923F ;  ; Al ; VF+ ; 13 ; asus ; 109 
 3165 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF- ; 49 ; AlexAlex ; 58 
 3166 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF ; 36 ; murew ; 48 
 3167 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF ; 10 ; molodes ; 80 
 3168 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF+ ; 16 ; vel2010 ; 101 
 3169 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF ; 37 ; -IROKEZ- ; 92 
 3170 ; 200 марок. Веймар ; 1923D ;  ; Al ; XF- ; 41 ; murew ; 71 
 3171 ; 200 марок. Веймар ; 1923E ;  ; Al ; XF+ ; 13 ; Юджин ; 101 
 3172 ; 200 марок. Веймар ; 1923E ;  ; Al ; XF- ; 7 ; murew ; 50 
 3173 ; 200 марок. Веймар ; 1923E ;  ; Al ; XF+ ; 7 ; murew ; 57 
 3074 ; 500 эскудо. Португалия. 800 лет Святому Антонию ; 1995 ;  ; Ag ; AU ; 48 ; alexpakh ; 531 
 3075 ; 500 эскудо. Португалия. 150 лет Национальному Банку ; 1996 ;  ; Ag ; AU ; 31 ; S1952 ; 317 
 3076 ; 500 эскудо. Португалия. Отец Антонио Виера. 300 лет со дня кончины ; 1997 ;  ; Ag ; AU ; 68 ; alexpakh ; 390 
 3077 ; 500 эскудо. Португалия. Мост им. Васко дэ Гамма ; 1998 ;  ; Ag ; AU ; 41 ; pissimist ; 410 
 3078 ; 500 эскудо. Португалия. Возврат Макао Китаю ; 1999 ;  ; Ag ; AU ; 72 ; S1952 ; 282 
 3079 ; 1 шиллинг. Новая Гвинея ; 1938 ;  ; Ag ; XF+ ; 46 ; Figaro65 ; 267 
 3080 ; 1/10 гульдена. Нидерландские Антиллы ; 1966 ;  ; Ag ; VF+ ; 11 ; paulus568 ; 61 
 3081 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; XF ; 20 ; ddv1981 ; 178 
 3082 ; 10 центов. Канада ; 1964 ;  ; Ag ; VF ; 14 ; andreyM ; 69 
 3083 ; 2 злотых. Польша ; 1932 ;  ; Ag ; VF ; 15 ; pissimist ; 123 
 3084 ; 5 франчи. Италия. Лука и Пьомбино ; 1805 ;  ; Ag ; VF ; 89 ; SKeeper ; 6141 
 3085 ; 200 соль. Перу. Герои авиции ; 1975 ;  ; Ag ; XF+ ; 85 ; Алек ; 718 
 3086 ; 5 лева. Болгария ; 1885 ;  ; Ag ; VF- ; 45 ; Вилкофф ; 835 
 3087 ; 1 доллар. Палау. Битва в Тевтобургском лесу ; 2009 ;  ; Ag ; Proof ; 59 ; AnvlaSar6216 ; 1384 
 3088 ; 5 крон. Швеция. 150 лет конституции ; 1959 ;  ; Ag ; XF/AU ; 41 ; Алек ; 400 
 3089 ; 1 1/2 евро. Франция. Европейский валютный союз. С сертификатом. М-22,2гр. D-37мм ; 2004 ;  ; Ag900 ; Proof ; 10 ; Толяныч ; 1530 
 3090 ; 1 1/2 евро. Франция. 60 лет победы во 2-й Мировой войне. С сертификатом. М-22,2гр. D-37мм ; 2005 ;  ; Ag900 ; Proof ; 129 ; Толяныч ; 1106 
 3091 ; 1 крона. Швеция ; 1943 ;  ; Ag ; VF+ ; 7 ; vesta78 ; 102 
 3092 ; 1 лира. Сирия ; 1950 ;  ; Ag ; VF ; 26 ; suhua ; 343 
 3093 ; 25 пиастров. Сирия ; 1947 ;  ; Ag ; XF ; 20 ; kont ; 190 
 3094 ; 250 шиллингов. Сомали ; 2001 ;  ; Ag ; Proof ; 23 ; pol75 ; 1224 
 3095 ; 5 экю. Испания. Король Карл V. С сертификатом. М-33,6гр. D-42мм ; 1989 ;  ; Ag925 ; Proof ; 14 ; джокер ; 1145 
 3096 ; 1 экю. Испания. Похищение Европы. С сертификатом. М-6,7гр. D-24мм ; 1989 ;  ; Ag925 ; AU ; 51 ; ВМШ ; 408 
 3097 ; 20 марок. ГДР. Генрих Манн ; 1971А ;  ; Cu-Ni ; VF-XF ; 12 ; Юбер ; 62 
 3098 ; 10 марок. ГДР. 25 лет ГДР ; 1974А ;  ; Cu-Ni ; VF-XF ; 23 ; -IROKEZ- ; 62 
 3099 ; 20 рублей. Беларусь. Филин ; 2005 ;  ; Ag ; Proof ; 43 ; pol75 ; 1428 
 3100 ; 20 рублей. Беларусь. 15 лет СНГ. С сертификатом ; 2006 ;  ; Ag ; Proof ; 54 ; Недорого ; 1252 
 3101 ; 20 рублей. Беларусь. Беларусь - Китай. С сертификатом ; 2007 ;  ; Ag ; Proof ; 32 ; Недорого ; 1700 
 3102 ; 20 рублей. Беларусь. Алиса в Зазеркалье. С сертификатом ; 2007 ;  ; Ag ; AU ; 47 ; Sky2 ; 1299 
 3103 ; 1 рубль. Беларусь. День независимости ; 1997 ;  ; Cu-Ni ; Proof ; 25 ; August31 ; 283 
 3104 ; 1 рубль. Беларусь. 80 лет Банку Беларуси ; 2002 ;  ; Cu-Ni ; Proof ; 25 ; Недорого ; 286 
 3105 ; 1 рубль. Беларусь. Азгур ; 2008 ;  ; Cu-Ni ; Proof ; 46 ; August31 ; 255 
 3106 ; 1 рубль. Беларусь. Дунин-Марцинкевич ; 2008 ;  ; Cu-Ni ; Proof ; 24 ; August31 ; 255 
 3107 ; 1 рубль. Беларусь. Минск ; 2008 ;  ; Cu-Ni ; Proof ; 39 ; August31 ; 365 
 3108 ; 1 рубль. Беларусь. Зимородок ; 2008 ;  ; Cu-Ni ; Proof ; 87 ; Mikle777 ; 359 
 3109 ; 1 рубль. Беларусь. 65 лет освобождения от фашизма ; 2009 ;  ; Cu-Ni ; Proof ; 24 ; Krechet ; 203 
 3110 ; 10 злотых. Польша ; 1936 ;  ; Ag ; VF- ; 65 ; novoselc ; 705 
