 5839 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 12 ; gdrg2 ; 58 
 3086 ; 1 крона. Гибралтар ; 1999 ;  ; Ж/м ; Proof ; 26 ; Lena6975 ; 895 
 3087 ; 2 кроны. Швеция. 25 лет правления ; 1897 ;  ; Ag ; AU ; 40 ; Мотя ; 1112 
 3088 ; 1/24 риксдалера. Швеция ; 1812 ;  ; Ag ; VF- ; 69 ; Alexdav ; 2380 
 3089 ; 50 крон. Норвегия. 50 лет ООН ; 1995 ;  ; Ag ; Proof ; 32 ; vicnic ; 1965 
 3090 ; 1 эре. Швеция ; 1733 ;  ; Ag ; F ; 36 ; vb96 ; 459 
 3091 ; 1 эре. Швеция ; 1734 ;  ; Ag ; F+ ; 22 ; dsp ; 816 
 3092 ; 1/6 риксдалера. Швеция ; 1779 ;  ; Ag ; VF ; 65 ; dsp ; 3249 
 3093 ; 1/32 риксдалера. Швеция ; 1853 ;  ; Ag ; F+ ; 30 ; Хаа ; 239 
 3094 ; 25 эре. Швеция ; 1875 ;  ; Ag ; F ; 9 ; yourius ; 138 
 3095 ; 10 эре. Швеция ; 1855 ;  ; Ag ; F-VF ; 31 ; S1952 ; 365 
 3096 ; 1 далер. Швеция ; 1718 ;  ; cu ; F ; 34 ; Dмитрий ; 709 
 3097 ; 1 далер. Швеция ; 1718 ;  ; cu ; F+ ; 18 ; Dмитрий ; 681 
 3098 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; XF+ ; 24 ; antongor ; 401 
 3099 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 17 ; SKeeper ; 415 
 3100 ; 10 марок. Финляндия. Президент Кекконен ; 1975 ;  ; Ag ; AU ; 20 ; mask ; 410 
 3101 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; XF ; 20 ; prince1959 ; 169 
 3102 ; 5 злотых. Польша ; 1933 ;  ; Ag ; VF-XF ; 21 ; л842 ; 410 
 3103 ; 50 франков. Камерун. Путин ; ND ;  ; Cu-Ni ; Proof ; 26 ; Taras58 ; 1653 
 3104 ; 10 сентаво. Филиппины ; 1917 ;  ; Ag ; VF ; 6 ; vb96 ; 219 
 3105 ; 20 центов. Малайя ; 1939 ;  ; Ag ; VF-XF ; 16 ; Panther ; 383 
 3106 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; XF ; 9 ; jj ; 403 
 3107 ; 100 марок. Финляндия. Ветеранская организация ; 1990 ;  ; Ag ; AU ; 25 ; Mike! ; 914 
 3108 ; Экю. Испания ; 1989 ;  ; Ag ; XF ; 33 ; елец ; 1259 
 3109 ; 50 марок. Финляндия. Кекконен ; 1981 ;  ; Ag ; XF ; 4 ; SKeeper ; 410 
 3110 ; 1 флорин. Австралия ; 1961 ;  ; Ag ; AU ; 49 ; Elephant ; 596 
 3111 ; Копейка. Шахин-Гирей. 4й год правления ;  ;  ; Cu ; F ; 30 ; sotnik ; 1122 
 3112 ; 100 шиллингов. Австрия. 1000 лет. Упаковка ; 1976 ;  ; Ag ; Proof ; 20 ; water spirit ; 626 
 3113 ; 100 шиллингов. Австрия. Олимпиада. Упаковка ; 1976 ;  ; Ag ; Proof ; 19 ; horza ; 740 
 3114 ; 100 шиллингов. Австрия. Олимпиада. Упаковка ; 1976 ;  ; Ag ; Proof ; 20 ; horza ; 740 
 3115 ; 100 шиллингов. Австрия. 200 лет театру. Упаковка ; 1976 ;  ; Ag ; Proof ; 20 ; 6719 ; 634 
 3116 ; 100 шиллингов. Австрия. 700 лет. Упаковка ; 1979 ;  ; Ag ; Proof ; 19 ; miranda ; 639 
 3117 ; 100 шиллингов. Австрия. 200 лет. Упаковка ; 1979 ;  ; Ag ; Proof ; 12 ; S1952 ; 905 
 3118 ; 50 шиллингов. Австрия. Упаковка ; 1974 ;  ; Ag ; Proof ; 26 ; buhar1956 ; 804 
 3119 ; 50 шиллингов. Австрия. 1200 лет Зальцбургу ; 1974 ;  ; Ag ; Proof ; 25 ; buhar1956 ; 815 
 3120 ; 5 песет. Испания ; 1885 ;  ; Ag ; VF+ ; 22 ; Yurival ; 1228 
 3121 ; 10 сен. Япония ;  ;  ;  ; VF ; 17 ; Прокурор ; 215 
 3122 ; 1 доллар. США. Статуя Свободы ; 1986S ;  ; Ag ; Proof ; 60 ; Жендос ; 1231 
 3023 ; 500 тенге. Казахстан. Сертификат ; 2007 ;  ; Ag ; Proof ; 20 ; antongor ; 2043 
 3024 ; 500 тенге. Казахстан. Сертификат ; 2003 ;  ; Ag ; Proof ; 30 ; логопед ; 3159 
 3025 ; 500 тенге. Казахстан. Сертификат ; 2007 ;  ; Ag ; Proof ; 18 ; condeater ; 2126 
 3026 ; Экю. Франция ; 1756 ;  ; Ag ; VF ; 43 ; Ю42 ; 5102 
 3027 ; 5 шиллингов. Южная Африка ; 1948 ;  ; Ag ; XF ; 34 ; Rusik ; 1303 
 3028 ; 1 рупия. Британская Индия ; 1862 ;  ; Ag ; XF- ; 41 ; дед морос ; 1224 
 3029 ; 1 рупия. Восточная Индийская Компания ; 1840 ;  ; Ag ; VF+ ; 38 ; Temudgin ; 1538 
 3030 ; 1 рупия. Британская Индия ; 1914 ;  ; Ag ; VF ; 29 ; shaxter2015 ; 876 
 3031 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF+ ; 11 ; byrozka ; 350 
 3032 ; 1/2 доллара. США. Букер ; 1946 ;  ; Ag ; XF ; 34 ; SERGE5064 ; 1077 
 3033 ; 1/2 доллара. США ; 1967 ;  ; Ag ; AU ; 19 ; lsp25 ; 255 
 3034 ; 1/4 доллара. США ; 1853 ;  ; Ag ; F- ; 56 ; WikiLeaks ; 2110 
 3035 ; 2-1/2 шиллинга. Южная Африка ; 1892 ;  ; Ag ; VF ; 41 ; Ten Nochi ; 1024 
 3036 ; 1 флорин. Австралия. Парламент ; 1927 ;  ; Ag ; XF ; 43 ; bob375 ; 821 
 3037 ; 2 лата Латвия ; 1925 ;  ; Ag ; VF-XF ; 14 ; Мотя ; 261 
 3038 ; 2 лата Латвия ; 1925 ;  ; Ag ; VF-XF ; 17 ; mask ; 277 
 3039 ; 2 лата Латвия ; 1925 ;  ; Ag ; XF- ; 23 ; Прокурор ; 393 
 3040 ; 1 лат Латвия ; 1924 ;  ; Ag ; VF+ ; 7 ; Мотя ; 144 
 3041 ; 1 лат Латвия ; 1924 ;  ; Ag ; VF-XF ; 20 ; mask ; 155 
 3042 ; 1 лат Латвия ; 1924 ;  ; Ag ; VF+ ; 6 ; Прокурор ; 147 
 3043 ; 1 доллар. США ; 1891 ;  ; Ag ; XF ; 27 ; Galagan1978 ; 2040 
 3044 ; 1 доллар. США ; 1921 ;  ; Ag ; VF+ ; 18 ; сама71 ; 1360 
 3045 ; 1 доллар. США ; 1902 ;  ; Ag ; XF ; 37 ; miranda ; 2152 
 3046 ; 1 доллар. США ; 1922 ;  ; Ag ; VF+ ; 14 ; vitapool ; 1179 
 3047 ; 1 доллар. США ; 1923 ;  ; Ag ; XF ; 20 ; Galagan1978 ; 1530 
 3048 ; 5 долларов. Канада ; 2012 ;  ; Ag ; XF+ ; 17 ; cfif24 ; 1206 
 3049 ; 1 грошен. Ольденбург ; 1858B ;  ; Ag ; F+ ; 17 ; nays ; 232 
 3050 ; 2-1/2 грошена. Ангальт ; 1856 ;  ; Ag ; VF ; 43 ; krass ; 1587 
 3051 ; 5 евро. Австрия. Европейский гимн ; 2005 ;  ; Ag ; AU ; 31 ; solder13 ; 513 
 3052 ; 5 евро. Австрия. Расширение ЕС ; 2004 ;  ; Ag ; AU ; 19 ; sibirian ; 466 
 3053 ; 8 евро. Португалия. Изобретатель Бартоломеу Лоренсу де Гусман ; 2007 ;  ; Ag ; Proof ; 34 ; елец ; 1497 
 3054 ; 8 евро. Португалия. 60 лет окончания Второй мировой войны ; 2005 ;  ; Ag ; Proof ; 45 ; Ok203 ; 1617 
 3055 ; 8 евро. Португалия. Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 20 ; ДУНКАН МАКЛАУД ; 1251 
 3056 ; 2,5 евро. Португалия. Португальский язык ; 2009 ;  ; Ag ; Proof ; 29 ; Фома ; 890 
 3057 ; 10 евро. Италия. 500 лет со дня рождения Андреа Палладио ; 2008 ;  ; Ag ; Proof ; 17 ; LEXAI ; 1813 
 3058 ; 10 евро. Бельгия. 500 лет сатире «Похвала глупости» Эрасмуса Роттердамского ; 2009 ;  ; Ag ; Proof ; 38 ; сама71 ; 1126 
 3059 ; 10 евро. Испания. Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 17 ; LEXAI ; 1878 
 3060 ; 10 евро. Испания. 60 лет мира и свободы в Европе ; 2005 ;  ; Ag ; Proof ; 15 ; canario ; 2044 
 3061 ; 10 евро. Бельгия. Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 17 ; LEXAI ; 920 
 3062 ; 10 евро. Ирландия. Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 22 ; irishNZ ; 1301 
 3063 ; 10 евро. Финляндия. 90 лет финскому флагу ; 2008 ;  ; Ag ; Proof ; 26 ; bliznetz ; 1491 
 3064 ; 10 евро. Финляндия. 100 лет со дня рождения Ээро Сааринена ; 2010 ;  ; Ag ; Proof ; 21 ; Walther ; 1438 
 3065 ; 10 евро. Финляндия. 60 лет мир и свободы ; 2005 ;  ; Ag ; Proof ; 21 ; bliznetz ; 1203 
 3066 ; 5 евро. Нидерланды. 60 лет мир и свободы ; 2005 ;  ; Ag ; Proof ; 25 ; Zarik ; 505 
 3067 ; 1 1/2 евро. Франция. Европа ; 2004 ;  ; Ag ; Proof ; 20 ; LEXAI ; 975 
 3068 ; 10 евро. Франция. Конкорд ; 2009 ;  ; Ag ; Proof ; 27 ; Brat123456 ; 2155 
 3069 ; 1 1/2 евро. Франция. 50 лет Европарламента ; 2008 ;  ; Ag ; Proof ; 24 ; елец ; 1246 
 3070 ; 5000 форинтов. Венгрия. 200-летие со дня рождения графа Лайоша Баттяни де Неметуйвара ; 2007 ;  ; Ag ; Proof ; 29 ; 6719 ; 1430 
 3071 ; 10 евро. Бельгия. Морис Метерлинк ; 2008 ;  ; Ag ; Proof ; 32 ; Фома ; 1192 
 3072 ; 20 рублей. Беларусь. Олимпийские игры ; 2005 ;  ; Ag ; Proof ; 26 ; antongor ; 1407 
 2973 ; 1/2 кроны. Великобритания ; 1945 ;  ; Ag ; VF ; 23 ; orex ; 293 
 2974 ; 2 лева. Болгария ; 1912 ;  ; Ag ; VF-XF ; 47 ; olancepok ; 1016 
 2975 ; 2 кроны. Дания ; 1876 ;  ; Ag ; VF+ ; 55 ; Walther ; 1134 
 2976 ; 20 динаров. Югославия ; 1938 ;  ; Ag ; XF- ; 26 ; SKeeper ; 326 
 2977 ; 1 крона. Дания ; 1916 ;  ; Ag ; XF ; 38 ; vihufa ; 770 
 2978 ; 1 крона. Остров Мэн. ЧМ по футболу в Испании ; 1982 ;  ; Ag ; AU ; 16 ; asm1048576 ; 1301 
 2979 ; 1 доллар. Канада. Игры содружества в Эдмонтоне ; 1978 ;  ; Ag ; XF+ ; 14 ; vitapool ; 525 
 2980 ; 1 доллар. Канада. Торонто ; 1984 ;  ; Ag ; Proof ; 21 ; mask ; 615 
 2981 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; AU ; 13 ; sibirian ; 536 
 2982 ; 1 доллар. Канада. Виннипег ; 1974 ;  ; Ag ; AU ; 16 ; vitapool ; 527 
 2983 ; 1 доллар. Канада. Национальные парки ; 1985 ;  ; Ag ; Proof ; 39 ; water spirit ; 857 
 2984 ; 1 доллар. Канада. Медведь ; 1980 ;  ; Ag ; AU ; 25 ; 8822 ; 922 
 2985 ; 1 доллар. Канада. Гриффон ; 1979 ;  ; Ag ; AU ; 28 ; жора ; 781 
 2986 ; 1 доллар. Канада. Трон в сенате ; 1977 ;  ; Ag ; AU ; 13 ; sibirian ; 527 
 2987 ; 1 доллар. Канада. Ванкувер ; 1986 ;  ; Ag ; Proof ; 15 ; Парамоша ; 677 
 2988 ; 1 доллар. Канада. Парламентская библиотека в Оттаве ; 1976 ;  ; Ag ; AU ; 15 ; sibirian ; 538 
 2989 ; 1 доллар. Канада. Трансконтинентальная ж/д ; 1981 ;  ; Ag ; Proof ; 18 ; dvg ; 739 
 2990 ; 1 доллар. Канада. XI игры содружества в Эдмонтоне ; 1978 ;  ; Ag ; AU ; 19 ; Gyron ; 606 
 2991 ; 1 доллар. Канада. Конная полиция ; 1973 ;  ; Ag ; AU ; 29 ; mask ; 573 
 2992 ; 1 доллар. Канада. Британская Колумбия ; 1971 ;  ; Ag ; AU ; 25 ; 330 каждому ; 738 
 2993 ; 10 евро. Германия. Альберт Эйнштейн  10 евро. Германия ; 2005J ;  ; Ag ; Proof ; 33 ; Фома ; 979 
 2994 ; 10 евро. Германия. 50 лет восстанию в ГДР  10 евро. Германия  10 евро. Германия ; 2003А ;  ; Ag ; Proof ; 27 ; Фома ; 920 
 2995 ; 10 евро. Германия. Остров музеев. Берлин ; 2002А ;  ; Ag ; Proof ; 14 ; ДУНКАН МАКЛАУД ; 806 
 2996 ; 10 евро. Германия. Саарланд ; 2007G ;  ; Ag ; Proof ; 24 ; k212 ; 873 
 2997 ; 10 евро. Германия. 50 лет Банку ; 2007J ;  ; Ag ; Proof ; 26 ; кс ; 940 
 2998 ; 10 евро. Германия. Юстус фон Либиг ; 2003J ;  ; Ag ; Proof ; 23 ; mefody73 ; 901 
 2999 ; 10 евро. Германия. 100 лет музею Мюнхена ; 2003D ;  ; Ag ; Proof ; 18 ; sibirian ; 928 
 3000 ; 10 евро. Германия. Римский договор ; 2007F ;  ; Ag ; Proof ; 23 ; кс ; 896 
 3001 ; 10 евро. Германия. 800 лет Дрездену ; 2006А ;  ; Ag ; Proof ; 26 ; Фома ; 920 
 3002 ; 10 евро. Германия. 650 лет Ганзейскому союзу ; 2006J ;  ; Ag ; AU ; 47 ; Фома ; 1104 
 3003 ; 10 евро. Германия. Вильгельм Буш ; 2007D ;  ; Ag ; Proof ; 21 ; mefody73 ; 847 
 3004 ; 10 евро. Германия. 800 лет Дрездену ; 2006А ;  ; Ag ; AU ; 34 ; Фома ; 1226 
 3005 ; 10 евро. Германия. Элизабет фон Тюринген ; 2007А ;  ; Ag ; Proof ; 17 ; mefody73 ; 806 
 3006 ; 10 евро. Германия. ЧМ по футболу в Германии ; 2005 ;  ; Ag ; Proof ; 50 ; mountblade ; 1734 
 3007 ; 10 евро. Германия. В.А.Моцарт ; 2006D ;  ; Ag ; Proof ; 15 ; klv ; 826 
 3008 ; 1 доллар. Канада. Универсиада в Эдмонтоне ; 1983 ;  ; Ag ; AU ; 14 ; water spirit ; 569 
 3009 ; 1 доллар. Канада. Реджина ; 1982 ;  ; Ag ; AU ; 19 ; л842 ; 694 
 3010 ; 10 злотых. Потша. Олимпиада в Турине ; 2006 ;  ; Ag ; Proof ; 36 ; torbey ; 1022 
 3011 ; Монтовидный жетон. 1 денга. Год Быка. D-39мм ; ММД ;  ; Ag ; Proof ; 40 ; sbsb777 ; 1267 
 3012 ; Монтовидный жетон. 1 денга. Год Зайца. D-39мм ; ММД ;  ; Ag ; Proof ; 37 ; sbsb777 ; 1285 
 3013 ; 20 даласи. Гамбия. Олимпиада ; 1993 ;  ; Ag ; Proof ; 17 ; maximilian2204 ; 1445 
 3014 ; 20 долларов. Тувалу. Олимпиада ; 1994 ;  ; Ag ; Proof ; 18 ; Vanka ; 1124 
 3015 ; 1 паанга. Тонга. Олимпиада ; 1991 ;  ; Ag ; Proof ; 13 ; ДУНКАН МАКЛАУД ; 1390 
 3016 ; 5 долларов. Новая Зеландия. Олимпиада ; 1994 ;  ; Ag ; Proof ; 8 ; ДУНКАН МАКЛАУД ; 1237 
 3017 ; 500 вон. Корея. Олимпиада ; 1994 ;  ; Ag ; Proof ; 22 ; horza ; 1244 
 3018 ; 1 крона. Остров Мэн. Олимпиада ; 1984 ;  ; Ag ; Proof ; 16 ; ДУНКАН МАКЛАУД ; 1326 
 3019 ; 1 доллар. США. Олимпиада ; 1983P ;  ; Ag ; AU ; 16 ; horza ; 1111 
 3020 ; 500 тенге. Казахстан. Сертификат ; 2007 ;  ; Ag ; Proof ; 32 ; antongor ; 2043 
 3021 ; 500 тенге. Казахстан. Сертификат ; 2008 ;  ; Ag ; Proof ; 28 ; kolbur ; 2200 
 3022 ; 500 тенге. Казахстан. Сертификат ; 2006 ;  ; Ag ; Proof ; 24 ; kolbur ; 2213 
 2923 ; 3 пенса. Великобритания ; 1914 ;  ; Ag ; VF+ ; 11 ; жора ; 181 
 2924 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; AU ; 21 ; kornum ; 223 
 2925 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; AU ; 11 ; dim66 ; 107 
 2926 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; AU ; 12 ; oleg1129 ; 119 
 2927 ; 1 шиллинг. Восточная Африка ; 1925 ;  ; Ag ; AU ; 43 ; Boss Orange ; 1032 
 2928 ; 5 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 22 ; brigadir ; 164 
 2929 ; 10 пфенниг. Германия. Нотгельд ; 1922 ;  ; Zn ; VF ; 81 ; brigadir ; 556 
 2930 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 22 ; vladmarkin ; 159 
 2931 ; 10 пфенниг. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 27 ; Jauho ; 360 
 2932 ; 10 пфенниг. Германия. Нотгельд ; 1921 ;  ; Fe ; VF+ ; 36 ; mart_si ; 206 
 2933 ; 10 пфенниг. Германия. Нотгельд ; 1919 ;  ; Fe ; VF+ ; 28 ; vladmarkin ; 212 
 2934 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 21 ; Jauho ; 360 
 2935 ; 10 пфенниг. Германия. Нотгельд ; 1919 ;  ; Fe ; XF ; 25 ; brigadir ; 155 
 2936 ; 25 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 18 ; mart_si ; 181 
 2937 ; 50 пфенниг. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 24 ; Jauho ; 360 
 2938 ; 50 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 19 ; brigadir ; 141 
 2939 ; 50 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 17 ; mart_si ; 157 
 2940 ; 1 марка. Грюнберг ; 1921 ;  ; Керамика ; AU ; 19 ; лесной ; 467 
 2941 ; 1 марка. Саксония ; 1921 ;  ; Керамика ; AU ; 24 ; razum0610 ; 396 
 2942 ; 5 франков. Франция ; 1848 ;  ; Ag ; VF ; 23 ; Elephant ; 1102 
 2943 ; 5 франков. Франция ; 1868 ;  ; Ag ; VF+ ; 15 ; Elephant ; 1071 
 2944 ; 50 центов. Восточная Африка ;  ;  ; Cu-Ni ; VF ; 9 ; бортик ; 128 
 2945 ; 1 шиллинг. Восточная Африка ;  ;  ; Cu-Ni ; VF+ ; 10 ; aralsk ; 88 
 2946 ; 6 пенсов. Великобритания ; 1923 ;  ; Ag ; XF ; 46 ; mr.812 ; 308 
 2947 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; XF- ; 8 ; canario ; 114 
 2948 ; 1 крона. Остров Мэн. ЧМ по футболу в Испании ; 1982 ;  ; Ag ; XF+ ; 32 ; asm1048576 ; 1211 
 2949 ; 10 долларов. Либерия. ЧМ по футболу в 2006г в Аргентине ; 2005 ;  ; Ag ; Proof ; 32 ; seva777 ; 1987 
 2950 ; 25 долларов. Канада. Олимпиада в Ванкувере. Бобслей ; 2008 ;  ; Ag ; Proof ; 27 ; сама71 ; 1418 
 2951 ; 5 песо. Аргентина. ЧМ по футболу в 2006г ; 2003 ;  ; Ag ; Proof ; 32 ; seva777 ; 1761 
 2952 ; 20 долларов. Либерия. Д.Эйзенхауэр ; 2000 ;  ; Ag ; Proof ; 25 ; miranda ; 1276 
 2953 ; 5 песо. Аргентина. ЧМ по футболу в 2006г ; 2004 ;  ; Ag ; Proof ; 31 ; maks1 ; 1825 
 2954 ; 50 кордобас. Никарагуа. Олимпиада-88. Парусный спорт ; 1988 ;  ; Ag ; Proof ; 23 ; bliznetz ; 1281 
 2955 ; 3000 песо. Аргентина. ЧМ по футболу в Аргентине ; 1978 ;  ; Ag ; AU ; 22 ; ЛБС ; 1058 
 2956 ; 2000 песо. Аргентина. ЧМ по футболу в Аргентине ; 1978 ;  ; Ag ; AU ; 27 ; maks1 ; 827 
 2957 ; 1000 песо. Аргентина. ЧМ по футболу в Аргентине ; 1978 ;  ; Ag ; AU ; 22 ; ЛБС ; 502 
 2958 ; 5 долларов. Австралия. Олимпиада в Сиднее. Баскетбол ; 2000 ;  ; лат ; AU ; 21 ; speranta ; 445 
 2959 ; 2 кроны. Дания. Против туберкулеза в Гренландии ; 1953 ;  ; Ag ; AU ; 58 ; kornum ; 1398 
 2960 ; 5 лей. Румыния ; 1881 ;  ; Ag ; XF- ; 93 ; варяг2004 ; 10441 
 2961 ; 1 доллар. США ; 1992 ;  ; Ag ; AU ; 23 ; Мотя ; 1246 
 2962 ; 1,5 евро. Австрия. Филармония ; 2012 ;  ; Ag ; AU ; 20 ; Мотя ; 1230 
 2963 ; 1 эскудо. Португалия ; 1916 ;  ; Ag ; XF- ; 62 ; olancepok ; 2267 
 2964 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF+ ; 10 ; никсер ; 283 
 2965 ; 20 крон. Чехословакия ; 1933 ;  ; Ag ; VF+ ; 15 ; спарта ; 590 
 2966 ; 10 евро. Германия. Нерба ; 2008 ;  ; Ag ; AU ; 21 ; k212 ; 903 
 2967 ; 10 марок. ФРГ. Шопенгауэр ; 1988D ;  ; Ag ; XF+ ; 14 ; canario ; 420 
 2968 ; 10 марок. ФРГ. 150 лет Ордену "За заслуги" ; 1992D ;  ; Ag ; AU ; 31 ; gdrg2 ; 512 
 2969 ; 10 марок. ФРГ. 800 лет Тевтонскому ордену ; 1990J ;  ; Ag ; XF+ ; 14 ; 8822 ; 459 
