 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 3490 ; 25 эре.Швеция ; 1941 ;  ; Ag ; F-VF ; 6 ; aziya11 ; 51 
 3491 ; 25 эре.Швеция ; 1955 ;  ; Ag ; VF+ ; 6 ; aziya11 ; 46 
 3492 ; 1/2 марки. Германия ; 1906A ;  ; Ag ; F-VF ; 16 ; Vitaly26 ; 101 
 3493 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 9 ; musik ; 176 
 3494 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; VF-XF ; 8 ; Опятор ; 164 
 3495 ; 10 эре. Швеция ; 1855 ;  ; Ag ; F-VF ; 40 ; hf426 ; 232 
 3496 ; 10 марок. Финляндия ; 1930 ;  ; Al/Br ; VF ; 11 ; В1951 ; 102 
 3497 ; 10 марок. Финляндия ; 1932 ;  ; Al/Br ; VF ; 8 ; boroda ; 77 
 3498 ; 10 марок. Финляндия ; 1938 ;  ; Al/Br ; VF ; 17 ; boroda ; 121 
 3499 ; 10 марок. Финляндия ; 1936 ;  ; Al/Br ; VF ; 22 ; wladico ; 114 
 3500 ; 10 марок. Финляндия ; 1934 ;  ; Al/Br ; VF ; 24 ; Опятор ; 191 
 3501 ; 10 марок. Финляндия ; 1929 ;  ; Al/Br ; VF ; 13 ; wladico ; 114 
 3502 ; 10 марок. Финляндия ; 1931 ;  ; Al/Br ; VF ; 11 ; boroda ; 68 
 3503 ; 5 марок. Финляндия ; 1942 ;  ; Al/Br ; XF- ; 18 ; coin17 ; 112 
 3504 ; 5 марок. Финляндия ; 1949 ;  ; Al/Br ; VF+ ; 21 ; musik ; 108 
 3505 ; 5 марок. Финляндия ; 1950 ;  ; Al/Br ; XF ; 9 ; boroda ; 42 
 3506 ; 5 марок. Финляндия ; 1938 ;  ; Al/Br ; VF ; 13 ; musik ; 108 
 3507 ; 5 марок. Финляндия ; 1952 ;  ; Al/Br ; XF- ; 13 ; musik ; 108 
 3508 ; 5 марок. Финляндия ; 1936 ;  ; Al/Br ; VF ; 12 ; wladico ; 163 
 3509 ; 5 марок. Финляндия ; 1947 ;  ; Al/Br ; XF ; 11 ; boroda ; 35 
 3510 ; 5 марок. Финляндия ; 1937 ;  ; Al/Br ; VF ; 15 ; cr2952 ; 130 
 3511 ; 5 марок. Финляндия ; 1930 ;  ; Al/Br ; VF ; 13 ; boroda ; 46 
 3512 ; 5 марок. Финляндия ; 1951 ;  ; Al/Br ; XF ; 9 ; musik ; 108 
 3513 ; 5 марок. Финляндия ; 1939 ;  ; Al/Br ; VF ; 12 ; musik ; 108 
 3514 ; 5 марок. Финляндия ; 1933 ;  ; Al/Br ; VF ; 13 ; musik ; 108 
 3515 ; 5 марок. Финляндия ; 1941 ;  ; Al/Br ; VF-XF ; 21 ; Опятор ; 163 
 3516 ; 5 марок. Финляндия ; 1948 ;  ; Al/Br ; VF-XF ; 13 ; musik ; 108 
 3517 ; 5 марок. Финляндия ; 1931 ;  ; Al/Br ; VF ; 11 ; boroda ; 78 
 3518 ; 5 марок. Финляндия ; 1946 ;  ; Al/Br ; XF ; 19 ; wladico ; 108 
 3519 ; 3 пенса. Великобритания ; 1943 ;  ; Al/Br ; VF ; 15 ; tolegv ; 35 
 3520 ; 1 крона. Дания ; 1946 ;  ; Al/Br ; VF ; 14 ; banks ; 35 
 3521 ; 2 крузейро. Бразилия ; 1945 ;  ; Al/Br ; VF ; 15 ; Sky2 ; 68 
 3522 ; 100 эскудо. Португалия. Канарские ; 1989 ;  ; Cu-Ni ; AU ; 41 ; dim66 ; 123 
 3523 ; 100 эскудо. Португалия. Мадейра ; 1989 ;  ; Cu-Ni ; AU ; 65 ; karl ; 126 
 3524 ; 25 сантимов. Бельгия ; 1921 ;  ; Cu-Ni ; VF ; 7 ; kornum ; 35 
 3525 ; 5 сантимов. Бельгия ; 1906 ;  ; Cu-Ni ; VF ; 9 ; av ; 72 
 3526 ; 10 марок. Финляндия ; 1997 ;  ; Би/м ; VF-XF ; 18 ; hasa18 ; 59 
 3527 ; 25 сантимов. Бельгия ; 1942 ;  ; Zn ; VF+ ; 11 ; krugerrand ; 35 
 3528 ; 100 мон. Япония ; ND ;  ; Br ; VF ; 29 ; vitapool ; 410 
 3529 ; 2-1/2 цента. Нидерланская Индия ; 1945 ;  ; Br ; AU ; 14 ; safanya ; 159 
 3430 ; 5 сент. Нидерланды ; 1942 ;  ; Zn ; VF-XF ; 30 ; ВМШ ; 487 
 3431 ; 1 сент. Нидерланды ; 1943 ;  ; Zn ; VF-XF ; 12 ; Schwer ; 125 
 3432 ; 1 сентаво. Бразилия ; 1969 ;  ; Ni/St ; AU ; 7 ; kornum ; 35 
 3433 ; 1 хеллер. Чехословакия ; 1963 ;  ; Al ; AU ; 60 ; CASABLANCA ; 126 
 3434 ; 2 эре. Дания ; 1931 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3435 ; 1 эре. Дания ; 1929 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3436 ; 1 эре. Дания ; 1930 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3437 ; 1 эре. Дания ; 1932 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3438 ; 1 эре. Дания ; 1933 ;  ; Br ; VF-XF ; 9 ; wladico ; 39 
 3439 ; 1 эре. Дания ; 1934 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3440 ; 1 эре. Дания ; 1935 ;  ; Br ; XF ; 8 ; coin17 ; 35 
 3441 ; 1 эре. Дания ; 1936 ;  ; Br ; XF ; 5 ; Maksss163 ; 30 
 3442 ; 1 эре. Дания ; 1939 ;  ; Br ; AU ; 7 ; Maksss163 ; 30 
 3443 ; 1 эре. Дания ; 1940 ;  ; Br ; XF ; 13 ; kornum ; 50 
 3444 ; 5 марок. ФРГ. 150 лет таможне ; 1984D ;  ; Cu/Ni ; XF+ ; 50 ; Gyron ; 172 
 3445 ; 1 шиллинг. Великобритания ; 1933 ;  ; Ag ; VF ; 42 ; vesta78 ; 159 
 3446 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF- ; 27 ; safanya ; 85 
 3447 ; 6 пенсов. Великобритания ; 1927 ;  ; Ag ; VF- ; 36 ; gola78 ; 100 
 3448 ; 2 1/2 экю. Нидерланды. Эразм Роттердамский ; 1991 ;  ; Cu/Ni ; AU ; 32 ; kornum ; 185 
 3449 ; 100 эскудо. Португалия. Канарские о-ва ; 1989 ;  ; Cu/Ni ; XF+ ; 13 ; karl ; 105 
 3450 ; 2 злотых. Польша. Великий юбилей ; 2000 ;  ; Лат ; AU ; 11 ; kornum ; 153 
 3451 ; 2 злотых. Польша. 20 лет профсоюзу "Солидарность" ; 2000 ;  ; Лат ; AU ; 15 ; Masik ; 350 
 3452 ; 2 злотых. Польша. Ян II Казимир ; 2000 ;  ; Лат ; AU ; 17 ; Masik ; 714 
 3453 ; 2 злотых. Польша. Миллениум ; 2000 ;  ; Лат ; AU ; 29 ; kornum ; 174 
 3454 ; 2 злотых. Польша. Дворец в Виланово ; 2000 ;  ; Лат ; AU ; 14 ; Masik ; 600 
 3455 ; 2 злотых. Польша. 30 лет событиям декабря 1970г ; 2000 ;  ; Лат ; AU ; 7 ; Masik ; 170 
 3456 ; 2 злотых. Польша. Удод ; 2000 ;  ; Лат ; AU ; 21 ; Masik ; 660 
 3457 ; 2 злотых. Польша. 1000-летие Вроцлава ; 2000 ;  ; Лат ; AU ; 19 ; Masik ; 561 
 3458 ; 2 злотых. Польша. 1000 лет конвенции в Гнезно ; 2000 ;  ; Лат ; AU ; 23 ; Masik ; 714 
 3459 ; 2 злотых. Польша. 15 лет Сенату ; 2004 ;  ; Лат ; AU ; 15 ; Masik ; 132 
 3460 ; 100 злотых. Польша. Казимир III ; 1987 ;  ; Cu/Ni ; XF+ ; 24 ; jlo ; 75 
 3461 ; 100 злотых. Польша. Владислав I ; 1986 ;  ; Cu/Ni ; XF ; 16 ; jlo ; 74 
 3462 ; 100 злотых. Польша. Пржемыслав II ; 1985 ;  ; Cu/Ni ; XF ; 30 ; Атлантик ; 105 
 3463 ; 500 злотых. Польша. Владислав II ; 1989 ;  ; Cu/Ni ; XF ; 23 ; Атлантик ; 47 
 3464 ; 100 злотых. Польша. Ядвига ; 1988 ;  ; Cu/Ni ; AU ; 25 ; qwert789789 ; 87 
 3465 ; 1 доллар (1 унция серебра). Австралия. Коала ; 2014 ;  ; Ag ; Unc ; 30 ; крайний ; 1111 
 3466 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu/Ni ; AU ; 27 ; Postevoy78 ; 455 
 3467 ; 5 гривен. Украина. Корабль "Слава Екатерине" ; 2013 ;  ; Cu/Ni ; AU ; 13 ; Sky2 ; 331 
 3468 ; 5 гривен. Украина. 70 лет Освобождения Донбаса от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 27 ; Postevoy78 ; 459 
 3469 ; 5 гривен. Украина. 70 лет Освобождения Никополя от фашистских захватчиков ; 2014 ;  ; Cu/Ni ; AU ; 28 ; крайний ; 465 
 3470 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu/Ni ; AU ; 49 ; Postevoy78 ; 404 
 3471 ; 2 гривны. Украина. Владимир Сергеев ; 2014 ;  ; Cu/Ni ; AU ; 30 ; Ratmen ; 377 
 3472 ; 50 марок. Финляндия. Калевала ; 1985 ;  ; Ag ; XF ; 22 ; Balagur ; 556 
 3473 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 23 ; boroda ; 608 
 3474 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 17 ; musik ; 444 
 3475 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 14 ; karl ; 400 
 3476 ; 10 марок. Финляндия. Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; XF ; 6 ; karl ; 350 
 3477 ; 25 марок. Финляндия. Олимпиада Лахти ; 1978 ;  ; Ag ; AU ; 16 ; boroda ; 469 
 3478 ; 50 марок. Финляндия. Чемпионат ; 1983 ;  ; Ag ; AU ; 12 ; Monata ; 428 
 3479 ; 50 марок. Финляндия. Хоккей ; 1982 ;  ; Ag ; AU ; 21 ; musik ; 552 
 3380 ; 1 крона. Швеция ; 1967 ;  ; Ag ; XF ; 12 ; aziya11 ; 112 
 3381 ; 6 пенсов. Великобритания ; 1894 ;  ; Ag ; F-VF ; 8 ; sova159 ; 35 
 3382 ; 25 эре. Швеция ; 1947 ;  ; Ag ; VF-XF ; 11 ; aziya11 ; 65 
 3383 ; 25 эре. Дания ; 1874 ;  ; Ag ; F-VF ; 10 ; tolegv ; 70 
 3384 ; 25 эре. Дания ; 1874 ;  ; Ag ; F-VF ; 8 ; banks ; 67 
 3385 ; 2 кроны. Дания ; 1926 ;  ; Al/Br ; VF ; 17 ; ru ; 139 
 3386 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; XF- ; 9 ; ru ; 88 
 3387 ; 3 пенса. Великобритания ; 1941 ;  ; Al/Br ; VF ; 7 ; Maksss163 ; 32 
 3388 ; 50 сентимес. Франция ; 1923 ;  ; Al/Br ; VF+ ; 15 ; artur2000 ; 41 
 3389 ; 50 сентимес. Франция ; 1922 ;  ; Al/Br ; VF ; 9 ; taa ; 35 
 3390 ; 5 пфеннинг. Веймар ; 1924Е ;  ; Al/Br ; VF ; 21 ; musik ; 83 
 3391 ; 20 грошен. Австрия ; 1954 ;  ; Al/Br ; VF-XF ; 22 ; tolegv ; 51 
 3392 ; 1 крона. Дания ; 1973 ;  ; Cu-Ni ; AU ; 17 ; wladico ; 55 
 3393 ; 2 коруны. Чехословакия ; 1947 ;  ; Cu-Ni ; XF ; 18 ; t_v_v ; 68 
 3394 ; 10 сентимес. Франция ; 1921 ;  ; Cu-Ni ; VF+ ; 11 ; tolegv ; 35 
 3395 ; 10 сентимес. Франция ; 1922 ;  ; Cu-Ni ; VF+ ; 6 ; Maksss163 ; 30 
 3396 ; 20 раппен. Швейцария ; 1884 ;  ; Cu-Ni ; VF ; 9 ; kostya12.04.1994 ; 50 
 3397 ; 20 раппен. Швейцария ; 1913 ;  ; Cu-Ni ; XF- ; 8 ; ru ; 59 
 3398 ; 10 раппен. Швейцария ; 1914 ;  ; Cu-Ni ; VF+ ; 5 ; Maksss163 ; 30 
 3399 ; 10 раппен. Швейцария ; 1933 ;  ; Cu-Ni ; XF- ; 9 ; dvlless ; 35 
 3400 ; 5 раппен. Швейцария ; 1944 ;  ; Cu-Ni ; XF ; 10 ; dim66 ; 35 
 3401 ; 1/2 франка. Швейцария ; 1969 ;  ; Cu-Ni ; AU ; 7 ; Maksss163 ; 30 
 3402 ; 10 эре. Дания ; 1925 ;  ; Cu-Ni ; VF+ ; 9 ; ru ; 45 
 3403 ; 10 эре. Дания ; 1940 ;  ; Cu-Ni ; VF+ ; 10 ; val211 ; 35 
 3404 ; 10 пфеннигов. Германия ; 1874С ;  ; Cu-Ni ; VF ; 11 ; solder13 ; 48 
 3405 ; 20 хеллеров. Чехия и Моравия ; 1941 ;  ; Zn ; VF ; 19 ; kornum ; 140 
 3406 ; 20 хеллеров. Чехословакия ; 1938 ;  ; Cu-Ni ; XF ; 20 ; Schwer ; 63 
 3407 ; 50 хеллеров. Чехословакия ; 1931 ;  ; Cu-Ni ; VF+ ; 18 ; Schwer ; 63 
 3408 ; 50 сентимес. Франция ; 1942 ;  ; Al ; XF ; 32 ; artur2000 ; 59 
 3409 ; 5 динар. Югославия ; 1963 ;  ; Al ; AU ; 17 ; CASABLANCA ; 38 
 3410 ; 50 эре. Норвегия ; 1940 ;  ; Cu-Ni ; VF+ ; 10 ; val211 ; 35 
 3411 ; 25 эре. Норвегия ; 1949 ;  ; Cu-Ni ; XF ; 12 ; gusar ; 37 
 3412 ; 10 эре. Норвегия ; 1940 ;  ; Cu-Ni ; XF ; 15 ; kornum ; 43 
 3413 ; 10 эре. Норвегия ; 1947 ;  ; Cu-Ni ; XF ; 17 ; gusar ; 68 
 3414 ; 10 эре. Норвегия ; 1942 ;  ; Zn ; VF ; 14 ; страус ; 51 
 3415 ; 1 эре. Норвегия ; 1943 ;  ; Fe ; VF-XF ; 8 ; val211 ; 41 
 3416 ; 1 коруна. Чехословакия ; 1946 ;  ; Cu-Ni ; XF+ ; 24 ; Schwer ; 125 
 3417 ; 2 эре. Норвегия ; 1913 ;  ; Br ; VF+ ; 18 ; mkm1968 ; 100 
 3418 ; 2 эре. Норвегия ; 1944 ;  ; Fe ; XF ; 10 ; mkm1968 ; 100 
 3419 ; 5 эре. Дания ; 1936 ;  ; Br ; XF+ ; 7 ; wladico ; 36 
 3420 ; 5 эре. Дания ; 1940 ;  ; Br ; XF+ ; 11 ; coin17 ; 88 
 3421 ; 2 эре. Дания ; 1940 ;  ; Br ; XF+ ; 5 ; Maksss163 ; 30 
 3422 ; 2 эре. Дания ; 1938 ;  ; Br ; XF+ ; 5 ; Maksss163 ; 30 
 3423 ; 2 крейцера. Австрия ; 1897 ;  ; Br ; VF ; 12 ; safanya ; 45 
 3424 ; 1 сент. Нидерланды ; 1919 ;  ; Br ; XF ; 15 ; kornum ; 92 
 3425 ; 10 хеллеров. Чехословакия ; 1935 ;  ; Br ; XF ; 15 ; wladico ; 102 
 3426 ; 25 эре. Дания ; 1944 ;  ; Zn ; VF ; 13 ; mkm1968 ; 123 
 3427 ; 2 эре. Дания ; 1918 ;  ; Fe ; VF+ ; 32 ; mkm1968 ; 244 
 3428 ; 10 эре. Дания ; 1941 ;  ; Zn ; XF ; 7 ; andreyM ; 89 
 3429 ; 10 эре. Дания ; 1944 ;  ; Zn ; XF ; 11 ; kornum ; 53 
 3330 ; 10 крон. Чехословакия. 20 лет Словакскому восстанию ; 1964 ;  ; Ag ; AU ; 32 ; Schwer ; 452 
 3331 ; 10 крон. Чехословакия. 250 лет техническому колледжу ; 1957 ;  ; Ag ; AU ; 19 ; av ; 461 
 3332 ; 3 евро. Словения. Крестьянский бунт 1713 года ; 2013 ;  ; Би/м ; AU ; 22 ; ОМОН10 ; 200 
 3333 ; 3 евро. Словения. 100 лет первой словенской олимпийской медали ; 2012 ;  ; Би/м ; AU ; 13 ; ag58 ; 173 
 3334 ; 5 евро. Финляндия. Исторические области ; 2011 ;  ; Би/м ; AU ; 12 ; molodes ; 287 
 3335 ; 5 евро. Финляндия. Исторические области ; 2011 ;  ; Би/м ; AU ; 14 ; klon ; 282 
 3336 ; 5 евро. Финляндия. Исторические области ; 2013 ;  ; Би/м ; AU ; 19 ; zoloto ; 306 
 3337 ; 5 евро. Финляндия. Лето ; 2013 ;  ; Би/м ; AU ; 11 ; Redkyt ; 320 
 3338 ; 5 евро. Финляндия. Хельсинки ; 2012 ;  ; Лат ; AU ; 16 ; zoloto ; 302 
 3339 ; 5 евро. Финляндия. Исторические области ; 2013 ;  ; Би/м ; AU ; 16 ; andy2012 ; 302 
 3340 ; 5 евро. Финляндия. Исторические области ; 2010 ;  ; Би/м ; AU ; 22 ; ag58 ; 287 
 3341 ; 5 евро. Финляндия. Исторические области ; 2013 ;  ; Би/м ; AU ; 18 ; zoloto ; 306 
 3342 ; 5 евро. Финляндия. Исторические области ; 2013 ;  ; Би/м ; AU ; 18 ; zoloto ; 306 
 3343 ; 5 евро. Финляндия. Исторические области ; 2011 ;  ; Би/м ; AU ; 12 ; ag58 ; 287 
 3344 ; 5 евро. Финляндия. Хоккей ; 2012 ;  ; Би/м ; AU ; 23 ; sibirian ; 287 
 3345 ; 5 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 14 ; wladico ; 148 
 3346 ; 5 лева. Болгария. Детская ассамблея ; 1982 ;  ; Cu/Ni ; AU ; 5 ; wladico ; 82 
 3347 ; 5 лева. Болгария. Кремиковский ; 1988 ;  ; Cu/Ni ; AU ; 20 ; wladico ; 120 
 3348 ; 5 лева. Болгария. Детская ассамблея ; 1988 ;  ; Cu/Ni ; AU ; 22 ; wladico ; 120 
 3349 ; 2 лева. Болгария.1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 12 ; Djek ; 87 
 3350 ; 2 лева. Болгария. Второй совместный космический полет СССР и НРБ ; 1988 ;  ; Cu/Ni ; Proof ; 30 ; wladico ; 276 
 3351 ; 2 лева. Болгария. Мировое первенство по гимнастике ; 1987 ;  ; Cu/Ni ; Proof ; 17 ; VVE ; 71 
 3352 ; 2 лева. Болгария. Климент Охридский ; 1988 ;  ; Cu/Ni ; Proof ; 11 ; aziya11 ; 72 
 3353 ; 2 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 9 ; wladico ; 87 
 3354 ; 2 лева. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 10 ; wladico ; 102 
 3355 ; 2 лева. Болгария. Чемпионат мира по футболу ; 1986 ;  ; Cu/Ni ; Proof ; 12 ; wladico ; 123 
 3356 ; 2 лева. Болгария. 100 лет апрельскому восстанию ; 1976 ;  ; Cu/Ni ; AU ; 10 ; кузяка ; 128 
 3357 ; 1 лев. Болгария. Экспо в Пловдиве ; 1981 ;  ; Cu/Ni ; AU ; 9 ; wladico ; 68 
 3358 ; 10 пфеннигов. Германия. Нотгельд. Динкельсбюль ; 1917 ;  ; Zn ; VF ; 21 ; banks ; 193 
 3359 ; 10 пфеннигов. Германия. Нотгельд. Шпайер ; 1917 ;  ; Zn ; VF ; 23 ; Опятор ; 186 
 3360 ; 10 пфеннигов. Германия. Нотгельд. Людвигсхавен ; 1918 ;  ; Zn ; VF- ; 27 ; zoom30 ; 193 
 3361 ; 50 пфеннигов. Германия. Нотгельд. Эльберфельт ; 1917 ;  ; Zn ; VF ; 17 ; Опятор ; 186 
 3362 ; 5 пфеннигов. Германия. Нотгельд. Ревенбург ; 1918 ;  ; Fe ; VF ; 23 ; colonel6262 ; 194 
 3363 ; 10 пфеннигов. Германия. Нотгельд. Оберраммергау ; 1917 ;  ; Fe ; VF+ ; 31 ; Schwer ; 318 
 3364 ; 10 пфеннигов. Германия. Нотгельд. Кобург ; 1917 ;  ; Fe ; XF- ; 17 ; banks ; 186 
 3365 ; 5 пфеннигов. Германия. Нотгельд. Кобург ; 1917 ;  ; Fe ; VF-XF ; 17 ; smel ; 195 
 3366 ; 10 пфеннигов. Германия. Нотгельд. Тройхтлинген ; 1919 ;  ; Fe ; XF- ; 19 ; colonel6262 ; 186 
 3367 ; 10 пфеннигов. Германия. Нотгельд. Байер ; ND ;  ; Zn ; VF+ ; 23 ; banks ; 195 
 3368 ; 5 крон. Дания ; 1963 ;  ; Cu-Ni ; AU ; 27 ; wladico ; 119 
 3369 ; 5 крон. Дания ; 1966 ;  ; Cu-Ni ; AU ; 14 ; ru ; 53 
 3370 ; 5 крон. Дания ; 1967 ;  ; Cu-Ni ; AU ; 16 ; KNK ; 59 
 3371 ; 50 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 14 ; Bolton ; 79 
 3372 ; 5 пиастров. Египет ; 1972 ;  ; Cu-Ni ; VF+ ; 4 ; Maksss163 ; 31 
 3373 ; 2 кхаруб. Тунис ; 1281 ;  ; Cu ; VF-XF ; 26 ; ВЕПРЬ ; 426 
 3374 ; 2 кроны. Дания ; 1875 ;  ; Ag ; F-VF ; 19 ; тикси3 ; 305 
 3375 ; 1 крона. Швеция ; 1876 ;  ; Ag ; F-VF ; 13 ; aziya11 ; 132 
 3376 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF+ ; 13 ; ru ; 140 
 3377 ; 1 крона. Швеция ; 1949 ;  ; Ag ; VF-XF ; 28 ; aziya11 ; 137 
 3378 ; 1 крона. Швеция ; 1953 ;  ; Ag ; VF-XF ; 11 ; aziya11 ; 112 
 3379 ; 1 крона. Швеция ; 1956 ;  ; Ag ; XF ; 11 ; aziya11 ; 112 
 3280 ; 1 корона. Венгрия ; 1915 ;  ; Ag ; XF ; 31 ; Cliff ; 389 
 3281 ; 1 корона. Австрия ; 1916 ;  ; Ag ; XF ; 18 ; aziya11 ; 193 
 3282 ; 2 короны. Австрия ; 1912 ;  ; Ag ; VF-XF ; 10 ; sanctus73 ; 312 
 3283 ; 2 короны. Венгрия ; 1912 ;  ; Ag ; XF- ; 37 ; Cliff ; 507 
 3284 ; 2 короны. Австрия ; 1913 ;  ; Ag ; VF-XF ; 15 ; sanctus73 ; 363 
 3285 ; 1/2 шиллинга. Австрия ; 1925 ;  ; Ag ; XF ; 17 ; karl ; 170 
 3286 ; 5 крон. Чехословакия ; 1929 ;  ; Ag ; F ; 14 ; aziya11 ; 92 
 3287 ; 5 крон. Чехословакия ; 1930 ;  ; Ag ; F ; 14 ; aziya11 ; 92 
 3288 ; 10 крон. Чехословакия. 10 лет независимости ; 1928 ;  ; Ag ; XF+ ; 21 ; Schwer ; 323 
 3289 ; 10 крон. Чехословакия ; 1932 ;  ; Ag ; XF- ; 33 ; Schwer ; 334 
 3290 ; 50 крон. Чехословакия.  3 года пражскому восстанию ; 1948 ;  ; Ag ; XF ; 17 ; edi ; 308 
 3291 ; 50 крон. Чехословакия.  3 года пражскому восстанию ; 1948 ;  ; Ag ; XF ; 17 ; Schwer ; 312 
 3292 ; 50 крон. Чехословакия. 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 29 ; Voloh ; 681 
 3293 ; 100 крон. Чехословакия. 30 лет независимости ; 1948 ;  ; Ag ; XF ; 24 ; Schwer ; 359 
 3294 ; 100 крон. Чехословакия. 600 лет Карловому университету ; 1948 ;  ; Ag ; XF+ ; 29 ; Schwer ; 309 
 3295 ; 100 крон. Чехословакия. 70 лет Сталину ; 1949 ;  ; Ag ; XF+ ; 41 ; дитрих11 ; 810 
 3296 ; 100 крон. Чехословакия. 700 лет горному делу ; 1949 ;  ; Ag ; AU ; 19 ; Sky2 ; 357 
 3297 ; 200 лир. Италия. 100 лет Академии таможенной службы ; 1996 ;  ; Лат ; AU ; 29 ; kornum ; 81 
 3298 ; 20 пенсов. Джерси ; 1982 ;  ; Cu/Ni ; XF ; 27 ; kornum ; 57 
 3299 ; 10 драхм. Греция. Демокрит ; 1976 ;  ; Cu/Ni ; XF+ ; 8 ; Maksss163 ; 25 
 3300 ; 5 крон. Чехословакия ; 1925 ;  ; Cu/Ni ; VF- ; 17 ; Sterh ; 35 
 3301 ; 1/2 доллара. США. 200 лет независимости ; 1976 ;  ; Cu/Ni ; AU ; 25 ; Vitaly26 ; 48 
 3302 ; 200000 карбованцев. Украина. 50 лет ООН ; 1995 ;  ; Cu-Ni ; XF+ ; 16 ; ввп ; 408 
 3303 ; 10 марок. ФРГ. Шопенгауэр ; 1988D ;  ; Ag ; AU ; 11 ; моя ставка господа ; 385 
 3304 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993F ;  ; Ag ; AU ; 23 ; 06031983 ; 496 
 3305 ; 2 гривны. Украина. Георгий Нарбут ; 2006 ;  ; Cu/Ni ; AU ; 16 ; edi ; 124 
 3306 ; 2 гривны. Украина. Олег Ольжич ; 2007 ;  ; Cu/Ni ; AU ; 13 ; ВМШ ; 140 
 3307 ; 100 марок. Финляндия. Стадион ; 1994 ;  ; Ag ; AU ; 27 ; andy2012 ; 922 
 3308 ; 100 марок. Финляндия. 350 лет университету в Хельсинки ; 1990 ;  ; Ag ; AU ; 16 ; musik ; 1031 
 3309 ; 100 марок. Финляндия. 70 лет Аландским о-вам ; 1991 ;  ; Ag ; AU ; 40 ; musik ; 1176 
 3310 ; 50 марок. Финляндия. Чемпионат мира по хоккею ; 1982 ;  ; Ag ; AU ; 12 ; газета ; 442 
 3311 ; 10 евро. Финляндия. Андерс Чидениус ; 2003 ;  ; Ag ; AU ; 12 ; Алек ; 1009 
 3312 ; 1000 марок. Финляндия. 100 лет марке ; 1960 ;  ; Ag ; XF ; 18 ; Gyron ; 735 
