 3299 ; Бона иностранная ;  ;  ;  ;  ; 16 ; and000 ; 43 
 2347 ; 10 пфеннигов. Германия ; 1938 ; F ; Al/Br ; VF ; 10 ; den_ff ; 123 
 2348 ; 10 пфеннигов. Германия ; 1939 ; A ; Al/Br ; VF ; 5 ; tavitrof ; 97 
 2349 ; 5 пфеннигов. Германия ; 1937 ; A ; Al/Br ; VF+ ; 5 ; ВМШ ; 87 
 2350 ; 5 пфеннигов. Германия ; 1938 ; D ; Al/Br ; VF+ ; 5 ; ВМШ ; 87 
 2351 ; 5 пфеннигов. Германия ; 1938 ; F ; Al/Br ; VF+ ; 4 ; Mike! ; 85 
 2352 ; 5 пфеннигов. Германия ; 1939 ; B ; Al/Br ; VF+ ; 9 ; ВМШ ; 138 
 2353 ; 5 пфеннигов. Германия ; 1938 ; J ; Al/Br ; VF ; 4 ; Mike! ; 85 
 2354 ; 5 пфеннигов. Германия ; 1937 ; J ; Al/Br ; VF ; 41 ; В1951 ; 101 
 2255 ; Талер. Бавария. Победа Германии в Франко-прусской войне ; 1871 ;  ; Ag ; XF+ ; 35 ; kolobokoff ; 2684 
 2256 ; Талер. Пруссия. В честь победы над Францией ; 1871 ; А ; Ag ; XF ; 28 ; kolobokoff ; 1475 
 2257 ; Талер. Пруссия. В честь победы над Францией ; 1871 ; А ; Ag ; XF- ; 56 ; Niks ; 1507 
 2258 ; 2000 рейсов Бразилия ; 1865 ;  ; Ag ; AU ; 113 ; shurawi ; 3180 
 2259 ; 5 лир. Сан-Марино ; 1898 ;  ; Ag ; VF-XF ; 78 ; Lisik ; 8367 
 2260 ; 3 марки. Вюртемберг. На серебряную свадьбу ; 1911 ;  ; Ag ; AU ; 56 ; Valera73 ; 1500 
 2261 ; 3 марки. Пруссия ; 1910 ;  ; Ag ; XF ; 73 ; surf2k5 ; 760 
 2262 ; 3 марки. Пруссия. 25 лет правления ; 1913 ;  ; Ag ; XF+ ; 56 ; Copirchik ; 859 
 2263 ; 3 марки. Саксония. 100 лет битвы народов ; 1913 ;  ; Ag ; AU ; 36 ; kolobokoff ; 1115 
 2264 ; "3 марки ""Памятник"" Германия" ; 1913 ; Е ; Ag ; proof ; 56 ; lawyer ; 3517 
 2265 ; 3 марки Пруссия ; 1913 ;  ; Ag ; XF ; 68 ; Niks ; 704 
 2266 ; 3 марки Бавария ; 1914 ; D ; Ag ; XF+ ; 59 ; Valera73 ; 1622 
 2267 ; 3 марки Бавария ; 1911 ; D ; Ag ; AU ; 5 ; andron ; 1157 
 2268 ; 3 марки Саксония ; 1912 ; Е ; Ag ; XF+ ; 51 ; Copirchik ; 1020 
 2269 ; "3 марки ""На 100 летие великого герцогства"" Мекленбург-Шверин" ; 1915 ; А ; Ag ; AU ; 24 ; region23 ; 7619 
 2270 ; 3 марки Заксен-Майнинген ; 1915 ;  ; Ag ; AU ; 18 ; kolobokoff ; 6901 
 2271 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; XF+ ; 33 ; histor ; 818 
 2272 ; 2 марки. Баден. На золотую свадьбу ; 1906 ;  ; Ag ; AU ; 23 ; os ; 1361 
 2273 ; "2 марки ""500 лет Университету Лейпциг"" Германия" ; 1909 ;  ; Ag ; AU ; 120 ; kolobokoff ; 2874 
 2274 ; "2 марки ""100 лет Пруссии"" Пруссия" ; 1901 ;  ; Ag ; AU ; 65 ; o.k. ; 867 
 2275 ; 2 марки Шварцбург-Зондерсхаузен ; 1905 ;  ; Ag ; proof-like ; 66 ; МЮВ ; 5750 
 2276 ; 1 рупия Немецкая Ост-Африка ; 1913 ; J ; Ag ; XF+ ; 56 ; Valera73 ; 2212 
 2277 ; 1 рупия Немецкая Ост-Африка ; 1910 ; J ; Ag ; XF- ; 20 ; kolobokoff ; 3001 
 2278 ; 1/2 гульдена. Бавария ; 1870 ;  ; Ag ; VF-XF ; 71 ; Craftwerk ; 1022 
 2279 ; 6 крейцеров. Бавария ; 1807 ;  ; Ag ; F-VF ; 22 ; oks ; 144 
 2280 ; 3 крейцера. Бавария ; 1766 ;  ; Ag ; VF- ; 6 ; vitapool ; 153 
 2281 ; 2-1/2 силбергроша. Пруссия ; 1842 ; А ; Ag ; AU ; 42 ; irinka ; 1544 
 2282 ; 1 силбергрош. Пруссия ; 1856 ; А ; Ag ; AU ; 49 ; hugo ; 1224 
 2283 ; 1 силбергрош. Пруссия ; 1850 ; А ; Ag ; VF-XF ; 44 ; os ; 351 
 2284 ; 1 силбергрош. Пруссия ; 1847 ; А ; Ag ; XF+ ; 48 ; Bolt ; 1019 
 2285 ; 1/2 силбергроша. Пруссия ; 1858 ; А ; Ag ; AU ; 61 ; Bolt ; 1019 
 2286 ; 1 крейцер. Бавария ; 1829 ;  ; Ag ; VF-XF ; 96 ; ВалеН ; 509 
 2287 ; 1 крейцер. Бавария ; 1833 ;  ; Ag ; VF ; 60 ; vitapool ; 267 
 2288 ; 1 крейцер. Бавария ; 1859 ;  ; Ag ; VF-XF ; 86 ; vitapool ; 224 
 2289 ; 4 пфеннига. Пруссия ; 1852 ; А ; Cu ; VF+ ; 37 ; slav_1962 ; 120 
 2290 ; 3 пфеннига. Пруссия ; 1855 ; А ; Cu ; AU ; 79 ; irinka ; 522 
 2291 ; 2 пфеннига. Пруссия ; 1830 ; А ; Cu ; XF- ; 92 ; Bolt ; 395 
 2292 ; 1 пфенниг. Пруссия ; 1821 ; А ; Cu ; XF ; 85 ; Bolt ; 357 
 2293 ; 2 крейцера. Бавария ; без даты ;  ; Ag ; VF-XF ; 35 ; leon0 ; 365 
 2294 ; 5 марок. Веймар. 1000 летие освобождения Рейнланда ; 1925 ; А ; Ag ; AU ; 42 ; AAE2006 ; 4082 
 2295 ; "5 марок ""Граф Цеппелин"" Веймар" ; 1929 ; А ; Ag ; AU ; 67 ; kolobokoff ; 14280 
 2296 ; "5 марок ""М.Лютер"" Германия" ; 1933 ; F ; Ag ; AU ; 154 ; region23 ; 6243 
 2297 ; 3 марки. Веймар. 1000 летие освобождения Рейнланда ; 1925 ; D ; Ag ; AU ; 27 ; Sky2 ; 2267 
 2298 ; 3 марки. Веймар. 1000 летие Майсена ; 1929 ; Е ; Ag ; AU ; 35 ; lawyer ; 2711 
 2299 ; 3 марки. Веймар. Воссоединение Рейнланда ; 1930 ; А ; Ag ; AU ; 42 ; lawyer ; 2527 
 2300 ; 3 марки. Веймар. Фон дер Фогельвейде ; 1930 ; А ; Ag ; AU ; 19 ; kolobokoff ; 2663 
 2301 ; "3 марки ""Лессинг"" Веймар" ; 1929 ; F ; Ag ; proof ; 147 ; kolobokoff ; 12240 
 2302 ; "2 марки ""М.Лютер"" Германия" ; 1933 ; F ; Ag ; AU ; 21 ; o.k. ; 1022 
 2303 ; 40 сентаво. Куба. Камило Горнаран ; 1962 ;  ; Cu/Ni ; VF ; 58 ; смжд ; 67 
 2304 ; 20 сентаво. Куба. Хосе Марти ; 1962 ;  ; Cu/Ni ; VF- ; 15 ; Grod ; 35 
 2205 ; 50 долларов. Багамы. Елизаветта II. Рак. 10 июля - День Независимости ; 1973 ;  ; Au ; AU ; 28 ; lucy ; 4604 
 2206 ; 20 долларов. Багамы. Елизаветта II. Фламинго ; 1973 ;  ; Au ; AU ; 35 ; hugo ; 3059 
 2207 ; 50 долларов. Багамы. Годовщина независимости ; 1975 ;  ; Au ; AU ; 22 ; hugo ; 3513 
 2208 ; 10 долларов. Багамы. Елизаветта II ; 1973 ;  ; Au ; proof-like ; 29 ; igo ; 1273 
 2209 ; 1/5 либра. Перу ; 1963 ;  ; Au ; AU ; 42 ; hugo ; 3060 
 2210 ; 50 долларов. Британские Виргинские о-ва. Упаковка ; 1980 ;  ; Au ; proof ; 47 ; hugo ; 2550 
 2211 ; 25 долларов. Британские Виргинские о-ва. Упаковка ; 1981 ;  ; Au ; proof ; 46 ; hugo ; 2513 
 2212 ; 50 долларов. Багамы. Упаковка ; 1981 ;  ; Au ; proof ; 46 ; lucy ; 1698 
 2213 ; 20 бальбоа. Панама. Упаковка ; 1982 ;  ; Au ; proof ; 45 ; hugo ; 2550 
 2214 ; 50 долларов. Багамы. Упаковка ; 1984 ;  ; Au ; proof ; 34 ; hugo ; 2513 
 2215 ; Жетон. Вольфганг Амадей Моцарт (1756-1791гг) ; 20 век ;  ; Au ; proof ; 29 ; foma71 ; 1598 
 2216 ; 250 шиллингов. Сомали. Хейнц Рихманн ; 2002 ;  ; Au ; proof ; 44 ; Волк ; 2000 
 2217 ; 10 долларов. Науру. Немецкий Национальный Музей ; 2005 ;  ; Au ; proof ; 47 ; Волк ; 2000 
 2218 ; 10 евро. Австрия. Венская филармония ; 2003 ;  ; Au ; Unc ; 53 ; MAXXX ; 3584 
 2219 ; 25 долларов. Либерия. Бенедикт XVI ; 2005 ;  ; Au ; proof ; 47 ; v1034676 ; 1530 
 2220 ; 5 долларов. Марианские о-ва ; 2004 ;  ; Au ; proof ; 37 ; luda ; 1632 
 2221 ; 1000000 лир. Турция ; 1997 ;  ; Au ; Unc ; 59 ; luda ; 2564 
 2222 ; 1500 франков. Того. Альберт Эйнштейн ; 2005 ;  ; Au ; proof ; 24 ; Волк ; 2000 
 2223 ; 1/10 крюгерраннда. ЮАР ; 2005 ;  ; Au ; Unc ; 11 ; hugo ; 3513 
 2224 ; 10 долларов. Самоа и Сисифо. Иоанн Павел II ; 2005 ;  ; Au ; proof ; 38 ; SKV ; 1671 
 2225 ; 20 евро. Ирландия. Самуэль Беккетт ; 2006 ;  ; Au ; proof ; 48 ; MAXXX ; 2618 
 2226 ; Алтын. Турция. Правитель Cелим III ; 1203 ;  ; Au ; VF-XF ; 73 ; drozd-24 ; 3070 
 2227 ; Талер медальный Германия ; 1721 ; С ; Ag ; VF+ ; 40 ; andron ; 5555 
 2228 ; Талер. Нюрнберг ; 1761 ; SF ; Ag ; VF+/XF- ; 101 ; region23 ; 5750 
 2229 ; Талер. Нюрнберг ; 1763 ; SF-ILOE ; Ag ; VF/VF+ ; 39 ; jef688 ; 2100 
 2230 ; Талер. Бавария ; 1764 ;  ; Ag ; VF ; 48 ; джон007 ; 1563 
 2231 ; 1 экю Франция ; 1769 ;  ; Ag ; VF+ ; 75 ; Гордиан ; 3060 
 2232 ; Талер. Саксония ; 1782 ; IEC ; Ag ; VF+ ; 25 ; kolobokoff ; 3952 
 2233 ; Талер. Пруссия ; 1786 ; А ; Ag ; VF ; 45 ; kolobokoff ; 4813 
 2234 ; 2/3 талера. Саксония ; 1779 ; IEC ; Ag ; VF+/XF- ; 51 ; kolobokoff ; 3501 
 2235 ; 8 реалов. Испания. Карлос IV ; 1801 ;  ; Ag ; VF+ ; 37 ; slav_1962 ; 1031 
 2236 ; "Талер ""Конституция"" Бавария" ; 1818 ;  ; Ag ; XF ; 73 ; os ; 6103 
 2237 ; "Талер ""На коронацию Людвига-I"" Бавария" ; 1825 ;  ; Ag ; XF ; 45 ; region23 ; 11270 
 2238 ; "Талер ""Семейный"" Бавария" ; 1828 ;  ; Ag ; XF ; 69 ; kolobokoff ; 9345 
 2239 ; Талер. Баден ; 1832 ;  ; Ag ; VF+ ; 60 ; petrserebr ; 3540 
 2240 ; 400 рейс. Португалия ; 1814 ;  ; Ag ; VF+ ; 32 ; easter2 ; 1083 
 2241 ; Талер. Пруссия. Фридрих Вильгельм III ; 1829 ; А ; Ag ; XF ; 25 ; kolobokoff ; 3185 
 2242 ; Талер. Пруссия. Фридрих Вильгельм III ; 1828 ; А ; Ag ; VF- ; 37 ; kolobokoff ; 3001 
 2243 ; 1 талер. Пруссия. Отверстие 12 ч ; 1830 ; А ; Ag ; VF- ; 11 ; Craftwerk ; 905 
 2244 ; Талер. Пруссия. Фридрих Вильгельм IV ; 1855 ; А ; Ag ; AU ; 36 ; Craftwerk ; 5078 
 2245 ; Талер. Пруссия. Фридрих Вильгельм IV ; 1860 ; А ; Ag ; VF+ ; 56 ; Sky2 ; 3717 
 2246 ; Талер. Пруссия. Фридрих Вильгельм IV ; 1856 ; А ; Ag ; VF+ ; 65 ; kolobokoff ; 2667 
 2247 ; Талер. Бавария ; 1865 ;  ; Ag ; VF- ; 50 ; kolobokoff ; 2193 
 2248 ; "Талер ""На 50 лет освобождения Германии"" Бремен (тир.20тыс.)" ; 1863 ;  ; Ag ; XF+ ; 75 ; kolobokoff ; 6379 
 2249 ; Талер Анхальт-Дессау (тир.27тыс,) ; 1858 ; А ; Ag ; proof-like ; 75 ; Craftwerk ; 6873 
 2250 ; Талер. Пруссия. Коронационный ; 1861 ;  ; Ag ; XF+ ; 29 ; нумизмат ; 1627 
 2251 ; Талер. Пруссия. Фридрих Вильгельм III ; 1819 ; А ; Ag ; XF+ ; 63 ; Craftwerk ; 7040 
 2252 ; Талер Пруссия ; 1834 ; А ; Ag ; XF ; 23 ; kolobokoff ; 3125 
 2253 ; Талер. Пруссия ; 1866 ; А ; Ag ; XF ; 50 ; drozd-24 ; 2546 
 2254 ; "Талер ""Победа над Францией в Франко-Прусской войне"" Бавария" ; 1871 ;  ; Ag ; proof ; 129 ; lawyer ; 7638 
 1490 ; 10 копеек ; 1937 ;  ; Ni ; XF- ; 65 ; den_ff ; 312 
 1491 ; 10 копеек ; 1938 ;  ; Ni ; VF-XF ; 21 ; den_ff ; 232 
 1492 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 47 ; o.k. ; 138 
 1493 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 17 ; alexandervolkov ; 139 
 1494 ; Полкопейки ; 1925 ;  ; Cu ; AU ; 48 ; elac ; 679 
 1495 ; Комплект монет Острова Шпицбергена (6шт) ; 1998 ;  ;  ; AU ; 64 ; DevilD ; 2945 
 1496 ; Комплект монет Острова Шпицбергена (4шт) ; 1993 ;  ;  ; AU ; 49 ; hugo ; 1124 
 1497 ; 5 рублей ; 1991 ; "Комплект ""Красная книга СССР ; биметалл ; AU ; 50 ; Dimm ; 305 
 1498 ; 10 рублей ; 1992 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 37 ; elmo151 ; 714 
 1499 ; 50 рублей ; 1994 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 76 ; elmo151 ; 1579 
 1500 ; 50 рублей ; 1993 ; "Комплект ""Красная книга"" " ; биметалл ; AU ; 58 ; Гермес 8  ; 663 
 1501 ; 10 копеек ; 1923 ;  ; Ag ; F-VF ; 29 ; сытый ; 36 
 1502 ; 20 рублей ; 1992 ; ЛМД  ; Cu-Ni ; VF+ ; 5 ; kro ; 21 
 1503 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 7 ; surf2k5 ; 41 
 1504 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 19 ; bh ; 21 
 1505 ; 5 копеек ; 1955 ;  ; Br ; AU ; 83 ; Dj ; 1850 
 1506 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF+ ; 18 ; Coins911 ; 44 
 1507 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF- ; 14 ; Coins911 ; 42 
 1508 ; 20 копеек ; 1965 ;  ; Cu-Ni ; VF+ ; 35 ; shknikolay ; 821 
 1509 ; 5 копеек ; 1938 ;  ; Br ; F-VF ; 54 ; igo ; 55 
 1510 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 49 ; 12457801 ; 53 
 1511 ; 5 копеек ; 1945 ;  ; Br ; F-VF ; 38 ; alyans-met ; 111 
 1512 ; 5 копеек ; 1926 ;  ; Br ; F-VF ; 73 ; alexandervolkov ; 263 
 1513 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 47 ; MICMAC ; 136 
 1514 ; 5 копеек ; 1945 ;  ; Br ; VF- ; 99 ; drn137 ; 331 
 1515 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 30 ; dfgh ; 119 
 1516 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 7 ; alex995 ; 18 
 1517 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 16 ; badiba-coin ; 22 
 1518 ; "Лот юбилейных монет СССР (7 шт): 5р, 1р. ""50 лет советской власти"", ""К. Маркс"", ""Дружба навеки"", ""60 лет СССР"", ""В. Терешкова"", ""70 лет октябрьской революции"", ""Памятник Д. Сасунскому""" ; 1967-1991 ;  ; Cu/Ni ; XF-/AU ; 32 ; RVK ; 459 
 1519 ; "Лот памятных монет (2 шт): 100р, 10р. ""50 лет великой победы""" ; 1995 ;  ; Б/м ; AU ; 40 ; tyresmsk ; 250 
 1520 ; Лот монет СССР (17 шт): 5, 3, 2, 1 коп ; 1931-1991 ;  ; Br, Cu/Zn ; VF/XF ; 24 ; kro ; 117 
 1521 ; Лот монет СССР (14 шт): 5, 3, 2, 1 коп ; 1926-1988 ;  ; Br, Cu/Zn ; VF/XF- ; 48 ; kro ; 80 
 1522 ; Лот монет СССР (10 шт): 50, 20, 15 коп ; 1943-1987 ;  ; Cu-Ni, Ni ; VF/AU ; 18 ; Джуниор ; 138 
 1523 ; Лот монет СССР (9 шт): 50, 20, 15 коп ; 1945-1991 ;  ; Cu-Ni, Ni ; VF-/AU ; 20 ; dfgh ; 116 
 1524 ; Набор монет ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; VF+ ; 57 ; ton2519 ; 188 
 1525 ; Лот монет СССР (14 шт): 5, 3, 2, 1 коп ; 1928-1985 ;  ; Br, Cu/Zn ; VF/XF- ; 16 ; kro ; 182 
 2191 ; 1 дукат. Австрия ; 1787 ; А ; Au ; AU ; 41 ; MAXXX ; 15300 
 2192 ; 2 эскудо. Испания ; 1794 ;  ; Au ; VF+ ; 42 ; flex ; 6630 
 2193 ; Лот снят ;  ;  ;  ;   ; 0 ; Не продан ; 0 
 2194 ; 20 франков. Франция. Людовик XVIII ; 1815 ; B ; Au ; VF+ ; 39 ; *** ; 6734 
 2195 ; 20 марок. Гамбург ; 1876 ; J ; Au ; VF-XF ; 25 ; kolobokoff ; 8661 
 2196 ; 20 марок. Вюртемберг. Вильгельм II ; 1894 ; F ; Au ; AU ; 36 ; sherif-69 ; 8967 
 2197 ; 10 сукре. Эквадор ; 1899 ;  ; Au ; VF-XF ; 39 ; luda ; 6496 
 2198 ; 10 франков. Франция ; 1857 ;  ; Au ; VF- ; 33 ; AAE2006 ; 2532 
 2199 ; 100 долларов. Багамы. Елизаветта II. 10 июля - День Независимости ; 1973 ;  ; Au ; AU ; 38 ; sherif-69 ; 7429 
 2200 ; 500 гурдов. Гаити. Олимпийские игры в Монреале ; 1974 ;  ; Au ; proof ; 27 ; luda ; 5523 
 2201 ; 50 долларов. Фиджи. Олимпийские игры 1996 года ; 1996 ;  ; Au ; proof ; 49 ; hugo ; 5099 
 2202 ; 100 долларов. Британские Виргинские о-ва. 50 лет королеве Елизаветте II ; 1976 ;  ; Au ; proof ; 32 ; dimon-2007 ; 4682 
 2203 ; 3500 франков. Того. 250 лет со дня рождения Моцарта ; 2006 ;  ; Au ; proof ; 35 ; Buzikin ; 3500 
 2204 ; 100 гульденов. Нидерландские Антиллы. 150 лет юбилею ; 1978 ;  ; Au ; proof ; 18 ; lucy ; 4419 
 1440 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF+ ; 24 ; арбат ; 111 
 1441 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 15 ; SadKo ; 46 
 1442 ; 2 копейки ; 1924 ; Гурт рубчатый  ; Cu ; F+ ; 28 ; paha2110 ; 143 
 1443 ; 1 копейка ; 1938 ;  ; Br ; VF+ ; 62 ; SadKo ; 101 
 1444 ; 15 копеек ; 1921 ;  ; Ag ; F-VF ; 57 ; andreyka80 ; 1105 
 1445 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 32 ; Epsilon ; 58 
 1446 ; 20 копеек ; 1946 ; л/с звезда плоская  ; Ni ; F+ ; 10 ; alex995 ; 16 
 1447 ; 3 копейки ; 1933 ;  ; Br ; F-VF ; 8 ; Poiuyt ; 26 
 1448 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 39 ; o.k. ; 65 
 1449 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 39 ; Алек ; 935 
 1450 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 41 ; SlavA ; 489 
 1451 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 12 ; verazal ; 156 
 1452 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 7 ; Конрос бид 32 ; 104 
 1453 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 20 ; KORNEJ ; 77 
 1454 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 22 ; uin1972 ; 57 
 1455 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 82 ; 12457801 ; 113 
 1456 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 26 ; Epsilon ; 173 
 1457 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 20 ; SlavA ; 66 
 1458 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 41 ; uin1972 ; 113 
 1459 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 13 ; Poiuyt ; 31 
 1460 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 36 ; Epsilon ; 206 
 1461 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 94 ; timberwolf ; 1589 
 1462 ; Лот монет России (4шт): 10 рублей. Муром, Великий Устюг, Республика Алтай, 60 лет победы ; 2003-2007 ;  ; биметалл ; AU ; 46 ; den_ff ; 53 
 1463 ; 10 рублей ; 2003 ; СПМД Муром  ; биметалл ; AU ; 45 ; hjk1974 ; 92 
 1464 ; 10 рублей ; 2007 ; Великий Устюг. Древние города  ; биметалл ; AU ; 18 ; hjk1974 ; 30 
 1465 ; 10 рублей ; 2006 ; Республика Алтай  ; биметалл ; AU ; 12 ; BrEd ; 17 
 1466 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 48 ; hjk1974 ; 50 
 1467 ; 5 копеек ; 1987 ;  ; Cu-Zn ; VF+ ; 5 ; surf2k5 ; 15 
 1468 ; 1 копейка ; 1924 ; Гурт рубчатый  ; Cu ; VF ; 21 ; obob999 ; 66 
 1469 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 23 ; SKV ; 48 
 1470 ; 5 копеек ; 1930 ;  ; Br ; VF ; 13 ; and000 ; 20 
 1471 ; 1 копейка ; 1928 ;  ; Br ; AU ; 101 ; Л+О=Л ; 2654 
 1472 ; 1 копейка ; 1933 ;  ; Br ; AU ; 32 ; Л+О=Л ; 1734 
 1473 ; 1 копейка ; 1938 ;  ; Br ; XF- ; 52 ; and000 ; 55 
 1474 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF ; 31 ; den_ff ; 867 
 1475 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF ; 29 ; alisa ; 960 
 1476 ; 20 копеек ; 1935 ; л/с звезда плоская  ; Ni ; XF+ ; 48 ; Алек ; 190 
 1477 ; 20 копеек ; 1936 ; л/с звезда плоская  ; Ni ; AU ; 9 ; SlavA ; 91 
 1478 ; 20 копеек ; 1937 ; л/с звезда плоская  ; Ni ; XF- ; 17 ; MICMAC ; 171 
 1479 ; 20 копеек ; 1938 ; л/с звезда плоская  ; Ni ; VF-XF ; 18 ; skif ; 139 
 1480 ; 20 копеек ; 1939 ;  ; Ni ; XF ; 35 ; Пионер ; 150 
 1481 ; 20 копеек ; 1940 ; л/с звезда плоская  ; Ni ; XF ; 48 ; topotun ; 139 
 1482 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 32 ; Алек ; 160 
 1483 ; 15 копеек ; 1936 ;  ; Ni ; XF- ; 13 ; surf2k5 ; 65 
 1484 ; 15 копеек ; 1937 ;  ; Ni ; VF+ ; 71 ; alisa ; 263 
 1485 ; 15 копеек ; 1938 ;  ; Ni ; VF+ ; 55 ; skif ; 112 
 1486 ; 15 копеек ; 1939 ;  ; Ni ; XF+ ; 59 ; SlavA ; 381 
 1487 ; 15 копеек ; 1940 ;  ; Ni ; XF- ; 80 ; alexandervolkov ; 206 
 1488 ; 10 копеек ; 1935 ;  ; Ni ; XF+ ; 93 ; topotun ; 1928 
 1489 ; 10 копеек ; 1936 ;  ; Ni ; XF- ; 26 ; skia ; 50 
 1390 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 66 ; uin1972 ; 135 
 1391 ; 20 копеек ; 1931 ;  ; Ni ; VF ; 24 ; melaffon ; 71 
 1392 ; 20 копеек ; 1932 ;  ; Ni ; XF+ ; 89 ; Лесик ; 383 
 1393 ; 20 копеек ; 1932 ;  ; Ni ; AU ; 76 ; Лесик ; 773 
 1394 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 39 ; uin1972 ; 164 
 1395 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 41 ; Copirchik ; 137 
 1396 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 39 ; SKV ; 150 
 1397 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 72 ; SKV ; 133 
 1398 ; 15 копеек ; 1932 ;  ; Ni ; AU ; 93 ; bolex ; 517 
 1399 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 45 ; Copirchik ; 138 
 1400 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 37 ; Copirchik ; 138 
 1401 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; XF+ ; 26 ; alexandervolkov ; 45 
