 5643 ; Лот бон Монголии, 100 шт ;  ;  ;  ; AU ; 27 ; Rotas ; 1275 
 3777 ; 50 тенге. Казахстан. Алдар-Косе ; 2013 ;  ; Cu-Ni ; AU ; 14 ; u10257 ; 105 
 3778 ; 50 тенге. Казахстан. Манул ; 2014 ;  ; Cu-Ni ; AU ; 8 ; aziya11 ; 102 
 3779 ; 50 тенге. Казахстан. Манул ; 2014 ;  ; Cu-Ni ; AU ; 6 ; u10257 ; 108 
 3780 ; 50 тенге. Казахстан. Мукан Толебаев ; 2013 ;  ; Cu-Ni ; AU ; 10 ; Sandello ; 51 
 3781 ; 50 тенге. Казахстан. Мукан Толебаев ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Sandello ; 51 
 3782 ; 50 тенге. Казахстан. Еж ; 2013 ;  ; Cu-Ni ; XF+ ; 11 ; Jana ; 114 
 3783 ; 50 тенге. Казахстан. Венера 10 ; 2015 ;  ; Cu-Ni ; AU ; 11 ; dsp ; 105 
 3784 ; 50 тенге. Казахстан. 20 лет Независимости ; 2011 ;  ; Cu-Ni ; XF ; 21 ; u10257 ; 157 
 3785 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; XF+ ; 9 ; rusin ; 73 
 3786 ; 20 тенге. Казахстан. 5 лет Независимости ; 1996 ;  ; Cu-Ni ; XF+ ; 23 ; СССР1990 ; 138 
 3787 ; 50 тенге. Казахстан. Бата ; 2015 ;  ; Cu-Ni ; AU ; 25 ; aziya11 ; 102 
 3788 ; 50 тенге. Казахстан. Бата ; 2015 ;  ; Cu-Ni ; AU ; 22 ; dsp ; 105 
 3789 ; 50 тенге. Казахстан. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 12 ; 312 ; 66 
 3790 ; 50 тенге. Казахстан. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 16 ; lsamurai ; 69 
 3791 ; 50 тенге. Казахстан. Буран ; 2014 ;  ; Cu-Ni ; XF+ ; 13 ; dsp ; 113 
 3792 ; 50 тенге. Казахстан. Буран ; 2014 ;  ; Cu-Ni ; XF+ ; 7 ; aziya11 ; 101 
 3793 ; 50 тенге. Казахстан. Наурыз ; 2012 ;  ; Cu-Ni ; AU ; 21 ; aziya11 ; 82 
 3794 ; 50 тенге. Казахстан. Наурыз ; 2012 ;  ; Cu-Ni ; AU ; 19 ; aziya11 ; 82 
 3795 ; 50 тенге. Казахстан. Мелик Габдуллин ; 2015 ;  ; Cu-Ni ; AU ; 16 ; v_bond ; 68 
 3796 ; 50 тенге. Казахстан. Мелик Габдуллин ; 2015 ;  ; Cu-Ni ; AU ; 18 ; dsp ; 63 
 3797 ; 50 тенге. Казахстан. М.Жумабаев ; 2013 ;  ; Cu-Ni ; AU ; 8 ; Vanka ; 54 
 3798 ; 50 тенге. Казахстан. М.Жумабаев ; 2013 ;  ; Cu-Ni ; AU ; 10 ; Vanka ; 54 
 3799 ; 50 тенге. Казахстан. Абай ; 2015 ;  ; Cu-Ni ; XF+ ; 12 ; aziya11 ; 68 
 3800 ; 50 тенге. Казахстан. Абай ; 2015 ;  ; Cu-Ni ; XF+ ; 14 ; Lena6975 ; 84 
 3801 ; 50 тенге. Казахстан. 550 лет Казахскому ханству ; 2015 ;  ; Cu-Ni ; AU ; 14 ; Jauho ; 105 
 3802 ; 50 тенге. Казахстан. 550 лет Казахскому ханству ; 2015 ;  ; Cu-Ni ; AU ; 14 ; dsp ; 105 
 3803 ; 100 драм. Армения ; 1997 ;  ; Cu-Ni ; XF+ ; 27 ; кот баюн ; 157 
 3804 ; 50 пфеннингов. Германия ; 1921 ;  ; Al ; VF+ ; 21 ; спарта ; 49 
 3805 ; 50 тенге. Казахстан. Дикобраз ; 2009 ;  ; Cu-Ni ; AU ; 20 ; СССР1990 ; 237 
 3806 ; 50 тенге. Казахстан. Ёж ; 2013 ;  ; Cu-Ni ; AU ; 10 ; Sandello ; 115 
 3807 ; 50 тенге. Казахстан. Суйиндир ; 2013 ;  ; Cu-Ni ; AU ; 11 ; lsamurai ; 84 
 3808 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; AU ; 14 ; aziya11 ; 102 
 3809 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu-Ni ; AU ; 6 ; Sandello ; 72 
 3810 ; 50 тенге. Казахстан. Сирко ; 2014 ;  ; Cu-Ni ; AU ; 21 ; альтаир ; 105 
 3811 ; 50 тенге. Казахстан. Муфлон ; 2015 ;  ; Cu-Ni ; AU ; 19 ; aziya11 ; 102 
 3812 ; 50 тенге. Казахстан. Иляс Есенберлин ; 2015 ;  ; Cu-Ni ; AU ; 16 ; Sandello ; 67 
 3813 ; 50 тенге. Казахстан. Ермухан Бекмаханов ; 2015 ;  ; Cu-Ni ; AU ; 18 ; Sandello ; 67 
 3814 ; 50 тенге. Казахстан. Жумабек Тошенев ; 2015 ;  ; Cu-Ni ; AU ; 18 ; Sandello ; 67 
 3815 ; 50 тенге. Казахстан. Жалбагай ; 2007 ;  ; Cu-Ni ; XF+ ; 26 ; SKeeper ; 413 
 3816 ; 50 тенге. Казахстан. Бата ; 2015 ;  ; Cu-Ni ; AU ; 29 ; aziya11 ; 102 
 3717 ; 20 геллер.Чехословакия ; 1975 ;  ; Латунь ; AU ; 26 ; kornum ; 101 
 3718 ; 5 корун.Чехословакия ; 1973 ;  ; Cu-Ni ; XF ; 12 ; Noble ; 36 
 3719 ; 5 корун.Чехословакия ; 1969 ;  ; Cu-Ni ; XF ; 15 ; serega16041979 ; 33 
 3720 ; 2 корун.Чехословакия ; 1973 ;  ; Cu-Ni ; XF ; 38 ; kornum ; 101 
 3721 ; 50 сентаво. Мексика ; 1979 ;  ; Cu-Ni ; AU ; 12 ; Александ98 ; 41 
 3722 ; 20 сентаво. Мексика ; 1979 ;  ; Cu-Ni ; XF+ ; 16 ; 2605 ; 51 
 3723 ; 1/2 доллара. США ; 1971 ;  ; Cu-Ni ; XF ; 13 ; S.A.I. ; 50 
 3724 ; 1 крона. Норвегия ; 1957 ;  ; Cu-Ni ; VF+ ; 14 ; 2372 ; 51 
 3725 ; 1 крона. Норвегия ; 1955 ;  ; Cu-Ni ; VF+ ; 5 ; dfg ; 33 
 3726 ; 1 крона. Норвегия ; 1949 ;  ; Cu-Ni ; VF-XF ; 10 ; нюанс ; 35 
 3727 ; 1 крона. Норвегия ; 1936 ;  ; Cu-Ni ; VF-XF ; 14 ; zx123 ; 51 
 3728 ; 1 крона. Норвегия ; 1951 ;  ; Cu-Ni ; VF-XF ; 7 ; ag58 ; 26 
 3729 ; 50 эре. Норвегия ; 1970 ;  ; Cu-Ni ; XF ; 17 ; natpulkovo ; 51 
 3730 ; 10 эре. Норвегия ; 1941 ;  ; Cu-Ni ; VF+ ; 5 ; corsar ; 31 
 3731 ; 10 эре. Норвегия ; 1959 ;  ; Cu-Ni ; VF-XF ; 3 ; Yonson ; 24 
 3732 ; 50 песет. Испания ; 1957 (60) ;  ; Cu-Ni ; XF+ ; 3 ; Почта России ; 24 
 3733 ; 25 песет. Испания ; 1957 (61) ;  ; Cu-Ni ; XF ; 20 ; detonator ; 40 
 3734 ; 5 франков. Франция ; 1972 ;  ; Cu-Ni ; XF+ ; 11 ; lva08 ; 49 
 3735 ; 5 франков. Франция ; 1970 ;  ; Cu-Ni ; XF+ ; 5 ; lva08 ; 50 
 3736 ; 1/2 доллара. США ; 2000D ;  ; Cu-Ni ; AU ; 13 ; heavy_fly ; 92 
 3737 ; 1/2 доллара. США. 200 лет независимости ; 1976 ;  ; Cu-Ni ; XF+ ; 14 ; pref ; 46 
 3738 ; 1 доллар. США ;  ;  ; Cu-Zn-Ni-марган ; XF+ ; 37 ; hugo ; 173 
 3739 ; 1/2 доллара. США ; 1996 ;  ; Cu-Ni ; XF ; 26 ; CASH ; 48 
 3740 ; 1 франк. Западная Африка ; 1975 ;  ; Al ; VF ; 14 ; YAV71 ; 62 
 3741 ; 2 кроны. Дания ; 1993 ;  ; Cu-Ni ; XF ; 7 ; спарта ; 25 
 3742 ; 5 франков. Швейцария. Пикард ; 1984 ;  ; Cu-Ni ; XF+ ; 23 ; 220W ; 459 
 3743 ; 5 лат. Латвия. Пробная ; 1991 ;  ; Br ; XF+ ; 33 ; спарта ; 8324 
 3744 ; 1 крона. Великобритания. Британская выставка в Нью-Йорке ; 1960 ;  ; Cu-Ni ; XF+ ; 33 ; Хаа ; 918 
 3745 ; 1 шиллинг. Великобритания. Английский герб ; 1949 ;  ; Cu-Ni ; XF+ ; 80 ; alapabula ; 630 
 3746 ; 1 шиллинг. Великобритания. Шотландский герб ; 1949 ;  ; Cu-Ni ; XF+ ; 48 ; Почта России ; 357 
 3747 ; 1 фунт. Великобритания. (Символ Англии - листья дуба и роза) ; 2013 ;  ; Латунь ; VF-XF ; 46 ; k212 ; 1282 
 3748 ; 1 фунт. Великобритания. (Символ Уэльса - нарцисс и порей) ; 2013 ;  ; Латунь ; XF ; 31 ; Хаа ; 663 
 3749 ; 25 новых пенсов. Великобритания. Елизавета и Филипп ; 1972 ;  ; Cu-Ni ; AU ; 10 ; Звездолёты ; 108 
 3750 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; AU ; 19 ; Хаа ; 142 
 3751 ; 1 крона. Великоритания. Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 21 ; Звездолёты ; 102 
 3752 ; 5 шиллингов. Великобритания ; 1960 ;  ; Cu-Ni ; XF+ ; 15 ; Хаа ; 418 
 3753 ; 50 тенге. Казахстан. Муфлон ; 2015 ;  ; Cu-Ni ; XF ; 20 ; divergent ; 115 
 3754 ; 50 тенге. Казахстан. Муфлон ; 2015 ;  ; Cu-Ni ; XF ; 30 ; u10257 ; 116 
 3755 ; 50 тенге. Казахстан. Венера-10 ; 2015 ;  ; Cu-Ni ; XF ; 13 ; u10257 ; 113 
 3756 ; 50 тенге. Казахстан. Венера-10 ; 2015 ;  ; Cu-Ni ; XF ; 29 ; aziya11 ; 104 
 3757 ; 50 тенге. Казахстан. Суйиндыр ; 2013 ;  ; Cu-Ni ; AU ; 15 ; aziya11 ; 73 
 3758 ; 50 тенге. Казахстан. Суйиндыр ; 2013 ;  ; Cu-Ni ; AU ; 11 ; aziya11 ; 72 
 3759 ; 50 тенге. Казахстан. Ильяс Есенберлин ; 2015 ;  ; Cu-Ni ; XF ; 10 ; 312 ; 66 
 3760 ; 50 тенге. Казахстан. Ильян Есенберлин ; 2015 ;  ; Cu-Ni ; XF ; 7 ; lsamurai ; 60 
 3761 ; 50 тенге. Казахстан. Шокан ; 2014 ;  ; Cu-Ni ; AU ; 16 ; 312 ; 66 
 3762 ; 50 тенге. Казахстан. Шокан ; 2014 ;  ; Cu-Ni ; AU ; 23 ; альтаир ; 65 
 3763 ; 50 тенге. Казахстан. Жумабек Ташенев ; 2015 ;  ; Cu-Ni ; AU ; 7 ; v_bond ; 63 
 3764 ; 50 тенге. Казахстан. Жумабек Ташенев ; 2015 ;  ; Cu-Ni ; XF+ ; 4 ; ag58 ; 50 
 3765 ; 50 тенге. Казахстан. Восточная сказка ; 2015 ;  ; Cu-Ni ; AU ; 27 ; u10257 ; 105 
 3766 ; 50 тенге. Казахстан. Восточная сказка ; 2015 ;  ; Cu-Ni ; AU ; 28 ; dsp ; 105 
 3667 ; 5 крон. Норвегия ; 1965 ;  ; Cu-Ni ; XF ; 7 ; lva08 ; 79 
 3668 ; 1 крона. Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; XF ; 13 ; guronidze ; 203 
 3669 ; 1 доллар. Канада ; 1975 ;  ; Cu-Ni ; AU ; 41 ; елец ; 123 
 3670 ; 1 доллар. Канада. 100 лет вхождения острова Принца Эдуарда в Конфедерацию ; 1973 ;  ; Cu-Ni ; XF+ ; 54 ; S.A.I. ; 327 
 3671 ; 50 пенсов. Великобритания ; 1982 ;  ; Cu-Ni ; XF ; 16 ; alapabula ; 74 
 3672 ; 10 пиастров. Египет ; 1967 ;  ; Cu-Ni ; VF+ ; 11 ; MDV ; 44 
 3673 ; 2 франка. Франция ; 1923 ;  ; Al/Br ; XF+ ; 11 ; л842 ; 66 
 3674 ; 1 доллар. Канада ; 1975 ;  ; Cu-Ni ; XF ; 21 ; Звездолёты ; 156 
 3675 ; 5 сантимов. Франция ; 1864 ;  ; Cu ; VF- ; 20 ; sotnik ; 227 
 3676 ; 2 франка. Франция ; 1959 ;  ; Al ; VF+ ; 14 ; detonator ; 60 
 3677 ; 1 франк. Франция ; 1949 ;  ; Al ; XF ; 9 ; Alexdav ; 78 
 3678 ; 2 шиллинга. Великобритания ; 1949 ;  ; Cu-Ni ; VF ; 4 ; Yonson ; 32 
 3679 ; 1 песет. Испания ; 1944 ;  ; Al/Br ; XF ; 46 ; ВМШ ; 150 
 3680 ; 1 песет. Испания ; 1944 ;  ; Al/Br ; VF+ ; 11 ; Magger ; 53 
 3681 ; 5 лирот. Израиль ;  ;  ; Cu-Ni ; XF ; 9 ; vladimir-sirke ; 37 
 3682 ; 1/2 лиры. Израиль ;  ;  ; Cu-Ni ; XF ; 21 ; lva08 ; 101 
 3683 ; 2 1/2 лиры. Турцияя ; 1960 ;  ; St ; XF ; 15 ; dfg ; 83 
 3684 ; 25 песет. Испания ; 1957 (58) ;  ; Cu-Ni ; VF+ ; 7 ; detonator ; 50 
 3685 ; 25 песет. Испания ; 1957 (58) ;  ; Cu-Ni ; VF+ ; 6 ; serega16041979 ; 51 
 3686 ; 10 геллер. Австрия ; 1915 ;  ; Cu-Zn-Ni ; VF+ ; 8 ; serega16041979 ; 41 
 3687 ; 10 геллер. Австрия ; 1916 ;  ; Cu-Zn-Ni ; XF- ; 15 ; dfg ; 70 
 3688 ; 10 геллер. Австрия ; 1895 ;  ; Ni ; VF-XF ; 18 ; 2605 ; 47 
 3689 ; 10 геллер. Австрия ; 1894 ;  ; Ni ; VF-XF ; 11 ; 3ТЭП75 ; 21 
 3690 ; 1 крона. Исландия ; 1959 ;  ; Ni/Лат ; XF ; 7 ; dfg ; 50 
 3691 ; 1 крона. Исландия ; 1966 ;  ; Ni/Лат ; XF ; 13 ; Martsell ; 34 
 3692 ; 500 марок. Веймар ; 1923A ;  ; Al ; VF+ ; 31 ; альтаир ; 105 
 3693 ; 50 пфенниг. Веймар ; 1921A ;  ; Al ; VF+ ; 9 ; detonator ; 50 
 3694 ; 50 пфенниг. Веймар ; 1920A ;  ; Al ; VF+ ; 7 ; detonator ; 50 
 3695 ; 10 пфенниг. Германия ; 1891F ;  ; Cu-Ni ; VF ; 4 ; Jauho ; 34 
 3696 ; 10 пфенниг. Германия ; 1892E ;  ; Cu-Ni ; VF- ; 2 ; dfg ; 33 
 3697 ; 10 пфенниг. Германия ; 1900A ;  ; Cu-Ni ; VF+ ; 3 ; serega16041979 ; 34 
 3698 ; 10 пфенниг. Германия ; 1900D ;  ; Cu-Ni ; VF+ ; 6 ; detonator ; 40 
 3699 ; 10 пфенниг. Германия ; 1908A ;  ; Cu-Ni ; VF ; 2 ; dfg ; 33 
 3700 ; 10 пфенниг. Германия ; 1940A ;  ; Zn ; VF ; 7 ; detonator ; 50 
 3701 ; 5 пфенниг. Германия ; 1889A ;  ; Cu-Ni ; VF+ ; 5 ; Yonson ; 31 
 3702 ; 5 пфенниг. Германия ; 1892A ;  ; Cu-Ni ; VF ; 3 ; Yonson ; 24 
 3703 ; 5 пфенниг. Германия ; 1894A ;  ; Cu-Ni ; VF+ ; 14 ; sveta6369 ; 24 
 3704 ; 5 пфенниг. Германия ; 1900A ;  ; Cu-Ni ; VF+ ; 10 ; 21011984andrei ; 56 
 3705 ; 5 пфенниг. Германия ; 1900A ;  ; Cu-Ni ; VF+ ; 3 ; Yonson ; 24 
 3706 ; 1 шиллинг. Великобритания. Шотландский герб ; 1949 ;  ; Cu-Ni ; VF-XF ; 20 ; Zarik ; 50 
 3707 ; 1 шиллинг. Великобритания. Английский герб ; 1950 ;  ; Cu-Ni ; VF-XF ; 25 ; Zarik ; 104 
 3708 ; 1 шиллинг. Великобритания. Шотландский герб ; 1951 ;  ; Cu-Ni ; VF-XF ; 8 ; didisister ; 101 
 3709 ; 1 шиллинг. Великобритания. Шотландский герб ; 1951 ;  ; Cu-Ni ; VF-XF ; 8 ; dfg ; 41 
 3710 ; 1 шиллинг. Великобритания ; 1963 ;  ; Cu-Ni ; XF- ; 6 ; DaMon15 ; 36 
 3711 ; 1 дирхам. Марокко ; 1974 ;  ; Cu-Ni ; AU ; 19 ; kornum ; 92 
 3712 ; 50 сантимат. Марокко ; 1974 ;  ; Cu-Ni ; AU ; 12 ; kornum ; 82 
 3713 ; 20 сантимат. Марокко ; 1974 ;  ; Латунь ; VF+ ; 19 ; 2605 ; 60 
 3714 ; 10 сантимат. Марокко ; 1974 ;  ; Латунь ; AU ; 17 ; Хаа ; 89 
 3715 ; 20 сентаво. Бразилия ; 1949 ;  ; Al/Br ; VF+ ; 20 ; t_v_v ; 49 
 3716 ; 10 сентаво. Аргентина ; 1947 ;  ; Al/Br ; XF ; 5 ; 2605 ; 42 
 3617 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF+ ; 14 ; сама71 ; 416 
 3618 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 24 ; krugerrand ; 168 
 3619 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; VF+ ; 24 ; митяй ; 97 
 3620 ; 1 марка. Финляндия ; 1964 ;  ; Ag ; XF ; 13 ; boroda ; 85 
 3621 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; XF+ ; 12 ; Aurora810 ; 104 
 3622 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; AU ; 12 ; митяй ; 105 
 3623 ; 1 юань. Китай ; 2001 ;  ; Cu-Ni ; XF ; 7 ; detonator ; 16 
 3624 ; 1 юань. Китай ; 1993 ;  ; Cu-Ni ; XF ; 4 ; UnPreacher ; 10 
 3625 ; 5 юаней. Китай ; 2000 ;  ; Ж/м ; XF- ; 12 ; ag58 ; 34 
 3626 ; 5 юаней. Китай ; 2009 ;  ; Ж/м ; XF- ; 5 ; [Nik] ; 30 
 3627 ; 1 юань. Тайвань ; 20 в ;  ; Br ; XF ; 8 ; detonator ; 16 
 3628 ; 10 юаней. Тайвань ; 20 в ;  ; Cu-Ni ; XF- ; 6 ; UnPreacher ; 22 
 3629 ; 10 йен. Япония ; 20 в ;  ; Br ; AU ; 14 ; v_bond ; 34 
 3630 ; 50 марок. Финляндия. 150 лет эпосу «Калевала ; 1985 ;  ; Ag ; AU ; 37 ; Rosomaha ; 685 
 3631 ; 25 марок. Финляндия. Зимние игры в Лахти ; 1978 ;  ; Ag ; AU ; 16 ; Aurora810 ; 578 
 3632 ; 1 лат. Латвия. Олимпийские игры ; 2001 ;  ; Ag ; Proof ; 46 ; Коллекционер СНГ ; 2297 
 3633 ; 5 марок. ФРГ ; 1988D ;  ; Cu-Ni ; XF- ; 14 ; solder13 ; 168 
 3634 ; 5 гривен. Украина. Успенский собор ; 2015 ;  ; Cu-Ni ; AU ; 13 ; SunChess ; 161 
 3635 ; 5 гривен. Украина. 110 лет киевскому фуникулеру ; 2015 ;  ; Cu-Ni ; AU ; 10 ; карат ; 153 
 3636 ; 5 гривен. Украина. Успенский собор ; 2015 ;  ; Cu-Ni ; AU ; 11 ; карат ; 157 
 3637 ; 5 гривен. Украина. 110 лет киевскому фуникулеру ; 2015 ;  ; Cu-Ni ; AU ; 11 ; boroda ; 157 
 3638 ; 25 марок. Финляндия ; 2001 ;  ; би/м ; AU ; 26 ; tss ; 1047 
 3639 ; 1 рубль. Беларусь. Беловежская пуща ; 2009 ;  ; Cu-Ni ; Proof ; 50 ; Vol4en0k ; 443 
 3640 ; 1 доллар. Ниуэ. Пааво Нурми ; 1973 ;  ; лат ; AU ; 56 ; zx123 ; 392 
 3641 ; 2 злотых. Польша ; 2006 ;  ; Al/Br ; XF+ ; 23 ; kornum ; 70 
 3642 ; 2 злотых. Польша ; 2006 ;  ; Al/Br ; XF+ ; 22 ; kornum ; 68 
 3643 ; 2 злотых. Польша ; 2006 ;  ; Al/Br ; XF+ ; 15 ; Jana ; 104 
 3644 ; 20 угий. Мавритания ; 1974 ;  ; Cu-Ni ; XF ; 38 ; HARDCOROV ; 261 
 3645 ; 50 франков. Западно-Африканские Штаты ; 1972 ;  ; Cu-Ni ; VF+ ; 6 ; t_v_v ; 57 
 3646 ; 50 франков. Люксембург ; 1988 ;  ; Cu-Ni ; XF ; 22 ; kornum ; 104 
 3647 ; 5 сентимес. Франция ; 1856 ;  ; Br ; F ; 14 ; 312 ; 45 
 3648 ; 2 сулис. Гвинея ; 1971 ;  ; Al ; VF+ ; 45 ; Mukoved ; 257 
 3649 ; 2 злотых. Болгария. Люблин ; 2013 ;  ; Al/Br ; XF ; 9 ; kornum ; 68 
 3650 ; 500 лир. Сан-Марино ; 1992 ;  ; Би/м ; VF-XF ; 17 ; salim ; 113 
 3651 ; 5 пфенниг. Германия ; 1904A ;  ; Cu-Ni ; VF ; 13 ; corsar ; 41 
 3652 ; 2 пфенниг. Германия ; 1905E ;  ; Br ; XF ; 24 ; meloman ; 77 
 3653 ; 2 пфенниг. Германия ; 1910F ;  ; Br ; XF ; 23 ; Jauho ; 79 
 3654 ; 1 пфенниг. Германия ; 1876A ;  ; Br ; XF ; 17 ; vicnic ; 124 
 3655 ; 1 пфенниг. Германия ; 1893A ;  ; Br ; XF ; 21 ; corsar ; 45 
 3656 ; 1 пфенниг. Германия ; 1901A ;  ; Br ; VF ; 16 ; detonator ; 51 
 3657 ; 1 пфенниг. Германия ; 1900E ;  ; Br ; XF ; 5 ; lva08 ; 51 
 3658 ; 1 пфенниг. Германия ; 1913F ;  ; Br ; XF ; 12 ; meloman ; 34 
 3659 ; 5 корун.Чехословакия ; 1973 ;  ; Cu-Ni ; XF ; 21 ; kornum ; 57 
 3660 ; 50 пенсов. Великобритания ; 1982 ;  ; Cu-Ni ; XF- ; 14 ; dfg ; 55 
 3661 ; 50 пенсов. Великобритания ; 1979 ;  ; Cu-Ni ; XF ; 33 ; Хаа ; 255 
 3662 ; 50 пенсов. Великобритания ; 1973 ;  ; Cu-Ni ; XF ; 31 ; елец ; 79 
 3663 ; 5 крон. Норвегия ; 1969 ;  ; Cu-Ni ; XF ; 16 ; krugerrand ; 66 
 3664 ; 5 крон. Норвегия ; 1976 ;  ; Cu-Ni ; AU ; 7 ; krugerrand ; 65 
 3665 ; 5 крон. Норвегия ; 1964 ;  ; Cu-Ni ; XF ; 19 ; dfg ; 77 
 3666 ; 5 крон. Норвегия ; 1977 ;  ; Cu-Ni ; AU ; 10 ; krugerrand ; 73 
 3567 ; 3 пенса. Великобритания ; 1959 ;  ; лат/Ni ; VF ; 14 ; Хаа ; 20 
 3568 ; 3 пенса. Великобритания ; 1958 ;  ; лат/Ni ; VF ; 13 ; DaMon15 ; 51 
 3569 ; 3 пенса. Великобритания ; 1954 ;  ; лат/Ni ; VF+ ; 15 ; DaMon15 ; 51 
 3570 ; 3 пенса. Великобритания ; 1961 ;  ; лат/Ni ; VF+ ; 8 ; Yonson ; 14 
 3571 ; 3 пенса. Великобритания ; 1964 ;  ; лат/Ni ; VF ; 6 ; Yonson ; 14 
 3572 ; 3 пенса. Великобритания ; 1955 ;  ; лат/Ni ; VF+ ; 6 ; Yonson ; 14 
 3573 ; 3 пенса. Великобритания ; 1953 ;  ; лат/Ni ; VF ; 7 ; Почта России ; 15 
 3574 ; 3 пенса. Великобритания ; 1963 ;  ; лат/Ni ; VF+ ; 10 ; alapabula ; 15 
 3575 ; 2 шиллинга. Великобритания ; 1953 ;  ; Cu-Ni ; XF+ ; 18 ; didisister ; 134 
 3576 ; 5 крон. Норвегия ; 1999 ;  ; Cu-Ni ; XF ; 35 ; natpulkovo ; 57 
 3577 ; 10 крон. Норвегия ; 2009 ;  ; Лат ; XF ; 22 ; natpulkovo ; 61 
 3578 ; 50 крон. Чехия ; 2009 ;  ; Би/м ; AU ; 14 ; Виталий 64 ; 153 
 3579 ; 10 крон. Дания ; 1995 ;  ; Al/Br ; XF- ; 7 ; трутень ; 88 
