 3217 ; Бона иностранная ;  ;  ;  ;  ; 14 ; Sky2 ; 35 
 440 ; 3 копейки ; 1916 ;  ; Cu ; XF ; 36 ; Алек ; 379 
 441 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; VF- ; 21 ; PSvashmid ; 55 
 442 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; PSvashmid ; 114 
 151 ; 5 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 54 ; Алек ; 976 
 152 ; 5 копеек ; 1915 ; ВС  ; Ag ; AU ; 39 ; wladimir1972 ; 1122 
 153 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 5 ; VEU3 ; 165 
 154 ; 1 марка ; 1915 ; S Финляндия  ; Ag ; AU ; 65 ; igor_r65 ; 1071 
 155 ; 50 пенни ; 1911 ; L Финляндия  ; Ag ; AU ; 42 ; Алек ; 920 
 156 ; 50 пенни ; 1914 ; S Финляндия  ; Ag ; AU ; 41 ; Алек ; 510 
 157 ; 50 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 26 ; rnv_64 ; 440 
 158 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 51 ; rnv_64 ; 269 
 159 ; 50 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; AU ; 59 ; Алек ; 805 
 160 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 40 ; rnv_64 ; 278 
 161 ; 25 пенни ; 1909 ; L Финляндия  ; Ag ; AU ; 22 ; vasil47 ; 714 
 162 ; 25 пенни ; 1913 ; S Финляндия  ; Ag ; AU ; 38 ; rnv_64 ; 405 
 163 ; 25 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 64 ; rnv_64 ; 206 
 164 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 38 ; rnv_64 ; 303 
 165 ; 25 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; AU ; 38 ; vasil47 ; 513 
 166 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 28 ; rnv_64 ; 298 
 167 ; Лот монет России (11 шт): 20, 15, 10 коп ; 1833-1915 ;  ; Ag ; F-VF/VF- ; 105 ; amd4200 ; 593 
 168 ; Лот монет Финляндии (9 шт): 50, 25 пенни ; 20 век ;  ; Ag ; VF-XF/XF+ ; 34 ; jef688 ; 1053 
 361 ; 5 копеек ; 1727 ; КД Одна из точек над кор.  ; Cu ; F ; 26 ; rnv_64 ; 1836 
 362 ; 5 копеек ; 1730 ; МД Хвост узкий  ; Cu ; F-VF ; 33 ; gudk ; 1836 
 363 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 9 ; marat-vojag ; 227 
 364 ; 5 копеек ; 1759 ;  ; Cu ; F+ ; 12 ; PSvashmid ; 227 
 365 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 35 ; alexandervolkov ; 400 
 366 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 16 ; xabib ; 337 
 367 ; 5 копеек ; 1763 ; ЕМ  ; Cu ; F+ ; 8 ; chul66 ; 215 
 368 ; 5 копеек ; 1763 ; ММ  ; Cu ; F-VF ; 18 ; skir ; 567 
 369 ; 5 копеек ; 1763 ; СПМ  ; Cu ; F-VF ; 70 ; evgenijzhuk ; 765 
 370 ; 5 копеек ; 1764 ; ЕМ  ; Cu ; F-VF ; 20 ; chul66 ; 235 
 371 ; 5 копеек ; 1765 ; ЕМ  ; Cu ; F-VF ; 13 ; chul66 ; 189 
 372 ; 5 копеек ; 1765 ; ММ  ; Cu ; F-VF ; 39 ; svm-1 ; 651 
 373 ; 5 копеек ; 1766 ; ЕМ  ; Cu ; VF+ ; 18 ; chul66 ; 333 
 374 ; 5 копеек ; 1766 ; ММ  ; Cu ; VF- ; 49 ; alexandervolkov ; 878 
 375 ; 5 копеек ; 1766 ; СПМ  ; Cu ; VF- ; 35 ; sinisha ; 2918 
 376 ; 5 копеек ; 1767 ; ЕМ  ; Cu ; VF+ ; 71 ; sinisha ; 520 
 377 ; 5 копеек ; 1768 ; ЕМ  ; Cu ; F-VF ; 17 ; alexandervolkov ; 261 
 378 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F-VF ; 20 ; Poiuyt ; 186 
 379 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F+ ; 17 ; QSL ; 178 
 380 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F-VF ; 12 ; Poiuyt ; 211 
 381 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F-VF ; 28 ; skir ; 184 
 382 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; F-VF ; 7 ; chul66 ; 213 
 383 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; F+ ; 25 ; chul66 ; 133 
 384 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF+ ; 76 ; кабан ; 322 
 385 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; F-VF ; 4 ; garry ; 133 
 386 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; VF ; 14 ; o.k. ; 229 
 387 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; F+ ; 16 ; KORNEJ ; 144 
 388 ; 5 копеек ; 1774 ; ЕМ  ; Cu ; F-VF ; 8 ; sinisha ; 216 
 389 ; 5 копеек ; 1775 ; ЕМ  ; Cu ; F+ ; 4 ; Simpaga ; 204 
 390 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; VF+ ; 40 ; sinisha ; 339 
 391 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F+ ; 20 ; chul66 ; 150 
 392 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF+ ; 17 ; o.k. ; 231 
 101 ; 10 копеек ; 1861 ; СПБ  ; Ag ; VF-XF ; 21 ; Director ; 1520 
 102 ; 10 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 16 ; сеятель ; 152 
 103 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; XF+ ; 56 ; baz1960 ; 941 
 104 ; 10 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 45 ; Алек ; 680 
 105 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 18 ; Алек ; 254 
 106 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF-XF ; 44 ; Алек ; 94 
 107 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF ; 29 ; KORNEJ ; 82 
 108 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; AU ; 48 ; Director ; 385 
 109 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 29 ; evgenijzhuk ; 111 
 110 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 8 ; rse ; 135 
 111 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 18 ; zerkalozemli ; 317 
 112 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 33 ; levsha ; 113 
 113 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 5 ; tesey ; 139 
 114 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 18 ; garry ; 65 
 115 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF- ; 20 ; KORNEJ ; 69 
 116 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 45 ; garry ; 69 
 117 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 15 ; rizovtpl ; 119 
 118 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 39 ; garry ; 61 
 119 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 13 ; jef688 ; 57 
 120 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 80 ; hantas ; 153 
 121 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU/XF+ ; 22 ; KORNEJ ; 69 
 122 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 23 ; garry ; 102 
 123 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 20 ; garry ; 65 
 124 ; 10 копеек ; 1916 ; ВС  ; Ag ; AU ; 36 ; Director ; 510 
 125 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 100 ; Kolya-kms ; 2244 
 126 ; 10 копеек ; 1917 ; ВС  ; Ag ; AU ; 30 ; Алек ; 2552 
 127 ; 5 копеек ; 1757 ; СПБ  ; Ag ; VF- ; 32 ; camry ; 2040 
 128 ; 5 копеек. Деформация ; 1815 ; СПБ МФ  ; Ag ; VF- ; 17 ; Lotus 99 ; 554 
 129 ; 5 копеек. Деформация ; 1821 ; СПБ ПД  ; Ag ; F-VF ; 21 ; svm-1 ; 421 
 130 ; 5 копеек ; 1822 ; СПБ ПД  ; Ag ; VF+ ; 181 ; svm-1 ; 969 
 131 ; 5 копеек ; 1826 ; СПБ НГ  ; Ag ; VF+ ; 59 ; сеятель ; 2301 
 132 ; 5 копеек ; 1830 ; СПБ НГ  ; Ag ; F-VF ; 60 ; lvl555 ; 1000 
 133 ; 5 копеек ; 1845 ; СПБ КБ  ; Ag ; XF- ; 24 ; zorge10 ; 1134 
 134 ; 5 копеек ; 1850 ; СПБ ПА  ; Ag ; XF- ; 42 ; pete ; 1411 
 135 ; 5 копеек. Деформация ; 1853 ; СПБ HI  ; Ag ; VF+ ; 74 ; Олег33 ; 821 
 136 ; 5 копеек ; 1882 ; СПБ НФ  ; Ag ; XF+ ; 45 ; Олег33 ; 373 
 137 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; XF+ ; 12 ; zerkalozemli ; 956 
 138 ; 5 копеек. Деформация ; 1887 ; СПБ АГ  ; Ag ; XF+ ; 59 ; жора ; 1009 
 139 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; AU ; 51 ; Олег33 ; 729 
 140 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; F-VF ; 70 ; hantas ; 152 
 141 ; 5 копеек ; 1889 ; СПБ АГ  ; Ag ; XF+ ; 42 ; меркурий ; 287 
 142 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; AU ; 37 ; джон007 ; 266 
 143 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF-XF ; 61 ; Mike! ; 206 
 144 ; 5 копеек ; 1891 ; СПБ АГ  ; Ag ; VF ; 53 ; В1951 ; 194 
 145 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; AU ; 41 ; wladimir1972 ; 450 
 146 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; AU ; 35 ; 61К ; 2726 
 147 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; VF- ; 43 ; KORNEJ ; 153 
 148 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; XF+ ; 93 ; baz1960 ; 281 
 149 ; 5 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 40 ; levsha ; 453 
 150 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; VF ; 69 ; tirex ; 337 
 51 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 37 ; zerkalozemli ; 670 
 52 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 25 ; zerkalozemli ; 199 
 53 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 34 ; garry ; 123 
 54 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 21 ; garry ; 123 
 55 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF ; 33 ; garry ; 71 
 56 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 25 ; hantas ; 110 
 57 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 30 ; garry ; 82 
 58 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 30 ; garry ; 98 
 59 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 26 ; garry ; 82 
 60 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 19 ; garry ; 77 
 61 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 36 ; SPI ; 153 
 62 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 47 ; garry ; 85 
 63 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 36 ; garry ; 126 
 64 ; 20 копеек ; 1915 ; ВС  ; Ag ; VF ; 15 ; garry ; 55 
 65 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 6 ; Данила ; 164 
 66 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 17 ; garry ; 102 
 67 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 66 ; garry ; 88 
 68 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 53 ; garry ; 100 
 69 ; 20 копеек ; 1916 ; ВС  ; Ag ; XF+ ; 68 ; Reichard ; 201 
 70 ; 15 копеек-1 злотый ; 1836 ; НГ Рус.-Пол.  ; Ag ; VF+ ; 40 ; rnv_64 ; 852 
 71 ; 15 копеек ; 1900 ; СПБ ФЗ  ; Ag ; F-VF ; 16 ; evgenijzhuk ; 113 
 72 ; 15 копеек ; 1903 ; СПБ АР  ; Ag ; VF- ; 34 ; lvl555 ; 152 
 73 ; 15 копеек ; 1904 ; СПБ АР  ; Ag ; VF- ; 34 ; KORNEJ ; 102 
 74 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; VF+ ; 14 ; den_ff ; 139 
 75 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF-XF ; 11 ; moneta ; 113 
 76 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; AU ; 85 ; Конрос бид 32 ; 1964 
 77 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 20 ; garry ; 72 
 78 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 45 ; fontanka ; 108 
 79 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 35 ; zerkalozemli ; 582 
 80 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 36 ; garry ; 113 
 81 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; AU ; 50 ; Kolya-kms ; 236 
 82 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 30 ; elac ; 113 
 83 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 45 ; tirex ; 113 
 84 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 11 ; zerkalozemli ; 204 
 85 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 14 ; tesey ; 84 
 86 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 57 ; tesey ; 113 
 87 ; 15 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 40 ; garry ; 75 
 88 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 17 ; KORNEJ ; 99 
 89 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 43 ; garry ; 57 
 90 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 59 ; tesey ; 150 
 91 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 39 ; garry ; 77 
 92 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 35 ; garry ; 153 
 93 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 35 ; garry ; 74 
 94 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 6 ; Конрос бид 32 ; 204 
 95 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 7 ; tesey ; 150 
 96 ; 15 копеек ; 1916 ; ВС  ; Ag ; XF+ ; 48 ; tirex ; 316 
 97 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 47 ; tisa66 ; 1214 
 98 ; 15 копеек ; 1917 ; ВС  ; Ag ; XF+ ; 34 ; Алек ; 3062 
 99 ; Гривенник ; 1718 ; L  ; Ag ; F-VF ; 52 ; camry ; 14586 
 100 ; 10 копеек ; 1855 ; СПБ HI  ; Ag ; VF+ ; 72 ; 61К ; 4182 
 1 ; 15 рублей ; 1897 ; "(АГ) За обрез шеи заходит ""О ; Au ; VF-XF ; 9 ; федя ; 22083 
 2 ; 15 рублей ; 1897 ; "(АГ) За обрез шеи заходит ""О ; Au ; XF- ; 10 ; федя ; 22605 
 3 ; 10 рублей ; 1902 ; (АР) АГ  ; Au ; VF-XF ; 36 ; baikal.k ; 12300 
 4 ; 7руб.50 коп. ; 1897 ; (АГ)  ; Au ; XF+ ; 42 ; wladimir1972 ; 21565 
 5 ; 5 рублей ; 1889 ; (АГ) Борода короче  ; Au ; XF- ; 36 ; саша231 ; 23460 
 6 ; 5 рублей ; 1898 ; (АГ)  ; Au ; AU ; 17 ; рыбак ; 6999 
 7 ; 5 рублей ; 1899 ; (ФЗ)  ; Au ; VF-XF ; 11 ; lvl555 ; 5955 
 8 ; 20 марок ; 1903 ; L Финляндия  ; Au ; AU ; 25 ; SPI ; 15086 
 9 ; 20 марок ; 1910 ; L Финляндия  ; Au ; AU ; 7 ; SPI ; 14280 
 10 ; 20 марок ; 1912 ; S Финляндия  ; Au ; AU ; 11 ; SPI ; 14279 
 11 ; 10 марок ; 1913 ; S Финляндия  ; Au ; AU ; 24 ; нумизмат ; 14566 
 12 ; Рубль (Петров-3 р) ; 1809 ; СПБ МК  ; Ag ; F-VF ; 45 ; федя ; 6097 
 13 ; Рубль ; 1817 ; СПБ ПС  ; Ag ; VF+ ; 23 ; Viktor58 ; 3176 
 14 ; Рубль ; 1818 ; СПБ ПС  ; Ag ; VF+ ; 44 ; rnv_64 ; 3060 
 15 ; Рубль ; 1831 ; СПБ НГ  ; Ag ; VF+ ; 89 ; RuNum1 ; 6063 
 16 ; Рубль (Петров-1,5р) ; 1844 ; MW  ; Ag ; VF+ ; 47 ; baikal.k ; 5058 
 17 ; Рубль ; 1893 ; (АГ)  ; Ag ; F-VF ; 76 ; turkmen ; 2745 
 18 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF ; 37 ; Пусечка ; 3666 
 19 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF+ ; 34 ; 1960-alex ; 5094 
 20 ; Рубль ; 1915 ; (ВС)  ; Ag ; XF- ; 29 ; alex300 ; 14270 
 21 ; Полтина ; 1895 ; (АГ) АГ  ; Ag ; VF- ; 6 ; Viktor58 ; 510 
 22 ; Полтина ; 1896 ; ( * )  ; Ag ; F-VF ; 28 ; klm ; 510 
 23 ; Полтина ; 1896 ; (АГ) АГ  ; Ag ; VF- ; 15 ; KORNEJ ; 395 
 24 ; Полтина ; 1897 ; ( * )  ; Ag ; F-VF ; 48 ; o.k. ; 397 
 25 ; Полтина ; 1899 ; (ФЗ) АГ  ; Ag ; F-VF ; 18 ; Viktor58 ; 750 
 26 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; XF+ ; 15 ; klm ; 1530 
 27 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; VF-XF ; 60 ; меркурий ; 1062 
 28 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; XF+ ; 47 ; den_ff ; 1421 
 29 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; VF- ; 40 ; o.k. ; 714 
 30 ; Полтина ; 1914 ; (ВС) АГ  ; Ag ; VF-XF ; 98 ; федя ; 2793 
 31 ; 30 копеек-2 злотых ; 1836 ; MW Рус.-Пол.  ; Ag ; VF ; 24 ; klm ; 1247 
 32 ; 30 копеек-2 злотых ; 1838 ; MW Рус.-Пол.  ; Ag ; VF ; 28 ; gudk ; 1222 
 33 ; 25 копеек. Ремонт 1 ч ; 1837 ; СПБ НГ  ; Ag ; VF-XF ; 56 ; leo 2 ; 1274 
 34 ; 25 копеек ; 1855 ; СПБ HI  ; Ag ; VF+ ; 66 ; PolAn ; 2550 
 35 ; 25 копеек ; 1856 ; СПБ ФБ  ; Ag ; VF-XF/VF+ ; 53 ; батя ; 2123 
 36 ; 25 копеек ; 1857 ; СПБ ФБ  ; Ag ; VF ; 77 ; батя ; 1734 
 37 ; 25 копеек ; 1896 ; АГ  ; Ag ; VF ; 28 ; PolAn ; 1183 
 38 ; 20 копеек ; 1838 ; СПБ НГ  ; Ag ; VF- ; 20 ; lvl555 ; 841 
 39 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; AU ; 29 ; zerkalozemli ; 3364 
 40 ; 20 копеек ; 1863 ; СПБ АБ  ; Ag ; VF+ ; 60 ; rnv_64 ; 341 
 41 ; 20 копеек ; 1868 ; СПБ HI  ; Ag ; F-VF ; 51 ; lvl555 ; 125 
 42 ; 20 копеек ; 1878 ; СПБ НФ  ; Ag ; F+ ; 30 ; garry ; 113 
 43 ; 20 копеек ; 1891 ; СПБ АГ  ; Ag ; F+ ; 47 ; lvl555 ; 151 
 44 ; 20 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 35 ; Viktor58 ; 133 
 45 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; XF ; 9 ; fontanka ; 132 
 46 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF+ ; 34 ; garry ; 88 
 47 ; 20 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 54 ; Алек ; 340 
 48 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 28 ; garry ; 153 
 49 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 25 ; garry ; 124 
 50 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF- ; 31 ; baz1960 ; 322 
