 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 3181 ; 10 центов. Британская Малайя. Георг VI ; 1939 ;  ; Ag ; XF+ ; 8 ; t_v_v ; 117 
 3182 ; 10 центов. Британская Малайя. Георг VI ; 1941 ;  ; Ag ; AU ; 19 ; Fillipiy ; 146 
 3183 ; 1/4 реала. Гватемала ; 1896 ;  ; Ag ; AU ; 30 ; maremark ; 157 
 3184 ; 2 динара. Сербия ; 1912 ;  ; Ag ; VF+ ; 21 ; фрегат ; 234 
 3185 ; 1 корона. Австрия ; 1895 ;  ; Ag ; F-VF ; 27 ; фрегат ; 123 
 3086 ; 5 гривен. Украина. Бокораш ; 2009 ;  ; Cu-Ni ; Proof ; 42 ; pion-61 ; 137 
 3087 ; 5 гривен. Украина. 225 лет городу Симферополь ; 2009 ;  ; Cu-Ni ; Proof ; 44 ; Опятор ; 153 
 3088 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu-Ni ; Proof ; 32 ; vc57 ; 153 
 3089 ; 5 гривен. Украина. Морская история Украины ; 2010 ;  ; Cu-Ni ; Proof ; 43 ; vc57 ; 156 
 3090 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu-Ni ; Proof ; 17 ; smel ; 142 
 3091 ; 5 гривен. Украина. Спас ; 2010 ;  ; Cu-Ni ; Proof ; 29 ; sinitsinik ; 117 
 3092 ; 5 гривен. Украина. Ткачиха ; 2010 ;  ; Cu-Ni ; Proof ; 19 ; smel ; 135 
 3093 ; 5 гривен. Украина. Международный год лесов ; 2011 ;  ; Би/м ; AU ; 24 ; Спанчбоб ; 149 
 3094 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu-Ni ; Proof ; 39 ; smel ; 131 
 3095 ; 5 гривен. Украина. 20 лет независимости Украины ; 2011 ;  ; Cu-Ni ; Proof ; 27 ; smel ; 147 
 3096 ; 2 гривны. Украина. Микола Бажан ; 2004 ;  ; Cu-Ni ; Proof ; 36 ; StanislavAK ; 126 
 3097 ; 2 гривны. Украина. М.Д.Стражеско ; 2006 ;  ; Cu-Ni ; Proof ; 22 ; legarder ; 108 
 3098 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu-Ni ; Proof ; 22 ; legarder ; 63 
 3099 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu-Ni ; Proof ; 39 ; Опятор ; 63 
 3100 ; 2 гривны. Украина. Ковыль ; 2010 ;  ; Cu-Ni ; Proof ; 26 ; DVZ ; 97 
 3101 ; 1 крона. Швеция ; 2009 ;  ; Cu-Ni ; XF- ; 5 ; t_v_v ; 40 
 3102 ; 1 крона. Эстония ; 2008 ;  ; Лат ; AU ; 9 ; i.box ; 26 
 3103 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 32 ; Smit ; 134 
 3104 ; 10 шиллингов. Гернси ; 1966 ;  ; Cu-Ni ; AU ; 8 ; andorf ; 153 
 3105 ; 1 крона. Швеция ; 1949 ;  ; Ag ; VF+ ; 24 ; Gyron ; 110 
 3106 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 6 ; MBP ; 258 
 3107 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; XF ; 17 ; dsp ; 230 
 3108 ; 1 доллар. Фиджи ; 1969 ;  ; Cu-Ni ; AU ; 7 ; REC ; 174 
 3109 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 14 ; Опятор ; 111 
 3110 ; 1 песо. Куба. 75 лет Че Гевара ; 2003 ;  ; Cu-Ni ; AU ; 97 ; FEDOTOV1920 ; 317 
 3111 ; 1 песо. Мексика ; 1960 ;  ; Ag ; F-VF ; 63 ; asus ; 128 
 3112 ; 50 форинтов. Венгрия. Петефи Шандор ; 1973 ;  ; Ag ; Proof ; 86 ; S1952 ; 387 
 3113 ; 1 доллар. США. Эйзенхауэр. Упаковка ; 1971S ;  ; Ag ; Unc ; 19 ; asus ; 683 
 3114 ; 1 доллар. США. Морган ; 1896 ;  ; Ag ; XF ; 54 ; bigben ; 2447 
 3115 ; 100 йен. Япония ; 1960 ;  ; Ag ; XF ; 16 ; asus ; 141 
 3116 ; 100 йен. Япония ; 1964 ;  ; Ag ; XF+ ; 11 ; asus ; 226 
 3117 ; 1 шиллинг. Великобритания ; 1928 ;  ; Ag ; VF- ; 34 ; маманя ; 159 
 3118 ; 1 шиллинг. Великобритания ; 1935 ;  ; Ag ; VF- ; 51 ; маманя ; 160 
 3119 ; 1 шиллинг. Новая Гвинея ; 1936 ;  ; Ag ; XF- ; 25 ; джон08 ; 181 
 3120 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; AU ; 43 ; Valery2010 ; 92 
 3121 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 22 ; alexda777 ; 67 
 3122 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; XF ; 36 ; t_v_v ; 102 
 3123 ; 3 пенса. Южная Родезия ; 1935 ;  ; Ag ; VF ; 56 ; маманя ; 146 
 3124 ; 6 пенсов. Великобритания ; 1928 ;  ; Ag ; F-VF ; 19 ; маманя ; 77 
 3125 ; 25 центов. Канада ; 1965 ;  ; Ag ; VF+ ; 76 ; маманя ; 184 
 3126 ; 10 эре. Швеция ; 1959 ;  ; Ag ; XF ; 11 ; dolotov.leha ; 41 
 3127 ; 1/10 гульдена. Нидерландская Индия ; 1942S ;  ; Ag ; AU ; 25 ; v_bond ; 84 
 3128 ; 1/10 гульдена. Нидерландские Антиллы ; 1962 ;  ; Ag ; VF-XF ; 20 ; Sterh ; 51 
 3129 ; 10 злотых. Польша. Чемпионат мира по футболу ; 2002 ;  ; Ag ; Proof ; 61 ; potapov0 ; 1261 
 3130 ; 10 злотых. Польша. XXVIII Олимпида ; 2004 ;  ; Ag ; Proof ; 47 ; potapov0 ; 1064 
 3131 ; 10 злотых. Польша. ЭКСПО. Япония ; 2005 ;  ; Ag ; Proof ; 69 ; джокер ; 816 
 3132 ; 10 злотых. Польша. Зимние олимпийские игры. Турин ; 2006 ;  ; Ag ; Proof ; 46 ; potapov0 ; 1022 
 3133 ; 10 злотых. Польша. Великопольское восстание ; 2008 ;  ; Ag, краска ; Proof ; 76 ; 1gold ; 839 
 3134 ; 10 злотых. Польша. Сентябрь 1939г. 2МВ ; 2009 ;  ; Ag ; Proof ; 76 ; volodia1953 ; 881 
 3135 ; 10 злотых. Польша. Дорога к свободе. Выбор 1989г ; 2009 ;  ; Ag, краска ; Proof ; 88 ; 1gold ; 781 
 3036 ; 1 дайм. США ; 1947D ;  ; Ag ; VF ; 37 ; маманя ; 160 
 3037 ; Йузлук. Турция ; 1203 ;  ; Ag ; VF- ; 70 ; ХАХА ; 1007 
 3038 ; 5 куруш. Турция ; 1293 ;  ; Ag ; VF- ; 19 ; aziya11 ; 183 
 3039 ; 2 шиллинга. Австрия. Шуберт ; 1928 ;  ; Ag ; XF+ ; 22 ; mirumir ; 455 
 3040 ; 2 шиллинга. Австрия. Теодор Бильрот ; 1929 ;  ; Ag ; XF/AU ; 8 ; scupschic ; 1000 
 3041 ; 2 шиллинга. Австрия. Вальтер Фон дер Фогельвейде ; 1930 ;  ; Ag ; AU ; 21 ; scupschic ; 1000 
 3042 ; 2 шиллинга. Австрия. Вольфганг Амадей Моцарт ; 1931 ;  ; Ag ; AU ; 39 ; Bonyf ; 1501 
 3043 ; 2 шиллинга. Австрия. Игнац Зайпель ; 1932 ;  ; Ag ; AU ; 9 ; scupschic ; 1000 
 3044 ; 2 шиллинга. Австрия. Франц Йозеф Гайдн ; 1932 ;  ; Ag ; AU ; 23 ; Bonyf ; 1530 
 3045 ; 2 шиллинга. Австрия. Энгельберт Дольфус ; 1934 ;  ; Ag ; AU ; 39 ; scupschic ; 985 
 3046 ; 2 шиллинга. Австрия. Карл Люгер ; 1935 ;  ; Ag ; AU ; 7 ; scupschic ; 969 
 3047 ; 2 шиллинга. Австрия. Евгений Савойский ; 1936 ;  ; Ag ; AU ; 19 ; scupschic ; 955 
 3048 ; 2 шиллинга. Австрия. 200-лет окончания строительства церкви Карлскирхе ; 1937 ;  ; Ag ; AU ; 19 ; scupschic ; 955 
 3049 ; 3 марки. Эстония ; 1922 ;  ; Cu-Ni ; VF- ; 33 ; джокер ; 210 
 3050 ; 5 франков. Бельгия ; 1848 ;  ; Ag ; VF ; 39 ; zdenek ; 2042 
 3051 ; 5 песет. Испания ; 1870 ;  ; Ag ; VF- ; 33 ; F111A ; 1290 
 3052 ; 1/2 доллара. США. 250 лет со дня рождения Джорджа Вашингтона ; 1982D ;  ; Ag ; AU ; 74 ; werter ; 892 
 3053 ; 50 центов. Китай Республика ; 1914 ;  ; Ag ; VF ; 41 ; прохожий ; 3400 
 3054 ; 100 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF ; 32 ; ppi ; 255 
 3055 ; 1 дайм. США ; 1898 ;  ; Ag ; F-VF ; 59 ; немец ; 465 
 3056 ; 1 дайм. США ; 1913 ;  ; Ag ; VF ; 83 ; Harder ; 711 
 3057 ; 3 цента. США. Деформация ; 1851 ;  ; Ag ; F-VF ; 41 ; krocsi ; 727 
 3058 ; 5 сантимов. Бельгия ; 19 век ;  ; Cu ; F ; 7 ; legarder ; 28 
 3059 ; 1 цент. Восточная Индийская Компания ; 1845 ;  ; Cu ; F+ ; 16 ; гарик ; 116 
 3060 ; 1 пенни. Великобритания ; 1913 ;  ; Br ; VF- ; 10 ; гарик ; 77 
 3061 ; 2-1/2 лира. Турция ; 1974 ;  ; St ; VF+ ; 9 ; vasek ; 35 
 3062 ; 10 сантимов. Бельгия ; 1905 ;  ; Cu-Ni ; VF ; 9 ; av ; 48 
 3063 ; 20 центов. Французский Индо-Китай ; 1939 ;  ; Cu-Ni ; F+ ; 23 ; legarder ; 48 
 3064 ; 2 кроны. Швеция ; 1952 ;  ; Ag ; AU ; 25 ; Gari 77 ; 237 
 3065 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF+ ; 17 ; фрегат ; 151 
 3066 ; 5 шиллингов. Австрия ; 1960 ;  ; Ag ; VF+ ; 31 ; dpb ; 153 
 3067 ; 1 крона. Швеция ; 1940 ;  ; Ag ; VF ; 14 ; фрегат ; 139 
 3068 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; VF+ ; 36 ; Drunja33 ; 150 
 3069 ; 25 центов. Канада ; 1914 ;  ; Ag ; F+ ; 14 ; фрегат ; 123 
 3070 ; 1/2 франка. Швейцария ; 1944 ;  ; Ag ; VF- ; 38 ; dolotov.leha ; 101 
 3071 ; 6 пенсов. Великобритания ; 1921 ;  ; Ag ; F-VF ; 47 ; alexda777 ; 126 
 3072 ; 25 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 19 ; Sky2 ; 51 
 3073 ; 25 эре. Швеция ; 1914 ;  ; Ag ; VF- ; 42 ; MC17 ; 53 
 3074 ; 10 эре. Швеция ; 1955 ;  ; Ag ; XF ; 7 ; ваньша ; 34 
 3075 ; 10 эре. Швеция ; 1948 ;  ; Ag ; VF+ ; 7 ; ваньша ; 34 
 3076 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; XF ; 12 ; krocsi ; 300 
 3077 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 12 ; imi ; 227 
 3078 ; 5 сен. Япония ; 9(1920) ;  ; Cu-Ni ; F ; 27 ; DVZ ; 99 
 3079 ; 5 гривен. Украина. 15 лет независимости Украины ; 2006 ;  ; Cu-Ni ; Proof ; 13 ; smel ; 138 
 3080 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 17 ; sinitsinik ; 207 
 3081 ; 5 гривен. Украина. Сакское озеро ; 2007 ;  ; Cu-Ni ; Proof ; 30 ; Опятор ; 144 
 3082 ; 5 гривен. Украина. Бугай ; 2007 ;  ; Би/м ; AU ; 15 ; sinitsinik ; 207 
 3083 ; 5 гривен. Украина. 850 лет городу Снятин ; 2008 ;  ; Cu-Ni ; Proof ; 34 ; v_bond ; 128 
 3084 ; 5 гривен. Украина. 175 лет Дендрологическому парку ; 2008 ;  ; Cu-Ni ; Proof ; 32 ; Germanfox ; 161 
 3085 ; 5 гривен. Украина. 725 лет городу Ровно ; 2008 ;  ; Cu-Ni ; Proof ; 20 ; Germanfox ; 131 
 2986 ; 20 крейцеров. Австрия ; 1839 ;  ; Ag ; XF ; 56 ; M1 ; 1558 
 2987 ; 25 песо. Мексика ; 1972 ;  ; Ag ; XF ; 19 ; smel ; 576 
 2988 ; 1 форинт. Венгрия ; 1881 ;  ; Ag ; VF-XF ; 48 ; alexnn ; 451 
 2989 ; 1 флорин. Австрия ; 1881 ;  ; Ag ; XF+ ; 24 ; vvr ; 697 
 2990 ; 2 шиллинга. Австрия. Игнац Зейпель ; 1932 ;  ; Ag ; XF ; 44 ; alexpakh ; 600 
 2991 ; 1 флорин - 2 шиллинга. Великобритания ; 1906 ;  ; Ag ; XF- ; 105 ; Harder ; 2244 
 2992 ; 1 рупия. Британская Индия ; 1874 ;  ; Ag ; VF ; 67 ; asus ; 567 
 2993 ; 100 лей. Румыния ; 1938 ;  ; Cu/Ni ; VF+ ; 3 ; MDV ; 340 
 2994 ; 2 лиры. Италия ; 1915 ;  ; Ag ; XF- ; 54 ; sman ; 742 
 2995 ; 1 флорин. Австрия ; 1880 ;  ; Ag ; XF+ ; 30 ; ppi ; 793 
 2996 ; 1 доллар. США ; 1922 ;  ; Ag ; XF ; 54 ; Павлов75 ; 1561 
 2997 ; 100 лева. Болгария ; 1937 ;  ; Ag ; XF ; 14 ; And & And ; 396 
 2998 ; 25 центов. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; AU ; 35 ; dsp ; 254 
 2999 ; 1 скиллинг.Швеция ; 1825 ;  ; Cu ; F ; 57 ; tss ; 160 
 3000 ; 1 десим. Франция ; 1814 ;  ; Cu ; F+ ; 57 ; rekaSvir ; 906 
 3001 ; 10 бани. Румыния ; 1867 ;  ; Cu ; VF- ; 11 ; Northman ; 248 
 3002 ; 10 сантимов. Франция ; 1899 ;  ; Cu ; VF+ ; 37 ; $$$ ; 503 
 3003 ; 6 пенсов. Великобритания ; 1757 ;  ; Ag ; VF-XF ; 30 ; k212 ; 4590 
 3004 ; 1 хеллер. Чехословакия ; 1960 ;  ; Al ; XF ; 20 ; Al0851 ; 37 
 3005 ; 5 хелеров. Чехословакия ; 1923 ;  ; Br ; XF ; 84 ; krugerrand ; 302 
 3006 ; 10 хелеров. Словакия ; 1939 ;  ; Br ; XF ; 66 ; Northman ; 305 
 3007 ; 5 сантимов. Франция ; 1793 ;  ; Cu ; F ; 28 ; mkm1968 ; 78 
 3008 ; Двойной турнуа. Франция ; 1588 ;  ; Cu ; F+ ; 50 ; murka1973 ; 485 
 3009 ; 1 доллар. США ; 2012 ;  ; Ag ; AU ; 16 ; gulyy_mik ; 1411 
 3010 ; 2 злотых. Польша ; 1924 ;  ; Ag ; VF-/F-VF ; 34 ; MDV ; 2550 
 3011 ; 1 франк. Бельгия ; 1866 ;  ; Ag ; VF ; 91 ; Harder ; 510 
 3012 ; 2000 песет. Испания. XXV Олимпиада. Барселона ; 1990 ;  ; Ag ; Proof ; 10 ; aziya11 ; 1250 
 3013 ; 2000 песет. Испания. XXV Олимпиада. Барселона. Стрельба из лука ; 1990 ;  ; Ag ; Proof ; 67 ; potapov0 ; 906 
 3014 ; 2000 песет. Испания. XXV Олимпиада. Барселона ; 1991 ;  ; Ag ; Proof ; 9 ; potapov0 ; 983 
 3015 ; 2000 песет. Испания. XXV Олимпиада. Барселона. Бег ; 1992 ;  ; Ag ; Proof ; 55 ; potapov0 ; 1134 
 3016 ; 25 лева. Болгария. XVI Зимняя олимпиада. Лыжи ; 1990 ;  ; Ag ; Proof ; 27 ; SKeeper ; 912 
 3017 ; 10 рублей. Беларусь. Винцент Дунин-Марцинкевич ; 2008 ;  ; Ag ; Proof ; 44 ; Недорого ; 628 
 3018 ; 1 драхма. Греция ; 1910 ;  ; Ag ; F+ ; 58 ; MAXIM81 ; 365 
 3019 ; 2 лева. Болгария ; 1894 ;  ; Ag ; VF- ; 57 ; MDV ; 354 
 3020 ; 50 лева. Болгария ; 1930 ;  ; Ag ; XF ; 36 ; krugerrand ; 181 
 3021 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 23 ; dsp ; 209 
 3022 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 42 ; Northman ; 200 
 3023 ; 30 драхм. Греция. 5 греческих королей ; 1963 ;  ; Ag ; XF+ ; 39 ; Figaro65 ; 684 
 3024 ; 30 драхм. Греция. 5 греческих королей ; 1963 ;  ; Ag ; XF ; 54 ; MAXIM81 ; 735 
 3025 ; 30 драхм. Греция. На бракосочетание ; 1964 ;  ; Ag ; XF+ ; 18 ; vitapool ; 463 
 3026 ; 30 драхм. Греция. На бракосочетание ; 1964 ;  ; Ag ; XF ; 29 ; cotangens ; 417 
 3027 ; 500 эскудо. Португалия ; 2001 ;  ; Ag ; AU ; 42 ; alexpakh ; 327 
 3028 ; 10 марок. ФРГ. Федеральный конституционный суд ; 2001J ;  ; Ag ; AU ; 16 ; rekaSvir ; 711 
 3029 ; 2,5 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 61 ; hr-kot ; 323 
 3030 ; 10 сентаво. Португалия ; 1915 ;  ; Ag ; XF+ ; 59 ; vvr ; 197 
 3031 ; 1 франг. Албания ; 1935 ;  ; Ag ; VF+ ; 39 ; vitapool ; 416 
 3032 ; 20 лева. Болгария. Софийский университет ; 1988 ;  ; Ag ; Proof ; 51 ; alexpakh ; 275 
 3033 ; 2 шиллинга. Австрия. Фон дер Фогельвейде ; 1930 ;  ; Ag ; XF ; 51 ; alexpakh ; 387 
 3034 ; 1 доллар. США ; 1922 ;  ; Ag ; VF ; 114 ; asus ; 1073 
 3035 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF ; 29 ; aziya11 ; 339 
 2936 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF-XF ; 8 ; Dave ; 271 
 2937 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939G ;  ; Ag ; XF ; 25 ; Vico ; 329 
 2938 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; VF-XF ; 8 ; Dave ; 234 
 2939 ; 1 марка. Германия ; 1907А ;  ; Ag ; F-VF ; 19 ; asus ; 190 
 2940 ; 1 марка. Германия ; 1924J ;  ; Ag ; VF+ ; 22 ; Dave ; 556 
 2941 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; XF+ ; 32 ; alexnn ; 257 
 2942 ; 1/2 марки. Германия ; 1915F ;  ; Ag ; XF+ ; 24 ; westof ; 232 
 2943 ; 4 грошена. Пруссия ; 1797A ;  ; Ag ; XF- ; 197 ; M1 ; 2662 
 2944 ; 6 крейцеров. Вюртемберг ; 1812 ;  ; Ag ; F+ ; 6 ; Геолог ; 206 
 2945 ; 1 пфенниг. Саксония. Отверстие ; 1744 ;  ; Ag ; F-VF ; 29 ; jj ; 206 
 2946 ; 1/2 нового грошена (5 пфеннигов). Саксония ; 1843G ;  ; Ag ; F+ ; 32 ; jj ; 254 
 2947 ; 1 лат. Латвия. Валмиера. В коробке, с сертификатом ; 2003 ;  ; Ag ; Proof ; 25 ; 654321 ; 1467 
 2948 ; 10 лат. Латвия. 800 лет Риге. В буклете ; 1997 ;  ; Ag ; Proof ; 25 ; 654321 ; 1709 
 2949 ; 1 доллар. США. Морган. В пластиковой упаковке NNC ; 1889 ;  ; Ag ; MS 65 ; 57 ; zdenek ; 3400 
 2950 ; 5 долларов. Канада. Кугуар ; 2012 ;  ; Ag ; AU ; 22 ; маманя ; 1249 
 2951 ; 5 долларов. Канада. Лось ; 2012 ;  ; Ag ; AU ; 57 ; маманя ; 1249 
 2952 ; 5 песет. Испания ; 1892 ;  ; Ag ; XF- ; 73 ; толстяк ; 1303 
 2953 ; 5 франков. Франция ; 1851А ;  ; Ag ; VF-XF ; 105 ; Harder ; 2002 
 2954 ; 5 лир. Италия ; 1873 ;  ; Ag ; VF-XF ; 40 ; vitapool ; 1013 
 2955 ; 5 лир. Италия ; 1927R ;  ; Ag ; VF-XF ; 31 ; sman ; 320 
 2956 ; 1 шиллинг. Великобритания ; 1708E ;  ; Ag ; VF ; 54 ; sibtec ; 3709 
 2957 ; 5 песет. Испания ; 1871 ;  ; Ag ; F-VF ; 43 ; vitapool ; 844 
 2958 ; 5 песет. Испания ; 1876 ;  ; Ag ; VF- ; 68 ; klim777 ; 1048 
 2959 ; 5 франков. Франция ; 1845W ;  ; Ag ; F-VF ; 42 ; vitapool ; 1020 
 2960 ; 5 франков. Франция ; 1874A ;  ; Ag ; VF ; 111 ; vitapool ; 906 
 2961 ; 5 франков. Франция ; 1875A ;  ; Ag ; VF-XF ; 38 ; F111A ; 1581 
 2962 ; 5 франков. Франция ; 1876A ;  ; Ag ; VF-XF ; 126 ; F111A ; 1427 
 2963 ; 1 крона. Великобритания ; 1890 ;  ; Ag ; F-VF ; 61 ; gulyy_mik ; 1861 
 2964 ; Двойной флорин. Великобритания ; 1890 ;  ; Ag ; VF+ ; 49 ; zzzzz ; 1792 
 2965 ; 1 соль. Перу ; 1924 ;  ; Ag ; VF ; 26 ; vitapool ; 642 
 2966 ; 2 песеты. Испания. Снята напайка12 часов ; 1882 ;  ; Ag ; F-VF ; 7 ; klim777 ; 362 
 2967 ; 1/2 рупии. Немецкая Ост-Африка ; 1904А ;  ; Ag ; VF- ; 57 ; klim777 ; 2163 
 2968 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 42 ; Fillipiy ; 1224 
 2969 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF+ ; 86 ; klim777 ; 597 
 2970 ; 1 гульден. Недерландская Восточная Индия. Зеландия ; 1791 ;  ; Ag ; F+ ; 72 ; Гордиан ; 1726 
 2971 ; 20 форинтов. Венгрия. 100 лет Революции ; 1948 ;  ; Ag ; AU ; 76 ; S1952 ; 708 
 2972 ; 5 пенго. Венгрия. Адмирал Хорти ; 1932 ;  ; Ag ; XF- ; 35 ; Vahid ; 772 
 2973 ; 5 злотых. Польша. 100 лет Революции ; 1930 ;  ; Ag ; VF+ ; 74 ; av ; 3774 
 2974 ; 5 лир. Италия ; 1872 ;  ; Ag ; VF+ ; 25 ; Figaro65 ; 1392 
 2975 ; 5 гульденов. Данциг ; 1923 ;  ; Ag ; VF+ ; 156 ; kont ; 5100 
 2976 ; 8 реалов. Мексика. Гвадалахара ; 1822FS ;  ; Ag ; VF+ ; 47 ; Гордиан ; 3060 
 2977 ; 1 лира. Италия ; 1886 ;  ; Ag ; VF- ; 25 ; S1952 ; 220 
 2978 ; 1 шиллинг. Великобритания ; 1950 ;  ; Ag ; XF- ; 55 ; Valery2010 ; 132 
 2979 ; 6 пенсов. Великобритания ; 1816 ;  ; Ag ; XF- ; 60 ; sibtec ; 2244 
 2980 ; 1/4 доллара. США ; 1862 ;  ; Ag ; VF ; 189 ; krocsi ; 6924 
 2981 ; 10 злотых. Польша ; 1934 ;  ; Ag ; VF-XF ; 78 ; М662 ; 931 
 2982 ; 10 куруш. Турция ; 1293 ;  ; Ag ; XF- ; 20 ; off ; 833 
 2983 ; 5 куруш. Турция ; 1327 ;  ; Ag ; XF- ; 25 ; kont ; 428 
 2984 ; 1 шиллинг. Великобритания ; 1913 ;  ; Ag ; VF-XF ; 83 ; Al0851 ; 301 
 2985 ; 2 пенго. Венгрия ; 1936 ;  ; Ag ; XF ; 26 ; Northman ; 600 
 2886 ; 3 марки. Пруссия. Университет Бреслау ; 1911A ;  ; Ag ; XF+ ; 29 ; teremm ; 2091 
 2887 ; 3 марки. Веймар ; 1925D ;  ; Ag ; XF- ; 100 ; zenit-spb ; 4065 
 2888 ; 3 марки. Веймар. 400 лет Филиппскому университету в Марбурге ; 1927A ;  ; Ag ; XF ; 35 ; grigoriKK ; 4080 
 2889 ; 2 марки. Пруссия ; 1900A ;  ; Ag ; VF ; 57 ; sveta6369 ; 510 
 2890 ; 2 марки. Саксония ; 1905E ;  ; Ag ; XF- ; 68 ; grigoriKK ; 1836 
 2891 ; 2 марки. Вюртемберг ; 1906F ;  ; Ag ; AU ; 65 ; mesv ; 3050 
 2892 ; 2 марки. Саксония. 500 лет Лейпцигскому университету ; 1909 ;  ; Ag ; XF ; 32 ; Hamburg ; 3122 
 2893 ; 2 марки. Пруссия. 25 лет правления ; 1913A ;  ; Ag ; XF ; 35 ; ppi ; 949 
 2894 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; XF- ; 9 ; ANNT4 ; 255 
 2895 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 12 ; сквозняк_44 ; 254 
