 3247 ; Бона иностранная ;  ;  ;  ;  ; 28 ; latuza48186 ; 67 
 787 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F+ ; 16 ; MDV ; 93 
 788 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F-VF ; 20 ; VR62 ; 65 
 789 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F-VF ; 20 ; koga ; 58 
 790 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F ; 7 ; koga ; 53 
 791 ; Полушка ; 1857 ; ЕМ ; Cu ; F ; 43 ; olq ; 159 
 792 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 62 ; SERGEJ ; 1908 
 793 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; F ; 15 ; sevas ; 500 
 794 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; F-VF ; 53 ; alyans-met ; 5100 
 795 ; 1 грош ; 1824 ; IB Польша ; Cu ; F-VF ; 15 ; ААФ ; 501 
 796 ; 1 грош ; 1825 ; IB Польша ; Cu ; F ; 42 ; MDV ; 308 
 797 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 45 ; igors1969 ; 328 
 798 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 16 ; lynx ; 106 
 799 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 21 ; lynx ; 112 
 800 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 21 ; filo ; 107 
 801 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU/XF+ ; 12 ; lynx ; 89 
 802 ; Лот монет России: 2 копейки, денга (3шт) ; 1760 ;  ; Cu ; F+ ; 14 ; o.k. ; 214 
 803 ; Лот монет России: полушка ВРП (5шт) ; 1718-1722 ;  ; Cu ; F/F+ ; 20 ; да ; 67 
 804 ; Лот монет России: 1 копейка, 1/4 копейки (8шт) ; 18,19 век ;  ; Cu ; F/VG ; 11 ; olq ; 121 
 805 ; Лот монет России (11шт): 3к, 2к, 1к, денга, полушка, 1/4к ; 1739-1916 ;  ; Cu ; F-VF/VF+ ; 50 ; vic-dmitrievic ; 771 
 806 ; Лот монет России: 5 копеек, копейка, денга, денежка (7шт) ; 1740-1911 ;  ; Cu ; F/F-VF ; 3 ; orel66 ; 220 
 807 ; Лот монет России: денга, 1/2 коп, полушка (11шт) ; 1703-1897 ;  ; Cu ; F/F-VF ; 21 ; olq ; 744 
 808 ; Лот монет России: 10 коп (3шт) ; 19 век ;  ; Cu ; F+ ; 15 ; да ; 454 
 809 ; Лот монет России (2шт): 2 копейки ; 1798, 1801 ;  ; Cu ; F/F+ ; 28 ; голосок ; 148 
 810 ; Лот монет России (3шт): 1 копейка ; 1831 ;  ; Cu ; F/F+ ; 15 ; koga ; 39 
 811 ; Лот монет России "Сибирь" (5шт): 5 копеек, 1 копейка ; 1768-1771 ;  ; Cu ; F/F-VF ; 42 ; Ромбор ; 2118 
 812 ; Лот монет России "Сибирь" (5шт): 2 копейки, 1 копейка ; 1771-1774 ;  ; Cu ; F+/F-VF ; 39 ; Ромбор ; 1933 
 813 ; Лот монет России (11шт): 3к, 2к, 1к, 1/2к, денга, полушка, 1/4к ; 1750-1914 ;  ; Cu ; F+/VF+ ; 29 ; vic-dmitrievic ; 744 
 814 ; Лот монет России: 2,1 копейки, денга (12шт) ; 1749-1916 ;  ; Cu ; F+ ; 25 ; DopinG ; 124 
 815 ; Лот монет России (17шт): 3к, 2к, 1к ; 1868-1915 ;  ; Cu ; F-VF ; 40 ; Poiuyt ; 139 
 816 ; Лот монет России (13шт): 3к, 2к, 1к, 1/2к, денга, полушка, 1/4к ; 1748-1911 ;  ; Cu ; VF/F-VF ; 37 ; leo 2 ; 1071 
 817 ; Лот монет России: 3,2,1 копейки,1/2,1/4 копейки, деньга, денежка, полушка (19шт) ; 1798-1897 ;  ; Cu ; F+ ; 13 ; голосок ; 579 
 818 ; Лот монет России (17шт): Денга ; 1730-1754 ;  ; Cu ; F-VF ; 34 ; да ; 581 
 819 ; Лот монет России: 3,2,1 коп (24шт) ; 1797-1835 ;  ; Cu ; F+ ; 28 ; Poiuyt ; 483 
 843 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 24 ; samsung ; 136 
 844 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF-XF ; 6 ; кабан ; 2268 
 845 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF+ ; 60 ; кабан ; 1215 
 846 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF+ ; 34 ; кабан ; 529 
 847 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; 1387-1391 ;  ; Ag ; VF+ ; 19 ; Luidor ; 590 
 848 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 28 ; Dahan ; 1032 
 849 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 20 ; dali ; 208 
 850 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF ; 21 ; Dahan ; 320 
 851 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 25 ; dali ; 340 
 852 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF+ ; 23 ; dali ; 108 
 853 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 11 ; obob999 ; 36 
 854 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 23 ; VR62 ; 104 
 855 ; Копейка. Отверстие ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 16 ; Arkhangel ; 34 
 856 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 10 ; spbra ; 28 
 734 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 17 ; koga ; 45 
 735 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 55 ; monetaRF ; 422 
 736 ; Полушка ВРП. Отверстие ; 18 век ;  ; Cu ; F ; 2 ; natallli ; 3 
 737 ; Полушка ; 1720 ; НД ; Cu ; F+ ; 5 ; spektr ; 34 
 738 ; Полушка ; 1720 ;  ; Cu ; F-VF ; 23 ; Dмитрий ; 400 
 739 ; Полушка ; 1720 ;  ; Cu ; F ; 17 ; spektr ; 104 
 740 ; Полушка ; 1721 ;  ; Cu ; F-VF ; 9 ; Poiuyt ; 72 
 741 ; Полушка. Отверстие ; 1721 ;  ; Cu ; F ; 6 ; natallli ; 6 
 742 ; Полушка. Отверстие. Брак чеканки ; 18 век ;  ; Cu ; F-VF ; 17 ; olen ; 48 
 743 ; Полушка ; 1730 ;  ; Cu ; F-VF ; 26 ; fanil ; 161 
 744 ; Полушка ; 1731 ;  ; Cu ; F-VF ; 8 ; naga ; 57 
 745 ; Полушка ; 1731 ;  ; Cu ; F+ ; 8 ; alex995 ; 9 
 746 ; Полушка ; 1731 ;  ; Cu ; F+ ; 2 ; мурман2008 ; 51 
 747 ; Полушка ; 1734 ;  ; Cu ; VF ; 21 ; sergfokin ; 153 
 748 ; Полушка ; 1735 ;  ; Cu ; VF ; 16 ; agent 007 ; 57 
 749 ; Полушка ; 1735 ;  ; Cu ; VF- ; 28 ; leo 2 ; 156 
 750 ; Полушка ; 1735 ;  ; Cu ; F+ ; 5 ; natallli ; 5 
 751 ; Полушка ; 1736 ;  ; Cu ; F-VF ; 6 ; Simpaga ; 26 
 752 ; Полушка ; 1736 ;  ; Cu ; F+ ; 12 ; alex995 ; 13 
 753 ; Полушка ; 1737 ;  ; Cu ; VF- ; 13 ; ForeverYoung ; 63 
 754 ; Полушка ; 1737 ;  ; Cu ; F-VF ; 11 ; dali ; 153 
 755 ; Полушка ; 1738 ;  ; Cu ; F-VF ; 13 ; dali ; 169 
 756 ; Полушка ; 1739 ;  ; Cu ; F-VF ; 16 ; А25 ; 261 
 757 ; Полушка ; 1740 ;  ; Cu ; F-VF ; 49 ; А25 ; 182 
 758 ; Полушка ; 1746 ;  ; Cu ; F-VF ; 94 ; пятак ; 1921 
 759 ; Полушка ; 1748 ;  ; Cu ; F+ ; 17 ; VR62 ; 165 
 760 ; Полушка ; 1749 ;  ; Cu ; VF- ; 12 ; vc57 ; 41 
 761 ; Полушка ; 1749 ;  ; Cu ; F-VF ; 18 ; spektr ; 105 
 762 ; Полушка ; 1750 ;  ; Cu ; F-VF ; 89 ; niki17 ; 668 
 763 ; Полушка ; 1751 ;  ; Cu ; F ; 24 ; niki17 ; 204 
 764 ; Полушка ; 1759 ;  ; Cu ; F ; 18 ; olq ; 185 
 765 ; Полушка ; 18 век ;  ; Cu ; F ; 41 ; koga ; 51 
 766 ; Полушка ; 1766-1796 ;  ; Cu ; F ; 3 ; koga ; 32 
 767 ; Полушка ; 18 век ;  ; Cu ; F ; 17 ; jj ; 818 
 768 ; Полушка ; 1768 ; ЕМ ; Cu ; F-VF ; 20 ; vc57 ; 259 
 769 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 26 ; Cheral2008 ; 521 
 770 ; Полушка ; 1769 ; ЕМ ; Cu ; VF ; 63 ; leo 2 ; 410 
 771 ; Полушка ; 1769 ; ЕМ ; Cu ; F+ ; 55 ; vc57 ; 110 
 772 ; Полушка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 54 ; spektr ; 708 
 773 ; Полушка (Ильин-1р) ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 19 ; koga ; 227 
 774 ; Полушка ; 1771 ; ЕМ ; Cu ; F ; 3 ; alyans-met ; 13 
 775 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 65 ; кабан ; 1138 
 776 ; Полушка ; 1772? ; ЕМ ; Cu ; F ; 27 ; VR62 ; 73 
 777 ; Полушка (Петров-5р, Ильин-3р) ; 1775 ; ЕМ ; Cu ; F+ ; 38 ; niki17 ; 2675 
 778 ; Полушка (Ильин-5р) ; 1794 ; КМ ; Cu ; VG ; 16 ; jj ; 320 
 779 ; 1/4 копейки ; 1841 ;  ; Cu ; VG ; 10 ; koga ; 19 
 780 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 33 ; ZOLTAN333 ; 714 
 781 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F+ ; 20 ; olq ; 69 
 782 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F ; 24 ; koga ; 42 
 783 ; 1/4 копейки (Ильин-1р) ; 1841 ; СМ ; Cu ; F+ ; 14 ; MAD_B ; 41 
 684 ; Денга ; 1778 ; КМ "Сибирь" ; Cu ; F+ ; 57 ; olq ; 531 
 685 ; Денга ; 1786 ; ЕМ ; Cu ; F ; 10 ; VR62 ; 56 
 686 ; Денга ; 1786 ; КМ ; Cu ; F+ ; 59 ; кабан ; 1111 
 687 ; Денга ; 1788 ; КМ ; Cu ; F+ ; 23 ; набак ; 805 
 688 ; Денга ; 1789 ; ЕМ ; Cu ; VF- ; 41 ; olq ; 204 
 689 ; Денга ; 1790 ; ЕМ ; Cu ; F-VF ; 30 ; dmytrylat ; 159 
 690 ; Денга ; 1793 ; ЕМ ; Cu ; F+ ; 31 ; nikolay ; 185 
 691 ; Денга (Ильин-1р) ; 1794 ; КМ ; Cu ; F-VF ; 31 ; nikolay ; 584 
 692 ; Денга ; 1795 ; ЕМ ; Cu ; VG ; 7 ; VR62 ; 25 
 693 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 34 ; MDV ; 416 
 694 ; Деньга (Ильин-5р) ; 1801 ; ЕМ ; Cu ; F ; 42 ; leo 2 ; 6897 
 695 ; Деньга ; 19 век ;  ; Cu ; F ; 39 ; koga ; 40 
 696 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 29 ; 27091979 ; 459 
 697 ; 1/2 копейки ; 1839 ; СМ ; Cu ; VF- ; 24 ; spektr ; 475 
 698 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 14 ; dmytrylat ; 39 
 699 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F+ ; 5 ; dmytrylat ; 35 
 700 ; 1/2 копейки ; 1840 ; СМ ; Cu ; F+ ; 10 ; koga ; 63 
 701 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 58 ; 27091979 ; 510 
 702 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F ; 16 ; koga ; 33 
 703 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F+ ; 10 ; rbcrf ; 139 
 704 ; 1/2 копейки ; 1842 ;  ; Cu ; F-VF ; 6 ; papa3 ; 96 
 705 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF- ; 29 ; ZOLTAN333 ; 245 
 706 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F ; 20 ; leo 2 ; 41 
 707 ; Денежка ; 1850 ; ЕМ ; Cu ; VF+ ; 42 ; WinterCat ; 1099 
 708 ; Денежка ; 1851 ; ВМ ; Cu ; VF+ ; 84 ; lchernata ; 3127 
 709 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 40 ; WinterCat ; 1065 
 710 ; Денежка ; 1852 ; ЕМ ; Cu ; F-VF ; 19 ; jesi ; 49 
 711 ; Денежка ; 1853 ; ЕМ ; Cu ; F-VF ; 39 ; olq ; 61 
 712 ; Денежка ; 1854 ; ЕМ ; Cu ; VF+ ; 31 ; ZOLTAN333 ; 308 
 713 ; Денежка ; 1855 ; ЕМ ; Cu ; F+ ; 25 ; koga ; 42 
 714 ; Денежка ; 1855 ; ЕМ ; Cu ; F-VF ; 26 ; rbcrf ; 117 
 715 ; Денежка ; 1855 ; ВМ ; Cu ; VF- ; 27 ; Даймлер ; 1061 
 716 ; Денежка ; 1855 ; ВМ ; Cu ; F ; 24 ; olq ; 407 
 717 ; Денежка ; 1857 ; ЕМ ; Cu ; F ; 22 ; VR62 ; 65 
 718 ; Денежка ; 1858 ; ЕМ ; Cu ; VF ; 16 ; D1MOH ; 322 
 719 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; VF+ ; 32 ; lchernata ; 1083 
 720 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF-XF ; 37 ; agent 007 ; 1320 
 721 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 8 ; SERGEJ ; 150 
 722 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF ; 39 ; dmytrylat ; 93 
 723 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 39 ; natallli ; 57 
 724 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 28 ; Скрудж ; 63 
 725 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF- ; 46 ; dmytrylat ; 101 
 726 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; AU ; 45 ; нумизмат ; 426 
 727 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 34 ; jesi ; 77 
 728 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 42 ; SERGEJ ; 332 
 729 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 40 ; 121974 ; 71 
 730 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 18 ; natallli ; 25 
 731 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 37 ; filo ; 117 
 732 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 46 ; natallli ; 47 
 733 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 29 ; jesi ; 53 
 634 ; Денга ; 1735 ;  ; Cu ; VF- ; 6 ; naga ; 92 
 635 ; Денга ; 1735 ;  ; Cu ; F-VF ; 21 ; wwii-soldat ; 21 
 636 ; Денга ; 1736 ;  ; Cu ; F-VF ; 18 ; wwii-soldat ; 25 
 637 ; Денга ; 1737 ;  ; Cu ; VF+ ; 29 ; Drill ; 251 
 638 ; Денга ; 1737 ;  ; Cu ; VF ; 7 ; tdp ; 45 
 639 ; Денга ; 1737 ;  ; Cu ; F-VF ; 15 ; ВЛУКИ ; 46 
 640 ; Денга ; 1737 ;  ; Cu ; F-VF ; 7 ; naga ; 37 
 641 ; Денга ; 1737 ;  ; Cu ; F+ ; 16 ; alex995 ; 17 
 642 ; Денга ; 1737 ;  ; Cu ; F ; 8 ; wwii-soldat ; 24 
 643 ; Денга ; 1738 ;  ; Cu ; VF- ; 12 ; dmytrylat ; 25 
 644 ; Денга ; 1738 ;  ; Cu ; F+ ; 13 ; natallli ; 14 
 645 ; Денга ; 1738 ;  ; Cu ; F+ ; 8 ; mvg19 ; 19 
 646 ; Денга ; 1739 ;  ; Cu ; F-VF ; 8 ; wwii-soldat ; 24 
 647 ; Денга ; 1740 ;  ; Cu ; F-VF ; 6 ; gelind ; 31 
 648 ; Денга ; 1741 ;  ; Cu ; F-VF ; 9 ; koga ; 41 
 649 ; Денга ; 1741 ;  ; Cu ; F+ ; 20 ; koga ; 27 
 650 ; Денга ; 1741 ;  ; Cu ; VG ; 25 ; ВЛУКИ ; 56 
 651 ; Денга ; 1743 ;  ; Cu ; VF- ; 21 ; ВЛУКИ ; 101 
 652 ; Денга ; 1746 ;  ; Cu ; F-VF ; 8 ; wwii-soldat ; 35 
 653 ; Денга ; 1747 ;  ; Cu ; VF- ; 9 ; g.s.g ; 40 
 654 ; Денга ; 1748 ;  ; Cu ; VF ; 13 ; ВЛУКИ ; 56 
 655 ; Денга ; 1748 ;  ; Cu ; VF ; 15 ; ВЛУКИ ; 46 
 656 ; Денга ; 1748 ;  ; Cu ; VF- ; 24 ; wwii-soldat ; 25 
 657 ; Денга ; 1748 ;  ; Cu ; F-VF ; 12 ; lesnik1 ; 117 
 658 ; Денга ; 1748 ;  ; Cu ; F+ ; 16 ; wwii-soldat ; 24 
 659 ; Денга ; 1749 ;  ; Cu ; VF+ ; 15 ; да ; 120 
 660 ; Денга ; 1749 ;  ; Cu ; F-VF ; 11 ; dmytrylat ; 25 
 661 ; Денга ; 1750 ;  ; Cu ; VF ; 20 ; leo 2 ; 217 
 662 ; Денга ; 1750 ;  ; Cu ; F-VF ; 7 ; ЧИС ; 24 
 663 ; Денга ; 1750 ;  ; Cu ; F+ ; 6 ; wwii-soldat ; 24 
 664 ; Денга ; 1751 ;  ; Cu ; VF- ; 20 ; MDV ; 51 
 665 ; Денга ; 1751? ;  ; Cu ; F+ ; 3 ; natallli ; 14 
 666 ; Денга ; 1753 ;  ; Cu ; F ; 4 ; wwii-soldat ; 14 
 667 ; Денга ; 1757 ;  ; Cu ; F-VF ; 29 ; evgenijzhuk ; 127 
 668 ; Денга ; 1758 ;  ; Cu ; F-VF ; 57 ; А25 ; 395 
 669 ; Денга ; 18 век ;  ; Cu ; F+ ; 21 ; aleksius ; 91 
 670 ; Денга ; 1759 ;  ; Cu ; F-VF ; 57 ; easter2 ; 273 
 671 ; Денга ; 1759? ;  ; Cu ; F ; 2 ; natallli ; 3 
 672 ; Денга ; 1760 ;  ; Cu ; F-VF ; 21 ; ForeverYoung ; 42 
 673 ; Денга ; 1760 ;  ; Cu ; F ; 3 ; мурман2008 ; 22 
 674 ; Денга ; 1766 ; ЕМ ; Cu ; F-VF ; 13 ; koga ; 58 
 675 ; Денга ; 1767 ; ЕМ ; Cu ; F-VF ; 15 ; VR62 ; 70 
 676 ; Денга ; 1768 ; ЕМ ; Cu ; F-VF ; 17 ; koga ; 57 
 677 ; Денга. Трещина ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 34 ; ForeverYoung ; 241 
 678 ; Денга ; 1770 ; ЕМ ; Cu ; F+ ; 5 ; natallli ; 5 
 679 ; Денга ; 1771 ; ЕМ ; Cu ; F+ ; 31 ; spektr ; 120 
 680 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 42 ; papa3 ; 521 
 681 ; Денга ; 1772 ; ЕМ ; Cu ; F+ ; 41 ; VR62 ; 99 
 682 ; Денга ; 1775 ; ЕМ ; Cu ; F+ ; 21 ; nikolay ; 263 
 683 ; Денга ; 18 век ;  ; Cu ; F+ ; 13 ; 121974 ; 46 
 584 ; Копейка ; 1862 ; ЕМ ; Cu ; F+ ; 26 ; MDV ; 114 
 585 ; Копейка ; 1874 ; ЕМ ; Cu ; F ; 8 ; krokodil ; 79 
 586 ; Копейка ; 1876 ; СПБ ; Cu ; VF+ ; 27 ; krokodil ; 1224 
 587 ; Копейка ; 1882 ; СПБ ; Cu ; VF- ; 15 ; g.s.g ; 105 
 588 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 10 ; kind ; 50 
 589 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 9 ; igors1969 ; 36 
 590 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 34 ; VL2008 ; 53 
 591 ; Копейка ; 1902 ; СПБ ; Cu ; XF+ ; 60 ; KVit68 ; 3291 
 592 ; Копейка ; 1903 ; СПБ ; Cu ; VF+ ; 25 ; kind ; 79 
 593 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 45 ; limon1976 ; 88 
 594 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 13 ; natallli ; 18 
 595 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 6 ; natallli ; 6 
 596 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 8 ; Poiuyt ; 7 
 597 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 20 ; kind ; 69 
 598 ; Копейка ; 1911 ; СПБ ; Cu ; XF+ ; 39 ; monetaRF ; 194 
 599 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; vitapool ; 42 
 600 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 4 ; Poiuyt ; 16 
 601 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 8 ; moneymax ; 16 
 602 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 7 ; spbra ; 7 
 603 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 15 ; moneymax ; 16 
 604 ; Копейка ; 1912 ; СПБ ; Cu ; XF+ ; 13 ; topotun ; 110 
 605 ; Копейка ; 1912 ; СПБ ; Cu ; F-VF ; 5 ; 4758 ; 12 
 606 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 33 ; Мишок ; 63 
 607 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 22 ; Мишок ; 53 
 608 ; Копейка ; 1913 ; СПБ ; Cu ; VF- ; 15 ; spbra ; 15 
 609 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 8 ; Poiuyt ; 9 
 610 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 9 ; vitapool ; 26 
 611 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 22 ; filo ; 91 
 612 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 21 ; tavitrof ; 45 
 613 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 65 ; timberwolf ; 337 
 614 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 19 ; filo ; 61 
 615 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 14 ; rustam ; 32 
 616 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 12 ; vitapool ; 32 
 617 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 17 ; wwii-soldat ; 16 
 618 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 12 ; Poiuyt ; 19 
 619 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 13 ; wwii-soldat ; 32 
 620 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 35 ; vitapool ; 63 
 621 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 22 ; sergfokin ; 82 
 622 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 15 ; Мишок ; 57 
 623 ; Копейка ; 1915 ;  ; Cu ; VF- ; 22 ; wwii-soldat ; 22 
 624 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 25 ; Мишок ; 57 
 625 ; Копейка ; 1915 ;  ; Cu ; AU ; 59 ; filo ; 128 
 626 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 53 ; tavitrof ; 197 
 627 ; Копейка ; 1916 ;  ; Cu ; F+ ; 4 ; kind ; 32 
 628 ; Денга ; 18 век ;  ; Cu ; F-VF ; 38 ; gelind ; 187 
 629 ; Денга ; 1731 ;  ; Cu ; F-VF ; 3 ; tdp ; 32 
 630 ; Денга ; 1731 ;  ; Cu ; F ; 19 ; leo 2 ; 19 
 631 ; Денга ; 1731 ;  ; Cu ; VF- ; 13 ; evgenijzhuk ; 153 
 632 ; Денга (Ильин-1р) ; 1731 ;  ; Cu ; F ; 59 ; evgenijzhuk ; 1009 
 633 ; Денга ; 1734 ;  ; Cu ; VF- ; 136 ; leo 2 ; 772 
 534 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 14 ; naga ; 161 
 535 ; Копейка ; 1796 ; ЕМ ; Cu ; F-VF ; 18 ; nikolay ; 145 
 536 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 19 ; VR62 ; 130 
 537 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 13 ; tati1545 ; 97 
 538 ; Копейка. Деформация ; 1798 ; ЕМ ; Cu ; F+ ; 12 ; oks ; 40 
 539 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 15 ; tdp ; 36 
 540 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 4 ; lelik35 ; 24 
 541 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 24 ; natallli ; 25 
 542 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 18 ; leo 2 ; 60 
 543 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 18 ; D1MOH ; 49 
 544 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 11 ; rbcrf ; 47 
 545 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 4 ; natallli ; 25 
 546 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 3 ; ЧИС ; 25 
 547 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 14 ; sot ; 27 
 548 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 12 ; ForeverYoung ; 38 
 549 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 14 ; natallli ; 15 
 550 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 3 ; ЧИС ; 20 
 551 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 13 ; soouo ; 14 
 552 ; Копейка ; 19 век ;  ; Cu ; VG ; 13 ; koga ; 14 
 553 ; Копейка ; 19 век ;  ; Cu ; F ; 7 ; koga ; 8 
 554 ; Копейка ; 1811 ; ЕМ НМ ; Cu ; F+ ; 32 ; olq ; 136 
 555 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F+ ; 35 ; smel ; 126 
 556 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 28 ; evgenijzhuk ; 72 
 557 ; Копейка ; 1821 ; КМ АМ ; Cu ; F ; 9 ; VR62 ; 37 
 558 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 17 ; ForeverYoung ; 26 
 559 ; Копейка ; 1829? ; ЕМ ИК ; Cu ; F-VF ; 23 ; spektr ; 31 
 560 ; Копейка ; 1830 ; КМ АМ ; Cu ; F-VF ; 47 ; evgenijzhuk ; 252 
