 3186 ; Бона иностранная ;  ;  ;  ;  ; 45 ; vladimirov ; 48 
 154 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 39 ; lynx ; 255 
 155 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 61 ; лот мой! ; 401 
 156 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 43 ; Грант ; 768 
 361 ; 5 копеек ; 1759 ;  ; Cu ; F ; 47 ; Mike! ; 183 
 362 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 38 ; alexeisvet65 ; 352 
 363 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 7 ; alexeisvet65 ; 165 
 364 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 52 ; alexeisvet65 ; 292 
 365 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 20 ; o.k. ; 279 
 366 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 54 ; Смена ; 294 
 367 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F+ ; 26 ; Смена ; 104 
 368 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 24 ; Juic ; 269 
 369 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 6 ; Mike! ; 131 
 370 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 35 ; 100924 ; 216 
 371 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 67 ; Смена ; 238 
 372 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 8 ; Mike! ; 160 
 373 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF- ; 33 ; меркурий ; 280 
 374 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 14 ; Смена ; 208 
 375 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 45 ; Смена ; 220 
 376 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 47 ; Смена ; 181 
 377 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 27 ; 751 ; 412 
 378 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 33 ; лот мой! ; 397 
 379 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 23 ; Mike! ; 202 
 380 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 16 ; Mike! ; 83 
 381 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 48 ; Смена ; 227 
 382 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 18 ; Смена ; 157 
 383 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 100 ; Саша77 ; 286 
 384 ; 5 копеек ; 1786 ; КМ ; Cu ; F+ ; 64 ; alyans-met ; 1632 
 385 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 11 ; Blagorodie ; 318 
 386 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 60 ; orel66 ; 473 
 387 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 54 ; rrr ; 2619 
 388 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 31 ; хруст ; 2649 
 389 ; 5 копеек (Петров-2р) ; 1805 ; КМ ; Cu ; F-VF ; 70 ; Girus_ ; 9384 
 390 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF-XF ; 23 ; pjero ; 2084 
 391 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 66 ; Смена ; 334 
 392 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 54 ; obob999 ; 172 
 393 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F+ ; 41 ; mixx00 ; 76 
 394 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F+ ; 41 ; alexeisvet65 ; 338 
 395 ; 5 копеек ; 1870 ; ЕМ ; Cu ; VF- ; 22 ; меркурий ; 209 
 396 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F-VF ; 20 ; krokodil ; 143 
 397 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F+ ; 14 ; хруст ; 102 
 398 ; 5 копеек ; 1878 ; СПБ ; Cu ; VF+ ; 82 ; Blagorodie ; 389 
 399 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF- ; 32 ; krokodil ; 227 
 400 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF- ; 18 ; krokodil ; 345 
 401 ; 3 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 33 ; tima_RB ; 403 
 402 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 66 ; PiLaT ; 153 
 403 ; 3 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 15 ; PiLaT ; 36 
 404 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 63 ; PiLaT ; 161 
 101 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; an1971-2008 ; 65 
 102 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 36 ; дутик ; 270 
 103 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 40 ; PiLaT ; 67 
 104 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 52 ; hjk1974 ; 513 
 105 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 25 ; fotograf ; 159 
 106 ; 15 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 36 ; PiLaT ; 115 
 107 ; Гривенник. Отверстие 12 часов ; 1746 ;  ; Ag ; F+ ; 57 ; orel66 ; 540 
 108 ; Гривенник. Отверстие 12 часов ; 1747 ;  ; Ag ; F+ ; 55 ; Захар ; 463 
 109 ; Гривенник. Отверстие 9 часов ; 1748 ;  ; Ag ; F ; 39 ; canis ; 334 
 110 ; Гривенник. Отверстие 12 часов ; 1757 ; МБ ; Ag ; VG ; 47 ; Bizon6055 ; 259 
 111 ; Гривенник. Отверстие 12 часов ; 1769 ;  ; Ag ; VG ; 90 ; jj ; 340 
 112 ; Гривенник. Отверстие 3 часа ; 1770 ;  ; Ag ; VG ; 88 ; jj ; 200 
 113 ; Гривенник. Отверстие 2 часа ; 1778 ; СПБ ; Ag ; VG ; 73 ; Bizon6055 ; 215 
 114 ; 10 копеек. Отверстие 12 часов ; 1823 ; СПБ ПД ; Ag ; F+ ; 46 ; Al_Sar ; 108 
 115 ; 10 копеек. Отверстие 12 часов ; 1849 ; СПБ ПА ; Ag ; F ; 65 ; jj ; 150 
 116 ; 10 копеек. Отверстие 12 часов ; 1855 ; СПБ HI ; Ag ; F+ ; 33 ; Blagorodie ; 100 
 117 ; 10 копеек. Отверстие 6 часов ; 1861 ; СПБ ; Ag ; F ; 37 ; an1971-2008 ; 61 
 118 ; 10 копеек. Отверстие 12 часов ; 1863 ; СПБ АБ ; Ag ; F ; 82 ; jj ; 186 
 119 ; 10 копеек ; 1889 ; СПБ АГ ; Ag ; F+ ; 109 ; krokodil ; 449 
 120 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 22 ; krokodil ; 499 
 121 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 44 ; Al_Sar ; 53 
 122 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; F-VF ; 76 ; mixx00 ; 101 
 123 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 18 ; andr45 ; 138 
 124 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 59 ; operses ; 111 
 125 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 27 ; Артемыч ; 157 
 126 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 26 ; PiLaT ; 152 
 127 ; 10 копеек ; 1915 ; ВС ; Ag ; VF+ ; 15 ; o.k. ; 70 
 128 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 19 ; АЛЕКСАНДРЪ ; 161 
 129 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF ; 62 ; lchernata ; 5613 
 130 ; 5 копеек. Отверстие 12 часов ; 19 век ;  ; Ag ; VG ; 16 ; koga ; 26 
 131 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; F-VF ; 54 ; Михалыч ; 694 
 132 ; 5 копеек. Отверстие 12 часов ; 19 век ;  ; Ag ; F ; 49 ; tron ; 69 
 133 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF+ ; 29 ; Girus_ ; 1496 
 134 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 49 ; BOOL19 ; 273 
 135 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 60 ; o.k. ; 234 
 136 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF-XF ; 46 ; o.k. ; 297 
 137 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 51 ; lchernata ; 521 
 138 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF+ ; 24 ; mars6307 ; 360 
 139 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; XF+ ; 63 ; Alex821 ; 714 
 140 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 37 ; krokodil ; 453 
 141 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 31 ; ZOLTAN333 ; 1305 
 142 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF+ ; 32 ; Артемыч ; 388 
 143 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 38 ; BOOL19 ; 367 
 144 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 46 ; gors ; 340 
 145 ; Солид. Россия для Пруссии ; 18в ;  ; Ag ; F-VF ; 31 ; astronotus ; 2094 
 146 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F+ ; 27 ; koga ; 49 
 147 ; 5 грошей. Россия для Польши ; 19в IB ;  ; Ag ; F ; 25 ; Навруз ; 37 
 148 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 58 ; win.gradoff ; 395 
 149 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 38 ; Грант ; 902 
 150 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 58 ; krokodil ; 785 
 51 ; Полуполтинник ; 1767 ; ММД ЕI ; Ag ; VF- ; 121 ; gors ; 2579 
 52 ; 25 копеек. Отверстие 12 часов ; 1829 ; СПБ НГ ; Ag ; F ; 77 ; alyans-met ; 323 
 53 ; 25 копеек. Отверстие 12 часов ; 1838 ; СПБ НГ ; Ag ; F ; 21 ; koga ; 126 
 54 ; 25 копеек. Отверстие 12 часов ; 1849 ; СПБ ПА ; Ag ; F-VF ; 66 ; Захар ; 463 
 55 ; 25 копеек. Отверстие 12 часов ; 1852 ; СПБ ПА ; Ag ; F-VF ; 61 ; alyans-met ; 353 
 56 ; 25 копеек ; 1853 ; СПБ HI ; Ag ; F-VF ; 102 ; Михалыч ; 621 
 57 ; 25 копеек. Отверстие 12 часов ; 1856 ; СПБ ФБ ; Ag ; F-VF ; 77 ; alyans-met ; 412 
 58 ; 25 копеек. Отверстие 12 часов ; 1857 ; СПБ ФБ ; Ag ; F ; 39 ; alyans-met ; 225 
 59 ; 20 копеек. Отверстие 12 часов ; 1818 ; СПБ ПС ; Ag ; F ; 40 ; 542 ; 204 
 60 ; 20 копеек. Отверстие 12 часов ; 1821 ; СПБ ПД ; Ag ; F+ ; 34 ; canis ; 77 
 61 ; 20 копеек. Отверстие 12 часов ; 1822 ; СПБ ПД ; Ag ; F+ ; 46 ; 542 ; 79 
 62 ; 20 копеек. Отверстие 12 часов ; 1823 ; СПБ ПД ; Ag ; F ; 68 ; canis ; 110 
 63 ; 20 копеек. Отверстие 12 часов ; 1826 ; СПБ НГ ; Ag ; F+ ; 35 ; Bizon6055 ; 174 
 64 ; 20 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 36 ; neman100 ; 6123 
 65 ; 20 копеек. Отверстие 12 часов ; 1839 ; СПБ НГ ; Ag ; F+ ; 43 ; Захар ; 74 
 66 ; 20 копеек. Отверстие 12 часов ; 1860 ; СПБ ФБ ; Ag ; F+ ; 65 ; Arkhangel ; 100 
 67 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ФБ ; Ag ; F ; 47 ; koga ; 63 
 68 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F+ ; 46 ; хруст ; 79 
 69 ; 20 копеек. Отверстие 12 часов ; 1862 ; СПБ МИ ; Ag ; F ; 33 ; an1971-2008 ; 65 
 70 ; 20 копеек. Отверстие 12 часов ; 1863 ; СПБ АБ ; Ag ; F-VF ; 39 ; джон007 ; 75 
 71 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; XF+ ; 47 ; Alex821 ; 1051 
 72 ; 20 копеек. Отверстие 12 часов ; 1867 ; СПБ HI ; Ag ; F ; 43 ; an1971-2008 ; 55 
 73 ; 20 копеек. Отверстие 12 часов ; 1869 ; СПБ HI ; Ag ; F ; 29 ; an1971-2008 ; 45 
 74 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; VF-XF ; 38 ; ЗСВ ; 843 
 75 ; 20 копеек. Отверстие 12 часов ; 1872 ; СПБ HI ; Ag ; F ; 52 ; Bizon6055 ; 195 
 76 ; 20 копеек. Отверстие 12 часов ; 1873 ; СПБ HI ; Ag ; F ; 35 ; an1971-2008 ; 45 
 77 ; 20 копеек. Отверстие 12 часов ; 1875 ; СПБ HI ; Ag ; F ; 44 ; PiLaT ; 57 
 78 ; 20 копеек. Отверстие 12 часов ; 1876 ; СПБ HI ; Ag ; F ; 50 ; PiLaT ; 67 
 79 ; 20 копеек. Отверстие 12 часов ; 1878 ; СПБ НФ ; Ag ; F-VF ; 33 ; PiLaT ; 71 
 80 ; 20 копеек. Отверстие 1 час ; 1880 ; СПБ НФ ; Ag ; F ; 38 ; an1971-2008 ; 60 
 81 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 42 ; BOOL19 ; 120 
 82 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 10 ; А25 ; 227 
 83 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 81 ; krokodil ; 465 
 84 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 24 ; Захар ; 134 
 85 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 23 ; mars6307 ; 341 
 86 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF- ; 67 ; BOOL19 ; 261 
 87 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 33 ; PiLaT ; 159 
 88 ; 20 копеек ; 1915 ; ВС ; Ag ; XF- ; 12 ; PiLaT ; 123 
 89 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 30 ; Захар ; 144 
 90 ; 15 копеек. Отверстие 5 часов ; 18 век ;  ; Ag ; F/VG ; 30 ; aleksius ; 76 
 91 ; 15 копеек-1 злотый. Отверстие 5 часов ; 1838 ; MW Рус.-Пол. ; Ag ; F ; 24 ; alyans-met ; 83 
 92 ; 15 копеек. Отверстие 1 час ; 1862 ; СПБ МИ ; Ag ; F+ ; 46 ; rrr ; 61 
 93 ; 15 копеек. Отверстие 12 часов ; 1868 ; СПБ HI ; Ag ; F ; 38 ; an1971-2008 ; 65 
 94 ; 15 копеек. Отверстие 12 часов ; 1870 ; СПБ HI ; Ag ; F ; 31 ; alex995 ; 49 
 95 ; 15 копеек. Отверстие 12 часов ; 1881 ; СПБ НФ ; Ag ; F ; 34 ; VR62 ; 53 
 96 ; 15 копеек. Отверстие 12 часов ; 1893 ; СПБ АГ ; Ag ; F ; 43 ; Bizon6055 ; 155 
 97 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; F-VF ; 19 ; BOOL19 ; 61 
 98 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 35 ; Артемыч ; 153 
 99 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 72 ; BOOL19 ; 156 
 100 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 64 ; rusauction ; 291 
 1 ; 5 рублей ; 1900 ; (ФЗ) ; Au ; AU ; 15 ; alyans-met ; 6763 
 2 ; 5 рублей ; 1903 ; (АР) ; Au ; AU ; 30 ; alyans-met ; 8795 
 3 ; 5 рублей ; 1904 ; (АР) ; Au ; AU ; 18 ; alyans-met ; 8677 
 4 ; 20 марок ; 1891 ; L Финляндия ; Au ; AU ; 22 ; Girus_ ; 29283 
 5 ; Рубль. Отверстие 12 часов ; 1730 ;  ; Ag ; F/F-VF ; 78 ; alyans-met ; 3654 
 6 ; Рубль. Отверстие 12 часов ; 1734 ;  ; Ag ; VF- ; 79 ; Vanomah ; 7933 
 7 ; Рубль. Отверстие 1 час ; 1765 ; СПБ СА TI ; Ag ; F-VF ; 133 ; Bizon6055 ; 3468 
 8 ; Рубль. Отверстие 10 часов ; 1774 ; СПБ QЛ TИ ; Ag ; F ; 95 ; kalina-konros ; 895 
 9 ; Рубль. Отверстие 10 часов ; 1802 ; СПБ АИ ; Ag ; F ; 51 ; num ; 1995 
 10 ; Рубль ; 1815 ; СПБ МФ ; Ag ; VF-XF ; 47 ; vovan100 ; 5000 
 11 ; Рубль. Отверстие 12 часов ; 1833 ; СПБ НГ ; Ag ; F+/VF- ; 113 ; 542 ; 2280 
 12 ; Рубль. Отверстие 12 часов ; 1854 ; СПБ HI ; Ag ; VG/VF- ; 108 ; alyans-met ; 1083 
 13 ; Рубль. Отверстие 12 часов ; 1878 ; СПБ НФ ; Ag ; F+ ; 56 ; orel66 ; 1000 
 14 ; Рубль ; 1885 ; СПБ АГ ; Ag ; VF ; 70 ; Girus_ ; 10162 
 15 ; Рубль ; 1896 ; (АГ) ; Ag ; F-VF ; 88 ; o.k. ; 612 
 16 ; Рубль ; 1896 ; ( * ) ; Ag ; VF- ; 97 ; xabib ; 788 
 17 ; Рубль ; 1897 ; (АГ) ; Ag ; VF- ; 52 ; koga ; 560 
 18 ; Рубль ; 1897 ; ( ** ) ; Ag ; VF- ; 48 ; xabib ; 655 
 19 ; Рубль. Отверстие 12 часов ; 1897 ; ( ** ) ; Ag ; F+ ; 58 ; хруст ; 403 
 20 ; Рубль ; 1897 ; ( ** ) ; Ag ; F-VF ; 61 ; neft4 ; 695 
 21 ; Рубль ; 1898 ; (АГ) ; Ag ; VF ; 69 ; xabib ; 829 
 22 ; Рубль. Отверстие 12 часов ; 1899 ; ( ** ) ; Ag ; F+ ; 36 ; an1971-2008 ; 380 
 23 ; Рубль ; 1899 ; (ФЗ) ; Ag ; VF ; 53 ; vovan100 ; 695 
 24 ; Рубль ; 1900 ; (ФЗ) ; Ag ; VF ; 40 ; neft4 ; 2040 
 25 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 21 ; AAE2006 ; 6243 
 26 ; 3/4 рубля-5 злотых. Отверстие 12 часов ; 1839 ; MW Рус.-Пол. ; Ag ; F+ ; 94 ; kalina-konros ; 752 
 27 ; 50 копеек ; 19 век ;  ; Ag ; F+/F-VF ; 85 ; o.k. ; 609 
 28 ; Полтина ; 1813 ; СПБ ПС ; Ag ; F-VF ; 35 ; alyans-met ; 939 
 29 ; Полтина. Отверстие 12 часов ; 1819 ; СПБ ПС ; Ag ; F-VF ; 37 ; Bizon6055 ; 948 
 30 ; Полтина ; 1820 ; СПБ ПД ; Ag ; F ; 36 ; neft4 ; 608 
 31 ; Полтина. Отверстие 11 часов ; 1820 ; СПБ ПД ; Ag ; F-VF ; 52 ; Bizon6055 ; 869 
 32 ; Полтина. Отверстие 11 часов, напайки 6 часов, и 12 часов ; 1839 ; СПБ НГ ; Ag ; F ; 66 ; alyans-met ; 250 
 33 ; Полтина ; 1894 ; (АГ) ; Ag ; F-VF ; 94 ; vitapool ; 4104 
 34 ; Полтина. Отверстие 12 часов ; 1896 ; (АГ) АГ ; Ag ; F+ ; 27 ; koga ; 176 
 35 ; Полтина. Отверстие 12 часов ; 1896 ; ( * ) ; Ag ; F+ ; 46 ; хруст ; 239 
 36 ; Полтина ; 1897 ; ( * ) ; Ag ; F-VF ; 109 ; Al_Sar ; 389 
 37 ; Полтина. Отверстие 12 часов ; 1897 ; ( * ) ; Ag ; F-VF ; 25 ; alex995 ; 213 
 38 ; Полтина. Отверстие 12 часов ; 1897 ; ( * ) ; Ag ; F-VF ; 48 ; an1971-2008 ; 210 
 39 ; Полтина. Отверстие 12 часов ; 1899 ; (ФЗ) АГ ; Ag ; F-VF ; 30 ; koga ; 193 
 40 ; Полтина ; 1899 ; ( * ) ; Ag ; F-VF ; 91 ; neft4 ; 414 
 41 ; Полтина. Отверстие 12 часов ; 1901 ; (ФЗ) АГ ; Ag ; F+ ; 69 ; alyans-met ; 394 
 42 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; VF-XF ; 60 ; neft4 ; 1673 
 43 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF+ ; 38 ; o.k. ; 903 
 44 ; Полтина. Отверстие 12 часов ; 1912 ; (ЭБ) АГ ; Ag ; F-VF ; 26 ; koga ; 228 
 45 ; 30 копеек-2 злотых. Отверстие 5 часов ; 1835 ; MW Рус.-Пол. ; Ag ; F ; 48 ; kalina-konros ; 164 
 46 ; 30 копеек-2 злотых. Отверстие 1 час ; 1836 ; MW Рус.-Пол. ; Ag ; F ; 56 ; alyans-met ; 199 
 47 ; Полуполтинник. Отверстие 9 часов ; 18 век ;  ; Ag ; F ; 50 ; koga ; 643 
 48 ; Полуполтинник. Отверстие 12 часов ; 1751 ; ММД ; Ag ; F+ ; 96 ; Bizon6055 ; 1284 
 49 ; Полуполтинник. Отверстие 12 часов ; 1753 ; ММД IП ; Ag ; F ; 64 ; Bizon6055 ; 1145 
 50 ; Полуполтинник. Отверстие 12 часов ; 1756 ; ММД МБ ; Ag ; F ; 107 ; Bizon6055 ; 929 
