 5898 ; Бона иностранная Дания ;  ;  ;  ; AU ; 37 ; Khab27 ; 317 
 3629 ; 1 крона. Чехословакия ; 1938 ;  ; Cu-Ni ; VF ; 21 ; V.I.P.E.R. ; 48 
 3630 ; 1 доллар. Игровой. Канада. Калгари ; 1975 ;  ; Cu-Ni ; XF ; 19 ; елец ; 145 
 3631 ; 25 пенсов. Великобритания. Елизавета II. Серебряный юбилей царствования. Коробка ; 1977 ;  ; Cu-Ni ; AU ; 21 ; alapabula ; 146 
 3632 ; 1 доллар. Новая Зеландия. Британские Игры содружества 1974г.. Коробка ; 1974 ;  ; Ag ; AU ; 58 ; Мотя ; 819 
 3633 ; 1/2 пенни. Токен. Великобритания ;  ;  ; Cu ; VF ; 32 ; oprst ; 2606 
 3634 ; 1/2 пенни. Индустриальный токен. Великобритания. Кузнец Джон Вилкинсон ; 1793 ;  ; Cu ; VF+ ; 21 ; oprst ; 1301 
 3635 ; 1/2 пенни. Индустриальный токен. Великобритания. Кузнец Джон Вилкинсон ; 1791 ;  ; Cu ; VF ; 35 ; ЛБС ; 735 
 3636 ; 1 пенни. Токен. Великобритания ;  ;  ; Cu ; F ; 24 ; ЛБС ; 455 
 3637 ; 1/2 пенни. Токен. Великобритания. Сассекс ; 1815 ;  ; Cu ; F+ ; 23 ; ЛБС ; 714 
 3638 ; 1/2 пенни. Токен. Великобритания. Для хождения на о.Мэн и в Канаде ; 1830 ;  ; Cu ; F+ ; 25 ; banks ; 901 
 3639 ; 2 пенса. Великобритания. Георг II ; 1797 ;  ; Cu ; F ; 32 ; mmmm ; 1738 
 3640 ; 1 фартинг. Великобритания ; 1806 ;  ; Cu ; VF- ; 51 ; alapabula ; 521 
 3641 ; 1 фартинг. Великобритания ; 1826 ;  ; Cu ; VF ; 45 ; alapabula ; 729 
 3642 ; 1 шиллинг. Великобритания ; 1901 ;  ; Ag ; VF ; 17 ; alapabula ; 300 
 3643 ; 1 шиллинг. Великобритания ; 1887 ;  ; Ag ; VF+ ; 50 ; Elephant ; 1568 
 3644 ; 6 пенсов. Великобритания ; 1887 ;  ; Ag ; VF-XF ; 35 ; lirik ; 916 
 3645 ; 25 новых пенсов. Великобритания. Юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu-Ni ; XF+ ; 13 ; sibirian ; 102 
 3646 ; 25 новых пенсов. Великобритания. Свадьба принца Чарльза и Дианы Спенсер ; 1981 ;  ; Cu-Ni ; AU ; 18 ; alapabula ; 155 
 3647 ; 25 новых пенсов. Великобритания. Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 21 ; Elephant ; 93 
 3648 ; 5 шиллингов. Джерси. 900-летие Нормандского завоевания ; 1966 ;  ; Cu-Ni ; AU ; 21 ; SKeeper ; 209 
 3649 ; 5 шиллингов. Великобритания. Коронация Елизаветы II ; 1953 ;  ; Cu-Ni ; AU ; 18 ; SKeeper ; 202 
 3650 ; 1 крона. Великобритания. Королева-мать ; 1980 ;  ; Cu-Ni ; AU ; 14 ; alapabula ; 106 
 3651 ; 25 новых пенсов. Гибралтар. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu-Ni ; AU ; 37 ; SKeeper ; 216 
 3652 ; 1 крона. О.Мэн. Серебряный юбилей правления Елизаветы II ; 1977 ;  ; Cu-Ni ; AU ; 23 ; sampler22 ; 327 
 3653 ; 25 пенсов. Великобритания. Елизавета II ; 1977 ;  ; Cu-Ni ; AU ; 17 ; alapabula ; 114 
 3654 ; 5 шиллингов. Великобритания. Британская выставка в Нью-Йорке ; 1960 ;  ; Cu-Ni ; XF ; 25 ; alapabula ; 387 
 3655 ; 1 доллар. Сьерра-Леоне. Леонардо да Винчи ; 2006 ;  ;  ; AU ; 50 ; дитрих11 ; 417 
 3556 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 17 ; TiBuL ; 185 
 3557 ; 5 гривен. Украина. 50 лет Национальной премии Украины им. Тараса Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 11 ; TiBuL ; 153 
 3558 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 18 ; Zarik ; 255 
 3559 ; 5 гривен. Украина. 15 лет независимости Украины ; 2006 ;  ; Cu-Ni ; AU ; 23 ; Метро62 ; 425 
 3560 ; 2 гривны. Украина. Гриф Черный ; 2008 ;  ; Cu-Ni ; AU ; 27 ; Redkyt ; 255 
 3561 ; 2 гривны. Украина. Стерлядь ; 2012 ;  ; Cu-Ni ; AU ; 21 ; TiBuL ; 211 
 3562 ; 2 гривны. Украина. 350 лет Львовскому Университета ; 2011 ;  ; Cu-Ni ; AU ; 22 ; TiBuL ; 200 
 3563 ; 2 гривны. Украина. Академик М.Д.Стражеквский ; 2006 ;  ; Cu-Ni ; AU ; 19 ; TiBuL ; 185 
 3564 ; 2 гривны. Украина. Чемпионат мира по футболу ; 2004 ;  ; Cu-Ni ; XF- ; 10 ; TiBuL ; 237 
 3565 ; 2 гривны. Украина. Галшка Гулевичивна ; 2015 ;  ; Cu-Ni ; AU ; 11 ; TiBuL ; 147 
 3566 ; 2 гривны. Украина. Александр Довженко ; 2004 ;  ; Cu-Ni ; AU ; 19 ; jj ; 407 
 3567 ; 200 000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 38 ; TiBuL ; 227 
 3568 ; 200 000 карбованцев. Украина. Город- Герой Киев ; 1995 ;  ; Cu-Ni ; Proof ; 20 ; chest ; 499 
 3569 ; 200 000 карбованцев. Украина.Город- Герой Севастополь. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 36 ; dinkini ; 906 
 3570 ; 200 000 карбованцев. Украина. Богдан Хмельницкий. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 21 ; TiBuL ; 153 
 3571 ; 1 рубль. Беларусь. Республиканский горнолыжный центр Силичи ; 2006 ;  ; Cu-Ni ; Proof ; 15 ; sibirian ; 465 
 3572 ; 1 рубль. Беларусь. 120 лет со дня рождения М. Богдановича ; 2011 ;  ; Cu-Ni ; Proof ; 20 ; SV-67 ; 590 
 3573 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 21 ; генерал777 ; 461 
 3574 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 25 ; генерал777 ; 516 
 3575 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 25 ; генерал777 ; 523 
 3576 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 18 ; генерал777 ; 475 
 3577 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 21 ; генерал777 ; 501 
 3578 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 22 ; страус ; 446 
 3579 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 27 ; генерал777 ; 495 
 3580 ; 1 крона. Гибралтар. XXV Олимпийские игры в Барселоне ; 1991 ;  ; Cu-Ni ; AU ; 19 ; генерал777 ; 481 
 3581 ; 1 крона. Остров Мэн ; 1983 ;  ; Cu-Ni ; AU ; 22 ; SKeeper ; 313 
 3582 ; 2,5 евро. Португалия ; 2012 ;  ; Cu-Ni ; AU ; 22 ; саны4 ; 322 
 3583 ; 2 1/2 евро. Португалия ; 2009 ;  ; Cu-Ni ; AU ; 11 ; саны4 ; 308 
 3584 ; 2,5 евро. Португалия ; 2012 ;  ; Cu-Ni ; AU ; 1 ; саны4 ; 310 
 3585 ; 5 евро. Португалия ; 2012 ;  ; Cu-Ni ; AU ; 13 ; dsp ; 440 
 3586 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 9 ; TiBuL ; 200 
 3587 ; 5 гривен. Украина. Одесса ; 2014 ;  ; Cu-Ni ; AU ; 13 ; ЛБС ; 255 
 3588 ; 5 гривен. Украина. 500 лет битвы под Оршей ; 2014 ;  ; Cu-Ni ; AU ; 14 ; Redkyt ; 255 
 3589 ; 5 гривен. Украина. 70 лет освобождения Никополя ; 2014 ;  ; Cu-Ni ; AU ; 32 ; Метро62 ; 466 
 3590 ; 5 гривен. Украина. Успенский собор ; 2015 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 204 
 3591 ; 5 гривен. Украина. 110 лет Киевскому фуникулеру ; 2015 ;  ; Cu-Ni ; AU ; 13 ; v_bond ; 204 
 3592 ; 5 гривен. Украина. 70 лет освобождения Мелитополя ; 2013 ;  ; Cu-Ni ; AU ; 17 ; Каенн ; 325 
 3593 ; 5 гривен. Украина. 70 лет Корсунь-Шевченской операции ; 2014 ;  ; Cu-Ni ; AU ; 24 ; Sky2 ; 252 
 3594 ; 5 гривен. Украина. Чернивецкая область ; 2015 ;  ; Би/м ; AU ; 23 ; SergeyOsipov ; 326 
 3595 ; 5 гривен. Украина. Ивано-Франковская область ; 2014 ;  ; Би/м ; AU ; 21 ; Sky2 ; 305 
 3596 ; 2 гривны. Украина. Нестор Махно ; 2013 ;  ; Cu-Ni ; AU ; 15 ; ЛБС ; 371 
 3597 ; 2 гривны. Украина. Михаил Вербицкий ; 2015 ;  ; Cu-Ni ; AU ; 9 ; TiBuL ; 125 
 3598 ; 2 гривны. Украина. Галшка Гулевичивна ; 2015 ;  ; Cu-Ni ; AU ; 9 ; TiBuL ; 125 
 3599 ; 2 гривны. Украина. 400 лет Киево-Могилевской академии ; 2015 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 207 
 3600 ; 2 гривны. Украина. Иван Карпенко ; 2015 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 204 
 3601 ; 2 гривны. Украина. Александр Мурашко ; 2015 ;  ; Cu-Ni ; AU ; 9 ; TiBuL ; 184 
 3602 ; 2 злотых. Польша. Сочи-2014 ; 2014 ;  ; ж/м ; AU ; 13 ; Монетный ; 153 
 3603 ; 2-1/2 шиллинга. Южная Африка ; 1942 ;  ; Ag ; VF ; 19 ; salim ; 497 
 3604 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF ; 30 ; Rosomaha ; 61 
 3605 ; 1 пенни. Великобритания ; 1948 ;  ; Br ; VF+ ; 39 ; alapabula ; 124 
 3506 ; 2 гривны. Украина. Петр Прокопович ; 2015 ;  ; Cu-Ni ; AU ; 9 ; TiBuL ; 181 
 3507 ; 2 гривны. Украина. Андрей Шептицкий ; 2015 ;  ; Cu-Ni ; AU ; 22 ; bcg ; 238 
 3508 ; 2 гривны. Украина. Александр Мурашко ; 2015 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 204 
 3509 ; 5 гривен. Украина. Тернополь ; 2015 ;  ; Cu-Ni ; AU ; 27 ; SergeyOsipov ; 273 
 3510 ; 1 крона. Остров Мэн. Титаник ; 2012 ;  ; Cu-Ni ; AU ; 36 ; елец ; 318 
 3511 ; 1 доллар. Либерия ; 1999 ;  ; Cu-Ni ; XF ; 21 ; Taras58 ; 317 
 3512 ; 50 центов. Багамские острова ; 1969 ;  ; Cu-Ni ; AU ; 18 ; d-master ; 111 
 3513 ; 10000 метикайс. Мозамбик ; 2003 ;  ; Би/м ; XF ; 37 ; nfandeev ; 322 
 3514 ; 10 песо. Уругвай ; 2000 ;  ; Би/м ; AU ; 13 ; Александ98 ; 67 
 3515 ; 500 метикаис. Мозамбик ; 1994 ;  ; Cu-Ni ; AU ; 32 ; kornum ; 120 
 3516 ; 50 аирари. Малагаскар ; 1996 ;  ; St ; AU ; 13 ; кот баюн ; 101 
 3517 ; 2 евро. Финляндия ; 2004 ;  ; Би/м ; VF+ ; 16 ; molchok2015 ; 168 
 3518 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF+ ; 15 ; pimych1988 ; 24 
 3519 ; 2 пфеннига. Веймар ; 1924A ;  ; Br ; VF ; 8 ; SKeeper ; 51 
 3520 ; 2 эре. Дания ; 1902 ;  ; Cu ; VF ; 22 ; kergudu ; 105 
 3521 ; 5 пфеннигов. Веймар ; 1925D ;  ; Al/Br ; VF- ; 12 ; t_v_v ; 46 
 3522 ; 25 эре. Швеция ; 1953 ;  ; Ag ; XF- ; 23 ; igorkadan ; 65 
 3523 ; 2 евро. Мальта ; 2013 ;  ; Би/м ; AU ; 26 ; rbmamba ; 410 
 3524 ; 2 евро. Финляндия ; 2014 ;  ; Би/м ; AU ; 12 ; didisister ; 225 
 3525 ; 2 евро. Словения ; 2007 ;  ; Би/м ; AU ; 25 ; bcg ; 1176 
 3526 ; 2 евро. Франция ; 2015 ;  ; Би/м ; AU ; 15 ; rbmamba ; 240 
 3527 ; 2 евро. Люксембург ; 2012 ;  ; Би/м ; AU ; 13 ; didisister ; 340 
 3528 ; 2 евро. Испания ; 2015 ;  ; Би/м ; AU ; 20 ; svv ; 388 
 3529 ; 2 евро. Испания ; 2015 ;  ; Би/м ; AU ; 17 ; dsp ; 291 
 3530 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 12 ; rbmamba ; 240 
 3531 ; 2 евро. Люксембург ; 2014 ;  ; Би/м ; AU ; 18 ; archontbk ; 306 
 3532 ; 2 евро. Люксембург ; 2015 ;  ; Би/м ; AU ; 20 ; archontbk ; 351 
 3533 ; 2 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 16 ; Sky2 ; 255 
 3534 ; 2 евро. Италия ; 2012 ;  ; Би/м ; AU ; 15 ; niklis ; 227 
 3535 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 15 ; didisister ; 340 
 3536 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 19 ; Sky2 ; 252 
 3537 ; 2 евро. Италия ; 2014 ;  ; Би/м ; AU ; 18 ; didisister ; 340 
 3538 ; 2 евро. Словакия ; 2012 ;  ; Би/м ; AU ; 15 ; archontbk ; 295 
 3539 ; 2 евро. Словакия ; 2014 ;  ; Би/м ; AU ; 21 ; didisister ; 300 
 3540 ; 2 евро. Франция ; 2014 ;  ; Би/м ; AU ; 18 ; niklis ; 223 
 3541 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 28 ; dsp ; 410 
 3542 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 16 ; Sky2 ; 428 
 3543 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 11 ; саны4 ; 401 
 3544 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 23 ; dsp ; 516 
 3545 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 11 ; dsp ; 491 
 3546 ; 5 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 16 ; roza77 ; 410 
 3547 ; 5 евро. Финляндия ; 2013 ;  ; Би/м ; AU ; 15 ; папашаГарпагон ; 422 
 3548 ; 5 евро. Финляндия ; 2013 ;  ; Би/м ; XF+ ; 20 ; саны4 ; 410 
 3549 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; XF+ ; 18 ; SKeeper ; 378 
 3550 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; XF+ ; 25 ; Sky2 ; 383 
 3551 ; 3 евро. Словения ; 2012 ;  ; Би/м ; AU ; 21 ; valent77 ; 271 
 3552 ; 3 евро. Словения ; 2014 ;  ; Би/м ; AU ; 21 ; SKeeper ; 257 
 3553 ; 5 гривен. Украина. Одесса ; 2014 ;  ; Cu-NiCu-Ni ; AU ; 21 ; bcg ; 261 
 3554 ; 5 гривен. Украина. 1100 лет Переяслав-Хмельницкий ; 2007 ;  ; Cu-Ni ; AU ; 45 ; SergeyOsipov ; 320 
 3555 ; 5 гривен. Украина. Городецкий ; 2013 ;  ; Cu-Ni ; AU ; 20 ; Sky2 ; 204 
 3456 ; 2 франка. Французская  Африка ; 1955 ;  ; Al ; VF+ ; 20 ; SKeeper ; 98 
 3457 ; 1 франк. Французская  Африка ; 1948 ;  ; Al ; VF-XF ; 38 ; Alexdav ; 240 
 3458 ; 25 франков. Французская  Африка ; 1979 ;  ; Al/Br ; VF-XF ; 47 ; d-master ; 90 
 3459 ; 10 франков. Французская  Африка ; 1956 ;  ; Al/Br ; VF- ; 13 ; tolegv ; 48 
 3460 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 34 ; GOBSEK ; 410 
 3461 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 33 ; sibirian ; 295 
 3462 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 50 ; GOBSEK ; 522 
 3463 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 37 ; sibirian ; 301 
 3464 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 36 ; sibirian ; 306 
 3465 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 32 ; sibirian ; 306 
 3466 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 40 ; Bronco ; 458 
 3467 ; 1 крона. Тристан да Кунья. Корабль ; 2006 ;  ; Cu-Ni ; AU ; 32 ; GOBSEK ; 410 
 3468 ; 5 пенсов. Гернси ; 2003 ;  ; Cu-Ni ; AU ; 17 ; Taras58 ; 216 
 3469 ; 2 марки. Германия. Людвиг Эрхард, 40 лет Федеративной Республике ; 1988D ;  ; Cu-Ni ; VF-XF ; 35 ; solder13 ; 127 
 3470 ; 2 марки. Германия. Теодор Хойс, 20 лет Федеративной Республике ; 1978J ;  ; Cu-Ni ; XF- ; 36 ; kornum ; 203 
 3471 ; 2 марки. Германия. Конрад Аденауэр ; 1987J ;  ; Cu-Ni ; XF- ; 23 ; TiBuL ; 90 
 3472 ; 2 марки. Германия. Курт Шумахер, 30 лет Федеративной Республике ; 1991D ;  ; Cu-Ni ; VF-XF ; 21 ; murman ; 92 
 3473 ; 100 лей. Румыния ; 1994 ;  ; Cu-Ni ; XF ; 10 ; doc2 ; 38 
 3474 ; 1 писо. Филиппины ; 1972 ;  ; Cu-Ni ; VF ; 9 ; mmmm ; 24 
 3475 ; 2 пенса. Боливия ; 1979 ;  ; Br ; XF ; 10 ; gdrg2 ; 42 
 3476 ; 2 марки. Германия ; 1957 ;  ; Cu-Ni ; VF-XF ; 24 ; solder13 ; 102 
 3477 ; 20 пенсов. Боливия ; 1982 ;  ; Cu-Ni ; XF ; 15 ; кот баюн ; 101 
 3478 ; 10 злотых. Польша ; 1976 ;  ; Cu-Ni ; VF+ ; 13 ; V.I.P.E.R. ; 31 
 3479 ; 25 оре. Швеция ; 1961 ;  ; Cu-Ni ; XF- ; 5 ; boroda ; 41 
 3480 ; 10 злотых. Польша ; 1983 ;  ; Cu-Ni ; XF- ; 12 ; TiBuL ; 35 
 3481 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu-Ni ; AU ; 49 ; TiBuL ; 200 
 3482 ; 2,5 эскудо. Португалия.  Чемпионат мира по хоккею на роликах ; 1982 ;  ; Cu-Ni ; AU ; 26 ; 220W ; 135 
 3483 ; 5 эскудо. Португалия. F.A.O ; 1983 ;  ; Cu-Ni ; AU ; 14 ; dim66 ; 79 
 3484 ; 5 эскудо. Португалия. 100 лет со дня смерти Алешандре Эркулано ; 1977 ;  ; Cu-Ni ; XF ; 11 ; кот баюн ; 77 
 3485 ; 5 эскудо. Кабо Верде ; 1968 ;  ; Cu-Ni ; XF ; 27 ; d-master ; 329 
 3486 ; 20 сентавос. Мозамбик ; 1974 ;  ; Br ; XF ; 17 ; t_v_v ; 92 
 3487 ; 50 сентавос. Португалия ; 1979 ;  ; Br ; XF+ ; 14 ; dim66 ; 34 
 3488 ; 20 эскудо. Португалия ; 1986 ;  ; Cu-Ni ; VF+ ; 1 ; сr00 ; 22 
 3489 ; 2 гривны. Украина. Якоб Гниздовский ; 2015 ;  ; Cu-Ni ; AU ; 24 ; murman ; 153 
 3490 ; 100 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; XF ; 48 ; Ronald ; 278 
 3491 ; 50 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; XF ; 40 ; Ronald ; 207 
 3492 ; 20 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; XF- ; 26 ; Ronald ; 207 
 3493 ; 5 миллиемес. Ливия ; 1952 ;  ; Br ; AU ; 46 ; kont ; 352 
 3494 ; 2 миллиемес. Ливия ; 1952 ;  ; Br ; XF ; 36 ; Lena6975 ; 269 
 3495 ; 2 пиастра. Ливия ; 1952 ;  ; Cu-Ni ; XF+ ; 37 ; d-master ; 285 
 3496 ; 1 пиастр. Ливия ; 1952 ;  ; Cu-Ni ; XF ; 46 ; Lena6975 ; 195 
 3497 ; 1 миллиемес. Ливия ; 1952 ;  ; Br ; XF ; 23 ; Lena6975 ; 279 
 3498 ; 5 миллиемес. Ливия ; 1965 ;  ; Ni/Лат ; XF ; 26 ; TaraskaPeter ; 104 
 3499 ; 10 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; XF ; 42 ; Ronald ; 185 
 3500 ; 1 миллиемес. Ливия ; 1965 ;  ; Ni/Лат ; XF+ ; 42 ; TaraskaPeter ; 275 
 3501 ; 10 пфенниг. Германия ; 1906F ;  ; Cu-Ni ; VF ; 11 ; Krysaider ; 26 
 3502 ; 10 пфенниг. Германия ; 1908A ;  ; Cu-Ni ; VF+ ; 8 ; Krysaider ; 24 
 3503 ; 5 пфенниг. Германия ; 1894A ;  ; Cu-Ni ; VF+ ; 16 ; murman ; 35 
 3504 ; 5 пфенниг. Германия ; 1898F ;  ; Cu-Ni ; VF+ ; 24 ; Jauho ; 32 
 3505 ; 5 пфенниг. Германия ; 1901A ;  ; Cu-Ni ; VF ; 15 ; V.I.P.E.R. ; 26 
 3406 ; 50 сентавос. Португалия ; 1926 ;  ; Al/Br ; XF ; 46 ; av ; 1228 
 3407 ; 50 сентавос. Португалия ; 1945 ;  ; Br ; XF ; 27 ; Panther ; 1062 
 3408 ; 20 сентавос. Португалия ; 1925 ;  ; Br ; VF ; 8 ; кот баюн ; 114 
 3409 ; 20 сентавос. Португалия ; 1920 ;  ; Cu-Ni ; XF ; 54 ; kont ; 2111 
 3410 ; 10 сентавос. Португалия ; 1925 ;  ; Br ; XF+ ; 27 ; Соловей ; 714 
 3411 ; 10 сентавос. Португалия ; 1936 ;  ; Br ; XF+ ; 25 ; Panther ; 1530 
 3412 ; 5 сентавос. Португалия ; 1921 ;  ; Br ; XF ; 11 ; SKeeper ; 312 
 3413 ; 5 сентавос. Португалия ; 1930 ;  ; Br ; XF+ ; 19 ; Соловей ; 526 
 3414 ; 4 сентавос. Португалия ; 1917 ;  ; Cu-Ni ; XF ; 23 ; mirumir ; 163 
 3415 ; 1 пенни. Великобритания ; 1853 ;  ; Br ; VF-XF ; 33 ; Aduka17 ; 4328 
 3416 ; Фартинг. Великобритания ; 1831 ;  ; Cu ; XF+/AU ; 89 ; Aduka17 ; 4533 
 3417 ; 1/2 фартинга. Великобритания ; 1828 ;  ; Cu ; XF ; 48 ; sax ; 4420 
 3418 ; 10 000 лей. Румыния ; 1947 ;  ; Лат ; VF+ ; 43 ; Panther ; 505 
 3419 ; 2000 лей. Румыния ; 1946 ;  ; Лат ; XF ; 36 ; Panther ; 591 
 3420 ; 500 лей. Румыния ; 1945 ;  ; Лат ; VF+ ; 21 ; Panther ; 309 
 3421 ; 100 лей. Румыния ; 1936 ;  ; Ni ; VF+ ; 31 ; Panther ; 499 
 3422 ; 100 лей. Румыния ; 1943 ;  ; Ni ; XF ; 28 ; Panther ; 203 
 3423 ; 50 лей. Румыния ; 1937 ;  ; Ni ; XF ; 33 ; Panther ; 499 
 3424 ; 20 лей. Румыния ; 1930 ;  ; Ni/Лат ; XF ; 40 ; Catman ; 1087 
 3425 ; 500 лей. Румыния ; 1946 ;  ; Al ; XF+ ; 46 ; Panther ; 822 
 3426 ; 2 лей. Румыния ; 1951 ;  ; Al ; XF ; 55 ; les1968 ; 563 
 3427 ; 2 лей. Румыния ; 1947 ;  ; Br ; XF ; 37 ; Panther ; 591 
 3428 ; 2 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF ; 10 ; кот баюн ; 71 
 3429 ; 20 лей. Румыния ; 1951 ;  ; Al ; VF-XF ; 24 ; kont ; 813 
 3430 ; 5 лей. Румыния ; 1949 ;  ; Al ; VF ; 18 ; MDV ; 251 
 3431 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; XF ; 13 ; Виталий 64 ; 130 
 3432 ; 1 лей. Румыния ; 1947 ;  ; Ni/Лат ; VF ; 41 ; Panther ; 556 
 3433 ; 5 лей. Румыния ; 1942 ;  ; Zn ; VF- ; 10 ; krugerrand ; 69 
 3434 ; 20 лей. Румыния ; 1944 ;  ; Zn ; VF- ; 7 ; krugerrand ; 61 
