 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 867 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 2 ; samsung ; 102 
 766 ; 1 грош ; 1839 ; MW Рус.-Пол. ; Cu ; VF- ; 31 ; alyans-met ; 521 
 767 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 51 ; НБ ; 248 
 768 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 19 ; marsel ; 170 
 769 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 40 ; tdp ; 214 
 770 ; 10 пенни ; 1876 ; Финляндия ; Cu ; VF- ; 52 ; alyans-met ; 475 
 771 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF ; 65 ; krokodil ; 714 
 772 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF ; 35 ; tdp ; 230 
 773 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF ; 45 ; jef688 ; 208 
 774 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF ; 43 ; marsel ; 203 
 775 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF ; 44 ; suhua ; 201 
 776 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 27 ; suhua ; 191 
 777 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 33 ; o.k. ; 227 
 778 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 25 ; jef688 ; 153 
 779 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 25 ; fatima ; 222 
 780 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF ; 28 ; veveshnik ; 300 
 781 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF ; 13 ; suhua ; 169 
 782 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 9 ; 1983 ; 334 
 783 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 16 ; veveshnik ; 300 
 784 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 33 ; jef688 ; 186 
 785 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 27 ; lynx ; 181 
 786 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 35 ; uin72 ; 169 
 787 ; 10 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF- ; 20 ; gors ; 640 
 788 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 44 ; krokodil ; 515 
 789 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF ; 13 ; 1983 ; 363 
 790 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF ; 13 ; alyans-met ; 98 
 791 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF ; 22 ; krokodil ; 510 
 792 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VF- ; 10 ; alyans-met ; 102 
 793 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF ; 18 ; tdp ; 577 
 794 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF- ; 23 ; alyans-met ; 255 
 795 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 10 ; suhua ; 101 
 796 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 54 ; lynx ; 455 
 797 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 13 ; jef688 ; 107 
 798 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 5 ; fatima ; 214 
 799 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 19 ; Mick 1 ; 130 
 800 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 10 ; suhua ; 104 
 801 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 25 ; Mick 1 ; 251 
 802 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 25 ; lynx ; 306 
 803 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 44 ; baikal.k ; 357 
 804 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 33 ; lynx ; 227 
 805 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 33 ; joss2010 ; 200 
 806 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 12 ; breghnevs24 ; 102 
 807 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 15 ; jef688 ; 126 
 808 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF ; 73 ; gors ; 502 
 809 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 30 ; lesnik1 ; 351 
 810 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF-XF ; 54 ; tdp ; 3283 
 811 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF ; 70 ; tdp ; 2468 
 812 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 33 ; krokodil ; 865 
 813 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF- ; 41 ; fatima ; 377 
 814 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF- ; 36 ; GVBGVB ; 873 
 815 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF-XF ; 12 ; o.k. ; 249 
 716 ; Денга ; 1735 ;  ; Cu ; F-VF ; 13 ; volod ; 40 
 717 ; Денга ; 1735 ;  ; Cu ; F+ ; 21 ; кабан ; 46 
 718 ; Денга ; 1737 ;  ; Cu ; VF-XF ; 80 ; кабан ; 305 
 719 ; Денга ; 1737 ;  ; Cu ; F+ ; 14 ; obob999 ; 43 
 720 ; Денга ; 1737 ;  ; Cu ; F+ ; 21 ; jef688 ; 40 
 721 ; Денга ; 1738 ;  ; Cu ; F-VF ; 21 ; volod ; 43 
 722 ; Денга ; 1739 ;  ; Cu ; F+ ; 15 ; кабан ; 48 
 723 ; Денга ; 1741 ;  ; Cu ; F+ ; 41 ; кабан ; 138 
 724 ; Денга ; 1745 ;  ; Cu ; F-VF ; 22 ; alexandervolkov ; 340 
 725 ; Денга ; 1746 ;  ; Cu ; F-VF ; 42 ; кабан ; 303 
 726 ; Денга ; 1747? ;  ; Cu ; F ; 9 ; jef688 ; 29 
 727 ; Денга ; 1748 ;  ; Cu ; F-VF ; 25 ; кабан ; 53 
 728 ; Денга ; 1749 ;  ; Cu ; F-VF ; 25 ; кабан ; 102 
 729 ; Денга ; 1750 ;  ; Cu ; F-VF ; 33 ; lsp25 ; 60 
 730 ; Денга ; 1751 ;  ; Cu ; F-VF ; 31 ; naga ; 153 
 731 ; Денга ; 1753 ;  ; Cu ; F+ ; 19 ; кабан ; 43 
 732 ; Денга ; 1759 ;  ; Cu ; F-VF ; 17 ; кабан ; 235 
 733 ; Денга ; 1760 ;  ; Cu ; F-VF ; 66 ; a-kul ; 354 
 734 ; Денга ; 1766 ; ЕМ ; Cu ; F-VF ; 23 ; vc57 ; 453 
 735 ; Денга ; 1768 ; ЕМ ; Cu ; VF- ; 90 ; Анатоль ; 567 
 736 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 58 ; Даймлер ; 456 
 737 ; Денга ; 1770 ; ЕМ ; Cu ; VF- ; 50 ; кабан ; 689 
 738 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 23 ; alyans-met ; 201 
 739 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 49 ; кабан ; 606 
 740 ; Денга ; 1785 ; КМ ; Cu ; F+ ; 21 ; GVBGVB ; 1134 
 741 ; Денга ; 1786 ; ЕМ ; Cu ; F ; 46 ; кабан ; 496 
 742 ; Денга ; 1786 ; КМ ; Cu ; VF- ; 87 ; Sky2 ; 1321 
 743 ; Денга ; 1789 ; ЕМ ; Cu ; F+ ; 27 ; Мишок ; 111 
 744 ; Денга ; 1790 ; КМ ; Cu ; F ; 27 ; GVBGVB ; 1134 
 745 ; Денга ; 1792 ; КМ ; Cu ; F+ ; 33 ; lchernata ; 1405 
 746 ; Денга ; 1793 ; КМ ; Cu ; F-VF ; 22 ; кабан ; 929 
 747 ; Денга ; 1794 ; КМ ; Cu ; F+ ; 20 ; кабан ; 765 
 748 ; Денга ; 1795 ; КМ ; Cu ; F ; 19 ; fanil ; 1285 
 749 ; Денга ; 1796 ; ЕМ ; Cu ; VF- ; 3 ; булгарин ; 1134 
 750 ; Деньга ; 1797 ; ЕМ ; Cu ; F-VF ; 104 ; tati1545 ; 310 
 751 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 24 ; mda7 ; 336 
 752 ; Деньга (Петров-4р, Ильин-3р) ; 1814 ; КМ АМ ; Cu ; F ; 59 ; пятак ; 2550 
 753 ; 1/2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 30 ; alex22 ; 860 
 754 ; 1/2 копейки ; 1840 ; СМ ; Cu ; F ; 15 ; alex22 ; 227 
 755 ; Денежка ; 1855 ; ЕМ ; Cu ; XF- ; 30 ; fanil ; 2244 
 756 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; VF+ ; 48 ; igors1969 ; 2040 
 757 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 17 ; Eugen ; 204 
 758 ; Полушка. Трещина ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 47 ; кабан ; 1012 
 759 ; Полушка (Ильин-4р) ; 1791 ; КМ ; Cu ; F+ ; 103 ; lchernata ; 4468 
 760 ; 1/4 копейки ; 1845 ; СМ ; Cu ; VF- ; 40 ; GVBGVB ; 828 
 761 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 59 ; GVBGVB ; 824 
 762 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF- ; 15 ; mda7 ; 333 
 763 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; XF ; 30 ; Sky2 ; 843 
 764 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 26 ; mda7 ; 347 
 765 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F-VF ; 31 ; alyans-met ; 500 
 666 ; Копейка ; 1889 ; СПБ ; Cu ; VF-XF ; 49 ; kol ; 415 
 667 ; Копейка ; 1892 ; СПБ ; Cu ; F+ ; 79 ; krokodil ; 483 
 668 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 19 ; GVBGVB ; 19 
 669 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 10 ; jef688 ; 33 
 670 ; Копейка ; 1898 ; СПБ ; Cu ; VF+ ; 13 ; Артемыч ; 141 
 671 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 27 ; alex22 ; 39 
 672 ; Копейка ; 1900 ; СПБ ; Cu ; F+ ; 18 ; jef688 ; 18 
 673 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 28 ; marsel ; 29 
 674 ; Копейка ; 1902 ; СПБ ; Cu ; VF ; 28 ; GVBGVB ; 1022 
 675 ; Копейка ; 1903 ; СПБ ; Cu ; VF+ ; 19 ; 751 ; 87 
 676 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 15 ; jef688 ; 18 
 677 ; Копейка ; 1903 ; СПБ ; Cu ; F ; 14 ; jef688 ; 15 
 678 ; Копейка ; 1903 ; СПБ ; Cu ; VG ; 6 ; jef688 ; 6 
 679 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 9 ; alex995 ; 25 
 680 ; Копейка ; 1905 ; СПБ ; Cu ; F+ ; 18 ; Poiuyt ; 32 
 681 ; Копейка ; 1907 ; СПБ ; Cu ; VF+ ; 35 ; marsel ; 153 
 682 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 18 ; jef688 ; 18 
 683 ; Копейка ; 1909 ; СПБ ; Cu ; VF+ ; 10 ; volod ; 44 
 684 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 19 ; volod ; 40 
 685 ; Копейка ; 1911 ; СПБ ; Cu ; XF+ ; 27 ; elac ; 225 
 686 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 31 ; AAE2006 ; 32 
 687 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 16 ; jef688 ; 17 
 688 ; Копейка ; 1911 ; СПБ ; Cu ; F+ ; 5 ; natallli ; 5 
 689 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 17 ; кабан ; 87 
 690 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 25 ; AAE2006 ; 26 
 691 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 18 ; jef688 ; 18 
 692 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 19 ; кабан ; 53 
 693 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 33 ; volod ; 43 
 694 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 8 ; volod ; 32 
 695 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 7 ; natallli ; 7 
 696 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 11 ; nmvbnm ; 90 
 697 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 26 ; alexey_s ; 30 
 698 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 37 ; alexey_s ; 46 
 699 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 5 ; jef688 ; 5 
 700 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 24 ; nmvbnm ; 80 
 701 ; Копейка ; 1915 ;  ; Cu ; XF- ; 7 ; nmvbnm ; 45 
 702 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 34 ; sergfokin ; 33 
 703 ; Копейка ; 1916 ;  ; Cu ; AU ; 41 ; Артемыч ; 128 
 704 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 26 ; volod ; 44 
 705 ; Денга ; 1713 ;  ; Cu ; F-VF ; 70 ; o.k. ; 1566 
 706 ; Денга ; 1731 ;  ; Cu ; F-VF ; 15 ; Arkhangel ; 46 
 707 ; Денга ; 1731 ;  ; Cu ; F+ ; 11 ; кабан ; 42 
 708 ; Денга ; 1731 ;  ; Cu ; VF ; 113 ; SSK ; 619 
 709 ; Денга ; 1731 ;  ; Cu ; F+ ; 13 ; мурман2008 ; 31 
 710 ; Денга ; 1731 ;  ; Cu ; F+ ; 3 ; мурман2008 ; 24 
 711 ; Денга ; 1731 ;  ; Cu ; F+ ; 25 ; jef688 ; 43 
 712 ; Денга ; 1731? ;  ; Cu ; F ; 17 ; мурман2008 ; 18 
 713 ; Денга ; 1731 ;  ; Cu ; F+ ; 36 ; obob999 ; 36 
 714 ; Денга ; 1731 ;  ; Cu ; F ; 24 ; tron ; 42 
 715 ; Денга ; 1734 ;  ; Cu ; F-VF ; 51 ; ForeverYoung ; 111 
 616 ; Копейка ; 1761 ;  ; Cu ; F ; 6 ; tron ; 26 
 617 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F ; 44 ; Juic ; 408 
 618 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; alex22 ; 1263 
 619 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 19 ; alex22 ; 1157 
 620 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 10 ; кабан ; 510 
 621 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 11 ; GVBGVB ; 1134 
 622 ; Копейка ; 1789 ; ЕМ ; Cu ; VF+ ; 44 ; a-kul ; 483 
 623 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 36 ; кабан ; 547 
 624 ; Копейка ; 1795 ; ЕМ ; Cu ; VF- ; 32 ; кабан ; 593 
 625 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 16 ; obob999 ; 91 
 626 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 23 ; mda7 ; 107 
 627 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 14 ; Sky2 ; 531 
 628 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 28 ; mda7 ; 77 
 629 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 22 ; tati1545 ; 184 
 630 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 8 ; mda7 ; 78 
 631 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 28 ; mda7 ; 132 
 632 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 38 ; mda7 ; 69 
 633 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 21 ; mda7 ; 114 
 634 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 27 ; mda7 ; 65 
 635 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 12 ; mda7 ; 45 
 636 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 8 ; mda7 ; 37 
 637 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 16 ; mda7 ; 61 
 638 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F ; 10 ; кабан ; 120 
 639 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F+ ; 30 ; ForeverYoung ; 40 
 640 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 26 ; ForeverYoung ; 32 
 641 ; Копейка ; 1822 ; КМ АМ ; Cu ; F-VF ; 89 ; GVBGVB ; 276 
 642 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 77 ; ForeverYoung ; 224 
 643 ; Копейка ; 1825 ; КМ АМ ; Cu ; VF- ; 109 ; ANK ; 827 
 644 ; Копейка ; 1828 ; КМ АМ ; Cu ; F ; 21 ; кабан ; 316 
 645 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+/F ; 13 ; jef688 ; 57 
 646 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VG ; 11 ; кабан ; 12 
 647 ; Копейка ; 1840 ; ЕМ ; Cu ; F ; 49 ; jef688 ; 49 
 648 ; Копейка ; 1840 ; СПМ ; Cu ; VF- ; 30 ; solder13 ; 132 
 649 ; Копейка ; 1841 ; ЕМ ; Cu ; VF- ; 62 ; В1951 ; 122 
 650 ; Копейка ; 1841 ; СМ ; Cu ; F+ ; 27 ; ForeverYoung ; 73 
 651 ; Копейка ; 1842 ; ЕМ ; Cu ; F-VF ; 97 ; tron ; 305 
 652 ; Копейка ; 1842 ; СПМ ; Cu ; VF+ ; 49 ; Данила ; 2049 
 653 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 39 ; solder13 ; 119 
 654 ; Копейка ; 1843 ; СМ ; Cu ; F ; 123 ; alexandervolkov ; 296 
 655 ; Копейка ; 1844 ; СМ ; Cu ; F-VF ; 29 ; alexandervolkov ; 116 
 656 ; Копейка ; 1846 ; СМ ; Cu ; F+ ; 13 ; Arkhangel ; 32 
 657 ; Копейка. Деформация ; 1854 ; ЕМ ; Cu ; F+ ; 54 ; koga ; 57 
 658 ; Копейка ; 1855 ; ЕМ ; Cu ; F+ ; 67 ; GVBGVB ; 163 
 659 ; Копейка ; 1855 ; ВМ ; Cu ; F-VF ; 19 ; fanil ; 725 
 660 ; Копейка ; 1857 ; ЕМ ; Cu ; F ; 43 ; VR62 ; 74 
 661 ; Копейка ; 1859 ; ВМ ; Cu ; VF+ ; 16 ; 1999 ; 1933 
 662 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 47 ; tron ; 81 
 663 ; Копейка ; 1863 ; ЕМ ; Cu ; F+ ; 120 ; pmaster ; 272 
 664 ; Копейка ; 1874 ; ЕМ ; Cu ; F-VF ; 51 ; GVBGVB ; 162 
 665 ; Копейка ; 1875 ; ЕМ ; Cu ; F+ ; 20 ; aleksius ; 59 
 566 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F ; 13 ; alyans-met ; 100 
 567 ; 2 копейки. Трещина ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 5 ; alexandervolkov ; 227 
 568 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F+ ; 23 ; кабан ; 87 
 569 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F-VF ; 24 ; alexandervolkov ; 567 
 570 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F+ ; 33 ; кабан ; 105 
 571 ; 2 копейки ; 1830 ; КМ АМ ; Cu ; F+ ; 27 ; alexandervolkov ; 567 
 572 ; 2 копейки ; 1810-1830 ;  ; Cu ; F-VF ; 25 ; Инвестор ; 41 
 573 ; 2 копейки ; 1831 ; СМ ; Cu ; F-VF ; 65 ; Анатоль ; 609 
 574 ; 2 копейки ; 1836 ; СМ ; Cu ; VF- ; 135 ; aleks-2007 ; 1037 
 575 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 34 ; ForeverYoung ; 209 
 576 ; 2 копейки ; 1839 ; СМ ; Cu ; VF ; 91 ; aleks-2007 ; 982 
 577 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 29 ; кабан ; 410 
 578 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VG ; 62 ; Анатоль ; 102 
 579 ; 2 копейки ; 1861 ; ЕМ ; Cu ; F ; 37 ; jef688 ; 37 
 580 ; 2 копейки ; 1861 ; ВМ ; Cu ; VF- ; 27 ; Олег33 ; 2051 
 581 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F+ ; 62 ; krokodil ; 100 
 582 ; 2 копейки ; 1866 ; ЕМ ; Cu ; F ; 29 ; alyans-met ; 83 
 583 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F ; 14 ; alyans-met ; 23 
 584 ; 2 копейки ; 1874 ; ЕМ ; Cu ; F+ ; 11 ; nikolay ; 36 
 585 ; 2 копейки ; 1880 ; СПБ ; Cu ; F+ ; 33 ; sts ; 161 
 586 ; 2 копейки ; 1891 ; СПБ ; Cu ; F-VF ; 58 ; krokodil ; 311 
 587 ; 2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 18 ; jef688 ; 19 
 588 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 15 ; jef688 ; 20 
 589 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 21 ; jef688 ; 26 
 590 ; 2 копейки ; 1904 ; СПБ ; Cu ; VF+ ; 15 ; Олег33 ; 167 
 591 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 25 ; nikolay ; 34 
 592 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF- ; 12 ; Олег33 ; 32 
 593 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 13 ; obob999 ; 32 
 594 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF ; 24 ; marsel ; 102 
 595 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 52 ; volod ; 65 
 596 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 21 ; kind ; 42 
 597 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 10 ; jef688 ; 33 
 598 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 18 ; jef688 ; 32 
 599 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 25 ; jef688 ; 31 
 600 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 14 ; obob999 ; 38 
 601 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 23 ; sergfokin ; 41 
 602 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 29 ; nmvbnm ; 120 
 603 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 15 ; volod ; 32 
 604 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 37 ; nmvbnm ; 85 
 605 ; 2 копейки ; 1916 ;  ; Cu ; XF+ ; 46 ; nmvbnm ; 203 
 606 ; Копейка (Ильин-3р) ; 1704 ; БК ; Cu ; F ; 35 ; o.k. ; 1530 
 607 ; Копейка ; 1705 ; МД ; Cu ; F-VF ; 36 ; alyans-met ; 2754 
 608 ; Копейка ; 1707 ; МД ; Cu ; F ; 171 ; alyans-met ; 1500 
 609 ; Копейка ; 1712 ; МД ; Cu ; F-VF ; 32 ; alyans-met ; 1813 
 610 ; Копейка ; 1714 ; НД ; Cu ; VG ; 65 ; alyans-met ; 500 
 611 ; Копейка ; 1757 ;  ; Cu ; F+ ; 40 ; alyans-met ; 50 
 612 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 49 ; кабан ; 813 
 613 ; Копейка ; 1758 ;  ; Cu ; F ; 21 ; alyans-met ; 41 
 614 ; Копейка ; 1759 ;  ; Cu ; F+ ; 17 ; кабан ; 44 
 615 ; Копейка ; 1760 ;  ; Cu ; F+ ; 33 ; DA-Prok ; 55 
 516 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 19 ; кабан ; 34 
 517 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 16 ; tron ; 46 
 518 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F ; 13 ; natallli ; 32 
 519 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 73 ; SSK ; 173 
 520 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 13 ; кабан ; 47 
 521 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF ; 47 ; alexey_s ; 102 
 522 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 11 ; кабан ; 268 
 523 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VG ; 52 ; obob999 ; 65 
 524 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF+ ; 38 ; Пионер ; 315 
 525 ; 2 копейки ; 1812 ; КМ ; Cu ; F+ ; 22 ; кабан ; 714 
 526 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 37 ; nikolay ; 173 
 527 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 19 ; gelind ; 50 
 528 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F ; 28 ; gelind ; 48 
 529 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 65 ; кабан ; 216 
 530 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 67 ; кабан ; 107 
 531 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF- ; 43 ; veveshnik ; 350 
 532 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 30 ; SSK ; 211 
 533 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 27 ; solder13 ; 132 
 534 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F+ ; 13 ; alyans-met ; 41 
 535 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 16 ; ForeverYoung ; 102 
 536 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 31 ; ForeverYoung ; 44 
 537 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F ; 49 ; кабан ; 50 
 538 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F+ ; 35 ; кабан ; 165 
 539 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF ; 75 ; SSK ; 501 
 540 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF- ; 32 ; nikolay ; 133 
 541 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F ; 33 ; кабан ; 44 
 542 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 23 ; alyans-met ; 65 
 543 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 18 ; tron ; 81 
