 151 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 18 ; CapsulЪ ; 4600 
 3541 ; Лот монет Норвегии (4шт): 1,10,25,50 эре ; 1926-1956 ;  ; Cu/Ni,Br ; VF-/VF+ ; 16 ; zx123 ; 42 
 3542 ; Лот монет Франции (4шт): 1,5,10,20 сантимов ; 1962-1981 ;  ; St/Хром, CuAl/ ; VF/VF+ ; 17 ; alex995 ; 33 
 3543 ; Лот монет Швеции (5шт): 1,10,25,50 эре ; 1940-1943 ;  ; Br,Fe,Ni/Br ; VF-/VF+ ; 31 ; валери ; 75 
 3544 ; Лот монет Османской Империи (2шт): 10,20 пара ; 1327/6г.х. (1914) ;  ; Ni ; F+ ; 61 ; 2262н ; 134 
 3545 ; Лот монет Цейлона (3шт): 5,10,25 центов ; 1943-1944 ;  ; Ni/Лат ; VF/VF+ ; 36 ; DVZ ; 175 
 3546 ; Лот монет Аргентины (3шт): 50 сентаво, 1,10 песо ; 1954-1963 ;  ; St/Ni ; VF-/VF+ ; 37 ; werespider ; 92 
 3547 ; Лот монет США "Президенты": 1 доллар (5шт) ; 2008, 2011 ;  ; Латунь ; AU ; 54 ; alex66 ; 410 
 3548 ; Лот монет Люксембурга: 2 евро (3шт) ; 2004-2008 ;  ; Би/м ; AU ; 36 ; Фома ; 450 
 3549 ; Лот монет Люксембурга: 2 евро (3шт) ; 2007, 2009 ;  ; Би/м ; AU ; 26 ; Фома ; 456 
 3550 ; Лот монет Люксембурга, Бельгии, Словении: 2 евро (3шт) ; 2011 ;  ; Би/м ; AU ; 20 ; Фома ; 359 
 3551 ; Лот монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2002-2011 ;  ; Би/м, Cu/St,лат ; AU ; 38 ; vk-man ; 204 
 3552 ; Лот монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2007 ;  ; Би/м, Cu/St,лат ; AU ; 54 ; Фома ; 599 
 3453 ; 25 сентаво. Гвинея-Бисау ; 1977 ;  ; Al ; XF ; 38 ; pvg ; 161 
 3454 ; 5 франков. Мали ; 1961 ;  ; Al ; VF-XF ; 40 ; temichek ; 69 
 3455 ; 5 центов. ЮАР ; 1963 ;  ; Ag ; VF+ ; 34 ; валери ; 108 
 3456 ; 2 эмалагени. Свазилэнд ; 2003 ;  ; Лат ; XF+ ; 20 ; asparagus ; 73 
 3457 ; 2 доллара. Зимбабве ; 1997 ;  ; Лат ; VF+ ; 32 ; vc57 ; 61 
 3458 ; 1/4 динара. Иордания ; 1996 ;  ; Ni-Лат ; XF ; 19 ; Galancer ; 64 
 3459 ; 2 пиастра. Ливия. Идрис I ; 1952 ;  ; Cu-Ni ; VF-XF ; 36 ; Lena6975 ; 61 
 3460 ; 5 милимов. Ливия ; 1965 ;  ; Ni-Лат ; VF-XF ; 32 ; temichek ; 57 
 3461 ; 20 дирхемов. Ливия (Соц. Респ.) ; 1975 ;  ; Cu-Ni ; VF+ ; 49 ; EgSasha ; 80 
 3462 ; 5 пиастров. Ливан ; 1952 ;  ; Al ; F-VF ; 48 ; Wasabi ; 102 
 3463 ; 10 фунтов. Сирия ; 1996 ;  ; Cu-Ni ; VF ; 24 ; EgSasha ; 50 
 3464 ; 1 куруш. Турция ; 1951 ;  ; лат ; VF-XF ; 28 ; EgSasha ; 56 
 3465 ; 1 миллим. Судан ; 1956 ;  ; Br ; VF+ ; 33 ; temichek ; 76 
 3466 ; 10 миллимов. Судан ; 1962 ;  ; Br ; VF-XF ; 49 ; vc57 ; 134 
 3467 ; 1 фунт. Судан ; 1987 ;  ; Al/Br ; F-VF ; 13 ; DVZ ; 84 
 3468 ; 10 квача. Замбия ; 2000 ;  ; Cu-Ni ; AU ; 35 ; bobik ; 130 
 3469 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 36 ; vadim60 ; 379 
 3470 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 51 ; westof ; 365 
 3471 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 46 ; a9 ; 379 
 3472 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 5 ; rut24 ; 317 
 3473 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 39 ; a9 ; 253 
 3474 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 57 ; ppi ; 426 
 3475 ; 1 доллар. Канада. XI олимпийские игры в Эдмунте 1978г. В коробке ; 1978 ;  ; Ag ; Unc ; 6 ; олег45 ; 2040 
 3476 ; 1 доллар. США. XXIII Олимпиада в Лос-Анджелесе. В коробке, с сертификатом ; 1983S ;  ; Ag ; Proof ; 37 ; олег45 ; 1484 
 3477 ; 1 доллар (1 унция серебра). США. В капсуле PCGS ; 2002 ;  ; Ag ; MS69 ; 23 ; hugo ; 2052 
 3478 ; 5 фунтов. Великобритания. Юбилей 60 летправления Елизаветы II. В подарочной упаковке ; 2012 ;  ; Cu-Ni ; Unc ; 77 ; olga42 ; 457 
 3479 ; Набор монет (ролл) США в банковской упаковке: 1 цент (50 шт) ; 2010Р ;  ; Cu-Zn ; Unc ; 54 ; 439 ; 408 
 3480 ; Набор монет (ролл) США в банковской упаковке: 1 цент (50 шт) ; 2010D ;  ; Cu-Zn ; Unc ; 28 ; 439 ; 340 
 3481 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1979 ;  ; Cu-Ni,Cu-Zn ; Unc ; 19 ; vfuflfy49 ; 281 
 3482 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1980 ;  ; Cu-Ni,Cu-Zn ; Unc ; 29 ; dsp ; 255 
 3483 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1981 ;  ; Cu-Ni,Cu-Zn ; Unc ; 22 ; dsp ; 267 
 3484 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1982 ;  ; Cu-Ni,Cu-Zn ; Unc ; 45 ; dsp ; 255 
 3485 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1983 ;  ; Cu-Ni,Cu-Zn ; Unc ; 38 ; dsp ; 281 
 3486 ; Набор монет Швеции: 5,1 крона, 50, 25 ,10, 5 эре (6шт). Упаковка ; 1984 ;  ; Cu-Ni,Cu-Zn ; Unc ; 32 ; dsp ; 281 
 3487 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1985 ;  ; Cu-Ni,Cu-Zn ; Unc ; 25 ; dsp ; 261 
 3488 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1986 ;  ; Cu-Ni ; Unc ; 29 ; dsp ; 261 
 3489 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1987 ;  ; Cu-Ni ; Unc ; 13 ; dsp ; 261 
 3490 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 20 ; dsp ; 255 
 3491 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1989 ;  ; Cu-Ni ; Unc ; 24 ; dsp ; 261 
 3492 ; Набор монет Швеции: 5,1 крона, 50, 10 эре (4шт). Упаковка ; 1990 ;  ; Cu-Ni ; Unc ; 46 ; kgu ; 279 
 3493 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 1991 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 48 ; dsp ; 281 
 3494 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 1992 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 40 ; tss ; 281 
 3495 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 1993 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 19 ; dsp ; 281 
 3496 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 1994 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 36 ; dsp ; 219 
 3497 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 1995 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 62 ; Searcher ; 275 
 3498 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 2000 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 38 ; Searcher ; 273 
 3499 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 2001 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 33 ; Фома ; 280 
 3500 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 2003 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 25 ; D-503 ; 279 
 3501 ; Набор монет Швеции: 10, 5,1 крона, 50, 10 эре (5шт). Упаковка ; 2005 ;  ; Cu-Ni,Cu-Al-Zn ; Unc ; 40 ; dsp ; 281 
 3502 ; Набор монет Израиля: 1,1/2 лиры, 25,10,5,1 агорот (6шт). В пластиковой упаковке ; 1976 ;  ; Cu-Ni,Al ; AU ; 39 ; МНП68 ; 230 
 3403 ; 10 франков. Франция. Виктор Гюго ; 1958 ;  ; Al/Br ; XF+ ; 31 ; Юбер ; 108 
 3404 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 17 ; Фома ; 343 
 3405 ; 3 евро. Словения. Любляна-столица книга ; 2010 ;  ; Би/м ; AU ; 19 ; Ronald ; 191 
 3406 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 72 ; Ronald ; 183 
 3407 ; 2 евро. Люксембург ; 2010 ;  ; Би/м ; AU ; 14 ; Фома ; 239 
 3408 ; 2 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 19 ; Ronald ; 148 
 3409 ; 1/2 доллара. США ; 2011D ;  ; Cu-Ni ; AU ; 59 ; petpet ; 86 
 3410 ; 1/2 доллара. США ; 2011P ;  ; Cu-Ni ; AU ; 41 ; petpet ; 71 
 3411 ; 1/4 доллара. США. Национальный лес Маунд Худ ; 2010D ;  ; Cu-Ni ; AU ; 16 ; Tirkos ; 53 
 3412 ; 1/4 доллара. США. Национальный лес Маунд Худ ; 2010P ;  ; Cu-Ni ; AU ; 5 ; military ; 53 
 3413 ; 1/4 доллара. США. Национальный парк Геттисберг ; 2011D ;  ; Cu-Ni ; AU ; 2 ; petpet ; 40 
 3414 ; 1/4 доллара. США. Национальный парк Геттисберг ; 2011P ;  ; Cu-Ni ; AU ; 23 ; petpet ; 40 
 3415 ; 1/4 доллара. США. Национальный парк Глейшер ; 2011D ;  ; Cu-Ni ; AU ; 25 ; petpet ; 40 
 3416 ; 1/4 доллара. США. Национальный парк Глейшер ; 2011P ;  ; Cu-Ni ; AU ; 8 ; Tirkos ; 41 
 3417 ; 1/4 доллара. США. Национальный парк Виксбург ; 2011D ;  ; Cu-Ni ; AU ; 19 ; Tirkos ; 41 
 3418 ; 1/4 доллара. США. Национальный парк Виксбург ; 2011P ;  ; Cu-Ni ; AU ; 28 ; asparagus ; 41 
 3419 ; 1/4 доллара. США. Национальный парк Олимпик ; 2011D ;  ; Cu-Ni ; AU ; 19 ; petpet ; 40 
 3420 ; 1/4 доллара. США. Национальный парк Олимпик ; 2011P ;  ; Cu-Ni ; AU ; 28 ; Tirkos ; 41 
 3421 ; 1 пенни. Великобритания ; 1890 ;  ; Br ; F ; 17 ; С Урала ; 25 
 3422 ; 1/2 франка. Швейцария ; 2001 ;  ; Cu-Ni ; AU ; 27 ; petpet ; 82 
 3423 ; 5 прут. Израиль ; 1949 ;  ; Br ; VF ; 48 ; pvg ; 261 
 3424 ; 10 кэш. Китай. Провинция Гирин ; ND(1903) ;  ; Cu ; F-VF ; 39 ; smel ; 404 
 3425 ; 10 кэш. Китай. Провинция Хупен ; CD1906 ;  ; Cu ; VF ; 60 ; Northman ; 209 
 3426 ; 1 пе. Камбоджа ; ND (1847) ;  ; Cu ; F ; 18 ; mkm1968 ; 176 
 3427 ; 1 пе. Камбоджа ; ND (1880) ;  ; Cu ; VG ; 50 ; mkm1968 ; 308 
 3428 ; 20 кэш. Индия Штат Майсор ; 1840 ;  ; Cu ; VF- ; 39 ; mkm1968 ; 463 
 3429 ; 2 гирш. Египет (Османская империя). Абдул Хамид II ; 10/1293 ;  ; Ag ; VF ; 76 ; MDV ; 425 
 3430 ; 10 гирш. Египет (Османская империя). Мухаммад V ; 6/1327 ;  ; Ag ; F+ ; 39 ; MDV ; 418 
 3431 ; 20 пиастров. Египет (Британская оккупация) ; 1916 (1335) ;  ; Ag ; VF+ ; 43 ; patap100 ; 1846 
 3432 ; 1 куруш. Турция (Османская империя). Абдул Хамид II ; 27/1293 ;  ; Ag ; VF ; 56 ; andrew1977 ; 313 
 3433 ; 2 куруш. Турция (Османская империя). Абдул Хамид II ; 17/1293 ;  ; Ag ; VF- ; 69 ; priwet ; 290 
 3434 ; 1 мил. Палестина ; 1942 ;  ; Br ; VF ; 26 ; sikachai ; 105 
 3435 ; 5 мил. Палестина ; 1927 ;  ; Cu-Ni ; VF ; 34 ; pvg ; 438 
 3436 ; 1/4 риала. Марокко. Чекан Берлина ; 1321 ;  ; Ag ; VF+ ; 74 ; a9 ; 939 
 3437 ; 25 сантимов. Французский Тунис ; 1920 ;  ; Ni-Br ; VF ; 24 ; егор ; 219 
 3438 ; 50 сентаво. Португальская Ангола ; 1923 ;  ; Ni ; VF ; 41 ; pvg ; 714 
 3439 ; 1/10 пенни. Британская Западная Африка. Нигерия. Эдуард VII ; 1908 ;  ; Cu-Ni ; VF ; 48 ; егор ; 203 
 3440 ; 1 пенни. Британская Западная Африка. Георг VI. Деформация ; 1946 ;  ; Cu-Ni ; F-VF ; 3 ; егор ; 53 
 3441 ; 5 чентезимо. Италия. Сардиния ; 1826 ;  ; Cu ; F ; 13 ; dgekson ; 165 
 3442 ; 10 сантимов Франция (1-я Империя). Наполеон ; 1808W ;  ; Ag ; F ; 45 ; BAG ; 305 
 3443 ; 1 реал. Испания. Фердинанд VI ; 1751 ;  ; Ag ; F-VF ; 14 ; pvg ; 714 
 3444 ; 2 драхмы. Греция ; 1873A ;  ; Ag ; F-VF ; 29 ; zelya ; 714 
 3445 ; 1 кордоба. Никарагуа ; 1972 ;  ; Cu-Ni ; XF+ ; 15 ; BST ; 188 
 3446 ; 1/4 бальбоа. Панама ; 1966 ;  ; Cu-Ni/Cu ; VF- ; 5 ; EgSasha ; 53 
 3447 ; 25 центов. Тринидад и Тобаго ; 1971 ;  ; Cu-Ni ; VF ; 28 ; pvg ; 129 
 3448 ; 2 боливара. Венесуэла ; 1990 ;  ; Ni/St ; XF ; 58 ; a9 ; 101 
 3449 ; 1 пула. Ботсвана ; 1991 ;  ; Ni-Лат ; XF ; 67 ; AGM62 ; 85 
 3450 ; 1 песева. Гана ; 1967 ;  ; Br ; VF-/F-VF ; 39 ; asparagus ; 61 
 3451 ; 25 франков. Гвинея ; 1962 ;  ; Cu-Ni ; VF+ ; 68 ; pvg ; 362 
 3452 ; 10 экуле. Экваториальная Гвинея ; 1975 ;  ; Cu-Ni ; VF+ ; 61 ; patap100 ; 206 
 3353 ; 2 кроны. Дания. 60 лет королю ; 1930 ;  ; Ag ; XF ; 44 ; remetalk ; 985 
 3354 ; 2 кроны. Дания. На серебряную свадьбу ; 1923 ;  ; Ag ; XF ; 44 ; дитрих11 ; 1201 
 3355 ; 5 крон. Дания. На серебряную свадьбу ; 1960 ;  ; Ag ; AU ; 58 ; МихАрк ; 700 
 3356 ; 5 крон. Дания. На бракосочетание принцессы Анны-Марии ; 1964 ;  ; Ag ; AU ; 78 ; МихАрк ; 617 
 3357 ; 25 гурдов. Гаити ; 1975 ;  ; Ag ; AU ; 32 ; Mike! ; 683 
 3358 ; 1/2 доллара. США. Кеннеди ; 1966 ;  ; Ag ; AU ; 80 ; petpet ; 327 
 3359 ; 500 лир. Италия ; 1959 ;  ; Ag ; VF+ ; 40 ; Иа-Иа ; 306 
 3360 ; 2 кроны. Дания. 25 лет правления ; 1937 ;  ; Ag ; AU ; 54 ; hugo ; 1221 
 3361 ; 1 крона. Австрия ; 1914 ;  ; Ag ; XF+ ; 50 ; petpet ; 259 
 3362 ; 1 франк. Швйцария ; 1921 ;  ; Ag ; VF- ; 13 ; МихАрк ; 150 
 3363 ; 1 лира. Италия ; 1923 ;  ; Ni ; F-VF ; 21 ; 19Vlad72 ; 36 
 3364 ; 100 франков. Франция ; 1988 ;  ; Ag ; AU ; 63 ; МихАрк ; 837 
 3365 ; 2 кроны. Эстония. Крепость Томпеа ; 1930 ;  ; Ag ; VF+ ; 49 ; basmach ; 510 
 3366 ; 50 франков. Бельгия ; 1958 ;  ; Ag ; AU ; 50 ; Sky2 ; 492 
 3367 ; 10 драхм. Греция ; 1973 ;  ; Cu-Ni ; XF ; 37 ; a9 ; 120 
 3368 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF+ ; 23 ; Sky2 ; 261 
 3369 ; 100 йен. Япония. Олимпиада в Токио ; 1964 ;  ; Ag ; AU ; 81 ; олег45 ; 410 
 3370 ; 1 крона. Австрия. 60 лет правления ; 1908 ;  ; Ag ; XF ; 53 ; AGM62 ; 417 
 3371 ; 5 крон. Дания ; 1969 ;  ; Cu-Ni ; AU ; 24 ; a9 ; 144 
 3372 ; 1 крона. Дания ; 1915 ;  ; Ag ; VF-XF ; 83 ; pvg ; 908 
 3373 ; 1000 лева. Болгария. Святой Иоанн Рыльский ; 1996 ;  ; Ag ; Proof ; 44 ; барсик ; 1201 
 3374 ; 3 пенса. Великобриатния ; 1905 ;  ; Ag ; VF-XF ; 40 ; Павлов75 ; 381 
 3375 ; 5 центов. Канада ; 1920 ;  ; Ag ; VF ; 61 ; Евгений_075 ; 97 
 3376 ; 5 центов. Стрейтс-Сетлментс ; 1897 ;  ; Ag ; VF+ ; 38 ; ANNT4 ; 227 
 3377 ; 3 пенса. Австралия ; 1957 ;  ; Ag ; VF+ ; 57 ; petpet ; 93 
 3378 ; 10 пфеннигов. Германия. Нотгельд. Нойвид ; 1917 ;  ; Fe ; VF- ; 13 ; КостяVa ; 216 
 3379 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF- ; 23 ; andreyM ; 91 
 3380 ; 2 евро. Финляндия. 60 лет Декларации прав человека ; 2008 ;  ; Би/м ; AU ; 24 ; Attilla ; 195 
 3381 ; 2 евро. Финляндия. 200 лет Банку Финляндии ; 2011 ;  ; Би/м ; AU ; 18 ; Attilla ; 175 
 3382 ; 2 евро. Греция. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 31 ; vc57 ; 176 
 3383 ; 5 лева. Болгария ; 1941 ;  ; Fe ; F-VF ; 27 ; pvg ; 309 
 3384 ; 5 лит. Литва ; 1925 ;  ; Ag ; VF+ ; 34 ; andreyM ; 377 
 3385 ; 5 пфеннигов. Германия. 3-й рейх ; 1940А ;  ; Zn ; F ; 33 ; VladVK ; 1111 
 3386 ; 2 лита. Литва ; 1925 ;  ; Ag ; VF ; 34 ; vengriya ; 313 
 3387 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 20 ; валери ; 1000 
 3388 ; 100 франков. Бльгия ; 1951 ;  ; Ag ; XF- ; 35 ; delf ; 421 
 3389 ; 100 франков. Бльгия ; 1948 ;  ; Ag ; XF ; 60 ; a9 ; 665 
 3390 ; 50 франков. Бельгия ; 1960 ;  ; Ag ; AU ; 67 ; hugo ; 666 
 3391 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF- ; 26 ; vitapool ; 144 
 3392 ; 500 лир. Италия ; 1958 ;  ; Ag ; XF ; 81 ; Sky2 ; 493 
 3393 ; 1 лит. Литва ; 1925 ;  ; Ag ; VF+ ; 39 ; vengriya ; 138 
 3394 ; 2 лата. Латвия ; 1925 ;  ; Ag ; XF+ ; 21 ; 439 ; 312 
 3395 ; 1 крона. Южная Родезия ; 1953 ;  ; Ag ; XF ; 20 ; pvg ; 1769 
 3396 ; 20 франков. Бельгия ; 1934 ;  ; Ag ; AU ; 43 ; av ; 2360 
 3397 ; 250 франков. Бельгия ; 1976 ;  ; Ag ; AU ; 52 ; hugo ; 870 
 3398 ; 5 франков. Швейцария ; 1923 ;  ; Ag ; VF-XF ; 109 ; pvg ; 1306 
 3399 ; 1/2 кроны. Великобритания ; 1941 ;  ; Ag ; VF-XF ; 26 ; Makys ; 477 
 3400 ; 5 франков. Швейцария ; 1891 ;  ; Ag ; VF+ ; 94 ; Tche ; 4637 
 3401 ; 1 франк. Швейцария ; 1921 ;  ; Ag ; F-VF ; 77 ; Евгений_075 ; 159 
 3402 ; Монета. Австрия ? ; 1745 ;  ; Cu ; F+ ; 26 ; sikachai ; 192 
 3303 ; 1 франк. Бельгийское Конго ; 1944 ;  ; Al/Br ; VF- ; 15 ; pvg ; 101 
 3304 ; 1 чентезимо. Италия ; 1915 ;  ; Br ; XF- ; 35 ; pvg ; 204 
 3305 ; 1/12 шиллинга. Джерси ; 1937 ;  ; Br ; XF ; 81 ; Makys ; 176 
 3306 ; 1 сантим. Франция ; 1897 ;  ; Cu ; F-VF ; 63 ; andreyM ; 67 
 3307 ; 5 сентимов. Люксембург ; 1930 ;  ; Br ; VF+ ; 59 ; pvg ; 181 
 3308 ; 10 сентимов. Люксембург ; 1930 ;  ; Br ; VF- ; 18 ; asparagus ; 35 
 3309 ; 50 сентимо. Испания ; 1949 ;  ; Cu-Ni ; F-VF ; 8 ; Komod ; 27 
 3310 ; 10 франков. Саарленд ; 1954 ;  ; Al/Br ; XF ; 28 ; a9 ; 189 
 3311 ; 10 сентимов. Люксембург ; 1930 ;  ; Br ; F-VF ; 18 ; Mike! ; 29 
 3312 ; 2 сантима. Бельгия ; 1873 ;  ; Br ; VF+ ; 51 ; Юбер ; 120 
 3313 ; 1 цент. Нидерланды ; 1942 ;  ; Zn ; VF ; 42 ; buver ; 57 
 3314 ; 5 чентезимо. Италия ; 1922R ;  ; Br ; AU ; 77 ; a9 ; 254 
 3315 ; 2 пфеннига. Данциг ; 1926 ;  ; Br ; VF+ ; 80 ; MDV ; 408 
 3316 ; 1 фартинг. Великобритания ; 1938 ;  ; Br ; VF+ ; 44 ; olga42 ; 153 
 3317 ; 5 марок. ГДР, 20 лет ГДР ; 1969 ;  ; Ni-Br ; AU ; 34 ; EgSasha ; 150 
 3318 ; 1 сантим. Бельгия ; 1912 ;  ; Br ; VF+ ; 36 ; Northman ; 243 
 3319 ; 1 сантим. Бельгия ; 1912 ;  ; Br ; VF ; 23 ; DVZ ; 242 
 3320 ; 1/12 анны. Британская Индия ; 1895 ;  ; Br ; VF- ; 31 ; pvg ; 150 
 3321 ; 50 пфеннигов. Веймар ; 1924А ;  ; Al/Br ; XF ; 102 ; sidr ; 2946 
 3322 ; 2 скиллинга. Норвегия ; 1810 ;  ; Cu ; VF+ ; 51 ; dsp ; 570 
 3323 ; 1 пенни. Великобритания ; 1936 ;  ; Br ; VF+ ; 33 ; Павлов75 ; 204 
 3324 ; 50 сентимо. Венесуэлла ; 1954 ;  ; Ag ; VF-XF ; 27 ; pvg ; 591 
 3325 ; 10 центов. Канада ; 1943 ;  ; Ag ; F-VF ; 15 ; Евгений_075 ; 90 
 3326 ; 10 центов. Канада ; 1964 ;  ; Ag ; VF-XF ; 42 ; Евгений_075 ; 93 
 3327 ; 25 центов. Канада ; 1964 ;  ; Ag ; VF+ ; 50 ; Плейшнер ; 211 
 3328 ; 1/16 талера. Германия ?. М-1,58г ; 1675 ;  ; Ag ; F+ ; 51 ; МихАрк ; 489 
 3329 ; 5 франков. Франция. Вольтер ; 1994 ;  ; Cu-Ni ; XF ; 26 ; alskr ; 102 
 3330 ; 10 драхм. Греция ; 1968 ;  ; Cu-Ni ; VF ; 16 ; asparagus ; 51 
 3331 ; 1 боливар. Венесуэла ; 1954 ;  ; Ag ; VF ; 38 ; BAG ; 189 
 3332 ; 5 франков. Бельгия ; 1934 ;  ; Cu-Ni ; VF+ ; 25 ; av ; 42 
 3333 ; 3 марки. Эстония ; 1922 ;  ; Cu-Ni ; VF ; 26 ; pvg ; 255 
 3334 ; 2 гроша. Польша ; 1925 ;  ; Br ; VF- ; 25 ; ВМШ ; 476 
 3335 ; 1 пенни. Великобритания ; 1897 ;  ; Br ; VF- ; 29 ; sidr ; 302 
 3336 ; 1/4 анны. Британская Индия ; 1936 ;  ; Br ; VF- ; 7 ; 661827 ; 95 
 3337 ; 10 сантимов. Франция ; 1914 ;  ; Br ; VF ; 24 ; av ; 81 
 3338 ; 1 цент. США. Индеец ; 1890 ;  ; Br ; F-VF ; 32 ; vfuflfy49 ; 203 
 3339 ; 1/2 цента. Нидерланды ; 1886 ;  ; Br ; F-VF ; 18 ; vc57 ; 79 
 3340 ; 2 раппена. Швейцария ; 1930 ;  ; Br ; AU ; 25 ; vc57 ; 271 
 3341 ; 5 пфеннигов. Саксония ; 1869B ;  ; Br ; VF+ ; 101 ; кве ; 903 
 3342 ; 10 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; VF ; 35 ; Flagman ; 261 
 3343 ; 25 пфеннигов. Германия. Нотгельд. Кобленц ; 1921 ;  ; Fe ; VF- ; 21 ; gurtov ; 225 
 3344 ; 25 пфеннигов. Германия. Нотгельд. Аахен ; 1920 ;  ; Fe ; VF ; 10 ; andrew1977 ; 169 
