 3277 ; Бона иностранная ;  ;  ;  ;  ; 60 ; necator ; 143 
 443 ; 2 копейки ; 1766 ; ЕМ  ; Cu ; F+ ; 30 ; o.k. ; 306 
 444 ; 2 копейки ; 1766 ; ММ  ; Cu ; F+ ; 46 ; булгарин ; 351 
 445 ; 2 копейки ; 1772 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 126 ; булгарин ; 714 
 446 ; 2 копейки ; 1788 ; СПМ  ; Cu ; F-VF ; 46 ; lchernata ; 714 
 447 ; 2 копейки ; 1797 ; ЕМ  ; Cu ; F+ ; 6 ; chul66 ; 28 
 448 ; 2 копейки ; 1797 ; КМ  ; Cu ; F-VF ; 41 ; habenti ; 594 
 449 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; VF+ ; 73 ; o.k. ; 214 
 450 ; 2 копейки ; 1798 ; АМ  ; Cu ; F+ ; 47 ; chul66 ; 72 
 451 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; VF+ ; 88 ; o.k. ; 290 
 452 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F+ ; 17 ; chul66 ; 27 
 453 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F-VF ; 39 ; alnov ; 132 
 454 ; 2 копейки ; 181? ;  ; Cu ; F+ ; 16 ; jef688 ; 16 
 455 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F+ ; 12 ; jef688 ; 57 
 456 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F-VF ; 24 ; badiba-coin ; 114 
 457 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F+ ; 23 ; ved ; 32 
 458 ; 2 копейки ; 1811 ; КМ ПБ  ; Cu ; F-VF ; 20 ; lchernata ; 153 
 459 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; F ; 20 ; vanamo ; 25 
 460 ; 2 копейки ; 1811 ; СПБ МК  ; Cu ; VF+ ; 104 ; кабан ; 1475 
 461 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF ; 21 ; evgen72 ; 68 
 462 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF+ ; 64 ; 2007 ; 732 
 463 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F+ ; 18 ; gelind ; 67 
 464 ; 2 копейки ; 1812 ; КМ АМ  ; Cu ; F+ ; 4 ; alexandervolkov ; 104 
 465 ; 2 копейки ; 1812 ; СПБ ПС  ; Cu ; F-VF ; 13 ; alexandervolkov ; 83 
 466 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F+ ; 19 ; vanamo ; 29 
 467 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F ; 3 ; 2First ; 4 
 468 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F+ ; 4 ; DmA ; 48 
 469 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F ; 5 ; 2First ; 13 
 470 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; VF ; 37 ; eugraphus ; 126 
 471 ; 2 копейки ; 1814 ; КМ АМ  ; Cu ; F-VF ; 3 ; lchernata ; 105 
 472 ; 2 копейки ; 1815 ; КМ АМ  ; Cu ; VF- ; 62 ; solder13 ; 206 
 473 ; 2 копейки ; 1816 ; ЕМ НМ  ; Cu ; F+ ; 29 ; jef688 ; 37 
 474 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; F+ ; 17 ; chul66 ; 26 
 475 ; 2 копейки ; 1819 ; КМ АД  ; Cu ; F+ ; 4 ; Reichard ; 104 
 476 ; 2 копейки ; 1820 ; ЕМ НМ  ; Cu ; F+ ; 14 ; jef688 ; 14 
 477 ; 2 копейки ; 1821 ; ЕМ НМ  ; Cu ; F-VF ; 53 ; Даймлер ; 153 
 478 ; 2 копейки ; 1822 ; КМ АМ  ; Cu ; F+ ; 7 ; Reichard ; 153 
 479 ; 2 копейки ; 1823 ; КМ АМ  ; Cu ; F+ ; 11 ; Reichard ; 185 
 380 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF ; 57 ; chul66 ; 156 
 381 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF- ; 19 ; chul66 ; 165 
 382 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F-VF ; 62 ; chul66 ; 220 
 383 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF+ ; 39 ; Вася ; 567 
 384 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF+ ; 31 ; sinisha ; 357 
 385 ; 5 копеек ; 1778? ; ЕМ  ; Cu ; F-VF ; 45 ; chul66 ; 129 
 386 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF+ ; 32 ; o.k. ; 360 
 387 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F+ ; 29 ; jef688 ; 85 
 388 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF+ ; 13 ; ЕВС ; 401 
 389 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF- ; 7 ; skir ; 255 
 390 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; VF- ; 35 ; skir ; 286 
 391 ; 5 копеек ; 1783 ; ЕМ  ; Cu ; VF- ; 39 ; skir ; 255 
 392 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; VF- ; 53 ; skir ; 237 
 393 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; F-VF ; 32 ; alexandervolkov ; 306 
 394 ; 5 копеек ; 1786 ; ЕМ  ; Cu ; VF- ; 15 ; skir ; 286 
 395 ; 5 копеек ; 1787 ; ЕМ  ; Cu ; F-VF ; 47 ; chul66 ; 255 
 396 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF+ ; 20 ; кабан ; 363 
 397 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; F-VF ; 31 ; skir ; 255 
 398 ; 5 копеек ; 1788 ; СПМ  ; Cu ; F-VF ; 57 ; pete ; 691 
 399 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; F-VF ; 74 ; jef688 ; 153 
 400 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; VF- ; 64 ; o.k. ; 355 
 401 ; 5 копеек ; 1790 ; АМ  ; Cu ; F-VF ; 28 ; skir ; 510 
 402 ; 5 копеек ; 1791 ; ЕМ  ; Cu ; VF- ; 11 ; skir ; 293 
 403 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; VF-XF ; 27 ; Вася ; 550 
 404 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; VF- ; 43 ; Вася ; 304 
 405 ; 5 копеек ; 1793 ; ЕМ  ; Cu ; F-VF ; 35 ; o.k. ; 357 
 406 ; 5 копеек ; 1794 ; КМ  ; Cu ; F+ ; 37 ; dnepr1984 ; 399 
 407 ; 5 копеек ; 1795 ; ЕМ  ; Cu ; VF- ; 18 ; o.k. ; 405 
 408 ; 5 копеек ; 1804 ; ЕМ  ; Cu ; VF-XF ; 85 ; Глол ; 5001 
 409 ; 5 копеек ; 1804 ; ЕМ  ; Cu ; VF+ ; 74 ; Глол ; 5388 
 410 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; F-VF ; 22 ; chul66 ; 262 
 411 ; 5 копеек ; 1859 ; ЕМ  ; Cu ; VF ; 55 ; o.k. ; 668 
 412 ; 5 копеек ; 1863 ; ЕМ  ; Cu ; VF ; 30 ; Глол ; 3059 
 413 ; 5 копеек ; 1864 ; ЕМ  ; Cu ; VF ; 6 ; limon1976 ; 139 
 414 ; 5 копеек ; 1868 ; ЕМ  ; Cu ; F ; 8 ; alexandervolkov ; 114 
 415 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; VF-XF ; 15 ; limon1976 ; 1587 
 416 ; 5 копеек ; 1870 ; ЕМ  ; Cu ; F ; 36 ; alexandervolkov ; 48 
 417 ; 5 копеек ; 1871 ; ЕМ  ; Cu ; F-VF ; 30 ; alexandervolkov ; 108 
 418 ; 5 копеек ; 1872 ; ЕМ  ; Cu ; F ; 1 ; disman14 ; 45 
 419 ; 5 копеек ; 1875 ; ЕМ  ; Cu ; VF- ; 3 ; Роланд ; 500 
 420 ; 5 копеек ; 1876 ; СПБ  ; Cu ; VF+ ; 19 ; foma71 ; 2040 
 421 ; 5 копеек ; 1877 ; СПБ  ; Cu ; F-VF ; 15 ; o.k. ; 44 
 422 ; 5 копеек ; 1879 ; СПБ  ; Cu ; F ; 9 ; jef688 ; 10 
 423 ; 5 копеек ; 1880 ; СПБ  ; Cu ; F ; 1 ; disman14 ; 55 
 424 ; 5 копеек ; 1881 ; СПБ  ; Cu ; F+ ; 35 ; 542 ; 153 
 425 ; 3 копейки ; 1841 ; СПМ  ; Cu ; F+ ; 13 ; alexandervolkov ; 407 
 426 ; 3 копейки ; 1844 ; ЕМ  ; Cu ; VF ; 67 ; булгарин ; 551 
 427 ; 3 копейки ; 1857 ; ЕМ  ; Cu ; F ; 33 ; alexandervolkov ; 265 
 428 ; 3 копейки ; 1868 ; ЕМ  ; Cu ; F-VF ; 16 ; aleksius ; 153 
 429 ; 3 копейки ; 1872 ; ЕМ  ; Cu ; F-VF ; 18 ; solder13 ; 153 
 101 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 9 ; ABlack ; 156 
 102 ; 10 копеек ; 1916 ; ВС  ; Ag ; AU ; 6 ; niva ; 108 
 103 ; 10 копеек ; 1917 ; ВС  ; Ag ; AU ; 30 ; spektr ; 2542 
 104 ; 5 копеек ; 1756 ; СПБ  ; Ag ; VF ; 29 ; zorge10 ; 3053 
 105 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; VF+ ; 33 ; ЕВС ; 260 
 106 ; 5 копеек ; 1889 ; СПБ АГ  ; Ag ; XF+ ; 51 ; Даймлер ; 549 
 107 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF-XF ; 47 ; verazal ; 211 
 108 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF+ ; 48 ; surf2k5 ; 150 
 109 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF+ ; 84 ; fruktovay ; 189 
 110 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF ; 40 ; tavitrof ; 185 
 111 ; 5 копеек ; 1899 ; СПБ АГ  ; Ag ; XF- ; 82 ; ЕВС ; 197 
 112 ; 5 копеек ; 1900 ; СПБ ФЗ  ; Ag ; VF+ ; 109 ; ABlack ; 682 
 113 ; 5 копеек ; 1903 ; СПБ АР  ; Ag ; XF- ; 132 ; begun ; 520 
 114 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; VF-XF ; 33 ; begun ; 174 
 115 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 20 ; begun ; 578 
 116 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 13 ; nikitarus ; 386 
 117 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F+ ; 37 ; okotv ; 216 
 118 ; 5 грошей. Россия для Польши ; 1816-1832 ;  ; Ag ; F ; 37 ; o.k. ; 230 
 119 ; 2 марки ; 1870 ; S Финляндия  ; Ag ; VF+ ; 45 ; o.k. ; 1165 
 120 ; 1 марка ; 1865 ; S Финляндия  ; Ag ; VF+ ; 57 ; surf2k5 ; 744 
 121 ; 50 пенни ; 1892 ; L Финляндия  ; Ag ; VF-XF ; 58 ; okotv ; 456 
 122 ; 50 пенни ; 1914 ; S Финляндия  ; Ag ; AU ; 50 ; Максимус 1 ; 323 
 123 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 23 ; тир ; 375 
 124 ; 50 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; AU ; 41 ; ЕВС ; 334 
 125 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 47 ; necator ; 395 
 126 ; 25 пенни ; 1894 ; L Финляндия  ; Ag ; VF+ ; 7 ; U-145 ; 171 
 127 ; 25 пенни ; 1913 ; S Финляндия  ; Ag ; XF+ ; 18 ; o.k. ; 218 
 128 ; 25 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 31 ; nikitarus ; 216 
 129 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 44 ; nikitarus ; 189 
 130 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; VF ; 18 ; spektr ; 55 
 131 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 82 ; PVA13 ; 254 
 361 ; 5 копеек ; 1726 ; НД Дата снизу вверх  ; Cu ; F-VF ; 30 ; кабан ; 1168 
 362 ; 5 копеек ; 1727 ; НД Дата снизу вверх  ; Cu ; F-VF ; 38 ; кабан ; 1793 
 363 ; 5 копеек ; 1727 ; КД Одна из точек над кор.  ; Cu ; F-VF ; 48 ; Гурий ; 1734 
 364 ; 5 копеек ; 1730 ; МД Хвост широкий  ; Cu ; F-VF ; 29 ; xabib ; 1380 
 365 ; 5 копеек ; 1758 ;  ; Cu ; VF- ; 50 ; o.k. ; 357 
 366 ; 5 копеек (Ильин-1р) ; 1759 ; ММ  ; Cu ; VF- ; 28 ; vagvagvag ; 772 
 367 ; 5 копеек ; 1759 ;  ; Cu ; F ; 64 ; Larin ; 114 
 368 ; 5 копеек ; 1760 ;  ; Cu ; F+ ; 14 ; jef688 ; 294 
 369 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 51 ; o.k. ; 510 
 370 ; 5 копеек ; 1763 ; ЕМ  ; Cu ; F+ ; 34 ; chul66 ; 123 
 371 ; 5 копеек ; 1763 ; ММ  ; Cu ; F-VF ; 53 ; Reichard ; 849 
 372 ; 5 копеек ; 1763 ; СПМ  ; Cu ; F-VF ; 44 ; xabib ; 1603 
 373 ; 5 копеек ; 1763 ; СПМ  ; Cu ; VF- ; 74 ; dragonfly ; 1864 
 374 ; 5 копеек ; 1764 ; ММ  ; Cu ; VF- ; 54 ; o.k. ; 697 
 375 ; 5 копеек ; 1765 ; ЕМ  ; Cu ; F ; 34 ; chul66 ; 153 
 376 ; 5 копеек ; 1766 ; ЕМ  ; Cu ; VF- ; 17 ; VR62 ; 255 
 377 ; 5 копеек ; 1767 ; ЕМ  ; Cu ; VF- ; 26 ; alexandervolkov ; 279 
 378 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F-VF ; 29 ; evgen72 ; 261 
 379 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F-VF ; 25 ; chul66 ; 215 
 51 ; Полтина (Петров-2,5р) ; 1765 ; СПБ ЯI  ; Ag ; F-VF ; 44 ; kollega ; 10153 
 52 ; Полтина ; 1818 ; СПБ ПС  ; Ag ; F-VF ; 34 ; o.k. ; 1040 
 53 ; Полтина ; 1855 ; СПБ HI  ; Ag ; VF- ; 107 ; dnepr1984 ; 1247 
 54 ; Полтина. Заделано отверстие 6 часов ; 1859 ; СПБ ФБ  ; Ag ; F-VF ; 61 ; num ; 896 
 55 ; Полтина ; 1894 ; (АГ)  ; Ag ; F-VF ; 35 ; neft4 ; 1769 
 56 ; Полтина ; 1896 ; ( * )  ; Ag ; VF ; 29 ; SKV ; 461 
 57 ; Полтина ; 1897 ; ( * )  ; Ag ; VF- ; 59 ; SKV ; 424 
 58 ; Полтина ; 1897 ; ( * )  ; Ag ; VF ; 64 ; eugraphus ; 714 
 59 ; Полтина ; 1897 ; ( * )  ; Ag ; F-VF ; 123 ; o.k. ; 396 
 60 ; Полтина ; 1899 ; (АГ) АГ  ; Ag ; F-VF ; 79 ; chul66 ; 334 
 61 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; VF-XF ; 51 ; SKV ; 1213 
 62 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; F-VF ; 56 ; o.k. ; 423 
 63 ; 30 копеек-2 злотых ; 1835 ; MW Рус.-Пол.  ; Ag ; F-VF ; 51 ; neft4 ; 813 
 64 ; Полуполтинник. Заделано отверстие 12 часов ; 1751 ; ММД А  ; Ag ; F+ ; 3 ; evgenijzhuk ; 1500 
 65 ; Полуполтинник ; 1756 ; ММД МБ  ; Ag ; F-VF/VF- ; 33 ; пятак ; 2507 
 66 ; 25 копеек ; 1830 ; СПБ НГ  ; Ag ; VF- ; 38 ; nikitarus ; 1587 
 67 ; 25 копеек ; 1847 ; СПБ ПА  ; Ag ; VF-XF ; 77 ; kollega ; 2000 
 68 ; 25 копеек ; 1849 ; СПБ ПА  ; Ag ; VF- ; 58 ; eugraphus ; 1632 
 69 ; 25 копеек ; 1896 ; АГ  ; Ag ; VF/VF+ ; 71 ; nikitarus ; 1777 
 70 ; 20 копеек ; 1830 ; СПБ НГ  ; Ag ; F-VF ; 72 ; pete ; 1700 
 71 ; 20 копеек ; 1860 ; СПБ ФБ  ; Ag ; VF+ ; 78 ; est4o ; 482 
 72 ; 20 копеек ; 1863 ; СПБ АБ  ; Ag ; XF ; 118 ; max7421 ; 577 
 73 ; 20 копеек ; 1869 ; СПБ HI  ; Ag ; VF+ ; 45 ; solder13 ; 326 
 74 ; 20 копеек ; 1874 ; СПБ HI  ; Ag ; VF+ ; 44 ; Протестант ; 308 
 75 ; 20 копеек ; 1875 ; СПБ HI  ; Ag ; XF+ ; 9 ; max7421 ; 2040 
 76 ; 20 копеек ; 1904 ; СПБ АР  ; Ag ; VF ; 43 ; begun ; 91 
 77 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 15 ; begun ; 84 
 78 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 95 ; max7421 ; 1009 
 79 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 79 ; zerkalozemli ; 333 
 80 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 37 ; jef688 ; 60 
 81 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 61 ; Конрос бид 32 ; 561 
 82 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 3 ; begun ; 194 
 83 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 55 ; IrinaM ; 350 
 84 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 6 ; GNOM11 ; 71 
 85 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 6 ; nikitarus ; 105 
 86 ; 20 копеек ; 1916 ; ВС  ; Ag ; AU ; 71 ; IrinaM ; 350 
 87 ; 15 копеек ; 1861 ; СПБ  ; Ag ; VF-XF ; 38 ; bolex ; 549 
 88 ; 15 копеек ; 1884 ; СПБ АГ  ; Ag ; XF+ ; 135 ; max7421 ; 2593 
 89 ; 15 копеек ; 1901 ; СПБ ФЗ  ; Ag ; VF- ; 70 ; Конрос бид 32 ; 350 
 90 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; XF+ ; 91 ; sergfokin ; 2154 
 91 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 2 ; disman14 ; 160 
 92 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 12 ; GOLDWIZARD ; 59 
 93 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF ; 39 ; GNOM11 ; 90 
 94 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 3 ; SKV ; 114 
 95 ; 15 копеек ; 1916 ; ВС  ; Ag ; AU ; 35 ; zerkalozemli ; 222 
 96 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 10 ; Даймлер ; 969 
 97 ; 15 копеек ; 1917 ; ВС  ; Ag ; AU ; 42 ; bolex ; 2854 
 98 ; 10 копеек ; 1821 ; СПБ ПД  ; Ag ; F-VF ; 51 ; begun ; 563 
 99 ; 10 копеек ; 1861 ; СПБ  ; Ag ; XF ; 83 ; zerkalozemli ; 816 
 100 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; F-VF ; 27 ; GNOM11 ; 53 
 1 ; 15 рублей ; 1897 ; "(АГ) За обрез шеи заходит ""О ; Au ; AU ; 68 ; кашира ; 47617 
 2 ; 10 рублей ; 1901 ; (АР) АГ  ; Au ; AU ; 57 ; borism ; 22667 
 3 ; 10 рублей ; 1902 ; (АР) АГ  ; Au ; AU/XF+ ; 19 ; dog009 ; 28098 
 4 ; 10 рублей ; 1911 ; (ЭБ) АГ  ; Au ; AU ; 38 ; kat24 ; 19129 
 5 ; 7руб.50 коп. ; 1897 ; (АГ)  ; Au ; VF- ; 46 ; kolobokoff ; 16132 
 6 ; 5 рублей ; 1898 ; (АГ)  ; Au ; AU ; 3 ; северок ; 7500 
 7 ; 5 рублей ; 1900 ; (ФЗ)  ; Au ; AU ; 3 ; kat24 ; 7650 
 8 ; 5 рублей ; 1901 ; (ФЗ)  ; Au ; XF+ ; 6 ; Конрос бид 32 ; 8120 
 9 ; 20 марок ; 1904 ; L Финляндия  ; Au ; AU ; 22 ; нумизмат ; 16320 
 10 ; 20 марок ; 1912 ; S Финляндия  ; Au ; AU ; 32 ; dog009 ; 28408 
 11 ; 20 марок ; 1913 ; S Финляндия  ; Au ; AU ; 136 ; kat24 ; 15485 
 12 ; Рубль (Петров-15р) ; 1737 ;  ; Ag ; F-VF ; 13 ; cortes ; 18637 
 13 ; Рубль (Петров-2,5р) ; 1738 ;  ; Ag ; VF/VF+ ; 12 ; Фома ; 13260 
 14 ; Рубль (Петров-2,5р). Заделано отверстие 12 часов ; 1755 ; СПБ ЯI BS  ; Ag ; F-VF ; 159 ; evgenijzhuk ; 6666 
 15 ; Рубль (Петров-2,5р). Заделано отверстие 12 часов ; 1768 ; СПБ СА TI  ; Ag ; F-VF ; 140 ; Михалыч ; 2081 
 16 ; Рубль (Петров-2,5р) ; 1769 ; СПБ СА TI  ; Ag ; F-VF ; 79 ; o.k. ; 3243 
 17 ; Рубль ; 1772 ; СПБ АШ TI  ; Ag ; VF+ ; 46 ; Фома ; 7244 
 18 ; Рубль ; 1780 ; СПБ ИЗ  ; Ag ; VF ; 76 ; пятак ; 14035 
 19 ; Рубль (Петров-2,5р) ; 1802 ; СПБ АИ  ; Ag ; F/F+ ; 34 ; xrustik ; 3570 
 20 ; Рубль ; 1809 ; СПБ МК  ; Ag ; VF-XF ; 59 ; alexiy2 ; 36414 
 21 ; Рубль ; 1813 ; СПБ ПС  ; Ag ; VF- ; 36 ; o.k. ; 2392 
 22 ; Рубль (Петров-1,5р) ; 1817 ; СПБ ПС  ; Ag ; VF- ; 16 ; a11174 ; 1938 
 23 ; Рубль ; 1818 ; СПБ ПС  ; Ag ; VF ; 10 ; easter2 ; 2388 
 24 ; Рубль ; 1819 ; СПБ ПС  ; Ag ; VF+ ; 70 ; a11174 ; 4429 
 25 ; Рубль ; 1831 ; СПБ НГ  ; Ag ; VF- ; 101 ; PVA13 ; 3078 
 26 ; Рубль ; 1834 ; СПБ НГ  ; Ag ; VF+ ; 61 ; KVit68 ; 5151 
 27 ; Рубль ; 1834 ; """На открытие Александровской ; Ag ; VF-XF ; 33 ; cortes ; 57540 
 28 ; Рубль ; 1843 ; СПБ АЧ  ; Ag ; VF-XF ; 45 ; рыбак ; 5500 
 29 ; Рубль ; 1844 ; СПБ КБ  ; Ag ; VF+ ; 24 ; рыбак ; 6630 
 30 ; Рубль ; 1872 ; СПБ HI  ; Ag ; VF-/F-VF ; 87 ; рыбак ; 8160 
 31 ; Рубль ; 1878 ; СПБ НФ  ; Ag ; VF+ ; 23 ; alexiy2 ; 6100 
 32 ; Рубль ; 1880 ; СПБ НФ  ; Ag ; VF ; 71 ; Gatchina ; 9282 
 33 ; Рубль ; 1891 ; (АГ)  ; Ag ; F-VF ; 87 ; a11174 ; 2146 
 34 ; Рубль ; 1892 ; (АГ)  ; Ag ; F-VF ; 31 ; AAE2006 ; 2348 
 35 ; Рубль ; 1892 ; (АГ)  ; Ag ; F-VF ; 104 ; disman14 ; 2535 
 36 ; Рубль ; 1893 ; (АГ)  ; Ag ; F-VF ; 15 ; avtondil ; 2334 
 37 ; Рубль ; 1894 ; (АГ)  ; Ag ; VF- ; 24 ; ЕВС ; 2973 
 38 ; Рубль ; 1896 ; (АГ)  ; Ag ; VF-XF ; 72 ; макс ; 3264 
 39 ; Рубль ; 1897 ; ( ** )  ; Ag ; VF- ; 47 ; foma71 ; 1299 
 40 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF+ ; 71 ; SKV ; 1133 
 41 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF ; 44 ; саша231 ; 913 
 42 ; Рубль ; 1898 ; ( ** )  ; Ag ; VF- ; 64 ; саша231 ; 929 
 43 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF ; 46 ; Mikola_1 ; 895 
 44 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF ; 74 ; Максимус 1 ; 724 
 45 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF+ ; 61 ; rbcrf ; 828 
 46 ; Рубль ; 1901 ; (ФЗ)  ; Ag ; VF+ ; 35 ; cortes ; 4580 
 47 ; Рубль ; 1912 ; (ЭБ)  ; Ag ; VF+ ; 52 ; Reichard ; 3941 
 48 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF ; 15 ; tirop ; 4900 
 49 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF- ; 39 ; Reichard ; 5088 
 50 ; 3/4 рубля-5 злотых ; 1837 ; НГ Рус.-Пол.  ; Ag ; F-VF ; 44 ; Михалыч ; 2036 
