 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 2312 ; Лот монет СССР: 3 коп (6шт) ; 1926-1953 ;  ; Br ; F/F-VF ; 17 ; Епалыч ; 50 
 2313 ; Лот монет СССР: 3,2 коп (11шт) ; 1928-1970 ;  ; Br,Cu-Zn ; F/VF- ; 21 ; jef688 ; 32 
 2314 ; Лот монет СССР (4шт): 3к,2к,1к ; 1941,1945,1848 ;  ; Br ; F+/VF- ; 61 ; Donald ; 416 
 2315 ; Лот монет СССР: 2 копейки (15шт) ; 1926-1948 ;  ; Br ; F+/VF+ ; 33 ; 4433ht ; 409 
 2316 ; Лот монет СССР: 2 коп (11шт) ; 1926-1983 ;  ; Br,Cu-Zn ; F+/F-VF ; 46 ; jef688 ; 65 
 2317 ; Лот монет СССР (3шт): 2 копейки ; 1926,1926,1946 ;  ; Br ; F-VF/VF- ; 7 ; Andrak ; 44 
 2318 ; Лот монет СССР: 2 копейки (9шт) ; 1926-1957 ;  ; Br ; F-VF/VF ; 7 ; first ; 72 
 2319 ; Лот монет СССР: 2 коп (3шт) ; 1936-1940 ;  ; Br ; VF/VF+ ; 15 ; BVN-2 ; 35 
 2320 ; Лот монет СССР: 2 коп (11шт) ; 1931-1986 ;  ; Br,Cu-Zn ; F+/F-VF ; 57 ; Smit ; 81 
 2321 ; Лот монет СССР: 2 коп (9шт) ; 1977-1991 ;  ; Cu-Zn ; VF/XF ; 12 ; Dom Perignon ; 16 
 2322 ; Лот монет СССР: 2,1 коп (3шт) ; 1924 ;  ; Cu ; F/F-VF ; 43 ; BVN-2 ; 55 
 2323 ; Лот монет СССР: 1 коп (2шт) ; 1924 ;  ; Cu ; F/F+ ; 14 ; Puchic ; 22 
 2324 ; Лот монет СССР (6шт): 1 копейка ; 1928-1949 ;  ; Br ; F+/VF- ; 45 ; akula ; 92 
 2325 ; Лот монет СССР (3шт): 1 копейка ; 1953,1954,1956 ;  ; Br ; VF/XF- ; 32 ; N17 ; 32 
 2326 ; Лот монет СССР: 1 коп (9шт) ; 1980-1991 ;  ; Cu-Zn ; XF/AU ; 7 ; Danila-56 ; 36 
 2327 ; Лот монет СССР: 20 коп (6шт) ; 1948-1957 ;  ; Ni ; F+/XF ; 7 ; BVN-2 ; 35 
 2328 ; Лот монет СССР: 15,10 коп (9шт) ; 1931-1957 ;  ; Ni ; F/VF-XF ; 27 ; Puchic ; 95 
 2329 ; Лот монет СССР: 3 коп (5шт) ; 1930-1940 ;  ; Br ; F/VF+ ; 27 ; jef688 ; 53 
 2330 ; Лот монет Банка России: 100,50,10 руб (4шт) ; 1993 ;  ; Cu-Ni,Cu-Z ; XF-/AU ; 2 ; zsv ; 3 
 2331 ; Набор монет + 10 рублей (55 лет победы) ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni,Би/м ; VF-XF/XF+ ; 16 ; jimmysu ; 114 
 2332 ; Набор монет + 2 рубля Гагарин (2шт) + Москва 10шт ; 2000,2001 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; AU ; 26 ; ДерсуУзала ; 183 
 2333 ; Лот монет Банка России: 2,1 руб (9шт) ; 1999,2001 ;  ; Cu-Ni ; VF-XF/XF ; 56 ; asdtyu ; 180 
 2334 ; Лот монет Банка России: 2,1 руб (9шт) ; 1999,2001 ;  ; Cu-Ni ; XF-/XF+ ; 46 ; DmitryA ; 203 
 2335 ; Лот монет Банка России (3шт): 2р Гагарин (ЛМД, ММД)+1 р СНГ ; 2001 ;  ; Cu/Ni ; XF-/AU ; 46 ; astronom ; 123 
 2336 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ;  ; VF/XF ; 36 ; DVZ ; 108 
 2337 ; Лот монет Банка России (8шт): 2 рубля "Города-герои"+2р Гагарин ; 2000,2001 ;  ; Cu/Ni ; VF-XF/XF+ ; 51 ; romario2 ; 163 
 2338 ; Лот монет Банка России: 2,1 руб (10 лет СНГ, Гагарин, Пушкин) 3шт ; 1999,2001 ;  ; Cu-Ni ; XF-/XF ; 21 ; Следопыт ; 145 
 2339 ; Лот монет Банка России: 2,1 руб, 50 коп (8шт) ; 1999 ;  ; Cu-Ni,Cu-Z ; VF+/XF ; 44 ; DmitryA ; 306 
 2340 ; Лот монет СССР и Банка России: 100,50,20,10,5,1 руб, 50 коп (15шт) ; 1991-1993 ;  ; Би/м,Cu-Ni ; XF/AU ; 35 ; Sandello ; 114 
 2341 ; Лот монет Банка России: 10 рублей (Красная книга. Амурский тигр и Среднеазиатская кобра) 2шт ; 1992 ;  ; Би/м ; AU ; 118 ; alener ; 1111 
 2342 ; Лот монет Банка России " Министерства"+Гагарин+55 лет Победы (4шт): 10 рублей ; 2000-2002 ;  ; Би/м ; VF/XF- ; 13 ; SERG53 ; 46 
 2343 ; Лот монет Банка России: 10 рублей (Древние города, РФ, 55 и 60 лет победы, Министерства, Гагарин) 16шт ; 2000-2009 ;  ; Би/м ; XF/AU ; 34 ; кошак ; 373 
 2344 ; Лот монет Банка России (7шт): 10 рублей (Министерства) ; 2002 ;  ; Би/м ; AU ; 59 ; 4433ht ; 226 
 2345 ; Лот монет Банка России (Древние города): 10 рублей (5шт) ; 2002-2009 ;  ; Би/м ; XF/AU ; 47 ; jimmysu ; 153 
 2346 ; Лот монет Банка России (Министерства): 10 рублей (7шт) ; 2002 ;  ; Би/м ; AU ; 108 ; SKV ; 324 
 2347 ; Лот монет Банка России (9шт): 10 рублей ; 2002-2010 ;  ; Би/м ; XF+/AU ; 37 ; Sky2 ; 291 
 2348 ; Лот монет Банка России  "Древние города" (4шт): 10 рублей ; 2004-2005 ;  ; Би/м ; VF+/XF ; 37 ; jimmysu ; 75 
 2349 ; Лот монет Банка России  "Республики и области" (9шт): 10 рублей ; 2005-2009 ;  ; Би/м ; VF+/XF+ ; 29 ; dmytrylat ; 100 
 2350 ; Лот монет Банка России (4шт) : 10 рублей (Гдов, Приозерск, Белгород, Кабардино-Балкарская Республика) ; 2006-2008СПМД,ММД ;  ; Би/м ; AU ; 34 ; DmitryA ; 164 
 2351 ; Лот монет Банка России (Древние города России): 10 рублей (7шт) ; 2007-2009 ;  ; Би/м ; XF/AU ; 16 ; кошак ; 165 
 2352 ; Лот монет Банкаа России (4шт):  Кировская область, Республика Коми, Еврейская АО, Великий Новгород ; 2009 ;  ; Би/м ; AU ; 10 ; SKV ; 125 
 2353 ; Лот юбилейных монет Банка России(4шт): 10 рублей (Республика Коми, Кировская обл, Еврейская Автономная обл, Великий Новгород) ; 2009СПМД ;  ; Би/м ; AU ; 30 ; SKV ; 181 
 2354 ; Лот юбилейных монет Банка России(4шт): 10 рублей (Республика Коми, Кировская обл, Еврейская Автономная обл, Великий Новгород) ; 2009СПМД ;  ; Би/м ; AU ; 15 ; dmytrylat ; 114 
 2355 ; Лот монет Банка России(2шт): 10 рублей(Чеченская Республика, Ямало-Ненецкий АО) ; 2010СПМД ;  ; Би/м ; AU ; 79 ; E.C. ; 2023 
 2356 ; Лот монет Банка России (Серии: РФ, Древние города, Всероссийская перепись населения): 10 рублей (7шт) ; 2010 ;  ; Би/м ; AU ; 84 ; маркел ; 1515 
 2373 ; Соверен. Великобритания. М-8,00гр ; 1907 ;  ; Au ; XF/AU ; 29 ; marinin70 ; 11580 
 2374 ; 40 франков. Франция. М-12,90гр ; 1811 ;  ; Au ; VF+ ; 21 ; marinin70 ; 19221 
 2375 ; 20 франков. Франция. М-6,43гр ; 1811А ;  ; Au ; VF+ ; 16 ; toto ; 9616 
 2376 ; 10 франков. Франция. М-3,22гр ; 1859А ;  ; Au ; XF- ; 55 ; toto ; 4823 
 2377 ; 20 франков. Швейцария. М-6,44г ; 1904 ;  ; Au ; AU ; 26 ; marinin70 ; 8438 
 2262 ; Лот монет СССР: 1 рубль, 50 коп (7шт) ; 1964-1987 ;  ; Cu-Ni ; VF+/XF ; 8 ; Gold_42 ; 35 
 2263 ; Лот памятных монет СССР: 1 рубль (3шт) ; 1981,1982,1985 ;  ; Cu-Ni ; XF/AU ; 48 ; Germanfox ; 300 
 2264 ; Лот монет СССР: 50 коп (6шт) ; 1964-1985 ;  ; Cu-Ni ; XF/XF+ ; 5 ; Gold_42 ; 41 
 2265 ; Лот монет СССР: 50 коп (10шт) ; 1964-1985 ;  ; Cu-Ni ; VF/VF+ ; 5 ; Gold_42 ; 51 
 2266 ; Лот монет СССР (5шт): 50 копеек ; 1964-1986 ;  ; Cu/Ni ; VF ; 11 ; kb-antil77 ; 50 
 2267 ; Лот монет СССР: 50 коп (6шт) ; 1966-1979 ;  ; Cu-Ni ; VF+/XF+ ; 11 ; SERG53 ; 100 
 2268 ; Лот монет СССР: 50,20,10 коп (7шт) ; 1974-1986 ;  ; Cu-Ni ; XF-/XF ; 6 ; asdtyu ; 19 
 2269 ; Лот монет СССР: 50,20,15,10 коп (14шт) ; 1932-1967 ;  ; Cu-Ni,Ni ; F+/F-VF ; 26 ; SERG53 ; 33 
 2270 ; Лот  монет СССР: 50,2,1 коп (4шт) ; 1963-1975 ;  ; Cu-Ni,Cu-Z ; VF/VF-XF ; 8 ; SERG53 ; 11 
 2271 ; Лот  монет СССР: 50,5 коп (3шт) ; 1964,1976,1977 ;  ; Cu-Ni,Cu-Z ; VF/XF- ; 7 ; asdtyu ; 8 
 2272 ; Лот монет СССР (7шт): 20 копеек (Л/с шт 3копейки) ; 1980-1986 ;  ; Cu-Ni ; VF+/VF-XF ; 81 ; vborisevich1 ; 128 
 2273 ; Лот монет СССР: 20 копеек (14шт) ; 1946-1957 ;  ; Ni ; VF-/VF ; 33 ; TECHNO ; 143 
 2274 ; Лот монет СССР: 20 копеек (12шт) ; 1946-1957 ;  ; Ni ; VF-/VF+ ; 15 ; Епалыч ; 94 
 2275 ; Лот монет СССР: 20 копеек (3шт) ; 1961, 1962, 1978 ;  ; Cu-Ni ; XF/XF+ ; 4 ; whitechapel ; 5 
 2276 ; Лот монет СССР: 20,15,10 коп (6шт) ; 1931-1957 ;  ; Ni ; F/F-VF ; 55 ; Puchic ; 101 
 2277 ; Лот монет СССР: 20,15,10 коп (11шт) ; 1957-1991 ;  ; Cu-Ni,Ni ; VF/XF ; 10 ; 439 ; 19 
 2278 ; Лот монет СССР (7шт): 20к,15к,10к ; 1923-1929 ;  ; Ag ; VF- ; 9 ; alex550 ; 306 
 2279 ; Лот монет СССР: 20,15 коп (6шт) ; 1931-1952 ;  ; Ni ; F+/VF- ; 54 ; Puchic ; 116 
 2280 ; Лот монет СССР: 20,10,5,1 коп (12шт) ; 1957-1991 ;  ; Cu-Zn,Cu-N ; VF/XF ; 12 ; 439 ; 16 
 2281 ; Лот монет СССР: 20,10 коп (7шт) ; 1957-1983 ;  ; Cu-Ni,Ni ; VF-XF/XF- ; 7 ; Dom Perignon ; 11 
 2282 ; Лот монет СССР: 20,5,3 коп (3шт) ; 1930,1938 ;  ; Ni,Br ; F+/F-VF ; 19 ; Епалыч ; 20 
 2283 ; Лот монет СССР (7шт): 20к,15к ; 1946-1957 ;  ; Ni ; VF-/VF ; 18 ; asdtyu ; 39 
 2284 ; Лот монет СССР: 15 копеек (10шт) ; 1946-1957 ;  ; Ni ; VF/VF-XF ; 11 ; TECHNO ; 114 
 2285 ; Лот монет СССР: 15 копеек (10шт) ; 1946-1957 ;  ; Ni ; F-VF/VF- ; 22 ; jef688 ; 114 
 2286 ; Лот монет СССР: 15 копеек (10шт) ; 1948-1957 ;  ; Ni ; VF-/VF+ ; 60 ; jef688 ; 105 
 2287 ; Лот монет СССР: 15 копеек (10шт) ; 1948-1957 ;  ; Ni ; VF-/VF+ ; 37 ; Епалыч ; 114 
 2288 ; Лот монет СССР: 15,10 коп (7шт) ; 1961-1991 ;  ; Cu-Ni ; XF/AU ; 3 ; Dom Perignon ; 12 
 2289 ; Лот монет СССР: 15 копеек (3шт) ; 1961, 1962, 1977 ;  ; Cu-Ni ; XF-/XF+ ; 1 ; SERG53 ; 2 
 2290 ; Лот монет СССР (3шт): 10 копеек ; 1946,1948,1957 ;  ; Ni ; VF/VF-XF ; 47 ; TECHNO ; 57 
 2291 ; Лот монет СССР: 10 копеек (15шт) ; 1949-1957 ;  ; Ni ; VF/VF-XF ; 32 ; jef688 ; 117 
 2292 ; Лот монет СССР: 10 копеек (15шт) ; 1949-1957 ;  ; Ni ; VF-/VF+ ; 13 ; Епалыч ; 72 
 2293 ; Лот монет СССР (4шт): 10 копеек ; 1935-1956 ;  ; Ni ; F+/VF- ; 13 ; Puchic ; 34 
 2294 ; Лот монет СССР: 5,2,1 коп (3шт) ; 1924 ;  ;  ; F ; 5 ; bragfe ; 45 
 2295 ; Лот монет СССР: 5,3,1 коп (23шт) ; 1971-1991 ;  ; Cu-Zn ; VF-XF/XF ; 18 ; asdtyu ; 21 
 2296 ; Лот монет СССР (4шт): 5 копеек ; 1930-1948 ;  ; Br ; VG/F ; 44 ; za-via ; 472 
 2297 ; Лот монет СССР: 5,1 коп (9шт) ; 1989,1991 ;  ; Cu-Zn ; VF-XF/XF ; 4 ; Dom Perignon ; 15 
 2298 ; Лот монет СССР: 5 коп (4шт) ; 1946-1957 ;  ; Br ; F/F-VF ; 7 ; za-via ; 31 
 2299 ; Лот монет СССР (3шт): 5к,3к,2к ; 1931 ;  ; Br ; F-VF/VF ; 2 ; Puchic ; 51 
 2300 ; Лот монет СССР (3шт): 5к,3к,2к ; 1932 ;  ; Br ; F+/VF- ; 8 ; Smit ; 91 
 2301 ; Лот монет СССР (3шт): 5к,3к,2к ; 1946 ;  ; Br ; VF-/VF ; 2 ; Puchic ; 57 
 2302 ; Лот монет СССР: 5 коп (8шт) ; 1930-1988 ;  ; Br,Cu-Zn ; F+/VF+ ; 15 ; Smit ; 125 
 2303 ; Лот монет СССР (3шт): 5к,3к,2к ; 1956 ;  ; Br ; F/VF ; 6 ; Puchic ; 35 
 2304 ; Лот монет СССР (3шт): 5к,3к,2к ; 1955 ;  ; Br ; F-VF/VF- ; 8 ; Puchic ; 37 
 2305 ; Лот монет СССР (2шт): 10 копеек ; 1928,1929 ;  ; Ag ; F-VF ; 8 ; ramik321 ; 114 
 2306 ; Лот монет СССР (3шт): 5к,3к,2к ; 1926 ;  ; Br ; F/FV-F ; 4 ; ship-nik ; 57 
 2307 ; Лот монет СССР (3шт): 5к,3к,2к ; 1930 ;  ; Br ; F+/VF- ; 6 ; Puchic ; 36 
 2308 ; Лот монет СССР: 3 коп (6шт) ; 1930-1957 ;  ; Br ; F-VF/VF- ; 20 ; jef688 ; 31 
 2309 ; Лот монет СССР: 3 коп (10шт) ; 1931-1985 ;  ; Br,Cu-Zn ; F+/F-VF ; 24 ; Dom Perignon ; 23 
 2310 ; Лот монет СССР (7шт): 3 копейки ; 1928-1957 ;  ; Br ; F+/VF- ; 15 ; Andrak ; 114 
 2311 ; Лот монет СССР: 3 коп (6шт) ; 1930-1955 ;  ; Br ; VF-/VF ; 3 ; 12345lal ; 45 
 2212 ; 3 копейки ; 1931 ;  ; Br ; VF- ; 30 ; Danila-56 ; 31 
 2213 ; 2 копейки ; 1931 ;  ; Br ; VF- ; 28 ; AlexFil ; 34 
 2214 ; 5 копеек ; 1931 ;  ; Br ; VF ; 10 ; dbieh ; 153 
 2215 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 10 ; W001 ; 201 
 2216 ; 3 копейки ; 1940 ;  ; Br ; AU ; 29 ; 439 ; 914 
 2217 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; VF+ ; 26 ; 12345lal ; 30 
 2218 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF+ ; 11 ; zsv ; 12 
 2219 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 4 ; DVZ ; 57 
 2220 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 53 ; W001 ; 204 
 2221 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 30 ; kozerog ; 40 
 2222 ; 5 копеек ; 1949 ;  ; Br ; F-VF ; 7 ; AlexFil ; 34 
 2223 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; FV-F ; 3 ; Andrak ; 33 
 2224 ; 1 копейка ; 1929 ;  ; Br ; FV-F ; 23 ; IGA99 ; 246 
 2225 ; 1 копейка ; 1931 ;  ; Br ; VF- ; 24 ; AlexFil ; 51 
 2226 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Z ; AU ; 80 ; QSCl ; 774 
 2227 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Z ; XF ; 5 ; гвен ; 55 
 2228 ; 100 рублей ; 1993 ; ЛМД Белый металл ; Cu-Ni ; XF ; 3 ; 542 ; 48 
 2229 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993ЛМД ;  ; Би/м ; AU ; 27 ; 1982 ; 318 
 2230 ; 50 рублей. Красная книга. Черноморская афалина ; 1993ЛМД ;  ; Би/м ; AU ; 22 ; Shurlamp ; 305 
 2231 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993ЛМД ;  ; Би/м ; AU ; 10 ; Shurlamp ; 305 
 2232 ; 50 рублей. Красная книга. Гималайский медведь ; 1993ЛМД ;  ; Би/м ; AU ; 22 ; Shurlamp ; 305 
 2233 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993ЛМД ;  ; Би/м ; AU ; 22 ; Shurlamp ; 305 
 2234 ; 50 рублей. Красная книга. Сапсан ; 1994ЛМД ;  ; Би/м ; AU ; 48 ; kott ; 510 
 2235 ; 50 рублей. Красная книга. Зубр ; 1994ЛМД ;  ; Би/м ; AU ; 63 ; SKV ; 612 
 2236 ; 50 рублей. Красная книга. Фламинго ; 1994ЛМД ;  ; Би/м ; AU ; 64 ; SKV ; 612 
 2237 ; 50 рублей. Красная книга. Песчаный слепыш ; 1994ЛМД ;  ; Би/м ; AU ; 40 ; 1982 ; 625 
 2238 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992ЛМД ;  ; Би/м ; AU ; 46 ; romario2 ; 1000 
 2239 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992ЛМД ;  ; Би/м ; XF+ ; 31 ; romario2 ; 377 
 2240 ; 10 рублей. Красная книга. Амурский тигр ; 1992ЛМД ;  ; Би/м ; AU ; 26 ; romario2 ; 1020 
 2241 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 5 ; jimmysu ; 367 
 2242 ; 5 рублей. Красная книга. Рыбный филин ; 1991ЛМД ;  ; Би/м ; AU ; 41 ; romario2 ; 204 
 2243 ; 5 рублей. Красная книга. Виноторогий козел ; 1991ЛМД ;  ; Би/м ; AU ; 45 ; romario2 ; 201 
 2244 ; 5 рублей. Красная книга. Рыбный филин ; 1991ЛМД ;  ; Би/м ; AU ; 6 ; kott ; 318 
 2245 ; Лот памятных монет СССР "Игры XXII Олимпиады": 6шт. Пластиковая упаковка ; 1977-1980 ;  ; Cu-Ni ; Unc/AU ; 179 ; vladzory ; 1133 
 2246 ; Лот памятных монет СССР (Фестиваль, Год мира, 40 лет победы ВОВ): 3шт. Пластиковая упаковка ; 1985,1986 ;  ; Cu-Ni ; Proof ; 103 ; SKV ; 2861 
 2247 ; Годовой набор монет "50 лет Советской": 1 рубль, 50,20,15,10 коп (5шт) + жетон. Упаковка ; 1967ЛМД ;  ; Cu-Ni,Cu-Z ; AU ; 88 ; 12345lal ; 677 
 2248 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1967ЛМД ;  ; Cu-Ni,Cu-Z ; AU ; 39 ; sv13 ; 2058 
 2249 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)+ 2 жетона. Пластиковая упаковка ; 1974ЛМД ;  ; Cu-Ni,Cu-Z ; AU ; 30 ; ДРОВЯНОЙ ; 1678 
 2250 ; Набор монет СССР: 1 рубль, 50,20,10,5,3,2,1 коп (9шт) + 2 жетона. Упаковка (из набора вырезана одна монета) ; 1977ЛМД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 63 ; 12345lal ; 567 
 2251 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт). Упаковка ; 1986ЛМД ;  ; Сu-Ni,Cu-Z ; Unc/AU ; 40 ; ryber ; 2073 
 2252 ; Годовой набор монет СССР (10шт): 1р, 50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1989 ;  ; Cu-Zn,Cu-N ; AU ; 29 ; vborisevich1 ; 699 
 2253 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт). Упаковка ; 1990ММД ;  ; Сu-Ni,Cu-Z ; Unc/AU ; 64 ; ДРОВЯНОЙ ; 714 
 2254 ; 1 рубль + жетон ММД. Упаковка ; 1989 ;  ; Cu-Ni ; Unc ; 38 ; vborisevich1 ; 120 
 2255 ; 50 рублей ; 1994 ; Комплект "Красная книга" ; биметалл ; AU ; 89 ; SKV ; 3253 
 2256 ; 10 рублей ; 1992 ; Комплект "Красная книга" ; биметалл ; AU ; 53 ; Мих@ ; 1335 
 2257 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 124 ; SKV ; 436 
 2258 ; Лот монет Банка России: 2,1 руб (7шт) ; 1999,2001 ;  ; Cu-Ni ; XF-/AU ; 56 ; asdtyu ; 160 
 2259 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; XF/AU ; 24 ; Puchic ; 111 
 2260 ; Лот монет СССР: 1 рубль (4шт) ; 1964-1975 ;  ; Cu-Ni ; XF-/XF ; 18 ; dimon masskva ; 46 
 2261 ; Лот монет СССР: 1 рубль (5 шт) ; 1964-1975 ;  ; Cu-Ni ; VF/VF-XF ; 3 ; jef688 ; 31 
 2162 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 45 ; bux. ; 263 
 2163 ; 15 копеек ; 1939 ;  ; Ni ; VF-XF ; 57 ; TECHNO ; 265 
 2164 ; 10 копеек ; 1935 ;  ; Ni ; VF- ; 50 ; dagoff ; 172 
 2165 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 48 ; bux. ; 275 
