 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 1524 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 19 ; лимар ; 64 
 1525 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 28 ; fpd7 ; 82 
 1526 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; AU ; 25 ; fpd7 ; 74 
 1527 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 29 ; лимар ; 43 
 1528 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 17 ; bcs ; 62 
 1529 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 30 ; Qersej ; 120 
 1530 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 27 ; fpd7 ; 71 
 1531 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 83 ; aleksandr733 ; 204 
 1532 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 36 ; rmiller ; 42 
 1533 ; 10 копеек ; 1922 ;  ; Ag ; VF ; 60 ; alexey_s ; 65 
 1534 ; 10 копеек ; 1928 ;  ; Ag ; VF-XF ; 13 ; rmiller ; 30 
 1535 ; 10 копеек ; 1929 ;  ; Ag ; F-VF ; 2 ; obob999 ; 41 
 1536 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 42 ; ghjk ; 123 
 1537 ; 20 копеек ; 1935 ; л/с звезда плоская ; Ni ; XF- ; 16 ; mazda__3 ; 71 
 1538 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; XF+ ; 34 ; monetaRF ; 74 
 1539 ; 20 копеек ; 1938 ; л/с звезда плоская ; Ni ; XF+ ; 31 ; elac ; 153 
 1540 ; 20 копеек ; 1939 ;  ; Ni ; VF-XF ; 74 ; aleksandr733 ; 273 
 1541 ; 20 копеек ; 1940 ; л/с звезда плоская ; Ni ; XF+ ; 41 ; alex22 ; 105 
 1542 ; 20 копеек ; 1946 ; л/с звезда плоская ; Ni ; VF+ ; 15 ; VikNik ; 15 
 1543 ; 20 копеек ; 1948 ;  ; Ni ; VF-XF ; 14 ; VikNik ; 22 
 1544 ; 20 копеек ; 1952 ;  ; Ni ; VF+ ; 16 ; VikNik ; 16 
 1545 ; 20 копеек ; 1953 ;  ; Ni ; VF-XF ; 14 ; VikNik ; 14 
 1546 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 5 ; moneymax ; 6 
 1547 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 17 ; Идеал ; 16 
 1548 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 11 ; moneymax ; 10 
 1549 ; 20 копеек ; 1957 ; в венке герба 15 лент ; Ni ; AU ; 14 ; Петр I ; 13 
 1550 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 31 ; rmiller ; 32 
 1451 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 33 ; мурзилка ; 75 
 1452 ; 15 копеек ; 1921 ;  ; Ag ; XF+ ; 38 ; o.k. ; 1093 
 1453 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 37 ; мурзилка ; 94 
 1454 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 35 ; мурзилка ; 72 
 1455 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 32 ; sergfokin ; 91 
 1456 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 39 ; Virtdenis ; 90 
 1457 ; 10 копеек ; 1921 ;  ; Ag ; VF+ ; 118 ; alex22 ; 930 
 1458 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 22 ; Poiuyt ; 46 
 1459 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 23 ; Alexey7 ; 72 
 1460 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 37 ; Петр I ; 57 
 1461 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 9 ; kuban ; 200 
 1462 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 51 ; kuban ; 135 
 1463 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; XF ; 78 ; gera45 ; 2052 
 1464 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF-XF ; 65 ; Basilio ; 370 
 1465 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 39 ; Максимус 1 ; 143 
 1466 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; XF-/VF+ ; 32 ; SadKo ; 392 
 1467 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 61 ; sk57 ; 386 
 1468 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 69 ; _zuev_ ; 161 
 1469 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 79 ; Basilio ; 331 
 1470 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 74 ; vladimir232 ; 420 
 1471 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 18 ; corner ; 32 
 1472 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 31 ; _zuev_ ; 39 
 1473 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 10 ; SVE ; 19 
 1474 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 25 ; obob999 ; 35 
 1475 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 26 ; Сапёр ; 57 
 1476 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 72 ; chuprunov ; 447 
 1477 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 137 ; mazda__3 ; 420 
 1478 ; 5 копеек ; 1927 ;  ; Br ; VF+ ; 27 ; ghjk ; 6402 
 1479 ; 15 копеек ; 1934 ; Тувинская Народная Республика ;  ; VF+ ; 51 ; ghjk ; 6789 
 1480 ; Набор монет Шпицбергена: 100,50,25,10 рублей (4шт) ; 1993 ;  ;  ; AU ; 10 ; and ; 1500 
 1481 ; Набор монет Шпицбергена: 5, 2, 1, 0,5, 0,25, 0,1 (6шт) ; 1998 ;  ;  ; AU ; 64 ; Glen ; 3126 
 1482 ; Монетовидный жетон. Традиция. Российский нумизматический форум. Тираж 270 экземпляров ; 2008ММД ;  ; Би/м ; Proof ; 24 ; ЗМЕЙ ; 1071 
 1483 ; Жетон. 70 лет Советскому чекану. Тираж 300 экземпляров ; 1991СПМД ;  ; Ag 925 ; Proof ; 55 ; Иван Фокич ; 1873 
 1484 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 64 ; Qersej ; 255 
 1485 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 26 ; lesnik1 ; 86 
 1486 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 30 ; bcs ; 231 
 1487 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 36 ; gutun ; 202 
 1488 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 21 ; gutun ; 223 
 1489 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 20 ; gutun ; 227 
 1490 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 46 ; gutun ; 226 
 1491 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 31 ; gutun ; 152 
 1492 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 19 ; vlkorchev ; 212 
 1493 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 27 ; gutun ; 131 
 1494 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 44 ; gutun ; 152 
 1495 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 20 ; asru ; 132 
 1496 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 42 ; gutun ; 227 
 1497 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 26 ; bcs ; 125 
 1498 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 60 ; vlkorchev ; 226 
 1499 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 16 ; bcs ; 104 
 1500 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 34 ; solder13 ; 306 
 1295 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челуб ; Ag ; Proof ; 18 ; ghjk ; 1669 
 1296 ; 3 рубля ; 1990 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 39 ; buzykin ; 1581 
 1297 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 11 ; ghjk ; 3254 
 1298 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 38 ; buzykin ; 1590 
 1299 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V О ; Ag ; Proof ; 55 ; HILL77 ; 1418 
 1300 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 13 ; and ; 2500 
 1301 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 35 ; green35 ; 1367 
 1302 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 7 ; and ; 3000 
 1303 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 18 ; papkarlo ; 1176 
 1304 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 17 ; ghjk ; 1809 
 1305 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 9 ; and ; 2091 
 1306 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-П ; Ag ; Proof ; 7 ; and ; 2418 
 1307 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 39 ; green35 ; 1619 
 1308 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 45 ; RUS15 ; 1734 
 1309 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик ; Ag ; Proof ; 56 ; RUS15 ; 1558 
 1310 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 12 ; igors1969 ; 2029 
 1311 ; 3 рубля ; 2001 ; СПМД 160 лет сберегательного д ; Ag ; Proof ; 19 ; vlad-rom ; 1530 
 1312 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 7 ; vlad-rom ; 1409 
 1313 ; 3 рубля ; 1995 ; ЛМД 50 лет ООН ; Ag ; Proof ; 28 ; ghjk ; 1836 
 1314 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 11 ; Иван Фокич ; 1632 
 1315 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 20 ; RUS15 ; 2346 
 1316 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". "Поедино ; Ag ; Proof ; 45 ; Valeriy ; 1911 
 1317 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский.Сцена и ; Ag ; Proof ; 30 ; RUS15 ; 1224 
 1318 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 55 ; 001 ; 2876 
 1319 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 63 ; маятник ; 1144 
 1320 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 62 ; Glen ; 2040 
 1321 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 79 ; маятник ; 735 
 1322 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 38 ; маятник ; 255 
 1323 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 3 ; маятник ; 510 
 1324 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 51 ; маятник ; 284 
 1325 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 109 ; маятник ; 847 
 1326 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 29 ; vasil47 ; 510 
 1327 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 21 ; маятник ; 255 
 1328 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 26 ; маятник ; 255 
 1329 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 20 ; маятник ; 255 
 1330 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 22 ; маятник ; 255 
 1331 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 25 ; маятник ; 255 
 1332 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 100 ; маятник ; 1274 
 1333 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 79 ; Virtdenis ; 803 
 1334 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 34 ; маятник ; 668 
 1335 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 48 ; маятник ; 356 
 1336 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 60 ; маятник ; 565 
 1443 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 44 ; мурзилка ; 72 
 1444 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 18 ; alexey_s ; 53 
 1445 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 45 ; мурзилка ; 53 
 1446 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 41 ; Петр I ; 101 
 1447 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 48 ; мурзилка ; 64 
 1448 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 79 ; est4o ; 204 
 1449 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 66 ; Virtdenis ; 101 
 1450 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 21 ; kuban ; 195 
 1221 ; Жетон. Франция ; 19 век ;  ; Cu ; XF+ ; 36 ; QSL ; 503 
 1222 ; Жетон. Бисмарк. Германия ; 1895 ;  ; Ag ; XF ; 47 ; S1952 ; 1552 
 1223 ; Жетон. Фигура правосудия. Людовик XV (1715-1774). Франция ;  ;  ; Br, серебр ; VF+ ; 26 ; 015 ; 500 
 1224 ; Жетон. Конрад Джесснер. Людовик XV (1715-1774). Франция ; 18 век ;  ; Br ; VF-XF ; 43 ; 015 ; 800 
 1225 ; Жетон. Бракосочетание с Анной Австрийской в 1615 году. Людовик XIII (1610-1643). Франция ;  ;  ; Br ; F-VF ; 22 ; ppp ; 340 
 1226 ; Жетон. Превратности войн. Дерево с доспехами Геракла. Людовик XV (1715-1774). Франция. Редкий ; 1750 ;  ; Ag ; VF+ ; 30 ; 015 ; 1587 
 1227 ; Жетон. Провинция Анжу. Герб города Анжу. Людовик XV (1715-1774). Франция ;  ;  ; Ag ; VF-XF ; 10 ; rnv_64 ; 771 
 1228 ; Жетон. Академия Лиона. Людовик XIV (1643-1715). Франция ;  ;  ; Ag ; VF+ ; 75 ; 015 ; 1530 
 1229 ; Жетон. Бельгия ; 1965 ;  ; Ag ; AU ; 4 ; SadKo ; 276 
 1230 ; Банковский жетон. Дания ; 20 век ;  ; Ж/м ; AU ; 38 ; kont ; 184 
 1231 ; Знак. Готов к ПВХО на подвесе ;  ;  ; Ж/м, эмаль ; VF ; 29 ; GRON ; 1634 
 1232 ; Знак. Инструктор-парашютист. 500 ;  ;  ; Ж/м, эмаль ; XF- ; 41 ; solder13 ; 175 
 1233 ; Знак. Готов к санитарной обороне СССР на подвесе ;  ;  ; Б/м,эмаль ; VF-XF ; 43 ; GRON ; 1416 
 1234 ; Знак. Отличник социалистического соревнования №90633 ;  ;  ; Ж/м, эмаль ; XF ; 22 ; pchela50 ; 521 
 1235 ; Спортивный знак. Гимнастика. 2-й разряд ;  ;  ; Ж/м, б/м,  ; VF-XF ; 55 ; Mick 1 ; 391 
 1236 ; Знак. Первый спутник ;  ;  ; Ж/м, эмаль ; VF+ ; 4 ; кашира ; 108 
 1237 ; Знак. Юный моряк. ДОСААФ СССР ; ММД ;  ; Ж/м, эмаль ; XF ; 46 ; daiv ; 401 
 1238 ; Знак. Отличный паровозник ;  ;  ; Ж/м, эмаль ; VF ; 39 ; korovan67 ; 1336 
 1239 ; Знак. Комитет по Физ-культуре и спорту при совете министров РСФСР. Борьба ;  ;  ; Ж/м ; VF+ ; 39 ; Mike! ; 139 
 1240 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Ж/м, эмаль ; VF+ ; 23 ; кашира ; 227 
 1241 ; Знак. 3-й разряд ;  ;  ; Ж/м, эмаль ; VF+ ; 42 ; кашира ; 166 
 1242 ; Знак. ДОСАВ СССР ;  ;  ; Ж/м, эмаль ; VF ; 47 ; ZOLTAN333 ; 359 
 1243 ; Знак. Будь готов к санитарной обороне СССР ;  ;  ; Ж/м, эмаль ; VF ; 6 ; кашира ; 227 
 1244 ; Знак. Отличник соц. соревнования. РСФСР ; ЛМД ;  ; Ж/м, эмаль ; VF-XF ; 50 ; кашира ; 318 
 1245 ; Знак. Выставка достижений народного хозяйства СССР. Винт ;  ;  ; Ж/м ; XF- ; 22 ; solder13 ; 123 
 1246 ; Знак. Выставка достижений народного хозяйства СССР ;  ;  ; Ag ; VF-XF ; 30 ; кашира ; 318 
 1247 ; Знак "За отличную учебу". ДОСААФ СССР ;  ;  ; Ж/м ; XF- ; 12 ; SadKo ; 31 
 1248 ; Знак. БГТО ;  ;  ; Ж/м, эмаль ; XF+ ; 32 ; daiv ; 215 
 1249 ; Знак. ВСХВ ;  ;  ; Ж/м, эмаль ; VF-XF ; 20 ; кашира ; 150 
 1250 ; Знак. Инструктор ДОСААФ ; ММД ;  ; Ж/м, эмаль ; XF ; 20 ; SadKo ; 51 
 1251 ; Знак. Отличнику здравоохраннения №60920 ; ММД ;  ; Ж/м, эмаль ; XF ; 101 ; daiv ; 1720 
 1252 ; Жетон. Министерство Торговли СССР. 3 ;  ;  ; Br ; AU ; 8 ; конь ; 81 
 1253 ; Жетон. ЛМД ;  ;  ; Cu-Zn ; AU ; 8 ; Leon08 ; 53 
 1254 ; Лот из 20 значков ГДР ;  ;  ; Ж/м ; VF+/XF+ ; 63 ; HILL77 ; 518 
 1255 ; Знак "30 лет на гос. Службе". Финляндия ; 20 век ;  ; Ж/м ; AU ; 34 ; pal ; 131 
 1256 ; Знак "Участника Зимней войны 1939-1945 гг". Финляндия ; 20 век ;  ; Cu ; XF ; 17 ; lee ; 227 
 1257 ; Знак "Донор" I степени. Финляндия ; 20 век ;  ; Ж/м, эмаль ; XF ; 41 ; Gari 77 ; 79 
 1258 ; Знак "Общество финляндско-советской дружбы". Финляндия ; 20 век ;  ; Б/м, эмаль ; XF+ ; 34 ; Gari 77 ; 77 
 1283 ; Один червонец м=8,70г ; 1975 ;  ; Au ; AU ; 26 ; кашира ; 10506 
 1284 ; Один червонец м=8,60г ; 1976 ;  ; Au ; AU ; 21 ; кашира ; 9746 
 1285 ; Один червонец м=8,65г ; 1977 ; ММД ; Au ; AU ; 27 ; кашира ; 9527 
 1286 ; Один червонец м=8,62г ; 1978 ; ММД ; Au ; AU ; 28 ; Valeriy ; 9552 
 1287 ; Один червонец ; 1981 ; ММД ; Au ; AU ; 18 ; RUS15 ; 8120 
 1288 ; 25 рублей. Упаковка ; 2003 ; СПМД Рак ; Au ; Unc ; 32 ; кашира ; 4472 
 1289 ; 25 рублей ; 1993 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 39 ; dariy ; 7140 
 1290 ; 25 рублей ; 1995 ; ММД Станция "Северный полюс",  ; Ag ; Proof ; 24 ; vlad-rom ; 8670 
 1291 ; Набор монет Игры XXII Олимпиады: 10 рублей, 5 рублей ; 1977-1979 ;  ; Ag ; Proof ; 64 ; vlad-rom ; 3521 
 1292 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимир ; Ag ; Proof ; 16 ; ya_maks ; 1938 
 1293 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 21 ; RUS15 ; 1003 
 1294 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 20 ; prozektor ; 2436 
 1171 ; Медаль. Фестиваль. Бельгия. Сделана подвеска 12 часов ; 1882 ;  ; Cu, позоло ; VF- ; 26 ; Leon08 ; 102 
 1172 ; Медаль. Бельгия ;  ;  ; Br ; VF- ; 19 ; ARTMANY ; 255 
 1173 ; Медаль. Германия ; 1786 ;  ; Ag ; AU ; 18 ; S1952 ; 1235 
 1174 ; Медаль. Жизнеописание Гийома Кретьена де Ламуаньон де Малешерб. Людовик XVIII (1814-1824). Франция ; 1819 ;  ; Br ; XF+ ; 27 ; green35 ; 835 
 1175 ; Медаль. За усердие и умение. Германия. Брауншвейг ; 19 век ;  ; Ag ; VF+ ; 11 ; prozektor ; 1062 
 1176 ; Медаль. Хенефилд и Кох. Бремен ; 1928 ;  ; Ag ; VF-XF ; 27 ; HILL77 ; 1631 
 1177 ; Медаль. Римская академия. Пий VII (1800-1823). Ватикан. 21-й год ; 1820 ;  ; Br ; XF ; 15 ; green35 ; 680 
 1178 ; Медаль. Бельгия ; 1962 ;  ; Br ; AU ; 50 ; derbnik ; 136 
 1179 ; Медаль. Австрия ; 1844 ;  ; Br ; VF-XF ; 30 ; canis ; 520 
 1180 ; Медаль. Бельгия ; 1909 ;  ; Br ; VF+ ; 64 ; canis ; 642 
 1181 ; Медаль. Международная выставка. Бельгия ; 1880 ;  ; Br ; XF- ; 28 ; opop ; 310 
 1182 ; Медаль. Лучшему стрелку. Вильгельм II. Германия. Пруссия ;  ;  ; Ag ; VF-XF ; 29 ; SadKo ; 1409 
 1183 ; Медаль на свадьбу Франциска I Австрийского и Каролины Баварской ; 1816 ;  ; Ag ; Proof-Like ; 46 ; Георг ; 4462 
 1184 ; Медаль. Бельгия ;  ;  ; Br ; XF+ ; 13 ; veektor ; 22 
 1185 ; Медаль. Бельгия ; 1900 ;  ; Br, золоче ; VF-XF ; 18 ; VR62 ; 206 
 1186 ; Медаль. Бельгия ; 1887 ;  ; Br ; VF+ ; 36 ; canis ; 340 
 1187 ; Свадебная медаль. Румыния ; 1892 ;  ; Cu ; F+ ; 59 ; canis ; 102 
 1188 ; Медаль. Капитуляция Наполеона в 1815 году. Наполеон I. Франция ; 20 век ;  ; Ag ; XF+ ; 21 ; priorat13 ; 4500 
 1189 ; Медаль. Бельгия ; нач 20 века ;  ; Br ; VF-XF ; 69 ; veektor ; 168 
 1190 ; Медаль. Фестиваль музыки и искусств. Бельгия ; 20 век ;  ; Br, золоче ; XF+ ; 5 ; canis ; 157 
 1191 ; Медаль. Международная выставка. Бельгия ; 1880 ;  ; Br ; XF- ; 25 ; opop ; 362 
 1192 ; Медаль. Бельгия ; 1902 ;  ; Br, золоче ; XF- ; 21 ; gelind ; 231 
 1193 ; Медаль. Выставка в Брюсселе. Бельгия ; 20 век ;  ; Б/м ; XF+ ; 24 ; Leon08 ; 73 
 1194 ; Медаль. Бельгия ; 1891 ;  ; Br, золоче ; VF+ ; 3 ; veektor ; 153 
 1195 ; Медаль. Фестиваль. Бельгия. След от подвески 12 часов ; 1889 ;  ; Br ; VF- ; 11 ; Sterh ; 28 
 1196 ; Медаль. Конституция. Франция ; 1830 ;  ; Br, золоч ; XF- ; 2 ; cash ; 250 
 1197 ; Жетон. Бельгия ; 1930 ;  ; Br ; XF+ ; 33 ; кузин ; 34 
 1198 ; Сельскохозяйственная медаль. Бельгия ; 19 век ;  ; Br ; XF- ; 27 ; кузин ; 363 
 1199 ; Медаль. Сталин (ошибочный год смерти). М-14,3гр ;  ;  ; Ag ; proof-like ; 9 ; sergant83 ; 1129 
 1200 ; Односторонняя гальвано-копия ;  ;  ; Ж/м ; VF+ ; 17 ; wwii-soldat ; 137 
 1201 ; Медаль. Бельгия ; 1901 ;  ; Br ; XF ; 57 ; Leon08 ; 85 
 1202 ; Медаль. Бельгия ; 20 век ;  ; Br ; XF+ ; 61 ; veektor ; 69 
 1203 ; Медаль. Выставка в Льеже. Бельгия ; 1905 ;  ; Br ; VF+ ; 53 ; canis ; 51 
 1204 ; Жетон. Франция ; 1830 ;  ; Cu ; XF+ ; 53 ; priorat13 ; 4080 
 1205 ; Жетон. Бельгия ; 20 век ;  ; Br ; VF-XF ; 8 ; canis ; 51 
 1206 ; Жетон. Франция ; 1839 ;  ; Ag ; XF+ ; 37 ; 015 ; 1084 
 1207 ; Жетон. Франция ; 1834 ;  ; Ag ; XF+ ; 28 ; 015 ; 1530 
 1208 ; Жетон. Бельгия ; 1958 ;  ; Br ; VF-XF ; 26 ; lomotok ; 138 
 1209 ; Жетон. Бельгия ; 1952 ;  ; Br ; XF+ ; 22 ; Leon08 ; 86 
 1210 ; Жетон. Франция ; 1836 ;  ; Ag ; XF+ ; 22 ; 015 ; 1194 
 1211 ; Жетон. Франция ;  ;  ; Ag ; XF+ ; 14 ; 015 ; 1189 
 1212 ; Жетон. Франция ; 18 век ;  ; Ag ; VF-XF ; 43 ; 015 ; 1100 
 1213 ; Жетон. Франция ; 1841 ;  ; Cu ; XF- ; 37 ; 015 ; 738 
 1214 ; Жетон. Бельгия ; 1914 ;  ; Br ; XF ; 50 ; gelind ; 218 
 1215 ; Жетон. Свадебный. Франция. 3-я республика ; 1896 ;  ; Ag ; VF-XF ; 62 ; 015 ; 1100 
 1216 ; Жетон. Торговая палата Лиона. Франция. 3-я республика (1871-1940) ; конец 19 века ;  ; Ag ; VF-XF ; 32 ; 015 ; 1500 
 1217 ; Жетон. Вильгельм I, Фридрих III, Вильгельм II ; 1888 ;  ; Б/м ; VF ; 77 ; gelind ; 317 
 1218 ; Жетон. Франция ; 1820 ;  ; Cu ; XF+ ; 29 ; 015 ; 744 
 1219 ; Жетон. Франция ; 18 век ;  ; Cu ; VF+ ; 42 ; QSL ; 306 
