 5975 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; StanislavAK ; 31 
 3419 ; 25 эре. Швеция ; 1919 ;  ; Ag ; F-VF ; 6 ; CASH ; 61 
 3420 ; 25 эре. Швеция ; 1907 ;  ; Ag ; F-VF ; 8 ; CASH ; 65 
 3421 ; 25 эре. Швеция ; 1940 ;  ; Ag ; VF- ; 32 ; CASH ; 51 
 3422 ; 50 эре. Швеция ; 1927 ;  ; Ag ; F-VF ; 17 ; кот баюн ; 83 
 3423 ; 25 эре. Швеция ; 1889 ;  ; Ag ; VF ; 17 ; жора ; 73 
 3424 ; 10 эре. Швеция ; 1913 ;  ; Ag ; VF ; 25 ; Александ98 ; 65 
 3425 ; 10 эре. Дания ; 1919 ;  ; Ag ; XF- ; 12 ; basil ; 278 
 3426 ; 1 эре. Швеция ; 1916 ;  ; Br ; VF-XF ; 5 ; chag1985 ; 26 
 3427 ; 10 эре. Норвегия ; 1947 ;  ; Cu-Ni ; XF- ; 3 ; chag1985 ; 12 
 3428 ; 10 эре. Норвегия ; 1926 ;  ; Cu-Ni ; XF- ; 9 ; chag1985 ; 18 
 3429 ; 5 эре. Норвегия ; 1936 ;  ; Br ; VF+ ; 8 ; кот баюн ; 35 
 3430 ; 50 сенти. Литва ; 1925 ;  ; Al/Br ; F-VF ; 32 ; ZET ; 459 
 3431 ; 20 сенти. Литва ; 1925 ;  ; Al/Br ; F+ ; 19 ; ZET ; 459 
 3432 ; 10 сенти. Литва ; 1925 ;  ; Al/Br ; VF- ; 57 ; ZET ; 809 
 3433 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF- ; 45 ; AntonR ; 793 
 3434 ; 2 сантима. Латвия ; 1932 ;  ; Br ; VF ; 7 ; ВЕПРЬ ; 101 
 3435 ; 2 сантима. Латвия ; 1939 ;  ; Br ; VF+ ; 21 ; AntonR ; 206 
 3436 ; 1 сантим. Латвия ; 1939 ;  ; Br ; VF+ ; 27 ; AntonR ; 175 
 3437 ; 1 цент. США ; 1917 ;  ; Br ; F ; 35 ; basil ; 171 
 3438 ; 1 цент. США ; 1925 ;  ; Br ; VF- ; 20 ; VAZ-2107 ; 126 
 3439 ; 1 крона. Богемия и Моравия ; 1944 ;  ; Br ; VF- ; 14 ; burak69 ; 92 
 3440 ; 20 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF+ ; 21 ; AntonR ; 104 
 3441 ; 10 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 16 ; ZET ; 104 
 3442 ; 50 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 11 ; AntonR ; 144 
 3443 ; 1 шиллинг. Восточная Африка ; 1952 ;  ; Cu-Ni ; VF+ ; 15 ; кот баюн ; 102 
 3444 ; 5 центов. США ; 1917 ;  ; Cu-Ni ; F-VF ; 18 ; Oleht ; 510 
 3445 ; 2 лиры. Италия ; 1924 ;  ; Cu-Ni ; VF- ; 18 ; Aurora810 ; 104 
 3446 ; 1 пфенниг. Данциг ; 1929 ;  ; Br ; VF- ; 51 ; Георг ; 371 
 3447 ; 1 крона. Эстония ; 1934 ;  ; Al/Br ; F-VF ; 36 ; AntonR ; 389 
 3448 ; 10 сенти. Эстония ; 1931 ;  ; Cu-Ni ; F-VF ; 33 ; AntonR ; 179 
 3449 ; 5 центов. США ; 1912 ;  ; Cu-Ni ; F-VF ; 11 ; жора ; 110 
 3450 ; 50 пфеннигов. Веймар ; 1927A ;  ; Cu-Ni ; VF-XF ; 19 ; Aurora810 ; 161 
 3451 ; 10 фен. Японская оккупация ;  ;  ; Cu-Ni ; F-VF ; 21 ; ЛБС ; 100 
 3452 ; 50 центов. Австралия ; 1995 ;  ; Cu-Ni ; VF ; 19 ; rbmamba ; 104 
 3453 ; 50 центов. Австралия ; 2000 ;  ; Cu-Ni ; XF- ; 15 ; rbmamba ; 104 
 3454 ; 50 центов. Австралия ; 1998 ;  ; Cu-Ni ; VF-XF ; 22 ; kornum ; 171 
 3455 ; 50 центов. Австралия ; 1977 ;  ; Cu-Ni ; VF ; 15 ; кот баюн ; 87 
 3456 ; 50 центов. Австралия ; 1981 ;  ; Cu-Ni ; VF-XF ; 15 ; rbmamba ; 114 
 3457 ; 50 центов. Австралия ; 1982 ;  ; Cu-Ni ; XF- ; 16 ; gusar ; 94 
 3458 ; 50 центов. Австралия ; 2000 ;  ; Cu-Ni ; XF- ; 13 ; Щука ; 114 
 3459 ; 50 центов. Австралия ; 1988 ;  ; Cu-Ni ; XF- ; 6 ; kornum ; 227 
 3460 ; 50 центов. Австралия ; 1970 ;  ; Cu-Ni ; XF- ; 22 ; gusar ; 107 
 3461 ; 20 центов. Австралия. ООН ; 1995 ;  ; Cu-Ni ; VF-XF ; 20 ; кот баюн ; 87 
 3462 ; 20 центов. Фиджи. Южные Тихоокеанские игры ; 2003 ;  ; Cu-Ni ; XF ; 23 ; SKeeper ; 101 
 3463 ; 50 центов. Австралия ; 2002 ;  ; Cu-Ni ; VF+ ; 26 ; rbmamba ; 148 
 3464 ; 1 доллар. Фиджи ; 1969 ;  ; Cu-Ni ; XF ; 40 ; 1023oxana ; 345 
 3465 ; 1 доллар. Австралия ; 1996 ;  ; Латунь ; VF ; 12 ; sibirian ; 85 
 3466 ; 1 доллар. Австралия ; 1997 ;  ; Латунь ; VF+ ; 23 ; kornum ; 129 
 3467 ; 1 доллар. Австралия ; 2002 ;  ; Латунь ; VF+ ; 11 ; sibirian ; 81 
 3468 ; 1 доллар. Австралия ; 1986 ;  ; Латунь ; XF ; 17 ; t_v_v ; 108 
 3369 ; 1 крона. Фолклендские острова. 90 лет RAF ; 2008 ;  ; Cu-Ni ; XF+ ; 14 ; SKeeper ; 302 
 3370 ; 1 крона. Остров Мэн. 2МВ ; 1995 ;  ; Cu-Ni ; XF ; 15 ; chebeer ; 341 
 3371 ; 1 крона. Остров Мэн. ; 2009 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 326 
 3372 ; 1 крона. Остров Мэн. Камелот. Кароль Артур ; 1996 ;  ; Cu-Ni ; AU ; 41 ; Reverse ; 340 
 3373 ; 1 доллар. Сьерра-Леоне. Принцесса Уэльская ; 2007 ;  ; Cu-Ni ; AU ; 27 ; Reverse ; 302 
 3374 ; 2,8 экю. Гибралтар ; 1994 ;  ; Cu-Ni ; AU ; 17 ; alex1974 ; 309 
 3375 ; 25 пенсов. Гернси. 25 лет ; 1977 ;  ; Cu-Ni ; AU ; 24 ; kornum ; 203 
 3376 ; 1 крона. Тристан-да-Кунья ; 2011 ;  ; Cu-Ni ; AU ; 32 ; kost ; 264 
 3377 ; 1 доллар. Сьерра-Леоне. Год Змеи ; 2000 ;  ; Cu-Ni ; AU ; 20 ; колос ; 273 
 3378 ; 50 пенсов. Остров Святой Елены и Вознесения ; 1994 ;  ; Cu-Ni ; AU ; 23 ; Reverse ; 334 
 3379 ; 25 пенсов. Остров Святой Елены. Чарльз и Диана ; 1981 ;  ; Cu-Ni ; XF+ ; 23 ; alex1974 ; 340 
 3380 ; 25 пенсов. Гернси. Чарльз и Диана ; 1981 ;  ; Cu-Ni ; XF+ ; 21 ; alex1974 ; 341 
 3381 ; 1 крона. Остров Мэн. Кубок по футболу ; 1982 ;  ; Cu-Ni ; XF ; 19 ; chebeer ; 331 
 3382 ; 2,8 экю. Гибралтар. Евротуннель ; 1993 ;  ; Cu-Ni ; AU ; 21 ; Reverse ; 261 
 3383 ; 1000 франков. Экваториальная Гвинея ; 1995 ;  ; Cu-Ni ; AU ; 23 ; Reverse ; 510 
 3384 ; 1 крона. Фолклендские острова. 25 лет свободе ; 2007 ;  ; Cu-Ni ; XF+ ; 25 ; Reverse ; 352 
 3385 ; 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 31 ; ojo ; 216 
 3386 ; 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 27 ; ojo ; 340 
 3387 ; 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 41 ; ojo ; 340 
 3388 ; 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 23 ; ojo ; 340 
 3389 ; 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 24 ; ojo ; 340 
 3390 ; 1000 шиллингов. Уганда. ; 1993 ;  ; Cu-Ni ; XF ; 25 ; Reverse ; 366 
 3391 ; 1 крона. Гибралтар. Трафальгарская битва ; 2005 ;  ; Cu-Ni ; AU ; 12 ; Reverse ; 340 
 3392 ; 50 пенсов. Фолклендские острова. Золотой юбилей ; 2002 ;  ; Cu-Ni ; Proof-Like ; 15 ; Reverse ; 407 
 3393 ; 50 пенсов. Фолклендские острова. chelsea flower show ; 2002 ;  ; Cu-Ni ; Proof-Like ; 17 ; Reverse ; 294 
 3394 ; 1 доллар. Острова Кука. ; 2007 ;  ; Cu-Ni ; AU ; 37 ; Reverse ; 337 
 3395 ; 1 доллар. Острова Кука. ; 2007 ;  ; Cu-Ni ; AU ; 20 ; Reverse ; 340 
 3396 ; 1 доллар. Острова Кука. ; 2008 ;  ; Cu-Ni ; AU ; 23 ; Reverse ; 297 
 3397 ; 1 доллар. Острова Кука. ; 2006 ;  ; Cu-Ni ; AU ; 28 ; SKeeper ; 295 
 3398 ; 1 крона. Остров Мэн. Год инвалидов ; 1981 ;  ; Cu-Ni ; XF ; 43 ; SKeeper ; 289 
 3399 ; 1 крона. Гибралтар. Золотая свадьба ; 1997 ;  ; Cu-Ni ; XF+ ; 18 ; Reverse ; 303 
 3400 ; 1000 шиллингов. Уганда. Знаменитые места ; 1994 ;  ; Cu-Ni ; AU ; 21 ; Reverse ; 371 
 3401 ; 50 пенсов. Фолклендские острова. 75 лет Елизавете ; 2001 ;  ; Cu-Ni ; AU ; 30 ; Reverse ; 299 
 3402 ; 50 пенсов. Фолклендские острова. Королевский тур по Британии ; 2002 ;  ; Cu-Ni ; Proof-Like ; 24 ; колос ; 293 
 3403 ; 50 пенсов. Фолклендские острова. Эскот ; 2002 ;  ; Cu-Ni ; Proof-Like ; 21 ; Reverse ; 304 
 3404 ; 2 гривны. Украина. Василь Симоненко ; 2008 ;  ; Cu-Ni ; AU ; 9 ; SKeeper ; 104 
 3405 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu-Ni ; AU ; 19 ; SKeeper ; 101 
 3406 ; 1 марка. Финляндия ; 1922 ;  ; Ag ; VF ; 19 ; prince1959 ; 206 
 3407 ; 25 эре. Швеция ; 1907 ;  ; Ag ; F-VF ; 12 ; Александ98 ; 79 
 3408 ; 25 эре. Швеция ; 1899 ;  ; Ag ; F ; 34 ; shaxter2015 ; 79 
 3409 ; 25 эре. Швеция ; 1938 ;  ; Ag ; F-VF ; 16 ; shaxter2015 ; 63 
 3410 ; 25 эре. Швеция ; 1940 ;  ; Ag ; F-VF ; 11 ; CASH ; 53 
 3411 ; 25 эре. Швеция ; 1939 ;  ; Ag ; F-VF ; 36 ; CASH ; 51 
 3412 ; 25 эре. Швеция ; 1914 ;  ; Ag ; F+ ; 12 ; CASH ; 61 
 3413 ; 25 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 10 ; CASH ; 61 
 3414 ; 25 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 7 ; FoxSF ; 59 
 3415 ; 25 эре. Швеция ; 1914 ;  ; Ag ; F ; 10 ; CASH ; 61 
 3416 ; 25 эре. Швеция ; 1899 ;  ; Ag ; F-VF ; 18 ; Александ98 ; 79 
 3417 ; 25 эре. Швеция ; 1936 ;  ; Ag ; F-VF ; 8 ; CASH ; 61 
 3418 ; 25 эре. Швеция ; 1939 ;  ; Ag ; F-VF ; 24 ; CASH ; 61 
 3319 ; 1 цент Китай. Вван-Тунг ;  ;  ; Cu ; VF-/VF+ ; 24 ; 1023oxana ; 393 
 3320 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 15 ; Tritiy2 ; 108 
 3321 ; 1 пенни. Британская Западная Африка ; 1942 ;  ; Cu-Ni ; VF ; 11 ; SKeeper ; 62 
 3322 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF+ ; 3 ; 9975 ; 82 
 3323 ; 5 крон. Дания ; 1934 ;  ; Cu-Ni ; XF+ ; 11 ; basil ; 255 
 3324 ; 1 эскудо. Португалия ; 1966 ;  ; Cu-Ni ; XF ; 19 ; kergudu ; 47 
 3325 ; 50 миллимов. Ливия ; 1965 ;  ; Cu-Ni ; XF ; 15 ; kornum ; 93 
 3326 ; 10 метикайс. Мозамбик ; 1980 ;  ; Cu-Ni ; VF ; 31 ; t_v_v ; 65 
 3327 ; 100 соль. Перу ; 1982 ;  ; Cu-Ni ; VF-XF ; 28 ; t_v_v ; 40 
 3328 ; 50 сентаво. Филиппины ; 1964 ;  ; Cu-Ni ; VF ; 21 ; andy2012 ; 92 
 3329 ; 1 доллар. Австралия. Акула ; 2008 ;  ; Латунь ; AU ; 17 ; basil ; 578 
 3330 ; 2 кроны. Швеция ; 1956 ;  ; Ag ; XF ; 11 ; hugo ; 216 
 3331 ; 5 центов. Гон-Конг ; 1900 ;  ; Ag ; VF+ ; 32 ; Экзот ; 499 
 3332 ; 2 кроны. Швеция ; 1953 ;  ; Ag ; XF+ ; 15 ; hugo ; 217 
 3333 ; 2 кроны. Швеция ; 1964 ;  ; Ag ; XF+ ; 7 ; hugo ; 206 
 3334 ; 5 франков. Швейцария ; 1954B ;  ; Ag ; VF+ ; 7 ; жора ; 684 
 3335 ; 5 франков. Франция. Наполеон III ; 1869BB ;  ; Ag ; VF-XF ; 29 ; Мотя ; 2040 
 3336 ; 10 сантимов. Франция. Нотгельд торговой палаты департамента Ло и Гаронна ; 1922 ;  ; Al ; VF ; 5 ; banks ; 123 
 3337 ; 5 сантимов. Франция. Нотгельд торговой палаты департамента Ло и Гаронна ; 1922 ;  ; Al ; VF ; 7 ; banks ; 123 
 3338 ; 10 сантимов. Франция. Нотгельд торговой палаты департамента Дё-Севр ; 1922 ;  ; Al ; VF ; 17 ; ALEK98 ; 278 
 3339 ; 10 сантимов. Франция. Нотгельд торговой палаты округа Байонна ; 1920 ;  ; Al ; VF- ; 21 ; ВЕПРЬ ; 215 
 3340 ; 3 пенса. Великобритания. Георг V ; 1917 ;  ; Ag ; VF ; 7 ; olgont ; 114 
 3341 ; 3 пенса. Великобритания. Георг V ; 1928 ;  ; Ag ; VF ; 20 ; DaMon15 ; 144 
 3342 ; 1 фартинг. Великобритания. Георг V ; 1931 ;  ; Cu ; VF ; 11 ; Bronco ; 88 
 3343 ; 50 пенсов. Британская Австралия. Елизавета II ; 1966 ;  ; Ag ; XF ; 13 ; CASH ; 304 
 3344 ; 1 франк. Французский Тунис ; 1941 ;  ; Br ; VF ; 33 ; ВЕПРЬ ; 110 
 3345 ; 10 франков. Французский Камерун ; 1958 ;  ; Br ; VF+ ; 11 ; Всадник ; 72 
 3346 ; 5 франков. Французский Камерун ; 1958 ;  ; Br ; VF ; 36 ; кот баюн ; 72 
 3347 ; 1 драхма. Греция ; 1926 ;  ; Cu-Ni ; F-VF ; 6 ; t_v_v ; 72 
 3348 ; 1 рубль. Беларусь. Наполеон Орда ; 2007 ;  ; Cu-Ni ; Proof ; 28 ; SKeeper ; 363 
 3349 ; 1 рубль. Беларусь. Скорпион ; 2009 ;  ; Cu-Ni ; Proof ; 56 ; sibirian ; 850 
 3350 ; 1 рубль. Беларусь. Весы ; 2009 ;  ; Cu-Ni ; Proof ; 25 ; 439 ; 809 
 3351 ; 1 рубль. Беларусь. Телец ; 2009 ;  ; Cu-Ni ; Proof ; 23 ; xxxl ; 538 
 3352 ; 1 рубль. Беларусь. Пасха ; 2005 ;  ; Cu-Ni ; AU ; 14 ; Коллекционер СНГ ; 1002 
 3353 ; 1 рубль. Беларусь. "Дзяды" ; 2008 ;  ; Cu-Ni ; XF ; 22 ; AB ; 544 
 3354 ; 1 рубль. Беларусь. Мария с ребенком ; 2013 ;  ; Cu-Ni ; Proof ; 34 ; vladimirov ; 550 
 3355 ; 1 рубль. Беларусь. Аркадий Куляшов ; 2014 ;  ; Cu-Ni ; Proof ; 28 ; xxxl ; 333 
 3356 ; 2 гривны. Украина. Одесский нац университет им Мечникова ; 2015 ;  ; Cu-Ni ; AU ; 15 ; Cosmos ; 203 
 3357 ; 5 гривен. Украина. 70 лет победы ; 2015 ;  ; Cu-Ni ; AU ; 44 ; u10257 ; 973 
 3358 ; 1 крона. Гибралтар. Франклин Рузвельт ; 1999 ;  ; Cu-Ni ; XF+ ; 29 ; alex1974 ; 458 
 3359 ; 1 доллар. Сьерра-Леоне. Золотой юбилей ; 2002 ;  ; Cu-Ni ; AU ; 21 ; Reverse ; 297 
 3360 ; 1 доллар. Острова Кука. Год телевиденья ; 2006 ;  ; Cu-Ni ; XF ; 36 ; SKeeper ; 301 
 3361 ; 1 крона. Остров Мэн. Тинуолд ; 1979 ;  ; Cu-Ni ; XF+ ; 23 ; basil ; 320 
 3362 ; 1 крона. Остров Мэн. 200 лет ; 1983 ;  ; Cu-Ni ; XF+ ; 29 ; SKeeper ; 312 
 3363 ; 1 крона. Остров Мэн. Мятеж на «Баунти» ; 1989 ;  ; Cu-Ni ; XF ; 16 ; alex1974 ; 567 
 3364 ; 1 крона. Остров Мэн. Тинуолд ; 1979 ;  ; Cu-Ni ; AU ; 35 ; Reverse ; 499 
 3365 ; Монетовидный жетон. Банкнота. Швейцария ;  ;  ; Cu-Ni ; AU ; 20 ; karal ; 216 
 3366 ; 2-1/2 экю. Нидерланды. Король Вильгельм I ; 1992 ;  ; Cu-Ni ; AU ; 21 ; xxxl ; 141 
 3367 ; 10 экю. Нидерланды ; 1992 ;  ; Cu-Ni ; AU ; 17 ; xxxl ; 199 
 3368 ; 1 крона. Остров Мэн. Серебряная звезда ; 2004 ;  ; Cu-Ni ; AU ; 16 ; Reverse ; 510 
 3269 ; 3 пфеннига. Пруссия ; 1867 ;  ; Cu ; F-VF ; 34 ; karal ; 255 
 3270 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF ; 6 ; SKeeper ; 69 
 3271 ; 5 марок. ФРГ. Гаусс ; 1977J ;  ; Ag ; XF ; 18 ; olgont ; 217 
 3272 ; 1 риал. Саудовская Аравия ; 1354 ;  ; Ag ; XF ; 42 ; kornum ; 813 
 3273 ; 5 марок. ФРГ. Лейбниц ; 1966D ;  ; Ag ; XF- ; 39 ; Victory-2001 ; 563 
 3274 ; 20 сантимов. Гаити ; 1881 ;  ; Ag ; VF ; 33 ; vitapool ; 1275 
 3275 ; 50 центов. Австралия ; 1966 ;  ; Ag ; XF+ ; 38 ; Недорого ; 441 
 3276 ; 2 кроны. Швеция. 300 лет со дня смерти Густава  II Адольфа ; 1932 ;  ; Ag ; XF+ ; 35 ; 9975 ; 867 
 3277 ; 6 пенсов. Великобритания ; 1838 ;  ; Ag ; VF+ ; 28 ; Harder ; 2505 
 3278 ; 6 пенсов. Великобритания ; 1887 ;  ; Ag ; XF+ ; 12 ; sax ; 1326 
 3279 ; 6 пенсов. Великобритания ; 1897 ;  ; Ag ; XF+ ; 49 ; sax ; 2958 
 3280 ; 1 бирр. Эфиопия ; 1894 ;  ; Ag ; VF- ; 39 ; Fillipiy ; 10999 
 3281 ; 6 пенсов. Великобритания ; 1881 ;  ; Ag ; VF- ; 43 ; Александ98 ; 201 
 3282 ; 5 франков. Бельгия ; 1932 ;  ; Cu-Ni ; VF- ; 18 ; Aurora810 ; 93 
 3283 ; Фалус. Индия. Джампурский султанат ; 1402-1440 ;  ; Cu ; F- ; 29 ; kotyamoi ; 124 
 3284 ; Пайса. Индия. Датия ; 1806-1837 ;  ; Cu ; F- ; 17 ; mkm1968 ; 293 
 3285 ; 1 динейро. Барселона. Испания ; 1708 ;  ; Cu ; F- ; 19 ; banks ; 167 
 3286 ; Пайса. Индия. Датия ; 1806-1837 ;  ; Cu ; F- ; 17 ; mkm1968 ; 301 
 3287 ; Фартинг. Великобритания ; 1929 ;  ; Cu ; XF- ; 18 ; Bronco ; 101 
 3288 ; 20 бацель. Швейцария ; 1795 ;  ; Ag ; VF+ ; 69 ; tamsimun ; 4998 
 3289 ; 100 песет. Испания ; 1966 ;  ; Ag ; VF-XF ; 18 ; andy2012 ; 407 
 3290 ; 1 доллар. Канада. Шарлоттаун ; 1964 ;  ; Ag ; XF ; 15 ; rekaSvir ; 603 
 3291 ; 10 эре. Швеция ; 1948 ;  ; Ag ; VF ; 5 ; FoxSF ; 39 
 3292 ; 25 эре. Швеция ; 1952 ;  ; Ag ; VF ; 17 ; shaxter2015 ; 49 
 3293 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; VF-XF ; 20 ; Dahan ; 152 
 3294 ; 1 гульден. Нидерланды ; 1964 ;  ; Ag ; XF ; 24 ; VAZ-2107 ; 172 
 3295 ; 1 дайм. США ; 1954 ;  ; Ag ; VF+ ; 11 ; CASH ; 65 
 3296 ; 10 эре. Швеция ; 1961 ;  ; Ag ; XF ; 5 ; chag1985 ; 40 
 3297 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF ; 5 ; FoxSF ; 39 
 3298 ; 10 центов. Китай ;  ;  ; Ag ; VG/F ; 8 ; shaxter2015 ; 57 
 3299 ; 1 дайм. США ; 1946 ;  ; Ag ; VF ; 10 ; CASH ; 59 
 3300 ; 25 эре. Швеция ; 1954 ;  ; Ag ; VF ; 9 ; CASH ; 46 
 3301 ; 10 эре. Швеция ; 1957 ;  ; Ag ; AU ; 11 ; Uri ; 101 
 3302 ; 10 эре. Швеция ; 1944 ;  ; Ag ; VF ; 5 ; Масясик ; 40 
 3303 ; 10 центов. Никарагуа ; 1887 ;  ; Ag ; VF- ; 16 ; remetalk ; 506 
 3304 ; 25 центов. Либерия ; 1961 ;  ; Ag ; F-VF ; 9 ; SadKo ; 203 
 3305 ; 1/10 бальбоа. Панама ; 1953 ;  ; Ag ; VF ; 11 ; coolpeppers ; 149 
 3306 ; 10 центов. Китай ;  ;  ; Ag ; F-VF ; 11 ; сс400 ; 261 
 3307 ; 20 сентимо. Уругвай ; 1920 ;  ; Ag ; VF- ; 22 ; нионила ; 306 
 3308 ; 10 сентаво. Доминикана ; 1937 ;  ; Ag ; F-VF ; 21 ; я8844 ; 128 
 3309 ; 10 сентаво. Колумбия ; 1913 ;  ; Ag ; F- ; 12 ; 333985 ; 114 
 3310 ; 10 центов. Китай ;  ;  ; Ag ; F-VF ; 13 ; dmivanych ; 312 
 3311 ; 1/10 гульдена. Нидерландская Индия ; 1909 ;  ; Ag ; F+ ; 19 ; я8844 ; 110 
 3312 ; 25 центов. Канада ; 1950 ;  ; Ag ; F+ ; 12 ; всыня ; 122 
 3313 ; 5 пиастров. Египет ; 1957 ;  ; Ag ; VF+ ; 32 ; dimko ; 281 
 3314 ; 1/10 бальбоа. Панама ; 1953 ;  ; Ag ; VF+ ; 19 ; SKeeper ; 139 
 3315 ; 10 центов. Китай ;  ;  ; Ag ; VF- ; 20 ; Дак ; 363 
 3316 ; 40 рейс. Бразилия. Надчекан ;  ;  ; Cu ; VF ; 13 ; братья Гавс ; 278 
 3317 ; 20 кэш. Китай ;  ;  ; Br ; F+ ; 5 ; штурман ; 51 
 3318 ; 1 пенни. Южная Африка ; 1959 ;  ; Br ; VF ; 19 ; ojo ; 83 
 3219 ; 1 доллар. США ; 1921S ;  ; Ag ; VF ; 17 ; 9975 ; 1179 
 3220 ; 1 доллар. США ; 1897 ;  ; Ag ; VF+ ; 20 ; shaxter2015 ; 1255 
 3221 ; 1 доллар. США ; 1921 ;  ; Ag ; VF+ ; 14 ; Affliction ; 1224 
 3222 ; 1 доллар. США ; 1921S ;  ; Ag ; VF ; 25 ; vitapool ; 1179 
 3223 ; 1 доллар. США ; 1921D ;  ; Ag ; VF-XF ; 26 ; ASTRAL ; 1179 
 3224 ; 1 доллар. США ; 1921S ;  ; Ag ; VF ; 16 ; vitapool ; 1157 
 3225 ; 1 доллар. США ; 1921 ;  ; Ag ; XF ; 24 ; rash61 ; 1481 
 3226 ; 1 доллар. США ; 1921 ;  ; Ag ; XF ; 31 ; Sosnovsky777 ; 1401 
 3227 ; 1 доллар. США ; 1921 ;  ; Ag ; XF ; 20 ; джон08 ; 1326 
 3228 ; 1 доллар. США ; 1921 ;  ; Ag ; VF-XF ; 21 ; ASTRAL ; 1381 
 3229 ; 20 рублей. Беларусь. Сова ; 2005 ;  ; Ag ; Proof ; 47 ; wolikaz ; 2346 
 3230 ; 20 рублей. Беларусь. Каменный цветок. Сертификат ; 2005 ;  ; Ag ; AU ; 29 ; Artemon ; 2600 
 3231 ; 20 рублей. Беларусь. Алиса в Зазеркалье. Сертификат ; 2007 ;  ; Ag ; AU ; 18 ; Artemon ; 2600 
 3232 ; 20 рублей. Беларусь. Алиса в Стране Чудес. Сертификат ; 2007 ;  ; Ag ; AU ; 19 ; Artemon ; 2600 
