 5647 ; Конверт со спецгашением Гренландия ; 2001 ;  ;  ;  ; 11 ; dizdigator ; 101 
 4550 ; 100 марок. Финляндия. 100 лет с рождения Пааво Нурми. В коробке ; 1997 ;  ; Ag ; Proof ; 41 ; suomi ; 1444 
 4551 ; 500 тенге. Казахстан.Гагарин. Коробка, сертификат ; 2011 ;  ; Ag ; Proof ; 24 ; 6719 ; 3065 
 4552 ; 10 евро. Финляндия. 450 лет со дня смерти родоначальника финской литературы М. Агриколы. В коробке, с сертификатом ; 2007 ;  ; Ag ; Proof ; 41 ; kalkor ; 1532 
 4553 ; 20 экю. Финляндия. В коробке ; 1995 ;  ; Ag ; Proof ; 26 ; себер ; 973 
 4554 ; Лот евро монет Монако: 2 евро (3шт). Буклет ; 2003,2009,20011 ;  ; Би/м ; AU ; 30 ; кс ; 850 
 4555 ; 2 евро. Сан-Марино. Европейский год межкультурного диалога. Упаковка ; 2008 ;  ; Би/м ; AU ; 38 ; Декарт ; 4103 
 4556 ; 2 евро. Сан-Марино. 25-летие объединения Германии. Упаковка ; 2015 ;  ; Би/м ; AU ; 29 ; Serg7921 ; 1650 
 4557 ; 2 евро. Сан-Марино. 500 лет со дня смерти Донато Браманте. Упаковка ; 2014 ;  ; Би/м ; AU ; 27 ; ag58 ; 1626 
 4558 ; 2 евро. Сан-Марино. 90 лет со дня смерти Джакомо Пуччини. Упаковка ; 2014 ;  ; Би/м ; AU ; 36 ; кс ; 1658 
 4559 ; Лот монет Ватикана: 500,1000 лир (2шт). Буклет ; 1997 ;  ; Би/м ; AU ; 21 ; Maks87 ; 363 
 4560 ; 5 евро. Австрия. Буклет ; 2014 ;  ; Ag ; AU ; 51 ; water spirit ; 1020 
 4561 ; 500 лир. Сан-Марино. Коробка, сертификат ; 1981 ;  ; Ag ; AU ; 7 ; taska ; 413 
 4562 ; Набор монет Финляндии "Евровидение" (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2007 ;  ; Cu-ST,Lat,би/м ; Unc ; 26 ; LEXAI ; 666 
 4563 ; Набор монет Финляндии (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2007 ;  ; Cu-ST,Lat,би/м ; Unc ; 41 ; LEXAI ; 916 
 4564 ; Набор монет Финляндии (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2009 ;  ; Cu-ST,Lat,би/м ; Unc ; 31 ; ssbb333 ; 928 
 4565 ; Набор монет Финляндии (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2008 ;  ; Cu-ST,Lat,би/м ; Unc ; 36 ; ag58 ; 926 
 4566 ; Набор евро монет  Сан-Марино  1,2,5,10,20,50 евро центов, 1,2,5 евро (9шт.). Упаковка ; 2013 ;  ; AgБи/мSt/Br,Лат ; AU ; 63 ; valent77 ; 2017 
 4567 ; Набор монет Словакии: 2,1 евро, 50,20,10,5,2,1 евроцент (9шт). Буклет ; 2016 ;  ; Би/м,Лат,Cu/St, ; AU ; 31 ; kirkar ; 692 
 4568 ; Набор монет Финляндии (9шт): 2евро,1евро, 50ц,20ц,20ц,10ц,5ц,2ц,1ц+5 евро. 90 лет независимости Финляндии. Буклет ; 2007 ;  ; Cu-St,Lat,би/м ; AU ; 32 ; dsp ; 1013 
 4569 ; Набор монет Финляндии (9шт): 2евро,1евро, 50ц,20ц,20ц,10ц,5ц,2ц,1ц+5 евро. Чемпионат мира по легкой атлетике в Хельсинки. Буклет ; 2005 ;  ; Cu-St,Lat,би/м ; AU ; 54 ; kirkar ; 1145 
 4570 ; Набор монет Финляндии Муми-Тролль (8шт): 2евро,1евро, 50ц,20ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2004 ;  ; Cu-St,Lat,би/м ; AU ; 45 ; Gast ; 2838 
 4571 ; Набор монет Финляндии "Новый год" Йоллоупуки  (8шт): 2евро,1евро, 50ц,20ц,20ц,10ц,5ц,2ц,1ц+жетон. Буклет ; 2003 ;  ; Cu-St,Lat,би/м ; AU ; 28 ; kirkar ; 826 
 4572 ; Набор монет Ватикана: 4шт + жетон. Буклет ;  ;  ; Al/Br,Ni/St ; AU ; 10 ; Maks87 ; 261 
 4573 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5,1 пенни (7шт). Пластиковая упаковка ; 1977 ;  ; Cu-Ni,Al/Br ; AU ; 14 ; von_Schwarz ; 227 
 4574 ; Набор монет Болгарии: 7шт. Буклет ; 1962 ;  ; Cu-Ni,Cu-Zn ; AU ; 33 ; Б109П45 ; 412 
 4575 ; Лот монет США: 1/2,1/4 доллара, дайм, 5,1 цет (5шт)+ жетон. Упаковка ; 1968 ;  ; Ag,Cu-Ni,Br ; AU ; 7 ; заяц побегаец ; 213 
 4576 ; Лот монетовидных жетонов Чехии (8шт). Буклет ; 2004 ;  ; Би/м,Cu,Лат ; AU ; 38 ; trigor71 ; 580 
 4577 ; Лот монетовидных жетонов Польши (8шт). Буклет ; 2004 ;  ; Би/м,Cu,Лат ; AU ; 38 ; molodes ; 516 
 4578 ; Лот монетовидных жетонов Венгрии (8шт). Буклет ; 2004 ;  ; Би/м,Cu,Лат ; AU ; 15 ; molodes ; 477 
 4479 ; 1 пенго. Венгрия ; 1941 ;  ; Al ; VF- ; 6 ; hoop ; 20 
 4480 ; 10 лаари. Мальдивы ; 2012 ;  ; Al ; VF ; 10 ; xoltecl ; 36 
 4481 ; 5 лаари. Мальдивы ; 1990 ;  ; Al ; VF+ ; 7 ; Sterh ; 20 
 4482 ; 1 франк. Бурунди ; 1980 ;  ; Al ; XF ; 19 ; alex073ul ; 41 
 4483 ; 5 лаари. Мальдивы ; 2012 ;  ; Al ; XF ; 6 ; велес ; 20 
 4484 ; 2 руфии. Мальдивы ; 2007 ;  ; St/Лат ; XF ; 9 ; 4758 ; 29 
 4485 ; 5 долларов. Ямайка ; 1996 ;  ; Ni ; VF+ ; 8 ; рЖавОй ; 22 
 4486 ; 1 злотый. Польша ; 1949 ;  ; Cu-Ni ; VF ; 22 ; BSR ; 101 
 4487 ; 1 цент. Барбадос ; 1989 ;  ; Br ; VF ; 5 ; 4758 ; 19 
 4488 ; 1 пенни. Великобритания ; 2008 ;  ; St/Br ; XF+ ; 3 ; 333985 ; 22 
 4489 ; 2 пенни. Ирландия ; 1975 ;  ; Br ; VF+ ; 5 ; птичка16 ; 100 
 4490 ; 1 пенни. Ямайка ; 1966 ;  ; Al/Br ; VF ; 62 ; orex ; 129 
 4491 ; 10 сен. Бруней ; 1993 ;  ; Cu-Ni ; XF ; 15 ; нл ; 30 
 4492 ; 1 гривна. Украина ; 2012 ;  ; Ж/м ; AU ; 3 ; 333985 ; 22 
 4493 ; 1 пайс. Непал ;  ;  ; Al ; VF ; 19 ; Хаа ; 31 
 4494 ; 25 эре. Швеция ; 1898 ;  ; Ag ; F+ ; 11 ; ag58 ; 50 
 4495 ; 25 эре. Швеция ; 1929 ;  ; Ag ; F+ ; 5 ; зуммер ; 46 
 4496 ; 1 грош. Саксония ; 18?? ;  ; Ag ; F ; 8 ; jj ; 99 
 4497 ; 25 эре. Швеция ; 1902 ;  ; Ag ; F+ ; 13 ; дилитант ; 50 
 4498 ; 25 эре. Швеция ; 1919 ;  ; Ag ; F+ ; 7 ; дилитант ; 50 
 4499 ; 25 эре. Швеция ; 1907 ;  ; Ag ; F-VF ; 10 ; ag58 ; 50 
 4500 ; 25 эре. Швеция ; 1914 ;  ; Ag ; F+ ; 6 ; дилитант ; 50 
 4501 ; 25 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 6 ; дилитант ; 50 
 4502 ; 25 эре. Швеция ; 1904 ;  ; Ag ; F-VF ; 11 ; дилитант ; 53 
 4503 ; 1 доллар. США. 200 лет независимости ; 1976 ;  ; Cu-Ni ; XF ; 25 ; рЖавОй ; 142 
 4504 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; XF+ ; 28 ; ВКГ ; 159 
 4505 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 22 ; рЖавОй ; 131 
 4506 ; 1 доллар. США ; 1979P ;  ; Cu-Ni ; XF+ ; 24 ; ВКГ ; 120 
 4507 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; XF ; 9 ; Матроскин ; 45 
 4508 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 11 ; edgar ; 51 
 4509 ; 1 фунт. Великобритания ; 1983 ;  ; Ni/Лат ; AU ; 15 ; u10257 ; 200 
 4510 ; 1 фунт. Великобритания ; 2000 ;  ; Ni/Лат ; AU ; 33 ; u10257 ; 250 
 4511 ; 1 фунт. Великобритания ; 1997 ;  ; Ni/Лат ; AU ; 25 ; u10257 ; 271 
 4512 ; 1 фунт. Великобритания ; 1991 ;  ; Ni/Лат ; AU ; 18 ; u10257 ; 200 
 4513 ; 1 фунт. Великобритания ; 2014 ;  ; Ni/Лат ; XF+ ; 11 ; xoltecl ; 153 
 4514 ; 1 фунт. Великобритания ; 1990 ;  ; Ni/Лат ; AU ; 24 ; 2104 ; 357 
 4515 ; 10 пенсов. Гибралтар ; 1999 ;  ; Cu-Ni ; XF+ ; 19 ; Markgraf ; 57 
 4516 ; 25 центов. Белиз ; 2003 ;  ; Cu-Ni ; VF+ ; 16 ; hoop ; 41 
 4517 ; 5 тое. Папуа Новая Гвинея ; 2009 ;  ; St/Ni ; AU ; 27 ; Хаа ; 72 
 4518 ; 1 крона. Исландия ; 1970 ;  ; Al/Br ; XF ; 9 ; Jek327 ; 30 
 4519 ; 50 аурар. Исландия ; 1969 ;  ; Al/Br ; XF ; 9 ; Jek327 ; 30 
 4520 ; 10 аурар. Исландия ; 1962 ;  ; Cu-Ni ; XF+ ; 5 ; 4758 ; 20 
 4521 ; 10 аурар. Исландия ; 1981 ;  ; Br ; AU ; 3 ; Александр-78 ; 30 
 4522 ; 10 сантими. Латвия ; 1922 ;  ; Ni ; VF ; 17 ; StasStas ; 69 
 4523 ; 2 сантими. Латвия ; 1932 ;  ; Br ; VF- ; 15 ; StasStas ; 104 
 4524 ; 20 геллеров. Австрия ; 1894 ;  ; Ni ; VF ; 9 ; STANDART ; 30 
 4525 ; 10 геллеров. Австрия ; 1895 ;  ; Ni ; VF ; 3 ; Александр-78 ; 30 
 4526 ; 1 пенни. Остров Мэн ; 1996 ;  ; St/Br ; XF ; 11 ; ag58 ; 45 
 4527 ; 1 пенни. Великобритания ; 2010 ;  ; St/Br ; XF+ ; 3 ; Александр-78 ; 30 
 4528 ; 1 цент. Нидерландские Антилы ; 1978 ;  ; Br ; AU ; 16 ; Dinar02 ; 59 
 4429 ; 3 пфеннига. Рейс-Младшая линия ; 1868 ;  ; Cu ; F+ ; 37 ; vb96 ; 443 
 4430 ; 3 пфеннига. Росток ; 1862 ;  ; Cu ; F ; 18 ; etwar55 ; 322 
 4431 ; 1 пфенниг. Бавария ; 1863 ;  ; Cu ; F ; 12 ; Markgraf ; 87 
 4432 ; 1 пфенниг. Ганновер ; 1776 ;  ; Cu ; F ; 18 ; mkm1968 ; 260 
 4433 ; 2 пфеннига. Ганновер ; 1851 ;  ; Cu ; F ; 15 ; taa ; 216 
 4434 ; 1 пфенниг. Ангальт-Дессау ; 1856 ;  ; Cu ; VF+ ; 31 ; lestes ; 332 
 4435 ; 1 пфенниг. Ганновер ; 1860 ;  ; Cu ; F- ; 13 ; CMSpb ; 212 
 4436 ; 1 крейцер. Баден ; 1846 ;  ; Cu ; VF+ ; 39 ; Vilich ; 202 
 4437 ; 1 грошен. Брауншвейг ; 1858 ;  ; Ag ; F+ ; 24 ; жора ; 281 
 4438 ; 1 шиллинг. Мекленбург-Шверин ; 1832 ;  ; Ag ; VF- ; 19 ; Sterh ; 174 
 4439 ; 1/48 талера. Мекленбург-Стрелиц ; 1864 ;  ; Ag ; VG ; 38 ; mkm1968 ; 601 
 4440 ; 1 зилбергрош. Пруссия ; 1855 ;  ; Ag ; VF- ; 23 ; franklin ; 153 
 4441 ; 1 крейцер. Нассау ; 1861 ;  ; Ag ; VG ; 57 ; Markgraf ; 151 
 4442 ; Монета. Индия ;  ;  ; Ag ; F-VF ; 43 ; vladmarkin ; 611 
 4443 ; Монета. Индия ;  ;  ; Ag ; F- ; 16 ; Olimpia ; 77 
 4444 ; Монета. Индия ;  ;  ; Ag ; F ; 18 ; Sterh ; 114 
 4445 ; Монета. Индия ;  ;  ; Ag ; F ; 22 ; Olimpia ; 363 
 4446 ; Монета. Индия ;  ;  ; Ag ; F ; 61 ; mkm1968 ; 956 
 4447 ; Монета. Индия ;  ;  ; Ag ; F ; 22 ; Sterh ; 112 
 4448 ; Монета. Индия ;  ;  ; Ag ; F ; 20 ; Olimpia ; 233 
 4449 ; Монета. Индия ;  ;  ; Ag ; F ; 47 ; Olimpia ; 283 
 4450 ; Монета. Индия ;  ;  ; Ag ; F ; 33 ; Sterh ; 306 
 4451 ; Монета. Индия ;  ;  ; Ag ; F ; 30 ; Olimpia ; 495 
 4452 ; Монета. Индия ;  ;  ; Ag ; F ; 17 ; lestes ; 308 
 4453 ; Монета. Индия ;  ;  ; Ag ; VG ; 25 ; Sterh ; 68 
 4454 ; Монета. Индия ;  ;  ; Ag ; F- ; 27 ; Sterh ; 261 
 4455 ; Монета. Индия ;  ;  ; Ag ; F ; 8 ; Olimpia ; 181 
 4456 ; Монета. Индия ;  ;  ; Ag ; F+ ; 51 ; mkm1968 ; 501 
 4457 ; Монета. Индия ;  ;  ; Ag ; F ; 16 ; Sterh ; 233 
 4458 ; Монета. Индия ;  ;  ; Ag ; F+ ; 17 ; Olimpia ; 495 
 4459 ; Монета. Индия ;  ;  ; Ag ; F ; 48 ; vladmarkin ; 602 
 4460 ; Монета. Индия ;  ;  ; Ag ; F ; 36 ; Olimpia ; 569 
 4461 ; Монета. Индия ;  ;  ; Ag ; VF ; 69 ; Olimpia ; 2596 
 4462 ; Монета. Индия ;  ;  ; Ag ; VF ; 32 ; Olimpia ; 1009 
 4463 ; Монета. Индия ;  ;  ; Ag ; F- ; 11 ; mkm1968 ; 150 
 4464 ; 25 пенсов. Великобритания. Королевская серебряная свадьба ; 1972 ;  ; Cu-Ni ; XF- ; 22 ; рЖавОй ; 102 
 4465 ; 1 крона. Великобритания. Cэр Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 24 ; рЖавОй ; 107 
 4466 ; 25 пенсов. Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; XF ; 13 ; рЖавОй ; 101 
 4467 ; 25 пенсов. Великобритания.  Cеребряный юбилей царствования Елизаветы II ; 1977 ;  ; Cu-Ni ; AU ; 17 ; рЖавОй ; 102 
 4468 ; 20 злотых. Польша ; 1976 ;  ; Cu-Ni ; XF ; 5 ; Savbeer ; 30 
 4469 ; 10 злотых. Польша ; 1975 ;  ; Cu-Ni ; VF+ ; 8 ; MAPKu3 ; 20 
 4470 ; 2 1/2 гульдена. Нидерланды ; 1984 ;  ; Ni ; VF+ ; 13 ; canario ; 30 
 4471 ; 1 гульден. Нидерланды ; 1972 ;  ; Ni ; VF+ ; 8 ; lva08 ; 30 
 4472 ; 1 гульден. Нидерланды ; 1967 ;  ; Ni ; VF+ ; 5 ; 4758 ; 19 
 4473 ; 100 лир. Италия ; 1981 ;  ; St ; XF ; 5 ; 4758 ; 19 
 4474 ; 25 центов. Барбадос ; 1996 ;  ; Cu-Ni ; XF ; 5 ; 333985 ; 20 
 4475 ; 6 пенсов. Новая Зеландия ; 1965 ;  ; Cu-Ni ; XF ; 3 ; птичка16 ; 100 
 4476 ; 10 центов. Нидерландские Антилы ; 2008 ;  ; Ni/St ; XF ; 12 ; alex073ul ; 35 
 4477 ; 100 франков. Французская Африка ; 2006 ;  ; Би/м ; XF ; 37 ; рЖавОй ; 101 
 4478 ; 50 грошей. Австрия ; 1952 ;  ; Al ; VF ; 9 ; DeusEx ; 50 
 4379 ; 3 альбуса. Трир ; 1713 ;  ; Ag ; F-VF ; 48 ; spiritusvini ; 873 
 4380 ; 25 эре. Швеция ; 1945 ;  ; Ag ; VF ; 9 ; дилитант ; 45 
 4381 ; 25 эре. Швеция ; 1933 ;  ; Ag ; VF- ; 7 ; von_Schwarz ; 57 
 4382 ; 25 эре. Швеция ; 1950 ;  ; Ag ; VF-VF ; 11 ; дилитант ; 55 
 4383 ; 4 скиллинга. Дания ; 1854 ;  ; Ag ; VF ; 27 ; жора ; 202 
 4384 ; 1/2 кроны. Великобритания ; 1918 ;  ; Ag ; F-VF ; 20 ; cfif24 ; 413 
 4385 ; 10 эре. Швеция ; 1941 ;  ; Ag ; VF ; 9 ; дилитант ; 45 
 4386 ; 1 бу Япония ; ND ;  ; Ag ; XF ; 38 ; заяц побегаец ; 1632 
 4387 ; 10 центов. Нидерланды ; 1899 ;  ; Ag ; VF ; 13 ; заяц побегаец ; 249 
 4388 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF ; 15 ; franklin ; 107 
 4389 ; 25 центов. Канада ; 1966 ;  ; Ag ; VF-XF ; 21 ; папашаГарпагон ; 168 
 4390 ; 25 эре. Швеция ; 1954 ;  ; Ag ; XF ; 9 ; Ыукут ; 41 
 4391 ; 1 крона. Швеция ; 1967 ;  ; Ag ; AU ; 11 ; modul ; 108 
 4392 ; 25 эре. Швеция ; 1957 ;  ; Ag ; VF ; 7 ; цеховик ; 44 
 4393 ; 25 эре. Швеция ; 1930 ;  ; Ag ; VF ; 5 ; Ыукут ; 42 
 4394 ; 25 эре. Швеция ; 1948 ;  ; Ag ; VF ; 5 ; Ыукут ; 37 
 4395 ; 1 крона. Швеция ; 1961 ;  ; Ag ; VF-XF ; 13 ; modul ; 100 
 4396 ; 25 эре. Швеция ; 1953 ;  ; Ag ; AU ; 13 ; цеховик ; 51 
 4397 ; 10 эре. Швеция ; 1916 ;  ; Ag ; F-VF ; 13 ; дилитант ; 45 
 4398 ; 10 эре. Швеция ; 1952 ;  ; Ag ; VF-XF ; 5 ; Shera ; 27 
 4399 ; 5 шиллингов. Австрия ; 1961 ;  ; Ag ; VF ; 10 ; 3ТЭП75 ; 107 
 4400 ; 1 дайм. США ; 1924 ;  ; Ag ; XF ; 13 ; Kig83 ; 571 
 4401 ; 1-1/2 пиастра. Турция. Отверстие ; 1255 ;  ; Ag ; F ; 32 ; mkm1968 ; 589 
 4402 ; 1 скиллинг. Швеция ; 1839 ;  ; Br ; F ; 12 ; orex ; 91 
 4403 ; 5 сентаво. Колумбия ; 1946 ;  ; Cu-Ni ; VF ; 5 ; heavy_fly ; 51 
 4404 ; 1 бат. Тайланд ;  ;  ; Cu-Ni ; AU ; 7 ; v_bond ; 20 
 4405 ; 5 раппен. Швейцария ; 1944 ;  ; Cu-Ni ; VF ; 7 ; Maksss163 ; 16 
 4406 ; 1 юань. Тайвань ; 1969 ;  ; Cu-Ni ; AU ; 14 ; v_bond ; 141 
 4407 ; 5 центов. США ; 1905 ;  ; Cu-Ni ; VF ; 27 ; рЖавОй ; 107 
 4408 ; 10 филлеров. Венгрия ; 1927 ;  ; Cu-Ni ; VF ; 3 ; cboker ; 21 
 4409 ; 5 драхм. Греция ; 1973 ;  ; Cu-Ni ; VF-XF ; 9 ; Jek327 ; 49 
 4410 ; 1/4 доллара. США. Вашингтон ; 2007 ;  ; Cu-Ni ; AU ; 16 ; рЖавОй ; 32 
 4411 ; 50 песет. Испания ; 1990 ;  ; Cu-Ni ; VF-XF ; 5 ; Ыукут ; 20 
 4412 ; 5 пфеннигов. Германия ; 1937A ;  ; Al/Br ; VF-XF ; 9 ; fadeev.dima ; 153 
 4413 ; 5 пфеннигов. Веймар ; 1925E ;  ; Al/Br ; VF-XF ; 19 ; Shundr ; 114 
 4414 ; 20 пенни. Ирландия ; 1995 ;  ; Al/Br ; VF-XF ; 7 ; Ыукут ; 32 
 4415 ; 2 франка. Франция ; 1948 ;  ; Al ; VF ; 8 ; Maksss163 ; 19 
 4416 ; 1 франк. Франция ; 1947 ;  ; Al ; VF- ; 11 ; lva08 ; 26 
 4417 ; 100 франков. Франция ; 1955 ;  ; Cu-Ni ; XF ; 33 ; MAPKu3 ; 38 
 4418 ; 20 франков. Франция ; 1950 ;  ; Al/Br ; XF ; 8 ; Maksss163 ; 19 
 4419 ; 1 хеллер. Франкфурт ; 1863 ;  ; Cu ; F+ ; 13 ; Maks87 ; 196 
 4420 ; 3 хеллера. Гессен-Кассель ; 1859 ;  ; Cu ; F ; 28 ; von_Schwarz ; 252 
 4421 ; 1 пфенниг. Мекленбург-Шверин ; 1872 ;  ; Cu ; F+ ; 17 ; Jon Snow ; 153 
 4422 ; 1 пфенниг Ангальт-Цербст ; 1766 ;  ; Cu ; F ; 43 ; Maks87 ; 603 
 4423 ; 1 пфенниг. Пруссия ; 1822 ;  ; Cu ; F ; 11 ; franklin ; 38 
 4424 ; 2 пфеннига. Пруссия ; 1821 ;  ; Cu ; F ; 19 ; franklin ; 39 
 4425 ; 3 пфеннига. Пруссия ; 1870 ;  ; Cu ; F- ; 18 ; Jon Snow ; 133 
 4426 ; 3 пфеннига. Пруссия ; 1860 ;  ; Cu ; F+ ; 17 ; Vilich ; 114 
 4427 ; 1 пфенниг. Пруссия ; 1856 ;  ; Cu ; F ; 12 ; STANDART ; 57 
 4428 ; 1 пфенниг. Мекленбург-Стрелиц ; 1872 ;  ; Cu ; F+ ; 21 ; jj ; 209 
 4329 ; 25 сантимов. Люксембург ; 1927 ;  ; Cu-Ni ; VF ; 5 ; teso ; 126 
 4330 ; 20 франков. Французский Алжир ; 1956 ;  ; Cu-Ni ; VF ; 13 ; orex ; 61 
 4331 ; 5 раппен. Швейцария ; 1900 ;  ; Cu-Ni ; VF ; 13 ; Maksss163 ; 19 
 4332 ; 25 центов. Кипр ; 1977 ;  ; Cu-Ni ; XF ; 17 ; Хаа ; 75 
 4333 ; 10 франков. Франция ; 1986 ;  ; Cu-Ni ; VF-XF ; 19 ; Хаа ; 125 
 4334 ; 1 доллар. США ; 1978D ;  ; Cu-Ni ; XF ; 7 ; S.A.I. ; 101 
 4335 ; 2 франка. Франция ; 1993 ;  ; Cu-Ni ; XF ; 19 ; Хаа ; 77 
 4336 ; 5 ранд. ЮАР ; 1995 ;  ; Cu-Ni ; VF-XF ; 17 ; Maxim914 ; 46 
 4337 ; 10 хеллеров. Швейцария ; 1920 ;  ; Cu-Ni ; VF ; 6 ; Flagman ; 21 
 4338 ; 1 доллар. США ; 1980 ;  ; Cu-Ni ; VF ; 1 ; птичка16 ; 100 
 4339 ; 25 батат. Гамбия ; 1971 ;  ; Cu-Ni ; VF ; 11 ; калинов мост ; 46 
 4340 ; 25 центов. Канада ; 1973 ;  ; Cu-Ni ; VF-XF ; 7 ; val211 ; 30 
 4341 ; 5 крон. Норвегия ; 1975 ;  ; Cu-Ni ; VF-XF ; 9 ; canario ; 83 
 4342 ; 20 центов. Новая Зеландия ; 2006 ;  ; Cu-Ni ; AU ; 10 ; Markgraf ; 58 
 4343 ; 10 пенсов. Гибралтар ; 1993 ;  ; Cu-Ni ; XF ; 11 ; Markgraf ; 43 
 4344 ; 10 чертам. Бутан ; 1979 ;  ; Br ; XF ; 14 ; Серж PirGS ; 186 
 4345 ; 1 пфенниг. Веймар ; 1935J ;  ; Br ; XF ; 11 ; птичка16 ; 81 
 4346 ; 1 эре. Швеция ; 1907 ;  ; Br ; VF ; 11 ; калинов мост ; 45 
 4347 ; 1 цент. Нидерланды ; 1915 ;  ; Br ; VF ; 5 ; Maksss163 ; 15 
 4348 ; 1 эре. Швеция ; 1858 ;  ; Br ; VF- ; 11 ; orex ; 44 
 4349 ; 5 центов. Литва ; 1936 ;  ; Br ; VF ; 53 ; Александр007 ; 560 
 4350 ; 1 цент. Мальта ; 1972 ;  ; Br ; AU/XF ; 9 ; alehandr ; 51 
 4351 ; 1 цент. США ; 1945 ;  ; Br ; VF-XF ; 17 ; kolbur ; 50 
 4352 ; 1 пфенниг. Мекленбург-Шверин ; 1872 ;  ; Br ; VF ; 13 ; corsar ; 159 
 4353 ; 1 крейцер. Австрия ; 188 ;  ; Br ; VF-XF ; 19 ; Flagman ; 112 
 4354 ; 1 пиастр. Кипр ; 1946 ;  ; Br ; VF+ ; 15 ; лексан 98 ; 104 
 4355 ; 1/2 пенни. Великобритания ; 1905 ;  ; Br ; VF ; 24 ; папашаГарпагон ; 153 
 4356 ; 1 эре. Дания ; 1916 ;  ; Br ; VF ; 12 ; Sterh ; 32 
 4357 ; 1/6 скиллинга. Швеция ; 1839 ;  ; Br ; VF ; 39 ; spiritusvini ; 227 
 4358 ; 2 филлера. Венгрия ; 1927 ;  ; Br ; VF ; 5 ; Ыукут ; 19 
 4359 ; 12 хеллеров. Аахен ; 1793 ;  ; Br ; F ; 12 ; 19952012 ; 181 
