 1365 ; 10 копеек, в капсуле PCGS ; 1958 ;  ; Cu-Ni ; MS62 ; 18 ; to-to ; 69000 
 3685 ; 3 марки. Эстония ; 1925 ;  ; Ni-Br ; VF+ ; 75 ; нумизмат ; 800 
 3686 ; 3 марки. Эстония ; 1922 ;  ; Cu-Ni ; VF ; 50 ; нумизмат ; 628 
 3687 ; 10 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 32 ; asparagus ; 35 
 3688 ; 1 раппен. Швейцария ; 1932 ;  ; Br ; VF+ ; 23 ; Eddy ; 93 
 3689 ; 1 пфенниг. Данциг ; 1930 ;  ; Br ; VF- ; 37 ; ganza ; 216 
 3690 ; 1 пенни. Великобритания ; 1948 ;  ; Br ; XF+ ; 49 ; olga42 ; 184 
 3691 ; 200 марок. Веймар ; 1923А ;  ; Al ; XF ; 39 ; Aleks72 ; 156 
 3692 ; 10 сантимов. Франция. Карпентранс. Синдикат гостиниц и кафе ; ND ;  ; Al ; XF+ ; 12 ; von_Schwarz ; 94 
 3693 ; 10 франков. Монако ; 1946 ;  ; Cu-Ni ; XF ; 64 ; lielais ; 299 
 3694 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 22 ; nikitin782 ; 322 
 3695 ; 5 евро. Финляндия. Остроботния ; 2011 ;  ; Би/м ; AU ; 9 ; solder13 ; 309 
 3696 ; 2 кроны. Дания. На смерть Кристиана IX и восшествии на престол Фредерика VIII ; 1906 ;  ; Ag ; VF-XF ; 95 ; ML ; 2123 
 3697 ; 2 кроны. Дания. 25 лет правления ; 1937 ;  ; Ag ; XF ; 73 ; Dbrnjh ; 1001 
 3698 ; 2 кроны. Дания ; 1915 ;  ; Ag ; XF ; 53 ; каин ; 2400 
 3699 ; 2 евро. Образец. Венгрия ; 2003 ;  ; Би/м ; AU ; 75 ; vladimir-sirke ; 459 
 3700 ; 2 евро. Образец. Румыния ; 2003 ;  ; Би/м ; AU ; 66 ; vladimir-sirke ; 441 
 3701 ; 2 евро. Образец. Польша ; 2003 ;  ; Би/м ; AU ; 50 ; vladimir-sirke ; 441 
 3702 ; 1/4 доллара. США. Гуам ; 2009P ;  ; Cu-Ni ; AU ; 65 ; ADD ; 113 
 3703 ; 1/4 доллара. США. Американские Виргинские острова ; 2009P ;  ; Cu-Ni ; AU ; 68 ; patap100 ; 143 
 3704 ; 1/4 доллара. США. Округ Колумбия ; 2009D ;  ; Cu-Ni ; AU ; 73 ; lielais ; 159 
 3705 ; 1/4 доллара. США. Американское Самоа ; 2009P ;  ; Cu-Ni ; AU ; 38 ; lielais ; 100 
 3706 ; 1/4 доллара. США. Северные Марианские острова ; 2009P ;  ; Cu-Ni ; AU ; 48 ; Drunja33 ; 84 
 3707 ; 1/4 доллара. США. Пуэрто-Рико ; 2009P ;  ; Cu-Ni ; AU ; 31 ; lielais ; 71 
 3708 ; 1/4 доллара. США. Йеллоустоунский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 61 ; patap100 ; 57 
 3709 ; 1/4 доллара. США. Национальный лес Маунд Худ ; 2010P ;  ; Cu-Ni ; AU ; 41 ; С Урала ; 41 
 3710 ; 1/4 доллара. США. Национальный парк Гранд-Каньон ; 2010P ;  ; Cu-Ni ; AU ; 54 ; mezenat ; 55 
 3711 ; 1/4 доллара. США. Йосемитский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 56 ; mezenat ; 55 
 3712 ; 1/4 доллара. США. Национальный парк Хот-Спрингс ; 2010D ;  ; Cu-Ni ; AU ; 60 ; С Урала ; 57 
 3713 ; 1/4 доллара. США. Национальный парк Виксбург ; 2011D ;  ; Cu-Ni ; AU ; 44 ; konst ; 44 
 3714 ; 1/4 доллара. США. Национальный парк Геттисберг ; 2011P ;  ; Cu-Ni ; AU ; 43 ; mezenat ; 41 
 3715 ; 1/4 доллара. США. Национальный парк Глейшер ; 2011D ;  ; Cu-Ni ; AU ; 35 ; asparagus ; 35 
 3716 ; 1/4 доллара. США. Национальный парк Олимпик ; 2011P ;  ; Cu-Ni ; AU ; 38 ; С Урала ; 37 
 3717 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; XF ; 78 ; advokatx ; 228 
 3718 ; 1 доллар. США ; 1974D ;  ; Cu-Ni ; VF ; 39 ; suhua ; 183 
 3619 ; 1 пенни. Южная Африка ; 1928 ;  ; Br ; VF- ; 32 ; suhua ; 152 
 3620 ; 2 пфеннига. Германия ; 1907А ;  ; Br ; VF ; 27 ; Aleks72 ; 88 
 3621 ; 1 миль. Палестина ; 1941 ;  ; Br ; VF ; 51 ; Павлов75 ; 259 
 3622 ; 1/2 цента. Нидерланды ; 1891 ;  ; Br ; VF- ; 26 ; В1951 ; 180 
 3623 ; 1 фартинг. Великобритания ; 1902 ;  ; Br ; VF ; 29 ; Pushan ; 134 
 3624 ; 5 крон. Дания ; 1974 ;  ; Cu-Ni ; XF ; 30 ; С Урала ; 95 
 3625 ; 1/2 гульдена. Данциг ; 1932 ;  ; Cu-Ni ; VF ; 79 ; ВМШ ; 2244 
 3626 ; 5 сентимов. Люксембург ; 1924 ;  ; Cu-Ni ; VF ; 27 ; krugerrand ; 192 
 3627 ; 6 пенсов. Великобритания ; 1950 ;  ; Cu-Ni ; VF ; 38 ; olga42 ; 159 
 3628 ; 5 центов. Канада ; 1957 ;  ; Cu-Ni ; VF ; 15 ; СВл ; 140 
 3629 ; 5 центов. Британская Малайя ; 1948 ;  ; Cu-Ni ; VF ; 52 ; С Урала ; 65 
 3630 ; 20 хелеров. Чехословакия ; 1921 ;  ; Cu-Ni ; VF- ; 35 ; _1111_ ; 74 
 3631 ; 10 центов. Канада ; 2011 ;  ; Ni/St ; AU ; 36 ; СВл ; 57 
 3632 ; 50 пфеннигов. Веймар ; 1928A ;  ; Cu-Ni ; VF-XF ; 37 ; Dbrnjh ; 229 
 3633 ; 1 франк. Бельгия ; 1923 ;  ; Cu-Ni ; VF- ; 46 ; _1111_ ; 77 
 3634 ; 2 эре. Дания ; 1941 ;  ; Al ; VF+ ; 21 ; av ; 159 
 3635 ; 50 пфеннигов. ГДР ; 1950А ;  ; Al/Br ; VF ; 18 ; 206811 ; 125 
 3636 ; 2 кроны. Исландия ; 1958 ;  ; Al/Br ; VF ; 25 ; BST ; 152 
 3637 ; 1 доллар. США ; 1923 ;  ; Ag ; VF+ ; 36 ; 206811 ; 1587 
 3638 ; 5 франков. Швейцария ; 1923 ;  ; Ag ; VF ; 65 ; dsdsdsdsdsd ; 1836 
 3639 ; 25 пиастров. Сирия ; 1947 ;  ; Ag ; VF- ; 24 ; Harlock ; 178 
 3640 ; 10 эре. Швеция ; 1935 ;  ; Ag ; XF ; 18 ; pissimist ; 92 
 3641 ; 10 шиллингов. Австрия ; 1957 ;  ; Ag ; VF ; 17 ; валери ; 176 
 3642 ; 25 центов. Канада ; 1944 ;  ; Ag ; VF- ; 22 ; Harlock ; 290 
 3643 ; 5 эскудо. Португалия ; 1948 ;  ; Ag ; VF-XF ; 35 ; 542 ; 275 
 3644 ; 500 марок. Финляндия. Олимпиада в Хельсинки ; 1952 ;  ; Ag ; XF ; 97 ; Рыба ; 969 
 3645 ; 1/2 доллара. США. Франклин ; 1961 ;  ; Ag ; XF ; 106 ; Harlock ; 614 
 3646 ; 2 шиллинга. Великобритания ; 1938 ;  ; Ag ; VF- ; 57 ; dgekson ; 359 
 3647 ; 5 риалов. Иран ; 1323лх ;  ; Ag ; VF- ; 41 ; dsdsdsdsdsd ; 226 
 3648 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF- ; 73 ; Gyron ; 173 
 3649 ; 25 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; XF ; 33 ; bv812 ; 281 
 3650 ; 500 лир. Италия ; 1960 ;  ; Ag ; VF ; 48 ; Sphinx999 ; 367 
 3651 ; 1/4 гульдена. Нидерландское Кюрасао ; 1944T ;  ; Ag ; VF- ; 25 ; imi ; 132 
 3652 ; 10 эре. Швеция ; 1938 ;  ; Ag ; VF+ ; 26 ; Dbrnjh ; 67 
 3653 ; 1 крона. Дания ; 1916 ;  ; Ag ; XF- ; 53 ; zelya ; 903 
 3654 ; 10 центов. Канада ; 1963 ;  ; Ag ; VF+ ; 9 ; suhua ; 127 
 3655 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF- ; 29 ; ML ; 385 
 3656 ; 10 сентаво. Филиппины ; 1945D ;  ; Ag ; VF- ; 20 ; Harlock ; 70 
 3657 ; 1/4 гульдена. Нидерландское Кюрасао ; 1947 ;  ; Ag ; VF ; 34 ; валери ; 138 
 3658 ; 10 центов. Стрейтс-Сетлментс ; 1917 ;  ; Ag ; VF ; 52 ; tigris ; 198 
 3659 ; 20 франков. Бельгия ; 1934 ;  ; Ag ; VF+ ; 67 ; av ; 674 
 3660 ; 20 филс. Ирак ; 1955 ;  ; Ag ; VF-XF ; 38 ; off ; 239 
 3661 ; 1/4 гульдена. Нидерландское Кюрасао ; 1947 ;  ; Ag ; VF- ; 14 ; suhua ; 163 
 3662 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF ; 62 ; olga42 ; 180 
 3663 ; 6 пенсов. Великобритания ; 1931 ;  ; Ag ; VF- ; 77 ; ML ; 323 
 3664 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF ; 61 ; ronzh ; 129 
 3665 ; 10 эре. Швеция ; 1955 ;  ; Ag ; VF+ ; 28 ; С Урала ; 67 
 3666 ; 1/2 рупии. Британская Индия ; 1942 ;  ; Ag ; VF ; 30 ; tigris ; 185 
 3667 ; 6 пенсов. Австралия ; 1948 ;  ; Ag ; VF- ; 46 ; imi ; 135 
 3668 ; 3 пенса. Австралия ; 1951 ;  ; Ag ; VF-XF ; 26 ; suhua ; 105 
 3569 ; 1 франк. Швейцария ; 1937 ;  ; Ag ; VF ; 27 ; ML ; 484 
 3570 ; 10 шиллингов. Австрия ; 1972 ;  ; Ag ; XF+ ; 64 ; bv812 ; 298 
 3571 ; 1/4 гульдена. Нидерландское Кюрасао ; 1944D ;  ; Ag ; VF- ; 34 ; imi ; 147 
 3572 ; 10 центов. Канада ; 1957 ;  ; Ag ; VF ; 37 ; С Урала ; 102 
 3573 ; 1 франк. Франция ; 1913 ;  ; Ag ; XF ; 29 ; asternox ; 311 
 3574 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF- ; 83 ; ronzh ; 114 
 3575 ; 2,5 эскудо. Португалия ; 1946 ;  ; Ag ; VF- ; 38 ; suhua ; 130 
 3576 ; 25 эре. Швеция ; 1938 ;  ; Ag ; VF ; 30 ; ronzh ; 114 
 3577 ; 25 эре. Швеция ; 1945 ;  ; Ag ; VF-XF ; 9 ; oldmaster ; 100 
 3578 ; 1 боливар. Венесуэла ; 1954 ;  ; Ag ; VF ; 19 ; митяй ; 251 
 3579 ; 25 сентимо. Венесуэла ; 1954 ;  ; Ag ; VF+ ; 18 ; suhua ; 138 
 3580 ; 1/2 франка. Швейцария ; 1951 ;  ; Ag ; XF- ; 15 ; bv812 ; 143 
 3581 ; 6 пенсов. Австралия ; 1951 ;  ; Ag ; VF ; 15 ; lielais ; 82 
 3582 ; 10 эре. Швеция ; 1944 ;  ; Ag ; VF+ ; 37 ; StanislavAK ; 69 
 3583 ; 1/2 доллара. США. Кеннеди ; 1967 ;  ; Ag ; AU ; 12 ; Aleks72 ; 340 
 3584 ; 25 эре. Швеция ; 1932 ;  ; Ag ; VF+ ; 50 ; oldmaster ; 131 
 3585 ; 25 центов. Канада ; 1956 ;  ; Ag ; VF ; 27 ; митяй ; 164 
 3586 ; 1/2 франка. Швейцария ; 1929 ;  ; Ag ; VF ; 48 ; asternox ; 184 
 3587 ; 50 сентимо. Венесуэла ; 1954 ;  ; Ag ; VF-XF ; 9 ; bv812 ; 206 
 3588 ; 50 эре. Швеция ; 1898 ;  ; Ag ; VF- ; 39 ; zelya ; 243 
 3589 ; 10 эре. Швеция ; 1941 ;  ; Ag ; VF-XF ; 24 ; С Урала ; 67 
 3590 ; 25 эре. Швеция ; 1902 ;  ; Ag ; VF- ; 4 ; В1951 ; 190 
 3591 ; 1/4 гульдена. Нидерландские Антиллы ; 1954 ;  ; Ag ; VF-XF ; 39 ; denisok69 ; 160 
 3592 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; VF ; 22 ; buver ; 138 
 3593 ; 10 эре. Швеция ; 1907 ;  ; Ag ; VF ; 61 ; krugerrand ; 190 
 3594 ; 1/2 франка. Швейцария ; 1950 ;  ; Ag ; VF-XF ; 25 ; митяй ; 192 
 3595 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; VF+ ; 28 ; митяй ; 201 
 3596 ; 2 милса. Палестина ; 1927 ;  ; Br ; VF- ; 23 ; suhua ; 153 
 3597 ; 1/2 пенни. Великобритания ; 1971 ;  ; Br ; VF ; 55 ; kykoff ; 254 
 3598 ; 1 эре. Дания ; 1899 ;  ; Br ; XF- ; 27 ; митька ; 255 
 3599 ; 1 фартинг. Великобритания ; 1946 ;  ; Br ; VF+ ; 24 ; olga42 ; 139 
 3600 ; 2 эре. Швеция ; 1960 ;  ; Br ; VF ; 53 ; страус ; 65 
 3601 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF- ; 36 ; garsn ; 71 
 3602 ; 2 раппена. Швейцария ; 1941 ;  ; Br ; VF- ; 40 ; 542 ; 338 
 3603 ; 25 сантимов. Люксембург ; 1947 ;  ; Br ; VF- ; 14 ; Юбер ; 86 
 3604 ; 5 эре. Норвегия ; 1958 ;  ; Br ; VF ; 2 ; sever9516 ; 204 
 3605 ; 1 грошен. Австрия ; 1928 ;  ; Br ; VF- ; 25 ; 206811 ; 174 
 3606 ; 10 чентезимо. Италия ; 1927R ;  ; Br ; VF ; 21 ; suhua ; 150 
 3607 ; 1 сантим. Латвия ; 1928 ;  ; Br ; VF ; 60 ; av ; 150 
 3608 ; 1 цент. Канада ; 1941 ;  ; Br ; VF ; 30 ; suhua ; 63 
 3609 ; 50 сентимов. Бельгия ; 1955 ;  ; Br ; VF- ; 4 ; pissimist ; 44 
 3610 ; 10 миллим. Судан ; 1956 ;  ; Br ; VF- ; 32 ; patap100 ; 232 
 3611 ; 5 эре. Дания ; 1935 ;  ; Br ; VF ; 49 ; av ; 91 
 3612 ; 1 эре. Дания ; 1909 ;  ; Br ; VF+ ; 40 ; av ; 218 
 3613 ; 1/2 пенни. Великобритания ; 1939 ;  ; Br ; VF- ; 15 ; pissimist ; 133 
 3614 ; 5 эре. Дания ; 1940 ;  ; Br ; VF-XF ; 15 ; av ; 59 
 3615 ; 1 цент. Нидерланды ; 1902 ;  ; Br ; VF- ; 26 ; suhua ; 161 
 3616 ; 1/2 пенни. Австралия ; 1943 ;  ; Br ; VF- ; 51 ; С Урала ; 70 
 3617 ; 1 пенни. Великобритания ; 1937 ;  ; Br ; VF- ; 33 ; Aleks72 ; 57 
 3618 ; 1 пенни. Великобритания ; 1964 ;  ; Br ; VF-XF ; 44 ; olga42 ; 128 
 3519 ; 10 пфеннигов. Германия. Нотгельд. Висбаден ; 1917 ;  ; Fe ; XF- ; 3 ; derbnik ; 153 
 3520 ; 10 пфеннигов. Германия. Нотгельд. Кассель ; 1917 ;  ; Fe ; VF+ ; 7 ; derbnik ; 143 
 3521 ; 10 пфеннигов. Германия. Нотгельд. Мюнстер ; 1918 ;  ; Fe ; VF+ ; 7 ; derbnik ; 143 
 3522 ; 5 монго. Монголия ; 1925 ;  ; Cu ; VF ; 3 ; kergudu ; 204 
 3523 ; 5 монго. Монголия ; 1937 ;  ; Al/Br ; VF+ ; 7 ; 0570 ; 165 
 3524 ; 20 монго. Монголия ; 1937 ;  ; Cu-Ni ; VF-XF ; 9 ; mexngaz ; 144 
 3525 ; 50 лева. Болгария ; 1943 ;  ; Cu-Ni ; VF-XF ; 18 ; MDV ; 309 
 3526 ; 50 лева. Болгария ; 1930 ;  ; Ag ; VF+ ; 15 ; suhua ; 395 
 3527 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; XF ; 13 ; Mike! ; 101 
 3528 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF-XF ; 4 ; Dbrnjh ; 70 
 3529 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; XF- ; 6 ; Dbrnjh ; 87 
 3530 ; 10 лева. Болгария. Крум ; 1945 ;  ; Cu-Ni ; VF ; 36 ; MDV ; 282 
 3531 ; 5 лева. Болгария ; 1930 ;  ; Cu-Ni ; VF+ ; 41 ; BST ; 249 
 3532 ; 5 лева. Болгария ; 1930 ;  ; Cu-Ni ; VF+ ; 38 ; MDV ; 241 
 3533 ; 2 лева. Болгария ; 1925 ;  ; Cu-Ni ; VF- ; 11 ; evilpap ; 160 
 3534 ; 2 лева. Болгария ; 1941 ;  ; Fe ; VF ; 35 ; av ; 357 
 3535 ; 1 лев. Болгария ; 1925 ;  ; Cu-Ni ; VF ; 20 ; suhua ; 202 
 3536 ; 50 стотинок. Болгария ; 1937 ;  ; Лат ; VF+ ; 4 ; С Урала ; 70 
 3537 ; 20 стотинок. Болгария ; 1888 ;  ; Cu-Ni ; VF ; 19 ; suhua ; 130 
 3538 ; 20 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; VF+ ; 33 ; MDV ; 125 
 3539 ; 10 стотинок. Болгария ; 1881 ;  ; Cu ; VF ; 17 ; MDV ; 390 
 3540 ; 10 стотинок. Болгария ; 1917 ;  ; Zn ; XF ; 17 ; av ; 274 
 3541 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF ; 15 ; MDV ; 191 
 3542 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF+ ; 37 ; MDV ; 195 
 3543 ; 2 стотинки. Болгария ; 1912 ;  ; Br ; VF ; 15 ; MDV ; 152 
 3544 ; 2 динара. Югославия ; 1938 ;  ; Лат ; XF ; 25 ; lessnoy ; 150 
 3545 ; 1 динар. Югославия ; 1938 ;  ; Лат ; XF ; 42 ; lessnoy ; 150 
 3546 ; 50 пара. Югославия ; 1938 ;  ; Лат ; XF ; 33 ; lessnoy ; 151 
 3547 ; 10 динаров. Югославия ; 1938 ;  ; Cu-Ni ; VF-XF ; 31 ; suhua ; 152 
 3548 ; 20 пара. Сербия ; 1912 ;  ; Cu-Ni ; VF+ ; 13 ; suhua ; 153 
 3549 ; 10 пара. Сербия ; 1912 ;  ; Cu-Ni ; VF+ ; 31 ; Eddy ; 150 
 3550 ; 5 пара. Сербия ; 1912 ;  ; Cu-Ni ; VF+ ; 21 ; Eddy ; 150 
 3551 ; 25 матонас. Эфиопия ; 1923 ;  ; Ni ; VF ; 10 ; Aleks72 ; 240 
 3552 ; 5 центов. Суринам ; 1980 ;  ; Al ; AU ; 54 ; pissimist ; 55 
 3553 ; 100 лир. Ватикан ; 1961 ;  ; St ; AU ; 43 ; garsn ; 184 
 3554 ; 100 лир. Ватикан ; 1972 ;  ; St ; AU ; 33 ; pissimist ; 185 
 3555 ; 10 кэш. Китай Республика. Деформация ; ND(1920) ;  ; Cu ; F ; 15 ; t_v_v ; 26 
 3556 ; 1 сен. Япония. Мейдзи ; 10(1877) ;  ; Cu ; VF-XF ; 35 ; lielais ; 317 
 3557 ; 20 центов. Китай. Провинция Гуаньдун ; 9(1920) ;  ; Ag ; VF ; 20 ; Aleks72 ; 384 
 3558 ; 20 центов. Китай. Провинция Гуаньдун ; ND (1890-1908) ;  ; Ag ; VF ; 41 ; Slava O ; 1409 
 3559 ; 10 центов. Китай. Республика ; 3(1914) ;  ; Ag ; VF- ; 53 ; Aleks72 ; 412 
 3560 ; 10 сен. Япония. Мейдзи ; 43(1910) ;  ; Ag ; VF+ ; 59 ; patap100 ; 558 
 3561 ; 5 сен. Япония. Мейдзи ; 4(1871) ;  ; Ag ; VF- ; 48 ; ML ; 1472 
 3562 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 22 ; nikitin782 ; 361 
 3563 ; 5 евро. Финляндия. Остроботния ; 2011 ;  ; Би/м ; AU ; 17 ; dsp ; 240 
 3564 ; 2 евро. Финляндия ; 2010 ;  ; Би/м ; AU ; 45 ; R2010 ; 212 
 3565 ; 2 кроны. Дания ; 1916 ;  ; Ag ; VF-XF ; 30 ; bu ; 1144 
 3566 ; 1 крона. Дания ; 1915 ;  ; Ag ; VF-XF ; 43 ; zelya ; 903 
 3567 ; 50 эре. Дания ; 1905 ;  ; Ag ; VF- ; 29 ; von_Schwarz ; 193 
 3568 ; 2 кроны. Дания. На смерть Кристиана X и восшествии на престол Фредерик VIII ; 1906 ;  ; Ag ; VF ; 82 ; нумизмат ; 2000 
 3469 ; 10 марок. ГДР. 25 лет ГДР ; 1974A ;  ; Cu-Ni ; XF ; 11 ; Cliff ; 159 
 3470 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; AU ; 15 ; Cliff ; 283 
 3471 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni-лат ; VF+ ; 5 ; С Урала ; 59 
 3472 ; 5 марок. ГДР. Бранденбургские ворота ; 1971A ;  ; Cu-Ni ; XF- ; 6 ; imi ; 81 
 3473 ; 2 марки. ФРГ ; 1969J ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 133 
 3474 ; 20 центов. Австралия. 100 лет Австралийскому налоговому управлению ; 2010 ;  ; Cu-Ni ; AU ; 3 ; vc57 ; 116 
 3475 ; 20 центов. Австралия. Кэтрин Мидлтон и принц Уильям ; 2011 ;  ; Cu-Ni ; AU ; 17 ; garsn ; 160 
 3476 ; 20 центов. Австралия. Международный день женщин ; 2011 ;  ; Cu-Ni ; AU ; 4 ; vc57 ; 119 
 3477 ; 2 фунта. Гибралтар. Трафальгарская битва ; 2009 ;  ; Би/м ; AU ; 11 ; BST ; 278 
 3478 ; 1 бальбоа. Панама ; 2011 ;  ; Би/м ; AU ; 18 ; patap100 ; 224 
 3479 ; 2 евро. Франция. 70-летие воззвания Шарля де Голля «Ко всем французам» 18 июня 1940 года ; 2010 ;  ; Би/м ; AU ; 2 ; Mike! ; 175 
 3480 ; 2 евро. Германия. Бремен ; 2010D ;  ; Би/м ; AU ; 1 ; Mike! ; 172 
 3481 ; 2 евро. Испания ; 2010 ;  ; Би/м ; AU ; 1 ; Mike! ; 172 
 3482 ; 2 евро. Бельгия. Председательство Бельгии в Европейском союз ; 2010 ;  ; Би/м ; AU ; 1 ; Mike! ; 172 
 3483 ; 2 евро. Сан-Марино ; 2011R ;  ; Би/м ; AU ; 28 ; dsp ; 415 
 3484 ; 2 евро. Германия. Федеральные земли Германии: Северный Рейн-Вестфалия ; 2011D ;  ; Би/м ; AU ; 4 ; Mike! ; 171 
 3485 ; 1 доллар. Австралия. 100 лет Гел-скаутам ; 2010 ;  ; Латунь ; AU ; 2 ; Mike! ; 111 
 3486 ; 1 доллар. Австралия. Содружество пенсионеров ; 2009 ;  ; Латунь ; AU ; 2 ; Mike! ; 111 
 3487 ; 2 фунта. Остров Мэн ; 1986 ;  ; Латунь ; AU ; 2 ; Mike! ; 223 
 3488 ; 1 доллар. Канада. 100 лет юбилею ; 2010 ;  ; Cu-Ni-Zn ; AU ; 29 ; СВл ; 206 
 3489 ; 1 доллар. Канада. 100 лет юбилею ; 2005 ;  ; Cu-Ni-Zn ; AU ; 2 ; Mike! ; 111 
 3490 ; 50 стотинок. Болгария. Универсиада. София ; 1977 ;  ; Латунь ; AU ; 5 ; Юбер ; 53 
 3491 ; 20 шиллингов. Австрия. Замок ; 1992 ;  ; Латунь ; AU ; 8 ; митька ; 205 
 3492 ; 1 фунт. Гибрарлтар. Открытие черепа неандертальца ; 2009 ;  ; Ni-Лат ; XF ; 14 ; ganza ; 145 
 3493 ; 50 бани. Румыния. Юбилейная ; 2010 ;  ; Латунь ; AU ; 30 ; митька ; 135 
 3494 ; 50 центов. Ватикан ; 2010R ;  ; Латунь ; AU ; 9 ; d-master ; 258 
 3495 ; 50 сентаво. Аргентина ; 2000 ;  ; Латунь ; AU ; 2 ; Mike! ; 111 
 3496 ; 50 сентаво. Аргентина ; 1998 ;  ; Латунь ; XF- ; 1 ; Mike! ; 102 
 3497 ; 50 песо. Аргентина ; 1985 ;  ; Латунь ; VF-XF ; 1 ; Mike! ; 102 
 3498 ; 250 прута. Израиль ; 1949 ;  ; Cu-Ni ; XF- ; 7 ; В1951 ; 153 
 3499 ; 100 прута. Израиль ; 1949 ;  ; Cu-Ni ; VF ; 5 ; В1951 ; 128 
 3500 ; 5 лир. Израиль ; 1978 ;  ; Cu-Ni ; XF- ; 5 ; С Урала ; 61 
 3501 ; 5 лир. Израиль ; 1979 ;  ; Cu-Ni ; XF ; 5 ; С Урала ; 61 
 3502 ; 10 юаней. Тайвань ;  ;  ; Cu-Ni ; AU ; 14 ; Slava O ; 102 
 3503 ; 10 юаней. Тайвань ; 2001 ;  ; Cu-Ni ; AU ; 13 ; Slava O ; 87 
 3504 ; 50 миллионов марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Ж/м ; XF ; 43 ; vodianoy ; 1700 
 3505 ; 10000 марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Ж/м ; VF+ ; 2 ; Mike! ; 888 
 3506 ; 4 пфеннига. Веймар ; 1932А ;  ; Br ; XF ; 26 ; нумизмат ; 655 
 3507 ; 500 марок. Веймар ; 1923А ;  ; Al ; VF ; 15 ; westof ; 144 
 3508 ; 200 марок. Веймар ; 1923А ;  ; Al ; VF+ ; 25 ; westof ; 131 
 3509 ; 1/100 марки. Гамбург ; 1923 ;  ; Al ; VF+ ; 11 ; ANNT4 ; 277 
 3510 ; 1 марка. Германия ; 1936А ;  ; Ni ; XF ; 14 ; SANGOLD1 ; 448 
 3511 ; 25 пфеннигов. Германия ; 1910А ;  ; Ni ; XF+ ; 4 ; ANNT4 ; 509 
 3512 ; 1 пфенниг. Пруссия ; 1856А ;  ; Cu ; VF- ; 10 ; Aleks72 ; 234 
 3513 ; 2 пфеннига. Ганновер ; 1850B ;  ; Cu ; VF ; 17 ; Drill ; 306 
 3514 ; 2 пфеннига. Пруссия ; 1865A ;  ; Cu ; VF ; 9 ; Aleks72 ; 181 
 3515 ; 3 пфеннига. Пруссия ; 1867А ;  ; Cu ; VF- ; 3 ; Aleks72 ; 157 
 3516 ; 3 пфеннига. Саксония ; 1840А ;  ; Cu ; VF ; 40 ; Leon17 ; 360 
 3517 ; 25 пфеннигов. Германия. Нотгельд. Мюнстер ; 1918 ;  ; Fe ; VF ; 9 ; mezenat ; 165 
 3518 ; 10 пфеннигов. Германия. Нотгельд. Золинген ; 1919 ;  ; Fe ; XF ; 5 ; mezenat ; 140 
 3419 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 2 ; Dander ; 125 
 3420 ; 2 лева. Болгария. 1300 лет Болгарии. Восстание Асена и Петра ; 1981 ;  ; Cu-Ni ; Proof ; 2 ; Dander ; 125 
