 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 2253 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; XF- ; 3 ; molodes ; 218 
 2254 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 2 ; Mike! ; 213 
 2255 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF ; 4 ; rvrvr ; 261 
 2256 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; VF-XF ; 3 ; Lygal ; 218 
 2257 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF-XF ; 2 ; Mike! ; 213 
 2258 ; 2 марки. Германия. На смерть Пауля фон Гиндебурга ; 1939G ;  ; Ag ; XF+ ; 6 ; rvrvr ; 228 
 2259 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; VF-XF ; 2 ; Mike! ; 213 
 2260 ; 1 марка. Германия ; 1875 ;  ; Ag ; F-VF ; 21 ; мамонт ; 143 
 2261 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF- ; 35 ; мамонт ; 140 
 2262 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF ; 9 ; минёр ; 75 
 2158 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 21 ; overshtag ; 407 
 2159 ; Копейка. Михаил Федорович ; 1613-1645 ;  ; Ag ; F-VF ; 15 ; koga ; 15 
 2160 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 48 ; zoom30 ; 99 
 2161 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 17 ; koga ; 17 
 2162 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 28 ; NN ; 44 
 2163 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 9 ; koga ; 24 
 2164 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF-XF ; 35 ; usan ; 588 
 2165 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 26 ; samsung ; 46 
 2166 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 11 ; samsung ; 28 
 2167 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 29 ; Rober ; 28 
 2168 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 10 ; MAD_B ; 36 
 2169 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 15 ; spok2006 ; 50 
 2170 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 29 ; Rober ; 28 
 2171 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 19 ; samsung ; 28 
 2172 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 20 ; NN ; 82 
 2173 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 37 ; vovan100 ; 82 
 2174 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 35 ; Nehil ; 31 
 2175 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 45 ; samsung ; 55 
 2176 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 22 ; Олег2401 ; 32 
 2177 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 28 ; koga ; 27 
 2178 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 13 ; zoom30 ; 32 
 2179 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 23 ; overshtag ; 510 
 2180 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 17 ; xoma ; 35 
 2181 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 17 ; rse ; 255 
 2182 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 32 ; AIK60 ; 40 
 2183 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; VF- ; 56 ; 8228 ; 387 
 2184 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 2 ; xoma ; 36 
 2185 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 8 ; Pyrros ; 123 
 2186 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московс ; Ag ; VF+ ; 59 ; zuza ; 3839 
 2187 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF-XF ; 120 ; usan ; 2374 
 2188 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF- ; 7 ; peck ; 513 
 2189 ; Копейка ; 1599 ; Борис Годунов Новгородский ден ; Ag ; XF- ; 97 ; wagner ; 495 
 2190 ; Лот монет Допетровской Руси: 4шт ;  ;  ; Ag ; F/F-VF ; 35 ; xoma ; 240 
 2196 ; Соверен. Индия. Бомбей. М-8,01г ; 1918I ;  ; Au ; AU ; 17 ; valrus ; 9205 
 2197 ; 1/2 соверена. Великобритания. Эдуард VII. М-4г ; 1905 ;  ; Au ; XF- ; 16 ; lakomb ; 6216 
 2198 ; 100 франков. Франция. М-32,35г ; 1904А ;  ; Au ; AU ; 23 ; кашира ; 39379 
 2199 ; 40 франков. Франция. М-12,93г ; 1812А ;  ; Au ; VF-XF ; 13 ; toto ; 13532 
 2200 ; 20 франков. Франция. М-6,43г ; 1810A ;  ; Au ; VF+ ; 44 ; Mmm ; 6825 
 2201 ; 20 франков. Франция. М-6,43г ; 1818 ;  ; Au ; VF-XF ; 62 ; u87 ; 6691 
 2202 ; 20 марок. Бавария. М-7,93г ; 1873D ;  ; Au ; VF+ ; 14 ; sony ; 9767 
 2203 ; 20 марок. Бавария. М-7,96г ; 1905D ;  ; Au ; XF- ; 58 ; sony ; 9955 
 2204 ; 20 марок. Саксония. М-7,99г ; 1905E ;  ; Au ; AU ; 32 ; кекс ; 11445 
 2205 ; 10 марок. Пруссия. М-3,98г ; 1878A ;  ; Au ; XF ; 52 ; Lott ; 5610 
 2206 ; 10 марок. Пруссия. М-3,98г ; 1910A ;  ; Au ; XF+ ; 70 ; Lott ; 5610 
 2207 ; 20 крон. Австрия. М-6,81г ; 1893 ;  ; Au ; AU ; 25 ; niger ; 7217 
 2208 ; 20 крон. Австрия. М-6,8г ; 1896 ;  ; Au ; AU ; 16 ; brest ; 6936 
 2209 ; 20 лир. Италия. М-6,35г ; 1810 ;  ; Au ; VF- ; 23 ; sony ; 8973 
 2210 ; 20 лир. Италия. М-6,48г ; 1865 ;  ; Au ; AU ; 55 ; кекс ; 9129 
 2211 ; 8 форинтов. Венгрия. М-6,43г ; 1872 ;  ; Au ; VF-XF ; 18 ; sony ; 6539 
 2212 ; 10 гульденов. Нидерланды. М-6,74г ; 1933 ;  ; Au ; AU ; 28 ; sony ; 7444 
 2108 ; Знак. Ударник коммунистического труда ;  ;  ; Al ; XF+ ; 9 ; кашира ; 90 
 2109 ; Спортивная медаль. III место. Украина ; 1966 ;  ; Ж/м ; VF- ; 38 ; koga ; 38 
 2110 ; Знак обокончании медицинского ВУЗа ; ЛМД ;  ; Al ; AU ; 29 ; 787878 ; 125 
 2111 ; Знак. За дальний поход ;  ;  ; Ж/м,эмаль ; VF+ ; 33 ; koga ; 63 
 2112 ; Знак. Отличник социалистического соревнования РСФСР ; ММД ;  ; Al ; AU ; 21 ; koga ; 51 
 2113 ; Знак. Ленин ;  ;  ; Ж/м,эмаль ; VF-XF ; 32 ; 1921o ; 145 
 2114 ; Жетон. И.В. Сталин ;  ;  ; Ж/м ; XF- ; 21 ; Студент1 ; 408 
 2115 ; Знак участнику уборки урожая на целине. ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; VF-XF ; 11 ; кашира ; 231 
 2116 ; Знак за безаварийное вождение. Общество автолюбителей РСФСР ;  ;  ; Al ; AU ; 42 ; дима1969 ; 229 
 2117 ; Знак. Лётчик-снайпер ;  ;  ; Ж/м,эмаль ; AU ; 77 ; ghjk ; 510 
 2118 ; Знак. Отличник социалистического соревновния. Сельское хозяйство РСФСР ;  ;  ; Al ; AU ; 6 ; кашира ; 94 
 2119 ; Знак. Грардия СССР ; ММД ;  ; Ж/м,эмаль ; VF+ ; 28 ; smirnoff ; 312 
 2120 ; Знак. Отличние пожарной охраны ;  ;  ; Al ; AU ; 31 ; vlad-rom ; 206 
 2121 ; Знак. Отличный артиллерист ;  ;  ; Ж/м,эмаль ; VF+ ; 24 ; smirnoff ; 1134 
 2122 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; AU ; 13 ; Mike! ; 38 
 2123 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; AU ; 9 ; Mike! ; 37 
 2124 ; Знак обокончании ВУЗа ; ЛМД ;  ; Ж/м, эмаль ; AU ; 20 ; o.k. ; 194 
 2125 ; Лот значков Ленин: (7шт) ;  ;  ; Al ; AU ; 16 ; кашира ; 35 
 2126 ; Лот значков "За активную работу": (2шт) ;  ;  ; Al ; XF+ ; 29 ; кашира ; 65 
 2127 ; Лот значков "Отличник погранвойск": (2шт) ;  ;  ; Al,ж/м ; AU/XF+ ; 5 ; sony ; 200 
 2128 ; Лот значков ВДНХ СССР: (2шт) ;  ;  ; Al,ж/м ; AU ; 12 ; Григорий ; 13 
 2129 ; Лот значков: (3шт) ;  ;  ; Al ; XF+ ; 27 ; кашира ; 203 
 2130 ; Лот значков Фестиваль: (6шт) ;  ;  ; Al ; AU/XF+ ; 7 ; кашира ; 26 
 2131 ; Монета допетровская. М-0,35г ;  ;  ; Ag ; VF- ; 59 ; stnmlk ; 40800 
 2132 ; Денга. Василий III Иванович ; 1462-1505 ;  ; Ag ; VF+ ; 106 ; 8228 ; 3598 
 2133 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 45 ; t2029 ; 46 
 2134 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF ; 63 ; 8228 ; 854 
 2135 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; F-VF ; 56 ; 8228 ; 265 
 2136 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; XF ; 83 ; usan ; 1548 
 2137 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 42 ; zoom30 ; 203 
 2138 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 5 ; semen81 ; 50 
 2139 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 20 ; Григорий ; 32 
 2140 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 80 ; vitas123 ; 140 
 2141 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 7 ; samsung ; 28 
 2142 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 16 ; Rober ; 28 
 2143 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 14 ; Arkhangel ; 51 
 2144 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 26 ; overshtag ; 296 
 2145 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 12 ; zoom30 ; 104 
 2146 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 24 ; overshtag ; 123 
 2147 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 38 ; samsung ; 53 
 2148 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 19 ; zoom30 ; 39 
 2149 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 14 ; Григорий ; 28 
 2150 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 14 ; Григорий ; 19 
 2151 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 75 ; overshtag ; 535 
 2152 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 21 ; samsung ; 240 
 2153 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 37 ; rse ; 91 
 2154 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 8 ; rse ; 108 
 2155 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 31 ; overshtag ; 41 
 2156 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 27 ; samsung ; 40 
 2157 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 22 ; overshtag ; 104 
 2058 ; Знак. Помощница красного креста. Германия. С фотографиями ;  ;  ; Ж/м, эмаль ; AU/XF+ ; 19 ; ulf ; 906 
 2059 ; Знак "Благодарность Гитлеру за заботу о народе". Округ Южный Ганновер, Брауншвейг ;  ;  ; Ж/м ; VF-XF ; 22 ; dimon46 ; 1124 
 2060 ; Знак. Пограничная стража. Югославия ;  ;  ; Ж/м ; AU ; 75 ; kulibin2 ; 557 
 2061 ; Знак. Военно-медицинская академия. Белград. Изготовитель IKOM ZAGREB. Югославия ;  ;  ; Ж/м, эмаль ; AU ; 20 ; велко ; 337 
 2062 ; Знак. Союз Болгаро-Советских дружеств. Сталин и Димитров ; 50-х гг ;  ; Ж/м ; XF ; 55 ; 1921o ; 424 
 2063 ; Знак. 30 лет ГДР. ГДР ;  ;  ; Ж/м ; XF+ ; 9 ; Valdec ; 26 
 2064 ; Знак. Интеркосмос СССР-Румыния ; 80-х гг ;  ; Al ; XF+ ; 9 ; SadKo ; 20 
 2065 ; Наградная медаль для вождей. Йемен-Аден. Английская королева Елизавета ;  ;  ; Cu ; VF-XF ; 34 ; stur ; 2529 
 2066 ; Медаль. На открытие дворца в Сиденхаме. Жозеф Пакстон. Великобритания ; 1854 ;  ; Б/м ; F-VF ; 37 ; Alemaxx ; 126 
 2067 ; Медаль. Реставрация и стабильность. Франция, Людовик XVI (1774-1793) ; 1777 ;  ; Br ; XF- ; 91 ; wagner ; 2543 
 2068 ; Медаль. На коронацию Георга V и Марии. Великобритания. Медальеры J.Fray и B. Ham ;  ;  ; Br ; AU ; 76 ; wagner ; 1597 
 2069 ; Религиозная медаль "Страх перед Богом-начало мудрости". Германия ; начало XIX века ;  ; Ag ; Proof-Like ; 33 ; RAPAN ; 3726 
 2070 ; Медаль. Папская область, Павел II (1464-1471), редкая, чекан 1712 года ; 1464 ;  ; Br ; XF- ; 50 ; СЕРГЕЕВ ; 3514 
 2071 ; Медаль. Серия "Короли Англии". Ричард I (Львиное Сердце) (1157-1199гг) ; 19 век ;  ; Cu ; VF-XF ; 75 ; overshtag ; 1530 
 2072 ; Медаль. На коронацию Вильгельма и Аделаиды. Роберт Райкес - основатель воскресной школы. Великобритание. Отверстие 12 часов ; 1831 ;  ; Б/м ; VF ; 28 ; HENRICUS ; 157 
 2073 ; Медаль. Участникам королевского визита Виктории и Альберта в Париж. Великобритания ; 1855 ;  ; Ж/м ; XF- ; 44 ; lvovich ; 315 
 2074 ; Жетон. Превратности войн. Вулкан. Франция, Людовик XV (1715-1774) ; 1737 ;  ; Ag ; VF+ ; 22 ; S1952 ; 669 
 2075 ; Жетон. Король-покровитель академии. Франция, Людовик XVI (1774-1793), редкий ;  ;  ; Ag ; VF-XF ; 39 ; vlad-rom ; 1391 
 2076 ; Жетон. Академическое общество детей Аполлона.Франция, Наполеон I (1804-1815) ; 1807 ;  ; Ag ; XF- ; 22 ; RAPAN ; 2958 
 2077 ; Жетон. Сель-хоз. Общество Тулузы, Оливье де Серре. Франция, Карл X (1824-1830) ; 1825 ;  ; Ag ; VF-XF ; 22 ; Грант ; 1938 
 2078 ; Жетон. Банк Лиона. Франция, Луи Филипп I (1830-1848) ; 1835 ;  ; Ag ; XF+ ; 21 ; Грант ; 1900 
 2079 ; Жетон. Профсоюз ткачей департамента Сены.Франция, 2-я республика (1848-1852) ; 1848 ;  ; Ag ; XF ; 16 ; Грант ; 1791 
 2080 ; Жетон. Палата судебных исполнителей Сены. Франция, Наполеон III (1852-1871) ;  ;  ; Ag ; VF+ ; 3 ; S1952 ; 1111 
 2081 ; Жетон. Сберегательная касса Боженси. Франция, 3-я республика (1871-1940) ;  ;  ; Ag ; VF ; 11 ; 13273 ; 1143 
 2082 ; Жетон. На коронацию Георга V и Марии. Великобритания. Глазго ; 1911 ;  ; Br ; XF- ; 57 ; overshtag ; 803 
 2083 ; Жетон. Палата денариев Дофинэ. Франция, Генрих IV (1589-1610), редкий ; 1610 ;  ; Br ; VF+ ; 42 ; von_Schwarz ; 524 
 2084 ; Жетон. Франция. Людовик XIV ; ND ;  ; Cu ; VF- ; 25 ; HENRICUS ; 223 
 2085 ; Жетон. Георг I. Великобритания. Отверстие 12 часов ; ND ;  ; Br ; VF- ; 44 ; overshtag ; 203 
 2086 ; Жетон. Международная Колониальная выставка. Павильон "Африка" ; 1931 ;  ; Ж/м ; AU ; 47 ; overshtag ; 803 
 2087 ; Жетон. Провинция Бургундия. Франция, Людовик XV ; 1731 ;  ; Br ; VF+ ; 14 ; von_Schwarz ; 302 
 2088 ; Жетон. Герцог Ланкастерский. Великобритания ; конец XVIII века ;  ; Cu ; F-VF ; 22 ; koga ; 53 
 2089 ; Медаль. Адмиралу Нельсону к 100-летию Трафальгарской битвы. Великобритания. Отверстие 12 часов ; 1905 ;  ; Cu ; F+ ; 29 ; valrus ; 164 
 2090 ; Жетон. Франция. Париж ; 1917 ;  ; Br ; VF- ; 11 ; Rober ; 37 
 2091 ; Жетон. Иностранный ;  ;  ; Br ; VF- ; 76 ; Valdec ; 544 
 2092 ; Жетон. Иностранный ;  ;  ; Br ; F-VF ; 39 ; xoma ; 227 
 2093 ; Знак. Почетный шахтер. №10928. СССР ;  ;  ; Ж/м, эмаль ; VF-XF ; 39 ; KY-KY-RU-ZA ; 653 
 2094 ; Знак. Отличный связист ;  ;  ; Ж/м, эмаль ; VF+ ; 39 ; smirnoff ; 1937 
 2095 ; Знак. Отличный стрелок ;  ;  ; Ж/м, эмаль ; VF+ ; 77 ; lsp25 ; 1926 
 2096 ; Знак. Отличник промкооперации. РСФСР ;  ;  ; Ж/м, эмаль ; XF+ ; 65 ; numizmat1972 ; 2141 
 2097 ; Знак. Всесоюзная перепись населения СССР ; 1959 ;  ; Ж/м ; XF+ ; 47 ; KY-KY-RU-ZA ; 113 
 2098 ; Знак. Мурманская таможня ;  ;  ; Ж/м,эмаль ; AU ; 19 ; kulibin2 ; 263 
 2099 ; Знак. Почетный радист СССР ; ММД ;  ; Ж/м ; XF+ ; 46 ; минёр ; 1134 
 2100 ; Знак. Отличник государственных трудовых резервов ;  ;  ; Ж/м ; AU ; 30 ; Valdec ; 1136 
 2101 ; Знак. Отличник советской торговли №3256. Казак. ССР ; ММД ;  ; Ж/м, эмаль ; XF ; 74 ; RAPAN ; 4006 
 2102 ; Знак. Отличник службы ФС МС СССР ; ЛМД ;  ; Ж/м ; XF+ ; 47 ; RAPAN ; 4553 
 2103 ; Знак. Б.Н.М.А.У. ;  ;  ; Ж/м, эмаль ; VF-XF ; 32 ; Valdec ; 2457 
 2104 ; Знак. Ударнику коммунистического труда ; ЛМД ;  ; Al ; AU ; 11 ; vlad-rom ; 94 
 2105 ; Знак. 30 лет ;  ;  ; Al ; AU ; 16 ; Григорий ; 15 
 2106 ; Знак. Турист. Контрольно-спасательная служба ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 25 ; KY-KY-RU-ZA ; 102 
 2107 ; Знак. Норильск ;  ;  ; Al ; AU ; 7 ; Valdec ; 21 
 2008 ; Лот монет СССР: 2,3 коп (10шт) ; 1932-1955 ;  ; Br ; VF-/VF+ ; 6 ; HENRICUS ; 25 
 2009 ; Лот монет СССР: 5,10,15,20 коп (20шт) ; 1953-1957 ;  ; Br,Ni ; VF+/XF+ ; 8 ; zar17 ; 22 
 2010 ; Лот монет СССР(11шт):5к ; 1938-1956 ;  ; Br ; F-VF/VF- ; 27 ; kotok ; 38 
 2011 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF-XF ; 28 ; 761 ; 184 
 2012 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF+ ; 49 ; SNV ; 263 
 2013 ; 10 копеек ; 2007М ;  ; Br ; AU ; 5 ; Алек ; 6 
 2014 ; 5 рублей ; 1998 ; ММД ; Cu in Cu-N ; XF+ ; 4 ; 761 ; 5 
 2015 ; 2 рубля ; 1998 ; СПМД ; Cu-Ni-Zn ; XF+ ; 1 ; Pyrros ; 2 
 2016 ; Медаль в честь правления Александра III ; 1881-1894 ;  ; Ag ; VF ; 68 ; NIX330 ; 2876 
 2017 ; Георгиевская медаль IV степени №173397 ;  ;  ; Ag ; VF- ; 36 ; daniz ; 4590 
