 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 2099 ; 50 центов. Малайя и Британское Борнео ; 1961 ;  ; Cu-Ni ; VF+ ; 50 ; DVZ ; 203 
 2100 ; 1 пенни. Великобритания ; 1936 ;  ; Br ; VF ; 23 ; Рыба ; 55 
 2101 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF+ ; 11 ; Рыба ; 22 
 2102 ; 1/2 пенни. Великобритания ; 1952 ;  ; Br ; XF ; 30 ; Dim888 ; 116 
 2103 ; 1/2 пенни. Великобритания ; 1939 ;  ; Br ; AU ; 13 ; dsp ; 266 
 2104 ; 1/2 пенни. Великобритания ; 1939 ;  ; Br ; VF-XF ; 14 ; Dim888 ; 66 
 2105 ; 1/2 пенни. Великобритания ; 1958 ;  ; Br ; AU ; 23 ; nik23455 ; 33 
 2106 ; 1/2 кроны. Ирландия ; 1955 ;  ; Cu-Ni ; VF+ ; 48 ; zx123 ; 89 
 2107 ; 1/2 пенни. Ирландия ; 1941 ;  ; Br ; VF+ ; 3 ; AMZYA ; 130 
 2108 ; 1 доллар. Британский Гон-Конг ; 1973 ;  ; Cu-Ni ; AU ; 33 ; Dim888 ; 113 
 2109 ; 5 центов. Британский Гон-Конг ; 1950 ;  ; Ni/Латунь ; VF ; 15 ; Dim888 ; 113 
 2110 ; 2 марки. ФРГ ; 1951D ;  ; Cu-Ni ; AU ; 135 ; ШВС59 ; 1381 
 2111 ; 1 марка. Германия ; 1937A ;  ; Ni ; XF ; 36 ; ВМШ ; 365 
 2112 ; 1 марка. Германия ; 1939A ;  ; Ni ; AU ; 27 ; sikachai ; 590 
 2113 ; 1 марка. Германия ; 1935A ;  ; Ni ; AU ; 51 ; ВМШ ; 645 
 2114 ; 1 марка. Германия ; 1934A ;  ; Ni ; AU ; 39 ; Sky2 ; 567 
 2115 ; 50 пфеннигов. Веймар ; 1929A ;  ; Ni ; AU ; 51 ; aleX13 ; 669 
 2116 ; 50 пфеннигов. Веймар ; 1928A ;  ; Ni ; AU ; 43 ; Al0851 ; 143 
 2117 ; 25 пфеннигов. Германия ; 1910A ;  ; Ni ; AU ; 55 ; vodianoy ; 359 
 2118 ; 25 пфеннигов. Германия ; 1909D ;  ; Ni ; AU ; 53 ; ВМШ ; 512 
 2119 ; 25 пфеннигов. Германия ; 1910E ;  ; Ni ; XF/AU ; 20 ; DVZ ; 351 
 2120 ; 10 франков. Саарленд ; 1954 ;  ; Al/Br ; VF+ ; 55 ; ВМШ ; 227 
 2121 ; 5 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; XF- ; 49 ; ZOLTAN333 ; 287 
 2122 ; 50 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; VF+ ; 69 ; antiquar ; 1088 
 2123 ; 1 марка. Саксония ; 1921 ;  ; Керамика ; XF- ; 67 ; ШВС59 ; 489 
 2124 ; 20 пфеннигов. Саксония ; 1921 ;  ; Керамика ; VF+ ; 28 ; Sky2 ; 357 
 2125 ; 1 миллион марок. Германия. Нотгельд. Саксония ? ; 1923 ;  ; Al ; AU ; 81 ; badiba-coin ; 565 
 2126 ; 1/10 марки. Гамбург ; 1923 ;  ; Al ; VF-XF ; 31 ; ppp ; 163 
 2127 ; 50 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; VF ; 52 ; ШВС59 ; 203 
 2128 ; 25 пфеннигов. Германия. Нотгельд. Мюнстер ; 1918 ;  ; Fe ; VF ; 31 ; _1111_ ; 181 
 2129 ; 10 пфеннигов. Германия. Нотгельд. Коппинген ; 1918 ;  ; Fe ; VF+ ; 21 ; badiba-coin ; 157 
 2130 ; 10 пфеннигов. Токен. Германия. Данциг ; 1920 ;  ; Zn ; VF+ ; 62 ; ШВС59 ; 946 
 2131 ; 2 пфеннига. Германия ; 1939A ;  ; Cu ; XF ; 35 ; Sani ; 55 
 2132 ; 2 пфеннига. Германия ; 1939D ;  ; Cu ; XF- ; 52 ; Sani ; 57 
 2033 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936F ;  ; Ag ; VF-XF ; 16 ; fain ; 385 
 2034 ; 5 марок. Пауль  фон Гинденбург. Германия. 1 тип ; 1936G ;  ; Ag ; VF ; 26 ; Sky2 ; 303 
 2035 ; 5 марок. Пауль  фон Гинденбург. Германия. 1 тип ; 1936J ;  ; Ag ; VF+ ; 12 ; fain ; 357 
 2036 ; 5 марок. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 29 ; sveta6369 ; 431 
 2037 ; 5 марок. Германия. Пауль фон Гинденбург ; 1939B ;  ; Ag ; XF ; 17 ; sveta6369 ; 477 
 2038 ; 5 марок. Пауль  фон Гинденбург. Германия. 2 тип ; 1939A ;  ; Ag ; XF- ; 44 ; Sky2 ; 469 
 2039 ; 3 марки. Вюртемберг ; 1909F ;  ; Ag ; VF+ ; 31 ; sveta6369 ; 689 
 2040 ; 3 марки. Пруссия ; 1911A ;  ; Ag ; VF+ ; 25 ; balakmisha ; 670 
 2041 ; 3 марки. Бавария ; 1912D ;  ; Ag ; AU ; 54 ; vicnic ; 1497 
 2042 ; 3 марки. Веймар. Освобождение Рейнланда ; 1930D ;  ; Ag ; AU ; 38 ; elya ; 2601 
 2043 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; XF ; 17 ; ramik321 ; 213 
 2044 ; 2 марки. Пауль фон Гинденбург. Германия ; 1937A ;  ; Ag ; VF-XF ; 32 ; lsp25 ; 189 
 2045 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; XF- ; 7 ; ramik321 ; 216 
 2046 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; XF- ; 4 ; sveta6369 ; 206 
 2047 ; 2 марки. Пауль фон Гинденбург. Германия ; 1938A ;  ; Ag ; VF ; 15 ; viktorion80 ; 135 
 2048 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; XF ; 6 ; lsp25 ; 206 
 2049 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938D ;  ; Ag ; VF ; 5 ; o.k. ; 176 
 2050 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF ; 10 ; vodianoy ; 226 
 2051 ; 1 марка. Германия ; 1910F ;  ; Ag ; VF+ ; 13 ; sveta6369 ; 174 
 2052 ; 1/2 марки. Германия ; 1905D ;  ; Ag ; VF- ; 52 ; bdd48 ; 125 
 2053 ; 1/2 марки. Германия ; 1906D ;  ; Ag ; VF- ; 34 ; molchun ; 97 
 2054 ; 1/2 марки. Германия ; 1907A ;  ; Ag ; VF+ ; 50 ; bdd48 ; 111 
 2055 ; 1/2 марки. Германия ; 1911A ;  ; Ag ; VF-XF ; 46 ; 542 ; 142 
 2056 ; 1/2 марки. Германия ; 1912D ;  ; Ag ; VF+ ; 38 ; PETROVICH ; 127 
 2057 ; 1/2 марки. Германия ; 1913A ;  ; Ag ; VF-XF ; 24 ; PETROVICH ; 127 
 2058 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; XF+ ; 40 ; PETROVICH ; 129 
 2059 ; 1/2 марки. Германия ; 1916A ;  ; Ag ; XF ; 42 ; PETROVICH ; 133 
 2060 ; 1/2 марки. Германия ; 1919A ;  ; Ag ; VF-XF ; 7 ; molchun ; 126 
 2061 ; 20 крейцеров. Бавария ; 1767А ;  ; Ag ; F-VF ; 11 ; tasmandevil ; 252 
 2062 ; 20 крейцеров. Бавария ; 1781 ;  ; Ag ; XF+ ; 29 ; Буратино ; 990 
 2063 ; 1 гульден. Бавария ; 1842 ;  ; Ag ; VF ; 46 ; vol ; 1047 
 2064 ; 1/2 гульдена. Бавария ; 1846 ;  ; Ag ; VF ; 55 ; Rober ; 720 
 2065 ; 10 куруш. Турция. 10 год правления ; 1293лх ;  ; Ag ; VF+ ; 43 ; tigris ; 1158 
 2066 ; 3 пфеннига. Мекленбург-Шверин ; 1861А ;  ; Cu ; VF-XF ; 43 ; toto ; 270 
 2067 ; 1 хеллер. Франкфурт на Майне ; 1862 ;  ; Cu ; VF+ ; 25 ; staro ; 239 
 2068 ; 10 долларов. Канада. XXI Олимпиада в Монтреале ; 1976 ;  ; Ag ; AU ; 31 ; SOS ; 1203 
 2069 ; 10 долларов. Канада. XXI Олимпиада в Монтреале ; 1974 ;  ; Ag ; AU ; 19 ; SOS ; 1145 
 2070 ; 10 долларов. Канада. XXI Олимпиада в Монтреале ; 1975 ;  ; Ag ; AU ; 33 ; SOS ; 1122 
 2071 ; 10 долларов. Канада. XXI Олимпиада в Монтреале ; 1975 ;  ; Ag ; AU ; 28 ; toto ; 1145 
 2072 ; 10 долларов. Канада. XXI Олимпиада в Монтреале ; 1975 ;  ; Ag ; AU ; 18 ; SOS ; 1122 
 2073 ; 5 долларов. Канада. XXI Олимпиада в Монтреале ; 1973 ;  ; Ag ; AU ; 19 ; Searcher ; 620 
 2074 ; 5 долларов. Канада. XXI Олимпиада в Монтреале ; 1974 ;  ; Ag ; AU ; 14 ; Searcher ; 620 
 2075 ; 5 долларов. Канада. XXI Олимпиада в Монтреале ; 1973 ;  ; Ag ; AU ; 22 ; Searcher ; 620 
 2076 ; 5 долларов. Канада. XXI Олимпиада в Монтреале ; 1976 ;  ; Ag ; AU ; 14 ; Searcher ; 620 
 2077 ; 5 долларов. Канада. XXI Олимпиада в Монтреале ; 1976 ;  ; Ag ; AU ; 18 ; SOS ; 633 
 2078 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; AU ; 19 ; Буратино ; 234 
 2079 ; 10 шиллингов. Австрия ; 1973 ;  ; Ag ; AU ; 16 ; Буратино ; 125 
 2080 ; 10 шиллингов. Австрия ; 1966 ;  ; Ag ; AU ; 6 ; toto ; 114 
 2081 ; 10 шиллингов. Австрия ; 1972 ;  ; Ag ; AU ; 6 ; Ходор ; 114 
 2082 ; 5 шиллингов. Австрия ; 1964 ;  ; Ag ; AU ; 11 ; Буратино ; 204 
 1951 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; AU ; 72 ; fokin ; 193 
 1952 ; Лот монет (175 лет со дня Бородинского сражения): 1 рубль (2шт) ; 1987 ;  ; Cu-Ni ; AU ; 48 ; AnnaM ; 245 
 1985 ; 50 франков. Франция. М-16,12г ; 1867 ;  ; Au ; XF ; 23 ; Бамбук ; 25000 
 1986 ; 20 крон. Швеция. М-8,95г ; 1875 ;  ; Au ; XF/AU ; 25 ; marinin70 ; 13797 
 1987 ; 10 крон. Швеция. М-4,48г ; 1876 ;  ; Au ; AU ; 27 ; fyrk ; 9166 
 1988 ; 20 крон. Дания. М-8,96гр ; 1911 ;  ; Au ; AU ; 30 ; marinin70 ; 13260 
 1989 ; 20 крон. Дания. М-8,96гр ; 1913 ;  ; Au ; AU ; 30 ; marinin70 ; 13260 
 1990 ; 20 крон. Дания. М-8,96г ; 1917 ;  ; Au ; AU ; 14 ; marinin70 ; 13260 
 1991 ; 10 крон. Дания. М-4,48г ; 1900 ;  ; Au ; XF ; 11 ; Бамбук ; 8512 
 1992 ; 10 крон. Дания. М-4,48г ; 1908 ;  ; Au ; XF/AU ; 13 ; Бамбук ; 7500 
 1993 ; 10 крон. Дания. М-4,48г ; 1913 ;  ; Au ; XF/AU ; 17 ; Бамбук ; 7172 
 1994 ; 50 долларов. Острова Кука. 500 лет открытия Америки. М-7,77г ; 1991 ;  ; Au ; Proof ; 21 ; marinin70 ; 10186 
 1995 ; 50 долларов. Острова Кука. Животные подвергающиеся опасности. М-7,77г ; 1993 ;  ; Au ; Proof ; 13 ; marinin70 ; 10068 
 1996 ; 50 тала. Самоа и Сисифо. Олимпийские игры. М-7,77г ; 1993 ;  ; Au ; Proof ; 14 ; marinin70 ; 10133 
 1997 ; 100 долларов. Канада. 2 МВ. М-13,33г ; 1994 ;  ; Au ; Proof ; 21 ; marinin70 ; 18360 
 1998 ; 100 долларов. Тувалу. Кубок мира по футболу. М-7,77г ; 1994 ;  ; Au ; Proof ; 28 ; marinin70 ; 10113 
 1999 ; 5 долларов. США. М-3,39г ; 1987 ;  ; Au ; AU ; 20 ; 99999 ; 6630 
 2000 ; 10 фунтов. Великобритания. М-3,41г ; 1987 ;  ; Au ; AU ; 35 ; 99999 ; 5898 
 2001 ; 1 ранд. Южная Африка. М-3,99г ; 1967 ;  ; Au ; AU ; 27 ; 99999 ; 5980 
 2002 ; 1/10 крюгерранда. Южная Африка. М-3,39г ; 1981 ;  ; Au ; AU ; 17 ; Бамбук ; 5000 
 2003 ; 5 долларов. Австралия. Год Козы. М-1,55г ; 2003 ;  ; Au ; Proof ; 26 ; SOS ; 2036 
 2004 ; 5 долларов. Австралия. Год Петуха. М-1,55г ; 2005 ;  ; Au ; Proof ; 18 ; SOS ; 2036 
 2005 ; 10 рублей. Беларусь. Белорусский театр ; 2005 ;  ; Au ; Proof ; 18 ; aluar ; 1836 
 2006 ; 100 панга. Тонга. Олимпийские игры `92. М-7,77гр ; 1993 ;  ; Au ; Proof ; 31 ; aluar ; 7933 
 2007 ; Талер. Брауншвейг-Люнебург-Каленберг-Ганновер. 4 герба Англии крестом ; 1718HH ;  ; Ag ; VF ; 80 ; overshtag ; 7199 
 2008 ; Талер. Бавария ; 1770 ;  ; Ag ; F-VF ; 43 ; shulja ; 1694 
 2009 ; Талер. Австрия. Мария Терезия. Новодел ; 1780 ;  ; Ag ; AU ; 17 ; serg2010 ; 645 
 2010 ; Талер. Австрийские Нидерланды ; 1796А ;  ; Ag ; VF ; 37 ; shulja ; 2166 
 2011 ; Талер. Австрия. Припаяно ушко 12 часов ; 1819А ;  ; Ag ; F-VF ; 27 ; shulja ; 2000 
 2012 ; Талер. Бавария ; 1866 ;  ; Ag ; VF-XF ; 35 ; XO ; 3156 
 2013 ; 2/3 талера. Брауншвейг-Вольфенбюттель ; 1764IDB ;  ; Ag ; VF ; 49 ; нл ; 1836 
 2014 ; 2/3 талера. Саксония ; 1768EDC ;  ; Ag ; VF-XF ; 25 ; Tche ; 2510 
 2015 ; 2/3 талера. Саксония. Ремонт 12 часов ; 1769EDC ;  ; Ag ; F-VF ; 17 ; DVZ ; 679 
 2016 ; 2/3 талера. Саксония ; 1771EDC ;  ; Ag ; VF- ; 13 ; sina ; 707 
 2017 ; 1/6 талера. Пруссия ; 1825A ;  ; Ag ; VF- ; 34 ; Dave ; 517 
 2018 ; 5 марок. Пруссия ; 1908A ;  ; Ag ; VF- ; 40 ; sveta6369 ; 918 
 2019 ; 5 марок. Германия. Церковь в Потсдаме ; 1934D ;  ; Ag ; VF ; 21 ; Опятор ; 348 
 2020 ; 5 марок. Германия. Церковь в Потсдаме ; 1934D ;  ; Ag ; VF- ; 58 ; viktorion80 ; 363 
 2021 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935A ;  ; Ag ; XF- ; 22 ; fain ; 387 
 2022 ; 5 марок. Германия. Церковь в Потсдаме ; 1935A ;  ; Ag ; VF ; 31 ; tasmandevil ; 347 
 2023 ; 5 марок. Пауль  фон Гинденбург. Германия. 1 тип ; 1935D ;  ; Ag ; VF-XF ; 24 ; Sky2 ; 327 
 2024 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935D ;  ; Ag ; VF+ ; 16 ; fain ; 389 
 2025 ; 5 марок. Пауль  фон Гинденбург. Германия. 1 тип ; 1935E ;  ; Ag ; VF-XF ; 41 ; Sky2 ; 327 
 2026 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935F ;  ; Ag ; XF ; 17 ; fain ; 407 
 2027 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935G ;  ; Ag ; VF-XF ; 26 ; fain ; 390 
 2028 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935J ;  ; Ag ; VF-XF ; 32 ; fain ; 390 
 2029 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; XF- ; 28 ; fain ; 368 
 2030 ; 5 марок. Пауль  фон Гинденбург. Германия. 1 тип ; 1936A ;  ; Ag ; VF+ ; 20 ; fain ; 388 
 2031 ; 5 марок. Пауль  фон Гинденбург. Германия. 2 тип ; 1936A ;  ; Ag ; VF+ ; 32 ; lsp25 ; 486 
 2032 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF+ ; 16 ; fain ; 384 
 1901 ; Лот монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. Упаковка ; 1989 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 83 ; E.V.A. ; 403 
 1902 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаклвка ; 1990ЛМД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 52 ; bux. ; 1009 
 1903 ; 1 рубль + жетон ЛМД. Упаковка ; 1973 ;  ; Cu-Ni ; Unc ; 28 ; sina ; 265 
 1904 ; Лот монет СССР: 1 рубль, 50 копеек (6шт) ; 1964 ;  ; Cu-Ni ; VF/VF+ ; 3 ; mgradov ; 31 
 1905 ; Лот монет СССР: 50 коп (5шт) ; 1964-1985 ;  ; Cu-Ni ; VF/VF+ ; 3 ; vic2 ; 40 
 1906 ; Лот монет СССР: 20 копеек (12шт) ; 1936-1955 ;  ; Ni ; VF-/VF+ ; 42 ; Masik ; 225 
 1907 ; Лот монет СССР: 20,15,10 коп (10шт) ; 1956-1991 ;  ; Cu-Ni,Ni ; VF/AU ; 19 ; Skif151 ; 20 
 1908 ; Лот монет СССР: 20,15,10 коп (9шт) ; 1957-1991 ;  ; Cu-Ni,Ni ; VF/AU ; 20 ; Skif151 ; 20 
 1909 ; Лот монет СССР: 20 копеек (3шт) ; 1961, 1962, 1978 ;  ; Cu-Ni ; XF/XF+ ; 0 ; Не продан ; 0 
 1910 ; Лот монет СССР: 15 копеек (7шт) ; 1938-1950 ;  ; Ni ; F-VF/VF ; 31 ; 4433ht ; 284 
 1911 ; Лот монет СССР: 15 копеек (3шт) ; 1961, 1962, 1977 ;  ; Cu-Ni ; XF-/XF+ ; 0 ; Не продан ; 0 
 1912 ; Лот монет СССР: 15,10 коп (7шт) ; 1961-1991 ;  ; Cu-Ni ; XF/AU ; 2 ; 439 ; 3 
 1913 ; Лот монет СССР: 10 копеек (7шт) ; 1946-1957 ;  ; Ni ; VF-/VF+ ; 10 ; was9 ; 48 
 1914 ; Лот монет СССР: 10 копеек (4шт) ; 1961-1978 ;  ; Cu-Ni ; AU ; 2 ; 009 ; 3 
 1915 ; Лот монет СССР: 5 коп (3шт) ; 1930,1931,1957 ;  ; Br ; F+/F-VF ; 8 ; molodes ; 53 
 1916 ; Лот монет СССР: 5 копеек (3шт) ; 1961, 1962, 1976 ;  ; Cu-Zn ; VF-/VF ; 1 ; Опятор ; 2 
 1917 ; Лот монет СССР: 5,3,1 коп (23шт) ; 1971-1991 ;  ; Cu-Zn ; VF-XF/XF ; 2 ; 009 ; 3 
 1918 ; Лот монет СССР: 5,1 коп (9шт) ; 1989,1991 ;  ; Cu-Zn ; VF-XF/XF ; 1 ; 3273 ; 2 
 1919 ; Лот монет СССР: 3 копейки (12шт) ; 1931-1957 ;  ; Br ; VF-/VF ; 30 ; Skif151 ; 204 
 1920 ; Лот монет СССР: 3 копейки (7шт) ; 1961-1980 ;  ; Cu-Zn ; VF/XF ; 9 ; росвет ; 123 
 1921 ; Лот монет СССР: 2 копейки (10шт) ; 1937-1957 ;  ; Br ; VF-/VF ; 19 ; Skif151 ; 278 
 1922 ; Лот монет СССР: 2 копейки (9шт) ; 1961-1976 ;  ; Cu-Zn ; VF/AU ; 7 ; E.V.A. ; 67 
 1923 ; Лот монет СССР: 1 копейка (3шт) ; 1938-1941 ;  ; Br ; VF/VF+ ; 38 ; 13 ; 106 
 1924 ; Лот монет СССР: 1 копейка (14шт) ; 1961-1980 ;  ; Cu-Zn ; VF/AU ; 53 ; E.V.A. ; 57 
 1925 ; Лот монет СССР: 1 коп (3шт) ; 1961,1963,1988 ;  ; Cu-Zn ; VF-/VF+ ; 10 ; sasha14 ; 28 
 1926 ; Лот монет СССР: 1/2 коп (3шт) ; 1925,1927,1928 ;  ; Cu ; F/F-VF ; 21 ; Мих@ ; 937 
 1927 ; Лот монет СССР И Банка России: 100 рублей,5 копеек (3шт) ; 1973,1974,1993 ;  ; Cu-Ni,Cu-Z ; VF/XF+ ; 12 ; Skif151 ; 77 
 1928 ; Лот монет СССР: 10,5,1 руб, 50,10 коп (5шт) ; 1991 ;  ; Би/м,Cu-Ni ; AU ; 16 ; mgradov ; 23 
 1929 ; Набор монет + 10 рублей (55 лет победы) ; 2000 ; Города-герои. (7 монет по 2 руб) ; Би/м, Cu-N ; XF/AU ; 32 ; ДерсуУзала ; 126 
 1930 ; Лот монет Банка России (Гагарин, 10 лет СНГ, Пушкин): 2,1 рубль (3шт) ; 1999,2001 ;  ; Cu-Ni ; XF/AU ; 22 ; ДерсуУзала ; 102 
 1931 ; Лот монет Банка России (7шт): 10 рублей (Министерства РФ) ; 2002 ;  ; Би/м ; XF/AU ; 34 ; Опятор ; 211 
 1932 ; Лот монет Банка России (Министерства): 10 рублей (7шт) ; 2002 ;  ; Би/м ; XF-/XF+ ; 67 ; Соколов ; 216 
 1933 ; Лот монет Банка России (Министерства): 10 рублей (7шт) ; 2002 ;  ; Би/м ; AU ; 36 ; fokin ; 398 
 1934 ; Лот монет Банка России (Древние города России): 10 рублей (7шт) ; 2003-2009 ;  ; Би/м ; XF/AU ; 43 ; alexadm ; 185 
 1935 ; Лот монет Банка России (Древние города России): 10 рублей (7шт) ; 2003-2009 ;  ; Би/м ; XF/AU ; 53 ; alexadm ; 204 
 1936 ; Лот монет Банка России (4шт): 10 рублей (Великий Устюг, Казань, Дмитров, Свердловская область) ; 2004-2008 ;  ; Би/м ; AU ; 64 ; ship-nik ; 135 
 1937 ; Лот монет Банка России (4шт): 10 рублей (Смоленск, Приозерск, Азов, Гдов) ; 2007-2008 ;  ; Би/м ; AU ; 93 ; ship-nik ; 348 
 1938 ; Лот монет Банка России (3шт): 10 рублей (Ненецкий АО, Брянск, Юрьевец) ; 2010 ;  ; Би/м ; AU ; 28 ; vatom22 ; 398 
 1939 ; Лот монет Банка России (3шт): 10 рублей (Ненецкий АО, Брянск, Юрьевец) ; 2010 ;  ; Би/м ; AU ; 56 ; alex1974 ; 363 
 1940 ; Лот монет Банка России (2шт): 10 рублей ( Брянск, Юрьевец) ; 2010 ;  ; Би/м ; AU ; 25 ; лисопедка ; 44 
 1941 ; Лот платежных жетонов Татарстана: на 10,20 литров бензина и на 1 кг хлеба (3шт) ; 1993 ;  ; Cu-Ni,Br ; XF/AU ; 68 ; валенок ; 357 
 1942 ; Лот жетонов метрополитена: 3шт ;  ;  ; Ж/м,б/м ; VF+/XF ; 38 ; dimon masskva ; 64 
 1943 ; Лот монет СССР: 20 копеек (21шт) ; 1961-1989 ;  ; Cu-Ni ; VF/XF ; 21 ; zsv ; 28 
 1944 ; Лот монет СССР: 15 копеек (21шт) ; 1961-1987 ;  ; Cu-Ni ; VF+/XF ; 21 ; Al0851 ; 31 
