 5894 ; Бона иностранная ;  ;  ;  ;  ; 3 ; OlegFox ; 21 
 3537 ; 12 гроте. Бремен ; 1859 ;  ; Ag ; VF ; 26 ; джокер ; 1023 
 3538 ; 6 гроте. Бремен ; 1857 ;  ; Ag ; VF- ; 22 ; Basile ; 609 
 3539 ; 3 пфеннига. Росток ; 1747R ;  ; Cu ; F-VF ; 25 ; murka1973 ; 215 
 3540 ; 3 пфеннига. Росток ; 1815AS ;  ; Cu ; F ; 22 ; cochu ; 169 
 3541 ; 3 пфеннига. Росток ; 1855BS ;  ; Cu ; VF- ; 27 ; alexnn ; 313 
 3542 ; 50 пфеннигов. Германия. Нотгельд города Кассель ; 1920 ;  ; Zn ; VF ; 12 ; Jauho ; 204 
 3443 ; 10 лепт. Греция ; 1878К ;  ; Br ; VF ; 32 ; alexnn ; 220 
 3444 ; 10 лепт. Греция ; 1882А ;  ; Br ; VF ; 18 ; Emv ; 114 
 3445 ; 1 крона. Дания ; 1925 ;  ; Al/Br ; VF ; 11 ; bethowen ; 69 
 3446 ; 3 сентесими. Ломбардия-Венеция ; 1849 ;  ; Cu ; VF ; 10 ; wagner ; 152 
 3447 ; 3 крейцера. Пруссия ; 1842D ;  ; Cu ; VF ; 35 ; bigben ; 181 
 3448 ; 10 сентесими. Сан Марино ; 1936 ;  ; Br ; XF ; 23 ; krugerrand ; 278 
 3449 ; 1/2 анны. Восточно Индийская Компания ; 1835 ;  ; Cu ; VF ; 13 ; балбес ; 284 
 3450 ; 1/4 анны. Восточно Индийская Компания ; 1835 ;  ; Cu ; VF-XF ; 17 ; Omeron ; 444 
 3451 ; 20 рейс. Португалия. Карлос I ; 1892 ;  ; Br ; VF ; 20 ; наташа2712 ; 111 
 3452 ; 10 сентисес. Испания ; 1879 ;  ; Br ; VF ; 8 ; трутень ; 67 
 3453 ; 100 франков. Французский Тунис ; 1950 ;  ; Cu-Ni ; VF-XF ; 27 ; Mukoved ; 146 
 3454 ; 2 динара. Югославия ; 1938 ;  ; Al/Br ; XF ; 8 ; krugerrand ; 55 
 3455 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; XFXF ; 9 ; krugerrand ; 60 
 3456 ; 50 пара. Югославия ; 1938 ;  ; Al/Br ; XF ; 11 ; krugerrand ; 55 
 3457 ; 50 пфеннигов. Германия ; 1927J ;  ; Cu-Ni ; XF- ; 21 ; Jauho ; 449 
 3458 ; 50 пфеннигов. Германия ; 1928A ;  ; Cu-Ni ; XF- ; 37 ; Александр007 ; 225 
 3459 ; 50 пфеннигов. Германия ; 1928E ;  ; Cu-Ni ; XF- ; 19 ; Jauho ; 439 
 3460 ; 50 пфеннигов. Германия ; 1928F ;  ; Cu-Ni ; XF- ; 19 ; Antys10 ; 262 
 3461 ; 50 пфеннигов. Германия ; 1936A ;  ; Cu-Ni ; XF- ; 30 ; Jauho ; 429 
 3462 ; 50 пфеннигов. Германия ; 1943A ;  ; Al ; VF-XF ; 16 ; Jauho ; 306 
 3463 ; 5 пфеннигов. Германия ; 1939B ;  ; Al/Br ; AU ; 39 ; svv ; 512 
 3464 ; 5 пара. Сербия ; 1904 ;  ; Cu-Ni ; VF+ ; 33 ; av ; 128 
 3465 ; 5 пара. Сербия ; 1912 ;  ; Cu-Ni ; VF+ ; 20 ; бортик ; 53 
 3466 ; 1 сентесимо. Сардиния ; 1826Р ;  ; Cu ; F+ ; 21 ; Dahan ; 152 
 3467 ; 1/4 скиллинга. Швеция ; 1820 ;  ; Cu ; VF+ ; 20 ; hf426 ; 313 
 3468 ; 2/3 скиллинга. Швеция. Карл XIV ; 1837 ;  ; Cu ; VF- ; 15 ; Emv ; 252 
 3469 ; 1/12 скиллинга. Швеция ; 1808 ;  ; Cu ; VF ; 21 ; север ; 148 
 3470 ; 1/3 скиллинга. Швеция. Карл XIV ; 1877 ;  ; Cu ; VF ; 21 ; DVZ ; 179 
 3471 ; 1/3 скиллинга. Швеция. Карл XIV ; 1832 ;  ; Cu ; VF-XF ; 43 ; mkm1968 ; 463 
 3472 ; Токен. Великобритания. Виктория ; 1862 ;  ; Br ; VF+ ; 23 ; vengriya ; 175 
 3473 ; 3 евро. Словения. 100 лет первому авиаполету над Словенией ; 2009 ;  ; Би/м ; AU ; 27 ; толстяк ; 216 
 3474 ; 3 евро. Словения. Председательство Словении в Евросоюзе ; 2008 ;  ; Би/м ; AU ; 19 ; mefody73 ; 180 
 3475 ; 3 евро. Словения. 20 лет независимости Словении ; 2011 ;  ; Би/м ; AU ; 14 ; molodes ; 145 
 3476 ; 2,5 евро. Португалия. Олимпиада в Лондоне ; 2012 ;  ; Cu-Ni ; AU ; 16 ; solder13 ; 160 
 3477 ; 2,5 евро. Португалия. Художник Хосе Мальхоа ; 2012 ;  ; Cu-Ni ; AU ; 10 ; Potap ; 203 
 3478 ; 2,5 евро. Португалия. Корабль. 100-летие университета Лиссабона ; 2012 ;  ; Cu-Ni ; AU ; 15 ; Potap ; 206 
 3479 ; 2,5 евро. Португалия.100 лет Институту военного обучения ; 2011 ;  ; Cu-Ni ; AU ; 12 ; Komod ; 144 
 3480 ; 2,5 евро. Португалия. Европейские исследователи Капеллу и Ивенс ; 2011 ;  ; Cu-Ni ; AU ; 10 ; Komod ; 133 
 3481 ; 2,5 евро. Португалия. Виноградники острова Пико ; 2011 ;  ; Cu-Ni ; AU ; 8 ; Komod ; 133 
 3482 ; 1 таньга. Бухара ; 1910 ;  ; Ag ; VF- ; 25 ; cboker ; 221 
 3483 ; 2 пула. Бухара ; 1910 ;  ; Cu ; F-VF ; 13 ; kont ; 221 
 3484 ; 1 теньга. Бухара ;  ;  ; Cu ; F-VF ; 19 ; kont ; 340 
 3485 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF ; 6 ; serg98 ; 16 
 3486 ; 5 крон. Словакия ; 1939 ;  ; Cu-Ni ; VF ; 10 ; MDV ; 57 
 3487 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Би/м ; AU ; 52 ; vicktor_2014 ; 236 
 3488 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 23 ; pref ; 568 
 3489 ; 2 пенса. Англия ; 2011 ;  ; Br ; XF+ ; 10 ; бортик ; 24 
 3490 ; 2 злотых. Польша. Варшава ; 2013 ;  ; Латунь ; AU ; 27 ; Зимний ; 105 
 3491 ; 1 рубль. Беларусь. ЕврАзЭс ; 2009 ;  ; Cu-Ni ; Proof ; 28 ; Andrak ; 258 
 3492 ; 1 рубль. Беларусь. Телец ; 2009 ;  ; Cu-Ni ; Proof ; 42 ; bdd48 ; 250 
 3393 ; 5 марок. ФРГ ; 1965D ;  ; Ag ; VF-XF ; 25 ; балбес ; 424 
 3394 ; 5 марок. ФРГ ; 1965F ;  ; Ag ; VF+ ; 26 ; Elephant ; 424 
 3395 ; 5 марок. ФРГ ; 1966J ;  ; Ag ; XF- ; 24 ; Searcher ; 425 
 3396 ; 5 марок. ФРГ ; 1968F ;  ; Ag ; XF- ; 32 ; балбес ; 424 
 3397 ; 5 марок. ФРГ ; 1972J ;  ; Ag ; XF- ; 24 ; Elephant ; 416 
 3398 ; 5 марок. ФРГ ; 1974D ;  ; Ag ; AU ; 27 ; valent77 ; 410 
 3399 ; 5 марок. ФРГ ; 1974D ;  ; Ag ; XF ; 23 ; СТРЕКОЗА ; 327 
 3400 ; 5 шиллингов. Австрия ; 1962 ;  ; Ag ; VF ; 27 ; dow57 ; 161 
 3401 ; 25 центов. Канада ; 1960 ;  ; Ag ; F-VF ; 11 ; t_v_v ; 111 
 3402 ; 1/2 франка. Швейцария ; 1920 ;  ; Ag ; VF- ; 17 ; dow57 ; 82 
 3403 ; 10 раппен. Швейцария ; 1914B ;  ; Cu-Ni ; F-VF ; 25 ; зритель_в ; 100 
 3404 ; 20 раппен. Швейцария ; 1920B ;  ; Ni ; XF- ; 14 ; зритель_в ; 100 
 3405 ; 20 раппен. Швейцария ; 1921B ;  ; Ni ; XF- ; 10 ; зритель_в ; 100 
 3406 ; 3 пенса. Великобритания ; 1943 ;  ; Ag ; F-VF ; 14 ; gavrosh ; 104 
 3407 ; 3 пенса. Великобритания ; 1942 ;  ; Ag ; F-VF ; 17 ; gavrosh ; 100 
 3408 ; 1/2 пенни. Великобритания ; 1942 ;  ; Br ; VF-XF ; 14 ; gri.59 ; 34 
 3409 ; 1 фартинг. Великобритания ; 1942 ;  ; Br ; XF- ; 11 ; бортик ; 46 
 3410 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; XF+ ; 36 ; vicktor_2014 ; 357 
 3411 ; 1 шиллинг. Великобритания. Английский герб ; 1942 ;  ; Ag ; VF ; 23 ; vicktor_2014 ; 255 
 3412 ; 1 шиллинг. Великобритания. Шотландский герб ; 1942 ;  ; Ag ; VF+ ; 34 ; vicktor_2014 ; 306 
 3413 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; XF- ; 32 ; alrami ; 337 
 3414 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF-XF ; 37 ; Померанцев ; 663 
 3415 ; 1 доллар. Барбадос ; 1973 ;  ; Cu/Ni ; Proof ; 15 ; ИЮМов1 ; 100 
 3416 ; 50 центов. Багамские о-ва ; 1966 ;  ; Ag ; AU ; 21 ; maymuse ; 649 
 3417 ; 1 доллар. Гайана. Крокодиловый кайман ; 1976 ;  ; Cu/Ni ; Proof ; 43 ; ИЮМов1 ; 495 
 3418 ; 50 центов. Гайана. Гоацин ; 1976 ;  ; Cu/Ni ; Proof ; 38 ; AMZYA ; 286 
 3419 ; 25 центов. Гайана. Гарпия ; 1976 ;  ; Cu/Ni ; Proof ; 24 ; AMZYA ; 301 
 3420 ; 10 центов. Гайана. Беличья обезьяна ; 1976 ;  ; Cu/Ni ; Proof ; 28 ; ИЮМов1 ; 301 
 3421 ; 5 центов. Гайана. Гепард ; 1976 ;  ; Cu/Ni ; Proof ; 26 ; ИЮМов1 ; 296 
 3422 ; 1 цент. Гайана. Ламантин ; 1976 ;  ; Cu/Ni ; Proof ; 30 ; ИЮМов1 ; 286 
 3423 ; 1 флорин. Великобритания ; 1914 ;  ; Ag ; VF+ ; 47 ; Johnny Walker ; 1020 
 3424 ; 1/2 кроны. Великобритания. Золотой Юбилей правления ; 1887JEB ;  ; Ag ; VF-XF ; 41 ; nik23455 ; 1807 
 3425 ; 1/2 кроны. Великобритания ; 1915 ;  ; Ag ; VF+ ; 54 ; Померанцев ; 888 
 3426 ; 1/2 кроны. Великобритания ; 1893 ;  ; Ag ; VF+ ; 29 ; джокер ; 1172 
 3427 ; 25 эре. Швеция ; 1946 ;  ; Ag ; XF ; 15 ; kovrovchanin ; 67 
 3428 ; 25 эре. Швеция ; 1947 ;  ; Ag ; AU ; 30 ; gusar ; 215 
 3429 ; 25 эре. Швеция ; 1950 ;  ; Ag ; XF ; 17 ; kovrovchanin ; 57 
 3430 ; 10 эре. Швеция ; 1916 ;  ; Ag ; VF ; 17 ; hf426 ; 215 
 3431 ; 10 эре. Швеция ; 1917 ;  ; Ag ; VF ; 15 ; hf426 ; 123 
 3432 ; 1 крейцер. Вюртемберг ; 1863 ;  ; Ag ; VF- ; 24 ; banks ; 174 
 3433 ; 1 пенни. Великобритания. Модель. Виктория ; ND ;  ; Би/м ; XF+ ; 48 ; zzzzzz ; 956 
 3434 ; 1/2 пенни. Великобритания. Модель. Виктория ; ND ;  ; Br ; XF ; 18 ; Teremok ; 475 
 3435 ; 20 рейс. Поругалия ; 1847 ;  ; Cu ; XF ; 24 ; AnvlaSar6216 ; 669 
 3436 ; 2 сентесимо. Парагвай ; 1870 ;  ; Cu ; VF ; 20 ; mkm1968 ; 335 
 3437 ; 2 сентесимо. Уругвай ; 1869 ;  ; Cu ; VF- ; 22 ; smel ; 169 
 3438 ; 1/13 шиллинга. Джерси. Виктория ; 1871 ;  ; Cu ; VF ; 13 ; Andy M ; 262 
 3439 ; 1 сент. Французский Индо-Китай ; 1892 ;  ; Br ; VF-XF ; 22 ; vb96 ; 255 
 3440 ; 1 крейцер. Австрия ; 1816А ;  ; Cu ; VF+ ; 26 ; alexnn ; 184 
 3441 ; 8 доблей. Гернси ; 1885Н ;  ; Br ; XF+ ; 31 ; Searcher ; 261 
 3442 ; 1 добль. Гернси ; 1889Н ;  ; Br ; XF ; 10 ; gavrosh ; 159 
 3343 ; 1 доллар. США ; 1971 ;  ; Cu/Ni ; XF ; 16 ; Yamilov ; 118 
 3344 ; 1/2 кроны. Великобритания ; 1945 ;  ; Ag ; VF- ; 5 ; Elephant ; 306 
 3345 ; 2 кроны. Эстония. Замок тоомпеа ; 1930 ;  ; Ag ; VF ; 29 ; беркут ; 604 
 3346 ; 1 грош. Пруссия ; 1862А ;  ; Ag ; F+ ; 9 ; Lena6975 ; 96 
 3347 ; 1 грош. Пруссия ; 1840А ;  ; Ag ; F ; 20 ; lestes ; 240 
 3348 ; 50 пфеннигов. Германия ; 1928F ;  ; Cu/Ni ; VF ; 23 ; Jauho ; 266 
 3349 ; 10 пфеннигов. Нотгельд, Люденшайд ; 1918 ;  ; Fe ; VF-XF ; 33 ; Jauho ; 356 
 3350 ; 10 пфеннигов. Нотгельд, Эммерих ; 1918 ;  ; Fe ; VF+ ; 21 ; _1111_ ; 276 
 3351 ; 10 пфеннигов. Нотгельд, Гельзенкирхен ; 1918 ;  ; Fe ; VF ; 15 ; Jauho ; 276 
 3352 ; 10 пфеннигов. Польша ; 1917 ;  ; Zn ; VF+ ; 19 ; Antys10 ; 459 
 3353 ; 1 доллар. США. Чемпионат мира по футболу ; 1994S ;  ; Ag ; Proof ; 18 ; whalemann ; 1530 
 3354 ; 1 лира. Турция ; 2013 ;  ; Би/м ; XF+ ; 21 ; jj ; 97 
 3355 ; 2 шиллинга. Южная Родезия ; 1947 ;  ; Cu-Ni ; VF ; 17 ; kolbur ; 350 
 3356 ; 1/3 скиллинга. Швеция ; 1844 ;  ; Cu ; VF- ; 26 ; hf426 ; 239 
 3357 ; 1 рубль. Беларусь. Дзяды ; 2008 ;  ; Cu-Ni ; AU ; 56 ; джокер ; 425 
 3358 ; 1 рубль. Беларусь. Лев Сапега ; 2010 ;  ; Cu-Ni ; Proof ; 42 ; VelesDS ; 306 
 3359 ; 1 рубль. Беларусь. Сретение ; 2010 ;  ; Cu-Ni ; Proof ; 33 ; Недорого ; 251 
 3360 ; 5 форинтов. Венгрия. Петофи. 100 лет революции ; 1948 ;  ; Ag ; XF+ ; 23 ; SergeyDzen ; 949 
 3361 ; 1 шиллинг. Великобритания ; 1945 ;  ; Ag ; VF ; 45 ; Legio ; 200 
 3362 ; 50 пара. Сербия ; 1879 ;  ; Ag ; F ; 31 ; t_v_v ; 101 
 3363 ; 10 сентаво. Клумбия ; 1942 ;  ; Ag ; XF- ; 23 ; ИЮМов1 ; 305 
 3364 ; 200 лей. Румыния ; 1942 ;  ; Ag ; F ; 27 ; беркут ; 140 
 3365 ; 5 эскудо. Португальское Сан-Томе и Принсипи ; 1951 ;  ; Ag ; VF ; 42 ; daadar ; 340 
 3366 ; 1 шиллинг. Австрия ; 1924 ;  ; Ag ; VF+ ; 48 ; krugerrand ; 408 
 3367 ; 50 сен. Япония ;  ;  ; Ag ; XF ; 49 ; Emv ; 208 
 3368 ; 1 доллар. Канада. Корабль (1587-1987) ; 1987 ;  ; Ag ; Proof ; 32 ; shais1 ; 999 
 3369 ; 5 франков. Франция. 100 лет Эйфелевой башне (1889-1989) ; 1989 ;  ; Cu/Ni ; XF+ ; 26 ; 1010110 ; 57 
 3370 ; 1 рупия. Сейшельские о-ва ; 1982 ;  ; Cu/Ni ; VF ; 8 ; Tche ; 24 
 3371 ; 10 пенсов. Джерси ; 1992 ;  ; Cu/Ni ; XF ; 20 ; Волк33 ; 57 
 3372 ; 1 крона. Тристан да Кунья. Парусник ; 2008 ;  ; Cu/Ni ; AU ; 47 ; gavrosh ; 204 
 3373 ; 1/2 пенни. Британское Фиджи ; 1954 ;  ; Cu/Ni ; XF+ ; 23 ; Mukoved ; 90 
 3374 ; 5 пенсов. Гибралтар ; 2007 ;  ; Cu/Ni ; XF+ ; 9 ; t_v_v ; 25 
 3375 ; 5 центов. Багамские о-ва ; 2005 ;  ; Cu/Ni ; AU ; 7 ; alex995 ; 18 
 3376 ; 1/2 пенни. Великобритания. Корабль ; 1967 ;  ; Br ; AU ; 18 ; shais1 ; 37 
 3377 ; 2 пенса. Фолклендские о-ва ; 1974 ;  ; Br ; AU ; 22 ; t_v_v ; 41 
 3378 ; 25 центов. Никарагуа ; 2007 ;  ; Латунь ; AU ; 35 ; Александр007 ; 53 
 3379 ; 50 бани. Румыния. События 1512г ; 2012 ;  ; Латунь ; XF+ ; 16 ; страус ; 57 
 3380 ; 25 центов. Канада. 1812г ; 2012 ;  ; Ni/Fe ; AU ; 26 ; t_v_v ; 58 
 3381 ; 25 центов. Барбадос ; 2008 ;  ; Ni/Fe ; AU ; 12 ; daadar ; 34 
 3382 ; 25 центов. Канада. Орел ; 2011 ;  ; Ni/Fe ; XF+ ; 10 ; бортик ; 28 
 3383 ; 20 липа. Хорватия. F.A.O. ; 1995 ;  ; Ni/Fe ; AU ; 17 ; gusar ; 39 
 3384 ; 1 пенс. Каймановы о-ва ; 2002 ;  ; Cu/Fe ; XF ; 23 ; foh1985 ; 34 
 3385 ; 2 евро. Франция. Елисейский договор ; 2013 ;  ; Би/м ; AU ; 22 ; толстяк ; 204 
 3386 ; 2 евро. Италия. Камилло Бенсо ди Кавура ; 2010 ;  ; Би/м ; AU ; 24 ; толстяк ; 215 
 3387 ; 2 евро. Италия. 100 лет со дня смерти Джованни Пасколи ; 2012 ;  ; Би/м ; AU ; 22 ; толстяк ; 180 
 3388 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu/Ni ; AU ; 17 ; faga2003 ; 153 
 3389 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu/Ni ; Proof ; 28 ; Vebr ; 153 
 3390 ; 200000 карбованцев. Украина. Богдан Хмельницкий ; 1995 ;  ; Cu/Ni ; Proof ; 24 ; vitaliy036 ; 150 
 3391 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu/Ni ; AU ; 20 ; vitaliy036 ; 150 
 3392 ; 2 гривны. Украина. 200 лет независимости ; 2011 ;  ; Cu/Ni ; Proof ; 37 ; vitaliy036 ; 204 
 3293 ; 1 флорин. Новая Зеландия ; 1934 ;  ; Ag ; F-VF ; 28 ; lirik ; 459 
 3294 ; 1 лемпира. Гондурас ; 1937 ;  ; Ag ; VF+ ; 33 ; wagner ; 636 
 3295 ; 5 байочи. Ватикан ; 1850R ;  ; Cu ; F-VF ; 42 ; джокер ; 720 
 3296 ; 1 крона. Остров Мэн. Кошки ; 2009 ;  ; Cu-Ni ; AU ; 38 ; Friday ; 227 
 3297 ; 1 крона. Остров Мэн. Кошки ; 1999 ;  ; Cu-Ni ; AU ; 13 ; Friday ; 357 
 3298 ; 1 крона. Остров Мэн. Кошки ; 1993 ;  ; Cu-Ni ; AU ; 9 ; Friday ; 227 
 3299 ; 1 крона. Остров Мэн. Кошки ; 1997 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3300 ; 1 крона. Остров Мэн. Кошки ; 1991 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3301 ; 1 крона. Остров Мэн. Кошки ; 2010 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3302 ; 1 крона. Остров Мэн. Кошки ; 1990 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3303 ; 1 крона. Остров Мэн. Кошки ; 2005 ;  ; Cu-Ni ; AU ; 9 ; Friday ; 227 
 3304 ; 1 крона. Остров Мэн. Кошки ; 2008 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3305 ; 1 крона. Остров Мэн. Кошки ; 2012 ;  ; Cu-Ni ; AU ; 17 ; Friday ; 357 
 3306 ; 1 крона. Остров Мэн. Кошки ; 1994 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3307 ; 1 крона. Остров Мэн. Кошки ; 1998 ;  ; Cu-Ni ; AU ; 10 ; Friday ; 227 
 3308 ; 1 крона. Остров Мэн. Кошки ; 1995 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3309 ; 1 крона. Остров Мэн. Кошки ; 1992 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3310 ; 1 крона. Остров Мэн. Кошки ; 2003 ;  ; Cu-Ni ; AU ; 9 ; Friday ; 235 
 3311 ; 1 крона. Остров Мэн. Кошки ; 1996 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3312 ; 1 крона. Остров Мэн. Кошки ; 2002 ;  ; Cu-Ni ; AU ; 8 ; Friday ; 227 
 3313 ; 50 центов. Австралия ; 2000 ;  ; Cu-Ni ; XF ; 19 ; Pipe ; 104 
 3314 ; 50 центов. Австралия ; 1994 ;  ; Cu-Ni ; XF ; 4 ; brat52 ; 79 
 3315 ; 2 кроны. Швеция ; 1947 ;  ; Ag ; AU ; 19 ; hf426 ; 453 
 3316 ; 1 крона. Швеция ; 1950 ;  ; Ag ; AU ; 12 ; kovrovchanin ; 210 
 3317 ; 1 крона. Швеция ; 1945 ;  ; Ag ; AU ; 19 ; Lena6975 ; 188 
 3318 ; 1 крона. Швеция ; 1943 ;  ; Ag ; AU ; 12 ; Lena6975 ; 176 
 3319 ; 500 франков. Бельгия. 150-летие независимости ; 1980 ;  ; Ag ; VF-XF ; 32 ; Emv ; 408 
 3320 ; 1000 квача. Замбия. Валюта Евросоюза. 50евро ; 1999 ;  ; Cu-Ni ; Proof ; 51 ; verde ; 379 
 3321 ; 1000 квача. Замбия. Валюта Евросоюза.. 5 евро ; 1999 ;  ; Cu-Ni ; Proof ; 19 ; verde ; 378 
 3322 ; 1000 квача. Замбия. Валюта Евросоюза. 10 евро ; 1999 ;  ; Cu-Ni ; Proof ; 21 ; verde ; 378 
 3323 ; 1000 шиллингов. Уганда. Горилла ; 2003 ;  ; Cu-Ni ; Proof ; 41 ; verde ; 182 
 3324 ; 5 франков. Конго. Всстреча ; 1997 ;  ; Cu-Ni ; Proof ; 28 ; verde ; 255 
 3325 ; 1000 шиллингов. Уганда. Горилла ; 2003 ;  ; Cu-Ni ; Proof ; 49 ; verde ; 182 
 3326 ; 1 доллар. Острова Кука. История Азии ; 2004 ;  ; Cu-Ni ; Proof ; 47 ; verde ; 191 
 3327 ; 5 фунтов. Англия. Королева-мать ; 2000 ;  ; Cu-Ni ; AU ; 38 ; verde ; 310 
 3328 ; 6 крейцеров. Австрия ; 1800 ;  ; Cu ; VF ; 68 ; наташа2712 ; 457 
 3329 ; 3 крейцера. Австрия ; 1800 ;  ; Cu ; F-VF ; 20 ; verde ; 218 
 3330 ; 1 крейцер. Австрия ; 1800 ;  ; Cu ; F ; 18 ; bigben ; 388 
 3331 ; 10 крейцеров. Австрия ; 1764 ;  ; Ag ; F-VF ; 65 ; bigben ; 567 
 3332 ; 20 крейцеров. Австрия ; 1787 ;  ; Ag ; F-VF ; 23 ; verde ; 357 
 3333 ; 1 корона. Австрия ; 1984 ;  ; Ag ; VF+ ; 22 ; fedor880v ; 117 
 3334 ; 1 рубль. Беларусь. Пустельга ; 2010 ;  ; Cu-Ni ; Proof-like ; 32 ; buynyi76 ; 294 
 3335 ; 1 песо. Мексика ; 1963 ;  ; Ag ; VF- ; 21 ; vitapool ; 114 
 3336 ; 1 песо. Мексика ; 1959 ;  ; Ag ; VF- ; 21 ; fedor880v ; 136 
 3337 ; 1/6 эре. Швеция. М-4,23гр ; 1708 ;  ; Cu ; F+ ; 51 ; hf426 ; 279 
 3338 ; 2 сентавос. Колумбия. Лазарет ; 1921 ;  ; Cu-Ni ; VF- ; 27 ; murka1973 ; 269 
 3339 ; 10 сантимов. Франция. Мазамет ; 1917 ;  ; Br ; VF+ ; 19 ; _1111_ ; 255 
 3340 ; 1 чентезими. Италия, Наполеон I ; 1811 ;  ; Cu ; G ; 16 ; Elephant ; 152 
 3341 ; 1 крона. Эстония. Фестиваль музыки ; 1933 ;  ; Ag ; VF-XF ; 33 ; banks ; 2652 
 3342 ; 1/2 доллара. США ; 1964 ;  ; Ag ; AU ; 35 ; 1023oxana ; 1587 
 3243 ; 10 марок. Эстония ; 1925 ;  ; Cu-Ni ; VF+ ; 23 ; AMZYA ; 514 
 3244 ; 3 марки. Эстония ; 1922 ;  ; Cu-Ni ; F ; 20 ; AMZYA ; 465 
 3245 ; 1 марка. Эстония ; 1922 ;  ; Cu-Ni ; VF+ ; 13 ; anshel ; 212 
 3246 ; 10 центов. Кения ; 1991 ;  ; Латунь ; XF+ ; 10 ; Александр007 ; 24 
 3247 ; 5 центов. Кения ; 1991 ;  ; Латунь ; XF+ ; 11 ; Mukoved ; 56 
 3248 ; 100 песет. Испания ; 1986 ;  ; Латунь ; XF ; 4 ; Gari 77 ; 12 
 3249 ; 500 песет. Испания ; 1988 ;  ; Латунь ; XF ; 15 ; sos1 ; 102 
 3250 ; 100 драхм. Греция ; 1990 ;  ; Латунь ; XF+ ; 4 ; Почта России ; 12 
 3251 ; 1 пенни. ЮАР ; 1942 ;  ; Br ; VF ; 11 ; Emv ; 57 
 3252 ; 10 стотинок. Болгария ; 1881 ;  ; Cu ; F-VF ; 19 ; ship-nik ; 157 
 3253 ; 1 сент. Эстония ; 1929 ;  ; Br ; XF ; 10 ; zx123 ; 46 
