 4822 ; Бона иностранная. Исландия. 50 крон ; 1961 ;  ;  ;  ; 24 ; ИЮМов1 ; 226 
 3167 ; 2 марки. ФРГ. Макс Планк ; 1961 ;  ; Cu/Ni ; XF ; 10 ; aziya11 ; 74 
 3168 ; 20 лепта. Греция ; 1964 ;  ; Al ; XF ; 9 ; stingr ; 37 
 3169 ; 1 лек. Албания ; 1939 ;  ; St ; XF ; 14 ; WikiLeaks ; 124 
 3170 ; 10 песо. Аргентина. Декларация независимости ; 1966 ;  ; Ni/St ; XF+ ; 15 ; stingr ; 80 
 3171 ; 10 крон. Исландия ; 1969 ;  ; Cu/Ni ; XF ; 10 ; 1456 ; 45 
 3172 ; 2 филлера. Венгрия ; 1916 ;  ; Fe ; F-VF ; 29 ; av ; 113 
 3173 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 15 ; bull72 ; 125 
 3174 ; 10 пфеннигов. Германия, Нотгельд ; 1919 ;  ; Fe ; F-VF ; 9 ; asnik ; 125 
 3175 ; 1/4 бата. Тайланд ; 1946 ;  ; Олово ; F-VF ; 35 ; matehev ; 87 
 3176 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 25 ; ppi ; 133 
 3177 ; 5 талари. Словения. F.A.O. ; 1995 ;  ; Латунь ; AU ; 23 ; lubopitnaja ; 61 
 3178 ; 5 талари. Словения. Гора "Тиглав" ; 1995 ;  ; Латунь ; AU ; 16 ; stingr ; 62 
 3179 ; 5 талари. Словения. Академия трудолюбивых жителей Любляны ; 1993 ;  ; Латунь ; AU ; 12 ; salim ; 72 
 3080 ; 10 сенти. Литва ; 1925 ;  ; Al/Br ; VF ; 21 ; коллега5 ; 157 
 3081 ; 20 лей. Румыния ; 1930 ;  ; Al/Br ; F+ ; 19 ; av ; 161 
 3082 ; 2 франка. Франция ; 1932 ;  ; Al/Br ; VF ; 11 ; av ; 36 
 3083 ; 5 монго. Монголия ; 1937 ;  ; Al/Br ; VF+ ; 20 ; santan93 ; 137 
 3084 ; 1 крона. Эстония ; 1934 ;  ; латунь ; F+ ; 20 ; bull72 ; 105 
 3085 ; 25 центов. Нидерланды ; 1941 ;  ; Zn ; VF- ; 17 ; bull72 ; 89 
 3086 ; 1/2 пенни. Великобритания ; 1807 ;  ; Cu ; VF- ; 35 ; SadKo ; 342 
 3087 ; 10 чентезимо. Италия ; 1893R ;  ; Cu ; VF ; 8 ; DVZ ; 230 
 3088 ; 5 эре. Швеция. Деформация ; 1858 ;  ; Cu ; F-VF ; 20 ; В1951 ; 352 
 3089 ; 5 эре. Швеция ; 1872 ;  ; Cu ; VF-XF ; 32 ; Argnist3000 ; 920 
 3090 ; 3 крейцера. Австрия ; 1851A ;  ; Cu ; VF-XF ; 33 ; alexnn ; 371 
 3091 ; 10 чентезимо. Италия ; 1898 ;  ; Cu ; VF-XF ; 19 ; Gonjuurou ; 145 
 3092 ; 1 грош. Польша ; 1754 ;  ; Cu ; F-VF ; 13 ; remez ; 230 
 3093 ; 5 сантимов. Бельгия ; 1856 ;  ; Cu ; VF- ; 23 ; max96 ; 531 
 3094 ; 1 крейцер. Австрия ; 1816A ;  ; Cu ; XF- ; 31 ; santan93 ; 226 
 3095 ; 1 пенни. Веикобритания ; 1948 ;  ; Br ; VF- ; 10 ; bull72 ; 77 
 3096 ; 1/2 крейцера. Австрия ; 1816B ;  ; Cu ; VF- ; 26 ; santan93 ; 207 
 3097 ; Фартинг. Великобритания ; 1826 ;  ; Cu ; VF-XF ; 50 ; alexnn ; 714 
 3098 ; 1 цент. Нидерланды ; 1870 ;  ; Br ; VF- ; 38 ; В1951 ; 141 
 3099 ; 4 крейцера. Австрия ; 1861A ;  ; Cu ; F+ ; 26 ; WikiLeaks ; 124 
 3100 ; 10 пара. Турция ; 1255 ;  ; Cu ; F-VF ; 11 ; aziya11 ; 110 
 3101 ; 50 чентезимо. Италия ; 1942R ;  ; St ; VF+ ; 17 ; mrotkin ; 46 
 3102 ; 10 пфеннигов. Германия. Нотгельд. Охлигс ; 1920 ;  ; Fe ; VF+ ; 15 ; Diloos ; 159 
 3103 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1920 ;  ; Fe ; VF- ; 15 ; Diloos ; 164 
 3104 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF- ; 11 ; Diloos ; 133 
 3105 ; 10 пфеннигов. Германия. Нотгельд. Кассель ; 1917 ;  ; Fe ; VF- ; 10 ; Diloos ; 133 
 3106 ; 10000 марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Ж/м ; VF+ ; 17 ; evgen 66 ; 417 
 3107 ; 1 крона. Тристан-да-Кунья. Исторические и знаменитые корабли ; 2008 ;  ; Cu-Ni ; AU ; 30 ; arsenich-s ; 287 
 3108 ; 1 корона. Австрия ; 1908 ;  ; Ag ; XF+ ; 23 ; Dima-72 ; 459 
 3109 ; 1 пфенниг. Веймар ; 1949F ;  ; Сu ; XF ; 10 ; DATR ; 51 
 3110 ; 4 грошена. Пруссия ; 1805 ;  ; Ag ; F- ; 30 ; Woker ; 255 
 3111 ; 4 крейцера. Гессе-Дармстадт ; 1748АК ;  ; Ag ; F ; 24 ; murka1973 ; 204 
 3112 ; 6 крейцеров. Баден ; 1817 ;  ; Ag ; F ; 19 ; murka1973 ; 212 
 3113 ; 2 новых грошенов (20 пфеннигов). Саксония ; 1854F ;  ; Ag ; F ; 11 ; murka1973 ; 138 
 3114 ; 3 крейцера. Гессе-Дармстадт ; 1809 ;  ; Ag ; F+ ; 16 ; Sterh ; 138 
 3115 ; 1 крейцер. Баден. Фридрих I ; 1856 ;  ; Cu ; VF- ; 17 ; santan93 ; 230 
 3116 ; 1 крейцер. Баден. Фридрих I ; 1866 ;  ; Cu ; VF+ ; 17 ; murka1973 ; 146 
 3117 ; 1 крейцер. Баден. Фридрих I. Победа над Францией ; 1871 ;  ; Cu ; XF- ; 28 ; santan93 ; 466 
 3118 ; 1 пфенниг. Шварцбкрг-Рудольштадт ; 1842A ;  ; Cu ; F ; 21 ; murka1973 ; 318 
 3119 ; 2 пфеннига. Ганновер ; 1849B ;  ; Cu ; F ; 28 ; Woker ; 182 
 3120 ; 1 хеллер. Гессе-Кассель ; 1801 ;  ; Cu ; VG ; 15 ; Diloos ; 116 
 3121 ; 50 пфеннигов. Германия. 3-й рейх ; 1937 ;  ; Ni ; XF- ; 50 ; ppi ; 568 
 3122 ; 1 геллер. Немецкая Восточная Африка ; 1910J ;  ; Br ; VF-XF ; 18 ; $$$ ; 306 
 3123 ; 50 центов. США ; 1834 ;  ; Ag ; VF+ ; 101 ; $$$ ; 5901 
 3124 ; 1 цент. США ; 1892 ;  ; Br ; F-VF ; 14 ; АЛЬБЕРТ ; 148 
 3125 ; 5 франков. Бельгия. Леопольд I ; 1853 ;  ; Ag ; VF+ ; 26 ; AnvlaSar6216 ; 2320 
 3126 ; 1 шиллинг. Великобритания. Георг VI ; 1942 ;  ; Ag ; VF ; 61 ; ddv1981 ; 278 
 3127 ; 5 центов. Британское Северное Борнео. Эдуард VII ; 1903 ;  ; Ni ; VF+ ; 21 ; S1952 ; 235 
 3128 ; 1 цент. Британская Канада. Ньюфаундленд. Виктория ; 1890 ;  ; Br ; VF+ ; 15 ; alexnn ; 455 
 3129 ; 1 цент. Британская Канада. Ньюфаундленд. Георг V ; 1913 ;  ; Br ; F+ ; 13 ; ИЮМов1 ; 192 
 3030 ; 5 сентаво. Гватемала ; 1955 ;  ; Ag ; VF+ ; 10 ; caiman67 ; 82 
 3031 ; 5 сентаво. Гватемала ; 1957 ;  ; Ag ; VF+ ; 17 ; matehev ; 72 
 3032 ; 2 цента. США ; 1865 ;  ; Cu-Zn ; F-VF ; 45 ; zelya ; 561 
 3033 ; 5 злотых. Польша ; 1934 ;  ; Ag ; XF ; 5 ; коллега5 ; 357 
 3034 ; 10 динаров. Андорра. Зимняя Олимпиада. Лыжник ; 2005 ;  ; Ag ; Proof ; 31 ; Алек ; 1326 
 3035 ; 1 лат. Латвия. Зимяняя Олимпиада. Хоккей ; 2001 ;  ; Ag ; Proof ; 34 ; potapov0 ; 2201 
 3036 ; 1 доллар. США. Зимняя Олимпиада ; 2002 ;  ; Ag ; Proof ; 43 ; аляска ; 1703 
 3037 ; 5 лир. Мальта. Жан Паризо де ла Валетт ; 2007 ;  ; Ag ; Proof ; 48 ; СВл ; 1702 
 3038 ; 1/4 евро. Франция.  Бернадот Жан-Батист-Жюль ; 2006 ;  ; Ag ; Proof ; 24 ; Ромбор ; 1075 
 3039 ; 1 лат. Латвия. Рождество ; 2009 ;  ; Ag ; Proof ; 40 ; 100924 ; 1370 
 3040 ; 20 евро. Австрия. Карл Вейпрехт ; 2005 ;  ; Ag ; Proof ; 41 ; ppi ; 2135 
 3041 ; 20 евро. Австрия. Дворец Амбрас ; 2002 ;  ; Ag ; Proof ; 22 ; ppi ; 1836 
 3042 ; 10 евро. ФРГ. Расширение ЕС ; 2004 ;  ; Ag ; Unc ; 19 ; ppi ; 900 
 3043 ; 10 евро. Австрия. Дворец Хельбрунн ; 2004G ;  ; Ag ; Proof ; 25 ; ppi ; 1428 
 3044 ; 5 евро. Италия. Чемпионат по футболу ; 2006 ;  ; Ag ; Proof ; 34 ; ppi ; 1700 
 3045 ; 10 евро. ФРГ. Чемпионат по футболу ; 2003 ;  ; Ag ; Unc ; 23 ; ppi ; 680 
 3046 ; 5 евро. Австрия. Герберт Фон Караджан ; 2008 ;  ; Ag ; Unc ; 22 ; ppi ; 602 
 3047 ; 5 евро. Австрия. 100 лет реформе избирательного права ; 2007 ;  ; Ag ; Unc ; 16 ; ppi ; 516 
 3048 ; 5 евро. Австрия. Джозефплатц ; 2006 ;  ; Ag ; Unc ; 16 ; ppi ; 516 
 3049 ; 1 гульден. Нидерланды. Герберт Фон Караджан ; 2001 ;  ; Ag ; Proof ; 32 ; митяй ; 434 
 3050 ; Медаль. 1939-1944гг. Финляндия. D-39мм ; 2005 ;  ; Ag925 ; Proof ; 25 ; Алек ; 714 
 3051 ; Медаль. Минная война. Финляндия. D-39мм ; 2005 ;  ; Ag925 ; Proof ; 22 ; Алек ; 1033 
 3052 ; Медаль. Битва "Vuosalmi" . Финляндия. D-39мм ; 2005 ;  ; Ag925 ; Proof ; 21 ; Алек ; 775 
 3053 ; 5 крон. Швеция. 100 лет Конституции ; 1966 ;  ; Ag ; AU ; 47 ; caiman67 ; 458 
 3054 ; 1 флорин. Австралия. ; 1954 ;  ; Ag ; VF-XF ; 48 ; маманя ; 472 
 3055 ; 1 песо. Филиппины ; 1909S ;  ; Ag ; VF ; 39 ; гарик ; 1247 
 3056 ; 5 франков. Швейцария ; 1933B ;  ; Ag ; VF+ ; 45 ; ppi ; 1122 
 3057 ; 1 рупия. Восточная Индийская Компания ; 1835 ;  ; Ag ; VF ; 53 ; eres ; 1504 
 3058 ; 20 сентаво. Куба ; 1962 ;  ; Ag ; XF ; 35 ; Rober ; 161 
 3059 ; 10 эре. Швеция ; 1902 ;  ; Ag ; XF ; 49 ; ppi ; 206 
 3060 ; 1 зекслинг. Гамбург ; 1726IHL ;  ; Ag ; VF ; 81 ; vvr ; 438 
 3061 ; 20 сентаво. Филиппины ; 1945D ;  ; Ag ; VF-XF ; 42 ; mrotkin ; 257 
 3062 ; 20 крейцеров. Австрия ; 1806A ;  ; Ag ; VF- ; 40 ; Rober ; 305 
 3063 ; 10 центов. Бритаская Малайя ; 1941 ;  ; Ag ; XF+ ; 39 ; митяй ; 261 
 3064 ; 20 раппен. Швейцария ; 1881 ;  ; Cu-Ni ; F-VF ; 38 ; seger ; 106 
 3065 ; 5 сентесимо. Панама ; 1932 ;  ; Cu-Ni ; VF ; 17 ; vc57 ; 102 
 3066 ; 5 писо. Филиппины ; 1975 ;  ; Cu-Ni ; Proof ; 9 ; гарик ; 171 
 3067 ; 20 чентезимо. Италия ; 1912R ;  ; Ni ; VF- ; 15 ; Lenchik_2M ; 26 
 3068 ; 10 злотых. Польша ; 1968 ;  ; Cu-Ni ; XF ; 11 ; alexeyat ; 67 
 3069 ; 25 пара. Югославия ; 1920 ;  ; Ni/Br ; VF- ; 16 ; барсик ; 63 
 3070 ; 1 песо. Чили ; 1933 ;  ; Cu-Ni ; VF+ ; 9 ; ВАР1959 ; 201 
 3071 ; 1 лира. Италия ; 1922 ;  ; Ni ; VF+ ; 42 ; sman ; 286 
 3072 ; 5 монго. Монголия ; 1925 ;  ; Cu ; VF-XF ; 58 ; vengriya ; 466 
 3073 ; 1 марка. Германия ; 1909A ;  ; Ag ; VF+ ; 22 ; ppi ; 195 
 3074 ; 1 марка. Германия ; 1914J ;  ; Ag ; XF ; 24 ; ppi ; 444 
 3075 ; 1 марка. Германия ; 1905J ;  ; Ag ; VF+ ; 15 ; kvartet ; 173 
 3076 ; 2 динара. Сербия ; 1875 ;  ; Ag ; VF+ ; 23 ; kvartet ; 2336 
 3077 ; 1 лира. Ватикан ; 1868R ;  ; Ag ; F+ ; 20 ; ВАР1959 ; 567 
 3078 ; 1 корона. Венгрия ; 1915 ;  ; Ag ; AU ; 25 ; caiman67 ; 276 
 3079 ; 1 франк. Франция ; 1919 ;  ; Ag ; VF-XF ; 17 ; Sterh ; 164 
 2980 ; Фартинг. 2 тип. Великобритания. Колумбия. Портрет Вильяма IV ; ND ;  ; Cu ; VF+ ; 23 ; БОЛЬШАЯрозетка !!!!!!! ; 1124 
 2981 ; Фартинг. 3 тип. Великобритания. Колумбия. Портрет Вильяма IV ; ND ;  ; Cu ; VF ; 13 ; eres ; 1101 
 2982 ; Фартинг. Великобритания. Эдуард VII ; 1904 ;  ; Cu ; XF ; 52 ; olga42 ; 306 
 2983 ; 5 долларов. Банковский слиток серебра Гон-Конг - Шанхай. Три штемпеля. М-154,3г ; ND ;  ; Ag999,9 ; VF+ ; 51 ; прохожий ; 17340 
 2984 ; 50 центов. 1 тип. Большой размер. Стрейтс-Сетлментс. Эдуард VII ; 1905 ;  ; Ag ; VF+ ; 74 ; 995953 ; 7222 
 2985 ; 1 доллар. Канада. 25 лет победы в серии игр НХЛ - СССР ; 1997 ;  ; Ag ; Proof ; 51 ; potapov0 ; 2133 
 2986 ; 1 крона. Великобритания. Георг IV ; 1821 ;  ; Ag ; VF ; 50 ; zzzzzz ; 5399 
 2987 ; 1 крона. Великобритания. Виктория. Золотой юбилей ; 1889JEB ;  ; Ag ; VF-XF ; 40 ; Цезарь ; 2810 
 2988 ; 1/2 кроны. Великобритания. Виктория. Золотой юбилей ; 1887JEB ;  ; Ag ; XF ; 95 ; zzzzzz ; 2503 
 2989 ; Флорин (2 шиллинга). Великобритания. Виктория. Золотой юбилей ; 1887JEB ;  ; Ag ; XF- ; 42 ; Цезарь ; 1530 
 2990 ; Флорин (2 шиллинга). Великобритания. Виктория ; 1872 ;  ; Ag ; VF ; 68 ; zzzzzz ; 947 
 2991 ; Шиллинга. Великобритания. Виктория. Золотой юбилей ; 1887JEB ;  ; Ag ; VF+ ; 72 ; olga42 ; 918 
 2992 ; Шиллинга. Великобритания. Виктория. Золотой юбилей ; 1887JEB ;  ; Ag ; XF ; 34 ; Lena6975 ; 1224 
 2993 ; Шиллинга. Великобритания. Георг VI ; 1945 ;  ; Ag ; AU ; 32 ; сквозняк_44 ; 555 
 2994 ; 6 пенсов. Великобритания. Георг IV ; 1816 ;  ; Ag ; F-VF ; 15 ; WikiLeaks ; 459 
 2995 ; 1 доллар. США. Морган ; 1885 ;  ; Ag ; XF+ ; 17 ; rf ; 1846 
 2996 ; 1 доллар. США. Морган ; 1887 ;  ; Ag ; AU ; 19 ; Канцлер ; 1938 
 2997 ; 1 доллар. США. Морган ; 1889 ;  ; Ag ; AU ; 25 ; Дергроссекёниг ; 1988 
 2998 ; 1 доллар. США. Эйзенхауер ; 1972S ;  ; Ag ; AU ; 19 ; werespider ; 1024 
 2999 ; 1/2 доллара. США ; 1858 ;  ; Ag ; F-VF ; 38 ; Павлов75 ; 1507 
 3000 ; 1 доллар. США. 200 лет независимости США ; 1976S ;  ; Ag ; Proof ; 39 ; аляска ; 781 
 3001 ; 1 доллар. США. 200 лет независимости США ; 1976S ;  ; Ag ; Unc ; 20 ; REC ; 735 
 3002 ; 1/2 доллара. США. 200 лет независимости США ; 1976S ;  ; Ag ; Unc ; 25 ; bull72 ; 348 
 3003 ; 1/4 доллара. США. 200 лет независимости США ; 1976S ;  ; Ag ; Unc ; 26 ; caiman67 ; 144 
 3004 ; 50 франков. Франция ; 1975 ;  ; Ag ; Unc/AU ; 45 ; ddv1981 ; 1319 
 3005 ; 100 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 30 ; bull72 ; 951 
 3006 ; Флорин. Австралия. Здание Парламента ; 1927 ;  ; Ag ; VF+ ; 26 ; маманя ; 459 
 3007 ; 500 лир. Ватикан ; 1969 ;  ; Ag ; Unc/AU ; 18 ; ddv1981 ; 512 
 3008 ; 500 лир. Ватикан ; 1975 ;  ; Ag ; Unc/AU ; 36 ; kvartet ; 601 
 3009 ; 500 лир. Ватикан ; 1977 ;  ; Ag ; Unc/AU ; 10 ; митяй ; 512 
 3010 ; 500 лир. Ватикан ; 1978 ;  ; Ag ; Unc/AU ; 14 ; Ромбор ; 663 
 3011 ; 500 лир. Ватикан ; 1976 ;  ; Ag ; Unc/AU ; 11 ; brat52 ; 306 
 3012 ; 500 лир. Италия ; 1985 ;  ; Ag ; Unc/AU ; 32 ; Ромбор ; 617 
 3013 ; 10 евро. Франция ; 2009 ;  ; Ag ; AU ; 33 ; ddv1981 ; 520 
 3014 ; 20 центов. Стрейтс-Сеттлментс. Георг V ; 1919 ;  ; Ag ; F-VF ; 5 ; дед морос ; 125 
 3015 ; 20 центов. Стрейтс-Сеттлментс. Георг V ; 1935 ;  ; Ag ; VF ; 23 ; дед морос ; 157 
 3016 ; 1000 лир. Сан Марино. XXIV Олимпиада в Сеуле ; 1988R ;  ; Ag ; Unc ; 37 ; potapov0 ; 779 
 3017 ; 500 лир. Сан Марино. XV Зимнии Олимпийские игры в Калгарни ; 1988R ;  ; Ag ; Unc ; 17 ; potapov0 ; 716 
 3018 ; 1000 лир. Сан Марино. XXIII Олимпиада ; 1984R ;  ; Ag ; Unc ; 30 ; potapov0 ; 908 
 3019 ; 500 лир. Сан Марино. XXIII Олимпиада ; 1984R ;  ; Ag ; Unc/AU ; 26 ; potapov0 ; 680 
 3020 ; 1000 лир. Сан Марино. Летняя Универсиада Загребе ; 1987R ;  ; Ag ; Unc ; 22 ; potapov0 ; 765 
 3021 ; 500 лир. Сан Марино. Летняя Универсиада Загребе ; 1987R ;  ; Ag ; Unc ; 18 ; potapov0 ; 768 
 3022 ; 1000 лир. Сан Марино. Иоганн Себастьян Бах ; 1985R ;  ; Ag ; Unc ; 11 ; ddv1981 ; 513 
 3023 ; 500 лир. Сан Марино. Иоганн Себастьян Бах ; 1985R ;  ; Ag ; Unc ; 8 ; rf ; 400 
 3024 ; 2 доллара. Ниуэ. Трое из Простоквашино ; 2009 ;  ; Ag999 ; Proof ; 27 ; 100924 ; 1746 
 3025 ; 2 доллара. Ниуэ. Трое из Простоквашино ; 2009 ;  ; Ag999 ; Proof ; 19 ; Ученик ; 1711 
 3026 ; 1/4 реала. Гватемала ; 1896 ;  ; Ag ; AU ; 33 ; matehev ; 155 
 3027 ; 5 сентаво. Гватемала ; 1949 ;  ; Ag ; VF ; 25 ; caiman67 ; 82 
 3028 ; 5 сентаво. Гватемала ; 1950 ;  ; Ag ; VF+ ; 12 ; спартак ; 92 
 3029 ; 5 сентаво. Гватемала ; 1954 ;  ; Ag ; VF+ ; 20 ; caiman67 ; 73 
 2930 ; 1 крона. Остров Мэн. XXII Олимпиада в Москве ; 1980 ;  ; Cu-Ni ; AU ; 26 ; alex1974 ; 308 
 2931 ; 1 крона. Остров Мэн. XXII Олимпиада в Москве ; 1980 ;  ; Cu-Ni ; AU ; 35 ; alex1974 ; 261 
 2932 ; 10 евро. Нидерланды. Рождение принцессы Нидерландов Катарины-Амалии ; 2004 ;  ; Ag ; AU ; 41 ; ppi ; 1117 
 2933 ; 5 евро. Нидерланды. 150-летие Винсента Ван Гога ; 2003 ;  ; Ag ; AU ; 40 ; ppi ; 1058 
 2934 ; 5 евро. Нидерланды. 50-лет Хартии Королевства Нидерландов ; 2004 ;  ; Ag ; AU ; 41 ; ppi ; 816 
 2935 ; 5 евро. Португалия. Наследие ЮНЕСКО. Крепость и монастырь в г.Томар ; 2004 ;  ; Ag ; AU ; 32 ; ppi ; 505 
 2936 ; 5 евро. Португалия. Всемирное наследие ЮНЕСКО. Португалия.Город-музей Эвора ; 2004 ;  ; Ag ; XF+ ; 35 ; ppi ; 510 
 2937 ; 5 евро. Австрия. Расширение Евросоюза. В пластиковой упаковке ; 2004 ;  ; Ag ; AU ; 20 ; ppi ; 480 
 2938 ; 100 песо. Испания ; 1966 ;  ; Ag ; XF ; 22 ; митяй ; 550 
 2939 ; 10 крон. Дания. Свадьба принцессы Маргарет ; 1967 ;  ; Ag ; AU ; 32 ; cvb ; 1071 
 2940 ; 10 крон. Норвегия. 150 лет конституции. Улаф V ; 1964 ;  ; Ag ; VF-XF ; 20 ; фрегат ; 557 
 2941 ; 2 евро. Люксембург. 50-летие герцога Люксембургского Анри Нассау и 100-летия со дня смерти герцога Адольфа Нассау ; 2005 ;  ; Би/м ; AU ; 25 ; ppi ; 149 
 2942 ; 2 евро. Бельгия. Бельгийско-люксембургский союз ; 2005 ;  ; Би/м ; AU ; 19 ; Фома ; 164 
 2943 ; 2 евро. Италия. Евроконституция ЕС ; 2005 ;  ; Би/м ; AU ; 42 ; riga1979 ; 208 
 2944 ; 2 евро. Финляндия. 60 лет ООН ; 2005 ;  ; Би/м ; AU ; 21 ; Фома ; 216 
 2945 ; 2 евро. Испания. Дон Кихот Ламанческий ; 2005 ;  ; Би/м ; AU ; 45 ; riga1979 ; 180 
 2946 ; 2 евро. Бельгия. Атомиум ; 2006 ;  ; Би/м ; AU ; 24 ; vc57 ; 257 
 2947 ; 2 евро. Финляндия. 100 лет полному избирательному праву в Финляндии ; 2006 ;  ; Би/м ; AU ; 31 ; vovanii ; 199 
 2948 ; 2 евро. Австрия. 50 лет договору о нейтралитете ; 2005 ;  ; Би/м ; AU ; 37 ; vovanii ; 193 
 2949 ; 1 пенни. Токен. Ирландия. Перечекан на дублинской 1 пенни Токене серии "Веллингтон". Сидящая Ирландия ; 1815 ;  ; Cu ; VF- ; 34 ; kont ; 1704 
 2950 ; 1 шиллинг - токен в серебре. Англия. Портреты Вильяма III Оранского и Марии II Стюарт. Горит французский флагман "Король Солнце". Надпись "побежденный огнем" ; ND ;  ; Ag ; VF ; 69 ; TOP-T6 ; 5307 
 2951 ; 50 сентимов. Бельгийское Конго. Леопольд II ; 1896 ;  ; Ag ; XF ; 18 ; 995953 ; 2671 
 2952 ; 160 рейс. Португальская Бразилия. Чекан в Порто. Педро II ; 1701P ;  ; Ag ; F ; 40 ; 50 $ 50 ; 1938 
 2953 ; 80 рейс. Португальская Бразилия. (SVBO через "U"). Иосиф I (Josephus I). М-1,98г ; 1768 ;  ; Ag ; VF ; 48 ; sorochin11 ; 1836 
 2954 ; 1/2 анны. Восточно-Индийская Компания ; 1845 ;  ; Cu ; XF ; 24 ; Alexdav ; 985 
 2955 ; 1 пенни - 2 су. Банковский токен. Британская Канада ; 1837 ;  ; Cu ; XF- ; 11 ; 995953 ; 612 
 2956 ; 40 рейс. 1 тип. Щит овальный. Португалия. Жоао - принц-регент ; 1813 ;  ; Cu ; F-VF ; 25 ; mkm1968 ; 499 
 2957 ; 10 centimes. Камбоджа. Местный мд. Нородом I. Портрет Нородома азиатский ; 1860 ;  ; Cu ; VF ; 44 ; 50 $ 50 ; 701 
