 5647 ; Конверт со спецгашением Гренландия ;  ;  ;  ;  ; 11 ; гоша334 ; 102 
 4461 ; Лот монет США (12шт) ;  ;  ; Cu-Ni,Br,Fe ; VF-/XF ; 11 ; пинокио ; 58 
 4462 ; Лот монет Франции (4шт) ;  ;  ; Al/Br,Al ; VF/XF ; 5 ; Maxnum ; 28 
 4463 ; Лот монет серебра: 4шт ;  ;  ; Ag ; F-/VF ; 11 ; дилитант ; 355 
 4464 ; Лот монет США : 1 доллар (4шт) Президенты ; 2015 ;  ; Cu-Zn-Ni ; AU ; 39 ; trio ; 404 
 4465 ; Лот монет ФРГ: 50 пфеннигов (10шт) ;  ;  ; Cu-Ni ; F-VF/XF ; 6 ; Shundr ; 117 
 4466 ; Лот монет Австралии: 20 центов (10шт) ;  ;  ; Cu-Ni ; VF+/XF ; 8 ; bezop144 ; 42 
 4467 ; Лот монет Австралии: 20 центов (10шт) ;  ;  ; Cu-Ni ; VF+/XF ; 6 ; жора ; 59 
 4468 ; Лот монет США (2шт): 1/4 доллара ; 2008 ;  ; Cu-Ni ; AU ; 32 ; xoltecl ; 93 
 4469 ; Лот монет Италии (3шт): 100лир,50лир ; 1971-1982 ;  ; Cu-Ni ; XF ; 12 ; А.А.Д ; 31 
 4470 ; Лот монет США: 1 цент (10шт) ; 1970-1979 ;  ; Br ; XF ; 11 ; bezop144 ; 48 
 4471 ; Лот монет Танзании (5шт) ; 1981-1992 ;  ; Br,Лат,Ni/St ; AU ; 11 ; Markgraf ; 102 
 4472 ; Лот монет Латвии и Эстонии: 4шт ;  ;  ; Br,Cu-Ni ; VF-/F-VF ; 16 ; El dinero ; 441 
 4473 ; Лот монет Украины (2шт): 1 гривна ; 2006-2010 ;  ; Al/Br ; AU ; 8 ; BSG ; 22 
 4474 ; Лот монет Замбии: 4шт ;  ;  ; Br,лат,лат ; XF+/AU ; 11 ; hoop ; 117 
 4475 ; Лот монет Франции: 6шт ;  ;  ; Al/Br,Cu-Ni ; XF ; 11 ; А.А.Д ; 32 
 4476 ; Лот монет Франции: 8шт ;  ;  ; Al,Al/Br ; VF-/VF+ ; 13 ; MAPKu3 ; 43 
 4477 ; Лот монет Востока (4шт) ;  ;  ; Cu-Ni,Al/Br,Ni ; F+/XF ; 9 ; buben ; 32 
 4478 ; Лот монет Франции: 6шт ; 20 век ;  ; cu-Ni,Al/Br ; VF/VF+ ; 13 ; MAPKu3 ; 80 
 4479 ; Лот монет Японии: 10шт ;  ;  ; Al,Zn,Al/Br ; F-/VF ; 19 ; пинокио ; 123 
 4480 ; Лот монет Швеции (4шт) ; 2004-2008 ;  ; Cu-Ni,Al/Br ; XF/AU ; 16 ; buben ; 57 
 4481 ; Лот монет Джерси: 4шт ; 1987-1990 ;  ; Cu-Ni,Br ; VF+/XF ; 24 ; юрий73 ; 71 
 4482 ; Лот монет Колумбии: 11шт ;  ;  ; Cu-Ni,AlBr ; VF/AU ; 15 ; нетто ; 357 
 4483 ; Лот монет Тайланда: 5шт ;  ;  ; Cu-Ni,Би/м,Лат ; XF ; 15 ; buben ; 51 
 4484 ; Лот монет Чехословакии: 7шт ;  ;  ; Al,Br ; VF ; 13 ; vasek ; 55 
 4485 ; Лот монет США : 5 центов (4шт) ;  ;  ; Cu-Ni ; XF ; 17 ; xoltecl ; 147 
 4386 ; Лот монет Норвегии: 7шт ;  ;  ; Cu-Ni,Br ; VF ; 28 ; hoop ; 104 
 4387 ; Лот монет Дании: 25 эре (4шт) ; 1942 ;  ; Zn ; VF ; 11 ; DVZ ; 55 
 4388 ; Лот монет Дании: 2 эре (5шт) ; 1927 ;  ; Br ; VF+ ; 7 ; alehandr ; 21 
 4389 ; Лот монет США (3шт): 1/4 доллара ; 2007-2009 ;  ; Cu-Ni ; XF/XF+ ; 27 ; тарнум ; 87 
 4390 ; Лот монет США (4шт): 5ц,1ц ; 1972-1991 ;  ; б/м,жм ; XF/AU ; 7 ; А.А.Д ; 23 
 4391 ; Лот монет Багам: 2шт ; 2000 ;  ; Cu-Ni ; XF ; 17 ; cvettka ; 58 
 4392 ; Лот монет Великобритании (4шт) ;  ;  ; Cu-Ni,Br,Ni/Лат ; VF/XF ; 13 ; Maxnum ; 79 
 4393 ; Лот монет Свазиленд (5шт) ; 1998-2003 ;  ; Cu-Ni,ж/м ; XF+/AU ; 12 ; 312 ; 156 
 4394 ; Лот монет Японии (5шт) ; 1940-1946 ;  ; Al ; VF ; 43 ; пинокио ; 118 
 4395 ; Лот монет Индии: 3шт ;  ;  ; Al/Br ; XF ; 5 ; Maxnum ; 62 
 4396 ; Лот монет иностранных: 4шт ;  ;  ; Cu-Ni,лат ; VF+/XF ; 8 ; killer777 ; 28 
 4397 ; Лот монет США (2шт): 1/4 доллара ; 2005-2008 ;  ; Cu-Ni ; XF+ ; 18 ; ialaiola ; 57 
 4398 ; Лот евроцентов (3шт): 10ц,5ц,1ц ; 2002 ;  ; ж/м ; XF/AU ; 5 ; Maksss163 ; 16 
 4399 ; Лот монет США (2шт): 1/4 доллара ; 2002-2008 ;  ; Cu-Ni ; AU ; 18 ; ialaiola ; 57 
 4400 ; Лот монет Монголии (8шт). На одной монете отверстие ;  ;  ; Al,Cu-Ni,ж/м ; VF/VF+ ; 29 ; Sterh ; 126 
 4401 ; Лот монет иностранных: 10шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 14 ; mask ; 73 
 4402 ; Лот монет США (2шт): 1/4 доллара ; 2004-2009 ;  ; Cu-Ni ; XF+ ; 41 ; тарнум ; 91 
 4403 ; Лот монет Турции: 8шт ;  ;  ; Cu-Ni,Al/Br ; VF+ ; 9 ; MAPKu3 ; 21 
 4404 ; Лот монет Швеции (14шт): 1крона,50эре ; 20в ;  ; Cu-Ni ; VF/XF ; 12 ; Maxnum ; 46 
 4405 ; Лот монет Украины (2шт): 1 гривны ; 2012-2015 ;  ; Al-Br ; AU/XF ; 7 ; mask ; 22 
 4406 ; Лот монет США : 1 цент (8шт) ; 2009-2015 ;  ; Br ; AU ; 3 ; Maxnum ; 31 
 4407 ; Лот монет США : 1 цент (10шт) ; 1980-1989D ;  ; Br ; XF-/AU ; 9 ; bezop144 ; 31 
 4408 ; Лот монет США : 1 доллар (8шт) ;  ;  ; Cu-Zn-Ni ; AU ; 29 ; trio ; 793 
 4409 ; Лот монет Японии: 8шт ;  ;  ; Zn,Br,Al ; F-/VF ; 34 ; rem ; 161 
 4410 ; Лот монет США (2шт): 1/4 доллара ; 2004-2009 ;  ; Cu-Ni ; XF+ ; 11 ; Мобик ; 44 
 4411 ; Лот монет США (3шт): 1/4 доллара ; 2003-2009 ;  ; Cu-Ni ; XF/XF+ ; 14 ; тарнум ; 99 
 4412 ; Лот монет Украины (6шт) ; 2000-2010 ;  ; Cu-Ni,Al/Br ; XF/AU ; 9 ; teso ; 20 
 4413 ; Лот монет Ганы: 3шт ;  ;  ; Лат,Cu-Ni ; AU ; 25 ; жора ; 114 
 4414 ; Лот монет Африки, Колоний, Островов: 9шт ;  ;  ; Cu-Ni,Br ; XF/Proof ; 28 ; нетто ; 324 
 4415 ; Лот монет Колоний: 13шт ;  ;  ; Cu-Ni,Br ; XF-/AU ; 30 ; Markgraf ; 635 
 4416 ; Лот монет Уругвая и Перу: 10шт ;  ;  ; Cu-Ni,Br ; VF/AU ; 15 ; heavy_fly ; 310 
 4417 ; Лот монет Колоний: 12шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 17 ; Мурзик ; 450 
 4418 ; Лот монет Барбадоса: 9шт ;  ;  ; Cu-Ni,Лат ; AU/Proof ; 15 ; zx123 ; 359 
 4419 ; Лот монет Чили: 11шт ;  ;  ; Cu-Ni,Br ; VF+/XF ; 13 ; Flagman ; 340 
 4420 ; Лот монет Греции: 6шт ; 1954-1964 ;  ; Cu-Ni ; VF/AU ; 35 ; Jek327 ; 255 
 4421 ; Лот монет США: 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; VF-XF ; 21 ; cvettka ; 87 
 4422 ; Лот монет Китая: 9шт ;  ;  ; Cu ; F ; 14 ; modul ; 227 
 4423 ; Лот монет Центральной Америки и Африки:16шт ;  ;  ; Cu-Ni,Br,Лат ; VF+/AU ; 19 ; нетто ; 524 
 4424 ; Лот монет Греции: 4шт ;  ;  ; Cu-Ni ; AU/VF ; 18 ; mask ; 272 
 4425 ; Лот монет Великобритании: 6шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 15 ; Ermak ; 116 
 4426 ; Лот монет Замбии: 10шт ;  ;  ; Br,Al ; XF+/AU ; 14 ; Markgraf ; 255 
 4427 ; Лот монет Дании: 3шт ;  ;  ; Zn,Cu-Ni ; VF ; 12 ; А.А.Д ; 33 
 4428 ; Лот монет Азербайджана: 6шт ;  ;  ; Би/м,Cu/St ; VF/XF+ ; 9 ; John16 ; 123 
 4429 ; Лот монет Болгарии: 5шт ;  ;  ; Cu-Ni,Cu-Zn ; VF+/XF ; 14 ; MAPKu3 ; 32 
 4430 ; Лот монет иностранных: 7шт. На одной монет отверстие ;  ;  ; Cu-Ni,Br ; F-XF ; 11 ; 220W ; 340 
 4431 ; Лот монет Индии: 5шт ;  ;  ; Cu-Ni ; VF ; 17 ; DVZ ; 201 
 4432 ; Лот монет Великобритании: 6шт ;  ;  ; Br,Cu-Ni ; VG/VF ; 21 ; orex ; 57 
 4433 ; Лот монет США (6шт)6 1/4 доллара. Штаты ; 1999-2007 ;  ; Cu-Ni ; XF ; 22 ; Maxnum ; 121 
 4434 ; Лот иностранных монет (7шт) ;  ;  ; Cu-Ni,Al,St/Лат ; VF/XF ; 20 ; А.А.Д ; 28 
 4435 ; Лот монет США: 4шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 7 ; Maxnum ; 20 
 4336 ; Лот монет Дании: 5 крон (4шт) ; 1969,1972 ;  ; Cu-Ni ; XF ; 9 ; serg98 ; 212 
 4337 ; Лот монет Германии (7шт) ;  ;  ; Ag,Cu,Br ; F/F-VF ; 24 ; graff36alex ; 1022 
 4338 ; Лот монет Багамских островов: 5шт ;  ;  ; Cu-Ni,Лат ; Proof ; 19 ; vak ; 242 
 4339 ; Лот монет Дании: 1, 2 эре (7шт) ; 1928-1940 ;  ; Br ; VF/VF+ ; 5 ; yov99 ; 41 
 4340 ; Лот монет Дании: 2 эре (9шт) ; 1947 ;  ; Zn ; F+/VF- ; 7 ; DVZ ; 28 
 4341 ; Лот монет Дании: 25 эре (17шт) ; 1948-1961 ;  ; Cu-Ni ; VF+/XF ; 10 ; DVZ ; 59 
 4342 ; Лот монет Дании: 25 эре (21шт) ; 1952 ;  ; Cu-Ni ; VF+/XF ; 5 ; вмонетав ; 57 
 4343 ; Лот монет Дании:5шт ;  ;  ; Br,Cu-Ni ; XF ; 11 ; Shundr ; 57 
 4344 ; Лот монет Дании: 25 эре (34шт) ;  ;  ; Cu-Ni ; VF+/XF ; 7 ; Shundr ; 80 
 4345 ; Лот монет США (10шт): 5 центов ; 20-21вв ;  ; Cu-Ni ; VF/VF+ ; 8 ; Maxnum ; 33 
 4346 ; Лот монет Дании: 2,5,10,25 эре, 1, 5 крон (6шт) ; 1972 ;  ; Cu-Ni,Zn,Br ; Unc/AU ; 27 ; batuke ; 141 
 4347 ; Лот монет Дании: 1 крона (7шт) ; 1972-1985 ;  ; Cu-Ni ; AU ; 12 ; Grettir Asmundarson ; 141 
 4348 ; Лот  монет Таиланда: 1 бат (2шт) ;  ;  ; Cu-Ni ; XF+ ; 10 ; Vol4en0k ; 163 
 4349 ; Лот монет Бельгии: 8шт ; 1921-1938 ;  ; Cu-Ni ; VF ; 14 ; Sterh ; 38 
 4350 ; Лот монет Дании: 5 крон (5шт) ; 1969 ;  ; Cu-Ni ; XF ; 9 ; Grettir Asmundarson ; 232 
 4351 ; Лот монет Финляндии (50шт): 1 пенни ; 20в ;  ; Br ; VF/XF+ ; 5 ; tss ; 51 
 4352 ; Лот монет иностранных: 7шт ;  ;  ; Br,Cu-Ni ; F/VF ; 30 ; buben ; 283 
 4353 ; Лот монет иностранных: 7шт ;  ;  ; Cu-Ni,Br,Al ; VF+/XF ; 29 ; mask ; 114 
 4354 ; Лот монет Великобритании: 4шт ;  ;  ; Br ; XF ; 9 ; Markgraf ; 62 
 4355 ; Лот монет Дании: 1,10 эре (18шт) ;  ;  ; Zn ; F/F-VF ; 25 ; yov99 ; 155 
 4356 ; Лот моне Индии: 2шт ;  ;  ; лат ; XF- ; 10 ; mask ; 42 
 4357 ; Лот монет Острова Мэн: 3шт ; 1975-2001 ;  ; Cu-Ni,Br ; VF+/XF ; 10 ; mix69531 ; 73 
 4358 ; Лот монет США : 1/4 доллара (4шт) Парки ; 2015S ;  ; Cu-Ni ; AU ; 22 ; bcg ; 125 
 4359 ; Лот монет Китая: 9шт ;  ;  ; Br ; VG ; 13 ; дилитант ; 242 
 4360 ; Лот монет Острова Мэн (3шт) ; 1976-2002 ;  ; Cu-Ni,Br,St/Br ; VF ; 12 ; Markgraf ; 81 
 4361 ; Лот монет США (2шт): 1/4 доллара ; 2008-2009 ;  ; Cu-Ni ; XF ; 14 ; тарнум ; 51 
 4362 ; Лот монет Дании: 2 эре (4шт) ; 1949 ;  ; Zn ; F ; 8 ; bezop144 ; 19 
 4363 ; Лот монет Европы (10шт). Отверстия ;  ;  ; Br,Ag,Cu ; G/F- ; 25 ; El dinero ; 455 
 4364 ; Лот монет Дании: 2 эре (9шт) ; 1945 ;  ; Zn ; F ; 7 ; bezop144 ; 20 
 4365 ; Лот монет Дании: 5 эре (4шт) ; 1941 ;  ; Al ; VF- ; 3 ; Shundr ; 23 
 4366 ; Лот монет Великобритании: 6шт ;  ;  ; Br,Cu-Ni ; F/VF ; 11 ; аlеx ; 62 
 4367 ; Лот монет США : 1 доллар (7шт) ; 1979-2017 ;  ; Cu-Ni,Cu-Zn-Ni ; XF/AU ; 36 ; trio ; 820 
 4368 ; Лот монет Финляндии: 5шт ;  ;  ; Al/Br ; VF/XF ; 12 ; Noble ; 114 
 4369 ; Лот монет Джерси (5шт) ; 1985-1990 ;  ;  ; VF ; 51 ; vak ; 91 
 4370 ; Лот монет Дании: 25 эре (6шт) ; 1951 ;  ; Cu-Ni ; VF+/XF ; 6 ; bezop144 ; 19 
 4371 ; Лот монет Дании: 5 эре (5шт) ; 1942-1944 ;  ; Zn ; F+/VF- ; 10 ; El dinero ; 45 
 4372 ; Лот монет Узбекистана: 2шт ; 1994 ;  ; Лат ; XF+/AU ; 18 ; ag58 ; 43 
 4373 ; Лот монет США : 1 доллар (8шт) ; 2017 ;  ; Cu-Ni ; AU ; 38 ; trio ; 737 
 4374 ; Лот монет Дании: 25 эре (5шт) ; 1959 ;  ; Cu-Ni ; VF+/XF ; 7 ; Maksss163 ; 18 
 4375 ; Лот монет США (2шт): 1/4 доллара ; 2003-2007 ;  ; Cu-Ni ; AU ; 24 ; xoltecl ; 77 
 4376 ; Лот монет Дании: 25 эре (3шт) ; 1924 ;  ; Cu-Ni ; VF+ ; 9 ; Sterh ; 23 
 4377 ; Лот монет Узбекистана: 4шт ; 1997-2001 ;  ; Cu-Ni ; XF ; 17 ; Jek327 ; 51 
 4378 ; Лот монет Люксембурга (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц ; 2008 ;  ; Cu-St,Lat,би/м ; AU ; 28 ; циркус ; 318 
 4379 ; Лот монет США (2шт): 1/4 доллара ; 2001-2006 ;  ; Cu-Ni ; AU ; 26 ; xoltecl ; 72 
 4380 ; Лот монет Острова Мэн: 5шт ; 1976-2002 ;  ; Cu-Ni,Br ; VF/XF+ ; 46 ; teso ; 155 
 4381 ; Лот монет Греции: 8шт ;  ;  ; Cu-Ni,Al/Br ; VF-XF/XF ; 15 ; Мурзик ; 157 
 4382 ; Лот монет Греции: 3шт ; 1966,1968,1970 ;  ; Cu-Ni ; VF/XF ; 25 ; Jek327 ; 105 
 4383 ; Лот монет Греции: 3шт ; 1926 ;  ; Cu-Ni ; F-VF ; 22 ; osir12 ; 95 
 4384 ; Лот монет Греции: 3шт ;  ;  ; Al ; AU ; 25 ; DVZ ; 101 
 4385 ; Лот монет Греции: 2шт ; 1976 ;  ; Al ; AU ; 40 ; Savbeer ; 184 
 4286 ; Лот монет Италии: 5шт ;  ;  ; Би/м,Br,Al/Br ; VF/XF+ ; 16 ; Flagman ; 64 
 4287 ; Лот монет Великобритании: 3шт ;  ;  ; Br ; XF/AU ; 14 ; killer777 ; 25 
 4288 ; Лот монет Франции: 5шт ;  ;  ; Cu-Ni,Al/Br ; VF/AU ; 7 ; Flagman ; 28 
 4289 ; Лот монет Танзании: 3шт ;  ;  ; Cu-Ni,Al/Br ; XF+/AU ; 20 ; hoop ; 91 
 4290 ; Лот монет Швейцарии: 5шт ; 1951-1970 ;  ; Br ; VF-/VF+ ; 9 ; killer777 ; 23 
 4291 ; Лот монет Дании: 5шт ; 1924-1937 ;  ; Cu-Ni ; VF/VF+ ; 3 ; batuke ; 114 
 4292 ; Лот монет Великобритании: 1 пенни (3шт) ; 1906-1930 ;  ; Br ; F/VF ; 18 ; bezop144 ; 37 
 4293 ; Лот евроцентов: 5 евроцентов 10шт ;  ;  ; Cu/St ; VF/XF ; 7 ; bezop144 ; 42 
 4294 ; Лот монет Литвы (8шт) ; 1936-2009 ;  ; Al/Br,Cu-St ; F/XF ; 15 ; л842 ; 139 
 4295 ; Лот монет Великобритании (10шт) ; 1997-2014 ;  ; Cu-Ni,Cu-St ; VF+/AU ; 11 ; xoltecl ; 227 
 4296 ; Лот монет Кипра: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2014 ;  ; Cu/St,Би/м,лат ; AU ; 19 ; циркус ; 292 
 4297 ; Лот евроцентов Мальты: 2 евроцента 10шт ;  ;  ; Cu/St ; AU ; 5 ; bezop144 ; 34 
 4298 ; Лот монет Финляндии (50шт): 1 пенни ; 20в ;  ; Al ; VF/XF ; 9 ; tss ; 38 
 4299 ; Лот монет Люксембурга (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц ; 2004 ;  ; Cu-St,Lat,би/м ; AU ; 15 ; nivva ; 458 
 4300 ; Лот монет Литвы (4шт) ; 20-21вв ;  ; Cu-Ni ; XF-/XF+ ; 42 ; Carbon ; 297 
 4301 ; Лот монет Хорватии (7шт) ; 2004-2007 ;  ; бм,жм ; XF/AU ; 23 ; Б109П45 ; 141 
 4302 ; Лот монет Нидерланды, Франции, Великобритании, Гон-Конга, США, Швейцарии (6шт) ;  ;  ; Ag ; VG/F ; 22 ; Энтерпрайз ; 807 
 4303 ; Лот монет ФРГ: 4шт ;  ;  ; Br,Al/Br ; VF+/XF ; 10 ; А.А.Д ; 25 
 4304 ; Лот монет Парагвая: 3шт ;  ;  ; Лат ; XF+ ; 12 ; heavy_fly ; 102 
 4305 ; Лот монет Венесуэлы: 3шт ;  ;  ; Cu-Ni ; AU ; 15 ; heavy_fly ; 82 
 4306 ; Лот монет Тайланда: 6шт ;  ;  ; Br,Cu-Ni,Би/м ; XF+/AU ; 12 ; Lena6975 ; 34 
 4307 ; Лот монет Соломоновых островов: 3шт ;  ;  ; Cu-Ni,Br ; XF/AU ; 31 ; айсмен ; 141 
 4308 ; Лот монет США (5шт): квотер,5ц,1дайм,1цент ; 1906-1980 ;  ; Cu-Ni,Br ; VF/XF ; 19 ; Vanka ; 79 
 4309 ; Лот монет Пруссии: 3шт ;  ;  ; Cu ; VG ; 11 ; El dinero ; 90 
 4310 ; Лот монет Мальты: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) ; 2008-2010 ;  ; Cu/St,Би/м,лат ; AU ; 22 ; rik ; 355 
 4311 ; Лот монет Франции: 3шт ;  ;  ; Cu-Ni ; VF+/XF ; 7 ; вмонетав ; 21 
 4312 ; Лот монет США: 1/4 доллара, 1 цент (3шт) ; 1970-1978 ;  ; Cu-Ni,Br ; VF ; 10 ; Maxnum ; 28 
 4313 ; Лот монет Финляндии: 1 марка (27шт) ;  ;  ; Cu-Ni,Fe,Br ; VF/XF ; 7 ; yov99 ; 130 
 4314 ; Лот монет Бразилии: 5шт ;  ;  ; St ; AU ; 19 ; S1952 ; 73 
 4315 ; Лот монет мира: 26шт ;  ;  ; Лат,Cu-Ni,Al ; F/XF ; 5 ; Вадим Скифский ; 86 
 4316 ; Лот монет Камбоджа (4шт) ;  ;  ; St,Би/м ; XF+ ; 7 ; mix69531 ; 128 
 4317 ; Лот монет Люксембурга (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц ; 2009 ;  ; Cu-St,Lat,би/м ; AU ; 11 ; циркус ; 318 
 4318 ; Лот монет Люксембурга (8шт): 2евро,1евро,50ц,20ц,10ц,5ц,2ц,1ц ; 2005 ;  ; Cu-St,Lat,би/м ; AU ; 26 ; циркус ; 318 
 4319 ; Лот монет Австрии (6шт): 50ц,20ц,10ц,5ц,2ц,1ц ; 2011-2012 ;  ; Cu-St,Lat ; AU ; 13 ; nivva ; 74 
 4320 ; Лот монет Венгрии (10шт) ; 1941-2012 ;  ; Al/Br,Al,б/м ; VF-/VF+ ; 8 ; Jek327 ; 45 
 4321 ; Лот  монет Таиланда: 1 бат (2шт) ;  ;  ; Cu-Ni ; AU ; 9 ; СТРЕКОЗА ; 53 
 4322 ; Лот монет Азии (10шт) ;  ;  ; Би/м,Al/BrAlБ/м ; F/XF ; 6 ; alex073ul ; 26 
 4323 ; Лот  монет Таиланда: 10 бат (3шт) ;  ;  ; Би/м ; AU ; 17 ; тарнум ; 206 
 4324 ; Лот  монет Таиланда: 10 бат (3шт) ;  ;  ; Би/м ; AU ; 15 ; тарнум ; 203 
 4325 ; Лот  монет Таиланда: 10 бат (3шт) ;  ;  ; Би/м ; AU ; 5 ; Серж PirGS ; 159 
 4326 ; Лот  монет Таиланда: 1 бат (2шт) ;  ;  ; Cu-Ni ; AU ; 11 ; Vol4en0k ; 113 
 4327 ; Лот  монет Таиланда: 10 бат (3шт) ;  ;  ; Би/м ; AU ; 9 ; sibirian ; 159 
 4328 ; Лот  монет Таиланда: 1 бат (2шт) ;  ;  ; Cu-Ni ; AU ; 29 ; Vol4en0k ; 204 
 4329 ; Лот иностранных монет (10шт) ;  ;  ; Al/Br,Al,St/Лат ; VF-/XF ; 4 ; Maxnum ; 24 
 4330 ; Лот  монет Таиланда: 1 бат (2шт) ;  ;  ; Cu-Ni ; AU ; 7 ; SerKon ; 163 
 4331 ; Лот монет США (7шт): 1/4 доллара ; 1999-2001 ;  ; Cu-Ni ; XF ; 16 ; xoltecl ; 150 
 4332 ; Лот монет Европы (13шт) ;  ;  ; Ag,Br,Fe,Cu ; G/F ; 49 ; Женеманж Пасижуров ; 2445 
 4333 ; Лот монет иностранных: 25шт ;  ;  ; Cu-Ni,Al/Br ; F/XF ; 11 ; Flagman ; 114 
 4334 ; Лот монет Сан-Марино (3шт)6 5ц,2ц,1ц ; 2006 ;  ; Cu-St ; AU ; 31 ; Valera G ; 167 
 4335 ; Лот монет Дании: 1,2,5,10,25 эре, 1, 5 крон (7шт) ; 1972 ;  ; Cu-Ni,Zn,Br ; Unc/AU ; 22 ; DVZ ; 156 
 4236 ; Лот монет США: 100шт ;  ;  ; Br ; VF/XF ; 9 ; El dinero ; 101 
 4237 ; Лот монет США: 100шт ;  ;  ; Br ; VF/XF ; 8 ; viv007 ; 123 
 4238 ; Лот монет ФРГ: 100шт ;  ;  ; Br ; VF/XF ; 15 ; El dinero ; 227 
 4239 ; Лот монет Швеции (100шт) ; 20 век ;  ; Br,Cu-Ni ; VF/XF+ ; 13 ; viv007 ; 218 
 4240 ; Лот монет Великобритании: 22шт ;  ;  ; Cu-Ni,Br ; VF/VF+ ; 17 ; vladimirov ; 204 
 4241 ; Лот монет Великобритании: 10шт ;  ;  ; Cu-Ni ; VF/VF+ ; 3 ; Vanka ; 302 
 4242 ; Лот монет Испании: 100шт ;  ;  ; Лат ; VF/XF ; 17 ; El dinero ; 614 
 4243 ; Лот монет Израиля (50шт) ; 20 век ;  ; Al,Cu-Ni,Al/Br ; VF/XF- ; 8 ; viv007 ; 102 
 4244 ; Лот монет Свазилнд (5шт) ; 1998-2003 ;  ; Cu-Ni,ж/м ; AU ; 9 ; жора ; 169 
 4245 ; Лот монет Дании: 10 эре (61шт) ; 1924-1940 ;  ; Cu-Ni ; VF/VF+ ; 19 ; yov99 ; 305 
 4246 ; Лот иностранных монет (50шт) ;  ;  ; Cu-Ni,BrAl,ж/м ; VF/XF ; 17 ; se170661 ; 161 
 4247 ; Лот монет Финляндии: 1 марка (37шт) ;  ;  ; Cu-Ni,Al/Br ; XF/AU ; 21 ; zx123 ; 173 
 4248 ; Лот монет мира: 26шт ;  ;  ; Cu-Ni,Al/Br,Br ; F/AU ; 14 ; Zигмунт ; 453 
 4249 ; Лот монет Каймановы острова (4шт) ; 2008 ;  ; St/Ni,St/Br ; AU ; 42 ; kornum ; 328 
 4250 ; Лот монет Дании: 5 эре (19шт) ;  ;  ; Zn ; F+/VF- ; 3 ; Shundr ; 54 
 4251 ; Лот монет Польши и Украины (12шт) ; 20в ;  ; Cu-Ni,Al/Br ; XF/AU ; 9 ; Gagarin ; 24 
 4252 ; Лот монет Исландии: 4шт ;  ;  ; Латунь ; F-VF ; 25 ; DVZ ; 80 
 4253 ; Лот монет США: 15шт ;  ;  ; Br ; VF ; 10 ; Serenade ; 118 
 4254 ; Лот монет Литвы: 11шт ;  ;  ; Al,Br,лат ; AU ; 18 ; Shundr ; 79 
 4255 ; Лот монет Австралии: 11шт ;  ;  ; Cu-Ni ; VF/VF+ ; 16 ; buben ; 81 
