 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 3011 ; 1/2 кроны. Великобритания ; 1929 ;  ; Ag ; VF-XF ; 33 ; Searcher ; 412 
 3012 ; 1/4 доллара. США ; 1876CC ;  ; Ag ; VF-XF ; 31 ; Harder ; 3400 
 3013 ; 10 хелеров. Богемия и моравия ; 1943 ;  ; Zn ; VF- ; 26 ; Al0851 ; 42 
 3014 ; 10 хелеров. Чехословакия ; 1935 ;  ; Br ; VF+ ; 14 ; ВМШ ; 128 
 3015 ; 10 евро. Греция. Олимпида ; 2004 ;  ; Ag ; Proof ; 57 ; potapov0 ; 1683 
 3016 ; 10 динар. Андорра. Серия "Викинги" ; 2008 ;  ; Ag, позолота ; AU ; 43 ; джокер ; 1761 
 3017 ; 10 динар. Андорра. Серия "Викинги" ; 2008 ;  ; Ag, позолота ; AU ; 32 ; Кувалдо ; 1311 
 3018 ; 10 динар. Андорра. Серия "Викинги" ; 2008 ;  ; Ag, позолота ; AU ; 41 ; rbcrf ; 2255 
 3019 ; 10 динар. Андорра. Серия "Викинги" ; 2008 ;  ; Ag, позолота ; AU ; 29 ; Кувалдо ; 1207 
 2920 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 5 ; джон007 ; 215 
 2921 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 37 ; Galina66 ; 234 
 2922 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 2 ; джон007 ; 204 
 2923 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 2 ; джон007 ; 204 
 2924 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF ; 2 ; джон007 ; 204 
 2925 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF ; 36 ; Николай_Васильевич_Гоголь ; 214 
 2926 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937G ;  ; Ag ; VF ; 6 ; Sterh ; 219 
 2927 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937J ;  ; Ag ; VF+ ; 6 ; Sterh ; 219 
 2928 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF-XF ; 5 ; торнадо ; 219 
 2929 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 3 ; джон007 ; 209 
 2930 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 3 ; Nikolay75 ; 209 
 2931 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 6 ; джон007 ; 204 
 2932 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 2 ; джон007 ; 204 
 2933 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 3 ; торнадо ; 209 
 2934 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 5 ; Nikolay75 ; 219 
 2935 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF+ ; 2 ; джон007 ; 204 
 2936 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF+ ; 2 ; джон007 ; 204 
 2937 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF- ; 35 ; paulus568 ; 220 
 2938 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF- ; 33 ; parmezan ; 329 
 2939 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 37 ; seregaoreshin ; 229 
 2940 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 30 ; Nikolay75 ; 273 
 2941 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 6 ; джон007 ; 224 
 2942 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 2 ; джон007 ; 204 
 2943 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 4 ; Lizaveta ; 214 
 2944 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 4 ; usacom ; 214 
 2945 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 7 ; usacom ; 224 
 2946 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF+ ; 4 ; usacom ; 214 
 2947 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939B ;  ; Ag ; VF-XF ; 8 ; usacom ; 229 
 2948 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; VF+ ; 14 ; usacom ; 259 
 2949 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; VF-XF ; 4 ; usacom ; 214 
 2950 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF+ ; 7 ; usacom ; 261 
 2951 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939G ;  ; Ag ; VF+ ; 13 ; usacom ; 263 
 2952 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; VF+ ; 13 ; usacom ; 249 
 2953 ; 1 марка. Германия ; 1881A ;  ; Ag ; VF- ; 37 ; mmu5 ; 306 
 2954 ; 1 марка. Германия ; 1904D ;  ; Ag ; VF+ ; 35 ; seregaoreshin ; 266 
 2955 ; 1 марка. Германия ; 1906A ;  ; Ag ; XF+ ; 17 ; Harder ; 638 
 2956 ; 1 марка. Германия ; 1914A ;  ; Ag ; XF ; 71 ; Harder ; 425 
 2957 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF- ; 33 ; Harder ; 266 
 2958 ; 1 марка. Веймар ; 1925А ;  ; Ag ; XF- ; 43 ; zelya ; 523 
 2959 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF- ; 24 ; Harlock ; 174 
 2960 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; AU ; 22 ; alex550 ; 267 
 2961 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; XF+ ; 13 ; bigben ; 179 
 2962 ; 20 крейцеров. Сакс-Кобург-Саалфелд ; 1826S ;  ; Ag ; VF+ ; 85 ; Sonic ; 2096 
 2963 ; 20 крейцеров. Австрия ; 1848 ;  ; Ag ; XF/XF- ; 51 ; Holden ; 727 
 2964 ; 5 франков. Франция ; 1828W ;  ; Ag ; VF+ ; 44 ; soleil ; 2295 
 2965 ; 2-1/2 шиллинга. ЮАР ; 1894 ;  ; Ag ; VF ; 45 ; Tche ; 1224 
 2966 ; 5 франков. Франция ; 1875A ;  ; Ag ; VF- ; 170 ; vituzik ; 815 
 2967 ; 5 лир. Италия ; 1873 ;  ; Ag ; VF-XF ; 40 ; dvg ; 1291 
 2968 ; 5 песет. Испания ; 1897 ;  ; Ag ; VF ; 47 ; Searcher ; 925 
 2969 ; 5 франков. Франция ; 1873A ;  ; Ag ; VF- ; 50 ; дед морос ; 1026 
 2870 ; Талер. Пруссия ; 1827A ;  ; Ag ; XF- ; 67 ; sov-UNIOR ; 5100 
 2871 ; Талер. Бавария. Создание таможенного союза ; 1833 ;  ; Ag ; XF+ ; 64 ; Вилкофф ; 9450 
 2872 ; Талер. Баден ; 1836 ;  ; Ag ; VF-XF ; 37 ; Lena6975 ; 4779 
 2873 ; Талер. Мекленбург-Шверин ; 1848A ;  ; Ag ; XF- ; 62 ; Holden ; 5667 
 2874 ; Талер. Саксония ; 1853F ;  ; Ag ; VF-XF ; 45 ; vol ; 2176 
 2875 ; Талер. Пруссия ; 1861A ;  ; Ag ; XF- ; 20 ; В1951 ; 2111 
 2876 ; Талер. Пруссия. Коронация ; 1861A ;  ; Ag ; XF+ ; 27 ; aleksey1970 ; 2500 
 2877 ; Талер. Бавария ; 1865 ;  ; Ag ; VF-XF ; 37 ; В1951 ; 2525 
 2878 ; Талер. Пруссия ; 1866A ;  ; Ag ; VF ; 18 ; ppi ; 2045 
 2879 ; Талер. Саксония ; 1870B ;  ; Ag ; XF- ; 42 ; Holden ; 3192 
 2880 ; Талер. Пруссия. В честь победы над Францией ; 1871A ;  ; Ag ; VF-XF ; 23 ; aleksey1970 ; 2081 
 2881 ; 2/3 талера. Саксония ; 1790IEC ;  ; Ag ; XF ; 36 ; Holden ; 6426 
 2882 ; 2/3 талера. Саксония ; 1805SGH ;  ; Ag ; XF ; 40 ; Holden ; 6858 
 2883 ; 1/3 талера. Пруссия ; 1773B ;  ; Ag ; XF ; 47 ; Holden ; 3060 
 2884 ; 1/3 талера. Пруссия ; 1802A ;  ; Ag ; XF- ; 73 ; Holden ; 2833 
 2885 ; 1/4 талера. Пруссия ; 1750A ;  ; Ag ; XF ; 80 ; Holden ; 9230 
 2886 ; 1/6 талера. Пруссия ; 1751A ;  ; Ag ; VF-XF ; 45 ; Holden ; 3978 
 2887 ; 1/6 талера. Ганновер ; 1860B ;  ; Ag ; XF+ ; 33 ; Lena6975 ; 1530 
 2888 ; 2 гульдена. Бавария ; 1845 ;  ; Ag ; VF-XF ; 56 ; vol ; 2836 
 2889 ; 2 гульдена. Бавария. Восстановление колонны в Мюнхене ; 1855 ;  ; Ag ; XF ; 163 ; serg2010 ; 4978 
 2890 ; 1 гульден. Сакс-Мейнинген ; 1838 ;  ; Ag ; XF+ ; 54 ; Holden ; 4647 
 2891 ; Гульден. Вюртемберг. 25 лет правления ; 1841 ;  ; Ag ; VF-XF ; 58 ; Rober ; 2142 
 2892 ; 1 гульден. Бавария ; 1862 ;  ; Ag ; XF+ ; 130 ; ppi ; 2782 
 2893 ; 5 марок. Саксония ; 1876F ;  ; Ag ; VF ; 42 ; Юбер ; 1585 
 2894 ; 5 марок. Баден ; 1894G ;  ; Ag ; VF+ ; 84 ; GLLS ; 2441 
 2895 ; 5 марок. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; XF+ ; 48 ; Germanfox ; 3314 
 2896 ; 5 марок. Пруссия ; 1903A ;  ; Ag ; VF-XF ; 14 ; aleksey1970 ; 1497 
 2897 ; 5 марок. Гамбург ; 1903J ;  ; Ag ; VF-XF ; 37 ; rusla ; 2320 
 2898 ; 5 марок. Бавария ; 1908D ;  ; Ag ; VF-XF ; 157 ; aleksey1970 ; 1479 
 2899 ; 3 марки. Баден ; 1909G ;  ; Ag ; VF-XF ; 31 ; ZOLTAN333 ; 967 
 2900 ; 3 марки. Пруссия. Университет Берлина ; 1910А ;  ; Ag ; XF+ ; 75 ; Holden ; 3320 
 2901 ; 3 марки. Бавария ; 1910D ;  ; Ag ; XF- ; 99 ; Lena6975 ; 918 
 2902 ; 3 марки. Пруссия. Университет Бреслау ; 1911A ;  ; Ag ; XF/AU ; 75 ; дед морос ; 2267 
 2903 ; 3 марки. Пруссия ; 1911A ;  ; Ag ; XF+/AU ; 70 ; Lena6975 ; 801 
 2904 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; AU ; 62 ; Uri ; 1736 
 2905 ; 3 марки. Веймар. 1000-летие Рейнланда ; 1925 ;  ; Ag ; XF- ; 71 ; Юбер ; 1581 
 2906 ; 3 марки. Веймар. 100 лет Бремерхафену ; 1927 ;  ; Ag ; XF ; 58 ; Holden ; 5100 
 2907 ; 3 марки. Веймар. 10 лет Веймарской конституции ; 1929 ;  ; Ag ; VF ; 77 ; salim ; 1271 
 2908 ; 2 марки. Пруссия ; 1876A ;  ; Ag ; VF- ; 80 ; seregaoreshin ; 680 
 2909 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; XF+ ; 27 ; andreizemlia ; 1134 
 2910 ; 2 марки. Бавария ; 1907 ;  ; Ag ; VF-XF ; 81 ; first ; 690 
 2911 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; XF+/AU ; 17 ; Uri ; 1334 
 2912 ; 2 марки. Веймар ; 1925Е ;  ; Ag ; ХF- ; 68 ; alexnn ; 1020 
 2913 ; 2 марки. Веймар ; 1931Е ;  ; Ag ; XF ; 48 ; mesv ; 1585 
 2914 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933A ;  ; Ag ; XF- ; 61 ; Harlock ; 1144 
 2915 ; 2 марки. Германия ; 1934F ;  ; Ag ; XF- ; 72 ; Al75 ; 2136 
 2916 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 47 ; Harlock ; 240 
 2917 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 15 ; seregaoreshin ; 224 
 2918 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 8 ; seregaoreshin ; 230 
 2919 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 9 ; торнадо ; 231 
 2293 ; Лот монет СССР: 10 коп (11шт) ; 1931-1969 ;  ; Ni,Cu-Ni ; F/VF- ; 7 ; vlad19 ; 40 
 2294 ; Лот монет Банка России (Сочи 2014): 25 руб (3шт). Упаковка ; 2011-2012 ;  ; Cu-Ni ; Unc ; 55 ; Rober ; 434 
 2295 ; Лот монет СССР: 20 коп (7шт) ; 1943-1957 ;  ; Ni ; VF/VF+ ; 25 ; sov-UNIOR ; 123 
 2296 ; Лот монет СССР: 15 коп (9шт) ; 1932-1957 ;  ; Ni ; VF/VF+ ; 23 ; vlad19 ; 62 
 2297 ; Лот монет СССР: 2 копейки (8шт) ; 1936-1957 ;  ; Br ; F/VF- ; 19 ; Юбер ; 71 
 2298 ; Лот монет СССР: 3 копейки (7шт) ; 1932-1970 ;  ; Br, Cu-Zn ; F/VF- ; 17 ; Uralez74 ; 67 
 2299 ; Лот монет Банка России (Сочи 2014): 25 руб (2шт). Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 41 ; Gold_42 ; 371 
 2300 ; Лот монет СССР: 5 копеек (4шт) ; 1943-1957 ;  ; Br ; F-VF/VF ; 75 ; sov-UNIOR ; 194 
 2301 ; Лот монет Банка России (Луга, Воронеж, Гагарин, РГ): 10 руб (9шт) ; 2011-2012 ;  ; Лат/St ; AU ; 40 ; piron ; 242 
 2302 ; Лот монет СССР: 15 коп (9шт) ; 1938-1957 ;  ; Ni ; F/VF- ; 10 ; WOLK ; 59 
 2303 ; Лот монет СССР: 20 копеек (4шт) ; 1943-1978 ;  ; Ni, Cu-Ni ; F+/VF+ ; 29 ; Vanomah ; 45 
 2304 ; Лот монет Банка России (5шт): 10 рублей. Приозерск ; 2008СПМД ;  ; Би/м ; XF/XF+ ; 26 ; astronom ; 166 
 2305 ; Лот монет Банка России (5шт): 10 рублей. Воронеж ; 2012СПМД ;  ; Лат/St ; XF/AU ; 51 ; yas ; 122 
 2306 ; Лот монет СССР: 20,15 коп (6шт) ; 1922-1929 ;  ; Ag ; F/F-VF ; 85 ; gvv3 ; 334 
 2307 ; Лот монет Банка России (5шт): 10 рублей. Юрьевец ; 2010СПМД ;  ; Би/м ; XF/XF+ ; 50 ; mitisson ; 117 
 2308 ; Лот монет Банка России (5шт): 10 рублей. Соликамск ; 2011СПМД ;  ; Би/м ; XF/AU ; 20 ; Play ; 129 
 2309 ; Лот монет Банка России (4шт): 10 рублей. Соликамск ; 2011СПМД ;  ; Би/м ; XF/AU ; 18 ; vladimir-sirke ; 116 
 2310 ; Лот монет Банка России (5шт): 10 рублей. 60 лет Победы ; 2005СПМД ;  ; Би/м ; XF-/XF ; 9 ; piron ; 77 
 2311 ; Лот монет Банка России (6шт): 10 рублей. Республика Адыгея, Воронежская, Кировская  область, Приморский край, Республика Бурятия ; 2006-2011ММД, СПМД ;  ; Би/м ; XF/XF+ ; 25 ; Galina66 ; 102 
 2312 ; Лот монет Банка России (3шт): 10 рублей. Выборг, Галич ; 2009СПМД ;  ; Би/м ; XF/XF+ ; 48 ; mitisson ; 118 
 2313 ; Лот монет Банка России (60 лет победы, Кировская обл, Калуга, Кабардино-Балкарская Р, 55 лет победы): 10 руб (9шт) ; 2000-2009 ;  ; Би/м ; XF-/XF+ ; 47 ; xct ; 108 
 2314 ; Лот монет СССР (юбилейные): 1 руб (3шт) ; 1965-1970 ;  ; Cu-Ni ; VF-/VF+ ; 7 ; Буарон1925 ; 42 
 2315 ; Лот монет СССР: 5 коп (4шт) ; 1974-1977 ;  ; Cu-Zn ; VF-/VF ; 26 ; sov-UNIOR ; 173 
 2316 ; Лот монет СССР: 20,15,10,5,2 коп (10шт) ; 1930-1974 ;  ; Br,Ni,Cu-Zn ; VF/VF+ ; 51 ; sov-UNIOR ; 224 
 2317 ; Лот монет Банка России (Воронеж, Луга, РГ, Сочи 2014. Упаковка): 25,10 руб (4шт) ; 2012 ;  ; Cu-Ni,Би/м ; AU/Unc ; 24 ; SERG53 ; 297 
 2318 ; Лот монет Банка России (Министерства): 10 руб (3шт) ; 2002 ;  ; Би/м ; AU ; 84 ; Василевс ; 312 
 2319 ; Лот монет СССР: 20,15 коп (7шт). Деформация ; 1931-1941 ;  ; Ni ; VG/F ; 19 ; 13 ; 412 
 2320 ; Лот монет СССР: 2 коп (19шт). Деформация ; 1928-1963 ;  ; Br ; VG/F-VF ; 15 ; potapov0 ; 363 
 2321 ; Лот монет Банка России (Министерства): 10 руб (4шт) ; 2002 ;  ; Би/м ; AU ; 73 ; Krechet ; 505 
 2322 ; Лот монет Банка России (Пушкин, 10 лет СНГ): 1 руб (3шт) ; 1999,2001 ;  ; Cu-Ni ; AU ; 81 ; Олег33 ; 551 
 2323 ; Лот монет Банка России (Мценск, Владимир): 10 руб (2шт) ; 2005,2008 ;  ; Би/м ; AU ; 72 ; Василевс ; 224 
 2324 ; Лот монет СССР: 5,3 коп (5шт) ; 1930-1955 ;  ; Br ; F+/VF- ; 39 ; sov-UNIOR ; 208 
 2325 ; Лот монет Банка России (Бурятия, Воронежская обл, Сочи 2014. Упаковка): 25,10 руб (11шт) ; 2011 ;  ; Cu-Ni,Би/м ; AU/Unc ; 14 ; М25РУБЛЕЙ ; 313 
 2853 ; 20 франков. Франция. М-6,395г ; 1815А ;  ; Au ; VF ; 129 ; faihu ; 12036 
 2854 ; 20 франков. Франция. М-6,375г ; 1824А ;  ; Au ; VF+ ; 40 ; s8888888888 ; 13466 
 2855 ; 20 франков. Франция. М-6,45г ; 1877А ;  ; Au ; VF-XF ; 92 ; John$ ; 12005 
 2856 ; 10 марок. Баден. М-3,935г ; 1875G ;  ; Au ; VF+ ; 111 ; плут ; 8751 
 2857 ; 10 марок. Пруссия. М-3,97г ; 1906А ;  ; Au ; XF+ ; 69 ; serg2010 ; 8767 
 2858 ; 10 корон. Венгрия. М-3,38г ; 1899 ;  ; Au ; XF- ; 36 ; serg2010 ; 7135 
 2859 ; 10 корон. Венгрия. М-3,37г ; 1905 ;  ; Au ; VF-XF ; 197 ; дед морос ; 5601 
 2860 ; Дукат. Нидерланды. М-3,39г. Ремонт гурта 12 часов ; 1829 ;  ; Au ; VF ; 23 ; Вилкофф ; 6018 
 2861 ; Дукат. Австрия. М-3,49гр ; 1915 ;  ; Au0,986 ; AU ; 33 ; faihu ; 6428 
 2862 ; 2 песо. Мексика. М-1,66г ; 1945 ;  ; Au ; AU ; 27 ; Ley ; 3162 
 2863 ; 200 гульденов. Суринам. Февральская Революция. М-7,32г ; 1981 ;  ; Au ; Proof ; 67 ; faihu ; 12482 
 2864 ; 1 доллар. Палау. Охрана живой природы. Крокодил. М-1,255г ; 2007 ;  ; Au ; Proof ; 5 ; andreizemlia ; 2083 
 2865 ; 500 тугриков. Монголия. Спутник. М-0,51г ; 2007 ;  ; Au ; Proof ; 33 ; andreizemlia ; 1405 
 2866 ; 2 талера. Бавария. Рождение внуков ; 1845 ;  ; Ag ; XF ; 89 ; дитрих11 ; 16320 
 2867 ; Талер. Бавария ; 1757 ;  ; Ag ; VF-XF ; 30 ; Lena6975 ; 2240 
 2868 ; Талер. Аугсбург. Снята подвеска 12 часов ; 1765 ;  ; Ag ; VF ; 60 ; Mmm ; 3682 
 2869 ; Талер. Бавария ; 1765 ;  ; Ag ; VF- ; 35 ; FEDOTOV1920 ; 2163 
 2243 ; Лот монет СССР (20,35 и 40 лет победы ): 1 руб (3шт) ; 1965-1985 ;  ; Cu-Ni ; VF-/AU ; 14 ; rbmamba ; 59 
 2244 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (20шт) ; 1989-1991 ;  ; Cu-Ni,Cu-Zn ; VF+/XF ; 5 ; alex550 ; 36 
 2245 ; Лот монет СССР: 20 коп (12шт) ; 1933-1957 ;  ; Ni ; F/VG ; 16 ; AlexAlex ; 75 
 2246 ; Лот монет СССР "50 лет Советской власти": 10,15,20 коп (3шт) ; 1967 ;  ; Cu-Ni ; VF ; 50 ; jimmysu ; 105 
 2247 ; Лот монет СССР: 15 коп (7шт) ; 1932-1956 ;  ; Ni ; F/VG ; 15 ; buba1986 ; 16 
 2248 ; Лот монет СССР (Жетон ЛМД и 10 коп ): 3шт ; 1962,1961 ;  ; Cu-Ni,Ж/м ; AU ; 31 ; vel2010 ; 84 
 2249 ; Лот монет СССР: 10 коп (11шт) ; 1952-1987 ;  ; Ni,Cu-Ni ; F/VF-XF ; 12 ; AlexAlex ; 32 
 2250 ; Лот монет СССР: 5 коп (13шт) ; 1930-1956 ;  ; Br ; F/VG ; 14 ; AlexAlex ; 191 
 2251 ; Лот монет СССР: 5 коп (5шт) ; 1926-1956 ;  ; Br ; F/VG ; 10 ; WOLK ; 51 
 2252 ; Лот монет СССР: 3 коп (10шт) ; 1930-1956 ;  ; Br ; F/VG ; 28 ; mart_si ; 153 
 2253 ; Лот монет СССР: 3 коп (10шт) ; 1928-1955 ;  ; Br ; F/VG ; 15 ; petrovich ; 67 
 2254 ; Лот монет СССР: 10,5,1 руб, 50,10 коп (5шт) ; 1991 ;  ; Би/м,cu-Ni,St ; XF ; 26 ; Randi ; 122 
 2255 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; AU ; 41 ; gvv3 ; 237 
 2256 ; Лот монет Банка России (Сочи 2014): 25 руб (2шт). Упаковка ; 2011-2012 ;  ; Cu-Ni ; AU ; 43 ; vborisevich1 ; 322 
 2257 ; Лот монет Банка России (Сочи 2014): 25 руб (2шт). Упаковка ; 2011 ;  ; Cu-Ni ; AU ; 30 ; Greenfields ; 230 
 2258 ; Лот монет Банка России (Сочи 2014): 25 руб (2шт). Упаковка ; 2011-2012 ;  ; Cu-Ni ; AU ; 50 ; Manager ; 325 
 2259 ; Лот монет Банка России (5шт): 10 рублей. Воронежская область ; 2011СПМД ;  ; Би/м ; XF+/AU ; 12 ; alexda777 ; 67 
 2260 ; Лот монет Банка России (4шт): 10 рублей. Юрьевец ; 2010СПМД ;  ; Би/м ; XF+/AU ; 16 ; xct ; 111 
 2261 ; Лот монет Банка России (5шт): 10 рублей. Елец ; 2011СПМД ;  ; Би/м ; XF+/AU ; 21 ; xct ; 94 
 2262 ; Лот монет Банка России (5шт): 10 рублей. Юрьевец ; 2010СПМД ;  ; Би/м ; XF+/AU ; 47 ; shknikolay ; 138 
 2263 ; Лот монет Банка России (5шт): 10 рублей. Елец ; 2011СПМД ;  ; Би/м ; XF+/AU ; 23 ; vladimir-sirke ; 92 
