 5651 ; Бона иностранная. Лаос ;  ;  ;  ;  ; 14 ; mart_si ; 42 
 3772 ; 2 пфеннинга. Пруссия ; 1864А ;  ; Br ; VF- ; 13 ; л842 ; 80 
 3773 ; 2 шиллинга. Великобритания ; 1939 ;  ; Ag ; VF+ ; 21 ; andrpel ; 340 
 3774 ; 1 доллар. Британская Канада. 100 лет Британской Колумбии ; 1971 ;  ; Ag ; Proof ; 25 ; boryas1 ; 763 
 3775 ; 10 центов. Британские Карибские острова ; 1965 ;  ; Cu-Ni ; XF ; 15 ; kornum ; 155 
 3776 ; 5 центов. Британские Карибские острова ; 1965 ;  ; Br ; XF- ; 14 ; kornum ; 144 
 3777 ; 2 анны. Британская Индия ; 1940 ;  ; Cu-Ni ; VF- ; 9 ; Александ98 ; 36 
 3778 ; 2 анны. Британская Индия ; 1943 ;  ; Br ; VF- ; 18 ; t_v_v ; 74 
 3779 ; 1 анна. Британская Индия ; 1943 ;  ; Br ; VF- ; 14 ; 47154 ; 66 
 3780 ; 1/10 пенни. Британская Западная Африка ; 1928 ;  ; Cu-Ni ; VF-XF ; 15 ; Ok203 ; 139 
 3781 ; 1 пенни. Британская Австралия ; 1911 ;  ; Cu ; F+ ; 15 ; [Nik] ; 90 
 3782 ; 50 эскудо. Португалия. 500 лет со дня рождения Васко да Гама ; 1969 ;  ; Ag ; XF+ ; 6 ; sibirian ; 503 
 3783 ; 25 шиллингов. Австрия. 800 лет Базилики Рождества Девы Марии в Мариацелле ; 1957 ;  ; Ag ; XF+ ; 23 ; Виталий 64 ; 579 
 3784 ; 1 дирхем. Марокко ; 1960 ;  ; Ag ; F-VF ; 17 ; Zagranka ; 204 
 3785 ; 10 франков. Франция ; 1934 ;  ; Ag ; XF- ; 51 ; franklin ; 263 
 3786 ; 5 франков. Франция ; 1933 ;  ; Cu-Ni ; VF ; 21 ; orex ; 90 
 3787 ; 10 крон. Чехословакия ; 1931 ;  ; Ag ; VF ; 12 ; rem ; 221 
 3788 ; 5 крон. Дания. Серебряная свадьба Фредерика IX и Ингрид ; 1960 ;  ; Ag ; XF+ ; 4 ; kroman ; 567 
 3789 ; 20 риалов. Иран ; 1981 ;  ; Cu-Ni ; VF-XF ; 7 ; DVZ ; 102 
 3790 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu/Ni ; AU ; 9 ; vadsev73 ; 204 
 3791 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu/Ni ; AU ; 21 ; canario ; 204 
 3792 ; 5 гривен. Украина. Ткач ; 2010 ;  ; Cu/Ni ; AU ; 21 ; canario ; 184 
 3793 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu/Ni ; AU ; 16 ; aziya11 ; 153 
 3794 ; 2 гривны. Украина. Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; XF+ ; 18 ; Alcone ; 153 
 3795 ; 2 гривны. Украина. Иван Карпенко-Карый ; 2015 ;  ; Cu/Ni ; AU ; 13 ; xxxl ; 161 
 3796 ; 2 гривны. Украина. 70 лет Карпатской Украины ; 2009 ;  ; Cu/Ni ; AU ; 32 ; canario ; 204 
 3797 ; 2 гривны. Украина. Иван Кожедуб ; 2010 ;  ; Cu/Ni ; AU ; 18 ; starkov_n ; 257 
 3798 ; 2 гривны. Украина. Панас Мирный ; 1999 ;  ; Cu/Ni ; AU ; 22 ; canario ; 225 
 3799 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu/Ni ; XF+ ; 15 ; цеховик ; 241 
 3800 ; 50 пенсов. Остров Вознесения. 50 лет правления ; 2002 ;  ; Cu/Ni ; Proof ; 19 ; Zarik ; 273 
 3801 ; 50 пенсов. Остров Вознесения. 100 лет королеве-матери ; 2000 ;  ; Cu/Ni ; AU ; 25 ; sibirian ; 233 
 3802 ; 5 долларов. Сомалиленд. Год дракона ; 2000 ;  ; Cu/Ni ; XF ; 23 ; Zarik ; 308 
 3803 ; 5 долларов. Сомалиленд. Год кролика ; 1999 ;  ; Cu/Ni ; XF ; 21 ; sibirian ; 243 
 3804 ; 1 крона. Тристан да Кунья. 25 лет коронации ; 1978 ;  ; Cu/Ni ; AU ; 50 ; canario ; 299 
 3805 ; 1 крона. Тристан да Кунья. Киты ; 2008 ;  ; Cu/Ni ; AU ; 21 ; Скарапея77 ; 257 
 3806 ; 100 лир. Мальта. Сан-Марино в ЕС ; 2004 ;  ; Cu/Ni ; Proof ; 36 ; Zarik ; 561 
 3807 ; 5 долларов. Южный полюс. Амундсен ; 2011 ;  ; Cu/Ni. Посер ; Proof ; 18 ; Zarik ; 368 
 3808 ; 1 крона. Тристан да Кунья. остров Найтингейл ; 2011 ;  ; Cu/Ni ; AU ; 12 ; alapabula ; 330 
 3809 ; 50 афгани. Афганистан. FAO ; 1996 ;  ; Cu/Ni ; AU ; 33 ; kornum ; 377 
 3810 ; 10 донг. Вьетнам. FAO ; 1996 ;  ; Cu/Ni ; AU ; 39 ; Zagranka ; 376 
 3811 ; 10 кип. Лаос. FAO ; 1996 ;  ; Cu/Ni ; AU ; 21 ; REC ; 407 
 3812 ; 1 песо. Куба. FAO ; 1996 ;  ; Cu/Ni ; AU ; 37 ; andrpel ; 466 
 3813 ; 1 песо. Куба. Самолет ; 1994 ;  ; Cu/Ni, краска ; AU ; 38 ; Zarik ; 362 
 3814 ; 100 песет. Сахарская Арабская Демократическая Республика. Самолет ; 1995 ;  ; Cu/Ni, краска ; AU ; 35 ; mkm1968 ; 521 
 3815 ; 100 франков. Конго. Самолет ; 1995 ;  ; Cu/Ni, краска ; AU ; 34 ; mkm1968 ; 521 
 3716 ; 2 евро. Финляндия ; 2010 ;  ; Би/м ; XF ; 9 ; didisister ; 229 
 3717 ; 2 кроны. Швеция ; 1971 ;  ; Cu-Ni ; XF+ ; 7 ; 4758 ; 50 
 3718 ; 5 эре. Швеция ; 1890 ;  ; Br ; VF- ; 15 ; kergudu ; 51 
 3719 ; 5 эре. Швеция ; 1892 ;  ; Br ; VF- ; 14 ; kergudu ; 73 
 3720 ; 5 эре. Швеция ; 1944 ;  ; Fe ; VF- ; 8 ; Dirt ; 40 
 3721 ; 2 эре. Швеция ; 1896 ;  ; Br ; VF ; 8 ; kergudu ; 57 
 3722 ; 1 сент. Нидерланды ; 1884 ;  ; Br ; F-VF ; 11 ; shaxter2015 ; 41 
 3723 ; 1 сент. Нидерланды ; 1898 ;  ; Br ; VF- ; 10 ; [Nik] ; 57 
 3724 ; 1 сент. Нидерланды ; 1961 ;  ; Br ; XF+ ; 17 ; banks ; 69 
 3725 ; 50 эре. Швеция ; 1946 ;  ; Cu-Ni ; VF+ ; 8 ; Nastrom ; 32 
 3726 ; 50 эре. Швеция ; 2004 ;  ; Br ; XF+ ; 9 ; Dirt ; 26 
 3727 ; 10 драхм. Греция ; 1968 ;  ; Cu-Ni ; VF ; 7 ; canario ; 41 
 3728 ; 10 драхм. Греция ; 1959 ;  ; Ni ; VF ; 14 ; дитрих11 ; 37 
 3729 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; AU ; 10 ; v_bond ; 47 
 3730 ; 10 цент. Кения ; 1990 ;  ; Лат ; VF+ ; 19 ; whatis.ru ; 57 
 3731 ; 5 шиллингов. Танзания ; 1972 ;  ; Cu-Ni ; VF+ ; 20 ; whatis.ru ; 97 
 3732 ; 10 пенсов. Гибралтар ; 2001 ;  ; Cu-Ni ; XF ; 36 ; canario ; 68 
 3733 ; 10 пенсов. Гибралтар ; 1994 ;  ; Cu-Ni ; XF ; 37 ; teso ; 74 
 3734 ; 10 пенсов. Джерси ; 1992 ;  ; Cu-Ni ; XF+ ; 29 ; Zarik ; 57 
 3735 ; 5 новых пенсов. Остров Мэн ; 1971 ;  ; Cu-Ni ; XF+ ; 42 ; kornum ; 87 
 3736 ; 2 риала. Иран ; 1338 ;  ; Cu-Ni ; VF- ; 20 ; val211 ; 57 
 3737 ; 2 марки. ФРГ ; 1967 ;  ; Cu-Ni ; XF- ; 11 ; canario ; 93 
 3738 ; 2 драхмы. Греция ; 1926 ;  ; Cu-Ni ; VF- ; 16 ; lva08 ; 104 
 3739 ; 1/4 анны. Индия ; 1940 ;  ; Cu ; VF+ ; 8 ; ag58 ; 46 
 3740 ; Фартинг. Великобритания ; 1920 ;  ; br ; VF+ ; 26 ; igor26 ; 183 
 3741 ; 1/2 рупии. Индия ; 1947 ;  ; Cu-Ni ; F ; 8 ; ag58 ; 35 
 3742 ; 5 центов. США ; 1937 ;  ; Cu-Ni ; F-VF ; 25 ; MatyuhinGM ; 159 
 3743 ; 3 пенса. Британская Западная Африка ; 1938 ;  ; Cu/Ni ; F ; 14 ; t_v_v ; 70 
 3744 ; 1 пайс. Индия ; 1943 ;  ; Cu ; F-VF ; 7 ; DVZ ; 48 
 3745 ; 10 марок. ГДР. Фестиваль ; 1973 ;  ; Cu-Ni ; AU ; 25 ; andrpel ; 149 
 3746 ; 20 рейс. Португалия ; 1891 ;  ; Cu ; F-VF ; 15 ; кот баюн ; 77 
 3747 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 31 ; canario ; 126 
 3748 ; 10 сентимо. Испания ; 1879 ;  ; Br ; F-VF ; 20 ; Lena6975 ; 135 
 3749 ; 1 лира. Италия ; 1924 ;  ; Cu/Ni ; VF ; 13 ; lva08 ; 92 
 3750 ; 1 пфенниг. Брауншвейг-Вольфенбюттель ; 1768 ;  ; Cu ; VF- ; 28 ; mkm1968 ; 469 
 3751 ; 50 центов. Новая Зеландия ; 1980 ;  ; Cu-Ni ; VF ; 11 ; whatis.ru ; 55 
 3752 ; 1 крона. Остров Мэн. 80 лет Королеве ; 2006 ;  ; Ag ; Proof ; 36 ; asm1048576 ; 1045 
 3753 ; 1 крона. Остров Мэн. 80 лет Королеве ; 2006 ;  ; Ag ; Proof ; 8 ; asm1048576 ; 1045 
 3754 ; 5 гривен. Украина. Античное мореплавание ; 2012 ;  ; Cu/Ni ; AU ; 25 ; 22moohi ; 211 
 3755 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu/Ni ; AU ; 24 ; Ratmen ; 195 
 3756 ; 5 гривен. Украина. 500 лет г. Чигирин ; 2012 ;  ; Cu/Ni ; AU ; 23 ; aidih ; 200 
 3757 ; 200000 карбованцев. Украина. Победа во II МВ. Упаковка ; 1995 ;  ; Cu/Ni ; Proof ; 47 ; WhiteMouse ; 255 
 3758 ; 20 вон. Северная Корея. Год Лошади ; 2009 ;  ; Латунь ; Proof ; 25 ; ask ; 294 
 3759 ; 2 евро. Франция ; 2002 ;  ; Би/м ; VF ; 13 ; ag58 ; 251 
 3760 ; 2 евро. Испания ; 2002 ;  ; Би/м ; VF ; 9 ; ANGEL 23 ; 181 
 3761 ; 5 марок. ГДР. Бранденбургские ворота ; 1971А ;  ; Cu-Ni ; XF ; 11 ; Rusik ; 87 
 3762 ; 1 грош. Пруссия ; 1872А ;  ; Ag ; VF+ ; 28 ; Angal ; 429 
 3763 ; 25 пфеннингов. Германия ; 1910А ;  ; Ni ; VF+ ; 31 ; дитрих11 ; 447 
 3764 ; 500 марок. Германия ; 1923А ;  ; Al ; XF ; 15 ; калинов мост ; 51 
 3765 ; 3 марки. Германия ; 1922J ;  ; Al ; VF+ ; 15 ; Сонюшка ; 102 
 3666 ; 50 сентимес. Франция ; 1942 ;  ; Al ; VF ; 12 ; t_v_v ; 40 
 3667 ; 1/2 пенни. Великобритания ; 1964 ;  ; Br ; XF- ; 20 ; alapabula ; 100 
 3668 ; 10 марок. Финляндия ; 1996 ;  ; би/м ; XF ; 18 ; bliznetz ; 243 
 3669 ; 1/4 анны. Британская Индия ; 1940 ;  ; Br ; VF ; 24 ; 47154 ; 55 
 3670 ; 1 цент. Стрейтс-Сетлмент ; 1920 ;  ; Br ; VF- ; 10 ; MaximusM ; 65 
 3671 ; 1/2 пайса. Британская Индия ; 1919 ;  ; Br ; VF- ; 15 ; von_Schwarz ; 216 
 3672 ; 1/4 анны. Британская Индия ; 1942 ;  ; Br ; VF- ; 22 ; shaxter2015 ; 75 
 3673 ; 1/2 рупии. Британская Индия ; 1947 ;  ; Cu-Ni ; F ; 7 ; canario ; 36 
 3674 ; 1/2 рупии. Британская Индия ; 1947 ;  ; Cu-Ni ; F ; 14 ; DVZ ; 53 
 3675 ; 1 цент. Саравак ; 1927 ;  ; Br ; F ; 17 ; RAPAN ; 228 
 3676 ; Фартинг. Великобритания ; 1888 ;  ; Br ; F+ ; 13 ; DaMon15 ; 120 
 3677 ; Фартинг. Великобритания ; 1904 ;  ; Br ; VF ; 103 ; alapabula ; 803 
 3678 ; 2 добля. Гернси ; 1874 ;  ; Br ; F+ ; 33 ; Семен ; 179 
 3679 ; 8 доблей. Гернси ; 1864 ;  ; Br ; VF- ; 22 ; Temudgin ; 133 
 3680 ; 1 пайс. Индия ; 1945 ;  ; Br ; F+ ; 55 ; DVZ ; 77 
 3681 ; 1 пайс. Индия ; 1951 ;  ; Br ; F+ ; 9 ; Скарапея77 ; 36 
 3682 ; 1 пайс. Индия ; 1953 ;  ; Br ; F+ ; 8 ; ag58 ; 27 
 3683 ; Фартинг. Великобритания ; 1906 ;  ; Br ; F+ ; 40 ; alapabula ; 101 
 3684 ; 1 цент. Британское Северное Борнео ; 1891 ;  ; Br ; VG ; 22 ; shaxter2015 ; 179 
 3685 ; 1 цент. Цейлон ; 1870 ;  ; Br ; VF- ; 21 ; vovaT25 ; 186 
 3686 ; 2 раппена. Швейцария ; 1941 ;  ; Br ; VF- ; 11 ; t_v_v ; 51 
 3687 ; 4 добля. Гернси ; 1914 ;  ; Br ; F ; 41 ; Семен ; 101 
 3688 ; 1 цент. Канада ; 1932 ;  ; Br ; F-VF ; 12 ; ag58 ; 36 
 3689 ; 1 цент. Малайя ; 1943 ;  ; Br ; F ; 10 ; mask ; 42 
 3690 ; 1 раппен. Швейцария ; 1946 ;  ; Zn ; VF- ; 7 ; кот баюн ; 33 
 3691 ; 4 мон. Япония ; 1769-1860 ;  ; Br ; F- ; 13 ; valerdon ; 143 
 3692 ; 1 мон. Япония ; 1626-1656 ;  ; Br ; F- ; 13 ; Zarik ; 114 
 3693 ; 1/4 рупии. Индия ; 1946 ;  ; Cu-Ni ; F ; 6 ; mix69531 ; 27 
 3694 ; 1/4 рупии. Индия ; 1946 ;  ; Cu-Ni ; F ; 18 ; kvl9293 ; 36 
 3695 ; Пайса Индия. Штат Датия. Мухаммад Акбар II ; 1806-1837 ;  ; Cu ; F ; 15 ; aziya11 ; 186 
 3696 ; Пайса Индия. Штат Датия. Мухаммад Акбар II ; 1806-1837 ;  ; Cu ; VG ; 20 ; aziya11 ; 212 
 3697 ; Пайса Индия. Оргха. Алам II ; 1776-1817 ;  ; Cu ; VG ; 13 ; aziya11 ; 186 
 3698 ; Пайса Индия. Оргха. Алам II ; 1776-1817 ;  ; Cu ; VG ; 12 ; aziya11 ; 186 
 3699 ; 20 сантимов. Французский Индо-Китай ; 1900 ;  ; Ag ; XF ; 51 ; Zagranka ; 4501 
 3700 ; 1/2 пенни. Остров Святой Елены ; 1821 ;  ; Br ; VF+ ; 76 ; Zagranka ; 2619 
 3701 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 18 ; всыня ; 134 
 3702 ; 2 евро. Литва. 30 лет флагу ЕС ; 2015 ;  ; Би/м ; AU ; 7 ; sever55 ; 216 
 3703 ; 2 евро. Латвия. Аист ; 2015 ;  ; Би/м ; AU ; 11 ; fuzzyfly ; 252 
 3704 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F- ; 19 ; banks ; 439 
 3705 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F ; 17 ; valerdon ; 291 
 3706 ; 1 далер. Швеция ; 1715 ;  ; Cu ; VG ; 21 ; DVZ ; 306 
 3707 ; 10 сантимов. Франция ; 1919 ;  ; Cu-Ni ; VF ; 17 ; kvl9293 ; 27 
 3708 ; 1 марка. Германия ; 1937A ;  ; Cu-Ni ; XF ; 25 ; kaper ; 461 
 3709 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF+ ; 30 ; Zagranka ; 221 
 3710 ; 2 марки. ФРГ ; 1957 ;  ; Cu-Ni ; VF+ ; 6 ; aziya11 ; 68 
 3711 ; 10 пфенниг. Германия ; 1940F ;  ; Zn ; VF- ; 22 ; evdiral ; 55 
 3712 ; 2 евро. Австрия ; 2012 ;  ; Би/м ; XF ; 7 ; didisister ; 219 
 3713 ; 2 евро. Финляндия ; 2015 ;  ; Би/м ; XF+ ; 12 ; didisister ; 229 
 3714 ; 2 евро. Франция ; 2009 ;  ; Би/м ; XF ; 7 ; Лира Н ; 209 
 3715 ; 2 евро. Финляндия ; 2012 ;  ; Би/м ; XF ; 7 ; bliznetz ; 255 
 3616 ; 100 эскудо. Португалия. Небесная навигация ; 1990 ;  ; Cu-Ni ; XF ; 7 ; Mike! ; 136 
 3617 ; 200 эскудо. Португалия. Танегасима ; 1993 ;  ; Cu-Ni ; AU ; 9 ; кот баюн ; 144 
 3618 ; 100 эскудо. Португалия. Независимость ; 1990 ;  ; Cu-Ni ; AU ; 8 ; кот баюн ; 120 
 3619 ; 10 эре. Швеция ; 1944 ;  ; Ag ; XF ; 11 ; POUL ; 77 
 3620 ; 25 эре. Швеция ; 1955 ;  ; Ag ; XF ; 9 ; Mike! ; 77 
 3621 ; 50 эре. Швеция ; 1944 ;  ; Ag ; VF+ ; 12 ; Mike! ; 104 
 3622 ; 100 эскудо. Португалия. ; 1987 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 123 
 3623 ; 100 эскудо. Португалия. Бартоломео Диас ; 1988 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 127 
 3624 ; 1 лев. Болгария ; 1925 ;  ; Cu-Ni ; VF ; 29 ; orex ; 79 
 3625 ; 20 динаров. Сербия ; 2011 ;  ; Cu-Ni ; AU ; 19 ; иг64 ; 45 
 3626 ; 2 лева. Болгария ; 1925 ;  ; Cu-Ni ; F-VF ; 28 ; canario ; 81 
 3627 ; 50 лева. Болгария ; 1943 ;  ; Cu-Ni ; VF ; 19 ; Rober ; 93 
 3628 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF- ; 19 ; Rober ; 94 
 3629 ; 50 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF+ ; 13 ; Rober ; 57 
 3630 ; 5 долларов. Гайана ; 2012 ;  ; Br ; AU ; 26 ; whatis.ru ; 90 
 3631 ; 1 доллар. Гайана ; 2012 ;  ; Br ; AU ; 35 ; mix69531 ; 73 
 3632 ; 5 сенти. Литва ; 1925 ;  ; Al/Br ; F-VF ; 11 ; велко ; 184 
 3633 ; 10 сенти. Литва ; 1925 ;  ; Al/Br ; F-VF ; 27 ; avilych ; 397 
 3634 ; 50 стотинок. Болгария ; 1937 ;  ; Al/Br ; F-VF ; 27 ; Rober ; 81 
 3635 ; 2 злотых. Польша. Олимпиада ; 2010 ;  ; Al/Br ; XF ; 25 ; aidih ; 93 
 3636 ; 1/2 доллара. США. Упакрвка ; 1969D ;  ; Ag ; AU ; 28 ; Noble ; 311 
 3637 ; 1/2 доллара. США. Упакрвка ; 2004Р ;  ; Cu-Ni ; AU ; 14 ; heavy_fly ; 63 
 3638 ; 1/2 доллара. США. Упакрвка ; 2001D ;  ; Cu-Ni ; AU ; 35 ; electra ; 279 
 3639 ; 1/2 доллара. США. Упакрвка ; 2002P ;  ; Cu-Ni ; AU ; 26 ; electra ; 243 
 3640 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; XF ; 33 ; ВЕПРЬ ; 59 
 3641 ; 1/2 доллара. США. Упакрвка ; 2009D ;  ; Cu-Ni ; AU ; 31 ; electra ; 243 
 3642 ; 1 цент. США ; 1943 ;  ; Fe/Zn ; F+ ; 8 ; MatyuhinGM ; 57 
 3643 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; XF ; 11 ; игорь 222 ; 31 
 3644 ; 5 центов. США ; 1917 ;  ; Ag ; F-VF ; 28 ; heavy_fly ; 466 
 3645 ; 5 оре. Дания ; 1918 ;  ; Fe ; VF- ; 54 ; dvl ; 556 
 3646 ; 5 оре. Норвегия ; 1912 ;  ; Br ; VF- ; 15 ; banks ; 87 
 3647 ; 5 оре. Швеция ; 1923 ;  ; Br ; VF ; 15 ; orex ; 79 
 3648 ; 2 оре. Швеция ; 1922 ;  ; Cu ; VF- ; 15 ; kvl9293 ; 42 
 3649 ; 1 цент. США ; 1902 ;  ; Cu ; F ; 24 ; MatyuhinGM ; 73 
 3650 ; 1 доллар. Гон-Конг ; 1960 ;  ; Cu-Ni ; XF ; 15 ; canario ; 57 
 3651 ; 1 песо. Филиппины ; 1974 ;  ; Cu-Ni ; VF ; 11 ; MaximusM ; 42 
 3652 ; 1 бат. Тайланд ; 1962 ;  ; Cu-Ni ; XF ; 11 ; MaximusM ; 50 
 3653 ; 1 доллар. Тайвань ; 1974 ;  ; Cu-Ni ; XF ; 10 ; t_v_v ; 51 
 3654 ; 5 йен.  Япания ; 1949 ;  ; Латунь ; VF ; 17 ; DVZ ; 57 
 3655 ; 1 фен. Маньчжурия ; 1935 ;  ; Br ; VF+ ; 27 ; banks ; 348 
 3656 ; 5 долларов. Тайвань ; 1973 ;  ; Cu-Ni ; XF ; 16 ; vb96 ; 138 
 3657 ; 10 прут. Израиль ; 1951 ;  ; Al ; VF ; 12 ; lva08 ; 45 
 3658 ; 100 мон. Япания ;  ;  ; Br ; VF- ; 19 ; guronidze ; 420 
 3659 ; 10 кэш. Япания ; 1912 ;  ; Br ; VF- ; 17 ; visitor ; 114 
 3660 ; 20 кэш. Япания ; 1910 ;  ; Br ; VF- ; 6 ; штурман ; 186 
 3661 ; 1 драхма. Греция ; 1973 ;  ; Ni/Лат ; VF ; 19 ; aralsk ; 204 
 3662 ; 2 драхмы. Греция ; 1982 ;  ; Ni/Лат ; VF+ ; 7 ; [Nik] ; 32 
 3663 ; 20 драхм. Греция ; 1992 ;  ; Ni/Br ; VF+ ; 12 ; гш888 ; 20 
 3664 ; 2 драхмы. Греция ; 1957 ;  ; Cu-Ni ; VF- ; 11 ; zodiak ; 100 
 3665 ; 1 динар. Югославия ; 1965 ;  ; Cu-Ni ; VF+ ; 14 ; kornum ; 26 
 3566 ; 25 центов. Восточные Карибские штаты ; 1989 ;  ; Cu/Ni ; VF ; 16 ; bliznetz ; 33 
 3567 ; 5 крон. Норвегия ; 1966 ;  ; Cu/Ni ; XF ; 8 ; asru ; 56 
 3568 ; 2 крейцера. Австрия ; 1848 ;  ; Cu ; VF-XF ; 60 ; santan93 ; 1218 
 3569 ; 10 рупий. Шри Ланка. Годовщина независимости ; 1998 ;  ; Би/м ; XF ; 17 ; Hotey ; 83 
 3570 ; 10 драхм. Греция ; 1959 ;  ; Cu/Ni ; VF ; 14 ; canario ; 46 
 3571 ; 1 песо. Куба. Чемпионат по футболу ; 1981 ;  ; Cu-Ni ; XF+ ; 33 ; 22moohi ; 600 
 3572 ; 1 шиллинг. Восточная Африка ; 1952 ;  ; Cu-Ni ; VF+ ; 18 ; canario ; 61 
 3573 ; 1/2 рупии. Индия ; 1947 ;  ; Cu-Ni ; XF- ; 28 ; whatis.ru ; 88 
 3574 ; 2 сентавос. Аргентина ; 1895 ;  ; Br ; VF+ ; 23 ; Bronco ; 414 
 3575 ; Торнеси. Неаполь и Сицилия ; 1851 ;  ; Cu ; VF- ; 26 ; franklin ; 591 
 3576 ; 10 шиллингов. Танзания ; 1988 ;  ; Cu-Ni ; XF ; 24 ; vb96 ; 128 
 3577 ; 25 шиллингов. Танзания ; 1991 ;  ; Ni ; XF+ ; 33 ; vb96 ; 262 
 3578 ; Монета. Турция ;  ;  ; Br ; VF ; 38 ; vb96 ; 393 
 3579 ; 3 сент. Вестфалия ; 1809 ;  ; Cu ; VF ; 32 ; visitor ; 487 
 3580 ; 5 сентимос. Испания ; 1870 ;  ; Br ; VF- ; 15 ; shaxter2015 ; 51 
 3581 ; 1 сент. Нидерланды ; 1878 ;  ; Br ; VF-XF ; 12 ; kornum ; 145 
 3582 ; 10 сентимос. Испания ; 1870 ;  ; Br ; VF ; 18 ; canario ; 73 
 3583 ; 1 марка. Финляндия ; 1921 ;  ; Cu-Ni ; XF- ; 11 ; bliznetz ; 71 
 3584 ; 5 чентезими. Италия ; 1861 ;  ; Br ; VF ; 9 ; Emv ; 67 
 3585 ; 1/2 крейцера. Баден ; 1851 ;  ; Br ; VF- ; 38 ; zelya ; 185 
 3586 ; 1 грот. Бремен ; 1752 ;  ; Ag ; F-VF ; 20 ; taa ; 193 
 3587 ; 1 грот. Бремен ; 1743 ;  ; Ag ; VF ; 32 ; santan93 ; 434 
 3588 ; 2 1/2 сентимос. Испания ; 1868 ;  ; Br ; VF+ ; 32 ; igor26 ; 732 
 3589 ; 1 пенни. Великобритания ; 1906 ;  ; Br ; VF+ ; 25 ; 47154 ; 58 
 3590 ; 10 сентимос. Испания ; 1953 ;  ; Al ; VF+ ; 12 ; Бейн99999 ; 44 
 3591 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 13 ; brigadir ; 212 
 3592 ; 1/2 ригсбанкскиллинг. Дания ; 1852 ;  ; Br ; VF ; 48 ; asru ; 793 
 3593 ; 1 ригсбанкскиллинг. Дания ; 1842 ;  ; Br ; VF+ ; 62 ; Zagranka ; 1212 
 3594 ; 10 сентимес. Франция ; 1855 ;  ; Br ; VF+ ; 20 ; taa ; 102 
 3595 ; 5 сентесимос. Панама ; 1904 ;  ; Ag ; VF+ ; 47 ; 8822 ; 493 
 3596 ; 2 динара. Македония ; 1995 ;  ; Cu-Zn ; XF- ; 11 ; MaximusM ; 90 
 3597 ; 10 центов. Гонг Конг ; 1998 ;  ; ж/м ; XF+ ; 9 ; MaximusM ; 42 
 3598 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 15 ; всыня ; 90 
 3599 ; 25 новых пенсов. Великобритания. Серебрряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu-Ni ; AU ; 29 ; orex ; 102 
 3600 ; 25 новых пенсов. Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; XF+ ; 18 ; Nastrom ; 111 
 3601 ; 1 шиллинг. Великобритания ; 1950 ;  ; Cu-Ni ; XF ; 7 ; DaMon15 ; 57 
 3602 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; XF ; 20 ; yourius ; 121 
 3603 ; 50 пенсов. Великобритания ; 2005 ;  ; Cu-Ni ; AU ; 40 ; alapabula ; 272 
 3604 ; 50 пенсов. Великобритания. 250-летие публикации словаря Джонсона ; 2005 ;  ; Cu-Ni ; AU ; 18 ; v_bond ; 250 
 3605 ; 1 фартинг. Великобритания ; 1903 ;  ; Br ; VF ; 21 ; ВЕПРЬ ; 94 
 3606 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 23 ; didisister ; 419 
 3607 ; 1 цент. Барбадос ; 1973 ;  ; ж/м ; Proof ; 19 ; Dirt ; 55 
