 6040 ; Бона иностранная Египет ;  ;  ;  ; AU ; 7 ; Ustin ; 51 
 4051 ; 2 бата. Тайланд ; 1990 ;  ; Cu-Ni ; AU ; 8 ; kornum ; 72 
 4052 ; 1 бат. Тайланд ; 1974 ;  ; Cu-Ni ; AU ; 10 ; Шмейхель ; 42 
 4053 ; Фартинг. Великобритания ; 1903 ;  ; Br ; VF ; 18 ; DaMon15 ; 133 
 4054 ; Фартинг. Великобритания ; 1904 ;  ; Br ; F-VF ; 22 ; DaMon15 ; 76 
 4055 ; Фартинг. Великобритания ; 1905 ;  ; Br ; F-VF ; 25 ; chag1985 ; 80 
 4056 ; Фартинг. Великобритания ; 1906 ;  ; Br ; F-VF ; 11 ; chag1985 ; 46 
 4057 ; 1 бат. Тайланд ; 1978 ;  ; Cu-Ni ; AU ; 36 ; генерал777 ; 216 
 4058 ; 1 бат. Тайланд ; 1966 ;  ; Cu-Ni ; AU ; 27 ; maleevsw ; 270 
 4059 ; 1 бат. Тайланд ; 1977 ;  ; Cu-Ni ; AU ; 23 ; Шмейхель ; 75 
 4060 ; 1 бат. Тайланд ; 1977 ;  ; Cu-Ni ; XF ; 7 ; kornum ; 72 
 4061 ; 1 бат. Тайланд ; 1982 ;  ; Cu-Ni ; AU ; 6 ; kornum ; 75 
 4062 ; 5 бат. Тайланд ; 1987 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 138 
 4063 ; 5 бат. Тайланд ; 1980 ;  ; Cu-Ni ; AU ; 18 ; kornum ; 138 
 4064 ; 25 сантангов Тайланд ; 1977 ;  ; Латунь ; AU ; 27 ; kornum ; 128 
 4065 ; 1 вон. Северная Корея ; 1997 ;  ; Al ; Proof ; 20 ; Mikle777 ; 532 
 4066 ; 1 вон. Северная Корея ; 2001 ;  ; Al ; Proof ; 11 ; Mikle777 ; 510 
 4067 ; 1 рубль. Беларусь. Белый аист ; 2009 ;  ; Cu-Ni ; AU ; 21 ; Sandello ; 513 
 3968 ; 20 рублей. Беларусь. Дуга Струве. Сертификат ; 2006 ;  ; Ag ; Proof ; 5 ; KHODOVNV77 ; 2501 
 3969 ; 20 рублей. Беларусь. Софья Гольшанская. Сертификат ; 2006 ;  ; Ag ; Proof ; 6 ; sileng ; 2552 
 3970 ; 10 рублей. Беларусь. Великомученник и целитель Пантелеймон. Сертификат ; 2008 ;  ; Ag ; Proof ; 14 ; alexey_s ; 2552 
 3971 ; 10 рублей. Беларусь. Преподобный Серафим Саровский. Сертификат ; 2008 ;  ; Ag ; Proof ; 14 ; alexey_s ; 2552 
 3972 ; 5 гривен. Украина.70 лет освобождения Харькова ; 2013 ;  ; Cu/Ni ; AU ; 25 ; Mahfey ; 571 
 3973 ; 5 гривен. Украина. Мечеть хана Узбека ; 2014 ;  ; Cu/Ni ; AU ; 28 ; heavy_fly ; 434 
 3974 ; 5 гривен. Украина.  Год летучей мыши ; 2012 ;  ; Cu/Ni ; AU ; 26 ; heavy_fly ; 663 
 3975 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Би/м ; AU ; 11 ; Александр974 ; 150 
 3976 ; 5 гривен. Украина. Кировоградская область ; 2014 ;  ; Би/м ; AU ; 14 ; heavy_fly ; 365 
 3977 ; 5 гривен. Украина. Сумская область ; 2014 ;  ; Би/м ; AU ; 13 ; KHODOVNV77 ; 362 
 3978 ; 5 гривен. Украина. Черкесская область ; 2014 ;  ; Би/м ; AU ; 10 ; heavy_fly ; 373 
 3979 ; 2 гривны. Украина. Академик М.Д. Стражеско ; 2006 ;  ; Cu/Ni ; AU ; 19 ; allur65 ; 153 
 3980 ; 2 гривны. Украина. Лесь Курбас ; 2007 ;  ; Cu/Ni ; AU ; 7 ; allur65 ; 153 
 3981 ; 2 гривны. Украина. Петр гРигоренко ; 2007 ;  ; Cu/Ni ; AU ; 11 ; konvert ; 135 
 3982 ; 2 гривны. Украина. Николай Рерих ; 2014 ;  ; Cu/Ni ; AU ; 21 ; cotangens ; 211 
 3983 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 13 ; konvert ; 135 
 3984 ; 2 гривны. Украина. Иван Багряный ; 2007 ;  ; Cu/Ni ; AU ; 9 ; allur65 ; 153 
 3985 ; 2 гривны. Украина. Богдан-Игорь Антонич ; 2009 ;  ; Cu/Ni ; AU ; 7 ; konvert ; 128 
 3986 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu/Ni ; AU ; 5 ; heavy_fly ; 153 
 3987 ; 2 гривны. Украина. Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; AU ; 11 ; heavy_fly ; 255 
 3988 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu/Ni ; AU ; 17 ; konvert ; 138 
 3989 ; 2 гривны. Украина. Константин Левицкий ; 2009 ;  ; Cu/Ni ; AU ; 11 ; konvert ; 128 
 3990 ; 2 гривны. Украина. Вячеслав Прокопович ; 2006 ;  ; Cu/Ni ; AU ; 7 ; heavy_fly ; 153 
 3991 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; AU ; 7 ; heavy_fly ; 153 
 3992 ; 2 гривны. Украина. Владимир Чеховский ; 2006 ;  ; Cu/Ni ; AU ; 7 ; konvert ; 135 
 3993 ; 2 гривны. Украина. Глашка Гулевишна ; 2015 ;  ; Cu/Ni ; AU ; 14 ; aziya11 ; 171 
 3994 ; 2 гривны. Украина. Михаил Лысенко ; 2006 ;  ; Cu/Ni ; AU ; 7 ; heavy_fly ; 120 
 3995 ; 2 гривны. Украина. Иван Огиенко ; 2007 ;  ; Cu/Ni ; AU ; 5 ; maximilian2204 ; 111 
 3996 ; 10 юаней. Китай ;  ;  ; Cu/Ni ; AU ; 17 ; maximilian2204 ; 128 
 3997 ; 2 евро. Испания ; 2014 ;  ; Би/м ; XF+ ; 23 ; element ; 223 
 3998 ; 2 евро. Финляндия ; 2013 ;  ; Би/м ; XF+ ; 25 ; наташа2712 ; 161 
 3999 ; 2 евро. Финляндия. Туве Янсен ; 2014 ;  ; Би/м ; XF+ ; 31 ; element ; 233 
 4000 ; 2 евро. Финляндия. 200 лет Банку Финляндии ; 2011 ;  ; Би/м ; XF ; 37 ; element ; 216 
 4001 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF ; 10 ; кс ; 137 
 4002 ; 1 марка. Германия ; 1911A ;  ; Ag ; XF- ; 28 ; DaMon15 ; 306 
 4003 ; 2 бата. Тайланд. ; 2013 ;  ; Латунь ; AU ; 18 ; v_bond ; 18 
 4004 ; 20 бат. Тайланд. Встреча совета директоров Азиатского банка ; 2000 ;  ; Cu-Ni ; AU ; 17 ; kornum ; 159 
 4005 ; 20 бат. Тайланд. Первая премия ПРООН за достижения в развитии человеческой жизни ; 2001 ;  ; Cu-Ni ; AU ; 16 ; kornum ; 159 
 4006 ; 20 бат. Тайланд. 80 лет королю Раме IX ; 2007 ;  ; Cu-Ni ; AU ; 13 ; gusar ; 82 
 4007 ; 20 бат. Тайланд. 100 лет департаменту автомобильных дорог ; 2012 ;  ; Cu-Ni ; AU ; 23 ; kornum ; 159 
 4008 ; 20 бат. Тайланд. 75 лет со дня рождения королевы Сирикит ; 2007 ;  ; Cu-Ni ; AU ; 19 ; kornum ; 159 
 4009 ; 20 бат. Тайланд. 50 лет мира ; 1995 ;  ; Cu-Ni ; AU ; 15 ; kornum ; 167 
 4010 ; 20 бат. Тайланд. 100-летие тайских ж/д ; 1997 ;  ; Cu-Ni ; AU ; 17 ; kornum ; 159 
 4011 ; 20 бат. Тайланд. 84 года Государственному сбербанку ; 1997 ;  ; Cu-Ni ; AU ; 17 ; kornum ; 159 
 4012 ; 20 бат. Тайланд. 80 лет канцелярии премьер-министра ; 2012 ;  ; Cu-Ni ; AU ; 15 ; kornum ; 159 
 4013 ; 20 бат. Тайланд. 120 лет Мин Фин ; 1995 ;  ; Cu-Ni ; AU ; 21 ; kornum ; 159 
 4014 ; 20 бат. Тайланд. 60 лет разработке возобновляемых источников энергии ; 2013 ;  ; Cu-Ni ; AU ; 14 ; kornum ; 159 
 4015 ; 20 бат. Тайланд. 75 лет королю Раме IX ; 1999 ;  ; Cu-Ni ; AU ; 17 ; kornum ; 159 
 4016 ; 20 бат. Тайланд. 72 года основания Университета Касетсарт ; 2015 ;  ; Cu-Ni ; AU ; 26 ; igor26 ; 171 
 4017 ; 20 бат. Тайланд. 100 лет колледжу искусств ПО Чанг ; 2013 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 159 
 3918 ; 1/2 доллара. США ; 1969D ;  ; Ag ; XF+ ; 33 ; V-2 ; 216 
 3919 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF+ ; 15 ; Варзуга ; 301 
 3920 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF+ ; 19 ; Варзуга ; 300 
 3921 ; 5 фунтов. Великобритания. 50 лет принцу Уэльскому ; 1998 ;  ; Cu/Ni ; Proof ; 33 ; igor26 ; 714 
 3922 ; 6 секс евро ;  ;  ; Би/м ; AU ; 17 ; Kardinal71 ; 130 
 3923 ; 6 секс евро ;  ;  ; Би/м ; AU ; 12 ; Kardinal71 ; 153 
 3924 ; 6 секс евро ;  ;  ; Би/м ; AU ; 11 ; Kardinal71 ; 124 
 3925 ; 6 секс евро ;  ;  ; Би/м ; AU ; 13 ; Kardinal71 ; 130 
 3926 ; 6 секс евро ;  ;  ; Би/м ; AU ; 12 ; manson ; 133 
 3927 ; 6 секс евро ;  ;  ; Би/м ; AU ; 8 ; Kardinal71 ; 123 
 3928 ; 6 секс евро ;  ;  ; Би/м ; AU ; 8 ; Kardinal71 ; 123 
 3929 ; 6 секс евро ;  ;  ; Би/м ; AU ; 11 ; soouo ; 120 
 3930 ; 6 секс евро ;  ;  ; Би/м ; AU ; 8 ; Kardinal71 ; 123 
 3931 ; 6 секс евро ;  ;  ; Би/м ; AU ; 9 ; soouo ; 120 
 3932 ; 6 секс евро ;  ;  ; Би/м ; AU ; 12 ; manson ; 138 
 3933 ; 6 секс евро ;  ;  ; Би/м ; AU ; 12 ; manson ; 123 
 3934 ; 6 секс евро ;  ;  ; Би/м ; AU ; 9 ; soouo ; 120 
 3935 ; 6 секс евро ;  ;  ; Би/м ; AU ; 13 ; soouo ; 120 
 3936 ; 1 миллион карбованцев. Украина. Григорий Сковорода. Коробка, сертификат. Упаковка ; 1996 ;  ; Ag ; Proof ; 31 ; KHODOVNV77 ; 3985 
 3937 ; 10 гривен. Украина. Олимпиада. Коробка, сертификат ; 1999 ;  ; Ag ; Proof ; 14 ; KHODOVNV77 ; 2993 
 3938 ; 10 гривен. Украина. Олимпиада. Коробка, сертификат ; 1998 ;  ; Ag ; Proof ; 6 ; KHODOVNV77 ; 3001 
 3939 ; 10 гривен. Украина. Олимпиада. Коробка, сертификат ; 2003 ;  ; Ag ; Proof ; 7 ; himak ; 3062 
 3940 ; 1 фунт. Кипр. 50 лет Римскому договору.  В коробке с сертификатом ; 2007 ;  ; Ag ; Proof ; 16 ; kaa65 ; 1398 
 3941 ; 2 евро. Монако ; 2011 ;  ; Би/м ; AU ; 32 ; Blixa37 ; 6120 
 3942 ; 25 центов. Сейшеллы. Буклет ; 1977 ;  ; Cu-Ni,Br ; AU ; 17 ; Mikle777 ; 153 
 3943 ; 10 сентаво. Чили. Буклет ; 1979 ;  ; Al ; AU ; 15 ; Bronco ; 153 
 3944 ; 5 центов. Сингапур. Буклет ; 1979 ;  ; Cu-Ni ; AU ; 36 ; elena92 ; 129 
 3945 ; Набор монет Италии "Потолок Сикстинской капеллы", с сертификатом. В коробке: 50 лир (10шт) ;  ;  ; St ; XF/AU ; 61 ; miranda ; 2320 
 3946 ; Набор монет Мексика "Империя Инков", с сертификатом. В коробке: 1 песо (10шт) ;  ;  ; Cu-Ni ; AU ; 54 ; джокер ; 1326 
 3947 ; Набор монет США: 1/4 доллара (Штаты) 10шт. Коробка, сертфикат ; 2007-2008 ;  ; Cu-Ni, позолота ; AU ; 92 ; miranda ; 2661 
 3948 ; Набор монет Великобритании: 5 фунтов (4шт). В коробке ; 2009-2012 ;  ; Cu-Ni ; AU ; 46 ; Недорого ; 3189 
 3949 ; Набор монет США: 1/4 доллара (Штаты) 10шт. Коробка, сертфикат ; 2005 ;  ; Cu-Ni,Al ; AU ; 16 ; netys ; 331 
 3950 ; Набор монет Ватикана: 4шт. Буклет ; 1972 ;  ; StAl,Лат ; AU ; 38 ; t_v_v ; 232 
 3951 ; 1 крона. Остров Мэн. Корабль "Баунти". Конверт, марка ; 1989 ;  ; Cu-Ni ; AU ; 25 ; alex1974 ; 654 
 3952 ; Экю. Нидерланды. Конверт, марка ; 1996 ;  ; Cu-Ni ; AU ; 37 ; SKeeper ; 244 
 3953 ; Экю. Нидерланды. Конверт, марка ; 1995 ;  ; Cu-Ni ; AU ; 25 ; ВМШ ; 499 
 3954 ; 1 крона. Гибралтар. Олимпиада. Конверт, марка ; 1991 ;  ; Cu-Ni ; AU ; 36 ; Bronco ; 368 
 3955 ; 50 пенсов. Острова Святой Елены и Вознесения. На свадьбу. Конверт, марка ; 1986 ;  ; Cu-Ni ; AU ; 28 ; Bronco ; 329 
 3956 ; 25 песо. Мексика. Конверт, марка ; 1985 ;  ; Ag ; AU ; 22 ; aziya11 ; 342 
 3957 ; Лот монет Дании: 1 крона. Конверт, марка (4шт) ; 1985 ;  ; Cu-Ni ; AU ; 7 ; Vanka ; 225 
 3958 ; Набор из 2-х жетонов Германии. Миллениум ; 1999 ;  ; Ag ; Proof ; 12 ; елец ; 1433 
 3959 ; Набор монет Сан-Марино: 5,2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Буклет ; 2007 ;  ; би/м,Cu/St,Лат ; Unc ; 27 ; Димон777 ; 3162 
 3960 ; 2 евро. Сан-Марино. Галилео Галилей. Буклет ; 2005 ;  ; Би/м ; Unc ; 29 ; Sava05 ; 7652 
 3961 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Буклет ; 2003 ;  ; би/м,Cu/St,Лат ; Unc ; 39 ; Sava05 ; 1493 
 3962 ; 1/2 доллара. США. Джордж Вашингтон. Коробка, сертификат ; 1982 ;  ; Ag ; Proof ; 22 ; POUL ; 931 
 3963 ; Набор монет Нидерландов, Люксембурга и Италии (3шт): 2 евро. В буклете ; 2006,2007 ;  ; Би/м ; AU ; 24 ; Sava05 ; 600 
 3964 ; 2 гривны. Украина. Цикламен. В буклете ; 2014 ;  ; Cu/Ni, краска ; AU ; 26 ; Vol4en0k ; 402 
 3965 ; Набор монет Латвии, Бельгии и Греции (3шт): 2 евро. В буклете ; 2004-2008 ;  ; Би/м ; AU ; 13 ; кс ; 521 
 3966 ; 2 евро. Финляндия. Независимость. В буклете ; 2007 ;  ; Би/м ; AU ; 19 ; Xelper ; 918 
 3967 ; 20 рублей. Беларусь. Вячеслав Полоцкий. Сертификат ; 2005 ;  ; Ag ; Proof ; 17 ; варяг2004 ; 3124 
 3868 ; 1 доллар. США ; 1974D ;  ; Cu-Ni ; XF ; 8 ; heavy_fly ; 183 
 3869 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF- ; 18 ; елец ; 174 
 3870 ; 1 доллар. США ; 1977D ;  ; Cu-Ni ; XF ; 6 ; heavy_fly ; 183 
 3871 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 15 ; елец ; 174 
 3872 ; 1 доллар. США ; 1971D ;  ; Cu-Ni ; XF ; 8 ; heavy_fly ; 183 
 3873 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 10 ; елец ; 174 
 3874 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 5 ; heavy_fly ; 183 
 3875 ; 1 доллар. США ; 1971D ;  ; Cu-Ni ; XF- ; 11 ; елец ; 174 
 3876 ; 1 доллар. США ; 1974D ;  ; Cu-Ni ; XF ; 11 ; heavy_fly ; 183 
 3877 ; 1 доллар. США ; 1976D ;  ; Cu-Ni ; XF ; 5 ; heavy_fly ; 183 
 3878 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 10 ; елец ; 174 
 3879 ; 1 доллар. США ; 1976D ;  ; Cu-Ni ; VF+ ; 9 ; елец ; 174 
 3880 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 12 ; елец ; 174 
 3881 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF ; 25 ; елец ; 174 
 3882 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 15 ; heavy_fly ; 183 
 3883 ; 1 доллар. США ; 1971D ;  ; Cu-Ni ; VF-XF ; 14 ; елец ; 174 
 3884 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF ; 8 ; heavy_fly ; 183 
 3885 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF+ ; 14 ; елец ; 174 
 3886 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 14 ; елец ; 162 
 3887 ; 1 доллар. США ; 1971D ;  ; Cu-Ni ; XF ; 12 ; heavy_fly ; 183 
 3888 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF ; 13 ; елец ; 174 
 3889 ; 5 марок. ФРГ. ; 1974G ;  ; Ag ; XF ; 23 ; westof ; 255 
 3890 ; 5 марок. ФРГ. ; 1971G ;  ; Ag ; XF ; 24 ; westof ; 255 
 3891 ; 5 марок. ФРГ. ; 1972J ;  ; Ag ; VF-XF ; 19 ; zelya ; 242 
 3892 ; 5 марок. ФРГ. ; 1974D ;  ; Ag ; XF ; 15 ; westof ; 252 
 3893 ; 5 марок. ФРГ. ; 1974J ;  ; Ag ; XF ; 15 ; zelya ; 243 
 3894 ; 5 марок. ФРГ. ; 1971G ;  ; Ag ; XF+ ; 20 ; westof ; 250 
 3895 ; 5 марок. ФРГ. ; 1970G ;  ; Ag ; XF+ ; 26 ; xct ; 261 
 3896 ; 5 марок. ФРГ. ; 1974D ;  ; Ag ; XF+ ; 21 ; zelya ; 261 
 3897 ; 5 марок. ФРГ. Николай Коперник ; 1973J ;  ; Ag ; AU ; 21 ; 47154 ; 317 
 3898 ; 5 марок. ФРГ. Густав Стресеманн ; 1978D ;  ; Ag ; XF ; 13 ; paranoy ; 247 
 3899 ; 5 марок. ФРГ. Франкфуртский парламент ; 1973G ;  ; Ag ; AU ; 24 ; vihufa ; 280 
 3900 ; 5 марок. ФРГ. Год защиты европейских памяников ; 1975F ;  ; Ag ; AU ; 14 ; esacsa ; 311 
 3901 ; 5 марок. ФРГ. Клейст ; 1977G ;  ; Ag ; XF ; 18 ; vihufa ; 269 
 3902 ; 5 марок. ФРГ. Бальтазар Ньюманн ; 1978F ;  ; Ag ; XF+ ; 24 ; CASH ; 286 
 3903 ; 5 марок. ФРГ. 25 лет конституции ; 1974F ;  ; Ag ; XF+ ; 26 ; sneg ; 312 
 3904 ; 5 марок. ФРГ. Клейст ; 1977G ;  ; Ag ; XF+ ; 18 ; andy2012 ; 255 
 3905 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF+ ; 41 ; sneg ; 284 
 3906 ; 1/2 доллара. США ; 1967 ;  ; Ag ; AU ; 35 ; heavy_fly ; 364 
 3907 ; 1/2 доллара. США ; 1966 ;  ; Ag ; AU ; 44 ; heavy_fly ; 351 
 3908 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF ; 12 ; CASH ; 204 
 3909 ; 1/2 доллара. США ; 1969 ;  ; Ag ; XF+ ; 17 ; heavy_fly ; 216 
 3910 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 15 ; CASH ; 201 
 3911 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 33 ; collector64 ; 216 
 3912 ; 1/2 доллара. США ; 1965 ;  ; Ag ; XF+ ; 27 ; heavy_fly ; 327 
 3913 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF+ ; 30 ; moneta1924 ; 236 
 3914 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 23 ; heavy_fly ; 227 
 3915 ; 1/2 доллара. США ; 1969D ;  ; Ag ; XF+ ; 34 ; collector64 ; 259 
 3916 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 52 ; V-2 ; 290 
 3917 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 13 ; V-2 ; 244 
 3818 ; 5 раппен. Швейцария ; 1920 ;  ; Cu-Ni ; VF ; 6 ; 2605 ; 23 
 3819 ; 10 франков. Франция ; 1948 ;  ; Cu-Ni ; VF+ ; 10 ; Jek327 ; 26 
 3820 ; 5 франков Франция ; 1949 ;  ; Al ; VF+ ; 10 ; нормировщик9 ; 50 
 3821 ; 200000 марок. Германия. Нотгельд ; 1923J ;  ; Al ; VF+ ; 96 ; gandy ; 900 
 3822 ; 50 пфеннигов. Германия ; 1940A ;  ; Al ; VF+ ; 25 ; игорь 222 ; 419 
 3823 ; 50 пфеннигов. Веймар ; 1919A ;  ; Al ; VF ; 19 ; gandy ; 55 
 3824 ; 50 юаней. Тайвань ; 1996 ;  ; Би/м ; XF ; 12 ; kornum ; 91 
 3825 ; 10 франков. Монако ; 1998 ;  ; Би/м ; XF ; 14 ; gandy ; 259 
 3826 ; 5 долларов. Зимбабве ; 2001 ;  ; Би/м ; XF ; 54 ; Mikle777 ; 157 
 3827 ; 1 крона. Эстония ; 2008 ;  ; латунь ; VF+ ; 12 ; Jek327 ; 20 
 3828 ; 100 песет. Испания ; 1999 ;  ; латунь ; XF ; 14 ; DVZ ; 40 
 3829 ; 50 сантимов. Франция ; 1927 ;  ; латунь ; XF ; 16 ; нормировщик9 ; 53 
 3830 ; 100 песет. Испания ; 1995 ;  ; латунь ; XF- ; 15 ; ВЯЗЪ ; 40 
 3831 ; 10 марок. Финляндия ; 1932 ;  ; латунь ; VF-XF ; 29 ; Rosomaha ; 150 
 3832 ; 5 марок. Финляндия ; 1992 ;  ; латунь ; AU ; 25 ; vihufa ; 45 
 3833 ; 50 сантимов. Франция ; 1963 ;  ; латунь ; XF ; 26 ; нормировщик9 ; 71 
 3834 ; 1 крона. Дания ; 1948 ;  ; латунь ; VF-XF ; 14 ; Rosomaha ; 70 
 3835 ; 50 крон. Исландия ; 1987 ;  ; латунь ; VF+ ; 7 ; teso ; 51 
 3836 ; 25 сантимов. Испания ; 1994 ;  ; латунь ; XF ; 11 ; ВЯЗЪ ; 32 
 3837 ; 5 пфеннигов. Германия ; 1938D ;  ; латунь ; XF ; 28 ; vlad_49 ; 512 
 3838 ; 1 сенти. Лесото ; 1992 ;  ; латунь ; XF+ ; 17 ; v_bond ; 42 
 3839 ; 10 пфеннигов. Веймар ; 1924 ;  ; латунь ; VF+ ; 16 ; sneg ; 74 
 3840 ; 100 песет.Испания ; 1997 ;  ; латунь ; VF+ ; 11 ; ВЯЗЪ ; 42 
 3841 ; 20 пенни. Ирландия ; 1986 ;  ; латунь ; VF ; 18 ; d-master ; 54 
 3842 ; 20 марок. Финляндия ; 1935 ;  ; латунь ; VF-XF ; 36 ; нормировщик9 ; 255 
 3843 ; 5 марок. Финляндия ; 1972 ;  ; латунь ; XF ; 16 ; vihufa ; 77 
 3844 ; 1 раппен. Швейцария ; 1936 ;  ; Br ; VF ; 46 ; русман ; 340 
 3845 ; 2 пенни. Иралндия ; 1979 ;  ; Br ; XF ; 13 ; d-master ; 37 
 3846 ; 1 раппен. Швейцария ; 1966 ;  ; Br ; XF ; 10 ; aralsk ; 45 
 3847 ; 1 эре. Норвегия ; 1992 ;  ; Br ; XF ; 26 ; $$$ ; 279 
 3848 ; Фартинг. Великобритания ; 1920 ;  ; Br ; VF ; 12 ; Shera ; 25 
 3849 ; 1 эре. Дания ; 1921 ;  ; Br ; VF ; 9 ; yourius ; 102 
 3850 ; 5 эре. Норвегия ; 1896 ;  ; Br ; VF- ; 23 ; natpulkovo ; 259 
