 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 4022 ; 100 песо. Чили ; 1998 ;  ; Br ; XF ; 10 ; kornum ; 57 
 4023 ; 1 пенни. Финляндия ; 1924 ;  ; Br ; XF ; 8 ; кот баюн ; 55 
 4024 ; 1 сен. Япония ;  ;  ; Br ; VF ; 13 ; Shera ; 79 
 4025 ; 1 пенни. Джерси ; 1990 ;  ; Br ; VF ; 8 ; кот баюн ; 36 
 4026 ; 1 пенни. Нигерия ; 1959 ;  ; Br ; VF ; 11 ; кот баюн ; 61 
 4027 ; 1 эре. Швеция ; 1905 ;  ; Br ; VF ; 16 ; кот баюн ; 82 
 4028 ; 1 пенни. Австралия ; 1927 ;  ; Br ; VF ; 5 ; кот баюн ; 55 
 4029 ; 1 цент. сША ; 1894 ;  ; Br ; VF ; 17 ; Oleht ; 1001 
 4030 ; 2 эре. Дания ; 1920 ;  ; Br ; F-VF ; 12 ; banks ; 90 
 4031 ; 10 чентезимо. Италия ; 1921 ;  ; Br ; VF ; 26 ; av ; 105 
 4032 ; 2 эре. Дания ; 1907 ;  ; Br ; VF ; 20 ; yourius ; 199 
 4033 ; 1 пенни. Великобритания ; 1899 ;  ; Br ; F-VF ; 25 ; Lena6975 ; 130 
 4034 ; 1/4 эре. Швеция ; 1653 ;  ; Br ; F+ ; 25 ; dsp ; 453 
 4035 ; 1/2 эре. Швеция ; 1857 ;  ; Br ; F-VF ; 33 ; Rosomaha ; 255 
 4036 ; 2 раппен Швейцария ; 1963 ;  ; Br ; VF ; 7 ; yourius ; 51 
 4037 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF ; 34 ; heavy_fly ; 118 
 4038 ; 2 филлера. Венгрия ; 1935 ;  ; Br ; VF ; 13 ; Александр007 ; 59 
 4039 ; 1 сантим. Бельгия ; 1901 ;  ; Br ; VF ; 16 ; banks ; 88 
 4040 ; Жетон? Монета ;  ;  ; Br ; VF ; 89 ; Недорого ; 404 
 4041 ; 1 пфенниг. Германия ; 1876A ;  ; Br ; F-VF ; 17 ; bva150979 ; 207 
 4042 ; Газовый жетон. Финляндия ; 1925 ;  ; Br ; VF ; 44 ; dsp ; 210 
 4043 ; 1/2 скиллинга. Дания ; 1867 ;  ; Br ; F-VF ; 40 ; kergudu ; 298 
 4044 ; 2 пфеннига. Веймар ; 1925A ;  ; Br ; VF ; 10 ; alexey_s ; 38 
 4045 ; 1/2 цента. Нидерланды ; 1903 ;  ; Br ; VF- ; 15 ; jj ; 152 
 4046 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF ; 18 ; архыз ; 148 
 4047 ; Дуит. Нидерланды ; 1736 ;  ; Br ; F ; 9 ; Враг ; 104 
 3948 ; 1 фартинг. Великобритания ; 1944 ;  ; Br ; VF ; 21 ; ForNum77 ; 31 
 3949 ; 10 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; VF ; 13 ; ForNum77 ; 35 
 3950 ; 5 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; VF ; 12 ; 312 ; 36 
 3951 ; 50 евроцентов. Ватикан ; 2011 ;  ; Латунь ; AU ; 60 ; bcg ; 368 
 3952 ; 2 евро. Италия. 150 лет обединеию ; 2011 ;  ; Би/м ; XF ; 18 ; кот баюн ; 160 
 3953 ; 2 евро Монако ; 2013 ;  ; Би/м ; AU ; 19 ; bcg ; 341 
 3954 ; 2 евро. Италия. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; AU ; 14 ; v_bond ; 213 
 3955 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 9 ; как только ; 199 
 3956 ; 2 евро. Франция. 70 лет 1МВ ; 2014 ;  ; Би/м ; AU ; 11 ; archontbk ; 237 
 3957 ; 50 евроцентов. Италия ; 2002 ;  ; Лат ; XF ; 24 ; ForNum77 ; 55 
 3958 ; 50 евроцентов. Сан-Марино ; 2014 ;  ; Лат ; AU ; 45 ; dencon ; 153 
 3959 ; 50 евроцентов. Эстония ; 2011 ;  ; Лат ; AU ; 13 ; NAS2012 ; 38 
 3960 ; 50 евроцентов. Люксембург ; 2012 ;  ; Лат ; AU ; 44 ; nivva ; 155 
 3961 ; 50 евроцентов. Словакия ; 2009 ;  ; Лат ; AU ; 25 ; dencon ; 135 
 3962 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; VF ; 32 ; ed1 ; 228 
 3963 ; 1 доллар. Багамы ; 1966 ;  ; Ag ; XF ; 48 ; Hamlet ; 699 
 3964 ; 1 доллар. Канада ; 1965 ;  ; Ag ; XF ; 31 ; skirill ; 649 
 3965 ; 100 марок. Финляндия. 85 лет независимости ; 1992 ;  ; Ag ; XF ; 30 ; vesta78 ; 656 
 3966 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 26 ; molchok2015 ; 357 
 3967 ; 2 евро. Испания ; 2011 ;  ; Би/м ; AU ; 12 ; molchok2015 ; 201 
 3968 ; 2 евро. Германия. Гамбург ; 2008 ;  ; Би/м ; XF ; 20 ; dsp ; 235 
 3969 ; 2 евро. Люксембург ; 2009 ;  ; Би/м ; AU ; 47 ; Blixa37 ; 543 
 3970 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF-XF ; 22 ; sever55 ; 100 
 3971 ; 5 центов. США ; 1936 ;  ; Cu-Ni ; VF ; 15 ; жора ; 51 
 3972 ; 5 центов. США ; 1936 ;  ; Cu-Ni ; VF ; 28 ; Папа с рацией ; 51 
 3973 ; 1/2 кроны. Великобритания ; 1945 ;  ; Ag ; XF ; 27 ; Чашник ; 591 
 3974 ; 2 фунта. Мальта ; 1972 ;  ; Ag ; XF ; 44 ; bva150979 ; 1326 
 3975 ; 30 драхм. Греция. На свадьбу ; 1964 ;  ; Ag ; XF ; 14 ; Monata ; 609 
 3976 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF ; 16 ; Gyron ; 195 
 3977 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF+ ; 25 ; Чашник ; 164 
 3978 ; 1/4 гульдена. Нидерландская Индия ; 1942 ;  ; Ag ; VF-XF ; 42 ; 47154 ; 160 
 3979 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF ; 11 ; матрос1973 ; 215 
 3980 ; 1/10 гульдена. Нидерландская Индия ; 1942 ;  ; Ag ; XF ; 20 ; 47154 ; 131 
 3981 ; 1 шиллинг. Великобритания ; 1943 ;  ; Ag ; VF ; 14 ; t_v_v ; 123 
 3982 ; 1 шиллинг. Великобритания ; 1946 ;  ; Ag ; VF ; 18 ; DaMon15 ; 155 
 3983 ; 1 эре. Швеция. Отверстие ; 1722 ;  ; Ag ; F ; 21 ; Александр007 ; 372 
 3984 ; 5 марок. ФРГ. Теодор Фонтане ; 1969G ;  ; Ag ; VF-XF ; 17 ; pavlovich11111 ; 230 
 3985 ; 10 центов. Британская Малайя ; 1941 ;  ; Ag ; VF ; 37 ; alehandr ; 153 
 3986 ; 1 песо. Мексика ; 1960 ;  ; Ag ; VF ; 21 ; dudinjohn ; 306 
 3987 ; 10 франков. Франция ; 1968 ;  ; Ag ; XF ; 33 ; pavlovich11111 ; 927 
 3988 ; 1/2 кроны. Великобритания ; 1918 ;  ; Ag ; VF+ ; 21 ; DaMon15 ; 827 
 3989 ; 100 крон. Чехословакия. Карловский университет ; 1948 ;  ; Ag ; XF ; 44 ; Vol4en0k ; 446 
 3990 ; 1/2 кроны. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 25 ; DaMon15 ; 289 
 3991 ; 2 шиллинга. Великобритания ; 1943 ;  ; Ag ; VF ; 21 ; Elizium ; 250 
 3992 ; 1 песо. Мексика ; 1947 ;  ; Ag ; VF-XF ; 54 ; sahakala ; 544 
 3993 ; 2 кроны. Эстония ; 1930 ;  ; Ag ; VF ; 19 ; Gyron ; 512 
 3994 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; XF ; 32 ; CASH ; 402 
 3995 ; 10 марок. ФРГ. Орден "За заслуги" ; 1992D ;  ; Ag ; XF ; 32 ; CASH ; 403 
 3996 ; 1000 лир. Ватикан ; 1978 ;  ; Ag ; XF ; 59 ; dudinjohn ; 1129 
 3997 ; 5 крон. Швеция. 150 лет ; 1959 ;  ; Ag ; XF ; 23 ; Волк33 ; 465 
 3898 ; 1/2 доллара. США. Франклин ; 1963D ;  ; Ag ; AU ; 40 ; ZET ; 584 
 3899 ; 1 дайм. США. Меркурий ; 1945 ;  ; Ag ; AU ; 44 ; hugo ; 259 
 3900 ; 1 дайм. США. Меркурий ; 1943S ;  ; Ag ; AU ; 29 ; heavy_fly ; 185 
 3901 ; 1 дайм. США. Меркурий ; 1943D ;  ; Ag ; AU ; 40 ; hugo ; 224 
 3902 ; 1 дайм. США. Меркурий ; 1942 ;  ; Ag ; AU ; 32 ; maksud ; 234 
 3903 ; 1 дайм. США. Меркурий ; 1939D ;  ; Ag ; AU ; 31 ; hugo ; 363 
 3904 ; 1 дайм. США. Меркурий ; 1941 ;  ; Ag ; AU ; 42 ; maksud ; 248 
 3905 ; 1 дайм. США. Меркурий ; 1944D ;  ; Ag ; AU ; 40 ; hugo ; 234 
 3906 ; 1 дайм. США. Меркурий ; 1941S ;  ; Ag ; AU ; 26 ; hugo ; 244 
 3907 ; 1/12 шиллинга. Джерси. 900 лет нормандского завоевания Англии ; 1966 ;  ; Br ; AU ; 9 ; edgar ; 102 
 3908 ; 5 центов. США. Джефферсон ; 1962 ;  ; Cu/Ni ; AU ; 30 ; heavy_fly ; 83 
 3909 ; 5 центов. США. Джефферсон ; 1964 ;  ; Cu/Ni ; AU ; 43 ; heavy_fly ; 93 
 3910 ; 3 кроны. Чехословакии ; 1966 ;  ; Cu-Ni ; VF-XF ; 71 ; maleevsw ; 449 
 3911 ; 2 злотых. Польша. ; 2004 ;  ; Al/Br ; AU ; 47 ; kvs ; 157 
 3912 ; 2 злотых. Польша. ; 2006 ;  ; Al/Br ; AU ; 20 ; Папа с рацией ; 87 
 3913 ; 2 злотых. Польша. ; 2005 ;  ; Al/Br ; AU ; 34 ; kvs ; 160 
 3914 ; 2 злотых. Польша. ; 2006 ;  ; Al/Br ; AU ; 28 ; kvs ; 141 
 3915 ; 10 гульденов. Нидерланды.Джордж Маршалл ; 1997 ;  ; Ag ; XF ; 31 ; smel ; 724 
 3916 ; 10 гульденов. Нидерланды ; 1970 ;  ; Ag ; XF ; 31 ; Rosomaha ; 695 
 3917 ; 5 евро. Нидерланды. Расширение ЕС ; 2004 ;  ; Ag ; XF ; 16 ; SKeeper ; 468 
 3918 ; 10 евро. Нидерланды. Рождение принцессы Катарины Амалии ; 2004 ;  ; Ag ; XF ; 47 ; ремпутьмаш ; 910 
 3919 ; 50 шиллингов. Австрия. Франц Шуберт ; 1978 ;  ; Ag ; XF ; 37 ; askery ; 545 
 3920 ; 10 гульденов. Нидерланды. Миллениум ; 2000 ;  ; Ag ; XF ; 39 ; Rober ; 521 
 3921 ; 5 евро. Нидерланды ; 2004 ;  ; Ag ; XF ; 22 ; SKeeper ; 511 
 3922 ; 1 гульден. Нидерланды ; 1980 ;  ; Cu/Ni ; XF ; 34 ; Vanka ; 96 
 3923 ; 2 1/2 гульдена. Нидерланды ; 1980 ;  ; Cu/Ni ; XF ; 9 ; Вованыч ; 104 
 3924 ; 2 1/2 гульдена. Нидерланды ; 1979 ;  ; Cu/Ni ; XF ; 10 ; bva150979 ; 114 
 3925 ; 5 гульденов. Нидерланды ; 2000 ;  ; Лат ; XF ; 32 ; gusar ; 185 
 3926 ; 1 гульден. Нидерланды ; 2001 ;  ; Cu/Ni ; XF ; 28 ; gusar ; 113 
 3927 ; 2 евро. Финляндия ; 2009 ;  ; Би/м ; XF ; 15 ; кот баюн ; 137 
 3928 ; 2 евро. Испания ; 2014 ;  ; Би/м ; XF ; 18 ; Димон777 ; 230 
 3929 ; 1 доллар (1 унция серебра). США ; 2014 ;  ; Ag ; AU ; 24 ; murew ; 1484 
 3930 ; 2 кроны. Швеция ; 1954 ;  ; Ag ; XF ; 21 ; -IROKEZ- ; 206 
 3931 ; 2 кроны. Швеция ; 1965 ;  ; Ag ; XF ; 30 ; CASH ; 202 
 3932 ; 2 кроны. Швеция ; 1966 ;  ; Ag ; XF ; 22 ; if-pechat ; 202 
 3933 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; XF ; 9 ; aziya11 ; 186 
 3934 ; 2 кроны. Швеция ; 1946 ;  ; Ag ; VF ; 12 ; aziya11 ; 173 
 3935 ; 2 лата. Латвия ; 1925 ;  ; Ag ; XF ; 37 ; ZET ; 376 
 3936 ; 2 лата. Латвия ; 1925 ;  ; Ag ; XF ; 26 ; AKrav ; 378 
 3937 ; 2 лата. Латвия ; 1926 ;  ; Ag ; XF ; 18 ; VAZ-2107 ; 357 
 3938 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 54 ; ZET ; 635 
 3939 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 20 ; VAZ-2107 ; 236 
 3940 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 18 ; VAZ-2107 ; 235 
 3941 ; 1 стивер. Колонии Эссекьюбо и Димарейру. Токен ; 1813 ;  ; Cu ; VF- ; 22 ; HARDCOROV ; 1247 
 3942 ; 1 пенни. Великобритания ; 1807 ;  ; Br ; VF- ; 21 ; Хаа ; 729 
 3943 ; 1/2 доллара. США. Карвер, Букер ; 1953 ;  ; Ag ; AU ; 31 ; blaster40 ; 851 
 3944 ; 5 фравнков. Джибуити ; 1991 ;  ; Al ; AU ; 32 ; -IROKEZ- ; 77 
 3945 ; 2 доллара. Гон Конг ; 1993 ;  ; Cu/Ni ; XF- ; 18 ; -IROKEZ- ; 24 
 3946 ; 1 лира. Италия ; 1922 ;  ; Cu/Ni ; VF ; 26 ; -IROKEZ- ; 104 
 3947 ; 1 фартинг. Великобритания ; 1931 ;  ; Br ; VF ; 21 ; -IROKEZ- ; 57 
 3848 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 3 ; Mike! ; 251 
 3849 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 12 ; Monata ; 402 
 3850 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 16 ; Папа с рацией ; 327 
 3851 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 1 ; Mike! ; 244 
 3852 ; 20 вон. Северная Корея. Обезьяны ; 2004 ;  ; Латунь ; Proof ; 1 ; Mike! ; 245 
 3853 ; 20 вон. Северная Корея. Обезьяны ; 2004 ;  ; Латунь ; Proof ; 4 ; Mike! ; 276 
 3854 ; 20 вон. Северная Корея. Обезьяны ; 2004 ;  ; Латунь ; Proof ; 4 ; Mike! ; 276 
 3855 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 1 ; Mike! ; 249 
 3856 ; 20 вон. Северная Корея. Корабль ; 2003 ;  ; Латунь ; Proof ; 6 ; Mike! ; 276 
 3857 ; 5 франков. Франция ; 1869 ;  ; Ag ; XF ; 32 ; coolpeppers ; 1913 
 3858 ; 5 франков. Франция ; 1973 ;  ; Cu-Ni ; AU ; 7 ; ForNum77 ; 51 
 3859 ; 1 марка. ФРГ ; 1971D ;  ; Cu-Ni ; XF ; 25 ; ForNum77 ; 51 
 3860 ; 1 эре. Дания ; 1930 ;  ; Br ; XF ; 7 ; кот баюн ; 12 
 3861 ; 5 эре. Дания ; 1959 ;  ; Zn ; VF ; 7 ; кот баюн ; 12 
 3862 ; 5 эре. Дания ; 1959 ;  ; Zn ; VF ; 3 ; кот баюн ; 12 
 3863 ; 1 шиллинг. Великобритания ; 1950 ;  ; Cu-Ni ; AU ; 21 ; ForNum77 ; 31 
 3864 ; 1 шиллинг. Великобритания ; 1950 ;  ; Cu-Ni ; XF ; 21 ; ForNum77 ; 39 
 3865 ; 1 доллар. Австралия. Австралийские Кукабарра ; 2015 ;  ; Ag999 ; Unc ; 23 ; salim ; 1333 
 3866 ; 2 кроны. Дания. На серебряную свадьбу ; 1923 ;  ; Ag ; AU ; 46 ; Wolod`ka ; 1317 
 3867 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu/Ni ; AU ; 57 ; NAS2012 ; 338 
 3868 ; 1 марка. ФРГ ; 1950J ;  ; Cu-Ni ; XF- ; 34 ; ForNum77 ; 50 
 3869 ; 5 эре. Дания ; 1957 ;  ; Zn ; VF- ; 4 ; 312 ; 12 
 3870 ; 10 марок. Финляндия. 60 лет независимости Финляндии ; 1967 ;  ; Ag ; AU ; 7 ; СТРЕКОЗА ; 611 
 3871 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF ; 5 ; blaster40 ; 305 
 3872 ; 1 крона. Дания ; 1892 ;  ; Ag ; F-VF ; 38 ; Виктор Ф ; 430 
 3873 ; 1 крона. Дания ; 1875 ;  ; Ag ; F-VF ; 55 ; vb96 ; 463 
 3874 ; 1 крона. Швеция ; 1949 ;  ; Ag ; XF ; 5 ; if-pechat ; 128 
 3875 ; 50 эре. Швеция ; 1953 ;  ; Ag ; VF ; 11 ; if-pechat ; 90 
 3876 ; 25 центв. Канада ; 1963 ;  ; Ag ; XF- ; 24 ; kuder ; 203 
 3877 ; 50 сентесимо. Уругвай ; 1943 ;  ; Ag ; VF+ ; 9 ; vesta78 ; 276 
 3878 ; 5 пиастров. Египет ; 20в ;  ; Ag ; VF ; 25 ; ivn ; 309 
 3879 ; 10 сентесимо. Уругвай ; 1928 ;  ; Ag ; VF- ; 25 ; вулканолог ; 189 
 3880 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; VF-XF ; 13 ; ек ; 175 
 3881 ; 1/4 гульдена. Нидерландская Индия ; 1907 ;  ; Ag ; VF ; 15 ; vb96 ; 203 
 3882 ; Дайм. США ; 1926 ;  ; Ag ; VF ; 10 ; oleghh7 ; 129 
 3883 ; Дайм. США ; 1935 ;  ; Ag ; VF-XF ; 11 ; нв1975 ; 147 
 3884 ; Дайм. США ; 1916 ;  ; Ag ; VF- ; 13 ; кот баюн ; 136 
 3885 ; Дайм. США ; 1923S ;  ; Ag ; VF ; 15 ; oleghh7 ; 133 
 3886 ; Дайм. США ; 1946 ;  ; Ag ; XF- ; 17 ; Христ ; 136 
 3887 ; 100 лир. Италия ; 1964 ;  ; St ; XF+ ; 3 ; ек ; 12 
 3888 ; 100 лир. Италия ; 1968 ;  ; St ; XF+ ; 7 ; ForNum77 ; 30 
 3889 ; 50 лир. Италия ; 1969 ;  ; St ; XF+ ; 3 ; ек ; 12 
 3890 ; 50 лир. Италия ; 1966 ;  ; St ; XF+ ; 7 ; ForNum77 ; 30 
 3891 ; 50 миллионов марок. Германия Вестфалия. Нотгельд ; 1923 ;  ; Al ; VF ; 13 ; alexey_s ; 700 
 3892 ; 10000 марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Al/Br ; VF ; 8 ; Mike! ; 867 
 3893 ; 1 доллар. США ; 1922 ;  ; Ag ; AU ; 23 ; niko1968 ; 1430 
 3894 ; 1 доллар. США ; 1923 ;  ; Ag ; AU ; 23 ; кент ; 1405 
 3895 ; 1 доллар. США ; 1924 ;  ; Ag ; AU ; 37 ; heavy_fly ; 1163 
 3896 ; 1 доллар. США ; 1925 ;  ; Ag ; AU ; 24 ; blaster40 ; 1401 
 3897 ; 1/2 доллара. США. Франклин ; 1963 ;  ; Ag ; AU ; 29 ; blaster40 ; 433 
 3798 ; 3 пенса. Южная Африка ; 1952 ;  ; Ag ; F-VF ; 1 ; Mike! ; 111 
 3799 ; 2 гривны. Украина. Нац музей им Чейковского ; 2013 ;  ; Cu-Ni ; AU ; 16 ; heavy_fly ; 257 
 3800 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 254 
 3801 ; 6 пенсов. Южная Африка ; 1937 ;  ; Ag ; VF ; 31 ; Mike! ; 161 
 3802 ; 5 центов. Гон-Конг ; 1899 ;  ; Ag ; F ; 10 ; ЛБС ; 347 
 3803 ; 25 центов. Канада ; 1959 ;  ; Ag ; VF- ; 7 ; Mike! ; 197 
 3804 ; 2 гривны. Украина. Митрополит Василь Липкивский ; 2014 ;  ; Cu-Ni ; AU ; 35 ; mart_si ; 397 
 3805 ; 100 песет. Испания ; 1980 ;  ; Cu-Ni ; AU ; 27 ; Mike! ; 173 
 3806 ; 3 пенса. ЮАР ; 1933 ;  ; Ag ; VF- ; 6 ; Mike! ; 159 
 3807 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; VF- ; 1 ; Mike! ; 123 
 3808 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 28 ; sibirian ; 402 
 3809 ; 5 гривен. Украина. Херсонская область ; 2014 ;  ; Би/м ; AU ; 6 ; Mike! ; 356 
 3810 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 12 ; mart_si ; 287 
 3811 ; 5 гривен. Украина. 1025-летие Крещения Руси ; 2013 ;  ; Cu-Ni ; AU ; 29 ; Mike! ; 474 
 3812 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF+ ; 3 ; Mike! ; 117 
 3813 ; 2 гривны. Украина. Георгий Воронин ; 2008 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 150 
 3814 ; 10 эре. Швеция ; 1934 ;  ; Ag ; VF+ ; 9 ; кот баюн ; 79 
 3815 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu-Ni ; AU ; 9 ; bcg ; 258 
 3816 ; 10 писо. Филиппины. Революция ; 1988 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 123 
 3817 ; 2 гривны. Украина. Дрофа ; 2013 ;  ; Cu-Ni ; AU ; 18 ; Mike! ; 601 
 3818 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 178 
 3819 ; 10 марок. ГДР. 1 мая ; 1990 ;  ; Cu-Ni ; XF ; 19 ; Mike! ; 363 
 3820 ; 20 франков. Французская Полинезия ; 1979 ;  ; Cu-Ni ; XF ; 11 ; SKeeper ; 116 
 3821 ; 25 центов. Нидерланды ; 1919 ;  ; Ag ; VF ; 12 ; Mike! ; 155 
 3822 ; 2 гривны. Украина. Симон Петлюра ; 2009 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 340 
 3823 ; 200000 карбованцев. Украина. Севастополь - город-герой ; 1995 ;  ; Cu-Ni ; Proof ; 23 ; micha17 ; 1134 
 3824 ; 5 гривен. Украина. Херсонская область ; 2014 ;  ; Би/м ; AU ; 8 ; Mike! ; 393 
 3825 ; 5 гривен. Украина. Мотор-сич ; 2007 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 222 
 3826 ; 1 крона. Остров Мэн. Кошка ; 1988 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 282 
 3827 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 200 
 3828 ; 5 гривен. Украина. Дендрологический парк ; 2008 ;  ; Cu-Ni ; AU ; 38 ; NAS2012 ; 363 
 3829 ; 5 гривен. Украина. Тернопольская область ; 2014 ;  ; Би/м ; AU ; 21 ; Mike! ; 359 
 3830 ; 5 гривен. Украина. Чистая вода ; 2007 ;  ; Би/м ; AU ; 11 ; Mike! ; 244 
 3831 ; 5 гривен. Украина. Чигирин ; 2012 ;  ; Cu-Ni ; AU ; 17 ; heavy_fly ; 299 
 3832 ; 3 евро. Словения. Любляна - столица книги ; 2010 ;  ; Би/м ; AU ; 18 ; bcg ; 326 
 3833 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 4 ; Mike! ; 305 
 3834 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 9 ; micha17 ; 272 
 3835 ; 2 гривны. Украина. Серж Лифар ; 2004 ;  ; Cu-Ni ; AU ; 17 ; heavy_fly ; 304 
 3836 ; 5 гривен. Украина. Будинок Химерами ; 2013 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 222 
 3837 ; 2,5 эскудо. Португалия ; 1940 ;  ; Ag ; VF- ; 28 ; кот баюн ; 201 
 3838 ; 5 гривен. Украина. Николаев ; 2009 ;  ; Cu-Ni ; AU ; 25 ; Mike! ; 371 
 3839 ; 5 гривен. Украина. 500 лет Казацким поселениям ; 2005 ;  ; Cu-Ni ; AU ; 19 ; dinkini ; 268 
 3840 ; 10 эре. Швеция ; 1907 ;  ; Ag ; VF- ; 15 ; кот баюн ; 123 
 3841 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 1 ; Mike! ; 234 
 3842 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 1 ; Mike! ; 235 
 3843 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 1 ; Mike! ; 236 
 3844 ; 20 вон. Северная Корея. Косатка ; 2001 ;  ; Латунь ; Proof ; 18 ; Mike! ; 347 
 3845 ; 20 вон. Северная Корея. Корабль ; 2003 ;  ; Латунь ; Proof ; 5 ; Mike! ; 276 
 3846 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 1 ; Mike! ; 239 
 3847 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 1 ; Mike! ; 240 
 3748 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; XF ; 1 ; Mike! ; 111 
 3749 ; 3 пфеннига. Пруссия ; 1823D ;  ; Cu ; F ; 1 ; Mike! ; 111 
 3750 ; Жетон Spiel marke ;  ;  ; Al/Br ; F-VF ; 1 ; Mike! ; 111 
 3751 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF- ; 3 ; Mike! ; 164 
 3752 ; 5 марок. Шлезвиг-Гольштейн ; 1923 ;  ; al ; FV-F ; 3 ; Mike! ; 240 
 3753 ; 5 марок. ГДР. Церковь Катарины ; 1989A ;  ; Cu-Ni ; XF+ ; 19 ; Пурки Драго ; 348 
 3754 ; 25 пфеннигов. Германия ; 1910 ;  ; Cu-Ni ; VF-XF ; 22 ; bva150979 ; 658 
 3755 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; XF ; 1 ; Mike! ; 111 
 3756 ; 1 цент. Гон-Конг ; 1933 ;  ; Br ; VF ; 1 ; Mike! ; 123 
 3757 ; 10 марок. Шлезвиг-Гольштейн ; 1923 ;  ; al ; F-VF ; 1 ; Mike! ; 200 
 3758 ; 10 пфеннигов. Германия. Нотгельд.  Кобленц ; 1918 ;  ; Fe ; F ; 4 ; ЛБС ; 155 
