 5828 ; Бона иностранная. Куба ; 1896 ;  ;  ;  ; 29 ; umbrella ; 340 
 3026 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF ; 25 ; fedor880v ; 102 
 3027 ; 5 центов. Канада ; 1898 ;  ; Ag ; VF- ; 53 ; stamukha ; 400 
 3028 ; 6 мариенгрошей. Брауншвейг-Вольфенбюттель ; 1786 ;  ; Ag ; VF ; 70 ; SEVEN ; 1134 
 3029 ; 1/12 талера. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1719 ;  ; Ag ; F+ ; 54 ; WikiLeaks ; 567 
 3030 ; 4 мариенгроша. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1705 ;  ; Ag ; VF- ; 42 ; mkm1968 ; 612 
 3031 ; 2 мариенгроша. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1699 ;  ; Ag ; VF- ; 46 ; mkm1968 ; 592 
 2932 ; 50 эре. Гренландия ; 1926 ;  ; Al/Br ; XF ; 48 ; Sky2 ; 1092 
 2933 ; 1 крона. Гренландия ; 1964 ;  ; Cu-Ni ; XF ; 32 ; cboker ; 797 
 2934 ; 2 скиллинга. Дания ; 1848 ;  ; Ag ; VF+ ; 52 ; shest ; 1326 
 2935 ; 1 доллар. США ; 1921 ;  ; Ag ; VF-XF ; 18 ; Klevakin2005 ; 1380 
 2936 ; 1 доллар. США ; 1888 ;  ; Ag ; VF-XF ; 38 ; Plumber ; 1844 
 2937 ; 5 лир. Италия ; 1877 ;  ; Ag ; VF-XF ; 30 ; суслик ; 2221 
 2938 ; 5 песет. Испания ; 1891 ;  ; Ag ; VF ; 20 ; Мери ; 1097 
 2939 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF+ ; 15 ; VelesDS ; 1077 
 2940 ; 5 песет. Испания ; 1896 ;  ; Ag ; VF-XF ; 32 ; Колян ; 1317 
 2941 ; 5 песет. Испания ; 1884 ;  ; Ag ; VF+ ; 10 ; КВАКОЗЯБРА ; 1097 
 2942 ; 20 крейцеров. Австрия ; 1787 ;  ; Ag ; VF ; 24 ; fedor880v ; 408 
 2943 ; 20 крейцеров. Австрия ; 1811 ;  ; Ag ; VF ; 22 ; fedor880v ; 456 
 2944 ; 20 крейцеров. Австрия ; 1808 ;  ; Ag ; VF ; 45 ; fedor880v ; 441 
 2945 ; 20 крейцеров. Австрия ; 1758 ;  ; Ag ; VF ; 30 ; WikiLeaks ; 568 
 2946 ; 20 крейцеров. Австрия ; 1831 ;  ; Ag ; VF ; 30 ; fedor880v ; 422 
 2947 ; 1 доллар. США ; 1926 ;  ; Ag ; VF-XF ; 25 ; umbrella ; 1465 
 2948 ; 10 марок. ФРГ. 800 лет Тевтонскому ордену ; 1990J ;  ; Ag ; AU ; 12 ; air ; 512 
 2949 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972F ;  ; Ag ; XF+ ; 17 ; Новик ; 444 
 2950 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; XF+ ; 13 ; наташа2712 ; 365 
 2951 ; 10 марок. ФРГ. 150 лет ордену "За заслуги" ; 1992D ;  ; Ag ; XF ; 22 ; Мери ; 426 
 2952 ; 10 марок. ФРГ. Кати Кольвитц ; 1992G ;  ; Ag ; AU ; 9 ; magpie ; 512 
 2953 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; AU ; 7 ; птичкин ; 453 
 2954 ; 10 марок. ФРГ. 50 лет миру и согласию ; 1995J ;  ; Ag ; XF ; 18 ; yuri.gruzdev ; 459 
 2955 ; 10 марок. ФРГ. Карл Цейс ; 1988F ;  ; Ag ; AU ; 13 ; птичкин ; 465 
 2956 ; 10 марок. ФРГ. 40 лет ФРГ ; 1989G ;  ; Ag ; AU ; 20 ; tamsimun ; 453 
 2957 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; XF+ ; 10 ; mart_si ; 365 
 2958 ; 10 марок. ФРГ. Колпинг-Верк ; 1996A ;  ; Ag ; XF ; 17 ; наташа2712 ; 369 
 2959 ; 10 марок. ФРГ. Бранденбургские ворота ; 1991A ;  ; Ag ; AU ; 11 ; птичкин ; 501 
 2960 ; 10 марок. ФРГ. 30 лет ЕС ; 1987G ;  ; Ag ; AU ; 18 ; Новик ; 534 
 2961 ; 10 марок. ФРГ. Генрих Гейне ; 1997D ;  ; Ag ; XF+ ; 22 ; mefody73 ; 451 
 2962 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; XF+ ; 10 ; alex995 ; 346 
 2963 ; 10 марок. ФРГ. Роберт Кох ; 1993J ;  ; Ag ; XF+ ; 20 ; gusar ; 437 
 2964 ; 10 марок. ФРГ. Попытка устранить Гитлера 20 июля 1944г ; 1994A ;  ; Ag ; XF ; 15 ; chernomak ; 509 
 2965 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993F ;  ; Ag ; XF+ ; 13 ; magpie ; 399 
 2966 ; 10 марок. ФРГ. 1000 лет Бонну ; 1989G ;  ; Ag ; XF+ ; 13 ; jj ; 365 
 2967 ; 10 марок. ФРГ. Фридрих Барбаросса ; 1990F ;  ; Ag ; XF+ ; 17 ; yuri.gruzdev ; 393 
 2968 ; 10 марок. ФРГ. Иоганн Готфрид Хердер ; 1994G ;  ; Ag ; AU ; 19 ; Elephant ; 450 
 2969 ; 10 марок. ФРГ. Роберт Кох ; 1993J ;  ; Ag ; AU ; 8 ; doc2 ; 453 
 2970 ; 5 марок. ФРГ. Николай Коперник ; 1973J ;  ; Ag ; AU ; 15 ; mart_si ; 365 
 2971 ; 5 марок. ФРГ. Генрих Клейст ; 1977G ;  ; Ag ; XF+ ; 11 ; vc57 ; 261 
 2972 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; AU ; 25 ; chernomak ; 378 
 2973 ; 5 марок. ФРГ. Фон Гриммельсгаузен ; 1976D ;  ; Ag ; XF+ ; 12 ; vc57 ; 306 
 2974 ; 5 марок. ФРГ. Бетховен ; 1970F ;  ; Ag ; AU ; 11 ; Elephant ; 382 
 2975 ; 5 марок. ФРГ. Густав Стресеманн ; 1978D ;  ; Ag ; AU ; 9 ; Elephant ; 348 
 2976 ; 5 марок. ФРГ. Бальтазар Ньюманн ; 1978F ;  ; Ag ; XF+ ; 16 ; first ; 323 
 2977 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 12 ; first ; 370 
 2978 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975F ;  ; Ag ; XF+ ; 17 ; Jauho ; 313 
 2979 ; 5 марок. ФРГ. Фридрих Гаусс ; 1977J ;  ; Ag ; AU ; 18 ; Новик ; 366 
 2980 ; 5 марок. ФРГ. 25 лет конституционному закону ; 1974F ;  ; Ag ; XF+ ; 17 ; first ; 276 
 2981 ; 5 франков. Франция ; 1838 ;  ; Ag ; VF- ; 26 ; Колян ; 1148 
 2882 ; 1 доллар (1 унция серебра). Австралия. Выдающиеся личности. Макартур и Фаррер.В коробке, с  сертификатом ; 2006 ;  ; Ag, позол, эмал ; Proof ; 32 ; joper69 ; 3027 
 2883 ; 1 доллар (1 унция серебра). Тувалу. А.П. Чехов. В коробке, с сертификатом ; 2010 ;  ; Ag, эмаль ; Proof ; 30 ; miranda ; 1792 
 2884 ; 5 долларов (1 1/6 унции серебра). Австралия. 100 лет лиги регби. В коробке, с  сертификатом ; 2008 ;  ; Ag ; Proof ; 36 ; avstraliez2 ; 3570 
 2885 ; 1 денар. Македония. Миллениум - 2000 лет Христианству. В коробке, с сертификатом ; 2000 ;  ; Ag ; Proof ; 12 ; banks ; 2056 
 2886 ; 1 доллар (1 унция серебра). Австралия. 10 лет Новому парламенту. В коробке, с  сертификатом ; 1998 ;  ; Ag ; Proof ; 28 ; avstraliez2 ; 2126 
 2887 ; 10 евро. Франция. Ларго Винч. В коробке, с  сертификатом ; 2012 ;  ; Ag ; Proof ; 25 ; Baikal ; 2129 
 2888 ; 1 доллар. Австралия. Год Змеи ; 2013 ;  ; Ag ; AU ; 21 ; ЕКХ ; 1430 
 2889 ; 1 лат. Латвия. Ганзейский город Валмиера. В коробке с сертификатом ; 2003 ;  ; Ag ; Proof ; 25 ; vicktor_2014 ; 1838 
 2890 ; 1 доллар Остров Ниуэ. Год Свиньи ; 2006 ;  ; Ag ; XF ; 25 ; наташа2712 ; 1247 
 2891 ; 1 доллар Остров Ниуэ. Год Свиньи ; 2006 ;  ; Ag ; AU ; 15 ; Ясер ; 1122 
 2892 ; 2 доллара. Острова Кука. Щелкунчик ; 2008 ;  ; Ag ; AU ; 18 ; SergeyAnatoljevich ; 1721 
 2893 ; 2 доллара. Острова Кука. Стойкий оловянный солдатик ; 2008 ;  ; Ag ; AU ; 16 ; mavlin ; 1398 
 2894 ; 2 доллара. Острова Кука. Приключения кота Леопольда ; 2008 ;  ; Ag ; AU ; 22 ; mavlin ; 1395 
 2895 ; 2 доллара. Острова Кука. Дюймовочка ; 2008 ;  ; Ag ; AU ; 8 ; asm1048576 ; 1369 
 2896 ; 10 юаней. Китай. Панды ; 2012 ;  ; Ag ; Unc ; 18 ; Хрум ; 1326 
 2897 ; 10 юаней. Китай. Панды ; 2013 ;  ; Ag ; Unc ; 13 ; smel ; 1291 
 2898 ; 1 доллар. Австралия. Кукабара ; 2013 ;  ; Ag ; Unc ; 19 ; OgAnVi ; 1219 
 2899 ; 1 доллар. Австралия. Коала ; 2013 ;  ; Ag ; Unc ; 16 ; OgAnVi ; 1219 
 2900 ; 5 долларов. Канада ; 2013 ;  ; Ag ; AU ; 11 ; pref ; 1064 
 2901 ; 5 долларов. Канада ; 2012 ;  ; Ag ; AU ; 27 ; asm1048576 ; 1428 
 2902 ; 5 долларов. Канада ; 2013 ;  ; Ag ; XF+ ; 24 ; obr73 ; 1125 
 2903 ; 5 долларов. Канада ; 2012 ;  ; Ag ; XF+ ; 26 ; asm1048576 ; 1224 
 2904 ; 250 динаров. Югославия. Зимние Олимпийские игры ; 1983 ;  ; Ag ; Proof ; 19 ; zasada ; 900 
 2905 ; 1 доллар. Канада. 100 лет национальному парку ; 1985 ;  ; Ag ; Proof ; 22 ; asm1048576 ; 889 
 2906 ; 1 доллар. Канада. Территория Арктики ; 1980 ;  ; Ag ; Unc ; 20 ; asm1048576 ; 741 
 2907 ; 1 доллар. США ; 2013 ;  ; Ag ; Unc ; 11 ; jag ; 1355 
 2908 ; 1,5 евро. Австрия. Венская филармония ; 2013 ;  ; Ag ; AU ; 13 ; 333985 ; 952 
 2909 ; 20 рублей. Беларусь. Седов ; 2008 ;  ; Ag ; AU ; 56 ; Tereh ; 1601 
 2910 ; 20 рублей. Беларусь. Щелкунчик ; 2009 ;  ; Ag ; XF ; 25 ; Хрум ; 1353 
 2911 ; 20 рублей. Беларусь. Новоселье. С сертификатом ; 2008 ;  ; Ag ; Proof ; 29 ; Tereh ; 1336 
 2912 ; 10 евро. Ирландия. Влияние Ирландии на Европейскую кельтскую культуру ; 2007 ;  ; Ag ; Proof ; 23 ; Blixa37 ; 1625 
 2913 ; 10 крон. Эстония. Олимпийские игры ; 2008 ;  ; Ag ; Unc ; 29 ; buynyi76 ; 1632 
 2914 ; 20 злотых. Польша. 65-я годовщина восстания в Варшавском гетто ; 2008 ;  ; Ag ; Proof ; 23 ; fr60 ; 999 
 2915 ; 1 доллар. Канада ; 1965 ;  ; Ag ; XF+ ; 12 ; Lena6975 ; 694 
 2916 ; 1 доллар. Канада ; 1953 ;  ; Ag ; XF ; 17 ; stamukha ; 1063 
 2917 ; 1 доллар. Канада ; 1962 ;  ; Ag ; XF+ ; 12 ; alexey_s ; 740 
 2918 ; 10 песо. Куба. Симон Боливар ; 1990 ;  ; Би/м ; AU ; 9 ; Oleht ; 1138 
 2919 ; 1 доллар. Австралия. Кукабара ; 1993 ;  ; Ag ; Unc ; 28 ; miranda ; 1466 
 2920 ; 10 крон. Дания На свадьбу принцессы Маргрет ; 1967 ;  ; Ag ; AU ; 22 ; 220W ; 712 
 2921 ; 10 крон. Дания На смерть Фредерика IX и восшествие на престол Маргрет II ; 1972 ;  ; Ag ; AU ; 20 ; 220W ; 847 
 2922 ; 5 крон. Дания. На свадьбу принцессы Анны-Марии ; 1964 ;  ; Ag ; AU ; 21 ; СТРЕКОЗА ; 688 
 2923 ; 2 кроны. Дания. 18 лет принцессе Маргрет ; 1958 ;  ; Ag ; AU ; 41 ; reeb13 ; 694 
 2924 ; 2 кроны. Дания. 75 лет королю ; 1945 ;  ; Ag ; AU ; 23 ; AMZYA ; 825 
 2925 ; 2 кроны. Дания. Противотуберкулезная кампания ; 1953 ;  ; Ag ; AU ; 31 ; reeb13 ; 1031 
 2926 ; 5 крон. Дания. На серебряную свадьбу ; 1960 ;  ; Ag ; AU ; 18 ; obr73 ; 617 
 2927 ; 2 кроны. Дания. 60 лет королю ; 1930 ;  ; Ag ; AU ; 20 ; garret/25/24/1978 ; 834 
 2928 ; 2 кроны. Дания. 25 лет правления ; 1937 ;  ; Ag ; XF ; 17 ; dvg ; 736 
 2929 ; 2 кроны. Дания. 50 лет ; 1892 ;  ; Ag ; XF+ ; 50 ; zelya ; 1827 
 2930 ; 1 доллар. Канада ; 1975 ;  ; Cu-Ni ; AU ; 10 ; asm1048576 ; 534 
 2931 ; 5 крон. Гренландия ; 1944 ;  ; Al/Br ; VF+ ; 15 ; shest ; 2550 
 2537 ; Лот монет Банка России: 10 рублей (5шт) Приозерск, Галич, Юрьевец, Елец ; 2008-2011 ;  ; Би/м ; XF-/XF+ ; 15 ; Ратамахатта ; 181 
 2538 ; Лот монет Банка России: 10 рублей (7шт) Кронштадт, Псков, Наро-Фоминск ; 2012 ;  ; St/Лат ; XF/AU ; 15 ; малиновка76 ; 169 
 2539 ; Лот монет Банка России: 10 рублей (5шт) Кабардино-Балкарская, Удмуртская Республика, Республика Адыгея, Сахалинская область, Приморский Край ; 2006-2009ММД ;  ; Би/м ; XF-/XF ; 20 ; ☆texas-dv☆ ; 101 
 2540 ; Лот монет Банка России (Сочи-2014): 25 руб (2шт). Упаковка ; 2012,2013 ;  ; Cu-Ni ; Unc ; 23 ; X-43A ; 195 
 2541 ; Лот монет Банка России (ГВС): 1 руб (4шт) ; 2012 ;  ; Лат/St ; AU ; 15 ; Maxwel ; 164 
 2542 ; Лот монет Банка России (ГВС): 1 руб (8шт) ; 2013 ;  ; Лат/St ; AU ; 25 ; MaxNik ; 309 
 2543 ; Лот монет Банка России (Сочи-2014): 25 руб (2шт). Упаковка ; 2012,2013 ;  ; Cu-Ni ; Unc ; 23 ; RamD ; 206 
 2544 ; Лот монет Банка России (Сочи-2014): 25 руб (3шт). Упаковка ; 2011-2013 ;  ; Cu-Ni ; Unc ; 44 ; ddimad ; 426 
 2545 ; Лот монет Банка России (ГВС): 1 руб (4шт) ; 2012 ;  ; Лат/St ; AU ; 12 ; yas ; 125 
 2546 ; Лот монет Банка России (ГВС): 1 руб (8шт) ; 2013 ;  ; Лат/St ; AU ; 29 ; Нум24 ; 359 
 2547 ; Лот монет Банка России (юбилейные): 10 руб (6шт) ; 2005-2011 ;  ; Би/м ; XF/AU ; 16 ; Ратамахатта ; 123 
 2548 ; Лот монет Банка России (ГВС): 10 руб (8шт) ; 2013 ;  ; Лат/St ; Unc ; 30 ; chinche ; 306 
 2549 ; Лот монет Банка России (8шт): 10 рублей ; 2013 ;  ; Лат/St ; AU ; 15 ; Numizmat2013 ; 306 
 2550 ; Лот монет Банка России (Сочи-2014): 25 руб (3шт). Упаковка ; 2011-2013 ;  ; Cu-Ni ; Unc ; 26 ; RamD ; 425 
 2551 ; Лот монет СССР и Банка России: 100,50,20,1 руб, 50,20,15,10,5,3,2,1 коп (13шт) ; 1945-1993 ;  ; Cu-Ni,Ni,Br,Cu- ; VF/XF ; 10 ; Bastion ; 77 
 2552 ; Лот монет Банка России (7шт): 10 рублей ; 2013 ;  ; Лат/St ; AU ; 18 ; Demon-2012 ; 282 
 2553 ; Лот монет Банка России (юбилейные): 10 руб (6шт) ; 2008-2010 ;  ; Би/м ; XF+/AU ; 21 ; MaxNik ; 419 
 2554 ; Лот монет Банка России: 100,50 руб (4шт) ; 1993ЛМД,ММД ;  ; Cu-Zn,Cu-Ni ; XF/AU ; 17 ; Чук ; 729 
 2555 ; Лот монет Банка России: 10 руб (9шт) ; 2000-2010 ;  ; Би/м ; XF/AU ; 35 ; Galina66 ; 245 
 2556 ; Лот монет Олимпиада в Сочи (3шт)6 25 рублей. Упаковка ; 2011-2013 ;  ; Cu/Ni ; Unc ; 21 ; RamD ; 352 
 2557 ; Лот монет СССР и Банка России: 10 руб, 50,20,15,10,5,3,2,1 коп (116шт) + жетоны ; 1961-1993 ;  ; Cu-Ni,Cu-Zn ; VF/XF- ; 22 ; Rober ; 176 
 2853 ; 20 франков - 8 форинтов. Венгрия. М-6,44г ; 1883 ;  ; Au ; XF+ ; 19 ; кашира ; 12500 
 2854 ; 20 франков. Франция. М-6,43г ; 1907 ;  ; Au ; AU ; 13 ; Пахан ; 9805 
 2855 ; 10 крон. Швеция. М-4,50гр ; 1901 ;  ; Au ; AU ; 19 ; Токен ; 7467 
 2856 ; 10 крон. Дания. М-4,48гр ; 1877 ;  ; Au ; XF ; 35 ; zelya ; 7033 
 2857 ; 10 марок. Пруссия. М-гр ; 1890 ;  ; Au ; XF- ; 16 ; chernomak ; 6403 
 2858 ; 5 франков. Франция. М-гр ; 1868 ;  ; Au ; XF ; 35 ; vodianoy ; 6120 
 2859 ; 2 песо. Мексика. М-1,67г ; 1945 ;  ; Au ; XF+ ; 22 ; jag ; 3064 
 2860 ; 100 лат. Латвия. 75 лет Латвии. М-7,78г. Коробка, сертификат ; 1993 ;  ; Au ; Proof ; 15 ; 1969107 ; 13056 
 2861 ; 1 лит. Литва. М-7,77г. 75 лет Банку Литвы. Коробка, сертификат ; 1997 ;  ; Au ; Proof ; 24 ; qaz12 ; 13974 
 2862 ; 10 лат. Латвия. Корабль "Юлия Мария". М-1,24г. Коробка, сертифкат ; 1997 ;  ; Au ; Proof ; 36 ; vicktor_2014 ; 3122 
 2863 ; 10 лат. Латвия. 800 лет Риге. М-1,24г. Коробка, сертификат ; 1998 ;  ; Au ; Proof ; 29 ; vicktor_2014 ; 3111 
 2864 ; 10 лит. Литва. Чеканщик. М-1,24г ; 1999 ;  ; Au ; Proof ; 28 ; Boryshkas ; 2617 
 2865 ; Талер. Пруссия. Коронация ; 1861A ;  ; Ag ; XF ; 30 ; chernomak ; 2325 
 2866 ; Талер. Бремен. 50 лет освобождения Германии ; 1863 ;  ; Ag ; XF ; 37 ; _1111_ ; 5667 
 2867 ; Талер. Бавария ; 1867 ;  ; Ag ; AU ; 50 ; QSL ; 4266 
 2868 ; 2/3 талера. Брауншвейг-Вольфенбюттель ; 1764IDB ;  ; Ag ; VF+ ; 60 ; RusScat ; 5510 
 2869 ; 5 марок. Саксония ; 1903E ;  ; Ag ; VF+ ; 30 ; AMZYA ; 1916 
 2870 ; 5 марок. Пруссия ; 1914A ;  ; Ag ; XF ; 25 ; ААФ ; 1597 
 2871 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936E ;  ; Ag ; VF+ ; 27 ; андрей1957 ; 612 
 2872 ; 3 марки. Вюртемберг ; 1912F ;  ; Ag ; XF ; 35 ; RusScat ; 1224 
 2873 ; 3 марки. Пруссия ; 1914A ;  ; Ag ; VF+ ; 21 ; agedol ; 902 
 2874 ; 2 марки. Пруссия ; 1904A ;  ; Ag ; VF+ ; 10 ; Elephant ; 714 
 2875 ; 1 риксдалер. Швеция ; 1776 ;  ; Ag ; F ; 53 ; Хаа ; 2607 
 2876 ; 1 доллар. Токен. Великобритания ; 1804 ;  ; Ag ; F-VF ; 42 ; PAUL7 ; 3400 
 2877 ; 1000 франков (3 унции). Руанда. Овен ; 2009 ;  ; Ag, позолота ; AU ; 51 ; Ю42 ; 4080 
 2878 ; 1 доллар (1 унция серебра)+ знак. Австралия. Кокабурра. В коробке, с  сертификатом ; 2006 ;  ; Ag, позол ; Unc ; 41 ; joper69 ; 3000 
 2879 ; 5 долларов (1 унция серебра). Австралия. Мировой кубок по регби. В коробке, с  сертификатом ; 2003 ;  ; Ag, позол999 ; Proof ; 27 ; Silibim ; 2000 
 2880 ; 1 доллар (1 унция серебра). Австралия. Выдающиеся личности. Бенк и Чизхольм. В коробке, с  сертификатом ; 2006 ;  ; Ag, позол, эмал ; Proof ; 53 ; joper69 ; 3027 
 2881 ; 1 доллар (1 унция серебра). Австралия. Выдающиеся личности. Гринвей и Лаусон. В коробке, с  сертификатом ; 2006 ;  ; Ag, позол, эмал ; Proof ; 34 ; joper69 ; 3027 
 2487 ; Набор монет "200 лет победы в ОВ 1812г" (28шт): 10р,5р,2р. В альбоме ; 2012 ;  ; Лат/St,Ni/St ; AU ; 42 ; michael ; 458 
 2488 ; Альбом монет Банка России (Универсиада. казань): 10 руб (2шт) ; 2013 ;  ; Лат/St ; AU ; 16 ; космос-2004 ; 250 
 2489 ; Альбом монет Банка России (Универсиада. казань): 10 руб (2шт) ; 2013 ;  ; Лат/St ; AU ; 14 ; Suleyman ; 255 
 2490 ; Лот монет СССР (Бородино): 1 руб (2шт). Упаковка ; 1987 ;  ; Cu-Ni ; Proof ; 25 ; yuri.gruzdev ; 308 
 2491 ; Лот монет СССР: 1 руб (3шт) ; 1965-1970 ;  ; Cu-Ni ; VF-/VF ; 15 ; Aндрюха ; 42 
 2492 ; Лот монет СССР: 1 руб (7шт) ; 1964-1975 ;  ; Cu-Ni ; VF/VF+ ; 6 ; toros ; 79 
 2493 ; Лот монет СССР (юбилейные): 5,1 руб,50,20,15,10 (12шт) ; 1967-1990 ;  ;  ; VF/XF ; 12 ; jimmysu ; 462 
 2494 ; Лот монет СССР (юбилейные): 1 руб (10шт) ; 1965-2001 ;  ; Cu-Ni ; VF+/XF ; 24 ; Лот продан в зале ; 1247 
 2495 ; Лот монет СССР: 1 руб (7шт) ; 1964-1984 ;  ; Cu-Ni ; VF-/XF- ; 15 ; Mahfey ; 283 
 2496 ; Лот монет СССР: 50 коп (24шт) ; 1961-1991 ;  ; Cu-Ni ; VF-/XF ; 32 ; vasilyi66 ; 1232 
 2497 ; Лот монет СССР (24шт): 50 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 11 ; Mahfey ; 816 
 2498 ; Лот монет СССР: 20 коп (18шт) ; 1961-1991 ;  ; Cu-Ni ; VF/XF ; 13 ; qwertyh ; 155 
 2499 ; Лот монет СССР (18шт): 20 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 19 ; лайк ; 69 
 2500 ; Лот монет СССР (26шт): 10 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 23 ; свободный18 ; 84 
 2501 ; Лот монет СССР: 10 коп (26шт) ; 1961-1991 ;  ; Cu-Ni ; VF/XF ; 11 ; ☆texas-dv☆ ; 57 
 2502 ; Лот монет СССР (19шт): 15 копеек ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 19 ; Nva ; 104 
