 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 3854 ; 1 пенни. Великобритания ; 1962 ;  ; Br ; XF- ; 12 ; Атлантик ; 41 
 3855 ; 5 песет. Испания ; 1957 ;  ; Cu/Ni ; VF+ ; 12 ; Ravin ; 12 
 3756 ; 1 шиллинг. Великобритания ; 1883 ;  ; Ag ; VF ; 32 ; медалькин ; 556 
 3757 ; 5 шиллингов (1 крона). Великобритания. Вступление на престол Елизаветы II ; 1953 ;  ; Cu/Ni ; AU ; 23 ; premier ; 310 
 3758 ; 1 шиллинг. Великобритания, Георг III. Ремонт гурта 12 часов ; 1787 ;  ; Ag ; VF ; 2 ; korshun-777 ; 1734 
 3759 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 18 ; korshun-777 ; 159 
 3760 ; 4 пенса. Британская Гайана и Западная Индия ; 1891 ;  ; Ag ; VF+ ; 50 ; zzzzzz ; 1105 
 3761 ; 1 флорин. Великобритания ; 1935 ;  ; Ag ; XF- ; 27 ; korshun-777 ; 677 
 3762 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu/Ni ; AU ; 28 ; korshun-777 ; 255 
 3763 ; 1 1/2 пенни. Великобритания ; 1842 ;  ; Ag ; VF+ ; 40 ; zzzzzz ; 903 
 3764 ; 1/2 кроны. Великобритания ; 1844 ;  ; Ag ; F ; 34 ; ВЯЗЪ ; 628 
 3765 ; 10 центов. Гон-Конг ; 1886 ;  ; Ag ; VF+ ; 20 ; ВЯЗЪ ; 306 
 3766 ; 1 тоэ. Папуа Новой Гвинеи. Бабочка ; 1975 ;  ; Cu ; Proof ; 40 ; korshun-777 ; 114 
 3767 ; 2 тоэ. Папуа Новой Гвинеи. Крылатка ; 1975 ;  ; Cu ; Proof ; 18 ; 100924 ; 209 
 3768 ; 5 тоэ. Папуа Новой Гвинеи. Черепаха ; 1975 ;  ; Cu/Ni ; Proof ; 14 ; korshun-777 ; 228 
 3769 ; 10 тоэ. Папуа Новой Гвинеи. Пятнистый кускус ; 1975 ;  ; Cu/Ni ; Proof ; 18 ; Kreator ; 238 
 3770 ; 20 тоэ. Папуа Новой Гвинеи. Карликовый казуар ; 1975 ;  ; Cu/Ni ; Proof ; 15 ; Kreator ; 81 
 3771 ; 1 кина. Папуа Новой Гвинеи. Гребнистые крокодилы ; 1975 ;  ; Cu/Ni ; Proof ; 35 ; Kreator ; 189 
 3772 ; 25 марок. Финляндия ; 2001 ;  ; Би/м ; AU ; 39 ; roman302 ; 1541 
 3773 ; 25 марок. Финляндия ; 1997 ;  ; Би/м ; AU ; 12 ; krugerrand ; 714 
 3774 ; 10 марок. Финляндия ; 2001 ;  ; Би/м ; AU ; 28 ; bakal73 ; 238 
 3775 ; 10 марок. Эстония ; 1925 ;  ; Cu-Ni ; VF ; 19 ; коллега ; 453 
 3776 ; 1 доллар. США ; 1921D ;  ; Ag ; VF-XF ; 15 ; zzzzzz ; 1230 
 3777 ; 2 франка. Франция ; 1866 ;  ; Ag ; F+ ; 7 ; grizzly72 ; 300 
 3778 ; 2 франка. Швейцария ; 1911 ;  ; Ag ; VF- ; 44 ; ГИППОПОТАМ ; 344 
 3779 ; 1 песо. Куба ; 1934 ;  ; Ag ; VF+ ; 18 ; Алек ; 1337 
 3780 ; 20 крейцеров. Австрия ; 1768 ;  ; Ag ; VF- ; 61 ; zzzzzz ; 1349 
 3781 ; 1 грош. Польша ; 1755 ;  ; Cu ; F-VF ; 27 ; MDV ; 328 
 3782 ; 1 грош. Польша ; 1768 ;  ; Cu ; F ; 14 ; Dahan ; 57 
 3783 ; 5 чентезими. Италия, Сардиния ; 1826 ;  ; Cu ; F+ ; 14 ; ppp ; 120 
 3784 ; 5 франков. Французская Полинезия ; 1965 ;  ; Al ; VF+ ; 44 ; vc57 ; 153 
 3785 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939А ;  ; Ag ; VF+ ; 37 ; Rusik ; 251 
 3786 ; 2 короны. Австрия ; 1912 ;  ; Ag ; VF+ ; 18 ; ursus ; 339 
 3787 ; 100 лир. Италия ; 1974 ;  ; St ; XF ; 7 ; Legio ; 75 
 3788 ; 2 марки. ГДР. Макс Планк ; 1965F ;  ; Cu/Ni ; VF+ ; 10 ; 542 ; 153 
 3789 ; 1 крона. Гибралтар ; 1970 ;  ; Cu/Ni ; XF ; 9 ; sveta6369 ; 114 
 3790 ; 1 крона. Остров Мен. Бесхвостая кошка ; 1970 ;  ; Cu/Ni ; XF ; 19 ; vc57 ; 215 
 3791 ; 2-1/2 гульдена. Нидерланды ; 1964 ;  ; Ag ; VF-XF ; 17 ; vicktor_2014 ; 322 
 3792 ; 5 евро. Австрия. Зимние соревнования ; 2010 ;  ; Ag ; AU ; 25 ; sveta6369 ; 357 
 3793 ; 5 евро. Австрия. Зимние соревнования ; 2010 ;  ; Ag ; AU ; 23 ; sveta6369 ; 348 
 3794 ; 2 пенго. Венгрия ; 1936 ;  ; Ag ; XF+ ; 49 ; В1951 ; 567 
 3795 ; 10 сантимов. Торговый жетон г Байонна. Франция ; 1920 ;  ; Al ; VF- ; 24 ; _1111_ ; 170 
 3796 ; 5 пиастров. Ливан ; 1952 ;  ; Al ; F- VF ; 18 ; vb96 ; 93 
 3797 ; 10 пиастров. Ливан ; 1955 ;  ; Al/Br ; VF ; 10 ; alskr ; 48 
 3798 ; 10 пиастров. Ливан ; 1961 ;  ; Cu-Ni ; VF ; 23 ; Ивпага ; 140 
 3799 ; 10 пиастров. Ливан ; 1955 ;  ; Al/Br ; VF ; 16 ; vb96 ; 93 
 3800 ; 5 евро. Австрия. Лыжник ; 2012 ;  ; Br ; AU ; 32 ; sveta6369 ; 359 
 3801 ; 5 евро. Австрия. Венский вальс ; 2013 ;  ; Br ; AU ; 34 ; sveta6369 ; 359 
 3802 ; 10 франков. Остров Клиппертон ; 2011 ;  ; Cu-Ni ; AU ; 18 ; vb96 ; 219 
 3803 ; 20 франков. Остров Клиппертон ; 2011 ;  ; Cu-Ni ; AU ; 25 ; vb96 ; 125 
 3804 ; 500 франков. Джибути ; 2010 ;  ; Латунь ; AU ; 30 ; ИЮМов1 ; 227 
 3805 ; 2 злотых. Польша. Барсук ; 2011 ;  ; Латунь ; AU ; 27 ; brat52 ; 57 
 3706 ; 1 эре. Дания ; 1909 ;  ; Br ; VF ; 10 ; krugerrand ; 161 
 3707 ; 2 грошена. Австрия ; 1928 ;  ; Br ; XF ; 17 ; remetalk ; 40 
 3708 ; 1/2 эре. Швеция ; 1857 ;  ; Br ; VF ; 18 ; hf426 ; 385 
 3709 ; 100 франков. Африканский монетный союз ; 1979 ;  ; Cu-Ni ; VF-XF ; 12 ; sparrow ; 50 
 3710 ; 10 хеллеров. Австрия ; 1895 ;  ; Cu-Ni ; VF ; 14 ; ursus ; 42 
 3711 ; 50 крон. Исландия ; 1971 ;  ; Cu-Ni ; XF- ; 4 ; _1111_ ; 72 
 3712 ; 20 сен. Бруней ; 1984 ;  ; Cu-Ni ; VF ; 18 ; vc57 ; 74 
 3713 ; 10 пенсов. Джерси ; 1968 ;  ; Cu-Ni ; XF+ ; 6 ; lelic ; 62 
 3714 ; 2 доллара. Гон-Конга ; 1983 ;  ; Cu-Ni ; VF+ ; 12 ; Valeev ; 24 
 3715 ; 50 грошей. Польша ; 1923 ;  ; Cu-Ni ; VF ; 18 ; Valeev ; 19 
 3716 ; 1 лира. Мальта ; 1986 ;  ; Cu-Ni ; VF+ ; 19 ; zx123 ; 79 
 3717 ; 2 доллара. Гон-Конг ; 1994 ;  ; Cu-Ni ; VF- ; 17 ; Xoms ; 21 
 3718 ; 50 сантимов. Марокко ;  ;  ; Cu-Ni ; XF- ; 37 ; alskr ; 130 
 3719 ; 1 патака. Макау ; 1992 ;  ; Cu-Ni ; VF ; 12 ; sparrow ; 44 
 3720 ; 50 песет. Испания ; 1992 ;  ; Cu-Ni ; XF+ ; 10 ; alskr ; 57 
 3721 ; 10 фен. Маньчжурия ;  ;  ; Cu-Ni ; VF-XF ; 47 ; doc2 ; 620 
 3722 ; 200 эскудо. Португалия. Калифорния ; 1992 ;  ; Cu-Ni ; AU ; 10 ; Andy.Andr ; 133 
 3723 ; 20 чентезимо. Италия ; 1922 ;  ; Cu-Ni ; VF+ ; 11 ; лесной ; 63 
 3724 ; 5 сантимов. Бельгия ; 1920 ;  ; Cu-Ni ; VF ; 8 ; d1t ; 24 
 3725 ; 50 пфеннигов. Веймар ; 1928 ;  ; Cu-Ni ; XF ; 18 ; Antys10 ; 206 
 3726 ; 1/2 доллара. США ; 1976D ;  ; Cu-Ni ; AU ; 13 ; Asa ; 61 
 3727 ; 1 дирхам. Марокко ; 1976 ;  ; Cu-Ni ; XF- ; 11 ; Graphic ; 79 
 3728 ; 10 пенни. Ирландия ; 1978 ;  ; Cu-Ni ; VF+ ; 20 ; luchsva ; 40 
 3729 ; 5 крон. Дания ; 1971 ;  ; Cu-Ni ; VF ; 4 ; nik23455 ; 40 
 3730 ; 50 центов. Австралия ; 1975 ;  ; Cu-Ni ; XF ; 4 ; Xoms ; 57 
 3731 ; 5 драхм. Греция ; 1966 ;  ; Cu-Ni ; XF- ; 4 ; Legio ; 49 
 3732 ; 2 лиры. Италия ; 1923 ;  ; Cu-Ni ; VF- ; 6 ; Xoms ; 67 
 3733 ; 1 шиллинг. Восточная Африка ; 1952 ;  ; Cu-Ni ; VF-XF ; 22 ; медалькин ; 155 
 3734 ; 5 сентаво. Эквадор ; 1919 ;  ; Cu-Ni ; VF ; 16 ; krugerrand ; 179 
 3735 ; 5 сантимов. Бельгия ; 1901 ;  ; Cu-Ni ; XF ; 37 ; кве ; 225 
 3736 ; 4 анны. Индия ; 1920 ;  ; Cu-Ni ; VF+ ; 41 ; threeA ; 419 
 3737 ; 10 пфеннигов. Германия. Нотгельд. Биелфельд ; 1917 ;  ; Zn ; F ; 34 ; _1111_ ; 276 
 3738 ; 5 центов. Восточные Карибские Штаты ; 2004 ;  ; Al ; VF+ ; 21 ; alex995 ; 23 
 3739 ; 10 пфеннигов. Германия. Нотгельд. Ваттеншейд ; 1917 ;  ; Zn ; VF- ; 24 ; _1111_ ; 276 
 3740 ; 10 сантимов. Испания, Альфонсо XII ; 1878 ;  ; Br ; VF ; 12 ; ГИППОПОТАМ ; 161 
 3741 ; 2 сентаво. Аргентина ; 1891 ;  ; Br ; XF- ; 20 ; Атлантик ; 55 
 3742 ; 1 шиллинг. Великобритания. Английский герб ; 1953 ;  ; Cu/Ni ; VF+ ; 12 ; Tarkus ; 25 
 3743 ; 1 шиллинг. Великобритания. Английский герб ; 1954 ;  ; Cu/Ni ; VF-XF ; 12 ; медалькин ; 25 
 3744 ; 1 шиллинг. Великобритания. Английский герб ; 1955 ;  ; Cu/Ni ; VF-XF ; 10 ; Tarkus ; 17 
 3745 ; 1 шиллинг. Великобритания. Английский герб ; 1956 ;  ; Cu/Ni ; XF- ; 8 ; Tarkus ; 25 
 3746 ; 1 шиллинг. Великобритания. Английский герб ; 1957 ;  ; Cu/Ni ; XF- ; 12 ; Ravin ; 22 
 3747 ; 1 шиллинг. Великобритания. Английский герб ; 1958 ;  ; Cu/Ni ; XF- ; 16 ; QSL ; 59 
 3748 ; 1 фартинг. Великобритания ; 1952 ;  ; Br ; AU ; 25 ; zzzzzz ; 216 
 3749 ; 1 фартинг. Великобритания ; 1953 ;  ; Br ; AU ; 5 ; zzzzzz ; 212 
 3750 ; 1 фартинг. Великобритания ; 1954 ;  ; Br ; AU ; 23 ; лесной ; 357 
 3751 ; 1 фартинг. Великобритания ; 1955 ;  ; Br ; XF+ ; 22 ; ves17 ; 102 
 3752 ; 1 фартинг. Великобритания ; 1956 ;  ; Br ; XF+ ; 7 ; ves17 ; 102 
 3753 ; 1 шиллинг. Великобритания. Английский герб ; 1942 ;  ; Ag ; XF- ; 32 ; Basile ; 225 
 3754 ; 1 шиллинг. Великобритания. Золотой юбилей правления ; 1887 ;  ; Ag ; XF+ ; 59 ; aleks1959 ; 1638 
 3755 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; XF ; 21 ; Basile ; 132 
 3656 ; 10 эре. Швеция ; 1936 ;  ; Ag ; VF+ ; 14 ; hf426 ; 62 
 3657 ; 10 эре. Швеция ; 1955 ;  ; Ag ; VF-XF ; 14 ; Goldfinger ; 58 
 3658 ; 10 эре. Швеция ; 1952 ;  ; Ag ; XF ; 19 ; rik ; 57 
 3659 ; 1/2 франка. Швейцария ; 1928 ;  ; Ag ; VF+ ; 17 ; vituzik ; 136 
 3660 ; 1 дайм. США ; 1937 ;  ; Ag ; VF ; 13 ; Yamilov ; 140 
 3661 ; 50 сантимов. Бельгия ; 1911 ;  ; Ag ; VF ; 19 ; кве ; 305 
 3662 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; XF ; 16 ; Rober ; 102 
 3663 ; 5 евро. Финляндия. Аландлские острова ; 2011 ;  ; Би/м ; AU ; 12 ; sos1 ; 287 
 3664 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF+ ; 24 ; dow57 ; 114 
 3665 ; 2 евро. Нидерланды. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; XF ; 10 ; mefody73 ; 137 
 3666 ; 500 лир. Италия ; 1995 ;  ; Би/м ; AU ; 12 ; тарнум ; 102 
 3667 ; 500 лир. Сан-Марино ; 1989 ;  ; Би/м ; AU ; 14 ; vc57 ; 144 
 3668 ; 20 шиллингов. Керия ; 1998 ;  ; Би/м ; XF ; 11 ; mart_si ; 48 
 3669 ; 100 филс. Бахрейн ; 1995 ;  ; Би/м ; XF ; 9 ; mart_si ; 45 
 3670 ; 1000 лир. Италия ; 1998 ;  ; Би/м ; AU ; 6 ; mart_si ; 64 
 3671 ; 200 эскудо. Португалия. Юнисеф ; 1999 ;  ; Би/м ; AU ; 16 ; vc57 ; 184 
 3672 ; 1 песо. Аргентина ; 1994 ;  ; Би/м ; AU ; 21 ; brat52 ; 55 
 3673 ; 500 лир. Италия ; 1993 ;  ; Би/м ; XF+ ; 11 ; тарнум ; 87 
 3674 ; 10 пфеннигов. Германия ; 1920 ;  ; Fe ; VF ; 10 ; Skyline ; 111 
 3675 ; 100 лир. Ватикан ; 1959 ;  ; Fe ; AU ; 7 ; Graphic ; 102 
 3676 ; 2 лиры. Италия ; 1940 ;  ; Fe ; VF+ ; 3 ; Skyline ; 53 
 3677 ; 5 марок. Финляндия ; 1992 ;  ; Латунь ; AU ; 9 ; _1111_ ; 50 
 3678 ; 1 доллар. США ; 2000P ;  ; Латунь ; AU ; 9 ; oldvolk ; 101 
 3679 ; 20 крон. Дания ; 2008 ;  ; Латунь ; XF+ ; 11 ; дед морос ; 164 
 3680 ; 20 франков. Люксембург ; 1983 ;  ; Латунь ; VF ; 9 ; sparrow ; 45 
 3681 ; 200 лир. Сан-Марино ; 1993 ;  ; Латунь ; XF ; 7 ; mefody73 ; 67 
 3682 ; 200 лир. Сан-Марино ; 1994 ;  ; Латунь ; XF+ ; 3 ; Legio ; 48 
 3683 ; 200 лир. Италия ; 1990 ;  ; Латунь ; VF ; 9 ; sparrow ; 57 
 3684 ; 200 лир. Италия ; 1993 ;  ; Латунь ; XF+ ; 11 ; Graphic ; 41 
 3685 ; Монета иностранная. Непал ;  ;  ; Латунь ; XF ; 11 ; vc57 ; 50 
 3686 ; 50 сантимов. Франция ; 1963 ;  ; Латунь ; VF+ ; 14 ; В1951 ; 50 
 3687 ; 5 марок. Финляндия ; 1976 ;  ; Латунь ; XF- ; 5 ; kergudu ; 51 
 3688 ; 5 марок. Финляндия ; 1951 ;  ; Латунь ; XF- ; 19 ; LAB-A ; 83 
 3689 ; 10 франков. Франция ; 1984 ;  ; Латунь ; XF ; 12 ; arlekin ; 84 
 3690 ; 2 доллара. Зимбабве ; 1997 ;  ; Латунь ; VF- ; 5 ; alskr ; 44 
 3691 ; 50 сентаво. Аргентина ; 2010 ;  ; Латунь ; AU ; 16 ; t_v_v ; 27 
 3692 ; 25 пиастров. Ливия ; 1952 ;  ; Латунь ; VF ; 3 ; jur77 ; 50 
 3693 ; 1/4 анны. Восточная Индийская Компания ; 19 век ;  ; Cu ; VG ; 9 ; Xoms ; 48 
 3694 ; 1 цент. США ; 1908 ;  ; Cu ; VF+ ; 19 ; Yamilov ; 261 
 3695 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF+ ; 6 ; mishael07 ; 43 
 3696 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 14 ; ves17 ; 45 
 3697 ; 2 стотинки. Болгария ; 1912 ;  ; Br ; VF-XF ; 6 ; seger ; 71 
 3698 ; 5 сенти. Литва ; 1936 ;  ; Br ; VF+ ; 13 ; Bambr ; 313 
 3699 ; 10 сентаво. Португалия ; 1924 ;  ; Br ; VF ; 12 ; кве ; 125 
 3700 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF+ ; 18 ; Valeev ; 64 
 3701 ; 10 франков. Мадагаскар ; 1996 ;  ; Br ; XF ; 16 ; alskr ; 79 
 3702 ; 10 филс. Ирак ; 1948 ;  ; Br ; XF ; 9 ; Серж PirGS ; 77 
 3703 ; 1 су. Токен. Канада ;  ;  ; Cu ; F ; 21 ; krugerrand ; 313 
 3704 ; 1 цент. Гон-Конг ; 1933 ;  ; Br ; VF+ ; 14 ; Kreator ; 181 
 3705 ; 1 эре. Дания ; 1916 ;  ; Br ; VF ; 8 ; krugerrand ; 138 
 3606 ; 20 драхм. Греция. Перикл ; 1982 ;  ; Cu/Ni ; VF ; 10 ; burlak ; 31 
 3607 ; 2 сантима. Латвия ; 1932 ;  ; Cu ; VF ; 11 ; Notgelder ; 45 
 3608 ; 10 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF ; 8 ; Flagman ; 36 
 3609 ; 25 куна. Хорватия. Республики ; 2011 ;  ; Би/м ; XF+ ; 11 ; дед морос ; 228 
 3610 ; 2 лева. Болгария. XV зимпие олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 10 ; kovrovchanin ; 114 
 3611 ; 500 йен. Япония ; 2012 ;  ; Би/м ; AU ; 18 ; LEXAI ; 404 
 3612 ; 500 йен. Япония ; 2012 ;  ; Би/м ; AU ; 21 ; LEXAI ; 421 
 3613 ; 500 йен. Япония ; 2012 ;  ; Би/м ; AU ; 16 ; LEXAI ; 363 
 3614 ; 500 йен. Япония ; 2012 ;  ; Би/м ; AU ; 23 ; LEXAI ; 363 
 3615 ; 500 йен. Япония ; 2012 ;  ; Би/м ; AU ; 23 ; LEXAI ; 363 
 3616 ; 20 франков. Франция ; 1933 ;  ; Ag ; XF ; 29 ; olancepok ; 573 
 3617 ; 5 сентимес. Франция ; 1876А ;  ; Br ; VF-XF ; 9 ; наташа2712 ; 102 
 3618 ; 50 тенге. Казахстан. Медведь ; 2008 ;  ; Cu-Ni ; AU ; 21 ; Tornado ; 169 
 3619 ; 50 тенге. Казахстан. Медведь ; 2008 ;  ; Cu-Ni ; AU ; 17 ; Krechet ; 111 
 3620 ; 50 гульденов. Нидерланды. На золотую свадьбу ; 1987 ;  ; Ag ; XF+ ; 25 ; kwacha_dm ; 1134 
 3621 ; 50 марок. Финляндия. Урхо Кекконен ; 1975 ;  ; Ag ; AU ; 22 ; Vovian ; 396 
 3622 ; 25 шиллингов. Австрия. 40 лет Бургенланд ; 1961 ;  ; Ag ; AU ; 9 ; sveta6369 ; 432 
 3623 ; 1 флорин. Австралия ; 1957 ;  ; Ag ; VF ; 9 ; kolbur ; 186 
 3624 ; 20 франков. Бельгия ; 1934 ;  ; Ag ; VF+ ; 22 ; Valeev ; 206 
 3625 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; VF-XF ; 27 ; КовалевС ; 180 
 3626 ; 50 крон. Чехословакия ; 1986 ;  ; Ag ; AU ; 27 ; Graphic ; 469 
 3627 ; 50 центов. Багамские острова ; 1974 ;  ; Ag ; Proof-Like ; 23 ; Kreator ; 1224 
 3628 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975F ;  ; Ag ; AU ; 21 ; SadKo ; 263 
 3629 ; 1 флорин. Австралия ; 1954 ;  ; Ag ; VF- ; 7 ; 8888 ; 265 
 3630 ; 50 сентаво. Мексика ; 1921 ;  ; Ag ; VF- ; 11 ; КовалевС ; 185 
 3631 ; 5 шиллингов. Австрия ; 1962 ;  ; Ag ; XF- ; 16 ; Goldfinger ; 126 
 3632 ; 50 филс. Ирак ; 1959 ;  ; Ag ; VF ; 10 ; SadKo ; 164 
 3633 ; 20 франков. Бельгия ; 1949 ;  ; Ag ; VF- ; 6 ; Valeev ; 186 
 3634 ; 1 дайм. США ; 1947 ;  ; Ag ; XF ; 18 ; Yamilov ; 117 
 3635 ; 10 шиллингов. Австрия ; 1972 ;  ; Ag ; XF+ ; 4 ; Valeev ; 114 
 3636 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF-XF ; 26 ; старьёвщик ; 300 
 3637 ; 10 крон. Чехословакия ; 1957 ;  ; Ag ; XF ; 18 ; zzzzzz ; 365 
 3638 ; 100 йен. Япония ;  ;  ; Ag ; XF ; 12 ; КовалевС ; 114 
 3639 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 19 ; Mamuka ; 193 
 3640 ; 50 крон. Чехословакия. Словакское восстание ; 1947 ;  ; Ag ; AU ; 31 ; olancepok ; 308 
 3641 ; 1 франк. Швейцария ; 1914 ;  ; Ag ; VF ; 8 ; buben ; 151 
 3642 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF ; 16 ; Серж PirGS ; 253 
 3643 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF+ ; 15 ; Searcher ; 113 
 3644 ; 1 шиллинг. Южная Африка ; 1956 ;  ; Ag ; VF-XF ; 17 ; медалькин ; 283 
 3645 ; 1/4 доллара. США ; 1946 ;  ; Ag ; VF+ ; 14 ; Моряк-собиратель ; 255 
 3646 ; 5 лир. Италия ; 1928 ;  ; Ag ; VF-XF ; 20 ; Flagman ; 253 
 3647 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; XF+ ; 3 ; mishael07 ; 90 
 3648 ; 1 крона. Швеция ; 1966 ;  ; Ag ; XF- ; 12 ; Vovian ; 101 
 3649 ; 50 эре. Швеция ; 1957 ;  ; Ag ; VF+ ; 6 ; Valeev ; 66 
 3650 ; 50 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 10 ; hf426 ; 153 
 3651 ; 25 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 23 ; brat52 ; 68 
 3652 ; 25 эре. Швеция ; 1881 ;  ; Ag ; VF- ; 10 ; tss ; 153 
 3653 ; 25 эре. Швеция ; 1956 ;  ; Ag ; XF ; 29 ; brat52 ; 67 
 3654 ; 25 эре. Швеция ; 1927 ;  ; Ag ; VF-XF ; 8 ; hf426 ; 79 
 3655 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 17 ; hf426 ; 61 
 3556 ; 50 злотых. Польша. Генерал Сикорский ; 1981 ;  ; Cu/Ni ; AU ; 5 ; lelic ; 93 
 3557 ; 20 злотых. Польша. Корабль ; 1980 ;  ; Cu/Ni ; XF ; 11 ; СЁМА ; 108 
 3558 ; 20 злотых. Польша. Игры XXII олимпиады ; 1980 ;  ; Cu/Ni ; XF ; 20 ; Атлантик ; 63 
 3559 ; 20 злотых. Польша. 25 лет польской республике ; 1974 ;  ; Cu/Ni ; XF ; 11 ; СЁМА ; 93 
 3560 ; 20 злотых. Польша. Международный год женщины ; 1975 ;  ; Cu/Ni ; XF- ; 5 ; brat52 ; 45 
