 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 1105 ; Медаль Испания ; 20в ;  ; ЖМ ; VF-XF ; 61 ; a_kog ; 1689 
 1106 ; Медаль. Климент Охридски. НРБ ; 70 гг ;  ; Ж/м ; AU ; 38 ; 542 ; 1026 
 1107 ; Медаль за заслуги 2кл. Ордена Белой Розы Финляндия ; 20в ;  ; Ag ; XF+ ; 79 ; koponen ; 1704 
 1108 ; "Медаль Карельского союза ""Долг отечества"". Финляндия" ; 20 век ;  ; Br ; XF+ ; 50 ; pal ; 1367 
 1109 ; Ветеранская лента с планкой Хельсинки 84. Финляндия ; 20 век ;  ; Б/м ; XF ; 5 ; pal ; 313 
 1110 ; Ветеранская медаль с планкой 25. Финляндия ; 20 век ;  ; Br ; XF ; 17 ; a_kog ; 1020 
 1111 ; Железный крест II кл. Германия ; 1914 ;  ; Fe, Ag ; VF-XF ; 11 ; инга ; 1876 
 1112 ; Ганзейский крест Гамбург ; 1МВ ;  ; Мет., эмал ; XF+ ; 5 ; Глол ; 2371 
 1113 ; Крест Италия ; 20в ;  ; Cu, черн. ; XF ; 100 ; ОВМ ; 2612 
 1114 ; Орден. Матиринская слава. 2 степень. НРБ ; 60 гг ;  ; Б/м ; XF+ ; 11 ; димитрий ; 363 
 1115 ; Орден. Матиринская слава. 3 степень. НРБ ; 60 гг ;  ; Б/м ; XF+ ; 3 ; sergant83 ; 306 
 1116 ; "Медаль ""Свобода"" II класса. Финляндия" ; 1941 ;  ; Ж/м ; VF-XF ; 9 ; Mike! ; 473 
 1117 ; Медаль. Министерство внутренних дел. Франция ;  ;  ; Б/м ; XF+ ; 12 ; a_kog ; 765 
 1118 ; Медаль. Министерство внутренних дел. Франция ;  ;  ; Ж/м ; XF- ; 71 ; sasha70 ; 620 
 1119 ; Медаль. Министерство внутренних дел. Франция ;  ;  ; Ag ; XF+ ; 29 ; canis ; 882 
 1120 ; Крест. Германия (клеймо Deschler u sohn Munchen 9) ;  ;  ; Латунь, се ; XF ; 6 ; a_kog ; 1205 
 1121 ; Большой командорский знак Легиона Заслуг. США. В коробке ; 20 век ;  ; Ж/м ; AU ; 9 ; kulibin2 ; 3264 
 1122 ; Орден Британской Империи 5кл. Великобритания, в футляре, с документами ; 1946 ;  ; Ag ; AU ; 39 ; igaist ; 8005 
 1123 ; Медаль национальных заслуг Япония (Маньчжурия) в лаковой коробке ; 1932-1934 ;  ; Br ; XF ; 47 ; Георг ; 3500 
 1124 ; Медаль за победу в 1 мировой войне Япония, в деревянной коробке (редка) ; 20в ;  ; Br ; AU ; 31 ; Георг ; 5000 
 1125 ; Медаль за Сибирскую экспедицию Япония (редка), в деревянной коробке ; 1914-1920 ;  ; Br ; AU ; 37 ; a_kog ; 3230 
 1126 ; Медаль в память 2600 летия Империи Япония, в коробке ; 20в ;  ; Br ; AU ; 28 ; a_kog ; 1587 
 1127 ; Орден Восходящего Солнца 8ст. Япония, серебро, в лаковой коробке ; 20в ;  ; Ag ; XF+ ; 18 ; Георг ; 2086 
 1128 ; Медаль члена Общества Красного креста, с розеткой Япония, серебро ; пос.1888 ;  ; Ag ; AU ; 51 ; sssppp ; 1632 
 1129 ; Медаль за советско-японский пограничный инцидент 11.05.1939г Япония, в коробке (очень редка) ; 1939 ;  ; Br ; AU ; 23 ; sssppp ; 5463 
 1130 ; "Шпанга из 3-х наград: Железный крест 2 класса, Крест Гинденбурга с мечами, Крест ""За заслуги""" ; 1914-1918гг ;  ; Fe, серебр ; VF+/XF+ ; 39 ; VEU3 ; 3400 
 1131 ; Медаль Красного креста. Бельгия + миниатюра ;  ;  ; Б/м, эмаль ; XF+ ; 43 ; vlados ; 2185 
 1132 ; Крест Гинденбурга с мечами. Германия (клеймо W в квадрате) с документом ; 1914-1918 ;  ; Br ; XF ; 31 ; gudk ; 1800 
 1133 ; Спортивный знак DRL. Германия с документом ;  ;  ; Ж/м ; XF+ ; 33 ; ved ; 7344 
 1134 ; "Знак за ранение в I Мировой войне ""Черный"". Германия. С документом" ;  ;  ; Б/м ; VF ; 13 ; Mike! ; 1734 
 1135 ; Знак. Шуцкора. 1 степень №15553. Финляндия ; 1935 ;  ; Ag ; AU ; 56 ; Gari 77 ; 1326 
 1136 ; Знак борцов против фашизма и капитализма г Софии. НРБ ; 70 гг ;  ; Б/м ; XF+ ; 14 ; fanil ; 519 
 1137 ; Знак. Конференция интерпола. Хельсинки. Финляндия ; 1963 ;  ; Ж/м ; XF ; 51 ; RAPAN ; 398 
 1138 ; "Знак за ранение ""черный"". Германия" ; 1МВ ;  ; Fe ; XF ; 22 ; shtuka ; 867 
 1139 ; "Знак за ранение ""черный прорезной"" Германия" ; 1МВ ;  ; ЖМ, черн. ; XF ; 19 ; Bayun48 ; 1201 
 1140 ; "Знак за ранение ""серебряный"" ""прорезной"" Германия" ; 1МВ ;  ; БМ ; XF+ ; 19 ; vitapool ; 1720 
 1007 ; Солид. Пруссия. Георг Вильгельм ; 1627 ;  ; Ag ; VF- ; 69 ; Карл ; 408 
 1008 ; Солид. Пруссия. Георг Вильгельм ; 1627 ;  ; Ag ; VF- ; 50 ; VR62 ; 246 
 1009 ; Солид. Польша. Сигизмунд III ; 1627 ;  ; Ag ; VF- ; 44 ; igaist ; 236 
 1010 ; Солид. Литва ; 17 век ;  ; Ag ; VF- ; 41 ; Lеnin ; 324 
 1011 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; VF- ; 13 ; Mike! ; 75 
 1012 ; Солид. Рига. Кристина ; 17 век ;  ; Ag ; VF- ; 29 ; igaist ; 209 
 1013 ; Солид. Рига. Кристина ; 1648 ;  ; Ag ; VF- ; 4 ; D-503 ; 150 
 1014 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; VF- ; 6 ; меркурий ; 157 
 1015 ; Солид. Рига. Сигизмунд III ; 1621 ;  ; Ag ; VF- ; 36 ; ЮМК ; 156 
 1016 ; Солид. Рига. Сигизмунд III ; 17 век ;  ; Ag ; VF- ; 40 ; igaist ; 302 
 1017 ; Солид. Рига. Сигизмунд III ; 1622 ;  ; Ag ; VF- ; 37 ; Навруз ; 312 
 1018 ; Солид. Швеция. Густав II Адольф ; 1627 ;  ; Ag ; VF- ; 91 ; hjk1974 ; 365 
 1019 ; Солид. Швеция. Густав II Адольф ; 17 век ;  ; Ag ; VF- ; 13 ; EA51 ; 230 
 1020 ; Солид. Швеция. Густав II Адольф ; 1625 ;  ; Ag ; F-VF ; 16 ; Bayun48 ; 90 
 1021 ; Солид. Швеция. Густав II Адольф ; 1626 ;  ; Ag ; VF- ; 98 ; hjk1974 ; 482 
 1022 ; Солид. Рига. Кристина ; 1652 ;  ; Ag ; VF ; 12 ; нумизмат ; 209 
 1023 ; Солид. Рига. Кристина ; 1658 ;  ; Ag ; VF- ; 13 ; меркурий ; 105 
 1024 ; Дирхем. Крымское Ханство ; XV-XVI вв ;  ; Ag ; F-VF ; 13 ; ppp ; 28 
 1025 ; Дирхем. Крымское Ханство. Отверстие ; XV-XVI вв ;  ; Ag ; F-VF ; 9 ; alex995 ; 22 
 1026 ; Дирхем. Крымское Ханство ; XV-XVI вв ;  ; Ag ; F-VF ; 8 ; нумизмат ; 50 
 1027 ; Дирхем. Крымское Ханство ; XV-XVI вв ;  ; Ag ; F+ ; 27 ; Bayun48 ; 31 
 1028 ; Дирхем. Крымское Ханство ; XV-XVI вв ;  ; Ag ; F+ ; 7 ; нумизмат ; 50 
 1029 ; "1 цянь ""танго тунбао"". Китай, Южная Тан" ;  ;  ; Br ; VF ; 14 ; меркурий ; 102 
 1030 ; "10 цяней ""тунчжи тунбао"". Китай, Цин. Провинция Синьцзян (Аксу)" ;  ;  ; Cu ; F-VF ; 40 ; kishkis ; 197 
 1031 ; "10 цяней ""тунчжи тунбао"". Китай, Цин. Провинция Синьцзян (Яркенд)" ;  ;  ; Cu ; F-VF ; 28 ; kishkis ; 225 
 1032 ; "1 цянь ""сюаньтун тунбао"". Китай, Цин. Министерство финансов" ;  ;  ; Br ; VF- ; 7 ; меркурий ; 102 
 1033 ; "1 донг ""тайпин шэнбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; VF- ; 17 ; kay2 ; 58 
 1034 ; "1 донг ""сяндао юаньбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; VF- ; 5 ; koga ; 27 
 1035 ; "1 донг ""аньфа юаньбао"" гладкий. Аннам, Мо" ; 1638-1677 ;  ; Br ; VF- ; 14 ; меркурий ; 37 
 1036 ; Монета. Китай ;  ;  ;  ; VF- ; 5 ; kay2 ; 90 
 1037 ; Монета. Китай, Династия Северная Сун ; X-XI вв ;  ;  ; VF- ; 49 ; kay2 ; 79 
 1038 ; Монета. Китай, Династия Северная Сун ; X-XI вв ;  ;  ; F-VF ; 3 ; kay2 ; 31 
 1039 ; Монета. Китай, Династия Северная Сун ; X-XI вв ;  ;  ; VF- ; 11 ; smel ; 88 
 1040 ; Монета. Китай, Династия Северная Сун ; X-XI вв ;  ;  ; VF- ; 17 ; меркурий ; 82 
 1041 ; Монета. Китай, Династия Северная Сун ; X-XI вв ;  ;  ; VF ; 33 ; kay2 ; 110 
 1042 ; Монета. Китай, Династия Мин ; XV-XVI вв ;  ;  ; VF- ; 41 ; kay2 ; 84 
 1043 ; Монета. Китай, Династия Мин ; XV-XVI вв ;  ;  ; VF- ; 17 ; ЮМК ; 92 
 1044 ; Монета. Китай, Династия Хань ; I-II вв ;  ;  ; F-VF ; 25 ; gors ; 65 
 1045 ; Монета. Китай, Династия Хань ; I-II вв ;  ;  ; F-VF ; 27 ; gors ; 84 
 1046 ; Монета. Китай, Династия Хань ; I-II вв ;  ;  ; F+ ; 38 ; ЮМК ; 46 
 1081 ; Медаль для кавалеристов. За турецкую войну ; 1828-1829 ;  ; Ag ; F-VF ; 42 ; Murat_a ; 30931 
 1082 ; "Медаль ""В память Крымской войны""" ; 1853-1856гг ;  ; Br ; VF ; 87 ; ОВМ ; 2374 
 1083 ; "Медаль ""За русско-японскую войну"" с лентой" ; 1905 ;  ; Br ; AU ; 93 ; kolhis ; 6136 
 1084 ; "Жетон. 10. Ресторан ""Палермо"". Город Харбин" ; 20 век ;  ; Cu ; XF+ ; 73 ; kolhis ; 3168 
 1085 ; "Жетон. 1 рубль. Буфет пароход ""Пермяк"". Товарищество западно-сибирского параходства" ;  ;  ; Латунь ; AU ; 124 ; priorat13 ; 5000 
 1086 ; Жетон. Гривенник шефский квартальный.  Московский химик-резинщик ;  ;  ; Br ; XF+ ; 97 ; RAPAN ; 1521 
 1087 ; Жетон. Учреждение ЯВ 48/18. D-53мм ; 1959-1984 ;  ; Cu ; VF ; 34 ; choldon ; 570 
 1088 ; Знак. Вензель Имп. Николая II ;  ;  ;  ; VF- ; 48 ; Глол ; 1024 
 1089 ; Знак. Лауреат ВДНХ СССР ;  ;  ; Б/м ; XF+ ; 38 ; igaist ; 265 
 1090 ; Знак за успехи в социалистическом сельском хозяйстве ;  ;  ; Ag ; VF-XF ; 19 ; WinterCat ; 628 
 908 ; Монета. Золотая Орда ; XIV-XV вв ;  ; Cu ; F-VF ; 7 ; Omar ; 55 
 909 ; Монета. Золотая Орда ; XIV-XV вв ;  ; Cu ; F ; 11 ; VR62 ; 21 
 910 ; Монета. Золотая Орда ; XIV-XV вв ;  ; Cu ; F-VF ; 11 ; Omar ; 46 
 911 ; Монета. Золотая Орда ; XIV-XV вв ;  ; Cu ; F ; 23 ; bitdvd ; 35 
 961 ; Антониниан. Римская империя. Император Аврелиан ; 270-275 гг ;  ; Cu, посере ; VF+ ; 26 ; Luidor ; 1281 
 962 ; Денарий. Рим. Элагабал ; 218-222 гг ;  ;  ; VF+ ; 40 ; tommi2679 ; 1134 
 963 ; Антониниан. Рим. Гордиан III ; 238-244 гг ;  ;  ; VF+ ; 29 ; Luidor ; 1062 
 964 ; Денарий. Рим. Септимий Север ; 193-211 гг ;  ;  ; VF+ ; 37 ; Bayun48 ; 1224 
 965 ; Антониниан. Рим. Валериан I ; 253-259 гг ;  ;  ; VF+ ; 48 ; Luidor ; 920 
 966 ; Денарий. Рим. Юлия Мамея ;  ;  ;  ; VF-XF ; 70 ; Veteran ; 2133 
 967 ; Антониниан. Рим. Отацилия Севера, жена Филиппа I ;  ;  ;  ; VF-XF ; 32 ; Luidor ; 1051 
 968 ; Денарий. Рим. Фаустина Старшая, жена Антонина Пия ;  ;  ;  ; VF-XF ; 31 ; Luidor ; 1938 
 969 ; Денарий. Рим. Каракалла ; 198-217 гг ;  ;  ; VF+ ; 33 ; Jars ; 1360 
 970 ; Антониниан. Рим. Валериан I ; 253-259 гг ;  ;  ; VF+ ; 21 ; Luidor ; 1100 
 971 ; Антониниан. Рим. Филипп I ; 244-249 гг ;  ;  ; VF+ ; 23 ; Bayun48 ; 1122 
 972 ; Антониниан. Рим. Волузиан ; 251-253 гг ;  ;  ; VF ; 35 ; Luidor ; 984 
 973 ; Антониниан. Рим. Галлиен ; 253-268 гг ;  ;  ; VF+ ; 34 ; Luidor ; 1000 
 974 ; АЕ. Рим. Юбилейный выпуск времен Константина I ;  ;  ; Cu ; VF- ; 38 ; sinisha ; 398 
 975 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF ; 24 ; s-key ; 526 
 976 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF ; 24 ; skir ; 400 
 977 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF ; 20 ; VR62 ; 424 
 978 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF ; 34 ; димитрий ; 410 
 979 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF- ; 31 ; VR62 ; 340 
 980 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF ; 39 ; xabib ; 331 
 981 ; АЕ. Рим. Константин I ; 306-337 гг ;  ; Cu ; VF+ ; 8 ; s-key ; 429 
 982 ; АЕ-3. Рим. Константин II ; 317-340 гг ;  ; Cu ; VF ; 46 ; VR62 ; 340 
 983 ; АЕ-3. Рим. Константин II ; 317-340 гг ;  ; Cu ; VF ; 52 ; нумизмат ; 278 
 984 ; АЕ. Рим. Констанций II ; 324-361 гг ;  ; Cu ; VF ; 20 ; rock_dog ; 478 
 985 ; Фоллис. Рим. Лициний I ; 308-324 гг ;  ; Cu ; VF- ; 58 ; ppmpa ; 457 
 986 ; Антониниан. Рим. Проб ; 276-282 гг ;  ; Cu ; VF ; 36 ; s-key ; 576 
 987 ; АЕ-3. Рим. Крисп ; 317-326 гг ;  ; Cu ; VF ; 47 ; VR62 ; 355 
 988 ; Антониниан. Рим. Викторин ; 268-270 гг ;  ; Cu ; VF ; 34 ; s-key ; 469 
 989 ; Антониниан. Рим. Аврелиан ; 270-275 гг ;  ; Cu ; VF- ; 82 ; димитрий ; 456 
 990 ; АЕ-2. Рим. Маги Максим ; 384-388 гг ;  ; Cu ; F-VF ; 53 ; a_kog ; 476 
 991 ; Фолис. Римская империя. Император Лициний I ; 308-323 гг ;  ; Cu ; VF- ; 41 ; Tosha ; 691 
 992 ; Сестерций. Рим ;  ;  ; Cu ; VF ; 25 ; sinisha ; 714 
 993 ; Ас. Рим. Траян ; 97-117 гг ;  ; Cu ; VF- ; 58 ; a_kog ; 918 
 994 ; Монета античная ;  ;  ; Cu ; F+ ; 34 ; VR62 ; 334 
 995 ; Монета античная. Прута, Иудея ;  ;  ; Cu ; F-VF ; 54 ; rock_dog ; 527 
 996 ; Монета античная. Прута, Иудея ;  ;  ; Cu ; F+ ; 16 ; gelind ; 393 
 997 ; Монета античная. Прута, Иудея ;  ;  ; Cu ; F+ ; 57 ; ЮМК ; 189 
 998 ; Монета античная. Прута, Иудея ;  ;  ; Cu ; F+ ; 15 ; von_Schwarz ; 206 
 999 ; Монета античная. Прута, Иудея ;  ;  ; Cu ; F+ ; 3 ; франк ; 398 
 1000 ; Орт. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF+ ; 64 ; sssppp ; 1888 
 1001 ; Грош. Альбрехт Гогенцоллерн.  Кенигсберг - Кролевец. ; 1543 ;  ; Ag ; VF+ ; 51 ; ksa39 ; 1805 
 1002 ; 6 грошей. Пруссия ; 1681 ; HS ; Ag ; VF- ; 77 ; Lеnin ; 554 
 1003 ; Солид. Рига. Кристина ; 1651 ;  ; Ag ; VF- ; 39 ; D-503 ; 201 
 1004 ; Солид. Рига. Кристина ; 1653 ;  ; Ag ; VF ; 72 ; меркурий ; 216 
 1005 ; Солид. Рига. Кристина ; 1649 ;  ; Ag ; VF- ; 60 ; vitapool ; 220 
 1006 ; Солид. Польша. Ян Казимир ; 1658 ;  ; Ag ; VF- ; 27 ; Bayun48 ; 103 
 858 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 9 ; Arkhangel ; 55 
 859 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 5 ; Arkhangel ; 46 
 860 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F ; 20 ; zoom30 ; 56 
 861 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 23 ; Arkhangel ; 56 
 862 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 15 ; kladoiskatel ; 43 
 863 ; Танга. Князь Иван Федорович ; 1427-1456 ; Великое Княжество Рязанское  ; Ag ; F-VF ; 72 ; sssppp ; 5555 
 864 ; Денга. Коломна. Князь Василий Дмитриевич ;  ;  ; Ag ; VF- ; 51 ; niki17 ; 3478 
 865 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 93 ; diesel ; 1224 
 866 ; Денга ; 1462-1505 ; Иван III Васильевич  ; Ag ; VF- ; 15 ; Luidor ; 1788 
 867 ; Монета допетровская. Подражание татарское (плакированное) ;  ;  ; Ag ; F-VF ; 59 ; VR62 ; 281 
 868 ; Денга. Князь Василий Ярославович ; 1426-1483 ; Серпуховское Удельное Княжеств ; Ag ; F-VF ; 36 ; Luidor ; 890 
 869 ; Пуло ; 1505-1533 ; Василий III Иванович  ; Cu ; F+ ; 6 ; sssppp ; 209 
 870 ; Денга ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 17 ; diesel ; 1128 
 871 ; Денга ; 1425-1462 ; Василий Васильевич(Темный)  ; Ag ; F-VF ; 5 ; Luidor ; 1145 
 872 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 35 ; piter_k ; 408 
 873 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 31 ; alyans-met ; 231 
 874 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 40 ; diesel ; 306 
 875 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 56 ; кабан ; 404 
 876 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF ; 48 ; Майкл ; 408 
 877 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF-XF ; 34 ; ppp ; 157 
 878 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF-XF ; 51 ; lege ; 714 
 879 ; Денга ; 1533-1610 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 59 ; alyans-met ; 341 
 880 ; Копейка ; 1533-1610 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 29 ; mysha78 ; 101 
 881 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F-VF ; 36 ; bitdvd ; 70 
 882 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F+ ; 15 ; kladoiskatel ; 50 
 883 ; Денга ;  ; Великое Княжество Тверское  ; Ag ; F-VF ; 42 ; cochu ; 413 
 884 ; Денга ;  ; Великое Княжество Тверское  ; Ag ; F-VF ; 60 ; cochu ; 2083 
 885 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 31 ; ЕВС ; 92 
 886 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 18 ; bitdvd ; 70 
 887 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 5 ; kladoiskatel ; 46 
 888 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 36 ; kladoiskatel ; 56 
 889 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 17 ; 121974 ; 56 
 890 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 17 ; Blagorodie ; 104 
 891 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 15 ; ЕВС ; 66 
 892 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 5 ; kladoiskatel ; 41 
 893 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 9 ; kladoiskatel ; 51 
 894 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 11 ; zxc55 ; 73 
 895 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F ; 6 ; alex995 ; 10 
 896 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F+ ; 26 ; von_Schwarz ; 46 
 897 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F-VF ; 27 ; zoom30 ; 50 
 898 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F ; 11 ; von_Schwarz ; 36 
 899 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F-VF ; 37 ; VR62 ; 117 
 900 ; Монета. Мордовия, Поволжье. 2 отверстия ;  ;  ;  ; F-VF ; 50 ; tuz ; 104 
 901 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F+ ; 18 ; VR62 ; 81 
 902 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F ; 67 ; mag ; 114 
 903 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F+ ; 56 ; von_Schwarz ; 56 
 904 ; Монета. Мордовия, Поволжье. Отверстие ;  ;  ;  ; F ; 5 ; Arkhangel ; 22 
 905 ; Дирхем. Золотая Орда. Чекан г. Гюлистан. Хан Джанибек ; 756 л.х. ;  ; Ag ; VF- ; 31 ; Omar ; 222 
 906 ; Дирхем. Золотая Орда. Чекан г. Урду. Хан Шадибек ; 808 л.х. ;  ; Ag ; F-VF ; 21 ; VR62 ; 62 
 907 ; Монета. Золотая Орда ; XIV-XV вв ;  ; Cu ; F-VF ; 20 ; alex995 ; 20 
 540 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; F+ ; 32 ; Blagorodie ; 71 
 541 ; 1/2 копейки ; 1845 ; СМ  ; Cu ; VF+ ; 98 ; Даймлер ; 531 
 542 ; Денежка ; 1852 ; ЕМ  ; Cu ; VF- ; 71 ; Blagorodie ; 204 
 543 ; Денежка ; 1855 ; ЕМ  ; Cu ; VF ; 85 ; трулебас ; 2040 
 544 ; Денежка ; 1855 ; ЕМ  ; Cu ; F-VF ; 73 ; tron ; 222 
 545 ; 1/2 копейки ; 1882 ; СПБ  ; Cu ; VF ; 67 ; Олег33 ; 1632 
 546 ; 1/2 копейки ; 1889 ; СПБ  ; Cu ; VF+ ; 35 ; PolAn ; 682 
 547 ; 1/2 копейки ; 1899 ; СПБ  ; Cu ; AU ; 55 ; zerkalozemli ; 561 
 548 ; 1/2 копейки ; 1909 ; СПБ  ; Cu ; F-VF ; 53 ; хруст ; 55 
 549 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; XF+ ; 42 ; джон007 ; 76 
 550 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 61 ; ShSerg ; 360 
 551 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 42 ; xelbot ; 201 
 552 ; Полушка ; 1709 ;  ; Cu ; F+ ; 49 ; sas ; 1250 
 553 ; Полушка ; 18 век ;  ; Cu ; F+ ; 36 ; хруст ; 55 
 554 ; Полушка ; 1731 ;  ; Cu ; F-VF ; 51 ; jef688 ; 104 
 555 ; Полушка ; 1735 ;  ; Cu ; VF- ; 101 ; Гурий ; 192 
 556 ; Полушка ; 1735 ;  ; Cu ; F+ ; 20 ; alexey_s ; 41 
 557 ; Полушка ; 1736 ;  ; Cu ; F+ ; 6 ; ved ; 55 
 558 ; 1/4 копейки ; 1841 ; ЕМ  ; Cu ; VF- ; 31 ; sinisha ; 344 
 559 ; 1/4 копейки ; 1897 ; СПБ  ; Cu ; VF-XF ; 39 ; o.k. ; 966 
 560 ; "3 копейки ""Оккупация""" ; 1916 ; А ; Fe ; VF- ; 38 ; ЮМК ; 728 
 561 ; 2 пара-3 копейки  ; 1774 ; Валахия  ; Cu ; F-VF ; 37 ; ЮМК ; 2087 
 562 ; 10 пенни ; 1915 ; Финляндия  ; Cu ; VF-XF ; 36 ; choldon ; 218 
 563 ; 10 пенни ; 1916 ; Финляндия  ; Cu ; XF- ; 28 ; jef688 ; 134 
 564 ; 10 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF ; 60 ; av ; 373 
 565 ; 5 пенни ; 1898 ; Финляндия  ;  ; VF ; 29 ; mag ; 107 
 566 ; 5 пенни ; 1915 ; Финляндия  ; Cu ; XF ; 38 ; choldon ; 181 
 567 ; 5 пенни ; 1916 ; Финляндия  ; Cu ; XF+ ; 28 ; choldon ; 246 
 568 ; 5 пенни ; 1917 ; Финляндия. Орёл  ; Cu ; XF ; 9 ; kay2 ; 236 
 569 ; 1 пенни ; 1914 ; Финляндия  ; Cu ; XF ; 35 ; меркурий ; 80 
 570 ; 1 пенни ; 1915 ; Финляндия  ; Cu ; XF+ ; 47 ; marsel ; 88 
 571 ; 1 пенни ; 1916 ; Финляндия  ; Cu ; XF+ ; 29 ; меркурий ; 65 
 572 ; Лот монет России: 20 коп., 1 коп., 1/2 коп., денга (5шт) ; 1748,1749,1915гг ;  ; Ag, Cu ; VF,Au ; 25 ; Hant  ; 477 
 841 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 37 ; sssppp ; 378 
 842 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 34 ; sssppp ; 505 
 843 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 40 ; VR62 ; 446 
 844 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F ; 31 ; Bayun48 ; 227 
 845 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 15 ; sssppp ; 707 
 846 ; Полушка ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F ; 28 ; Bayun48 ; 261 
 847 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден. ; Ag ; VF-XF ; 37 ; diesel ; 593 
 848 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 27 ; ЮМК ; 92 
 849 ; Копейка. Отверстие ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 10 ; тапки ; 58 
 850 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 18 ; кабан ; 89 
 851 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 7 ; zoom30 ; 51 
 852 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 32 ; кабан ; 231 
 853 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 15 ; bitdvd ; 50 
