 3241 ; Бона иностранная ;  ;  ;  ;  ; 38 ; кузин ; 171 
 1052 ; Солид. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 11 ; selezsi ; 79 
 1053 ; Солид. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 8 ; Bayun48 ; 102 
 1054 ; Солид. Польша. Сигизмунд III ; 1626 ;  ; Ag ; F-VF ; 33 ; oks ; 180 
 1055 ; Солид. Рига. Карл Густав ; 17 век ;  ; Ag ; F-VF ; 3 ; Bayun48 ; 75 
 1056 ; Солид. Рига. Карл Густав ; 17 век ;  ; Ag ; F-VF ; 24 ; Bayun48 ; 97 
 1057 ; Солид. Рига. Карл Густав ; 17 век ;  ; Ag ; F+ ; 5 ; Sterh ; 46 
 1058 ; Солид. Рига. Сигизмунд III ; 17 век ;  ; Ag ; F-VF ; 2 ; Mike! ; 63 
 1059 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Ag ; F+ ; 10 ; Sterh ; 39 
 1060 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Ag ; F-VF ; 3 ; Bayun48 ; 65 
 1061 ; Солид. Польша. Ян Казимир ; 17 век ;  ; Ag ; F-VF ; 5 ; Bayun48 ; 66 
 1062 ; Солид. Польша. Сигизмунд III ; 17 век ;  ; Ag ; F-VF ; 11 ; Bayun48 ; 84 
 1063 ; Солид. Польша. Сигизмунд III ; 1624 ;  ; Ag ; F-VF ; 37 ; sandy ; 149 
 1064 ; Солид. Литва. Сигизмунд III ; 17 век ;  ; Ag ; F-VF ; 4 ; Sterh ; 57 
 1065 ; Монета античная. Китай, Династия Северная Сун ; X-XI вв ;  ; Cu ; VF ; 52 ; нумизмат ; 81 
 1066 ; Монета античная. Китай, Династия Северная Сун ; X-XI вв ;  ; Cu ; VF ; 40 ; Bayun48 ; 59 
 1067 ; 1 цянь "кайюань тунбао" полумесяц 12ч. Китай, Тан ;  ;  ; Br ; VF+ ; 21 ; sssppp ; 72 
 1068 ; 1 цянь "цяньюань чжунбао" гладкий. Китай, Тан ;  ;  ; Br ; VF ; 26 ; МИС ; 72 
 1069 ; 2 цяня "цзяньянь тунбао". Чжуань. Китай, Южная Сун ; 1127-1130 ;  ; Br ; F-VF ; 21 ; lsp25 ; 184 
 1070 ; 2 цяня "шаосин тунбао". Китай, Южная Сун ; 1131-1162 ;  ; Br ; F-VF ; 62 ; smel ; 174 
 1071 ; 2 цяня "шаосин тунбао" гладкий. Китай, Южная Сун ; 1131-1162 ;  ; Br ; F-VF ; 11 ; smel ; 174 
 1072 ; 2 цяня "шаосин тунбао" гладкий. Чжуань. Китай, Южная Сун ; 1131-1162 ;  ; Br ; F-VF ; 6 ; lsp25 ; 105 
 1073 ; 1 донг "тайхэ тунбао" гладкий. Аннам, Поздняя Ле ; 1443-1453 ;  ; Br ; F-VF ; 23 ; kay2 ; 100 
 1074 ; 1 донг "яньнин тунбао" гладкий. Аннам, Поздняя Ле ; 1454-1459 ;  ; Br ; F-VF ; 11 ; Гордиан ; 84 
 1075 ; 1 донг "чжаотун тунбао" чжун 6ч. Аннам, Поздняя Ле ; 1787-1788 ;  ; Br ; F-VF ; 11 ; kay2 ; 102 
 1076 ; 1 донг "цзинсин тунбао" гун 6ч. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 21 ; kay2 ; 149 
 1077 ; 6 донгов "сыдэ тунбао" "лю вэнь". Аннам, Юань ; 1848-1883 ;  ; Br ; VF- ; 47 ; smel ; 174 
 1086 ; Георгиевский крест III ст. №131968 ;  ;  ; Ag ; VF- ; 4 ; dariy ; 22667 
 1087 ; Георгиевский крест IV ст. № 361393 ;  ;  ; Ag ; VF+ ; 2 ; HILL77 ; 11335 
 1088 ; Медаль в память царствования имп. Александра III ; 1881-1894 ;  ; Ag ; XF+ ; 26 ; AAE2006 ; 6888 
 891 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 23 ; Bayun48 ; 77 
 892 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F+ ; 2 ; утюг ; 50 
 893 ; Медный пул. Золотая Орда. Отверстие ;  ;  ; Cu ; F+ ; 49 ; VR62 ; 77 
 894 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F ; 51 ; canis ; 53 
 895 ; Медный пул. Золотая Орда ;  ;  ; Cu ; F-VF ; 21 ; VR62 ; 37 
 896 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F+ ; 14 ; Bayun48 ; 69 
 977 ; Тремис. Византия. Константин IX. M-1,43гр ; 1042-1055 ;  ; Au ; VF-XF ; 12 ; Л.Е.В. ; 5610 
 978 ; Гистаменон. Византия. Константин IX. M-4,32гр ; 1042-1055 ;  ; Au ; VF-XF ; 19 ; tau ; 11016 
 979 ; Тетрадрахма. Греция ;  ;  ; Ag ; VF- ; 51 ; Л.Е.В. ; 5050 
 980 ; Денарий. Рим, Республика.C. Cato ; 123 г до н.э. ;  ; Ag ; VF-XF ; 91 ; lynx ; 3621 
 981 ; Денарий. Рим, Республика. M. Cipius ; 115-114 гг до н.э. ;  ; Ag ; VF-XF ; 87 ; a_kog ; 3090 
 982 ; Денарий. Рим, Республика.M. Bacbius Tampilus ; 137 г до н.э. ;  ; Ag ; VF+ ; 53 ; Л.Е.В. ; 3744 
 983 ; Денарий. Рим. Имп. Адриан ; 117-138 ;  ; Ag ; VF-XF ; 84 ; Л.Е.В. ; 2040 
 984 ; Денарий. Рим, Республика. L. Flaminius Chilo ; 109-108 гг до н.э. ;  ; Ag ; VF- ; 53 ; Bayun48 ; 1364 
 985 ; Денарий. Рим, Юлия Меза ;  ;  ; Ag ; VF-XF ; 97 ; lynx ; 3213 
 986 ; Денарий. Рим, Республика. L. Rutilius Flacuus ; 77 г до н.э. ;  ; Ag ; VF+/VF- ; 46 ; a_kog ; 1300 
 987 ; Денарий. Рим, Республика. Gargilius, Ogulnius & Vergilus ; 86 г до н.э. ;  ; Ag ; VF ; 93 ; a_kog ; 1836 
 988 ; Денарий. Рим, Антоний Пий ; 138-161 ;  ; Ag ; VF-XF ; 48 ; Л.Е.В. ; 2550 
 989 ; Денарий. Рим, Республика. M. Tullius ; 120г до н.э. ;  ; Ag ; XF- ; 89 ; lynx ; 4335 
 990 ; Монета. Рим ;  ;  ; Ag ; VF- ; 27 ; xabib ; 765 
 991 ; Тетрахалк. Греция, Македония ; 2 век до нэ ;  ; Cu ; F-VF ; 38 ; VR62 ; 459 
 992 ; Фоллис. Византия. Юстиниан I ; 527-565 ;  ; Cu ; F-VF ; 20 ; VR62 ; 643 
 993 ; Дупондий. Рим. Император Траян ;  ;  ; Cu ; F-VF ; 31 ; a_kog ; 1229 
 994 ; Фоллис. Византия. Михаил IV Пафлатон ; 1034-1041 ;  ; Cu ; F+ ; 26 ; VR62 ; 500 
 995 ; Сестерций. Рим ;  ;  ; Cu ; F-VF ; 26 ; ppmpa ; 1230 
 996 ; Монета. Греция. Филипп II ; 359-336 гг до нэ ;  ; Cu ; F-VF ; 64 ; tau ; 602 
 997 ; Тетрахалк. Пантикапей ; 225-200 гг до нэ ;  ; Cu ; F-VF ; 62 ; spektr ; 306 
 998 ; Аспрон трахи. Византия. Мануил I Комнин ; 1143-1180 ;  ; Cu ; F-VF ; 44 ; VR62 ; 558 
 999 ; Сестерций. Рим. Император Адриан ; 117-138 ;  ; Cu ; VF-XF ; 32 ; misha154137 ; 7040 
 1000 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF+ ; 36 ; xabib ; 531 
 1001 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF ; 33 ; orel66 ; 494 
 1002 ; Фолис. Рим, Максимилиан Геркулес ; 285-305 ;  ; Cu ; VF ; 21 ; Л.Е.В. ; 994 
 1003 ; Антониниан. Рим, Клавдий II Готский ; 268-270 ;  ; Br ; VF+ ; 21 ; ppp ; 509 
 1004 ; Монета античная. Рим, Диоклетиан ; 284-305 ;  ; Cu ; VF- ; 12 ; VR62 ; 611 
 1005 ; Монета античная. Рим, Юбилейный выпуск времени Константина I ;  ;  ; Cu ; VF+ ; 60 ; Л.Е.В. ; 765 
 1006 ; Монета античная. Рим, Диоклетиан ; 284-305 ;  ; Cu ; VF- ; 11 ; xabib ; 818 
 1007 ; Монета античная. Рим, Юбилейный выпуск времени Константина I ;  ;  ; Cu ; VF+ ; 48 ; misha154137 ; 1785 
 1008 ; Монета античная. Иудея ;  ;  ; Cu ; F ; 22 ; kaa123 ; 350 
 1009 ; Монета античная. Иудея ;  ;  ; Cu ; F ; 14 ; kaa123 ; 572 
 1010 ; Монета античная. Иудея ;  ;  ; Cu ; F ; 38 ; кузин ; 795 
 1021 ; Талер. Брауншвейг-Люнебург-Данненберг ; 1597 ;  ; Ag ; VF ; 27 ; Карцев ; 8976 
 1022 ; Талер. Брауншвейг-Вольфенбюттель ; 1611 ;  ; Ag ; VF ; 23 ; tau ; 5473 
 1023 ; 1 далер. Нидерланды. Кампен. Гравировка ; 1685 ;  ; Ag ; F-VF ; 13 ; Mike! ; 2155 
 1024 ; 1/4 талера. Брауншвейг-Вольфенбюттель ; 1643 ;  ; Ag ; VF+ ; 1 ; oblomus ; 3333 
 1025 ; 6 грошей. Польша. Ян III Собесский ; 1683TLB ;  ; Ag ; F-VF ; 76 ; xabib ; 424 
 1026 ; 3 гроша. Польша. Сигизмунд III ; 1624 ;  ; Ag ; VF- ; 19 ; Mike! ; 426 
 1027 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; VF ; 1 ; Mike! ; 152 
 1028 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF ; 2 ; finder ; 156 
 1029 ; Полторак. Польша. Сигизмунд III ; 1622 ;  ; Ag ; VF ; 2 ; spektr ; 156 
 1030 ; Солид. Рига. Кристина ; 1647 ;  ; Ag ; F-VF ; 29 ; sandy ; 88 
 672 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 14 ; canis ; 89 
 673 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 31 ; Данила ; 1518 
 674 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 22 ; lynx ; 213 
 675 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 28 ; alyans-met ; 141 
 676 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 20 ; alyans-met ; 152 
 677 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 26 ; Мишок ; 135 
 847 ; Монета. Тмутараканское княжество ;  ;  ; Ag ; F ; 32 ; grimbo ; 2056 
 848 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 43 ; Л.Е.В. ; 2550 
 849 ; Пуло. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Cu ; VF- ; 86 ; sssppp ; 3452 
 850 ; Денга. Князь Михаил Андреевич ; XVв ; Удельное Княжество Верейское ; Ag ; VF- ; 38 ; niki17 ; 8491 
 851 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 57 ; самарин ; 6681 
 852 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 7 ; Л.Е.В. ; 2750 
 853 ; Денга. Московское Великое кн-во. Князь Василий Васильевич (Темный) ; 1425-1462 ;  ; Ag ; F ; 51 ; kaa123 ; 300 
 854 ; Денга. Суздальско-Нижегородские кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 38 ; kollega ; 567 
 855 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; 1387-1391 ;  ; Ag ; VF-XF ; 52 ; Л.Е.В. ; 1550 
 856 ; Денга. Князь Даниил Борисович ; 1387-1391 ; Суздальско-Нижегородское Княже ; Ag ; VF+ ; 34 ; sssppp ; 499 
 857 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF+ ; 122 ; кабан ; 1056 
 858 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF+ ; 36 ; кабан ; 1020 
 859 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 24 ; vika442 ; 110 
 860 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF-XF ; 80 ; Л.Е.В. ; 204 
 861 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 38 ; кабан ; 111 
 862 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 48 ; samsung ; 66 
 863 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 17 ; Вов ; 117 
 864 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 68 ; кабан ; 222 
 865 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 43 ; ВЛУКИ ; 226 
 866 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) ; Ag ; VF- ; 68 ; niki17 ; 408 
 867 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF+ ; 56 ; Вов ; 230 
 868 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 46 ; Bayun48 ; 144 
 869 ; Копейка. Трещина ; 1598-1605 ; Борис Годунов Псковский ден.дв ; Ag ; VF ; 22 ; VR62 ; 128 
 870 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF+ ; 62 ; Майкл ; 663 
 871 ; Копейка ; 1599 ; Борис Годунов Новгородский ден ; Ag ; VF ; 42 ; win.gradoff ; 283 
 872 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; XF ; 60 ; Вов ; 359 
 873 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денеж ; Ag ; VF-XF ; 13 ; Л.Е.В. ; 250 
 874 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский де ; Ag ; XF ; 13 ; Вов ; 567 
 875 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 44 ; самарин ; 2193 
 876 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской д ; Ag ; VF+ ; 41 ; Л.Е.В. ; 250 
 877 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 33 ; vika442 ; 95 
 878 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 21 ; нумизмат ; 261 
 879 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 36 ; vika442 ; 101 
 880 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 52 ; самарин ; 459 
 881 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF+ ; 9 ; Bayun48 ; 65 
 882 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF-XF ; 32 ; Bayun48 ; 113 
 883 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 106 ; monos72 ; 1375 
 884 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 10 ; Bayun48 ; 59 
 885 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 31 ; sssppp ; 208 
 886 ; Денга. Крымское ханство ; XV в ;  ; Ag ; VF+ ; 45 ; самарин ; 408 
 887 ; Пуло ; 1485-1490 ; Великое Княжество Тверское ; Cu ; F-VF ; 53 ; sssppp ; 3570 
 888 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 134 ; sssppp ; 453 
 889 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 107 ; sssppp ; 223 
 890 ; Монета медная. Золотая Орда ;  ;  ; Cu ; F-VF ; 18 ; spektr ; 68 
 622 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 30 ; Arkhangel ; 55 
 623 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 32 ; nmvbnm ; 107 
 624 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 28 ; 123vav ; 171 
 625 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 33 ; ForeverYoung ; 77 
 626 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 23 ; tpes47 ; 153 
 627 ; 1/2 копейки ; 1915 ;  ; Cu ; VF- ; 42 ; жаба ; 153 
 628 ; Полушка. ВРП. Тройной удар ; 1718-1722 ;  ; Cu ; F ; 39 ; АЛЕКСАНДРЪ ; 255 
 629 ; Полушка ; 1720 ; НД ; Cu ; F-VF ; 65 ; alyans-met ; 284 
 630 ; Полушка ; 1720 ;  ; Cu ; F ; 31 ; ivdel1 ; 84 
 631 ; Полушка ; 1721 ; НД ; Cu ; F ; 105 ; fanis ; 305 
 632 ; Полушка ; 1731 ;  ; Cu ; F+ ; 95 ; ANK ; 322 
 633 ; Полушка ; 1734 ;  ; Cu ; F-VF ; 31 ; nikolay ; 65 
 634 ; Полушка ; 1735 ;  ; Cu ; VF ; 19 ; dmytrylat ; 61 
 635 ; Полушка ; 1735 ;  ; Cu ; F+ ; 28 ; хруст ; 49 
 636 ; Полушка ; 1746 ;  ; Cu ; F ; 133 ; niki17 ; 700 
 637 ; Полушка ; 1757 ;  ; Cu ; VF ; 39 ; Dмитрий ; 1900 
 638 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 61 ; vitapool ; 1211 
 639 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; F ; 53 ; sher60 ; 171 
 640 ; Полушка ; 1771 ; ЕМ ; Cu ; F+ ; 68 ; nikolay ; 81 
 641 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 79 ; xabib ; 1171 
 642 ; Полушка ; 1772 ; ЕМ ; Cu ; F-VF ; 35 ; GVBGVB ; 150 
 643 ; Полушка ; 1790 ; ЕМ ; Cu ; F ; 6 ; Abbat ; 59 
 644 ; Полушка (Петров-2,5р, Ильин-4р) ; 1790 ; КМ ; Cu ; F ; 79 ; lchernata ; 1438 
 645 ; Полушка ; 1797 ; ЕМ ; Cu ; F ; 21 ; GVBGVB ; 105 
 646 ; Полушка ; 1798 ; ЕМ ; Cu ; F+ ; 21 ; fanis ; 809 
 647 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 68 ; Poiuyt ; 170 
 648 ; 1/4 копейки (Ильин-1р) ; 1840 ; СМ ; Cu ; F+ ; 18 ; dmytrylat ; 191 
 649 ; 1/4 копейки (Ильин-1р) ; 1841 ; СМ ; Cu ; F+ ; 20 ; GVBGVB ; 184 
 650 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF-XF ; 52 ; Волк ; 1214 
 651 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F+ ; 65 ; suhua ; 206 
 652 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F-VF ; 98 ; GVBGVB ; 355 
 653 ; 1/4 копейки ; 1845 ; СМ ; Cu ; F-VF ; 41 ; suhua ; 355 
 654 ; Полушка ; 1857 ; ЕМ ; Cu ; VF- ; 51 ; Олег33 ; 466 
 655 ; Полушка ; 1858 ; ЕМ ; Cu ; F-VF ; 47 ; Олег33 ; 459 
 656 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 57 ; 123vav ; 1187 
 657 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; XF+ ; 83 ; fanil ; 2594 
 658 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; F ; 64 ; alyans-met ; 883 
 659 ; 3 гроша ; 1828 ; FH Польша ; Cu ; F ; 59 ; alyans-met ; 364 
 660 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F-VF ; 18 ; nikolay ; 357 
 661 ; 1 грош ; 1824 ; IB Польша ; Cu ; F-VF ; 49 ; baikal.k ; 310 
 662 ; 1 грош ; 1825 ; IB Польша ; Cu ; VF- ; 46 ; baikal.k ; 610 
 663 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF+ ; 29 ; vitapool ; 457 
 664 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF-XF ; 13 ; ААФ ; 295 
 665 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 20 ; нумизмат ; 400 
 666 ; 10 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 27 ; marsel ; 408 
 667 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 53 ; Saneck ; 171 
 668 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 49 ; lynx ; 969 
 669 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 22 ; alyans-met ; 235 
 670 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 26 ; alyans-met ; 238 
 671 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 65 ; alyans-met ; 483 
 572 ; Денга ; 1737 ;  ; Cu ; F-VF ; 23 ; мурман2008 ; 45 
 573 ; Денга ; 1738 ;  ; Cu ; F-VF ; 27 ; fanis ; 75 
 574 ; Денга ; 1738 ;  ; Cu ; F+ ; 31 ; МИС ; 57 
 575 ; Денга ; 1738 ;  ; Cu ; VF ; 37 ; HSS ; 305 
 576 ; Денга ; 1739 ;  ; Cu ; F ; 36 ; хруст ; 46 
 577 ; Денга ; 1741 ;  ; Cu ; F-VF ; 25 ; o.k. ; 46 
 578 ; Денга (Ильин-1р) ; 1748 ;  ; Cu ; VF- ; 55 ; baikal.k ; 744 
 579 ; Денга ; 1748 ;  ; Cu ; VF ; 59 ; dimon46 ; 98 
 580 ; Денга ; 1748 ;  ; Cu ; F-VF ; 34 ; хруст ; 72 
 581 ; Денга ; 1748 ;  ; Cu ; VF- ; 38 ; GVBGVB ; 85 
 582 ; Денга ; 1748 ;  ; Cu ; F-VF ; 14 ; fanis ; 64 
 583 ; Денга ; 1749 ;  ; Cu ; F ; 15 ; мурман2008 ; 36 
 584 ; Денга ; 1750 ;  ; Cu ; F-VF ; 19 ; skif ; 53 
 585 ; Денга ; 1751 ;  ; Cu ; VF ; 51 ; ANK ; 123 
 586 ; Денга ; 1754 ;  ; Cu ; VF- ; 45 ; spektr ; 300 
 587 ; Денга ; 1760 ;  ; Cu ; F-VF ; 68 ; baikal.k ; 313 
 588 ; Денга ; 1769 ; ЕМ ; Cu ; VF+ ; 20 ; baikal.k ; 716 
 589 ; Денга ; 1770 ; ЕМ ; Cu ; F-VF ; 50 ; Abbat ; 153 
 590 ; Денга ; 1773 ; ЕМ ; Cu ; F-VF ; 43 ; GVBGVB ; 351 
 591 ; Денга (Петров-1р) ; 1786 ; КМ ; Cu ; F+ ; 45 ; А_еЧъ ; 567 
 592 ; Денга ; 1787 ; КМ ; Cu ; F ; 24 ; пятак ; 366 
 593 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 31 ; skif ; 59 
 594 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; XF+ ; 79 ; AAE2006 ; 1545 
 595 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; VF- ; 44 ; Alexdav ; 534 
 596 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF ; 57 ; veveshnik ; 300 
 597 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F ; 26 ; ForeverYoung ; 163 
 598 ; 1/2 копейки ; 1842 ; СМ ; Cu ; F+ ; 24 ; canis ; 117 
 599 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F+ ; 18 ; ForeverYoung ; 130 
 600 ; 1/2 копейки ; 1844 ; СМ ; Cu ; VF ; 29 ; sergfokin ; 816 
 601 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F-VF ; 55 ; lchernata ; 260 
 602 ; Денежка ; 1852 ; ЕМ ; Cu ; VF- ; 59 ; ignis ; 259 
 603 ; Денежка ; 1852 ; ЕМ ; Cu ; F+ ; 31 ; skif ; 57 
 604 ; Денежка ; 1854 ; ЕМ ; Cu ; VF- ; 46 ; ForeverYoung ; 229 
 605 ; Денежка ; 1855 ; ЕМ ; Cu ; F+ ; 22 ; lelik ; 53 
 606 ; Денежка (Петров-1,5р, Ильин-1р) ; 1855 ; ВМ ; Cu ; F+ ; 118 ; lchernata ; 1487 
 607 ; Денежка ; 1855 ; ЕМ ; Cu ; F-VF ; 35 ; lelik ; 100 
 608 ; Денежка ; 1855 ; ВМ ; Cu ; VF+ ; 32 ; GVBGVB ; 1202 
 609 ; Денежка ; 1856 ; ЕМ ; Cu ; F ; 31 ; Arkhangel ; 36 
 610 ; Денежка ; 1857 ; ЕМ ; Cu ; XF+ ; 27 ; ААФ ; 793 
 611 ; Денежка ; 1863 ; ЕМ ; Cu ; F+ ; 53 ; GVBGVB ; 940 
 612 ; Денежка ; 1863 ; ВМ ; Cu ; F ; 40 ; GVBGVB ; 340 
 613 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF- ; 29 ; marsel ; 169 
 614 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 16 ; ForeverYoung ; 123 
 615 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 24 ; volod ; 92 
 616 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 55 ; Пионер ; 188 
 617 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 40 ; 123vav ; 284 
 618 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 34 ; Мишок ; 152 
 619 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 24 ; jef688 ; 57 
 620 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 40 ; vitapool ; 71 
 621 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 36 ; jef688 ; 59 
 522 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 41 ; dmytrylat ; 355 
 523 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; VF+ ; 51 ; да ; 1302 
 524 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 54 ; vc57 ; 391 
 525 ; Копейка ; 1789 ; ЕМ ; Cu ; F ; 112 ; alyans-met ; 260 
 526 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 58 ; volod ; 297 
 527 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 32 ; kaa123 ; 120 
 528 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 18 ; volod ; 214 
 529 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 14 ; Волк ; 510 
 530 ; Копейка ; 1822 ; КМ АМ ; Cu ; F ; 9 ; 542 ; 136 
 531 ; Копейка ; 1823 ; КМ АМ ; Cu ; F+ ; 19 ; ForeverYoung ; 140 
 532 ; Копейка ; 1826 ; КМ АМ ; Cu ; F+ ; 57 ; mars6307 ; 430 
 533 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 44 ; Майкл ; 193 
 534 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 17 ; jef688 ; 24 
 535 ; Копейка ; 1830 ; КМ АМ ; Cu ; F-VF ; 50 ; mars6307 ; 236 
 536 ; Копейка (Петров-2р, Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 12 ; Волк ; 1314 
 537 ; Копейка (Ильин-1р) ; 1832 ; СМ ; Cu ; F+ ; 54 ; leo 2 ; 1020 
