 3561 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Poiuyt ; 34 
 2059 ; 1 франк. Франция ; 1916 ;  ; Ag ; XF+ ; 38 ; В1951 ; 153 
 2060 ; 1 дирхам. Марокко ; 1960 ;  ; Ag ; VF ; 42 ; alcher ; 204 
 2061 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF-XF ; 119 ; Вилкофф ; 263 
 2062 ; 5 пиастров. Египет ; 1933 ;  ; Ag ; VF ; 63 ; vitapool ; 599 
 2063 ; 20 марок. ГДР. Бранденбургские ворота ; 1990A ;  ; Ag ; AU ; 101 ; 542 ; 585 
 2064 ; 10 марок. ГДР. Кети Кольвитц ; 1967 ;  ; Ag ; AU ; 41 ; дед морос ; 1108 
 2065 ; 10 марок. ГДР. Иоганн Фридрих Боттгер ; 1969 ;  ; Ag ; AU ; 45 ; salim ; 1388 
 2066 ; 10 марок. ГДР. Георг Вильгельм Фридрих Гегель ; 1981 ;  ; Ag ; AU ; 47 ; georg20 ; 1248 
 2067 ; 20 марок. ГДР. Генрих Манн ; 1971 ;  ; Cu-Ni ; AU ; 50 ; Опятор ; 69 
 2068 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; AU ; 53 ; zid200 ; 77 
 2069 ; 20 марок. ГДР. Вильгельм Пик ; 1972A ;  ; Cu-Ni ; XF/AU ; 34 ; zid200 ; 55 
 2070 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu-Ni ; AU ; 52 ; Майкл ; 82 
 2071 ; 20 марок. ГДР. Отто Гротеволь ; 1973A ;  ; Cu-Ni ; AU ; 38 ; Sterh ; 50 
 2072 ; 20 марок. ГДР. 30 лет ГДР ; 1979A ;  ; Cu-Ni ; AU ; 91 ; рулевой ; 156 
 2073 ; 20 марок. ГДР. Карл Маркс ; 1983A ;  ; Cu-Ni ; AU ; 48 ; 147 ; 219 
 2074 ; 20 марок. ГДР. Бранденбургские ворота ; 1990A ;  ; Cu-Ni ; AU ; 45 ; 2372 ; 221 
 2075 ; 10 марок. ГДР. Бухенвальд ; 1972A ;  ; Cu-Ni ; XF+ ; 44 ; zid200 ; 81 
 2076 ; 10 марок. ГДР. Фестиваль в Берлине ; 1973A ;  ; Cu-Ni ; AU ; 59 ; S1952 ; 82 
 2077 ; 10 марок. ГДР. 25 лет ГДР ; 1974A ;  ; Cu-Ni ; AU ; 59 ; Опятор ; 82 
 2078 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; AU ; 69 ; Xmen ; 100 
 2079 ; 10 марок. ГДР. 20 лет Национальной народной армии ; 1976A ;  ; Cu-Ni ; AU ; 50 ; дед морос ; 123 
 2080 ; 10 марок. ГДР. Совместный полет СССР-ГДР ; 1978A ;  ; Cu-Ni ; AU ; 34 ; env ; 314 
 2081 ; 10 марок. ГДР. Национальная народная армия ; 1981A ;  ; Cu-Ni ; AU ; 79 ; ppp ; 138 
 2082 ; 10 марок. ГДР. 40 лет разгрома фашизма ; 1985A ;  ; Cu-Ni ; AU ; 55 ; env ; 241 
 2083 ; 10 марок. ГДР. Спорт ; 1988A ;  ; Cu-Ni ; AU ; 39 ; alskr ; 118 
 2084 ; 10 марок. ГДР. 40 лет ГДР ; 1989A ;  ; Cu-Ni ; AU ; 65 ; 147 ; 136 
 2085 ; 10 марок. ГДР. 100 лет 1 мая ; 1990A ;  ; Cu-Ni ; AU ; 23 ; дед морос ; 136 
 2086 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni/Br ; XF+ ; 54 ; zid200 ; 87 
 2087 ; 5 марок. ГДР. Бранденбургские ворота ; 1971A ;  ; Cu-Ni ; AU ; 30 ; A_coin ; 74 
 2088 ; 5 марок. ГДР. Город Майсен ; 1972A ;  ; Cu-Ni ; XF/AU ; 62 ; A_coin ; 73 
 2089 ; 5 марок. ГДР. Год борьбы с апартеидом ; 1978A ;  ; Cu-Ni ; AU ; 32 ; sina ; 363 
 2090 ; 5 марок. ГДР. Сан-Суси в Потсдаме ; 1986A ;  ; Cu-Ni ; AU ; 50 ; salim ; 251 
 2091 ; 5 марок. ГДР. Александрплатц ; 1987A ;  ; Cu-Ni ; AU ; 30 ; sina ; 227 
 2092 ; 5 марок. ГДР. Николай Вертель ; 1987A ;  ; Cu-Ni ; AU ; 41 ; salim ; 251 
 2093 ; 5 марок. ГДР. Красная Ратуша ; 1987A ;  ; Cu-Ni ; AU ; 40 ; abrek112 ; 255 
 2094 ; 5 марок. ГДР. Ростокская верфь ; 1988A ;  ; Cu-Ni ; AU ; 28 ; sina ; 213 
 2095 ; 5 марок. ГДР. Ж/д в Саксонии ; 1988A ;  ; Cu-Ni ; AU ; 19 ; smel ; 276 
 2096 ; 5 марок. ГДР. Церковь Святой Марии в Мюльхаузене ; 1989A ;  ; Cu-Ni ; AU ; 25 ; sina ; 216 
 2097 ; 5 марок. ГДР. Церковь Святой Катарины ; 1989A ;  ; Cu-Ni ; AU ; 26 ; abrek112 ; 263 
 2098 ; 5 марок. ГДР. Цейгхаус ; 1990A ;  ; Cu-Ni ; AU ; 89 ; В О Р О Н О К ; 140 
 2099 ; 5 марок. ГДР. 500 лет почтовой службе ; 1990A ;  ; Cu-Ni ; AU ; 13 ; sina ; 223 
 2100 ; 10 пфеннигов. Германия ; 1937А ;  ; Br ; VF-XF ; 2 ; smaci ; 62 
 2101 ; 10 пфеннигов. Германия ; 1937D ;  ; Br ; VF+ ; 43 ; 542 ; 153 
 2102 ; 10 пфеннигов. Германия ; 1938E ;  ; Br ; XF- ; 39 ; suhua ; 90 
 2103 ; 10 пфеннигов. Германия ; 1939D ;  ; Br ; XF ; 45 ; 542 ; 177 
 1992 ; Лот монет СССР: 10,5,1 руб 50,10 коп (5шт) ; 1991 ;  ; Cu-Ni,Би/м ; AU ; 17 ; bolik ; 17 
 1993 ; Лот монет Банка России: 100,50,20,10,5,1 руб (9шт) ; 1992-1993 ;  ; Cu-Ni,Би/м ; XF/AU ; 82 ; Alexey77 ; 185 
 1994 ; Лот монет Банка России:20,10,5,1 руб (18шт) ; 1992,1993 ;  ; Cu-Ni, Fe/ ; XF/AU ; 7 ; bolik ; 8 
 1995 ; Лот монет Банка России (86шт): 100р, 50р, 10р ; 1991-1993ЛМД ;  ; Би/м, Cu/N ; VF-XF/AU ; 18 ; bolik ; 255 
 1996 ; Лот монет Банка России: 1 рубль (Пушкин, 10 лет СНГ) 2шт ; 1999,2001 ;  ; Cu-Ni ; AU ; 7 ; bolik ; 114 
 1997 ; Лот монет Банка России (10шт): 10 рублей+ 2 рубля Гагарин и Города ; 2000-2005 ;  ; Cu/Ni,Би/м ; XF/AU ; 15 ; jimmysu ; 140 
 1998 ; Лот монет Банка России (15шт): 10 рублей ; 2000-2010 ;  ; Би/м ; XF/AU ; 45 ; 248 ; 313 
 2011 ; 50 лек. Албания. М-9,87г ; 1969 ;  ; Au ; Proof ; 23 ; rarehunter ; 15527 
 2012 ; 50 франков. Франция. М-16,12г ; 1868А ;  ; Au ; XF+ ; 25 ; marinin70 ; 26176 
 2013 ; 20 франков. Франция. М-6,45г ; 1869 ;  ; Au ; AU ; 50 ; marinin70 ; 10068 
 2014 ; 20 франков. Франция. М-6,45г ; 1910 ;  ; Au ; AU ; 23 ; hugo ; 11561 
 2015 ; 20 франков. Швейцария. М-6,45г ; 1930В ;  ; Au ; AU ; 16 ; marinin70 ; 10555 
 2016 ; 20 крон. Швеция. М-8,96г ; 1876 ;  ; Au ; AU ; 20 ; dsp ; 14165 
 2017 ; 20 франков. Конго. Искусство Африки. М-1,244г ; 2000 ;  ; Au999 ; Proof ; 8 ; E.C. ; 2040 
 2018 ; 15 долларов. Австралия. Год Змеи. М-3,11г ; 2001 ;  ; Au ; Proof ; 20 ; hugo ; 5029 
 2019 ; 2 скуди. Сан-Марино. М-6,45г ; 2003 ;  ; Au ; Proof ; 32 ; marinin70 ; 11117 
 2020 ; Талер. Бавария ; 1757 ;  ; Ag ; VF ; 26 ; rekaSvir ; 1655 
 2021 ; Талер. Пруссия ; 1786B ;  ; Ag ; VF- ; 54 ; Tche ; 2925 
 2022 ; 1/3 талера. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1779IWS ;  ; Ag ; VF-XF ; 49 ; Майкл ; 4086 
 2023 ; 1/6 талера. Мекленбург ; 1754 ;  ; Ag ; F+ ; 89 ; d-master ; 550 
 2024 ; 5 марок. Веймар. Граф Цеппелин ; 1930D ;  ; Ag ; AU ; 31 ; ШВС59 ; 6103 
 2025 ; 5 марок (Медальные) в честь  Гинденбурга. Германия. D-36мм ; 1927 ;  ; Ag900 ; AU ; 23 ; vicnic ; 2270 
 2026 ; 3 марки. Пруссия ; 1911А ;  ; Ag ; VF+ ; 26 ; murew ; 612 
 2027 ; 3 марки. Веймар. 1000 лет Рейнланду ; 1925A ;  ; Ag ; AU ; 23 ; AMZYA ; 1887 
 2028 ; 3 марки. Веймар. 700 лет независимости Любека ; 1926A ;  ; Ag ; AU ; 42 ; cot ; 4074 
 2029 ; 3 марки. Веймар. 1000 лет Нордхаузену ; 1927A ;  ; Ag ; XF+ ; 37 ; u85 ; 3876 
 2030 ; 3 марки. Веймар. Граф Цеппелин ; 1930J ;  ; Ag ; AU ; 49 ; u85 ; 2874 
 2031 ; 3 марки. Веймар. 100 лет со дня смерти Гете ; 1932E ;  ; Ag ; XF/AU ; 23 ; elya ; 2706 
 2032 ; 2 марки. Пруссия. 200 лет королевству Пруссии ; 1901 ;  ; Ag ; VF-XF ; 47 ; полимер ; 688 
 2033 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937Е ;  ; Ag ; VF+/VF-XF ; 65 ; страус ; 178 
 2034 ; 1 марка. Германия ; 1915A ;  ; Ag ; AU ; 28 ; Mmax ; 217 
 2035 ; 1/2 марки. Германия ; 1906F ;  ; Ag ; XF ; 11 ; zelya ; 102 
 2036 ; 30 крейцеров. Бавария. Легкая деформация ; 1734 ;  ; Ag ; F-VF ; 47 ; d-master ; 692 
 2037 ; 1 мариенгрош. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1776 ;  ; Ag ; F+ ; 22 ; mishchka ; 206 
 2038 ; 3 гроша. Пруссия ; 1780 ;  ; Ag ; F ; 10 ; Al0851 ; 105 
 2039 ; Монета иностранная ; 1707? ;  ; Ag ; F ; 8 ; Dahan ; 62 
 2040 ; 5 марок. ФРГ ; 1974F ;  ; Ag ; AU ; 55 ; zydor ; 255 
 2041 ; 5 марок. ФРГ ; 1951J ;  ; Ag ; VF-XF ; 86 ; vitapool ; 227 
 2042 ; 5 марок. ФРГ ; 1966J ;  ; Ag ; VF-XF ; 30 ; 542 ; 232 
 2043 ; 1 флорин. Великобритания ; 1920 ;  ; Ag ; VF- ; 33 ; грос79 ; 82 
 2044 ; 1 шиллинг. Великобритания ; 1924 ;  ; Ag ; VF- ; 28 ; Рыба ; 101 
 2045 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF+ ; 23 ; zid200 ; 43 
 2046 ; 3 пенса. Южная Африка ; 1933 ;  ; Ag ; XF ; 3 ; zx123 ; 102 
 2047 ; 50 центов. Канада ; 1944 ;  ; Ag ; VF-XF ; 21 ; Вилкофф ; 271 
 2048 ; 10 центов. Канада ; 1953 ;  ; Ag ; XF+ ; 59 ; СВл ; 71 
 2049 ; 10 злотых. Польша ; 1933 ;  ; Ag ; XF ; 76 ; AnvlaSar6216 ; 485 
 2050 ; 2 злотых. Польша ; 1933 ;  ; Ag ; XF- ; 15 ; vitapool ; 82 
 2051 ; 5 франков. Швейцария ; 1933B ;  ; Ag ; XF- ; 110 ; murew ; 579 
 2052 ; 1/2 франка. Швейцария ; 1957B ;  ; Ag ; AU ; 18 ; zydor ; 218 
 2053 ; 10 аурар. Исландия ; 1946 ;  ; Cu-Ni ; VF-XF ; 20 ; abrek112 ; 99 
 1942 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1978 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 48 ; vova4244 ; 1836 
 1943 ; Годовой набор монет СССР:1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)+ 2 жетона. В пластиковой капсуле ; 1979 ;  ; Cu-Zn,Cu-N ; AU ; 6 ; Mike! ; 888 
 1944 ; Набор монет СССР (10шт): 1р, 50к (гурт 1987),20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. Упаковка ; 1988 ;  ; Cu/Ni,Cu/Z ; Unc ; 76 ; Les ; 5500 
 1945 ; Набор монет СССР (10шт): 1р, 50к,20к (Л/с штемпель 3копеек),15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1989 ;  ; Cu/Ni,Cu/Z ; Unc ; 54 ; Les ; 1041 
 1946 ; Набор монет СССР (10шт): 1р, 50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. Упаковка ; 1990 ;  ; Cu/Ni,Cu/Z ; Unc ; 97 ; kozlevich ; 619 
 1947 ; Набор разменных монет (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон СПМД. Магнитные. Упаковка ; 2009СПМД ;  ; Мельхиор/S ; Unc ; 128 ; QSCl ; 644 
 1948 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 69 ; gord2 ; 500 
 1949 ; Лот монет СССР "Олимпиада 80": 1 руб (6шт) ; 1977-1980 ;  ; Cu-Ni ; XF/AU ; 43 ; jimmysu ; 151 
 1950 ; Лот монет СССР: 10,15,20 копеек "50 лет Советской власти"- 10 шт ; 1967 ;  ; Cu-Ni ; VF/XF ; 61 ; jimmysu ; 110 
 1951 ; Лот монет СССР "50 лет Советской власти" (4шт): 1р,50к,20к,10к ; 1967 ;  ; Cu-Ni ; VF/XF ; 15 ; jimmysu ; 53 
 1952 ; Лот монет СССР "50 лет Советской власти": 1 руб, 5020,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; VF/XF ; 39 ; старый ; 69 
 1953 ; Лот монет СССР (2шт): 1 рубль ; 1964,1965 ;  ; Cu-Ni ; VF-XF/XF ; 34 ; Следопыт ; 123 
 1954 ; Лот монет СССР: 1 руб (5шт) ; 1965-1989 ;  ; Cu-Ni ; VF+/XF ; 25 ; Dmitriy86 ; 82 
 1955 ; Лот монет СССР (10шт): 50 копеек ; 1964-1990 ;  ; Cu-Ni ; XF/AU ; 106 ; kosty ; 330 
 1956 ; Лот монет СССР (5шт): 50 копеек ; 1964-1986 ;  ; Cu/Ni ; VF/XF+ ; 17 ; SERG53 ; 80 
 1957 ; Лот монет СССР: 50 коп (9шт) ; 1964-1987 ;  ; Cu-Ni ; VF/XF ; 30 ; рабинович ; 150 
 1958 ; Лот монет СССР: 20 коп (3шт) ; 1946,1948,1949 ;  ; Ni ; XF-/XF+ ; 46 ; klimvita ; 66 
 1959 ; Лот монет СССР (8шт): 20к,15к,5к,3к,2к ; 1932-1956 ;  ; Ni,Br ; F+/VF- ; 39 ; ded1 ; 65 
 1960 ; Лот монет СССР:20,15,10 копеек (12шт) ; 1957-1991 ;  ; Cu-Ni ; VF/XF ; 23 ; Следопыт ; 33 
 1961 ; Лот монет СССР:20,15,10 копеек (10шт) ; 1957-1988 ;  ; Cu-Ni, Ni ; VF/XF ; 12 ; bolik ; 11 
 1962 ; Лот монет СССР: 20, 15, 10 копеек (13шт) ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 22 ; alexadm ; 23 
 1963 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1988 ;  ; Cu-Ni ; XF-/AU ; 43 ; aluar ; 42 
 1964 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1990 ;  ; Cu-Ni,Cu-Z ; XF/AU ; 13 ; alexadm ; 12 
 1965 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1991 ;  ; Cu-Ni ; AU ; 30 ; Gell13 ; 31 
 1966 ; Лот монет СССР: 15 коп (3шт) ; 1946,1948,1949 ;  ; Ni ; VF/XF ; 94 ; vc57 ; 165 
 1967 ; Лот монет СССР: 15 коп (7шт) ; 1946-1957 ;  ; Ni ; VF-/VF ; 16 ; kosty ; 69 
 1968 ; Лот монет СССР (7шт): 10 копеек ; 1931-1949 ;  ; Ni ; F+/F-VF ; 32 ; kvm64 ; 136 
 1969 ; Лот монет СССР: 10 коп (3шт) ; 1946,1948,1949 ;  ; Ni ; XF-/XF ; 13 ; kosty ; 100 
 1970 ; Лот монет СССР: 10 копеек (6шт) ; 1954-1957 ;  ; Ni ; XF/AU ; 5 ; 3273 ; 83 
 1971 ; Лот монет СССР:10 копеек (3шт) ; 1955-1957 ;  ; Ni ; VF-/VF ; 6 ; 3273 ; 22 
 1972 ; Лот монет СССР:10 копеек (9шт) ; 1957-1988 ;  ; Cu-Ni, Ni ; VF-XF/XF ; 5 ; bolik ; 11 
 1973 ; Лот монет СССР:10 копеек (9шт) ; 1957-1988 ;  ; Cu-Ni, Ni ; VF/XF ; 12 ; bolik ; 16 
 1974 ; Лот монет СССР: 10 коп (22шт) ; 1970-1991 ;  ; Cu-Ni ; VF+/XF+ ; 33 ; alexadm ; 28 
 1975 ; Лот монет СССР:10 копеек (3шт) ; 1955-1957 ;  ; Ni ; VF-/VF ; 13 ; 439 ; 13 
 1976 ; Лот монет СССР:10,3,1 коп (5шт) ; 1957-1991Л ;  ; Cu-Zn, Ni ; XF/AU ; 8 ; bolik ; 8 
 1977 ; Лот монет СССР: 5 коп (12шт) ; 1930-1957 ;  ; Br ; F-VF/VF ; 47 ; Alex74 ; 313 
 1978 ; Лот монет СССР (14шт): 5 копеек ; 1961-1990 ;  ; Cu/Zn ; VF/XF ; 19 ; Следопыт ; 85 
 1979 ; Лот монет СССР: 1,5 копеек (19шт) ; 1961-1991 ;  ; Cu-Zn ; VF/AU ; 15 ; 3273 ; 27 
 1980 ; Лот монет СССР (3шт): 10к, 5к ; 1946,1956,1976 ;  ; Ni,Br,Cu/Z ; VF- ; 27 ; Masik ; 26 
 1981 ; Лот монет СССР (4шт): 3 копейки ; 1931,1941,1949,1957 ;  ; Br ; F-VF/VF ; 10 ; DINA ; 27 
 1982 ; Лот монет СССР: 3 коп (25шт) ; 1926-1957 ;  ; Br ; VF-/VF+ ; 46 ; zid200 ; 254 
 1983 ; Лот монет СССР: 3 коп (15шт) ; 1930-1957 ;  ; Br ; VF/VF+ ; 26 ; salim ; 123 
 1984 ; Лот монет СССР:3,1 коп (16шт) ; 1975-1991 ;  ; Cu-Zn ; VF/VF-XF ; 19 ; Tonyxxx82 ; 33 
 1985 ; Лот монет СССР: 3,1 коп (9шт) ; 1983-1991 ;  ; Cu-Zn ; XF/AU ; 8 ; kvm64 ; 21 
 1986 ; Лот монет СССР (7шт): 2 копейки ; 1926-1953 ;  ; Br ; VF- ; 26 ; Al0851 ; 109 
 1987 ; Лот монет СССР: 2 коп (9шт) ; 1926-1957 ;  ; Br ; F+/VF- ; 16 ; Опятор ; 17 
 1988 ; Лот монет СССР: 2 коп (24шт) ; 1926-1957 ;  ; Br ; F+/VF ; 53 ; zid200 ; 302 
 1989 ; Лот монет СССР (4шт): 1 копейка ; 1931,1932,1954,1961 ;  ; Br,Cu/Zn ; VF/VF-XF ; 61 ; Олег33 ; 221 
 1990 ; Лот монет СССР и Банка России:10 руб, 10 коп (5шт) ; 1957,1993 ;  ; Ni,Fe/Br ; VF/AU ; 8 ; bolik ; 8 
 1991 ; Лот монет СССР и Банка России:50 копеек, 10,1 руб, 10 рублей (Министерство внутренних дел РФ) (8шт) ; 1961-2002 ;  ; Би/м, Cu-N ; VF/AU ; 54 ; Alexey77 ; 185 
 1892 ; 3 копейки ; 1931 ;  ; Br ; VF- ; 3 ; страус ; 4 
 1893 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF- ; 34 ; AlexFil ; 39 
 1894 ; 3 копейки ; 1951 ;  ; Br ; VF ; 62 ; Олег33 ; 306 
 1895 ; 2 копейки ; 1926 ;  ; Br ; VF+ ; 11 ; Ledidi46 ; 31 
 1896 ; 2 копейки ; 1938 ;  ; Br ; VF ; 37 ; Ledidi46 ; 51 
 1897 ; 2 копейки ; 1951 ;  ; Br ; VF ; 32 ; Олег33 ; 155 
 1898 ; 1 копейка ; 1934 ;  ; Br ; F-VF ; 91 ; tva1213 ; 426 
 1899 ; 1 копейка ; 1938 ;  ; Br ; XF+ ; 18 ; dikiy17 ; 42 
 1900 ; 1 копейка ; 1940 ;  ; Br ; AU ; 58 ; dikiy17 ; 63 
 1901 ; 5 копеек ; 1930 ;  ; Br ; VF ; 24 ; Рыба ; 144 
 1902 ; 5 копеек ; 1952 ;  ; Br ; VF- ; 12 ; кабан ; 27 
 1903 ; 3 копейки ; 1930 ;  ; Br ; VF ; 7 ; кабан ; 31 
 1904 ; 3 копейки ; 1937 ;  ; Br ; F-VF ; 20 ; кабан ; 42 
 1905 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 2 ; кабан ; 3 
 1906 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 53 ; xorek016 ; 153 
 1907 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 11 ; dagoff ; 63 
 1908 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Z ; AU ; 81 ; ИВОЛГА ; 521 
 1909 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Z ; AU ; 6 ; zid200 ; 17 
 1910 ; 10 рублей ; 1991 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 19 ; flYUGgerr ; 20 
 1911 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 11 ; alex995 ; 12 
 1912 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 17 ; 439 ; 18 
 1913 ; 50 рублей. Красная книга. Гималайский медведь ; 1993ЛМД ;  ; Би/м ; AU ; 98 ; Следопыт ; 202 
 1914 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993ЛМД ;  ; Би/м ; AU ; 60 ; il72 ; 200 
 1915 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993ЛМД ;  ; Би/м ; AU ; 44 ; alex995 ; 181 
 1916 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993ЛМД ;  ; Би/м ; AU ; 55 ; Smergol ; 236 
 1917 ; 50 рублей. Красная книга. Черноморская афалина ; 1993ЛМД ;  ; Би/м ; AU ; 27 ; alex995 ; 176 
 1918 ; 50 рублей. Красная книга. Джейран ; 1994ЛМД ;  ; Би/м ; AU ; 41 ; Sky2 ; 665 
 1919 ; 50 рублей. Красная книга. Фламинго ; 1994ЛМД ;  ; Би/м ; AU ; 16 ; TECHNO ; 404 
 1920 ; 50 рублей. Красная книга. Песчаный слепыш ; 1994ЛМД ;  ; Би/м ; AU ; 27 ; gord2 ; 510 
 1921 ; 50 рублей. Красная книга. Сапасан ; 1994ЛМД ;  ; Би/м ; AU ; 56 ; gord2 ; 740 
 1922 ; 50 рублей. Красная книга. Зубр ; 1994ЛМД ;  ; Би/м ; AU ; 47 ; mishanya ; 561 
 1923 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992ЛМД ;  ; Би/м ; AU ; 29 ; gord2 ; 369 
 1924 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992ЛМД ;  ; Би/м ; AU ; 28 ; gord2 ; 375 
 1925 ; 10 рублей. Красная книга. Амурский тигр ; 1992ЛМД ;  ; Би/м ; AU ; 52 ; kvm64 ; 481 
 1926 ; 5 рублей. Красная книга. Рыбный филин ; 1991ЛМД ;  ; Би/м ; AU ; 29 ; juniorZ ; 215 
 1927 ; 5 рублей. Красная книга. Виноторогий козел ; 1991ЛМД ;  ; Би/м ; AU ; 37 ; juniorZ ; 233 
 1928 ; 10 рублей. Татарстан. Медведь ; 2008 ;  ; Ж/м ; AU ; 90 ; Рыба ; 206 
 1929 ; 5 рублей. Татарстан. Волк ; 2008 ;  ; Б/м ; AU ; 65 ; bdd48 ; 215 
 1930 ; 3 рубля. Татарстан. Лиса ; 2008 ;  ; Б/м ; AU ; 52 ; rezz ; 244 
 1931 ; 1 рубль. Татарстан. Олень ; 2008 ;  ; Ж/м ; AU ; 64 ; ballero ; 255 
 1932 ; 50 копеек. Татарстан. Орел ; 2008 ;  ; Ж/м ; AU ; 22 ; Ходор ; 153 
 1933 ; 15 копеек. Татарстан. Заяц ; 2008 ;  ; Б/м ; AU ; 41 ; rezz ; 164 
 1934 ; 10 копеек. Татарстан. Филин ; 2008 ;  ; Б/м ; AU ; 20 ; Ходор ; 132 
 1935 ; Жетон "Слава русского оружия". Калининград. 45 мм противотанковая пушка ; 2004 ;  ; Ж/м ; Proof ; 48 ; омт ; 1105 
 1936 ; Жетон "Слава русского оружия". Калининград. Крейсер Варяг ; 2004 ;  ; Ж/м ; Proof ; 37 ; омт ; 1136 
