 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 3647 ; 500 ир. Сан-Марино. ; 1999 ;  ; Би/м ; AU ; 48 ; spbra ; 101 
 3648 ; 500 ир. Сан-Марино. ; 1988 ;  ; Би/м ; AU ; 13 ; kornum ; 101 
 3649 ; 25 новых пенсов. Великобритания. На свадьбу ; 1972 ;  ; Cu-Ni ; XF ; 4 ; Семен ; 115 
 3650 ; 25 новых пенсов. Великобритания. На коронацию ; 1977 ;  ; Cu-Ni ; XF+ ; 8 ; sneg ; 112 
 3551 ; 2 евро. Германия. Бремен. С сертификатом ; 2010D ;  ; Би/м, позол ; AU ; 9 ; mishakl ; 227 
 3552 ; 2 евро. Германия. Гессен. С сертификатом ; 2010D ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3553 ; 2 евро. Германия.  Саарленд. С сертификатом ; 2010D ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3554 ; 2 евро. Германия. Туринген.  С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3555 ; 2 евро. Германия. Бранденбург. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 4 ; Димон777 ; 207 
 3556 ; 2 евро. Германия. Саксен-Анхальт. С сертификатом ; 2010D ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3557 ; 2 евро. Германия. Баден-Вюртемберг. С сертификатом ; 2010D ;  ; Би/м, позол ; AU ; 4 ; sahakala ; 207 
 3558 ; 1000 лир. Сан-Марино ; 2001 ;  ; Би/м ; AU ; 14 ; дед морос ; 159 
 3559 ; 1 лира. Турция ; 2013 ;  ; Би/м ; AU ; 69 ; An12 ; 492 
 3560 ; 1 лира. Турция ; 2013 ;  ; Би/м ; AU ; 63 ; An12 ; 500 
 3561 ; 1000 шиллингов. Уганда ; 2012 ;  ; Би/м ; AU ; 39 ; SKeeper ; 101 
 3562 ; 10 франков. Монако ; 2000 ;  ; Би/м ; AU ; 28 ; smel ; 210 
 3563 ; 500 лир. Сан-Марино ; 1995 ;  ; Би/м ; AU ; 9 ; teso ; 91 
 3564 ; 500 лир. Сан-Марино ; 1999 ;  ; Би/м ; AU ; 36 ; mask ; 101 
 3565 ; 500 франков. Джибути ; 2010 ;  ; Al/Br ; AU ; 22 ; SKeeper ; 271 
 3566 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; XF ; 47 ; qver ; 775 
 3567 ; 5 пфеннигов. Германия ; 1938A ;  ; Al/Br ; XF ; 53 ; qver ; 794 
 3568 ; 5 сенти. Литва ; 1925 ;  ; Al/Br ; VF+ ; 29 ; Schwer ; 273 
 3569 ; 10 пфеннигов. Германия ; 1938A ;  ; Al/Br ; XF ; 51 ; dim66 ; 408 
 3570 ; 20 сентимес. Монако ; 1962 ;  ; Al/Br ; XF ; 27 ; Victory-2001 ; 120 
 3571 ; 1 франк. Монако ; ND ;  ; Al ; VF+ ; 13 ; visitor ; 178 
 3572 ; 1 франк. Франция ; 1992 ;  ; Cu-Ni ; XF+ ; 10 ; mask ; 42 
 3573 ; 1 лит. Литва ; 1999 ;  ; Cu-Ni ; AU ; 39 ; bva150979 ; 317 
 3574 ; 5 марок. Эстония ; 1922 ;  ; Cu-Ni ; VF+ ; 37 ; sibirian ; 459 
 3575 ; 50 пфеннигов. Веймар ; 1937A ;  ; Cu-Ni ; VF-XF ; 62 ; qver ; 469 
 3576 ; 20 пара. Черногория ; 1906 ;  ; Cu-Ni ; VF ; 39 ; Ronald ; 357 
 3577 ; 10 франков. Франция ; 1986 ;  ; Cu-Ni ; XF ; 21 ; mask ; 62 
 3578 ; 5 франков. Швейцария ; 1987 ;  ; Cu-Ni ; XF+ ; 20 ; бывалый ; 320 
 3579 ; 10 пара. Черногория ; 1906 ;  ; Cu-Ni ; VF ; 38 ; Ronald ; 477 
 3580 ; 10 крон.Гренландия ; 1922 ;  ; Cu-Ni ; XF- ; 51 ; dsp ; 3904 
 3581 ; 1 марка. Германия ; 1935 ;  ; Cu-Ni ; XF- ; 45 ; qver ; 448 
 3582 ; 250 рублей. Знаменитые корабли Российского флота. Яхта "Штандарт" ; 2014 ;  ; Би/м ; Proof ; 26 ; gerber68 ; 902 
 3583 ; 250 рублей. Знаменитые корабли Российского флота. Линейный корабль "Двенадцать апостолов" ; 2014 ;  ; Би/м ; Proof ; 27 ; KHODOVNV77 ; 901 
 3584 ; 250 рублей. Знаменитые корабли Российского флота. Фрегат "Паллада" ; 2014 ;  ; Би/м ; Proof ; 25 ; gerber68 ; 920 
 3585 ; 250 рублей. Знаменитые корабли Российского флота. Шлюп "Надежда" ; 2014 ;  ; Би/м ; Proof ; 24 ; KHODOVNV77 ; 901 
 3586 ; 250 рублей. Знаменитые корабли Российского флота. Шлюп "Нева" ; 2014 ;  ; Би/м ; Proof ; 22 ; gerber68 ; 916 
 3587 ; 1 цент. Новая Шотландия ; 1861 ;  ; Cu ; VF-XF ; 39 ; bva150979 ; 397 
 3588 ; 5 рейс. Португалия ; 1906 ;  ; Br ; VF ; 22 ; t_v_v ; 61 
 3589 ; 1 цент. Ньюфаундленд ; 1896 ;  ; Br ; VF-XF ; 32 ; SKeeper ; 340 
 3590 ; 20 рейс. Португалия ; 1883 ;  ; Br ; VF- ; 10 ; Rober ; 61 
 3591 ; 1 цент. Канада ; 1884 ;  ; Br ; XF- ; 18 ; vladimirov ; 271 
 3592 ; 1 пфенниг. Данциг ; 1937 ;  ; Br ; VF+ ; 29 ; Ronald ; 310 
 3593 ; 1 пай. Индия ;  ;  ; Br ; VF+ ; 35 ; 1000 ; 528 
 3594 ; 1 сентаво. Португалия ; 1918 ;  ; Br ; XF ; 21 ; кве ; 149 
 3595 ; 1 пфенниг. Германия ; 1938A ;  ; Br ; XF ; 17 ; DaMon15 ; 159 
 3596 ; 1/2 пайса. Индия. Бахавалпур ; 1940 ;  ; Br ; VF+ ; 21 ; братья Гавс ; 203 
 3597 ; 5 франков. Катанга ; 1961 ;  ; Br ; XF- ; 26 ; Sky2 ; 306 
 3598 ; 1 франк. Катанга ; 1961 ;  ; Br ; XF ; 23 ; Sporti84 ; 166 
 3599 ; 1 крона. Тристан-да-Кунья ; 2011 ;  ; Cu-Ni ; AU ; 18 ; SKeeper ; 246 
 3600 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF+ ; 9 ; SKeeper ; 81 
 3501 ; Фартинг. Великобритания ; 1950 ;  ; Br ; XF+ ; 23 ; Lapin79 ; 31 
 3502 ; Фартинг. Великобритания ; 1955 ;  ; Br ; XF ; 10 ; ag58 ; 23 
 3503 ; 1/2 пенни. Великобритания ; 1939 ;  ; Br ; VF-XF ; 14 ; Шмейхель ; 34 
 3504 ; 1/2 пенни. Великобритания ; 1946 ;  ; Br ; XF ; 11 ; sneg ; 36 
 3505 ; 1/2 пенни. Великобритания ; 1956 ;  ; Br ; XF ; 15 ; taa ; 35 
 3506 ; 1/2 пенни. Великобритания ; 1963 ;  ; Br ; XF- ; 43 ; CASABLANCA ; 214 
 3507 ; 3 пенса. Великобритания ; 1938 ;  ; Al/Br ; XF ; 9 ; Lapin79 ; 18 
 3508 ; 3 пенса. Великобритания ; 1942 ;  ; Al/Br ; XF ; 12 ; visitor ; 89 
 3509 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; AU ; 24 ; heavy_fly ; 102 
 3510 ; 1/2 доллара. США ; 1974 ;  ; Cu-Ni ; AU ; 17 ; heavy_fly ; 93 
 3511 ; 1 марка. ФРГ ; 1950D ;  ; Cu-Ni ; XF- ; 10 ; WhiteMouse ; 41 
 3512 ; 1 марка. ФРГ ; 1950J ;  ; Cu-Ni ; XF- ; 6 ; Жигурда ; 35 
 3513 ; 1 марка. ФРГ ; 1959F ;  ; Cu-Ni ; XF ; 16 ; ВМШ ; 167 
 3514 ; 1 марка. ФРГ ; 1960F ;  ; Cu-Ni ; XF ; 16 ; ВМШ ; 114 
 3515 ; 1 марка. ФРГ ; 1964J ;  ; Cu-Ni ; XF ; 12 ; ВМШ ; 63 
 3516 ; 1 марка. ФРГ ; 1974J ;  ; Cu-Ni ; AU ; 13 ; кв-4 ; 83 
 3517 ; 20 крон. Дания ; 2010 ;  ; Лат ; AU ; 28 ; ertus ; 250 
 3518 ; 1 крона. Швеция ; 1942 ;  ; Ag ; VF+ ; 11 ; SirPi ; 102 
 3519 ; 1 крона. Швеция ; 1943 ;  ; Ag ; VF+ ; 10 ; Rober ; 102 
 3520 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF ; 10 ; Rosomaha ; 92 
 3521 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF+ ; 19 ; Rober ; 103 
 3522 ; 1 крона. Швеция ; 1949 ;  ; Ag ; XF- ; 9 ; Rober ; 75 
 3523 ; 1 крона. Швеция ; 1950 ;  ; Ag ; VF+ ; 8 ; Rosomaha ; 72 
 3524 ; 1 крона. Швеция ; 1953 ;  ; Ag ; VF+ ; 9 ; всыня ; 57 
 3525 ; 1 крона. Швеция ; 1954 ;  ; Ag ; VF+ ; 10 ; всыня ; 60 
 3526 ; 2 евро. Германия. Бремен. С сертификатом ;  ;  ; Би/м, позол ; AU ; 42 ; sileng ; 308 
 3527 ; 2 евро. Германия. Эрфурт. С сертификатом ;  ;  ; Би/м, позол ; AU ; 8 ; didisister ; 212 
 3528 ; 2 евро. Германия. Шверин. С сертификатом ;  ;  ; Би/м, позол ; AU ; 18 ; gerber68 ; 273 
 3529 ; 2 евро. Германия. Киль. С сертификатом ;  ;  ; Би/м, позол ; AU ; 6 ; didisister ; 207 
 3530 ; 2 евро. Германия. Дрезден. С сертификатом ;  ;  ; Би/м, позол ; AU ; 5 ; Vanka ; 202 
 3531 ; 2 евро. Германия. Висбаден. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; sileng ; 207 
 3532 ; 2 евро. Германия. Магдебург. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; didisister ; 207 
 3533 ; 2 евро. Германия. Берлин. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; didisister ; 207 
 3534 ; 2 евро. Германия. Потсдам. С сертификатом ;  ;  ; Би/м, позол ; AU ; 14 ; sileng ; 259 
 3535 ; 2 евро. Германия. Ганновер. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; didisister ; 207 
 3536 ; 2 евро. Германия. Майнц.  С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; aziya11 ; 207 
 3537 ; 2 евро. Германия. Саарбрюкен. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; didisister ; 207 
 3538 ; 2 евро. Германия. Мекленбург-Передняя Померания. . С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 5 ; gerber68 ; 212 
 3539 ; 2 евро. Германия. Штутгард. С сертификатом ;  ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3540 ; 2 евро. Германия. Гамбург. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 9 ; Винни Пух ; 227 
 3541 ; 2 евро. Германия. Рейнланд-Пфальц. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 6 ; didisister ; 215 
 3542 ; 2 евро. Германия. Саксония. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 8 ; didisister ; 212 
 3543 ; 2 евро. Германия. Дюссельдорф. С сертификатом ;  ;  ; Би/м, позол ; AU ; 4 ; didisister ; 207 
 3544 ; 2 евро. Германия. Берлин. Саксония С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 4 ; aziya11 ; 207 
 3545 ; 2 евро. Германия. Шлезвиг-Гольштейн. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3546 ; 2 евро. Германия. Северная Вестфалия. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 4 ; aziya11 ; 207 
 3547 ; 2 евро. Германия. Мюнхен. С сертификатом ;  ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3548 ; 2 евро. Германия. Гамбург. С сертификатом ;  ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3549 ; 2 евро. Германия. Бавария. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 7 ; Schwer ; 217 
 3550 ; 2 евро. Германия. Нижняя Саксония. С сертификатом ; 2010F ;  ; Би/м, позол ; AU ; 3 ; Vanka ; 202 
 3451 ; 20 крон. Дания ; 2006 ;  ; Al/Br ; AU ; 18 ; vb96 ; 327 
 3452 ; 20 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 19 ; kornum ; 327 
 3453 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 18 ; sibirian ; 174 
 3454 ; 10 крон. Дания ; 2009 ;  ; Al/Br ; AU ; 17 ; kornum ; 168 
 3455 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 34 ; sibirian ; 201 
 3456 ; 10 крон. Дания ; 2009 ;  ; Al/Br ; AU ; 20 ; vb96 ; 206 
 3457 ; 10 крон. Дания ; 2009 ;  ; Al/Br ; AU ; 16 ; vb96 ; 203 
 3458 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 19 ; sibirian ; 192 
 3459 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 18 ; sibirian ; 190 
 3460 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; AU ; 15 ; vb96 ; 203 
 3461 ; 10 крон. Дания ; 2004 ;  ; Al/Br ; AU ; 18 ; jj ; 181 
 3462 ; 100 драм. Армения ; 1997 ;  ; Cu-Ni ; AU ; 75 ; cotangens ; 4386 
 3463 ; 20 тенге. Казахстан ; 1993 ;  ; Cu-Ni ; XF+ ; 22 ; Фест ; 138 
 3464 ; 20 тенге. Казахстан. Астана ; 1998 ;  ; Cu-Ni ; XF+ ; 52 ; loguten ; 326 
 3465 ; 100 драм. Армения ; 1996 ;  ; Cu-Ni ; AU ; 21 ; loguten ; 189 
 3466 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF ; 23 ; vitapool ; 203 
 3467 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; XF ; 33 ; старом ; 408 
 3468 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; XF ; 25 ; bob375 ; 362 
 3469 ; 1/2 кроны. Великобритания ; 1948 ;  ; Cu-Ni ; VF-XF ; 5 ; всыня ; 102 
 3470 ; 1/2 кроны. Великобритания ; 1949 ;  ; Cu-Ni ; VF-XF ; 13 ; всыня ; 102 
 3471 ; 1/2 кроны. Великобритания ; 1960 ;  ; Cu-Ni ; XF ; 5 ; Vanka ; 53 
 3472 ; 1/2 кроны. Великобритания ; 1955 ;  ; Cu-Ni ; VF+ ; 4 ; Bronco ; 55 
 3473 ; 1/2 кроны. Великобритания ; 1956 ;  ; Cu-Ni ; VF+ ; 4 ; Bronco ; 55 
 3474 ; 1/2 кроны. Великобритания ; 1957 ;  ; Cu-Ni ; VF+ ; 3 ; Vanka ; 53 
 3475 ; 1/2 кроны. Великобритания ; 1958 ;  ; Cu-Ni ; VF-XF ; 3 ; Vanka ; 53 
 3476 ; 1/2 кроны. Великобритания ; 1963 ;  ; Cu-Ni ; XF+ ; 3 ; CASABLANCA ; 55 
 3477 ; 1/2 кроны. Великобритания ; 1967 ;  ; Cu-Ni ; XF+ ; 3 ; Vanka ; 53 
 3478 ; 2 шиллинга. Великобритания ; 1941 ;  ; Ag ; VF ; 5 ; жора ; 204 
 3479 ; 2 шиллинга. Великобритания ; 1946 ;  ; Ag ; VF+ ; 15 ; manson ; 161 
 3480 ; 2 шиллинга. Великобритания ; 1947 ;  ; Cu-Ni ; VF+ ; 13 ; Bronco ; 56 
 3481 ; 2 шиллинга. Великобритания ; 1948 ;  ; Cu-Ni ; XF ; 14 ; Bronco ; 45 
 3482 ; 2 шиллинга. Великобритания ; 1950 ;  ; Cu-Ni ; XF+ ; 10 ; sneg ; 36 
 3483 ; 2 шиллинга. Великобритания ; 1951 ;  ; Cu-Ni ; XF ; 17 ; Bronco ; 31 
 3484 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF+ ; 13 ; stark-2006 ; 79 
 3485 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF+ ; 9 ; stark-2006 ; 80 
 3486 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF+ ; 7 ; всыня ; 62 
 3487 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF+ ; 11 ; An12 ; 115 
 3488 ; 6 пенсов. Великобритания ; 1951 ;  ; Ag ; XF+ ; 8 ; Legio ; 57 
 3489 ; 6 пенсов. Великобритания ; 1947 ;  ; Cu-Ni ; XF- ; 5 ; всыня ; 31 
 3490 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 19 ; astksu ; 101 
 3491 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; XF ; 12 ; mask ; 101 
 3492 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF+ ; 9 ; mihal ; 18 
 3493 ; 1 пенни. Великобритания ; 1940 ;  ; Br ; VF+ ; 11 ; sneg ; 21 
 3494 ; 1 пенни. Великобритания ; 1921 ;  ; Br ; VF ; 5 ; 312 ; 21 
 3495 ; 1 пенни. Великобритания ; 1935 ;  ; Br ; VF-XF ; 7 ; 312 ; 22 
 3496 ; Фартинг. Великобритания ; 1822 ;  ; Cu ; F ; 41 ; Legio ; 169 
 3497 ; Фартинг. Великобритания ; 1923 ;  ; Br ; VF+ ; 5 ; 312 ; 21 
 3498 ; Фартинг. Великобритания ; 1927 ;  ; Br ; XF ; 7 ; sneg ; 21 
 3499 ; Фартинг. Великобритания ; 1942 ;  ; Br ; XF+ ; 8 ; An12 ; 57 
 3500 ; Фартинг. Великобритания ; 1941 ;  ; Br ; XF ; 32 ; sneg ; 102 
 3401 ; 1 доллар. Барбадос ; 1974 ;  ; Cu/Ni ; Proof ; 37 ; igor26 ; 175 
 3402 ; Монетовидный жетон. 1/4 экю. Великобритания. Европа ; 1992 ;  ; Cu ; AU ; 23 ; ВМШ ; 453 
 3403 ; 1 крона. Остров Мен. Олимпиада в США ; 1984 ;  ; Cu/Ni ; AU ; 41 ; Reverse ; 463 
 3404 ; 1 крона. Остров Мен. 300-летие монетного обращения ; 1979 ;  ; Cu/Ni ; AU ; 32 ; Reverse ; 557 
 3405 ; 1 крона. Остров Мен. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 31 ; Reverse ; 445 
 3406 ; 1 крона. Остров Мен. Чемпионат мира по футболу в Мексике ; 1986 ;  ; Cu/Ni ; XF+ ; 23 ; seva777 ; 2040 
 3407 ; 1 крона. Остров Мен. Чемпионат мира по футболу в Мексике ; 1986 ;  ; Cu/Ni ; XF+ ; 29 ; seva777 ; 1555 
 3408 ; 3 пенса. Австралия ; 1958 ;  ; Ag ; AU ; 44 ; hugo ; 209 
 3409 ; 6 пенсов. Австралия ; 1958 ;  ; Ag ; AU ; 22 ; hugo ; 192 
 3410 ; 1 шиллинг. Австралия ; 1958 ;  ; Ag ; AU ; 24 ; hugo ; 668 
 3411 ; 1 флорин. Австралия ; 1958 ;  ; Ag ; AU ; 32 ; sax ; 654 
 3412 ; 1 флорин. Австралия ; 1954 ;  ; Ag ; AU ; 24 ; sax ; 772 
 3413 ; 1 флорин. Австралия. 50 лет Австралийского союза ; 1951 ;  ; Ag ; XF ; 33 ; старом ; 506 
 3414 ; 1 флорин. Австралия ; 1944 ;  ; Ag ; XF+ ; 40 ; 1023oxana ; 1789 
 3415 ; Монетовидный жетон. 10 марок. Финляндия. D-33мм ; 2002 ;  ; Ag ; Proof ; 30 ; boroda ; 410 
 3416 ; Монетовидный жетон. 5 марок. Финляндия. D-30мм ; 2002 ;  ; Ag ; Proof ; 19 ; boroda ; 410 
 3417 ; 1 крона. Швеция ; 1955 ;  ; Ag ; VF+ ; 20 ; sneg ; 102 
 3418 ; 1 крона. Швеция ; 1957 ;  ; Ag ; VF+ ; 11 ; SirPi ; 102 
 3419 ; 1 крона. Швеция ; 1958 ;  ; Ag ; VF+ ; 9 ; byrozka ; 72 
 3420 ; 1 крона. Швеция ; 1960 ;  ; Ag ; XF ; 19 ; Липик1 ; 118 
 3421 ; 1 крона. Швеция ; 1961 ;  ; Ag ; XF- ; 9 ; byrozka ; 72 
 3422 ; 1 крона. Швеция ; 1962 ;  ; Ag ; XF ; 9 ; SirPi ; 102 
 3423 ; 5 франков. Франция ; 1971 ;  ; Cu-Ni ; AU ; 14 ; Lapin79 ; 67 
 3424 ; 5 франков. Франция ; 1973 ;  ; Cu-Ni ; AU ; 3 ; Kolya2788 ; 31 
 3425 ; 5 эре. Швеция ; 1943 ;  ; Fe ; VF ; 5 ; sneg ; 21 
 3426 ; 5 эре. Швеция ; 1946 ;  ; Fe ; VF ; 14 ; Липик1 ; 57 
 3427 ; 5 эре. Швеция ; 1950 ;  ; Fe ; VF ; 4 ; Kolya2788 ; 11 
 3428 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 13 ; bcg ; 105 
 3429 ; 25 пенсов. Великобритания. Черчель ; 1965 ;  ; Cu-Ni ; AU ; 30 ; Ozon ; 157 
 3430 ; 2 кроны. Дания ; 1926 ;  ; Al/Br ; VF+ ; 13 ; SadKo ; 91 
 3431 ; 1/2 доллара. США ; 1964D ;  ; Ag ; AU ; 22 ; rahim230785 ; 456 
 3432 ; 2 кроны. Дания ; 1958 ;  ; Al/Br ; XF- ; 8 ; teso ; 57 
 3433 ; 5 крон. Дания ; 1980 ;  ; Cu-Ni ; AU ; 13 ; teso ; 59 
 3434 ; 20 крон. Дания ; 2011 ;  ; Al/Br ; AU ; 21 ; ertus ; 312 
 3435 ; 20 крон. Дания ; 1992 ;  ; Al/Br ; AU ; 20 ; SKeeper ; 397 
 3436 ; 20 крон. Дания ; 1990 ;  ; Al/Br ; AU ; 37 ; asternox ; 420 
 3437 ; 20 крон. Дания ; 1995 ;  ; Al/Br ; AU ; 28 ; vb96 ; 459 
 3438 ; 20 крон. Дания ; 1997 ;  ; Al/Br ; AU ; 13 ; SKeeper ; 327 
 3439 ; 20 крон. Дания ; 1990 ;  ; Al/Br ; AU ; 22 ; asternox ; 440 
 3440 ; 20 крон. Дания ; 2011 ;  ; Al/Br ; AU ; 21 ; ertus ; 308 
 3441 ; 20 крон. Дания ; 1995 ;  ; Al/Br ; AU ; 19 ; vb96 ; 479 
 3442 ; 20 крон. Дания ; 2012 ;  ; Al/Br ; AU ; 15 ; ertus ; 308 
 3443 ; 20 крон. Дания ; 2003 ;  ; Al/Br ; AU ; 28 ; vb96 ; 403 
 3444 ; 20 крон. Дания ; 2007 ;  ; Al/Br ; AU ; 29 ; vb96 ; 403 
 3445 ; 20 крон. Дания ; 2003 ;  ; Al/Br ; AU ; 16 ; ertus ; 300 
 3446 ; 20 крон. Дания ; 2008 ;  ; Al/Br ; AU ; 33 ; vb96 ; 434 
 3447 ; 20 крон. Дания ; 2008 ;  ; Al/Br ; AU ; 31 ; sibirian ; 421 
 3448 ; 20 крон. Дания ; 2009 ;  ; Al/Br ; AU ; 29 ; vb96 ; 419 
 3449 ; 20 крон. Дания ; 2008 ;  ; Al/Br ; AU ; 27 ; vb96 ; 465 
 3450 ; 20 крон. Дания ; 2009 ;  ; Al/Br ; AU ; 21 ; vb96 ; 455 
 3351 ; 1 шиллинг. Великобритания ; 1930 ;  ; Ag ; VF ; 42 ; нормировщик9 ; 132 
 3352 ; 1 шиллинг. Великобритания ; 1921 ;  ; Ag ; F-VF ; 34 ; Fontan ; 108 
 3353 ; 1/10 гульдена. Нидерландская Индия ; 1930 ;  ; Ag ; VF ; 17 ; Exctas ; 100 
 3354 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 16 ; нормировщик9 ; 105 
 3355 ; 1/2 франка. Швейцария ; 1963 ;  ; Ag ; XF ; 32 ; ASTRAL ; 215 
 3356 ; 6 пенсов. Великобритания ; 1880 ;  ; Ag ; F+ ; 7 ; Fontan ; 65 
 3357 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF+ ; 21 ; moneta1924 ; 108 
 3358 ; 10 эре. Швеция ; 1959 ;  ; Ag ; XF ; 29 ; dimko ; 57 
 3359 ; 1/10 гульдена. Нидерландская Индия ; 1882 ;  ; Ag ; VF ; 47 ; Rosomaha ; 393 
 3360 ; 1 дайм. США ; 1940 ;  ; Ag ; VF+ ; 14 ; Prizon ; 84 
 3361 ; 10 эре. Швеция ; 1942 ;  ; Ag ; VF+ ; 14 ; An12 ; 57 
 3362 ; 1/10 гульдена. Нидерландская Индия ; 1900 ;  ; Ag ; VF+ ; 43 ; Rosomaha ; 412 
 3363 ; 25 эре. Швеция ; 1957 ;  ; Ag ; XF+ ; 18 ; dimko ; 75 
 3364 ; 10 эре. Швеция ; 1958 ;  ; Ag ; XF+ ; 5 ; astksu ; 41 
 3365 ; 6 пенсов. Великобритания ; 1900 ;  ; Ag ; F ; 7 ; Fontan ; 69 
