 5875 ; Бона иностранная Болгария ;  ;  ;  ; AU ; 21 ; u10257 ; 100 
 3577 ; 5 гривен. Украина. 10 лет нац банку Украины ; 2001 ;  ; Cu-Ni ; XF ; 4 ; Mike! ; 717 
 3578 ; 5 гривен. Украина. Антарктическая станция ; 2006 ;  ; Cu-Ni ; AU ; 3 ; 338 ; 257 
 3579 ; 10 шиллингов. Австрия ; 1964 ;  ; Ag ; VF-XF ; 1 ; Mike! ; 222 
 3580 ; 20 вон. Северная Корея. Год Змеи ; 2009 ;  ; Латунь ; Proof ; 3 ; Mike! ; 222 
 3581 ; 20 вон. Северная Корея. Год Быка ; 2009 ;  ; Латунь ; Proof ; 12 ; Mike! ; 228 
 3582 ; 20 вон. Северная Корея. Год Свиньи ; 2009 ;  ; Латунь ; Proof ; 10 ; Mike! ; 228 
 3583 ; 5 гривен. Украина. Писанка ; 2009 ;  ; Cu-Ni ; AU ; 32 ; Mike! ; 354 
 3584 ; 20 вон. Северная Корея. Год Тигра ; 2009 ;  ; Латунь ; Proof ; 3 ; Mike! ; 222 
 3585 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 12 ; Mike! ; 255 
 3586 ; 20 вон. Северная Корея. Год Петуха ;  ;  ; Латунь ; AU ; 3 ; Mike! ; 222 
 3587 ; 20 вон. Северная Корея. ; 2003 ;  ; Латунь ; Proof ; 15 ; gama ; 406 
 3588 ; 20 вон. Северная Корея. Год Свиньи ;  ;  ; Латунь ; AU ; 3 ; Mike! ; 222 
 3589 ; 20 вон. Северная Корея. Год Быка ;  ;  ; Латунь ; AU ; 13 ; Masik ; 394 
 3590 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 5 ; Mike! ; 232 
 3591 ; 20 вон. Северная Корея. Год Лошади ;  ;  ; Латунь ; AU ; 14 ; Masik ; 420 
 3592 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 2 ; Mike! ; 255 
 3593 ; 20 вон. Северная Корея. Год Тигра ; 2010 ;  ; Al ; Proof ; 8 ; 000SABik ; 333 
 3594 ; 20 вон. Северная Корея. ; 2004 ;  ; Латунь ; Proof ; 29 ; gama ; 414 
 3595 ; 20 вон. Северная Корея. Год Собаки ;  ;  ; Латунь ; AU ; 16 ; Masik ; 405 
 3596 ; 20 вон. Северная Корея. ; 2003 ;  ; Латунь ; Proof ; 13 ; gama ; 414 
 3597 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 2 ; Mike! ; 255 
 3598 ; 20 вон. Северная Корея. ; 2003 ;  ; Латунь ; Proof ; 12 ; gama ; 414 
 3599 ; 20 вон. Северная Корея. Год Тигра ;  ;  ; Латунь ; AU ; 14 ; Masik ; 420 
 3600 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 12 ; Mike! ; 228 
 3601 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Al ; Proof ; 2 ; Mike! ; 255 
 3602 ; 10 долларов. Острова Кука. 500 лет Америке ; 1990 ;  ; Ag ; Proof ; 33 ; gama ; 927 
 3603 ; 10 франков. Франция ; 1934 ;  ; Ag ; VF ; 6 ; Mike! ; 242 
 3604 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 2 ; Mike! ; 444 
 3605 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF ; 48 ; wv ; 324 
 3606 ; 5 пенго. Венгрия. Святой Стефан ; 1938 ;  ; Ag ; AU ; 31 ; кошка ; 2408 
 3607 ; 1 гульден. Нидерланды ; 1737 ;  ; Ag ; VF ; 32 ; ЛБС ; 3064 
 3608 ; 200 эскудо. Португалия. Небесная навигация ; 1991 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 89 
 3609 ; 50 центов. Канада ; 1945 ;  ; Ag ; XF- ; 15 ; Mike! ; 777 
 3610 ; 5 марок. ФРГ. Лессинг ; 1981 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 153 
 3611 ; 100 эскудо. Португалия. Якобс Родригерс ; 1981 ;  ; Cu-Ni ; AU ; 5 ; t_v_v ; 114 
 3612 ; 1/2 гульдена. Нидерланды ; 1861 ;  ; Ag ; VF- ; 43 ; Mike! ; 569 
 3613 ; 2 стубера. Нидерланды. Зеландия ; 1733 ;  ; Ag ; F-VF ; 19 ; egozov ; 567 
 3614 ; 1 доллар. Канада. Игры содружества ; 1978 ;  ; Ag ; XF+ ; 20 ; Mike! ; 612 
 3615 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 53 
 3616 ; 1 цент. Гон-Конг ; 1933 ;  ; Br ; VF ; 5 ; Zarik ; 155 
 3617 ; 100 эскудо. Португалия. Диего Као ; 1987 ;  ; Cu-Ni ; XF ; 1 ; Mike! ; 111 
 3618 ; 20 рейс. Португалия ; 1891 ;  ; Cu ; F-VF ; 9 ; Mike! ; 65 
 3619 ; 10 пенни. Токен ;  ;  ; Ж/м ; VF ; 9 ; кот баюн ; 45 
 3620 ; 3 пенса. ЮАР ; 1933 ;  ; Ag ; VF- ; 15 ; Mike! ; 180 
 3621 ; 1/2 рупии. Немецкая Ост-Африка. Гурт снята напайка 3 и 9 часов ; 1901 ;  ; Ag ; F+ ; 32 ; ВМШ ; 1200 
 3522 ; 25 пфеннигов. Германия ; 1912D ;  ; Cu-Ni ; XF ; 36 ; kornum ; 808 
 3523 ; 25 пфеннигов. Германия ; 1910F ;  ; Cu-Ni ; XF- ; 22 ; prince1959 ; 690 
 3524 ; 25 пфеннигов. Германия ; 1909D ;  ; Cu-Ni ; XF ; 19 ; prince1959 ; 649 
 3525 ; 25 пфеннигов. Германия ; 1912F ;  ; Cu-Ni ; XF ; 26 ; prince1959 ; 675 
 3526 ; 25 пфеннигов. Германия ; 1911A ;  ; Cu-Ni ; XF ; 27 ; prince1959 ; 703 
 3527 ; 20 сентаво. Португалия ; 1920 ;  ; Cu-Ni ; VF ; 31 ; dvlless ; 466 
 3528 ; 1 франк. Французское Гваделупе ; 1903 ;  ; Cu-Ni ; VF ; 26 ; Mike! ; 1020 
 3529 ; 1 франк. Французское Гваделупе ; 1921 ;  ; Cu-Ni ; XF- ; 18 ; Mike! ; 1989 
 3530 ; 100 лей. Румыния ; 1936 ;  ; Cu-Ni ; XF ; 20 ; Mike! ; 377 
 3531 ; 50 лей. Румыния ; 1938 ;  ; Cu-Ni ; XF ; 38 ; Ronald ; 850 
 3532 ; 1 франк. Марокко ; ND ;  ; Cu-Ni ; VF ; 15 ; Mike! ; 232 
 3533 ; 10 сантимов. Французский Тунис ; 1926 ;  ; Cu-Ni ; VF ; 33 ; kont ; 1050 
 3534 ; 1/4 рупии. Маврикий ; 1950 ;  ; Cu-Ni ; VF ; 8 ; Mike! ; 140 
 3535 ; 10 динаров. Югославия ; 1938 ;  ; Cu-Ni ; XF ; 6 ; Mike! ; 75 
 3536 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF ; 1 ; Mike! ; 123 
 3537 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; VF ; 3 ; Mike! ; 77 
 3538 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; XF ; 14 ; dim66 ; 159 
 3539 ; 20 марок. Финляндия ; 1935 ;  ; Al/Br ; VF-XF ; 30 ; tss ; 509 
 3540 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; VF-XF ; 14 ; Mike! ; 362 
 3541 ; 5 гривен. Украина. 15 лет Конституции Украины ; 2011 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 345 
 3542 ; 5 сантимов. Франция ; 1914 ;  ; Br ; VF- ; 7 ; Mike! ; 123 
 3543 ; 5 гривен. Украина. Рада европы ; 2009 ;  ; Би/м ; AU ; 10 ; 338 ; 275 
 3544 ; 2 гривны. Украина. Нац музыкальная академия им П.И.Чайковского ; 2013 ;  ; Cu-Ni ; AU ; 4 ; Mike! ; 263 
 3545 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 275 
 3546 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 340 
 3547 ; 5 гривен. Украина. Львов ; 2006 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 312 
 3548 ; 200 эскудо. Португалия. Танегасима ; 1993 ;  ; Cu-Ni ; AU ; 12 ; ГраF ; 150 
 3549 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 7 ; 338 ; 269 
 3550 ; 2 гривны. Украина. Азовка ; 2004 ;  ; Cu-Ni ; AU ; 37 ; lbah1 ; 950 
 3551 ; 5 гривен. Украина. Пасха ; 2003 ;  ; Cu-Ni ; AU ; 48 ; Mike! ; 1173 
 3552 ; 2 гривны. Украина. Университет им Тараса Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 31 ; Mike! ; 474 
 3553 ; 2 гривны. Украина. Харьковский нац университет ; 2004 ;  ; Cu-Ni ; AU ; 20 ; lbah1 ; 352 
 3554 ; 2 гривны. Украина. Хоккей ; 2010 ;  ; Cu-Ni ; AU ; 12 ; 338 ; 305 
 3555 ; 5 гривен. Украина. Балаклав ; 2004 ;  ; Cu-Ni ; XF ; 59 ; Mike! ; 1051 
 3556 ; 2 гривны. Украина. Олимпиада ; 2000 ;  ; Cu-Ni ; XF ; 31 ; lbah1 ; 999 
 3557 ; 2 гривны. Украина. Улас Самчук ; 2005 ;  ; Cu-Ni ; AU ; 36 ; Mike! ; 517 
 3558 ; 10 евроцентов. Андорра ; 2014 ;  ; латунь ; AU ; 1 ; Mike! ; 222 
 3559 ; 5 гривен. Украина. Мечеть ; 2014 ;  ; Cu-Ni ; AU ; 20 ; Mike! ; 360 
 3560 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 20 ; Mike! ; 370 
 3561 ; 5 франков. Франция ; 1989 ;  ; Cu-Ni ; XF- ; 14 ; Mike! ; 83 
 3562 ; 100 эскудо. Португалия. Азорские острова ; 1989 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 101 
 3563 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 300 
 3564 ; 5 гривен. Украина. Львовская оласть ; 2014 ;  ; Би/м ; AU ; 9 ; Mike! ; 320 
 3565 ; 2 гривны. Украина. Азовка ; 2004 ;  ; Cu-Ni ; XF+ ; 20 ; Mike! ; 804 
 3566 ; 200 эскудо. Португалия. Президентство в ЕС ; 1992 ;  ; Cu-Ni ; AU ; 8 ; Mike! ; 136 
 3567 ; 5 гривен. Украина. Самолеты Украины ; 2005 ;  ; Cu-Ni ; AU ; 21 ; Mike! ; 446 
 3568 ; 5 гривен. Украина. 10 лет независимости ; 2001 ;  ; Cu-Ni ; XF+ ; 15 ; Mike! ; 326 
 3569 ; 5 гривен. Украина. Судинок М.Волошина ; 2013 ;  ; Cu-Ni ; AU ; 18 ; Mike! ; 340 
 3570 ; 20 евроцентов. Андорра ; 2014 ;  ; латунь ; AU ; 1 ; Mike! ; 234 
 3571 ; 16 скиллингов. Швеция ; 1856 ;  ; Ag ; F ; 15 ; Mike! ; 465 
 3472 ; 5 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF- ; 12 ; элли ; 34 
 3473 ; 5 стотинок. Болгария ; 1888 ;  ; Cu-Ni ; F+ ; 11 ; кот баюн ; 53 
 3474 ; 10 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF- ; 7 ; элли ; 35 
 3475 ; 10 стотинок. Болгария ; 1888 ;  ; Cu-Ni ; F- ; 20 ; элли ; 42 
 3476 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF- ; 17 ; ashak ; 89 
 3477 ; 10 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; VF- ; 11 ; элли ; 78 
 3478 ; 10 стотинок. Болгария ; 1917 ;  ; Zn ; F ; 13 ; элли ; 126 
 3479 ; 20 стотинок. Болгария ; 1888 ;  ; Cu-Ni ; F+ ; 11 ; элли ; 75 
 3480 ; 20 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF ; 14 ; элли ; 92 
 3481 ; 20 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; VF ; 18 ; элли ; 59 
 3482 ; 20 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; F ; 18 ; элли ; 42 
 3483 ; 50 сантимов. Испания ; 1949 ;  ; Cu-Ni ; XF ; 32 ; whatis.ru ; 90 
 3484 ; 4 сентаво. Португалия ; 1917 ;  ; Cu-Ni ; VF ; 21 ; Sky2 ; 225 
 3485 ; 2 сентаво. Португалия ; 1920 ;  ; Br ; VF-XF ; 5 ; Zarik ; 173 
 3486 ; 2 чентезимо. Италия ; 1867 ;  ; Br ; F ; 27 ; karl ; 168 
 3487 ; 20 марок. ГДР. 85 лет со дня рождения Эрнста Тельмана ; 1971 ;  ; Cu-Ni ; XF ; 23 ; corsar ; 89 
 3488 ; 20 марок. ГДР. Вильгельм Пик - Первый президент ГДР ; 1972 ;  ; Cu-Ni ; XF ; 11 ; corsar ; 72 
 3489 ; 10 марок. ГДР. Мемориал в Бухенвальде ; 1972 ;  ; Cu-Ni ; XF+ ; 30 ; corsar ; 114 
 3490 ; 50 центов. Австралия ; 1977 ;  ; Cu-Ni ; XF ; 14 ; SKeeper ; 96 
 3491 ; 1/2 динара. Тунис ; 1968 ;  ; Cu-Ni ; VF-XF ; 4 ; SKeeper ; 104 
 3492 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF-XF ; 18 ; варяг42 ; 580 
 3493 ; 3 марки. Веймар ; 1922F ;  ; Al ; VF ; 31 ; qver ; 201 
 3494 ; 3 марки. Веймар ; 1922J ;  ; Al ; XF- ; 10 ; dim66 ; 114 
 3495 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF-XF ; 1 ; Mike! ; 88 
 3496 ; 500 марок. Веймар ; 1923A ;  ; Al ; VF-XF ; 30 ; Sky2 ; 204 
 3497 ; 200 марок. Веймар ; 1923A ;  ; Al ; VF-XF ; 1 ; Mike! ; 88 
 3498 ; 200 марок. Веймар ; 1923G ;  ; Al ; XF- ; 1 ; Mike! ; 100 
 3499 ; 200 марок. Веймар ; 1923D ;  ; Al ; XF- ; 7 ; dim66 ; 114 
 3500 ; 1 франк. Французский Камерун ; 1948 ;  ; Al ; XF- ; 18 ; Mike! ; 218 
 3501 ; 10 сентаво. Португалия ; 1925 ;  ; Br ; F-VF ; 1 ; Mike! ; 111 
 3502 ; 2 сентаво. Португалия ; 1918 ;  ; Br ; F-VF ; 5 ; Mike! ; 210 
 3503 ; 20 сентаво. Португалия ; 1925 ;  ; Br ; VF ; 3 ; Mike! ; 111 
 3504 ; 5 сантимов. Тунис ; 1916 ;  ; Br ; VF+ ; 23 ; Ronald ; 350 
 3505 ; 2 филлера. Венгрия ; 1947 ;  ; Br ; VF- ; 24 ; lestes ; 227 
 3506 ; 20 рейс. Португалия ; 1891 ;  ; Br ; VF ; 3 ; Mike! ; 141 
 3507 ; 1/4 анна. Британская Индия ; 1939 ;  ; Br ; VF+ ; 3 ; Mike! ; 111 
 3508 ; 1/2 пенни. ЮАР ; 1942 ;  ; Br ; VF ; 5 ; Mike! ; 70 
 3509 ; 2 эре. Дания ; 1938 ;  ; Br ; XF ; 3 ; Mike! ; 44 
 3510 ; 2 сентаво. Португалия ; 1920 ;  ; Br ; VF ; 19 ; Mike! ; 125 
 3511 ; 10 сентаво. Португалия ; 1926 ;  ; Br ; VF ; 3 ; Mike! ; 111 
 3512 ; 5 пиастров. Сирия ; 1935 ;  ; Al/Br ; VF- ; 15 ; Mike! ; 120 
 3513 ; 200 рейс. Бразилия ; 1870 ;  ; Cu-Ni ; VF ; 19 ; Bronco ; 354 
 3514 ; 1/2 кроны. Новая Зеландия ; 1949 ;  ; Cu-Ni ; VF ; 3 ; Mike! ; 111 
 3515 ; 25 пфеннигов. Германия ; 1910J ;  ; Cu-Ni ; XF ; 30 ; prince1959 ; 738 
 3516 ; 25 пфеннигов. Германия ; 1909F ;  ; Cu-Ni ; VF+ ; 13 ; prince1959 ; 702 
 3517 ; 25 пфеннигов. Германия ; 1912A ;  ; Cu-Ni ; XF ; 20 ; Mike! ; 555 
 3518 ; 25 пфеннигов. Германия ; 1909G ;  ; Cu-Ni ; XF- ; 31 ; prince1959 ; 731 
 3519 ; 25 пфеннигов. Германия ; 1911E ;  ; Cu-Ni ; XF- ; 22 ; prince1959 ; 649 
 3520 ; 25 пфеннигов. Германия ; 1909A ;  ; Cu-Ni ; XF ; 32 ; qver ; 747 
 3521 ; 25 пфеннигов. Германия ; 1910A ;  ; Cu-Ni ; XF ; 23 ; prince1959 ; 874 
 3422 ; 10 марок. ГДР. Фестиваль молодежи и студентов ; 1973 ;  ; Cu-Ni ; XF ; 13 ; new life ; 90 
 3423 ; 50 центов. Австралия ; 1977 ;  ; Cu-Ni ; XF ; 13 ; Жираф ; 104 
 3424 ; 1 динар. Алжир ; 1972 ;  ; Cu-Ni ; XF ; 26 ; whatis.ru ; 51 
 3425 ; 1 динар. Тунис ; 1976 ;  ; Cu-Ni ; XF ; 17 ; cotangens ; 40 
 3426 ; 1/2 динара. Тунис ; 1968 ;  ; Cu-Ni ; VF-XF ; 31 ; Ronald ; 150 
 3427 ; 20 лева. Богария ; 1930 ;  ; Ag ; VF ; 14 ; дилитант ; 200 
 3428 ; 5 лева. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 19 ; sibirian ; 118 
 3429 ; 5 лева. Болгария. Кремиковский металл ; 1988 ;  ; Cu-Ni ; Proof ; 13 ; элли ; 155 
 3430 ; 5 лева. Болгария. Васил Априлов ; 1989 ;  ; Cu-Ni ; Proof ; 15 ; элли ; 151 
 3431 ; 5 лева. Болгария. Вторая международная ассамблея ; 1982 ;  ; Cu-Ni ; AU ; 9 ; Rober ; 133 
 3432 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu-Ni ; Proof ; 11 ; Rober ; 124 
 3433 ; 5 лева. Болгария. Детская ассамблея ; 1985 ;  ; Cu-Ni ; Proof ; 21 ; элли ; 148 
 3434 ; 2 лева. Болгария. Первенство по футболу ; 1980 ;  ; Cu-Ni ; AU ; 13 ; seva777 ; 203 
 3435 ; 2 лева. Болгария. Олимпиада ; 1988 ;  ; Cu-Ni ; Proof ; 10 ; horza ; 203 
 3436 ; 2 лева. Болгария. Кубок по футболу ; 1986 ;  ; Cu-Ni ; AU ; 9 ; Jana ; 198 
 3437 ; 2 лева. Болгария. Художественная гимнастика ; 1987 ;  ; Cu-Ni ; Proof ; 5 ; Jana ; 191 
 3438 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 33 ; элли ; 159 
 3439 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 9 ; Ronald ; 182 
 3440 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 13 ; элли ; 136 
 3441 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 7 ; элли ; 124 
 3442 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 7 ; элли ; 149 
 3443 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 9 ; велко ; 171 
 3444 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 7 ; Ronald ; 162 
 3445 ; 2 лева. Болгария. 1300 лет Болгарии. Апрельское оборище ; 1981 ;  ; Cu-Ni ; AU ; 13 ; элли ; 147 
 3446 ; 2 лева. Болгария. 1300 лет Болгарии. Восстание Асена и Петра ; 1981 ;  ; Cu-Ni ; Proof ; 11 ; элли ; 160 
 3447 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 7 ; элли ; 124 
 3448 ; 2 лева. Болгария. Йордан Йоков ; 1980 ;  ; Cu-Ni ; XF+ ; 10 ; элли ; 124 
 3449 ; 2 лева. Болгария. Апрельское восстание ; 1976 ;  ; Cu-Ni ; AU ; 11 ; t_v_v ; 135 
 3450 ; 5 лева. Болгария  1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 17 ; Ronald ; 172 
 3451 ; 2 лева. Болгария. Климент Охридский ; 1988 ;  ; Cu-Ni ; Proof ; 7 ; элли ; 124 
 3452 ; 2 лева. Болгария. Климент Охридский ; 1966 ;  ; Cu-Ni ; XF- ; 13 ; kornum ; 153 
 3453 ; 2 лева. Болгария 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 9 ; элли ; 130 
 3454 ; 2 лева. Болгария. Первенство Кану-Каяк ; 1989 ;  ; Cu-Ni ; Proof ; 5 ; Jana ; 196 
 3455 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 27 ; Еланец ; 183 
 3456 ; 1 лев. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 17 ; sibirian ; 117 
 3457 ; 20 динаров. Сербия ; 2011 ;  ; Cu-Ni ; AU ; 32 ; альтаир ; 50 
 3458 ; 1 лев. Болгария. Зимняя олимпиада ; 1987 ;  ; Cu-Ni ; Proof ; 5 ; Jana ; 184 
 3459 ; 2 лева. Болгария. Зимняя олимпиада ; 1987 ;  ; Cu-Ni ; Proof ; 7 ; Jana ; 190 
 3460 ; 1 лев. Болгария. Первенство по футболу ; 1980 ;  ; Cu-Ni ; AU ; 10 ; seva777 ; 203 
 3461 ; 50 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF-XF ; 9 ; SSS200 ; 66 
 3462 ; 50 лева. Болгария ; 1943 ;  ; Cu-Ni ; VF ; 18 ; banks ; 67 
 3463 ; 5 лева. Болгария ; 1930 ;  ; Cu-Ni ; F+ ; 20 ; митяй ; 88 
 3464 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF-XF ; 19 ; t_v_v ; 86 
 3465 ; 2 лева. Болгария ; 1925 ;  ; Cu-Ni ; VF- ; 5 ; Ronald ; 114 
 3466 ; 1 лев. Болгария ; 1925 ;  ; Cu-Ni ; VF ; 19 ; митяй ; 84 
 3467 ; 10 лева. Болгария ; 1930 ;  ; Cu-Ni ; F+ ; 14 ; SKeeper ; 50 
 3468 ; 5 лева. Болгария ; 1941 ;  ; Fe ; F ; 9 ; banks ; 182 
 3469 ; 1 лев. Болгария ; 1976 ;  ; br ; AU ; 38 ; Arlekino82 ; 642 
 3470 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF ; 22 ; элли ; 43 
 3471 ; 5 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; VF- ; 8 ; митяй ; 68 
 3372 ; 1 евроцент. Великобритания. Проба ; 2003 ;  ; Cu/St ; XF ; 9 ; alapabula ; 159 
 3373 ; 20 евроцентов. Дания. Проба ; 2003 ;  ; Латунь ; XF ; 6 ; Zarik ; 51 
 3374 ; 10 евроцентов. Швеция. Проба ; 2003 ;  ; Латунь ; XF ; 10 ; Zarik ; 114 
 3375 ; 10 евроцентов. Великобритания. Проба ; 2003 ;  ; Латунь ; XF ; 22 ; alapabula ; 247 
 3376 ; 6 крейцеров. Франкфурт на Майне ; 1852 ;  ; Ag ; XF ; 67 ; агент Холдер ; 1202 
 3377 ; Жетон Чемпионат по футболу ;  ;  ; Би/м ; XF+ ; 17 ; seva777 ; 155 
 3378 ; Жетон 1-1/2 евро ;  ;  ; Ж/м ; XF+ ; 18 ; Zarik ; 139 
 3379 ; 2 пфеннига. Ганновер ; 1849B ;  ; Cu ; VF ; 15 ; SERGE5064 ; 138 
 3380 ; 1 пфенниг. Ганновер ; 1838 ;  ; Cu ; VF- ; 40 ; агент Холдер ; 203 
 3381 ; 1 пфенниг. Ганновер ; 1838 ;  ; Cu ; VF ; 22 ; kornum ; 281 
 3382 ; 5 гривен. Украина Мечеть ; 2014 ;  ; Cu-Ni ; AU ; 9 ; D-503 ; 263 
 3383 ; 2 злотых. Польша. Александр Герымский ; 2006 ;  ; Al-Br ; AU ; 22 ; Masik ; 118 
 3384 ; 2 злотых. Польша. Ипполит Цегелевский ; 2013 ;  ; Al-Br ; AU ; 18 ; Монетный ; 69 
 3385 ; 2 злотых. Польша. Воеводство Любинское ; 2004 ;  ; Al-Br ; AU ; 15 ; Masik ; 126 
 3386 ; 2 злотых. Польша. Жегота ; 2009 ;  ; Al-Br ; AU ; 15 ; Masik ; 114 
 3387 ; 2 злотых. Польша. Экспо ; 2005 ;  ; Al-Br ; AU ; 19 ; Masik ; 134 
 3388 ; 2 злотых. Польша. Варшавская школа экономики ; 2006 ;  ; Al-Br ; AU ; 15 ; Masik ; 120 
 3389 ; 2 злотых. Польша. Европа без границ ; 2011 ;  ; Al-Br ; AU ; 18 ; Монетный ; 77 
 3390 ; 2 злотых. Польша. Улан II ; 2011 ;  ; Al-Br ; AU ; 37 ; Vol4en0k ; 203 
