 5861 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 19 ; dmivanych ; 120 
 3663 ; 2 злотых. Польша. Иоанн Павел II ; 2014 ;  ; Лат ; AU ; 39 ; Vol4en0k ; 169 
 3664 ; 2 злотых. Польша. Ян Карский ; 2014 ;  ; Лат ; AU ; 17 ; Vol4en0k ; 62 
 3665 ; 1 песо. Куба.. 70 лет Октябрьской революции ; 1987 ;  ; Cu/Ni ; AU ; 15 ; Jek327 ; 401 
 3666 ; 1 песо. Куба. 14 юношеские спортивные игры ; 1981 ;  ; Cu/Ni ; AU ; 3 ; chebeer ; 329 
 3567 ; 10 шекелей. Израиль ;  ;  ; Би/м ; VF+ ; 11 ; Недорого ; 91 
 3568 ; 1 бир. Эфиопия ;  ;  ; Би/м ; XF+ ; 22 ; kornum ; 119 
 3569 ; 1/5 огуйя. Мавритания ; 1973 ;  ; Al ; XF ; 10 ; SKeeper ; 92 
 3570 ; 1/5 огуйя. Мавритания ; 1973 ;  ; Al ; XF ; 10 ; banks ; 88 
 3571 ; 40 кэш. Индий. Штат Майсор ; 1803 ;  ; Cu ; VF- ; 83 ; Anatoliy1959 ; 1500 
 3572 ; Тонка. Индия. Султанат Джаунпур ; 1458-1479 ;  ; Ag ; VF ; 47 ; maymuse ; 906 
 3573 ; Рупия. Индия. Великие Моголы. Муххамад шах. Чекан Шахджанабад ; 1736 ;  ; Ag ; VF- ; 53 ; классно ; 825 
 3574 ; 20 центов. Китай. Провинция Кирин ; 1907 ;  ; Ag ; VF- ; 41 ; zima ; 867 
 3575 ; 20 центов. Китай. Провинция Сычуань ; 1912 ;  ; Ag ; VF ; 38 ; 1023oxana ; 1825 
 3576 ; 2 мискаля. Китай. Синьцзянь ; 1904 ;  ; Ag ; F-VF ; 53 ; himak ; 4162 
 3577 ; 3 кроны. Чехословакия ; 1969 ;  ; Cu-Ni ; XF ; 31 ; kvs ; 160 
 3578 ; 25 хеллеров. Чехословакия ; 1963 ;  ; Al ; VF ; 37 ; CASABLANCA ; 161 
 3579 ; 3 хеллера. Чехословакия ; 1953 ;  ; Al ; VF ; 37 ; kvs ; 67 
 3580 ; 50 хеллеров. Чехословакия ; 1949 ;  ; Br ; F-VF ; 49 ; ВМШ ; 126 
 3581 ; 10 злотых. Польша ; 1969 ;  ; Cu-Ni ; AU ; 21 ; kvs ; 79 
 3582 ; 10 злотых. Польша ; 1969 ;  ; Cu-Ni ; AU ; 27 ; kvs ; 98 
 3583 ; 2 злотых. Польша ; 1972 ;  ; Al ; AU ; 57 ; MDV ; 228 
 3584 ; 1/2 динара. Тунис ; 2007 ;  ; Cu-Ni ; VF-XF ; 15 ; kornum ; 30 
 3585 ; 1 крона. Чехословакия ; 1946 ;  ; Cu-Ni ; AU ; 19 ; karl ; 51 
 3586 ; 100 мон. Япония ; ND ;  ; Br ; VF ; 9 ; vagvagvag ; 439 
 3587 ; 1 цент. США. Брак монетного двора. Сдвиг штемпеля ; 19?? ;  ; Br ; VF-XF ; 17 ; sotnik ; 368 
 3588 ; 1 эре. Швеция ; 1864 ;  ; Br ; XF ; 16 ; tss ; 186 
 3589 ; 1 шиллинг. Восточная Африка ; 1948 ;  ; Cu-Ni ; VF+ ; 22 ; banks ; 99 
 3590 ; 1 пенни. Британская Западная Африка ; 1936 ;  ; Cu-Ni ; XF ; 36 ; SKeeper ; 139 
 3591 ; 1 пенни. Южная Родезия ; 1936 ;  ; Cu-Ni ; VF+ ; 43 ; SKeeper ; 137 
 3592 ; 2 гривны. Украина. Пилкохвост ; 2006 ;  ; Cu-Ni ; AU ; 22 ; Vol4en0k ; 218 
 3593 ; 2 гривны. Украина. Владимир Сергеев ; 2014 ;  ; Cu-Ni ; AU ; 12 ; Bambr ; 203 
 3594 ; 2 гривны. Украина. Иван Кожедуб ; 2010 ;  ; Cu-Ni ; AU ; 27 ; AID57 ; 202 
 3595 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 10 ; балбес ; 208 
 3596 ; 5 гривен. Украина. Освобождение Никополя ; 2014 ;  ; Cu-Ni ; AU ; 12 ; buynyi76 ; 270 
 3597 ; 5 гривен. Украина. Освобождение Донбаса ; 2013 ;  ; Cu-Ni ; AU ; 16 ; Vol4en0k ; 261 
 3598 ; 2 гривны. Украина. 20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 23 ; Jek327 ; 173 
 3599 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 24 ; балбес ; 151 
 3600 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 20 ; aziya11 ; 264 
 3601 ; 10 центов. Восточная Африка ; 1964 ;  ; Br ; VF ; 43 ; banks ; 100 
 3602 ; 1 пенни. Нигерия ; 1959 ;  ; Br ; VF- ; 42 ; val211 ; 135 
 3603 ; 5 центов. Восточная Африка ; 1955 ;  ; Br ; XF ; 20 ; kost ; 33 
 3604 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; VF ; 8 ; балбес ; 35 
 3605 ; 1 пенни. Австралия ; 1927 ;  ; Br ; AU ; 11 ; балбес ; 45 
 3606 ; 1 пенни. Родезия и Ньясаленд ; 1963 ;  ; Br ; XF ; 40 ; gorbi ; 111 
 3607 ; 5 центов. Канада ; 1945 ;  ; St ; VF ; 9 ; ag58 ; 35 
 3608 ; 5 центов. Канада ; 1939 ;  ; Cu-Ni ; VF ; 11 ; балбес ; 23 
 3609 ; 2 пенса. Гибралтар. Бриллиантовая свадьба ; 2007 ;  ; Br ; AU ; 18 ; SKeeper ; 68 
 3610 ; 1 лит. Литва ; 2010 ;  ; Cu-Ni ; AU ; 34 ; kornum ; 80 
 3611 ; 1 лат, Латвия. Сердце ; 2011 ;  ; Cu-Ni ; AU ; 18 ; VVL ; 121 
 3612 ; 1 лат, Латвия. ; 2013 ;  ; Cu-Ni ; AU ; 14 ; sibirian ; 105 
 3613 ; 1000 шиллингов. Уганда ; 2012 ;  ; Би/м ; AU ; 30 ; хуторянин ; 90 
 3614 ; 500 лир. Сан-Марино ; 1999 ;  ; Би/м ; AU ; 19 ; kornum ; 104 
 3615 ; 1000 лир. Сан-Марино ; 2001 ;  ; Би/м ; AU ; 31 ; kornum ; 204 
 3616 ; 1 флорин. Новая Зеландия ; 1965 ;  ; Cu-Ni ; VF ; 10 ; ag58 ; 35 
 3517 ; 2 соль. Франция ; 1792 ;  ; Br ; F- ; 12 ; SadKo ; 143 
 3518 ; 1 соль. Франция ; 1780 ;  ; Cu ; F- ; 10 ; Александр007 ; 143 
 3519 ; 1 грош. Польша ; 1791 ;  ; Cu ; F ; 14 ; MDV ; 169 
 3520 ; 1 грош. Польша ; 1769 ;  ; Cu ; F ; 9 ; MDV ; 113 
 3521 ; 3 гроша. Польша ; 1780 ;  ; Cu ; F+ ; 18 ; ppp ; 235 
 3522 ; 5 курушей. Турция ; 1808 ;  ; Ag ; F-VF ; 7 ; bazator ; 567 
 3523 ; 100 пара. Турция ; 1808 ;  ; Ag ; F-VF ; 26 ; lestes ; 352 
 3524 ; 1 куруш. Турция ; 1808 ;  ; Ag ; F-VF ; 13 ; Emv ; 278 
 3525 ; 20 пара. Турция ; 1808 ;  ; Ag ; F-VF ; 16 ; Emv ; 230 
 3526 ; 20 пара. Турция ; 1808 ;  ; Ag ; F-VF ; 29 ; lestes ; 255 
 3527 ; 20 пара. Турция ; 1808 ;  ; Ag ; F-VF ; 19 ; Emv ; 206 
 3528 ; 1 грош. Пруссия ; 1851А ;  ; Ag ; F+ ; 5 ; TiBuL ; 80 
 3529 ; 40 пара. Турция ; 1839 ;  ; Cu ; F-VF ; 25 ; Emv ; 227 
 3530 ; 20 пара. Турция ; 1839 ;  ; Cu ; VF ; 30 ; maymuse ; 269 
 3531 ; 10 пара. Турция ; 1839 ;  ; Cu ; VF- ; 17 ; нионила ; 179 
 3532 ; 10 пара. Турция ; 1839 ;  ; Cu ; F-VF ; 17 ; Sterh ; 90 
 3533 ; 10 пара. Турция ; 1861 ;  ; Cu ; F-VF ; 37 ; maymuse ; 146 
 3534 ; 5 пара. Турция ; 1861 ;  ; Cu ; VF- ; 19 ; maymuse ; 146 
 3535 ; 5 пара. Турция ; 1861 ;  ; Cu ; F ; 13 ; t_v_v ; 45 
 3536 ; 5 пара. Турция ; 1876 ;  ; Cu ; F+ ; 13 ; maymuse ; 159 
 3537 ; 5 пара. Турция ; 1876 ;  ; Cu ; VF- ; 14 ; нионила ; 179 
 3538 ; 10 кеш. Китай, Кирин ; 20в ;  ; Cu ; VF ; 25 ; zima ; 255 
 3539 ; 10 кеш. Китай, Кирин ; 20в ;  ; Cu ; VF ; 19 ; zima ; 383 
 3540 ; 25 пфеннигов. Германия ; 1910Е ;  ; Cu/Ni ; VF+ ; 52 ; zelya ; 299 
 3541 ; 10 сантимов. Бельгия ; 1922 ;  ; Cu/Ni ; VF ; 18 ; страус ; 32 
 3542 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 35 ; 6719 ; 171 
 3543 ; 200000 карбованцев. Украина.  Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 10 ; 6719 ; 114 
 3544 ; 200000 карбованцев. Украина.  Победа во II МВ ; 1995 ;  ; Cu-Ni ; Proof ; 16 ; хуторянин ; 123 
 3545 ; 2 гривны. Украина. 20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 15 ; Redkyt ; 188 
 3546 ; 2 евро. Италия. Кавур ; 2010 ;  ; Би/м ; AU ; 11 ; Dim1410 ; 210 
 3547 ; 50 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; AU ; 14 ; musik ; 152 
 3548 ; 1 пенни. Финляндия ; 1923 ;  ; Br ; VF ; 16 ; северянин ; 79 
 3549 ; 1 доллар. Канада. Корабль ; 1987 ;  ; Ag ; XF ; 16 ; asr5000 ; 563 
 3550 ; 2 гривны. Украина. Кость Левицкий ; 2009 ;  ; Cu/Ni ; AU ; 19 ; Vol4en0k ; 107 
 3551 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu/Ni ; AU ; 9 ; Vol4en0k ; 111 
 3552 ; 1 доллар. Зимбабве ; 1980 ;  ; Cu/Ni ; VF ; 29 ; bva150979 ; 53 
 3553 ; 10 пенсов. Гибралтар ; 1998 ;  ; Cu/Ni ; VF ; 19 ; SKeeper ; 40 
 3554 ; 1 динар. Македония. F.A.O. ; 1995 ;  ; Cu/Ni ; AU ; 24 ; страус ; 40 
 3555 ; 1 доллар. Белиз. Корабль ; 1991 ;  ; Al/Br ; VF ; 21 ; banks ; 83 
 3556 ; 50 пфеннигов. Веймар ; 1920F ;  ; Al ; XF ; 12 ; Декарт ; 28 
 3557 ; 10 кепик. Азербайджан ; 2006 ;  ; Лат ; XF+ ; 21 ; gorbi ; 38 
 3558 ; 20 центов. Фиджи ; 1990 ;  ; Ni/Fe ; VF ; 7 ; buben ; 22 
 3559 ; 2 злотых. Польша. Владислав IV ; 1999 ;  ; Лат ; AU ; 14 ; Vol4en0k ; 444 
 3560 ; 2 злотых. Польша.  Камышовая Жаба ; 1998 ;  ; Лат ; AU ; 22 ; Vol4en0k ; 928 
 3561 ; 1 доллар. Ямайка ; 2003 ;  ; Ni/Fe ; XF ; 7 ; alitur ; 14 
 3562 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; XF ; 13 ; DVZ ; 80 
 3563 ; 1 дайм. США ; 1977S ;  ; Cu/Ni ; Proof ; 6 ; musik ; 51 
 3564 ; 2 злотых. Польша. Болотная черепаха ; 2002 ;  ; Лат ; AU ; 18 ; Vol4en0k ; 357 
 3565 ; 5 злотых. Польша. 25 лет независимости ; 2014 ;  ; Би/м ; AU ; 34 ; Vol4en0k ; 161 
 3566 ; 10 песо. Доминикана ; 2008 ;  ; Би/м ; AU ; 9 ; Недорого ; 72 
 3467 ; 1 шиллинг. Южная Африка ; 1932 ;  ; Ag ; XF- ; 23 ; 1023oxana ; 1530 
 3468 ; 1 фартинг. Великобритания ; 1822 ;  ; Br ; VF+ ; 50 ; maleevsw ; 1746 
 3469 ; 1/2 пенни. Остров Мен ; 1839 ;  ; Br ; VF ; 42 ; классно ; 633 
 3470 ; 4 пенса. Британская Гайана и Западная Индия ; 1891 ;  ; Ag ; XF ; 32 ; 1023oxana ; 1360 
 3471 ; 1 шиллинг. Великобритания ; 1787 ;  ; Ag ; XF+ ; 69 ; 1023oxana ; 5608 
 3472 ; 1 крона. Остров Мен. 200 лет авиации ; 1983 ;  ; Cu/Ni ; AU ; 14 ; melmel ; 667 
 3473 ; 1 крона. Остров Мен.Гор крысы ; 1996 ;  ; Cu/Ni ; AU ; 22 ; istleman ; 810 
 3474 ; 10 долларов. Барбадос. Нептун ; 1973 ;  ; Ag ; Proof ; 30 ; ASTRAL ; 1252 
 3475 ; 50 эре. Швеция ; 1954 ;  ; Ag ; XF ; 1 ; Mike! ; 88 
 3476 ; 1 дайм. США ; 1942D ;  ; Ag ; VF+ ; 4 ; Mike! ; 130 
 3477 ; 1 дайм. США ; 1943 ;  ; Ag ; VF+ ; 3 ; Mike! ; 129 
 3478 ; 1 дайм. США ; 1934 ;  ; Ag ; VF+ ; 10 ; Метро62 ; 150 
 3479 ; 10 эре. Швеция ; 1936 ;  ; Ag ; XF ; 8 ; жора ; 100 
 3480 ; 10 эре. Швеция ; 1948 ;  ; Ag ; XF ; 2 ; 6719 ; 45 
 3481 ; 25 эре. Швеция ; 1950 ;  ; Ag ; XF ; 12 ; жора ; 100 
 3482 ; 10 эре. Швеция ; 1953 ;  ; Ag ; XF ; 14 ; жора ; 100 
 3483 ; 50 эре. Швеция ; 1961 ;  ; Ag ; AU ; 6 ; Mike! ; 123 
 3484 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; XF ; 1 ; Mike! ; 111 
 3485 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; XF ; 1 ; Mike! ; 111 
 3486 ; 1/4 доллара. США ; 1945 ;  ; Ag ; VF+ ; 1 ; Mike! ; 177 
 3487 ; 1 пенни. Токен. Канада ; 1837 ;  ; Cu ; F+ ; 6 ; Mike! ; 199 
 3488 ; 50 марок. Финляндия. Кекконен ; 1981 ;  ; Ag ; AU ; 7 ; Mike! ; 357 
 3489 ; 20 рейс. Португалия ; 1891 ;  ; Cu ; F-VF ; 1 ; Mike! ; 155 
 3490 ; 200 марок. Веймар ; 1923D ;  ; Al ; XF ; 9 ; Mike! ; 86 
 3491 ; 3 марки. Веймар. ; 1922J ;  ; Al ; XF ; 1 ; Mike! ; 100 
 3492 ; 200 марок. Веймар ; 1923A ;  ; Al ; VF ; 2 ; Sky2 ; 72 
 3493 ; 1 пенни. Токен. Великобритания ; 1807 ;  ; Cu ; F ; 1 ; Mike! ; 222 
 3494 ; 50 миллионов марок. Германия. Вестфалия. Веймар ; 1923 ;  ; Al ; XF- ; 21 ; Mike! ; 512 
 3495 ; 200 марок. Веймар ; 1923E ;  ; Al ; XF ; 1 ; Mike! ; 88 
 3496 ; 500 марок. Веймар ; 1923D ;  ; Al ; XF ; 2 ; Sky2 ; 114 
 3497 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 17 ; SPBSPB ; 445 
 3498 ; 5 центов. Гон-Конг ; 1892 ;  ; Ag ; VF- ; 25 ; Sky2 ; 131 
 3499 ; 10 сентаво. Куба ; 1952 ;  ; Ag ; VF ; 23 ; Oleht ; 140 
 3500 ; 6 крейцеров. Австрия ; 1849 ;  ; Ag ; F-VF ; 29 ; Волк33 ; 191 
 3501 ; Монета Восток ;  ;  ; Ag ; F-VF ; 26 ; Temir ; 200 
 3502 ; 3 пенса. Великобритания ; 1928 ;  ; Ag ; F-VF ; 12 ; Sky2 ; 102 
 3503 ; 1/2 франка. Швейцария ; 1945 ;  ; Ag ; VF- ; 15 ; Sky2 ; 77 
 3504 ; 50 лепт. Греция ; 1954 ;  ; Cu-Ni ; F-VF ; 11 ; страус ; 23 
 3505 ; 1 скиллинг. Швеция ; 1819 ;  ; Cu ; VF- ; 22 ; Sky2 ; 283 
 3506 ; 1 эре. Швеция ; 1761 ;  ; Cu ; F-VF ; 14 ; Monata ; 186 
 3507 ; 1 эре. Швеция ; 1742 ;  ; Cu ; F ; 15 ; Monata ; 186 
 3508 ; 2 эре. Швеция ; 1758 ;  ; Cu ; F+ ; 13 ; banks ; 128 
 3509 ; 1 скиллинг. Дания ; 1818 ;  ; Cu ; F ; 26 ; Sky2 ; 203 
 3510 ; 1/4 скиллинга. Швеция ; 1806 ;  ; Cu ; VF- ; 13 ; Sky2 ; 138 
 3511 ; 1 эре. Швеция ; 1749 ;  ; Cu ; F-VF ; 21 ; Sky2 ; 317 
 3512 ; 1 эре. Швеция ; 1748 ;  ; Cu ; F ; 9 ; Monata ; 35 
 3513 ; 1/2 скиллинга. Швеция ; 1809 ;  ; Cu ; VF ; 10 ; Monata ; 80 
 3514 ; 10 бани. Румыния ; 1867 ;  ; Cu ; VF- ; 17 ; DVZ ; 210 
 3515 ; 5 бани. Румыния ; 1867 ;  ; Cu ; VF- ; 25 ; Magger ; 236 
 3516 ; 3 пфеннинга. Пруссия ; 1862А ;  ; Cu ; VF- ; 23 ; kostya12.04.1994 ; 107 
 3417 ; 50 пфенниг. Германия. Нотгельд ; 1917 ;  ; Fe ; VF+ ; 31 ; TiBuL ; 294 
 3418 ; 10 пфенниг. Германия. Нотгельд ; 1918 ;  ; Zn ; VF+ ; 36 ; luda ; 420 
 3419 ; 10 пфенниг. Германия. Нотгельд ; ND ;  ; Zn ; VF+ ; 26 ; TiBuL ; 209 
 3420 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 19 ; TiBuL ; 226 
 3421 ; 10 пфенниг. Германия. Нотгельд ; ND ;  ; Fe ; VF ; 29 ; TiBuL ; 258 
 3422 ; 50 пфенниг. Германия. Нотгельд ; 1920 ;  ; Керамика ; VF+ ; 45 ; Sky2 ; 609 
 3423 ; 5 долларов. Токен. Канада. Ньюфаундленд. Horwood Lamber Сo Ltd ; 19 век ;  ; Br ; VF-XF ; 43 ; stamukha ; 1008 
 3424 ; Фартинг (1/2 цента). Токен военного времени США. Портрет Дж Вашингтона ; 1864 ;  ; Cu ; XF ; 20 ; kont ; 2530 
 3425 ; 2 сенти. Эстония ; 1934 ;  ; Br ; XF+ ; 17 ; musik ; 138 
 3426 ; 10 лит. Литва ; 1936 ;  ; Ag ; XF ; 49 ; DNV73 ; 1202 
 3427 ; 1 марка. Эстония ; 1924 ;  ; Ni-Br ; XF ; 32 ; Mike! ; 382 
 3428 ; 1 mills - токен чайной плантации "Lee hedges & Co" Dematta Godde Mills. Британская колония. О Цейлон ; 1876 ;  ; Cu ; VF-XF ; 30 ; классно ; 2477 
 3429 ; Весовая монета (coin weight). Англия. Для взвешивания золотых монет. 2/14. Георг III ; до 1772 ;  ; Cu ; XF ; 41 ; Sky2 ; 521 
 3430 ; Весовая монета (coin weight). Англия. Для взвешивания золотых монет. Sovereign. 5 шиллингов 2,5 пенса ; 1821 ;  ; Cu ; VF ; 29 ; Sky2 ; 567 
 3431 ; Весовая монета (coin weight). Англия. Для взвешивания золотых монет. 13 шиллингов 6 пенсов ; ND ;  ; Cu ; F-VF ; 19 ; Sky2 ; 306 
 3432 ; 1 су. Токен. Французский номинал на монете Британской колонии в Нижней Канаде.  Монреаль ; ND ;  ; Cu ; VF ; 38 ; crokusM ; 1230 
 3433 ; 1 цент. Нидерланды ; 1915 ;  ; Cu ; VF ; 7 ; северянин ; 21 
 3434 ; 10 рублей. Беларусь. Птица года. Удод. Сертификат ; 2013 ;  ; Ag ; Proof ; 51 ; Artemon ; 1314 
 3435 ; 10 рублей. Беларусь. Буйницкий. Сертификат ; 2011 ;  ; Ag ; Proof ; 49 ; Artemon ; 1195 
 3436 ; 10 рублей. Беларусь. Дунин-Марцинкевич ; 2008 ;  ; Ag ; Proof ; 43 ; Artemon ; 1016 
 3437 ; 1 рубль. Беларусь. Дева Мария и Иисус ; 2013 ;  ; Cu-Ni ; Proof ; 16 ; sileng ; 453 
 3438 ; 1 рубль. Беларусь. Вифлием ; 1999 ;  ; Cu-Ni ; Proof ; 28 ; aurin1 ; 429 
 3439 ; 1 рубль. Беларусь. Чемпионат мира по хоккею ; 2013 ;  ; Cu-Ni ; Proof ; 19 ; doiu33 ; 454 
 3440 ; 1 рубль. Беларусь. Чемпионат мира по хоккею ; 2012 ;  ; Cu-Ni ; Proof ; 27 ; Челябинск ; 866 
 3441 ; 1 рубль. Беларусь. Масленица ; 2007 ;  ; Cu-Ni ; AU ; 52 ; aurin1 ; 1350 
 3442 ; 1 рубль. Беларусь. 50 лет ООН ; 1996 ;  ; Cu-Ni ; XF+ ; 59 ; aurin1 ; 2441 
 3443 ; 1 рубль. Беларусь. ФИФА ; 2013 ;  ; Cu-Ni ; Proof ; 9 ; doiu33 ; 410 
 3444 ; 1 рубль. Беларусь. Птица года. Удод. ; 2013 ;  ; Cu-Ni ; Proof ; 12 ; kolbur ; 387 
 3445 ; 1 рубль. Беларусь. Легенда про Бусла ; 2007 ;  ; Cu-Ni ; Proof ; 19 ; В1951 ; 403 
 3446 ; 1 рубль. Беларусь. 70 лет освобождения ; 2014 ;  ; Cu-Ni ; Proof ; 45 ; aurin1 ; 718 
 3447 ; 1 рубль. Беларусь. Белая цапля ; 2008 ;  ; Cu-Ni ; Proof ; 24 ; kolbur ; 408 
 3448 ; 2 злотых. Польша ; 1936 ;  ; Ag ; VF- ; 56 ; ipax ; 693 
 3449 ; 1/2 кроны. Великобритания ; 1845 ;  ; Ag ; VF ; 42 ; maleevsw ; 4998 
 3450 ; 25 новых пенсов. Великобритания. Серебряный юбилей правления ; 1977 ;  ; Cu/Ni ; AU ; 15 ; gdrg2 ; 101 
 3451 ; 25 новых пенсов. Великобритания. Принц Чарьз и леди Диана ; 1981 ;  ; Cu/Ni ; XF ; 13 ; SKeeper ; 79 
 3452 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu/Ni ; AU ; 13 ; gdrg2 ; 88 
 3453 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 18 ; балбес ; 101 
 3454 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu/Ni ; AU ; 21 ; sibirian ; 101 
 3455 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 3456 ; 1 фартинг. Великобритания ; 1918 ;  ; Br ; VF-XF ; 21 ; ahjkrf ; 51 
 3457 ; 1 шиллинг. Великобритания ; 1918 ;  ; Ag ; AU ; 44 ; remetalk ; 1658 
 3458 ; 1/10 пенни. Британская Западная Африка ; 1936 ;  ; Cu/Ni ; AU ; 36 ; SKeeper ; 123 
 3459 ; 3 пенса. Великобритания ; 1937 ;  ; Al/Br ; AU ; 25 ; dim66 ; 46 
 3460 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; XF+ ; 15 ; gdrg2 ; 126 
 3461 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; XF+ ; 14 ; северянин ; 95 
 3462 ; 1 фартинг. Великобритания ; 1941 ;  ; Br ; VF-XF ; 37 ; ahjkrf ; 90 
 3463 ; 3 пенса. Великобритания ; 1941 ;  ; Al/Br ; AU ; 20 ; Premier ; 100 
 3464 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; XF ; 18 ; gdrg2 ; 123 
 3465 ; 1 шиллинг. Великобритания. Шотландский герб ; 1941 ;  ; Ag ; XF+ ; 12 ; bva150979 ; 385 
 3466 ; 1 шиллинг. Великобритания. Английский герб ; 1941 ;  ; Ag ; VF-XF ; 22 ; gdrg2 ; 227 
 3367 ; 1 лира. Италия ; 1939 ;  ; St ; AU ; 19 ; banks ; 94 
 3368 ; 2 лиры. Ватикан ; 1941 ;  ; St ; AU ; 39 ; 8888 ; 238 
 3369 ; 50 чентезимо. Италия ; 1941 ;  ; St ; AU ; 21 ; 06031983 ; 269 
 3370 ; 1 лира. Ватикан ; 1942 ;  ; St ; AU ; 27 ; SKeeper ; 291 
 3371 ; 10 динаров. Сербия ; 1943 ;  ; Zn ; VF ; 17 ; lestes ; 161 
 3372 ; 10 крон. Швеция. 90 лет со дня рождения Густава VI Адольфа ; 1972 ;  ; Ag ; AU ; 41 ; Emv ; 386 
 3373 ; 2 франка. Монако ; ND ;  ; Al ; XF ; 54 ; igor26 ; 251 
 3374 ; 1/100 марки. Гамбург ; 1923 ;  ; Al ; XF ; 7 ; gurtov ; 126 
 3375 ; 2 франка. Франция ; 1948 ;  ; Al ; XF+ ; 16 ; gdrg2 ; 34 
 3376 ; 1 цент. Саравак ; 1880 ;  ; Br ; XF ; 25 ; классно ; 663 
 3377 ; 10 чентезимо. Сомали ; 1950 ;  ; Br ; XF ; 30 ; егор ; 300 
 3378 ; 2 динара. Югославия ; 1938 ;  ; латунь ; AU ; 28 ; 06031983 ; 61 
 3379 ; 500 лей. Румыния ; 1945 ;  ; латунь ; AU ; 13 ; 220W ; 363 
 3380 ; 2 кроны. Исландия ; 1946 ;  ; латунь ; XF ; 9 ; igor26 ; 57 
 3381 ; 20 марок. Финляндия ; 1937 ;  ; латунь ; XF+ ; 48 ; musik ; 206 
 3382 ; 20 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; XF ; 11 ; alehandr ; 82 
 3383 ; 2 евро. Латвия. Рига ; 2014 ;  ; Би/м ; AU ; 14 ; musik ; 220 
