 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 2342 ; 1/2 крона. Великобритания ; 1965 ;  ; Cu-Ni ; AU ; 17 ; masluak ; 350 
 2343 ; 2 шиллинга. Великобритания ; 1965 ;  ; Cu-Ni ; AU ; 63 ; masluak ; 350 
 2344 ; 1 шиллинг. Шотландия ; 1965 ;  ; Cu-Ni ; AU ; 76 ; masluak ; 350 
 2345 ; 1 шиллинг. Великобритания ; 1965 ;  ; Cu-Ni ; AU ; 19 ; masluak ; 350 
 2346 ; 6 пенсов. Великобритания ; 1965 ;  ; Cu-Ni ; XF ; 17 ; masluak ; 350 
 2347 ; 3 пенса. Великобритания ; 1965 ;  ; Ni/Латунь ; AU ; 13 ; masluak ; 150 
 2348 ; 1 пенни. Великобритания ; 1965 ;  ; Br ; AU ; 19 ; dsidorov ; 300 
 2349 ; 1/2 пенни. Великобритания ; 1965 ;  ; Br ; AU ; 42 ; af ; 255 
 2350 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 16 ; masluak ; 350 
 2351 ; 25 новых пенсов. Великобритания. 80 лет Королеве ; 1980 ;  ; Cu-Ni ; AU ; 31 ; masluak ; 532 
 2352 ; 25 новых пенсов. Великобритания. Серебряный юбилей ; 1977 ;  ; Cu-Ni ; AU ; 20 ; masluak ; 350 
 2353 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; AU ; 16 ; masluak ; 350 
 2354 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF-XF ; 21 ; masluak ; 350 
 2355 ; 3 пенса. Великобритания ; 1897 ;  ; Ag ; VF- ; 23 ; masluak ; 350 
 2356 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 17 ; masluak ; 350 
 2357 ; 3 пенса. Великобритания ; 1900 ;  ; Ag ; VF- ; 24 ; masluak ; 350 
 2358 ; 3 пенса. Великобритания ; 1908 ;  ; Ag ; VF ; 12 ; masluak ; 350 
 2359 ; 3 пенса. Великобритания ; 1889 ;  ; Ag ; VF-XF ; 13 ; masluak ; 400 
 2360 ; 3 пенса. Великобритания ; 1891 ;  ; Ag ; VF ; 12 ; masluak ; 350 
 2361 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF-XF ; 9 ; masluak ; 250 
 2362 ; 3 пенса. Великобритания. Деформация ; 1912 ;  ; Ag ; VF ; 19 ; masluak ; 350 
 2363 ; 3 пенса. Великобритания ; 1899 ;  ; Ag ; VF- ; 27 ; masluak ; 350 
 2364 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; XF- ; 15 ; masluak ; 350 
 2365 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; AU ; 14 ; masluak ; 350 
 2366 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF ; 21 ; masluak ; 400 
 2367 ; 3 пенса. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 9 ; masluak ; 300 
 2368 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF+ ; 9 ; masluak ; 300 
 2369 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF+ ; 19 ; masluak ; 300 
 2370 ; 3 пенса. Великобритания ; 1913 ;  ; Ag ; VF+ ; 19 ; masluak ; 300 
 2371 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; XF+ ; 26 ; azef ; 348 
 2372 ; 3 пенса. Великобритания. Убраны напайки 2 и 6 часов ; 1922 ;  ; Ag ; VF ; 16 ; masluak ; 255 
 2373 ; 3 пенса. Великобритания ; 1902 ;  ; Ag ; VF- ; 11 ; masluak ; 300 
 2374 ; 3 пенса. Великобритания ; 1914 ;  ; Ag ; VF ; 10 ; masluak ; 300 
 2375 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF-XF ; 10 ; masluak ; 300 
 2376 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; XF- ; 13 ; masluak ; 300 
 2377 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; XF ; 11 ; masluak ; 300 
 2378 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; XF- ; 10 ; masluak ; 300 
 2379 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF+ ; 9 ; masluak ; 300 
 2380 ; 1 флорин. Великобритания ; 1918 ;  ; Ag ; XF+ ; 30 ; azef ; 775 
 2381 ; 1 пенни. Великобритания ; 1921 ;  ; Br ; AU ; 25 ; azef ; 567 
 2382 ; 1 пенни. Великобритания ; 1902 ;  ; Br ; XF+ ; 22 ; azef ; 677 
 2383 ; Фартинг. Великобритания ; 1933 ;  ; Br ; VF-XF ; 14 ; masluak ; 300 
 2384 ; Фартинг. Великобритания ; 1934 ;  ; Br ; VF-XF ; 20 ; masluak ; 300 
 2285 ; 2 пфеннига. Германия ; 1938J ;  ; Br ; XF- ; 3 ; o.k. ; 75 
 2286 ; 1 пфенниг. Германия ; 1939D ;  ; Br ; VF- ; 3 ; o.k. ; 65 
 2287 ; 1 пфенниг. Германия ; 1939G ;  ; Br ; XF+ ; 3 ; o.k. ; 65 
 2288 ; 1 пфенниг. Германия ; 1939F ;  ; Br ; VF-XF ; 3 ; F@NT0M ; 65 
 2289 ; 1 пфенниг. Германия ; 1939G ;  ; Br ; VF-XF ; 3 ; o.k. ; 65 
 2290 ; 1 пфенниг. Германия ; 1938A ;  ; Br ; XF- ; 15 ; СВл ; 108 
 2291 ; 1 пфенниг. Германия ; 1937A ;  ; Br ; VF ; 2 ; Mike! ; 63 
 2292 ; 1 пфенниг. Германия ; 1937F ;  ; Br ; VF+ ; 2 ; Mike! ; 63 
 2293 ; 1 пфенниг. Германия ; 1938G ;  ; Br ; VF+ ; 3 ; kvv27 ; 65 
 2294 ; 5 пфеннигов. Германия ; 1942A ;  ; Zn ; VF ; 21 ; asru ; 47 
 2295 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; F+ ; 3 ; Statuetka ; 14 
 2296 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; AU ; 2 ; Mike! ; 63 
 2297 ; 1 пфенниг. Германия ; 1917E ;  ; Al ; F-VF ; 47 ; егор ; 101 
 2298 ; 1 пфенниг. Германия ; 1943F ;  ; Zn ; F-VF ; 4 ; димитрий ; 15 
 2299 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993F ;  ; Ag ; AU ; 9 ; roman_at ; 377 
 2300 ; 10 марок. ФРГ. 250 лет со дня рождения Иоганна  Готтфрида Хердера ; 1994G ;  ; Ag ; AU ; 8 ; roman_at ; 387 
 2301 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; AU ; 5 ; roman_at ; 367 
 2302 ; 5 марок. ФРГ. 150 лет немецкому Археологическому институту ; 1979J ;  ; Ag ; AU ; 31 ; roman_at ; 238 
 2303 ; 5 марок. ФРГ. 50 лет со дня смерти Фридриха Эберта ; 1975J ;  ; Ag ; AU ; 9 ; roman_at ; 237 
 2304 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974D ;  ; Ag ; AU ; 18 ; Mike! ; 269 
 2305 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Стресеманна ; 1978D ;  ; Ag ; AU ; 13 ; roman_at ; 258 
 2306 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гаусса ; 1977J ;  ; Ag ; AU ; 17 ; roman_at ; 264 
 2307 ; 5 марок. ФРГ. 500 лет со дня смерти Иоганна Гутенберга ; 1968G ;  ; Ag ; AU ; 6 ; Mike! ; 261 
 2308 ; 5 марок. ФРГ. Год защиты Европейских памятников ; 1975F ;  ; Ag ; AU ; 10 ; dsidorov ; 230 
 2309 ; 5 марок. ФРГ. 500 лет со дня рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 12 ; sina ; 244 
 2310 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; AU ; 5 ; димитрий ; 234 
 2311 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 5 ; димитрий ; 234 
 2312 ; 5 марок. ФРГ. 100 лет со дня рождения Альберат Швейтзера ; 1975G ;  ; Ag ; AU ; 7 ; dsidorov ; 227 
 2313 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 9 ; dsidorov ; 227 
 2314 ; 5 марок. ФРГ. 25 лет Конституционному закону ; 1974F ;  ; Ag ; AU ; 7 ; dsidorov ; 227 
 2315 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюманна ; 1978F ;  ; Ag ; AU ; 11 ; roman_at ; 242 
 2316 ; 5 марок. ФРГ. 150 лет со дня рождения Макса фон Петтенкофера ; 1968D ;  ; Ag ; AU ; 6 ; dimon-2007 ; 277 
 2317 ; 5 марок. ФРГ. 150 лет со дня рождения Фридриха Райффайзена ; 1968J ;  ; Ag ; AU ; 8 ; solder13 ; 232 
 2318 ; 5 марок. ФРГ. Образование Немецкого государства ; 1971G ;  ; Ag ; AU ; 10 ; димитрий ; 237 
 2319 ; 5 марок. ФРГ ; 1951G ;  ; Ag ; VF ; 7 ; димитрий ; 174 
 2320 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975А ;  ; Cu-Ni ; AU ; 4 ; roman_at ; 171 
 2321 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni-Br ; AU ; 4 ; Sterh ; 45 
 2322 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF-XF ; 7 ; димитрий ; 114 
 2323 ; 10 крон. Чехословакия ; 1932 ;  ; Ag ; VF-XF ; 8 ; ВМШ ; 170 
 2324 ; 5 лит. Литва ; 1936 ;  ; Ag ; VF-XF ; 17 ; Rober ; 424 
 2325 ; 2 евро. ФРГ. 10 лет введения ЕВРО ; 2009A ;  ; Би/м ; AU ; 2 ; Mike! ; 173 
 2326 ; 2 евро. ФРГ. Саарленд ; 2009J ;  ; Би/м ; AU ; 3 ; Mike! ; 174 
 2327 ; 1 гривна Украина. Владимир Великий ; 2004 ;  ; Латунь ; AU ; 41 ; NFV ; 81 
 2328 ; 1 цент. Нидерландская Восточная Индия ; 1945P ;  ; Br ; XF- ; 16 ; Mike! ; 67 
 2329 ; 5 евроцентов. Мальта ; 2008 ;  ; Cu/St ; AU ; 3 ; igo ; 21 
 2330 ; 2 евроцента. Мальта ; 2008 ;  ; Cu/St ; AU ; 3 ; igo ; 20 
 2331 ; 1 евроцент. Мальта ; 2008 ;  ; Cu/St ; AU ; 4 ; luchano ; 18 
 2332 ; 20 сантимов. Латвия ; 1922 ;  ; Ni ; VF-XF ; 6 ; димитрий ; 33 
 2333 ; 1 доллар. США ; 1878 ;  ; Ag ; AU ; 3 ; Sky2 ; 1020 
 2334 ; 1 доллар. США ; 1890 ;  ; Ag ; AU ; 21 ; luchano ; 1023 
 2235 ; 400 рейс. Португалия ; 1821 ;  ; Ag ; XF+ ; 57 ; AndrCh58 ; 1145 
 2236 ; 1/4 крейцера. Шварцбург-Рудольштадт ; 1857 ;  ; Cu ; VF ; 61 ; Luidor ; 108 
 2237 ; 1/4 крейцера. Шварцбург-Рудольштадт ; 1865 ;  ; Cu ; VF ; 15 ; Luidor ; 82 
 2238 ; 1/4 крейцера. Шварцбург-Рудольштадт ; 1866 ;  ; Cu ; VF-XF ; 9 ; Luidor ; 102 
 2239 ; 1/4 крейцера. Шварцбург-Рудольштадт ; 1866 ;  ; Cu ; VF ; 11 ; Luidor ; 82 
 2240 ; 1 крейцер. Бавария ; 1835 ;  ; Ag ; VF- ; 30 ; smel ; 120 
 2241 ; 1 крейцер. Бавария ; 1858 ;  ; Ag ; VF ; 31 ; vitapool ; 66 
 2242 ; 1 крейцер. Бавария ; 1859 ;  ; Ag ; VF- ; 23 ; Sterh ; 30 
 2243 ; 1 крейцер. Бавария ; 1861 ;  ; Ag ; VF- ; 28 ; Sterh ; 29 
 2244 ; 1 крейцер. Бавария ; 1862 ;  ; Ag ; VF ; 7 ; vitapool ; 102 
 2245 ; 1 крейцер. Бавария ; 1866 ;  ; Ag ; VF ; 28 ; smel ; 114 
 2246 ; 1 крейцер. Бавария ; 1867 ;  ; Ag ; F-VF ; 10 ; Sterh ; 30 
 2247 ; 1 крейцер. Бавария ; 1869 ;  ; Ag ; VF+ ; 25 ; murew ; 77 
 2248 ; 1 крейцер. Бавария ; 1871 ;  ; Ag ; AU ; 24 ; Luidor ; 132 
 2249 ; 50 пфеннигов. Веймар ; 1921А ;  ; Al ; VF- ; 9 ; alex995 ; 10 
 2250 ; 50 пфеннигов. Веймар ; 1922F ;  ; Al ; XF- ; 23 ; Rober ; 24 
 2251 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; XF- ; 15 ; alex995 ; 16 
 2252 ; 10 пфеннигов. Германия ; 1900A ;  ; Cu-Ni ; VF- ; 13 ; NFV ; 14 
 2253 ; 10 пфеннигов. Германия ; 1907A ;  ; Cu-Ni ; VF ; 12 ; 320 ; 13 
 2254 ; 10 пфеннигов. Германия ; 1908A ;  ; Cu-Ni ; VF+ ; 12 ; kergudu ; 13 
 2255 ; 10 пфеннигов. Германия ; 1911A ;  ; Cu-Ni ; VF+ ; 7 ; asru ; 14 
 2256 ; 5 пфеннигов. Германия ; 1914A ;  ; Cu-Ni ; VF+ ; 13 ; альбатрос ; 14 
 2257 ; 1 пфенниг. Германия ; 1912A ;  ; Cu ; VF- ; 13 ; альбатрос ; 14 
 2258 ; 10 пфеннигов. Германия ; 1917 ;  ; Zn ; F-VF ; 12 ; alno51 ; 50 
 2259 ; 10 пфеннигов. Германия ; 1918 ;  ; Zn ; F-VF ; 11 ; alex995 ; 12 
 2260 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; F-VF ; 10 ; Statuetka ; 8 
 2261 ; 10 пфеннигов. Германия ; 1922 ;  ; Zn ; F-VF ; 11 ; alex995 ; 12 
 2262 ; 5 пфеннигов. Германия ; 1917А ;  ; Fe ; VF- ; 14 ; 320 ; 13 
 2263 ; 5 пфеннигов. Германия ; 1918А ;  ; Fe ; VF ; 12 ; 320 ; 13 
 2264 ; 5 пфеннигов. Германия ; 1919А ;  ; Fe ; VF ; 14 ; 320 ; 13 
 2265 ; 10 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF ; 10 ; 320 ; 10 
 2266 ; 5 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF+ ; 10 ; 320 ; 10 
 2267 ; 5 пфеннигов. Веймар ; 1924D ;  ; Al/Br ; VF+ ; 12 ; 320 ; 13 
 2268 ; 5 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; F-VF ; 12 ; 320 ; 13 
 2269 ; 5 пфеннигов. Веймар ; 1925A ;  ; Al/Br ; VF- ; 12 ; 320 ; 13 
 2270 ; 1 пфенниг. Германия ; 1940A ;  ; Zn ; VF- ; 30 ; егор ; 53 
 2271 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; VF ; 29 ; o.k. ; 41 
 2272 ; 1 пфенниг. Германия ; 1942D ;  ; Zn ; VF- ; 22 ; o.k. ; 23 
 2273 ; 1 пфенниг. Германия ; 1942G ;  ; Zn ; F+ ; 14 ; ewa42 ; 17 
 2274 ; 1 пфенниг. Германия ; 1942J ;  ; Zn ; F-VF ; 10 ; o.k. ; 25 
 2275 ; 1 пфенниг. Германия ; 1943A ;  ; Zn ; F-VF ; 25 ; o.k. ; 23 
 2276 ; 1 пфенниг. Германия ; 1943D ;  ; Zn ; F-VF ; 8 ; ewa42 ; 21 
 2277 ; 1 пфенниг. Германия ; 1943F ;  ; Zn ; VF ; 9 ; o.k. ; 34 
 2278 ; 1 пфенниг. Германия ; 1943G ;  ; Zn ; VF- ; 32 ; o.k. ; 32 
 2279 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF+ ; 6 ; agent 007 ; 204 
 2280 ; 3 марки. Веймар ; 1922J ;  ; Al ; AU ; 7 ; alno51 ; 150 
 2281 ; 2 пфеннига. Германия ; 1939D ;  ; Br ; XF- ; 3 ; o.k. ; 75 
 2282 ; 2 пфеннига. Германия ; 1938A ;  ; Br ; VF-XF ; 4 ; o.k. ; 77 
 2283 ; 2 пфеннига. Германия ; 1939A ;  ; Br ; XF ; 5 ; asru ; 79 
 2284 ; 2 пфеннига. Германия ; 1937A ;  ; Br ; XF+ ; 19 ; СВл ; 110 
 2185 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933E ;  ; Ag ; VF-XF ; 40 ; murew ; 1171 
 2186 ; 2 марки. Германия. Подписная Кирха ; 1934A ;  ; Ag ; AU ; 70 ; mcseam ; 1015 
 2187 ; 2 марки. Германия. 175 лет со дня рождения Шиллера ; 1934F ;  ; Ag ; XF- ; 36 ; murew ; 1887 
 2188 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 5 ; Mike! ; 135 
 2189 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 5 ; Man 11 ; 204 
 2190 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 10 ; Luidor ; 220 
 2191 ; 2 марки Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF-XF ; 22 ; Luidor ; 220 
 2192 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF+ ; 21 ; Vadsux ; 222 
 2193 ; 2 марки Германия. Пауль фон Гинденбург ; 1937G ;  ; Ag ; VF+ ; 4 ; Mike! ; 192 
 2194 ; 2 марки Германия. Пауль фон Гинденбург ; 1937J ;  ; Ag ; VF-XF ; 12 ; Luidor ; 220 
 2195 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; XF ; 6 ; Rober ; 223 
 2196 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF-XF ; 12 ; Luidor ; 216 
 2197 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 24 ; Luidor ; 216 
 2198 ; 2 марки Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF+ ; 17 ; Vadsux ; 222 
 2199 ; 2 марки Германия. Пауль фон Гинденбург ; 1938D ;  ; Ag ; XF ; 17 ; Vadsux ; 222 
 2200 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF- ; 13 ; Mike! ; 217 
 2201 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938D ;  ; Ag ; XF- ; 5 ; Rober ; 206 
 2202 ; 2 марки Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; VF-XF ; 14 ; Rober ; 225 
 2203 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; VF-XF ; 11 ; Rober ; 225 
 2204 ; 2 марки Германия. Пауль фон Гинденбург ; 1938F ;  ; Ag ; VF+ ; 15 ; Vadsux ; 222 
 2205 ; 2 марки Германия. Пауль фон Гинденбург ; 1938G ;  ; Ag ; XF ; 28 ; Vadsux ; 222 
 2206 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938G ;  ; Ag ; XF+ ; 13 ; Vadsux ; 222 
 2207 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; XF ; 9 ; Rober ; 200 
 2208 ; 2 марки Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; VF-XF ; 13 ; Rober ; 225 
 2209 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF-XF ; 7 ; kvv27 ; 203 
 2210 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; XF+ ; 29 ; Vadsux ; 222 
 2211 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; XF- ; 7 ; Mike! ; 184 
 2212 ; 2 марки Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; XF ; 15 ; Vadsux ; 224 
 2213 ; 1 марка. Германия ; 1905A ;  ; Ag ; AU ; 29 ; dsidorov ; 214 
 2214 ; 1 марка. Германия ; 1906F ;  ; Ag ; VF-XF ; 29 ; 542 ; 129 
 2215 ; 1 марка. Германия ; 1907E ;  ; Ag ; VF-XF ; 17 ; закрыт ; 128 
 2216 ; 1 марка. Германия ; 1910A ;  ; Ag ; XF+ ; 28 ; закрыт ; 126 
 2217 ; 1 марка. Германия ; 1912A ;  ; Ag ; XF+ ; 22 ; закрыт ; 123 
 2218 ; 1 марка. Германия ; 1914A ;  ; Ag ; AU ; 10 ; закрыт ; 114 
 2219 ; 1 марка. Германия ; 1915A ;  ; Ag ; AU/XF+ ; 23 ; альбатрос ; 135 
 2220 ; 1 марка. Веймар ; 1926A ;  ; Ag ; VF-XF ; 17 ; дед морос ; 261 
 2221 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF-XF ; 7 ; alno51 ; 80 
 2222 ; 1/2 марки. Германия ; 1905F ;  ; Ag ; VF+ ; 23 ; alno51 ; 80 
 2223 ; 1/2 марки. Германия ; 1907J ;  ; Ag ; VF+ ; 19 ; Statuetka ; 82 
 2224 ; 1/2 марки. Германия ; 1911F ;  ; Ag ; VF-XF ; 45 ; Sterh ; 83 
 2225 ; 1/2 марки. Германия ; 1915J ;  ; Ag ; AU ; 18 ; asru ; 121 
 2226 ; 1/2 марки. Германия ; 1916A ;  ; Ag ; AU ; 24 ; alno51 ; 150 
 2227 ; 1/2 марки. Германия ; 1916J ;  ; Ag ; AU ; 13 ; solder13 ; 102 
 2228 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; AU ; 27 ; dsidorov ; 100 
 2229 ; 1 флорин. Австрия ; 1860A ;  ; Ag ; AU ; 28 ; azef ; 378 
 2230 ; 1 флорин. Австрия ; 1884 ;  ; Ag ; Unc/AU ; 64 ; azef ; 579 
 2231 ; 2 марки. Германия ; 1951J ;  ; Cu-Ni ; XF- ; 31 ; дед морос ; 1077 
 2232 ; 50 франков. Саар ; 1954 ;  ; Al/Br ; AU ; 13 ; дед морос ; 235 
 2233 ; 5 рупий. Цейлон. 2500 лет Буддизму ; 1957 ;  ; Ag ; XF ; 30 ; Алек ; 906 
 2234 ; 5 кори. Индия. Провинция Катч ; 1935 ;  ; Ag ; AU ; 28 ; Tilla ; 360 
 2135 ; 5 марок. Германия. Церковь в Потсдаме ; 1934А ;  ; Ag ; VF- ; 6 ; Mike! ; 265 
 2136 ; 5 марок. Германия. Церковь в Потсдаме ; 1934J ;  ; Ag ; VF ; 8 ; Mike! ; 300 
 2137 ; 5 марок. Германия. 175 лет со дня рождения Шиллера ; 1934F ;  ; Ag ; XF- ; 17 ; sina ; 3651 
 2138 ; 5 марок. Германия. Церковь в Потсдаме ; 1935А ;  ; Ag ; VF- ; 8 ; paxa ; 265 
