 5458 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 14 ; vvf75 ; 50 
 2969 ; 1 рупия. Германская Ост-Африка ; 1906A ;  ; Ag ; VF-XF ; 27 ; Maxim914 ; 2542 
 2970 ; 1/2 рупии. Германская Ост-Африка ; 1912J ;  ; Ag ; VF ; 103 ; ВМШ ; 4903 
 2971 ; 1/4 рупии. Германская Ост-Африка ; 1913J ;  ; Ag ; VF+ ; 67 ; krass ; 2670 
 2972 ; 50 пфенниг. Германия. Нотгельд ; 1921 ;  ; Al ; XF+ ; 24 ; Стасыч ; 503 
 2973 ; 10 хеллер. Германская Ост-Африка ; 1910J ;  ; Cu-Ni ; VF ; 23 ; murew ; 507 
 2974 ; 5 хеллер. Германская Ост-Африка ; 1913J ;  ; Cu-Ni ; VF+ ; 38 ; ВМШ ; 1336 
 2975 ; 20 хеллер. Германская Ост-Африка ; 1916 ;  ; Латунь ; VF- ; 14 ; Rosomaha ; 393 
 2976 ; 20 хеллер. Германская Ост-Африка ; 1916 ;  ; Латунь ; VF- ; 17 ; Rosomaha ; 555 
 2977 ; 1 крона. Лихтенштейн ; 1900 ;  ; Ag ; XF+ ; 34 ; 1023oxana ; 1686 
 2978 ; 1/2 доллара. США ; 1859 ;  ; Ag ; F ; 56 ; franklin ; 805 
 2979 ; 1/2 кроны. Великобритания ; 1893 ;  ; Ag ; F-VF ; 10 ; DaMon15 ; 1022 
 2980 ; 1 крона. Великобритания ; 1889 ;  ; Ag ; VF- ; 36 ; alenka ; 1583 
 2981 ; 500 драм. Армения. Ноев Ковчег ; 2014 ;  ; Ag ; Proof ; 39 ; smvvms ; 1732 
 2982 ; 2 фунта. Великобритания. Год лошади ; 2014 ;  ; Ag ; AU ; 15 ; obr73 ; 2031 
 2983 ; 1000 шиллингов. Сомалилэнд. Год Дракона ; 2012 ;  ; Ag ; Proof ; 18 ; Мотя ; 1637 
 2984 ; 1 гульден. Нидерландские Антиллы ; 1952 ;  ; Ag ; VF ; 35 ; ufa ; 332 
 2985 ; 1 гульден. Нидерланды ; 1954 ;  ; Ag ; VF+ ; 17 ; grafs ; 181 
 2986 ; 1/4 гульдена. Нидерландское Кюрасао ; 1944 ;  ; Ag ; VF- ; 33 ; Magger ; 224 
 2987 ; 1/4 гульдена. Нидерландское Кюрасао ; 1947 ;  ; Ag ; VF- ; 21 ; t_v_v ; 129 
 2988 ; 25 гульденов. Нидерландские Антилы. 25 лет коронации. М-42,1гр ; 1973 ;  ; Ag ; AU ; 55 ; Maxim914 ; 2339 
 2989 ; 25 гульденов. Нидерландские Антилы. Дети ; 1979 ;  ; Ag ; Proof ; 36 ; СТРЕКОЗА ; 1910 
 2990 ; 10 гульденов. Нидерландские Антилы ; 1978 ;  ; Ag ; AU ; 77 ; ufa ; 1068 
 2991 ; 25 гульденов. Суринам ; 1976 ;  ; Ag ; AU ; 45 ; Bronco ; 3009 
 2992 ; 5 евро. Нидерланды. 400 лет открытия Австралии ; 2006 ;  ; Ag ; Proof ; 26 ; Фома ; 705 
 2993 ; 1 доллар. США ; 1921S ;  ; Ag ; VF-XF ; 24 ; 8822 ; 1587 
 2994 ; 1 доллар. США. 200 лет независимости ; 1987S ;  ; Ag ; Proof ; 7 ; mx75 ; 1251 
 2995 ; 25 флорин. Нидерландская Аруба ; 1995 ;  ; Ag ; Proof ; 69 ; елец ; 3689 
 2996 ; 25 флорин. Нидерландская Аруба. 50 лет окончания войны ; 1994 ;  ; Ag ; Proof ; 50 ; елец ; 2335 
 2997 ; Монета. Турция ; 1245г.х. ;  ; Ag ; F-VF ; 48 ; Zarik ; 283 
 2998 ; 2 пенса. Великобритания ; 1746 ;  ; Ag ; VF- ; 29 ; Rosomaha ; 1603 
 2999 ; 10 лит. Литва. 20 лет Республике ; 1938 ;  ; Ag ; XF ; 43 ; Karhu ; 4271 
 3000 ; 10 долларов. Науру. Колизей в Италии ; 2004 ;  ; Ag, позол ; AU ; 17 ; boryas1 ; 2100 
 3001 ; 10 долларов. Науру. Тауэрский мост в Великобритании ; 2005 ;  ; Ag, позол ; AU ; 14 ; boryas1 ; 2100 
 3002 ; 20 квача. Малави. Петергоф ; 2010 ;  ; Ag ; Proof ; 51 ; miranda ; 3314 
 3003 ; 1 доллар. США. Олимпийские игры ; 1983S ;  ; Ag ; Proof ; 10 ; komuri ; 1274 
 3004 ; Флорин. Австралия ; 1956 ;  ; Ag ; VF ; 9 ; didisister ; 306 
 3005 ; 100 крон. Чехословакия. Янко Крал ; 1976 ;  ; Ag ; AU ; 16 ; rem ; 514 
 3006 ; 8 евро. Португалия ; 2004 ;  ; Ag ; Proof ; 29 ; boroda ; 1051 
 3007 ; 10 франков. Франция ; 1966 ;  ; Ag ; AU ; 43 ; buhar1956 ; 1540 
 3008 ; 10 евро. Греция. Олимпиада в Афинах-2004 ; 2004 ;  ; Ag ; VF-XF ; 45 ; Dмитрий ; 1482 
 3009 ; 5 лир. Италия ; 1870 ;  ; Ag ; VF- ; 22 ; тикси3 ; 1325 
 3010 ; 50 центов. Боливия ; 1886 ;  ; Ag ; VF- ; 34 ; franklin ; 466 
 3011 ; 1 доллар. Гавайи ; 1883 ;  ; Ag ; VF+ ; 153 ; samsey ; 25416 
 3012 ; 1/2 мелгареджо. Боливия ; 1865 ;  ; Ag ; VF ; 40 ; vb96 ; 1259 
 3013 ; 1 доллар. Канада ; 1975 ;  ; Cu-Ni ; AU ; 19 ; alexduk ; 181 
 2914 ; 1 марка. Германия ; 1887A ;  ; Ag ; F+ ; 23 ; banks ; 255 
 2915 ; 1 марка. Германия ; 1891A ;  ; Ag ; VF- ; 23 ; DaMon15 ; 255 
 2916 ; 1 марка. Германия ; 1893A ;  ; Ag ; VF ; 18 ; DaMon15 ; 291 
 2917 ; 1 марка. Германия ; 1899A ;  ; Ag ; VF- ; 19 ; DaMon15 ; 250 
 2918 ; 1 марка. Германия ; 1903A ;  ; Ag ; VF ; 18 ; vor0niko ; 218 
 2919 ; 1 марка. Германия ; 1905A ;  ; Ag ; VF ; 36 ; артега ; 243 
 2920 ; 1 марка. Германия ; 1906A ;  ; Ag ; VF+ ; 21 ; DaMon15 ; 240 
 2921 ; 1 марка. Германия ; 1907A ;  ; Ag ; VF+ ; 15 ; vor0niko ; 228 
 2922 ; 1 марка. Германия ; 1910A ;  ; Ag ; VF-XF ; 14 ; артега ; 235 
 2923 ; 1 марка. Германия ; 1914A ;  ; Ag ; XF- ; 22 ; banks ; 245 
 2924 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 59 ; banks ; 285 
 2925 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 30 ; 3ТЭП75 ; 255 
 2926 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 16 ; banks ; 255 
 2927 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 13 ; melkore ; 273 
 2928 ; 1 марка. Германия ; 1915J ;  ; Ag ; XF+ ; 26 ; Angal ; 276 
 2929 ; 1 марка. Веймар ; 1924A ;  ; Ag ; VF+ ; 15 ; lva08 ; 667 
 2930 ; 50 пфеннигов. Германия ; 1875 ;  ; Ag ; F ; 8 ; Mихалыч ; 206 
 2931 ; 1/2 марки. Германия ; 1905J ;  ; Ag ; VF ; 26 ; vor0niko ; 107 
 2932 ; 1/2 марки. Германия ; 1905D ;  ; Ag ; VF+ ; 13 ; Yuri_Che ; 123 
 2933 ; 1/2 марки. Германия ; 1905E ;  ; Ag ; VF+ ; 15 ; dfg ; 128 
 2934 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF+ ; 17 ; dfg ; 128 
 2935 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; XF ; 21 ; first ; 179 
 2936 ; 1/2 марки. Германия ; 1905G ;  ; Ag ; VF+ ; 10 ; vor0niko ; 125 
 2937 ; 1/2 марки. Германия ; 1906F ;  ; Ag ; VF+ ; 16 ; vor0niko ; 111 
 2938 ; 1/2 марки. Германия ; 1906F ;  ; Ag ; VF+ ; 16 ; vor0niko ; 125 
 2939 ; 1/2 марки. Германия ; 1906A ;  ; Ag ; VF ; 14 ; vor0niko ; 122 
 2940 ; 1/2 марки. Германия ; 1906A ;  ; Ag ; XF- ; 20 ; melkore ; 174 
 2941 ; 1/2 марки. Германия ; 1906A ;  ; Ag ; XF+/AU ; 13 ; grizlimays ; 257 
 2942 ; 1/2 марки. Германия ; 1906E ;  ; Ag ; VF-XF ; 13 ; DaMon15 ; 128 
 2943 ; 1/2 марки. Германия ; 1906G ;  ; Ag ; VF-XF ; 10 ; vor0niko ; 123 
 2944 ; 1/2 марки. Германия ; 1906D ;  ; Ag ; VF-XF ; 21 ; vor0niko ; 119 
 2945 ; 1/2 марки. Германия ; 1906Е ;  ; Ag ; VF ; 15 ; vor0niko ; 92 
 2946 ; 1/2 марки. Германия ; 1906А ;  ; Ag ; VF ; 5 ; vor0niko ; 72 
 2947 ; 1/2 марки. Германия ; 1907A ;  ; Ag ; VF- ; 10 ; vor0niko ; 125 
 2948 ; 1/2 марки. Германия ; 1907D ;  ; Ag ; VF+ ; 26 ; dfg ; 104 
 2949 ; 1/2 марки. Германия ; 1907J ;  ; Ag ; XF ; 8 ; Yuri_Che ; 126 
 2950 ; 1/2 марки. Германия ; 1909A ;  ; Ag ; XF- ; 12 ; sever55 ; 153 
 2951 ; 1/2 марки. Германия ; 1909A ;  ; Ag ; XF+ ; 13 ; DaMon15 ; 202 
 2952 ; 1/2 марки. Германия ; 1911G ;  ; Ag ; XF- ; 19 ; ДУНКАН МАКЛАУД ; 263 
 2953 ; 1/2 марки. Германия ; 1912A ;  ; Ag ; XF ; 13 ; DaMon15 ; 174 
 2954 ; 1/2 марки. Германия ; 1912J ;  ; Ag ; XF ; 16 ; zx123 ; 257 
 2955 ; 1/2 марки. Германия ; 1913A ;  ; Ag ; XF+ ; 12 ; sever55 ; 170 
 2956 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; XF/AU ; 15 ; sever55 ; 169 
 2957 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; XF ; 12 ; sever55 ; 165 
 2958 ; 1/2 марки. Германия ; 1914A ;  ; Ag ; XF ; 26 ; dfg ; 148 
 2959 ; 1/2 марки. Германия ; 1915G ;  ; Ag ; AU ; 23 ; dim66 ; 203 
 2960 ; 1/2 марки. Германия ; 1915E ;  ; Ag ; AU ; 26 ; dim66 ; 215 
 2961 ; 1/2 марки. Германия ; 1915J ;  ; Ag ; AU ; 22 ; dim66 ; 215 
 2962 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; XF+ ; 12 ; canario ; 153 
 2963 ; 1/2 марки. Германия ; 1915D ;  ; Ag ; AU ; 34 ; 06031983 ; 272 
 2864 ; 12 долларов. Либерия. Италия. М-1/50 унции ; 2008 ;  ; Au999 ; Proof ; 27 ; supersergvv ; 2800 
 2865 ; 12 долларов. Либерия. Румыния. М-1/50 унции ; 2008 ;  ; Au999 ; Proof ; 21 ; Zarik ; 2819 
 2866 ; Талер. Германия, Ганновер ; 1855В ;  ; Ag ; VF+ ; 45 ; ora ; 4100 
 2867 ; Талер. Пруссия. Коронация ; 1861A ;  ; Ag ; F+ ; 21 ; asus ; 1807 
 2868 ; Талер. Бавария. Гурт снята подвеская 12 часов ; 1870 ;  ; Ag ; F-VF ; 9 ; Mike! ; 1407 
 2869 ; Талер. Пруссия. В честь победы над Францией ; 1871A ;  ; Ag ; XF ; 37 ; Mike! ; 2805 
 2870 ; Талер. Пруссия. В честь победы над Францией. Гурт сняты подвески ; 1871A ;  ; Ag ; F-VF ; 15 ; sveta6369 ; 2158 
 2871 ; 2/3 талера. Саксония ; 1766 ;  ; Ag ; F-VF ; 45 ; Maxim914 ; 3309 
 2872 ; 1/2 талера. Австрия. Халл. В капсуле NGC ; 1733 ;  ; Ag ; XF 45 ; 91 ; Alexdav ; 10137 
 2873 ; 5 марок. Германия, Гамбург ; 1875J ;  ; Ag ; VF- ; 23 ; MDV ; 1377 
 2874 ; 5 марок. Германия, Саксония ; 1904Е ;  ; Ag ; VF ; 35 ; ssuss ; 2934 
 2875 ; 5 марок. Веймар. Дуб ; 1930А ;  ; Ag ; VF-XF ; 28 ; bob375 ; 7121 
 2876 ; 5 марок. Германия. Церковь в потсдаме ; 1934A ;  ; Ag ; VF ; 14 ; TiBuL ; 532 
 2877 ; 5 марок. Германия. Церковь в потсдаме ; 1935A ;  ; Ag ; VF ; 20 ; Дюшес ; 637 
 2878 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936J ;  ; Ag ; VF+ ; 9 ; TiBuL ; 521 
 2879 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936A ;  ; Ag ; VF ; 11 ; TiBuL ; 531 
 2880 ; 5 марок. Германия ; 1938J ;  ; Ag ; VF-XF ; 34 ; Дюшес ; 663 
 2881 ; 3 марки. Вюртемберг ; 1909F ;  ; Ag ; XF ; 40 ; Mike! ; 1536 
 2882 ; 3 марки. Пруссия. Университет Берлина ; 1910A ;  ; Ag ; XF ; 23 ; Mike! ; 3988 
 2883 ; 3 марки. Гамбург ; 1911J ;  ; Ag ; XF ; 35 ; carniks ; 1726 
 2884 ; 3 марки. Баден ; 1912G ;  ; Ag ; VF ; 15 ; wv ; 968 
 2885 ; 3 марки. Вюртемберг ; 1914F ;  ; Ag ; XF ; 19 ; Mike! ; 1599 
 2886 ; 2 марки. Пруссия ; 1905A ;  ; Ag ; VF ; 28 ; Mike! ; 931 
 2887 ; 2 марки. Пруссия. 25 лет правления ; 1913A ;  ; Ag ; XF ; 22 ; lva08 ; 1536 
 2888 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; VF+ ; 31 ; asus ; 1530 
 2889 ; 2 марки. Германия. Мартин Лютер ; 1933A ;  ; Ag ; XF ; 26 ; ВМШ ; 3509 
 2890 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF ; 13 ; Maks87 ; 310 
 2891 ; 2 марки. Германия ; 1937D ;  ; Ag ; VF ; 16 ; Maks87 ; 317 
 2892 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937J ;  ; Ag ; VF+ ; 16 ; dfg ; 313 
 2893 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 14 ; komuri ; 305 
 2894 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 14 ; Maks87 ; 306 
 2895 ; 2 марки. Гернмания. Пауль фон Гинденбург ; 1938G ;  ; Ag ; XF+ ; 17 ; dim66 ; 431 
 2896 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF-XF ; 28 ; Maks87 ; 310 
 2897 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 17 ; rusin ; 310 
 2898 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF+ ; 15 ; rusin ; 308 
 2899 ; 1 марка. Германия ; 1874C ;  ; Ag ; VF- ; 14 ; wv ; 233 
 2900 ; 1 марка. Германия ; 1874G ;  ; Ag ; F-VF ; 39 ; vor0niko ; 230 
 2901 ; 1 марка. Германия ; 1974D ;  ; Ag ; F+ ; 54 ; vor0niko ; 227 
 2902 ; 1 марка. Германия ; 1874E ;  ; Ag ; VF ; 29 ; banks ; 245 
 2903 ; 1 марка. Германия ; 1875A ;  ; Ag ; VF ; 38 ; Чашник ; 850 
 2904 ; 1 марка. Германия ; 1875B ;  ; Ag ; VF- ; 19 ; DaMon15 ; 278 
 2905 ; 1 марка. Германия ; 1875A ;  ; Ag ; VF- ; 24 ; vor0niko ; 228 
 2906 ; 1 марка. Германия ; 1875J ;  ; Ag ; F+ ; 25 ; wv ; 238 
 2907 ; 1 марка. Германия ; 1875D ;  ; Ag ; VF+ ; 18 ; DaMon15 ; 291 
 2908 ; 1 марка. Германия ; 1876A ;  ; Ag ; VF ; 12 ; lva08 ; 238 
 2909 ; 1 марка. Германия ; 1876A ;  ; Ag ; F-VF ; 23 ; banks ; 253 
 2910 ; 1 марка. Германия ; 1876G ;  ; Ag ; F-VF ; 19 ; banks ; 245 
 2911 ; 1 марка. Германия ; 1881D ;  ; Ag ; F+ ; 26 ; vor0niko ; 227 
 2912 ; 1 марка. Германия ; 1886J ;  ; Ag ; VF+ ; 37 ; DaMon15 ; 368 
 2913 ; 1 марка. Германия ; 1886A ;  ; Ag ; F-VF ; 16 ; banks ; 245 
 2812 ; Набор  монет России (5 шт): 5 рублей. Подвиг Советских воинов, сражавшихся на Крымском полуострове ; 2015 ;  ; Ni/St ; AU ; 25 ; Capt2 ; 233 
 2813 ; Лот монет Банка России: 10 рублей (10шт) Города ;  ;  ; Би/м ; XF- ; 41 ; ermii ; 729 
 2814 ; Лот монет Банка России: 5 рублей (4шт) ; 2014 ;  ; Ni/St ; AU ; 31 ; basoff ; 217 
 2815 ; Набор  монет России (5 шт): 5 рублей. Подвиг Советских воинов, сражавшихся на Крымском полуострове ; 2015 ;  ; Ni/St ; AU ; 22 ; Alib ; 230 
 2816 ; Лот монет СССР: 10,50 коп, 1,5,10 руб (5шт) ; 1991 ;  ; Би/м,Cu-Ni,St ; XF/AU ; 16 ; Юстас ; 124 
 2817 ; Лот монет СССР: 100шт ;  ;  ; Cu-Ni,Cu-Zn ; VF/XF ; 30 ; Paul76 ; 261 
 2818 ; Лот монет Банка России: 10 рублей (5шт) Города ; 2009 ;  ; Би/м ; AU ; 19 ; ermii ; 1260 
 2819 ; Лот монет Банка России (Отечественная война 1812г): 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St ; AU ; 24 ; ONOR ; 450 
 2820 ; Лот монет России: 3,1 окп (2шт) ; 1924 ;  ; Cu ; F ; 46 ; 333v ; 203 
 2821 ; Лот монет Банка России (Министерства): 10 руб (7шт) ; 2002 ;  ; Би/м ; XF ; 31 ; alexduk ; 1022 
 2822 ; Лот монет Банка России: 300шт ;  ;  ; Cu-Ni ; VF/XF ; 97 ; alexandr1968 ; 454 
 2823 ; Лот монет Банка России: 5,2,1 руб, 50,10 коп (20шт) ; 2015 ;  ; Ni/St,Лат/St ; AU ; 41 ; 89226266825й ; 214 
 2824 ; Лот монет Банка России (Министерства): 10 руб (7шт) ; 2002 ;  ; Би/м ; XF ; 14 ; direct-Grand ; 969 
 2825 ; Лот монет СССР: 2 коп (150шт) ;  ;  ; Cu-Zn ; VF ; 21 ; ermii ; 276 
 2826 ; Лот монет СССР: 2 коп (10 0шт) ;  ;  ; Cu-Ni ; VF ; 7 ; ermii ; 102 
 2827 ; Лот монет СССР (16шт): 15 коп ; 1977-1991 ;  ; Cu-Ni ; VF-XF ; 11 ; Аладин ; 100 
 2828 ; Лот монет Банка России: 300шт ;  ;  ; Cu-Ni ; VF/XF ; 91 ; ermii ; 381 
 2829 ; Лот монет Банка России (юбилейные): 10 руб (100шт) ;  ;  ; Би/м ; VF/AU ; 66 ; vjacha ; 1989 
 2830 ; Лот монет Банка России (юбилейные): 10 руб (100шт) ;  ;  ; Би/м ; VF/AU ; 17 ; Dirt ; 1567 
 2831 ; Лот юбилейных монет СССР (64шт): 5р,3р,1р. Полный комплект ; 1965-1995 ;  ; Cu/Ni ; XF/AU ; 31 ; ZOLTAN333 ; 9841 
 2832 ; Лот монет СССР (3шт): 20коп,10коп. 50 лет Совесткой власти ; 1967 ;  ; Cu-Ni ; VF- ; 60 ; 4XLL ; 112 
 2833 ; Лот монет СССР (30шт): 1коп ; 1967-1991 ;  ; Cu-Zn ; VF/XF ; 16 ; бибигон ; 102 
 2834 ; Лот монет СССР: 3 коп (25шт) ; 1991 ;  ; Cu-Zn ; AU ; 36 ; Аладин ; 81 
 2835 ; Лот монет СССР (2шт)6 2коп,1коп ; 1974 ;  ; Cu-Zn ; XF/VF ; 6 ; ermii ; 12 
 2836 ; Лот монет России и СССР (4шт): 50коп,10коп ; 1991-1993 ;  ; Cu-Zn,би/м ; XF/AU ; 12 ; BSG ; 51 
 2837 ; Лот монет СССР (4шт): 3коп,2коп ; 1931-1965 ;  ; Cu-Zn ; F/VF ; 18 ; goroba ; 114 
 2838 ; Лот монет СССР: 3 коп (15шт) ; 1991 ;  ; Cu-Zn ; AU ; 13 ; Paul76 ; 69 
 2839 ; Лот монет СССР (34шт): 2коп ; 1969-1991 ;  ; Cu-Zn ; VF/VF+ ; 22 ; Paul76 ; 128 
 2840 ; Лот монет СССР (12шт): 20коп,15коп,10коп ; 1954-1976 ;  ; Cu-Ni ; F/VF ; 12 ; ermii ; 90 
 2841 ; Лот монет СССР (18шт): 20коп ; 1977-1991 ;  ; Cu-Ni ; VF-XF ; 9 ; бибигон ; 79 
 2842 ; Лот монет 50 лет советской власти (3шт): 20к,15к,10к ; 1967 ;  ; Cu/Ni ; VF/XF ; 34 ; fotogram ; 132 
 2843 ; Лот монет России (3шт): 100 рублей ; 1992-1993 ;  ; Cu-Ni,би/м ; XF ; 49 ; alehandr ; 602 
 2844 ; Лот монет банка России (2шт): 10 рублей. Перепись, Ненецкий АО ; 2010 ;  ; Би/м ; AU ; 23 ; Paukweb ; 1010 
 2845 ; Лот монет СССР: 10 коп (31шт) ; 1954-1957 ;  ; Ni ; VF-XF ; 29 ; Kamsky ; 229 
 2846 ; Лот монет СССР (18шт): 10коп ; 1974-1991 ;  ; Cu-Ni ; VF-XF ; 14 ; viv007 ; 104 
 2847 ; Лот монет СССР: 5 коп (13шт) ; 1991 ;  ; Cu-Zn ; XF/AU ; 15 ; Аладин ; 79 
 2848 ; Лот монет Банка России: 1,5 копеек (2шт) ; 2014 М ;  ; Ni/St ; AU ; 17 ; paul196262 ; 57 
 2849 ; Лот монет СССР (50 лет Советской власти): 10,15,20,50 коп, 1 руб (5шт) ; 1967 ;  ; Cu-Ni ; VF ; 30 ; wolikaz ; 170 
 2850 ; Лот монет СССР (юбилейные) 1 руб (4шт) ; 1970-1988 ;  ; Cu-Ni ; XF ; 44 ; Аладин ; 185 
 2853 ; Дукат. Нидерланды. М-3,48г ; 1928 ;  ; Au ; AU ; 28 ; aubi ; 10841 
 2854 ; 20 крон. Дания. М-8,96гр ; 1914 ;  ; Au ; AU ; 28 ; saha_2001 ; 22067 
 2855 ; 20 франков. Франция. М-6,45г ; 1907 ;  ; Au ; AU ; 15 ; Aleks_Smith ; 17071 
 2856 ; 20 франков. Франция. М - 6,455г ; 1910 ;  ; Au ; AU ; 27 ; mimi66 ; 18872 
 2857 ; 20 франков. Бельгия. М - 6,44г ; 1914 ;  ; Au ; XF+ ; 57 ; mimi66 ; 17358 
 2858 ; 8 флоринов - 20 франков. Австрия. М-6,45г ; 1876 ;  ; Au ; VF+ ; 25 ; mimi66 ; 15820 
 2859 ; 70 экю-50 фунтов. Гибралтар. Рыцарь. М-6,30гр ; 1991 ;  ; Au ; Proof ; 59 ; alapabula ; 10141 
 2860 ; 25 евро. Австрия. Венский филармонический оркестр. М-7,78г ; 2008 ;  ; Au ; AU ; 23 ; serg2010 ; 20910 
 2861 ; 50 долларов. Британские Виргинские о-ва. Маска Миштеков. М-2,04гр ; 1988 ;  ; Au ; Proof ; 32 ; alapabula ; 4162 
 2862 ; 12 долларов. Либерия. Швеция. М-1/50 унции ; 2008 ;  ; Au999 ; Proof ; 19 ; shaxter2015 ; 2810 
 2863 ; 12 долларов. Либерия. Финляндия. М-1/50 унции ; 2008 ;  ; Au999 ; Proof ; 23 ; shaxter2015 ; 2830 
 2762 ; Лот монет СССР: 1 рубль (10шт) ; 1964 ;  ; Cu-Ni ; VF ; 16 ; циркус ; 82 
 2763 ; Лот монет Банка России: 5 рублей (5шт) РГО ; 2015 ;  ; Ni/St ; AU ; 25 ; shaker1980 ; 150 
 2764 ; Лот монет Банка России: 1,5 копеек (2шт) ; 2014 М ;  ; Ni/St ; AU ; 14 ; Volleo ; 35 
 2765 ; Лот монет СССР: 1 рубль (10шт) ; 1965 ;  ; Cu-Ni ; VF ; 13 ; Dr.Alexandr ; 128 
 2766 ; Лот монет СССР: 1 рубль (5шт) ; 1975 ;  ; Cu-Ni ; VF+ ; 27 ; л842 ; 93 
 2767 ; Лот монет СССР: 1 рубль (10шт) ; 1970 ;  ; Cu-Ni ; VF ; 24 ; циркус ; 91 
 2768 ; Лот монет СССР: 50 копеек (11шт) ; 1974-1986 ;  ; Cu-Ni ; VF/VF+ ; 19 ; ermii ; 228 
