 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 2971 ; 10 марок. ГДР. 25 лет национальной армии ; 1981А ;  ; Cu/Ni ; AU ; 23 ; satyrn1 ; 113 
 2972 ; 10 марок. ГДР. 30 лет милиции ; 1983А ;  ; Cu/Ni ; XF ; 27 ; salim ; 233 
 2973 ; 10 марок. ГДР.40 лет освобождения от фашизма ; 1985А ;  ; Cu/Ni ; AU ; 59 ; USS ; 532 
 2974 ; 10 марок. ГДР. Эрнст Тельманн ; 1986А ;  ; Cu/Ni ; AU ; 7 ; salim ; 111 
 2975 ; 10 марок. ГДР. Спорт ГДР ; 1988А ;  ; Cu/Ni ; XF ; 17 ; salim ; 204 
 2976 ; 10 марок. ГДР. 40 лет ГДР ; 1989А ;  ; Cu/Ni ; XF ; 19 ; дитрих11 ; 159 
 2977 ; 10 марок. Финляндия. 100 лет со дня рождения Паасикиви ; 1970 ;  ; Ag ; AU ; 35 ; krugerrand ; 352 
 2978 ; 10 марок. Финляндия. 100 лет со дня рождения Паасикиви ; 1970 ;  ; Ag ; AU ; 58 ; maremark ; 345 
 2979 ; 10 марок. Финляндия. 100 лет со дня рождения Паасикиви ; 1970 ;  ; Ag ; AU ; 66 ; gtnhjd ; 377 
 2980 ; 50 долларов. Острова Кука. Животные подвергающиеся опасности ; 1990 ;  ; Ag ; AU ; 79 ; gtnhjd ; 797 
 2981 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF- ; 75 ; obr73 ; 1062 
 2982 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; VF-XF ; 48 ; CHARLI ; 1020 
 2983 ; 100 крон. Чехословакия. 300 лет со дня смерти Вацлава Холлара ; 1977 ;  ; Ag ; AU ; 105 ; ВМШ ; 438 
 2884 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913А ;  ; Ag ; XF+ ; 40 ; arlekin ; 772 
 2885 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 42 ; portyre ; 297 
 2886 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF+ ; 48 ; Шура8$ ; 288 
 2887 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 11 ; kgu ; 290 
 2888 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 45 ; Шура8$ ; 315 
 2889 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937Е ;  ; Ag ; VF ; 12 ; Шура8$ ; 293 
 2890 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF ; 41 ; Шура8$ ; 287 
 2891 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937G ;  ; Ag ; F-VF ; 9 ; portyre ; 255 
 2892 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; XF- ; 45 ; sibons ; 317 
 2893 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF+ ; 10 ; kgu ; 290 
 2894 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 29 ; portyre ; 255 
 2895 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF ; 43 ; portyre ; 279 
 2896 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938G ;  ; Ag ; VF ; 21 ; portyre ; 255 
 2897 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; XF- ; 56 ; kgu ; 299 
 2898 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939A ;  ; Ag ; VF-XF ; 94 ; serg98 ; 303 
 2899 ; 2 марки. Германия Пауль фон Гиндербург ; 1939A ;  ; Ag ; VF-XF ; 21 ; portyre ; 315 
 2900 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939А ;  ; Ag ; VF-XF ; 11 ; viktorius ; 317 
 2901 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939B ;  ; Ag ; VF- ; 19 ; viktorius ; 295 
 2902 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; VF- ; 11 ; Шура8$ ; 288 
 2903 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF ; 14 ; Шура8$ ; 297 
 2904 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; F-VF ; 13 ; Шура8$ ; 291 
 2905 ; 10 крейцеров. Венгрия ; 1870 ;  ; Ag ; VF+ ; 102 ; Leon17 ; 423 
 2906 ; 6 крейцеров. Австрия ; 1849 ;  ; Ag ; VF ; 46 ; барсик ; 189 
 2907 ; 10 гривен. Украина. Азовка (дельфин) ; 2004 ;  ; Ag ; Proof ; 77 ; wolikaz ; 1622 
 2908 ; 10 гривен. Украина. Севастополь. Героическая оборона ; 2004 ;  ; Ag ; Proof ; 42 ; gtnhjd ; 2040 
 2909 ; 10 гривен. Украина. Икона Покрова ; 2005 ;  ; Ag ; Proof ; 55 ; luvita ; 1686 
 2910 ; 1 доллар. Австралия. Год Обезьяны ; 2004 ;  ; Ag ; Proof ; 55 ; капитан Ник ; 1353 
 2911 ; 1 доллар. Австралия. Коала ; 2007 ;  ; Ag ; Proof ; 86 ; gtnhjd ; 1599 
 2912 ; 500 тугриков. Монголия. Год собаки ; 2006 ;  ; Ag ; AU ; 26 ; santan93 ; 1542 
 2913 ; 5 фунтов. Египет. Летняя Олимпиада ; 1992 ;  ; Ag ; Proof ; 28 ; vitapool ; 449 
 2914 ; 10 злотых. Польша. Зимняя Олимпиада. Фигурное катание ; 2006 ;  ; Ag ; Proof ; 30 ; shais1 ; 793 
 2915 ; 10 рублей. Беларусь. Захаров ; 2010 ;  ; Ag ; Proof ; 46 ; SANGOLD1 ; 915 
 2916 ; 10 рублей. Беларусь. Ракасовский ; 2010 ;  ; Ag ; Proof ; 29 ; SANGOLD1 ; 915 
 2917 ; 10 рублей. Беларусь. Баграмян ; 2010 ;  ; Ag ; Proof ; 91 ; SANGOLD1 ; 915 
 2918 ; 10 рублей. Беларусь. Черняховский ; 2010 ;  ; Ag ; Proof ; 55 ; SANGOLD1 ; 896 
 2919 ; 1 доллар. Канада. Волк. Упаковка ; 2006 ;  ; Ag ; Unc ; 81 ; S12345 ; 1230 
 2920 ; 7млн500тыс лир. Турция. Лысый Ибис ; 2001 ;  ; Ag ; AU ; 126 ; hobot ; 843 
 2921 ; 5 евро. Монетовидный жетон ;  ;  ; Ag999 ; Proof ; 47 ; S12345 ; 473 
 2922 ; 5 песо. Куба. Космический полет СССР - Куба ; 1980 ;  ; Ag ; AU ; 25 ; zufar5518 ; 803 
 2923 ; 1 рубль. Беларусь. Зимородок ; 2008 ;  ; Cu-Ni ; Proof ; 81 ; 3273 ; 232 
 2924 ; 1 цент. Стрейтс-Сетлментс ; 1919 ;  ; Br ; VF- ; 52 ; 384020 ; 81 
 2925 ; 5 евро. Финляндия, Карелия ; 2011 ;  ; Би/м ; AU ; 38 ; кашира ; 416 
 2926 ; 20 крон. Словакия. Святые Кирилл и Мефодий ; 1941 ;  ; Ag ; AU ; 107 ; maremark ; 801 
 2927 ; 500 франков. Бельгия. 150 лет Независимости (немецкая легенда) ; 1980 ;  ; Ag ; AU ; 54 ; gtnhjd ; 728 
 2928 ; 10 динаров. Андорра. Чемпиоант по футболу ; 1989 ;  ; Ag ; Proof ; 39 ; vicnic ; 649 
 2929 ; 1 песо. Мексика ; 1962 ;  ; Ag ; VF+ ; 59 ; gtnhjd ; 199 
 2930 ; 1 песо. Мексика ; 1966 ;  ; Ag ; VF+ ; 45 ; gtnhjd ; 137 
 2931 ; 1 доллар. США. Морган ; 1921 ;  ; Ag ; XF ; 67 ; Фима ; 3060 
 2932 ; 1 доллар. США. 200 лет. Эйзенхауэр ; 1976S ;  ; Ag ; AU ; 140 ; Avraham ; 1530 
 2933 ; 1/2 доллара. США. 200 лет. Кеннеди ; 1976S ;  ; Ag ; AU ; 108 ; Avraham ; 363 
 2208 ; Лот монет Банка России (Гагарин, Пушкин, 10 лет СНГ): 10,2,1 руб (4шт) ; 1999-2001 ;  ; Cu-Ni,Би/м ; XF/AU ; 58 ; кашира ; 229 
 2209 ; Лот монет СССР и Банка России: 100,50,20,10,5,1 руб, 50,10 коп (19шт) ; 1991-1993 ;  ; Би/м,St,Cu-Ni ; VF/XF ; 22 ; luvita ; 113 
 2210 ; Лот монет Банка России (города-герои и 55 лет победы): 10,2 рубля (8шт) ; 2000 ;  ; Cu-Ni,Би/м ; AU ; 50 ; кашира ; 510 
 2211 ; Лот монет Банка России (60 лет Победы, Р.Татарстан, Ленинградская обл): 10 руб (3шт) ; 2005 ;  ; Би/м ; AU ; 22 ; romna1977 ; 76 
 2212 ; Лот монет Банка России (60 лет победы, Р.Калмыкия, Юрьевец, Азов, Приозерск): 10 рублей (5шт) ; 2005-2010 ;  ; Би/м ; XF/AU ; 26 ; Kum ; 127 
 2213 ; Лот монет Банка России (8шт): 2р,1р. Сталинград, Ленгинград ; 1999,2000 ;  ; Cu/Ni ; VF+/XF ; 54 ; крабик ; 91 
 2214 ; Лот монет СССР и Банка России: 50,10 руб, 10 коп (8шт) ; 1991-1993 ;  ; Cu-Ni,St,Би/м ; XF/XF+ ; 31 ; intrest ; 39 
 2215 ; Лот монет Банка России: 100,50 руб (2шт) ; 1992ЛМД ;  ; Би/м ; XF/XF+ ; 49 ; Evka ; 98 
 2216 ; Лот монет Банка России (10шт): 10 рублей ; 2005-2010 ;  ; Би/м ; XF+/XF- ; 20 ; chip79 ; 218 
 2217 ; Лот монет Банка России (2шт): 10 рублей. Орел, 60 лет победы ; 2005,2011 ;  ; Юи/м,Лат/St ; AU/XF ; 38 ; alex2209 ; 37 
 2218 ; Лот монет СССР: 10 руб (27шт) ; 1991ЛМД ;  ; Би/м ; XF-/XF+ ; 53 ; alex2209 ; 114 
 2219 ; Лот монет Банка России (4шт): 25 рублей (Олимпиада в Сочи 2014. Упаковка), 10 рублей (Елец, Воронежская обл, Соликамск) ; 2011 ;  ; Cu-Ni, би/м ; Unc/AU ; 50 ; кашира ; 306 
 2220 ; Лот монет Банка России (3шт): 10 рублей (Елец, Соликамск, Воронежская обл) ; 2011 ;  ; Би/м ; AU ; 49 ; zev ; 260 
 2221 ; Лот монет Банка России (4шт): 25 рублей (Олимпиада в Сочи 2014. Упаковка), 10 рублей (60 лет Победы, Орел, Курск) ; 2005, 2011 ;  ; Cu-Ni, би/м, ла ; Unc/AU ; 22 ; поручик ; 255 
 2222 ; Лот монет Банка России: 100,50,20,10,5,1 рубль,  50,10 копеек (19шт) ; 1991-1993 ;  ; Би/м, Cu-Ni, St ; XF/XF+ ; 49 ; luvita ; 93 
 2223 ; Лот монет СССР и Банка России: 100,50,10,5 руб, 50,10 коп (37шт) ; 1991-1993 ;  ; Би/м,Fe/Br,St ; XF/AU ; 34 ; luvita ; 123 
 2224 ; Лот монет Банка России: 1 копейка (200шт) ; 1997-2009 ;  ; St/Ni ; XF/AU ; 100 ; ZOLTAN333 ; 410 
 2225 ; Лот монет Банка России (5шт): 25 рублей. Сочи 2014. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 44 ; zev ; 1019 
 2226 ; Лот монет Банка России (5шт): 25 рублей. Сочи 2014. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 22 ; zev ; 1019 
 2227 ; Лот монет Банка России (5шт): 25 рублей. Сочи 2014. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 47 ; blau ; 996 
 2228 ; Лот жетонов СССР (2шт) ; 1977,1980 ;  ; Al ; AU ; 24 ; luvita ; 25 
 2855 ; Соверен. Великобритания. М-7,99гр ; 1978 ;  ; Au ; AU ; 66 ; кашира ; 26520 
 2856 ; Дукат. Австрия. Новодел. М-3,49г ; 1915 ;  ; Au ; AU ; 53 ; hodgaevvv ; 6844 
 2857 ; 20 франков. Франция. М-6,42гр ; 1850А ;  ; Au ; XF ; 27 ; vitapool ; 10403 
 2858 ; 20 франков. Франция. М-6,43гр ; 1912 ;  ; Au ; AU ; 27 ; kirkar ; 10840 
 2859 ; 10 франков. Франция. М-3,22гр ; 1906 ;  ; Au ; XF- ; 33 ; hodgaevvv ; 5781 
 2860 ; 20 крон. Дания. М-8,96гр ; 1910 ;  ; Au ; AU ; 43 ; kirkar ; 14568 
 2861 ; 10 крон. Дания. М-4,48гр ; 1900 ;  ; Au ; AU ; 58 ; kirkar ; 10214 
 2862 ; 20 песет. Испания. М-6,45гр ; 1889 ;  ; Au ; XF ; 51 ; кашира ; 16035 
 2863 ; 100 курушей. Турция. М-7,17г ; 1923 ;  ; Au ; XF ; 29 ; барсик ; 12750 
 2864 ; 1/2 либра. Перу. М-3,97г ; 1907 ;  ; Au ; AU ; 58 ; Иа-Иа ; 7732 
 2865 ; 1/5 либра. Перу, Лима. М-1,60гр ; 1923 ;  ; Au ; AU ; 93 ; hugo ; 4488 
 2866 ; Талер. Анхальт ; 1855А ;  ; Ag ; XF ; 43 ; Добрый ; 7253 
 2867 ; 5 марок. Саксония. 500 лет университету в Лейпциге (1409-1909) ; 1909 ;  ; Ag ; AU ; 55 ; дитрих11 ; 11334 
 2868 ; 5 марок. Веймар. 10 лет конституции Веймара ; 1929А ;  ; Ag ; F+ ; 24 ; cochu ; 1590 
 2869 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936А ;  ; Ag ; VF+ ; 60 ; Apec ; 612 
 2870 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF- ; 84 ; portyre ; 456 
 2871 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF- ; 20 ; Apec ; 614 
 2872 ; 2 марки. Пруссия. 200 лет Пруссии ; 1901А ;  ; Ag ; XF ; 84 ; HUNTER1986 ; 874 
 2873 ; 2 марки. Баден. 50 лет правления ; 1902 ;  ; Ag ; AU ; 82 ; verba ; 1518 
 2874 ; 3 марки. Пруссия. Университет в Бреслау ; 1911А ;  ; Ag ; XF- ; 84 ; Ley ; 3036 
 2875 ; 2 марки. Бавария. 90 лет принцу-регенту Люитпольду ; 1911D ;  ; Ag ; XF+ ; 102 ; нл ; 1254 
 2876 ; 3 марки. Вюртемберг. Годовщина серебряной свадьбы ; 1911F ;  ; Ag ; XF ; 79 ; ramik321 ; 2555 
 2877 ; 3 марки. Вюртемберг ; 1912F ;  ; Ag ; AU ; 41 ; kirkar ; 2607 
 2878 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; XF- ; 53 ; samurai 969 ; 1004 
 2879 ; 3 марки. Пруссия. 25 лет правления ; 1913А ;  ; Ag ; XF+ ; 89 ; delf ; 1224 
 2880 ; 3 марки. Веймар. 10 лет конституции Веймара ; 1929F ;  ; Ag ; F+ ; 8 ; vitapool ; 922 
 2881 ; 3 марки. Веймар. Освобождение Рейнланда ; 1930F ;  ; Ag ; XF- ; 48 ; esacsa ; 1835 
 2882 ; 3 марки. Веймар. 300 лет Магдебургу ; 1931А ;  ; Ag ; XF ; 62 ; рл672 ; 15300 
 2883 ; 2 марки. Пруссия. 25 лет правления ; 1913А ;  ; Ag ; XF+ ; 47 ; ramik321 ; 1020 
 2158 ; Лот монет СССР: 20,15 коп (28шт) ; 1961-1991 ;  ; Cu-Ni ; XF-/AU ; 12 ; сортам70 ; 45 
 2159 ; Лот монет СССР: 50 коп (4шт) ; 1967-1991 ;  ; Cu-Ni ; VF/VF+ ; 70 ; USS ; 91 
 2160 ; Лот монет СССР: 15,10 коп (4шт) ; 1922-1925 ;  ; Биллон ; F+/F-VF ; 11 ; сортам70 ; 126 
 2161 ; Лот монет СССР: 1 коп (45шт) ; 1961-1991 ;  ; Cu-Zn ; VF+/XF ; 25 ; vesvic ; 120 
 2162 ; Лот монет СССР: 50 коп (7шт) ; 1964-1991 ;  ; Cu-Ni ; XF/AU ; 26 ; intrest ; 155 
 2163 ; Лот монет СССР: 50 коп (7шт) ; 1964-1991 ;  ; Cu-Ni ; XF/AU ; 11 ; intrest ; 124 
 2164 ; Лот монет СССР: 50 коп (7шт) ; 1965-1991 ;  ; Cu-Ni ; XF/AU ; 43 ; intrest ; 267 
 2165 ; Лот монет СССР: 50 коп (7шт) ; 1966-1991 ;  ; Cu-Ni ; XF/AU ; 21 ; gtnhjd ; 185 
 2166 ; Лот монет СССР: 50 коп (9шт) ; 1978-1991 ;  ; Cu-Ni ; XF/AU ; 78 ; intrest ; 397 
 2167 ; Лот монет СССР: 20 коп (10шт) ; 1961-1991 ;  ; Cu-Ni ; VF+/XF ; 5 ; luvita ; 23 
 2168 ; Лот монет СССР: 20 коп (10шт) ; 1961-1991 ;  ; Cu-Ni ; VF+/XF ; 12 ; luvita ; 23 
 2169 ; Лот монет СССР: 20 коп (7шт) ; 1931-1955 ;  ; Ni ; F/VF- ; 13 ; Рыжая_Кыся ; 172 
 2170 ; Лот монет СССР: 20 коп (7шт) ; 1931-1956 ;  ; Ni ; VF-/VF ; 9 ; юденич ; 207 
 2171 ; Лот монет СССР: 20 коп (7шт) ; 1931-1956 ;  ; Ni ; VF-/VF+ ; 63 ; spstudio ; 114 
 2172 ; Лот монет СССР: 15 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; XF+/AU ; 26 ; intrest ; 51 
 2173 ; Лот монет СССР: 15 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; XF-/AU ; 12 ; klimvita ; 57 
 2174 ; Лот монет СССР: 15 коп (7шт) ; 1935-1956 ;  ; Ni ; F-VF/VF- ; 34 ; spstudio ; 90 
 2175 ; Лот монет СССР: 15 коп (7шт) ; 1935-1956 ;  ; Ni ; F/F-VF ; 22 ; alex2209 ; 185 
 2176 ; Лот монет СССР: 15 коп (15шт) ; 1961-1991 ;  ; Cu-Ni ; XF+/AU ; 9 ; intrest ; 51 
 2177 ; Лот монет СССР: 15 коп (12шт) ; 1937-1957 ;  ; Ni ; F+/F-VF ; 27 ; alex2209 ; 459 
 2178 ; Лот монет СССР: 10 коп (20шт) ; 1961-1990 ;  ; Cu-Ni ; VF+/XF ; 22 ; Leontiy ; 23 
 2179 ; Лот монет СССР: 10 коп (12шт) ; 1932-1957 ;  ; Ni ; F-VF/VF- ; 10 ; spstudio ; 207 
 2180 ; Лот монет СССР: 10 коп (12шт) ; 1932-1957 ;  ; Ni ; VF-/VF ; 17 ; Василевс ; 224 
 2181 ; Лот монет СССР: 15 коп (6шт) ; 1923-1957 ;  ; Ni,Ag ; F/XF ; 26 ; spstudio ; 123 
 2182 ; Лот монет СССР: 10 коп (2шт) ; 1925,1928 ;  ; Ag ; VF-/VF+ ; 21 ; gtnhjd ; 109 
 2183 ; Лот монет СССР: 1 коп (48шт) ; 1971-1991 ;  ; Cu-Zn ; VF-/XF- ; 10 ; zelya ; 41 
 2184 ; Лот монет СССР: 15 коп (48шт) ; 1955-1991 ;  ; Cu-Ni,Ni ; VF-/VF+ ; 4 ; 555650 ; 35 
 2185 ; Лот монет СССР: 3 коп (48шт) ; 1961-1991 ;  ; Cu-Zn ; VF/XF ; 12 ; intrest ; 59 
 2186 ; Лот монет СССР: 10 коп (48шт) ; 1961-1991 ;  ; Cu-Ni ; VF/XF ; 6 ; USS ; 45 
 2187 ; Лот монет СССР: 20 коп (48шт) ; 1961-1991 ;  ; Cu-Ni ; VF-VF+ ; 17 ; intrest ; 49 
 2188 ; Лот монет СССР: 5 коп (48шт) ; 1961-1991 ;  ; Cu-Zn ; VF-/XF ; 8 ; intrest ; 70 
 2189 ; Лот монет СССР: 2 коп (48шт) ; 1963-1991 ;  ; Cu-Zn ; VF/XF ; 8 ; intrest ; 51 
 2190 ; Лот монет СССР: 10 коп (21шт) ; 1961-1990 ;  ; Cu-Ni ; VF-XF ; 9 ; intrest ; 22 
 2191 ; Лот монет СССР: 10 коп (18шт) ; 1961-1989 ;  ; Cu-Ni ; VF+/VF-XF ; 4 ; intrest ; 22 
 2192 ; Лот монет СССР: 10 коп (18шт) ; 1961-1989 ;  ; Cu-Ni ; VF+/VF-XF ; 5 ; intrest ; 22 
 2193 ; Лот монет СССР: 10 коп (6шт) ; 1962-1987 ;  ; Cu-Ni ; VF+/XF ; 3 ; Leontiy ; 4 
 2194 ; Лот монет СССР: 10 коп (18шт) ; 1961-1989 ;  ; Cu-Ni ; VF+/VF-XF ; 10 ; intrest ; 22 
 2195 ; Лот монет СССР: 5,2,1 коп (10шт) ; 1976-1991 ;  ; Cu-Ni ; VF/AU ; 13 ; intrest ; 22 
 2196 ; Лот монет СССР: 5,2,1 коп (4шт) ; 1991 ;  ; Cu-Ni ; XF+/AU ; 30 ; 3273 ; 44 
 2197 ; Лот монет СССР: 5,2,1 коп (11шт) ; 1976-1991 ;  ; Cu-Ni ; VF/XF ; 3 ; intrest ; 22 
 2198 ; Лот монет СССР: 1 коп (5шт) ; 1976-1991 ;  ; Cu-Ni ; VF-XF/AU ; 5 ; intrest ; 15 
 2199 ; Лот монет СССР: 1 рубль (2шт) ; 1961,1965 ;  ; Cu-Ni ; VF/VF+ ; 10 ; HELP ; 10 
 2200 ; Лот монет СССР (5шт): 20к,15к,10к,5к ; 1930-1957 ;  ; Ni,Br ; F-VF/F ; 10 ; Leontiy ; 10 
 2201 ; Лот монет СССР (2шт): 50 копеек ; 1983,1991 ;  ; Cu/Ni ; VF/XF ; 19 ; gtnhjd ; 101 
 2202 ; Лот монет Банка России (4шт): 10 рублей. Гдов, Азов, Воронежская область, 65 лет победы ; 2007-2011 ;  ; Би/м, Лат/St ; XF+/AU ; 24 ; Kum ; 128 
 2203 ; Лот монет Банка России (3шт): 5, 2, 1 рубль. Магнитные ; 2010-2011ММД ;  ; Б/м ; AU ; 51 ; ДРОВЯНОЙ - 2 ; 204 
 2204 ; Лот монет Банка России (3шт): 10 рублей. Чеченская Республика, Ненецкий АО, Воронежская область ; 2010-2011СПМД ;  ; Би/м ; AU ; 92 ; evgen 66 ; 1287 
 2205 ; Лот монет Банка России (Сочи 2014. Упаковка, Республика Бурятия, Воронежская обл): 10 руб (3шт) ; 2011 ;  ; Би/м ; AU ; 44 ; zev ; 255 
 2206 ; Лот монет Банка России (Сочи 2014. Упаковка, Чеченская Республика ): 10 руб (2шт) ; 2010,2011 ;  ; Би/м ; AU ; 51 ; nisni ; 1247 
 2207 ; Лот монет Банка России (Чеченская Р, Республика Бурятия, Воронежская обл): 10 руб (3шт) ; 2011,2010 ;  ; Би/м ; AU ; 58 ; zev ; 1530 
