 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 3560 ; 5 гривен. Украина. Снятин ; 2008 ;  ; Cu-Ni ; AU ; 21 ; kornum ; 203 
 3561 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu-Ni ; AU ; 11 ; KHODOVNV77 ; 212 
 3562 ; 5 гривен. Украина. Авиация ; 2012 ;  ; Cu-Ni ; AU ; 23 ; kornum ; 231 
 3563 ; 5 гривен. Украина. Богуслав ; 2008 ;  ; Cu-Ni ; AU ; 9 ; KHODOVNV77 ; 239 
 3564 ; 5 гривен. Украина. Никитский Ботанический сад ; 2012 ;  ; Cu-Ni ; AU ; 9 ; gandy ; 191 
 3565 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 24 ; Rober ; 227 
 3566 ; 5 гривен. Украина. Городецкий ; 2013 ;  ; Cu-Ni ; AU ; 16 ; кс ; 181 
 3567 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 17 ; кс ; 181 
 3568 ; 5 гривен. Украина. Симферополь ; 2009 ;  ; Cu-Ni ; AU ; 37 ; gandy ; 466 
 3569 ; 5 гривен. Украина. Благовещение ; 2008 ;  ; Cu-Ni ; AU ; 10 ; KHODOVNV77 ; 305 
 3570 ; 5 гривен. Украина. Самолеты Украины ; 2005 ;  ; Cu-Ni ; AU ; 22 ; кс ; 255 
 3471 ; 5 марок. Финляндия ; 1985 ;  ; Al/Br ; VF-XF ; 18 ; VAZ-2107 ; 65 
 3472 ; 200 линр. Италия ; 1996 ;  ; Al/Br ; XF ; 12 ; V.I.P.E.R. ; 36 
 3473 ; Монета Непал ;  ;  ; Al/Br ; VF+ ; 12 ; t_v_v ; 79 
 3474 ; 10 франков. Французская Африка ; 1956 ;  ; Al/Br ; VF ; 14 ; t_v_v ; 67 
 3475 ; 20 франков. Бельгия ; 1981 ;  ; Al/Br ; VF ; 5 ; кот баюн ; 37 
 3476 ; 50 тенне. Туркменистан ; 2009 ;  ; Al/Br ; VF ; 17 ; кот баюн ; 61 
 3477 ; 5 марок. Финляндия ; 1992 ;  ; Al/Br ; XF ; 50 ; igorchek ; 110 
 3478 ; 1 доллар. Австралия ; 2001 ;  ; Al/Br ; VF ; 15 ; avstraliez2 ; 114 
 3479 ; 1 квача. Замбия ; 1989 ;  ; Al/Br ; XF ; 16 ; 000SABik ; 67 
 3480 ; 5 песо. Мексика ; 2005 ;  ; Би/м ; XF ; 16 ; karlgustav ; 31 
 3481 ; 1 песо. Доминикана ; 2005 ;  ; Al/Br ; VF-XF ; 5 ; Helssten ; 23 
 3482 ; 10 центов. Канада ; 1952 ;  ; Ag ; VF-XF ; 17 ; shaxter2015 ; 110 
 3483 ; 20 марок. Финляндия ; 1937 ;  ; Al/Br ; VF+ ; 20 ; igorchek ; 215 
 3484 ; 20 франков. Франция ; 1994 ;  ; Би/м ; VF-XF ; 44 ; molchok2015 ; 367 
 3485 ; 1000 лир. Италия ; 1997 ;  ; Би/м ; VF-XF ; 9 ; Шипк ; 59 
 3486 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF ; 10 ; kornum ; 69 
 3487 ; 100 эскудо. Португалия ; 1991 ;  ; Би/м ; AU ; 43 ; karlgustav ; 171 
 3488 ; 10 песо. Мексика ; 2007 ;  ; Би/м ; VF-XF ; 32 ; igorchek ; 59 
 3489 ; 1 лира. Турция ; 2005 ;  ; Би/м ; VF-XF ; 6 ; igorchek ; 20 
 3490 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; VF-XF ; 20 ; 000SABik ; 79 
 3491 ; 10 эре. Швеция ; 1956 ;  ; Ag ; VF+ ; 11 ; if-pechat ; 51 
 3492 ; 25 эре. Швеция ; 1957 ;  ; Ag ; VF+ ; 10 ; igorchek ; 51 
 3493 ; 1/10 гулдьдена. Нидерландская Индия ; 1914 ;  ; Ag ; F+ ; 9 ; кот баюн ; 101 
 3494 ; 25 эре. Швеция ; 1931 ;  ; Ag ; VF ; 25 ; igorchek ; 118 
 3495 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; VF ; 14 ; кот баюн ; 81 
 3496 ; 10 эре. Швеция ; 1934 ;  ; Ag ; VF ; 18 ; safanya ; 102 
 3497 ; 3 пфеннига. Пруссия ; 1774 ;  ; Ag ; F ; 20 ; CASH ; 114 
 3498 ; 3 пенса. Австралия ; 1949 ;  ; Ag ; VF ; 15 ; shaxter2015 ; 101 
 3499 ; 10 эре. Швеция ; 1883 ;  ; Ag ; F ; 15 ; жора ; 140 
 3500 ; 1/10 гулдьдена. Нидерландская Индия ; 1891 ;  ; Ag ; F-VF ; 18 ; irmilah ; 101 
 3501 ; 10 эре. Швеция ; 1947 ;  ; Ag ; F-VF ; 26 ; safanya ; 83 
 3502 ; 10 центов. Цейлон ; 1919 ;  ; Ag ; F+ ; 3 ; shaxter2015 ; 71 
 3503 ; 50 эре. Швеция ; 1883 ;  ; Ag ; F-VF ; 39 ; Rosomaha ; 351 
 3504 ; 6 пенсов. Австралия ; 1958 ;  ; Ag ; VF ; 19 ; heavy_fly ; 123 
 3505 ; 1 марка. Германия ; 1914D ;  ; Ag ; XF ; 44 ; Чашник ; 306 
 3506 ; 1/10 гульдена. Нидерландское Кюрасао ; 1944 ;  ; Ag ; VF ; 12 ; кот баюн ; 113 
 3507 ; 3 пенса. Великобритания ; 1899 ;  ; Ag ; VF-XF ; 30 ; Чашник ; 383 
 3508 ; 1 шиллинг. Австралия ; 1961 ;  ; Ag ; VF ; 24 ; heavy_fly ; 160 
 3509 ; 1/2 франка. Швейцария ; 1965 ;  ; Ag ; VF ; 7 ; жора ; 140 
 3510 ; 25 центов. Цейлон ; 1921 ;  ; Ag ; VF- ; 38 ; SKeeper ; 255 
 3511 ; 1000 марок. Финляндия ; 1960 ;  ; Ag ; VF+ ; 41 ; yourius ; 781 
 3512 ; 10 центов. Нидерланды ; 1935 ;  ; Ag ; VF ; 13 ; shaxter2015 ; 99 
 3513 ; 1 шиллинг. Великобритания ; 1943 ;  ; Ag ; VF ; 19 ; VAZ-2107 ; 191 
 3514 ; 1/2 франка. Швейцария ; 1948 ;  ; Ag ; VF ; 4 ; Flagman ; 102 
 3515 ; 6 пенсов. Великобритания ; 1921 ;  ; Ag ; VF ; 26 ; shaxter2015 ; 155 
 3516 ; 500 марок. Финляндия. Олимпийские игры 1952г. Припаяно ушко ; 1852 ;  ; Ag ; XF- ; 35 ; Mike! ; 536 
 3517 ; 1 рупия. Индия ; 1862 ;  ; Ag ; F-VF ; 46 ; ЛБС ; 714 
 3518 ; 3 пенса. Австралия ; 1919 ;  ; Ag ; F-VF ; 8 ; shaxter2015 ; 114 
 3519 ; 6 пенсов. Австралия ; 1955 ;  ; Ag ; VF ; 9 ; shaxter2015 ; 114 
 3520 ; 1 шиллинг. Австралия ; 1943 ;  ; Ag ; VF ; 23 ; Александ98 ; 186 
 3421 ; 50 сантимов. Бельгия ; 1923 ;  ; Cu-Ni ; VF- ; 11 ; кот баюн ; 50 
 3422 ; 1/4 рупии. Индия ; 1947 ;  ; Cu-Ni ; VF ; 14 ; Markgraf ; 69 
 3423 ; 10 центов. Канада ; 2006 ;  ; Cu-Ni ; AU ; 20 ; t_v_v ; 53 
 3424 ; 100 милс. Кипр ; 1978 ;  ; Cu-Ni ; VF-XF ; 13 ; 000SABik ; 61 
 3425 ; 1 франк. Франция ; 1988 ;  ; Cu-Ni ; VF+ ; 22 ; irmilah ; 46 
 3426 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; VF-XF ; 18 ; VAZ-2107 ; 104 
 3427 ; 2 анны. Британская Индия ; 1946 ;  ; Cu-Ni ; VF ; 14 ; t_v_v ; 73 
 3428 ; 10 центов. Канада ; 2006 ;  ; Cu-Ni ; AU ; 16 ; kma ; 41 
 3429 ; 10 фунтов. Сирия ; 1996 ;  ; Cu-Ni ; AU ; 22 ; gdrg2 ; 57 
 3430 ; 1 крона. Швеция ; 2013 ;  ; Cu-Ni ; XF ; 24 ; jj ; 180 
 3431 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 16 ; o_ruslan ; 117 
 3432 ; 1/2 доллара. США ; 1973 ;  ; Cu-Ni ; VF-XF ; 18 ; heavy_fly ; 63 
 3433 ; 2 кроны. Швеция ; 1969 ;  ; Cu-Ni ; XF ; 32 ; safanya ; 50 
 3434 ; 10 сантимов Бельгия ; 1864 ;  ; Cu-Ni ; VF ; 16 ; andy2012 ; 93 
 3435 ; 25 эре Дания ; 1924 ;  ; Cu-Ni ; VF ; 13 ; Flagman ; 56 
 3436 ; 25 сентесимо. Панама ; 2003 ;  ; Cu-Ni ; VF ; 21 ; vb96 ; 77 
 3437 ; 10 пенсов. Гибралтар ; 2004 ;  ; Cu-Ni ; XF- ; 17 ; istleman ; 101 
 3438 ; 10 филлеров. Венгрия ; 1927 ;  ; Cu-Ni ; VF ; 15 ; gusar ; 105 
 3439 ; 5 пфеннигов. Германия ; 1876D ;  ; Cu-Ni ; VF ; 10 ; DaMon15 ; 115 
 3440 ; 1 доллар. Барбадос ; 1994 ;  ; Cu-Ni ; VF-XF ; 14 ; 000SABik ; 73 
 3441 ; 50 центов. Малайя и Британское Борнео ; 1955 ;  ; Cu-Ni ; VF+ ; 17 ; kergudu ; 71 
 3442 ; 100 лир. Сан-Марино ; 1975 ;  ; Cu-Ni ; XF ; 19 ; kornum ; 92 
 3443 ; 25 центов. Канада ; 2000 ;  ; Cu-Ni ; VF-XF ; 11 ; кот баюн ; 61 
 3444 ; 2 марки. ФРГ ; 1962D ;  ; Cu-Ni ; VF ; 18 ; solder13 ; 104 
 3445 ; 10 франокв. Марокко ; 1366 ;  ; Cu-Ni ; VF-XF ; 25 ; Серж PirGS ; 169 
 3446 ; 1 доллар (токен). Канада. Калгари ; 1977 ;  ; Cu-Ni ; XF ; 40 ; doiu33 ; 367 
 3447 ; 50 центов. Мальта ; 1972 ;  ; Cu-Ni ; VF ; 11 ; teso ; 50 
 3448 ; 50 центов. Австралия ; 1982 ;  ; Cu-Ni ; XF ; 18 ; igorchek ; 85 
 3449 ; 500 драхм.. Греция ; 2000 ;  ; Cu-Ni ; XF ; 25 ; Monata ; 150 
 3450 ; 10 центов. Новая Зеландия ; 1989 ;  ; Cu-Ni ; XF ; 16 ; кот баюн ; 48 
 3451 ; 5 ранд. ЮАР ; 1999 ;  ; Cu-Ni ; VF ; 20 ; 000SABik ; 73 
 3452 ; 50 центов. Сингапур ; 1979 ;  ; Cu-Ni ; AU ; 22 ; 000SABik ; 117 
 3453 ; 50 центов. Новая Зеландия ; 1988 ;  ; Cu-Ni ; VF-XF ; 17 ; кот баюн ; 67 
 3454 ; 10 шиллингов. Танзания ; 1987 ;  ; Cu-Ni ; VF ; 25 ; t_v_v ; 46 
 3455 ; 1 патака. Макао ; 1992 ;  ; Cu-Ni ; VF ; 17 ; филипок ; 32 
 3456 ; Монета. Катар ; 1998 ;  ; Cu-Ni ; VF ; 21 ; t_v_v ; 59 
 3457 ; 500 боливаров. Венесуэла ; 1998 ;  ; Cu-Ni ; XF ; 11 ; кот баюн ; 44 
 3458 ; 20 эскудо. Кабо-Верде ; 1994 ;  ; Cu-Ni ; XF ; 20 ; лопе де вега ; 72 
 3459 ; 500 ливр. Ливан ; 2000 ;  ; Cu-Ni ; XF ; 11 ; кот баюн ; 50 
 3460 ; 1 юань. Китай ; 2005 ;  ; Cu-Ni ; XF ; 7 ; aamazitov ; 15 
 3461 ; 10 хеллеров. Австрия ; 1893 ;  ; Cu-Ni ; F-VF ; 9 ; кот баюн ; 61 
 3462 ; 5 центов. Канада ; 2002 ;  ; Cu-Ni ; XF ; 14 ; 000SABik ; 139 
 3463 ; 5 сентаво. Филиппины ; 1944 ;  ; Cu-Ni ; VF ; 13 ; Rosomaha ; 70 
 3464 ; 3 пенса. Новая Зеландия ; 1958 ;  ; Cu-Ni ; VF-XF ; 9 ; кот баюн ; 50 
 3465 ; 1 анна. Индия ; 1946 ;  ; Cu-Ni ; VF ; 12 ; Шипк ; 90 
 3466 ; 1 песо. Куба ; 2000 ;  ; Cu-Ni ; VF-XF ; 7 ; chebeer ; 101 
 3467 ; 5 писо. Филиппины ; 2002 ;  ; Cu-Ni ; XF ; 17 ; TaraskaPeter ; 46 
 3468 ; 10 франков. Франция ; 1987 ;  ; Al/Br ; VF-XF ; 23 ; karl ; 79 
 3469 ; 2 злотых. Польша ; 2007 ;  ; Al/Br ; XF ; 8 ; smel ; 69 
 3470 ; 10 марок. Финляндия ; 1938 ;  ; Al/Br ; VF+ ; 12 ; VAZ-2107 ; 101 
 3371 ; 5 лева. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 14 ; sibirian ; 94 
 3372 ; 1 стотинка. Болгария ; 1962 ;  ; Латунь ; XF ; 34 ; vb96 ; 56 
 3373 ; 10 динаров. Югославия ; 1963 ;  ; Латунь ; AU ; 47 ; Arlekino82 ; 144 
 3374 ; 20 динаров. Сербия ; 2011 ;  ; Cu-Ni ; XF ; 13 ; Arlekino82 ; 34 
 3375 ; 50 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF-XF ; 38 ; Arlekino82 ; 87 
 3376 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu-Ni ; Proof ; 12 ; цеховик ; 101 
 3377 ; 10 лева. Болгария ; 1930 ;  ; Cu-Ni ; VF ; 23 ; Arlekino82 ; 87 
 3378 ; 20 динаров. Сербия ; 2012 ;  ; Cu-Ni ; XF ; 21 ; Arlekino82 ; 57 
 3379 ; 50 лева. Болгария ; 1943 ;  ; Cu-Ni ; VF ; 23 ; Arlekino82 ; 59 
 3380 ; 5 лева. Болгария ; 1930 ;  ; Cu-Ni ; F-VF ; 29 ; tolegv ; 56 
 3381 ; 20 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF-XF ; 19 ; Arlekino82 ; 92 
 3382 ; 2 доллара. Острова Кука. Приключения кота Леопольда ; 2008 ;  ; Ag ; AU ; 24 ; Rosomaha ; 1586 
 3383 ; 2 доллара. Острова Кука. Стойкий оловянный солдатик ; 2008 ;  ; Ag ; AU ; 47 ; Rosomaha ; 1635 
 3384 ; 2 доллара. Острова Кука. Щелкунчик ; 2008 ;  ; Ag ; AU ; 30 ; Rosomaha ; 1556 
 3385 ; 2 доллара. Острова Кука. Дюймовочка ; 2008 ;  ; Ag ; AU ; 23 ; Rosomaha ; 1556 
 3386 ; 5 лат. Латвия ; 1932 ;  ; Ag ; VF-XF ; 56 ; ДмитрийЩ ; 1325 
 3387 ; 5 лат. Латвия ; 1929 ;  ; Ag ; VF-XF ; 41 ; ДмитрийЩ ; 1479 
 3388 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF-XF ; 48 ; ДмитрийЩ ; 1199 
 3389 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; VF-XF ; 49 ; safanya ; 301 
 3390 ; 2 кроны. Швеция ; 1966 ;  ; Ag ; XF- ; 29 ; teso ; 230 
 3391 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; VF+ ; 42 ; aple ; 294 
 3392 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; VF+ ; 39 ; safanya ; 283 
 3393 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF ; 16 ; if-pechat ; 45 
 3394 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF-XF ; 49 ; mask ; 203 
 3395 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF-XF ; 28 ; Чашник ; 203 
 3396 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF+ ; 25 ; Чашник ; 261 
 3397 ; 2 лата. Латвия ; 1926 ;  ; Ag ; VF ; 52 ; Майкл ; 317 
 3398 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF ; 41 ; mask ; 254 
 3399 ; 10 крон. Швеция. 90 лет Густаву VI Адольфу ; 1972 ;  ; Ag ; VF-XF ; 27 ; тикси3 ; 479 
 3400 ; 1 доллар. США ; 2014 ;  ; Ag ; AU ; 44 ; ASTRAL ; 1493 
 3401 ; 3 евро. Словения. ; 2011 ;  ; Би/м ; XF ; 15 ; molchok2015 ; 251 
 3402 ; 10 эре. Швеция ; 1949 ;  ; Ag ; VF ; 32 ; Чашник ; 93 
 3403 ; 25 эре. Швеция ; 1896 ;  ; Ag ; VF ; 11 ; CASH ; 77 
 3404 ; 10 эре. Швеция ; 1955 ;  ; Ag ; VF-XF ; 11 ; if-pechat ; 51 
 3405 ; 1/2 франка. Швеция ; 1943 ;  ; Ag ; VF ; 23 ; Александ98 ; 118 
 3406 ; 3 пенса. Австралия ; 1921 ;  ; Ag ; F-VF ; 7 ; shaxter2015 ; 99 
 3407 ; 1 боливар. Венесуэла ; 1929 ;  ; Ag ; VF- ; 20 ; banks ; 182 
 3408 ; 1/2 марки. Германия ; 1911E ;  ; Ag ; XF ; 22 ; serow1975 ; 190 
 3409 ; 1 дайм. США ; 1875 ;  ; Ag ; F-VF ; 25 ; Yamilov ; 306 
 3410 ; 1 марка. Германия ; 1914F ;  ; Ag ; VF ; 28 ; razum0610 ; 260 
 3411 ; 20 сентаво. Мексика ; 1906 ;  ; Ag ; VF ; 17 ; visitor ; 238 
 3412 ; 10 центов. Цейлон ; 1920 ;  ; Ag ; F-VF ; 19 ; ЛБС ; 98 
 3413 ; 25 эре. Швеция ; 1961 ;  ; Ag ; VF ; 13 ; кот баюн ; 44 
 3414 ; 1/2 франка. Швейцария ; 1957 ;  ; Ag ; XF ; 8 ; VAZ-2107 ; 101 
 3415 ; 1 дайм. США ; 1907 ;  ; Ag ; VF ; 40 ; нв1975 ; 306 
 3416 ; 1/16 риксдалера. Швеция ; 1848 ;  ; Ag ; F ; 17 ; CASH ; 135 
 3417 ; 25 пиастров. Сирия ; 1947 ;  ; Ag ; F-VF ; 39 ; Серж PirGS ; 305 
 3418 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 24 ; brigadir ; 303 
 3419 ; 25 эре. Дания ; 1941 ;  ; Zn ; F ; 14 ; кротик ; 53 
 3420 ; 20 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F-VF ; 19 ; doiu33 ; 235 
 3321 ; 3 пфеннига. Мюнстер ; 1760 ;  ; Cu ; F ; 29 ; ЛБС ; 225 
 3322 ; 1 геллер. Саксония ; 1779 ;  ; Cu ; VF ; 22 ; агент Холдер ; 265 
 3323 ; 10 сантимов. Бельгия ; 1880 ;  ; Cu ; VF+ ; 50 ; кве ; 3570 
 3324 ; 12 геллеров. Аахен ; 1765 ;  ; Cu ; F-VF ; 23 ; kehha ; 156 
 3325 ; 10 сантимов. Бельгийское Конго ; 1887 ;  ; Cu ; XF ; 8 ; кве ; 1134 
 3326 ; 1 песева. Немецкая Ост-Африка ; 1890 ;  ; Cu ; XF- ; 43 ; кве ; 550 
 3327 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; VF-XF ; 22 ; игорь 222 ; 317 
 3328 ; 20 геллеров. Немецкая Ост-Африка ; 1916 ;  ; Al/Br ; VF ; 35 ; kornum ; 717 
 3329 ; 1 марка. Айзенах. Мартин Лютер ; 1921 ;  ; Керамика ; AU ; 24 ; Eliseev ; 550 
 3330 ; 500 марок. Германия. Вестфалия. Нотгельд ; 1922 ;  ; Al/Br ; VF ; 37 ; SV-67 ; 949 
 3331 ; 50 франков. Саарленд ; 1954 ;  ; Al/Br ; VF+ ; 71 ; Mike! ; 830 
 3332 ; 5 геллеров. Немецкая Ост-Африка ; 1916 ;  ; Al/Br ; F ; 40 ; Rosomaha ; 464 
 3333 ; 1 франк. Бельгия ; 1880 ;  ; Ag ; VF- ; 27 ; mmmm ; 303 
 3334 ; 5 франков. (медальные). Бельгия. На свадьбу герцога и герцогини Брабантских ; 1853 ;  ; Ag ; VF+ ; 31 ; Lena6975 ; 5508 
 3335 ; 5 франков. Швейцария. Базель ; 1879 ;  ; Ag ; XF+ ; 65 ; Арсенал ; 9248 
 3336 ; 1 франк. Бельгийское Конго ; 1894 ;  ; Ag ; XF- ; 35 ; kornum ; 4194 
 3337 ; 50 франков. Бельгия. 100 летие брюссельской выставки и ж/д ; 1935 ;  ; Ag ; XF ; 47 ; кве ; 5180 
 3338 ; 1 пенс. Остров Мен. Мемориал войны ; 2008 ;  ; Cu/Fe ; AU ; 24 ; страус ; 46 
 3339 ; 2 пенса. Остров Мен. Башня Альберта ; 2008 ;  ; Cu/Fe ; AU ; 18 ; igorchek ; 48 
 3340 ; 1 крона. Остров Мен. 200 лет запуску шатла ; 1983 ;  ; Cu/Ni ; XF+ ; 44 ; SKeeper ; 305 
 3341 ; 100 эскудо. Португалия. Атлантика ; 1990 ;  ; Cu/Ni ; AU ; 23 ; mask ; 105 
 3342 ; 100 эскудо. Португалия. Нуно Триштао ; 1987 ;  ; Cu/Ni ; AU ; 19 ; batuke ; 125 
 3343 ; 50 пенсов. Великобритания ; 1973 ;  ; Cu/Ni ; XF- ; 15 ; mask ; 72 
 3344 ; 5 шиллингов. Южная Африка. 50-летие Южно-Африканского Союза ; 1960 ;  ; Ag ; XF- ; 46 ; Gyron ; 1019 
 3345 ; 5 шиллингов. Южная Африка. 300 лет Кейптауну ; 1952 ;  ; Ag ; XF- ; 47 ; Шмейхель ; 999 
 3346 ; 500 лир. Ватикан ; 1963 ;  ; Ag ; XF ; 59 ; 1023oxana ; 716 
 3347 ; 1 флорин. Австралия. Парламент ; 1927 ;  ; Ag ; XF ; 28 ; kwacha_dm ; 705 
 3348 ; 1/2 доллара. США. Вашингтон ; 1946 ;  ; Ag ; XF ; 46 ; Ronald ; 829 
 3349 ; 25 сантимов. Андорра. F.A.O. ; 1995 ;  ; Cu/Ni ; XF ; 16 ; batuke ; 114 
 3350 ; 1/2 доллара. США. 200 лет независимости ; 1976 ;  ; Cu/Ni ; XF- ; 39 ; heavy_fly ; 114 
 3351 ; 1 песо. Куба. Олимпиада ; 1983 ;  ; Cu/Ni ; XF ; 17 ; if-pechat ; 408 
 3352 ; 100 афгани. Афганистан. Чемпионат мира по футболу ; 1990 ;  ; Cu/Ni ; Proof ; 54 ; генерал777 ; 776 
 3353 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu/Ni ; AU ; 36 ; всыня ; 101 
 3354 ; 1 пенни. Великобритания ; 1963 ;  ; Br ; VF+ ; 43 ; CASABLANCA ; 67 
 3355 ; 25 пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu/Ni ; AU ; 21 ; igorchek ; 117 
 3356 ; 500 драм (1 унция серебра). Армения. Ноев ковчег ; 2015 ;  ; Ag ; Proof ; 54 ; ASTRAL ; 2219 
 3357 ; 1 крона. Гибралтар ; 1967 ;  ; Cu/Ni ; XF ; 24 ; SKeeper ; 216 
 3358 ; 2 доллара. Галапагосские о-ва. Птица ; 2008 ;  ; Би/м ; XF ; 45 ; ZOLTAN333 ; 279 
 3359 ; 5 гривен. Украина. 988 лет Крещения Киевской Руси ; 2008 ;  ; Cu/Ni ; AU ; 26 ; KHODOVNV77 ; 420 
 3360 ; 5 гривен. Украина. Львов ; 2006 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 367 
 3361 ; 50 тенге. Казахстан. Жумабаев ; 2013 ;  ; Cu/Ni ; AU ; 13 ; igorchek ; 66 
 3362 ; 50 тенге. Казахстан. Навруз ; 2012 ;  ; Cu/Ni ; AU ; 17 ; SKeeper ; 80 
 3363 ; 20 вон. Корея. Год коровы ; 2008 ;  ; Лат, краска ; AU ; 56 ; CASABLANCA ; 746 
 3364 ; 5 долларов. Галапогосские о-ва. Черепаха ; 2008 ;  ; Би/м ; XF ; 22 ; ZOLTAN333 ; 272 
 3365 ; 2 лева. Болгария. Климент Охридский ; 1966 ;  ; Cu/Ni ; AU ; 46 ; dinkini ; 175 
 3366 ; 20 сентаво. Мексика ; 1959 ;  ; Br ; XF ; 10 ; sahakala ; 71 
 3367 ; 2 эре. Норвегия ; 1876 ;  ; Br ; VF- ; 11 ; Шипк ; 51 
 3368 ; 2 пфеннига. Германия ; 1906 ;  ; Br ; VF ; 31 ; t_v_v ; 69 
 3369 ; 1000 динаров. Югославия. 40 лет начала сопротивления против фашизма ; 1981 ;  ; Ag ; Proof ; 55 ; SKeeper ; 793 
 3370 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; XF ; 29 ; SKeeper ; 280 
 3271 ; 10 сантимов. Франция. Нотгельд  торговой палаты Периге ; 1923 ;  ; Al ; XF- ; 15 ; ALEK98 ; 276 
 3272 ; 25 центов. Британский Цейлон ; 1943 ;  ; Br ; VF ; 11 ; t_v_v ; 98 
 3273 ; 5 сантимов. Франция. Нотгельд  торговой палаты Периге ; 1923 ;  ; Al ; VF ; 21 ; vb96 ; 308 
 3274 ; Солид. Польша ; 1751 ;  ; Cu ; F ; 15 ; Jauho ; 67 
 3275 ; 2 евро. Финляндия. Ян Сибелиус ; 2015 ;  ; Би/м ; AU ; 32 ; ersh1 ; 244 
 3276 ; 2 евро. Франция. 70 лет мира в Европе ; 2015 ;  ; Би/м ; AU ; 42 ; bliznetz ; 509 
 3277 ; 1 доллар. США ; 2015Р ;  ; Лат ; AU ; 47 ; Хаа ; 157 
 3278 ; 1/4 доллара. США. Небраска ; 2015 ;  ; Cu/Ni ; AU ; 27 ; vb96 ; 61 
 3279 ; 50 сантимов. Испания ; 1904 ;  ; Ag ; VF+ ; 14 ; cotangens ; 203 
 3280 ; 500 йен. Китай. Префектуры ; 2015 ;  ; Би/м ; AU ; 31 ; архыз ; 477 
 3281 ; 500 йен. Китай. Префектуры ; 2015 ;  ; Би/м ; AU ; 23 ; архыз ; 477 
 3282 ; 1 куруш. Турция ; 1876 ;  ; Ag ; VF+ ; 43 ; aple ; 415 
 3283 ; 1/24 талера. Польша ; 1763 ;  ; Ag ; F ; 29 ; cotangens ; 414 
 3284 ; 2 куруша. Турция ; 1909 ;  ; Ag ; VF+ ; 29 ; aple ; 242 
 3285 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 18 ; if-pechat ; 42 
 3286 ; Грош. Латвия ; 1763 ;  ; Ag ; VG ; 36 ; mkm1968 ; 726 
 3287 ; 1/2 доллара. США ; 2015D ;  ; Cu/Ni ; AU ; 6 ; жора ; 114 
