 151 ; Медаль "За храбрость". Новодел. D-28мм ;  ;  ; Cu ; VF-XF ; 31 ; 222211 ; 2833 
 3151 ; 5 крон. Дания. На серебряную свадьбу ; 1960 ;  ; Ag ; AU ; 60 ; каин ; 847 
 3152 ; 20 франков. Бельгия ; 1950 ;  ; Ag ; VF+ ; 21 ; krugerrand ; 169 
 3153 ; 1 гульден. Нидерландские Антиллы ; 1952 ;  ; Ag ; VF+ ; 36 ; ead ; 373 
 3154 ; 2-1/2 гульдена. Нидерланды ; 1960 ;  ; Ag ; XF ; 24 ; Havanna ; 422 
 3155 ; 5 лир. Италия ; 1927R ;  ; Ag ; VF+ ; 46 ; ML ; 711 
 3156 ; 1/4 бальбоа. Панама ; 1962 ;  ; Ag ; VF+ ; 56 ; pissimist ; 533 
 3157 ; 40 сентаво. Куба ; 1920 ;  ; Ag ; VF- ; 74 ; Havanna ; 521 
 3158 ; 1/2 доллара. США. Кеннеди ; 1966 ;  ; Ag ; AU ; 11 ; Serg78 ; 416 
 3159 ; 1 рупия. Британская Индия ; 1942 ;  ; Ag ; VF+ ; 17 ; AGM62 ; 357 
 3160 ; 50 центов. Канада ; 1951 ;  ; Ag ; VF-XF ; 38 ; zev ; 459 
 3161 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF ; 43 ; ML ; 410 
 3062 ; 2 гривны. Украина. Григорий Квитка-Основьяненко (1778-1843) ; 2008 ;  ; Cu/Ni ; Proof ; 31 ; Опятор ; 96 
 3063 ; 2 гривны. Украина. Николай Боголюбов (1909-1992) ; 2009 ;  ; Cu/Ni ; Proof ; 21 ; Опятор ; 84 
 3064 ; 2 скуди. Мальтийский Орден ; 1965 ;  ; Ag ; Proof ; 37 ; Ясер ; 1836 
 3065 ; 1 скудо. Мальтийский Орден ; 1965 ;  ; Ag ; Proof ; 45 ; Lena6975 ; 1200 
 3066 ; 1/2 доллара. США. Кеннеди ; 1964 ;  ; Ag ; AU ; 73 ; Serg78 ; 461 
 3067 ; 2 кроны. Швеция ; 1939G ;  ; Ag ; AU ; 42 ; M1 ; 431 
 3068 ; 2 кроны. Швеция ; 1949 ;  ; Ag ; XF/AU ; 27 ; каин ; 404 
 3069 ; 2-1/2 гульдена. Нидерланды ; 1960 ;  ; Ag ; XF- ; 13 ; pissimist ; 405 
 3070 ; 5 злотых. Польша ; 1933 ;  ; Ag ; XF- ; 24 ; lielais ; 244 
 3071 ; 10 злотых. Польша ; 1936 ;  ; Ag ; XF- ; 53 ; lielais ; 969 
 3072 ; 1 крона. Великобритания ; 1937 ;  ; Ag ; XF+ ; 58 ; fokin ; 1208 
 3073 ; 10 франков. Франция ; 1933 ;  ; Ag ; VF+ ; 54 ; alexnn ; 301 
 3074 ; 1/2 доллара. США ; 1943 ;  ; Ag ; VF- ; 25 ; Serg78 ; 412 
 3075 ; 2 шиллинга. Австрия. 200 лет со дня окончания строительства Церкви Св. Карла ; 1937 ;  ; Ag ; AU ; 42 ; ML ; 1108 
 3076 ; 1 доллар. США. Морган ; 1886 ;  ; Ag ; XF ; 68 ; vvr ; 1996 
 3077 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; XF ; 74 ; dgekson ; 441 
 3078 ; 1/2 доллара. США. Конкорд-Лексингтонское сражение. 150 лет ; 1925 ;  ; Ag ; F ; 24 ; ML ; 2120 
 3079 ; 10 чентезимо. Италия ; 1867 ;  ; Cu ; F-VF ; 7 ; ML ; 101 
 3080 ; 50 сентаво. Португальская Ангола ; 1957 ;  ; Br ; F-VF ; 13 ; ask ; 75 
 3081 ; 1 сен. Япония ; 2/1927 ;  ; Br ; VF+ ; 49 ; Aleks72 ; 350 
 3082 ; 1 пенни. Токен. Канада. В капсуле NNC ; 1857 ;  ; Cu ; XF-40 ; 61 ; 384020 ; 703 
 3083 ; 1 доллар. Австралия. Год обезьяны ; 2004 ;  ; Ag ; Unc ; 65 ; pol75 ; 1561 
 3084 ; 5 фунтов. Египет. 25 Олимпийские игры ; 1992 ;  ; Ag ; Proof ; 25 ; sasa1369 ; 642 
 3085 ; 20 лева. Болгария. 2-й космический полет СССР - НРБ ; 1988 ;  ; Ag ; Proof ; 7 ; vicnic ; 510 
 3086 ; 1 доллар. США. Морган ; 1921D ;  ; Ag ; VF ; 35 ; ML ; 1497 
 3087 ; 1 песо. Мексика ; 1960 ;  ; Ag ; VF- ; 11 ; WikiLeaks ; 123 
 3088 ; 1 песо. Мексика ; 1958 ;  ; Ag ; F-VF ; 36 ; soouo ; 120 
 3089 ; 1 песо. Мексика ; 1945 ;  ; Ag ; AU ; 57 ; 542 ; 553 
 3090 ; 100 йен. Япония ; 1960 ;  ; Ag ; XF ; 11 ; ML ; 204 
 3091 ; 100 йен. Япония ; 1960 ;  ; Ag ; XF ; 24 ; Aleks72 ; 165 
 3092 ; 1/10 гульдена. Нидерландские Антиллы ; 1962 ;  ; Ag ; VF+ ; 29 ; patap100 ; 77 
 3093 ; 1/10 гульдена. Нидерландская Индия ; 1942S ;  ; Ag ; AU ; 26 ; red ; 104 
 3094 ; 1/4 риала. Гватемала ; 1894 ;  ; Ag ; F ; 22 ; asparagus ; 41 
 3095 ; 5 лат. Латвия ; 1932 ;  ; Ag ; VF-XF ; 34 ; midnight ; 807 
 3096 ; 10 злотых. Польша ; 1953 ;  ; Ag ; XF ; 24 ; lielais ; 903 
 3097 ; 2 евро. Сан-Марино ; 2011 ;  ; Би/м ; AU ; 59 ; DATR ; 522 
 3098 ; 25 центов. Канада ; 1940 ;  ; Ag ; VF+ ; 7 ; Harlock ; 221 
 3099 ; 1 дуит. Нидерланды, провинция Гельдерландия ; 1783 ;  ; Cu ; XF+ ; 25 ; ML ; 1152 
 3100 ; 2 шиллинга. Британскиая колония Родезия и Ньясаленд. Елизавета II ; 1956 ;  ; Cu-Ni ; VF-XF ; 31 ; ANNT4 ; 401 
 3101 ; 5 центов. Сейшельские острова. Георг VI - король ; 1948 ;  ; Br ; VF-XF ; 18 ; kwacha_dm ; 213 
 3102 ; 5 сантимо. Коста-Рика. Центральная Америка ; 1951 ;  ; Cu-Ni ; VF-XF ; 11 ; vc57 ; 101 
 3103 ; 10 центов. Канада. Георг VI. Год с кленовым листом ; 1947 ;  ; Ag ; VF+ ; 23 ; СВл ; 224 
 3104 ; 50 центов. Канада ; 1958 ;  ; Ag ; XF+ ; 44 ; zev ; 455 
 3105 ; 2-1/2 шиллинга. Южная Африка ; 1953 ;  ; Ag ; AU ; 66 ; klaid ; 634 
 3106 ; 6 пенсов. Великобритания. Георг V ; 1936 ;  ; Ag ; VF+ ; 20 ; k212 ; 1122 
 3107 ; 10 центов. Канада, Елизавета II ; 1964 ;  ; Ag ; VF+ ; 65 ; StanislavAK ; 77 
 3108 ; 10 центов. Британская Малайя ; 1939 ;  ; Ag ; AU ; 33 ; гарик ; 181 
 3109 ; 8 дублей. 1-й тип. Гернси. Вильям IV ; 1834 ;  ; Cu ; F-VF ; 41 ; ML ; 402 
 3110 ; 1 доллар. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; AU ; 54 ; maremark ; 975 
 3111 ; 1 флорин. Австралия ; 1951 ;  ; Ag ; XF/AU ; 54 ; ML ; 567 
 3012 ; 5 гривен. Украина. Крещение воды ; 2006 ;  ; Cu/Ni ; Proof ; 32 ; Опятор ; 153 
 3013 ; 5 гривен. Украина. 110 лет Переяславу -Хмельницкому ; 2007 ;  ; Cu/Ni ; Proof ; 56 ; Опятор ; 157 
 3014 ; 5 гривен. Украина. Начало освоения курортов Крыма ; 2007 ;  ; Cu/Ni ; Proof ; 98 ; Рыба ; 179 
 3015 ; 5 гривен. Украина. Одесский державный академический  театр оперы и балета 120 лет ; 2007 ;  ; Cu/Ni ; Proof ; 67 ; Опятор ; 157 
 3016 ; 5 гривен. Украина. 100 лет "Мотор Сич" ; 2007 ;  ; Cu/Ni ; Proof ; 98 ; Опятор ; 177 
 3017 ; 5 гривен. Украина. "Тростянец"- национальный дендрологический парк ; 2008 ;  ; Cu/Ni ; Proof ; 42 ; Опятор ; 156 
 3018 ; 5 гривен. Украина. 850 лет г. Снятин ; 2008 ;  ; Cu/Ni ; Proof ; 27 ; bondars ; 117 
 3019 ; 5 гривен. Украина. 725 лет Первому письменному упоминанию о Ровно ; 2008 ;  ; Cu/Ni ; Proof ; 29 ; jj ; 161 
 3020 ; 2 гривны. Украина.  Давид Гурамишвили (1705-1792) ; 2005 ;  ; Cu/Ni ; Proof ; 37 ; BOLMAR ; 123 
 3021 ; 2 гривны. Украина. Михаил Грушевский (1866-1934) ; 2006 ;  ; Cu/Ni ; Proof ; 34 ; Dander ; 108 
 3022 ; 2 гривны. Украина. Михаил Лисенко (1906-1972) ; 2006 ;  ; Cu/Ni ; Proof ; 12 ; Опятор ; 111 
 3023 ; 2 гривны. Украина. Николай Василенко (1866-1935) ; 2006 ;  ; Cu/Ni ; Proof ; 35 ; Опятор ; 128 
 3024 ; 2 гривны. Украина. Георгий Нарбут (1886-1920) ; 2006 ;  ; Cu/Ni ; Proof ; 12 ; Опятор ; 90 
 3025 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; Proof ; 16 ; Sterh ; 74 
 3026 ; 2 гривны. Украина. Киевский национальный экономический университет 100 лет ; 2006 ;  ; Cu/Ni ; Proof ; 39 ; jj ; 102 
 3027 ; 2 гривны. Украина. Академик М.Д. Стражеско ; 2006 ;  ; Cu/Ni ; Proof ; 21 ; Опятор ; 78 
 3028 ; 2 гривны. Украина. Дмитрий Луценко ; 2006 ;  ; Cu/Ni ; Proof ; 25 ; Опятор ; 94 
 3029 ; 2 гривны. Украина. Вячеслав Прокопович (1881-1942) ; 2006 ;  ; Cu/Ni ; Proof ; 20 ; Опятор ; 86 
 3030 ; 2 гривны. Украина. Владимир Чехивский (1876-1937) ; 2006 ;  ; Cu/Ni ; Proof ; 29 ; Опятор ; 100 
 3031 ; 2 гривны. Украина. Иван Франко (1856-1916) ; 2006 ;  ; Cu/Ni ; Proof ; 31 ; Опятор ; 126 
 3032 ; 2 гривны. Украина. Харьковский национальный экономический университет ; 2006 ;  ; Cu/Ni ; Proof ; 66 ; LEXAI ; 132 
 3033 ; 2 гривны. Украина. Александр Ляпунов (1857-1918) ; 2007 ;  ; Cu/Ni ; Proof ; 21 ; Опятор ; 82 
 3034 ; 2 гривны. Украина. Петр Григоренко (1907-1987) ; 2007 ;  ; Cu/Ni ; Proof ; 48 ; t_v_v ; 82 
 3035 ; 2 гривны. Украина. Иван Огиенко (1882-1972) ; 2007 ;  ; Cu/Ni ; Proof ; 31 ; Опятор ; 116 
 3036 ; 2 гривны. Украина. Иван Багрянов (1906-1963) ; 2007 ;  ; Cu/Ni ; Proof ; 27 ; Опятор ; 105 
 3037 ; 2 гривны. Украина. Спортивное ориентирование ; 2007 ;  ; Cu/Ni ; Proof ; 19 ; УФА ; 159 
 3038 ; 2 гривны. Украина. Олег Ольжич (1907-1944) ; 2007 ;  ; Cu/Ni ; Proof ; 15 ; Опятор ; 82 
 3039 ; 2 гривны. Украина. Лесь Курбас (1887-1937) ; 2007 ;  ; Cu/Ni ; Proof ; 26 ; Опятор ; 83 
 3040 ; 2 гривны. Украина. 90 лет первому распорядку Украины ; 2007 ;  ; Cu/Ni ; Proof ; 14 ; Dander ; 87 
 3041 ; 2 гривны. Украина. Елена Телига (1906-1942) ; 2007 ;  ; Cu/Ni ; Proof ; 29 ; Опятор ; 90 
 3042 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu/Ni ; Proof ; 26 ; LEXAI ; 138 
 3043 ; 2 гривны. Украина. Василь Симоненко (1935-1963) ; 2008 ;  ; Cu/Ni ; Proof ; 26 ; Опятор ; 124 
 3044 ; 2 гривны. Украина. Сидир Голубович (1873-1938) ; 2008 ;  ; Cu/Ni ; Proof ; 15 ; Опятор ; 86 
 3045 ; 2 гривны. Украина. Лев Ландау (1908-1968) ; 2008 ;  ; Cu/Ni ; Proof ; 33 ; Dander ; 100 
 3046 ; 2 гривны. Украина. Георгий Вороной (1868-1908) ; 2008 ;  ; Cu/Ni ; Proof ; 19 ; Опятор ; 90 
 3047 ; 2 гривны. Украина. Евгений Петрушевич (1863-1940) ; 2008 ;  ; Cu/Ni ; Proof ; 22 ; Опятор ; 88 
 3048 ; 2 гривны. Украина. 90 лет ЗУНР ; 2008 ;  ; Cu/Ni ; Proof ; 28 ; LEXAI ; 125 
 3049 ; 2 гривны. Украина. Вапсилий Стус (1938-1985) ; 2008 ;  ; Cu/Ni ; Proof ; 17 ; sasa1369 ; 82 
 3050 ; 2 гривны. Украина. 350 лет Львовскому национальному университету им. Ивана Франка ; 2011 ;  ; Cu/Ni ; Proof ; 15 ; Gorizn ; 76 
 3051 ; 2 гривны. Украина. 100 лет украинскому хоккею ; 2010 ;  ; Cu/Ni ; Proof ; 28 ; Brabus ; 138 
 3052 ; 2 гривны. Украина. Трава украинская ; 2010 ;  ; Cu/Ni ; Proof ; 14 ; Рыба ; 133 
 3053 ; 2 гривны. Украина. 125 лет Харьковскому политехническому институту ; 2010 ;  ; Cu/Ni ; Proof ; 17 ; Gorizn ; 80 
 3054 ; 2 гривны. Украина. Иван Кожедуб (1920-1991) ; 2010 ;  ; Cu/Ni ; Proof ; 4 ; ML ; 159 
 3055 ; 2 гривны. Украина. Борис Мартос (1879-1977) ; 2009 ;  ; Cu/Ni ; Proof ; 10 ; Опятор ; 82 
 3056 ; 2 гривны. Украина. Константин Левицкий (1859-1941) ; 2009 ;  ; Cu/Ni ; Proof ; 17 ; Опятор ; 84 
 3057 ; 2 гривны. Украина. Владимир Ивасюк (1949-1979) ; 2009 ;  ; Cu/Ni ; Proof ; 15 ; Опятор ; 89 
 3058 ; 2 гривны. Украина. Богдан-Игорь Антоныч (1909-1937) ; 2009 ;  ; Cu/Ni ; Proof ; 16 ; Опятор ; 83 
 3059 ; 2 гривны. Украина. Игорь Сикорский (1889-1972) ; 2009 ;  ; Cu/Ni ; Proof ; 24 ; Опятор ; 123 
 3060 ; 2 гривны. Украина. 70 лет провозглашения Карпатской Украины ; 2009 ;  ; Cu/Ni ; Proof ; 21 ; Опятор ; 105 
 3061 ; 2 гривны. Украина. Андрей Ливицкий (1879-1954) ; 2009 ;  ; Cu/Ni ; Proof ; 22 ; Опятор ; 82 
 2962 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; VF+ ; 16 ; Саша69 ; 306 
 2963 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; VF+ ; 11 ; paxa ; 320 
 2964 ; 1 марка. Германия ; 1874B ;  ; Ag ; VF- ; 29 ; Aleks72 ; 197 
 2965 ; 1 марка. Германия ; 1875A ;  ; Ag ; VF- ; 9 ; Aleks72 ; 181 
 2966 ; 1 марка. Германия ; 1875B ;  ; Ag ; VF- ; 16 ; suhua ; 206 
 2967 ; 1 марка. Германия ; 1876A ;  ; Ag ; VF- ; 7 ; Aleks72 ; 160 
 2968 ; 1 марка. Германия ; 1876C ;  ; Ag ; VF- ; 15 ; Саша69 ; 206 
 2969 ; 1 марка. Германия ; 1907A ;  ; Ag ; VF- ; 13 ; yrik ; 137 
 2970 ; 1 марка. Германия ; 1924А ;  ; Ag ; VF-XF ; 36 ; kgu ; 969 
 2971 ; 1 марка. Веймар ; 1924G ;  ; Ag ; VF+ ; 77 ; Lasto4kaSPB ; 568 
 2972 ; 1 марка. Веймар ; 1926A ;  ; Ag ; VF ; 12 ; Mike! ; 408 
 2973 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF ; 9 ; solder13 ; 104 
 2974 ; 1/2 марки. Германия ; 1905J ;  ; Ag ; VF+ ; 10 ; zelya ; 124 
 2975 ; 1/2 марка. Германия ; 1906D ;  ; Ag ; VF- ; 8 ; asparagus ; 101 
 2976 ; 1/2 марки. Германия ; 1906F ;  ; Ag ; XF ; 72 ; Василевс ; 209 
 2977 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; VF ; 14 ; KMTKMP ; 104 
 2978 ; 12 крейцеров. Бавария ; 1752 ;  ; Ag ; XF- ; 81 ; ML ; 2856 
 2979 ; 6 крейцеров. Австрия ; 1849A ;  ; Ag ; F-VF ; 84 ; ML ; 661 
 2980 ; 20 пфеннигов. Германия. Деформация ; 1874A ;  ; Ag ; F-VF ; 11 ; pref ; 66 
 2981 ; 2 1/2 грошенна. Пруссия ; 1843А ;  ; Ag ; VF- ; 62 ; vol ; 363 
 2982 ; 1 силбергрош. Пруссия ; 1863A ;  ; Ag ; VF-XF ; 44 ; 206811 ; 816 
 2983 ; 50 шиллингов. Австрия. Зимняя Олимпиада ; 1964 ;  ; Ag ; XF ; 48 ; hugo ; 612 
 2984 ; 500 лир. Италия. XXIII Олимпиада ; 1984R ;  ; Ag ; AU ; 36 ; hugo ; 600 
 2985 ; 100 йен. Япония. Олимпиада в Токио ; 1964 ;  ; Ag ; AU ; 25 ; Aleks72 ; 224 
 2986 ; 1 доллар. США. XXIII Олимпиада ; 1983S ;  ; Ag ; Proof ; 47 ; Антон Семенович ; 1030 
 2987 ; 2 паанга. Тонга. Игры содружества ; 1986 ;  ; Ag ; Proof ; 16 ; Ясер ; 1020 
 2988 ; 1 паанга. Тонга. Олимпийские игры ; 1991 ;  ; Ag ; Proof ; 9 ; hugo ; 996 
 2989 ; 1 паанга. Тонга. Олимпийские игры ; 1992 ;  ; Ag ; Proof ; 5 ; hugo ; 1000 
 2990 ; 1 лат. Латвия. Олимпиада в Сиднее. Велосипеды ; 1999 ;  ; Ag ; Proof ; 25 ; hugo ; 1570 
 2991 ; 1 лат. Латвия. XIX зимние Олимпийские игры ; 2001 ;  ; Ag ; Proof ; 19 ; каин ; 1391 
 2992 ; 10 лева. Болгария. XV зимниие Олимпийские игры ; 1987 ;  ; Ag ; Proof ; 17 ; hugo ; 896 
 2993 ; 10 долларов. Соломоновы острова. Олимпиада. Бокс ; 1992 ;  ; Ag ; Proof ; 7 ; hugo ; 1000 
 2994 ; 1000 франков. Конго. XXVII Олимпиада. Сидней ; 1999 ;  ; Ag ; Proof ; 7 ; hugo ; 1000 
 2995 ; 20 лари. Грузия. Олимпида ; 2008 ;  ; Ag ; Proof ; 32 ; Alex22D ; 1938 
 2996 ; 10 песо. Куба. XXVII Олимпиада. Фехтование ; 1997 ;  ; Ag ; Proof ; 77 ; hugo ; 1058 
 2997 ; 5 крон. Лихтенштейн ; 1915 ;  ; Ag ; XF ; 22 ; Youri ; 6500 
 2998 ; 5 франков. Швейцария. Фестиваль в Цюрихе ; 1872 ;  ; Ag ; XF ; 79 ; Недорого ; 6222 
 2999 ; 5 франков. Швейцария. Фестиваль в Лозанне ; 1876 ;  ; Ag ; XF- ; 75 ; maremark ; 4896 
 3000 ; 5 франков. Швейцария. Фестиваль в Берне ; 1885 ;  ; Ag ; VF-XF ; 18 ; ML ; 4072 
 3001 ; Доллар. Стрейтс-Сетлментс ; 1919 ;  ; Ag ; XF+ ; 33 ; каин ; 3861 
 3002 ; 1 рупия. Германская Восточная Африка ; 1910J ;  ; Ag ; XF ; 60 ; DM2713 ; 4652 
 3003 ; 10 злотых. Польша. Ян Собески ; 1933 ;  ; Ag ; XF- ; 85 ; lielais ; 4111 
 3004 ; 10 злотых. Польша ; 1934 ;  ; Ag ; XF- ; 49 ; lielais ; 1371 
 3005 ; 5 гривен. Украина. 50 лет вхождению Украины в ЮНЕСКО ; 2004 ;  ; Би/м ; AU ; 38 ; vc57 ; 155 
 3006 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 56 ; Опятор ; 156 
 3007 ; 5 гривен. Украина. Чистая вода - “Джерело життя” ; 2007 ;  ; Би/м ; AU ; 41 ; vc57 ; 186 
 3008 ; 5 гривен. Украина. Бугай ; 2007 ;  ; Би/м ; AU ; 31 ; Опятор ; 140 
 3009 ; 5 гривен. Украина. 140 лет Всеукраинскому товариществу им. Тараса Шевченко ; 2008 ;  ; Би/м ; AU ; 30 ; Dander ; 114 
 3010 ; 5 гривен. Украина. Международный год лесов ; 2011 ;  ; Би/м ; AU ; 42 ; vc57 ; 197 
 3011 ; 5 гривен. Украина. 150 лет независимости ; 2006 ;  ; Cu/Ni ; Proof ; 59 ; sasa1369 ; 152 
 2912 ; 3 марки. Пруссия. 25 лет правления ; 1913А ;  ; Ag ; XF ; 54 ; ML ; 1275 
 2913 ; 3 марки. Бавария ; 1913D ;  ; Ag ; VF-XF ; 32 ; джон007 ; 714 
 2914 ; 3 марки. Пруссия ; 1914A ;  ; Ag ; VF ; 15 ; Aleks72 ; 1200 
 2915 ; 3 марки. Ангальт. Серебряная годовщина свадьбы ; 1914А ;  ; Ag ; XF+ ; 49 ; Vasya ; 3518 
 2916 ; 2 марки. Бавария ; 1876D ;  ; Ag ; VF- ; 24 ; obr73 ; 632 
 2917 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; VF-XF ; 46 ; ML ; 1326 
 2918 ; 2 марки. Пруссия ; 1903A ;  ; Ag ; VF+ ; 27 ; Ley ; 1020 
 2919 ; 2 марки. Баден. На золотую свадьбу ; 1906 ;  ; Ag ; XF ; 45 ; Ley ; 2000 
 2920 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; VF-XF ; 47 ; ML ; 1499 
 2921 ; 2 марки. Веймар ; 1926A ;  ; Ag ; VF+ ; 25 ; Mike! ; 1000 
 2922 ; 2 марки. Германия. Мартин Лютер ; 1933А ;  ; Ag ; VF ; 4 ; kott35 ; 2000 
 2923 ; 2 марок. Германия. Подписная Кирха ; 1934А ;  ; Ag ; VF ; 37 ; rem16 ; 348 
 2924 ; 2 марки. Германия. Подписная Кирха ; 1934А ;  ; Ag ; VF ; 24 ; evchik ; 424 
 2925 ; 2 марки. Германия. Подписная Кирха ; 1934D ;  ; Ag ; VF+ ; 25 ; 206811 ; 516 
 2926 ; 2 марки. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF-XF ; 45 ; ZOLTAN333 ; 546 
 2927 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; XF- ; 23 ; paxa ; 266 
 2928 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; XF- ; 21 ; paxa ; 269 
 2929 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; XF- ; 35 ; fokin ; 253 
 2930 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF-XF ; 26 ; yrik ; 251 
 2931 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 37 ; ML ; 360 
 2932 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ;  ; XF- ; 26 ; paxa ; 276 
 2933 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; VF-XF ; 22 ; paxa ; 276 
 2934 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937D ;  ; Ag ; F-VF ; 23 ; yrik ; 228 
 2935 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937E ;  ; Ag ; VF-XF ; 23 ; Саша69 ; 317 
 2936 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937E ;  ; Ag ; VF+ ; 11 ; sibtec ; 313 
