 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 3491 ; 5 гривен. Украина. Судинок М.Волошина ; 2013 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 214 
 3492 ; 200 эскудо. Португалия. Президентство в ЕС ; 1992 ;  ; Cu-Ni ; XF+ ; 9 ; Mike! ; 101 
 3493 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 92 
 3494 ; 5 гривен. Украина. Андреевская церковь ; 2011 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 279 
 3495 ; 5 гривен. Украина. Мечеть ; 2014 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 287 
 3496 ; 5 гривен. Украина. 10 лет нац банку Украины ; 2001 ;  ; Cu-Ni ; XF ; 13 ; Mike! ; 533 
 3497 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 368 
 3498 ; 5 гривен. Украина. Освобождение Харькова ; 2013 ;  ; Cu-Ni ; AU ; 21 ; Mike! ; 563 
 3499 ; 5 гривен. Украина. Черкаская область ; 2014 ;  ; Би/м ; AU ; 7 ; Mike! ; 273 
 3500 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 28 ; Mike! ; 376 
 3501 ; 5 гривен. Украина. Судовые экспертизы ; 2013 ;  ; Би/м ; AU ; 19 ; Mike! ; 755 
 3502 ; 2 гривны. Украина. Олимпиада ; 2000 ;  ; Cu-Ni ; VF-XF ; 15 ; Mike! ; 454 
 3503 ; 5 гривен. Украина. Волынская область ; 2014 ;  ; Би/м ; AU ; 25 ; Mike! ; 273 
 3504 ; 5 гривен. Украина. Полтава ; 2001 ;  ; Cu-Ni ; XF ; 19 ; Mike! ; 694 
 3505 ; 5 гривен. Украина. Лира ; 2004 ;  ; Би/м ; AU ; 13 ; Mike! ; 383 
 3506 ; 5 сантимов. Франция ; 1914 ;  ; Br ; VF- ; 42 ; Хаа ; 456 
 3507 ; 1/2 пайса. Индия ; 1932 ;  ; Br ; VF- ; 17 ; Monata ; 68 
 3508 ; 1/4 анны. Индия ; 1886 ;  ; Br ; F-VF ; 19 ; Maks87 ; 100 
 3509 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; XF ; 7 ; lupus47 ; 142 
 3510 ; 50 злотых. Польша ; 1981 ;  ; Cu-Ni ; AU ; 14 ; кот баюн ; 72 
 3511 ; 1 шиллинг. Кения ; 1967 ;  ; Cu-Ni ; VF ; 20 ; zodiak ; 47 
 3512 ; 25 хеллеров. Чехословакия ; 1933 ;  ; Cu-Ni ; VF ; 26 ; kont ; 113 
 3513 ; 1 сен. Япония ; 1874 ;  ; Cu ; VF ; 21 ; Sasha585 ; 120 
 3514 ; 2 сен. Япония ; 1881 ;  ; Cu ; VF ; 54 ; нв1975 ; 204 
 3515 ; 1 рин. Япония ; 1883 ;  ; Cu ; VF ; 50 ; Папа Свин ; 370 
 3516 ; 1/2 сен. Япония ; 1887 ;  ; Cu ; VF ; 5 ; Вадим Старый ; 65 
 3517 ; 1 крона. Дания ; 1925 ;  ; Br ; VF ; 15 ; Хаа ; 92 
 3518 ; 5 рин. Япония ; 1918 ;  ; Cu ; VF ; 29 ; Zarik ; 216 
 3519 ; 200 песет. Испания ; 1986 ;  ; Cu-Ni ; VF ; 16 ; dmivanych ; 51 
 3520 ; 5 марок. Германия, Шлезвиг-Гольштейн. Нотгельд ; 1923 ;  ; Al ; VF ; 44 ; taa ; 177 
 3521 ; 50 пфеннингов. Германия. Нотгельд ; 1940 ;  ; Al ; F-VF ; 18 ; PitonKaa ; 132 
 3522 ; 50 пфеннингов. Германия. Нотгельд ; 1935 ;  ; Al ; F+ ; 8 ; ВЕПРЬ ; 24 
 3523 ; 25 песет. Испания ; 1995 ;  ; Lat ; F-VF ; 4 ; Vanha ; 13 
 3424 ; 50 пенсов. Англия ; 2009 ;  ; Cu-Ni ; AU ; 47 ; SKeeper ; 120 
 3425 ; 5 долларов. Барбадос. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 80 ; Zarik ; 371 
 3426 ; 1 рупия. Непал. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 25 ; buynyi76 ; 303 
 3427 ; 1 песо. Куба. Карибская фауна ; 1996 ;  ; Cu-Ni ; AU ; 10 ; сибиряк76 ; 487 
 3428 ; 2000 песо. Гвинея-Биссау ; 1995 ;  ; Cu-Ni ; AU ; 32 ; калинов мост ; 283 
 3429 ; 1 песо. Куба. Карибская фауна ; 1994 ;  ; Cu-Ni ; AU ; 13 ; сибиряк76 ; 487 
 3430 ; 5 долларов. Маршалловы острова. Немецкое единство ; 1990 ;  ; Cu-Ni ; AU ; 31 ; SKeeper ; 301 
 3431 ; 1 крона. Тринидад и Тобаго. История знаменитых кораблей ; 2008 ;  ; Cu-Ni ; AU ; 48 ; Hamlet ; 273 
 3432 ; 1 доллар. Тринидад и Тобаго ; 1973 ;  ; Cu-Ni ; AU ; 51 ; kornum ; 331 
 3433 ; 1 крона. Тринидад и Тобаго. История знаменитых кораблей ; 2008 ;  ; Cu-Ni ; AU ; 48 ; SKeeper ; 297 
 3434 ; 25 руфий. Мальдивыц. 50 лет ООН ; 1996 ;  ; Cu-Ni ; AU ; 93 ; buynyi76 ; 421 
 3435 ; 2 гривны. Украина. София Русова ; 2016 ;  ; Cu-Ni ; AU ; 11 ; SKeeper ; 164 
 3436 ; 5 гривен. Украина. Андреевская церковь ; 2011 ;  ; Cu-Ni ; AU ; 24 ; hromosyn ; 279 
 3437 ; 2 гривны. Украина. Иван Карпенко-Карий ; 2015 ;  ; Cu-Ni ; AU ; 14 ; hromosyn ; 150 
 3438 ; 2 гривны. Украина. Нац университет им Мечникова ; 20415 ;  ; Cu-Ni ; AU ; 12 ; hromosyn ; 150 
 3439 ; 2 гривны. Украина. Александр Мурашко ; 2015 ;  ; Cu-Ni ; AU ; 16 ; hromosyn ; 153 
 3440 ; 2 гривны. Украина. Михаил Вербицкий ; 2015 ;  ; Cu-Ni ; AU ; 14 ; kornum ; 153 
 3441 ; 2 гривны. Украина. Давид Гурамишвили ; 2005 ;  ; Cu-Ni ; AU ; 8 ; СТРЕКОЗА ; 152 
 3442 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu-Ni ; AU ; 8 ; СТРЕКОЗА ; 152 
 3443 ; 1 цент. США ; 1955 ;  ; Br ; VF ; 3 ; нв1975 ; 51 
 3444 ; 1 шиллинг. Великобритания ; 1949 ;  ; Cu-Ni ; XF- ; 9 ; CASH ; 26 
 3445 ; 5 хеллеров. Немецкая Восточная Африка ; 1913 ;  ; Cu-Ni ; VF ; 32 ; AnvlaSar6216 ; 928 
 3446 ; 2 пфеннига. Германия ; 1938 ;  ; Br ; F+ ; 22 ; fadeev.dima ; 77 
 3447 ; 2 эре. Дания ; 1875 ;  ; Br ; F-VF ; 5 ; Maks87 ; 51 
 3448 ; 5 пфеннигов. Германия ; 1911 ;  ; Cu-Ni ; VF ; 10 ; flutter ; 26 
 3449 ; 1 эре. Дания ; 1932 ;  ; Br ; VF ; 11 ; Jeff ; 126 
 3450 ; 50 эре. Швеция ; 2001 ;  ; Br ; XF+ ; 31 ; ashep ; 31 
 3451 ; 100 филс. Иордания ; 1975 ;  ; Cu-Ni ; VF ; 24 ; ВЕПРЬ ; 50 
 3452 ; 50 милс. Кипр ; 1994 ;  ; Cu-Ni ; XF ; 9 ; Хаа ; 30 
 3453 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; F-VF ; 57 ; taa ; 294 
 3454 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 35 ; taa ; 193 
 3455 ; 10 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Al ; F-VF ; 24 ; banks ; 182 
 3456 ; 3 марки. Веймар ; 1922A ;  ; Al ; AU ; 18 ; кот баюн ; 153 
 3457 ; 50 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Zn ; F-VF ; 10 ; banks ; 181 
 3458 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; VF ; 12 ; banks ; 181 
 3459 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 18 ; Александр007 ; 267 
 3460 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F-VF ; 11 ; taa ; 193 
 3461 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; F-VF ; 8 ; banks ; 182 
 3462 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; F-VF ; 8 ; banks ; 182 
 3463 ; 25 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F-VF ; 13 ; taa ; 193 
 3464 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F-VF ; 23 ; flutter ; 153 
 3465 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F ; 19 ; mkm1968 ; 150 
 3466 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; F-VF ; 19 ; barbos ; 19 
 3467 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F-VF ; 24 ; mkm1968 ; 150 
 3468 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F-VF ; 12 ; aziya11 ; 124 
 3469 ; 1 юань. Китай ; 2004 ;  ; Cu-Ni ; VF+ ; 3 ; SirJey ; 7 
 3470 ; 1 пфенниг. Германия ; 1917 ;  ; Al ; XF ; 21 ; flutter ; 212 
 3471 ; 20 крейцеров. Австрия ; 1894 ;  ; Cu-Ni ; VF ; 17 ; fadeev.dima ; 26 
 3472 ; 20 хеллеров. Немецкая Восточная Африка ; 1916 ;  ; Br ; F-VF ; 53 ; spar ; 370 
 3473 ; 1/2 цента. Немецкая Восточная Африка ; 1963 ;  ; Br ; VF ; 26 ; кот баюн ; 53 
 3374 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; VF-XF ; 60 ; prince1959 ; 363 
 3375 ; 5 грошей. Польша ; 1923 ;  ; Br ; VF-XF ; 19 ; ТРОЛ ; 459 
 3376 ; 1 гульден. Данциг ; 1932 ;  ; Cu-Ni ; VF+ ; 66 ; Жигурда ; 2056 
 3377 ; 5 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; XF- ; 49 ; prince1959 ; 408 
 3378 ; 2 пфеннига. Данциг ; 1923 ;  ; Br ; XF- ; 48 ; prince1959 ; 361 
 3379 ; 5 пфеннигов. Германия. Нотгельд. Майнц ; 1917 ;  ; Zn ; VF+ ; 12 ; Александр007 ; 153 
 3380 ; 100 франков. Саарленд ; 1955 ;  ; Cu-Ni ; XF ; 40 ; Жигурда ; 296 
 3381 ; 10000 злотых. Польша. Олимпиада ; 1991 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 192 
 3382 ; 10 марок. Финляндия ; 1995 ;  ; Би/м ; AU ; 29 ; krugerrand ; 202 
 3383 ; 5 марок. Финляндия ; 1992 ;  ; Al/Br ; AU ; 33 ; spiritusvini ; 102 
 3384 ; 100 динаров. Югославия ; 1987 ;  ; Cu-Ni ; XF ; 10 ; kvs ; 22 
 3385 ; 25 марок. Финляндия ; 1997 ;  ; Би/м ; AU ; 93 ; Недорого ; 758 
 3386 ; 50 бани. Румыния ; 2005 ;  ; Al/Br ; VF-XF ; 13 ; Александр007 ; 30 
 3387 ; 100 форинтов. Венгрия ; 1997 ;  ; Би/м ; VF-XF ; 16 ; kvs ; 53 
 3388 ; 10 хеллеров. Чехословакия ; 1991 ;  ; Al ; XF ; 47 ; kornum ; 51 
 3389 ; 1 хеллер. Чехословакия ; 1956 ;  ; Al ; XF ; 6 ; kvs ; 23 
 3390 ; 1 крона. Чехословакия ; 1952 ;  ; Al ; XF ; 17 ; kvs ; 43 
 3391 ; 2 злотых. Польша ; 2005 ;  ; Al/Br ; AU ; 68 ; hromosyn ; 120 
 3392 ; 20 крон. Чехословакия ; 1999 ;  ; Al/Br ; VF ; 23 ; SKeeper ; 79 
 3393 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 27 ; камсигал ; 552 
 3394 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 33 ; gama ; 119 
 3395 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 31 ; кот баюн ; 120 
 3396 ; 2 злотых. Польша ; 2005 ;  ; Al/Br ; AU ; 52 ; hromosyn ; 120 
 3397 ; 5 рупий. Индия ; 2011 ;  ; Al/Br ; XF+ ; 63 ; spiritusvini ; 101 
 3398 ; 10 филлеров. Венгрия ; 1894 ;  ; Cu-Ni ; VF ; 30 ; dmivanych ; 100 
 3399 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF+ ; 11 ; Vox ; 102 
 3400 ; 10 франков. Саарленд ; 1954 ;  ; Al/Br ; VF+ ; 12 ; bondars ; 135 
 3401 ; 5 эре. Швеция ; 1947 ;  ; Fe ; VF- ; 16 ; Jeff ; 80 
 3402 ; 2 эре. Норвегя ; 1876 ;  ; Cu ; F+ ; 6 ; Maks87 ; 34 
 3403 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 17 ; Александр007 ; 153 
 3404 ; 1 эре. Швеция ; 1872 ;  ; Br ; F ; 5 ; Maks87 ; 91 
 3405 ; 10 миллимов. Египет ; 1917 ;  ; Cu-Ni ; F-VF ; 13 ; Rober ; 101 
 3406 ; 2 кроны. Исландия ; 1946 ;  ; Al/Br ; XF ; 15 ; калинов мост ; 110 
 3407 ; 5 сантимов. Франция ; 1931 ;  ; Cu-Ni ; VF+ ; 4 ; Kamp ; 12 
 3408 ; 1 сен. Япония ;  ;  ; Br ; VF ; 3 ; Марик ; 45 
 3409 ; 1 цент. США ; 1907 ;  ; Br ; F+ ; 9 ; Hotey ; 174 
 3410 ; 1 крона. Чехословакия ; 1946 ;  ; Cu-Ni ; VF+ ; 5 ; Vanha ; 40 
 3411 ; 10 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; XF ; 9 ; Марик ; 115 
 3412 ; 100 миллимов. Тунис ; 1960 ;  ; Al/Br ; XF ; 6 ; Kamp ; 22 
 3413 ; 1 пенни. Ирландия ; 1949 ;  ; Br ; VF+ ; 9 ; tdp ; 40 
 3414 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; VF ; 7 ; калинов мост ; 66 
 3415 ; 1 цент. США ; 1943 ;  ; Fe ; VF ; 11 ; didisister ; 151 
 3416 ; 1 пфенниг. Германия ; 1938 ;  ; Br ; VF-XF ; 7 ; fadeev.dima ; 102 
 3417 ; 2 пфеннига. Веймар ; 1923 ;  ; Br ; VF ; 6 ; Метро62 ; 40 
 3418 ; 50 грошей. Польша ; 1923 ;  ; Cu-Ni ; VF ; 3 ; Maks87 ; 21 
 3419 ; 10 пфенигов. Германия ; 1939A ;  ; Al/Br ; VF ; 10 ; Метро62 ; 152 
 3420 ; 5 афгани. Афганистан ; 1371 ;  ; Cu-Ni ; VF ; 21 ; Марик ; 53 
 3421 ; 25 сантисов. Испания ; 1937 ;  ; Cu-Ni ; XF ; 9 ; Марик ; 49 
 3422 ; 2 шиллинга. Великобритания ; 1947 ;  ; Cu-Ni ; VF ; 7 ; Maks87 ; 24 
 3423 ; 50 пенсов. Остров Мэн. Рождество ; 1995 ;  ; Cu-Ni ; XF ; 65 ; Недорого ; 278 
 3324 ; 1/2 доллара. США ; 1976 ;  ; Cu-Ni ; XF ; 16 ; ВЕПРЬ ; 75 
 3325 ; 1 пенни. Англия ; 1967 ;  ; Br ; XF ; 14 ; bek-1 ; 22 
 3326 ; 5 центов. США ; 2005 ;  ; Cu-Ni ; AU ; 15 ; Zarik ; 45 
 3327 ; 1 доллар. Канада ; 1991 ;  ; Al/Br ; VF ; 17 ; Хаа ; 102 
 3328 ; 10 крон Норвегия ; 1987 ;  ; Al/Br ; XF ; 9 ; ag58 ; 46 
 3329 ; 5 гульденов. Нидерланды ; 1989 ;  ; Al/Br ; VF ; 4 ; buben ; 11 
 3330 ; 20 крон. Чехословакия ; 2014 ;  ; Al/Br ; AU ; 11 ; dsidorov ; 49 
 3331 ; 500 лир. Италия ; 1985 ;  ; Би/м ; AU ; 18 ; hromosyn ; 57 
 3332 ; 2 евро. Финляндия ; 2013 ;  ; Би/м ; AU ; 11 ; SKeeper ; 172 
 3333 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; VF ; 5 ; dsidorov ; 33 
 3334 ; 3 пенса. Великобритания ; 1953 ;  ; Лат ; AU ; 6 ; dsidorov ; 36 
 3335 ; 10 евроцентов. Нидерланды. В капсуле ICG ; 1999 ;  ; Лат ; MS 65 ; 27 ; 11111 ; 114 
 3336 ; 1 песо. Куба. Санта-Мария. Буклет ; 1981 ;  ; Латунь ; Unc ; 20 ; domovoy ; 420 
 3337 ; Мангир. Крым. Шахин Гирей ; 1777 ;  ; Cu ; F- ; 15 ; Ибранец ; 133 
 3338 ; 1 цент. США ; 1906 ;  ; Br ; VF- ; 9 ; Starushka ; 141 
 3339 ; 1 пенни. Великобритания ; 1921 ;  ; Br ; VF ; 4 ; серж 4-4 ; 23 
 3340 ; 1 пенни. Великобритания ; 1937 ;  ; Br ; VF ; 11 ; bek-1 ; 22 
 3341 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF ; 11 ; страус ; 28 
 3342 ; 1 пенни. Великобритания ; 1901 ;  ; Br ; VF- ; 29 ; ml10 ; 155 
 3343 ; 2 евро. Словакия ; 2009 ;  ; Би/м ; AU ; 17 ; hromosyn ; 176 
 3344 ; 5 центов. США ; 1974 ;  ; Cu/Ni ; VF+ ; 6 ; vasek ; 12 
 3345 ; 5 центов. Канада ; 1936 ;  ; Cu/Ni ; VF ; 8 ; 47154 ; 68 
 3346 ; 5 франков. Бельгия ; 1960 ;  ; Cu/Ni ; VF ; 6 ; MoscowFox ; 10 
 3347 ; 50 эре. Дания ; 2006 ;  ; Br ; VF-XF ; 4 ; MoscowFox ; 10 
 3348 ; 10 эре. Дания ; 1924 ;  ; Cu/Ni ; VF-XF ; 11 ; Хаа ; 28 
 3349 ; 1 крона. Исландия ; 1999 ;  ; Cu/Ni ; XF ; 11 ; калинов мост ; 31 
 3350 ; 1/4 доллара. США. Коннектикут ; 1999 ;  ; Cu/Ni ; XF ; 9 ; xxxl ; 34 
 3351 ; 25 эре. Дания ; 1999 ;  ; Br ; XF- ; 5 ; дитрих11 ; 13 
 3352 ; 50 эре. Швеция ; 2000 ;  ; Br ; XF- ; 3 ; SirJey ; 4 
 3353 ; 5 эре. Норвегия ; 1960 ;  ; Br ; VF-XF ; 11 ; buben ; 21 
 3354 ; 1 цент. Канада ; 1984 ;  ; Br ; XF- ; 7 ; _Владимир_ ; 11 
 3355 ; 1 скиллинг. Дания ; 1863 ;  ; Br ; VF ; 5 ; спарта ; 115 
 3356 ; 200 эскудо. Португалия. Тайвань ; 1996 ;  ; Cu-Ni ; AU ; 9 ; zodiak ; 150 
 3357 ; 50 миллионов марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Al ; XF ; 40 ; Emv ; 385 
 3358 ; 10000 марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Al/Br ; XF ; 14 ; Emv ; 567 
 3359 ; 10 марок. Германия. Вестфалия. Нотгельд ; 1921 ;  ; Br ; XF- ; 16 ; prince1959 ; 635 
 3360 ; 100 марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Al/Br ; XF+ ; 35 ; deadpool ; 983 
 3361 ; 1 грошен. Германия. Нотгельд. Аахен ; 1920 ;  ; Fe ; VF+ ; 19 ; taa ; 136 
 3362 ; 20 пфеннигов. Германия. Нотгельд. Нюренберг ;  ;  ; Al ; XF+ ; 23 ; Александр007 ; 208 
 3363 ; 25 пфеннигов. Германия. Нотгельд. Аахен ; 1920 ;  ; Fe ; XF- ; 22 ; gama ; 192 
 3364 ; 10 пфеннигов. Германия. Нотгельд. Баден-Баден ; 1919 ;  ; Zn ; VF ; 21 ; kont ; 245 
 3365 ; 1 грошен. Германия. Нотгельд. Аахен ; 1920 ;  ; Fe ; VF+ ; 21 ; дитрих11 ; 151 
 3366 ; 1 шиллинг. Великобритания ; 1949 ;  ; Cu-Ni ; XF ; 10 ; Жигурда ; 26 
 3367 ; 10 пфеннигов. Германия. Нотгельд. Айблинг ;  ;  ; Fe ; VF+ ; 13 ; Александр007 ; 216 
 3368 ; 1/2 марки. Германия. Нотгельд. Дюрен ; 1919 ;  ; Fe ; VF+ ; 40 ; visitor ; 330 
 3369 ; 200000 марок. Германия. Нотгельд. Гамбург ; 1923J ;  ; Al ; XF+ ; 10 ; BSG ; 168 
 3370 ; 20000 злотых. Польша. Олимпиада ; 1993 ;  ; Cu-Ni ; XF+ ; 29 ; lalula ; 479 
 3371 ; 50 пфеннигов. Германия. Нотгельд. Аахен ; 1920 ;  ; Zn ; VF+ ; 7 ; aziya11 ; 124 
 3372 ; 50 пфеннигов. Германия. Нотгельд. Апольда ; 1918 ;  ; Zn ; VF+ ; 20 ; Александр007 ; 272 
 3373 ; 50 пфеннигов. Германия. Нотгельд. Менден ; 1917 ;  ; Fe ; VF+ ; 22 ; Александр007 ; 217 
 3274 ; 2 кроны. Чехословакия ; 1948 ;  ; Cu-Ni ; XF ; 12 ; калинов мост ; 67 
 3275 ; 5 центов. Канада ; 1945 ;  ; Cu-Ni ; XF+ ; 23 ; prince1959 ; 204 
 3276 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF+ ; 5 ; Kamp ; 68 
 3277 ; 5 лей. Румыния ; 1978 ;  ; Al ; VF ; 18 ; D-503 ; 47 
 3278 ; 50 пфеннигов. Веймар ; 1940 ;  ; Al ; VF- ; 21 ; fadeev.dima ; 153 
 3279 ; 1/2 миллиона марок. Гамбург Нотгельд ; 1923 ;  ; Al ; VF ; 21 ; Emv ; 194 
 3280 ; 1 франк. Франция ; 1948 ;  ; Al ; XF- ; 12 ; Kamp ; 28 
 3281 ; 10 хеллеров. Чехословакия ; 1968 ;  ; Al ; XF ; 18 ; _Владимир_ ; 31 
 3282 ; 5 франков. Франция ; 1950 ;  ; Al ; XF- ; 14 ; kergudu ; 30 
 3283 ; 1 шиллинг. Австрия ; 1957 ;  ; Al ; VF ; 15 ; Мурзик ; 37 
 3284 ; 2 франка. Франция ; 1947 ;  ; Al ; XF- ; 6 ; kergudu ; 21 
 3285 ; 1/100 марки. Гамбург ; 1923 ;  ; Al ; F ; 4 ; aziya11 ; 91 
 3286 ; 200000 марок. Германия. Нотгельд ; 1923 ;  ; Al ; VF+ ; 15 ; bob375 ; 186 
 3287 ; 5 франков. Мали ; 1961 ;  ; Al ; XF ; 25 ; Zarik ; 153 
 3288 ; 3 хеллера. Чехословакия ; 1963 ;  ; Al ; XF ; 41 ; kont ; 364 
 3289 ; 50 хеллеров. Словакия ; 1943 ;  ; Al ; VF ; 30 ; Dahan ; 99 
 3290 ; 5 пиастров. Ливан ; 1952 ;  ; Al ; VF- ; 51 ; fadeev.dima ; 227 
 3291 ; 5 франков. Франция ; 1947 ;  ; Al ; XF ; 8 ; kornum ; 32 
 3292 ; 5 пайс. Пакистан ; 1989 ;  ; Al ; XF ; 16 ; kont ; 55 
 3293 ; 1 крона. Чехословакии ; 1950 ;  ; Al ; VF-XF ; 15 ; kornum ; 106 
 3294 ; 20 хеллеров. Словакия ; 1942 ;  ; Al ; VF ; 30 ; ВЕПРЬ ; 67 
 3295 ; 10 сенти. Сомали ; 1976 ;  ; Al ; XF ; 32 ; Zarik ; 79 
 3296 ; 10 сентаво. Испания ; 1945 ;  ; Al ; VF ; 45 ; fadeev.dima ; 332 
 3297 ; 5 шиллингов. Австрия ; 1952 ;  ; Al ; VF ; 27 ; dmivanych ; 101 
 3298 ; 5 сентимо. Испания ; 1945 ;  ; Al ; VF ; 15 ; dmivanych ; 142 
 3299 ; 20 хеллеров. Словакия ; 1942 ;  ; Al ; VF- ; 12 ; кот баюн ; 61 
 3300 ; Жетон ;  ;  ; Al ; VF- ; 5 ; Zarik ; 38 
 3301 ; 2 миллима. Тунис ; 1960 ;  ; Al ; VF ; 37 ; Zarik ; 114 
 3302 ; 2 пенго. Венгрия ; 1942 ;  ; Al ; F+ ; 14 ; barbos ; 20 
 3303 ; 50 филлеров. Венгрия ; 1967 ;  ; Al ; XF ; 18 ; Kamp ; 26 
 3304 ; 5 миллимов. Тунис ; 1960 ;  ; Al ; VF-XF ; 8 ; калинов мост ; 22 
 3305 ; 2 франков. Марокко ; 1951 ;  ; Al ; XF- ; 15 ; Серж PirGS ; 139 
 3306 ; Жетон ;  ;  ; Al ; VF- ; 41 ; kont ; 284 
 3307 ; 1 крона. Швеция ; 2009 ;  ; Cu-Ni ; VF-XF ; 9 ; Whosaid ; 31 
 3308 ; 5 крон. Исландия ; 1970 ;  ; Cu-Ni ; XF ; 24 ; ag58 ; 41 
 3309 ; 10 крон. Исландия ; 1974 ;  ; Cu-Ni ; XF ; 7 ; зуммер ; 27 
 3310 ; 10 крон. Исландия ; 1987 ;  ; Cu-Ni ; XF ; 7 ; зуммер ; 24 
 3311 ; 50 крон. Исландия ; 1971 ;  ; Cu-Ni ; VF ; 5 ; зуммер ; 78 
 3312 ; 50 центов. Бермуды ; 1970 ;  ; Cu-Ni ; VF+ ; 40 ; kornum ; 357 
 3313 ; 2-1/2 гульдена. Нидерланды ; 1989 ;  ; Cu-Ni ; VF+ ; 10 ; страус ; 31 
 3314 ; 2 шиллинга. Великобритания ; 1953 ;  ; Cu-Ni ; XF ; 23 ; dsidorov ; 83 
 3315 ; 1/2 кроны. Великобритания ; 1947 ;  ; Cu-Ni ; VF ; 17 ; Andrey19 ; 80 
 3316 ; 25 центов. Бермуды ; 1973 ;  ; Cu-Ni ; XF ; 44 ; d-master ; 65 
 3317 ; 5 крон. Норвегия ; 1979 ;  ; Cu-Ni ; XF ; 39 ; asru ; 126 
 3318 ; 5 эре. Дания ; 1930 ;  ; Br ; VF ; 21 ; Maks87 ; 48 
 3319 ; 5 марок. ФРГ ; 1978 ;  ; Cu-Ni ; VF ; 33 ; solder13 ; 148 
 3320 ; 1 лира. Мальта ; 1986 ;  ; Cu-Ni ; XF ; 45 ; dmivanych ; 979 
 3321 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 13 ; SKeeper ; 454 
