 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 2269 ; Лот монет СССР: 10 коп (4шт) ; 1953-1956 ;  ; Ni ; XF-/XF+ ; 7 ; Tonyxxx82 ; 57 
 2270 ; Лот монет СССР: 20,15,10,3,2,1 коп (6шт) ; 1991 ;  ; Cu-Ni,Cu-Z ; XF/AU ; 22 ; Следопыт ; 26 
 2271 ; Лот монет СССР: 15,10 коп (5шт) ; 1935-1977 ;  ; Cu-Ni,Ni ; F+/VF-XF ; 30 ; alex995 ; 41 
 2272 ; Лот монет СССР (4шт): 5к, 3к, 2к,1к ; 1924 ;  ; Cu ; F/F+ ; 1 ; 789321 ; 200 
 2273 ; Лот монет СССР: 20, 15, 10 копеек (13шт) ; 1961-1991 ;  ; Cu/Ni ; VF/XF ; 21 ; 439 ; 21 
 2274 ; Лот монет СССР (5шт): 20к,15к ; 1952-1956 ;  ; Ni ; VF- ; 16 ; Drakon ; 90 
 2275 ; Лот монет СССР: 50 коп (5шт) ; 1964-1983 ;  ; Cu-Ni ; XF-/AU ; 16 ; Rober ; 25 
 2276 ; Лот монет СССР: 10 копеек (6шт) ; 1952-1957 ;  ; Ni ; F-VF/VF ; 21 ; Следопыт ; 49 
 2277 ; Лот монет СССР: 10 копеек (5шт) ; 1953-1957 ;  ; Ni ; VF-/VF+ ; 21 ; Tonyxxx82 ; 51 
 2278 ; Лот монет СССР: 20,10,2,1 коп (6шт) ; 1990 ;  ; Cu-Ni,Cu-Z ; XF/AU ; 23 ; Tonyxxx82 ; 50 
 2279 ; Лот монет СССР: 20,15,10 коп (10шт) ; 1954-1957 ;  ; Ni ; F/F+ ; 32 ; Следопыт ; 67 
 2280 ; Лот монет СССР: 10 копеек (5шт) ; 1953-1957 ;  ; Ni ; VF-/VF ; 13 ; андрей 580 ; 91 
 2281 ; Лот монет СССР: 5 коп (5шт) ; 1953-1974 ;  ; Br,Cu-Zn ; VF-/VF ; 2 ; vic2 ; 150 
 2282 ; Лот монет СССР (3шт): 5к,3к,2к ; 1930 ;  ; Br ; F/F-VF ; 6 ; Tonyxxx82 ; 100 
 2283 ; Лот монет СССР (3шт): 5к,3к,2к ; 1931 ;  ; Br ; F+/F-VF ; 6 ; Tonyxxx82 ; 100 
 2284 ; Лот монет СССР (3шт): 5к,3к,2к ; 1946 ;  ; Br ; F-VF/VF- ; 2 ; olimpic74 ; 51 
 2285 ; Лот монет СССР )3шт): 5к,3к,2к ; 1956 ;  ; Br ; VF ; 5 ; Следопыт ; 55 
 2286 ; Лот монет СССР (8шт): 5к,3к,2к,1к ; 1932-1945 ;  ; Br ; F/F-VF ; 39 ; alex995 ; 139 
 2287 ; Лот монет СССР (2шт): 5к,3к ; 1943 ;  ; Br ; VF- ; 6 ; Big D ; 48 
 2288 ; Лот монет СССР (3шт): 5к,3к,1к ; 1949 ;  ; Br ; F-VF/VF ; 2 ; olimpic74 ; 31 
 2289 ; Лот монет СССР (9шт): 2 копейки ; 1926-1940 ;  ; Br ; F/F+ ; 1 ; Donald ; 50 
 2290 ; Лот монет СССР (10шт): 3 копейки ; 1932-1956 ;  ; Br ; F/F+ ; 1 ; Donald ; 100 
 2291 ; Лот монет СССР (2шт): 3к,2к ; 1950 ;  ; Br ; VF- ; 2 ; xabib ; 51 
 2292 ; Лот монет СССР: 5,2,1 коп (6шт) ; 1961-1975 ;  ; Cu-Zn ; VF/VF+ ; 10 ; teger ; 11 
 2293 ; Лот монет СССР: 2 коп (8шт) ; 1946-1957 ;  ; Br ; VF-/VF ; 21 ; Матадор ; 79 
 2294 ; Лот монет СССР:3,1 коп (4шт) ; 1988-1991Л ;  ; Cu-Zn ; AU ; 5 ; 439 ; 6 
 2295 ; Лот монет СССР: 1,3 копейки (29шт) ; 1969-1991 ;  ; Cu-Zn ; VF/AU ; 8 ; ejiki18 ; 50 
 2296 ; Лот монет СССР: 5 копеек (2шт) ; 1946,1949 ;  ; Br ; F+/F-VF ; 19 ; ded1 ; 55 
 2297 ; Лот монет СССР: 10 копеек (6шт) ; 1954-1957 ;  ; Ni ; XF/AU ; 21 ; 439 ; 172 
 2298 ; Лот монет СССР: 3,1 коп (9шт) ; 1983-1991 ;  ; Cu-Zn ; XF/AU ; 10 ; 9876543210 ; 16 
 2299 ; Лот монет СССР (4шт): 5к,3к,2к ; 1926,1928,1935,1940 ;  ; Br ; F-VF ; 19 ; страус ; 57 
 2300 ; Лот монет СССР: 1,5 копеек (19шт) ; 1961-1991 ;  ; Cu-Zn ; VF/AU ; 10 ; 9876543210 ; 11 
 2301 ; Лот монет СССР (20шт): 3 копейки ; 1929,1961-1991 ;  ; Br,Cu/Zn ; VF+/XF+ ; 28 ; ServaProntiy ; 108 
 2302 ; Лот монет СССР и Банка России: 20,10,1 руб, 10 коп (30шт) ; 1991-1993 ;  ; Fe in Br,C ; VF-XF/AU ; 3 ; А2Т ; 12 
 2303 ; Лот монет СССР и Банка России: 50,20,10,5,1 руб, 10 коп (20шт) ; 1991-1993 ;  ; Fe in Br,C ; VF+/XF ; 9 ; ejiki18 ; 10 
 2304 ; Лот монет СССР и Банка России:50,20,15,10,5,3,2,1 коп, 50,1 руб (70шт) ; 1932-1992 ;  ; Cu-Ni,Cu-Z ; VG/F+ ; 1 ; ded1 ; 68 
 2305 ; Лот Монет СССР И Банка России: 2 рубля (Гагарин), 15 коп (50 лет Советской власти) 2шт ; 1967,2001 ;  ; Cu-Ni ; VF/XF ; 19 ; Tonyxxx82 ; 20 
 2306 ; Лот монет Банка России (2шт): 10р,5р ; 1991-1992 ;  ; Cu/Ni ; XF+ ; 13 ; Prostota ; 14 
 2307 ; Лот монет Банка России: 10,1 руб (5шт) ; 1992Л,1993ЛМД ;  ; Fe in Br,C ; XF/AU ; 3 ; ejiki18 ; 4 
 2208 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 55 ; Следопыт ; 79 
 2209 ; 5 копеек ; 1930 ;  ; Br ; F-VF ; 2 ; vic2 ; 30 
 2210 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 34 ; ryber ; 75 
 2211 ; 20 копеек ; 1954 ;  ; Ni ; VF-XF ; 12 ; Danila-56 ; 43 
 2212 ; 15 копеек ; 1933 ;  ; Ni ; VF+ ; 120 ; Рыба ; 337 
 2213 ; 15 копеек ; 1938 ;  ; Ni ; VF- ; 72 ; licha ; 408 
 2214 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 124 ; TECHNO ; 296 
 2215 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF+ ; 17 ; kosty ; 42 
 2216 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 9 ; кабан ; 21 
 2217 ; 5 копеек ; 1952 ;  ; Br ; VF- ; 21 ; кабан ; 252 
 2218 ; 3 копейки ; 1930 ;  ; Br ; VF ; 15 ; кабан ; 153 
 2219 ; 3 копейки ; 1937 ;  ; Br ; F-VF ; 16 ; кабан ; 357 
 2220 ; 3 копейки ; 1952 ;  ; Br ; VF- ; 24 ; кабан ; 153 
 2221 ; 2 копейки ; 1932 ;  ; Br ; F+ ; 22 ; kozlevich ; 161 
 2222 ; 1 копейка ; 1928 ;  ; Br ; VF+ ; 23 ; grot ; 155 
 2223 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 35 ; Рыба ; 322 
 2224 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 47 ; qaz21qaz ; 157 
 2225 ; 1 копейка ; 1955 ;  ; Br ; XF ; 24 ; dagoff ; 101 
 2226 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 24 ; Danila-56 ; 53 
 2227 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 92 ; Рыба ; 165 
 2228 ; 10 копеек ; 1975 ;  ; Cu-Ni ; AU ; 9 ; Danila-56 ; 12 
 2229 ; 5 копеек ; 1977 ;  ; Cu-Zn ; AU ; 9 ; Danila-56 ; 26 
 2230 ; 1 копейка ; 1928 ;  ; Br ; VF+ ; 26 ; Guron ; 101 
 2231 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 17 ; qaz21qaz ; 227 
 2232 ; 1 копейка ; 1954 ;  ; Br ; VF-XF ; 16 ; alex830i ; 21 
 2233 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 72 ; Sveta ; 93 
 2234 ; 3 копейки ; 1954 ;  ; Br ; VF-XF ; 59 ; ServaProntiy ; 85 
 2235 ; 1 рубль. Упаковка ; 1967 ;  ; Cu-Ni ; Unc ; 51 ; licha ; 408 
 2236 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; Unc ; 78 ; Рыба ; 255 
 2237 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc ; 42 ; Danila-56 ; 108 
 2238 ; 5 копеек ; 1950 ;  ; Br ; VF-XF ; 53 ; Рыба ; 467 
 2239 ; 2 копейки ; 1941 ;  ; Br ; AU ; 35 ; kott ; 412 
 2240 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 41 ; ServaProntiy ; 161 
 2241 ; 1 копейка ; 1928 ;  ; Br ; VF+ ; 14 ; shknikolay ; 82 
 2242 ; 1 копейка ; 1964 ;  ; Cu-Zn ; AU ; 40 ; Следопыт ; 277 
 2243 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Z ; AU ; 44 ; Danila-56 ; 67 
 2244 ; 50 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 23 ; Danila-56 ; 24 
 2245 ; 10 рублей ; 1991 ; ЛМД Биметалл ; Cu-Zn/Cu-N ; AU ; 12 ; teger ; 11 
 2246 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Z ; AU ; 6 ; vc57 ; 61 
 2247 ; Жетон. 1 марка. Западный анклав России. Калининград. Слава русского оружия. Истребитель "МИГ - 29" ; 2003СПМД ;  ; Латунь ; Proof ; 92 ; 5491 ; 557 
 2248 ; Жетон. 1 марка. Западный анклав России. Калининград. Слава русского оружия. ГВ.Миномет "Катюша" ; 2003СПМД ;  ; Латунь ; Proof ; 29 ; 5491 ; 567 
 2249 ; Жетон. 1 марка. Западный анклав России. Калининград. Слава русского оружия. "БТР 80" ; 2003СПМД ;  ; Латунь ; Proof ; 15 ; 5491 ; 568 
 2250 ; 1 рубль - 1 доллар. Разоружения. С копией сертификата ; 1988 ;  ; Al ; Unc/AU ; 46 ; dunaeval ; 401 
 2251 ; 1 рубль - 1 доллар. Разоружения. С копией сертификата ; 1988 ;  ; Al ; Unc/AU ; 31 ; Danila-56 ; 342 
 2252 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1974ЛМД ;  ; Cu-Ni,Cu-Z ; AU ; 30 ; Danila-56 ; 1805 
 2253 ; Годовой набор монет СССР:1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)+ 2 жетона. В пластиковой капсуле ; 1977 ;  ; Cu-Zn,Cu-N ; AU ; 51 ; arakara ; 969 
 2254 ; Годовой набор монет СССР:1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)+ 2 жетона. В пластиковой капсуле ; 1979 ;  ; Cu-Zn,Cu-N ; Unc/AU ; 49 ; arakara ; 969 
 2255 ; Набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1989ЛМД ;  ; Cu-Zn,Cu-N ; Unc/AU ; 43 ; Майкл ; 1558 
 2256 ; Годовой набор монет СССР:1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)+ жетон ММД. Упаковка ; 1989 ;  ; Cu-Zn,Cu-N ; Unc ; 68 ; arakara ; 528 
 2257 ; Набор монет Банка России "285 лет Санкт-Петербургскому Монетному Двору": 5,2,1 руб, 50,10,5,1 коп (7шт)+ жетон ; 2009СПМД ;  ; St/Ni,томп ; Unc ; 26 ; arakara ; 480 
 2158 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF/AU ; 73 ; Рыба ; 241 
 2159 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 54 ; Danila-56 ; 214 
 2160 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 32 ; kvm64 ; 229 
 2161 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 53 ; Рыба ; 402 
 2162 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 51 ; Рыба ; 263 
 2163 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 76 ; dagoff ; 201 
 2164 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF/AU ; 45 ; Mmm ; 211 
 2165 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 43 ; juniorZ ; 129 
 2166 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 30 ; sphinxdess ; 160 
 2167 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF/AU ; 36 ; Опятор ; 46 
 2168 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF- ; 45 ; sphinxdess ; 126 
 2169 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 28 ; Следопыт ; 78 
 2170 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 41 ; Следопыт ; 85 
 2171 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 21 ; Следопыт ; 118 
 2172 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 33 ; turner ; 193 
 2173 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 32 ; xorek016 ; 208 
 2174 ; 50 копеек ; 1987 ;  ; Cu-Ni ; AU ; 25 ; novikoff12006 ; 77 
 2175 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 42 ; turner ; 204 
 2176 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 80 ; Рыба ; 112 
 2177 ; 5 копеек ; 1932 ;  ; Br ; VF- ; 47 ; Danila-56 ; 187 
 2178 ; 20 копеек. Деформация ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F+ ; 13 ; Tonyxxx82 ; 45 
 2179 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 44 ; Матадор ; 69 
 2180 ; 1 копейка ; 1933 ;  ; Br ; XF+ ; 42 ; dagoff ; 216 
 2181 ; 1 копейка ; 1937 ;  ; Br ; AU ; 57 ; qaz21qaz ; 503 
 2182 ; 1 копейка ; 1938 ;  ; Br ; AU ; 113 ; qaz21qaz ; 244 
 2183 ; 1 копейка ; 1939 ;  ; Br ; AU ; 59 ; qaz21qaz ; 333 
 2184 ; 1 копейка ; 1940 ;  ; Br ; AU ; 7 ; qaz21qaz ; 241 
 2185 ; 1 копейка ; 1941 ;  ; Br ; AU ; 149 ; qaz21qaz ; 524 
 2186 ; 1 копейка ; 1946 ;  ; Br ; AU/XF ; 5 ; dagoff ; 55 
 2187 ; 1 копейка ; 1948 ;  ; Br ; AU ; 44 ; PTISTA ; 305 
 2188 ; 20 копеек ; 1948 ;  ; Ni ; AU ; 95 ; Sveta ; 210 
 2189 ; 20 копеек ; 1949 ;  ; Ni ; AU/XF ; 11 ; ryber ; 79 
 2190 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 70 ; Danila-56 ; 134 
 2191 ; 5 копеек ; 1932 ;  ; Br ; F+ ; 3 ; ded1 ; 31 
 2192 ; 10 копеек ; 1932 ;  ; Ni ; F-VF ; 31 ; андрей 580 ; 102 
 2193 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 2 ; teger ; 11 
 2194 ; 3 копейки ; 1935 ;  ; Br ; F-VF ; 3 ; Donald ; 50 
 2195 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 11 ; Серый_Михей ; 36 
 2196 ; 2 копейки ; 1929 ;  ; Br ; VF- ; 3 ; Donald ; 50 
 2197 ; 2 копейки ; 1930 ;  ; Br ; VF+ ; 3 ; Donald ; 70 
 2198 ; 2 копейки ; 1934 ;  ; Br ; VF ; 12 ; grot ; 176 
 2199 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 66 ; kosty ; 79 
 2200 ; 3 копейки ; 1939 ;  ; Br ; XF ; 35 ; kott ; 265 
 2201 ; 2 копейки ; 1935 ;  ; Br ; VF ; 35 ; Blagorodie ; 157 
 2202 ; 2 копейки ; 1945 ;  ; Br ; VF- ; 39 ; ssss ; 414 
 2203 ; 2 копейки ; 1948 ;  ; Br ; VF ; 29 ; ServaProntiy ; 69 
 2204 ; 2 копейки ; 1950 ;  ; Br ; VF- ; 16 ; Серый_Михей ; 37 
 2205 ; 2 копейки ; 1951 ;  ; Br ; VF- ; 26 ; ServaProntiy ; 236 
 2206 ; 1 копейка ; 1927 ;  ; Br ; VF-XF ; 20 ; Drakon ; 306 
 2207 ; 1 копейка ; 1931 ;  ; Br ; VF ; 47 ; dsp ; 113 
 2108 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 11 ; partanen ; 181 
 2109 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 47 ; edz ; 104 
 2110 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 17 ; Danila-56 ; 207 
 2111 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 10 ; darkfolder ; 177 
 2112 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Tonyxxx82 ; 169 
 2113 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 24 ; 01 ; 206 
 2114 ; 5 рублей ; 1993 ; Сергиев Пасад ; Cu-Ni ; Proof ; 35 ; 01 ; 281 
 2115 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 37 ; TanechkaRE ; 1530 
 2116 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 21 ; SergeyAnatoljevich ; 276 
 2117 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 9 ; Danila-56 ; 132 
 2118 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 10 ; Danila-56 ; 135 
 2119 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 15 ; Tonyxxx82 ; 209 
 2120 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 17 ; Tonyxxx82 ; 241 
 2121 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 6 ; Danila-56 ; 164 
 2122 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 35 ; strestas ; 200 
 2123 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 17 ; Dimass ; 193 
 2124 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 8 ; Danila-56 ; 168 
 2125 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 37 ; rim ; 1328 
 2126 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 15 ; aluar ; 212 
 2127 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 29 ; Dave ; 347 
 2128 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 70 ; Dave ; 523 
 2129 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 40 ; Dave ; 410 
 2130 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 40 ; valentoss ; 240 
 2131 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 9 ; страус ; 102 
 2132 ; 1 рубль. Ошибка: на циферблате часов вместо IV часов VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 130 ; Рыба ; 414 
 2133 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 20 ; rim ; 531 
 2134 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 61 ; dunaeval ; 334 
 2135 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; Proof ; 33 ; aluar ; 786 
 2136 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 35 ; ИВОЛГА ; 448 
 2137 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 19 ; Tonyxxx82 ; 155 
 2138 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 25 ; rim ; 311 
 2139 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 39 ; 01 ; 354 
 2140 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 17 ; kvm64 ; 102 
 2141 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 27 ; urukki ; 28 
 2142 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 79 ; hemiechinus ; 110 
 2143 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 43 ; edz ; 184 
 2144 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 34 ; Dave ; 523 
 2145 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 96 ; Danila-56 ; 1058 
 2146 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 33 ; Danila-56 ; 429 
 2147 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 35 ; volodia1953 ; 750 
 2148 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 69 ; Danila-56 ; 458 
 2149 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF- ; 24 ; urukki ; 23 
 2150 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 16 ; urukki ; 25 
 2151 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 43 ; Sing ; 359 
 2152 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 56 ; DE MON ; 389 
 2153 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 38 ; DE MON ; 392 
 2154 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Unc ; 36 ; Dimass ; 225 
 2155 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 79 ; sphinxdess ; 124 
 2156 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 11 ; Следопыт ; 11 
 2157 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF+ ; 29 ; sphinxdess ; 136 
 2058 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 36 ; urukki ; 81 
 2059 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 17 ; urukki ; 34 
 2060 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 15 ; urukki ; 32 
 2061 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 31 ; urukki ; 46 
 2062 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 21 ; jimmysu ; 33 
 2063 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 14 ; polisaharid ; 38 
 2064 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 12 ; urukki ; 46 
 2065 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; urukki ; 42 
