 351 ; Медаль "За труды и храбрость при взятии Праги 24 октября 1794г" Екатерина II Новодел ;  ;  ; Br ; XF ; 38 ; Брат ; 20000 
 6060 ; Комплект марок. СССР. 1948. 4 шт ;  ;  ;  ;  ; 25 ; Приор ; 2165 
 6061 ; Комплект марок. СССР. 1948. 9 шт ;  ;  ;  ;  ; 26 ; Lisik ; 509 
 6062 ; Комплект марок. Азербайджан. 1920. 55 шт ;  ;  ;  ;  ; 21 ; Olimpia ; 793 
 6063 ; Комплект марок. СССР. 1949. 6 шт ;  ;  ;  ;  ; 41 ; Голдер ; 1397 
 6064 ; Комплект марок. СССР. 1949. 4 шт ;  ;  ;  ;  ; 31 ; Holder31 ; 4590 
 6065 ; Комплект марок. СССР. 1949. 4 шт ;  ;  ;  ;  ; 50 ; Приор ; 2267 
 6066 ; Комплект марок. 82 шт ;  ;  ;  ;  ; 19 ; vladimirV ; 500 
 6067 ; Комплект марок. 54 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 132 
 6068 ; Комплект марок. ФРГ. 95 шт ;  ;  ;  ;  ; 14 ; Olimpia ; 120 
 6069 ; Комплект марок. 30 шт ;  ;  ;  ;  ; 19 ; cr4049 ; 123 
 6070 ; Комплект марок. 65 шт ;  ;  ;  ;  ; 11 ; 100alf ; 63 
 5885 ; Лот бон иностранных по 1 фунту - 3 шт ;  ;  ;  ;  ; 17 ; anna22 ; 432 
 5886 ; Лот бон иностранных - 3 шт ;  ;  ;  ;  ; 11 ; ЛОПАТИНиКО ; 340 
 5887 ; Лот бон Германии -  3 шт ;  ;  ;  ;  ; 16 ; пара ; 120 
 5888 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 7 ; вован123 ; 248 
 5889 ; Лот бон иностранных - 3 шт ;  ;  ;  ;  ; 20 ; anna22 ; 412 
 5890 ; Лот бон Германии  5 шт ;  ;  ;  ;  ; 33 ; STANDART ; 202 
 5891 ; Лот бон Австрии - 5 шт ;  ;  ;  ;  ; 7 ; ЛОПАТИНиКО ; 227 
 5892 ; Лот бон японской оккупации - 5 шт ;  ;  ;  ;  ; 24 ; Четырехлистник ; 271 
 5893 ; Лот бон Финляндии - 5 шт ;  ;  ;  ;  ; 12 ; tss ; 516 
 5894 ; Лот иностранных бон ( 6 штук) Япония ;  ;  ;  ;  ; 37 ; дилитант ; 251 
 5895 ; Лот бон иностранных - 5 шт ;  ;  ;  ;  ; 13 ; anna22 ; 365 
 5896 ; Лот иностранных бон ( 6 штук) Япония ;  ;  ;  ;  ; 21 ; ЛОПАТИНиКО ; 260 
 5897 ; Лот иностранных бон ( 6 штук) Япония ;  ;  ;  ;  ; 15 ; ЛОПАТИНиКО ; 239 
 5898 ; Лот иностранных бон ( 6 штук) Япония ;  ;  ;  ;  ; 23 ; ЛОПАТИНиКО ; 240 
 5899 ; Лот бон Франции - 5 шт ;  ;  ;  ;  ; 22 ; ЛОПАТИНиКО ; 652 
 5900 ; Лот иностранных бон (9 штук) ;  ;  ;  ;  ; 8 ; keryn67 ; 21 
 5901 ; Лот иностранных бон (16 штук) Беларусь ;  ;  ;  ;  ; 22 ; ♂ ; 101 
 5902 ; Лот иностранных бон (18 штук) ;  ;  ;  ;  ; 18 ; franklin ; 733 
 5903 ; Бона иностранная. Нотгельд. 5 марок ;  ;  ;  ;  ; 29 ; air ; 1258 
 5904 ; Лот нотгельдов ( 2шт.) ;  ;  ;  ;  ; 27 ; Ok203 ; 459 
 5905 ; Лот Нотгельдов - 4 шт ;  ;  ;  ;  ; 11 ; Ok203 ; 181 
 5906 ; Лот Нотгельдов - 5 шт ;  ;  ;  ;  ; 17 ; Ok203 ; 322 
 5907 ; Лот Нотгельдов - 6 шт ;  ;  ;  ;  ; 13 ; Ok203 ; 355 
 5908 ; Лот нотгельдов (5 штук) ;  ;  ;  ;  ; 15 ; Ok203 ; 195 
 5909 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 13 ; Ok203 ; 306 
 5910 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 16 ; Ok203 ; 327 
 5911 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 12 ; Ok203 ; 306 
 5912 ; Лот нотгельдов ( 6шт.) ;  ;  ;  ;  ; 9 ; Ok203 ; 306 
 5913 ; Лот Нотгельдов - 7 шт ;  ;  ;  ;  ; 31 ; Ok203 ; 308 
 5914 ; Лот Нотгельдов - 10 шт ;  ;  ;  ;  ; 20 ; STANDART ; 411 
 6001 ; 5 листов марок ;  ;  ;  ;  ; 15 ; Olimpia ; 212 
 6002 ; 5 листов марок ;  ;  ;  ;  ; 21 ; QSL ; 354 
 6003 ; 5 листов марок ;  ;  ;  ;  ; 16 ; QSL ; 333 
 6004 ; 5 листов марок ;  ;  ;  ;  ; 13 ; Olimpia ; 233 
 6005 ; 5 листов марок ;  ;  ;  ;  ; 9 ; UPI ; 181 
 6006 ; 5 листов марок ;  ;  ;  ;  ; 31 ; Df 788 ; 306 
 6007 ; 5 листов марок ;  ;  ;  ;  ; 12 ; Df 788 ; 340 
 6008 ; 5 листов марок ;  ;  ;  ;  ; 16 ; vladimirV ; 374 
 6009 ; 5 листов марок ;  ;  ;  ;  ; 13 ; Olimpia ; 233 
 6010 ; 5 листов марок ;  ;  ;  ;  ; 13 ; UPI ; 183 
 6011 ; 5 листов марок ;  ;  ;  ;  ; 9 ; UPI ; 194 
 6012 ; 5 листов марок ;  ;  ;  ;  ; 19 ; Df 788 ; 203 
 6013 ; 5 листов марок ;  ;  ;  ;  ; 7 ; Df 788 ; 155 
 6014 ; 5 листов марок ;  ;  ;  ;  ; 8 ; Lisik ; 210 
 6015 ; 5 листов марок ;  ;  ;  ;  ; 9 ; vladimirV ; 147 
 6016 ; 5 листов марок ;  ;  ;  ;  ; 5 ; Lisik ; 185 
 6017 ; 5 листов марок ;  ;  ;  ;  ; 7 ; Lisik ; 212 
 6018 ; 5 листов марок ;  ;  ;  ;  ; 11 ; Df 788 ; 152 
 6019 ; 5 листов марок ;  ;  ;  ;  ; 13 ; Df 788 ; 171 
 6020 ; 5 листов марок ;  ;  ;  ;  ; 16 ; Df 788 ; 178 
 5835 ; Лот иностранных бон (3 штуки) ;  ;  ;  ; AU ; 9 ; STANDART ; 132 
 5836 ; Лот иностранных бон (3 штуки) ;  ;  ;  ;  ; 9 ; вован123 ; 112 
 5837 ; Лот бон (5 штук) Союз беженцев и вынужденных переселенцев "Надежда" ;  ;  ;  ;  ; 23 ; ЛОПАТИНиКО ; 634 
 5838 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ; AU ; 10 ; Olimpia ; 101 
 5839 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 14 ; Сашок 1959 ; 153 
 5840 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 19 ; Сашок 1959 ; 155 
 5841 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 24 ; Сашок 1959 ; 159 
 5842 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 20 ; Сашок 1959 ; 155 
 5843 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 14 ; Сашок 1959 ; 102 
 5844 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ; AU ; 9 ; дилитант ; 47 
 5845 ; Лот  образцов бон (3 штуки) ;  ;  ;  ; AU ; 9 ; Olimpia ; 74 
 5846 ; Лот  образцов бон (3 штуки) ;  ;  ;  ; AU ; 13 ; Olimpia ; 57 
 5847 ; Лот  образцов бон (3 штуки) ;  ;  ;  ; AU ; 36 ; дилитант ; 101 
 5848 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 15 ; Olimpia ; 71 
 5849 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 8 ; дилитант ; 114 
 5850 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 9 ; Olimpia ; 59 
 5851 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 14 ; Olimpia ; 69 
 5852 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 20 ; дилитант ; 101 
 5853 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 15 ; дилитант ; 112 
 5854 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 22 ; дилитант ; 69 
 5855 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 9 ; SIEMENS_S75 ; 22 
 5856 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 11 ; Olimpia ; 90 
 5857 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 11 ; Olimpia ; 80 
 5858 ; Лот иностранных бон (7 штук) Северная Корея ;  ;  ;  ;  ; 17 ; Olimpia ; 147 
 5859 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 14 ; Olimpia ; 82 
 5860 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 12 ; Olimpia ; 90 
 5861 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 15 ; СТРЕКОЗА ; 255 
 5862 ; Лот иностранных бон (4 штуки) Северная Корея ;  ;  ;  ;  ; 5 ; Olimpia ; 60 
 5863 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 3 ; Olimpia ; 51 
 5864 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 7 ; Jon Snow ; 50 
 5865 ; Лот иностранных бон (3 штуки) Северная Корея ;  ;  ;  ;  ; 3 ; Olimpia ; 50 
 5866 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 18 ; Матроскин ; 26 
 5867 ; Лот иностранных бон (5 штук) ;  ;  ;  ;  ; 15 ; STANDART ; 124 
 5868 ; Лот иностранных бон (3 штуки) Тринидад и Тобаго ;  ;  ;  ; AU ; 14 ; ЛОПАТИНиКО ; 232 
 5869 ; Лот бон иностранных - 3 шт ;  ;  ;  ;  ; 15 ; Четырехлистник ; 114 
 5870 ; Лот иностранных бон (5 штук) Камбоджия ;  ;  ;  ;  ; 15 ; keryn67 ; 57 
 5871 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 18 ; СТРЕКОЗА ; 69 
 5872 ; Лот билетов Татарстан (4 штуки) ;  ;  ;  ;  ; 8 ; жених ; 61 
 5873 ; Лот иностранных бон (5 штук) Узбекистан ;  ;  ;  ;  ; 13 ; СТРЕКОЗА ; 59 
 5874 ; Лот иностранных бон (5 штук) Камбоджа ;  ;  ;  ; AU ; 15 ; vladmarkin ; 61 
 5875 ; Лот иностранных бон (4 штуки, разные города) ;  ;  ;  ;  ; 24 ; alex2016 ; 55 
 5876 ; Лот иностранных бон (5 штук) Украина ;  ;  ;  ;  ; 47 ; salim ; 104 
 5877 ; Лот иностранных бон (5 штук) Ритуальные деньги. Тайланд ;  ;  ;  ; AU ; 19 ; pref ; 91 
 5878 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 9 ; serg2018 ; 206 
 5879 ; Лот иностранных бон (5 штук)  Беларусь ;  ;  ;  ;  ; 11 ; ♂ ; 102 
 5880 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 17 ; ЛОПАТИНиКО ; 350 
 5881 ; Лот бон иностранных - 3 шт ;  ;  ;  ;  ; 11 ; anna22 ; 302 
 5882 ; Лот бон иностранных - 3 шт ;  ;  ;  ;  ; 9 ; ЛОПАТИНиКО ; 185 
 5883 ; Лот бон Африки - 3 шт ;  ;  ;  ;  ; 19 ; Краснодар ; 498 
 5884 ; Лот бон иностранных - 4 шт ;  ;  ;  ;  ; 15 ; Краснодар ; 309 
 5785 ; Бона иностранная. Ангола. 1 анголар ; 1926 ;  ;  ;  ; 36 ; Диг ; 1599 
 5786 ; Бона иностранная. Германия. 5 марок ; 1942 ;  ;  ;  ; 25 ; Serjd ; 400 
 5787 ; Бона иностранная. Австрия. 5 шиллингов ; 1944 ;  ;  ;  ; 15 ; to-to ; 294 
 5788 ; Бона иностранная. Родезия. 1 доллар ; 1979 ;  ;  ; AU ; 24 ; Волчек ; 1587 
 5789 ; Бона иностранная. Сингапур. 10 долларов ;  ;  ;  ; AU ; 51 ; sifirot ; 493 
 5790 ; Бона иностранная. Дания. 10 крон ; 1943 ;  ;  ;  ; 13 ; to-to ; 340 
 5791 ; Бона иностранная. Гренландия. 20 скиллингов ;  ;  ;  ; AU ; 23 ; svokich ; 1001 
 5792 ; Бона иностранная. Гаити. 1 гудр ;  ;  ;  ; AU ; 8 ; tar ; 102 
 5793 ; Бона иностранная. Гаити. 2 гудра ;  ;  ;  ; AU ; 17 ; vlad77 ; 213 
 5794 ; Бона иностранная. Гватемала. 1/2 кетцалия ; 1982 ;  ;  ; AU ; 31 ; СТРЕКОЗА ; 334 
 5795 ; Бона иностранная. Доминикана. 1 песо ;  ;  ;  ; AU ; 28 ; СТРЕКОЗА ; 333 
 5796 ; Бона иностранная. Гаити. 5 гудров ;  ;  ;  ; AU ; 22 ; vlad77 ; 680 
 5797 ; Бона иностранная. Гватемала. 1 кетцаль ; 1981 ;  ;  ; AU ; 27 ; vlad77 ; 502 
 5798 ; Бона иностранная. Гондурас. 1 лемпира ; 1978 ;  ;  ; AU ; 34 ; vlad77 ; 876 
 5799 ; Бона иностранная. Сальвадор. 1 колон ; 1981 ;  ;  ; AU ; 20 ; целина57 ; 308 
 5800 ; Бона иностранная. Эквадор. 100 эскудо ; 1980 ;  ;  ; AU ; 28 ; to-to ; 315 
 5801 ; Бона иностранная. Ямайка. 1 доллар ;  ;  ;  ; AU ; 21 ; Aurum ; 250 
 5802 ; Бона иностранная. Австрия. 50000 крон ; 1922 ;  ;  ; AU ; 27 ; doc2 ; 800 
 5803 ; Бона иностранная. Австрия. 20 крон ; 1945 ;  ;  ; AU ; 12 ; serg2018 ; 227 
 5804 ; Лот бон Австрии - 2 шт ;  ;  ;  ;  ; 11 ; STANDART ; 123 
 5805 ; Лот бон Югославии - 2 шт ;  ;  ;  ;  ; 13 ; Краснодар ; 159 
 5806 ; Бона иностранная. Босния и Герцеговина - 50 пфеннингов ;  ;  ;  ; AU ; 25 ; masha_93 ; 340 
 5807 ; Бона иностранная. Босния и Герцеговина - 50 пфеннингов ;  ;  ;  ; AU ; 11 ; masha_93 ; 340 
 5808 ; Бона иностранная. Грузия. 10 лари ; 2019 ;  ;  ; AU ; 21 ; dimon-2007 ; 453 
 5809 ; Бона иностранная. Бельгия. 100 франков ;  ;  ;  ;  ; 11 ; Luck ; 238 
 5810 ; Бона иностранная. Бельгия. 5 франков ; 1918 ;  ;  ;  ; 9 ; Luck ; 378 
 5811 ; Бона иностранная. Бельгия. 100 франков ; 1949 ;  ;  ;  ; 17 ; Luck ; 303 
 5812 ; Бона иностранная. Великобритания. 5 фунтов ; 1887 ;  ;  ;  ; 37 ; Чуча ; 638 
 5813 ; Лот иностранных бон (4 штуки) Югославия ;  ;  ;  ; AU ; 23 ; Dmitry82 ; 162 
 5814 ; Лот иностранных бон (4 штуки) Афганистан ;  ;  ;  ; AU ; 23 ; Drunja33 ; 160 
 5815 ; Лот иностранных бон (4 штуки) Афганистан ;  ;  ;  ; AU ; 17 ; вован123 ; 112 
 5816 ; Лот иностранных бон (4 штуки)  Бирма ;  ;  ;  ; AU ; 13 ; anna22 ; 260 
 5817 ; Лот иностранных бон (3 штуки) Вьетнам ;  ;  ;  ; AU ; 5 ; вован123 ; 102 
 5818 ; Лот иностранных бон (5 штук) Ирак ;  ;  ;  ; AU ; 11 ; SS2008 ; 207 
 5819 ; Лот иностранных бон (4 штуки) Ирак ;  ;  ;  ; AU ; 25 ; вован123 ; 159 
 5820 ; Лот иностранных бон (6 штук) ;  ;  ;  ; AU ; 13 ; вован123 ; 114 
 5821 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 7 ; вован123 ; 126 
 5822 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 7 ; вован123 ; 114 
 5823 ; Лот иностранных бон (5 штук) КНДР ;  ;  ;  ; AU ; 9 ; anna22 ; 200 
 5824 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 5 ; вован123 ; 114 
 5825 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 9 ; вован123 ; 114 
 5826 ; Лот иностранных бон (6 штук) ;  ;  ;  ; AU ; 7 ; вован123 ; 91 
 5827 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 11 ; anna22 ; 223 
 5828 ; Лот иностранных бон (3 штуки) ;  ;  ;  ; AU ; 11 ; SS2008 ; 312 
 5829 ; Лот иностранных бон (3 штуки) ;  ;  ;  ; AU ; 17 ; вован123 ; 29 
 5830 ; Лот иностранных бон (4 штуки) ;  ;  ;  ; AU ; 31 ; вован123 ; 124 
 5831 ; Лот иностранных бон (3 штуки) ;  ;  ;  ;  ; 17 ; STANDART ; 149 
 5832 ; Лот иностранных бон (4 штуки) Польша ;  ;  ;  ; AU ; 14 ; Юнга ; 182 
 5833 ; Лот иностранных бон (3 штуки) Аргентина ;  ;  ;  ; AU ; 19 ; Drunja33 ; 150 
 5834 ; Лот иностранных бон (3 штуки) ;  ;  ;  ; AU ; 11 ; вован123 ; 114 
 5735 ; Бона иностранная. Польша. 50 злотых ; 1929 ;  ;  ; AU ; 26 ; Ok203 ; 665 
 5736 ; Бона иностранная. Австрия. 1000 крон ; 1902 ;  ;  ;  ; 11 ; STANDART ; 72 
 5737 ; Бона иностранная. Бельгия. 100 франков ;  ;  ;  ;  ; 21 ; serg2018 ; 163 
 5738 ; Бона иностранная. Китай. 100 юаней ; 1940 ;  ;  ;  ; 12 ; SS2008 ; 142 
 5739 ; Бона иностранная. Китай. 10 юаней ; 1940 ;  ;  ;  ; 10 ; SS2008 ; 114 
 5740 ; Бона иностранная. Китай. 5 юаней ; 1940 ;  ;  ;  ; 7 ; SS2008 ; 189 
 5741 ; Бона иностранная. Китай. 10 юаней ; 1923 ;  ;  ;  ; 7 ; SS2008 ; 204 
 5742 ; Бона иностранная. Китай. 5 юаней ; 1936 ;  ;  ; AU ; 7 ; varelgi ; 182 
 5743 ; Бона иностранная. Китай. 10 юаней ; 1936 ;  ;  ;  ; 22 ; SS2008 ; 114 
 5744 ; Бона иностранная. Китай. 10 юаней ; 1940 ;  ;  ;  ; 17 ; SS2008 ; 189 
 5745 ; Бона иностранная. Чехословакия. 100 крон ;  ;  ;  ;  ; 17 ; 1327 ; 212 
 5746 ; Бона иностранная. Сербия. 500 динаров ; 1941 ;  ;  ;  ; 5 ; Dmitry82 ; 104 
 5747 ; Бона иностранная. Сербия. 100 динаров ; 1941 ;  ;  ;  ; 14 ; keryn67 ; 89 
 5748 ; Бона иностранная. Исландия. 10 крон ; 1961 ;  ;  ; AU ; 9 ; целина57 ; 141 
 5749 ; Бона иностранная. Испания. 100 песет ; 1928 ;  ;  ;  ; 22 ; Dmitry82 ; 236 
 5750 ; Бона иностранная. Испания. 100 песет ; 1948 ;  ;  ;  ; 25 ; lenohota ; 663 
 5751 ; Бона иностранная. Испания. 25 песет ; 1928 ;  ;  ;  ; 9 ; Dmitry82 ; 139 
 5752 ; Бона иностранная. Испания. 50 песет ; 1928 ;  ;  ;  ; 11 ; Dmitry82 ; 145 
 5753 ; Бона иностранная. Греция. 1000 драхм ; 1926 ;  ;  ;  ; 13 ; serg2018 ; 107 
 5754 ; Бона иностранная. Греция. 5000 драхм ; 1932 ;  ;  ;  ; 19 ; Dmitry82 ; 200 
 5755 ; Бона иностранная. Греция. 500 драхм ; 1932 ;  ;  ;  ; 14 ; air ; 173 
 5756 ; Бона иностранная. Греция. 1000 драхм ; 1939 ;  ;  ;  ; 24 ; serg2018 ; 184 
