 4851 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 15 ; sikachai ; 159 
 3128 ; 200 эскудо. Португалия. Лиссабон - центр культуры Европы ; 1994 ;  ; Би/м ; AU ; 22 ; udaw ; 123 
 3129 ; 200 эскудо. Португалия. Франциско Хавьер ; 1997 ;  ; Cu-Ni ; AU ; 40 ; POSHEXON ; 130 
 3130 ; 200 эскудо. Португалия. Лабрабор ; 2000 ;  ; Cu-Ni ; AU ; 5 ; udaw ; 181 
 3131 ; 200 эскудо. Португалия. Открытие Африки ; 1998 ;  ; Cu-Ni ; AU ; 18 ; olga42 ; 157 
 3132 ; 200 эскудо. Португалия. Малака ; 1995 ;  ; Cu-Ni ; AU ; 28 ; Omeron ; 132 
 3133 ; 200 эскудо. Португалия. Жоао II ; 1995 ;  ; Cu-Ni ; AU ; 30 ; agap ; 105 
 3134 ; 200 эскудо. Португалия. Навигация ; 1991 ;  ; Cu-Ni ; AU ; 33 ; matehev ; 123 
 3135 ; 200 эскудо. Португалия. Австралия ; 1995 ;  ; Cu-Ni ; AU ; 31 ; matehev ; 136 
 3136 ; 200 эскудо. Португалия. Первое японское посольство ; 1993 ;  ; Cu-Ni ; AU ; 23 ; Smit ; 128 
 3137 ; 1 доллар (1 унция серебра). США ; 2012 ;  ; Ag ; AU ; 25 ; terner230 ; 1683 
 3138 ; 1/4 доллара. США ; 1964 ;  ; Ag ; AU ; 10 ; cr1390 ; 261 
 3139 ; 1/4 доллара. США ; 1944 ;  ; Ag ; VF-XF ; 18 ; Gordey72 ; 303 
 3140 ; 1/4 доллара. США ; 1954 ;  ; Ag ; VF-XF ; 9 ; Моряк-собиратель ; 363 
 3141 ; 1 дайм. США ; 1963 ;  ; Ag ; XF+ ; 22 ; werespider ; 123 
 3142 ; 1 дайм. США ; 1961 ;  ; Ag ; XF+ ; 12 ; werespider ; 90 
 3143 ; 1 дайм. США ; 1950 ;  ; Ag ; XF- ; 19 ; Rober ; 92 
 3144 ; 1 дайм. США ; 1952 ;  ; Ag ; AU ; 18 ; werespider ; 115 
 3145 ; 1 дайм. США ; 1962 ;  ; Ag ; AU ; 11 ; werespider ; 90 
 3146 ; 1 дайм. США ; 1947 ;  ; Ag ; XF- ; 24 ; Sterh ; 86 
 3147 ; 1 дайм. США ; 1951 ;  ; Ag ; AU ; 21 ; hugo ; 163 
 3148 ; 1 дайм. США ; 1959 ;  ; Ag ; AU ; 24 ; hugo ; 408 
 3149 ; 1 дайм. США ; 1956 ;  ; Ag ; AU ; 9 ; НЭРИ ; 161 
 3150 ; 1 дайм. США ; 1958 ;  ; Ag ; AU ; 13 ; niger ; 162 
 3151 ; 1 дайм. США ; 1943 ;  ; Ag ; XF- ; 29 ; евгель ; 161 
 3152 ; 1 дайм. США ; 1945 ;  ; Ag ; VF-XF ; 17 ; Rober ; 149 
 3153 ; 1 дайм. США ; 1940 ;  ; Ag ; VF-XF ; 28 ; Rober ; 263 
 3154 ; 2 лата. Латвия ; 1925 ;  ; Ag ; AU ; 16 ; cr1390 ; 320 
 3155 ; 1 лат. Латвия ; 1924 ;  ; Ag ; AU ; 20 ; 439 ; 301 
 3156 ; 500 лир. Италия ; 1959 ;  ; Ag ; AU ; 23 ; Jordan ; 510 
 3157 ; 50 марок. Финляндия. Калевала. С сертификатом ; 1985 ;  ; Ag ; AU ; 26 ; verba ; 653 
 3158 ; 20 марок. ГДР. Открытие Бранденбургских ворот 22 декабря 1989 ; 1990 ;  ; Ag ; AU ; 25 ; пастор Шлак ; 889 
 3059 ; 1/2 доллара. США. 200 лет независимости США ; 1976D ;  ; Cu-Ni ; AU ; 15 ; klop123 ; 86 
 3060 ; 1/2 доллара. США. 200 лет независимости США ; 1976D ;  ; Cu-Ni ; AU ; 24 ; v_bond ; 101 
 3061 ; 20 франков. Саарланд ; 1954 ;  ; Al/Br ; XF ; 36 ; dsp ; 206 
 3062 ; 10 франков. Саарланд ; 1954 ;  ; Al/Br ; XF ; 15 ; vesta78 ; 159 
 3063 ; 10 центов. Маврикий ; 1897 ;  ; Ag ; VF+ ; 30 ; ВАР1959 ; 680 
 3064 ; 2 1/2 гульдена. Нидерланды. Вильем III ; 1862 ;  ; Ag ; VF+ ; 43 ; В1951 ; 1757 
 3065 ; 5 лева. Болгария ; 1892 ;  ; Ag ; VF+ ; 25 ; zelya ; 928 
 3066 ; 1 шиллинг. Великобритания ; 1893 ;  ; Ag ; VF+ ; 26 ; markos ; 714 
 3067 ; 1 крона. Австрия ; 1893 ;  ; Ag ; F-VF ; 11 ; фрегат ; 151 
 3068 ; 5 лир. Сан-Марино ; 1932 ;  ; Ag ; VF-XF ; 18 ; gansbeer ; 505 
 3069 ; 1 пиастр. Французский Индо-Китай ; 1947 ;  ; Cu-Ni ; VF ; 20 ; Саша55 ; 142 
 3070 ; 50 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 5 ; jashka39 ; 57 
 3071 ; 10 грошей. Австрия ; 1925 ;  ; Cu-Ni ; VF ; 9 ; ckpynch ; 34 
 3072 ; 10 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; VF- ; 39 ; xabib ; 232 
 3073 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; F-VF ; 9 ; jashka39 ; 45 
 3074 ; 1 лира. Италия ; 1928R ;  ; Ni ; F-VF ; 11 ; av ; 102 
 3075 ; 1 песа. Немецкая Восточная Африка ; 1890 ;  ; Br ; VF ; 31 ; alex1974 ; 452 
 3076 ; 5 сен. Япония ; 16 (1941) ;  ; Al ; F-VF ; 13 ; Gordey72 ; 82 
 3077 ; 1 крейцер. Швейцария. Фрибург ; 1787 ;  ; Биллон ; F-VF ; 26 ; krugerrand ; 326 
 3078 ; 2 евро. Германия. Гамбург ; 2008D ;  ; Би/м ; XF ; 24 ; kovav ; 120 
 3079 ; 2 евро. Германия. 50 лет Римскому договору ; 2007J ;  ; Би/м ; AU ; 16 ; grond ; 153 
 3080 ; 2 евро. Германия. Мекленбург-Ворпомерн ; 2007D ;  ; Би/м ; AU ; 5 ; grond ; 164 
 3081 ; 2 евро. Германия. Саарленд ; 2009A ;  ; Би/м ; XF- ; 20 ; ppi ; 139 
 3082 ; 2 евро. Германия. 10 лет ЕВРО ; 2012A ;  ; Би/м ; XF ; 40 ; kovav ; 114 
 3083 ; 2 евро. Германия. 10 лет Экономическому и валютному союзу ; 2009G ;  ; Би/м ; AU ; 8 ; grond ; 136 
 3084 ; 2 евро. Германия. Северный Рейн - Вестфалия ; 2011D ;  ; Би/м ; AU ; 13 ; kovav ; 125 
 3085 ; 2 евро. Германия. Бавария ; 2012A ;  ; Би/м ; XF ; 29 ; kovav ; 118 
 3086 ; 2 евро. Германия. Бремен ; 2010J ;  ; Би/м ; AU ; 16 ; ppi ; 157 
 3087 ; 2 евро. Франция. Президентство Франции в ЕС ; 2008 ;  ; Би/м ; AU ; 11 ; grond ; 180 
 3088 ; 2 евро. Франция. 70 лет речи Шарля де Голя ; 2010 ;  ; Би/м ; XF ; 11 ; Gell13 ; 164 
 3089 ; 2 евро. Франция. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 11 ; nikitin782 ; 134 
 3090 ; 2 евро. Бельгия. Президентство Бельгии в ЕС ; 2010 ;  ; Би/м ; XF ; 13 ; Gell13 ; 134 
 3091 ; 2 евро. Австрия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 7 ; nikitin782 ; 135 
 3092 ; 2 евро. Нидерланды. 10 лет Экономическому и валютному союзу ; 2009 ;  ; Би/м ; XF ; 7 ; kovav ; 123 
 3093 ; 2 евро. Греция. Олимпиада ; 2004 ;  ; Би/м ; XF ; 9 ; potapov0 ; 164 
 3094 ; 2 евро. Люксембург ; 2008 ;  ; Би/м ; XF ; 7 ; ASlab ; 135 
 3095 ; 2 евро. Эстония. 10 лет Экономическому и валютному союзу ; 2012 ;  ; Би/м ; AU ; 5 ; salim ; 136 
 3096 ; 2 евро. Франция.50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 15 ; nikitin782 ; 153 
 3097 ; 2 евро. Италия. Турин ; 2006 ;  ; Би/м ; AU ; 13 ; potapov0 ; 156 
 3098 ; 1 лат. Латвия. Идол ; 2007 ;  ; Cu-Ni ; XF ; 16 ; vasek ; 95 
 3099 ; 1 лат. Латвия. Муравей ; 2003 ;  ; Cu-Ni ; XF ; 22 ; род-ю ; 220 
 3100 ; 1 лат. Латвия. Лилия ; 2008 ;  ; Cu-Ni ; XF ; 18 ; bdd48 ; 97 
 3101 ; 1 лат. Латвия. Виноградная лоза ; 2006 ;  ; Cu-Ni ; XF ; 12 ; bdd48 ; 97 
 3102 ; 1 лат. Латвия. Снеговик ; 2007 ;  ; Cu-Ni ; XF ; 8 ; re_re_re ; 92 
 3103 ; 1 лат. Латвия. Баранка ; 2005 ;  ; Cu-Ni ; AU ; 16 ; vasek ; 92 
 3104 ; 1 лат. Латвия. Шишка ; 2006 ;  ; Cu-Ni ; AU ; 12 ; дед морос ; 62 
 3105 ; 1 крона. Эстония ; 2008 ;  ; Латунь ; AU ; 18 ; I.E.V. ; 24 
 3106 ; 5 крон. Эстония ; 1994 ;  ; Латунь ; AU ; 11 ; коллега ; 46 
 3107 ; 200 эскудо. Португалия. Экспо 98 ; 1997 ;  ; Би/м ; AU ; 28 ; udaw ; 121 
 3108 ; 200 эскудо. Португалия. Олимпиада ; 2000 ;  ; Би/м ; AU ; 37 ; udaw ; 149 
 3009 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; AU ; 60 ; толстяк ; 663 
 3010 ; 1 флорин. Великобритания ; 1914 ;  ; Ag ; XF ; 33 ; soleil ; 1122 
 3011 ; 1/2 пенни. Великобритания ; 1923 ;  ; Br ; VF ; 17 ; ckpynch ; 38 
 3012 ; 1 шиллинг. Великобритания, Вильгельм IV ; 1834 ;  ; Ag ; VF+ ; 55 ; zzzzzz ; 1204 
 3013 ; 1 крона. Великобритания, Георг IV ; 1821 ;  ; Ag ; VF ; 31 ; Павлов75 ; 2348 
 3014 ; 2 пенса. Великобритания ; 1838 ;  ; Ag ; XF- ; 74 ; fajyz ; 603 
 3015 ; 4 пенса. Великобритания ; 1855 ;  ; Ag ; VF-XF ; 74 ; serg2010 ; 1255 
 3016 ; 1/2 кроны. Великобритания ; 1923 ;  ; Ag ; XF- ; 35 ; толстяк ; 643 
 3017 ; 1 крона. Остров Мен. 80 лет королеве-матери ; 2006 ;  ; Ag ; Proof ; 29 ; Lena6975 ; 888 
 3018 ; 1 доллара. США. 200 лет независимости ; 1976S ;  ; Ag ; Proof-Like ; 19 ; ирбис ; 579 
 3019 ; 1/2 доллара. США. 200 лет независимости ; 1976S ;  ; Ag ; Proof-Like ; 37 ; маманя ; 424 
 3020 ; 2 доллара. Каймановы острова. Золобой юбилей правления. С сертификатом ; 2002 ;  ; Ag, позол ; Proof ; 39 ; Makys ; 1869 
 3021 ; 1/2 доллара. США. Кеннеди ; 1968D ;  ; Ag ; AU ; 15 ; zydor ; 264 
 3022 ; 1 доллар. США ; 1923 ;  ; Ag ; AU ; 15 ; Jordan ; 1536 
 3023 ; 1 доллар. США ; 1923 ;  ; Ag ; AU ; 19 ; kiyanka ; 1536 
 3024 ; 1 доллар. США ; 1883 ;  ; Ag ; XF- ; 25 ; hedgehog ; 1610 
 3025 ; 1/2 доллара. США. Джордж Вашингтон ; 1982 ;  ; Ag ; AU ; 29 ; Атлантик ; 521 
 3026 ; 1/2 доллара. США ; 1968 ;  ; Ag ; XF ; 24 ; vesta78 ; 179 
 3027 ; 5 лат. Латвия ; 1932 ;  ; Ag ; XF ; 17 ; cotangens ; 899 
 3028 ; 5000 динар. Иран ; 1306л.х. ;  ; Ag ; AU ; 73 ; Недорого ; 2282 
 3029 ; 5 песет. Испания ; 1884 ;  ; Ag ; VF+ ; 15 ; zelya ; 956 
 3030 ; 50 сен. Япония ; 1906-1912 ;  ; Ag ; AU ; 43 ; hugo ; 1113 
 3031 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; AU ; 46 ; hugo ; 816 
 3032 ; 200 марок. Финляндия ; 1958Н ;  ; Ag ; XF ; 15 ; Rober ; 204 
 3033 ; 100 марок. Финляндия ; 1956Н ;  ; Ag ; AU ; 25 ; bob310767 ; 206 
 3034 ; 1 лев. Болгария ; 1913 ;  ; Ag ; AU ; 21 ; av ; 325 
 3035 ; 2 динара. Сербия ; 1897 ;  ; Ag ; XF+ ; 37 ; remetalk ; 625 
 3036 ; 1 франг ар. Албания ; 1935 ;  ; Ag ; AU ; 21 ; b197312 ; 431 
 3037 ; 2 1/2 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 21 ; Атлантик ; 306 
 3038 ; 1/2 франка. Швейцария ; 1942 ;  ; Ag ; XF ; 11 ; ВМШ ; 101 
 3039 ; 10 эре. Швеция ; 1959 ;  ; Ag ; VF-XF ; 11 ; ckpynch ; 61 
 3040 ; 25 эре. Швеция ; 1947 ;  ; Ag ; XF- ; 14 ; olga42 ; 73 
 3041 ; 1 перпер. Черногория ; 1914 ;  ; Ag ; XF ; 24 ; matehev ; 1643 
 3042 ; 100 рейс. Португалия ; 1910 ;  ; Ag ; AU ; 13 ; SergeyDzen ; 624 
 3043 ; 1/2 рупии. Афганистан ; 1347л.х. (1929) ;  ; Ag ; AU ; 29 ; Sterh ; 461 
 3044 ; 50 сент. Испания. Альфонсо XII ; 1880 ;  ; Ag ; VF+ ; 23 ; xabib ; 222 
 3045 ; 50 сент. Испания. Альфонсо XII ; 1885 ;  ; Ag ; VF+ ; 29 ; gansbeer ; 229 
 3046 ; 50 сент. Испания. Альфонсо XIII ; 1904 ;  ; Ag ; VF+ ; 17 ; gansbeer ; 232 
 3047 ; 50 сент. Испания. Альфонсо XIII ; 1910 ;  ; Ag ; VF+ ; 24 ; Lena6975 ; 216 
 3048 ; 100 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; XF+ ; 13 ; Gold_42 ; 793 
 3049 ; 50 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 16 ; фёкла ; 765 
 3050 ; 500 лир. Ватикан ; 1971 ;  ; Ag ; AU ; 21 ; westof ; 432 
 3051 ; 500 лир. Ватикан ; 1974 ;  ; Ag ; AU ; 17 ; rf ; 429 
 3052 ; 500 лир. Ватикан ; 1975 ;  ; Ag ; AU ; 26 ; rf ; 400 
 3053 ; 500 лир. Сан Марино ; 1973 ;  ; Ag ; AU ; 23 ; ирбис ; 555 
 3054 ; 1 доллар. США. Эйзенхауер ; 1972S ;  ; Ag ; Proof ; 50 ; Ясер ; 567 
 3055 ; 1 доллар. США. Эйзенхауер ; 1971S ;  ; Ag ; AU ; 27 ; rf ; 414 
 3056 ; 1 доллар. США. Эйзенхауер ; 1972S ;  ; Ag ; AU ; 37 ; VELS ; 453 
 3057 ; 1 доллар. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 23 ; kiyanka ; 518 
 3058 ; 10 центов. Британская Малайя ; 1939 ;  ; Ag ; AU ; 21 ; niger ; 163 
 2959 ; 10 крон. Дания. На бракосочетание принцессы Магрет ; 1967 ;  ; Ag ; AU ; 15 ; alexnn ; 681 
 2960 ; 50 шиллингов. Австрия. 500 лет  Bummerl House ; 1973 ;  ; Ag ; AU ; 22 ; xabib ; 656 
 2961 ; 1 крона. Австрия ; 1913 ;  ; Ag ; AU ; 49 ; Rober ; 261 
 2962 ; 2 франка. Швейцария ; 1963 ;  ; Ag ; AU ; 7 ; xabib ; 306 
 2963 ; 100 рейс. Португалия ; 1909 ;  ; Ag ; XF- ; 51 ; Jordan ; 421 
 2964 ; 1 тангка. Тибет ;  ;  ; Ag ; VF-XF ; 30 ; Pushan ; 512 
 2965 ; 500 рейс. Португалия ; 1871 ;  ; Ag ; VF ; 20 ; S1952 ; 466 
 2966 ; 50 центов. Ньюфаундленд ; 1874 ;  ; Ag ; VF- ; 24 ; Алек ; 614 
 2967 ; 2-1/2 гульдена. Нидерланды ; 1929 ;  ; Ag ; VF-XF ; 28 ; kurmax ; 794 
 2968 ; 1 ранд. ЮАР ; 1967 ;  ; Ag ; XF ; 27 ; фрегат ; 320 
 2969 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF- ; 11 ; Rober ; 209 
 2970 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; VF-XF ; 10 ; buben ; 206 
 2971 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 11 ; kotok ; 200 
 2972 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 10 ; buben ; 206 
 2973 ; 5 крон. Швеция ; 1954 ;  ; Ag ; XF ; 19 ; denisok69 ; 357 
 2974 ; 2 кроны. Швеция ; 1963 ;  ; Ag ; AU ; 12 ; olga42 ; 250 
 2975 ; 1 крона. Швеция ; 1940 ;  ; Ag ; VF+ ; 21 ; фрегат ; 191 
 2976 ; 1 крона. Швеция ; 1943 ;  ; Ag ; VF ; 14 ; ASlab ; 119 
 2977 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF- ; 5 ; фрегат ; 102 
 2978 ; 1 крона. Швеция ; 1961 ;  ; Ag ; VF-XF ; 7 ; ckpynch ; 105 
 2979 ; 1 крона. Швеция ; 1963 ;  ; Ag ; VF+ ; 7 ; ASlab ; 105 
 2980 ; 50 эре. Швеция ; 1916 ;  ; Ag ; F+ ; 13 ; buben ; 111 
 2981 ; 50 эре. Швеция ; 1943 ;  ; Ag ; VF- ; 13 ; DVZ ; 107 
 2982 ; 50 эре. Швеция ; 1961 ;  ; Ag ; VF ; 8 ; olga42 ; 104 
 2983 ; 25 эре. Швеция ; 1927 ;  ; Ag ; F-VF ; 3 ; klop123 ; 90 
 2984 ; 25 эре. Швеция ; 1943 ;  ; Ag ; VF-XF ; 5 ; olga42 ; 100 
 2985 ; 25 эре. Швеция ; 1953 ;  ; Ag ; XF ; 9 ; ASlab ; 57 
 2986 ; 25 эре. Швеция ; 1955 ;  ; Ag ; VF ; 12 ; olga42 ; 60 
 2987 ; 10 эре. Швеция ; 1916 ;  ; Ag ; F-VF ; 13 ; klop123 ; 93 
 2988 ; 10 эре. Швеция ; 1941 ;  ; Ag ; VF- ; 11 ; klop123 ; 91 
 2989 ; 10 эре. Швеция ; 1949 ;  ; Ag ; VF ; 7 ; ASlab ; 49 
 2990 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF ; 13 ; ckpynch ; 101 
 2991 ; 10 эре. Швеция ; 1958 ;  ; Ag ; F-VF ; 13 ; klop123 ; 92 
 2992 ; 10 эре. Швеция ; 1959 ;  ; Ag ; VF ; 11 ; klop123 ; 92 
 2993 ; 1 дайм. США. Меркури ; 1923 ;  ; Ag ; VF+ ; 29 ; Rober ; 253 
 2994 ; 1 дайм. США. Рузвельт ; 1946 ;  ; Ag ; VF ; 6 ; Павлов75 ; 108 
 2995 ; 1/4 доллара. США. Вашингтон ; 1964 ;  ; Ag ; VF ; 3 ; Gordey72 ; 255 
 2996 ; 1 гульден. Нидерланды ; 1963 ;  ; Ag ; VF+ ; 7 ; sveta6369 ; 174 
 2997 ; 1/4 гульдена. Нидерландская Индия ; 1921 ;  ; Ag ; F+ ; 4 ; t_v_v ; 102 
 2998 ; 1/2 франка. Швейцария ; 1943 ;  ; Ag ; VF-XF ; 4 ; Flagman ; 101 
 2999 ; 1 франк. Швейцария ; 1914 ;  ; Ag ; VF+ ; 7 ; Flagman ; 232 
 3000 ; 5 шиллингов. Австрия ; 1964 ;  ; Ag ; XF ; 13 ; zЮрий ; 153 
 3001 ; 1 доллар. США. Эйзенхауэр ; 1974D ;  ; Cu-Ni ; XF ; 5 ; VELS ; 114 
 3002 ; 50 пенсов. Великобритания ; 1994 ;  ; Cu-Ni ; AU ; 24 ; westing ; 131 
 3003 ; 20 тала. Папуа Новая Гвинея ; 1975 ;  ; Cu-Ni ; VF- ; 19 ; ВАР1959 ; 150 
 3004 ; 50 сен. Бруней ; 1967 ;  ; Cu-Ni ; VF+ ; 5 ; ВАР1959 ; 114 
 3005 ; 1 доллар. Тринидад и Тобаго ; 1975 ;  ; Cu/Ni ; Proof ; 22 ; ИЮМов1 ; 220 
 3006 ; 50 центов. Тринидад и Тобаго ; 1975 ;  ; Cu/Ni ; Proof ; 7 ; arsenich-s ; 114 
 3007 ; 10 центов. Британские Виргинские о-ва ; 1974 ;  ; Cu/Ni ; Proof ; 15 ; ВАР1959 ; 138 
 3008 ; 1/4 доллара. США ; 1897 ;  ; Ag ; VF ; 26 ; serggei ; 590 
 2909 ; 1 марка. Эстония ; 1926 ;  ; Ni-Br ; XF ; 34 ; serg2010 ; 745 
 2910 ; 1/4 доллара. США ; 1904 ;  ; Ag ; VF+ ; 70 ; Моряк-собиратель ; 1171 
 2911 ; 1 дайм. США ; 1891 ;  ; Ag ; VF+ ; 69 ; niger ; 728 
 2912 ; 1 дайм. США ; 1910 ;  ; Ag ; VF+ ; 62 ; boncaput ; 306 
 2913 ; 1 флорин. Австрия ; 1885 ;  ; Ag ; AU ; 88 ; hugo ; 1134 
 2914 ; 1 форинт. Венгрия ; 1879 ;  ; Ag ; VF-XF ; 74 ; Lena6975 ; 773 
 2915 ; 20 крейцеров. Австрия. Убрана напайка 12 часов ; 1845A ;  ; Ag ; VF+ ; 70 ; бибирхам ; 606 
 2916 ; 2 пенго. Венгрия ; 1938 ;  ; Ag ; XF ; 62 ; SergeyDzen ; 663 
 2917 ; 2 пенго. Венгрия. 200 лет со дня смерти Ракоши ; 1935 ;  ; Ag ; XF ; 42 ; donsergio ; 714 
 2918 ; 2 пенго. Венгрия. 50 лет со дня смерти Франца фон Листа ; 1936 ;  ; Ag ; AU ; 97 ; M1 ; 1428 
 2919 ; 5 пенго. Венгрия. 900 лет со дня смерти Святого Стефана ; 1938 ;  ; Ag ; AU ; 43 ; advokatx ; 1687 
 2920 ; 5 пенго. Венгрия. Адмирал Хорти ; 1939 ;  ; Ag ; XF+ ; 37 ; cvet71 ; 1632 
 2921 ; 5 форинтов. Венгрия. Кошут ; 1947 ;  ; Ag ; VF ; 21 ; fillin ; 555 
 2922 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF/AU ; 26 ; fartig ; 881 
 2923 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 27 ; Uri ; 816 
 2924 ; 5 пенго. Венгрия. Парламент ; 1945 ;  ; Al ; AU ; 39 ; hugo ; 828 
 2925 ; 100 тенге. Казахстан. Чемпионат мира по футболу в Германии 2006г ; 2004 ;  ; Ag ; Proof ; 32 ; potapov0 ; 1326 
 2926 ; 100 тенге. Казахстан. Олимпийские игры 2004-велоспорт ; 2004 ;  ; Ag ; Proof ; 19 ; potapov0 ; 1377 
 2927 ; 5 лат. Латвия ; 1931 ;  ; Ag ; AU ; 20 ; alexnn ; 1026 
 2928 ; 5 злотых. Польша. Йозеф Пилсудский. Легионерский орел ; 1934 ;  ; Ag ; AU ; 53 ; xabib ; 2026 
 2929 ; 1 франк. Бельгия ; 1913 ;  ; Ag ; XF+ ; 19 ; av ; 306 
 2930 ; 5 франков. Франция ; 1827W ;  ; Ag ; VF+ ; 42 ; d-master ; 2267 
 2931 ; 5 лир. Италия ; 1874 ;  ; Ag ; VF ; 57 ; Gorizn ; 995 
 2932 ; 2 кроны. Дания. 60 лет королю ; 1930 ;  ; Ag ; XF- ; 27 ; PAUL7 ; 652 
 2933 ; 2 кроны. Дания. 25 лет правления ; 1937 ;  ; Ag ; XF- ; 29 ; cvb ; 816 
 2934 ; 2 кроны. Дания. 25 лет правления ; 1888 ;  ; Ag ; XF ; 64 ; cvb ; 1632 
 2935 ; 2 кроны. Дания. 40 лет правления ; 1903 ;  ; Ag ; XF- ; 67 ; kwacha_dm ; 1937 
 2936 ; 2 кроны. Дания. На смерть Кристиана IX и восшествие на престол Фредерика VIII ; 1906 ;  ; Ag ; AU ; 61 ; les1968 ; 2043 
 2937 ; 2 кроны. Дания. На серебряную свадьбу ; 1923 ;  ; Ag ; XF ; 32 ; cvb ; 1020 
 2938 ; 2 кроны. Дания ; 1955 ;  ; Латунь ; VF ; 32 ; olga42 ; 82 
 2939 ; 20 франков. Саарленд ; 1954 ;  ; Al/Br ; XF+ ; 39 ; Саша55 ; 227 
 2940 ; 1 пайса. Британская Восточная Африка. Момбаса ; 1888 ;  ; Br ; VF+ ; 39 ; mirumir ; 791 
 2941 ; 50 пфеннигов. Германия ; 1943J ;  ; Al ; VF+ ; 17 ; D.F.C. ; 373 
 2942 ; 2,8 экю. Гибралтар ; 1992 ;  ; Cu-Ni ; XF ; 11 ; ВМШ ; 340 
 2943 ; 1 онза. Мексика ; 2010 ;  ; Ag ; AU ; 51 ; kostas ; 2891 
 2944 ; 1 доллар. США ; 2001 ;  ; Ag, позолота ; AU ; 27 ; D.F.C. ; 2198 
 2945 ; 1 доллар. США. Олимпиада. Упаковка ; 1983S ;  ; Ag ; Proof ; 11 ; duv ; 1247 
 2946 ; 1 доллар. США. Олимпиада. Упаковка ; 1984S ;  ; Ag ; Proof ; 11 ; fillin ; 1247 
 2947 ; 1 доллар. США. Эйзенхауэр ; 1972D ;  ; Cu-Ni ; VF-XF ; 3 ; D.F.C. ; 100 
 2948 ; 25 эре. Швеция ; 1947 ;  ; Ag ; VF ; 13 ; D.F.C. ; 69 
