 5496 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 10 ; 3ТЭП75 ; 38 
 4240 ; 1/2 пенни. Южная Родезия ; 1934 ;  ; Cu-Ni ; VF ; 13 ; spiritusvini ; 187 
 4241 ; 6 пенсов. Родезия и Ньясаленд ; 1962 ;  ; Cu-Ni ; XF ; 33 ; val211 ; 587 
 4242 ; 50 сантимов. Латвия ; 1992 ;  ; Cu-Ni ; VF+ ; 27 ; Хаа ; 45 
 4243 ; 1 лит. Литва ; 1991 ;  ; Cu-Ni ; VF+ ; 13 ; visitor ; 128 
 4244 ; 5 эре. Швеция ; 1907 ;  ; Br ; VF ; 17 ; калинов мост ; 55 
 4245 ; 5 оре. Швеция ; 1912 ;  ; Br ; VF ; 34 ; Magger ; 57 
 4246 ; 50 сентаов. Португальский Мозамбик ; 1945 ;  ; Br ; VF ; 37 ; Markgraf ; 142 
 4247 ; 1 пайса. Занзибар ; 1882 (1299) ;  ; Br ; VF- ; 22 ; ЛБС ; 464 
 4248 ; 20 центов. Австралия ; 1978 ;  ; Cu-Ni ; XF ; 9 ; rusin ; 22 
 4249 ; 10 центов. Австралия ; 1982 ;  ; Cu-Ni ; XF ; 5 ; SKeeper ; 21 
 4250 ; 10 центов. Австралия ; 1983 ;  ; Cu-Ni ; VF ; 5 ; SKeeper ; 21 
 4251 ; 10 центов. Австралия ; 1974 ;  ; Cu-Ni ; VF+ ; 4 ; collector64 ; 21 
 4252 ; 10 центов. Австралия ; 1979 ;  ; Cu-Ni ; VF+ ; 4 ; collector64 ; 21 
 4253 ; 10 центов. Новая Зеландия ; 1973 ;  ; Cu-Ni ; VF+ ; 11 ; rusin ; 29 
 4254 ; 10 центов. Австралия ; 1969 ;  ; Cu-Ni ; VF+ ; 4 ; kost ; 21 
 4255 ; 20 раппен. Швейцария ; 1944 ;  ; Cu-Ni ; VF+ ; 7 ; 54заза ; 36 
 4256 ; 20 раппен. Швейцария ; 1894 ;  ; Ni ; VF ; 13 ; Flagman ; 204 
 4257 ; 20 раппен. Швейцария ; 1925 ;  ; Ni ; VF+ ; 14 ; Flagman ; 114 
 4258 ; 20 раппен. Швейцария ; 1943 ;  ; Cu-Ni ; VF+ ; 6 ; Scorpionchic-sun ; 50 
 4259 ; 20 раппен. Швейцария ; 1939 ;  ; Cu-Ni ; VF+ ; 11 ; штурман ; 75 
 4260 ; 20 раппен. Швейцария ; 1926 ;  ; Ni ; XF ; 10 ; Flagman ; 83 
 4261 ; 10 раппен. Швейцария ; 1938 ;  ; Ni ; XF ; 13 ; русман ; 73 
 4262 ; 10 раппен. Швейцария ; 1932 ;  ; Ni ; XF ; 3 ; СВТ69 ; 54 
 4263 ; 10 раппен. Швейцария ; 1882 ;  ; Cu-Ni ; F-VF ; 3 ; СВТ69 ; 54 
 4264 ; 10 раппен. Швейцария ; 1946 ;  ; Cu-Ni ; VF+ ; 3 ; СВТ69 ; 54 
 4165 ; 2 евро. Мальта ; 2011 ;  ; Би/м ; AU ; 23 ; didisister ; 390 
 4166 ; 2 евро. Мальта ; 2014 ;  ; Би/м ; AU ; 17 ; BSR ; 561 
 4167 ; 2 евро. Словения ; 2014 ;  ; Би/м ; AU ; 12 ; Опятор ; 214 
 4168 ; 2 евро. Словения ; 2015 ;  ; Би/м ; AU ; 12 ; alexeyat ; 207 
 4169 ; 2 евро. Словения ; 2008 ;  ; Би/м ; AU ; 13 ; BSR ; 236 
 4170 ; 2 евро. Словения ; 2011 ;  ; Би/м ; AU ; 11 ; SuperLex ; 188 
 4171 ; 2 евро. Словения ; 2016 ;  ; Би/м ; AU ; 11 ; nivva ; 212 
 4172 ; 2 евро. Словакия ; 2016 ;  ; Би/м ; AU ; 11 ; nivva ; 212 
 4173 ; 2 евро. Словакия ; 2009 ;  ; Би/м ; AU ; 13 ; ВЯЗЪ ; 223 
 4174 ; 2 евро. Словакия ; 2015 ;  ; Би/м ; AU ; 8 ; alexeyat ; 207 
 4175 ; 2 евро. Словакия ; 2014 ;  ; Би/м ; AU ; 10 ; alexeyat ; 207 
 4176 ; 2 евро. Словакия ; 2011 ;  ; Би/м ; AU ; 10 ; alexeyat ; 184 
 4177 ; 2 евро. Словакия ; 2013 ;  ; Би/м ; AU ; 11 ; Опятор ; 212 
 4178 ; 2 евро. Латвия ; 2016 ;  ; Би/м ; AU ; 11 ; ashep ; 207 
 4179 ; 2 евро. Латвия ; 2014 ;  ; Би/м ; AU ; 20 ; X3.96rus ; 175 
 4180 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 22 ; X3.96rus ; 175 
 4181 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 7 ; Vanka ; 184 
 4182 ; 2 евро. Словения ; 2010 ;  ; Би/м ; AU ; 11 ; rus39-10 ; 250 
 4183 ; 2 евро. Словения ; 2013 ;  ; Би/м ; AU ; 15 ; ВЯЗЪ ; 222 
 4184 ; 2 евро. Австрия ; 2016 ;  ; Би/м ; AU ; 15 ; Интересант ; 227 
 4185 ; 2 евро. Литва ; 2015 ;  ; Би/м ; AU ; 9 ; sever55 ; 217 
 4186 ; 2 евро. Германия ; 2013 ;  ; Би/м ; XF ; 17 ; всыня ; 167 
 4187 ; 2 евро. Франция ; 2015 ;  ; Би/м ; XF+ ; 8 ; SuperLex ; 207 
 4188 ; 2 евро. Франция ; 2010 ;  ; Би/м ; XF ; 15 ; SuperLex ; 174 
 4189 ; 2 евро. Финляндия ; 2012 ;  ; Би/м ; XF ; 17 ; всыня ; 161 
 4190 ; 2 евро. Германия ; 2015 ;  ; Би/м ; XF+ ; 11 ; nivva ; 177 
 4191 ; 2 евро. Литва ; 2015 ;  ; Би/м ; XF ; 9 ; всыня ; 181 
 4192 ; 1 евро. Сан Марино ; 2014 ;  ; Би/м ; AU ; 14 ; collector64 ; 128 
 4193 ; 1 доллар. США ; 2011 Р ;  ; Cu-Zn-Ni ; XF+ ; 14 ; smn51 ; 125 
 4194 ; 1 доллар. США ; 2011 Р ;  ; Cu-Zn-Ni ; XF+ ; 6 ; sveta6369 ; 101 
 4195 ; 20 крон. Норвегия ; 2016 ;  ; Ж/м ; XF ; 18 ; yourius ; 360 
 4196 ; 20 крон. Норвегия ; 2000 ;  ; Ж/м ; VF ; 9 ; salim ; 186 
 4197 ; 20 крон. Норвегия ; 2006 ;  ; Ж/м ; VF+ ; 8 ; salim ; 254 
 4198 ; 10 крон. Норвегия ; 2008 ;  ; Ж/м ; XF ; 15 ; всыня ; 83 
 4199 ; 2 доллара. Канада ; 2012 ;  ; Би/м ; XF+ ; 14 ; Ной ; 128 
 4200 ; 1 доллар. Канада ; 2013 ;  ; Ж/м ; XF ; 17 ; t_v_v ; 59 
 4201 ; 1 доллар. Австралия ; 2005 ;  ; Ж/м ; VF ; 15 ; collector64 ; 91 
 4202 ; 1 доллар. Новая Зеландия ; 1990 ;  ; Ж/м ; VF ; 12 ; SerKon ; 124 
 4203 ; 1 песо. Куба ; 2012 ;  ; Лат ; AU ; 22 ; kornum ; 261 
 4204 ; 2 евро. Латвия ; 2016 ;  ; Би/м ; AU ; 11 ; Vanka ; 202 
 4205 ; 2 евро. Словения ; 2016 ;  ; Би/м ; AU ; 7 ; Vanka ; 202 
 4206 ; 2 евро. Финляндия ; 2016 ;  ; Би/м ; AU ; 5 ; Vanka ; 202 
 4207 ; 2 евро. Люксембург ; 2015 ;  ; Би/м ; AU ; 11 ; ZOLTAN333 ; 232 
 4208 ; 2 евро. Литва ; 2016 ;  ; Би/м ; AU ; 13 ; X3.96rus ; 184 
 4209 ; 2 сантима. Латвия ; 1932 ;  ; Br ; VF ; 27 ; Метро62 ; 120 
 4210 ; 50 тенге. Казахстан. Ж.Тешенев ; 2015 ;  ; Cu-Ni ; XF ; 12 ; Markgraf ; 67 
 4211 ; 50 тенге. Казахстан. Е.Бекмаханов ; 2015 ;  ; Cu-Ni ; XF+ ; 8 ; Markgraf ; 67 
 4212 ; 50 тенге. Казахстан. Восточные сказки ; 2015 ;  ; Cu-Ni ; XF+ ; 9 ; parusL ; 74 
 4213 ; 50 тенге. Казахстан. Жил-был пес ; 2014 ;  ; Cu-Ni ; AU ; 32 ; parusL ; 104 
 4214 ; 50 тенге. Казахстан. Венера-10 ; 2015 ;  ; Cu-Ni ; AU ; 35 ; Jek327 ; 106 
 4115 ; 2 евро. Бельгия ; 2009 ;  ; Би/м ; AU ; 17 ; кс ; 239 
 4116 ; 2 евро. Бельгия ; 2008 ;  ; Би/м ; AU ; 20 ; ml10 ; 273 
 4117 ; 2 евро. Бельгия ; 2012 ;  ; Би/м ; AU ; 10 ; тарнум ; 227 
 4118 ; 2 евро. Бельгия ; 2016 ;  ; Би/м ; AU ; 19 ; didisister ; 390 
 4119 ; 2 евро. Бельгия ; 2011 ;  ; Би/м ; AU ; 23 ; rus39-10 ; 228 
 4120 ; 2 евро. Бельгия ; 2014 ;  ; Би/м ; AU ; 17 ; ZOLTAN333 ; 218 
 4121 ; 2 евро. Испания ; 2016 ;  ; Би/м ; AU ; 12 ; nivva ; 217 
 4122 ; 2 евро. Испания ; 2011 ;  ; Би/м ; AU ; 12 ; rus39-10 ; 240 
 4123 ; 2 евро. Испания ; 2012 ;  ; Би/м ; AU ; 9 ; rus39-10 ; 240 
 4124 ; 2 евро. Испания ; 2013 ;  ; Би/м ; AU ; 10 ; Опятор ; 207 
 4125 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 25 ; X3.96rus ; 183 
 4126 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 27 ; наташа2712 ; 212 
 4127 ; 2 евро. Испания ; 2015 ;  ; Би/м ; AU ; 9 ; Vanka ; 202 
 4128 ; 2 евро. Испания ; 2010 ;  ; Би/м ; AU ; 11 ; кс ; 232 
 4129 ; 2 евро. Испания. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 15 ; ВЯЗЪ ; 301 
 4130 ; 2 евро. Австрия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 37 ; serg901 ; 302 
 4131 ; 2 евро. Италия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 22 ; serg901 ; 262 
 4132 ; 2 евро. Греция. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 21 ; mr.gold ; 264 
 4133 ; 2 евро. Португалия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 17 ; ВЯЗЪ ; 301 
 4134 ; 2 евро. Финляндия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 23 ; mr.gold ; 343 
 4135 ; 2 евро. Бельгия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 20 ; serg901 ; 258 
 4136 ; 2 евро. Испания. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 19 ; nivva ; 261 
 4137 ; 2 евро. Мальта. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 22 ; nivva ; 438 
 4138 ; 2 евро. Италия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 15 ; mr.gold ; 237 
 4139 ; 2 евро. Словакия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 10 ; тарнум ; 207 
 4140 ; 2 евро. Бельгия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 17 ; nivva ; 258 
 4141 ; 2 евро. Португалия ; 2014 ;  ; Би/м ; AU ; 13 ; тарнум ; 220 
 4142 ; 2 евро. Португалия ; 2012 ;  ; Би/м ; AU ; 14 ; жених ; 234 
 4143 ; 2 евро. Португалия ; 2009 ;  ; Би/м ; AU ; 18 ; BSR ; 337 
 4144 ; 2 евро. Португалия ; 2010 ;  ; Би/м ; AU ; 18 ; BSR ; 295 
 4145 ; 2 евро. Португалия ; 2013 ;  ; Би/м ; AU ; 13 ; Опятор ; 229 
 4146 ; 2 евро. Португалия ; 2014 ;  ; Би/м ; AU ; 22 ; тарнум ; 247 
 4147 ; 2 евро. Португалия ; 2016 ;  ; Би/м ; AU ; 16 ; кот баюн ; 220 
 4148 ; 2 евро. Португалия ; 2015 ;  ; Би/м ; AU ; 11 ; кот баюн ; 212 
 4149 ; 2 евро. Португалия ; 2011 ;  ; Би/м ; AU ; 31 ; жених ; 395 
 4150 ; 2 евро. Греция ; 2010 ;  ; Би/м ; AU ; 11 ; ВЯЗЪ ; 229 
 4151 ; 2 евро. Греция ; 2013 ;  ; Би/м ; AU ; 17 ; саны4 ; 273 
 4152 ; 2 евро. Греция ; 2014 ;  ; Би/м ; AU ; 13 ; тарнум ; 226 
 4153 ; 2 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 20 ; X3.96rus ; 184 
 4154 ; 2 евро. Греция ; 2011 ;  ; Би/м ; AU ; 13 ; ВЯЗЪ ; 231 
 4155 ; 2 евро. Греция ; 2014 ;  ; Би/м ; AU ; 15 ; тарнум ; 217 
 4156 ; 2 евро. Греция ; 2004 ;  ; Би/м ; AU ; 13 ; тарнум ; 204 
 4157 ; 2 евро. Греция ; 2013 ;  ; Би/м ; AU ; 11 ; v_bond ; 232 
 4158 ; 2 евро. Австрия ; 2005 ;  ; Би/м ; AU ; 23 ; mr.gold ; 308 
 4159 ; 2 евро. Монако ; 2013 ;  ; Би/м ; AU ; 19 ; Интересант ; 308 
 4160 ; 2 евро. Мальта ; 2013 ;  ; Би/м ; AU ; 13 ; Valera G ; 261 
 4161 ; 2 евро. Мальта ; 2012 ;  ; Би/м ; AU ; 22 ; didisister ; 390 
 4162 ; 2 евро. Мальта ; 2014 ;  ; Би/м ; AU ; 12 ; rus39-10 ; 239 
 4163 ; 2 евро. Мальта ; 2015 ;  ; Би/м ; AU ; 19 ; rus39-10 ; 423 
 4164 ; 2 евро. Мальта ; 2015 ;  ; Би/м ; AU ; 25 ; v_bond ; 308 
 4065 ; 2 евро. Германия ; 2015A ;  ; Би/м ; AU ; 12 ; Ной ; 156 
 4066 ; 2 евро. Нидерланды ; 2013 ;  ; Би/м ; AU ; 19 ; ag58 ; 275 
 4067 ; 2 евро. Нидерланды ; 2013 ;  ; Би/м ; AU ; 29 ; кс ; 199 
 4068 ; 2 евро. Нидерланды ; 2011 ;  ; Би/м ; AU ; 33 ; mr.gold ; 459 
 4069 ; 2 евро. Нидерланды ; 2014 ;  ; Би/м ; AU ; 19 ; Опятор ; 214 
 4070 ; 2 евро. Франция ; 2010 ;  ; Би/м ; AU ; 19 ; ml10 ; 217 
 4071 ; 2 евро. Франция ; 2008 ;  ; Би/м ; AU ; 35 ; ml10 ; 282 
 4072 ; 2 евро. Франция ; 2012 ;  ; Би/м ; AU ; 17 ; rus39-10 ; 345 
 4073 ; 2 евро. Франция ; 2015 ;  ; Би/м ; AU ; 13 ; BSR ; 237 
 4074 ; 2 евро. Франция ; 2014 ;  ; Би/м ; AU ; 16 ; Опятор ; 214 
 4075 ; 2 евро. Франция ; 2015 ;  ; Би/м ; AU ; 13 ; v_bond ; 218 
 4076 ; 2 евро. Франция ; 2016 ;  ; Би/м ; AU ; 19 ; SuperLex ; 248 
 4077 ; 2 евро. Франция ; 2011 ;  ; Би/м ; AU ; 15 ; SuperLex ; 224 
 4078 ; 2 евро. Франция ; 2014 ;  ; Би/м ; AU ; 15 ; Опятор ; 217 
 4079 ; 2 евро. Люксембург ; 2006 ;  ; Би/м ; AU ; 28 ; nivva ; 479 
 4080 ; 2 евро. Люксембург ; 2005 ;  ; Би/м ; AU ; 19 ; BSR ; 337 
 4081 ; 2 евро. Люксембург ; 2012 ;  ; Би/м ; AU ; 11 ; жених ; 235 
 4082 ; 2 евро. Люксембург ; 2007 ;  ; Би/м ; AU ; 15 ; BSR ; 334 
 4083 ; 2 евро. Люксембург ; 2012 ;  ; Би/м ; AU ; 14 ; ag58 ; 286 
 4084 ; 2 евро. Люксембург ; 2011 ;  ; Би/м ; AU ; 12 ; ag58 ; 286 
 4085 ; 2 евро. Люксембург ; 2015 ;  ; Би/м ; AU ; 15 ; nivva ; 227 
 4086 ; 2 евро. Люксембург ; 2004 ;  ; Би/м ; AU ; 17 ; nivva ; 373 
 4087 ; 2 евро. Люксембург ; 2014 ;  ; Би/м ; AU ; 13 ; BSR ; 217 
 4088 ; 2 евро. Люксембург ; 2015 ;  ; Би/м ; AU ; 13 ; Опятор ; 217 
 4089 ; 2 евро. Люксембург ; 2010 ;  ; Би/м ; AU ; 20 ; nivva ; 415 
 4090 ; 2 евро. Люксембург ; 2013 ;  ; Би/м ; AU ; 17 ; ag58 ; 301 
 4091 ; 2 евро. Люксембург ; 2008 ;  ; Би/м ; AU ; 15 ; ml10 ; 288 
 4092 ; 2 евро. Люксембург ; 2014 ;  ; Би/м ; AU ; 13 ; тарнум ; 227 
 4093 ; 2 евро. Люксембург ; 2007 ;  ; Би/м ; AU ; 16 ; ml10 ; 310 
 4094 ; 2 евро. Люксембург ; 2009 ;  ; Би/м ; AU ; 13 ; BSR ; 320 
 4095 ; 2 евро. Италия ; 2013 ;  ; Би/м ; AU ; 18 ; rus39-10 ; 244 
 4096 ; 2 евро. Италия ; 2013 ;  ; Би/м ; AU ; 14 ; Опятор ; 215 
 4097 ; 2 евро. Италия ; 2014 ;  ; Би/м ; AU ; 13 ; Опятор ; 202 
 4098 ; 2 евро. Италия ; 2006 ;  ; Би/м ; AU ; 22 ; nivva ; 171 
 4099 ; 2 евро. Италия ; 2004 ;  ; Би/м ; AU ; 14 ; тарнум ; 226 
 4100 ; 2 евро. Италия ; 2012 ;  ; Би/м ; AU ; 12 ; тарнум ; 201 
 4101 ; 2 евро. Италия ; 2014 ;  ; Би/м ; AU ; 9 ; Vanka ; 200 
 4102 ; 2 евро. Италия ; 2008 ;  ; Би/м ; AU ; 18 ; mr.gold ; 310 
 4103 ; 2 евро. Италия ; 2015 ;  ; Би/м ; AU ; 12 ; ВЯЗЪ ; 213 
 4104 ; 2 евро. Италия ; 2009 ;  ; Би/м ; AU ; 24 ; саны4 ; 304 
 4105 ; 2 евро. Италия ; 2011 ;  ; Би/м ; AU ; 27 ; Опятор ; 193 
 4106 ; 2 евро. Италия ; 2005 ;  ; Би/м ; AU ; 11 ; ZorroT ; 210 
 4107 ; 2 евро. Италия ; 2015 ;  ; Би/м ; AU ; 10 ; sever55 ; 217 
 4108 ; 2 евро. Италия ; 2010 ;  ; Би/м ; AU ; 20 ; Jek327 ; 169 
 4109 ; 2 евро. Италия ; 2016 ;  ; Би/м ; AU ; 11 ; sever55 ; 254 
 4110 ; 2 евро. Италия ; 2016 ;  ; Би/м ; AU ; 13 ; sever55 ; 254 
 4111 ; 2 евро. Бельгия ; 2010 ;  ; Би/м ; AU ; 13 ; ВЯЗЪ ; 218 
 4112 ; 2 евро. Бельгия ; 2013 ;  ; Би/м ; AU ; 26 ; X3.96rus ; 181 
 4113 ; 2 евро. Бельгия ; 2005 ;  ; Би/м ; AU ; 23 ; mr.gold ; 558 
 4114 ; 2 евро. Бельгия ; 2006 ;  ; Би/м ; AU ; 24 ; BSR ; 707 
 4015 ; 2 евро. Германия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; XF- ; 17 ; X3.96rus ; 224 
 4016 ; 2 евро. Германия. Бавария ; 2012 ;  ; Би/м ; XF- ; 10 ; aziya11 ; 195 
 4017 ; 2 евро. Германия. Гамбург ; 2008 ;  ; Би/м ; VF+ ; 23 ; наташа2712 ; 172 
 4018 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; XF- ; 25 ; Опятор ; 204 
 4019 ; 2 евро. Эстония. Поль Керес ; 2016 ;  ; Би/м ; XF+ ; 20 ; ZOLTAN333 ; 224 
 4020 ; 2 евро. Германия. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; VF+ ; 25 ; ВЯЗЪ ; 202 
 4021 ; 2 евро. Нидерланды. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 17 ; sever55 ; 259 
 4022 ; 2 евро. Финляндия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 18 ; тарнум ; 204 
 4023 ; 2 евро. Франция. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 19 ; SuperLex ; 227 
 4024 ; 2 евро. Кипр. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 12 ; жених ; 227 
 4025 ; 2 евро. Эстония. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 29 ; aziya11 ; 203 
 4026 ; 2 евро. Германия. 10 лет введения наличного евро ; 2012J ;  ; Би/м ; AU ; 20 ; salim ; 277 
 4027 ; 2 евро. Словения. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 16 ; жених ; 227 
 4028 ; 2 евро. Испания. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 14 ; ВЯЗЪ ; 222 
 4029 ; 2 евро. Германия. 10 лет введения наличного евро ; 2012A ;  ; Би/м ; AU ; 26 ; nivva ; 227 
 4030 ; 2 евро. Словакия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 15 ; ВЯЗЪ ; 223 
 4031 ; 2 евро. Португалия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 21 ; ag58 ; 301 
 4032 ; 2 евро. Италия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 20 ; жених ; 201 
 4033 ; 2 евро. Мальта. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 28 ; ml10 ; 303 
 4034 ; 2 евро. Австрия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 21 ; SuperLex ; 236 
 4035 ; 2 евро. Германия. 10 лет введения наличного евро ; 2012G ;  ; Би/м ; AU ; 21 ; salim ; 271 
 4036 ; 2 евро. Греция. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 17 ; жених ; 231 
 4037 ; 2 евро. Бельгия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; AU ; 16 ; жених ; 227 
 4038 ; 2 евро. Германия. 10 лет введения наличного евро ; 2012F ;  ; Би/м ; AU ; 20 ; aziya11 ; 169 
 4039 ; 2 евро. Финляндия ; 2013 ;  ; Би/м ; AU ; 18 ; тарнум ; 216 
 4040 ; 2 евро. Финляндия ; 2005 ;  ; Би/м ; AU ; 25 ; ♂ ; 309 
 4041 ; 2 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 20 ; ♂ ; 169 
 4042 ; 2 евро. Финляндия ; 2010 ;  ; Би/м ; AU ; 19 ; кс ; 254 
 4043 ; 2 евро. Финляндия ; 2012 ;  ; Би/м ; AU ; 22 ; Ной ; 165 
 4044 ; 2 евро. Финляндия ; 2016 ;  ; Би/м ; AU ; 13 ; v_bond ; 218 
 4045 ; 2 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 25 ; тарнум ; 209 
 4046 ; 2 евро. Финляндия ; 2009 ;  ; Би/м ; AU ; 32 ; BSR ; 308 
 4047 ; 2 евро. Финляндия ; 2006 ;  ; Би/м ; AU ; 24 ; serg901 ; 263 
 4048 ; 2 евро. Финляндия ; 2014 ;  ; Би/м ; AU ; 22 ; Ной ; 168 
 4049 ; 2 евро. Финляндия ; 2013 ;  ; Би/м ; AU ; 15 ; тарнум ; 209 
 4050 ; 2 евро. Финляндия ; 2004 ;  ; Би/м ; AU ; 31 ; rus39-10 ; 1699 
 4051 ; 2 евро. Финляндия ; 2014 ;  ; Би/м ; AU ; 22 ; X3.96rus ; 184 
 4052 ; 2 евро. Германия ; 2016G ;  ; Би/м ; AU ; 15 ; ashep ; 214 
 4053 ; 2 евро. Германия ; 2015J ;  ; Би/м ; AU ; 20 ; SuperLex ; 201 
 4054 ; 2 евро. Германия ; 2013G ;  ; Би/м ; AU ; 23 ; nivva ; 169 
 4055 ; 2 евро. Германия ; 2016D ;  ; Би/м ; AU ; 13 ; ashep ; 222 
 4056 ; 2 евро. Германия ; 2013G ;  ; Би/м ; AU ; 20 ; collector64 ; 159 
 4057 ; 2 евро. Германия ; 2014D ;  ; Би/м ; AU ; 11 ; t_v_v ; 180 
 4058 ; 2 евро. Германия ; 2010F ;  ; Би/м ; AU ; 29 ; nivva ; 217 
 4059 ; 2 евро. Германия ; 2010J ;  ; Би/м ; AU ; 14 ; nivva ; 224 
