 251 ; Полушка ; 1850 ; ЕМ ; Cu ; XF ; 27 ; sax ; 3400 
 3379 ; 1/4 анны. Британская Индия ; 1939 ;  ; Cu ; F-VF ; 9 ; grigoriKK ; 33 
 3380 ; 1 цент. Нидерланды ; 1876 ;  ; Br ; VF ; 44 ; дед морос ; 219 
 3381 ; 2 пфеннига. Германия ; 1874B ;  ; Cu ; VF- ; 49 ; rem16 ; 255 
 3382 ; 1 пфенниг. Пруссия ; 1869B ;  ; Cu ; VF- ; 72 ; rem16 ; 357 
 3383 ; 1 пфенниг. Анхальт-Бернбург ; 1862A ;  ; Cu ; VF- ; 35 ; 28134 ; 308 
 3384 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF- ; 33 ; don-juras ; 32 
 3385 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF+ ; 68 ; лесной ; 184 
 3386 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF ; 17 ; lielais ; 51 
 3387 ; 1 фартинг. Великобритания ; 1879 ;  ; Cu ; F+ ; 87 ; 1dima_s ; 400 
 3388 ; 1 крейцер. Австрия ; 1851A ;  ; Cu ; VF ; 25 ; Юбер ; 91 
 3389 ; 1 цент. Австралия ; 1966 ;  ; Br ; VF ; 9 ; Атлантик ; 14 
 3390 ; 1 пенни. Токен. Англия. Бирмингем ; 1812 ;  ; Cu ; VF- ; 33 ; Rostov-papa ; 630 
 3391 ; 1/2 пенни. Токен. Англия. Чичестер и Портсмут ; 1794 ;  ; Cu ; F-VF ; 45 ; Al0851 ; 510 
 3392 ; 1 цент. Французский Индо-Китай ; 1900 ;  ; Br ; VF-XF ; 21 ; LEBAMBA ; 303 
 3393 ; 10 кэш. Китай ;  ;  ; Br ; F-VF ; 31 ; Aleks72 ; 255 
 3394 ; 1/4 доллара. США. Национальный лес Маунд Худ ; 2010D ;  ; Cu-Ni ; AU ; 31 ; aleks.kss ; 50 
 3395 ; 1/4 доллара. США. Национальный лес Маунд Худ ; 2010P ;  ; Cu-Ni ; AU ; 20 ; Антон Семенович ; 34 
 3396 ; 1/4 доллара. США. Национальный парк Глейшер ; 2011D ;  ; Cu-Ni ; AU ; 9 ; lubopitnaja ; 29 
 3397 ; 1/4 доллара. США. Национальный парк Глейшер ; 2011P ;  ; Cu-Ni ; AU ; 22 ; lubopitnaja ; 33 
 3398 ; 1/4 доллара. США. Национальный парк Геттисберг ; 2011D ;  ; Cu-Ni ; AU ; 17 ; r52andrey ; 40 
 3399 ; 1/4 доллара. США. Национальный парк Геттисберг ; 2011P ;  ; Cu-Ni ; AU ; 17 ; lubopitnaja ; 28 
 3400 ; 1/4 доллара. США. Национальный парк Виксбург ; 2011D ;  ; Cu-Ni ; AU ; 11 ; aleks.kss ; 29 
 3401 ; 1/4 доллара. США. Национальный парк Виксбург ; 2011P ;  ; Cu-Ni ; AU ; 17 ; mezenat ; 40 
 3402 ; 1/4 доллара. США. Национальный парк Олимпик ; 2011D ;  ; Cu-Ni ; AU ; 12 ; Tirkos ; 31 
 3403 ; 1/4 доллара. США. Национальный парк Олимпик ; 2011P ;  ; Cu-Ni ; AU ; 34 ; aleks.kss ; 34 
 3404 ; 1/2 доллара. США ; 2011D ;  ; Cu-Ni ; AU ; 39 ; Aleks72 ; 39 
 3405 ; 1/2 доллара. США ; 2011P ;  ; Cu-Ni ; AU ; 30 ; Aleks72 ; 78 
 3406 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 30 ; vitalik72v ; 428 
 3407 ; 3 евро. Словения. Любляна-столица книги ; 2010 ;  ; Би/м ; AU ; 33 ; vitalik72v ; 228 
 3408 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 36 ; vitalik72v ; 208 
 3409 ; 2 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 20 ; BAG ; 201 
 3410 ; 1 пенни. Великобритания ; 1917 ;  ; Br ; F ; 13 ; страус ; 17 
 3411 ; 200 марок. Финляндия ; 1956Н ;  ; Ag ; XF+ ; 19 ; BAG ; 313 
 3312 ; 2 евро. Эстония. 10 лет введения евро ; 2010 ;  ; Би/м ; AU ; 41 ; vc57 ; 191 
 3313 ; 25 лир. Израиль. 1-ая годовщина смерти Давид Бен-Гуриона. С сертификатом ; 1974 ;  ; Ag ; Unc ; 113 ; maremark ; 1561 
 3314 ; 25 шиллингов. Сомали. Титаник ; 1998 ;  ; Cu/Ni ; Proof ; 50 ; vc57 ; 357 
 3315 ; 2 злотых. Польша. Горлица ; 2010 ;  ; Латунь ; AU ; 32 ; military ; 74 
 3316 ; 2 злотых. Польша. Тадеуш Маковский ; 2005 ;  ; Латунь ; AU ; 28 ; military ; 80 
 3317 ; 2 злотых. Польша. Вестерплатте ; 2009 ;  ; Латунь ; AU ; 21 ; military ; 80 
 3318 ; 2 злотых. Польша. Катовице ; 2010 ;  ; Латунь ; AU ; 20 ; military ; 80 
 3319 ; 2 злотых. Польша. Иоанн Павел II ; 2005 ;  ; Латунь ; AU ; 68 ; SSS200 ; 100 
 3320 ; 8 риалов. Мексика. Провинция Оахака. Война за независимость ; 1813 ;  ; Cu ; F ; 67 ; kont ; 1870 
 3321 ; 2 реала. Мексика (Испанская колония). Карлос IV. Мехико ; 1800FM ;  ; Ag ; F ; 49 ; shest ; 1173 
 3322 ; 2 реала. Перу (Испанская колония). Карлос IV. Лима ; 1807JP ;  ; Ag ; F+ ; 63 ; shest ; 1197 
 3323 ; 5 сентавос. Колумбия ; 1935 ;  ; Cu-Ni ; F-VF ; 46 ; pvg ; 67 
 3324 ; 2 дуита. Нидерландская Восточная Индия (Утрехт) ; 1790 ;  ; Cu ; F+ ; 11 ; max2008 ; 432 
 3325 ; 10 кэш. Китай (Министерство Финансов) ; CD1907 ;  ; Cu ; F-VF ; 15 ; Aleks72 ; 255 
 3326 ; 10 кэш. Китай. Провинция Chekiang ; ND(1903-1906) ;  ; Cu ; VG ; 22 ; Aleks72 ; 85 
 3327 ; 10 кэш. Китай. Провинция Fengtien ; CD1903 ;  ; Cu ; F-VF ; 42 ; Aleks72 ; 365 
 3328 ; 1 сапекю. Французский Индо-Китай ; 1888A ;  ; Br ; F-VF ; 86 ; LEBAMBA ; 725 
 3329 ; 5 центов. Французский Индо-Китай ; 1939 ;  ; Ni-Br ; F-VF ; 26 ; Farah ; 79 
 3330 ; 1 трамбио. Индия. Штат Катч ; 1920 ;  ; Cu ; F+ ; 97 ; bondars ; 169 
 3331 ; 1 рупия. Португальская Индия. Карлос I ; 1903 ;  ; Ag ; VF- ; 44 ; andreyM ; 847 
 3332 ; 20 эскудо. Португальский Мозамбик ; 1960 ;  ; Ag ; F-VF ; 53 ; Searcher ; 305 
 3333 ; 1 шиллинг. Британская Восточная Африка. Георг VI ; 1944 ;  ; Ag ; F ; 32 ; pvg ; 388 
 3334 ; 1 шиллинг. Британская Восточная Африка. Георг VI ; 1950 ;  ; Cu-Ni ; VF ; 45 ; Aleks72 ; 123 
 3335 ; 1 цент. Британская Восточная Африка и Уганда. Эдуард VII ; 1909 ;  ; Cu-Ni ; VF ; 50 ; murka1973 ; 357 
 3336 ; 50 сентаво. Боливия ; 1967 ;  ; Ni/St ; VF+ ; 20 ; alskr ; 35 
 3337 ; 1 песо боливиано. Боливия ; 1968 ;  ; Ni/St ; VF+ ; 22 ; pvg ; 45 
 3338 ; 2 крузейро. Бразилия ; 1961 ;  ; Al ; VF ; 20 ; pvg ; 45 
 3339 ; 1 новый крузадо. Бразилия ; 1989 ;  ; St ; AU ; 16 ; pvg ; 32 
 3340 ; 50 сентаво. Колумбия ; 1968 ;  ; Ni/St ; VF+ ; 31 ; Юбер ; 34 
 3341 ; 1/2 бальбоа. Панама ; 1973 ;  ; Cu-Ni ; VF ; 26 ; МНП68 ; 78 
 3342 ; 10 солей. Перу ; 1974 ;  ; Cu-Ni ; VF-XF ; 59 ; pvg ; 123 
 3343 ; 2 чентезимо. Уругвай ; 1953 ;  ; Cu-Ni ; VF ; 28 ; pvg ; 28 
 3344 ; 1 боливар. Венесуэла ; 1965 ;  ; Ag ; VF+ ; 36 ; bu ; 285 
 3345 ; 1 боливар. Венесуэла ; 1967 ;  ; Cu-Ni ; VF ; 20 ; andreyM ; 28 
 3346 ; 50 центов. Австралия. Елизавета II ; 1976 ;  ; Cu-Ni ; XF ; 54 ; rahmn ; 236 
 3347 ; 50 центов. Австралия. Серебряный юбилей. Елизавета II ; 1977 ;  ; Cu-Ni ; XF ; 66 ; sever1967 ; 100 
 3348 ; 50 центов. Австралия. Елизавета II ; 2001 ;  ; Cu-Ni ; AU ; 62 ; alskr ; 91 
 3349 ; 50 центов. Австралия. Елизавета II ; 2002 ;  ; Cu-Ni ; AU ; 71 ; andreyM ; 86 
 3350 ; 1 крона. Бермудские острова ; 1964 ;  ; Ag ; AU ; 43 ; AGM62 ; 800 
 3351 ; 5 центов. Кокосовые и Келлинга о-ва ; 2004 ;  ; Cu-Ni ; AU ; 41 ; ask ; 113 
 3352 ; 10 центов. Кокосовые и Келлинга о-ва ; 2004 ;  ; Cu-Ni ; AU ; 36 ; patap100 ; 145 
 3353 ; 20 центов. Фиджи ; 1990 ;  ; Ni/St ; AU ; 43 ; _1111_ ; 63 
 3354 ; 50 центов. Соломоновы острова ; 1996 ;  ; Cu-Ni ; XF+ ; 43 ; rahmn ; 90 
 3355 ; 5 центов. США ; 2005D ;  ; Cu/Ni ; AU ; 6 ; Aleks72 ; 26 
 3356 ; 5 центов. США ; 2005D ;  ; Cu/Ni ; AU ; 3 ; Aleks72 ; 24 
 3357 ; 10 филлеров. Венгрия ; 1894 ;  ; Ni ; VF+ ; 16 ; gurtov ; 51 
 3358 ; 1 пайса. Индия. Штат Бахавалпур ; 1342 ;  ; Br ; VF ; 63 ; uuu ; 153 
 3359 ; 1 пайса. Индия. Штат Бахавалпур ; 1343 ;  ; Br ; VF ; 73 ; Aleks72 ; 175 
 3360 ; 200000 марок. Нотгельд. Гамбург ; 1923J ;  ; Al ; XF ; 113 ; riga1979 ; 453 
 3361 ; 5 пфеннигов. Веймар ; 1923A ;  ; Al/Br ; AU ; 38 ; лесной ; 204 
 3262 ; 1/4 доллара. США. Северные Марианские острова ; 2009P ;  ; Cu-Ni ; AU ; 38 ; ADD ; 63 
 3263 ; 1/4 доллара. США. Северные Марианские острова ; 2009P ;  ; Cu-Ni ; AU ; 25 ; rahmn ; 63 
 3264 ; 1/4 доллара. США. Штат Калифорния. Йосемитский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 13 ; military ; 42 
 3265 ; 1/4 доллара. США. Штат Калифорния. Йосемитский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 15 ; aleks.kss ; 36 
 3266 ; 1/4 доллара. США. Штат Арканзас. Национальный парк Хот-Спрингс ; 2010D ;  ; Cu-Ni ; AU ; 20 ; aleks.kss ; 41 
 3267 ; 1/4 доллара. США. Штат Арканзас. Национальный парк Хот-Спрингс ; 2010D ;  ; Cu-Ni ; AU ; 17 ; aleks.kss ; 38 
 3268 ; 1/4 доллара. США. Штат Орегон. Национальный лес Маунд Худ ; 2010P ;  ; Cu-Ni ; AU ; 39 ; aleks.kss ; 51 
 3269 ; 1/4 доллара. США. Штат Орегон. Национальный лес Маунд Худ ; 2010P ;  ; Cu-Ni ; AU ; 9 ; pref ; 27 
 3270 ; 1/4 доллара. США. Штат Аризона. Национальный парк Гранд-Каньон ; 2010P ;  ; Cu-Ni ; AU ; 24 ; aleks.kss ; 59 
 3271 ; 1/4 доллара. США. Штат Аризона. Национальный парк Гранд-Каньон ; 2010P ;  ; Cu-Ni ; AU ; 17 ; aleks.kss ; 38 
 3272 ; 1/4 доллара. США. Штат Вайоминг. Йеллоустоунский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 56 ; aleks.kss ; 59 
 3273 ; 1/4 доллара. США. Штат Вайоминг. Йеллоустоунский национальный парк ; 2010P ;  ; Cu-Ni ; AU ; 16 ; aleks.kss ; 36 
 3274 ; 1/4 доллара. США. Штат Пенсильвания. Национальный парк Геттисберг ; 2011P ;  ; Cu-Ni ; AU ; 23 ; military ; 53 
 3275 ; 1/4 доллара. США. Штат Пенсильвания. Национальный парк Геттисберг ; 2011P ;  ; Cu-Ni ; AU ; 14 ; r52andrey ; 50 
 3276 ; 1/4 доллара. США. Штат Миссисипи. Национальный парк Виксбург ; 2011D ;  ; Cu-Ni ; AU ; 5 ; aleks.kss ; 41 
 3277 ; 1/4 доллара. США. Штат Миссисипи. Национальный парк Виксбург ; 2011D ;  ; Cu-Ni ; AU ; 10 ; pref ; 28 
 3278 ; 1/4 доллара. США. Штат Вашингтон. Национальный парк Олимпик ; 2011P ;  ; Cu-Ni ; AU ; 8 ; aleks.kss ; 43 
 3279 ; 1/4 доллара. США. Штат Вашингтон. Национальный парк Олимпик ; 2011P ;  ; Cu-Ni ; AU ; 16 ; Tirkos ; 36 
 3280 ; 1/4 доллара. США. Штат Монтана. Национальный парк Глейшер ; 2011D ;  ; Cu-Ni ; AU ; 40 ; aleks.kss ; 40 
 3281 ; 1/4 доллара. США. Штат Монтана. Национальный парк Глейшер ; 2011D ;  ; Cu-Ni ; AU ; 13 ; Gell13 ; 31 
 3282 ; 2 евро. Образец. Словакия ; 2003 ;  ; Би/м ; AU ; 54 ; vitalik72v ; 500 
 3283 ; 2 евро. Образец. Великобритания ; 2003 ;  ; Би/м ; AU ; 30 ; vitalik72v ; 567 
 3284 ; 2 евро. Образец. Сербия ; 2003 ;  ; Би/м ; AU ; 20 ; vitalik72v ; 510 
 3285 ; 1 цент. США ; 1944 ;  ; Cu-Zn ; VF- ; 25 ; страус ; 25 
 3286 ; 100 лир. Турция ; 1988 ;  ; Cu-Ni ; F+ ; 28 ; Aleks72 ; 48 
 3287 ; 1 тугрик. Монголия. 50 лет Монгольской революции ; 1971 ;  ; Al/Br ; VF ; 13 ; bondars ; 71 
 3288 ; 100 драхм. Греция ; 1992 ;  ; Латунь ; VF+ ; 24 ; military ; 34 
 3289 ; 2 кроны. Эстония. Крепость Томпеа ; 1930 ;  ; Ag ; VF+ ; 70 ; bu ; 400 
 3290 ; 50 гапик. Азербайджан ; 2002 ;  ; Би/м ; AU ; 36 ; ВМШ ; 87 
 3291 ; 10 тебе. Ботсвана ; 1984 ;  ; Cu/Ni ; VF ; 27 ; Ghjcnj ; 42 
 3292 ; 20 пенсов. Великобритания, Елизавета II ; 1995 ;  ; Cu/Ni ; XF ; 53 ; Aleks72 ; 79 
 3293 ; 1 рупия. Цейлон ; 1982 ;  ; Cu/Ni ; VF ; 21 ; Aleks72 ; 33 
 3294 ; 1/4 доллара. США ; 1984 ;  ; Cu/Ni ; VF- ; 28 ; serggei ; 72 
 3295 ; 25 песет. Испания. Чемпионат мира по футболу 1982г ; 1980 ;  ; Cu/Ni ; VF+ ; 23 ; С Урала ; 23 
 3296 ; 6 пенсов. Великобритания, Елизавета II ; 1959 ;  ; Cu/Ni ; VF- ; 40 ; t_v_v ; 38 
 3297 ; 6 пенсов. Ирландия. Собака ; 1959 ;  ; Cu/Ni ; VF+ ; 9 ; Юбер ; 42 
 3298 ; 2 бата. Твйланд. FAO (1945-1995) ; 1995 ;  ; Cu/Ni ; XF ; 25 ; Юбер ; 46 
 3299 ; 10 центов. Восточные карибские штаты, Елизавета II. Корабль ; 1981 ;  ; Cu/Ni ; VF ; 26 ; t_v_v ; 25 
 3300 ; 10 пенсов. Ирландия ; 1995 ;  ; Cu/Ni ; XF+ ; 24 ; 542 ; 33 
 3301 ; 5 чентезими. Италия ; 1933 ;  ; Cu ; VF ; 39 ; dgekson ; 76 
 3302 ; 1 гривна. Украина. 65 лет победы в ВОВ ; 2010 ;  ; Латунь ; XF ; 44 ; teemu ; 123 
 3303 ; 1 гривна. Украина. Князь Владимир Великий ; 2005 ;  ; Латунь ; XF- ; 14 ; teemu ; 31 
 3304 ; 50 рупий. Индонезия. Варан ; 1996 ;  ; Латунь ; VF ; 55 ; _1111_ ; 83 
 3305 ; 50 чентезими. Италия ; 1941 ;  ; St ; VF-XF ; 61 ; av ; 85 
 3306 ; 20 чентезими. Италия ; 1943 ;  ; St ; VF+ ; 20 ; av ; 30 
 3307 ; 1 крона. Исландия. Рыба ; 2006 ;  ; Ni/Fe ; XF+ ; 19 ; Aleks72 ; 31 
 3308 ; 25 центов. Канада. Гордость ; 2000 ;  ; Ni/Fe ; AU ; 28 ; _1111_ ; 42 
 3309 ; 50 сантимов. Франция, Немецкая оккупация, провинция Виши ; 1942 ;  ; Al ; VF ; 16 ; _1111_ ; 53 
 3310 ; 1 цент. Нидерландские Антиллы ; 1996 ;  ; Al ; XF ; 23 ; Юбер ; 34 
 3311 ; 1 гапик. Азербайджан ; 2002 ;  ; Cu/Fe ; AU ; 34 ; ВМШ ; 83 
 3212 ; 5 эре. Швеция ; 1947 ;  ; Fe ; VF- ; 25 ; Searcher ; 32 
 3213 ; 5 эре. Швеция ; 1949 ;  ; Fe ; VF- ; 13 ; max2008 ; 45 
 3214 ; 5 эре. Швеция ; 1950 ;  ; Fe ; VF- ; 35 ; Searcher ; 37 
 3215 ; 5 эре. Швеция ; 1950 ;  ; Br ; VF ; 13 ; 2372 ; 32 
 3216 ; 2 эре. Швеция ; 1938 ;  ; Br ; VF ; 29 ; pvg ; 36 
 3217 ; 1эре. Швеция ; 1942 ;  ; Fe ; VF- ; 31 ; pvg ; 32 
 3218 ; 20 рублей. Белоруссия. Каляды ; 2004 ;  ; Ag ; XF ; 96 ; AB ; 3978 
 3219 ; 1 крейцер. Австрия ; 1761 ;  ; Cu ; F-VF ; 47 ; pvg ; 249 
 3220 ; 10 лепт. Греция ; 1882 ;  ; Br ; VF+ ; 41 ; кве ; 3550 
 3221 ; 1 крейцер. Баден, Фридрих (1852-1907) ; 1870 ;  ; Br ; VF- ; 24 ; кве ; 261 
 3222 ; 1 хеллер. Гессен-Дармштадт, Людвиг II (1830-1848) ; 1846 ;  ; Br ; F ; 6 ; jj ; 107 
 3223 ; 1 пфенниг. Пруссия, Вильгельм I (1861-1888) ; 1867C ;  ; Br ; VF ; 23 ; Aleks72 ; 126 
 3224 ; 6 пенсов. Великобритания, Виктория ; 1886 ;  ; Ag ; F ; 14 ; Павлов75 ; 444 
 3225 ; 3 пенса. Великобритания, Георг V ; 1912 ;  ; Ag ; VF- ; 51 ; Ley ; 149 
 3226 ; 1 рупия. Британская Индия, Георг VI ; 1944 ;  ; Ag ; VF+ ; 36 ; bu ; 470 
 3227 ; 8 дублей. Британский о-в Гернси, Георг V ; 1914 ;  ; Br ; VF ; 15 ; AGM62 ; 164 
 3228 ; 1/12 шиллинг. Британский о-в Джерси, Виктория ; 1877 ;  ; Br ; F-VF ; 28 ; pvg ; 327 
 3229 ; 1/24 шиллинга. Британский о-в Джерси, Виктория ; 1877 ;  ; Br ; VF ; 37 ; AGM62 ; 255 
 3230 ; 1/12 шиллинг. Британский о-в Джерси, Георг V ; 1923 ;  ; Br ; F-VF ; 30 ; pvg ; 189 
 3231 ; 1 пенни. Британская Южная Африка, Георг VI ; 1952 ;  ; Br ; VF ; 37 ; pvg ; 149 
 3232 ; 10 центов. Британский Гонконг, Георг VI ; 1948 ;  ; Br ; VF-XF ; 26 ; andreyM ; 92 
 3233 ; 10 центов. Британская Малайя и Британское Борнео, Елизавета II ; 1961 ;  ; Ni ; XF ; 43 ; AGM62 ; 57 
 3234 ; 1 пенни. Ирландия ; 1935 ;  ; Br ; VF ; 24 ; sidr ; 100 
 3235 ; 1 крейцер. Австро-Венгерская Империя, Венгрия, Франц-Иосиф I ; 1885KB ;  ; Br ; F+ ; 35 ; smel ; 68 
 3236 ; 5 сантимов. Франция. Нотгельд торговой палаты города Байонна. Деформация ; 1922 ;  ; St ; F ; 28 ; smel ; 85 
 3237 ; 50 сантимов. Франция, 3-я республика ; 1908 ;  ; Ag ; F-VF ; 10 ; veter 9 ; 130 
 3238 ; 5 сантимов. Франция. Нотгельд округа Эврё ; 1921 ;  ; Al ; XF ; 46 ; Freezzzz ; 182 
 3239 ; 10 сантимов. Франция. Нотгельд города Шато ; 1918 ;  ; Br ; VF ; 74 ; Leon17 ; 191 
 3240 ; 5 центов. Бельгия, Леопольд I (1831-1865). Деформация ; 1833 ;  ; Cu ; F ; 22 ; alskr ; 39 
 3241 ; 10 сантимов. Бельгийское Конго, Альберт (1909-1934) ; 1911 ;  ; Ni ; VF ; 34 ; pvg ; 114 
 3242 ; 1 лира. Сирия ; 1950 ;  ; Ag ; VF- ; 37 ; bu ; 331 
 3243 ; 1 цент. США ; 1907 ;  ; Br ; F-VF ; 25 ; Aleks72 ; 348 
 3244 ; 1 доллар. США ; 1971 ;  ; Cu-Ni ; VF-XF ; 50 ; Gell13 ; 89 
 3245 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; VF-XF ; 24 ; Gell13 ; 85 
 3246 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; XF- ; 26 ; Gell13 ; 87 
 3247 ; 1 доллар. США ; 1974 ;  ; Cu-Ni ; XF+ ; 17 ; xct ; 102 
 3248 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 16 ; Gell13 ; 85 
 3249 ; 1/4 доллара. США ; 1965 ;  ; Cu-Ni ; VF ; 14 ; pvg ; 33 
 3250 ; 1/4 доллара. США ; 1965 ;  ; Cu-Ni ; VF- ; 12 ; страус ; 32 
 3251 ; 1/4 доллара. США ; 1966 ;  ; Cu-Ni ; VF- ; 44 ; serggei ; 75 
 3252 ; 1/4 доллара. США. Американские Виргинские острова ; 2009P ;  ; Cu-Ni ; AU ; 45 ; vova10 ; 63 
 3253 ; 1/4 доллара. США. Американские Виргинские острова ; 2009P ;  ; Cu-Ni ; AU ; 26 ; rahmn ; 60 
 3254 ; 1/4 доллара. США. Округ Колумбия ; 2009D ;  ; Cu-Ni ; AU ; 30 ; vladzory ; 50 
 3255 ; 1/4 доллара. США. Округ Колумбия ; 2009D ;  ; Cu-Ni ; AU ; 35 ; aleks.kss ; 62 
 3256 ; 1/4 доллара. США. Гуам ; 2009P ;  ; Cu-Ni ; AU ; 30 ; kont ; 45 
 3257 ; 1/4 доллара. США. Гуам ; 2009P ;  ; Cu-Ni ; AU ; 19 ; aleks.kss ; 46 
 3258 ; 1/4 доллара. США. Пуэрто-Рико ; 2009P ;  ; Cu-Ni ; AU ; 54 ; rahmn ; 67 
 3259 ; 1/4 доллара. США. Пуэрто-Рико ; 2009P ;  ; Cu-Ni ; AU ; 27 ; aleks.kss ; 49 
 3260 ; 1/4 доллара. США. Американское Самоа ; 2009P ;  ; Cu-Ni ; AU ; 29 ; rahmn ; 67 
 3261 ; 1/4 доллара. США. Американское Самоа ; 2009D ;  ; Cu-Ni ; AU ; 23 ; rahmn ; 59 
 3162 ; 100 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 26 ; валери ; 955 
