 5644 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; sifirot ; 35 
 4138 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu-Ni ; AU ; 9 ; canario ; 114 
 4139 ; 2 гривны. Украина. Павло Чувинский ; 2009 ;  ; Cu-Ni ; AU ; 20 ; vadsev73 ; 160 
 4140 ; 2 гривны. Украина. Георгий Нарбут ; 2006 ;  ; Cu-Ni ; XF+ ; 12 ; canario ; 126 
 4141 ; 2 гривны. Украина. Лев Ландау ; 2008 ;  ; Cu-Ni ; AU ; 16 ; mitisson ; 177 
 4142 ; 2 гривны. Украина. 100 лет Киевскому национальному экономическому университету ; 2006 ;  ; Cu-Ni ; AU ; 14 ; vadsev73 ; 169 
 4143 ; 2 гривны. Украина. М.Д.Стажеско ; 2006 ;  ; Cu-Ni ; AU ; 16 ; vadsev73 ; 171 
 4144 ; 2 гривны. Украина. Микола Боголюбов ; 2009 ;  ; Cu-Ni ; AU ; 8 ; aziya11 ; 101 
 4145 ; 2 гривны. Украина. Кость Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 7 ; всыня ; 99 
 4146 ; 2 гривны. Украина. Георгий Вороний ; 2008 ;  ; Cu-Ni ; AU ; 6 ; vadsev73 ; 102 
 4147 ; 2 гривны. Украина. Богдан-Игорь Антоний ; 2009 ;  ; Cu-Ni ; AU ; 16 ; kornum ; 101 
 4148 ; 2 гривны. Украина. Григорий Критка-Основяненко ; 2008 ;  ; Cu-Ni ; AU ; 6 ; vadsev73 ; 101 
 4149 ; 2 гривны. Украина. 125 лет Харьковскому национальному техническому университету ; 2010 ;  ; Cu-Ni ; AU ; 9 ; eliseev alex ; 100 
 4150 ; 2 евро. Финляндия. Ян Сибелиус ; 2015 ;  ; би/м ; XF+ ; 23 ; nays ; 236 
 4151 ; 2 евро. Эстония. 10 лет валютному союзу ; 2012 ;  ; би/м ; AU ; 30 ; chief28 ; 265 
 4152 ; 2 евро. Германия. Бавария ; 2012F ;  ; би/м ; XF ; 21 ; Hotey ; 265 
 4153 ; 10 гривен. Украина. Победа в Конотопской битве. Коробка, сертификат ; 2009 ;  ; Ag ; Proof ; 43 ; В1951 ; 2168 
 4154 ; 10 гривен. Украина. Песчаный слепыш. В коробке, с сертификатом ; 2005 ;  ; Ag ; Proof ; 49 ; Жигурда ; 3855 
 4155 ; 20 гривен. Украина. Освободительная война XVII века. Коробка, сертификат ; 1998 ;  ; Ag ; Proof ; 57 ; В1951 ; 3186 
 4056 ; 1 цент. Цейлон ; 1870 ;  ; Br ; VF- ; 10 ; Rosomaha ; 227 
 4057 ; 25 центов. Цейлон ; 1943 ;  ; Al/Br ; VF ; 52 ; val211 ; 108 
 4058 ; 1 цент. Восточная Африка ; 1951 ;  ; Br ; VF- ; 23 ; colonel6262 ; 77 
 4059 ; 1 пайс. Индия ; 1944 ;  ; Br ; VF ; 11 ; sparrow ; 57 
 4060 ; Монета Индия. Барода ;  ;  ; Br ; F ; 21 ; Sterh ; 79 
 4061 ; 1/2 пайса. Индия ; 1934 ;  ; Br ; VF ; 24 ; gusar ; 128 
 4062 ; 1/4 анны. Индия ; 1939 ;  ; Br ; VF ; 13 ; sparrow ; 67 
 4063 ; Пайса. Индия. Штат Датия. Мухаммад Акбар II ; 1806-1837 ;  ; Br ; F+ ; 16 ; aziya11 ; 235 
 4064 ; 2 пайсы. Индия. Хайдерабад ;  ;  ; Br ; F+ ; 13 ; Rosomaha ; 117 
 4065 ; 1/4 анны. Индия. Гвалиор ; 1917 ;  ; Br ; VF- ; 16 ; SERGE5064 ; 227 
 4066 ; 5 пайс. Непал ; 1965 ;  ; Br ; VF ; 7 ; eres ; 102 
 4067 ; 1/2 пайсы. Индия. Гвалиор ; 1901 ;  ; Br ; F ; 14 ; SERGE5064 ; 120 
 4068 ; 1/4 анны. Индия. Гвалиор ; 1942 ;  ; Br ; VF ; 7 ; eres ; 101 
 4069 ; 4 мон. Япония ; 1769-1860 ;  ; Br ; F ; 21 ; дилитант ; 153 
 4070 ; 40 рейс. Бразилия ; 1828 ;  ; Br ; F-VF ; 31 ; Emv ; 340 
 4071 ; 50 сентаво. Бразилия ; 1978 ;  ; Ni/St ; XF ; 12 ; kornum ; 59 
 4072 ; 1/4 анны. Индия. Гвалиор ;  ;  ; Br ; VF- ; 18 ; shaxter2015 ; 148 
 4073 ; Фалус. Индия. Джунпурский султанат ; 1402-1440 ;  ; Cu ; F ; 15 ; aziya11 ; 186 
 4074 ; Монета Испания ;  ;  ; Cu ; VG ; 13 ; canario ; 59 
 4075 ; 1/4 какини. Индия. Навар ; 340 ;  ; Cu ; F ; 23 ; banks ; 161 
 4076 ; Монета индия. Кангра ; 15 век ;  ; Cu ; F ; 14 ; aziya11 ; 186 
 4077 ; Мараведи Испания ; 17 век ;  ; Cu ; F- ; 13 ; aziya11 ; 157 
 4078 ; Фалус. Индия. Джуанпурский Султанат ; 1402-1440 ;  ; Cu ; F- ; 15 ; aziya11 ; 186 
 4079 ; 1 пайса. Индия. Штат Оргха ; 1776-1817 ;  ; Cu ; VG ; 9 ; aziya11 ; 186 
 4080 ; Монета Индия. Джитал ; 15 век ;  ; Ag ; G ; 18 ; aziya11 ; 184 
 4081 ; 2 гани. Индия. Делийский Султанат ; 1298-1312 ;  ; Ag ; VG ; 33 ; Hotey ; 370 
 4082 ; 1 кармапан. Империя Маурьев ; 317-180 гг до нэ ;  ; Ag ; VG ; 38 ; ASTRAL ; 398 
 4083 ; 25 новых пенсов. Великобритания.  Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu-Ni ; XF+ ; 17 ; 2372 ; 123 
 4084 ; 25 новых пенсов. Великобритания. 80-лет королеве-матери ; 1980 ;  ; Cu-Ni ; AU ; 21 ; 2372 ; 150 
 4085 ; 25 новых пенсов. Великобритания. Свадьба принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; XF ; 11 ; Moribor ; 142 
 4086 ; 25 центов. Каймановы  острова ; 1974 ;  ; Cu-Ni ; Proof ; 53 ; MaximusM ; 373 
 4087 ; 50 центов. Каймановы  острова. Рыба - королевский карибский ангел ; 1974 ;  ; Ag ; Proof ; 47 ; olancepok ; 1041 
 4088 ; 50 центов. Британские Вигринские острова. Коричневый пеликан ; 1974 ;  ; Cu-Ni ; Proof ; 48 ; alapabula ; 384 
 4089 ; 1 доллар. Гайана. Крокодиловый кайман ; 1979 ;  ; Cu-Ni ; Proof ; 28 ; mr.812 ; 590 
 4090 ; 50 пенсов. Великобритания. Игры стран содружества в Глазго ; 2014 ;  ; Cu-Ni ; XF ; 16 ; didisister ; 148 
 4091 ; 2 фунта. Великобритания. Символ индустриального развития страны в 18м веке ; 2005 ;  ; би/м ; AU ; 26 ; dim66 ; 365 
 4092 ; 1 фунт. Великобритания. Новый герб. "Пятый портрет Елизаветы II" ; 2015 ;  ; Ж/м ; XF ; 45 ; k212 ; 903 
 4093 ; 1/2 кроны. Новая Зеландия ; 1934 ;  ; Ag ; VF-XF ; 45 ; aleksss ; 765 
 4094 ; 3 пенса. Великобритания ; 1941 ;  ; Al/Br ; XF- ; 55 ; alapabula ; 293 
 4095 ; 1/2 пенни. Великобритания ; 1958 ;  ; Br ; XF+ ; 59 ; alapabula ; 206 
 4096 ; 1 фартинг. Великобритания ; 1909 ;  ; Br ; VF- ; 24 ; Александ98 ; 59 
 4097 ; 1 фартинг. Великобритания ; 1865 ;  ; Ag ; VF- ; 39 ; shaxter2015 ; 227 
 4098 ; 2 шиллинга. Великобритания ; 1941 ;  ; Ag ; XF+ ; 14 ; Moribor ; 320 
 4099 ; 5 долларов. Либерия. Новые монеты Ватикана ; 2003 ;  ; Cu-Ni ; AU ; 41 ; murew ; 352 
 4100 ; 1 крона. Остров Мэн. Серебряный юбилей правления Елизаветы II ; 1977 ;  ; Cu-Ni ; XF ; 36 ; СТРЕКОЗА ; 312 
 4101 ; 1 франк. Западная Африка ; 1978 ;  ; St ; XF ; 19 ; MaximusM ; 200 
 4102 ; 2 марки. ФРГ ; 1992А ;  ; Cu-Ni ; VF ; 7 ; solder13 ; 82 
 4103 ; 2 евро. Латвия. Аист ; 2015 ;  ;  ; AU ; 12 ; nays ; 267 
 4104 ; 1 евро. Литва ; 2015 ;  ;  ; XF ; 7 ; спарта ; 94 
 4105 ; 1 стотинка. Болгария ; 1912 ;  ; Br ; VF+ ; 25 ; zx123 ; 255 
 4006 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 23 ; chief28 ; 301 
 4007 ; 2 евро. Греция. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 7 ; nays ; 259 
 4008 ; 2 евро. Ирландия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 17 ; mishakl ; 389 
 4009 ; 2 евро. Австрия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 15 ; nays ; 259 
 4010 ; 2 евро. Испания. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 15 ; nays ; 254 
 4011 ; 1 цент. Стрейтс-Сетлментс ; 1920 ;  ; Br ; VF ; 12 ; SKeeper ; 67 
 4012 ; 1 пенни. Ирландия ; 1942 ;  ; Br ; VF ; 19 ; sergeyklimoff ; 38 
 4013 ; 1 пфенниг. Германия ; 1909 ;  ; Br ; VF ; 11 ; 312 ; 36 
 4014 ; 1/4 анны. Британская Индия ; 1940 ;  ; Br ; VF ; 27 ; MaximusM ; 90 
 4015 ; 1/4 анны. Восточная Индийская Компания ; 1835 ;  ; Br ; F+ ; 39 ; max96 ; 235 
 4016 ; 1 пайса. Индия ; 1953 ;  ; Br ; VF ; 15 ; SERGE5064 ; 110 
 4017 ; Фартинг. Великобритания ; 1907 ;  ; Br ; VF- ; 8 ; orex ; 51 
 4018 ; 1 пенни. Ирландия ; 1933 ;  ; Br ; VF ; 6 ; MaximusM ; 37 
 4019 ; 1 цент. Цейлон ; 1870 ;  ; Br ; VF- ; 33 ; vovaT25 ; 153 
 4020 ; 20 рейс. Бразилия ; 1870 ;  ; Br ; VF ; 21 ; Bronco ; 185 
 4021 ; Доллар. Британская Колумбия ; 1971 ;  ; Cu-Ni ; XF ; 25 ; sibirian ; 105 
 4022 ; 2 шиллинга 6 пенсов. Ирландия ; 1967 ;  ; Cu-Ni ; VF ; 3 ; Rabot5 ; 143 
 4023 ; 3 пенса. Ирландия ; 1934 ;  ; Cu-Ni ; VF+ ; 28 ; yourius ; 114 
 4024 ; Флорин. Ирландия ; 1959 ;  ; Cu-Ni ; VF+ ; 12 ; yourius ; 73 
 4025 ; 200 рейс. Бразилия ; 1901 ;  ; Cu-Ni ; F-VF ; 28 ; Rober ; 59 
 4026 ; 1/10 пенни. Британская Западная Африка ; 1945 ;  ; Cu-Ni ; XF ; 64 ; kornum ; 227 
 4027 ; 1/4 рупии. Индия ; 1947 ;  ; Cu-Ni ; VF- ; 6 ; 312 ; 28 
 4028 ; 1/4 рупии. Индия ; 1947 ;  ; Cu-Ni ; VF- ; 24 ; canario ; 40 
 4029 ; 2 анны. Пакистан ; 1949 ;  ; Cu-Ni ; F-VF ; 9 ; t_v_v ; 69 
 4030 ; 1 раппен. Швейцария ; 1942 ;  ; Zn ; F+ ; 20 ; MaximusM ; 27 
 4031 ; 6 пенсов. Ирландия ; 1949 ;  ; Cu-Ni ; VF ; 15 ; Скарапея77 ; 68 
 4032 ; 50 центов. Цейлон ; 1943 ;  ; Cu-Ni ; VF ; 43 ; val211 ; 185 
 4033 ; 1 шиллинг. Ирландия ; 1963 ;  ; Cu-Ni ; VF-XF ; 12 ; alapabula ; 68 
 4034 ; 1/2 кроны. Великобритания ; 1921 ;  ; Ag ; VF- ; 27 ; canario ; 225 
 4035 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF ; 28 ; Mikl2015 ; 215 
 4036 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; VF ; 41 ; Moribor ; 312 
 4037 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 14 ; Moribor ; 114 
 4038 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF- ; 20 ; Moribor ; 90 
 4039 ; 3 пенса. Великобритания ; 1890 ;  ; Ag ; VF ; 9 ; Александ98 ; 126 
 4040 ; 10 центов. Цейлон ; 1893 ;  ; Ag ; F+ ; 32 ; banks ; 153 
 4041 ; 50 сен. Япония ;  ;  ; Ag ; XF- ; 43 ; srwqqq ; 509 
 4042 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; VF- ; 6 ; orex ; 138 
 4043 ; 2 шиллинга. Великобритания ; 1941 ;  ; Ag ; VF ; 25 ; alapabula ; 324 
 4044 ; 1 флорин. Великобритания ; 1928 ;  ; Ag ; VF- ; 44 ; alapabula ; 258 
 4045 ; 1 флорин. Великобритания ; 1922 ;  ; Ag ; VF- ; 45 ; alapabula ; 266 
 4046 ; 10 сен. Япония ;  ;  ; Ag ; VF+ ; 49 ; srwqqq ; 338 
 4047 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 6 ; Moribor ; 102 
 4048 ; 3 пенса. Великобритания ; 1922 ;  ; Ag ; VF ; 12 ; yourius ; 135 
 4049 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF ; 6 ; Moribor ; 92 
 4050 ; 3 пенса. Великобритания ; 1903 ;  ; Ag ; VF- ; 59 ; alapabula ; 507 
 4051 ; 1 шиллинг. Великобритания ; 1900 ;  ; Ag ; F-VF ; 17 ; STANDART ; 171 
 4052 ; 10 центов. Цейлон ; 1902 ;  ; Ag ; F+ ; 63 ; banks ; 156 
 4053 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF ; 14 ; yourius ; 141 
 4054 ; 1/4 анны. Британская Индия ; 1936 ;  ; Br ; F-VF ; 13 ; Александ98 ; 51 
 4055 ; 1 цент. Малайя ; 1945 ;  ; Br ; XF- ; 21 ; gremlyn ; 67 
 3956 ; 2 бата. Тайланд. ;  ;  ; Латунь ; XF+ ; 4 ; kornum ; 37 
 3957 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 16 ; canario ; 63 
 3958 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 26 ; kornum ; 91 
 3959 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 58 ; kornum ; 202 
 3960 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; VF ; 5 ; aziya11 ; 37 
 3961 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 27 ; kornum ; 93 
 3962 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 22 ; кот баюн ; 25 
 3963 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 21 ; semennurspb ; 22 
 3964 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 17 ; kornum ; 90 
 3965 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 11 ; canario ; 58 
 3966 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 22 ; gusar ; 81 
 3967 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; VF+ ; 17 ; canario ; 55 
 3968 ; 50 тенге. Казахстан. Пелекан ; 2010 ;  ; Cu-Ni ; XF+ ; 40 ; alapabula ; 376 
 3969 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; XF+ ; 34 ; gama ; 258 
 3970 ; 50 тенге. Казахстан. Суйиндир ; 2013 ;  ; Cu-Ni ; XF+ ; 21 ; Дюк ; 111 
 3971 ; 50 тенге. Казахстан. Ёж ; 2013 ;  ; Cu-Ni ; XF+ ; 17 ; Гарыныч ; 138 
 3972 ; 50 тенге. Казахстан. Кокпар ; 2014 ;  ; Cu-Ni ; XF+ ; 22 ; loguten ; 159 
 3973 ; 50 тенге. Казахстан. Филин ; 2011 ;  ; Cu-Ni ; XF+ ; 19 ; Каенн ; 270 
 3974 ; 50 тенге. Казахстан. Махамбет ; 2003 ;  ; Cu-Ni ; XF- ; 26 ; Alex1012 ; 227 
 3975 ; 50 тенге. Казахстан. Сирко ; 2014 ;  ; Cu-Ni ; XF+ ; 25 ; gama ; 142 
 3976 ; 50 тенге. Казахстан. Алдар-Косе ; 2013 ;  ; Cu-Ni ; XF+ ; 7 ; nik2678 ; 94 
 3977 ; 50 тенге. Казахстан. Толебаев ; 2013 ;  ; Cu-Ni ; XF+ ; 23 ; Дюк ; 111 
 3978 ; 50 тенге. Казахстан. Луноход ; 2010 ;  ; Cu-Ni ; XF+ ; 33 ; ВЯЗЪ ; 340 
 3979 ; 50 тенге. Казахстан. Манул ; 2014 ;  ; Cu-Ni ; XF+ ; 12 ; kost ; 136 
 3980 ; 50 тенге. Казахстан. Дикобраз ; 2009 ;  ; Cu-Ni ; XF ; 29 ; Скарапея77 ; 259 
 3981 ; 50 тенге. Казахстан. МКС ; 2013 ;  ; Cu-Ni ; XF+ ; 13 ; srwqqq ; 124 
 3982 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu-Ni ; XF+ ; 16 ; chest ; 110 
 3983 ; 50 тенге. Казахстан. Наурыз Мейраты ; 2012 ;  ; Cu-Ni ; XF+ ; 14 ; canario ; 83 
 3984 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu-Ni ; XF+ ; 23 ; kost ; 172 
 3985 ; 50 тенге. Казахстан. Атырау ; 2012 ;  ; Cu-Ni ; XF+ ; 13 ; aziya11 ; 78 
 3986 ; 50 тенге. Казахстан. Усть-Каменогорск ; 2011 ;  ; Cu-Ni ; XF+ ; 16 ; кот баюн ; 85 
 3987 ; 50 тенге. Казахстан. Актау ; 2012 ;  ; Cu-Ni ; XF+ ; 13 ; 7854 ; 78 
 3988 ; 50 тенге. Казахстан. Пловдар ; 2012 ;  ; Cu-Ni ; XF+ ; 9 ; Sandello ; 72 
 3989 ; 2 злотых. Польша. Конь ; 2014 ;  ; Al/Br ; AU ; 24 ; 7854 ; 189 
 3990 ; 2 злотых. Польша. Тюлень ; 2007 ;  ; Al/Br ; AU ; 15 ; dsp ; 148 
 3991 ; 2 злотых. Польша. Зубр ; 2013 ;  ; Al/Br ; AU ; 11 ; nik2678 ; 104 
 3992 ; 2 злотых. Польша. Ящерица ; 2009 ;  ; Al/Br ; AU ; 23 ; ooooo1961 ; 112 
 3993 ; 2 злотых. Польша. Летучая мышь ; 2010 ;  ; Al/Br ; AU ; 22 ; ooooo1961 ; 110 
 3994 ; 2 злотых. Польша. Барсук ; 2011 ;  ; Al/Br ; AU ; 27 ; ooooo1961 ; 102 
 3995 ; 2 злотых. Польша. Филин ; 2005 ;  ; Al/Br ; AU ; 12 ; aidih ; 140 
 3996 ; 2 злотых. Польша. Морская свинья ; 2004 ;  ; Al/Br ; XF+ ; 23 ; Vol4en0k ; 306 
 3997 ; 2 злотых. Польша. Черепаха ; 2002 ;  ; Al/Br ; AU ; 23 ; Rosomaha ; 371 
 3998 ; 50 тенге. Казахстан Шурале ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Дюк ; 111 
 3999 ; 50 тенге. Казахстан Медведь ; 2008 ;  ; Cu-Ni ; AU ; 56 ; Vol4en0k ; 784 
 4000 ; 1 лира. Турция. Слон ; 2009 ;  ; Би/м ; XF+ ; 23 ; Balagur ; 395 
 4001 ; 1 лира. Турция. Коза ; 2015 ;  ; Би/м ; AU ; 27 ; alapabula ; 286 
 4002 ; 1 лира. Турция. Олень ; 2012 ;  ; Би/м ; AU ; 18 ; pol75 ; 219 
 4003 ; 1 лира. Турция. Черепаха ; 2009 ;  ; Би/м ; AU ; 21 ; Sandello ; 355 
 4004 ; 1 лира. Турция. Леопард ; 2012 ;  ; Би/м ; AU ; 21 ; vovaT25 ; 290 
 4005 ; 2 евро. Бельгия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 11 ; chief28 ; 260 
 3906 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 15 ; aziya11 ; 75 
 3907 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 23 ; kornum ; 91 
 3908 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 12 ; aziya11 ; 67 
 3909 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 15 ; vihufa ; 80 
 3910 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF- ; 7 ; aziya11 ; 62 
 3911 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 22 ; vihufa ; 89 
 3912 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 20 ; kornum ; 90 
 3913 ; 10 бат. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 17 ; kornum ; 86 
 3914 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 8 ; vihufa ; 53 
 3915 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 6 ; vihufa ; 59 
 3916 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; кот баюн ; 61 
 3917 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 7 ; vihufa ; 51 
 3918 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 11 ; aziya11 ; 51 
 3919 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 57 
 3920 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 8 ; vihufa ; 68 
 3921 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 6 ; vihufa ; 63 
 3922 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; vihufa ; 53 
 3923 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; кот баюн ; 61 
 3924 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 57 
 3925 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 57 
 3926 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 57 
 3927 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; vihufa ; 57 
 3928 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; vihufa ; 57 
 3929 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 60 
 3930 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; vihufa ; 60 
 3931 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 6 ; кот баюн ; 61 
 3932 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 12 ; aziya11 ; 62 
 3933 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 8 ; vihufa ; 53 
 3934 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 5 ; 312 ; 32 
 3935 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 10 ; kornum ; 70 
 3936 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; vihufa ; 60 
 3937 ; 2 бата. Тайланд. Юбилейные ;  ;  ; Cu-Ni ; XF+ ; 4 ; vihufa ; 60 
