 3644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 42 
 2000 ; Лот монет СССР: 5,3,2,1 коп (8шт) ; 1924 ;  ; Cu ; F/F+ ; 44 ; молоток ; 283 
 2001 ; Лот монет СССР и Банка России: 10, 5,3,1 коп (19шт) ; 1973-1991 ;  ; Cu-Zn,St ; VF/XF- ; 17 ; Maks777 ; 17 
 2002 ; Лот монет СССР и Банка России (3шт): 10р, 3к,2к ; 1962,1964,2002 ;  ; Би/м, Cu/Z ; VF/XF ; 114 ; alex2209 ; 330 
 2003 ; Лот монет Банка России (Гагарин,10 лет СНГ,Пушкин): 2,1 руб (5шт) ; 1999,2001 ;  ; Cu-Ni ; XF/AU ; 26 ; КСН ; 350 
 2004 ; Лот монет Банка России (6шт): 2 рубля, 1 рубль (Города-Герои, 10 лет СНГ) ; 2000-2001 ;  ; Би/м ; AU ; 43 ; Brabus ; 108 
 2005 ; Лот монет Банка России (10шт): 10 рублей+2 р Гагарин ; 2000-2007 ;  ; Cu-Ni ; XF/AU ; 46 ; Maks777 ; 254 
 2006 ; Лот монет Банка России (4шт): 10 рублей (Ненецкий АО, Кабардино-Балкарская Республика, Азов, Перепись населения) ; 2008,2010 ;  ; Би/м ; AU ; 41 ; Maks777 ; 160 
 2007 ; Лот монет Банка России (4шт): 10 рублей (Ненецкий АО, Приозерск, Азов, Перепись населения) ; 2008,2010 ;  ; Би/м ; AU ; 21 ; k2e ; 156 
 2008 ; Лот монет Банка России (4шт): 10 рублей (Ненецкий АО, Приозерск, Азов, Перепись населения) ; 2008,2010 ;  ; Би/м ; AU ; 28 ; Krechet ; 156 
 2009 ; Лот монет Банка России (4шт): 10 рублей (Ненецкий АО, Владимир,  Азов, Перепись населения) ; 2008,2010 ;  ; Би/м ; AU ; 30 ; bdd48 ; 156 
 2010 ; Лот монет Банка России (3шт). Магнитные ; 2010СПМД ;  ; Б/м ; AU ; 84 ; Рыба ; 420 
 2011 ; Лот монет Банка России (3шт). Магнитные ; 2010СПМД ;  ; Б/м ; AU ; 98 ; dagoff ; 377 
 2020 ; Соверен. Великобритания. М-7,98гр ; 1907 ;  ; Au ; AU ; 19 ; 2742 ; 11546 
 2021 ; Соверен. Великобритания. М-7,98г ; 2002 ;  ; Au ; AU ; 17 ; marinin70 ; 10550 
 2022 ; 1/2 соверена. Великобритания. М-3,97гр ; 1904 ;  ; Au ; XF- ; 52 ; marinin70 ; 5600 
 2023 ; Дукат. Нидерланды. М-3,50гр. Деформация ; 1801 ;  ; Au ; VF-XF ; 49 ; 11111 ; 8776 
 2024 ; Дукат. Нидерланды. М-3,47г. Деформация ; 1814 ;  ; Au ; XF- ; 38 ; Михалыч ; 8475 
 2025 ; 20 крон. Австрия. М-6,77г ; 1897 ;  ; Au ; AU ; 23 ; megalook ; 9180 
 2026 ; 8 флоринов - 20 франков. Австрия. М-6,45г ; 1889 ;  ; Au ; XF/AU ; 21 ; Михалыч ; 9180 
 2027 ; 20 франков. Бельгия. М-6,45гр ; 1878 ;  ; Au ; XF+ ; 21 ; marinin70 ; 9180 
 2028 ; 20 франков. Бельгия. М-6,45гр ; 1914 ;  ; Au ; AU ; 34 ; Братэлла ; 9588 
 2029 ; 20 боливаров. Венесуэла. М-6,43г ; 1880 ;  ; Au ; VF+ ; 42 ; marinin70 ; 9109 
 2030 ; 10 корон. Венгрия. М-3,38г ; 1902 ;  ; Au ; AU ; 36 ; 525 ; 5765 
 2031 ; 20 лир. Италия. М-6,43гр ; 1862 ;  ; Au ; VF-XF ; 57 ; marinin70 ; 9000 
 2032 ; 20 крон. Норвегия. М-8,96г ; 1889 ;  ; Au ; AU ; 24 ; megalook ; 13260 
 2033 ; 10 гульденов. Нидерланды. М-6,72гр ; 1875 ;  ; Au ; XF+ ; 32 ; marinin70 ; 9000 
 2034 ; 10 гульденов. Нидерланды. М-6,72г ; 1932 ;  ; Au ; AU ; 30 ; marinin70 ; 8847 
 2035 ; 20 марок. Пруссия. М-7,96гр ; 1914А ;  ; Au ; XF ; 34 ; нумизмат ; 11209 
 2036 ; 20 франков. Франция. М-6,45г ; 1898А ;  ; Au ; AU ; 24 ; marinin70 ; 9300 
 2037 ; 20 франков. Франция. М-6,45г ; 1907 ;  ; Au ; AU ; 34 ; DennisG ; 9384 
 2038 ; 20 франков. Франция. М-6,45гр ; 1911 ;  ; Au ; AU ; 31 ; _1111_ ; 9364 
 2039 ; 20 франков. Швейцария. М-6,45г ; 1911 ;  ; Au ; AU ; 39 ; marinin70 ; 9000 
 2040 ; 25 фунтов. Гибралтар. 250 лет введения британского стерлинга. М-7,77гр ; 1975 ;  ; Au ; AU ; 28 ; DennisG ; 9638 
 2041 ; 100 долларов. Белиз. Вифлеемская звезда. М-6,21 ; 1979 ;  ; Au ; Proof ; 36 ; DennisG ; 7338 
 1934 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 60 ; bgb007 ; 153 
 1935 ; 20 копеек ; 1955 ;  ; Ni ; XF ; 18 ; fanis ; 56 
 1936 ; 5 копеек ; 1946 ;  ; Br ; XF ; 56 ; rabnight ; 151 
 1937 ; 2 копейки ; 1935 ;  ; Br ; VF-XF ; 79 ; Рыба ; 797 
 1938 ; 2 копейки ; 1935 ;  ; Br ; VF ; 54 ; evvit ; 250 
 1939 ; 2 копейки ; 1935 ;  ; Br ; VF ; 98 ; shneyder ; 648 
 1940 ; 2 копейки ; 1957 ; В венке герба 15 лент ; Br ; XF ; 59 ; dbieh ; 145 
 1941 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 37 ; Bigmouse ; 119 
 1942 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 31 ; o.k. ; 101 
 1943 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 30 ; o.k. ; 101 
 1944 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 20 ; Maks777 ; 21 
 1945 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 20 ; Maks777 ; 21 
 1946 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 43 ; sforza ; 43 
 1947 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 3 ; kaper ; 21 
 1948 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 18 ; olga42 ; 18 
 1949 ; 5 копеек ; 1928 ;  ; Br ; VF- ; 54 ; рабинович ; 110 
 1950 ; 5 копеек ; 1943 ;  ; Br ; F-VF ; 33 ; Света ; 79 
 1951 ; 3 копейки ; 1950 ;  ; Br ; VF- ; 10 ; kb-antil77 ; 19 
 1952 ; 5 копеек ; 1948 ;  ; Br ; F-VF ; 112 ; kazdmi ; 226 
 1953 ; 3 копейки ; 1943 ;  ; Br ; F-VF ; 8 ; olga42 ; 81 
 1954 ; 1 копейка ; 1930 ;  ; Br ; VF ; 77 ; fanis ; 402 
 1955 ; 1 копейка ; 1935 ;  ; Br ; VF+ ; 51 ; Рыба ; 1509 
 1956 ; 1 копейка ; 1946 ;  ; Br ; XF ; 38 ; kaper ; 144 
 1957 ; 1 копейка ; 1949 ;  ; Br ; XF ; 49 ; sforza ; 101 
 1958 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Z ; XF ; 112 ; Selim1959 ; 593 
 1959 ; 1 рубль-1 доллар. Разоружения ; 1988 ;  ; Al ; AU ; 46 ; SANGOLD1 ; 472 
 1960 ; Годовой набор монет СССР "50 лет Великой Окиябрьской Социалистической Революции": 1 рубль, 50,20,15,10 коп (5шт) + жетон. Упаковка ; 1967ЛМД ;  ; Cu-Ni ; AU ; 48 ; ПУПСИК ; 1022 
 1961 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1975ЛМД ;  ; Cu-Ni,Cu-Z ; XF/AU ; 25 ; ДРОВЯНОЙ ; 3642 
 1962 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1976ЛМД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 11 ; qaz21qaz ; 5390 
 1963 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1987 ;  ; Cu/Ni,Cu/Z ; XF/AU ; 36 ; ДРОВЯНОЙ ; 1043 
 1964 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1988 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 58 ; sv13 ; 1946 
 1965 ; Годовой набор монет СССР (10шт): 1р, 50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД ; 1989 ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 13 ; Tonyxxx82 ; 602 
 1966 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1989ММД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 19 ; ZET ; 590 
 1967 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1990 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 26 ; topornik ; 543 
 1968 ; Набор монет Банка России (7шт): 100р, 50р, 20р, 10р, 5р,1р+Жетон СПМД. В пластиковой капсуле ; 1992 ;  ; Би/м,Cu/Ni ; Unc/AU ; 56 ; coinavt ; 1527 
 1969 ; Годовой набор Банка России: 100,50,20,10,5,1 руб (6шт) + жетон. Упаковка ; 1992ЛМД ;  ; Би/м,Cu-Ni ; Unc/AU ; 24 ; ryber ; 940 
 1970 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 39 ; kozlevich ; 426 
 1971 ; Лот юбилейных монет СССР+1р 1961г (28шт): 1 рубль ; 1961-1987 ;  ; Cu/Ni ; AU/VF ; 43 ; Gell13 ; 410 
 1972 ; Лот монет СССР (7шт): 20 копеек (Л/с шт 3копейки) ; 1980-1986 ;  ; Cu-Ni ; VF+/XF ; 25 ; inferno1985 ; 164 
 1973 ; Лот монет СССР (7шт): 20 копеек (Л/с шт 3копейки) ; 1980-1986 ;  ; Cu-Ni ; VF+/XF ; 21 ; E.V.A. ; 150 
 1974 ; Лот монет СССР (6шт): 3 копейки (Л/с шт 20 копеек) ; 1982-1987 ;  ; Cu-Zn ; VF/VF-XF ; 43 ; nikolay ; 41 
 1975 ; Лот монет СССР (6шт): 3 копейки (Л/с шт 20 копеек) ; 1982-1987 ;  ; Cu-Zn ; VF+/XF ; 9 ; yrik ; 22 
 1976 ; Лот монет СССР (6шт): 3 копейки (Л/с шт 20 копеек) ; 1982-1987 ;  ; Cu-Zn ; VF+/XF ; 43 ; Al0851 ; 72 
 1977 ; Лот монет СССР: 20,15,10 коп (55шт) ; 1953-1957 ;  ; Ni ; F-VF/VF ; 73 ; alex2209 ; 861 
 1978 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1980 ;  ; Cu/Ni,Cu/Z ; VF+/XF ; 12 ; Celika ; 26 
 1979 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1985 ;  ; Cu/Ni,Cu/Z ; XF/AU ; 6 ; Celika ; 7 
 1980 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1986 ;  ; Cu/Ni,Cu/Z ; VF+/XF ; 6 ; Celika ; 7 
 1981 ; Лот монет СССР: 20, 15, 10 копеек (11шт) ; 1957-1988 ;  ; Ni, Cu-Ni ; VF/VF-XF ; 19 ; fas2484 ; 19 
 1982 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1990 ;  ; Cu/Ni,Cu/Z ; XF/AU ; 4 ; NK ; 5 
 1983 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1989 ;  ; Cu/Ni,Cu/Z ; XF/AU ; 15 ; Maks777 ; 20 
 1884 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 39 ; MAGGMA1957 ; 135 
 1885 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 14 ; o.k. ; 139 
 1886 ; 1 рубль ; 1970 ;  ; Cu-Ni ; VF-XF ; 61 ; alex995 ; 197 
 1887 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 49 ; Masik ; 317 
 1888 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 46 ; dbieh ; 297 
 1889 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 19 ; piterline ; 231 
 1890 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 36 ; gord2 ; 261 
 1891 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 65 ; Tonyxxx82 ; 301 
 1892 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF+ ; 28 ; wadim.lbt ; 110 
 1893 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 49 ; yadu ; 165 
 1894 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 36 ; topornik ; 109 
 1895 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 20 ; wadim.lbt ; 105 
 1896 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 114 ; dagoff ; 651 
 1897 ; 20 копеек ; 1932 ;  ; Ni ; AU ; 113 ; dimass70 ; 918 
 1898 ; 20 копеек ; 1933 ;  ; Ni ; AU/XF ; 93 ; SNS1111 ; 428 
 1899 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; XF/AU ; 52 ; 4433ht ; 153 
 1900 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF+ ; 94 ; qaz21qaz ; 177 
 1901 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; AU ; 92 ; qaz21qaz ; 194 
 1902 ; 20 копеек ; 1939 ;  ; Ni ; XF+ ; 47 ; yadu ; 206 
 1903 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 30 ; r52andrey ; 111 
 1904 ; 20 копеек ; 1945 ;  ; Ni ; XF/AU ; 90 ; sergey8 ; 178 
 1905 ; 20 копеек ; 1952 ;  ; Ni ; AU ; 92 ; bgb007 ; 201 
 1906 ; 15 копеек ; 1933 ;  ; Ni ; XF+ ; 126 ; sergey8 ; 702 
 1907 ; 15 копеек ; 1934 ;  ; Ni ; XF+ ; 93 ; sergey8 ; 4082 
 1908 ; 15 копеек ; 1939 ;  ; Ni ; XF+ ; 47 ; kvm64 ; 279 
 1909 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 35 ; rad22 ; 164 
 1910 ; 15 копеек ; 1941 ;  ; Ni ; XF/AU ; 92 ; dbieh ; 257 
 1911 ; 15 копеек ; 1943 ;  ; Ni ; XF+ ; 31 ; Levin1978 ; 395 
 1912 ; 15 копеек ; 1945 ;  ; Ni ; VF+/XF+ ; 39 ; kvm64 ; 72 
 1913 ; 10 копеек ; 1936 ;  ; Ni ; AU ; 58 ; qaz21qaz ; 480 
 1914 ; 10 копеек ; 1945 ;  ; Ni ; AU ; 62 ; qaz21qaz ; 900 
 1915 ; 10 копеек ; 1951 ;  ; Ni ; XF+ ; 41 ; shneyder ; 344 
 1916 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 56 ; olga42 ; 153 
 1917 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 69 ; Света ; 136 
 1918 ; 5 копеек ; 1949 ;  ; Br ; VF-XF ; 75 ; Levin1978 ; 160 
 1919 ; 5 копеек ; 1956 ;  ; Br ; XF/AU ; 87 ; olga42 ; 176 
 1920 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; AU ; 52 ; sergey8 ; 174 
 1921 ; 1 копейка ; 1938 ;  ; Br ; XF ; 47 ; kaper ; 85 
 1922 ; 1 копейка ; 1940 ;  ; Br ; XF ; 28 ; evvit ; 93 
 1923 ; 20 копеек ; 1939 ;  ; Ni ; VF-XF ; 88 ; Света ; 204 
 1924 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 13 ; Rober ; 22 
 1925 ; 5 копеек ; 1943 ;  ; Br ; VF- ; 49 ; evvit ; 72 
 1926 ; 3 копейки ; 1930 ;  ; Br ; F-VF ; 12 ; fas2484 ; 11 
 1927 ; 1 копейка ; 1927 ;  ; Br ; F-VF ; 55 ; pro1234 ; 96 
 1928 ; 5 копеек ; 1935 ;  ; Br ; VF ; 79 ; karel ; 5100 
 1929 ; 5 копеек ; 1935 ;  ; Br ; F ; 63 ; shneyder ; 641 
 1930 ; 20 копеек ; 1932 ;  ; Ni ; XF- ; 110 ; камыш ; 323 
 1931 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF+ ; 108 ; evvit ; 350 
 1932 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 79 ; Danila-56 ; 151 
 1933 ; 20 копеек ; 1949 ;  ; Ni ; VF-XF ; 92 ; fanis ; 180 
 1834 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 15 ; artemG ; 126 
 1835 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 49 ; artemG ; 157 
 1836 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 45 ; sergey8 ; 255 
 1837 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 29 ; Tonyxxx82 ; 50 
 1838 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 46 ; topornik ; 204 
 1839 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 30 ; Johnel ; 388 
 1840 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF/AU ; 30 ; sergey8 ; 156 
 1841 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 30 ; sergey8 ; 194 
 1842 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF+ ; 16 ; sergey8 ; 142 
 1843 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 29 ; sergey8 ; 357 
 1844 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 38 ; sergey8 ; 388 
 1845 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 50 ; sergey8 ; 384 
 1846 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 47 ; sergey8 ; 459 
 1847 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 28 ; o.k. ; 209 
 1848 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 18 ; kvm64 ; 209 
 1849 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 40 ; shneyder ; 408 
 1850 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 30 ; dagoff ; 253 
 1851 ; 1 рубль ; 1978 ;  ; Cu-Ni ; AU ; 41 ; dbieh ; 315 
 1852 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 81 ; sergey8 ; 612 
 1853 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 37 ; vad4251 ; 500 
 1854 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 17 ; sergey8 ; 459 
 1855 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 30 ; Майкл ; 344 
 1856 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 28 ; sergey8 ; 365 
 1857 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 58 ; gord2 ; 203 
 1858 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 29 ; sergey8 ; 156 
 1859 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 35 ; sergey8 ; 156 
 1860 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 36 ; kb-antil77 ; 153 
 1861 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 9 ; wadim.lbt ; 102 
 1862 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 19 ; wadim.lbt ; 120 
 1863 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 5 ; E.V.A. ; 100 
 1864 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 23 ; MAGGMA1957 ; 135 
 1865 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 10 ; dagoff ; 146 
 1866 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 30 ; yadu ; 171 
 1867 ; 50 копеек. Нарушена упаковка ; 1968 ;  ; Cu-Ni ; AU ; 35 ; gord2 ; 141 
 1868 ; 20 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 73 ; Света ; 629 
 1869 ; 15 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 72 ; sergey8 ; 804 
 1870 ; 10 копеек. Нарушена упаковка ; 1968 ;  ; Cu-Ni ; AU ; 53 ; sergey8 ; 816 
 1871 ; 5 копеек. Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 59 ; sergey8 ; 737 
 1872 ; 3 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; AU ; 38 ; logotype ; 164 
 1873 ; 2 копейки. Нарушена упаковка ; 1968 ;  ; Cu-Zn ; AU ; 41 ; logotype ; 110 
 1874 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 14 ; wadim.lbt ; 114 
 1875 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 27 ; kb-antil77 ; 126 
 1876 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 20 ; Tonyxxx82 ; 135 
 1877 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 27 ; o.k. ; 120 
 1878 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 8 ; fas2484 ; 8 
 1879 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 41 ; cond ; 51 
 1880 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 14 ; Maks777 ; 15 
 1881 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 24 ; рабинович ; 100 
 1882 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 65 ; topornik ; 207 
 1883 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 29 ; dbieh ; 363 
 1784 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 25 ; Geoid ; 114 
 1785 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 42 ; artemG ; 223 
 1786 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 111 ; Brabus ; 252 
 1787 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 66 ; gord2 ; 1122 
 1788 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 37 ; Roman_B ; 1249 
 1789 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF- ; 27 ; хруст ; 28 
 1790 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 30 ; Maks777 ; 31 
 1791 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 11 ; Maks777 ; 34 
 1792 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 13 ; Farah ; 42 
 1793 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 14 ; jimmysu ; 35 
 1794 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 10 ; Krechet ; 40 
 1795 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 19 ; Krechet ; 41 
 1796 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 25 ; xct ; 26 
 1797 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 30 ; генадич ; 51 
