 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 2208 ; 50 копеек. Татарстан. Орел ; 2008 ;  ; Ж/м ; AU ; 75 ; MishanD ; 258 
 2209 ; 15 копеек. Татарстан. Заяц ; 2008 ;  ; Б/м ; AU ; 31 ; MishanD ; 258 
 2210 ; 10 копеек. Татарстан. Филин ; 2008 ;  ; Б/м ; AU ; 39 ; MishanD ; 258 
 2111 ; 10 копеек. Деформация ; 1940 ;  ; Ni ; F+ ; 5 ; alex995 ; 53 
 2112 ; 10 копеек ; 1943 ;  ; Ni ; VF- ; 13 ; Kurganec ; 89 
 2113 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; XF ; 19 ; qwert_666_85 ; 69 
 2114 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 17 ; vova4244 ; 114 
 2115 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; F-VF ; 3 ; topzol ; 37 
 2116 ; 5 копеек ; 1940 ;  ; Br ; VF-XF ; 26 ; edgarr ; 34 
 2117 ; 5 копеек ; 1955 ;  ; Br ; XF- ; 16 ; mic61 ; 82 
 2118 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; VF- ; 16 ; Saneck ; 36 
 2119 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 21 ; valsv ; 19 
 2120 ; 3 копейки ; 1941 ;  ; Br ; F-VF ; 5 ; valsv ; 5 
 2121 ; 3 копейки ; 1950 ;  ; Br ; VF ; 4 ; qwert_666_85 ; 31 
 2122 ; 2 копейки ; 1930 ;  ; Br ; VF- ; 14 ; mic61 ; 30 
 2123 ; 2 копейки ; 1965 ;  ; Cu-Zn ; AU ; 41 ; NFV ; 357 
 2124 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 40 ; free_mann ; 97 
 2125 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 17 ; gjyd ; 38 
 2126 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 37 ; sveta6369 ; 114 
 2127 ; 1 рубль. Упаковка ; 1969 ;  ; Cu-Ni ; Unc ; 60 ; sveta6369 ; 195 
 2128 ; 50 копеек ; 1968 ;  ; Cu-Ni ; AU ; 43 ; vova4244 ; 113 
 2129 ; 50 копеек ; 1969 ;  ; Cu-Ni ; AU ; 57 ; Ksandor ; 216 
 2130 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 54 ; Dimm ; 918 
 2131 ; 10 копеек. Упаковка ; 1969 ;  ; Cu-Ni ; Unc ; 49 ; смит ; 206 
 2132 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 42 ; volkov ; 463 
 2133 ; 3 копейки ; 1968 ;  ; Cu-Zn ; AU ; 81 ; volkov ; 181 
 2134 ; 3 копейки ; 1969 ;  ; Cu-Zn ; AU ; 26 ; Ksandor ; 39 
 2135 ; 2 копейки ; 1968 ;  ; Cu-Zn ; AU ; 23 ; Ksandor ; 153 
 2136 ; 2 копейки. Упаковка ; 1969 ;  ; Cu-Zn ; Unc ; 20 ; zenit-spb ; 115 
 2137 ; 1 копейка ; 1968 ;  ; Cu-Zn ; AU ; 17 ; valsv ; 34 
 2138 ; 1 копейка. Упаковка ; 1969 ;  ; Cu-Zn ; Unc ; 26 ; VladVK ; 153 
 2139 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU/XF ; 1 ; Cvetkov ; 2 
 2140 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 17 ; EWGN345 ; 20 
 2141 ; 20 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 57 ; skia ; 88 
 2142 ; 10 копеек ; 1980 ;  ; Cu-Ni ; AU/XF ; 1 ; lelik35 ; 2 
 2143 ; 10 копеек ; 1982 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2144 ; 10 копеек ; 1983 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2145 ; 10 копеек ; 1984 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2146 ; 10 копеек ; 1988 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2147 ; 10 копеек ; 1989 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2148 ; 10 копеек ; 1990 ;  ; Cu-Ni ; AU ; 1 ; lelik35 ; 2 
 2149 ; 3 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; VR62 ; 2 
 2150 ; 3 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 4 ; valsv ; 5 
 2151 ; 2 копейки ; 1985 ;  ; Cu-Zn ; AU/XF ; 1 ; lelik35 ; 2 
 2152 ; 2 копейки ; 1986 ;  ; Cu-Zn ; AU/XF ; 2 ; nybyk ; 3 
 2153 ; 2 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 2 ; 439 ; 3 
 2154 ; 1 копейка ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; lelik35 ; 2 
 2155 ; 1 копейка ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; asternox ; 2 
 2156 ; 1 копейка ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; lelik35 ; 2 
 2157 ; 1 копейка ; 1991 ; ЛМД ; Cu-Zn ; AU ; 1 ; tankovod ; 2 
 2158 ; 100 рублей ; 1993 ; ММД белый металл ; Cu-Ni ; XF ; 40 ; alex995 ; 62 
 2159 ; 20 рублей ; 1992 ; ММД ; Cu-Ni ; AU ; 13 ; lawer ; 51 
 2160 ; 20 рублей ; 1992 ; ММД ; Cu-Ni ; XF+ ; 1 ; 1982 ; 2 
 2061 ; 20 копеек ; 1941 ; л/с звезда плоская ; Ni ; XF+ ; 28 ; qwert_666_85 ; 123 
 2062 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 13 ; 16091956vel ; 31 
 2063 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF- ; 2 ; aak ; 3 
 2064 ; 10 копеек ; 1939 ;  ; Ni ; VF+ ; 25 ; Lynx-a ; 139 
 2065 ; 10 копеек ; 1940 ;  ; Ni ; F-VF ; 18 ; Олег33 ; 87 
 2066 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF- ; 2 ; aak ; 3 
 2067 ; 10 копеек ; 1979 ;  ; Cu-Ni ; AU ; 2 ; dimass70 ; 3 
 2068 ; 5 копеек ; 1955 ;  ; Br ; XF- ; 10 ; staller ; 74 
 2069 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 30 ; coin17 ; 33 
 2070 ; 3 копейки ; 1953 ;  ; Br ; AU ; 99 ; ВВС ; 1191 
 2071 ; 2 копейки ; 1935 ;  ; Br ; VF+ ; 40 ; Lynx-a ; 500 
 2072 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 35 ; 76ss76 ; 74 
 2073 ; 1 копейка ; 1941 ;  ; Br ; AU ; 86 ; zenit-spb ; 765 
 2074 ; 1 копейка ; 1945 ;  ; Br ; VF- ; 11 ; жора ; 241 
 2075 ; 1 копейка ; 1952 ;  ; Br ; AU ; 11 ; zenit-spb ; 202 
 2076 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 17 ; antiquar ; 1020 
 2077 ; 10 копеек ; 1933 ;  ; Ni ; VF-XF ; 20 ; Lynx-a ; 306 
 2078 ; 5 копеек ; 1931 ;  ; Br ; F ; 13 ; asternox ; 13 
 2079 ; 3 копейки ; 1930 ; в СССР С вытянуты, шт.20 коп.1 ; Br ; F-VF ; 31 ; antiquar ; 1083 
 2080 ; 2 копейки ; 1933 ;  ; Br ; VF- ; 55 ; volodia1953 ; 466 
 2081 ; 2 копейки ; 1940 ;  ; Br ; F-VF ; 1 ; asternox ; 2 
 2082 ; 1 копейка ; 1933 ;  ; Br ; VF+ ; 27 ; volkov ; 102 
 2083 ; 1 копейка ; 1935 ;  ; Br ; VF- ; 19 ; mic61 ; 165 
 2084 ; 1 копейка ; 1945 ;  ; Br ; VF- ; 3 ; antiquar ; 524 
 2085 ; 3 копейки ; 1962 ;  ; Cu-Zn ; F-VF ; 52 ; Олег33 ; 251 
 2086 ; 3 копейки ; 1965 ;  ; Cu-Zn ; F-VF ; 27 ; NFV ; 306 
 2087 ; 2 копейки ; 1966 ;  ; Cu-Zn ; F-VF ; 20 ; Олег33 ; 53 
 2088 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF+ ; 1 ; 1982 ; 2 
 2089 ; 20 копеек ; 1989 ;  ; Cu-Ni ; XF+ ; 1 ; EWGN345 ; 2 
 2090 ; 50 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc ; 116 ; мармон ; 672 
 2091 ; 20 копеек ; 1969 ;  ; Cu-Ni ; VF+ ; 47 ; prostoFila ; 1197 
 2092 ; 20 копеек. Упаковка ; 1990 ;  ; Cu-Ni ; Unc ; 17 ; VIVA ; 100 
 2093 ; 15 копеек. Упаковка ; 1990 ;  ; Cu-Ni ; Unc ; 57 ; VIVA ; 413 
 2094 ; 10 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc ; 34 ; смит ; 606 
 2095 ; 10 копеек. Упаковка ; 1990 ;  ; Cu-Ni ; Unc ; 46 ; VIVA ; 340 
 2096 ; 5 копеек. Упаковка ; 1990 ;  ; Cu-Zn ; Unc ; 43 ; Бендер ; 101 
 2097 ; 3 копейки. Упаковка ; 1972 ;  ; Cu-Zn ; Unc ; 40 ; Бендер ; 400 
 2098 ; 3 копейки. Упаковка ; 1990 ;  ; Cu-Zn ; Unc ; 8 ; VIVA ; 40 
 2099 ; 2 копейки. Упаковка ; 1972 ;  ; Cu-Zn ; Unc ; 44 ; Бендер ; 360 
 2100 ; 2 копейки. Упаковка ; 1990 ;  ; Cu-Zn ; Unc ; 21 ; VIVA ; 165 
 2101 ; 1 копейка. Упаковка ; 1972 ;  ; Cu-Zn ; Unc ; 17 ; е"е ; 400 
 2102 ; 1 копейка. Упаковка ; 1990 ;  ; Cu-Zn ; Unc ; 8 ; nybyk ; 39 
 2103 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 6 ; VIVA ; 50 
 2104 ; 5 копеек ; 1935 ;  ; Br ; VF ; 62 ; Михалыч ; 1550 
 2105 ; 5 копеек ; 1939 ;  ; Br ; VF ; 51 ; vinter ; 551 
 2106 ; 5 копеек ; 1950 ;  ; Br ; VF+ ; 71 ; Lynx-a ; 800 
 2107 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 19 ; VIVA ; 129 
 2108 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 20 ; vinter ; 72 
 2109 ; 15 копеек ; 1940 ;  ; Ni ; VF- ; 33 ; volkov ; 88 
 2110 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 39 ; volkov ; 102 
 2011 ; 10 копеек ; 1951 ;  ; Ni ; VF- ; 25 ; Олег33 ; 88 
 2012 ; 5 копеек ; 1930 ;  ; Br ; VF+ ; 56 ; Bolt ; 1500 
 2013 ; 5 копеек ; 1935 ;  ; Br ; F-VF ; 4 ; volodia1953 ; 365 
 2014 ; 5 копеек ; 1936 ;  ; Br ; VF- ; 41 ; Максимус 1 ; 772 
 2015 ; 5 копеек ; 1939 ;  ; Br ; VF ; 53 ; Lynx-a ; 465 
 2016 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 59 ; qwert_666_85 ; 102 
 2017 ; 5 копеек ; 1943 ;  ; Br ; VF- ; 36 ; qwert_666_85 ; 102 
 2018 ; 5 копеек ; 1950 ;  ; Br ; VF- ; 6 ; @@@ ; 351 
 2019 ; 5 копеек ; 1954 ;  ; Br ; VF-XF ; 5 ; дока ; 51 
 2020 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; VF+ ; 9 ; nybyk ; 62 
 2021 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF+ ; 29 ; skif ; 173 
 2022 ; 5 копеек ; 1968 ;  ; Cu-Zn ; XF+ ; 29 ; дока ; 212 
 2023 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 6 ; evg65 ; 12 
 2024 ; 3 копейки ; 1931 ;  ; Br ; VF ; 14 ; nybyk ; 32 
 2025 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; VF ; 50 ; Lynx-a ; 50 
 2026 ; 3 копейки ; 1937 ;  ; Br ; F ; 2 ; valsv ; 3 
 2027 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 31 ; Saneck ; 36 
 2028 ; 3 копейки ; 1939 ;  ; Br ; F-VF ; 3 ; nybyk ; 4 
 2029 ; 3 копейки ; 1940 ;  ; Br ; F+ ; 2 ; valsv ; 3 
 2030 ; 3 копейки ; 1943 ;  ; Br ; F-VF ; 41 ; Олег33 ; 42 
 2031 ; 3 копейки ; 1945 ;  ; Br ; VF ; 60 ; volodia1953 ; 512 
 2032 ; 3 копейки ; 1950 ;  ; Br ; F-VF ; 28 ; Lynx-a ; 44 
 2033 ; 3 копейки ; 1951 ;  ; Br ; F+ ; 33 ; vinter ; 153 
 2034 ; 1 копейка ; 1938 ;  ; Br ; AU ; 67 ; staller ; 122 
 2035 ; 1 копейка ; 1939 ;  ; Br ; VF- ; 20 ; Saneck ; 21 
 2036 ; 5 копеек ; 1928 ;  ; Br ; F+ ; 27 ; vanamo ; 148 
 2037 ; 5 копеек ; 1930 ;  ; Br ; VF ; 35 ; gjyd ; 82 
 2038 ; 5 копеек ; 1935 ;  ; Br ; F ; 16 ; alex995 ; 204 
 2039 ; 5 копеек ; 1943 ;  ; Br ; F+ ; 52 ; evg65 ; 60 
 2040 ; 5 копеек ; 1946 ;  ; Br ; VF- ; 25 ; sveta6369 ; 41 
 2041 ; 5 копеек ; 1954 ;  ; Br ; F+ ; 17 ; дока ; 45 
 2042 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 1 ; Donald ; 40 
 2043 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; F-VF ; 1 ; Donald ; 40 
 2044 ; 2 копейки ; 1928 ;  ; Br ; F-VF ; 18 ; mic61 ; 45 
 2045 ; 2 копейки ; 1934 ;  ; Br ; F-VF ; 8 ; qwert_666_85 ; 111 
 2046 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 6 ; Олег33 ; 115 
 2047 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 2 ; molodes ; 10 
 2048 ; 2 копейки ; 1952 ;  ; Br ; VF- ; 2 ; qwert_666_85 ; 3 
 2049 ; 2 копейки ; 1956 ;  ; Br ; VF- ; 1 ; mic61 ; 2 
 2050 ; 1 копейка ; 1927 ;  ; Br ; F+ ; 21 ; volkov ; 123 
 2051 ; 1 копейка ; 1929 ;  ; Br ; F+ ; 4 ; volkov ; 105 
 2052 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 1 ; Donald ; 20 
 2053 ; 1 копейка ; 1941 ;  ; Br ; F-VF ; 42 ; жора ; 259 
 2054 ; 1 копейка ; 1953 ;  ; Br ; VF- ; 1 ; Cvetkov ; 2 
 2055 ; 10 копеек ; 1940 ;  ; Ni ; XF- ; 30 ; vova4244 ; 191 
 2056 ; 3 копейки ; 1961 ;  ; Cu-Zn ; AU ; 10 ; ZOLTAN333 ; 114 
 2057 ; 1 копейка ; 1939 ;  ; Br ; AU ; 17 ; staller ; 83 
 2058 ; 1 копейка ; 1940 ;  ; Br ; AU ; 5 ; staller ; 55 
 2059 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 46 ; mic61 ; 55 
 2060 ; 20 копеек ; 1938 ; л/с звезда плоская ; Ni ; XF- ; 18 ; ZOLTAN333 ; 213 
 1961 ; 2 копейки. Лак ; 1954 ;  ; Br ; F+ ; 1 ; Cvetkov ; 2 
 1962 ; 2 копейки ; 1955 ;  ; Br ; VF- ; 1 ; Cvetkov ; 2 
 1963 ; 2 копейки. Лак ; 1955 ;  ; Br ; VF- ; 1 ; sveta6369 ; 2 
 1964 ; 2 копейки ; 1957 ; в венке герба 15 лент ; Br ; VF- ; 1 ; гаврош ; 2 
 1965 ; 1 копейка. Лак ; 1946 ;  ; Br ; VF- ; 3 ; evg65 ; 4 
 1966 ; 1 копейка. Лак ; 1952 ;  ; Br ; VF ; 22 ; valsv ; 30 
 1967 ; 1 копейка ; 1957 ; в венке герба 15 лент ; Br ; XF ; 2 ; mic61 ; 21 
 1968 ; 1 копейка ; 1977 ;  ; Cu-Zn ; VF+ ; 14 ; vova4244 ; 43 
 1969 ; 1 копейка ; 1978 ;  ; Cu-Zn ; VF+ ; 15 ; qwert_666_85 ; 25 
 1970 ; 1 копейка ; 1979 ;  ; Cu-Zn ; VF+ ; 1 ; lelik35 ; 2 
 1971 ; 1 копейка ; 1980 ;  ; Cu-Zn ; VF-XF ; 18 ; qwert_666_85 ; 19 
 1972 ; 1 копейка ; 1981 ;  ; Cu-Zn ; F-VF ; 10 ; valsv ; 9 
 1973 ; 1 копейка ; 1982 ;  ; Cu-Zn ; VF- ; 2 ; nybyk ; 3 
 1974 ; 1 копейка ; 1983 ;  ; Cu-Zn ; XF ; 1 ; EWGN345 ; 2 
 1975 ; 1 копейка ; 1984 ;  ; Cu-Zn ; AU ; 2 ; nybyk ; 3 
 1976 ; 1 копейка ; 1985 ;  ; Cu-Zn ; VF-XF ; 1 ; lelik35 ; 2 
 1977 ; 1 копейка ; 1986 ;  ; Cu-Zn ; XF ; 2 ; EWGN345 ; 3 
 1978 ; 1 копейка ; 1987 ;  ; Cu-Zn ; VF-XF ; 1 ; lelik35 ; 2 
 1979 ; 1 копейка ; 1988 ;  ; Cu-Zn ; XF+ ; 2 ; nybyk ; 3 
 1980 ; 1 копейка ; 1991 ; ММД ; Cu-Zn ; AU ; 2 ; 76ss76 ; 3 
 1981 ; 15 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF ; 8 ; nybyk ; 16 
 1982 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; XF+ ; 4 ; nybyk ; 4 
 1983 ; 3 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 5 ; dimass70 ; 5 
 1984 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 2 ; dimass70 ; 3 
 1985 ; 1 рубль. Очень грубая чистка ; 1964 ;  ; Cu-Ni ; F-VF ; 4 ; kott ; 31 
 1986 ; 1 копейка ; 1940 ;  ; Br ; AU ; 48 ; volodia1953 ; 101 
 1987 ; 20 копеек ; 1946 ; л/с звезда плоская ; Ni ; F+ ; 3 ; дока ; 3 
 1988 ; 15 копеек ; 1941 ;  ; Ni ; F-VF ; 16 ; nybyk ; 55 
 1989 ; 15 копеек ; 1946 ;  ; Ni ; F-VF ; 14 ; дока ; 14 
 1990 ; 15 копеек ; 1948 ;  ; Ni ; F+ ; 32 ; volkov ; 31 
 1991 ; 15 копеек ; 1955 ;  ; Ni ; F+ ; 1 ; Cvetkov ; 2 
 1992 ; 10 копеек ; 1957 ; в венке герба 15 лент ; Ni ; VF- ; 2 ; aak ; 3 
 1993 ; 3 копейки ; 1956 ;  ; Br ; VF- ; 1 ; Cvetkov ; 2 
 1994 ; 20 копеек ; 1936 ; л/с звезда плоская ; Ni ; VF-XF ; 64 ; qwert_666_85 ; 173 
 1995 ; 20 копеек ; 1943 ; л/с звезда плоская ; Ni ; VF- ; 39 ; volkov ; 113 
 1996 ; 20 копеек ; 1950 ;  ; Ni ; VF- ; 28 ; 13 ; 344 
 1997 ; 20 копеек ; 1950 ;  ; Ni ; VF- ; 23 ; qwert_666_85 ; 449 
 1998 ; 15 копеек ; 1939 ;  ; Ni ; F-VF ; 22 ; VladVK ; 110 
 1999 ; 15 копеек ; 1940 ;  ; Ni ; F-VF ; 38 ; volodia1953 ; 100 
 2000 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 15 ; vanamo ; 64 
 2001 ; 15 копеек ; 1943 ;  ; Ni ; VF- ; 30 ; vinter ; 51 
 2002 ; 15 копеек ; 1944 ;  ; Ni ; VF- ; 18 ; Максимус 1 ; 431 
 2003 ; 15 копеек ; 1945 ;  ; Ni ; VF- ; 56 ; sos1 ; 89 
 2004 ; 15 копеек ; 1950 ;  ; Ni ; XF+ ; 57 ; gjyd ; 235 
 2005 ; 10 копеек ; 1937 ;  ; Ni ; XF ; 39 ; Lynx-a ; 852 
 2006 ; 10 копеек ; 1938 ;  ; Ni ; VF+ ; 19 ; Олег33 ; 237 
 2007 ; 10 копеек ; 1945 ;  ; Ni ; VF- ; 28 ; NFV ; 305 
 2008 ; 10 копеек ; 1948 ;  ; Ni ; VF-XF ; 29 ; Tonus ; 105 
 2009 ; 10 копеек ; 1949 ;  ; Ni ; VF ; 38 ; Tonus ; 157 
 2010 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 38 ; skia ; 82 
 1911 ; 5 копеек ; 1949 ;  ; Br ; F+ ; 9 ; asternox ; 9 
 1912 ; 5 копеек ; 1953 ;  ; Br ; VF ; 19 ; Олег33 ; 30 
 1913 ; 5 копеек ; 1955 ;  ; Br ; VF ; 9 ; Олег33 ; 23 
 1914 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 3 ; VR62 ; 21 
 1915 ; 5 копеек ; 1957 ; в венке герба 15 лент ; Br ; XF ; 37 ; volkov ; 138 
 1916 ; 3 копейки ; 1928 ;  ; Br ; F+ ; 5 ; Cvetkov ; 5 
 1917 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 4 ; tanmar86 ; 5 
 1918 ; 3 копейки ; 1930 ;  ; Br ; F-VF ; 10 ; nybyk ; 15 
 1919 ; 3 копейки ; 1930 ;  ; Br ; VF- ; 8 ; vova4244 ; 31 
 1920 ; 3 копейки ; 1931 ;  ; Br ; VF- ; 5 ; Rober ; 6 
 1921 ; 3 копейки ; 1932 ;  ; Br ; F-VF ; 2 ; aak ; 3 
 1922 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; F-VF ; 7 ; nybyk ; 7 
 1923 ; 3 копейки ; 1936 ; л/с звезда фигурная ; Br ; F-VF ; 3 ; Cvetkov ; 4 
 1924 ; 3 копейки ; 1938 ;  ; Br ; F-VF ; 21 ; nybyk ; 22 
 1925 ; 3 копейки ; 1938 ;  ; Br ; F ; 6 ; tanmar86 ; 6 
 1926 ; 3 копейки ; 1939 ;  ; Br ; F+ ; 12 ; tanmar86 ; 13 
 1927 ; 3 копейки ; 1940 ;  ; Br ; F-VF ; 13 ; tanmar86 ; 12 
 1928 ; 3 копейки ; 1940 ;  ; Br ; F-VF ; 1 ; Cvetkov ; 2 
 1929 ; 3 копейки ; 1941 ;  ; Br ; F+ ; 13 ; Rober ; 14 
 1930 ; 3 копейки ; 1943 ;  ; Br ; F ; 14 ; Олег33 ; 16 
 1931 ; 3 копейки. Лак ; 1948 ;  ; Br ; VF- ; 19 ; Lynx-a ; 27 
 1932 ; 3 копейки ; 1949 ;  ; Br ; VF ; 11 ; mic61 ; 12 
 1933 ; 3 копейки ; 1950 ;  ; Br ; VF- ; 15 ; qwert_666_85 ; 33 
 1934 ; 3 копейки ; 1952 ;  ; Br ; F-VF ; 2 ; qwert_666_85 ; 3 
 1935 ; 3 копейки ; 1953 ;  ; Br ; F+ ; 17 ; жора ; 18 
 1936 ; 3 копейки ; 1953 ;  ; Br ; F-VF ; 2 ; nybyk ; 3 
 1937 ; 3 копейки ; 1954 ;  ; Br ; F-VF ; 2 ; valsv ; 3 
 1938 ; 3 копейки ; 1955 ;  ; Br ; VF- ; 1 ; жора ; 2 
 1939 ; 3 копейки ; 1956 ;  ; Br ; VF- ; 3 ; prostoFila ; 21 
 1940 ; 3 копейки ; 1957 ; в венке герба 15 лент ; Br ; VF- ; 1 ; жора ; 2 
 1941 ; 2 копейки. Лак ; 1926 ;  ; Br ; VF- ; 5 ; sveta6369 ; 6 
 1942 ; 2 копейки. Лак ; 1928 ;  ; Br ; F-VF ; 10 ; Rober ; 11 
 1943 ; 2 копейки ; 1929 ;  ; Br ; F ; 2 ; valsv ; 3 
 1944 ; 2 копейки ; 1930 ;  ; Br ; F+ ; 8 ; valsv ; 30 
 1945 ; 2 копейки ; 1931 ;  ; Br ; F-VF ; 31 ; sveta6369 ; 31 
 1946 ; 2 копейки. Возможно брак чеканки ; 1934 ;  ; Br ; VF ; 4 ; volodia1953 ; 5 
 1947 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 29 ; Lynx-a ; 39 
 1948 ; 2 копейки ; 1936 ;  ; Br ; F-VF ; 5 ; Cvetkov ; 5 
 1949 ; 2 копейки ; 1937 ;  ; Br ; F+ ; 1 ; Cvetkov ; 2 
 1950 ; 2 копейки ; 1938 ;  ; Br ; F ; 2 ; valsv ; 3 
 1951 ; 2 копейки ; 1940 ;  ; Br ; F-VF ; 2 ; aak ; 3 
 1952 ; 2 копейки. Лак ; 1941 ;  ; Br ; F-VF ; 24 ; evg65 ; 25 
 1953 ; 2 копейки ; 1945 ;  ; Br ; F-VF ; 7 ; жора ; 57 
 1954 ; 2 копейки ; 1946 ;  ; Br ; F+ ; 1 ; Cvetkov ; 2 
 1955 ; 2 копейки ; 1948 ;  ; Br ; F-VF ; 11 ; stroitel61 ; 12 
 1956 ; 2 копейки ; 1949 ;  ; Br ; F-VF ; 1 ; Cvetkov ; 2 
 1957 ; 2 копейки ; 1950 ;  ; Br ; F+ ; 12 ; valsv ; 12 
 1958 ; 2 копейки ; 1951 ;  ; Br ; F ; 11 ; alex995 ; 46 
 1959 ; 2 копейки. Лак ; 1952 ;  ; Br ; F+ ; 1 ; Cvetkov ; 2 
 1960 ; 2 копейки ; 1953 ;  ; Br ; F+ ; 1 ; жора ; 2 
 1861 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Че ; Cu-Ni ; Proof ; 7 ; dimass70 ; 102 
 1862 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 5 ; dimass70 ; 115 
 1863 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 54 ; 131026000 ; 380 
 1864 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 35 ; dimass70 ; 179 
 1865 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; Proof ; 31 ; dimass70 ; 141 
 1866 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; Proof ; 19 ; dimass70 ; 102 
 1867 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Ле ; Cu-Ni ; Proof ; 30 ; 131026000 ; 188 
 1868 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 30 ; sveta6369 ; 169 
 1869 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прок ; Cu-Ni ; Proof ; 7 ; dimass70 ; 102 
 1870 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; Proof ; 11 ; dimass70 ; 124 
 1871 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; AU ; 28 ; hellraiser ; 249 
 1872 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; AU ; 39 ; Bigmouse ; 221 
 1873 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Кола ; Cu-Ni ; AU ; 23 ; hellraiser ; 161 
 1874 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Ма ; Cu-Ni ; AU ; 23 ; Ermak ; 418 
