 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 3821 ; 1/2 кроны. Великобритания ; 1962 ;  ; Cu-Ni ; XF ; 11 ; SKeeper ; 38 
 3822 ; 2,5 евро. Португалия ; 2008 ;  ; Cu-Ni ; AU ; 23 ; кс ; 236 
 3823 ; 1 куна. Папуа Новая Гвинея ; 1976 ;  ; Cu-Ni ; Proof ; 27 ; ESSAI ёжик ; 161 
 3824 ; 2 динара. Югославия ; 1938 ;  ; Al/Br ; VF ; 9 ; Mike! ; 82 
 3825 ; 1 песета. Испания ; 1937 ;  ; Al/Br ; XF ; 24 ; Mike! ; 183 
 3826 ; 10 рупий. Индонезия ; 1974 ;  ; Al/Br ; XF ; 8 ; Mike! ; 22 
 3827 ; 5 франков. Камерун ; 1961 ;  ; Al/Br ; VF+ ; 22 ; Mike! ; 75 
 3828 ; 10 квача. Малави. Лягушка ; 2010 ;  ; Cu-Ni, серебрен ; Proof-Like ; 23 ; SKeeper ; 171 
 3829 ; 50 сантимов. Франция ; 1941 ;  ; Al/Br ; XF ; 9 ; luchano ; 79 
 3830 ; 20 крон. Чехословакия. Масарик ; 1937 ;  ; Ag ; VF+ ; 22 ; StasStas ; 411 
 3831 ; 1 шиллинг. Австрия ; 1926 ;  ; Ag ; VF+ ; 19 ; Mike! ; 192 
 3832 ; 2 пфеннига. Сакс-Мейнинген ; 1864 ;  ; Cu ; F+ ; 9 ; Mike! ; 101 
 3833 ; 2 эре. Дания ; 1927 ;  ; Cu ; VF+ ; 14 ; Mike! ; 33 
 3834 ; 1 хеллер. Немецкая Ост-Африка ; 1908 ;  ; Cu ; VF- ; 11 ; Mike! ; 193 
 3835 ; 1 цент. Эфиопия ;  ;  ; Cu ; XF ; 9 ; Mike! ; 83 
 3836 ; 10 хеллеров. Чехословакия ; 1933 ;  ; Cu ; VF ; 12 ; Mike! ; 37 
 3837 ; 2 гривны. Украина. Рио-де-Жанейро ; 2016 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 625 
 3838 ; 2 гривны. Украина. Декларация ; 2010 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 204 
 3839 ; 5 гривен. Украина. Сакские озера ; 2007 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 210 
 3840 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Al ; VF ; 19 ; Александр007 ; 225 
 3841 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF+ ; 21 ; Mike! ; 31 
 3842 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F-VF ; 7 ; Mike! ; 80 
 3843 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; VF- ; 11 ; brigadir ; 189 
 3844 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; XF ; 7 ; Mike! ; 59 
 3845 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 11 ; Mike! ; 57 
 3846 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 11 ; Mike! ; 61 
 3847 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF ; 7 ; Mike! ; 34 
 3848 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 9 ; Mike! ; 69 
 3849 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 7 ; Mike! ; 69 
 3850 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 7 ; Mike! ; 79 
 3851 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 11 ; Mike! ; 57 
 3852 ; 25 пфеннигов. Германия. Нотгельд ; ND ;  ; Fe ; VF ; 13 ; Mike! ; 90 
 3853 ; 20 пфеннигов. Германия. Нотгельд ; ND ;  ; Fe ; VF+ ; 25 ; Mike! ; 92 
 3854 ; 1 цент. Гон-Конг ; 1931 ;  ; Br ; VF- ; 13 ; кот баюн ; 114 
 3855 ; 10 чентезимо. Италия ; 1921 ;  ; Br ; VF+ ; 16 ; chief com ; 36 
 3856 ; 1 пфенниг. Германия ; 1819 ;  ; Cu ; F ; 7 ; Mike! ; 79 
 3857 ; 1 песева. Немецкая Ост-Африка ; 1891 ;  ; BrBr ; VF ; 48 ; Mike! ; 453 
 3858 ; 1 крейцер. Австрия ; 1885 ;  ; Br ; VF- ; 6 ; Mike! ; 22 
 3759 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 7 ; Mike! ; 53 
 3760 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 7 ; Mike! ; 48 
 3761 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; F ; 7 ; Mike! ; 34 
 3762 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F+ ; 7 ; Mike! ; 46 
 3763 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F ; 7 ; etwar55 ; 46 
 3764 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; F ; 7 ; Mike! ; 114 
 3765 ; 5 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Al ; VF ; 17 ; taa ; 178 
 3766 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Al ; VF ; 16 ; taa ; 235 
 3767 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; F ; 10 ; Mike! ; 123 
 3768 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; F-VF ; 9 ; etwar55 ; 217 
 3769 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F-VF ; 6 ; Mike! ; 92 
 3770 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 7 ; Mike! ; 34 
 3771 ; Фартинг. Великобритания ; 1912 ;  ; Br ; VF ; 5 ; Mike! ; 22 
 3772 ; 1 сентаво. Мексика ; 1913 ;  ; Br ; XF ; 15 ; Mike! ; 104 
 3773 ; 1 сантим. Бельгия ; 1816 ;  ; Br ; VF ; 15 ; Mike! ; 234 
 3774 ; 1 грош. Польша ; 1938 ;  ; Br ; XF- ; 24 ; Shundr ; 113 
 3775 ; 1 эре. Дания ; 1938 ;  ; Br ; VF+ ; 21 ; hoop ; 38 
 3776 ; 1 пенни. Великобритания ; 1949 ;  ; Br ; XF ; 25 ; Jeff ; 310 
 3777 ; 1 сентаво. Мексика ; 1910 ;  ; Br ; XF ; 8 ; Mike! ; 111 
 3778 ; 1/4 анны. Восточная Индийская Компания ; 1858 ;  ; Br ; F ; 14 ; Mike! ; 69 
 3779 ; 2 сентаво. Аргентина ; 1891 ;  ; Br ; VF ; 8 ; Mike! ; 70 
 3780 ; 5 эре. Дания ; 1940 ;  ; Br ; XF ; 9 ; Mike! ; 41 
 3781 ; 100 крон. Австрия ; 1924 ;  ; Br ; VF ; 9 ; kuzun ; 120 
 3782 ; 25 пара. Югославия ; 1938 ;  ; Br ; XF ; 26 ; antoniounh ; 567 
 3783 ; 10 чентеззимо. Италия ; 1924 ;  ; Br ; VF+ ; 8 ; Mike! ; 46 
 3784 ; 1/2 анны. Восточная Индийская Компания ; 1845 ;  ; Br ; F ; 19 ; Mike! ; 97 
 3785 ; 2-1/2 цента. Нидерланды ; 1912 ;  ; Br ; VF+ ; 20 ; Mike! ; 79 
 3786 ; 5 сентаво. Мексика ; 1944 ;  ; Br ; XF ; 15 ; DVZ ; 57 
 3787 ; 1 грошен. Австрия ; 1929 ;  ; Br ; XF ; 7 ; Mike! ; 42 
 3788 ; 5 сантимов. Тунис ; 1908 ;  ; Br ; VF ; 7 ; Mike! ; 255 
 3789 ; 5 эре. Дания ; 1908 ;  ; Br ; VF ; 13 ; Mike! ; 352 
 3790 ; 1 эре. Дания ; 1923 ;  ; Br ; VF ; 16 ; Mike! ; 41 
 3791 ; Фартинг. Великобритания ; 1949 ;  ; Br ; XF ; 9 ; xoltecl ; 51 
 3792 ; 2 сантима. Бельгия ; 1919 ;  ; Br ; XF ; 39 ; 1879 ; 138 
 3793 ; 1/2 скиллинга. Дания ; 1868 ;  ; Br ; VF+ ; 15 ; Jeff ; 235 
 3794 ; 2 сентаво. Мексика ; 1939 ;  ; Br ; VF ; 22 ; Mike! ; 113 
 3795 ; 2 эре. Дания ; 1927 ;  ; Br ; VF ; 23 ; Mike! ; 43 
 3796 ; 5 сантимов. Бельгия ; 1856 ;  ; Br ; VF ; 55 ; DVZ ; 408 
 3797 ; 1 сентаво. Мексика ; 1933 ;  ; Br ; VF ; 5 ; Mike! ; 22 
 3798 ; 10 чентезимо. Италия ; 1924 ;  ; Br ; VF ; 14 ; Mike! ; 22 
 3799 ; 5 аурар. Исландия ; 1940 ;  ; Br ; VF ; 19 ; Markgraf ; 101 
 3800 ; 2 эре. Дания ; 1938 ;  ; Br ; XF ; 15 ; Mike! ; 31 
 3801 ; 10 чентезимо. Италия ; 1920 ;  ; Br ; VF+ ; 10 ; Mike! ; 22 
 3802 ; 5 эре. Дания ; 1934 ;  ; Br ; VF+ ; 5 ; Mike! ; 22 
 3803 ; 2 сантима. Бельгия ; 1959 ;  ; Br ; VF- ; 17 ; chks69 ; 137 
 3804 ; 1 крейцер. Австрия ; 1851 ;  ; Br ; VF ; 19 ; buhar1956 ; 124 
 3805 ; 5 эре. Дания ; 1940 ;  ; Br ; VF+ ; 5 ; Mike! ; 22 
 3806 ; 10 чентезимо. Италия ; 1929 ;  ; Br ; VF ; 14 ; Mike! ; 22 
 3807 ; 5 сантимов. Франция ; 1913 ;  ; Br ; VF+ ; 8 ; Mike! ; 22 
 3808 ; 2 сантима. Бельгия ; 1905 ;  ; Br ; VF ; 14 ; chks69 ; 79 
 3709 ; 1 драм. Нагорный-Карабах ; 2004 ;  ; Al ; XF ; 39 ; jj ; 132 
 3710 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF ; 7 ; Mike! ; 55 
 3711 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF ; 18 ; Mike! ; 57 
 3712 ; 200 марок. Веймар ; 1923G ;  ; Al ; VF- ; 17 ; Mike! ; 32 
 3713 ; 200 марок. Веймар ; 1923A ;  ; Al ; VF+ ; 13 ; Mike! ; 36 
 3714 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF- ; 22 ; Матроскин ; 110 
 3715 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 9 ; Mike! ; 90 
 3716 ; 5 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F+ ; 11 ; Mike! ; 222 
 3717 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 9 ; Mike! ; 61 
 3718 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 10 ; Mike! ; 118 
 3719 ; 1 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 6 ; asnik ; 114 
 3720 ; 1 пфенниг. Германия. Нотгельд ; 1919 ;  ; Zn ; F+ ; 15 ; smel ; 170 
 3721 ; 2 марки. Германия. Нотгельд ; 1920 ;  ; Al/Br ; XF ; 16 ; 220W ; 983 
 3722 ; 5 франков. Французский Тунис ; 1365 ;  ; Al/Br ; F+ ; 11 ; avvas ; 126 
 3723 ; 5 франков. Французский Тунис ; 1946 ;  ; Al/Br ; VF- ; 27 ; Mike! ; 115 
 3724 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; XF ; 10 ; ZOLTAN333 ; 70 
 3725 ; 50 пара. Югославия ; 1938 ;  ; Al/Br ; XF ; 8 ; DVZ ; 104 
 3726 ; 1 крона. Дания ; 1945 ;  ; Al/Br ; VF ; 17 ; Mike! ; 46 
 3727 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; XF ; 11 ; DVZ ; 79 
 3728 ; 50 франков. Маркко ; 1371 ;  ; Al/Br ; VF ; 6 ; Mike! ; 22 
 3729 ; 1 сентаво. Никарагуа ; 1943 ;  ; Al/Br ; VF- ; 31 ; vb96 ; 892 
 3730 ; 2 динара. Югославия. Малая корона ; 1938 ;  ; Al/Br ; XF ; 27 ; antoniounh ; 408 
 3731 ; 50 пара. Югославия ; 1938 ;  ; Al/Br ; XF ; 13 ; Mike! ; 84 
 3732 ; 1/2 кроны. Дания ; 1925 ;  ; Al/Br ; VF-XF ; 19 ; DVZ ; 167 
 3733 ; 1 франк Тунис ; 1921 ;  ; Al/Br ; VF- ; 20 ; Mike! ; 106 
 3734 ; 3 пенса. Великобритания ; 1942 ;  ; Al/Br ; VF ; 17 ; Mike! ; 36 
 3735 ; 2 динара. Югославия. Большая корона ; 1938 ;  ; Al/Br ; VF+ ; 11 ; DVZ ; 92 
 3736 ; 50 стотинок. Болгария ; 1937 ;  ; Al/Br ; VF+ ; 8 ; Mike! ; 45 
 3737 ; 1 сантим. Бельгия ; 1901 ;  ; Br ; VF ; 32 ; chks69 ; 91 
 3738 ; 1 цент Нидерланды ; 1901 ;  ; Br ; VF- ; 18 ; DVZ ; 90 
 3739 ; 1 цент. Эфиопия ;  ;  ; Br ; XF+ ; 9 ; Mike! ; 79 
 3740 ; 1 сентаво. Мексика ; 1906 ;  ; Br ; F ; 6 ; Mike! ; 22 
 3741 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF+ ; 26 ; etwar55 ; 408 
 3742 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 5 ; Mike! ; 46 
 3743 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 7 ; Mike! ; 57 
 3744 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 5 ; Mike! ; 46 
 3745 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 5 ; Mike! ; 46 
 3746 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF ; 7 ; Mike! ; 61 
 3747 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 5 ; Mike! ; 114 
 3748 ; 10 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 9 ; Mike! ; 90 
 3749 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 7 ; Mike! ; 46 
 3750 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 8 ; smel ; 57 
 3751 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 7 ; Mike! ; 46 
 3752 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 5 ; von_Schwarz ; 34 
 3753 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; XF ; 7 ; Mike! ; 114 
 3754 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 9 ; Mike! ; 59 
 3755 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; F-VF ; 9 ; Mike! ; 69 
 3756 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; F-VF ; 5 ; Mike! ; 46 
 3757 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF ; 5 ; Mike! ; 46 
 3758 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 7 ; Mike! ; 51 
 3659 ; 2 лиры. Италия ; 1924 ;  ; Cu-Ni ; VF ; 9 ; Mike! ; 46 
 3660 ; 1 песо. Куба ; 1981 ;  ; Cu-Ni ; AU ; 19 ; Mike! ; 147 
 3661 ; 1/2 Рембрандт. Нидерланды. Г Лейден ; 2006 ;  ; Al/Br ; XF+ ; 11 ; Mike! ; 108 
 3662 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF-XF ; 14 ; 220W ; 192 
 3663 ; 50 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Fe ; XF ; 29 ; etwar55 ; 534 
 3664 ; 50 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Fe ; VF- ; 38 ; taa ; 379 
 3665 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF+ ; 20 ; 220W ; 322 
 3666 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 5 ; Mike! ; 160 
 3667 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF- ; 7 ; etwar55 ; 114 
 3668 ; 25 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 7 ; Mike! ; 48 
 3669 ; 25 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 7 ; Sterh ; 62 
 3670 ; 25 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; XF ; 13 ; 220W ; 232 
 3671 ; 25 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Fe ; XF ; 23 ; taa ; 185 
 3672 ; 200 марок. Веймар ; 1923G ;  ; Al ; VF-XF ; 15 ; Mike! ; 44 
 3673 ; 3 пфеннига. Пруссия ; 1856A ;  ; Cu ; F+ ; 19 ; buhar1956 ; 173 
 3674 ; 5 пфеннигов. Саксония ; 1867B ;  ; Cu ; VF+ ; 74 ; buhar1956 ; 762 
 3675 ; 1/2 стубера. Юлих-Берг ; 1794 ;  ; Cu ; F+ ; 10 ; Mike! ; 222 
 3676 ; 1 пфенниг. Бавария ; 1858 ;  ; Cu ; VF ; 5 ; Mike! ; 113 
 3677 ; 1 пфенниг. Саксония ; 1872 ;  ; Cu ; VF ; 16 ; Mike! ; 152 
 3678 ; 2 пфеннига. Саксония ; 1865A ;  ; Cu ; VF ; 36 ; buhar1956 ; 481 
 3679 ; 4 пфеннига. Пруссия ; 1865A ;  ; Cu ; F ; 15 ; Mike! ; 186 
 3680 ; 1 пфенниг. Саксония ; 1859F ;  ; Cu ; F+ ; 21 ; Mike! ; 107 
 3681 ; 1 пфенниг. Пруссия ; 1868B ;  ; Cu ; F+ ; 11 ; buhar1956 ; 134 
 3682 ; 1 хеллер. Франкфурт ; 1820 ;  ; Cu ; F ; 9 ; Mike! ; 49 
 3683 ; 1 пфенниг. Пруссия ; 1872C ;  ; Cu ; VF ; 10 ; Mike! ; 113 
 3684 ; 3 пфеннига. Пруссия ; 1861A ;  ; Cu ; VF- ; 9 ; Mike! ; 53 
 3685 ; 2 пфеннига. Пруссия ; 1848D ;  ; Cu ; F ; 7 ; Mike! ; 34 
 3686 ; 1 хеллер. Франкфурт ; 1821 ;  ; Cu ; F+ ; 27 ; buhar1956 ; 266 
 3687 ; 1 крейцер. Баден ; 1834 ;  ; Cu ; F- ; 16 ; Mike! ; 204 
 3688 ; 1 пфенниг. Франкфурт ; 1805 ;  ; Cu ; F ; 9 ; Mike! ; 42 
 3689 ; 3 пфеннига. Германия ; 1842 ;  ; Cu ; VF ; 25 ; taa ; 513 
 3690 ; 1 пфенниг. Веймар ; 1936A ;  ; Cu ; XF+ ; 44 ; shliser ; 105 
 3691 ; 1/2 стубера. Юлих-Берг ; 1785 ;  ; Cu ; F+ ; 6 ; Mike! ; 105 
 3692 ; 1 пфенниг. Германия ; 1819 ;  ; Cu ; F ; 11 ; Mike! ; 101 
 3693 ; 2 пфеннига. Саксония ; 1850 ;  ; Cu ; F+ ; 12 ; von_Schwarz ; 217 
 3694 ; 1/2 крейцера. Бавария ; 1854 ;  ; Cu ; F+ ; 31 ; t_v_v ; 67 
 3695 ; 1 пфенниг. Саксония ; 1862 ;  ; Cu ; VF- ; 8 ; Mike! ; 107 
 3696 ; 1 пфенниг. Пруссия ; 1855 ;  ; Cu ; F+ ; 9 ; Mike! ; 79 
 3697 ; 1 пфенниг. Саксония ; 1873 ;  ; Cu ; VF ; 7 ; qver ; 227 
 3698 ; 1 хеллер. Франкфурт ; 1824 ;  ; Cu ; F ; 10 ; Mike! ; 105 
 3699 ; 3 пфеннига. Германия ; 1859A ;  ; Cu ; F-VF ; 7 ; Mike! ; 225 
 3700 ; 2 пфеннига. Саксония ; 1869B ;  ; Cu ; F+ ; 13 ; qver ; 227 
 3701 ; 1 пфенниг. Пруссия ; 1869B ;  ; Cu ; VF ; 7 ; qver ; 159 
 3702 ; 1 пфенниг. Пруссия ; 1869A ;  ; Cu ; VF ; 7 ; Mike! ; 85 
 3703 ; 1 пфенниг. Баден ; 1867 ;  ; Cu ; VF ; 13 ; buhar1956 ; 239 
 3704 ; 50 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; XF- ; 29 ; ZOLTAN333 ; 1020 
 3705 ; 50 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; XF- ; 21 ; Mike! ; 479 
 3706 ; 1 солид. Пруссия ; 1780 ;  ; Ag ; VG ; 19 ; StasStas ; 181 
 3707 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; VF+ ; 27 ; Mike! ; 267 
 3708 ; 5 драм. Нагорный-Карабах ; 2004 ;  ; Al/Br ; AU ; 21 ; jj ; 134 
 3609 ; 10 песо. Филиппины ; 1986 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 148 
 3610 ; 100 йен. Япония. Олимпиада ; 1972 ;  ; Cu-Ni ; XF+ ; 22 ; Mike! ; 114 
 3611 ; 1 крона. Дания ; 1957 ;  ; Al/Br ; XF ; 5 ; Mike! ; 22 
 3612 ; 10 франков. Конго ; 1965 ;  ; Al ; VF ; 7 ; Mike! ; 126 
 3613 ; 20 крон. Чехия ; 2002 ;  ; Al/Br ; AU ; 12 ; Mike! ; 55 
 3614 ; 10 сентаво. Бразилия ; 1944 ;  ; Al/Br ; XF ; 15 ; Mike! ; 50 
 3615 ; 50 афгани. Афганистан ; 1987 ;  ; Cu-Ni ; AU ; 21 ; vb96 ; 606 
 3616 ; 2 евро. Испания ; 2010 ;  ; Би/м ; XF ; 7 ; Mike! ; 204 
 3617 ; 10 юаней. Тайвань ;  ;  ; Cu-Ni ; XF ; 5 ; Mike! ; 22 
 3618 ; 50 хеллеров. Словакия ; 1941 ;  ; Cu-Ni ; VF+ ; 54 ; avvas ; 128 
 3619 ; 50 сукре. Эквадор ; 1988 ;  ; Cu-Ni ; VF+ ; 7 ; Mike! ; 37 
 3620 ; 1 динар. Тунис ; 1990 ;  ; Cu-Ni ; XF ; 23 ; uhfvv7 ; 79 
 3621 ; 1 доллар. Сингапур ; 1967 ;  ; Cu-Ni ; AU ; 21 ; ESSAI ёжик ; 333 
 3622 ; 1 франк. Бельгия ; 1939 ;  ; Cu-Ni ; XF- ; 15 ; ZOLTAN333 ; 51 
 3623 ; 10 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF ; 11 ; Mike! ; 42 
 3624 ; 2 евро. Германия. Мекленбург-Ворпоммерн ; 2007 ;  ; Би/м ; XF ; 11 ; ВЯЗЪ ; 223 
 3625 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; XF+ ; 13 ; Mike! ; 21 
 3626 ; 100 рейс. Бразилия ; 1935 ;  ; Cu-Ni ; VF- ; 9 ; Mike! ; 42 
 3627 ; 5 крон. Норвегия ; 1979 ;  ; Cu-Ni ; VF+ ; 11 ; Mike! ; 28 
 3628 ; 20 чентезимо. Италия ; 1894 ;  ; Cu-Ni ; VF+ ; 18 ; ZOLTAN333 ; 123 
 3629 ; 100 франков. Франция ; 1955 ;  ; Cu-Ni ; VF ; 5 ; Mike! ; 22 
 3630 ; 20 чентезимо. Италия ; 1942 ;  ; St ; VF+ ; 6 ; Mike! ; 22 
 3631 ; 10 пара. Турция ; 1327 ;  ; Cu-Ni ; VF ; 9 ; Mike! ; 58 
 3632 ; 5 афгани. Афганистан ; 1340 (1961) ;  ; Cu-Ni ; XF ; 14 ; митяй ; 72 
 3633 ; 5 лир. Израиль ;  ;  ; Cu-Ni ; XF ; 11 ; chks69 ; 59 
 3634 ; 10 пфеннигов. Германия. Нотгельд. Виттен ; 1919 ;  ; Fe ; VF+ ; 27 ; Shundr ; 167 
 3635 ; 10 центов. Барбадос ; 1973 ;  ; Cu-Ni ; Proof ; 28 ; Mike! ; 42 
 3636 ; 20 шиллингов. Австрия ; 1996 ;  ; Al/Br ; AU ; 20 ; Mike! ; 365 
 3637 ; 100 песо. Испания ; 1977 ;  ; Al/Br ; AU ; 15 ; chief com ; 102 
 3638 ; 10 куруш. Турция ; 1949 ;  ; Al/Br ; VF ; 6 ; Mike! ; 37 
 3639 ; Фартинг. Великобритания ; 1930 ;  ; Br ; VF+ ; 9 ; Mike! ; 31 
 3640 ; 2 сентаво. Аргентина ; 1891 ;  ; Br ; VF-XF ; 9 ; Mike! ; 110 
 3641 ; 20 рейс. Португалия ; 1883 ;  ; Br ; F ; 7 ; Mike! ; 46 
 3642 ; 10 пфеннигов. Германия. Нотгельд. Виттен ; 1919 ;  ; Fe ; VF+ ; 20 ; Mike! ; 155 
 3643 ; 1 цент. Гон-Конг ; 1934 ;  ; Br ; VF ; 13 ; Mike! ; 101 
 3644 ; 1 крона. Чехословакия ; 1922 ;  ; Cu-Ni ; VF+ ; 5 ; valerdon ; 46 
 3645 ; 1 цент. Нидерланды ; 1883 ;  ; Br ; VF+ ; 30 ; Mike! ; 46 
 3646 ; 1 крона. Дания ; 1926 ;  ; Al/Br ; VF ; 7 ; Mike! ; 48 
 3647 ; 50 пфеннигов. Германия ; 1940A ;  ; Al ; VF- ; 23 ; shliser ; 171 
 3648 ; 20 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 93 
 3649 ; 5 центов. Канада ; 1939 ;  ; Cu-Ni ; VF+ ; 17 ; Mike! ; 61 
 3650 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF ; 9 ; Mike! ; 31 
 3651 ; 1 эре. Норвегия ; 1943 ;  ; Fe ; VF ; 5 ; Mike! ; 22 
 3652 ; 25 сантимов. Бельгия ; 1944 ;  ; Zn ; VF ; 9 ; Mike! ; 21 
 3653 ; 2 эре. Швеция ; 1883 ;  ; Br ; VF ; 13 ; Mike! ; 42 
 3654 ; 1 крейцер. Баден ; 1849 ;  ; Br ; F ; 5 ; Mike! ; 51 
 3655 ; 1 доллар. Барбадос ; 1974 ;  ; Cu-Ni ; Proof ; 11 ; Mike! ; 114 
 3656 ; 2 евро Германия. Бавария ; 2012 ;  ; Би/м ; XF ; 11 ; Mike! ; 161 
 3657 ; 2 евро. Греция Олимпиада ; 2004 ;  ; Би/м ; XF ; 9 ; Mike! ; 149 
 3658 ; 2 сантима. Франция ; 1862 ;  ; Br ; F-VF ; 25 ; Mike! ; 101 
 3559 ; 3 пенса. Великобритания ; 1913 ;  ; Ag ; XF+ ; 19 ; dim66 ; 217 
 3560 ; 1 франк. Швейцария ; 1920 ;  ; Ag ; XF- ; 33 ; русман ; 258 
 3561 ; 6 пенсов. Великобритания ; 1921 ;  ; Ag ; F+ ; 20 ; collector64 ; 77 
 3562 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF- ; 20 ; porte33 ; 98 
 3563 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF ; 22 ; bratss ; 123 
 3564 ; 6 пенсов. Австралия ; 1951 ;  ; Ag ; VF ; 24 ; птичка16 ; 156 
 3565 ; 1/4 гульдена. Нидерландские Антилы ; 1957 ;  ; Ag ; XF ; 14 ; митяй ; 157 
