 5905 ; Бона иностранная ;  ;  ;  ; AU ; 20 ; Папа с рацией ; 82 
 3725 ; 1 сен. Япония ; 1938-1840 ;  ; Al ; XF+ ; 16 ; кве ; 97 
 3726 ; 1 сен. Япония ; 1941-1943 ;  ; Al ; VF+ ; 5 ; кве ; 23 
 3727 ; 10 сен. Япония ; 1940-1943 ;  ; Al ; XF ; 20 ; кве ; 255 
 3728 ; 5 сен. Япония ; 1917-1923 ;  ; Cu-Ni ; VF ; 6 ; Володя ; 32 
 3729 ; 5 йен. Япония ; 20 век ;  ; Латунь ; AU ; 6 ; ag58 ; 22 
 3730 ; 5 йен. Япония ; 20 век ;  ; Латунь ; VF+ ; 3 ; Djek ; 13 
 3731 ; 50 йен. Япония ; 1971 ;  ; Cu-Ni ; XF+ ; 4 ; ag58 ; 21 
 3732 ; 100 йен. Япония ; 1973 ;  ; Cu-Ni ; XF ; 7 ; ag58 ; 31 
 3733 ; 1 сен. Япония ; 1916-1938 ;  ; Br ; XF ; 8 ; gorbi ; 46 
 3734 ; 10 йен. Япония ; 20 век ;  ; Br ; AU ; 4 ; scipion ; 22 
 3735 ; 20 марок. ГДР. Манн ; 1971 ;  ; Cu-Ni ; XF ; 28 ; SKeeper ; 96 
 3736 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011A ;  ; Би/м ; AU ; 33 ; zamectitel ; 216 
 3737 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011D ;  ; Би/м ; AU ; 15 ; nivva ; 193 
 3738 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011G ;  ; Би/м ; AU ; 27 ; nivva ; 207 
 3739 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011J ;  ; Би/м ; AU ; 28 ; nivva ; 215 
 3740 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011F ;  ; Би/м ; AU ; 5 ; nivva ; 189 
 3741 ; 2 евро. Словения. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 17 ; victorsa ; 1887 
 3742 ; 2 евро. Нидерланды. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 7 ; KRASLAVA ; 350 
 3743 ; 2 евро. Португалия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 14 ; KRASLAVA ; 306 
 3744 ; 2 евро. Финляндия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 22 ; KRASLAVA ; 359 
 3745 ; 2 евро. Греция. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 32 ; KRASLAVA ; 306 
 3746 ; 2 евро. Люксембург. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 14 ; nivva ; 291 
 3747 ; 2 евро. Ирландия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 14 ; nivva ; 275 
 3648 ; 4 мон. Япония ; 1863 ;  ; Br ; F+ ; 42 ; doc2 ; 572 
 3649 ; 1 мон. Япония, Сендай. Региональный выпуск ; 1784 ;  ; Fe ; F ; 56 ; vb96 ; 906 
 3650 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; XF ; 27 ; 1023oxana ; 141 
 3651 ; 1 крона. Швеция ; 1946 ;  ; Ag ; XF+ ; 28 ; ppi ; 408 
 3652 ; 25 центов. Канада ; 1961 ;  ; Ag ; XF ; 25 ; Searcher ; 137 
 3653 ; 10 пара. Турция ; 1863-1869 ;  ; Br ; VF+ ; 33 ; igor26 ; 239 
 3654 ; 1 крона. Дания ; 1926 ;  ; Al/Br ; XF ; 18 ; banks ; 68 
 3655 ; 10 крон. Швеция ; 1991 ;  ; Al/Br ; AU ; 4 ; stok ; 45 
 3656 ; 2 сентимос-2 грамо. Испания ; 1870 ;  ; Br ; XF- ; 47 ; igor26 ; 591 
 3657 ; 1 сентимос-1 грамо. Испания ; 1870 ;  ; Br ; VF+ ; 22 ; stok ; 92 
 3658 ; 1 фунт. Великобритания ; 1983 ;  ; Латунь ; VF-XF ; 24 ; ilmar ; 89 
 3659 ; 1 фунт. Великобритания ; 1992 ;  ; Латунь ; AU ; 27 ; dim66 ; 122 
 3660 ; 1 фунт. Великобритания ; 1985 ;  ; Латунь ; VF+ ; 8 ; ilmar ; 61 
 3661 ; 20 хеллер. Австрия ; 1894 ;  ; Ni ; XF ; 9 ; igor26 ; 57 
 3662 ; 20 хеллер. Австрия ; 1911 ;  ; Ni ; XF ; 9 ; stok ; 48 
 3663 ; 25 сен. Бельгия ; 1922 ;  ; Cu-Ni ; VF+ ; 11 ; rik ; 34 
 3664 ; 25 сен. Бельгия ; 1929 ;  ; Cu-Ni ; VF+ ; 3 ; stok ; 22 
 3665 ; 10 сен. Бельгия ; 1924 ;  ; Cu-Ni ; VF+ ; 3 ; stok ; 22 
 3666 ; 10 сен. Бельгия ; 1904 ;  ; Cu-Ni ; XF ; 15 ; rik ; 37 
 3667 ; 5 сен. Бельгия ; 1922 ;  ; Cu-Ni ; XF ; 17 ; rik ; 31 
 3668 ; 20 центов. Австралия ; 1940 ;  ; Cu-Ni ; XF ; 4 ; stok ; 22 
 3669 ; 10 центов. Австралия ; 1968 ;  ; Cu-Ni ; XF ; 2 ; stok ; 22 
 3670 ; 5 центов. Австралия ; 1967 ;  ; Cu-Ni ; XF+ ; 2 ; stok ; 22 
 3671 ; 5 центов. США ; 1903 ;  ; Cu-Ni ; F+ ; 7 ; Yamilov ; 46 
 3672 ; 5 центов. США ; 1946 ;  ; Cu-Ni ; VF ; 3 ; Searcher ; 13 
 3673 ; 5 центов. США ; 1942 ;  ; Cu-Ni ; VF ; 3 ; Searcher ; 13 
 3674 ; 10 бани. Румыния ; 1905 ;  ; Cu-Ni ; VF ; 15 ; Володя ; 42 
 3675 ; 10 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF+ ; 15 ; Володя ; 41 
 3676 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF ; 29 ; banks ; 79 
 3677 ; 5 бани. Румыния ; 1900 ;  ; Cu-Ni ; XF ; 32 ; сама71 ; 247 
 3678 ; 10 сенти. Литва ; 1925 ;  ; Al/Br ; VF+ ; 4 ; stok ; 33 
 3679 ; 1 пенни. Австралия ; 1941 ;  ; Br ; VF+ ; 12 ; SKeeper ; 46 
 3680 ; 1/2 пенни. Австралия ; 1963 ;  ; Br ; XF ; 10 ; CASABLANCA ; 55 
 3681 ; 1 пенни. Ирландия ; 1941 ;  ; Br ; XF ; 18 ; bva150979 ; 53 
 3682 ; 5 раппен. Швейцария ; 1938 ;  ; Ni ; XF ; 25 ; igor26 ; 171 
 3683 ; 5 раппен. Швейцария ; 1946 ;  ; Ni ; XF ; 3 ; Flagman ; 13 
 3684 ; 10 сенти. Эстония ; 1931 ;  ; Ni/Лат ; VF ; 5 ; vasilyi66 ; 23 
 3685 ; 50 пфенниг. ФРГ ; 1992J ;  ; Cu-Ni ; AU ; 2 ; stok ; 22 
 3686 ; 20 грошей. Польша ; 1949 ;  ; Cu-Ni ; VF+ ; 20 ; lalula ; 77 
 3687 ; 20 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 24 ; lalula ; 77 
 3688 ; 10 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 21 ; lalula ; 77 
 3689 ; 10 грошей. Польша ; 1949 ;  ; Cu-Ni ; VF ; 22 ; lalula ; 76 
 3690 ; 5 грошей. Польша ; 1937 ;  ; Br ; VF-XF ; 12 ; юрий73 ; 77 
 3691 ; 1 сен. Нидерланды ; 1901 ;  ; Br ; VF+ ; 15 ; krugerrand ; 41 
 3692 ; 5 франков. Гвинея ; 1962 ;  ; Cu-Ni ; VF ; 22 ; Taras58 ; 107 
 3693 ; 5 сентимос. Испания ; 1870 ;  ; Br ; F ; 11 ; Володя ; 31 
 3694 ; 10 франков. Бельгия ; 1972 ;  ; Cu-Ni ; AU ; 6 ; ag58 ; 31 
 3695 ; 1 франк. Бельгия ; 1929 ;  ; Ni ; VF-XF ; 16 ; av ; 37 
 3696 ; 1 цент. Британский Цейлон. Виктория ; 1891 ;  ; Cu ; F-VF ; 20 ; Emv ; 31 
 3697 ; 1 пенни. Фиджи ; 1959 ;  ; Cu-Ni ; AU ; 25 ; irino4ka ; 102 
 3598 ; 5 пфенниг. Германия ; 1918A ;  ; Fe ; VF ; 16 ; TiBuL ; 34 
 3599 ; 5 пфеннигов. Германия ; 1876E ;  ; Cu-Ni ; VF- ; 14 ; Legio ; 36 
 3600 ; 10 центов. Канада ; 1986 ;  ; Cu-Ni ; XF ; 9 ; Володя ; 23 
 3601 ; 20 драхм. Греция ; 1973 ;  ; Cu/Ni ; AU ; 26 ; Волк33 ; 165 
 3602 ; 5 франков. Франция ; 1971 ;  ; Cu/Ni ; AU ; 3 ; krugerrand ; 16 
 3603 ; 1 боливар. Венесуэла ; 1967 ;  ; Cu/Ni ; XF ; 8 ; RomanMSK ; 23 
 3604 ; 1 песо. Мексика ; 1972 ;  ; Cu/Ni ; AU ; 18 ; Legio ; 42 
 3605 ; 10 франков. Бельгия ; 1971 ;  ; Cu/Ni ; AU ; 6 ; ag58 ; 26 
 3606 ; 1/4 доллара. США ; 1971 ;  ; Cu/Ni ; XF+ ; 14 ; стоп ; 28 
 3607 ; 1 крона. Остров Мэн. Эрикссон ; 1997 ;  ; Cu-Ni ; AU ; 26 ; chebeer ; 222 
 3608 ; 10 эскудо. Португалия ; 1972 ;  ; Cu-Ni ; XF ; 28 ; t_v_v ; 41 
 3609 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 20 ; t_v_v ; 88 
 3610 ; 50 гульденов. Нидерланды ; 1995 ;  ; Cu-Ni ; AU ; 45 ; sibirian ; 202 
 3611 ; 6 пенсов. Великобритания ; 1922 ;  ; Ag ; F-VF ; 12 ; sheriff 0 ; 36 
 3612 ; 2 динара. Кувейт. 15 лет Кувейту ; 1976 ;  ; Ag ; XF ; 27 ; d-master ; 850 
 3613 ; 5 шиллингов. Сомали. F.A.O. ; 1970 ;  ; Cu/Ni ; AU ; 13 ; Серж PirGS ; 228 
 3614 ; 10 рупий. Сейшелы.  F.A.O. ; 1977 ;  ; Cu/Ni ; AU ; 23 ; SKeeper ; 110 
 3615 ; 50 песевас. Гана.  F.A.O. ; 1979 ;  ; Al/Br ; AU ; 11 ; kornum ; 106 
 3616 ; 25 пиастов. Судан.  F.A.O. ; 1968 ;  ; Cu/Ni ; AU ; 15 ; лог ин ; 249 
 3617 ; 50 пиастов. Судан.  F.A.O. ; 1972 ;  ; Cu/Ni ; AU ; 25 ; СТРЕКОЗА ; 183 
 3618 ; 1 тала. Самоа и Сисифо.  F.A.O. ; 1980 ;  ; Cu/Ni ; AU ; 15 ; banks ; 244 
 3619 ; 1/2 доллара. США ; 1995 ;  ; Cu/Ni, позол ; AU ; 31 ; AVP86 ; 227 
 3620 ; 25 песет. Испания. Олимпиада в Барселоне ; 1991 ;  ; Ni/Br ; AU ; 6 ; генерал777 ; 46 
 3621 ; 2 сен. Япония ; 1883 ;  ; Cu ; VF- ; 35 ; кве ; 212 
 3622 ; 2 сен. Япония ; 1881 ;  ; Cu ; VF- ; 28 ; кве ; 138 
 3623 ; 1 сен. Япония ; 1915 ;  ; Al/Br ; VF+ ; 14 ; кве ; 297 
 3624 ; 1 сен. Япония ; 1880 ;  ; Cu ; VF ; 39 ; кве ; 212 
 3625 ; 1 сен. Япония ; 1938 ;  ; Br ; VF+ ; 35 ; banks ; 184 
 3626 ; 1/2 сен. Япония ; 1883 ;  ; Br ; VF- ; 31 ; кве ; 131 
 3627 ; 10 сен. Япония ; 1937 ;  ; Cu/Ni ; XF ; 17 ; кве ; 167 
 3628 ; 10 сен. Япония ; 1923 ;  ; Cu/Ni ; VF+ ; 20 ; Володя ; 42 
 3629 ; 5 сен. Япония ; 1889 ;  ; Cu/Ni ; VF ; 25 ; doc2 ; 159 
 3630 ; 5 сен. Япония ; 1921 ;  ; Cu/Ni ; VF+ ; 11 ; vesta78 ; 32 
 3631 ; 5 сен. Япония ; 1934 ;  ; Cu/Ni ; VF ; 19 ; кве ; 153 
 3632 ; 50 сен. Япония ; 1946 ;  ; Al/Br ; XF+ ; 26 ; gusar ; 79 
 3633 ; 50 сен. Япония ; 1947 ;  ; Al/Br ; XF+ ; 12 ; Mukoved ; 79 
 3634 ; 50 сен. Япония ; 1948 ;  ; Al/Br ; AU ; 15 ; кве ; 46 
 3635 ; 10 сен. Япония ; 1938 ;  ; Al/Br ; VF+ ; 16 ; Mukoved ; 79 
 3636 ; 5 сен. Япония ; 1939 ;  ; Al/Br ; XF ; 21 ; кве ; 90 
 3637 ; 5 йен. Япония ; 1949 ;  ; Al/Br ; VF+ ; 21 ; patap100 ; 79 
 3638 ; 1 йена. Япония ; 1949 ;  ; Al/Br ; XF ; 23 ; кве ; 159 
 3639 ; 100 йен. Япония ; 1975 ;  ; Cu/Ni ; XF ; 18 ; doc2 ; 426 
 3640 ; 1 сен. Япония ; 1923 ;  ; Br ; VF+ ; 16 ; кве ; 56 
 3641 ; 1 сен. Япония ; 1935 ;  ; Br ; VF+ ; 13 ; Володя ; 56 
 3642 ; 5 рин. Япония ; 1916 ;  ; Br ; VF+ ; 12 ; S1952 ; 122 
 3643 ; 1 рин. Япония ; 1883 ;  ; Br ; XF+ ; 42 ; кве ; 339 
 3644 ; 1 мон. Япония ; 1668 ;  ; Br ; VF- ; 32 ; doc2 ; 426 
 3645 ; 1 мон. Япония ; 1626-1668 ;  ; Br ; F-VF ; 22 ; кве ; 92 
 3646 ; 4 мон. Япония ; 1768 ;  ; Br ; F-VF ; 49 ; нионила ; 459 
 3647 ; 4 мон. Япония ; 1769-1860 ;  ; Br ; F-VF ; 35 ; кве ; 277 
 3548 ; 4 африки. Камерун ; 2003 ;  ; Би/м ; AU ; 22 ; banks ; 362 
 3549 ; 4 африки. Сенегал ; 2006 ;  ; Би/м ; AU ; 31 ; балбес ; 365 
 3550 ; 3 африки. Чад ; 2005 ;  ; Би/м ; AU ; 33 ; banks ; 362 
 3551 ; 3 африки. Габон ; 2005 ;  ; Би/м ; AU ; 18 ; banks ; 279 
 3552 ; 3 африки. Камерун ; 2005 ;  ; Би/м ; AU ; 15 ; banks ; 279 
 3553 ; 1/2 африки. Камерун ; 2005 ;  ; Би/м ; AU ; 24 ; балбес ; 278 
 3554 ; 5 африка. Камерун ; 2006 ;  ; Латунь ; AU ; 23 ; балбес ; 364 
 3555 ; 2 африки. Синегал ; 2003 ;  ; Латунь ; AU ; 37 ; балбес ; 275 
 3556 ; 2 африки. Нигерия ; 2003 ;  ; Латунь ; AU ; 17 ; banks ; 272 
 3557 ; 1/2 африки. Камерун ; 2005 ;  ; Cu-Ni ; AU ; 19 ; banks ; 257 
 3558 ; 1 африка. Экваториальная Гвинея ; 2005 ;  ; Cu-Ni ; AU ; 18 ; banks ; 272 
 3559 ; 1 африка. Центральная Африка ; 2005 ;  ; Cu-Ni ; AU ; 22 ; banks ; 340 
 3560 ; 1 африка. Кот-д’Ивуар ; 2003 ;  ; Cu-Ni ; AU ; 20 ; banks ; 294 
 3561 ; 1 африка. Бенин ; 2003 ;  ; Cu-Ni ; AU ; 15 ; banks ; 271 
 3562 ; 1 африка. Габон ; 2005 ;  ; Cu-Ni ; AU ; 12 ; banks ; 272 
 3563 ; 1 африка. Мали ; 2003 ;  ; Cu-Ni ; AU ; 12 ; banks ; 272 
 3564 ; 500 песет. Сахара ; 2004 ;  ; Би/м ; AU ; 15 ; mkm1968 ; 192 
 3565 ; 5 марок. Финляндия ; 1933 ;  ; Al/Br ; VF+ ; 18 ; boroda ; 59 
 3566 ; 5 марок. Финляндия ; 1948 ;  ; Al/Br ; VF-XF ; 6 ; boroda ; 42 
 3567 ; 5 марок. Финляндия ; 1949 ;  ; Al/Br ; XF ; 22 ; boroda ; 53 
 3568 ; 5 марок. Финляндия ; 1938 ;  ; Al/Br ; VF+ ; 12 ; boroda ; 42 
 3569 ; 5 марок. Финляндия ; 1950 ;  ; Al/Br ; AU ; 25 ; krugerrand ; 108 
 3570 ; 5 марок. Финляндия ; 1947 ;  ; Al/Br ; VF-XF ; 8 ; boroda ; 42 
 3571 ; 5 марок. Финляндия ; 1951 ;  ; Al/Br ; XF ; 8 ; boroda ; 42 
 3572 ; 5 марок. Финляндия ; 1946 ;  ; Al/Br ; XF ; 13 ; dim66 ; 57 
 3573 ; 5 марок. Финляндия ; 1937 ;  ; Al/Br ; XF ; 15 ; нормировщик9 ; 61 
 3574 ; 5 марок. Финляндия ; 1931 ;  ; Al/Br ; VF-XF ; 10 ; boroda ; 59 
 3575 ; 5 марок. Финляндия ; 1939 ;  ; Al/Br ; XF ; 7 ; Волк33 ; 57 
 3576 ; 10 марок. Финляндия ; 1953 ;  ; Al/Br ; VF+ ; 10 ; stark-2006 ; 51 
 3577 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; VF+ ; 11 ; ремпутьмаш ; 67 
 3578 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; XF ; 17 ; Shedu ; 82 
 3579 ; 1 марка. Финляндия ; 1964 ;  ; Ag ; VF+ ; 19 ; ремпутьмаш ; 69 
 3580 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; XF ; 16 ; Степан_81 ; 73 
 3581 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; XF ; 20 ; rik ; 69 
 3582 ; 5 гривен. Украина. 50 лет вступления Крыма в стостав Украины ; 2004 ;  ; Би/м ; AU ; 46 ; potters.3 ; 1497 
 3583 ; 5 долларов. Ниуэ. Олимпиада в Сеуле. Теннис ; 1987 ;  ; Cu/Ni ; XF ; 29 ; KELA-NIKO ; 378 
 3584 ; 1 цент. Нидерланды ; 1917 ;  ; Cu ; VF ; 7 ; юрий73 ; 31 
 3585 ; 1 цент. Нидерланды ; 1916 ;  ; Cu ; VF ; 5 ; юрий73 ; 31 
 3586 ; 1 цент. Нидерланды ; 1915 ;  ; Cu ; VF ; 7 ; Cong ; 34 
 3587 ; 1 эре. Швеция ; 1874 ;  ; Cu ; VF-XF ; 32 ; кве ; 396 
 3588 ; 1 пфенниг. Германия ; 1874F ;  ; Cu ; VF ; 39 ; русман ; 396 
 3589 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF ; 8 ; irino4ka ; 31 
 3590 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; XF ; 13 ; gremlyn ; 43 
 3591 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF ; 9 ; mefody73 ; 37 
 3592 ; 5 эре. Швеция ; 1913 ;  ; Br ; VF ; 25 ; Salut18 ; 108 
 3593 ; 5 эре. Швеция ; 1881 ;  ; Cu ; VF ; 39 ; igor26 ; 169 
 3594 ; 1/2 фартинга. Великобритания ; 1843 ;  ; Cu ; VF ; 36 ; 1023oxana ; 905 
 3595 ; 1/2 пенни. Великобритания ; 1826 ;  ; Cu ; F-VF ; 39 ; igor26 ; 630 
 3596 ; 100 лир. Турция ; 1990 ;  ; Лат ; VF+ ; 2 ; М5 ; 3 
 3597 ; 100 эскудо. Португалия ; 1990 ;  ; Би/м ; VF ; 6 ; Djek ; 15 
 3498 ; 1 доллар. Белиз ; 2012 ;  ; Латунь ; AU ; 9 ; banks ; 111 
 3499 ; 1 динар. Югославия ; 1994 ;  ; Латунь ; AU ; 5 ; bva150979 ; 48 
 3500 ; 1 доллар. Белиз ; 2003 ;  ; Латунь ; VF+ ; 16 ; ilmar ; 104 
 3501 ; 100 лек. Албания ; 2000 ;  ; Би/м ; AU ; 9 ; Недорого ; 72 
 3502 ; 1 бирр. Эфиопия ;  ;  ; Би/м ; AU ; 15 ; sibirian ; 79 
 3503 ; 10 метикайс. Мозамбик ; 2006 ;  ; Би/м ; AU ; 17 ; Taras58 ; 92 
 3504 ; 20 юаней. Тайвань ;  ;  ; Би/м ; AU ; 13 ; Спанчбоб ; 306 
 3505 ; 1/5 огуйя. Мавритания ; 1973 ;  ; Al ; XF ; 25 ; Taras58 ; 182 
 3506 ; 100 эскудо. Португалия ; 1990 ;  ; Би/м ; XF ; 8 ; dim66 ; 34 
 3507 ; 1/2 пенни. Великобритания. Корабль ; 1966 ;  ; Br ; AU ; 30 ; gremlyn ; 44 
 3508 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 31 ; цеховик ; 126 
 3509 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu/Ni ; AU ; 20 ; цеховик ; 126 
 3510 ; 10 сантимов. Люксембург ; 1901 ;  ; Cu/Ni ; VF ; 5 ; SKeeper ; 57 
 3511 ; 5 центов. Нидерландские Антиллы ; 1979 ;  ; Cu/Ni ; VF+ ; 6 ; Волк33 ; 32 
 3512 ; 2 1/2 эскудо. Португальский Мозамбик ; 1965 ;  ; Cu/Ni ; VF ; 9 ; irino4ka ; 39 
 3513 ; 10 долларов. Гайана ; 1996 ;  ; Ni/Fe ; XF ; 12 ; SKeeper ; 42 
 3514 ; 1 доллар. Ямайка ; 2008 ;  ; Ni/Fe ; XF ; 8 ; юрий73 ; 32 
 3515 ; 2 сантима. Франция ; 1903 ;  ; Br ; VF- ; 7 ; t_v_v ; 57 
 3516 ; 100 франков. Французская Полинезия ; 1976 ;  ; Al/Br ; VF ; 27 ; gorbi ; 123 
 3517 ; 1 соль. Перу ; 1947 ;  ; Al/Br ; VF ; 39 ; Волк33 ; 120 
 3518 ; 10 кэш. Китай ;  ;  ; Br ; F-VF ; 12 ; штурман ; 115 
 3519 ; 1 пенни Великобритания ; 1853 ;  ; Cu ; F ; 15 ; t_v_v ; 57 
 3520 ; 1/2 пенни. Новая Зеландия ; 1940 ;  ; Br ; XF ; 28 ; gremlyn ; 67 
 3521 ; 1 пенни Великобритания ; 1862 ;  ; Cu ; F+ ; 5 ; zemlyk2014 ; 45 
 3522 ; 2 сентаво. Перу ; 1876 ;  ; Cu ; F-VF ; 14 ; юрий73 ; 77 
 3523 ; 5 сантимов. Тунис ; 1916 ;  ; Br ; VF ; 13 ; SKeeper ; 106 
 3524 ; 1/2 пенни. Родезия и Ньясаленд ; 1958 ;  ; Br ; VF+ ; 32 ; irino4ka ; 121 
 3525 ; 400 рейс. Бразилия ; 1919 ;  ; Cu-Ni ; F-VF ; 13 ; Rober ; 73 
 3526 ; 5 сентаво. Мексика ; 1937 ;  ; Cu-Ni ; VF- ; 8 ; t_v_v ; 46 
 3527 ; 1 доллар. Гон-Конг ; 1960 ;  ; Cu-Ni ; VF- ; 3 ; gorbi ; 34 
 3528 ; 5 центов. США ; 1943P ;  ; Cu-Ni ; VF- ; 8 ; Searcher ; 22 
 3529 ; 1 доллар. Канада ; 1973 ;  ; Cu-Ni ; AU ; 11 ; stamukha ; 226 
 3530 ; 1/4 доллара. США. Айова ; 2004S ;  ; Cu-Ni ; Proof ; 21 ; Val1978 ; 72 
 3531 ; 1/4 доллара. США ; 1992S ;  ; Cu-Ni ; Proof ; 23 ; Моряк-собиратель ; 261 
 3532 ; 5 крон. Дания. На свадьбу принцессы Анны Марии ; 1964 ;  ; Ag ; XF ; 19 ; zelya ; 465 
 3533 ; 5 крон. Дания.. На серебряную свадьбу ; 1960 ;  ; Ag ; AU ; 19 ; SadKo ; 567 
 3534 ; 50 сентимо. Испания ; 1880 ;  ; Ag ; VF- ; 44 ; sheriff 0 ; 244 
 3535 ; 50 сен. Япония ; 1923 ;  ; Ag ; AU ; 53 ; балбес ; 892 
 3536 ; 50 сентимо. Испания ; 1982 ;  ; Ag ; F-VF ; 32 ; S1952 ; 222 
 3537 ; 1 шиллинг. Австрия ; 1934 ;  ; Cu-Ni ; XF ; 40 ; Flagman ; 190 
 3538 ; 1/2 пиастра. Сирия ; 1921 ;  ; Cu-Ni ; VF- ; 21 ; Mukoved ; 128 
 3539 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; AU ; 9 ; asm1048576 ; 101 
 3540 ; 50 сантимов. Французская Океания ; 1949 ;  ; Al ; AU ; 35 ; kornum ; 143 
 3541 ; 4 африка. Того ; 2003 ;  ; Би/м ; AU ; 33 ; banks ; 279 
 3542 ; 4 африка. Бенин ; 2005 ;  ; Би/м ; AU ; 23 ; балбес ; 277 
 3543 ; 4 африка. Нигерия ; 2005 ;  ; Би/м ; AU ; 20 ; балбес ; 278 
 3544 ; 4 африка. Гвинея-Биссау ; 2004 ;  ; Би/м ; AU ; 19 ; banks ; 272 
 3545 ; 4 африка. Нигерия ; 2003 ;  ; Би/м ; AU ; 18 ; banks ; 279 
 3546 ; 4 африка. Бенин ; 2008 ;  ; Би/м ; AU ; 23 ; banks ; 279 
 3547 ; 4 африка. Буркина-Фасо ; 2003 ;  ; Би/м ; AU ; 27 ; балбес ; 285 
 3448 ; 1 сентесимо. Сомали ; 1950 ;  ; Br ; XF+ ; 48 ; балбес ; 199 
 3449 ; 1 эре. Дания ; 1940 ;  ; Br ; XF ; 10 ; юрий73 ; 26 
 3450 ; 3 пфеннига. Мекленбург-Шверин ; 1863A ;  ; Cu ; VF+ ; 27 ; DIMA 57 ; 306 
 3451 ; 1 скиллинг. Дания ; 1863 ;  ; Cu ; VF+ ; 25 ; banks ; 104 
 3452 ; 1 чентезимо. Италия ; 1808 ;  ; Cu ; F ; 13 ; jj ; 199 
 3453 ; 1 чентезимо. Италия ; 1867 ;  ; Cu ; XF- ; 19 ; ppp ; 107 
 3454 ; 1 пфенниг. Липпе-Детмольд ; 1847 ;  ; Cu ; VF+ ; 24 ; балбес ; 294 
 3455 ; 3 пфеннига. Мекленбург-Стрелиц ; 1855 ;  ; Br ; VF+ ; 24 ; DIMA 57 ; 300 
 3456 ; 1 эре. Швеция ; 1870 ;  ; Br ; VF ; 21 ; балбес ; 92 
 3457 ; 1 цент. Нидерландские Антиллы ; 1961 ;  ; Br ; VF+ ; 17 ; t_v_v ; 47 
 3458 ; 2 стотинки. Болгария ; 1901 ;  ; Br ; VF ; 9 ; banks ; 79 
 3459 ; 1 франк. Франция ; 1915 ;  ; Ag ; AU ; 25 ; андрей1957 ; 261 
 3460 ; 2 1/2 эскудо. Португалия ; 1942 ;  ; Ag ; VF ; 17 ; vesta78 ; 126 
 3461 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; XF ; 32 ; кве ; 906 
 3462 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; XF ; 32 ; кве ; 906 
 3463 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; XF ; 40 ; кве ; 906 
 3464 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; XF ; 17 ; Al777 ; 663 
 3465 ; 1 доллар. Канада. Виннипег ; 1974 ;  ; Ni ; AU ; 21 ; gusar ; 110 
 3466 ; 1 доллар. Канада. Конституция ; 1982 ;  ; Cu/Ni ; AU ; 13 ; sibirian ; 106 
 3467 ; 1 франк. Франция ; 1989 ;  ; Cu/Ni ; AU ; 12 ; kornum ; 114 
 3468 ; 100 эскудо. Португалия. Антонио Приор ; 1995 ;  ; Cu/Ni ; AU ; 22 ; kornum ; 139 
 3469 ; 2 фунта. Великобритания. 300 лет биллю о правах ; 1989 ;  ; Лат ; AU ; 25 ; asm1048576 ; 238 
 3470 ; 1 доллар. Канада. Олимпиада ; 2008 ;  ; Al/Br ; AU ; 16 ; kornum ; 102 
 3471 ; 1 доллар. Канада ; 2013 ;  ; Лат ; AU ; 9 ; arsenich-s ; 81 
 3472 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 27 ; AVP86 ; 110 
 3473 ; 4 кипинга. Восточная Индийская Компания. Суматра. Отверстие ; 1804 (1219) ;  ; Cu ; F ; 44 ; gorbi ; 139 
