 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 3300 ; 10 злотых. Польша. Адам Мицкевич ; 1975 ;  ; Cu/Ni ; XF ; 15 ; TiBuL ; 56 
 3301 ; 10 злотых. Польша. F.A.O. ; 1971 ;  ; Cu/Ni ; XF ; 28 ; кент ; 153 
 3302 ; 5 гривен. Украина. Сумская обл ; 2014 ;  ; Би/м ; AU ; 23 ; v_bond ; 380 
 3303 ; 5 гривен. Украина. Кировоградская обл ; 2014 ;  ; Би/м ; AU ; 17 ; Fox13 ; 368 
 3304 ; 5 гривен. Украина. Черкаская обл ; 2014 ;  ; Би/м ; AU ; 25 ; v_bond ; 377 
 3305 ; 5 гривен. Украина. Мечеть Хана Узбека ; 2014 ;  ; Cu/Ni ; AU ; 34 ; kuder ; 397 
 3306 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu/Ni ; AU ; 17 ; KHODOVNV77 ; 294 
 3307 ; 5 гривен. Украина. Летучая мышь ; 2012 ;  ; Cu/Ni ; AU ; 19 ; Vitalik1 ; 408 
 3308 ; 5 гривен. Украина. Одесса ; 2014 ;  ; Cu/Ni ; AU ; 45 ; micha17 ; 357 
 3309 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu/Ni ; AU ; 13 ; heavy_fly ; 308 
 3310 ; 2 гривны. Украина. Николай Бажан ; 2004 ;  ; Cu/Ni ; AU ; 13 ; KHODOVNV77 ; 303 
 3311 ; 2 гривны. Украина. Галшка Гулевична ; 2015 ;  ; Cu/Ni ; AU ; 25 ; Опятор ; 287 
 3312 ; 2 гривны. Украина. Львовский Национальный университет им. И. Франка ; 2011 ;  ; Cu/Ni ; AU ; 14 ; heavy_fly ; 117 
 3313 ; 2 гривны. Украина.. Николай Рерих ; 2014 ;  ; Cu/Ni ; AU ; 12 ; v_bond ; 261 
 3214 ; 50 эре. Швеция ; 1919 ;  ; Ag ; F-VF ; 7 ; Масясик ; 100 
 3215 ; 50 эре. Швеция ; 1931 ;  ; Ag ; F-VF ; 7 ; Масясик ; 100 
 3216 ; 50 эре. Швеция ; 1935 ;  ; Ag ; VF ; 25 ; Legio ; 125 
 3217 ; 50 эре. Швеция ; 1939 ;  ; Ag ; VF ; 11 ; Саня79 ; 101 
 3218 ; 50 эре. Швеция ; 1929 ;  ; Ag ; F-VF ; 9 ; Масясик ; 100 
 3219 ; 50 эре. Швеция ; 1934 ;  ; Ag ; F-VF ; 7 ; Масясик ; 100 
 3220 ; 50 эре. Швеция ; 1928 ;  ; Ag ; VF ; 10 ; boroda ; 100 
 3221 ; 50 эре. Швеция ; 1930 ;  ; Ag ; VF ; 11 ; Масясик ; 100 
 3222 ; 25 эре. Швеция ; 1941 ;  ; Ag ; VF- ; 11 ; Масясик ; 57 
 3223 ; 25 эре. Швеция ; 1927 ;  ; Ag ; VF- ; 13 ; vihufa ; 59 
 3224 ; 25 эре. Швеция ; 1912 ;  ; Ag ; F-VF ; 10 ; boroda ; 57 
 3225 ; 25 эре. Швеция ; 1902 ;  ; Ag ; F-VF ; 21 ; boroda ; 71 
 3226 ; 25 эре. Швеция ; 1931 ;  ; Ag ; VF- ; 12 ; SirPi ; 72 
 3227 ; 25 эре. Швеция ; 1904 ;  ; Ag ; F-VF ; 17 ; banks ; 121 
 3228 ; 25 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 10 ; vihufa ; 51 
 3229 ; 25 эре. Швеция ; 1916 ;  ; Ag ; F-VF ; 5 ; chudoviche ; 51 
 3230 ; 25 эре. Швеция ; 1907 ;  ; Ag ; F-VF ; 15 ; трутень ; 139 
 3231 ; 25 эре. Швеция ; 1928 ;  ; Ag ; F-VF ; 5 ; moneta1924 ; 51 
 3232 ; 25 эре. Швеция ; 1939 ;  ; Ag ; F-VF ; 7 ; chudoviche ; 51 
 3233 ; 25 эре. Швеция ; 1938 ;  ; Ag ; F-VF ; 9 ; vihufa ; 57 
 3234 ; 25 эре. Швеция ; 1934 ;  ; Ag ; F-VF ; 7 ; chudoviche ; 51 
 3235 ; 25 эре. Швеция ; 1936 ;  ; Ag ; VF- ; 8 ; Саня79 ; 53 
 3236 ; 25 эре. Швеция ; 1937 ;  ; Ag ; VF ; 5 ; Масясик ; 50 
 3237 ; 25 эре. Швеция ; 1932 ;  ; Ag ; VF ; 9 ; vihufa ; 61 
 3238 ; 25 эре. Швеция ; 1914 ;  ; Ag ; F-VF ; 5 ; chudoviche ; 51 
 3239 ; 25 эре. Швеция ; 1898 ;  ; Ag ; F-VF ; 13 ; banks ; 87 
 3240 ; 25 эре. Швеция ; 1918 ;  ; Ag ; F-VF ; 7 ; chudoviche ; 51 
 3241 ; 25 эре. Швеция ; 1919 ;  ; Ag ; F-VF ; 14 ; moneta1924 ; 70 
 3242 ; 25 эре. Швеция ; 1917 ;  ; Ag ; F-VF ; 9 ; vihufa ; 57 
 3243 ; 25 эре. Швеция ; 1897 ;  ; Ag ; F+ ; 28 ; banks ; 115 
 3244 ; 5 марок. Финляндия ; 1948 ;  ; Al/Br ; F-VF ; 9 ; tyk ; 41 
 3245 ; 5 марок. Финляндия ; 1952 ;  ; Al/Br ; XF- ; 23 ; dim66 ; 75 
 3246 ; 5 марок. Финляндия ; 1933 ;  ; Al/Br ; VF+ ; 5 ; папашаГарпагон ; 72 
 3247 ; 10 марок. Финляндия ; 1930 ;  ; Al/Br ; XF- ; 17 ; anshel ; 112 
 3248 ; 1 сантим. Латвия ; 1928 ;  ; Br ; VF ; 17 ; VAPK ; 125 
 3249 ; 1/2 пенни. Имитация Британмкого 1/2 пенни Северной Америки. Georgious III vis и вместо Britannia - bonny girl ; 1772 ;  ; Cu ; F+ ; 55 ; von_Schwarz ; 969 
 3250 ; 1/4 кэш. Британская Индия. Мадрас ; 1733 ;  ; Cu ; F ; 26 ; vb96 ; 663 
 3251 ; 1 пенни. Токен. Великобритания. Парусник ; 1813 ;  ; Cu ; VF+ ; 38 ; kont ; 2100 
 3252 ; 1/2 пенни. Токен. Британская Канада. Провинция Центральная Нижняя Канада ; 1812 ;  ; Cu ; VF- ; 31 ; энкантадо ; 1987 
 3253 ; Чайный токен. Фартинг. Англия. Ливерпль. Джон Дир ;  ;  ; Cu ; XF ; 27 ; энкантадо ; 826 
 3254 ; 1 пенни. Токен. Великобритания. Бристоль и Лондон. Парусник ; 1811 ;  ; Cu ; VF+ ; 37 ; kont ; 1507 
 3255 ; Бешлык. Золотая Орда, Крым. Хан Шахин Гирей ; 1777 ;  ; Cu ; F-VF ; 14 ; sneg ; 181 
 3256 ; 4 скиллинга. Швеция ; 1856 ;  ; Ag ; F- ; 34 ; Александр007 ; 186 
 3257 ; 25 эре. Швеция ; 1912 ;  ; Ag ; F ; 22 ; chudoviche ; 55 
 3258 ; 10 эре. Швеция ; 1938 ;  ; Ag ; F+ ; 11 ; chudoviche ; 41 
 3259 ; 10 центов. Нидерланды ; 1937 ;  ; Ag ; XF- ; 20 ; astksu ; 74 
 3260 ; 10 пара. Турция ; 1223 ;  ; Ag ; VF- ; 49 ; igor26 ; 510 
 3261 ; 5 сантимов. Испания ; 1870 ;  ; Cu ; VF- ; 16 ; Семен ; 54 
 3262 ; 5 сантимов. Испания ; 1870 ;  ; Cu ; F-VF ; 12 ; sneg ; 51 
 3263 ; 10 сантимов. Франция ; 1854 ;  ; Cu ; F+ ; 8 ; марс7 ; 67 
 3164 ; 25 эре. Швеция ; 1940 ;  ; Ag ; F-VF ; 9 ; vihufa ; 53 
 3165 ; 25 эре. Швеция ; 1910 ;  ; Ag ; F ; 7 ; vihufa ; 53 
 3166 ; 25 эре. Швеция ; 1896 ;  ; Ag ; F-VF ; 15 ; banks ; 83 
 3167 ; 25 эре. Швеция ; 1929 ;  ; Ag ; F-VF ; 7 ; vihufa ; 53 
 3168 ; 25 эре. Швеция ; 1899 ;  ; Ag ; F-VF ; 14 ; banks ; 102 
 3169 ; 25 эре. Швеция ; 1905 ;  ; Ag ; F-VF ; 31 ; banks ; 102 
 3170 ; 25 эре. Швеция ; 1933 ;  ; Ag ; F-VF ; 7 ; vihufa ; 53 
 3171 ; 1/2 франка. Швейцария ; 1900 ;  ; Ag ; F+ ; 26 ; русман ; 104 
 3172 ; 1 франк. Швейцария ; 1877 ;  ; Ag ; F+ ; 18 ; русман ; 153 
 3173 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 46 ; vihufa ; 500 
 3174 ; 10 марок. Финляндия. Кекконен ; 1975 ;  ; Ag ; AU ; 20 ; ertus ; 510 
 3175 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 34 ; Волк33 ; 710 
 3176 ; 1 сом. Киргизстан ; 2008 ;  ; Cu-Ni ; AU ; 23 ; sibirian ; 503 
 3177 ; 1 сом. Киргизстан ; 2008 ;  ; Cu-Ni ; AU ; 24 ; sibirian ; 509 
 3178 ; 1 крона. Великобритания ; 1891 ;  ; Ag ; VF+ ; 32 ; max2008 ; 2030 
 3179 ; 5 долларов (1 унция серебра). Канада. Кленовый лист ; 2012 ;  ; Ag ; AU ; 23 ; акто_то ; 1405 
 3180 ; 5 долларов. Канада. Волк ; 2011 ;  ; Ag ; XF- ; 28 ; RusScat ; 2300 
 3181 ; 1 цент. США ; 1852 ;  ; Cu ; F-VF ; 45 ; RusScat ; 1106 
 3182 ; 5 пенго. Венгрия ; 1930 ;  ; Ag ; XF- ; 38 ; Walther ; 1134 
 3183 ; 2 кроны. Швеция. Корабль (1638-1938) ; 1938 ;  ; Ag ; XF ; 17 ; sibirian ; 569 
 3184 ; 2 кроны. Швеция ; 1948 ;  ; Ag ; AU ; 29 ; banks ; 272 
 3185 ; 2 кроны. Швеция ; 1944 ;  ; Ag ; AU ; 23 ; ed1 ; 278 
 3186 ; 2 кроны. Швеция ; 1945 ;  ; Ag ; AU ; 21 ; kost ; 277 
 3187 ; 2 кроны. Швеция ; 1950 ;  ; Ag ; XF ; 21 ; banks ; 272 
 3188 ; 1 крона. Швеция ; 1897 ;  ; Ag ; F-VF ; 21 ; boroda ; 186 
 3189 ; 1 крона. Швеция ; 1933 ;  ; Ag ; VF ; 31 ; kostya12.04.1994 ; 288 
 3190 ; 1 крона. Швеция ; 1935 ;  ; Ag ; VF ; 21 ; kergudu ; 201 
 3191 ; 1 крона. Швеция ; 1937 ;  ; Ag ; VF ; 19 ; boroda ; 186 
 3192 ; 1 крона. Швеция ; 1910 ;  ; Ag ; F-VF ; 15 ; boroda ; 186 
 3193 ; 1 крона. Швеция ; 1912 ;  ; Ag ; VF- ; 30 ; dvlless ; 323 
 3194 ; 1 крона. Швеция ; 1940 ;  ; Ag ; VF- ; 14 ; boroda ; 186 
 3195 ; 1 крона. Швеция ; 1941 ;  ; Ag ; VF-XF ; 31 ; manson ; 279 
 3196 ; 1 крона. Швеция ; 1930 ;  ; Ag ; VF ; 14 ; boroda ; 186 
 3197 ; 1 крона. Швеция ; 1939 ;  ; Ag ; VF+ ; 31 ; kostya12.04.1994 ; 290 
 3198 ; 1 крона. Швеция ; 1907 ;  ; Ag ; VF ; 44 ; yourius ; 368 
 3199 ; 1 крона. Швеция ; 1898 ;  ; Ag ; F-VF ; 17 ; boroda ; 186 
 3200 ; 1 крона. Швеция ; 1925 ;  ; Ag ; VF- ; 13 ; boroda ; 186 
 3201 ; 1 крона. Швеция ; 1927 ;  ; Ag ; VF ; 25 ; kostya12.04.1994 ; 290 
 3202 ; 1 крона. Швеция ; 1898 ;  ; Ag ; VF+ ; 45 ; CASABLANCA ; 793 
 3203 ; 1 крона. Швеция ; 1916 ;  ; Ag ; VF- ; 13 ; boroda ; 186 
 3204 ; 1 крона. Швеция ; 1936 ;  ; Ag ; VF ; 15 ; boroda ; 153 
 3205 ; 1 крона. Швеция ; 1924 ;  ; Ag ; F-VF ; 11 ; boroda ; 140 
 3206 ; 50 эре. Швеция ; 1885 ;  ; Ag ; F- ; 13 ; boroda ; 77 
 3207 ; 50 эре. Швеция ; 1899 ;  ; Ag ; F ; 7 ; boroda ; 57 
 3208 ; 50 эре. Швеция ; 1906 ;  ; Ag ; F-VF ; 13 ; boroda ; 100 
 3209 ; 50 эре. Швеция ; 1938 ;  ; Ag ; F-VF ; 13 ; Масясик ; 100 
 3210 ; 50 эре. Швеция ; 1936 ;  ; Ag ; F-VF ; 7 ; Масясик ; 100 
 3211 ; 50 эре. Швеция ; 1914 ;  ; Ag ; F ; 7 ; Масясик ; 100 
 3212 ; 50 эре. Швеция ; 1907 ;  ; Ag ; F ; 11 ; boroda ; 82 
 3213 ; 50 эре. Швеция ; 1927 ;  ; Ag ; F-VF ; 7 ; Масясик ; 100 
 3114 ; 10 сентаво. Португалия ; 1915 ;  ; Ag ; XF ; 37 ; Mike! ; 279 
 3115 ; 1 песо. Мексика ; 1958 ;  ; Ag ; VF ; 8 ; Mike! ; 171 
 3116 ; 2,5 эскудо. Португалия ; 1944 ;  ; Ag ; XF ; 35 ; av ; 319 
 3117 ; 10 центов. Канада ; 1966 ;  ; Ag ; AU ; 31 ; sax ; 201 
 3118 ; 5 центов Малайя ; 1943 ;  ; Ag ; XF ; 36 ; нионила ; 398 
 3119 ; 3 пенса. Австралия ; 1943 ;  ; Ag ; VF+ ; 13 ; Mike! ; 100 
 3120 ; 3 пенса. Австралия ; 1927 ;  ; Ag ; VF+ ; 17 ; Mike! ; 129 
 3121 ; 6 пенсов. Австралия ; 1958 ;  ; Ag ; XF ; 18 ; sneg ; 177 
 3122 ; 1/10 гульдена. Нидерландские Антиллы ; 1960 ;  ; Ag ; XF ; 8 ; Mike! ; 115 
 3123 ; 10 центов. Нидерланды ; 1918 ;  ; Ag ; VF ; 1 ; Mike! ; 65 
 3124 ; 50 сентимо. Венесуэла ; 1960 ;  ; Ag ; XF ; 16 ; Mike! ; 227 
 3125 ; 10 центов. Нидерланды ; 1926 ;  ; Ag ; VF ; 5 ; Mike! ; 55 
 3126 ; 20 центов. Малайя ; 1939 ;  ; Ag ; VF ; 34 ; нионила ; 402 
 3127 ; 6 пенсов. Южная Африка ; 1950 ;  ; Ag ; VF ; 28 ; кв-4 ; 201 
 3128 ; 1/10 гульдена. Нидерландская Индия ; 1930 ;  ; Ag ; VF ; 7 ; Mike! ; 79 
 3129 ; 25 центов. Нидерланды ; 1941 ;  ; Ag ; VF ; 19 ; ed1 ; 159 
 3130 ; 20 центов Малайя ; 1943 ;  ; Ag ; XF ; 50 ; kornum ; 485 
 3131 ; 1/4 евро. Франция ; 2002 ;  ; Ag ; XF+ ; 52 ; Mike! ; 783 
 3132 ; 5 дирхам. Марокко ; 1965 ;  ; Ag ; VF ; 25 ; vb96 ; 608 
 3133 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF ; 11 ; lavist ; 67 
 3134 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF-XF ; 34 ; Mike! ; 438 
 3135 ; 5 сентаво. Мексика ; 1888 ;  ; Ag ; XF ; 44 ; remetalk ; 763 
 3136 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF-XF ; 27 ; gdrg2 ; 417 
 3137 ; 1/2 рупии. Индия ; 1945 ;  ; Ag ; XF ; 26 ; Mike! ; 354 
 3138 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF+ ; 10 ; Mike! ; 115 
 3139 ; 10 эре Швеция ; 1892 ;  ; Ag ; VF- ; 27 ; Mike! ; 255 
 3140 ; 1/4 гульдена. Нидерландское Кюрасао ; 1947 ;  ; Ag ; VF ; 16 ; Mike! ; 167 
 3141 ; 1/3 риксдалера. Швеция ; 1787 ;  ; Ag ; VF ; 25 ; Mike! ; 3199 
 3142 ; 3 пенса. Австралия ; 1958 ;  ; Ag ; XF ; 30 ; Mike! ; 123 
 3143 ; 5 сентаво. Мексика ; 1905 ;  ; Ag ; XF ; 19 ; Mike! ; 441 
 3144 ; 1/4 гульдена. Нидерландская Индия ; 1921 ;  ; Ag ; VF+ ; 15 ; kornum ; 190 
 3145 ; 1/10 гульдена. Нидерландские Антиллы ; 1956 ;  ; Ag ; VF ; 6 ; Mike! ; 115 
 3146 ; 3 пенса. Австралия ; 1951 ;  ; Ag ; XF- ; 18 ; Mike! ; 114 
 3147 ; 10 центов. Нидерланды ; 1914 ;  ; Ag ; VF- ; 5 ; Mike! ; 53 
 3148 ; 2 гирша. Египет ; 1327 ;  ; Ag ; VF+ ; 31 ; нионила ; 669 
 3149 ; 1/10 гульдена. Нидерландские Антиллы ; 1966 ;  ; Ag ; XF+ ; 27 ; kornum ; 161 
 3150 ; 3 пенса. Австралия ; 1963 ;  ; Ag ; XF ; 11 ; Mike! ; 102 
 3151 ; 10 эре. Швеция ; 1954 ;  ; Ag ; XF ; 11 ; lavist ; 68 
 3152 ; 1/10 гульдена. Нидерландские Антиллы ; 1954 ;  ; Ag ; VF+ ; 35 ; gorbi ; 161 
 3153 ; 10 центов. Канада ; 1967 ;  ; Ag ; VF+ ; 23 ; Mike! ; 75 
 3154 ; 3 пенса. Австралия ; 1949 ;  ; Ag ; XF ; 33 ; sneg ; 155 
 3155 ; 2 гирша. Египет ; 1293 ;  ; Ag ; VF ; 49 ; Mike! ; 691 
 3156 ; 25 эре Швеция ; 1907 ;  ; Ag ; VF ; 7 ; Mike! ; 150 
 3157 ; 3 пенса. Австралия ; 1940 ;  ; Ag ; XF ; 17 ; Mike! ; 111 
 3158 ; 200 рейс. Бразилия ; 1901 ;  ; Cu-Ni ; VF+ ; 16 ; kornum ; 153 
 3159 ; 1/2 кроны. Великобритания ; 1948 ;  ; Cu-Ni ; VF+ ; 10 ; Mike! ; 94 
 3160 ; 1 гульден. Нидерландские Антиллы ; 1971 ;  ; Cu-Ni ; XF ; 14 ; Mike! ; 91 
 3161 ; 25 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; XF+ ; 11 ; dim66 ; 126 
 3162 ; 5 эскудо. Португалия. Хоккей ; 1982 ;  ; Cu-Ni ; XF+ ; 26 ; heavy_fly ; 203 
 3163 ; 25 эскудо. Португалия. Хоккей ; 1982 ;  ; Cu-Ni ; XF+ ; 13 ; heavy_fly ; 207 
 3064 ; 20 марок. ГДР. Генрих Манн ; 1971А ;  ; Cu/Ni ; XF+ ; 7 ; unix ; 76 
 3065 ; 20 марок. ГДР. Фридрих Шиллер ; 1972А ;  ; Cu/Ni ; XF+ ; 5 ; unix ; 76 
 3066 ; 5 марок. ГДР. Мейсен ; 1972А ;  ; Cu/Ni ; XF+ ; 10 ; TiBuL ; 102 
 3067 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF+ ; 7 ; astksu ; 101 
 3068 ; 3 пенса. Великобритания ; 1896 ;  ; Ag ; VF- ; 19 ; An12 ; 236 
 3069 ; 3 пенса. Великобритания ; 1912 ;  ; Ag ; VF ; 11 ; vihufa ; 143 
 3070 ; 6 пенсов. Австралия ; 1963 ;  ; Ag ; XF- ; 6 ; CASABLANCA ; 113 
 3071 ; 3 пенса. Новая Зеландия ; 1943 ;  ; Ag ; VF+ ; 6 ; Legio ; 127 
 3072 ; 5 крон. Венгрия ; 1900 ;  ; Ag ; VF ; 15 ; ertus ; 1214 
 3073 ; 5 крейцеров. Австрия ; 1859 ;  ; Ag ; XF+ ; 37 ; buhar1956 ; 1204 
 3074 ; 10 гульденов. Нидерландские Антиллы ; 1964 ;  ; Ag ; AU ; 24 ; Temudgin ; 1134 
 3075 ; 1 гульден. Нидерландские Антиллы ; 1980 ;  ; Cu/Ni ; XF+ ; 17 ; kornum ; 78 
 3076 ; 1 цент. Нидерландская Индия ; 1945 ;  ; Br ; XF+ ; 15 ; sneg ; 83 
 3077 ; 5000 динаров. Иран ; 1920 ;  ; Ag ; VF+ ; 11 ; вазген ; 1699 
 3078 ; 100 франков. Алжир ; 1952 ;  ; Cu/Ni ; VF-XF ; 44 ; niki ; 125 
 3079 ; 20 франков. Алжир ; 1949 ;  ; Cu/Ni ; VF+ ; 12 ; irino4ka ; 72 
 3080 ; 5 марок. ФРГ ; 1973F ;  ; Ag ; XF ; 11 ; astksu ; 301 
 3081 ; 5 марок. ФРГ ; 1965D ;  ; Ag ; XF ; 13 ; astksu ; 280 
 3082 ; 5 марок. ФРГ. Бетховен ; 1970F ;  ; Ag ; AU ; 13 ; ремпутьмаш ; 373 
 3083 ; 5 марок. ФРГ Лейбниц ; 1966D ;  ; Ag ; XF ; 15 ; ремпутьмаш ; 401 
 3084 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; AU ; 11 ; dim66 ; 419 
 3085 ; 5 марок. ФРГ. Лейст ; 1977G ;  ; Ag ; XF ; 13 ; ремпутьмаш ; 401 
 3086 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972В ;  ; Ag ; AU ; 27 ; Ozon ; 420 
 3087 ; 10 марок. ФРГ. 2000 лет г. Бонн ; 1989D ;  ; Ag ; XF+ ; 25 ; Бостон ; 432 
 3088 ; 10 марок. ФРГ.  40 лет образования Республики ; 1989G ;  ; Ag ; AU ; 20 ; Бостон ; 434 
 3089 ; 10 марок. ФРГ. 300 лет Благотворительному фонду ; 1998А ;  ; Ag ; XF+ ; 18 ; jj ; 470 
 3090 ; 20 евро. Нидерланды. Питер Корнелиус Хофт. Сертификат ; 1997 ;  ; Ag ; Proof-like ; 25 ; Бостон ; 1200 
 3091 ; 5 евро. Нидерланды. Питер Корнелиус Хофт. Сертификат ; 1997 ;  ; Cu-Ni ; AU ; 23 ; WhiteMouse ; 400 
 3092 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 19 ; SKeeper ; 367 
 3093 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F-VF ; 44 ; $$$ ; 969 
 3094 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F+ ; 20 ; $$$ ; 969 
 3095 ; 25 эре. Дания ; 1933 ;  ; Cu-Ni ; VF+ ; 51 ; av ; 510 
 3096 ; 10 эре. Норвегия ; 1941 ;  ; Cu-Ni ; VF-XF ; 33 ; natpulkovo ; 74 
 3097 ; 1 евро. Люксембург ; 2002 ;  ; Би/м ; VF-XF ; 13 ; ag58 ; 97 
 3098 ; 1 эре. Норвегия ; 1957 ;  ; Br ; VF ; 46 ; yourius ; 57 
 3099 ; 1 крейцер. Нассау ; 1862 ;  ; Cu ; XF ; 39 ; tamsimun ; 532 
 3100 ; 20 центов. Китай, провинция Квангтунг ; 1928-1930 ;  ; Ag ; XF ; 46 ; Cruizers ; 750 
 3101 ; 1/4 доллара. США ; 1944 ;  ; Ag ; XF+ ; 36 ; electra ; 295 
 3102 ; 1 дайм. США ; 1945 ;  ; Ag ; XF ; 41 ; electra ; 324 
 3103 ; 10 евро. Нидерланды. Питер Корнелиус Хофт. Сертификат ; 1997 ;  ; Би/м ; AU ; 42 ; Maz ; 803 
 3104 ; 20 евро. Нидерланды. Йохан ван Олденбарневелт. Сертификат ; 1997 ;  ; Ag ; Proof-like ; 30 ; Шмейхель ; 1393 
 3105 ; 1 шиллинг. Южная Африка ; 1960 ;  ; Ag ; VF+ ; 39 ; IEV ; 282 
 3106 ; 1 шиллинг. ЮАР ; 1896 ;  ; Ag ; VF+ ; 121 ; niki ; 2609 
 3107 ; 2 1/2 шиллинга. Южная Африка ; 1938 ;  ; Ag ; VF+ ; 46 ; DJ obava ; 726 
 3108 ; 1 крона. Остров Мен. Морское наследие ; 1982 ;  ; Cu/Ni ; XF+ ; 24 ; Bronco ; 461 
 3109 ; 1 крона. Остров Мен. 200-летие американской конституции ; 1987 ;  ; Cu/Ni ; AU ; 26 ; Reverse ; 488 
 3110 ; 1 крона. Остров Мен. Серебряный юбилей правления. В пластиковой капсуле ; 1977 ;  ; Cu/Ni ; AU ; 25 ; Bronco ; 384 
 3111 ; 20 сентаво. Филиппины ; 1944D ;  ; Ag ; AU ; 40 ; Reverse ; 850 
 3112 ; 1 шиллинг. Великобритания ; 1836 ;  ; Ag ; F ; 15 ; Mike! ; 203 
 3113 ; 25 центов. Канада ; 1967 ;  ; Ag ; AU ; 10 ; Mike! ; 169 
 3014 ; 1 пфеннинг. Германия ; 1940А ;  ; Cu ; XF+ ; 33 ; prince1959 ; 184 
 3015 ; 1 пфеннинг. Германия ; 1939А ;  ; Cu ; XF ; 26 ; greka131 ; 126 
 3016 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF+ ; 27 ; vb96 ; 255 
 3017 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF- ; 17 ; byrozka ; 194 
 3018 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; VF-XF ; 22 ; Rosomaha ; 458 
 3019 ; 1 крона. Австрия. 60 лет правления ; 1908 ;  ; Ag ; VF-XF ; 21 ; vb96 ; 331 
 3020 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; XF-/VF-XF ; 22 ; vb96 ; 457 
 3021 ; 5 крон. Чехословакия ; 1929 ;  ; Ag ; F-VF ; 18 ; ertus ; 138 
 3022 ; 5 крон. Чехословакия ; 1929 ;  ; Ag ; F-VF ; 12 ; ertus ; 138 
 3023 ; 50 крон. Чехословакия. 3 года Словацкому восстанию ; 1947 ;  ; Ag ; XF- ; 19 ; SKeeper ; 271 
 3024 ; 50 крон. Словакия. 5 лет независимости ; 1944 ;  ; Ag ; XF- ; 23 ; ertus ; 604 
 3025 ; 100 крон. Чехословакия. 30 лет коммунистической партии ; 1951 ;  ; Ag ; XF ; 24 ; NL.minkki ; 448 
 3026 ; 100 крон. Чехословакия. 700 лет горному делу ; 1949 ;  ; Ag ; XF- ; 22 ; electra ; 359 
 3027 ; 100 крон. Чехословакия. 700 лет горному делу ; 1949 ;  ; Ag ; XF- ; 10 ; SKeeper ; 329 
 3028 ; 100 крон. Чехословакия. 30 лет независимости ; 1948 ;  ; Ag ; XF- ; 14 ; electra ; 359 
 3029 ; 5 крон. Словакия ; 1939 ;  ; Cu/Ni ; XF- ; 20 ; ertus ; 115 
 3030 ; 1 центов. Бельгия, Леопольд II ; 1869 ;  ; Cu ; VF- ; 13 ; sneg ; 55 
 3031 ; 10 центов. Бельгия ; 1927 ;  ; Cu/Ni ; VF ; 17 ; Legio ; 40 
 3032 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 7 ; Rober ; 105 
 3033 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF ; 10 ; Prizon ; 101 
 3034 ; 1 крона. Швеция ; 1964 ;  ; Ag ; VF+ ; 7 ; vihufa ; 100 
