 3207 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Him ; 348 
 2189 ; 10 пфенингов. Данцинг ; 1932 ;  ; Br ; VF+ ; 25 ; Sky2 ; 204 
 2190 ; 1 пфенинг. Данцинг ; 1937 ;  ; Br ; VF ; 28 ; ICEK ; 203 
 2191 ; 5 центов. Британская Канада, Виктория ; 1900 ;  ; Ag ; VF-XF ; 18 ; overshtag ; 520 
 2192 ; 5 центов. Британская Канада, Георг V ; 1913 ;  ; Ag ; XF- ; 53 ; Dim888 ; 202 
 2193 ; 1 шиллинг. Британская Восточная Африка, Георг VI ; 1946 ;  ; Ag ; AU ; 74 ; overshtag ; 1034 
 2194 ; 5 центов. Британский Цейлон, Виктория ; 1870 ;  ; Br ; F-VF ; 30 ; vengriya ; 240 
 2195 ; 5 лир. Италия, Виктор Иммануил II ; 1872 ;  ; Ag ; VF+ ; 22 ; сте ; 829 
 2196 ; 10 сантимов. Испания ; 1870 ;  ; Br ; F-VF ; 29 ; митька ; 100 
 2197 ; 5 сантимов. Испания, Альфонс XII ; 1877 ;  ; Br ; VF ; 58 ; сте ; 337 
 2198 ; 50 центаво. Американские Филиппины ; 1917 ;  ; Ag ; VF+ ; 131 ; tigris ; 406 
 2199 ; 20 центов (2 цзяо). Период "Гуансюй". Провинция Гуандун ;  ;  ; Ag ; AU ; 58 ; hugo ; 880 
 2099 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; VF-XF ; 35 ; Лифтер ; 203 
 2100 ; 1/2 кроны. Великобритания. Елизавета II ; 1961 ;  ; Cu-Ni ; VF ; 34 ; nikoniko ; 157 
 2101 ; 2 шиллинга. Великобритания. Елизавета II ; 1964 ;  ; Cu-Ni ; VF ; 14 ; АТ ; 53 
 2102 ; 6 пенсов. Новая Зеландия. Елизавета II ; 1964 ;  ; Cu-Ni ; VF-XF ; 25 ; Dim888 ; 101 
 2103 ; 6 пенсов. Ирландия ; 1963 ;  ; Cu-Ni ; VF-XF ; 6 ; митька ; 74 
 2104 ; 1 патака. Португальское Макао ; 1968 ;  ; Cu-Ni ; AU ; 19 ; caterpi ; 216 
 2105 ; 1 цент. Белиз. Британский Гондурас. Елизавета II ; 1989 ;  ; Al ; AU ; 12 ; Sky2 ; 58 
 2106 ; 5 центов. Британский Гондурас. Елизавета II ; 1965 ;  ; Al/Br ; VF ; 20 ; егор ; 203 
 2107 ; 200 лир. Италия. 100 лет юбилею ; 1997 ;  ; Al/Br ; VF-XF ; 23 ; vc57 ; 72 
 2108 ; 1 эре. Норвегия. Оскар II ; 1902 ;  ; Br ; VF+ ; 43 ; митька ; 230 
 2109 ; 25 аурар. Исландия. Христиан X ; 1942 ;  ; Zn ; VF- ; 61 ; ВМШ ; 224 
 2110 ; 10 сен. Камбоджа ; 1959 ;  ; Al ; VF-XF ; 15 ; Лифтер ; 72 
 2112 ; 1/2 пенни. Токен. Англия. Йоркшир. Шеффилд ; 1793 ;  ; Cu ; VF- ; 19 ; caterpi ; 397 
 2113 ; Токен. Великобритания. Храните ваше время. Виктория ; 1845 ;  ; Cu ; F-VF ; 48 ; Arhara ; 350 
 2114 ; Токен. Великобритания. Ватерлоо. Кронпринц Оранский. Слава Голландии ; 1815 ;  ; Al/Br ; VF-XF ; 55 ; Levon ; 462 
 2115 ; Фартинг. Великобритания. Виктория ; 1880 ;  ; Br ; VF-XF ; 22 ; 542 ; 209 
 2116 ; Фартинг. Великобритания. Георг V ; 1918 ;  ; Br ; VF-XF ; 9 ; caterpi ; 66 
 2117 ; 1 пенни. Великобритания. Георг V ; 1934 ;  ; Br ; VF- ; 45 ; В1951 ; 168 
 2118 ; 1 пенни. Великобритания. Георг V ; 1922 ;  ; Br ; VF ; 16 ; caterpi ; 134 
 2119 ; 1 пенни. Южная Африка ; 1937 ;  ; Br ; VF+ ; 10 ; caterpi ; 67 
 2120 ; 1 пенни. Австралия. Георг V ; 1920 ;  ; Br ; VF+ ; 3 ; caterpi ; 73 
 2121 ; 1 пенни. Австралия. Елизавета II ; 1961 ;  ; Br ; VF-XF ; 9 ; nikoniko ; 50 
 2122 ; 1 пенни. Австралия. Георг VI ; 1938 ;  ; Br ; VF-XF ; 4 ; mirumir ; 74 
 2123 ; 20 рейс. Португалия, Карлос I ; 1892 ;  ; Cu ; XF ; 35 ; Alexdav ; 377 
 2124 ; 1 сентаво. Португалия ; 1918 ;  ; Cu ; VF- ; 48 ; rasti ; 179 
 2125 ; 5 сентаво. Португалия ; 1925 ;  ; Ni ; VF ; 20 ; sina ; 144 
 2126 ; 1 эскудо. Португальская колония Мозамбик ; 1936 ;  ; Cu/Ni ; VF+ ; 41 ; overshtag ; 761 
 2127 ; 1/8 рупии. Индия, Луиш I ; 1881 ;  ; Ag ; VF+ ; 61 ; RAPAN ; 579 
 2128 ; 2 танги. Португальская Индия ; 1934 ;  ; Cu/Ni ; VF ; 32 ; overshtag ; 1255 
 2129 ; 1 танга. Португальская Индия ; 1952 ;  ; Cu ; VF-XF ; 67 ; егор ; 831 
 2130 ; 200 рейс. Бразильская империя, Педро II ; 1862 ;  ; Ag ; XF+ ; 41 ; Tilla ; 713 
 2131 ; 40 рейс. Португальская Бразилия для Сан-Томе. Байша, Жоан VI ; 1821 ;  ; Cu ; F-VF ; 44 ; overshtag ; 786 
 2132 ; 25 центов. Либерия ; 1896 ;  ; Ag ; XF+ ; 50 ; overshtag ; 812 
 2133 ; 1 песо. Куба. Серия "Пираты Карибского моря". Капитан Крюк ; 1995 ;  ; Cu/Ni ; AU ; 97 ; bat514 ; 1122 
 2134 ; 3 гульдена. Нидерландская Индия. Утрехт. Восточная Индийская компания. Ремонт 3 часа, 9 часов ; 1786 ;  ; Ag ; F-VF ; 45 ; forward ; 4284 
 2135 ; 10 эре. Дания, Христиан IX ; 1905 ;  ; Ag ; AU ; 81 ; hugo ; 1513 
 2136 ; 10 сен. Япония ; 1873 ;  ; Ag ; AU ; 103 ; o.k. ; 1062 
 2137 ; 2 безе. Итальянская колония Сомали, Виктор Эммануил III ; 1909 ;  ; Cu ; XF ; 121 ; overshtag ; 2706 
 2138 ; 1 сентавос. Италия, Виктор Эммануил III ; 1910 ;  ; Cu ; XF- ; 40 ; overshtag ; 399 
 2139 ; 4 кас. Датская Азиатская Компания, Транквебар Христиан VII ; 1770 ;  ; Cu ; VF- ; 52 ; kont ; 437 
 2140 ; 4 кас. Датская Азиатская Компания, Транквебар Христиан VI ;  ;  ; Cu ; F+ ; 56 ; Sterh ; 138 
 2141 ; 1 сентаво. Италия, Рим, Виктор Эммануил  III ; 1905 ;  ; Cu ; VF-XF ; 10 ; overshtag ; 278 
 2142 ; 1 дирхам. Французское Марокко ; 1310 л.х. ;  ; Ag ; VF-XF ; 35 ; overshtag ; 669 
 2143 ; 10 центов. Французский Индо-Китай (Вьетнам) ; 1937 ;  ; Ag ; AU ; 57 ; shest ; 1733 
 2144 ; 1/2 пиастра. Французская сирия ; 1921 ;  ; Cu/Ni ; VF- ; 19 ; Mike! ; 204 
 2145 ; 50 сантимов. Французская Экваториальная Африка ; 1942 ;  ; Al/Br ; AU ; 30 ; shest ; 1564 
 2146 ; 50 сантимов. Французская Экваториальная Африка ; 1943 ;  ; Cu ; XF- ; 64 ; shest ; 1219 
 2147 ; 1/4 реала. Мексика ; 1843 ;  ; Ag ; F-VF ; 34 ; vitapool ; 185 
 2148 ; 1/4 реала. Гватемала ; 1894Н ;  ; Ag ; AU ; 54 ; overshtag ; 728 
 2149 ; 5 пфеннигов-модель для школьников. Германия ;  ;  ; Zn ; VF- ; 13 ; егор ; 138 
 2049 ; 50 центов. Багамы ; 1974 ;  ; Ag ; Proof ; 49 ; SS20 ; 340 
 2050 ; 5 франков. Швейцария ; 1933В ;  ; Ag ; VF+ ; 67 ; kamensk61 ; 492 
 2051 ; 300 нгультрам. Бутан. Олимпийские игры. Бокс ; 1992 ;  ; Ag ; Proof ; 26 ; Tche ; 878 
 2052 ; 1/4 доллара. США. Алабама ; 2003Р ;  ; Cu-Ni ; AU ; 6 ; lyustik ; 40 
 2053 ; 1/4 доллара. США. Техас ; 2004Р ;  ; Cu-Ni ; AU ; 6 ; lyustik ; 40 
 2054 ; 1 крона. Коламбус отправляется в Южную Атлантику ; 2006 ;  ; Ag ; Proof ; 13 ; shais1 ; 987 
 2055 ; 10 долларов. Острова Кука. Защита мировой дикой природы. Тигр ; 1990 ;  ; Ag ; Proof ; 28 ; Rober ; 505 
 2056 ; 1 шиллинг. Австралия ; 1958 ;  ; Ag ; VF-XF ; 49 ; himik-58 ; 150 
 2057 ; 1 доллар. Острова Кука. Весы ;  ;  ; Ag?, золоч ; Proof ; 25 ; Лифтер ; 600 
 2058 ; 10 центов. Стрейтс-Сетлментс ; 1927 ;  ; Ag ; AU ; 38 ; rokada77 ; 224 
 2059 ; 1 пенни. Великобритания. Георг VI ; 1939 ;  ; Br ; VF+ ; 56 ; nikolay ; 101 
 2060 ; 1/2 кроны. Великобритания. Георг VI ; 1947 ;  ; Cu-Ni ; VF-XF ; 29 ; nikolay ; 104 
 2061 ; 1 пенни. Великобритания. Елизавета II ; 1961 ;  ; Br ; VF-XF ; 29 ; nikoniko ; 81 
 2062 ; 1/2 кроны. Новая Зеландия. Георг VI ; 1949 ;  ; Cu-Ni ; VF-XF ; 24 ; rokada77 ; 116 
 2063 ; 1/2 пенни. Австралия. Елизавета II ; 1954 ;  ; Br ; VF-XF ; 5 ; rokada77 ; 51 
 2064 ; Фартинг. Великобритания. Георг VI ; 1945 ;  ; Br ; XF- ; 13 ; pref ; 43 
 2065 ; 5 центов. Британская колония. Остров Маврикий ; 1942 ;  ; Cu ; VF+ ; 26 ; smel ; 172 
 2066 ; 1/12 анны. Британская Индия. Виктория ; 1862 ;  ; Cu ; F-VF ; 31 ; Alexdav ; 89 
 2067 ; 1 цент. Британский Гондурас. Георг VI ; 1947 ;  ; Cu ; VF+ ; 41 ; егор ; 334 
 2068 ; 4 кэш. Индия. Штат Траванкор ; ND ;  ; Cu ; VF+ ; 22 ; smel ; 200 
 2069 ; 1 пенни. Токен. Ирландия. Георг III ; 1821 ;  ; Cu ; F-VF ; 42 ; rokada77 ; 408 
 2070 ; 1/4 анны. Индия. Штат Гвалиор ; 1942 ;  ; Al/Br ; F-VF ; 23 ; Doro ; 141 
 2071 ; 1/4 бата (салунг). Тайланд. Рама V ; ND (1876-1900) ;  ; Ag ; AU ; 70 ; keldish ; 1759 
 2072 ; 50 центов. Цейлон. Георг VI ; 1943 ;  ; Ni/Латунь ; VF-XF ; 41 ; егор ; 238 
 2073 ; 50 сантимов. Французская колония. Тунис ; 1941 ;  ; Al/Br ; VF-XF ; 38 ; егор ; 203 
 2074 ; 10 центов. Канада. Елизавета II ; 1980 ;  ; Ni ; AU ; 5 ; rokada77 ; 16 
 2075 ; 5 центов. Канада. Елизавета II ; 1985 ;  ; Cu-Ni ; AU ; 15 ; rokada77 ; 16 
 2076 ; 10 центов. Канада. Елизавета II ; 1966 ;  ; Ag ; AU ; 36 ; hugo ; 163 
 2077 ; 5 франков. Бельгийское Конго ; 1947 ;  ; Al/Br ; VF ; 56 ; von_Schwarz ; 304 
 2078 ; Монета Иран с надчеканом. Павлин и сабля ; ND ;  ; Cu ; VF- ; 26 ; Tilla ; 236 
 2079 ; 1 кэш. Индия ; 1928-1949 ;  ; Cu ; VF ; 19 ; егор ; 114 
 2080 ; 1/12 шиллинга. Джерси. 900 лет завоевания Англии ; 1966 ;  ; Cu ; VF-XF ; 27 ; nikolay ; 100 
 2081 ; 1/4 крейцера. Шварцбург-Рудольштадт ; 1859 ;  ; Cu ; VF+ ; 38 ; kurrent ; 308 
 2082 ; 3 пенса. Великобритания. Георг V ; 1932 ;  ; Ag ; XF+ ; 5 ; Eddy ; 90 
 2083 ; 100 франков. Французский Реюньон ; 1964 ;  ; Cu-Ni ; VF-XF ; 22 ; оскол ; 312 
 2084 ; 1/2 пенни. Токен. Англия. Ливерпуль ; ND ;  ; Br ; VF- ; 32 ; von_Schwarz ; 340 
 2085 ; 9 пиастров. Кипр, Георг VI ; 1938 ;  ; Ag ; XF+ ; 34 ; kont ; 612 
 2086 ; 1 шиллинг. Фиджи, Георг VI ; 1938 ;  ; Ag ; XF+ ; 90 ; shest ; 1677 
 2087 ; 1 пенни. Остров Фиджи. Георг VI ; 1943S ;  ; Al/Br ; VF+ ; 32 ; rokada77 ; 176 
 2088 ; 1 шиллинг. Новая Зеландия, Елизавета II ; 1965 ;  ; Cu-Ni ; AU ; 25 ; Dim888 ; 195 
 2089 ; 1 киат. Бирма, Мьянма ; 1952 ;  ; Cu-Ni ; VF-XF ; 40 ; rokada77 ; 192 
 2090 ; 1 цент. Канада, Георг V ; 1913 ;  ; Br ; VF- ; 9 ; rokada77 ; 68 
 2091 ; 50 центов. Белиз (Британский Гондурас), Елизавета II ; 1989 ;  ; Cu-Ni ; XF ; 14 ; rokada77 ; 71 
 2092 ; 1 дубль. Гернси ; 1929Н ;  ; Cu ; XF+ ; 44 ; Sky2 ; 353 
 2093 ; 3 пенса. Британская Западная Африка, Георг VI ; 1940 ;  ; Cu-Ni ; AU ; 25 ; Dim888 ; 394 
 2094 ; 25 центов. Цейлон. Виктория ; 1899 ;  ; Ag ; VF ; 33 ; tigris ; 308 
 2095 ; 1/2 пенни. Токен. Англия. G.F. HANDEL. Пророведь "Я знаю мой искупитель жив" ; 1791 ;  ; Cu ; VF ; 75 ; caterpi ; 348 
 2096 ; 6 курушей. Турция. Отверстие ; 1223 л.х. ;  ; Ag ; VF- ; 42 ; smel ; 192 
 2097 ; 1 сентим-1 грамо. Испания ; 1870ОМ ;  ; Cu ; VF ; 28 ; sina ; 164 
 2098 ; 100 франков. Французская Экваториальная Африка ; 1967 ;  ; Cu-Ni ; VF+ ; 16 ; Dinamokiev ; 255 
 1999 ; 5 пфеннигов. Веймар ; 1935A ;  ; Al/Br ; VF-XF ; 20 ; capitan.71 ; 24 
 2000 ; 5 пфеннигов. Веймар ; 1936A ;  ; Al/Br ; XF+ ; 13 ; AndrCh58 ; 41 
 2001 ; 5 пфеннигов. Германия ; 1941A ;  ; Zn ; VF+ ; 31 ; xct ; 32 
 2002 ; 5 пфеннигов. Германия ; 1941G ;  ; Zn ; VF ; 5 ; negoro2008 ; 14 
 2003 ; 5 пфеннигов. Германия ; 1942G ;  ; Zn ; VF- ; 5 ; Rober ; 14 
 2004 ; 2 пфеннига. Веймар ; 1923A ;  ; Br ; VF ; 27 ; ved ; 28 
 2005 ; 2 пфеннига. Веймар ; 1924A ;  ; Br ; VF ; 6 ; BOOL19 ; 33 
 2006 ; 2 пфеннига. Веймар ; 1924J ;  ; Br ; VF+ ; 17 ; rasti ; 26 
 2007 ; 2 пфеннига. Веймар ; 1924J ;  ; Br ; VF ; 15 ; Rober ; 16 
 2008 ; 2 пфеннига. Веймар ; 1925F ;  ; Br ; F-VF ; 14 ; АТ ; 15 
 2009 ; 2 пфеннига. Германия ; 1938A ;  ; Br ; VF- ; 28 ; o.k. ; 57 
 2010 ; 2 пфеннига. Германия ; 1940A ;  ; Br ; VF+ ; 36 ; musik ; 82 
 2011 ; 1 пфенниг. Веймар ; 1924A ;  ; Br ; VF- ; 19 ; capitan.71 ; 28 
 2012 ; 1 пфенниг. Веймар ; 1924J ;  ; Br ; VF ; 31 ; rasti ; 31 
 2013 ; 1 пфенниг. Веймар ; 1925A ;  ; Br ; VF ; 14 ; surf2k5 ; 15 
 2014 ; 1 пфенниг. Веймар ; 1927E ;  ; Br ; VF ; 14 ; solder13 ; 24 
 2015 ; 1 пфенниг. Веймар ; 1928F ;  ; Br ; VF+ ; 20 ; Rober ; 20 
 2016 ; 1 пфенниг. Веймар ; 1929A ;  ; Br ; VF ; 14 ; surf2k5 ; 15 
 2017 ; 1 пфенниг. Веймар ; 1930A ;  ; Br ; VF ; 12 ; alex995 ; 13 
 2018 ; 1 пфенниг. Веймар ; 1931A ;  ; Br ; VF ; 13 ; NFV ; 14 
 2019 ; 1 пфенниг. Веймар ; 1931F ;  ; Br ; VF ; 12 ; alex995 ; 13 
 2020 ; 1 пфенниг. Веймар ; 1933A ;  ; Br ; VF+ ; 14 ; Rober ; 15 
 2021 ; 1 пфенниг. Веймар ; 1934A ;  ; Br ; VF ; 12 ; alex995 ; 13 
 2022 ; 1 пфенниг. Веймар ; 1935D ;  ; Br ; VF- ; 12 ; alex995 ; 13 
 2023 ; 1 пфенниг. Веймар ; 1935F ;  ; Br ; VF ; 14 ; solder13 ; 24 
 2024 ; 1 пфенниг. Веймар ; 1936A ;  ; Br ; VF+ ; 13 ; AndrCh58 ; 14 
 2025 ; 1 пфенниг. Германия ; 1937A ;  ; Br ; VF+ ; 11 ; o.k. ; 37 
 2026 ; 1 пфенниг. Германия ; 1938A ;  ; Br ; VF+ ; 10 ; o.k. ; 41 
 2027 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF+ ; 23 ; o.k. ; 41 
 2028 ; 1 пфенниг. Германия ; 1939B ;  ; Br ; VF-XF ; 16 ; koga ; 29 
 2029 ; 1 пфенниг. Германия ; 1939D ;  ; Br ; VF+ ; 23 ; KOTEHOK ; 51 
 2030 ; 1 пфенниг. Германия ; 1941G ;  ; Zn ; F-VF ; 19 ; BOOL19 ; 20 
 2031 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; F-VF ; 15 ; negoro2008 ; 15 
 2032 ; 1 пфенниг. Германия ; 1942G ;  ; Zn ; F-VF ; 9 ; BOOL19 ; 18 
 2033 ; 1 пфенниг. Германия ; 1942J ;  ; Zn ; F-VF ; 11 ; BOOL19 ; 28 
 2034 ; 1 пфенниг. Германия ; 1943A ;  ; Zn ; F-VF ; 5 ; BOOL19 ; 26 
 2035 ; 1 пфенниг. Германия ; 1943F ;  ; Zn ; F-VF ; 13 ; BOOL19 ; 22 
 2036 ; 1 пфенниг. Германия ; 1943G ;  ; Zn ; F-VF ; 5 ; BOOL19 ; 14 
 2037 ; 10 марок. ФРГ. Олимпиада вМюнхене ; 1972D ;  ; Ag ; AU ; 10 ; env ; 453 
 2038 ; 5 марок. ФРГ. Вильгельм и Александр фон Гумбольдт ; 1967F ;  ; Ag ; AU ; 13 ; Mike! ; 463 
 2039 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гаусса ; 1977J ;  ; Ag ; AU ; 5 ; Abbat ; 226 
 2040 ; 5 марок. ФРГ. 125 лет Парламенту Франкфурта ; 1973С ;  ; Ag ; AU ; 4 ; Abbat ; 219 
 2041 ; 20 марок. ГДР. Отто Гротеволь ; 1973А ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 100 
 2042 ; 100 шиллингов. Австрия. Зимняя Олимпиада в Инсбруке ; 1976 ;  ; Ag ; AU ; 28 ; СанЭД ; 508 
 2043 ; 50 шиллингов. Австрия. 150 лет освобождения Тироля ; 1959 ;  ; Ag ; AU ; 19 ; k2e ; 452 
 2044 ; 50 шиллингов. Австрия. 100 лет со дня рождения Карла Реннера ; 1970 ;  ; Ag ; AU ; 4 ; Mike! ; 333 
 2045 ; 50 шилингов. Австрия. 80 лет со дня рождения Жулиуса Рааба ; 1971 ;  ; Ag ; AU ; 19 ; shais1 ; 450 
 2046 ; 50 шиллингов. Австрия. 100 летняя годовщина со дня рождения Т.Корнера ; 1973 ;  ; Ag ; AU ; 16 ; Mike! ; 439 
 2047 ; 25 шиллингов. Австрия. 150 лет высшей технической школе в Венне ; 1965 ;  ; Ag ; AU ; 5 ; udaw ; 313 
 2048 ; 5 евро. Австрия. 200 лет Освобождение Тироля ; 2009 ;  ; Ag ; AU ; 17 ; alno51 ; 502 
 1949 ; 50 пфеннигов. Веймар ; 1922F ;  ; Al ; VF ; 17 ; Rober ; 18 
 1950 ; 50 пфеннигов. Германия ; 1935A ;  ; Al ; VF-XF ; 10 ; surf2k5 ; 29 
 1951 ; 50 пфеннигов. Германия ; 1935D ;  ; Al ; VF+ ; 18 ; surf2k5 ; 29 
 1952 ; 50 пфеннигов. Германия ; 1935J ;  ; Al ; VF+ ; 30 ; solder13 ; 53 
 1953 ; 50 пфеннигов. Германия ; 1939A ;  ; Al ; VF+ ; 10 ; AndrCh58 ; 64 
 1954 ; 50 пфеннигов. Германия ; 1940A ;  ; Al ; VF ; 11 ; ved ; 51 
 1955 ; 50 пфеннигов. Германия ; 1941A ;  ; Al ; VF+ ; 10 ; хрюндель ; 53 
 1956 ; 10 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF ; 12 ; surf2k5 ; 12 
 1957 ; 10 пфеннигов. Веймар ; 1924D ;  ; Al/Br ; VF ; 10 ; Rober ; 22 
 1958 ; 10 пфеннигов. Веймар ; 1924E ;  ; Al/Br ; VF ; 8 ; uriy11 ; 31 
 1959 ; 10 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; VF ; 11 ; Sterh ; 11 
 1960 ; 10 пфеннигов. Веймар ; 1924G ;  ; Al/Br ; VF ; 30 ; rasti ; 29 
 1961 ; 10 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF- ; 10 ; surf2k5 ; 10 
 1962 ; 10 пфеннигов. Веймар ; 1925A ;  ; Al/Br ; VF ; 27 ; NFV ; 28 
 1963 ; 10 пфеннигов. Веймар ; 1925D ;  ; Al/Br ; VF- ; 13 ; surf2k5 ; 14 
 1964 ; 10 пфеннигов. Веймар ; 1929A ;  ; Al/Br ; VF ; 5 ; capitan.71 ; 14 
 1965 ; 10 пфеннигов. Веймар ; 1930A ;  ; Al/Br ; VF ; 13 ; capitan.71 ; 22 
 1966 ; 10 пфеннигов. Веймар ; 1934A ;  ; Al/Br ; VF ; 16 ; ВМШ ; 34 
 1967 ; 10 пфеннигов. Веймар ; 1935A ;  ; Al/Br ; VF ; 13 ; surf2k5 ; 14 
 1968 ; 10 пфеннигов. Веймар ; 1935J ;  ; Al/Br ; VF ; 12 ; Rober ; 12 
 1969 ; 10 пфеннигов. Веймар ; 1936A ;  ; Al/Br ; VF ; 13 ; surf2k5 ; 14 
 1970 ; 10 пфеннигов. Германия ; 1937A ;  ; Al/Br ; VF- ; 13 ; AndrCh58 ; 40 
 1971 ; 10 пфеннигов. Германия ; 1939A ;  ; Al/Br ; VF ; 20 ; AndrCh58 ; 78 
 1972 ; 10 пфеннигов. Германия ; 1939A ;  ; Al/Br ; VF+ ; 37 ; KOTEHOK ; 81 
 1973 ; 10 пфеннигов. Германия ; 1940A ;  ; Zn ; VF- ; 13 ; rasti ; 23 
 1974 ; 10 пфеннигов. Германия ; 1940B ;  ; Zn ; F-VF ; 19 ; Dom Perignon ; 23 
 1975 ; 10 пфеннигов. Германия ; 1940D ;  ; Zn ; F-VF ; 9 ; negoro2008 ; 18 
 1976 ; 10 пфеннигов. Германия ; 1940E ;  ; Zn ; VF- ; 5 ; surf2k5 ; 14 
 1977 ; 10 пфеннигов. Германия ; 1940F ;  ; Zn ; F-VF ; 5 ; pref ; 14 
 1978 ; 10 пфеннигов. Германия ; 1940G ;  ; Zn ; F-VF ; 5 ; surf2k5 ; 14 
 1979 ; 10 пфеннигов. Германия ; 1940J ;  ; Zn ; F-VF ; 5 ; surf2k5 ; 14 
 1980 ; 10 пфеннигов. Германия ; 1941A ;  ; Zn ; VF- ; 16 ; solder13 ; 25 
 1981 ; 10 пфеннигов. Германия ; 1941B ;  ; Zn ; VF ; 18 ; solder13 ; 28 
 1982 ; 10 пфеннигов. Германия ; 1941E ;  ; Zn ; F-VF ; 5 ; negoro2008 ; 14 
 1983 ; 10 пфеннигов. Германия ; 1941F ;  ; Zn ; F-VF ; 5 ; surf2k5 ; 14 
 1984 ; 10 пфеннигов. Германия ; 1941G ;  ; Zn ; F-VF ; 8 ; AndrCh58 ; 32 
 1985 ; 10 пфеннигов. Германия ; 1942F ;  ; Zn ; VF- ; 5 ; xct ; 14 
 1986 ; 10 пфеннигов. Германия ; 1942G ;  ; Zn ; F-VF ; 4 ; alex995 ; 13 
 1987 ; 10 пфеннигов. Германия ; 1942J ;  ; Zn ; F-VF ; 7 ; Dom Perignon ; 19 
 1988 ; 10 пфеннигов. Германия ; 1943F ;  ; Zn ; VF- ; 15 ; AndrCh58 ; 16 
 1989 ; 5 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; F+ ; 7 ; Statuetka ; 7 
 1990 ; 5 пфеннигов. Веймар ; 1924D ;  ; Al/Br ; VF- ; 12 ; Rober ; 12 
 1991 ; 5 пфеннигов. Веймар ; 1924E ;  ; Al/Br ; VF- ; 12 ; alex995 ; 13 
 1992 ; 5 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; VF- ; 13 ; rasti ; 14 
