 5516 ; Открытка "Советская Антарктическая экспедиция" 70 лет М.М.Сомова 7.04.78 ;  ;  ;  ;  ; 7 ; doc2 ; 102 
 3637 ; 5 рупий Маврикий ; 2012 ;  ; Cu-Ni ; AU ; 4 ; pelmen761 ; 50 
 3638 ; 50 песет. Испания ; 1990 ;  ; Cu-Ni ; XF ; 16 ; t_v_v ; 73 
 3639 ; 25 эре. Дания ; 1920 ;  ; Cu-Ni ; VF-XF ; 18 ; DVZ ; 81 
 3640 ; 1 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 23 ; SerKon ; 74 
 3641 ; 5 центов. Либерия ; 1961 ;  ; Cu-Ni ; VF ; 23 ; mkm1968 ; 100 
 3642 ; 50 франков. Бельгия ; 1987 ;  ; Cu-Ni ; XF ; 10 ; Lena6975 ; 22 
 3643 ; 10 центов. Канада ; 2009 ;  ; Cu-Ni ; AU ; 35 ; Dinar02 ; 68 
 3644 ; 1 франк. Франция ; 19992 ;  ; Cu-Ni ; AU ; 21 ; sifirot ; 70 
 3645 ; 50 песет. Испания ; 1992 ;  ; Cu-Ni ; XF ; 9 ; А.А.Д ; 51 
 3646 ; 5 раппен. Швейцария ; 1885 ;  ; Cu-Ni ; VF ; 5 ; СВТ69 ; 33 
 3647 ; 10 раппен. Швейцария ; 1933 ;  ; Cu-Ni ; VF ; 9 ; СВТ69 ; 31 
 3648 ; 10 пара. Турция ; 1327 ;  ; Cu-Ni ; VF ; 13 ; MAPKu3 ; 49 
 3649 ; 20 раппен. Швейцария ; 1989 ;  ; Cu-Ni ; VF ; 16 ; СВТ69 ; 23 
 3650 ; 10 динаров. Югославия ; 1938 ;  ; Cu-Ni ; VF ; 5 ; Ыукут ; 37 
 3651 ; 10 пенсов. Джерси ; 1992 ;  ; Cu-Ni ; VF ; 6 ; А.А.Д ; 37 
 3652 ; 5 пара. Турция ; 1327 ;  ; Cu-Ni ; VF ; 28 ; MAPKu3 ; 51 
 3653 ; 5/10 гирш. Египет ; 1293 ;  ; Cu-Ni ; VF ; 16 ; rusin ; 49 
 3654 ; 50 халала. Саудовская Аравия ; 1397 ;  ; Cu-Ni ; XF ; 7 ; DJPurplexion ; 37 
 3655 ; 5 пфеннигов. Германия ; 1898 ;  ; Cu-Ni ; VF ; 14 ; qver ; 23 
 3656 ; 20 раппен. Швейцария ; 1926 ;  ; Cu-Ni ; VF ; 21 ; kostya12.04.1994 ; 81 
 3657 ; 10 марок. Эстония ; 1925 ;  ; Cu-Ni ; VF ; 15 ; NL.minkki ; 789 
 3658 ; 5 раппен. Швейцария ; 1946 ;  ; Cu-Ni ; VF ; 9 ; kostya12.04.1994 ; 55 
 3659 ; 50 песет. Испания ; 1997 ;  ; Cu-Ni ; VF ; 36 ; dsp ; 67 
 3660 ; 1/10 гирш. Египет ; 1293 ;  ; Cu-Ni ; VF ; 18 ; t_v_v ; 51 
 3661 ; 10 филлеров. Венгрия ; 1915 ;  ; Cu-Ni ; VF ; 19 ; qver ; 53 
 3662 ; 10 сенти. Эстония ; 1931 ;  ; Ni/Br ; VF ; 7 ; StasStas ; 114 
 3663 ; 5 раппен. Швейцария ; 1928 ;  ; Cu-Ni ; VF ; 11 ; kostya12.04.1994 ; 60 
 3664 ; 25 аурар. Исландия ; 1940 ;  ; Cu-Ni ; VF ; 60 ; val211 ; 90 
 3665 ; 6 пенсов. Ирландия ; 1966 ;  ; Cu-Ni ; XF ; 45 ; didisister ; 294 
 3666 ; 100 эскудо. Португалия. Нуно Триштао ; 1987 ;  ; Cu-Ni ; XF ; 25 ; spiritusvini ; 139 
 3667 ; 10 раппен. Швейцария ; 1879 ;  ; Cu-Ni ; VF ; 8 ; СВТ69 ; 25 
 3668 ; 1 лит. Литва ; 1999 ;  ; Cu-Ni ; XF ; 35 ; uhfvv7 ; 153 
 3669 ; 1 эскудо. Чили ; 1972 ;  ; Cu-Ni ; XF/AU ; 11 ; heavy_fly ; 51 
 3670 ; 2 доллара. Гон-Конг ; 1975 ;  ; Cu-Ni ; XF ; 12 ; Lena6975 ; 46 
 3671 ; 25 центов. Восточная группа. Британские Карибские территории ; 1955 ;  ; Cu-Ni ; VF ; 5 ; Вадим Скифский ; 26 
 3672 ; 20 чентезимо. Италия ; 1918 ;  ; Cu-Ni ; VF ; 9 ; fadeev.dima ; 57 
 3673 ; 5 крон. Норвегия ; 1978 ;  ; Би/м ; XF ; 26 ; gusar ; 98 
 3674 ; 2 куны. Босния и Герцеговина ; 2003 ;  ; Би/м ; VF ; 13 ; arusakov02 ; 222 
 3675 ; 500 лир. Италия ; 1978 ;  ; Би/м ; XF ; 9 ; жора ; 138 
 3576 ; 50 пфеннигов. Германия ; 1935A ;  ; Al ; VF ; 11 ; xct ; 91 
 3577 ; 10 марок. Шлезвиг-Гольштейн ; 1923 ;  ; Al ; VF ; 22 ; etwar55 ; 122 
 3578 ; 2 крузейро. Бразилия ; 1961 ;  ; Al ; VF ; 33 ; S1952 ; 53 
 3579 ; 5 марок. Шлезвиг-Гольштейн ; 1923 ;  ; Al ; VF ; 12 ; asnik ; 101 
 3580 ; 50 пфеннигов. Германия ; 1941 ;  ; Al ; VF ; 17 ; Hellsten ; 126 
 3581 ; 10 лепта. Греция ; 1976 ;  ; Al ; XF ; 27 ; ККАТ ; 107 
 3582 ; 1 эре. Швеция ; 1864 ;  ; Br ; VF ; 14 ; igrtlk ; 124 
 3583 ; 5 сентимо. Испания ; 1870 ;  ; Br ; VF- ; 8 ; кротик ; 26 
 3584 ; 5 грошей. Польша ; 1938 ;  ; Br ; VF ; 8 ; prostor.71 ; 25 
 3585 ; 1 цент. США ; 1950 ;  ; Br ; VF ; 16 ; папашаГарпагон ; 41 
 3586 ; 1 эре. Швеция ; 1884 ;  ; Br ; VF-XF ; 18 ; orex ; 32 
 3587 ; 1 цент. Нидерландская Индия ; 1837 ;  ; Br ; VF ; 34 ; val211 ; 140 
 3588 ; 1 хеллер. Австрия ; 1915 ;  ; Br ; VF ; 16 ; А.А.Д ; 55 
 3589 ; 1 сентаво. Доминикана ; 1963 ;  ; Br ; VF ; 24 ; heavy_fly ; 90 
 3590 ; 3 байсы. Мускат и Оман ; 1380 ;  ; Br ; VF ; 25 ; Moryak ; 285 
 3591 ; 1 крейцер. Австрия ; 1851 ;  ; Br ; VF ; 21 ; graff36alex ; 62 
 3592 ; 50 фенигов. Босния и Герцеговина ; 1998 ;  ; Br ; VF ; 21 ; ККАТ ; 32 
 3593 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF ; 8 ; Враг ; 87 
 3594 ; 1 эре. Дания ; 1915 ;  ; Br ; VF ; 17 ; Shundr ; 71 
 3595 ; 1 эре. Швеция ; 1901 ;  ; Br ; VF ; 17 ; kergudu ; 31 
 3596 ; 1 цент. Нидерланды ; 1905 ;  ; Br ; VF ; 9 ; megavasilius ; 22 
 3597 ; 1 цент. США ; 1907 ;  ; Br ; VF ; 31 ; bubel ; 163 
 3598 ; 20 лума. Армения ; 2003 ;  ; Br ; VF+ ; 12 ; А.А.Д ; 26 
 3599 ; 1 эре. Дания ; 1897 ;  ; Br ; VF ; 7 ; Vox ; 36 
 3600 ; 1 эре. Норвегия ; 1902 ;  ; Br ; VF ; 8 ; Shundr ; 105 
 3601 ; 1 пфенниг. Мекленбург-Шверин ; 1872 ;  ; Br ; F ; 21 ; Maks87 ; 93 
 3602 ; 1/6 скиллинга. Швеция ; 1832 ;  ; Br ; F-VF ; 17 ; сама71 ; 248 
 3603 ; 2 эре. Дания ; 1912 ;  ; Br ; VF ; 9 ; DVZ ; 87 
 3604 ; 10 куруш. Турция ; 1972 ;  ; Br ; AU ; 12 ; v_bond ; 41 
 3605 ; 5 милс. Кипр ; 1971 ;  ; Br ; AU ; 16 ; sifirot ; 102 
 3606 ; 2,5 эскудо. Португальский Мозамбик ; 1953 ;  ; Cu-Ni ; VF ; 5 ; SadKo ; 61 
 3607 ; 1 крона. Швеция ; 2009 ;  ; Cu-Ni ; VF ; 16 ; krugerrand ; 28 
 3608 ; 10 центов. Восточные Карибские штаты ; 2009 ;  ; Cu-Ni ; XF ; 23 ; val211 ; 61 
 3609 ; 10 миллимов. Ливия ; 1965 ;  ; Cu-Ni ; VF ; 13 ; val211 ; 40 
 3610 ; 20 филлеров. Венгрия ; 1893 ;  ; Cu-Ni ; VF ; 6 ; prostor.71 ; 21 
 3611 ; 20 раппен. Швейцария ; 1881 ;  ; Cu-Ni ; VF ; 19 ; Flagman ; 61 
 3612 ; 5 эре. Норвегия ; 1943 ;  ; Fe ; VF ; 10 ; лексан 98 ; 53 
 3613 ; 5 эре. Норвегия ; 1917 ;  ; Fe ; VF ; 18 ; yourius ; 418 
 3614 ; 1 эре. Норвегия ; 1943 ;  ; Fe ; VF ; 6 ; krugerrand ; 30 
 3615 ; 2 эре. Норвегия ; 1944 ;  ; Fe ; VF ; 19 ; лексан 98 ; 45 
 3616 ; 1 франк. Конго ; 2004 ;  ; Fe ; XF ; 13 ; Palik ; 114 
 3617 ; 5 центов. Канада ; 1952 ;  ; Fe ; VF ; 26 ; Lena6975 ; 53 
 3618 ; 5 центов. Канада ; 1945 ;  ; Fe ; VF ; 16 ; кротик ; 30 
 3619 ; 100 лир. Италия ; 1979 ;  ; Fe ; XF ; 13 ; А.А.Д ; 22 
 3620 ; 1 лира. Италия ; 1940 ;  ; Fe ; XF ; 23 ; А.А.Д ; 101 
 3621 ; 2 динара. Сербия ; 1942 ;  ; Zn ; VF ; 9 ; Cross ; 51 
 3622 ; 50 сантимов. Бельгия ; 1918 ;  ; Zn ; VF ; 18 ; варяг42 ; 539 
 3623 ; 10 пфеннигов. Германия ; 1940 ;  ; Zn ; VF ; 35 ; benosa ; 73 
 3624 ; 5 центов. Нидерланды ; 1911 ;  ; Zn ; VF ; 7 ; Shundr ; 102 
 3625 ; 2 доллара Канада ; 1999 ;  ; Би/м ; VF ; 11 ; Звездолёты ; 153 
 3526 ; 50 сентимес. Бельгия ; 1958 ;  ; Br ; XF ; 19 ; А.А.Д ; 27 
 3527 ; 1 крона. Исландия ; 2003 ;  ; Ni/St ; XF+ ; 11 ; А.А.Д ; 57 
 3528 ; 50 аурар. Исландия ; 1981 ;  ; Br/St ; XF+ ; 31 ; yourius ; 210 
 3529 ; 1 аурар. Исландия ; 1956 ;  ; Br ; XF ; 11 ; Graphic ; 48 
 3530 ; 1 франк. Франция ; 1958 ;  ; Al ; VF+ ; 8 ; А.А.Д ; 68 
 3531 ; 10 лир. Италия ; 1968 ;  ; Al ; XF ; 7 ; А.А.Д ; 13 
 3532 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 31 ; Lena6975 ; 114 
 3533 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 33 ; Lena6975 ; 114 
 3534 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 11 ; Lena6975 ; 114 
 3535 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 13 ; Lena6975 ; 114 
 3536 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 16 ; t_v_v ; 100 
 3537 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 11 ; Lena6975 ; 114 
 3538 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 11 ; Lena6975 ; 114 
 3539 ; Монетовидный жетон. Нидерланды ;  ;  ; Б/м ; XF ; 11 ; Lena6975 ; 114 
 3540 ; Акче. Крымское х-во ; 1777 ;  ; Cu ; VG ; 21 ; lestes ; 201 
 3541 ; 10 марок. Финляндия ; 1995 ;  ; Би/м ; AU ; 48 ; ККАТ ; 220 
 3542 ; 20 марок. Финляндия ; 1934 ;  ; Al/Br ; VF+ ; 15 ; ККАТ ; 236 
 3543 ; 5 марок. Финляндия ; 1931 ;  ; Al/Br ; VF ; 14 ; ККАТ ; 67 
 3544 ; 20 марок. Финляндия ; 1960 ;  ; Al/Br ; AU ; 22 ; ККАТ ; 228 
 3545 ; 10 марок. Финляндия ; 1961 ;  ; Al/Br ; AU ; 27 ; ККАТ ; 216 
 3546 ; 1 марка. Финляндия ; 1922 ;  ; Cu-Ni ; VF+ ; 23 ; ККАТ ; 30 
 3547 ; 50 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; AU ; 16 ; ККАТ ; 142 
 3548 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; XF- ; 10 ; кротик ; 21 
 3549 ; 1 сен. Бруней ; 1981 ;  ; Br ; VF ; 17 ; ККАТ ; 102 
 3550 ; 1/2 пенни. Родезия и Ньясаленд ; 1964 ;  ; Br ; XF ; 31 ; val211 ; 101 
 3551 ; 1 шиллинг. Великобритания ; 1932 ;  ; Ag ; VF ; 37 ; val211 ; 204 
 3552 ; 1 крона. Швеция ; 1968 ;  ; Ag ; VF ; 12 ; фрегат ; 105 
 3553 ; 1 шиллинг. Великобритания ; 1942 ;  ; Ag ; VF ; 18 ; Звездолёты ; 158 
 3554 ; 25 эре. Швеция ; 1920 ;  ; Cu-Ni ; VF ; 7 ; DVZ ; 81 
 3555 ; 1/2 франка. Швейцария ; 1964 ;  ; Ag ; VF-XF ; 15 ; А.А.Д ; 114 
 3556 ; 10 центов. Канада ; 1965 ;  ; Ag ; VF ; 14 ; porte33 ; 101 
 3557 ; 1/2 марки. Германия ; 1912 ;  ; Ag ; VF ; 49 ; uhfvv7 ; 235 
 3558 ; 1 дайм. США ; 1963 ;  ; Ag ; VF ; 10 ; Алекс137 ; 107 
 3559 ; 6 пенсов. Великобритания ; 1921 ;  ; Ag ; VF ; 7 ; bratss ; 155 
 3560 ; 25 эре. Швеция ; 1953 ;  ; Ag ; VF ; 13 ; mor ; 57 
 3561 ; 10 эре. Швеция ; 1958 ;  ; Ag ; VF ; 10 ; mor ; 34 
 3562 ; 10 эре. Швеция ; 1948 ;  ; Ag ; VF ; 6 ; porte33 ; 33 
 3563 ; 10 эре. Дания ; 1916 ;  ; Ag ; VF-XF ; 7 ; Grettir Asmundarson ; 200 
 3564 ; 1 дайм. США ; 1964 ;  ; Ag ; VF ; 7 ; Алекс137 ; 101 
 3565 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; VF ; 39 ; mor ; 90 
 3566 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF ; 19 ; bratss ; 118 
 3567 ; 1/2 франка. Швейцария ; 1952 ;  ; Ag ; VF ; 17 ; porte33 ; 117 
 3568 ; 10 эре. Швеция ; 1954 ;  ; Ag ; VF ; 8 ; porte33 ; 33 
 3569 ; 10 эре. Швеция ; 1940 ;  ; Ag ; XF ; 18 ; andreyg ; 170 
 3570 ; 10 эре. Швеция ; 1953 ;  ; Ag ; XF ; 7 ; папашаГарпагон ; 34 
 3571 ; 10 эре. Дания ; 1907 ;  ; Ag ; V ; 10 ; krugerrand ; 225 
 3572 ; 10 эре. Швеция ; 1944 ;  ; Ag ; VF ; 4 ; страус ; 31 
 3573 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF ; 7 ; Враг ; 34 
 3574 ; 10 центов. Нидерланды ; 1936 ;  ; Ag ; VF ; 20 ; SKeeper ; 65 
 3575 ; 1/16 скиллинга. Швеция ; 1848 ;  ; Ag ; F-V ; 48 ; spiritusvini ; 310 
 3476 ; 50 филс. Ирак ; 20в ;  ; Сu-Ni ; XF ; 12 ; альтаир ; 27 
 3477 ; 10 филс. Ирак ; 1972,1982 ;  ; St ; XF+ ; 15 ; rusin ; 34 
 3478 ; 5 филс. Ирак ; 20в ;  ; St ; AU ; 45 ; val211 ; 75 
 3479 ; 25 филс. Ирак ; 20в ;  ; Сu-Ni ; XF ; 14 ; dfg ; 27 
 3480 ; 5 пайс. Пакистан ; 1969 ;  ; Al/Br ; XF ; 29 ; chief com ; 93 
 3481 ; 50 миллим. Тунис ; 1960 ;  ; Al/Br ; AU ; 18 ; DJPurplexion ; 23 
 3482 ; 10 лепт. Греция ; 1959 ;  ; Al ; VF+ ; 10 ; А.А.Д ; 37 
 3483 ; 20 сенти. Эстония ; 1935 ;  ; Ni/Br ; XF ; 13 ; StasStas ; 213 
 3484 ; 10 сенти. Эстония ; 1931 ;  ; Ni/Br ; XF ; 9 ; StasStas ; 227 
 3485 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF ; 21 ; krugerrand ; 84 
 3486 ; 1 марка. Финляндия ; 1950 ;  ; Cu ; AU ; 17 ; Либра ; 73 
 3487 ; 1 марка. Финляндия ; 1940 ;  ; Cu ; AU ; 6 ; Alexdav ; 153 
 3488 ; 50 пенни. Финляндия ; 1940 ;  ; Cu ; AU ; 27 ; qver ; 254 
 3489 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; AU ; 8 ; u10257 ; 150 
 3490 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 28 ; Alexdav ; 125 
 3491 ; 2 эре. Швеция ; 1863 ;  ; Br ; VF ; 26 ; kergudu ; 93 
 3492 ; 1 эре. Дания ; 1937 ;  ; Br ; XF+ ; 17 ; Grettir Asmundarson ; 55 
 3493 ; 1 пфенниг. Германия ; 1900J ;  ; Br ; XF ; 20 ; А.А.Д ; 30 
 3494 ; 1 пфенниг. Германия ; 1875A ;  ; Br ; XF+/AU ; 29 ; Декарт ; 374 
 3495 ; 5 грошей. Польша ; 1935 ;  ; Br ; XF+ ; 13 ; Magger ; 216 
 3496 ; 2 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; VF-XF ; 11 ; valerdon ; 101 
 3497 ; 500 марок. Веймар ; 1923J ;  ; Al ; XF- ; 54 ; Jauho ; 498 
 3498 ; 100 центов. Суринам ; 1989 ;  ; Сu-Ni ; AU ; 20 ; ККАТ ; 63 
 3499 ; 2 пфенниг. Германия ; 1938F ;  ; Br ; AU ; 15 ; птичка16 ; 150 
 3500 ; 2 пфенниг. Германия ; 1939D ;  ; Br ; AU ; 22 ; svv ; 233 
 3501 ; 2 пфенниг. Германия ; 1939B ;  ; Br ; AU ; 29 ; нв1975 ; 150 
 3502 ; 2 пфенниг. Германия ; 1939B ;  ; Br ; AU ; 26 ; svv ; 235 
 3503 ; 2 пфенниг. Германия ; 1940A ;  ; Br ; XF+ ; 27 ; варяг42 ; 153 
 3504 ; 1 пфенниг. Германия ; 1938E ;  ; Br ; XF ; 17 ; птичка16 ; 150 
 3505 ; 1 пфенниг. Германия ; 1939G ;  ; Br ; XF ; 16 ; dfg ; 136 
 3506 ; 50 пиастров. Ливан ; 1968 ;  ; Ni ; AU ; 17 ; ККАТ ; 68 
 3507 ; 25 пиастров. Ливан ; 1972 ;  ; Ni/Лат ; AU ; 23 ; ККАТ ; 72 
 3508 ; 10 пиастров. Ливан ; 1970 ;  ; Ni/Лат ; AU ; 11 ; Moryak ; 51 
 3509 ; 5 пиастров. Ливан ; 1972 ;  ; Ni/Лат ; AU ; 15 ; chief com ; 78 
 3510 ; 1 ливр. Ливан ; 1981 ;  ; Ni ; AU ; 19 ; arusakov02 ; 204 
 3511 ; 2 1/2 пиастра. Ливан ; 1941 ;  ; Al ; VF+ ; 27 ; Moryak ; 295 
 3512 ; 5 франков. Бельгия ; 1987 ;  ; Al/Br ; XF ; 7 ; А.А.Д ; 14 
 3513 ; 5 эскудо. Португалия ; 1997 ;  ; Al/Br ; XF+ ; 8 ; dim66 ; 24 
 3514 ; 2 1/2 гульдена. Нидерланды. Коронация королевы Беатрикс ; 1980 ;  ; Ni ; XF+ ; 23 ; тарнум ; 132 
 3515 ; 2 1/2 гульдена. Нидерланды ; 1980 ;  ; Ni ; VF ; 24 ; UstasU ; 92 
 3516 ; 1 гульден. Нидерланды ; 1991 ;  ; Ni ; XF ; 13 ; UstasU ; 73 
 3517 ; 1 гульден. Нидерланды ; 1978 ;  ; Ni ; XF ; 10 ; А.А.Д ; 28 
 3518 ; 1 гульден. Нидерланды ; 1972 ;  ; Ni ; VF+ ; 23 ; А.А.Д ; 29 
 3519 ; 1 гульден. Нидерланды ; 1976 ;  ; Ni ; XF ; 15 ; А.А.Д ; 46 
 3520 ; 1 гульден. Нидерланды ; 1972 ;  ; Ni ; XF- ; 5 ; А.А.Д ; 23 
 3521 ; 5 гульденов. Нидерланды ; 1990 ;  ; Al/Br ; XF- ; 10 ; DJPurplexion ; 13 
 3522 ; 25 песет. Испания ; 1991 ;  ; Al/Br ; XF ; 9 ; А.А.Д ; 58 
 3523 ; 25 сент. Нидерланды ; 1948 ;  ; Ni ; XF ; 11 ; А.А.Д ; 45 
 3524 ; 1 крона. Дания ; 1992 ;  ; Cu-Ni ; XF ; 11 ; А.А.Д ; 25 
 3525 ; 5 раппен. Швейцария ; 1986 ;  ; Ж/м ; AU ; 7 ; А.А.Д ; 36 
 3426 ; 2 евро. Финляндия ; 2006 ;  ; би/м ; XF+ ; 11 ; Матроскин ; 137 
 3427 ; 2 евро. Люксембург. Мост ; 2016 ;  ; би/м ; AU ; 27 ; MasterDyn ; 254 
 3428 ; 2 евро. Франция. Француа Миттеран ; 2016 ;  ; би/м ; AU ; 10 ; Serg7921 ; 211 
 3429 ; 2 евро. Франция. Огюст Роден ; 2017 ;  ; би/м ; AU ; 11 ; kirkar ; 222 
 3430 ; 2 евро. Франция. Огюст Роден ; 2017 ;  ; би/м ; AU ; 17 ; v_bond ; 225 
 3431 ; 2 евро. Германия. Нижняя Саксония ; 2014D ;  ; би/м ; AU ; 10 ; domovoy ; 165 
 3432 ; 2 евро. Словакия. 550–летие Истрополитанского Университета ; 2017 ;  ; би/м ; AU ; 15 ; kirkar ; 220 
 3433 ; 2 евро. Словения. 10 лет ввода евро ; 2017 ;  ; би/м ; AU ; 17 ; kirkar ; 222 
 3434 ; 2 евро. Словения. 10 лет ввода евро ; 2017 ;  ; би/м ; AU ; 11 ; v_bond ; 226 
 3435 ; 1/4 доллара. США ; 2016S ;  ; Cu-Ni ; AU ; 16 ; v_bond ; 50 
 3436 ; 1/4 доллара. США ; 2014S ;  ; Cu-Ni ; AU ; 19 ; v_bond ; 61 
 3437 ; 1/4 доллара. США ; 2012S ;  ; Cu-Ni ; AU ; 9 ; Boxing ; 65 
 3438 ; 1/4 доллара. США ; 2013S ;  ; Cu-Ni ; AU ; 9 ; v_bond ; 61 
 3439 ; 1/4 доллара. США ; 2013S ;  ; Cu-Ni ; AU ; 19 ; А.А.Д ; 67 
 3440 ; 1/4 доллара. США ; 2013S ;  ; Cu-Ni ; AU ; 10 ; v_bond ; 61 
 3441 ; 1/4 доллара. США ; 2012S ;  ; Cu-Ni ; AU ; 25 ; А.А.Д ; 51 
 3442 ; 1/4 доллара. США ; 2013S ;  ; Cu-Ni ; AU ; 14 ; А.А.Д ; 67 
 3443 ; 1/4 доллара. США ; 2012S ;  ; Cu-Ni ; AU ; 17 ; А.А.Д ; 61 
 3444 ; 1 доллар. США ; 2011P ;  ; Cu-Lat ; AU ; 17 ; Tyz-13 ; 108 
 3445 ; 1 доллар. США ; 2007P ;  ; Cu-Lat ; AU ; 12 ; Moon ; 131 
 3446 ; 1 доллар. США ; 2007D ;  ; Cu-Lat ; AU ; 15 ; fuzzyfly ; 113 
 3447 ; 1 доллар. США ; 2007P ;  ; Cu-Lat ; AU ; 16 ; Матроскин ; 104 
 3448 ; 1 доллар. США ; 2007P ;  ; Cu-Lat ; AU ; 23 ; Moon ; 121 
 3449 ; 1 доллар. США ; 2010P ;  ; Cu-Zn-Ni ; XF+ ; 16 ; Tyz-13 ; 131 
 3450 ; 1 доллар. США ; 2009P ;  ; Cu-Zn-Ni ; XF ; 11 ; Boroddd ; 74 
 3451 ; 1 доллар. США ; 2011D ;  ; Cu-Zn-Ni ; XF ; 10 ; Матроскин ; 102 
 3452 ; 1 доллар. США ; 2000P ;  ; Cu-Zn-Ni ; XF ; 5 ; rusin ; 68 
 3453 ; 1 доллар. США ; 2011D ;  ; Cu-Zn-Ni ; XF ; 5 ; Семен ; 144 
 3454 ; 1 доллар. США ; 2011D ;  ; Cu-Zn-Ni ; XF ; 34 ; Матроскин ; 143 
 3455 ; 1 доллар. США ; 2011D ;  ; Cu-Zn-Ni ; AU ; 5 ; smn51 ; 144 
 3456 ; 1 доллар. США ; 2011D ;  ; Cu-Zn-Ni ; XF ; 19 ; fuzzyfly ; 141 
 3457 ; 1 доллар. США ; 2000P ;  ; Cu-Zn-Ni ; XF ; 6 ; ВЯЗЪ ; 66 
 3458 ; 1 доллар. США ; 2011P ;  ; Cu-Zn-Ni ; XF ; 15 ; dsp ; 125 
 3459 ; 1 доллар. США ; 2000D ;  ; Cu-Zn-Ni ; AU ; 12 ; dsp ; 124 
 3460 ; 50 крон. Чехословакия ; 1949 ;  ; Ag ; XF+ ; 47 ; Звездолёты ; 937 
 3461 ; 50 пенсов. Остров Св. Елены ; 2003 ;  ; Cu-Ni ; AU ; 22 ; SKeeper ; 357 
 3462 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 39 ; SKeeper ; 331 
 3463 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 36 ; SKeeper ; 326 
 3464 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 43 ; SKeeper ; 326 
 3465 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 26 ; SKeeper ; 326 
 3466 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 41 ; vladimirov ; 332 
 3467 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 19 ; v_bond ; 263 
 3468 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 17 ; v_bond ; 271 
 3469 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 36 ; v_bond ; 266 
 3470 ; 50 пенсов. Фолклендские острова ; 2002 ;  ; Cu-Ni ; AU ; 25 ; v_bond ; 272 
 3471 ; 5 сентимес. Франция ; 1864 ;  ; Br ; XF ; 40 ; mask ; 343 
 3472 ; 1/4 рупии. Пакистан ; 1951 ;  ; Ni ; VF+ ; 17 ; AndrCh58 ; 62 
 3473 ; 5 риалов. Иран ; 20в ;  ; Сu-Ni ; AU ; 48 ; val211 ; 113 
 3474 ; 2 риала. Иран ; 20в ;  ; Сu-Ni ; AU ; 7 ; Вини-Пруф ; 37 
 3475 ; 1 риал. Иран ; 20в ;  ; Сu-Ni ; AU ; 9 ; off ; 138 
 3376 ; 2 сантима. Бельгия ; 1959 ;  ; Br ; VF- ; 16 ; Mike! ; 53 
 3377 ; 2-1/2 цента. Нидерланды ; 1890 ;  ; Br ; VF+ ; 19 ; Jon Snow ; 150 
 3378 ; 5 эре. Дания ; 1934 ;  ; Br ; VF+ ; 15 ; Mike! ; 30 
 3379 ; 10 чентезимо. Италия ; 1920 ;  ; Br ; VF+ ; 5 ; Mike! ; 38 
 3380 ; 1 соль. Люксембург ; 1790 ;  ; Cu ; F+ ; 21 ; lestes ; 341 
 3381 ; 1 сольдо. Миланское герцегстов. Италия ; 1777 ;  ; Cu ; F- ; 30 ; lestes ; 312 
 3382 ; 5 сентесими. Италия ; 1867 ;  ; Br ; F ; 10 ; prostor.71 ; 21 
 3383 ; 5 лепт. Греция ; 1882 ;  ; Br ; F+ ; 27 ; Нинский ; 149 
 3384 ; 2 франка. Тунис ; 1921 ;  ; Al/Br ; VF+ ; 30 ; DVZ ; 184 
 3385 ; 1 цент. Нидерланды ; 1881 ;  ; Br ; XF ; 25 ; vicnic ; 80 
 3386 ; 1/2 пайс. Индия ; 1897 ;  ; Br ; VF- ; 36 ; лексан 98 ; 90 
