 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 1864 ; Жетон. ЛМД. Упаковка ;  ;  ; Al ; Unc/AU ; 16 ; sveta6369 ; 21 
 1865 ; Жетон. Аттракцион ;  ;  ; Б/м ; XF ; 5 ; Rober ; 5 
 1866 ; Жетон. Пригородное сообщение. Одна зона ;  ;  ; Ж/м ; AU ; 100 ; lvd ; 395 
 1867 ; Жетон. Камера хранения. Одна ячейка ;  ;  ; Ж/м ; AU ; 108 ; lvd ; 393 
 1868 ; Набор монет СССР "50 лет великой октябрьской революции (1917-1967)" (6шт): 1р,50к,20к,15к,10к+Жетон ЛМД. Упаковка ; 1967 ;  ; Cu/Ni ; Unc/AU ; 26 ; abrek112 ; 684 
 1869 ; Набор монет "70 лет великой октябрьской революции" (3шт): 5р,3р,1р. В коробке ; 1987 ;  ; Cu-Ni ; Proof ; 78 ; al69 ; 1530 
 1870 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1989 ;  ; Cu/Ni,Cu/Z ; Unc ; 41 ; Седой ; 439 
 1871 ; Набор монет Банка России (7шт):5р,2р,1р,50к,10к,5к,1к. Упаковка ; 1997 ;  ; Cu/Zn,Cu/N ; Unc ; 58 ; vova4244 ; 838 
 1872 ; Лот монет СССР "50 лет Советской власти": 20,15,10 коп (3шт) ; 1967 ;  ; Cu-Ni ; AU ; 32 ; nikolay3 ; 73 
 1873 ; Лот монет СССР: 1 рубль "50 лет Советской власти, 100 лет Ленину, 20 лет победы" 3шт ; 1965-1970 ;  ; Cu-Ni ; VF+/VF-XF ; 4 ; edz ; 13 
 1874 ; Лот монет СССР "50 лет великой октябрьской социалистической революции (1917-1967)" (4шт): 50,20,15,10 копеек ; 1967 ;  ; Cu-Ni ; VF+/VF-XF ; 10 ; v1tal1y ; 19 
 1875 ; Лот монет СССР (7шт): 20 копеек ; 1941-1956 ;  ; Ni ; VF/XF ; 21 ; pbmg ; 371 
 1876 ; Лот монет СССР: 20,15 коп (10шт) ; 1946-1957 ;  ; Ni ; F-VF/VF ; 1 ; v1tal1y ; 10 
 1877 ; Лот монет СССР (7шт): 15 копеек ; 1941-1957 ;  ; Ni ; VF/VF-XF ; 42 ; pbmg ; 226 
 1878 ; Лот монет СССР: 10,5,2 коп (4шт) ; 1929-1941 ;  ; Br,Ni ; VF/F+ ; 11 ; Инвестор ; 29 
 1879 ; Лот монет СССР (4шт): 20к,15к,10к ; 1931-1933 ;  ; Ni ; F+ ; 24 ; Danila-56 ; 403 
 1880 ; Лот монет СССР: 2,3 коп (2шт) ; 1924,1957 ;  ; Cu,Br ; F/VF- ; 1 ; vic2 ; 2 
 1881 ; Лот монет СССР (5шт): 5 копеек ; 1950-1957 ;  ; Br ; VF/VF-XF ; 35 ; alex830i ; 520 
 1882 ; Лот монет СССР (7шт): 3 копейки ; 1950-1957 ;  ; Br ; VF/VF-XF ; 24 ; Матадор ; 240 
 1883 ; Лот монет СССР (10шт): 3 копейки ; 1926-1939 ;  ; Br ; VF/VF+ ; 33 ; shknikolay ; 569 
 1884 ; Лот монет СССР (3шт): 2 копейки ; 1961,1964,1966 ;  ; Cu/Zn ; VF+/XF ; 12 ; numisma ; 380 
 1885 ; Лот монет СССР (7шт): 2 копейки ; 1930-1938 ;  ; Br ; VF-/VF+ ; 13 ; shknikolay ; 219 
 1886 ; Лот монет СССР (5шт): 1 копейка ; 1933-1939 ;  ; Br ; VF/VF+ ; 30 ; shknikolay ; 257 
 1887 ; Лот монет Банка России (магнитные): 1 руб (2шт) ; 2009СПМД ;  ; St/Ni ; Unc/AU ; 38 ; pete ; 50 
 1888 ; Лот монет Банка России: 2,1 руб (13шт) ; 1997-2005 (СПМД,ММД) ;  ; Cu-Ni ; Unc/AU ; 33 ; pbmg ; 68 
 1889 ; Лот монет Банка России: 2 рубля (Гагарин) 4шт ; 2001ММД,СПМД ;  ; Cu-Ni-Zn ; XF/AU ; 26 ; nikolay3 ; 27 
 1890 ; Лот монет Банка России: 10 рублей (Гагарин, 55 лет победы) 3шт ; 2001ММД,СПМД ;  ; Би/м ; XF/AU ; 8 ; омт ; 84 
 1891 ; Лот монет Банка России: 10 рублей (Каргополь, Ряжск, Гагарин, Великий Новгород, Читинская, Тверская, Липецкая область, Великий Устюг, Удмуртская Республика)  9шт ; 2001-2009ММД,СПМД ;  ; Би/м ; XF/AU ; 12 ; jimmysu ; 127 
 1892 ; Лот монет Банка России : 10 рублей (Казань, Дмитров, Каргополь,Белгород) 4шт ; 2004-2006ММД,СПМД ;  ; Би/м ; XF/AU ; 16 ; jimmysu ; 94 
 1893 ; Лот монет Банка России: 10 рублей (Гдов, Вологда, Азов, Кабардино-Балкарская Республика) 4шт ; 2007-2008СПМД ;  ; Би/м ; XF/AU ; 50 ; 001951 ; 155 
 1894 ; Лот монет Банка России (2шт): 10 рублей (Юрьевец, Брянск) ; 2010 ;  ; Би/м ; AU ; 24 ; topzol ; 71 
 1895 ; Лот жетонов (Московский метрополитен и телефонный жетон): 7шт ;  ;  ; Пластмасса ; AU/XF ; 16 ; Инвестор ; 57 
 1927 ; Соверен. Великобритания. М-8,00гр ; 1974 ;  ; Au ; AU ; 27 ; spbmila ; 8837 
 1928 ; 40 франков. Франция. М-12,88гр ; 1806 ;  ; Au ; VF ; 31 ; zdenek ; 14778 
 1929 ; 20 франков. Бельгия. М-6,45гр ; 1914 ;  ; Au ; AU ; 21 ; Gell13 ; 7868 
 1930 ; 10 марок. Пруссия. М-3,98гр ; 1890А ;  ; Au ; XF/AU ; 29 ; vodianoy ; 5433 
 1931 ; 100 долларов. Гайяна. В конверте ; 1976 ;  ; Au ; Proof ; 59 ; vitapool ; 5241 
 1932 ; 100 долларов. Белиз. В конверте ; 1976 ;  ; Au ; Proof ; 65 ; vitapool ; 5279 
 1933 ; Талер. Бавария ; 1771 ;  ; Ag ; VF+ ; 41 ; Оттар ; 1746 
 1934 ; Талер. Австрия. Мария Терезия. Новодел ; 1780 ;  ; Ag ; AU ; 90 ; abrek112 ; 707 
 1935 ; 1/6 талера (6 грошей). Брауншвейг-Люнебург-Каленберг-Ганновер ; 1783CES ;  ; Ag ; VF+ ; 44 ; oae79 ; 2556 
 1936 ; 1/6 талера. Саксония ; 1866В ;  ; Ag ; XF ; 95 ; oae79 ; 1093 
 1806 ; 10 копеек ; 1941 ;  ; Ni ; VF ; 52 ; Олег33 ; 153 
 1807 ; 3 копейки ; 1948 ;  ; Br ; XF+ ; 55 ; 439 ; 561 
 1808 ; 20 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 42 ; vova4244 ; 153 
 1809 ; 15 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 3 ; dsidorov ; 4 
 1810 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 14 ; skif ; 15 
 1811 ; 2 копейки ; 1991 ; ММД ; Cu-Zn ; AU ; 31 ; vova4244 ; 227 
 1812 ; 1 копейка ; 1946 ;  ; Br ; VF-XF ; 15 ; olimpic74 ; 30 
 1813 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 5 ; прыгун ; 32 
 1814 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 58 ; Олег33 ; 287 
 1815 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF+ ; 19 ; alno51 ; 245 
 1816 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 9 ; LYALKA1972 ; 175 
 1817 ; 5 копеек ; 1973 ;  ; Cu-Zn ; XF- ; 44 ; Олег33 ; 283 
 1818 ; 2 копейки ; 1935 ;  ; Br ; VF+ ; 12 ; никсер ; 105 
 1819 ; 1 копейка ; 1928 ;  ; Br ; F ; 42 ; alno51 ; 101 
 1820 ; 50 копеек ; 1968 ;  ; Cu-Ni ; XF ; 19 ; kol78 ; 51 
 1821 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF ; 9 ; Skif151 ; 22 
 1822 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 10 ; olimpic74 ; 10 
 1823 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 19 ; optimus ; 18 
 1824 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 9 ; olimpic74 ; 9 
 1825 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 10 ; olimpic74 ; 9 
 1826 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 13 ; juniorZ ; 15 
 1827 ; 50 копеек ; 1990 ; ММД ; Cu-Ni ; XF ; 49 ; alno51 ; 104 
 1828 ; 10 копеек ; 1969 ;  ; Cu-Ni ; VF-XF ; 14 ; lvd ; 25 
 1829 ; 10 копеек ; 1970 ;  ; Cu-Ni ; XF ; 17 ; lvd ; 25 
 1830 ; 2 копейки ; 1961 ;  ; Cu-Zn ; XF+ ; 24 ; kim64 ; 102 
 1831 ; 2 копейки ; 1962 ;  ; Cu-Zn ; AU ; 40 ; Алек ; 184 
 1832 ; 2 копейки ; 1975 ;  ; Cu-Zn ; VF-XF ; 54 ; прыгун ; 90 
 1833 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 6 ; gematogen ; 14 
 1834 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 19 ; kondor300 ; 102 
 1835 ; 15 копеек ; 1946 ;  ; Ni ; XF ; 7 ; kondor300 ; 102 
 1836 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 40 ; optimus ; 163 
 1837 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 31 ; optimus ; 105 
 1838 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 35 ; optimus ; 180 
 1839 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 6 ; vvb19 ; 57 
 1840 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 4 ; vvb19 ; 53 
 1841 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 13 ; прыгун ; 105 
 1842 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 21 ; kim64 ; 225 
 1843 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 63 ; kim64 ; 153 
 1844 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 25 ; Bottler ; 165 
 1845 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 5 ; kim64 ; 153 
 1846 ; 20 копеек ; 1939 ;  ; Ni ; XF ; 80 ; alex830i ; 338 
 1847 ; 15 копеек ; 1939 ;  ; Ni ; VF+ ; 47 ; vatom22 ; 192 
 1848 ; 10 копеек ; 1936 ;  ; Ni ; VF ; 28 ; прыгун ; 62 
 1849 ; 10 копеек ; 1939 ;  ; Ni ; VF+ ; 41 ; alno51 ; 199 
 1850 ; 10 копеек ; 1940 ;  ; Ni ; VF-XF ; 59 ; art67 ; 153 
 1851 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 9 ; optimus ; 10 
 1852 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; AU ; 21 ; alno51 ; 57 
 1853 ; 3 копейки ; 1991 ; ЛМД ; Cu-Zn ; AU ; 6 ; kim64 ; 15 
 1854 ; 1 копейка ; 1936 ;  ; Br ; AU ; 23 ; Guron ; 216 
 1855 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Z ; AU ; 33 ; профан ; 53 
 1756 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF-XF ; 8 ; kvm64 ; 39 
 1757 ; 1 копейка ; 1979 ;  ; Cu-Zn ; AU ; 7 ; olimpic74 ; 21 
 1758 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 25 ; Матадор ; 100 
 1759 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 14 ; Олег33 ; 118 
 1760 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 11 ; alno51 ; 108 
 1761 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 21 ; vatom22 ; 227 
 1762 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 19 ; sveta6369 ; 102 
 1763 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 17 ; kozlevich ; 159 
 1764 ; 20 копеек ; 1944 ;  ; Ni ; VF- ; 8 ; lomaster75 ; 200 
 1765 ; 20 копеек ; 1951 ;  ; Ni ; VF- ; 25 ; alno51 ; 139 
 1766 ; 20 копеек "50 лет Советской власти" ; 1967 ;  ; Cu/Ni ; XF ; 5 ; gematogen ; 8 
 1767 ; 15 копеек ; 1931 ;  ; Ni ; VF-XF ; 23 ; vatom22 ; 215 
 1768 ; 15 копеек ; 1932 ;  ; Ni ; VF+ ; 16 ; dimon46 ; 87 
 1769 ; 15 копеек ; 1933 ;  ; Ni ; VF-XF ; 24 ; vatom22 ; 227 
 1770 ; 15 копеек ; 1935 ;  ; Ni ; VF-XF ; 47 ; alno51 ; 322 
 1771 ; 15 копеек ; 1939 ;  ; Ni ; VF-XF ; 22 ; alno51 ; 116 
 1772 ; 15 копеек ; 1940 ;  ; Ni ; VF- ; 13 ; sansan ; 102 
 1773 ; 15 копеек ; 1951 ;  ; Ni ; VF- ; 15 ; sansan ; 93 
 1774 ; 10 копеек ; 1931 ;  ; Ni ; VF ; 46 ; Матадор ; 266 
 1775 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 20 ; fokin ; 132 
 1776 ; 10 копеек ; 1933 ;  ; Ni ; XF- ; 13 ; art67 ; 211 
 1777 ; 10 копеек ; 1934 ;  ; Ni ; VF- ; 38 ; Матадор ; 532 
 1778 ; 10 копеек ; 1935 ;  ; Ni ; VF- ; 50 ; alno51 ; 213 
 1779 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 15 ; alno51 ; 222 
 1780 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 66 ; alno51 ; 200 
 1781 ; 10 копеек ; 1940 ;  ; Ni ; XF ; 29 ; alex830i ; 165 
 1782 ; 10 копеек ; 1941 ;  ; Ni ; VF-XF ; 65 ; Mmm ; 408 
 1783 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 21 ; yral ; 101 
 1784 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 14 ; numisma ; 125 
 1785 ; 5 копеек ; 1943 ;  ; Br ; VF-XF ; 11 ; kozlevich ; 120 
 1786 ; 3 копейки ; 1933 ;  ; Br ; VF- ; 19 ; страус ; 119 
 1787 ; 3 копейки ; 1951 ;  ; Br ; VF- ; 33 ; Олег33 ; 207 
 1788 ; 3 копейки ; 1966 ;  ; Cu-Zn ; VF+ ; 27 ; sveta6369 ; 135 
 1789 ; 2 копейки ; 1939 ;  ; Br ; VF ; 28 ; прыгун ; 59 
 1790 ; 2 копейки ; 1951 ;  ; Br ; VF ; 36 ; Олег33 ; 227 
 1791 ; 1 копейка ; 1927 ;  ; Br ; F-VF ; 23 ; shknikolay ; 147 
 1792 ; 1 копейка ; 1934 ;  ; Br ; VF+ ; 16 ; alno51 ; 161 
 1793 ; 1 копейка ; 1951 ;  ; Br ; VF ; 13 ; alex995 ; 101 
 1794 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 14 ; user1306 ; 34 
 1795 ; 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 3 ; kol78 ; 100 
 1796 ; 50 копеек ; 1964 ;  ; Cu-Ni ; XF+ ; 2 ; vic2 ; 30 
 1797 ; 50 копеек ; 1981 ;  ; Cu-Ni ; AU ; 5 ; olimpic74 ; 23 
 1798 ; 50 копеек ; 1982 ;  ; Cu-Ni ; AU ; 4 ; olimpic74 ; 23 
 1799 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 2 ; vvb19 ; 20 
 1800 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 4 ; vic2 ; 50 
 1801 ; 50 копеек ; 1984 ;  ; Cu-Ni ; AU ; 28 ; vvb19 ; 114 
 1802 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF ; 5 ; olimpic74 ; 23 
 1803 ; 50 копеек ; 1986 ;  ; Cu-Ni ; XF+ ; 44 ; vvb19 ; 114 
 1804 ; 50 копеек ; 1987 ;  ; Cu-Ni ; AU ; 8 ; olimpic74 ; 32 
 1805 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF ; 63 ; alno51 ; 123 
 1706 ; 1 копейка. Упаковка ; 1988 ;  ; Cu-Zn ; Unc/AU ; 13 ; olimpic74 ; 30 
 1707 ; 1 рубль. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 18 ; optimus ; 100 
 1708 ; 50 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 12 ; KAKADU ; 104 
 1709 ; 20 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 5 ; optimus ; 6 
 1710 ; 15 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 1 ; juniorZ ; 2 
 1711 ; 10 копеек. Упаковка ; 1989 ;  ; Cu-Ni ; Unc/AU ; 1 ; optimus ; 2 
 1712 ; 5 копеек.  Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 1 ; optimus ; 2 
 1713 ; 3 копейки. Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 1 ; optimus ; 2 
 1714 ; 2 копейки. Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 0 ; Не продан ; 0 
 1715 ; 1 копейка. Упаковка ; 1989 ;  ; Cu-Zn ; Unc/AU ; 8 ; nikolay3 ; 9 
 1716 ; 20 копеек ; 1941 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 62 ; alno51 ; 123 
 1717 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 73 ; прыгун ; 97 
 1718 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 73 ; прыгун ; 97 
 1719 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; AU ; 23 ; Алек ; 63 
 1720 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 2 ; sansan ; 3 
 1721 ; 20 копеек ; 1949 ;  ; Ni ; XF- ; 2 ; TMAN20108 ; 101 
 1722 ; 20 копеек ; 1951 ;  ; Ni ; XF/AU ; 7 ; alno51 ; 308 
 1723 ; 20 копеек ; 1952 ;  ; Ni ; AU ; 45 ; kondor300 ; 95 
 1724 ; 20 копеек ; 1953 ;  ; Ni ; XF ; 53 ; прыгун ; 95 
 1725 ; 20 копеек ; 1954 ;  ; Ni ; XF+ ; 9 ; optimus ; 46 
 1726 ; 15 копеек ; 1946 ;  ; Ni ; VF- ; 2 ; alex2209 ; 3 
 1727 ; 15 копеек ; 1948 ;  ; Ni ; VF+ ; 6 ; alno51 ; 41 
 1728 ; 15 копеек ; 1949 ;  ; Ni ; XF/AU ; 146 ; vatom22 ; 629 
 1729 ; 15 копеек ; 1950 ;  ; Ni ; XF+ ; 28 ; vatom22 ; 348 
 1730 ; 15 копеек ; 1951 ;  ; Ni ; AU ; 10 ; vatom22 ; 714 
 1731 ; 15 копеек ; 1952 ;  ; Ni ; VF-XF ; 73 ; прыгун ; 97 
 1732 ; 15 копеек ; 1953 ;  ; Ni ; VF-XF ; 73 ; прыгун ; 97 
 1733 ; 15 копеек ; 1955 ;  ; Ni ; XF/AU ; 15 ; боб76 ; 30 
 1734 ; 10 копеек ; 1940 ;  ; Ni ; AU ; 77 ; SOKOL45 ; 211 
 1735 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 17 ; sansan ; 18 
 1736 ; 10 копеек ; 1948 ;  ; Ni ; XF+ ; 60 ; vova4244 ; 216 
 1737 ; 10 копеек ; 1949 ;  ; Ni ; XF+ ; 67 ; alno51 ; 156 
 1738 ; 10 копеек ; 1950 ;  ; Ni ; XF+ ; 59 ; guran ; 102 
 1739 ; 10 копеек ; 1951 ;  ; Ni ; XF+ ; 50 ; alex830i ; 216 
 1740 ; 10 копеек ; 1952 ;  ; Ni ; XF+ ; 53 ; sansan ; 59 
 1741 ; 10 копеек ; 1953 ;  ; Ni ; VF-XF ; 81 ; kozlevich ; 113 
 1742 ; 10 копеек ; 1954 ;  ; Ni ; XF/AU ; 2 ; прыгун ; 101 
 1743 ; 1 копейка ; 1936 ;  ; Br ; XF+ ; 71 ; kim64 ; 110 
 1744 ; 1 копейка ; 1938 ;  ; Br ; XF+ ; 60 ; kondor300 ; 93 
 1745 ; 1 копейка ; 1939 ;  ; Br ; XF- ; 26 ; LYALKA1972 ; 27 
 1746 ; 1 копейка ; 1940 ;  ; Br ; XF ; 46 ; боб76 ; 68 
 1747 ; 1 копейка ; 1946 ;  ; Br ; XF ; 32 ; fokin ; 48 
 1748 ; 1 копейка ; 1948 ;  ; Br ; XF+ ; 81 ; kondor300 ; 136 
 1749 ; 1 копейка ; 1949 ;  ; Br ; XF- ; 46 ; fokin ; 47 
 1750 ; 1 копейка ; 1951 ;  ; Br ; AU ; 85 ; джокер ; 165 
 1751 ; 1 копейка ; 1952 ;  ; Br ; VF-XF ; 51 ; kol78 ; 53 
 1752 ; 1 копейка ; 1953 ;  ; Br ; AU ; 59 ; fokin ; 65 
 1753 ; 1 копейка ; 1954 ;  ; Br ; VF+ ; 45 ; sansan ; 46 
 1754 ; 1 копейка ; 1955 ;  ; Br ; VF-XF ; 54 ; kvm64 ; 57 
 1755 ; 1 копейка. Легкая деформация ; 1956 ;  ; Br ; VF-XF ; 33 ; alex830i ; 53 
 1656 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 49 ; flyfisher74 ; 255 
 1657 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 34 ; potters.3 ; 260 
 1658 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 65 ; acidorov ; 75 
 1659 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 44 ; sveta6369 ; 70 
 1660 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 55 ; TOYOTA ; 94 
 1661 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 64 ; juniorZ ; 209 
 1662 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 35 ; art67 ; 190 
 1663 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 21 ; juniorZ ; 133 
 1664 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 34 ; sveta6369 ; 115 
 1665 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 68 ; bat514 ; 630 
 1666 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 23 ; Gell13 ; 204 
 1667 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 32 ; vasa1606 ; 255 
 1668 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 53 ; olimpic74 ; 231 
 1669 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 30 ; juniorZ ; 128 
 1670 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 27 ; 131026000 ; 365 
 1671 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 54 ; Gell13 ; 55 
 1672 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Proof ; 112 ; bat514 ; 813 
 1673 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 11 ; 1269532 ; 104 
 1674 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 75 ; Gell13 ; 362 
 1675 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; VF-XF ; 5 ; dsidorov ; 6 
 1676 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; VF-XF ; 3 ; dsidorov ; 4 
 1677 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 5 ; nikolay3 ; 31 
 1678 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 38 ; nikolay3 ; 51 
